Orthogroup	schistosoma_mansoni	schistosoma_margrebowiei
OG0002802	Smp_052740.1	SMRG1_92010.1, SMRG1_92010.2
OG0002803	Smp_131870.1	SMRG1_26940.1, SMRG1_26940.3
OG0002804	Smp_196300.1	SMRG1_39350.1
OG0002805	Smp_208020.1	SMRG1_56660.1
OG0002806	Smp_050380.1, Smp_050380.2, Smp_329110.1, Smp_329110.2	SMRG1_72380.1, SMRG1_72380.2
OG0002807	Smp_061250.1, Smp_061250.2	SMRG1_19920.4, SMRG1_19920.2, SMRG1_19920.1, SMRG1_19920.3
OG0002808	Smp_347820.1	SMRG1_62640.1
OG0002809	Smp_341690.1	SMRG1_82500.1, SMRG1_97830.1, SMRG1_97830.2
OG0002810	Smp_031990.1	SMRG1_34860.1
OG0002811	Smp_166070.1	SMRG1_21710.6, SMRG1_21710.2, SMRG1_21710.1, SMRG1_21710.4, SMRG1_21710.3, SMRG1_21710.5, SMRG1_21710.7, SMRG1_21710.8
OG0002812	Smp_317220.1, Smp_344740.1, Smp_317230.1, Smp_317250.1	SMRG1_86810.1
OG0002813	Smp_242350.1	SMRG1_78320.1, SMRG1_78320.2, SMRG1_78320.3
OG0002814	Smp_016090.1	SMRG1_23670.1, SMRG1_23670.2, SMRG1_23670.5, SMRG1_23670.3, SMRG1_23670.4
OG0002815	Smp_308700.1, Smp_326220.1, Smp_326230.1, Smp_308680.1, Smp_308680.2	SMRG1_64000.1, SMRG1_64010.1, SMRG1_64010.2
OG0002816	Smp_076030.1	SMRG1_19040.1, SMRG1_19040.2, SMRG1_19040.3, SMRG1_19040.4
OG0002817	Smp_144600.1	SMRG1_37390.1
OG0002818	Smp_043100.1, Smp_043100.2	SMRG1_75980.1, SMRG1_75980.2
OG0002819	Smp_022130.1	SMRG1_69380.1, SMRG1_69380.2
OG0002820	Smp_334210.1	SMRG1_75340.1
OG0002821	Smp_126170.1	SMRG1_4100.1
OG0002822	Smp_091790.1	SMRG1_9400.1
OG0002823	Smp_306080.1	SMRG1_14550.1
OG0002824	Smp_038210.1	SMRG1_1730.1, SMRG1_1730.2, SMRG1_1730.3, SMRG1_1730.4, SMRG1_1730.5, SMRG1_1730.6
OG0002825	Smp_171170.1	SMRG1_49360.1
OG0002826	Smp_172150.1	SMRG1_41010.1
OG0002827	Smp_077030.1	SMRG1_27370.2, SMRG1_27370.3, SMRG1_27370.1
OG0002828	Smp_035700.1	SMRG1_28210.1, SMRG1_28220.1
OG0002829	Smp_246920.1	SMRG1_60080.1, SMRG1_60080.2
OG0002830	Smp_016050.1	SMRG1_23570.3, SMRG1_23570.1, SMRG1_23570.2, SMRG1_23570.4
OG0002831	Smp_164500.1	SMRG1_15130.1
OG0002832	Smp_152650.1	SMRG1_82150.1, SMRG1_82150.2
OG0002833	Smp_088660.1	SMRG1_57320.1, SMRG1_57320.2, SMRG1_57320.3, SMRG1_57320.4
OG0002834	Smp_171660.1	SMRG1_3470.1, SMRG1_3470.2
OG0002835	Smp_016810.1	SMRG1_92700.1, SMRG1_92700.2
OG0002836	Smp_003140.1, Smp_003140.2	SMRG1_25680.1, SMRG1_25680.4, SMRG1_25680.2, SMRG1_25680.3
OG0002837	Smp_198980.1	SMRG1_15140.2, SMRG1_15140.1, SMRG1_15140.3, SMRG1_15140.4
OG0002838	Smp_076520.1	SMRG1_13320.2, SMRG1_13320.1, SMRG1_13320.5, SMRG1_13320.3, SMRG1_13320.4
OG0002839	Smp_347500.1	SMRG1_71750.1, SMRG1_71750.2, SMRG1_71750.3
OG0002840	Smp_244170.1, Smp_244170.2	SMRG1_92460.1, SMRG1_92460.2, SMRG1_92460.3, SMRG1_92460.4
OG0002841	Smp_086270.1	SMRG1_51400.1
OG0002842	Smp_172540.1	SMRG1_71500.4, SMRG1_71500.2, SMRG1_71500.3, SMRG1_71500.1, SMRG1_71500.5
OG0002843	Smp_164890.1	SMRG1_26180.2, SMRG1_26180.1, SMRG1_26180.3
OG0002845	Smp_179620.1	SMRG1_10580.1, SMRG1_10590.1, SMRG1_10590.2
OG0002846	Smp_039650.1	SMRG1_19240.1, SMRG1_19240.2, SMRG1_19240.3
OG0002847	Smp_069600.1	SMRG1_58300.1
OG0002848	Smp_126200.1	SMRG1_59530.1
OG0002849	Smp_153530.1	SMRG1_13120.1, SMRG1_13150.1
OG0002850	Smp_027040.2, Smp_027040.1	SMRG1_65430.1
OG0002851	Smp_305690.1, Smp_340940.1	SMRG1_90810.1
OG0002852	Smp_153460.1, Smp_153460.2	SMRG1_13230.1
OG0002853	Smp_050700.1	SMRG1_73810.1, SMRG1_73810.2
OG0002854	Smp_104980.1	SMRG1_34620.1, SMRG1_34620.2
OG0002855	Smp_162380.1	SMRG1_17850.3
OG0002856	Smp_082780.1	SMRG1_53980.1
OG0002857	Smp_326170.1, Smp_013040.1	SMRG1_63690.1, SMRG1_63690.2, SMRG1_63690.3
OG0002858	Smp_080980.1	SMRG1_9560.1
OG0002859	Smp_347300.1	SMRG1_63310.1, SMRG1_63310.3, SMRG1_63310.2, SMRG1_63310.4
OG0002860	Smp_138680.1	SMRG1_77950.1, SMRG1_77950.2
OG0002861	Smp_165680.1	SMRG1_89080.1, SMRG1_89080.2
OG0002863	Smp_180370.1	SMRG1_17630.1
OG0002863	Smp_180360.1	SMRG1_17620.1
OG0002864	Smp_123390.1	SMRG1_54390.1
OG0002865	Smp_305220.1	SMRG1_10310.1
OG0002866	Smp_097460.1	SMRG1_35890.1
OG0002867	Smp_342890.1	SMRG1_3640.1, SMRG1_3640.2
OG0002868	Smp_002180.1	SMRG1_88160.1, SMRG1_88160.2
OG0002869	Smp_038340.1	SMRG1_1830.1, SMRG1_1830.2, SMRG1_1830.3
OG0002870	Smp_004780.1	SMRG1_48160.3, SMRG1_48160.1, SMRG1_48160.2
OG0002871	Smp_163050.1	SMRG1_45310.2, SMRG1_45310.3, SMRG1_45310.1
OG0002872	Smp_046890.1	SMRG1_50280.1
OG0002873	Smp_127110.1, Smp_127110.2	SMRG1_93030.1
OG0002874	Smp_302230.1	SMRG1_39660.1, SMRG1_39690.1
OG0002875	Smp_078610.1	SMRG1_51740.1
OG0002876	Smp_149070.1	SMRG1_72320.1
OG0002877	Smp_028980.1, Smp_028980.2	SMRG1_60130.1
OG0002878	Smp_169820.1	SMRG1_64430.2, SMRG1_64430.8, SMRG1_64430.5, SMRG1_64430.3, SMRG1_64430.4, SMRG1_64430.7, SMRG1_64430.1, SMRG1_64430.6
OG0002879	Smp_266790.1	SMRG1_17100.1
OG0002880	Smp_312360.1	SMRG1_21650.1
OG0002881	Smp_124490.1	SMRG1_61650.1
OG0002882	Smp_075420.1	SMRG1_16720.1
OG0002882	Smp_075400.1	SMRG1_16710.1
OG0002883	Smp_063540.1, Smp_063540.2	SMRG1_51840.1, SMRG1_51840.2
OG0002884	Smp_134790.1	SMRG1_65640.2, SMRG1_65640.4, SMRG1_65640.3, SMRG1_65640.1
OG0002885	Smp_021160.1	SMRG1_47450.1, SMRG1_47450.4, SMRG1_47450.2, SMRG1_47450.3
OG0002886	Smp_064030.1	SMRG1_75010.2, SMRG1_75010.3, SMRG1_75010.1, SMRG1_75010.4
OG0002889	Smp_333190.1	SMRG1_82870.4, SMRG1_82870.1, SMRG1_82870.2, SMRG1_82870.5, SMRG1_82870.3
OG0002890	Smp_167360.1	SMRG1_27820.1, SMRG1_27820.2
OG0002892	Smp_303070.1, Smp_303760.1, Smp_303760.2	SMRG1_76970.1
OG0002893	Smp_346260.1	SMRG1_8050.1
OG0002894	Smp_346180.1	SMRG1_82860.1, SMRG1_82860.3, SMRG1_82860.2
OG0002895	Smp_033380.1	SMRG1_95220.1
OG0002895	Smp_121230.1	SMRG1_96450.1, SMRG1_96450.2
OG0002896	Smp_320230.1	SMRG1_24780.1
OG0002897	Smp_124050.1, Smp_124050.2, Smp_124050.3	SMRG1_25360.1
OG0002900	Smp_317970.1, Smp_317970.2, Smp_317980.1, Smp_317980.2, Smp_346710.1	SMRG1_23200.16, SMRG1_23200.3, SMRG1_23200.5, SMRG1_23200.1, SMRG1_23200.2, SMRG1_22690.1, SMRG1_23200.19, SMRG1_23200.13, SMRG1_23200.15, SMRG1_23200.17, SMRG1_23210.1, SMRG1_23200.18, SMRG1_23200.8, SMRG1_23200.9, SMRG1_23200.12, SMRG1_23200.11, SMRG1_23200.10, SMRG1_23200.14, SMRG1_23200.6, SMRG1_23200.7, SMRG1_23200.4, SMRG1_23190.1
OG0002902	Smp_169360.1	SMRG1_39380.2, SMRG1_39380.1, SMRG1_39380.3
OG0002903	Smp_158860.1, Smp_158860.2	SMRG1_71450.1
OG0002904	Smp_178230.1	SMRG1_21890.1
OG0002905	Smp_138300.1, Smp_138300.2	SMRG1_66920.1
OG0002906	Smp_020130.1	SMRG1_29140.1, SMRG1_29140.2, SMRG1_29140.3, SMRG1_29140.4
OG0002907	Smp_180690.1, Smp_180690.2	SMRG1_5170.1, SMRG1_5170.2
OG0002908	Smp_179360.1	SMRG1_69420.1
OG0002909	Smp_330260.1	SMRG1_82110.1
OG0002910	Smp_096310.1	SMRG1_16460.1
OG0002911	Smp_146800.1	SMRG1_14490.1
OG0002912	Smp_333680.1	SMRG1_65420.1
OG0002913	Smp_093740.1	SMRG1_9740.1
OG0002914	Smp_341510.1	SMRG1_15990.1
OG0002915	Smp_087220.1	SMRG1_77980.1, SMRG1_77980.2, SMRG1_77980.3, SMRG1_77980.4, SMRG1_77980.6, SMRG1_77980.5
OG0002916	Smp_180040.1	SMRG1_17570.1, SMRG1_17570.2
OG0002917	Smp_241990.1	SMRG1_23060.1, SMRG1_23060.2
OG0002918	Smp_056760.1	SMRG1_82120.1, SMRG1_82120.2
OG0002919	Smp_315770.1	SMRG1_87050.1, SMRG1_87050.2
OG0002920	Smp_152110.1	SMRG1_43250.1, SMRG1_43260.1
OG0002921	Smp_134480.1	SMRG1_96350.1
OG0002922	Smp_174580.1	SMRG1_77030.1
OG0002923	Smp_132250.1	SMRG1_59960.1
OG0002924	Smp_132050.1	SMRG1_11360.1
OG0002925	Smp_136070.1	SMRG1_12080.1
OG0002926	Smp_213850.1, Smp_213850.2	SMRG1_32530.1, SMRG1_32530.2
OG0002927	Smp_154000.1	SMRG1_9250.1
OG0002928	Smp_145250.1	SMRG1_75590.1
OG0002929	Smp_150320.1	SMRG1_21410.2, SMRG1_21410.3, SMRG1_21410.1
OG0002930	Smp_067250.1	SMRG1_40720.1, SMRG1_40720.2, SMRG1_40720.3
OG0002931	Smp_245450.1	SMRG1_1740.1, SMRG1_1740.2
OG0002932	Smp_320500.1	SMRG1_45200.1
OG0002932	Smp_017430.1	SMRG1_45190.1
OG0002933	Smp_187800.1	SMRG1_40410.1, SMRG1_40420.1
OG0002934	Smp_127660.1, Smp_127660.2	SMRG1_94510.3, SMRG1_94510.1, SMRG1_94510.2
OG0002935	Smp_345510.1	SMRG1_55860.1, SMRG1_66390.1
OG0002936	Smp_021100.1	SMRG1_47390.1, SMRG1_47390.2
OG0002937	Smp_054770.1, Smp_054775.1	SMRG1_38930.1, SMRG1_38930.2
OG0002938	Smp_313830.1	SMRG1_79540.1
OG0002939	Smp_064800.1	SMRG1_12640.1, SMRG1_12640.2, SMRG1_12640.3, SMRG1_12640.4
OG0002940	Smp_310550.1	SMRG1_48670.1
OG0002941	Smp_137690.1	SMRG1_55580.1
OG0002941	Smp_028800.1	SMRG1_55590.1
OG0002942	Smp_108610.1	SMRG1_78880.1
OG0002942	Smp_177780.1	SMRG1_78860.1
OG0002943	Smp_130900.1	SMRG1_78900.1, SMRG1_78900.2
OG0002944	Smp_167800.1	SMRG1_17520.1
OG0002945	Smp_343760.1, Smp_343760.2	SMRG1_78280.1, SMRG1_78280.2
OG0002946	Smp_014080.1	SMRG1_16300.1, SMRG1_16300.2
OG0002947	Smp_141540.1	SMRG1_90600.1, SMRG1_90600.2, SMRG1_90600.3
OG0002948	Smp_137840.1, Smp_137840.2	SMRG1_60210.4, SMRG1_60210.1, SMRG1_60210.2, SMRG1_60210.3
OG0002949	Smp_150360.1	SMRG1_34150.1, SMRG1_34150.2
OG0002950	Smp_242680.1	SMRG1_70770.1
OG0002951	Smp_092780.1	SMRG1_37930.1
OG0002952	Smp_213340.1	SMRG1_51120.1
OG0002953	Smp_137530.1	SMRG1_3190.3, SMRG1_3190.1, SMRG1_3190.2, SMRG1_3190.4
OG0002954	Smp_166820.1	SMRG1_60770.1, SMRG1_60770.2, SMRG1_60770.3
OG0002955	Smp_009150.1	SMRG1_74340.1, SMRG1_74340.3, SMRG1_74340.2
OG0002956	Smp_343720.1	SMRG1_96100.3, SMRG1_96100.2, SMRG1_96100.1
OG0002957	Smp_150640.1	SMRG1_70880.1, SMRG1_70880.2
OG0002958	Smp_333590.1	SMRG1_67400.1
OG0002959	Smp_002160.1	SMRG1_88140.1, SMRG1_88140.2, SMRG1_88140.3, SMRG1_88140.4
OG0002960	Smp_089880.1	SMRG1_49340.1, SMRG1_49340.2
OG0002961	Smp_342070.1	SMRG1_18640.4, SMRG1_18640.1, SMRG1_18640.3, SMRG1_18640.5, SMRG1_18640.2
OG0002962	Smp_029850.1	SMRG1_66960.1, SMRG1_66960.2
OG0002963	Smp_163320.1	SMRG1_13380.1
OG0002964	Smp_124100.1	SMRG1_25300.1, SMRG1_25300.2, SMRG1_25300.3
OG0002965	Smp_198290.1	SMRG1_93840.1, SMRG1_93840.2
OG0002966	Smp_168890.1	SMRG1_44170.2, SMRG1_44170.1, SMRG1_44170.4, SMRG1_44170.3
OG0002967	Smp_335830.1	SMRG1_59640.1
OG0002968	Smp_335760.1, Smp_335760.2, Smp_179740.1	SMRG1_18870.1
OG0002969	Smp_048980.1	SMRG1_53330.1, SMRG1_53330.2, SMRG1_53330.3, SMRG1_53330.4, SMRG1_53330.5, SMRG1_53330.6, SMRG1_53330.7
OG0002970	Smp_241960.1	SMRG1_9510.1
OG0002971	Smp_243720.1	SMRG1_63590.1, SMRG1_63590.2, SMRG1_63590.4, SMRG1_63590.5, SMRG1_63590.3
OG0002972	Smp_346320.1	SMRG1_62310.1
OG0002973	Smp_333810.1	SMRG1_49150.1
OG0002974	Smp_342250.1, Smp_342250.2	SMRG1_32590.3, SMRG1_32590.4, SMRG1_32590.1, SMRG1_32590.2
OG0002975	Smp_141650.1	SMRG1_38290.1
OG0002976	Smp_052390.1	SMRG1_64100.2, SMRG1_64100.3, SMRG1_64100.4, SMRG1_64100.1
OG0002977	Smp_203480.1	SMRG1_7600.3, SMRG1_7600.1, SMRG1_7600.2
OG0002979	Smp_333370.1	SMRG1_20070.1
OG0002980	Smp_342750.1	SMRG1_29430.2, SMRG1_29430.3, SMRG1_29430.1
OG0002981	Smp_334230.1	SMRG1_75790.1, SMRG1_75790.2
OG0002982	Smp_096900.1	SMRG1_54250.1, SMRG1_54250.2, SMRG1_54250.3, SMRG1_54250.4
OG0002983	Smp_124350.2, Smp_124350.1, Smp_124350.3	SMRG1_24810.1
OG0002984	Smp_210890.1	SMRG1_12300.1
OG0002985	Smp_245420.1	SMRG1_1920.1, SMRG1_1920.5, SMRG1_1920.2, SMRG1_1920.4, SMRG1_1920.3
OG0002986	Smp_347630.1	SMRG1_9620.1, SMRG1_9610.1
OG0002988	Smp_207020.1	SMRG1_94350.1, SMRG1_94350.3, SMRG1_94350.2, SMRG1_94350.4
OG0002989	Smp_147230.1	SMRG1_50110.2, SMRG1_50110.1, SMRG1_50110.3, SMRG1_50110.4
OG0002990	Smp_158970.1	SMRG1_81570.1, SMRG1_81570.2
OG0002991	Smp_034120.1	SMRG1_32030.1
OG0002992	Smp_153840.1	SMRG1_76500.1
OG0002993	Smp_334570.1	SMRG1_84650.1
OG0002994	Smp_151140.1	SMRG1_18850.1
OG0002995	Smp_149460.1	SMRG1_90090.1
OG0002996	Smp_045930.1	SMRG1_14420.1
OG0002997	Smp_083020.1	SMRG1_34420.1
OG0002998	Smp_044060.1	SMRG1_44800.1, SMRG1_44800.2
OG0002999	Smp_029160.1	SMRG1_60340.1
OG0003000	Smp_069380.1	SMRG1_27180.1, SMRG1_27180.2
OG0003001	Smp_159750.1	SMRG1_27120.1
OG0003002	Smp_066200.1	SMRG1_19090.1
OG0003003	Smp_010940.1	SMRG1_95080.3, SMRG1_95080.1, SMRG1_95080.2
OG0003004	Smp_042770.1	SMRG1_75700.1
OG0003005	Smp_044800.1	SMRG1_54560.1
OG0003006	Smp_133450.1	SMRG1_85810.2, SMRG1_85810.1
OG0003007	Smp_018790.1	SMRG1_59610.1
OG0003008	Smp_140560.1	SMRG1_32110.1
OG0003009	Smp_146140.1	SMRG1_6260.1, SMRG1_6260.2, SMRG1_6260.3, SMRG1_6260.4
OG0003010	Smp_008610.1	SMRG1_72450.3, SMRG1_72450.4, SMRG1_72450.1, SMRG1_72450.2
OG0003011	Smp_160830.1	SMRG1_30420.1
OG0003012	Smp_075110.1	SMRG1_62160.1, SMRG1_62160.2
OG0003013	Smp_130840.1	SMRG1_78760.1, SMRG1_78760.2, SMRG1_78760.3
OG0003014	Smp_343600.1	SMRG1_84900.1
OG0003015	Smp_161560.1	SMRG1_43680.1, SMRG1_43680.2, SMRG1_43680.3, SMRG1_43680.4
OG0003016	Smp_043350.1	SMRG1_76180.1
OG0003017	Smp_066620.1	SMRG1_51020.1, SMRG1_51020.2
OG0003018	Smp_144740.1	SMRG1_95910.1
OG0003019	Smp_135510.1	SMRG1_75180.1, SMRG1_75180.2
OG0003020	Smp_133250.1	SMRG1_28900.3, SMRG1_28900.1, SMRG1_28900.2
OG0003021	Smp_267320.1	SMRG1_84920.1
OG0003022	Smp_342020.1	SMRG1_25080.1, SMRG1_25080.2
OG0003023	Smp_143390.1	SMRG1_84850.1, SMRG1_84850.2
OG0003024	Smp_042210.1	SMRG1_78330.3, SMRG1_78330.2, SMRG1_78330.1
OG0003025	Smp_196230.1	SMRG1_37130.1, SMRG1_37130.2, SMRG1_37130.3, SMRG1_37130.4, SMRG1_37130.5
OG0003026	Smp_126080.1	SMRG1_33250.1, SMRG1_33250.3, SMRG1_33250.2
OG0003027	Smp_314290.1	SMRG1_18230.1
OG0003028	Smp_333050.1	SMRG1_9650.1
OG0003029	Smp_026190.1	SMRG1_82720.1
OG0003030	Smp_163110.1	SMRG1_19050.1, SMRG1_19050.2, SMRG1_19050.3
OG0003031	Smp_040720.1	SMRG1_65130.1
OG0003032	Smp_346670.1	SMRG1_61920.1, SMRG1_61920.2
OG0003033	Smp_133700.1	SMRG1_47540.1
OG0003034	Smp_345690.1	SMRG1_83130.3, SMRG1_83130.1, SMRG1_83130.2, SMRG1_83130.4, SMRG1_83130.5
OG0003036	Smp_129250.1	SMRG1_85110.1
OG0003037	Smp_050540.1	SMRG1_79920.1
OG0003038	Smp_129990.1	SMRG1_52750.1
OG0003039	Smp_131620.1	SMRG1_46590.3, SMRG1_46590.1, SMRG1_46590.2
OG0003040	Smp_024500.1	SMRG1_30110.2, SMRG1_30110.4, SMRG1_30110.5, SMRG1_30110.1, SMRG1_30110.3
OG0003041	Smp_152740.1	SMRG1_32990.3, SMRG1_32990.2, SMRG1_32990.4, SMRG1_32990.1
OG0003042	Smp_196040.1	SMRG1_41060.1, SMRG1_41060.2
OG0003043	Smp_146080.1	SMRG1_48510.1
OG0003044	Smp_093820.1	SMRG1_7370.1, SMRG1_7370.2, SMRG1_7370.3, SMRG1_7370.4
OG0003045	Smp_082710.1	SMRG1_52230.1
OG0003046	Smp_345700.1	SMRG1_52240.1, SMRG1_52240.2, SMRG1_52240.3
OG0003047	Smp_025150.1, Smp_025150.2	SMRG1_12450.1
OG0003048	Smp_303430.1, Smp_327500.1, Smp_331990.1, Smp_327400.1	SMRG1_46140.1
OG0003049	Smp_327530.1, Smp_122820.1	SMRG1_46130.1
OG0003050	Smp_329650.1	SMRG1_79020.1
OG0003051	Smp_098840.1	SMRG1_24440.1
OG0003052	Smp_213400.1	SMRG1_65490.1, SMRG1_65490.2, SMRG1_65490.3
OG0003053	Smp_333150.1	SMRG1_26590.1, SMRG1_26590.2
OG0003054	Smp_128360.1	SMRG1_8460.1
OG0003055	Smp_170950.1	SMRG1_56960.1
OG0003056	Smp_128660.1	SMRG1_8360.1, SMRG1_8360.2
OG0003057	Smp_136360.1	SMRG1_63900.1
OG0003058	Smp_009250.1	SMRG1_93140.1, SMRG1_93140.2, SMRG1_93140.3
OG0003059	Smp_132740.1	SMRG1_36070.1
OG0003060	Smp_146580.1	SMRG1_52550.1, SMRG1_52550.2
OG0003061	Smp_179130.1	SMRG1_82750.1, SMRG1_82750.2, SMRG1_82750.3, SMRG1_82750.4, SMRG1_82750.5, SMRG1_82750.6
OG0003062	Smp_345940.1	SMRG1_90910.1
OG0003063	Smp_340720.1	SMRG1_17280.1, SMRG1_17280.2, SMRG1_17280.3, SMRG1_17280.4
OG0003064	Smp_304890.1, Smp_304890.2	SMRG1_7380.2, SMRG1_7380.1, SMRG1_7380.4, SMRG1_7400.1, SMRG1_7380.3
OG0003065	Smp_166090.1	SMRG1_21690.1, SMRG1_21690.2
OG0003066	Smp_140080.1	SMRG1_95400.1
OG0003067	Smp_003940.1	SMRG1_25000.1
OG0003068	Smp_334300.1	SMRG1_77320.1, SMRG1_77320.3, SMRG1_77320.2
OG0003069	Smp_197180.1	SMRG1_71090.1, SMRG1_71090.2
OG0003070	Smp_005080.1	SMRG1_35340.1, SMRG1_35340.2
OG0003071	Smp_132200.1	SMRG1_60020.1
OG0003072	Smp_149220.1	SMRG1_79900.1
OG0003073	Smp_333570.1	SMRG1_64630.1
OG0003074	Smp_340610.1	SMRG1_59240.1, SMRG1_59240.2
OG0003075	Smp_072890.1	SMRG1_58110.1
OG0003076	Smp_315360.1	SMRG1_58060.1
OG0003077	Smp_340470.1	SMRG1_75210.1
OG0003078	Smp_331920.1	SMRG1_59560.1
OG0003079	Smp_170940.1	SMRG1_56940.1, SMRG1_56940.2, SMRG1_56940.3
OG0003080	Smp_165430.1	SMRG1_10610.1
OG0003081	Smp_058650.1	SMRG1_14240.1
OG0003082	Smp_013930.1	SMRG1_50770.1, SMRG1_50770.2
OG0003083	Smp_137000.1	SMRG1_79680.1, SMRG1_79680.3, SMRG1_79680.2, SMRG1_79680.4
OG0003084	Smp_344290.1	SMRG1_73450.1, SMRG1_73450.2
OG0003085	Smp_165080.1	SMRG1_38740.1, SMRG1_38740.2, SMRG1_38740.3, SMRG1_38740.4, SMRG1_38740.5
OG0003086	Smp_079800.1	SMRG1_66520.1, SMRG1_66520.2
OG0003087	Smp_139410.1	SMRG1_97210.1
OG0003088	Smp_155000.1	SMRG1_20000.1
OG0003089	Smp_129820.1	SMRG1_16370.1
OG0003090	Smp_342200.1	SMRG1_31940.1, SMRG1_31940.2
OG0003091	Smp_214210.1	SMRG1_94310.11, SMRG1_94310.10, SMRG1_94310.8, SMRG1_94310.3, SMRG1_94310.9, SMRG1_94310.6, SMRG1_94310.2, SMRG1_94310.4, SMRG1_94310.5, SMRG1_94310.7, SMRG1_94310.1
OG0003092	Smp_330510.1	SMRG1_84220.1, SMRG1_84220.2
OG0003092	Smp_330530.1	SMRG1_84250.1
OG0003093	Smp_127990.1, Smp_127990.2	SMRG1_92320.6, SMRG1_92320.2, SMRG1_92320.3, SMRG1_92320.1, SMRG1_92320.4, SMRG1_92320.5
OG0003094	Smp_243740.1	SMRG1_89660.1
OG0003094	Smp_347900.1	SMRG1_91470.1
OG0003095	Smp_143550.1	SMRG1_48740.1, SMRG1_48740.2, SMRG1_48740.3, SMRG1_48740.4
OG0003096	Smp_150860.1	SMRG1_76250.1, SMRG1_76250.2, SMRG1_76250.3
OG0003097	Smp_168200.1	SMRG1_66670.1, SMRG1_66670.3, SMRG1_66670.2
OG0003098	Smp_151220.1	SMRG1_15330.1
OG0003098	Smp_323730.1	SMRG1_15350.1, SMRG1_15340.1
OG0003099	Smp_344240.1	SMRG1_43380.1
OG0003107	Smp_093430.1, Smp_093430.2	SMRG1_56770.1
OG0003108	Smp_166040.1	SMRG1_26400.1
OG0003109	Smp_135210.1	SMRG1_14720.6, SMRG1_14720.1, SMRG1_14720.2, SMRG1_14720.3, SMRG1_14720.5, SMRG1_14720.4
OG0003110	Smp_267270.1	SMRG1_13630.1, SMRG1_13630.2, SMRG1_13630.3
OG0003111	Smp_092280.1	SMRG1_71520.3, SMRG1_71520.1, SMRG1_71520.2
OG0003112	Smp_083930.1	SMRG1_68390.1
OG0003114	Smp_340060.1	SMRG1_88130.1
OG0003115	Smp_126970.1	SMRG1_74410.1, SMRG1_74410.2
OG0003116	Smp_147120.1	SMRG1_89310.1
OG0003117	Smp_162770.1, Smp_162770.2	SMRG1_16490.1, SMRG1_16490.2
OG0003118	Smp_345780.2	SMRG1_40900.1
OG0003119	Smp_173640.1	SMRG1_33120.1, SMRG1_33120.2, SMRG1_33120.3, SMRG1_33120.4
OG0003120	Smp_036060.1	SMRG1_72540.1
OG0003121	Smp_157000.1	SMRG1_510.1, SMRG1_510.2, SMRG1_510.3, SMRG1_510.4, SMRG1_510.5
OG0003122	Smp_148120.1	SMRG1_1390.3, SMRG1_1390.1, SMRG1_1390.2
OG0003123	Smp_336210.1	SMRG1_84210.1
OG0003123	Smp_333340.1, Smp_333340.2	SMRG1_84260.1
OG0003124	Smp_068530.1	SMRG1_91840.1, SMRG1_91840.2, SMRG1_91840.3, SMRG1_91840.4
OG0003125	Smp_064050.1	SMRG1_75000.2
OG0003126	Smp_124760.1	SMRG1_18670.1
OG0003127	Smp_162260.1	SMRG1_87300.1
OG0003128	Smp_150550.1	SMRG1_83040.1, SMRG1_83040.2, SMRG1_83040.3, SMRG1_83040.5, SMRG1_83040.4
OG0003129	Smp_169550.1, Smp_322150.1	SMRG1_2720.4, SMRG1_2720.2, SMRG1_2720.1, SMRG1_2720.3
OG0003130	Smp_035560.1	SMRG1_28070.1
OG0003131	Smp_348090.1	SMRG1_73020.1
OG0003132	Smp_171090.1	SMRG1_23930.1, SMRG1_23930.2, SMRG1_23930.3
OG0003133	Smp_167410.1	SMRG1_61560.1, SMRG1_61560.2, SMRG1_61560.3
OG0003134	Smp_156950.1	SMRG1_84310.1, SMRG1_84310.2, SMRG1_84310.3
OG0003135	Smp_127580.1	SMRG1_36400.1, SMRG1_36400.4, SMRG1_36400.2, SMRG1_36400.3
OG0003136	Smp_068250.1	SMRG1_9810.1, SMRG1_9810.2, SMRG1_9810.3, SMRG1_9810.4
OG0003137	Smp_152550.1	SMRG1_82290.1
OG0003138	Smp_334780.1	SMRG1_91620.1
OG0003139	Smp_147220.1	SMRG1_50100.1
OG0003140	Smp_012470.1	SMRG1_31110.1, SMRG1_31110.3, SMRG1_31110.2
OG0003141	Smp_075130.1	SMRG1_62170.1
OG0003142	Smp_266770.1	SMRG1_77130.1
OG0003143	Smp_213510.1, Smp_213510.2	SMRG1_76330.1, SMRG1_76330.2, SMRG1_76330.3
OG0003144	Smp_169380.1	SMRG1_39360.1
OG0003145	Smp_143830.1	SMRG1_19340.1, SMRG1_19340.2
OG0003146	Smp_027010.1	SMRG1_65450.1, SMRG1_65450.2, SMRG1_65450.3, SMRG1_65450.4, SMRG1_65450.5
OG0003147	Smp_159370.1	SMRG1_49940.1
OG0003148	Smp_341770.1	SMRG1_93880.1
OG0003149	Smp_021790.1	SMRG1_56720.1
OG0003150	Smp_152510.1	SMRG1_79270.1, SMRG1_79270.2, SMRG1_79270.3
OG0003151	Smp_342040.1	SMRG1_50650.1
OG0003152	Smp_144550.1	SMRG1_37310.1, SMRG1_37310.2
OG0003153	Smp_126920.1	SMRG1_74500.3, SMRG1_74500.4, SMRG1_74500.1, SMRG1_74500.2
OG0003154	Smp_332480.1, Smp_332480.2	SMRG1_35810.1
