Orthogroup	schistosoma_mansoni	schistosoma_turkestanicum
OG0002732	Smp_266960.1	STRK1_65040.2, STRK1_65040.1, STRK1_65040.3
OG0002733	Smp_176460.1	STRK1_25100.1, STRK1_104310.1
OG0002734	Smp_121990.2, Smp_121990.1	STRK1_37350.1, STRK1_37350.2
OG0002735	Smp_012480.1	STRK1_29030.1
OG0002736	Smp_176440.1	STRK1_25030.1, STRK1_25040.1
OG0002737	Smp_194430.1	STRK1_28440.1
OG0002739	Smp_244470.1	STRK1_8090.1
OG0002740	Smp_148020.1	STRK1_37940.1, STRK1_37940.2
OG0002741	Smp_244190.1	STRK1_13660.1
OG0002742	Smp_049760.1, Smp_049760.2	STRK1_69340.1
OG0002743	Smp_170560.1	STRK1_108960.1, STRK1_41720.1
OG0002744	Smp_246800.1, Smp_246800.2	STRK1_55930.1
OG0002745	Smp_345450.1	STRK1_89810.1
OG0002746	Smp_147590.1	STRK1_47930.1, STRK1_47920.1, STRK1_47920.2, STRK1_110580.1
OG0002747	Smp_073720.1	STRK1_24580.1
OG0002748	Smp_124850.1	STRK1_30460.1
OG0002749	Smp_011230.1	STRK1_45760.1, STRK1_45760.2
OG0002750	Smp_131100.1	STRK1_45090.1
OG0002751	Smp_049270.1	STRK1_38250.1, STRK1_38250.2
OG0002752	Smp_150660.1, Smp_150660.2	STRK1_68090.1
OG0002753	Smp_242740.1	STRK1_82840.1
OG0002754	Smp_133300.1	STRK1_2990.1
OG0002755	Smp_022320.1	STRK1_16370.1, STRK1_16370.2, STRK1_16370.3, STRK1_16370.4
OG0002756	Smp_151740.1	STRK1_55800.1
OG0002757	Smp_125820.1	STRK1_31880.1
OG0002758	Smp_180680.1	STRK1_15260.1
OG0002760	Smp_171680.1	STRK1_16610.1, STRK1_16610.2
OG0002761	Smp_146200.1	STRK1_5830.2, STRK1_5830.1, STRK1_5830.3
OG0002762	Smp_125080.1	STRK1_92860.1, STRK1_92860.2, STRK1_92860.3
OG0002763	Smp_151450.1	STRK1_76220.1, STRK1_76220.2
OG0002764	Smp_191210.1	STRK1_32090.1
OG0002765	Smp_001160.1	STRK1_67010.1, STRK1_102380.1, STRK1_98030.1
OG0002766	Smp_150160.1	STRK1_100550.1, STRK1_100550.2, STRK1_100550.3, STRK1_100550.4, STRK1_71820.1, STRK1_71820.2, STRK1_71820.3, STRK1_71820.4
OG0002767	Smp_046750.1	STRK1_49810.1, STRK1_49810.2
OG0002768	Smp_180480.1	STRK1_1430.1
OG0002769	Smp_150740.1	STRK1_26530.1
OG0002770	Smp_130460.1	STRK1_4280.1
OG0002771	Smp_025830.1	STRK1_34960.1
OG0002772	Smp_160540.1	STRK1_106470.1
OG0002773	Smp_054540.1	STRK1_14980.1
OG0002774	Smp_120350.1	STRK1_17340.1
OG0002775	Smp_150380.1	STRK1_27580.1
OG0002776	Smp_247870.1	STRK1_73800.1, STRK1_105340.1
OG0002777	Smp_153970.1	STRK1_76050.1, STRK1_76050.2
OG0002778	Smp_342140.1	STRK1_92700.1
OG0002780	Smp_131050.1	STRK1_45190.1, STRK1_45190.2
OG0002781	Smp_345860.1	STRK1_26190.1, STRK1_26190.2
OG0002782	Smp_334390.1	STRK1_77590.1, STRK1_77580.1, STRK1_77690.1
OG0002783	Smp_047410.1	STRK1_45990.1, STRK1_45990.2
OG0002784	Smp_336870.1, Smp_336870.2, Smp_336870.3	STRK1_110670.1, STRK1_110680.1, STRK1_104360.1, STRK1_26520.1
OG0002785	Smp_148870.1	STRK1_69200.1
OG0002786	Smp_157220.1	STRK1_11900.1, STRK1_11900.2, STRK1_11900.3
OG0002787	Smp_346060.1	STRK1_6990.1, STRK1_6990.2, STRK1_6990.3
OG0002788	Smp_244620.2, Smp_244620.1	STRK1_110390.1, STRK1_10060.1, STRK1_103700.1, STRK1_110400.1
OG0002789	Smp_161130.1	STRK1_3940.1
OG0002790	Smp_313490.1, Smp_313500.1	STRK1_72900.1
OG0002791	Smp_318680.1, Smp_348860.1, Smp_125960.1	STRK1_17470.1
OG0002792	Smp_180580.1	STRK1_53630.1
OG0002793	Smp_340800.1	STRK1_10740.1, STRK1_10740.2
OG0002794	Smp_010930.1	STRK1_92110.1
OG0002795	Smp_105330.1	STRK1_26270.1
OG0002796	Smp_157660.1	STRK1_7850.1, STRK1_7850.2, STRK1_7850.3, STRK1_7850.4
OG0002797	Smp_127450.1	STRK1_31200.1
OG0002798	Smp_066950.1	STRK1_75600.3, STRK1_75600.1, STRK1_75600.2
OG0002799	Smp_334580.1	STRK1_81300.1, STRK1_81280.1, STRK1_81270.1, STRK1_81290.1
OG0002800	Smp_336900.1	STRK1_76990.1, STRK1_76980.1
OG0002801	Smp_022570.1	STRK1_6630.1
OG0002802	Smp_052740.1	STRK1_85190.1, STRK1_85200.1
OG0002803	Smp_131870.1	STRK1_26000.1
OG0002804	Smp_196300.1	STRK1_106900.1, STRK1_104040.1, STRK1_41170.1, STRK1_41180.1, STRK1_41190.1, STRK1_41200.1
OG0002805	Smp_208020.1	STRK1_53940.1
OG0002806	Smp_050380.1, Smp_050380.2, Smp_329110.1, Smp_329110.2	STRK1_68770.1
OG0002807	Smp_061250.1, Smp_061250.2	STRK1_18760.1, STRK1_18770.1
OG0002808	Smp_347820.1	STRK1_65250.1
OG0002809	Smp_341690.1	STRK1_79660.1
OG0002810	Smp_031990.1	STRK1_35740.1
OG0002811	Smp_166070.1	STRK1_100480.1, STRK1_110950.1
OG0002812	Smp_317220.1, Smp_344740.1, Smp_317230.1, Smp_317250.1	STRK1_79280.1, STRK1_79290.1
OG0002813	Smp_242350.1	STRK1_106870.1, STRK1_74930.1
OG0002814	Smp_016090.1	STRK1_22190.1, STRK1_22190.2
OG0002815	Smp_308700.1, Smp_326220.1, Smp_326230.1, Smp_308680.1, Smp_308680.2	STRK1_63950.1
OG0002816	Smp_076030.1	STRK1_17680.1
OG0002817	Smp_144600.1	STRK1_33760.1
OG0002818	Smp_043100.1, Smp_043100.2	STRK1_72200.1
OG0002819	Smp_022130.1	STRK1_66570.3, STRK1_66570.1, STRK1_66570.2
OG0002820	Smp_334210.1	STRK1_74440.1
OG0002821	Smp_126170.1	STRK1_15990.1
OG0002822	Smp_091790.1	STRK1_9190.1
OG0002823	Smp_306080.1	STRK1_4680.1
OG0002824	Smp_038210.1	STRK1_1660.1, STRK1_1670.1
OG0002825	Smp_171170.1	STRK1_50500.1, STRK1_50500.2
OG0002826	Smp_172150.1	STRK1_38910.1
OG0002827	Smp_077030.1	STRK1_25510.1, STRK1_25510.2, STRK1_25510.3, STRK1_25510.4, STRK1_25510.5, STRK1_25510.6
OG0002828	Smp_035700.1	STRK1_24360.1
OG0002829	Smp_246920.1	STRK1_59940.1
OG0002830	Smp_016050.1	STRK1_22120.1
OG0002831	Smp_164500.1	STRK1_2910.1, STRK1_96310.1
OG0002832	Smp_152650.1	STRK1_78690.1, STRK1_102340.1
OG0002833	Smp_088660.1	STRK1_53090.1, STRK1_53090.2
OG0002834	Smp_171660.1	STRK1_16580.1, STRK1_16580.3, STRK1_16580.5, STRK1_16580.6, STRK1_16580.7, STRK1_16580.2, STRK1_16580.4
OG0002835	Smp_016810.1	STRK1_88790.1, STRK1_97640.1
OG0002836	Smp_003140.1, Smp_003140.2	STRK1_22570.1, STRK1_22570.2
OG0002837	Smp_198980.1	STRK1_2920.1
OG0002838	Smp_076520.1	STRK1_11420.1, STRK1_11420.2, STRK1_11420.3
OG0002839	Smp_347500.1	STRK1_69350.1
OG0002840	Smp_244170.1, Smp_244170.2	STRK1_87010.1, STRK1_87010.2
OG0002841	Smp_086270.1	STRK1_107070.1, STRK1_52090.1
OG0002842	Smp_172540.1	STRK1_69560.1
OG0002843	Smp_164890.1	STRK1_26600.1, STRK1_26600.2
OG0002844	Smp_000240.1	STRK1_60900.1, STRK1_60900.2
OG0002845	Smp_179620.1	STRK1_10190.1
OG0002846	Smp_039650.1	STRK1_17980.1, STRK1_17980.2
OG0002847	Smp_069600.1	STRK1_55940.1
OG0002848	Smp_126200.1	STRK1_60470.1, STRK1_60470.2, STRK1_60470.3
OG0002848	Smp_007540.1	STRK1_60480.1
OG0002849	Smp_153530.1	STRK1_11590.1, STRK1_11590.2, STRK1_11590.4, STRK1_11590.3
OG0002850	Smp_027040.2, Smp_027040.1	STRK1_61920.1, STRK1_61920.2, STRK1_61920.3
OG0002851	Smp_305690.1, Smp_340940.1	STRK1_86590.1
OG0002852	Smp_153460.1, Smp_153460.2	STRK1_11510.1
OG0002853	Smp_050700.1	STRK1_71680.1, STRK1_71680.2, STRK1_71680.3, STRK1_71680.4, STRK1_71680.5
OG0002854	Smp_104980.1	STRK1_35530.1, STRK1_35530.2
OG0002855	Smp_162380.1	STRK1_14030.1, STRK1_14030.3, STRK1_14030.5, STRK1_14030.4, STRK1_14030.2
OG0002856	Smp_082780.1	STRK1_94300.1, STRK1_94300.2, STRK1_47730.1, STRK1_47730.2, STRK1_47730.3
OG0002857	Smp_326170.1, Smp_013040.1	STRK1_64350.1, STRK1_64350.2
OG0002858	Smp_080980.1	STRK1_9400.1
OG0002859	Smp_347300.1	STRK1_59310.1, STRK1_59310.2
OG0002860	Smp_138680.1	STRK1_74550.1
OG0002861	Smp_165680.1	STRK1_88110.1, STRK1_97210.1
OG0002862	Smp_340430.1, Smp_340430.2	STRK1_62350.1
OG0002863	Smp_180370.1	STRK1_13810.1
OG0002863	Smp_180360.1	STRK1_13800.1
OG0002864	Smp_123390.1	STRK1_98110.2, STRK1_98110.1, STRK1_98110.3, STRK1_51710.3, STRK1_51710.6, STRK1_51710.4, STRK1_51710.8, STRK1_51710.1, STRK1_51710.7, STRK1_51710.2, STRK1_51710.5
OG0002865	Smp_305220.1	STRK1_10020.1
OG0002866	Smp_097460.1	STRK1_30540.1
OG0002867	Smp_342890.1	STRK1_16430.1
OG0002868	Smp_002180.1	STRK1_98750.1, STRK1_98750.2, STRK1_98860.1, STRK1_98850.1, STRK1_98850.2
OG0002869	Smp_038340.1	STRK1_1560.1
OG0002870	Smp_004780.1	STRK1_45480.1
OG0002871	Smp_163050.1	STRK1_43170.1, STRK1_43170.2
OG0002872	Smp_046890.1	STRK1_49630.1
OG0002873	Smp_127110.1, Smp_127110.2	STRK1_89190.1
OG0002874	Smp_302230.1	STRK1_37970.1
OG0002875	Smp_078610.1	STRK1_52490.1
OG0002876	Smp_149070.1	STRK1_68830.1
OG0002877	Smp_028980.1, Smp_028980.2	STRK1_59890.1, STRK1_59890.2
OG0002878	Smp_169820.1	STRK1_63650.1
OG0002879	Smp_266790.1	STRK1_4190.1
OG0002880	Smp_312360.1	STRK1_20420.1, STRK1_20420.2
OG0002881	Smp_124490.1	STRK1_57150.1, STRK1_57150.4, STRK1_57150.2, STRK1_57150.3
OG0002882	Smp_075420.1	STRK1_2520.1
OG0002882	Smp_075400.1	STRK1_2510.1
OG0002883	Smp_063540.1, Smp_063540.2	STRK1_52550.1, STRK1_52550.2
OG0002884	Smp_134790.1	STRK1_62160.1
OG0002885	Smp_021160.1	STRK1_44820.1, STRK1_44820.2
OG0002886	Smp_064030.1	STRK1_75750.1, STRK1_75750.2, STRK1_75750.3, STRK1_75750.4
OG0002889	Smp_333190.1	STRK1_79360.3, STRK1_79360.1, STRK1_79360.2
OG0002890	Smp_167360.1	STRK1_23910.1
OG0002892	Smp_303070.1, Smp_303760.1, Smp_303760.2	STRK1_110900.1, STRK1_105380.1, STRK1_105380.2, STRK1_72940.1, STRK1_105370.1, STRK1_72960.1, STRK1_72950.1
OG0002893	Smp_346260.1	STRK1_105480.1, STRK1_105480.2, STRK1_105480.3, STRK1_105480.4
OG0002894	Smp_346180.1	STRK1_79370.1, STRK1_79370.2, STRK1_104260.1, STRK1_104280.1, STRK1_104270.1
OG0002895	Smp_033380.1	STRK1_94770.1
OG0002895	Smp_121230.1	STRK1_93330.1
OG0002896	Smp_320230.1	STRK1_24270.1, STRK1_100340.1, STRK1_24270.2, STRK1_24270.3
OG0002897	Smp_124050.1, Smp_124050.2, Smp_124050.3	STRK1_23110.5, STRK1_23110.1, STRK1_23110.3, STRK1_23110.2, STRK1_23110.4
OG0002902	Smp_169360.1	STRK1_37720.1
OG0002903	Smp_158860.1, Smp_158860.2	STRK1_69620.1, STRK1_69620.2, STRK1_69620.3
OG0002904	Smp_178230.1	STRK1_20440.1
OG0002905	Smp_138300.1, Smp_138300.2	STRK1_104060.1, STRK1_106570.1
OG0002906	Smp_020130.1	STRK1_36850.1
OG0002907	Smp_180690.1, Smp_180690.2	STRK1_15240.1
OG0002908	Smp_179360.1	STRK1_66480.1, STRK1_103670.1, STRK1_103670.2
OG0002909	Smp_330260.1	STRK1_78640.1
OG0002910	Smp_096310.1	STRK1_2260.1
OG0002911	Smp_146800.1	STRK1_4740.1, STRK1_4740.2, STRK1_4740.4, STRK1_4740.3
OG0002912	Smp_333680.1	STRK1_61910.3, STRK1_61910.1, STRK1_61910.2
OG0002913	Smp_093740.1	STRK1_9510.1
OG0002914	Smp_341510.1	STRK1_14620.1, STRK1_14620.2, STRK1_14620.3, STRK1_14620.4
OG0002915	Smp_087220.1	STRK1_99900.1, STRK1_74580.1, STRK1_74580.2
OG0002916	Smp_180040.1	STRK1_13750.1
OG0002917	Smp_241990.1	STRK1_21270.1, STRK1_21270.2, STRK1_21270.3
OG0002918	Smp_056760.1	STRK1_78630.1, STRK1_97130.1
OG0002919	Smp_315770.1	STRK1_83730.1, STRK1_96320.1
OG0002920	Smp_152110.1	STRK1_40970.1
OG0002921	Smp_134480.1	STRK1_93420.1, STRK1_93420.2
OG0002922	Smp_174580.1	STRK1_72880.1
OG0002923	Smp_132250.1	STRK1_60070.1, STRK1_60060.1, STRK1_60080.1, STRK1_55370.1, STRK1_95100.1
OG0002924	Smp_132050.1	STRK1_5520.1, STRK1_5520.2
OG0002925	Smp_136070.1	STRK1_7880.1, STRK1_7880.2
OG0002926	Smp_213850.1, Smp_213850.2	STRK1_27800.1
OG0002927	Smp_154000.1	STRK1_9080.1
OG0002928	Smp_145250.1	STRK1_70850.1
OG0002929	Smp_150320.1	STRK1_21070.1, STRK1_21070.2, STRK1_21060.1, STRK1_98440.1
OG0002930	Smp_067250.1	STRK1_38690.1
OG0002931	Smp_245450.1	STRK1_1650.1
OG0002932	Smp_320500.1	STRK1_42420.1
OG0002932	Smp_017430.1	STRK1_42400.1, STRK1_88480.1
OG0002933	Smp_187800.1	STRK1_38470.1, STRK1_38480.1
OG0002934	Smp_127660.1, Smp_127660.2	STRK1_94920.4, STRK1_94920.7, STRK1_94920.1, STRK1_94920.3, STRK1_94920.6, STRK1_94920.2, STRK1_94920.5
OG0002935	Smp_345510.1	STRK1_96520.1
OG0002936	Smp_021100.1	STRK1_44750.1
OG0002937	Smp_054770.1, Smp_054775.1	STRK1_28560.1
OG0002938	Smp_313830.1	STRK1_77370.1
OG0002939	Smp_064800.1	STRK1_8450.1, STRK1_8450.2
OG0002940	Smp_310550.1	STRK1_51230.1
OG0002941	Smp_137690.1	STRK1_96620.1, STRK1_96610.1
OG0002941	Smp_028800.1	STRK1_48460.1
OG0002942	Smp_108610.1	STRK1_73250.1
OG0002942	Smp_177780.1	STRK1_73260.1
OG0002943	Smp_130900.1	STRK1_73230.1
OG0002944	Smp_167800.1	STRK1_13670.1
OG0002945	Smp_343760.1, Smp_343760.2	STRK1_74890.1
OG0002946	Smp_014080.1	STRK1_2080.1, STRK1_2080.2
OG0002947	Smp_141540.1	STRK1_88560.1, STRK1_108130.1
OG0002948	Smp_137840.1, Smp_137840.2	STRK1_61340.1
OG0002949	Smp_150360.1	STRK1_27550.1
OG0002950	Smp_242680.1	STRK1_67980.1
OG0002951	Smp_092780.1	STRK1_33170.1, STRK1_33170.2, STRK1_33170.3, STRK1_33170.4, STRK1_33170.5, STRK1_33170.6, STRK1_33170.7, STRK1_33170.8
OG0002952	Smp_213340.1	STRK1_48480.1, STRK1_48480.2, STRK1_48480.3
OG0002953	Smp_137530.1	STRK1_16820.1
OG0002954	Smp_166820.1	STRK1_58090.1
OG0002955	Smp_009150.1	STRK1_72720.2, STRK1_72720.1, STRK1_75050.1, STRK1_75050.2
OG0002956	Smp_343720.1	STRK1_90840.1
OG0002957	Smp_150640.1	STRK1_68110.1
OG0002958	Smp_333590.1	STRK1_64630.1, STRK1_64630.2
OG0002959	Smp_002160.1	STRK1_84900.1
OG0002960	Smp_089880.1	STRK1_97600.1
OG0002961	Smp_342070.1	STRK1_3860.1
OG0002962	Smp_029850.1	STRK1_62900.1
OG0002963	Smp_163320.1	STRK1_11330.1
OG0002964	Smp_124100.1	STRK1_23030.1
OG0002965	Smp_198290.1	STRK1_89560.1, STRK1_89580.1
OG0002966	Smp_168890.1	STRK1_99300.1, STRK1_40040.1, STRK1_107300.1
OG0002967	Smp_335830.1	STRK1_60370.1
OG0002968	Smp_335760.1, Smp_335760.2, Smp_179740.1	STRK1_1870.1, STRK1_1870.2
OG0002969	Smp_048980.1	STRK1_47080.1, STRK1_97540.1
OG0002970	Smp_241960.1	STRK1_9330.1, STRK1_9340.1
OG0002971	Smp_243720.1	STRK1_64450.1
OG0002972	Smp_346320.1	STRK1_65580.1
OG0002973	Smp_333810.1	STRK1_50770.1
OG0002974	Smp_342250.1, Smp_342250.2	STRK1_27850.1, STRK1_27860.1
OG0002975	Smp_141650.1	STRK1_32790.1
OG0002976	Smp_052390.1	STRK1_63970.1
OG0002977	Smp_203480.1	STRK1_12960.1
OG0002979	Smp_333370.1	STRK1_20060.1, STRK1_20060.2
OG0002980	Smp_342750.1	STRK1_36610.1, STRK1_100270.1
OG0002981	Smp_334230.1	STRK1_72010.1
OG0002982	Smp_096900.1	STRK1_51610.1
OG0002983	Smp_124350.2, Smp_124350.1, Smp_124350.3	STRK1_23550.1
OG0002984	Smp_210890.1	STRK1_8100.1, STRK1_8100.2
OG0002985	Smp_245420.1	STRK1_1480.1
OG0002986	Smp_347630.1	STRK1_9420.1
OG0002988	Smp_207020.1	STRK1_92260.1
OG0002989	Smp_147230.1	STRK1_101630.1, STRK1_49780.1
OG0002990	Smp_158970.1	STRK1_78770.1, STRK1_97170.1, STRK1_78800.1
OG0002991	Smp_034120.1	STRK1_31770.1
OG0002992	Smp_153840.1	STRK1_75860.1, STRK1_75870.1
OG0002993	Smp_334570.1	STRK1_41930.1, STRK1_41920.1, STRK1_81170.1, STRK1_81160.1
OG0002994	Smp_151140.1	STRK1_1890.1
OG0002995	Smp_149460.1	STRK1_99310.1, STRK1_87490.1
OG0002996	Smp_045930.1	STRK1_4780.1, STRK1_4780.2, STRK1_4780.3, STRK1_4780.4
OG0002997	Smp_083020.1	STRK1_35350.1
OG0002998	Smp_044060.1	STRK1_42810.1
OG0002999	Smp_029160.1	STRK1_61470.1
OG0003000	Smp_069380.1	STRK1_25740.1
OG0003001	Smp_159750.1	STRK1_25820.1, STRK1_25830.1
OG0003002	Smp_066200.1	STRK1_5430.1, STRK1_5430.2, STRK1_5430.3, STRK1_5430.4
OG0003003	Smp_010940.1	STRK1_92120.1
OG0003004	Smp_042770.1	STRK1_107670.1, STRK1_71930.1
OG0003005	Smp_044800.1	STRK1_46090.1, STRK1_46090.2, STRK1_46090.3
OG0003006	Smp_133450.1	STRK1_82100.1
OG0003007	Smp_018790.1	STRK1_60400.1
OG0003008	Smp_140560.1	STRK1_31730.1, STRK1_31730.4, STRK1_31730.5, STRK1_31730.2, STRK1_31730.3
OG0003009	Smp_146140.1	STRK1_6130.1
OG0003010	Smp_008610.1	STRK1_68700.1
OG0003011	Smp_160830.1	STRK1_29670.1
OG0003012	Smp_075110.1	STRK1_60770.1
OG0003013	Smp_130840.1	STRK1_72380.1
OG0003014	Smp_343600.1	STRK1_81370.1
OG0003015	Smp_161560.1	STRK1_40560.1, STRK1_40560.2, STRK1_40560.3
OG0003016	Smp_043350.1	STRK1_73360.1
OG0003017	Smp_066620.1	STRK1_48570.1
OG0003018	Smp_144740.1	STRK1_91050.1
OG0003019	Smp_135510.1	STRK1_73750.2, STRK1_73750.1, STRK1_73750.3
OG0003020	Smp_133250.1	STRK1_27450.1
OG0003021	Smp_267320.1	STRK1_81350.1, STRK1_108350.1, STRK1_98370.1, STRK1_81120.1
OG0003022	Smp_342020.1	STRK1_23340.1
OG0003023	Smp_143390.1	STRK1_81450.1, STRK1_81450.2, STRK1_81460.1, STRK1_81480.1, STRK1_81480.2
OG0003024	Smp_042210.1	STRK1_74940.1
OG0003025	Smp_196230.1	STRK1_97040.1
OG0003026	Smp_126080.1	STRK1_34440.1, STRK1_34440.2, STRK1_34440.3, STRK1_34440.4, STRK1_34440.5
OG0003027	Smp_314290.1	STRK1_17650.1, STRK1_17650.2
OG0003028	Smp_333050.1	STRK1_9460.1, STRK1_9460.2, STRK1_9460.3, STRK1_9460.4, STRK1_9460.5
OG0003029	Smp_026190.1	STRK1_79460.1, STRK1_79460.2
OG0003030	Smp_163110.1	STRK1_17670.1
OG0003031	Smp_040720.1	STRK1_111380.1, STRK1_111380.2, STRK1_111380.3
OG0003032	Smp_346670.1	STRK1_57380.1
OG0003033	Smp_133700.1	STRK1_44900.1
OG0003034	Smp_345690.1	STRK1_80200.1
OG0003036	Smp_129250.1	STRK1_81520.1
OG0003037	Smp_050540.1	STRK1_110350.1, STRK1_109190.1, STRK1_110360.1, STRK1_97560.2, STRK1_97560.3, STRK1_97560.1, STRK1_105730.1
OG0003038	Smp_129990.1	STRK1_46550.1, STRK1_46550.2
OG0003039	Smp_131620.1	STRK1_99980.1, STRK1_43770.1, STRK1_43770.2, STRK1_43730.1, STRK1_43760.1, STRK1_43760.2, STRK1_99970.1, STRK1_43750.1, STRK1_43980.3, STRK1_43980.1, STRK1_43980.2
OG0003040	Smp_024500.1	STRK1_29980.1
OG0003041	Smp_152740.1	STRK1_34170.1
OG0003042	Smp_196040.1	STRK1_38960.1
OG0003043	Smp_146080.1	STRK1_45940.1
OG0003044	Smp_093820.1	STRK1_13160.1
OG0003045	Smp_082710.1	STRK1_51930.1
OG0003046	Smp_345700.1	STRK1_51920.1
OG0003047	Smp_025150.1, Smp_025150.2	STRK1_8260.1
OG0003048	Smp_303430.1, Smp_327500.1, Smp_331990.1, Smp_327400.1	STRK1_43490.1
OG0003049	Smp_327530.1, Smp_122820.1	STRK1_43500.1
OG0003050	Smp_329650.1	STRK1_106350.1, STRK1_73110.1
OG0003051	Smp_098840.1	STRK1_24060.1
OG0003052	Smp_213400.1	STRK1_61980.1, STRK1_61980.2, STRK1_61980.3
OG0003053	Smp_333150.1	STRK1_26230.1
OG0003054	Smp_128360.1	STRK1_12140.1, STRK1_12140.2, STRK1_12140.3
OG0003055	Smp_170950.1	STRK1_54260.1, STRK1_54240.1, STRK1_54240.4, STRK1_54240.2, STRK1_54240.3, STRK1_99700.1
OG0003056	Smp_128660.1	STRK1_12260.1, STRK1_12260.2
OG0003057	Smp_136360.1	STRK1_64140.1, STRK1_64140.3, STRK1_64140.2
OG0003058	Smp_009250.1	STRK1_89300.2, STRK1_89300.1, STRK1_89300.3
OG0003059	Smp_132740.1	STRK1_30790.1
OG0003060	Smp_146580.1	STRK1_46370.1, STRK1_46360.1, STRK1_46380.1
OG0003062	Smp_345940.1	STRK1_97770.1, STRK1_86720.1
OG0003063	Smp_340720.1	STRK1_13420.1
OG0003064	Smp_304890.1, Smp_304890.2	STRK1_13140.1
OG0003065	Smp_166090.1	STRK1_20620.1
OG0003066	Smp_140080.1	STRK1_90430.1
OG0003067	Smp_003940.1	STRK1_23400.1, STRK1_23400.2, STRK1_23400.3
OG0003068	Smp_334300.1	STRK1_103500.1, STRK1_71050.1, STRK1_103490.1
OG0003069	Smp_197180.1	STRK1_68460.1
OG0003070	Smp_005080.1	STRK1_30480.1
OG0003071	Smp_132200.1	STRK1_60000.1
OG0003072	Smp_149220.1	STRK1_108070.1
OG0003073	Smp_333570.1	STRK1_58860.1
OG0003074	Smp_340610.1	STRK1_102980.1
OG0003075	Smp_072890.1	STRK1_56510.1
OG0003076	Smp_315360.1	STRK1_56470.1, STRK1_98720.1
OG0003077	Smp_340470.1	STRK1_108270.5, STRK1_108270.6, STRK1_108290.3, STRK1_108270.1, STRK1_108270.2, STRK1_108270.3, STRK1_108270.4, STRK1_108290.1, STRK1_108290.2, STRK1_108290.4
OG0003078	Smp_060910.1	STRK1_99930.1
OG0003079	Smp_170940.1	STRK1_54220.1
OG0003080	Smp_165430.1	STRK1_10280.1
OG0003081	Smp_058650.1	STRK1_4960.1
OG0003083	Smp_137000.1	STRK1_77180.1, STRK1_77180.2
OG0003084	Smp_344290.1	STRK1_70630.3, STRK1_70630.1, STRK1_70630.2, STRK1_70630.4
OG0003085	Smp_165080.1	STRK1_28720.1, STRK1_28720.2, STRK1_28720.3
OG0003086	Smp_079800.1	STRK1_108760.1, STRK1_59010.1, STRK1_99570.1
OG0003087	Smp_139410.1	STRK1_92500.1
OG0003088	Smp_155000.1	STRK1_18860.1, STRK1_18860.2, STRK1_83150.1
OG0003089	Smp_129820.1	STRK1_2170.1
OG0003090	Smp_342200.1	STRK1_31840.1
OG0003091	Smp_214210.1	STRK1_92200.1, STRK1_92210.1, STRK1_92220.1
OG0003092	Smp_330510.1, Smp_330530.1	STRK1_94210.1
OG0003093	Smp_127990.1, Smp_127990.2	STRK1_87130.1
OG0003094	Smp_347900.1, Smp_331590.1	STRK1_86150.1, STRK1_86150.2, STRK1_86150.3
OG0003096	Smp_150860.1	STRK1_73440.1
OG0003097	Smp_168200.1	STRK1_59160.1
OG0003098	Smp_151220.1	STRK1_3030.1, STRK1_3030.2
OG0003098	Smp_323730.1	STRK1_3060.1
OG0003099	Smp_344240.1	STRK1_40830.1, STRK1_40830.2
OG0003107	Smp_093430.1, Smp_093430.2	STRK1_54050.1
OG0003108	Smp_166040.1	STRK1_26420.1
OG0003109	Smp_135210.1	STRK1_4490.1
OG0003110	Smp_267270.1	STRK1_11110.1
OG0003111	Smp_092280.1	STRK1_105540.1, STRK1_105540.2, STRK1_105540.3
OG0003114	Smp_340060.1	STRK1_84910.1, STRK1_99750.1
OG0003115	Smp_126970.1	STRK1_75100.1
OG0003116	Smp_147120.1	STRK1_87870.1
OG0003117	Smp_162770.1, Smp_162770.2	STRK1_2290.1
OG0003118	Smp_345780.2	STRK1_100150.1
OG0003119	Smp_173640.1	STRK1_34310.1
OG0003120	Smp_036060.1	STRK1_68610.1
OG0003121	Smp_157000.1	STRK1_1010.1, STRK1_1020.1
OG0003122	Smp_148120.1	STRK1_80830.1
OG0003123	Smp_333340.1, Smp_333340.2	STRK1_94200.1
OG0003124	Smp_068530.1	STRK1_88360.1, STRK1_88360.2, STRK1_88360.3, STRK1_88360.4
OG0003125	Smp_064050.1	STRK1_75740.1
OG0003126	Smp_124760.1	STRK1_3890.1, STRK1_3890.2
OG0003127	Smp_162260.1	STRK1_83470.1, STRK1_96020.1
OG0003128	Smp_150550.1	STRK1_80120.1
OG0003129	Smp_169550.1, Smp_322150.1	STRK1_17210.1
OG0003130	Smp_035560.1	STRK1_23690.1
OG0003131	Smp_348090.1	STRK1_70160.1
OG0003132	Smp_171090.1	STRK1_24540.1
OG0003133	Smp_167410.1	STRK1_57070.1
OG0003134	Smp_156950.1	STRK1_94160.1
OG0003135	Smp_127580.1	STRK1_31160.1
OG0003136	Smp_068250.1	STRK1_9550.1, STRK1_9550.2, STRK1_9550.3
OG0003137	Smp_152550.1	STRK1_79990.1
OG0003138	Smp_334780.1	STRK1_85960.1
OG0003139	Smp_147220.1	STRK1_49770.1
OG0003140	Smp_012470.1	STRK1_29020.2, STRK1_29020.1
OG0003141	Smp_075130.1	STRK1_60790.1, STRK1_60790.2, STRK1_60790.3
OG0003142	Smp_266770.1	STRK1_71250.1
