Orthogroup	schistosoma_mansoni	schistosoma_rodhaini
OG0002656	Smp_096360.1	SRDH2_21110.1, SRDH2_21110.2
OG0002657	Smp_323770.1	SRDH2_16540.1, SRDH2_16540.2
OG0002658	Smp_140920.1	SRDH2_29870.1, SRDH2_29870.3, SRDH2_29870.4, SRDH2_29870.5, SRDH2_29870.6, SRDH2_29870.2
OG0002659	Smp_166800.1	SRDH2_61610.4, SRDH2_61610.2, SRDH2_61610.3, SRDH2_61610.1
OG0002660	Smp_332850.1	SRDH2_2670.1, SRDH2_2680.1
OG0002661	Smp_087560.1, Smp_087560.2	SRDH2_65380.1
OG0002662	Smp_327560.1	SRDH2_85900.1
OG0002663	Smp_343620.1	SRDH2_86700.1
OG0002664	Smp_126490.1	SRDH2_99550.1
OG0002665	Smp_158230.1	SRDH2_51020.1
OG0002666	Smp_126680.1	SRDH2_38110.3, SRDH2_38110.2, SRDH2_38110.1
OG0002667	Smp_097700.1	SRDH2_28010.1, SRDH2_28010.2, SRDH2_28010.3, SRDH2_28010.4, SRDH2_28010.5
OG0002668	Smp_000870.1	SRDH2_70760.1
OG0002669	Smp_334740.1, Smp_334740.2, Smp_243060.1	SRDH2_91780.1
OG0002670	Smp_034850.1	SRDH2_29090.1, SRDH2_29090.2
OG0002671	Smp_212340.1	SRDH2_96990.1, SRDH2_96990.2
OG0002672	Smp_008900.1	SRDH2_75750.1, SRDH2_75750.2
OG0002673	Smp_207050.1	SRDH2_75840.1
OG0002674	Smp_167310.1	SRDH2_28180.1, SRDH2_28180.2
OG0002675	Smp_091850.1	SRDH2_10160.4, SRDH2_10160.2, SRDH2_10160.3
OG0002676	Smp_017420.1	SRDH2_70550.1
OG0002677	Smp_181450.1	SRDH2_64060.1, SRDH2_64060.2
OG0002678	Smp_019630.1	SRDH2_7720.1
OG0002679	Smp_151030.1	SRDH2_82650.1, SRDH2_82650.2
OG0002679	Smp_151030.2	SRDH2_82650.3
OG0002680	Smp_000470.1	SRDH2_68860.1, SRDH2_68860.2
OG0002681	Smp_163600.3, Smp_163600.1, Smp_163600.2	SRDH2_27780.1, SRDH2_27780.2, SRDH2_27780.3, SRDH2_27780.4
OG0002682	Smp_017070.1	SRDH2_22810.1
OG0002683	Smp_119980.1	SRDH2_97770.1, SRDH2_101340.1
OG0002684	Smp_344310.1	SRDH2_21850.1
OG0002685	Smp_054360.1	SRDH2_16420.1
OG0002685	Smp_054410.1	SRDH2_16430.1
OG0002686	Smp_341960.1	SRDH2_54800.1
OG0002687	Smp_133020.1	SRDH2_29640.1, SRDH2_29640.2
OG0002688	Smp_345320.1, Smp_345320.2	SRDH2_26250.1, SRDH2_26260.1
OG0002689	Smp_073510.2	SRDH2_26300.2
OG0002689	Smp_073510.1	SRDH2_26300.1
OG0002690	Smp_091470.1	SRDH2_41110.1, SRDH2_41110.4, SRDH2_41110.5, SRDH2_41110.8, SRDH2_41110.6, SRDH2_41110.2, SRDH2_41110.3, SRDH2_41110.7
OG0002691	Smp_347400.1	SRDH2_85850.1, SRDH2_85850.3, SRDH2_85850.4, SRDH2_85850.2
OG0002692	Smp_001940.1	SRDH2_15250.1, SRDH2_15250.3, SRDH2_15250.4, SRDH2_15250.2
OG0002693	Smp_132990.1	SRDH2_48980.1
OG0002693	Smp_179000.1	SRDH2_48980.2
OG0002694	Smp_318120.2, Smp_318120.1	SRDH2_96700.1
OG0002695	Smp_164860.1	SRDH2_3080.1
OG0002695	Smp_212890.1, Smp_212890.2	SRDH2_3070.1
OG0002696	Smp_091990.1	SRDH2_35890.1
OG0002696	Smp_091990.1	SRDH2_35890.2
OG0002696	Smp_091990.1	SRDH2_35890.3
OG0002697	Smp_244690.1	SRDH2_11190.1, SRDH2_11190.3, SRDH2_11190.4, SRDH2_11190.2
OG0002698	Smp_153160.1	SRDH2_2510.1, SRDH2_2510.2
OG0002699	Smp_104710.1	SRDH2_5410.1, SRDH2_5410.2, SRDH2_5410.3, SRDH2_5410.5, SRDH2_5410.4
OG0002700	Smp_081380.1	SRDH2_99840.1, SRDH2_99840.2, SRDH2_99840.3
OG0002701	Smp_137700.1	SRDH2_56050.1
OG0002701	Smp_028870.1	SRDH2_55990.1
OG0002702	Smp_335140.1	SRDH2_14650.1
OG0002702	Smp_135970.1	SRDH2_14640.1
OG0002703	Smp_034420.1	SRDH2_55930.2, SRDH2_55930.4, SRDH2_55930.3, SRDH2_55930.1
OG0002704	Smp_164060.1	SRDH2_95370.1
OG0002704	Smp_171000.1	SRDH2_57910.1
OG0002705	Smp_312140.1, Smp_332410.1	SRDH2_58280.1
OG0002705	Smp_088720.1	SRDH2_58300.1, SRDH2_58300.2
OG0002708	Smp_073300.1	SRDH2_31640.1, SRDH2_31640.2
OG0002709	Smp_165550.1	SRDH2_8260.2, SRDH2_8260.1
OG0002710	Smp_056390.1	SRDH2_1220.1
OG0002711	Smp_334770.1	SRDH2_92170.3, SRDH2_92170.2, SRDH2_92170.1, SRDH2_92170.4
OG0002712	Smp_194820.1, Smp_194820.2	SRDH2_16390.1, SRDH2_16390.2
OG0002713	Smp_128120.1	SRDH2_48540.1
OG0002714	Smp_169630.1	SRDH2_79400.1, SRDH2_79400.2, SRDH2_79400.3, SRDH2_79400.4, SRDH2_79400.5
OG0002715	Smp_246890.1	SRDH2_62180.1
OG0002716	Smp_000200.1	SRDH2_68520.6, SRDH2_68520.4, SRDH2_68520.5, SRDH2_68520.2, SRDH2_68520.3, SRDH2_68520.1
OG0002717	Smp_063110.1	SRDH2_93410.2, SRDH2_93410.5, SRDH2_93410.3, SRDH2_93410.4, SRDH2_93410.1
OG0002718	Smp_316460.1	SRDH2_69580.3, SRDH2_69580.1, SRDH2_69580.2, SRDH2_69580.4
OG0002719	Smp_342800.1	SRDH2_5780.1
OG0002720	Smp_166500.1	SRDH2_5250.1
OG0002720	Smp_166500.1	SRDH2_5250.2
OG0002720	Smp_166500.2	SRDH2_5250.3, SRDH2_5250.4
OG0002721	Smp_022960.1	SRDH2_98430.1, SRDH2_98430.2, SRDH2_98430.3
OG0002722	Smp_173140.1	SRDH2_22460.1
OG0002723	Smp_152430.1	SRDH2_83260.1
OG0002724	Smp_026160.1	SRDH2_84130.1
OG0002725	Smp_245320.1	SRDH2_4430.1, SRDH2_4430.4, SRDH2_4430.5, SRDH2_4430.6, SRDH2_4430.3, SRDH2_4430.2
OG0002726	Smp_128950.1	SRDH2_31250.1, SRDH2_31250.2, SRDH2_31250.4, SRDH2_31250.5, SRDH2_31250.6, SRDH2_31250.7, SRDH2_31250.8, SRDH2_31250.3
OG0002727	Smp_126990.1	SRDH2_75600.1, SRDH2_75600.2
OG0002728	Smp_342370.1	SRDH2_8760.1
OG0002729	Smp_244300.1	SRDH2_16670.1
OG0002730	Smp_345030.1	SRDH2_83100.1, SRDH2_83100.2
OG0002731	Smp_159350.1	SRDH2_47110.1
OG0002732	Smp_266960.1	SRDH2_68930.2, SRDH2_68930.3, SRDH2_68930.1, SRDH2_68930.5, SRDH2_68930.6, SRDH2_68930.4
OG0002733	Smp_176460.1	SRDH2_24800.1
OG0002734	Smp_121990.2, Smp_121990.1	SRDH2_42610.1
OG0002735	Smp_012480.1	SRDH2_31360.11, SRDH2_31360.2, SRDH2_31360.10, SRDH2_31360.9, SRDH2_31360.6, SRDH2_31360.4, SRDH2_31360.1, SRDH2_31360.3, SRDH2_31360.5, SRDH2_31360.7, SRDH2_31360.8
OG0002736	Smp_176440.1	SRDH2_24770.1
OG0002737	Smp_194430.1	SRDH2_34240.1
OG0002738	Smp_077790.1	SRDH2_95510.1
OG0002738	Smp_036220.1	SRDH2_32080.1
OG0002739	Smp_244470.1	SRDH2_14730.1
OG0002740	Smp_148020.1	SRDH2_39750.1, SRDH2_39750.2
OG0002741	Smp_244190.1	SRDH2_17950.1, SRDH2_17950.2, SRDH2_17950.3, SRDH2_17950.4, SRDH2_17950.5
OG0002742	Smp_049760.2	SRDH2_74240.2, SRDH2_74240.1, SRDH2_74240.6, SRDH2_74240.3, SRDH2_74240.4, SRDH2_74240.5
OG0002743	Smp_170560.1	SRDH2_42200.4, SRDH2_42200.5, SRDH2_42200.3, SRDH2_42200.1, SRDH2_42200.2
OG0002744	Smp_246800.1, Smp_246800.2	SRDH2_59180.3, SRDH2_59180.1, SRDH2_59180.2
OG0002745	Smp_345450.1	SRDH2_95330.1
OG0002746	Smp_147590.1	SRDH2_55190.1, SRDH2_55190.2, SRDH2_55190.3
OG0002747	Smp_073720.1	SRDH2_26160.1
OG0002748	Smp_124850.1	SRDH2_32820.1
OG0002749	Smp_011230.1	SRDH2_48480.2, SRDH2_48480.1
OG0002750	Smp_131100.1	SRDH2_47870.1, SRDH2_47870.2, SRDH2_47870.3
OG0002751	Smp_049270.1	SRDH2_40050.1, SRDH2_40050.2, SRDH2_40050.3
OG0002752	Smp_150660.1, Smp_150660.2	SRDH2_72170.1
OG0002753	Smp_242740.1	SRDH2_88320.1
OG0002754	Smp_133300.1	SRDH2_16210.1
OG0002755	Smp_022320.1	SRDH2_3940.1
OG0002755	Smp_022320.1	SRDH2_3940.2
OG0002756	Smp_151740.1	SRDH2_59730.1, SRDH2_59730.2, SRDH2_59730.3, SRDH2_59730.4
OG0002757	Smp_125820.1	SRDH2_36700.1
OG0002758	Smp_180680.1	SRDH2_5470.5, SRDH2_5470.1, SRDH2_5470.2, SRDH2_5470.3, SRDH2_5470.4
OG0002759	Smp_035460.1	SRDH2_28570.2, SRDH2_28570.1, SRDH2_28570.3, SRDH2_28570.4
OG0002760	Smp_171680.1	SRDH2_3640.1, SRDH2_3630.1, SRDH2_3630.2
OG0002761	Smp_146200.1	SRDH2_6710.1
OG0002762	Smp_125080.1	SRDH2_99090.1
OG0002763	Smp_151450.1	SRDH2_80510.1
OG0002764	Smp_191210.1	SRDH2_36910.1
OG0002765	Smp_001160.1	SRDH2_71050.1
OG0002766	Smp_150160.1	SRDH2_72640.1
OG0002767	Smp_046750.1	SRDH2_50210.1
OG0002768	Smp_180480.1	SRDH2_2280.1
OG0002769	Smp_150740.1	SRDH2_26610.1
OG0002770	Smp_130460.1	SRDH2_18490.1, SRDH2_18490.2, SRDH2_18490.3, SRDH2_18490.4, SRDH2_18490.5
OG0002771	Smp_025830.1	SRDH2_35670.1
OG0002772	Smp_160540.1	SRDH2_82900.3, SRDH2_82900.1, SRDH2_82900.4, SRDH2_82900.2
OG0002773	Smp_054540.1	SRDH2_16560.1
OG0002773	Smp_054540.1	SRDH2_16560.2
OG0002774	Smp_120350.1	SRDH2_2800.1, SRDH2_2800.2
OG0002775	Smp_150380.1	SRDH2_36020.1
OG0002775	Smp_150380.1	SRDH2_36020.2
OG0002776	Smp_247870.1	SRDH2_76480.1
OG0002777	Smp_153970.1	SRDH2_77950.2, SRDH2_77950.1, SRDH2_77950.3, SRDH2_77950.4
OG0002778	Smp_342140.1	SRDH2_98960.7, SRDH2_98960.8, SRDH2_98960.9, SRDH2_98960.1, SRDH2_98960.5, SRDH2_98960.2, SRDH2_98960.4, SRDH2_98960.3, SRDH2_98960.6
OG0002779	Smp_007290.1	SRDH2_35280.1
OG0002780	Smp_131050.1	SRDH2_47980.2, SRDH2_47980.4, SRDH2_47980.1, SRDH2_47980.3
OG0002781	Smp_345860.1	SRDH2_26990.1, SRDH2_26990.3, SRDH2_26990.2
OG0002782	Smp_334390.1	SRDH2_80860.1
OG0002783	Smp_047410.1	SRDH2_55130.4, SRDH2_55130.3, SRDH2_55130.2, SRDH2_55130.1, SRDH2_55130.5
OG0002784	Smp_336870.1, Smp_336870.2, Smp_336870.3	SRDH2_26620.1
OG0002785	Smp_148870.1	SRDH2_74430.1
OG0002786	Smp_157220.1	SRDH2_15220.1
OG0002787	Smp_346060.1	SRDH2_7290.1, SRDH2_7300.3, SRDH2_7300.2, SRDH2_7300.1
OG0002788	Smp_244620.2, Smp_244620.1	SRDH2_11020.1
OG0002789	Smp_161130.1	SRDH2_19260.1
OG0002790	Smp_313490.1, Smp_313500.1	SRDH2_78350.1, SRDH2_78360.1
OG0002791	Smp_318680.1, Smp_348860.1	SRDH2_102450.2, SRDH2_102450.4, SRDH2_102450.1, SRDH2_102450.3
OG0002791	Smp_125960.1	SRDH2_2740.1
OG0002792	Smp_180580.1	SRDH2_57450.1, SRDH2_57450.3, SRDH2_57450.2
OG0002794	Smp_010930.1	SRDH2_97070.1
OG0002795	Smp_105330.1	SRDH2_26910.3
OG0002796	Smp_157660.1	SRDH2_14460.1, SRDH2_14460.4, SRDH2_14460.2, SRDH2_14460.3, SRDH2_14460.5, SRDH2_14460.6
OG0002797	Smp_127450.1	SRDH2_34010.1
OG0002798	Smp_066950.1	SRDH2_76100.1
OG0002799	Smp_334580.1	SRDH2_86660.1
OG0002800	Smp_336900.1	SRDH2_81570.1, SRDH2_81570.6, SRDH2_81570.3, SRDH2_81570.5, SRDH2_81570.2, SRDH2_81570.4
OG0002801	Smp_022570.1	SRDH2_4980.1
OG0002801	Smp_022570.1	SRDH2_4980.2
OG0002801	Smp_022570.1	SRDH2_4980.3
OG0002802	Smp_052740.1	SRDH2_91910.2, SRDH2_91910.3, SRDH2_91910.1
OG0002803	Smp_131870.1	SRDH2_27160.1
OG0002804	Smp_196300.1	SRDH2_39420.4, SRDH2_39420.1, SRDH2_39420.3, SRDH2_39420.2, SRDH2_39420.5
OG0002805	Smp_208020.1	SRDH2_57130.7, SRDH2_57130.1, SRDH2_57130.2, SRDH2_57130.4, SRDH2_57130.5, SRDH2_57130.6, SRDH2_57130.8, SRDH2_57130.3
OG0002806	Smp_050380.1, Smp_050380.2, Smp_329110.1, Smp_329110.2	SRDH2_74830.1
OG0002807	Smp_061250.1	SRDH2_20940.1
OG0002807	Smp_061250.2	SRDH2_20940.1
OG0002808	Smp_347820.1	SRDH2_63650.3, SRDH2_63650.1, SRDH2_63650.2
OG0002809	Smp_341690.1	SRDH2_83920.1
OG0002810	Smp_031990.1	SRDH2_32380.1, SRDH2_32380.2, SRDH2_32380.3
OG0002811	Smp_166070.1	SRDH2_22220.1
OG0002812	Smp_317220.1, Smp_344740.1, Smp_317230.1, Smp_317250.1	SRDH2_88740.1, SRDH2_88740.2
OG0002813	Smp_242350.1	SRDH2_79750.1, SRDH2_79750.2, SRDH2_79750.5, SRDH2_79750.6, SRDH2_79750.8, SRDH2_79750.10, SRDH2_79750.11, SRDH2_79750.3, SRDH2_79750.4, SRDH2_79750.7, SRDH2_79750.9
OG0002814	Smp_016090.1	SRDH2_24080.1
OG0002814	Smp_016090.1	SRDH2_24080.2
OG0002814	Smp_016090.1	SRDH2_24080.3
OG0002814	Smp_016090.1	SRDH2_24080.4
OG0002814	Smp_016090.1	SRDH2_24080.5
OG0002814	Smp_016090.1	SRDH2_24080.6
OG0002815	Smp_308700.1, Smp_326220.1, Smp_326230.1	SRDH2_65070.1, SRDH2_65090.1
OG0002815	Smp_308680.1, Smp_308680.2	SRDH2_65030.1
OG0002816	Smp_076030.1	SRDH2_19980.1
OG0002817	Smp_144600.1	SRDH2_37670.1
OG0002818	Smp_043100.1, Smp_043100.2	SRDH2_77240.1
OG0002819	Smp_022130.1	SRDH2_70530.1, SRDH2_70530.2
OG0002820	Smp_334210.1	SRDH2_76550.1
OG0002821	Smp_126170.1	SRDH2_4340.1
OG0002822	Smp_091790.1	SRDH2_10100.1, SRDH2_10100.2
OG0002823	Smp_306080.1	SRDH2_15610.3, SRDH2_15610.1, SRDH2_15610.2
OG0002824	Smp_038210.1	SRDH2_1960.2, SRDH2_1960.3, SRDH2_1960.1, SRDH2_1960.4, SRDH2_1960.5
OG0002825	Smp_171170.1	SRDH2_49450.1, SRDH2_49450.2
OG0002826	Smp_172150.1	SRDH2_41020.1
OG0002827	Smp_077030.1	SRDH2_27670.5, SRDH2_27670.1, SRDH2_27670.2, SRDH2_27670.3, SRDH2_27670.4
OG0002828	Smp_035700.1	SRDH2_28490.1
OG0002829	Smp_246920.1	SRDH2_62270.4, SRDH2_62270.5, SRDH2_62270.1, SRDH2_62270.3, SRDH2_62270.2
OG0002830	Smp_016050.1	SRDH2_24040.1
OG0002831	Smp_164500.1	SRDH2_16130.3, SRDH2_16130.4, SRDH2_16130.2, SRDH2_16130.1
OG0002832	Smp_152650.1	SRDH2_83510.1, SRDH2_83510.2
OG0002833	Smp_088660.1	SRDH2_58260.1
OG0002834	Smp_171660.1	SRDH2_3660.1
OG0002835	Smp_016810.1	SRDH2_94370.1, SRDH2_94370.3, SRDH2_94370.2
OG0002836	Smp_003140.1, Smp_003140.2	SRDH2_25990.1, SRDH2_25990.2
OG0002837	Smp_198980.1	SRDH2_16140.1, SRDH2_16140.3, SRDH2_16140.4, SRDH2_16140.2, SRDH2_16140.5
OG0002838	Smp_076520.1	SRDH2_13020.1
OG0002839	Smp_347500.1	SRDH2_74230.1
OG0002840	Smp_244170.1, Smp_244170.2	SRDH2_94140.4, SRDH2_94140.5, SRDH2_94140.1, SRDH2_94140.2, SRDH2_94140.3
OG0002841	Smp_086270.1	SRDH2_51760.1
OG0002842	Smp_172540.1	SRDH2_73940.1
OG0002843	Smp_164890.1	SRDH2_26540.1
OG0002844	Smp_000240.1	SRDH2_68540.1
OG0002845	Smp_179620.1	SRDH2_11260.1
OG0002846	Smp_039650.1	SRDH2_20200.2, SRDH2_20200.1, SRDH2_20200.3
OG0002847	Smp_069600.1	SRDH2_59190.3, SRDH2_59190.2, SRDH2_59190.1, SRDH2_59190.4, SRDH2_59190.5, SRDH2_59190.6, SRDH2_59190.7
OG0002848	Smp_126200.1	SRDH2_62780.1
OG0002849	Smp_153530.1	SRDH2_12940.1
OG0002850	Smp_027040.2, Smp_027040.1	SRDH2_67140.1
OG0002851	Smp_305690.1, Smp_340940.1	SRDH2_93050.1
OG0002852	Smp_153460.1, Smp_153460.2	SRDH2_12810.1
OG0002853	Smp_050700.1	SRDH2_75040.1
OG0002854	Smp_104980.1	SRDH2_32180.1
OG0002855	Smp_162380.1	SRDH2_17570.1
OG0002856	Smp_082780.1	SRDH2_52670.1, SRDH2_52670.4, SRDH2_52670.2, SRDH2_52670.3, SRDH2_52670.5, SRDH2_52670.6
OG0002857	Smp_326170.1	SRDH2_64660.1
OG0002857	Smp_013040.1	SRDH2_64650.1
OG0002858	Smp_080980.1	SRDH2_10350.1
OG0002858	Smp_080980.1	SRDH2_10350.2
OG0002858	Smp_080980.1	SRDH2_10350.3
OG0002859	Smp_347300.1	SRDH2_64300.1
OG0002860	Smp_138680.1	SRDH2_79330.1
OG0002861	Smp_165680.1	SRDH2_90840.2, SRDH2_90840.1, SRDH2_90840.3
OG0002862	Smp_340430.1, Smp_340430.2	SRDH2_67590.1
OG0002863	Smp_180370.1	SRDH2_17830.1
OG0002863	Smp_180360.1	SRDH2_17840.1
OG0002864	Smp_123390.1	SRDH2_54760.2, SRDH2_54760.1
OG0002865	Smp_305220.1	SRDH2_11080.1, SRDH2_11070.1
OG0002866	Smp_097460.1	SRDH2_33350.1
OG0002867	Smp_342890.1	SRDH2_3870.1
OG0002868	Smp_002180.1	SRDH2_90280.1
OG0002868	Smp_002180.1	SRDH2_90280.2
OG0002869	Smp_038340.1	SRDH2_2100.1
OG0002870	Smp_004780.1	SRDH2_48290.1
OG0002871	Smp_163050.1	SRDH2_45410.1
OG0002872	Smp_046890.1	SRDH2_50360.1
OG0002873	Smp_127110.1, Smp_127110.2	SRDH2_94840.1
OG0002874	Smp_302230.1	SRDH2_39790.3, SRDH2_39790.1, SRDH2_39790.2
OG0002875	Smp_078610.1	SRDH2_52100.1
OG0002876	Smp_149070.1	SRDH2_74780.1
OG0002877	Smp_028980.1, Smp_028980.2	SRDH2_62220.2, SRDH2_62220.3, SRDH2_62220.1, SRDH2_62220.4, SRDH2_62220.5
OG0002878	Smp_169820.1	SRDH2_65450.1
OG0002879	Smp_266790.1	SRDH2_18410.1
OG0002880	Smp_312360.1	SRDH2_22160.1
OG0002881	Smp_124490.1	SRDH2_60800.1
OG0002882	Smp_075420.1	SRDH2_18780.1
OG0002882	Smp_075400.1	SRDH2_18790.1, SRDH2_18790.2
OG0002883	Smp_063540.1, Smp_063540.2	SRDH2_52210.1
OG0002884	Smp_134790.1	SRDH2_67410.1
OG0002885	Smp_021160.1	SRDH2_47530.3, SRDH2_47530.1, SRDH2_47530.2
OG0002886	Smp_064030.1	SRDH2_76240.1, SRDH2_76240.2
OG0002889	Smp_333190.1	SRDH2_84370.1
OG0002890	Smp_167360.1	SRDH2_28090.1, SRDH2_28090.2, SRDH2_28090.3
OG0002892	Smp_303070.1, Smp_303760.1, Smp_303760.2	SRDH2_78290.1, SRDH2_78300.1, SRDH2_78300.2
OG0002893	Smp_346260.1	SRDH2_8660.1
OG0002894	Smp_346180.1	SRDH2_84360.1, SRDH2_84360.2
OG0002895	Smp_033380.1	SRDH2_97190.1
OG0002895	Smp_121230.1	SRDH2_98550.1, SRDH2_98550.2, SRDH2_98550.3
OG0002896	Smp_320230.1	SRDH2_25060.1
OG0002897	Smp_124050.1, Smp_124050.2, Smp_124050.3	SRDH2_25580.1
OG0002900	Smp_317980.1, Smp_317980.2	SRDH2_95900.1
OG0002900	Smp_346710.1	SRDH2_95910.1
OG0002902	Smp_169360.1	SRDH2_39460.1, SRDH2_39460.2, SRDH2_39460.3
OG0002903	Smp_158860.1, Smp_158860.2	SRDH2_73880.1
OG0002904	Smp_178230.1	SRDH2_22390.1
OG0002905	Smp_138300.1, Smp_138300.2	SRDH2_69820.1, SRDH2_69820.2
OG0002906	Smp_020130.1	SRDH2_29410.1, SRDH2_29410.2
OG0002907	Smp_180690.1, Smp_180690.2	SRDH2_5490.1, SRDH2_5490.2
OG0002908	Smp_179360.1	SRDH2_70560.1
OG0002909	Smp_330260.1	SRDH2_83470.1
OG0002910	Smp_096310.1	SRDH2_19010.10, SRDH2_19010.6, SRDH2_19010.5, SRDH2_19010.8, SRDH2_19010.4, SRDH2_19010.7, SRDH2_19010.3, SRDH2_19010.2, SRDH2_19010.9
OG0002911	Smp_146800.1	SRDH2_15530.1, SRDH2_15530.2, SRDH2_15530.3, SRDH2_15530.4
OG0002912	Smp_333680.1	SRDH2_67130.1
OG0002914	Smp_341510.1	SRDH2_16920.1, SRDH2_16920.2, SRDH2_16920.3
OG0002915	Smp_087220.1	SRDH2_79360.1
OG0002916	Smp_180040.1	SRDH2_17890.1
OG0002917	Smp_241990.1	SRDH2_23290.1
OG0002917	Smp_241990.1	SRDH2_23290.2
OG0002918	Smp_056760.1	SRDH2_83480.4, SRDH2_83480.1, SRDH2_83480.6, SRDH2_83480.3, SRDH2_83480.2
OG0002919	Smp_315770.1	SRDH2_89220.1, SRDH2_88490.1, SRDH2_88480.1
OG0002920	Smp_152110.1	SRDH2_43260.1, SRDH2_43260.3, SRDH2_43260.4, SRDH2_43260.5, SRDH2_43260.2
OG0002921	Smp_134480.1	SRDH2_98400.1, SRDH2_98400.2
OG0002922	Smp_174580.1	SRDH2_78370.1
OG0002923	Smp_132250.1	SRDH2_62390.1
OG0002924	Smp_132050.1	SRDH2_13740.1, SRDH2_13710.1, SRDH2_13710.2
OG0002925	Smp_136070.1	SRDH2_14490.2, SRDH2_14490.1, SRDH2_14490.4, SRDH2_14490.5, SRDH2_14490.3
OG0002926	Smp_213850.1, Smp_213850.2	SRDH2_38140.1
OG0002927	Smp_154000.1	SRDH2_9930.1
OG0002928	Smp_145250.1	SRDH2_76790.1, SRDH2_76790.8, SRDH2_76790.9, SRDH2_76790.5, SRDH2_76790.7, SRDH2_76790.6, SRDH2_76790.2, SRDH2_76790.3, SRDH2_76790.4
OG0002929	Smp_150320.1	SRDH2_21830.1
OG0002930	Smp_067250.1	SRDH2_40750.1
OG0002931	Smp_245450.1	SRDH2_1970.3, SRDH2_1970.4, SRDH2_1970.1, SRDH2_1970.2, SRDH2_1970.5
OG0002932	Smp_320500.1	SRDH2_45300.1
OG0002932	Smp_017430.1	SRDH2_45290.1, SRDH2_45290.2
OG0002933	Smp_187800.1	SRDH2_40460.1
OG0002934	Smp_127660.1	SRDH2_96550.2
OG0002934	Smp_127660.2	SRDH2_96550.1
OG0002935	Smp_345510.1	SRDH2_66310.1, SRDH2_66310.2
OG0002936	Smp_021100.1	SRDH2_47470.1, SRDH2_47470.4, SRDH2_47470.3, SRDH2_47470.5, SRDH2_47470.2
OG0002937	Smp_054770.1, Smp_054775.1	SRDH2_39030.1, SRDH2_39030.2, SRDH2_39030.3
OG0002938	Smp_313830.1	SRDH2_81090.1
OG0002939	Smp_064800.1	SRDH2_15100.1
OG0002940	Smp_310550.1	SRDH2_48820.1, SRDH2_48820.2
OG0002941	Smp_137690.1	SRDH2_56070.1
OG0002941	Smp_028800.1	SRDH2_56080.1
OG0002942	Smp_108610.1	SRDH2_80350.1
OG0002942	Smp_177780.1	SRDH2_80340.1
OG0002943	Smp_130900.1	SRDH2_80370.1
OG0002944	Smp_167800.1	SRDH2_17940.1, SRDH2_17940.2, SRDH2_17940.3, SRDH2_17940.6, SRDH2_17940.4, SRDH2_17940.5
OG0002945	Smp_343760.1, Smp_343760.2	SRDH2_79700.2, SRDH2_79700.5, SRDH2_79700.1, SRDH2_79700.3, SRDH2_79700.4, SRDH2_79700.6, SRDH2_79700.7
OG0002946	Smp_014080.1	SRDH2_19160.1, SRDH2_19160.2
OG0002947	Smp_141540.1	SRDH2_93220.1
OG0002948	Smp_137840.1, Smp_137840.2	SRDH2_62150.1
OG0002949	Smp_150360.1	SRDH2_36040.5, SRDH2_36040.6, SRDH2_36040.4, SRDH2_36040.3, SRDH2_36040.1, SRDH2_36040.2
OG0002950	Smp_242680.1	SRDH2_72300.1, SRDH2_72300.2, SRDH2_72300.3
OG0002951	Smp_092780.1	SRDH2_37140.1, SRDH2_37140.2, SRDH2_37140.3, SRDH2_37140.4, SRDH2_37140.5
OG0002952	Smp_213350.1	SRDH2_51430.1
OG0002952	Smp_213340.1	SRDH2_51440.1, SRDH2_51440.2
OG0002953	Smp_137530.1	SRDH2_3370.1
OG0002954	Smp_166820.1	SRDH2_61620.1, SRDH2_61620.2
OG0002955	Smp_009150.1	SRDH2_75570.1, SRDH2_75570.2, SRDH2_75570.3, SRDH2_75570.4
OG0002956	Smp_343720.1	SRDH2_98130.1
OG0002957	Smp_150640.1	SRDH2_72190.1
OG0002957	Smp_150640.1	SRDH2_72190.3
OG0002958	Smp_333590.1	SRDH2_69330.1, SRDH2_69330.2
OG0002959	Smp_002160.1	SRDH2_90300.1
OG0002959	Smp_002160.1	SRDH2_90300.2
OG0002960	Smp_089880.1	SRDH2_49430.1
OG0002961	Smp_342070.1	SRDH2_19590.1
OG0002962	Smp_029850.1	SRDH2_69790.1
OG0002963	Smp_163320.1	SRDH2_101280.1, SRDH2_101280.2, SRDH2_13110.1, SRDH2_101840.1
OG0002964	Smp_124100.1	SRDH2_25530.1
OG0002965	Smp_198290.1	SRDH2_95600.1
OG0002966	Smp_168890.1	SRDH2_44170.2, SRDH2_44170.3, SRDH2_44170.1, SRDH2_44170.4
OG0002967	Smp_335830.1	SRDH2_62670.1, SRDH2_62670.3, SRDH2_62670.2
OG0002968	Smp_335760.1, Smp_335760.2, Smp_179740.1	SRDH2_19780.1, SRDH2_19790.1, SRDH2_19790.2, SRDH2_19790.3
OG0002969	Smp_048980.1	SRDH2_53300.1
OG0002970	Smp_241960.1	SRDH2_10250.1
OG0002970	Smp_241960.1	SRDH2_10250.3
OG0002971	Smp_243720.1	SRDH2_64550.3, SRDH2_64550.1, SRDH2_64550.2
OG0002972	Smp_346320.1	SRDH2_63310.15, SRDH2_63310.16, SRDH2_63310.17
OG0002973	Smp_333810.1	SRDH2_49260.2, SRDH2_49260.3, SRDH2_49260.1
