Orthogroup	schistosoma_mansoni	schistosoma_bovis
OG0003426	Smp_156290.1	SBOV2_63490.1
OG0003427	Smp_248100.1	SBOV2_43840.1
OG0003428	Smp_345490.1, Smp_345490.2	SBOV2_81960.1
OG0003429	Smp_145020.1	SBOV2_76950.1
OG0003430	Smp_155740.1	SBOV2_76070.1, SBOV2_76070.2
OG0003431	Smp_243970.1	SBOV2_19720.1
OG0003432	Smp_086450.1	SBOV2_69970.1, SBOV2_69970.2, SBOV2_69970.4, SBOV2_69970.3
OG0003433	Smp_022700.1	SBOV2_4810.1
OG0003434	Smp_247260.1	SBOV2_59280.1, SBOV2_59290.1
OG0003435	Smp_008230.1	SBOV2_30720.1
OG0003436	Smp_123020.1	SBOV2_49730.1, SBOV2_49730.2
OG0003437	Smp_051930.1	SBOV2_71970.1
OG0003438	Smp_128890.1	SBOV2_36640.1
OG0003439	Smp_136490.1	SBOV2_21610.1
OG0003440	Smp_316620.1	SBOV2_20860.1, SBOV2_20860.2
OG0003441	Smp_333250.1	SBOV2_40650.1
OG0003442	Smp_312820.1	SBOV2_71780.1, SBOV2_71780.2
OG0003443	Smp_194090.1	SBOV2_58430.1, SBOV2_58420.1
OG0003444	Smp_088090.1	SBOV2_10560.2, SBOV2_10560.3, SBOV2_10560.1
OG0003445	Smp_131810.1	SBOV2_44080.1, SBOV2_44080.2
OG0003446	Smp_009650.1	SBOV2_32640.1, SBOV2_32640.2
OG0003447	Smp_245250.1	SBOV2_5420.1, SBOV2_5420.2
OG0003448	Smp_063000.1, Smp_063000.2	SBOV2_69410.1
OG0003449	Smp_062980.1	SBOV2_69420.1
OG0003450	Smp_079840.1	SBOV2_65480.1
OG0003451	Smp_143930.1	SBOV2_84580.1
OG0003452	Smp_128600.1	SBOV2_8460.1, SBOV2_8460.2, SBOV2_8460.3, SBOV2_8460.4, SBOV2_8460.5, SBOV2_8460.6, SBOV2_8460.7
OG0003453	Smp_161550.1	SBOV2_42640.1, SBOV2_42640.3, SBOV2_42640.2
OG0003454	Smp_315700.1, Smp_315700.2	SBOV2_33460.1, SBOV2_33460.2, SBOV2_33460.3
OG0003455	Smp_078800.1	SBOV2_61350.1, SBOV2_61350.2, SBOV2_61350.3, SBOV2_61350.4, SBOV2_61350.5
OG0003456	Smp_245000.1	SBOV2_7250.1
OG0003457	Smp_142550.1	SBOV2_29680.1
OG0003458	Smp_125870.1	SBOV2_28580.1, SBOV2_28580.2
OG0003459	Smp_101310.1	SBOV2_73000.1, SBOV2_73000.2, SBOV2_73000.3, SBOV2_73000.4, SBOV2_73000.5
OG0003460	Smp_135120.1	SBOV2_43690.1, SBOV2_43690.2, SBOV2_43690.3
OG0003461	Smp_013200.1	SBOV2_83500.1
OG0003462	Smp_340820.1	SBOV2_28190.1
OG0003463	Smp_212490.1	SBOV2_84210.1
OG0003464	Smp_344500.1, Smp_344500.2	SBOV2_80590.1, SBOV2_80590.2
OG0003465	Smp_212540.1	SBOV2_62550.3, SBOV2_62550.1, SBOV2_62550.4, SBOV2_62550.2
OG0003466	Smp_165850.1	SBOV2_9740.1
OG0003467	Smp_347570.1	SBOV2_76190.1
OG0003468	Smp_309680.1, Smp_309690.1	SBOV2_67870.2, SBOV2_67870.5, SBOV2_67870.1, SBOV2_67870.3, SBOV2_67870.4, SBOV2_67870.6
OG0003469	Smp_001530.1	SBOV2_54960.1
OG0003470	Smp_333890.1	SBOV2_53360.2, SBOV2_53360.1, SBOV2_53360.3
OG0003471	Smp_066260.1	SBOV2_45250.1, SBOV2_45250.2
OG0003472	Smp_011710.1	SBOV2_8800.1
OG0003473	Smp_247530.1, Smp_247530.2	SBOV2_76900.1, SBOV2_76910.1
OG0003474	Smp_139900.1	SBOV2_56030.1
OG0003475	Smp_163220.1	SBOV2_23950.1, SBOV2_23950.2, SBOV2_23950.3
OG0003476	Smp_196920.1	SBOV2_41980.1, SBOV2_41980.2
OG0003477	Smp_050880.2, Smp_050880.1	SBOV2_88900.3, SBOV2_88900.2, SBOV2_88900.4, SBOV2_88900.1
OG0003478	Smp_304660.1, Smp_306210.1	SBOV2_6230.1
OG0003479	Smp_141320.1	SBOV2_39610.1
OG0003480	Smp_000110.1	SBOV2_67250.2, SBOV2_67250.1, SBOV2_67250.3
OG0003481	Smp_162710.1	SBOV2_61200.1
OG0003482	Smp_267090.1	SBOV2_86760.1
OG0003483	Smp_336350.1	SBOV2_37230.1, SBOV2_37230.2, SBOV2_37230.3
OG0003484	Smp_242630.1	SBOV2_4340.1
OG0003485	Smp_343680.1	SBOV2_82620.2, SBOV2_82620.1
OG0003486	Smp_072560.1	SBOV2_26490.1
OG0003487	Smp_166980.1	SBOV2_53920.1
OG0003488	Smp_047240.1	SBOV2_11370.1
OG0003489	Smp_096780.1	SBOV2_75820.1
OG0003490	Smp_011560.1	SBOV2_8690.4, SBOV2_8690.3, SBOV2_8690.2, SBOV2_8690.1
OG0003491	Smp_340850.1	SBOV2_33640.1, SBOV2_33640.2, SBOV2_33640.3
OG0003492	Smp_018570.1	SBOV2_60560.3, SBOV2_60560.1, SBOV2_60560.2
OG0003493	Smp_317670.1, Smp_342590.1	SBOV2_90760.1, SBOV2_90760.2, SBOV2_90760.3, SBOV2_90760.4, SBOV2_90760.5, SBOV2_90760.6, SBOV2_90760.7
OG0003494	Smp_175660.1, Smp_175660.2	SBOV2_91490.1
OG0003495	Smp_139070.1	SBOV2_4160.3, SBOV2_4160.1, SBOV2_4160.4, SBOV2_4160.2
OG0003496	Smp_160850.1	SBOV2_37270.3, SBOV2_37270.4, SBOV2_37270.5, SBOV2_37270.1, SBOV2_37270.2
OG0003497	Smp_037460.1	SBOV2_50210.1, SBOV2_50210.2
OG0003498	Smp_053160.1	SBOV2_69630.1
OG0003499	Smp_129450.1	SBOV2_61660.1
OG0003500	Smp_026280.1, Smp_026280.2	SBOV2_62900.1
OG0003501	Smp_169610.1	SBOV2_76470.1
OG0003502	Smp_120080.1	SBOV2_86850.1, SBOV2_96740.1
OG0003503	Smp_172730.1	SBOV2_5750.1, SBOV2_5750.2
OG0003504	Smp_054620.1, Smp_054620.2, Smp_054620.3	SBOV2_28800.1, SBOV2_28800.2
OG0003505	Smp_172990.1	SBOV2_54340.1, SBOV2_54340.2
OG0003506	Smp_061040.2	SBOV2_1130.2, SBOV2_1130.3
OG0003507	Smp_031220.1	SBOV2_4180.1, SBOV2_4180.2
OG0003508	Smp_027080.1	SBOV2_64330.3, SBOV2_64330.1, SBOV2_64330.2, SBOV2_64330.4
OG0003509	Smp_142250.1	SBOV2_43210.1, SBOV2_43210.2, SBOV2_43210.3
OG0003510	Smp_170230.1	SBOV2_1110.2, SBOV2_1110.1
OG0003511	Smp_018870.1	SBOV2_64230.1
OG0003512	Smp_085520.1	SBOV2_81880.3
OG0003513	Smp_313310.1	SBOV2_74790.1
OG0003514	Smp_246030.1	SBOV2_38690.4, SBOV2_38690.1, SBOV2_38690.2, SBOV2_38690.3, SBOV2_38690.5
OG0003515	Smp_033350.1	SBOV2_92880.1
OG0003516	Smp_023270.1	SBOV2_54560.1, SBOV2_54560.2
OG0003517	Smp_346540.1	SBOV2_94490.1
OG0003518	Smp_247790.1	SBOV2_85740.1
OG0003519	Smp_068110.1	SBOV2_29980.1, SBOV2_29980.2
OG0003520	Smp_160000.1	SBOV2_57390.1, SBOV2_57390.2, SBOV2_57390.3
OG0003521	Smp_061970.1	SBOV2_11610.1
OG0003522	Smp_170690.1	SBOV2_79230.1
OG0003523	Smp_212140.1	SBOV2_50910.1, SBOV2_50910.2
OG0003524	Smp_013360.1, Smp_013360.2	SBOV2_61590.1
OG0003525	Smp_198680.1, Smp_198680.2	SBOV2_3400.2, SBOV2_3400.1, SBOV2_3400.4, SBOV2_3400.3, SBOV2_3400.5
OG0003526	Smp_200410.1	SBOV2_37550.1
OG0003527	Smp_055760.1	SBOV2_78730.1
OG0003528	Smp_015530.1	SBOV2_670.2, SBOV2_670.1
OG0003529	Smp_121320.1	SBOV2_25700.1
OG0003530	Smp_138290.1	SBOV2_65940.1, SBOV2_65940.2, SBOV2_65940.3, SBOV2_65940.4
OG0003531	Smp_214290.1	SBOV2_10410.1
OG0003532	Smp_043500.1, Smp_043500.2	SBOV2_7200.1
OG0003533	Smp_345270.1	SBOV2_47750.1, SBOV2_47750.2
OG0003534	Smp_172210.1, Smp_172210.2, Smp_172210.3	SBOV2_86510.1
OG0003535	Smp_097590.1	SBOV2_95560.1
OG0003536	Smp_132350.1	SBOV2_60610.3, SBOV2_60610.2, SBOV2_60610.1
OG0003537	Smp_167450.1	SBOV2_58840.1
OG0003539	Smp_329600.1	SBOV2_76090.1
OG0003540	Smp_093100.1, Smp_348830.1	SBOV2_4360.1
OG0003541	Smp_074140.1	SBOV2_85310.1
OG0003542	Smp_063390.1	SBOV2_63570.1, SBOV2_63570.2, SBOV2_63570.3, SBOV2_63570.4
OG0003543	Smp_046880.1	SBOV2_48950.1
OG0003544	Smp_171280.1	SBOV2_47950.1, SBOV2_47950.2
OG0003545	Smp_076040.1	SBOV2_18980.2, SBOV2_18980.3, SBOV2_18980.4, SBOV2_18980.7, SBOV2_18980.6, SBOV2_18980.1, SBOV2_18980.5, SBOV2_18980.8
OG0003547	Smp_304870.1	SBOV2_7820.1, SBOV2_7820.2, SBOV2_7820.3, SBOV2_7820.4, SBOV2_7820.5
OG0003548	Smp_345530.1	SBOV2_21930.1
OG0003549	Smp_080730.1	SBOV2_87190.1, SBOV2_87190.2, SBOV2_87190.3
OG0003550	Smp_246990.1	SBOV2_30210.3, SBOV2_30210.1, SBOV2_30210.2
OG0003551	Smp_243210.1	SBOV2_63880.1, SBOV2_63890.1, SBOV2_63880.6, SBOV2_63880.2, SBOV2_63880.4, SBOV2_63880.5, SBOV2_63880.3
OG0003552	Smp_307730.1, Smp_307730.2	SBOV2_57450.2, SBOV2_57450.1
OG0003553	Smp_346090.1	SBOV2_9680.1
OG0003554	Smp_340030.1	SBOV2_68730.1, SBOV2_68730.2
OG0003555	Smp_334280.1	SBOV2_75610.1, SBOV2_75610.2, SBOV2_75610.3, SBOV2_75610.4, SBOV2_75610.5
OG0003556	Smp_018550.1	SBOV2_60540.1, SBOV2_60540.2
OG0003557	Smp_021080.1	SBOV2_46040.1
OG0003558	Smp_176490.1, Smp_176490.2	SBOV2_57800.1, SBOV2_57800.3, SBOV2_57800.4, SBOV2_57800.2
OG0003559	Smp_247640.1	SBOV2_81070.1, SBOV2_81070.2, SBOV2_81070.3, SBOV2_81070.4
OG0003560	Smp_341430.1	SBOV2_62390.1
OG0003561	Smp_022870.1	SBOV2_4670.1, SBOV2_4670.2
OG0003562	Smp_326300.1	SBOV2_63560.1
OG0003562	Smp_308760.1	SBOV2_63550.1
OG0003563	Smp_325690.1, Smp_325690.2, Smp_325700.1	SBOV2_58180.1, SBOV2_58190.1
OG0003564	Smp_314730.1, Smp_315110.1	SBOV2_36080.1
OG0003565	Smp_324050.1	SBOV2_40550.1, SBOV2_40580.1, SBOV2_40570.1
OG0003566	Smp_166530.1	SBOV2_5190.1
OG0003567	Smp_347620.1	SBOV2_11950.3, SBOV2_11950.2, SBOV2_11950.1
OG0003568	Smp_153220.1	SBOV2_2790.1
OG0003569	Smp_175090.1	SBOV2_6350.1
OG0003571	Smp_322230.1	SBOV2_3500.1
OG0003571	Smp_322230.2, Smp_342430.1	SBOV2_3510.1
OG0003572	Smp_326580.1, Smp_326580.2	SBOV2_66960.1
OG0003577	Smp_135080.1	SBOV2_43740.1
OG0003578	Smp_318320.1	SBOV2_93600.1, SBOV2_93600.2, SBOV2_93600.3
OG0003579	Smp_121430.1	SBOV2_31070.1
OG0003580	Smp_054340.1	SBOV2_15480.1
OG0003581	Smp_169180.1	SBOV2_26610.1
OG0003582	Smp_349410.1	SBOV2_56770.1
OG0003583	Smp_242530.1, Smp_242530.2, Smp_242530.3	SBOV2_2950.1, SBOV2_2950.2, SBOV2_2950.3, SBOV2_2950.4, SBOV2_2950.5
OG0003584	Smp_174780.1	SBOV2_61230.1, SBOV2_61230.3, SBOV2_61230.2
OG0003585	Smp_321250.1	SBOV2_83150.1, SBOV2_83150.2, SBOV2_83160.1
OG0003586	Smp_075870.1	SBOV2_44290.1
OG0003587	Smp_165460.1	SBOV2_10740.1, SBOV2_10740.2, SBOV2_10740.3, SBOV2_10740.4
OG0003588	Smp_038965.1, Smp_038980.1	SBOV2_15780.1
OG0003589	Smp_198190.1	SBOV2_70530.1
OG0003590	Smp_006195.1, Smp_342170.1	SBOV2_6210.1
OG0003591	Smp_124460.1	SBOV2_58760.1
OG0003592	Smp_343130.1	SBOV2_72740.1, SBOV2_72740.2
OG0003593	Smp_114160.1	SBOV2_34250.1
OG0003594	Smp_024360.1	SBOV2_15140.1
OG0003595	Smp_166200.1	SBOV2_84710.1
OG0003596	Smp_148400.1, Smp_148400.2	SBOV2_52780.1
OG0003597	Smp_334160.1, Smp_334160.2	SBOV2_72340.1
OG0003598	Smp_000050.1	SBOV2_31410.1, SBOV2_31410.2
OG0003599	Smp_157230.1	SBOV2_12990.1
OG0003600	Smp_246330.1	SBOV2_5180.1
OG0003601	Smp_097730.1	SBOV2_40010.1
OG0003602	Smp_342670.1	SBOV2_64260.1, SBOV2_64260.2
OG0003603	Smp_248170.1	SBOV2_70430.1
OG0003604	Smp_347210.1	SBOV2_1040.1, SBOV2_1040.2, SBOV2_1040.3
OG0003605	Smp_060170.1	SBOV2_16040.1, SBOV2_16040.2
OG0003606	Smp_083150.1	SBOV2_33410.1, SBOV2_33410.2
OG0003607	Smp_159450.1	SBOV2_14720.1
OG0003608	Smp_132620.1	SBOV2_31520.1, SBOV2_31520.2
OG0003609	Smp_159570.1	SBOV2_24010.1, SBOV2_24010.2
OG0003610	Smp_138890.3, Smp_138890.1, Smp_138890.2	SBOV2_89660.1, SBOV2_89660.2
OG0003611	Smp_043780.1	SBOV2_51520.1, SBOV2_51520.2, SBOV2_51520.3, SBOV2_51520.4
OG0003612	Smp_333520.1, Smp_167470.1	SBOV2_58860.1, SBOV2_58860.2
OG0003613	Smp_100110.1	SBOV2_67800.1, SBOV2_67800.2, SBOV2_67800.3
OG0003614	Smp_004440.1	SBOV2_58710.1, SBOV2_58710.2
OG0003615	Smp_332550.1, Smp_332550.2	SBOV2_28840.1, SBOV2_28840.2
OG0003616	Smp_323920.1	SBOV2_17130.1
OG0003617	Smp_246900.1	SBOV2_60150.1, SBOV2_60150.2
OG0003618	Smp_176430.1	SBOV2_23780.10, SBOV2_23780.9
OG0003619	Smp_079920.1	SBOV2_10150.1
OG0003620	Smp_065290.1	SBOV2_48340.1
OG0003621	Smp_145740.1	SBOV2_51490.1
OG0003622	Smp_316800.1	SBOV2_69940.1
OG0003623	Smp_004170.1	SBOV2_49280.1
OG0003624	Smp_017890.1	SBOV2_11730.1, SBOV2_11730.2
OG0003625	Smp_174690.1	SBOV2_85150.1, SBOV2_85260.1
OG0003626	Smp_081820.1	SBOV2_84770.2, SBOV2_84770.3, SBOV2_84770.1
OG0003627	Smp_334630.1	SBOV2_84510.1
OG0003628	Smp_025700.1	SBOV2_33990.1
OG0003629	Smp_053470.1	SBOV2_8100.1, SBOV2_8100.2
OG0003630	Smp_332470.1	SBOV2_31860.1, SBOV2_31860.2
OG0003631	Smp_055130.1	SBOV2_77720.1
OG0003632	Smp_144450.1, Smp_144450.2	SBOV2_63920.1, SBOV2_63920.2
OG0003633	Smp_128750.1	SBOV2_52350.1
OG0003634	Smp_343750.1	SBOV2_77010.1
OG0003635	Smp_095650.1	SBOV2_75560.1
OG0003636	Smp_336730.1	SBOV2_73030.1
OG0003637	Smp_000320.1	SBOV2_67000.5, SBOV2_67000.6, SBOV2_67000.7
OG0003638	Smp_245900.1	SBOV2_51630.1
OG0003639	Smp_044810.1	SBOV2_51620.1
OG0003640	Smp_245290.1	SBOV2_4780.1, SBOV2_4780.2, SBOV2_4780.3
OG0003641	Smp_053640.1, Smp_053640.2	SBOV2_74740.2, SBOV2_74740.1, SBOV2_74740.3
OG0003643	Smp_168520.1	SBOV2_71660.1
OG0003644	Smp_045730.1	SBOV2_14710.1, SBOV2_14710.2
OG0003645	Smp_213020.1	SBOV2_46450.2, SBOV2_46450.1, SBOV2_46450.4, SBOV2_46450.3
OG0003646	Smp_154830.1	SBOV2_52130.1, SBOV2_52130.2
OG0003647	Smp_244380.1	SBOV2_15010.4, SBOV2_15010.2, SBOV2_15010.1, SBOV2_15010.3, SBOV2_15000.2, SBOV2_15000.3, SBOV2_15000.1
OG0003648	Smp_165840.1	SBOV2_9770.1
OG0003649	Smp_160780.1	SBOV2_29210.1
OG0003650	Smp_306180.1	SBOV2_15070.3, SBOV2_15070.2, SBOV2_15070.1
OG0003651	Smp_001560.1	SBOV2_54980.1
OG0003652	Smp_318800.1	SBOV2_51500.1, SBOV2_51510.1
OG0003653	Smp_213920.1, Smp_213930.1	SBOV2_28010.1
OG0003654	Smp_138430.1	SBOV2_66210.1
OG0003655	Smp_173180.1	SBOV2_37510.3, SBOV2_37510.1, SBOV2_37510.2
OG0003656	Smp_036020.1, Smp_036020.2	SBOV2_70110.1
OG0003657	Smp_304220.1, Smp_304210.1	SBOV2_3580.1
OG0003658	Smp_211060.1	SBOV2_71680.1
OG0003659	Smp_165340.1	SBOV2_77590.1
OG0003660	Smp_213750.1	SBOV2_71320.1
OG0003661	Smp_146630.1	SBOV2_53530.3, SBOV2_53530.2, SBOV2_53530.1, SBOV2_53530.4
OG0003662	Smp_085910.1	SBOV2_43260.1, SBOV2_43260.2
OG0003663	Smp_241510.1	SBOV2_69480.1
OG0003664	Smp_213230.1	SBOV2_50180.1
OG0003665	Smp_146690.1	SBOV2_71770.1
OG0003666	Smp_347290.1	SBOV2_57360.1
OG0003667	Smp_060290.1	SBOV2_16100.1
OG0003669	Smp_137720.1	SBOV2_50550.1, SBOV2_50550.2
OG0003670	Smp_181490.1	SBOV2_61960.1, SBOV2_61960.2
OG0003671	Smp_247810.1	SBOV2_74720.1
OG0003672	Smp_140110.1	SBOV2_92990.1
OG0003673	Smp_165720.1, Smp_165720.2	SBOV2_87100.1, SBOV2_87100.2
OG0003674	Smp_305430.1	SBOV2_33570.1
OG0003675	Smp_340980.1, Smp_063380.1	SBOV2_63540.1, SBOV2_63540.2
OG0003676	Smp_140040.1, Smp_140040.2	SBOV2_93060.1
OG0003677	Smp_344410.1	SBOV2_78670.1
OG0003678	Smp_346630.1	SBOV2_36380.4, SBOV2_36380.3, SBOV2_36380.2, SBOV2_36380.1
OG0003679	Smp_131770.1, Smp_131770.2	SBOV2_44150.1
OG0003680	Smp_083790.1	SBOV2_30320.1, SBOV2_30320.2
OG0003681	Smp_123280.1	SBOV2_86330.1
OG0003682	Smp_043210.1	SBOV2_74570.2, SBOV2_74570.3, SBOV2_74570.1
OG0003684	Smp_034430.1	SBOV2_37850.1
OG0003685	Smp_084600.1	SBOV2_29510.1
OG0003686	Smp_147020.1	SBOV2_90070.1
OG0003687	Smp_172240.1	SBOV2_86460.1
OG0003688	Smp_101370.2, Smp_101370.1	SBOV2_81330.1
OG0003689	Smp_106060.1	SBOV2_62060.2, SBOV2_62060.1
OG0003690	Smp_316380.1	SBOV2_50490.1, SBOV2_50490.2
OG0003691	Smp_031730.1	SBOV2_95020.1
OG0003692	Smp_141680.1	SBOV2_29410.1
OG0003693	Smp_012380.1	SBOV2_52430.1
OG0003694	Smp_171070.1	SBOV2_23430.1
OG0003695	Smp_336330.1	SBOV2_64320.1, SBOV2_64320.2
OG0003696	Smp_176100.1, Smp_176100.2	SBOV2_69260.2, SBOV2_69260.3, SBOV2_69260.1
OG0003697	Smp_342820.1	SBOV2_1550.1
OG0003698	Smp_344520.1	SBOV2_34790.1, SBOV2_34790.2
OG0003699	Smp_033680.1	SBOV2_35240.1
OG0003700	Smp_131700.1	SBOV2_45570.4
OG0003701	Smp_337370.1	SBOV2_80280.1
OG0003702	Smp_342600.1	SBOV2_20820.1, SBOV2_20820.2
OG0003703	Smp_305875.1, Smp_305875.2	SBOV2_11990.2, SBOV2_11990.1
OG0003704	Smp_093580.1	SBOV2_34180.1
OG0003705	Smp_118220.1	SBOV2_33260.1
OG0003706	Smp_098450.1	SBOV2_90270.1
OG0003708	Smp_162620.1	SBOV2_61000.3, SBOV2_61000.1, SBOV2_61000.2
OG0003709	Smp_176200.1	SBOV2_2200.2, SBOV2_2200.1
OG0003710	Smp_347110.1	SBOV2_34110.1
OG0003711	Smp_000660.1	SBOV2_66670.1, SBOV2_66670.2, SBOV2_66670.3
OG0003712	Smp_037400.1, Smp_037400.2	SBOV2_17250.1
OG0003713	Smp_091740.1, Smp_091740.2	SBOV2_86410.1
OG0003714	Smp_343490.1	SBOV2_89210.1, SBOV2_89200.1
OG0003715	Smp_213720.1	SBOV2_25160.1, SBOV2_25160.2
OG0003716	Smp_127620.1	SBOV2_92130.1, SBOV2_92130.2
OG0003717	Smp_150080.3, Smp_150080.2, Smp_150080.1	SBOV2_72130.1
OG0003718	Smp_042390.1	SBOV2_76680.1, SBOV2_76680.2
OG0003719	Smp_129640.1	SBOV2_49360.1, SBOV2_49360.2
OG0003720	Smp_066330.1	SBOV2_59460.1
OG0003721	Smp_127080.1	SBOV2_90980.1, SBOV2_90980.2
OG0003722	Smp_317700.1, Smp_342300.1	SBOV2_90930.1, SBOV2_90920.1
OG0003723	Smp_130270.2, Smp_130270.1, Smp_130270.3	SBOV2_91770.1, SBOV2_91770.2, SBOV2_91770.3
OG0003724	Smp_076010.1	SBOV2_19020.1, SBOV2_19020.2, SBOV2_19020.3, SBOV2_19020.4, SBOV2_19020.5, SBOV2_19020.6, SBOV2_19020.7
OG0003725	Smp_067540.1	SBOV2_5620.2, SBOV2_5620.1
OG0003726	Smp_047620.1	SBOV2_51230.1
OG0003727	Smp_178710.1	SBOV2_38620.1
OG0003729	Smp_011860.1	SBOV2_8930.1
OG0003730	Smp_180430.1	SBOV2_49150.1, SBOV2_49150.3, SBOV2_49150.2, SBOV2_49150.4
OG0003731	Smp_334510.1	SBOV2_81940.1, SBOV2_81940.2
OG0003732	Smp_125670.1	SBOV2_80730.1
OG0003733	Smp_311890.1, Smp_315980.1	SBOV2_8190.1, SBOV2_8190.2
OG0003734	Smp_322280.1, Smp_022500.1	SBOV2_3740.1, SBOV2_3740.2, SBOV2_3740.3
OG0003735	Smp_347010.1	SBOV2_5060.1, SBOV2_5060.2
OG0003736	Smp_000910.1	SBOV2_68710.1, SBOV2_68710.3, SBOV2_68710.2, SBOV2_68710.4
OG0003737	Smp_176230.1	SBOV2_1340.1, SBOV2_1340.2
OG0003738	Smp_332700.1	SBOV2_43030.1
OG0003739	Smp_144870.1	SBOV2_49110.1
OG0003740	Smp_159730.1	SBOV2_40610.1
OG0003741	Smp_154850.1	SBOV2_52170.1
OG0003742	Smp_167520.1	SBOV2_58930.1
OG0003743	Smp_156280.1	SBOV2_63450.1, SBOV2_63450.2, SBOV2_63450.3
OG0003744	Smp_161850.1	SBOV2_36260.2, SBOV2_36260.1
OG0003745	Smp_128990.1	SBOV2_36790.4, SBOV2_36790.5, SBOV2_36790.1, SBOV2_36790.2, SBOV2_36790.3
OG0003746	Smp_171670.1	SBOV2_3610.1
OG0003747	Smp_213680.1	SBOV2_24240.1, SBOV2_24240.2
OG0003748	Smp_343160.1	SBOV2_3460.1
OG0003749	Smp_162910.1	SBOV2_21130.1
OG0003750	Smp_247370.1	SBOV2_78640.5, SBOV2_78640.6, SBOV2_78640.1, SBOV2_78640.2, SBOV2_78640.3, SBOV2_78640.4
OG0003751	Smp_133380.1	SBOV2_84820.1
OG0003752	Smp_167170.1	SBOV2_33270.1, SBOV2_33270.2
OG0003753	Smp_160320.1	SBOV2_20990.3, SBOV2_20990.5, SBOV2_20990.4, SBOV2_20990.1, SBOV2_20990.2
OG0003754	Smp_160530.1	SBOV2_79870.1
OG0003755	Smp_153250.1	SBOV2_2360.1
OG0003756	Smp_341570.1	SBOV2_89980.1
OG0003757	Smp_072440.1	SBOV2_26400.2, SBOV2_26400.3, SBOV2_26400.1, SBOV2_26400.4, SBOV2_26400.5
OG0003758	Smp_057020.1	SBOV2_34800.1, SBOV2_34800.2
OG0003759	Smp_212710.1	SBOV2_68010.1
OG0003760	Smp_157470.1	SBOV2_26180.1
OG0003761	Smp_004260.1	SBOV2_49200.1, SBOV2_49200.2, SBOV2_49200.3, SBOV2_49200.4
OG0003762	Smp_138920.1	SBOV2_87550.1
OG0003763	Smp_211320.2, Smp_211320.1	SBOV2_26500.1
OG0003764	Smp_170340.1	SBOV2_28630.4, SBOV2_28630.3, SBOV2_28630.1, SBOV2_28630.2
OG0003765	Smp_017860.1	SBOV2_11770.1, SBOV2_11770.2
OG0003766	Smp_133600.1	SBOV2_46010.1
OG0003767	Smp_074040.1	SBOV2_59680.1, SBOV2_59680.2, SBOV2_59680.3
OG0003768	Smp_169480.1, Smp_169480.2	SBOV2_1850.1
OG0003769	Smp_124130.1	SBOV2_24580.1
OG0003770	Smp_141000.1, Smp_141000.2	SBOV2_69920.1
OG0003771	Smp_096160.1	SBOV2_6620.1
OG0003772	Smp_245550.2, Smp_245550.1	SBOV2_47530.1, SBOV2_47530.2, SBOV2_47530.3
OG0003773	Smp_036370.1	SBOV2_87440.1
OG0003774	Smp_312760.1	SBOV2_71550.1, SBOV2_71550.2
OG0003775	Smp_050350.1	SBOV2_70240.3, SBOV2_70240.1, SBOV2_70240.4, SBOV2_70240.5, SBOV2_70240.2
OG0003776	Smp_342730.1	SBOV2_7720.1
OG0003777	Smp_105690.1	SBOV2_57670.1
OG0003778	Smp_130280.3, Smp_130280.2, Smp_130280.1	SBOV2_91780.1
OG0003779	Smp_153520.1	SBOV2_13350.1, SBOV2_13350.2, SBOV2_13350.3, SBOV2_13350.4
OG0003780	Smp_120960.1, Smp_326430.1	SBOV2_66240.1
OG0003781	Smp_168400.1	SBOV2_41250.1
OG0003782	Smp_066630.1	SBOV2_49640.1, SBOV2_49640.3, SBOV2_49640.2
OG0003783	Smp_242220.1	SBOV2_45360.1
OG0003784	Smp_017360.1	SBOV2_45490.2, SBOV2_45490.1, SBOV2_45490.3
OG0003785	Smp_017520.1	SBOV2_44100.1, SBOV2_44100.2
OG0003786	Smp_197540.1	SBOV2_63180.1
OG0003787	Smp_077180.1	SBOV2_20420.1
OG0003788	Smp_148790.1	SBOV2_70750.1, SBOV2_70750.3, SBOV2_70750.2, SBOV2_70750.4, SBOV2_70750.5, SBOV2_70750.7, SBOV2_70750.6
OG0003789	Smp_304910.1	SBOV2_7420.1, SBOV2_7420.2, SBOV2_7420.3
OG0003790	Smp_097280.1	SBOV2_37810.1, SBOV2_37810.2
OG0003791	Smp_002950.1	SBOV2_45670.1
OG0003792	Smp_142490.1	SBOV2_49980.1, SBOV2_49980.2
OG0003793	Smp_147750.1	SBOV2_45920.1
OG0003794	Smp_088310.1	SBOV2_84900.1
OG0003795	Smp_337530.1	SBOV2_270.2, SBOV2_270.3, SBOV2_270.1, SBOV2_270.4, SBOV2_270.5, SBOV2_270.6
OG0003796	Smp_123630.1	SBOV2_65050.1
OG0003798	Smp_068840.1, Smp_068840.2	SBOV2_14740.1
OG0003799	Smp_348340.1	SBOV2_80880.1, SBOV2_80880.2, SBOV2_80880.3
OG0003800	Smp_164200.1	SBOV2_22860.1
OG0003801	Smp_012410.1	SBOV2_52450.1
OG0003802	Smp_015980.1	SBOV2_77440.1, SBOV2_77440.2
OG0003803	Smp_165780.1	SBOV2_9820.1
OG0003804	Smp_024240.1	SBOV2_15050.1, SBOV2_15040.10
OG0003805	Smp_015880.1	SBOV2_1050.1, SBOV2_1050.2
OG0003806	Smp_066410.1	SBOV2_7570.1
OG0003807	Smp_008140.1	SBOV2_30650.1
