Orthogroup	schistosoma_mansoni	fasciola_gigantica
OG0003107	Smp_093430.1, Smp_093430.2	FGIG_00005
OG0003108	Smp_166040.1	FGIG_00069
OG0003109	Smp_135210.1	FGIG_00104
OG0003110	Smp_267270.1	FGIG_00329
OG0003111	Smp_092280.1	FGIG_00373, FGIG_00372
OG0003112	Smp_083930.1	FGIG_00405
OG0003114	Smp_340060.1	FGIG_00425
OG0003115	Smp_126970.1	FGIG_00440
OG0003116	Smp_147120.1	FGIG_00454
OG0003117	Smp_162770.1, Smp_162770.2	FGIG_00573
OG0003118	Smp_345780.1, Smp_345780.2	FGIG_00599
OG0003119	Smp_173640.1	FGIG_00640
OG0003120	Smp_036060.1	FGIG_00733
OG0003121	Smp_157000.1	FGIG_00832
OG0003122	Smp_148120.1	FGIG_00834
OG0003123	Smp_336210.1, Smp_333340.1, Smp_333340.2	FGIG_00870
OG0003124	Smp_068530.1	FGIG_00892
OG0003126	Smp_124760.1	FGIG_00964
OG0003127	Smp_162260.1	FGIG_01018, FGIG_01019
OG0003128	Smp_150550.1	FGIG_01047
OG0003129	Smp_169550.1, Smp_322150.1	FGIG_01130
OG0003130	Smp_035560.1	FGIG_06959, FGIG_06960, FGIG_01205
OG0003131	Smp_348090.1	FGIG_01254
OG0003132	Smp_171090.1	FGIG_01271
OG0003133	Smp_167410.1	FGIG_01405
OG0003134	Smp_156950.1	FGIG_01432, FGIG_01433
OG0003135	Smp_127580.1	FGIG_01687
OG0003136	Smp_068250.1	FGIG_01720
OG0003137	Smp_152550.1	FGIG_10091, FGIG_01742
OG0003138	Smp_334780.1	FGIG_01803, FGIG_01804
OG0003139	Smp_147220.1	FGIG_01910, FGIG_04845
OG0003140	Smp_012470.1	FGIG_01963
OG0003141	Smp_075130.1	FGIG_02066
OG0003142	Smp_266770.1	FGIG_06588, FGIG_02089
OG0003143	Smp_213510.1, Smp_213510.2	FGIG_02166
OG0003144	Smp_169380.1	FGIG_02199
OG0003145	Smp_143830.1	FGIG_02360, FGIG_05876
OG0003146	Smp_027010.1	FGIG_02362
OG0003147	Smp_159370.1	FGIG_11805, FGIG_02380
OG0003148	Smp_341770.1	FGIG_02414
OG0003149	Smp_021790.1	FGIG_02528
OG0003150	Smp_152510.1	FGIG_02558
OG0003151	Smp_342040.1	FGIG_02577, FGIG_02578
OG0003152	Smp_144550.1	FGIG_02705
OG0003153	Smp_126920.1	FGIG_02735
OG0003154	Smp_332480.1, Smp_332480.2	FGIG_02742
OG0003155	Smp_149000.1	FGIG_02744
OG0003156	Smp_084620.1	FGIG_02790
OG0003157	Smp_342480.1, Smp_342480.2	FGIG_02891
OG0003158	Smp_347550.1	FGIG_06749, FGIG_11417, FGIG_02904
OG0003159	Smp_180910.1	FGIG_04612, FGIG_02912
OG0003160	Smp_266830.2, Smp_266830.1	FGIG_02965
OG0003161	Smp_016410.1	FGIG_03141
OG0003162	Smp_154040.1, Smp_322920.1	FGIG_03155, FGIG_06192
OG0003163	Smp_064600.1	FGIG_03160
OG0003164	Smp_301430.1	FGIG_03241
OG0003165	Smp_343780.1	FGIG_03257
OG0003167	Smp_127920.1	FGIG_03348
OG0003168	Smp_168800.1	FGIG_03363, FGIG_07368
OG0003169	Smp_054330.1	FGIG_03426
OG0003170	Smp_198850.1	FGIG_03444
OG0003171	Smp_344180.1	FGIG_03515
OG0003172	Smp_026510.1	FGIG_06205, FGIG_03518, FGIG_05757
OG0003173	Smp_125730.1, Smp_125730.2	FGIG_03614, FGIG_03616, FGIG_03615
OG0003174	Smp_042920.1	FGIG_03638
OG0003175	Smp_210090.1	FGIG_03807
OG0003176	Smp_181870.1	FGIG_03829
OG0003177	Smp_162010.1	FGIG_03833, FGIG_07602, FGIG_10490
OG0003178	Smp_126140.1	FGIG_06106, FGIG_06105, FGIG_03939
OG0003179	Smp_343840.1	FGIG_12448, FGIG_04250
OG0003180	Smp_007450.1, Smp_007450.2	FGIG_04325
OG0003181	Smp_315830.1, Smp_315830.2	FGIG_06032, FGIG_04528
OG0003182	Smp_104120.1	FGIG_04583
OG0003183	Smp_157200.1	FGIG_04603
OG0003184	Smp_035200.1	FGIG_04609
OG0003185	Smp_345000.1	FGIG_04853
OG0003186	Smp_175590.1	FGIG_04944
OG0003187	Smp_126910.1	FGIG_04951
OG0003188	Smp_003710.1	FGIG_05117
OG0003189	Smp_170450.1	FGIG_05178
OG0003190	Smp_137910.1	FGIG_05237
OG0003191	Smp_324630.1	FGIG_05315
OG0003192	Smp_029800.1	FGIG_05388
OG0003193	Smp_144560.1	FGIG_05396
OG0003194	Smp_036980.1	FGIG_05426
OG0003195	Smp_306630.1	FGIG_05446
OG0003196	Smp_013460.1	FGIG_05473, FGIG_07358
OG0003197	Smp_134500.1	FGIG_05532
OG0003198	Smp_169040.1	FGIG_05599, FGIG_06298
OG0003199	Smp_010710.1	FGIG_05652
OG0003200	Smp_180070.1	FGIG_05681
OG0003201	Smp_176350.1	FGIG_05709
OG0003202	Smp_096320.1	FGIG_05726
OG0003203	Smp_016910.1, Smp_016900.1	FGIG_05925
OG0003204	Smp_243960.1	FGIG_05955, FGIG_05956
OG0003205	Smp_121420.1	FGIG_06364, FGIG_07276
OG0003206	Smp_084080.1	FGIG_06475
OG0003207	Smp_145550.1	FGIG_06638
OG0003208	Smp_132590.1	FGIG_06732
OG0003209	Smp_247520.1	FGIG_06733
OG0003210	Smp_135870.1	FGIG_06802, FGIG_06803, FGIG_07222
OG0003211	Smp_145320.1	FGIG_06838
OG0003212	Smp_036500.1	FGIG_06873
OG0003213	Smp_007210.1	FGIG_06897
OG0003214	Smp_155500.1	FGIG_10827, FGIG_06937
OG0003215	Smp_011700.1	FGIG_06944, FGIG_06943
OG0003216	Smp_027850.1	FGIG_06947
OG0003217	Smp_132280.1	FGIG_07015
OG0003218	Smp_151780.1	FGIG_07072
OG0003221	Smp_048260.1	FGIG_07199
OG0003222	Smp_157930.1	FGIG_07209
OG0003223	Smp_176710.1	FGIG_07226, FGIG_07227
OG0003224	Smp_036180.1	FGIG_07232
OG0003225	Smp_247880.1	FGIG_07237
OG0003226	Smp_047200.1	FGIG_07430
OG0003227	Smp_075140.1	FGIG_07506
OG0003228	Smp_158620.1	FGIG_07512
OG0003229	Smp_007960.3, Smp_007960.1, Smp_007960.2	FGIG_07522
OG0003230	Smp_131150.1	FGIG_07546
OG0003231	Smp_146420.1	FGIG_07630, FGIG_07631
OG0003232	Smp_179610.1	FGIG_07654
OG0003233	Smp_244130.1	FGIG_07711
OG0003234	Smp_137870.1	FGIG_07721
OG0003235	Smp_013150.1	FGIG_07779
OG0003236	Smp_030690.1	FGIG_07810
OG0003237	Smp_245690.1	FGIG_07852
OG0003238	Smp_123640.1	FGIG_07918
OG0003239	Smp_212250.1	FGIG_08059
OG0003240	Smp_080550.1	FGIG_08124
OG0003241	Smp_158520.2, Smp_158520.1	FGIG_10248, FGIG_08213
OG0003242	Smp_105540.1	FGIG_08237
OG0003243	Smp_128650.1	FGIG_08291
OG0003244	Smp_344680.1, Smp_344680.2	FGIG_10219, FGIG_08294
OG0003245	Smp_044850.1	FGIG_08341
OG0003246	Smp_012200.2, Smp_012200.1	FGIG_08352
OG0003247	Smp_061230.1	FGIG_08388
OG0003248	Smp_345150.1, Smp_345150.3, Smp_345150.2	FGIG_08413
OG0003249	Smp_063260.1	FGIG_08451, FGIG_12637
OG0003250	Smp_164730.1	FGIG_08547
OG0003251	Smp_179290.1	FGIG_08561
OG0003252	Smp_194770.1	FGIG_08583
OG0003253	Smp_123210.1	FGIG_08616
OG0003254	Smp_057130.1	FGIG_08634
OG0003255	Smp_010720.1, Smp_130370.1	FGIG_08636, FGIG_08635
OG0003256	Smp_156870.1	FGIG_08649
OG0003257	Smp_025360.1, Smp_025360.2	FGIG_08692
OG0003258	Smp_337340.1	FGIG_08812
OG0003259	Smp_171010.1	FGIG_08924
OG0003260	Smp_143430.1	FGIG_08952, FGIG_08953
OG0003261	Smp_315760.1	FGIG_08978
OG0003262	Smp_055600.1	FGIG_11009
OG0003263	Smp_030370.1	FGIG_09000
OG0003264	Smp_135300.1	FGIG_09035
OG0003265	Smp_170600.1	FGIG_09131
OG0003266	Smp_049970.1	FGIG_09132
OG0003267	Smp_243930.1	FGIG_09140
OG0003268	Smp_303000.1	FGIG_10574, FGIG_09212
OG0003269	Smp_093850.1	FGIG_09415
OG0003270	Smp_105950.1	FGIG_09426, FGIG_09427
OG0003271	Smp_047060.1	FGIG_09434
OG0003272	Smp_009810.1	FGIG_10872
OG0003273	Smp_025890.1	FGIG_09631
OG0003274	Smp_071610.1	FGIG_09710, FGIG_13996
OG0003275	Smp_129560.1	FGIG_09740
OG0003276	Smp_174810.1	FGIG_09828, FGIG_09827
OG0003277	Smp_346200.1	FGIG_09918
OG0003278	Smp_142510.1	FGIG_09964
OG0003279	Smp_043970.1	FGIG_10006
OG0003280	Smp_042060.1	FGIG_10327
OG0003281	Smp_173940.1	FGIG_10328
OG0003282	Smp_148450.1	FGIG_10330
OG0003283	Smp_041450.1	FGIG_10371
OG0003284	Smp_137940.1	FGIG_10450
OG0003285	Smp_099570.1	FGIG_10621
OG0003286	Smp_159890.1	FGIG_10657
OG0003287	Smp_103930.1, Smp_103930.2	FGIG_10686
OG0003288	Smp_100030.1	FGIG_10739
OG0003289	Smp_244420.1	FGIG_10772
OG0003290	Smp_079950.1	FGIG_11006
OG0003291	Smp_074510.1	FGIG_11157
OG0003292	Smp_086760.1, Smp_086760.2	FGIG_11166
OG0003293	Smp_076630.1	FGIG_11234
OG0003294	Smp_025620.1	FGIG_11258
OG0003295	Smp_073570.1	FGIG_11269
OG0003296	Smp_047500.1	FGIG_12360, FGIG_11371
OG0003297	Smp_142300.1	FGIG_11432
OG0003298	Smp_131690.1	FGIG_11454, FGIG_11539
OG0003299	Smp_062630.1	FGIG_11644, FGIG_12619
OG0003300	Smp_058410.1	FGIG_11672
OG0003301	Smp_211160.1	FGIG_11783
OG0003302	Smp_145650.1	FGIG_11908
OG0003303	Smp_210320.1	FGIG_12001
OG0003304	Smp_142180.1	FGIG_12346
OG0003305	Smp_346590.1	FGIG_12365
OG0003306	Smp_333950.1	FGIG_12477
OG0003307	Smp_305200.1, Smp_314650.1	FGIG_12638
OG0003326	Smp_030280.1	FGIG_00027
OG0003327	Smp_070170.1	FGIG_00066
OG0003328	Smp_064010.1	FGIG_00138, FGIG_11210
OG0003329	Smp_336610.1	FGIG_00157
OG0003330	Smp_167010.1	FGIG_00309
OG0003331	Smp_345570.1	FGIG_00333
OG0003332	Smp_140570.1	FGIG_00348, FGIG_00349
OG0003333	Smp_044440.1	FGIG_00370
OG0003334	Smp_035210.1	FGIG_00412
OG0003335	Smp_023700.1	FGIG_00467
OG0003336	Smp_345520.1	FGIG_00550
OG0003337	Smp_347030.1	FGIG_00566
OG0003338	Smp_346450.1, Smp_346450.2	FGIG_00567
OG0003339	Smp_130660.1	FGIG_00577
OG0003340	Smp_147970.1	FGIG_11568, FGIG_00580
OG0003341	Smp_000230.1	FGIG_00605, FGIG_05908, FGIG_05907
OG0003342	Smp_058190.1, Smp_058190.2	FGIG_00621
OG0003343	Smp_156540.1	FGIG_00652
OG0003344	Smp_160460.1	FGIG_00691
OG0003345	Smp_086030.1	FGIG_00706
OG0003346	Smp_033140.1	FGIG_00761
OG0003347	Smp_135140.1	FGIG_00787, FGIG_11412
OG0003348	Smp_176810.1	FGIG_00824
OG0003349	Smp_049630.1	FGIG_00956
OG0003350	Smp_000810.1	FGIG_01005
OG0003351	Smp_329340.1, Smp_316020.2, Smp_312950.1, Smp_312950.2, Smp_316020.1	FGIG_01029
OG0003352	Smp_070610.1	FGIG_01055
OG0003353	Smp_096920.1, Smp_248140.1, Smp_248130.1	FGIG_08293, FGIG_01107
OG0003354	Smp_175840.1	FGIG_01213
OG0003355	Smp_001100.1	FGIG_05751, FGIG_01233
OG0003357	Smp_302950.1	FGIG_01285, FGIG_01286
OG0003358	Smp_024930.2, Smp_024930.1, Smp_337830.1	FGIG_01317, FGIG_12690
OG0003359	Smp_197700.1	FGIG_01325
OG0003360	Smp_246820.1, Smp_246820.2	FGIG_01347
OG0003361	Smp_243920.1	FGIG_01419
OG0003362	Smp_043170.1	FGIG_01463
OG0003363	Smp_014280.1	FGIG_01536, FGIG_01537
OG0003364	Smp_169330.1	FGIG_01642
OG0003365	Smp_193750.2, Smp_193750.1, Smp_193750.3	FGIG_01696
OG0003366	Smp_333540.1	FGIG_01727
OG0003367	Smp_128190.1	FGIG_01780
OG0003368	Smp_154620.1	FGIG_01783
OG0003369	Smp_341250.1, Smp_134860.1	FGIG_01830
OG0003370	Smp_073620.1	FGIG_01957
OG0003371	Smp_128280.1	FGIG_02019
OG0003372	Smp_344530.1, Smp_344530.2	FGIG_02026
OG0003373	Smp_244370.1	FGIG_02213
OG0003374	Smp_347460.1	FGIG_10992, FGIG_02215
OG0003375	Smp_142110.1	FGIG_02328
OG0003376	Smp_146110.1	FGIG_02356
OG0003377	Smp_125630.1	FGIG_02440, FGIG_08574, FGIG_02441
OG0003378	Smp_160160.1	FGIG_05882, FGIG_02455
OG0003379	Smp_002880.1	FGIG_02476
OG0003380	Smp_063630.1	FGIG_02530
OG0003381	Smp_068440.1	FGIG_08975, FGIG_06170, FGIG_02604
OG0003382	Smp_169410.1	FGIG_02624
OG0003383	Smp_102240.1, Smp_335690.1	FGIG_02627
OG0003384	Smp_072740.1	FGIG_02644
OG0003385	Smp_342570.1	FGIG_02658
OG0003386	Smp_070340.1	FGIG_02736
OG0003387	Smp_323660.1	FGIG_02791
OG0003388	Smp_140200.1, Smp_140200.2	FGIG_02832
OG0003389	Smp_147840.1	FGIG_02845
OG0003390	Smp_105090.1, Smp_105090.2	FGIG_02967, FGIG_06462, FGIG_11310, FGIG_02968
OG0003391	Smp_136970.1	FGIG_02989
OG0003392	Smp_311870.2, Smp_311870.3, Smp_311870.5, Smp_311870.1, Smp_311870.4	FGIG_03019
OG0003393	Smp_045070.1	FGIG_03104
OG0003394	Smp_040270.1	FGIG_03228, FGIG_10570
OG0003395	Smp_104580.1, Smp_104580.2	FGIG_03232
OG0003396	Smp_038830.1	FGIG_03268
OG0003397	Smp_094050.1	FGIG_11253, FGIG_03277
OG0003398	Smp_092570.1	FGIG_03315
OG0003399	Smp_005230.1	FGIG_03351
OG0003400	Smp_312910.1	FGIG_03383
OG0003401	Smp_056970.1	FGIG_06798
OG0003402	Smp_266820.1	FGIG_03727
OG0003403	Smp_001780.1	FGIG_03770
OG0003404	Smp_145300.1	FGIG_03912
OG0003405	Smp_128230.1	FGIG_09971, FGIG_03953
OG0003406	Smp_182620.1	FGIG_03955
OG0003407	Smp_133470.1	FGIG_04038
OG0003408	Smp_197070.1	FGIG_04180
OG0003409	Smp_167770.1	FGIG_04283
OG0003410	Smp_000755.1	FGIG_04321
OG0003411	Smp_247150.1	FGIG_04428
OG0003412	Smp_192670.1, Smp_174390.1	FGIG_04567
OG0003413	Smp_214140.1	FGIG_04605
OG0003414	Smp_148070.1	FGIG_04641
OG0003415	Smp_336170.1	FGIG_05494, FGIG_04667
OG0003416	Smp_000980.1	FGIG_04682
OG0003417	Smp_155700.1	FGIG_04700
OG0003418	Smp_016340.1	FGIG_04781
OG0003419	Smp_334180.1	FGIG_04950
OG0003420	Smp_342240.1, Smp_342240.2	FGIG_04953
OG0003421	Smp_210820.1	FGIG_05044
OG0003422	Smp_016550.2, Smp_016550.1	FGIG_05101, FGIG_11462
OG0003423	Smp_210510.1	FGIG_05139, FGIG_05140
OG0003424	Smp_247780.1	FGIG_05199, FGIG_06598, FGIG_05198
OG0003425	Smp_169280.1	FGIG_05221
OG0003426	Smp_156290.1	FGIG_05233
OG0003427	Smp_248100.1	FGIG_05263
OG0003428	Smp_345490.1, Smp_345490.2	FGIG_05322
OG0003429	Smp_145020.1	FGIG_05378
OG0003430	Smp_155740.1	FGIG_05381
OG0003431	Smp_243970.1	FGIG_05479
OG0003432	Smp_086450.1	FGIG_05497
OG0003433	Smp_022700.1	FGIG_05557
OG0003434	Smp_247260.1	FGIG_05575, FGIG_05573
OG0003435	Smp_008230.1	FGIG_05623
OG0003436	Smp_123020.1	FGIG_05658, FGIG_05657
OG0003437	Smp_051930.1	FGIG_05713
OG0003438	Smp_128890.1	FGIG_05722
OG0003439	Smp_136490.1	FGIG_05729
OG0003440	Smp_316620.1	FGIG_05741
OG0003441	Smp_333250.1	FGIG_08834, FGIG_05805
OG0003442	Smp_312820.1	FGIG_05841
OG0003443	Smp_194090.1	FGIG_05859
OG0003444	Smp_088090.1	FGIG_05870
OG0003445	Smp_131810.1	FGIG_05949
OG0003446	Smp_009650.1	FGIG_05978
OG0003447	Smp_245250.1	FGIG_06010
OG0003448	Smp_063000.1, Smp_063000.2	FGIG_06070
OG0003449	Smp_062980.1	FGIG_06071
OG0003450	Smp_079840.1	FGIG_06121
OG0003451	Smp_143930.1	FGIG_06150
OG0003452	Smp_128600.1	FGIG_06174
OG0003453	Smp_161550.1	FGIG_06213
OG0003454	Smp_315700.1, Smp_315700.2	FGIG_07233, FGIG_06256
OG0003455	Smp_078800.1	FGIG_06283
OG0003456	Smp_245000.1	FGIG_06307
OG0003457	Smp_142550.1	FGIG_06344
OG0003458	Smp_125870.1	FGIG_06349
OG0003459	Smp_101310.1	FGIG_12029, FGIG_06414
OG0003460	Smp_135120.1	FGIG_06432
OG0003461	Smp_013200.1	FGIG_06491
OG0003462	Smp_340820.1	FGIG_06516
OG0003463	Smp_212490.1	FGIG_06582
OG0003464	Smp_344500.1, Smp_344500.2	FGIG_06669, FGIG_10395
OG0003465	Smp_212540.1	FGIG_06693
OG0003466	Smp_165850.1	FGIG_06768
OG0003467	Smp_347570.1, Smp_210280.1	FGIG_06773
OG0003468	Smp_309680.1, Smp_309690.1	FGIG_06775
OG0003469	Smp_001530.1	FGIG_06789, FGIG_12033
OG0003470	Smp_333890.1	FGIG_06855, FGIG_07604
OG0003471	Smp_066260.1	FGIG_06877
OG0003472	Smp_011710.1	FGIG_06945
OG0003473	Smp_247530.1, Smp_247530.2	FGIG_07054, FGIG_07055, FGIG_07056
OG0003474	Smp_139900.1	FGIG_07164
OG0003475	Smp_163220.1	FGIG_08007, FGIG_07166
OG0003476	Smp_196920.1	FGIG_07337, FGIG_07336, FGIG_07338
OG0003477	Smp_050880.2, Smp_050880.1	FGIG_07412
OG0003478	Smp_304660.1, Smp_306210.1	FGIG_07434
OG0003479	Smp_141320.1	FGIG_07482
OG0003480	Smp_000110.1	FGIG_12064, FGIG_07490
OG0003481	Smp_162710.1	FGIG_07505
OG0003482	Smp_267090.1	FGIG_07511
OG0003483	Smp_336350.1	FGIG_07526
OG0003484	Smp_242630.1	FGIG_12673, FGIG_07557
OG0003485	Smp_343680.1	FGIG_07575
OG0003486	Smp_072560.1	FGIG_07576
OG0003487	Smp_166980.1	FGIG_07648
OG0003488	Smp_047240.1	FGIG_07953
OG0003489	Smp_096780.1	FGIG_08029, FGIG_08030
OG0003490	Smp_011560.1	FGIG_08068
OG0003491	Smp_340850.1	FGIG_08112, FGIG_12117
OG0003492	Smp_018570.1	FGIG_08145
OG0003493	Smp_317670.1, Smp_342590.1	FGIG_08216
OG0003494	Smp_175660.1, Smp_175660.2	FGIG_08362
OG0003495	Smp_139070.1	FGIG_10021, FGIG_10022, FGIG_08396
OG0003496	Smp_160850.1	FGIG_08431
OG0003497	Smp_037460.1	FGIG_08580
OG0003498	Smp_053160.1	FGIG_08643
OG0003499	Smp_129450.1	FGIG_08680, FGIG_09723
OG0003500	Smp_026280.1, Smp_026280.2	FGIG_09031
OG0003501	Smp_169610.1	FGIG_09062
OG0003502	Smp_120080.1	FGIG_09063
OG0003503	Smp_172730.1	FGIG_09082
OG0003504	Smp_054620.1, Smp_054620.2, Smp_054620.3	FGIG_09166
OG0003505	Smp_172990.1	FGIG_09275
OG0003506	Smp_061040.2, Smp_061040.1	FGIG_09306
OG0003507	Smp_031220.1	FGIG_09412
OG0003508	Smp_027080.1	FGIG_09438
OG0003509	Smp_142250.1	FGIG_09546, FGIG_09545
OG0003510	Smp_170230.1	FGIG_09594
OG0003511	Smp_018870.1	FGIG_09712
OG0003512	Smp_085520.1	FGIG_09721
OG0003513	Smp_313310.1	FGIG_09801
OG0003514	Smp_246030.1	FGIG_09807
OG0003515	Smp_033350.1	FGIG_09892
OG0003516	Smp_023270.1	FGIG_09916
OG0003517	Smp_346540.1	FGIG_10167
OG0003518	Smp_247790.1	FGIG_10174
OG0003519	Smp_068110.1	FGIG_10419
OG0003520	Smp_160000.1	FGIG_10467
OG0003521	Smp_061970.1	FGIG_12051, FGIG_10478
OG0003522	Smp_170690.1	FGIG_10541
OG0003523	Smp_212140.1	FGIG_10550
OG0003524	Smp_013360.1, Smp_013360.2	FGIG_10704
OG0003525	Smp_198680.1, Smp_198680.2	FGIG_11007, FGIG_10781
OG0003526	Smp_200410.1	FGIG_10791
OG0003527	Smp_055760.1	FGIG_10811
OG0003528	Smp_015530.1	FGIG_10880
OG0003529	Smp_121320.1	FGIG_10912
OG0003530	Smp_138290.1	FGIG_10914
OG0003531	Smp_214290.1	FGIG_10989
OG0003532	Smp_043500.1, Smp_043500.2	FGIG_11060
OG0003533	Smp_345270.1	FGIG_11092
OG0003534	Smp_172210.1, Smp_172210.2, Smp_172210.3	FGIG_11538, FGIG_11202, FGIG_12694
OG0003535	Smp_097590.1	FGIG_11666
OG0003536	Smp_132350.1	FGIG_11774
OG0003537	Smp_167450.1	FGIG_11863
OG0003539	Smp_329600.1	FGIG_11917
OG0003540	Smp_093100.1, Smp_348830.1	FGIG_12074
OG0003541	Smp_074140.1	FGIG_12159
OG0003542	Smp_063390.1	FGIG_12196
OG0003543	Smp_046880.1	FGIG_12417
OG0003544	Smp_171280.1	FGIG_12447
OG0003545	Smp_076040.1	FGIG_12639
OG0003577	Smp_135080.1	FGIG_05691, FGIG_05690, FGIG_00043
OG0003578	Smp_318320.1	FGIG_00080
OG0003579	Smp_121430.1	FGIG_00148
OG0003580	Smp_054340.1	FGIG_00273
OG0003581	Smp_169180.1	FGIG_00360
OG0003582	Smp_349410.1	FGIG_00366
OG0003583	Smp_242530.1, Smp_242530.2, Smp_242530.3	FGIG_00376
OG0003584	Smp_174780.1	FGIG_00469
OG0003585	Smp_321250.1	FGIG_00518
OG0003586	Smp_075870.1	FGIG_00534
OG0003587	Smp_165460.1	FGIG_00586
OG0003588	Smp_038965.1, Smp_038980.1	FGIG_00743
OG0003589	Smp_198190.1	FGIG_00813
OG0003590	Smp_006195.1, Smp_342170.1	FGIG_12402, FGIG_00895
OG0003591	Smp_124460.1	FGIG_00905
OG0003592	Smp_343130.1	FGIG_00927
OG0003593	Smp_114160.1	FGIG_00974
OG0003594	Smp_024360.1	FGIG_00996
OG0003595	Smp_166200.1	FGIG_01053
OG0003596	Smp_148400.1, Smp_148400.2	FGIG_01069
OG0003597	Smp_334160.1, Smp_334160.2	FGIG_01078
OG0003598	Smp_000050.1	FGIG_01092
OG0003599	Smp_157230.1	FGIG_01106
OG0003600	Smp_246330.1	FGIG_01135
OG0003601	Smp_097730.1	FGIG_01211
OG0003602	Smp_342670.1	FGIG_01316
OG0003603	Smp_248170.1	FGIG_01389
OG0003604	Smp_347210.1	FGIG_01421
OG0003605	Smp_060170.1	FGIG_01482
OG0003606	Smp_083150.1	FGIG_01532
OG0003607	Smp_159450.1	FGIG_01612
OG0003608	Smp_132620.1	FGIG_01683
OG0003609	Smp_159570.1	FGIG_01810
OG0003610	Smp_138890.3, Smp_138890.1, Smp_138890.2	FGIG_01872
OG0003611	Smp_043780.1	FGIG_01911
OG0003612	Smp_333520.1, Smp_167470.1	FGIG_01920, FGIG_01921, FGIG_01922
OG0003613	Smp_100110.1	FGIG_01939
OG0003614	Smp_004440.1	FGIG_01971, FGIG_01972
OG0003615	Smp_332550.1, Smp_332550.2	FGIG_01976
OG0003616	Smp_323920.1	FGIG_02007, FGIG_02006
OG0003617	Smp_246900.1	FGIG_02047
OG0003618	Smp_176430.1	FGIG_02055
OG0003619	Smp_079920.1	FGIG_02061
OG0003620	Smp_065290.1	FGIG_08873
OG0003621	Smp_145740.1	FGIG_02103
OG0003622	Smp_316800.1, Smp_102340.1	FGIG_02151, FGIG_02150, FGIG_07012
OG0003623	Smp_004170.1	FGIG_02257
OG0003624	Smp_017890.1	FGIG_02258
OG0003625	Smp_174690.1	FGIG_12606, FGIG_02275
OG0003626	Smp_081820.1	FGIG_02277
OG0003627	Smp_334630.1	FGIG_02279, FGIG_02278
OG0003628	Smp_025700.1	FGIG_02331
OG0003629	Smp_053470.1	FGIG_02383
OG0003630	Smp_332470.1	FGIG_02400
OG0003631	Smp_055130.1	FGIG_02436
OG0003632	Smp_144450.1, Smp_144450.2	FGIG_02505
OG0003633	Smp_128750.1	FGIG_02585
OG0003634	Smp_343750.1	FGIG_02606, FGIG_02607
OG0003635	Smp_095650.1	FGIG_02628
OG0003636	Smp_336730.1	FGIG_11211, FGIG_02695
OG0003637	Smp_000320.1	FGIG_02762
OG0003638	Smp_245900.1	FGIG_02770, FGIG_02771
OG0003639	Smp_044810.1	FGIG_02772
OG0003640	Smp_245290.1	FGIG_02786
OG0003641	Smp_053640.1, Smp_053640.2	FGIG_02865
OG0003642	Smp_336050.1	FGIG_02922
OG0003643	Smp_168520.1	FGIG_02927
OG0003644	Smp_045730.1	FGIG_03073
OG0003645	Smp_213020.1	FGIG_03143
OG0003646	Smp_154830.1	FGIG_03166
OG0003647	Smp_244380.1	FGIG_03168
OG0003648	Smp_165840.1	FGIG_03188
OG0003649	Smp_160780.1	FGIG_03219
OG0003650	Smp_306180.1	FGIG_03263
OG0003651	Smp_001560.1	FGIG_03287
OG0003652	Smp_318800.1	FGIG_03323, FGIG_10472
OG0003653	Smp_213920.1, Smp_213930.1	FGIG_03385
OG0003654	Smp_138430.1	FGIG_03411
OG0003655	Smp_173180.1	FGIG_03536
OG0003656	Smp_036020.1, Smp_036020.2	FGIG_03555
OG0003657	Smp_304220.1, Smp_304210.1	FGIG_03629
OG0003658	Smp_211060.1	FGIG_03659
OG0003659	Smp_165340.1	FGIG_03808, FGIG_03705, FGIG_10990
OG0003660	Smp_213750.1	FGIG_03712
OG0003661	Smp_146630.1	FGIG_03773
OG0003662	Smp_085910.1	FGIG_03809
OG0003663	Smp_241510.1	FGIG_03827
OG0003664	Smp_213220.1, Smp_213220.2, Smp_213230.1	FGIG_04081
OG0003665	Smp_146690.1	FGIG_04110
OG0003666	Smp_347290.1	FGIG_04175
OG0003667	Smp_060290.1	FGIG_04235
OG0003668	Smp_146400.2, Smp_146400.1	FGIG_04251
OG0003669	Smp_137720.1	FGIG_05183, FGIG_04279
OG0003670	Smp_181490.1	FGIG_04318
OG0003671	Smp_247810.1	FGIG_04333
OG0003672	Smp_140110.1	FGIG_04413
OG0003673	Smp_165720.1, Smp_165720.2	FGIG_04449
OG0003674	Smp_305430.1	FGIG_04589, FGIG_04590
OG0003675	Smp_340980.1, Smp_063380.1	FGIG_04600
OG0003676	Smp_140040.1, Smp_140040.2	FGIG_04653, FGIG_04652
OG0003677	Smp_344410.1	FGIG_04666
OG0003678	Smp_346630.1	FGIG_04715, FGIG_04716, FGIG_04714
OG0003679	Smp_131770.1, Smp_131770.2	FGIG_04803
OG0003680	Smp_083790.1	FGIG_04884
OG0003681	Smp_123280.1	FGIG_04982
OG0003682	Smp_043210.1	FGIG_04999
OG0003683	Smp_133800.1	FGIG_05008
OG0003684	Smp_034430.1	FGIG_05125
OG0003685	Smp_084600.1	FGIG_05168
OG0003686	Smp_147020.1	FGIG_05189, FGIG_05190, FGIG_05191
OG0003687	Smp_172240.1	FGIG_05219
