Orthogroup	schistosoma_mansoni	schistosoma_guineensis
OG0003134	Smp_156950.1	SGUI1_84090.1
OG0003135	Smp_127580.1	SGUI1_36210.1
OG0003137	Smp_152550.1	SGUI1_81800.1
OG0003138	Smp_334780.1	SGUI1_90870.1
OG0003139	Smp_147220.1	SGUI1_49450.3, SGUI1_49450.4, SGUI1_49450.5, SGUI1_49450.1, SGUI1_49450.2
OG0003140	Smp_012470.1	SGUI1_30810.1
OG0003141	Smp_075130.1	SGUI1_62010.1, SGUI1_62010.2, SGUI1_62010.3
OG0003142	Smp_266770.1	SGUI1_76980.1
OG0003143	Smp_213510.1, Smp_213510.2	SGUI1_76210.1
OG0003144	Smp_169380.1	SGUI1_39130.1, SGUI1_39130.3, SGUI1_39130.2
OG0003145	Smp_143830.1	SGUI1_20890.1
OG0003146	Smp_027010.1	SGUI1_65240.1, SGUI1_65240.2, SGUI1_65240.3, SGUI1_65240.4, SGUI1_65240.5
OG0003147	Smp_159370.1	SGUI1_49300.1, SGUI1_49300.2
OG0003148	Smp_341770.1	SGUI1_92970.1
OG0003149	Smp_021790.1	SGUI1_56440.1, SGUI1_56440.2
OG0003150	Smp_152510.1	SGUI1_79280.2, SGUI1_79280.1
OG0003151	Smp_342040.1	SGUI1_50050.1
OG0003152	Smp_144550.1	SGUI1_37070.1
OG0003153	Smp_126920.1	SGUI1_74200.1
OG0003154	Smp_332480.1, Smp_332480.2	SGUI1_35560.1
OG0003155	Smp_149000.1	SGUI1_71410.1
OG0003156	Smp_084620.1	SGUI1_38040.1
OG0003157	Smp_342480.1, Smp_342480.2	SGUI1_52580.1
OG0003158	Smp_347550.1	SGUI1_89620.1
OG0003159	Smp_180910.1	SGUI1_56120.1, SGUI1_56110.1
OG0003160	Smp_266830.2, Smp_266830.1	SGUI1_20070.1, SGUI1_20070.2
OG0003161	Smp_016410.1	SGUI1_47060.1
OG0003162	Smp_154040.1, Smp_322920.1	SGUI1_8860.1
OG0003163	Smp_064600.1	SGUI1_1540.1
OG0003164	Smp_301430.1	SGUI1_33120.1
OG0003165	Smp_343780.1	SGUI1_78050.1
OG0003167	Smp_127920.1	SGUI1_94040.1, SGUI1_94040.2
OG0003168	Smp_168800.1	SGUI1_64040.1
OG0003169	Smp_054330.1	SGUI1_15480.2, SGUI1_15480.3, SGUI1_15480.1
OG0003170	Smp_198850.1	SGUI1_17690.1, SGUI1_17690.2, SGUI1_17690.3
OG0003171	Smp_344180.1	SGUI1_73430.1
OG0003172	Smp_026510.1	SGUI1_21760.1
OG0003173	Smp_125730.2	SGUI1_31480.1
OG0003174	Smp_042920.1	SGUI1_75610.1
OG0003175	Smp_210090.1	SGUI1_94210.1
OG0003176	Smp_181870.1	SGUI1_70390.1, SGUI1_70390.4, SGUI1_70390.5, SGUI1_70390.3, SGUI1_70390.2
OG0003178	Smp_126140.1	SGUI1_33190.1
OG0003179	Smp_343840.1	SGUI1_75770.1
OG0003180	Smp_007450.2	SGUI1_4200.1
OG0003181	Smp_315830.1, Smp_315830.2	SGUI1_36580.1
OG0003182	Smp_104120.1	SGUI1_31020.1
OG0003183	Smp_157200.1	SGUI1_12350.1
OG0003184	Smp_035200.1	SGUI1_28100.1
OG0003185	Smp_345000.1	SGUI1_72160.1
OG0003186	Smp_175590.1	SGUI1_29520.1, SGUI1_29520.2
OG0003187	Smp_126910.1	SGUI1_74210.1, SGUI1_74210.2, SGUI1_74210.3
OG0003188	Smp_003710.1	SGUI1_81300.1
OG0003189	Smp_170450.1	SGUI1_57190.1, SGUI1_57190.3, SGUI1_57190.2, SGUI1_57190.4, SGUI1_57190.5
OG0003190	Smp_137910.1	SGUI1_60910.2, SGUI1_60910.4, SGUI1_60910.1, SGUI1_60910.3, SGUI1_60910.5, SGUI1_60910.6, SGUI1_60910.7
OG0003191	Smp_324630.1	SGUI1_47350.1
OG0003192	Smp_029800.1	SGUI1_66710.1
OG0003193	Smp_144560.1	SGUI1_37120.1
OG0003194	Smp_036980.1	SGUI1_70030.1
OG0003195	Smp_306630.1	SGUI1_17740.1
OG0003196	Smp_013460.1	SGUI1_62550.1
OG0003197	Smp_134500.1	SGUI1_95350.1
OG0003198	Smp_169040.1	SGUI1_50800.2, SGUI1_50800.3, SGUI1_50800.1, SGUI1_50800.4, SGUI1_50800.5
OG0003199	Smp_010710.1	SGUI1_93900.1, SGUI1_93900.2
OG0003200	Smp_180070.1	SGUI1_9690.1
OG0003201	Smp_176350.1	SGUI1_14210.5, SGUI1_14210.4, SGUI1_14210.1, SGUI1_14210.2, SGUI1_14210.3
OG0003202	Smp_096320.1	SGUI1_18170.1, SGUI1_18170.2, SGUI1_18170.3
OG0003203	Smp_016900.1	SGUI1_92040.1
OG0003204	Smp_243960.1	SGUI1_20450.1
OG0003205	Smp_121420.1	SGUI1_36520.1, SGUI1_36520.2
OG0003206	Smp_084080.1	SGUI1_17120.1
OG0003207	Smp_145550.1	SGUI1_7760.1
OG0003208	Smp_132590.1	SGUI1_68370.1
OG0003209	Smp_247520.1	SGUI1_79360.1, SGUI1_79360.2, SGUI1_79360.3
OG0003210	Smp_135870.1	SGUI1_11980.1
OG0003211	Smp_145320.1	SGUI1_75470.1
OG0003213	Smp_007210.1	SGUI1_33050.1
OG0003214	Smp_155500.1	SGUI1_10870.1
OG0003215	Smp_011700.1	SGUI1_8240.1
OG0003216	Smp_027850.1	SGUI1_64710.1, SGUI1_64710.2
OG0003217	Smp_132280.1	SGUI1_61290.1, SGUI1_61290.2, SGUI1_61290.3
OG0003218	Smp_151780.1	SGUI1_58410.1
OG0003222	Smp_157930.1	SGUI1_19200.1
OG0003223	Smp_176710.1	SGUI1_92830.1, SGUI1_89130.1, SGUI1_89130.2
OG0003224	Smp_036180.1	SGUI1_38100.1, SGUI1_38100.2
OG0003225	Smp_247880.1	SGUI1_88730.1, SGUI1_88730.2, SGUI1_88730.3
OG0003226	Smp_047200.1	SGUI1_13640.3, SGUI1_13640.4, SGUI1_13640.1, SGUI1_13640.2, SGUI1_13640.5
OG0003227	Smp_075140.1	SGUI1_62020.1
OG0003228	Smp_158620.1	SGUI1_88030.1
OG0003229	Smp_007960.3, Smp_007960.1, Smp_007960.2	SGUI1_76650.1
OG0003230	Smp_131150.1	SGUI1_46930.1
OG0003231	Smp_146420.1	SGUI1_17420.1
OG0003232	Smp_179610.1	SGUI1_10060.1
OG0003233	Smp_244130.1	SGUI1_21640.1
OG0003234	Smp_137870.1	SGUI1_60940.1
OG0003235	Smp_013150.1	SGUI1_84760.1
OG0003236	Smp_030690.1	SGUI1_57720.1
OG0003237	Smp_245690.1	SGUI1_25010.1, SGUI1_25010.4, SGUI1_25010.5, SGUI1_25010.6, SGUI1_25010.2, SGUI1_25010.3
OG0003238	Smp_123640.1	SGUI1_65940.1, SGUI1_65940.2
OG0003239	Smp_212250.1	SGUI1_82540.1
OG0003240	Smp_080550.1	SGUI1_7560.1, SGUI1_7560.2
OG0003241	Smp_158520.2, Smp_158520.1	SGUI1_37440.1
OG0003242	Smp_105540.1	SGUI1_53170.2, SGUI1_53170.3, SGUI1_53170.1, SGUI1_53170.4
OG0003244	Smp_344680.1, Smp_344680.2	SGUI1_53600.3, SGUI1_53600.1, SGUI1_53600.2
OG0003245	Smp_044850.1	SGUI1_54190.1
OG0003247	Smp_061230.1	SGUI1_20190.1
OG0003248	Smp_345150.1, Smp_345150.3, Smp_345150.2	SGUI1_83720.1
OG0003249	Smp_063260.1	SGUI1_64420.2, SGUI1_64420.1
OG0003250	Smp_164730.1	SGUI1_70740.1
OG0003251	Smp_179290.1	SGUI1_86940.1
OG0003252	Smp_194770.1	SGUI1_42320.1
OG0003253	Smp_123210.1	SGUI1_87440.1, SGUI1_87440.4, SGUI1_87440.2, SGUI1_87440.3
OG0003254	Smp_057130.1	SGUI1_64720.2, SGUI1_64720.3, SGUI1_64720.1
OG0003255	Smp_010720.1	SGUI1_93920.1
OG0003255	Smp_130370.1	SGUI1_93020.1
OG0003256	Smp_156870.1	SGUI1_84280.1
OG0003257	Smp_025360.1, Smp_025360.2	SGUI1_11860.1
OG0003258	Smp_337340.1	SGUI1_43380.1
OG0003259	Smp_171010.1	SGUI1_23240.1, SGUI1_23240.2, SGUI1_23240.3, SGUI1_23240.4
OG0003260	Smp_143430.1	SGUI1_84530.6, SGUI1_84530.5, SGUI1_84530.1, SGUI1_84530.2, SGUI1_84530.4, SGUI1_84530.3
OG0003261	Smp_315760.1	SGUI1_34440.1, SGUI1_34440.2, SGUI1_34440.4, SGUI1_34440.3
OG0003262	Smp_055600.1	SGUI1_58370.1
OG0003263	Smp_030370.1	SGUI1_4740.1, SGUI1_4740.2
OG0003264	Smp_135300.1	SGUI1_15140.1, SGUI1_15140.2, SGUI1_15140.3, SGUI1_15140.4
OG0003265	Smp_170600.1	SGUI1_41990.2, SGUI1_41990.1, SGUI1_41990.3
OG0003266	Smp_049970.1	SGUI1_71570.1
OG0003267	Smp_243930.1	SGUI1_20490.1, SGUI1_20490.2
OG0003268	Smp_303000.1	SGUI1_43470.1, SGUI1_43470.2, SGUI1_43470.3, SGUI1_43470.4
OG0003269	Smp_093850.1	SGUI1_76840.1
OG0003270	Smp_105950.1	SGUI1_63050.1, SGUI1_63050.2
OG0003271	Smp_047060.1	SGUI1_10590.1, SGUI1_10590.2, SGUI1_10590.3
OG0003272	Smp_009810.1	SGUI1_36380.1, SGUI1_36390.1
OG0003273	Smp_025890.1	SGUI1_33570.2, SGUI1_33570.3, SGUI1_33570.1
OG0003274	Smp_071610.1	SGUI1_18540.1
OG0003275	Smp_129560.1	SGUI1_24340.1, SGUI1_24340.2, SGUI1_24340.5
OG0003276	Smp_174810.1	SGUI1_62080.1
OG0003277	Smp_346200.1	SGUI1_33300.1, SGUI1_33300.2
OG0003278	Smp_142510.1	SGUI1_55910.5, SGUI1_55910.3, SGUI1_55910.1, SGUI1_55910.2, SGUI1_55910.4
OG0003279	Smp_043970.1	SGUI1_1800.1, SGUI1_1800.2
OG0003280	Smp_042060.1	SGUI1_78430.1
OG0003281	Smp_173940.1	SGUI1_94800.1
OG0003282	Smp_148450.1	SGUI1_53000.1
OG0003283	Smp_041450.1	SGUI1_95010.1
OG0003284	Smp_137940.1	SGUI1_60880.1, SGUI1_60880.2
OG0003285	Smp_099570.1	SGUI1_22600.1, SGUI1_22600.2
OG0003286	Smp_159890.1	SGUI1_67340.3, SGUI1_67340.2, SGUI1_67340.4, SGUI1_67340.1
OG0003287	Smp_103930.1, Smp_103930.2	SGUI1_8730.2, SGUI1_8730.6, SGUI1_8730.1, SGUI1_8730.3, SGUI1_8730.4, SGUI1_8730.5
OG0003288	Smp_100030.1	SGUI1_68710.1
OG0003289	Smp_244420.1	SGUI1_12330.1
OG0003291	Smp_074510.1	SGUI1_16880.1
OG0003292	Smp_086760.1, Smp_086760.2	SGUI1_85560.2, SGUI1_85560.7, SGUI1_85560.1, SGUI1_85560.3, SGUI1_85560.4, SGUI1_85560.5, SGUI1_85560.6
OG0003293	Smp_076630.1	SGUI1_26940.1, SGUI1_26940.2
OG0003294	Smp_025620.1	SGUI1_33330.1
OG0003295	Smp_073570.1	SGUI1_25670.1
OG0003296	Smp_047500.1	SGUI1_54480.2, SGUI1_54480.4, SGUI1_54480.3, SGUI1_54480.1
OG0003297	Smp_142300.1	SGUI1_17290.2, SGUI1_17290.1
OG0003298	Smp_131690.1	SGUI1_46170.1
OG0003299	Smp_062630.1	SGUI1_77570.1
OG0003300	Smp_058410.1	SGUI1_12800.1, SGUI1_42900.1
OG0003301	Smp_211160.1	SGUI1_44060.1, SGUI1_44060.2, SGUI1_44060.3
OG0003302	Smp_145650.1	SGUI1_7630.1
OG0003303	Smp_210320.1	SGUI1_54570.1, SGUI1_54570.2
OG0003304	Smp_142180.1	SGUI1_6740.1
OG0003305	Smp_346590.1	SGUI1_74260.1, SGUI1_74260.2
OG0003306	Smp_333950.1	SGUI1_56550.1
OG0003307	Smp_305200.1, Smp_314650.1	SGUI1_25860.1
OG0003309	Smp_015800.1	SGUI1_910.1
OG0003311	Smp_141430.1	SGUI1_90210.1
OG0003313	Smp_331980.1	SGUI1_54890.1
OG0003314	Smp_076910.1, Smp_076910.2, Smp_076910.3	SGUI1_27120.1
OG0003319	Smp_319900.1	SGUI1_40340.1
OG0003319	Smp_093710.1	SGUI1_40330.1
OG0003320	Smp_346000.1	SGUI1_56700.1
OG0003321	Smp_014260.1	SGUI1_29640.1
OG0003322	Smp_176570.1	SGUI1_16420.4, SGUI1_16420.2, SGUI1_16420.1, SGUI1_16420.3
OG0003323	Smp_244880.1, Smp_244890.2, Smp_244890.1	SGUI1_22770.1
OG0003326	Smp_030280.1	SGUI1_67150.1, SGUI1_67150.2, SGUI1_67150.3
OG0003327	Smp_070170.1	SGUI1_77340.1, SGUI1_77340.2, SGUI1_77340.3, SGUI1_77340.4, SGUI1_77340.5
OG0003328	Smp_064010.1	SGUI1_74720.1, SGUI1_74720.2
OG0003329	Smp_336610.1	SGUI1_94900.1
OG0003330	Smp_167010.1	SGUI1_51810.1, SGUI1_51810.2
OG0003331	Smp_345570.1	SGUI1_8990.1
OG0003332	Smp_140570.1	SGUI1_31830.1
OG0003334	Smp_035210.1	SGUI1_28090.1
OG0003335	Smp_023700.1	SGUI1_64570.1
OG0003336	Smp_345520.1	SGUI1_62220.1
OG0003337	Smp_347030.1	SGUI1_76780.1
OG0003338	Smp_346450.1, Smp_346450.2	SGUI1_16380.2, SGUI1_16380.1
OG0003339	Smp_130660.1	SGUI1_740.4, SGUI1_740.3, SGUI1_740.1, SGUI1_740.2
OG0003340	Smp_147970.1	SGUI1_39650.1
OG0003341	Smp_000230.1	SGUI1_67970.1
OG0003342	Smp_058190.1, Smp_058190.2	SGUI1_13080.1
OG0003343	Smp_156540.1	SGUI1_51630.1
OG0003344	Smp_160460.1	SGUI1_22830.1
OG0003345	Smp_086030.1	SGUI1_88110.1
OG0003346	Smp_033140.1	SGUI1_94480.1
OG0003347	Smp_135140.1	SGUI1_44400.1
OG0003348	Smp_176810.1	SGUI1_53720.1, SGUI1_53720.2, SGUI1_53720.3, SGUI1_53720.4
OG0003349	Smp_049630.1	SGUI1_40150.1, SGUI1_40150.2, SGUI1_40150.3, SGUI1_40150.4
OG0003350	Smp_000810.1	SGUI1_69670.1, SGUI1_69670.2, SGUI1_69670.3, SGUI1_69670.4
OG0003351	Smp_329340.1, Smp_316020.2, Smp_312950.1, Smp_312950.2, Smp_316020.1	SGUI1_73700.1
OG0003352	Smp_070610.1	SGUI1_82560.1
OG0003353	Smp_248130.1	SGUI1_27190.1
OG0003354	Smp_175840.1	SGUI1_27260.1, SGUI1_27260.2, SGUI1_27260.3, SGUI1_27260.4
OG0003355	Smp_001100.1	SGUI1_69330.1
OG0003356	Smp_344830.1	SGUI1_12230.1
OG0003357	Smp_302950.1	SGUI1_43150.1, SGUI1_43150.3, SGUI1_43150.2
OG0003358	Smp_024930.2, Smp_024930.1, Smp_337830.1	SGUI1_90340.1
OG0003359	Smp_197700.1	SGUI1_58280.1
OG0003360	Smp_246820.1, Smp_246820.2	SGUI1_32860.1, SGUI1_32860.2, SGUI1_32860.3
OG0003361	Smp_243920.1	SGUI1_19100.3, SGUI1_19100.4, SGUI1_19100.5, SGUI1_19100.1, SGUI1_19100.2
OG0003362	Smp_043170.1	SGUI1_75880.1, SGUI1_75880.2
OG0003363	Smp_014280.1	SGUI1_96800.1, SGUI1_96800.2, SGUI1_96800.3, SGUI1_96800.4
OG0003364	Smp_169330.1	SGUI1_85520.1
OG0003365	Smp_193750.2, Smp_193750.1, Smp_193750.3	SGUI1_18590.1
OG0003366	Smp_333540.1	SGUI1_62040.1, SGUI1_62040.2
OG0003367	Smp_128190.1	SGUI1_47640.1, SGUI1_47570.17
OG0003368	Smp_154620.1	SGUI1_37760.1
OG0003369	Smp_341250.1, Smp_134860.1	SGUI1_65500.3, SGUI1_65500.1, SGUI1_65500.2
OG0003370	Smp_073620.1	SGUI1_25520.1
OG0003371	Smp_128280.1	SGUI1_47580.1
OG0003372	Smp_344530.1, Smp_344530.2	SGUI1_94560.2, SGUI1_94560.3, SGUI1_94560.1
OG0003373	Smp_244370.1	SGUI1_15150.1, SGUI1_15150.3, SGUI1_15150.2
OG0003374	Smp_347460.1	SGUI1_95270.1, SGUI1_95270.2
OG0003375	Smp_142110.1	SGUI1_69960.1
OG0003376	Smp_146110.1	SGUI1_47900.1, SGUI1_47900.2, SGUI1_47900.3
OG0003377	Smp_125630.1	SGUI1_81650.1
OG0003378	Smp_160160.1	SGUI1_83670.1
OG0003379	Smp_002880.1	SGUI1_66050.1
OG0003380	Smp_063630.1	SGUI1_51430.1
OG0003381	Smp_068440.1	SGUI1_55200.1
OG0003382	Smp_169410.1	SGUI1_70440.1
OG0003383	Smp_102240.1, Smp_335690.1	SGUI1_5930.1
OG0003384	Smp_072740.1	SGUI1_43420.2, SGUI1_43420.1, SGUI1_43420.3
OG0003385	Smp_342570.1	SGUI1_91750.1
OG0003386	Smp_070340.1	SGUI1_21320.1, SGUI1_21320.2, SGUI1_21320.3
OG0003387	Smp_323660.1	SGUI1_14990.1, SGUI1_14990.2, SGUI1_14990.3
OG0003388	Smp_140200.1, Smp_140200.2	SGUI1_94230.1
OG0003389	Smp_147840.1	SGUI1_46390.1
OG0003390	Smp_105090.1, Smp_105090.2	SGUI1_34480.1
OG0003391	Smp_136970.1	SGUI1_79660.1, SGUI1_79660.2, SGUI1_79660.3
OG0003392	Smp_311870.2, Smp_311870.3, Smp_311870.5, Smp_311870.1, Smp_311870.4	SGUI1_55900.1
OG0003393	Smp_045070.1	SGUI1_32320.1
OG0003394	Smp_040270.1	SGUI1_42420.1, SGUI1_42420.3, SGUI1_42420.2
OG0003395	Smp_104580.1, Smp_104580.2	SGUI1_56010.1
OG0003396	Smp_038830.1	SGUI1_43830.1
OG0003397	Smp_094050.1	SGUI1_21590.1
OG0003399	Smp_005230.1	SGUI1_35220.1, SGUI1_35220.3, SGUI1_35220.2
OG0003400	Smp_312910.1	SGUI1_73340.1, SGUI1_73340.2
OG0003401	Smp_056970.1	SGUI1_32680.1, SGUI1_32680.2
OG0003402	Smp_266820.1	SGUI1_20050.1
OG0003403	Smp_001780.1	SGUI1_50520.1, SGUI1_50520.2
OG0003404	Smp_145300.1	SGUI1_75440.1
OG0003405	Smp_128230.1	SGUI1_47600.2, SGUI1_47600.1
OG0003406	Smp_182620.1	SGUI1_96960.1, SGUI1_6800.1
OG0003407	Smp_133470.1	SGUI1_85310.1
OG0003408	Smp_197070.1	SGUI1_25350.1, SGUI1_25350.2
OG0003409	Smp_167770.1	SGUI1_17100.1, SGUI1_97060.1
OG0003410	Smp_000755.1	SGUI1_69690.1, SGUI1_69690.2
OG0003411	Smp_247150.1	SGUI1_39290.2, SGUI1_39290.1
OG0003412	Smp_192670.1, Smp_174390.1	SGUI1_4820.1
OG0003414	Smp_148070.1	SGUI1_39470.3, SGUI1_39470.2, SGUI1_39470.1
OG0003415	Smp_336170.1	SGUI1_80110.1
OG0003416	Smp_000980.1	SGUI1_69490.1, SGUI1_69490.2
OG0003417	Smp_155700.1	SGUI1_56520.1
OG0003418	Smp_016340.1	SGUI1_47120.1
OG0003419	Smp_334180.1	SGUI1_74220.1, SGUI1_74220.2, SGUI1_74220.3
OG0003420	Smp_342240.1, Smp_342240.2	SGUI1_36810.3, SGUI1_36810.1, SGUI1_36810.2
OG0003421	Smp_210820.1	SGUI1_37670.2, SGUI1_37670.3, SGUI1_37670.1, SGUI1_37670.4
OG0003422	Smp_016550.2, Smp_016550.1	SGUI1_46890.1
OG0003423	Smp_210510.1	SGUI1_12200.1, SGUI1_12200.2
OG0003424	Smp_247780.1	SGUI1_87010.1
OG0003425	Smp_169280.1	SGUI1_85440.1
OG0003426	Smp_156290.1	SGUI1_64440.5, SGUI1_64440.3, SGUI1_64440.2, SGUI1_64440.1, SGUI1_64440.4
OG0003427	Smp_248100.1	SGUI1_44580.3, SGUI1_44580.1, SGUI1_44580.2
OG0003428	Smp_345490.1, Smp_345490.2	SGUI1_83330.1, SGUI1_83330.2
OG0003429	Smp_145020.1	SGUI1_78340.2, SGUI1_78340.1
OG0003430	Smp_155740.1	SGUI1_77470.1, SGUI1_77470.2, SGUI1_77470.3
OG0003431	Smp_243970.1	SGUI1_20430.1
OG0003432	Smp_086450.1	SGUI1_70930.1, SGUI1_70930.2
OG0003433	Smp_022700.1	SGUI1_4570.1
OG0003434	Smp_247260.1	SGUI1_60180.1, SGUI1_60170.1
OG0003435	Smp_008230.1	SGUI1_36840.1
OG0003436	Smp_123020.1	SGUI1_50540.1, SGUI1_50540.2
OG0003437	Smp_051930.1	SGUI1_73020.1
OG0003438	Smp_128890.1	SGUI1_30760.1
OG0003439	Smp_136490.1	SGUI1_21800.1, SGUI1_21800.3, SGUI1_21800.2
OG0003440	Smp_316620.1	SGUI1_19350.1
OG0003441	Smp_333250.1	SGUI1_26670.1
OG0003442	Smp_312820.1	SGUI1_72850.1, SGUI1_72850.2
OG0003443	Smp_194090.1	SGUI1_59240.1, SGUI1_59230.1
OG0003445	Smp_131810.1	SGUI1_44820.1
OG0003446	Smp_009650.1	SGUI1_34870.1
OG0003447	Smp_245250.1	SGUI1_5100.1, SGUI1_5100.2
OG0003448	Smp_063000.1, Smp_063000.2	SGUI1_70310.1, SGUI1_70310.2
OG0003449	Smp_062980.1	SGUI1_70320.1
OG0003450	Smp_079840.1	SGUI1_66310.1
OG0003451	Smp_143930.1	SGUI1_85730.1
OG0003452	Smp_128600.1	SGUI1_8000.1
OG0003453	Smp_161550.1	SGUI1_43400.3, SGUI1_43400.1, SGUI1_43400.2
OG0003454	Smp_315700.1, Smp_315700.2	SGUI1_34000.1
OG0003455	Smp_078800.1	SGUI1_62190.1
OG0003456	Smp_245000.1	SGUI1_7610.2
OG0003457	Smp_142550.1	SGUI1_37890.1
OG0003458	Smp_125870.1	SGUI1_39030.1
OG0003459	Smp_101310.1	SGUI1_74140.1, SGUI1_74140.2
OG0003460	Smp_135120.1	SGUI1_44430.1
OG0003461	Smp_013200.1	SGUI1_84730.1
OG0003462	Smp_340820.1	SGUI1_39550.1, SGUI1_39550.2, SGUI1_39550.3, SGUI1_39550.4
OG0003463	Smp_212490.1	SGUI1_85380.1, SGUI1_85380.2
OG0003464	Smp_344500.1, Smp_344500.2	SGUI1_81910.1, SGUI1_81910.2, SGUI1_81910.3
OG0003465	Smp_212540.1	SGUI1_63330.1
OG0003466	Smp_165850.1	SGUI1_9220.1
OG0003467	Smp_347570.1	SGUI1_77580.1
OG0003468	Smp_309680.1, Smp_309690.1	SGUI1_68820.1
OG0003469	Smp_001530.1	SGUI1_50700.1
OG0003470	Smp_333890.1	SGUI1_52350.1
OG0003471	Smp_066260.1	SGUI1_45880.1, SGUI1_45880.2, SGUI1_45880.3
OG0003472	Smp_011710.1	SGUI1_8260.1
OG0003473	Smp_247530.1, Smp_247530.2	SGUI1_78290.1, SGUI1_78290.2
OG0003474	Smp_139900.1	SGUI1_56960.1
OG0003475	Smp_163220.1	SGUI1_24180.1, SGUI1_24180.2
OG0003476	Smp_196920.1	SGUI1_42790.1, SGUI1_42790.2, SGUI1_86060.1, SGUI1_86040.1
OG0003477	Smp_050880.2, Smp_050880.1	SGUI1_89680.3, SGUI1_89680.2, SGUI1_89680.1
OG0003478	Smp_304660.1, Smp_306210.1	SGUI1_5990.1
OG0003479	Smp_141320.1	SGUI1_27710.1, SGUI1_27710.2
OG0003480	Smp_000110.1	SGUI1_68100.1, SGUI1_68100.2
OG0003481	Smp_162710.1	SGUI1_62030.1, SGUI1_62030.2, SGUI1_62030.3
OG0003482	Smp_267090.1	SGUI1_88020.1, SGUI1_88020.2
OG0003483	Smp_336350.1	SGUI1_30160.1, SGUI1_30160.2, SGUI1_30160.3
OG0003484	Smp_242630.1	SGUI1_4210.1
OG0003485	Smp_343680.1	SGUI1_83920.1
OG0003486	Smp_072560.1	SGUI1_41350.1
OG0003487	Smp_166980.1	SGUI1_51760.1
OG0003488	Smp_047240.1	SGUI1_10660.3, SGUI1_10660.1, SGUI1_10660.2
OG0003489	Smp_096780.1	SGUI1_77180.2, SGUI1_77180.3, SGUI1_77180.1
OG0003490	Smp_011560.1	SGUI1_8170.1
OG0003491	Smp_340850.1	SGUI1_33840.1, SGUI1_33840.2
OG0003492	Smp_018570.1	SGUI1_61420.1
OG0003493	Smp_317670.1, Smp_342590.1	SGUI1_92100.1, SGUI1_92100.2
OG0003494	Smp_175660.1, Smp_175660.2	SGUI1_97210.1
OG0003495	Smp_139070.1	SGUI1_4080.1
OG0003496	Smp_160850.1	SGUI1_30110.1
OG0003497	Smp_037460.1	SGUI1_55620.1
OG0003498	Smp_053160.1	SGUI1_70550.1
OG0003499	Smp_129450.1	SGUI1_62540.1
OG0003500	Smp_026280.1, Smp_026280.2	SGUI1_63760.1, SGUI1_63760.2
OG0003501	Smp_169610.1	SGUI1_77870.2, SGUI1_77870.3, SGUI1_77870.1
OG0003502	Smp_120080.1	SGUI1_88100.1
OG0003503	Smp_172730.1	SGUI1_5420.1
OG0003504	Smp_054620.1, Smp_054620.2, Smp_054620.3	SGUI1_38820.1
OG0003505	Smp_172990.1	SGUI1_51300.1, SGUI1_51300.2
OG0003507	Smp_031220.1	SGUI1_4090.1, SGUI1_4090.2
OG0003508	Smp_027080.1	SGUI1_65200.1
OG0003509	Smp_142250.1	SGUI1_43960.1
OG0003510	Smp_170230.1	SGUI1_1060.1
OG0003511	Smp_018870.1	SGUI1_65110.1
OG0003512	Smp_085520.1	SGUI1_83230.2, SGUI1_83230.1
OG0003513	Smp_313310.1	SGUI1_76170.1
OG0003514	Smp_246030.1	SGUI1_28600.1
OG0003515	Smp_033350.1	SGUI1_94280.1, SGUI1_94280.2, SGUI1_94280.3
OG0003516	Smp_023270.1	SGUI1_51050.1
OG0003517	Smp_346540.1	SGUI1_95810.1, SGUI1_95810.2
OG0003518	Smp_247790.1	SGUI1_87020.1, SGUI1_87020.2, SGUI1_87020.3
OG0003519	Smp_068110.1	SGUI1_37590.1
OG0003520	Smp_160000.1	SGUI1_58240.1
OG0003521	Smp_061970.1	SGUI1_10880.1
OG0003522	Smp_170690.1	SGUI1_80650.1, SGUI1_80650.2, SGUI1_80650.3, SGUI1_80650.4
OG0003523	Smp_212140.1	SGUI1_54930.1
OG0003524	Smp_013360.2	SGUI1_62470.1
OG0003525	Smp_198680.1, Smp_198680.2	SGUI1_3330.1
OG0003526	Smp_200410.1	SGUI1_29820.1
OG0003527	Smp_055760.1	SGUI1_80120.1
OG0003528	Smp_015530.1	SGUI1_660.1, SGUI1_660.2
OG0003529	Smp_121320.1	SGUI1_42190.4, SGUI1_42190.1, SGUI1_42190.3, SGUI1_42190.2
OG0003530	Smp_138290.1	SGUI1_66690.1, SGUI1_66690.2, SGUI1_66690.3
OG0003531	Smp_214290.1	SGUI1_9840.4, SGUI1_9840.1, SGUI1_9840.2, SGUI1_9840.3
OG0003532	Smp_043500.1, Smp_043500.2	SGUI1_7660.1, SGUI1_7660.2
OG0003533	Smp_345270.1	SGUI1_48340.1
OG0003534	Smp_172210.1, Smp_172210.2, Smp_172210.3	SGUI1_87780.1
OG0003535	Smp_097590.1	SGUI1_96560.1
OG0003536	Smp_132350.1	SGUI1_61470.1
OG0003537	Smp_167450.1	SGUI1_59710.1
OG0003538	Smp_026560.1	SGUI1_21830.3
OG0003539	Smp_329600.1	SGUI1_77490.5, SGUI1_77490.2, SGUI1_77490.3, SGUI1_77490.6, SGUI1_77490.1, SGUI1_77490.4
OG0003540	Smp_093100.1, Smp_348830.1	SGUI1_13880.1
OG0003541	Smp_074140.1	SGUI1_86510.1, SGUI1_86500.1
