Orthogroup	schistosoma_japonicum	schistosoma_bovis
OG0002755	EWB00_009047.2, EWB00_009047.3, EWB00_009047.4	SBOV2_3900.1, SBOV2_3900.2, SBOV2_3900.3
OG0002756	EWB00_003462	SBOV2_57560.1
OG0002757	EWB00_008155.4, EWB00_008155.3, EWB00_008155.1, EWB00_008155.2	SBOV2_35800.3, SBOV2_35800.4, SBOV2_35800.1, SBOV2_35800.5, SBOV2_35800.6, SBOV2_35800.2
OG0002758	EWB00_006302	SBOV2_5370.1
OG0002759	EWB00_006974.1, EWB00_006974.2, EWB00_006974.4, EWB00_006974.3	SBOV2_39380.4, SBOV2_39380.1, SBOV2_39380.3, SBOV2_39380.2
OG0002760	EWB00_000873	SBOV2_96190.1, SBOV2_3590.1, SBOV2_3590.2, SBOV2_96170.1, SBOV2_96180.1
OG0002761	EWB00_009560	SBOV2_6260.1
OG0002762	EWB00_006682	SBOV2_94710.1, SBOV2_94720.1, SBOV2_94720.2, SBOV2_94700.1
OG0002763	EWB00_001241.3, EWB00_001241.1, EWB00_001241.2	SBOV2_77650.1, SBOV2_77650.2
OG0002764	EWB00_002577, EWB00_002576	SBOV2_36020.1, SBOV2_36020.2, SBOV2_36020.4, SBOV2_36020.3
OG0002766	EWB00_006627	SBOV2_72230.1
OG0002767	EWB00_002978	SBOV2_48800.1, SBOV2_48800.2
OG0002768	EWB00_007195.1, EWB00_007195.2	SBOV2_2250.1
OG0002769	EWB00_003719	SBOV2_41340.2, SBOV2_41340.1, SBOV2_41340.3
OG0002770	EWB00_006453	SBOV2_17480.2, SBOV2_17480.1, SBOV2_17480.3, SBOV2_17480.4, SBOV2_17480.5
OG0002771	EWB00_001722.4, EWB00_001722.5, EWB00_001722.1, EWB00_001722.3, EWB00_001722.2	SBOV2_33890.2, SBOV2_33890.3, SBOV2_33890.6, SBOV2_33890.4, SBOV2_33890.5, SBOV2_33890.1
OG0002772	EWB00_006748	SBOV2_79900.1, SBOV2_79900.2, SBOV2_79900.3, SBOV2_79900.4
OG0002773	EWB00_003108.2, EWB00_003108.3, EWB00_003108.1	SBOV2_15670.1
OG0002774	EWB00_007883	SBOV2_2770.1, SBOV2_2780.1
OG0002775	EWB00_001769	SBOV2_33590.1, SBOV2_33580.1
OG0002776	EWB00_007262.1, EWB00_007262.2, EWB00_007262.3	SBOV2_73790.1, SBOV2_73790.2, SBOV2_73790.3, SBOV2_73790.4, SBOV2_73790.5, SBOV2_73790.6, SBOV2_73790.7
OG0002777	EWB00_010957	SBOV2_75190.2, SBOV2_75190.1
OG0002778	EWB00_004788	SBOV2_94550.1
OG0002779	EWB00_002929, EWB00_002928	SBOV2_34320.1
OG0002780	EWB00_008963.1, EWB00_008963.2	SBOV2_46540.1
OG0002781	EWB00_005044	SBOV2_40990.1, SBOV2_40990.4, SBOV2_40990.5, SBOV2_40990.2, SBOV2_40990.3
OG0002782	EWB00_002654	SBOV2_77980.1, SBOV2_77980.2, SBOV2_77980.3
OG0002783	EWB00_008114	SBOV2_51410.1, SBOV2_51410.2, SBOV2_51410.3
OG0002784	EWB00_003721.1, EWB00_003721.2, EWB00_003721.3	SBOV2_41330.1, SBOV2_41330.2, SBOV2_41330.3
OG0002785	EWB00_002728	SBOV2_70620.1, SBOV2_70330.1
OG0002786	EWB00_002690	SBOV2_12970.1, SBOV2_96250.1
OG0002787	EWB00_008673	SBOV2_6920.1
OG0002788	EWB00_004671	SBOV2_10540.1, SBOV2_10540.2, SBOV2_10540.3
OG0002789	EWB00_001061.1, EWB00_001061.2, EWB00_001061.3	SBOV2_18250.1
OG0002790	EWB00_010995	SBOV2_75510.1, SBOV2_75510.2
OG0002791	EWB00_007872	SBOV2_96050.1, SBOV2_96050.4, SBOV2_96050.2, SBOV2_96050.3, SBOV2_96050.5, SBOV2_96050.6, SBOV2_2660.3, SBOV2_2660.1, SBOV2_2660.2
OG0002792	EWB00_008383.1, EWB00_008383.2, EWB00_008383.3	SBOV2_55090.1
OG0002793	EWB00_004201.1, EWB00_004201.2, EWB00_004201.3, EWB00_004201.4	SBOV2_11190.1, SBOV2_11190.2, SBOV2_11190.3
OG0002794	EWB00_005503.1, EWB00_005503.2	SBOV2_92690.1
OG0002795	EWB00_005051.2, EWB00_005051.4, EWB00_005051.3, EWB00_005051.1	SBOV2_41070.3, SBOV2_41070.1, SBOV2_41070.2
OG0002796	EWB00_007684.1, EWB00_007684.2	SBOV2_12290.1
OG0002797	EWB00_004313	SBOV2_31260.1, SBOV2_31260.2, SBOV2_31260.3, SBOV2_31260.4
OG0002798	EWB00_010942.1, EWB00_010942.2	SBOV2_73400.1
OG0002799	EWB00_010175, EWB00_010174	SBOV2_83360.1
OG0002800	EWB00_002260.1, EWB00_002260.2	SBOV2_78690.1, SBOV2_78690.2
OG0002801	EWB00_006348	SBOV2_4940.1, SBOV2_4940.2, SBOV2_4940.3
OG0002802	EWB00_000333.2, EWB00_000333.3, EWB00_000333.1	SBOV2_89920.6, SBOV2_89920.7, SBOV2_89920.2, SBOV2_89920.3, SBOV2_89920.4, SBOV2_89920.5, SBOV2_89920.1
OG0002803	EWB00_005016.2, EWB00_005016.1, EWB00_005016.3	SBOV2_40790.2, SBOV2_40790.3, SBOV2_40790.1
OG0002804	EWB00_006188	SBOV2_28510.3, SBOV2_28510.1, SBOV2_28510.2
OG0002805	EWB00_007833, EWB00_007834	SBOV2_55390.1
OG0002807	EWB00_002493	SBOV2_19950.1, SBOV2_19950.2
OG0002808	EWB00_000226, EWB00_000224, EWB00_000547, EWB00_000223	SBOV2_61610.1, SBOV2_61610.2
OG0002809	EWB00_000152	SBOV2_80870.1, SBOV2_80870.2
OG0002810	EWB00_008164.1, EWB00_008164.2, EWB00_008164.3	SBOV2_32880.1
OG0002811	EWB00_002428	SBOV2_21250.1
OG0002812	EWB00_000098	SBOV2_85060.1
OG0002813	EWB00_004567, EWB00_004566	SBOV2_76850.1, SBOV2_76850.2, SBOV2_76850.3
OG0002814	EWB00_007073	SBOV2_23190.1
OG0002815	EWB00_007100.1, EWB00_007100.2	SBOV2_62990.3, SBOV2_62990.1, SBOV2_62990.2, SBOV2_63020.1
OG0002816	EWB00_010355	SBOV2_18990.2, SBOV2_18990.1, SBOV2_18990.3, SBOV2_18990.4, SBOV2_18990.5
OG0002817	EWB00_001285	SBOV2_30380.1
OG0002818	EWB00_004518.1, EWB00_004518.2	SBOV2_74470.1, SBOV2_74470.2, SBOV2_74470.3
OG0002819	EWB00_008916.1, EWB00_008916.2	SBOV2_68130.2, SBOV2_68130.1
OG0002820	EWB00_001407, EWB00_001404, EWB00_001405	SBOV2_73860.1, SBOV2_73860.2, SBOV2_73860.3
OG0002821	EWB00_004844.3, EWB00_004844.5, EWB00_004844.1, EWB00_004844.4, EWB00_004844.2	SBOV2_4320.1, SBOV2_4320.2
OG0002822	EWB00_009673.1, EWB00_009673.2, EWB00_009673.3, EWB00_009673.4, EWB00_009673.5, EWB00_009673.6	SBOV2_9600.3, SBOV2_9600.4, SBOV2_9600.1, SBOV2_9600.2
OG0002823	EWB00_002330	SBOV2_14650.1, SBOV2_14650.3, SBOV2_14650.2
OG0002824	EWB00_008799.1, EWB00_008799.3, EWB00_008799.2	SBOV2_1960.1
OG0002825	EWB00_008085.1, EWB00_008085.2	SBOV2_48110.2, SBOV2_48110.1
OG0002826	EWB00_007800	SBOV2_27040.8, SBOV2_27040.4, SBOV2_27040.6, SBOV2_27040.10, SBOV2_27040.5, SBOV2_27040.3, SBOV2_27040.2, SBOV2_27040.1, SBOV2_27040.9, SBOV2_27040.11, SBOV2_27040.7
OG0002827	EWB00_002846.1, EWB00_002846.2	SBOV2_40320.1
OG0002828	EWB00_006963.3, EWB00_006963.2, EWB00_006963.1	SBOV2_39500.1, SBOV2_39490.1
OG0002829	EWB00_011311	SBOV2_60260.1
OG0002830	EWB00_007081	SBOV2_22970.1, SBOV2_22970.4, SBOV2_22970.2, SBOV2_22970.3
OG0002831	EWB00_004126	SBOV2_15240.1
OG0002832	EWB00_009234	SBOV2_80540.2, SBOV2_80540.1
OG0002833	EWB00_005141	SBOV2_56110.1, SBOV2_56110.2
OG0002834	EWB00_000870.1, EWB00_000870.3, EWB00_000870.2	SBOV2_3620.1, SBOV2_3620.2
OG0002835	EWB00_009214	SBOV2_90580.1
OG0002836	EWB00_000279	SBOV2_25110.2, SBOV2_25110.3, SBOV2_25110.1, SBOV2_25110.4
OG0002837	EWB00_004125	SBOV2_15250.1
OG0002838	EWB00_004159.1, EWB00_004159.2	SBOV2_13550.1, SBOV2_13550.2
OG0002839	EWB00_001593	SBOV2_70800.3, SBOV2_70800.1, SBOV2_70800.2, SBOV2_70800.4
OG0002840	EWB00_006717.2, EWB00_006717.1, EWB00_006717.3	SBOV2_90340.1
OG0002841	EWB00_003674	SBOV2_54780.1, SBOV2_54770.2, SBOV2_54770.3, SBOV2_54770.5, SBOV2_54770.4
OG0002842	EWB00_007355	SBOV2_71060.1
OG0002843	EWB00_003712	SBOV2_41420.1
OG0002844	EWB00_009990.1, EWB00_009990.2, EWB00_009990.3, EWB00_009990.4	SBOV2_67110.1
OG0002845	EWB00_005538.2, EWB00_005538.1, EWB00_005538.3	SBOV2_10660.1
OG0002846	EWB00_010309.1, EWB00_010309.2	SBOV2_19220.1, SBOV2_19220.2
OG0002847	EWB00_005561.1, EWB00_005561.2	SBOV2_57340.1, SBOV2_57340.2
OG0002848	EWB00_011105	SBOV2_60810.1
OG0002849	EWB00_004117.1, EWB00_004117.2	SBOV2_13340.3, SBOV2_13340.1, SBOV2_13340.5, SBOV2_13340.2, SBOV2_13340.4
OG0002850	EWB00_003649.2, EWB00_003649.4, EWB00_003649.1, EWB00_003649.3	SBOV2_64360.1
OG0002851	EWB00_001938.1, EWB00_001938.3, EWB00_001938.2, EWB00_001937.1, EWB00_001937.2	SBOV2_88490.1
OG0002852	EWB00_002305.1, EWB00_002305.2	SBOV2_13440.1, SBOV2_13440.6, SBOV2_13440.4, SBOV2_13440.5, SBOV2_13440.2, SBOV2_13440.3
OG0002853	EWB00_004529	SBOV2_72390.1, SBOV2_72390.2, SBOV2_72390.3
OG0002854	EWB00_003389.1, EWB00_003389.2	SBOV2_33110.1
OG0002855	EWB00_000069.1, EWB00_000069.2	SBOV2_16630.1, SBOV2_16630.2
OG0002856	EWB00_005400	SBOV2_52210.1
OG0002857	EWB00_007138.1, EWB00_007138.2	SBOV2_62690.1
OG0002858	EWB00_008506.3, EWB00_008506.1, EWB00_008506.2, EWB00_008506.5	SBOV2_9750.4
OG0002858	EWB00_008506.4, EWB00_008506.6	SBOV2_9750.1, SBOV2_9750.2, SBOV2_9750.3
OG0002859	EWB00_000389	SBOV2_62360.1, SBOV2_62360.2, SBOV2_62360.3, SBOV2_62360.4, SBOV2_62360.5
OG0002860	EWB00_001409.1, EWB00_001409.3, EWB00_001409.2	SBOV2_76430.2, SBOV2_76430.1
OG0002861	EWB00_003277	SBOV2_87170.1
OG0002862	EWB00_000928	SBOV2_64760.2, SBOV2_64760.1
OG0002863	EWB00_000678	SBOV2_16860.1
OG0002864	EWB00_006484	SBOV2_51780.1
OG0002865	EWB00_004666.2, EWB00_004666.1, EWB00_004666.4, EWB00_004666.3	SBOV2_10480.1
OG0002866	EWB00_004245, EWB00_004246, EWB00_006869	SBOV2_31900.1, SBOV2_31900.2
OG0002867	EWB00_009064.1, EWB00_009064.2, EWB00_009064.3, EWB00_009064.4	SBOV2_3820.1
OG0002868	EWB00_006929.1, EWB00_006929.3, EWB00_006929.2	SBOV2_86290.1, SBOV2_86290.2
OG0002869	EWB00_004651	SBOV2_2090.1
OG0002870	EWB00_006870.1, EWB00_006870.2, EWB00_006870.3	SBOV2_46860.1, SBOV2_46860.2
OG0002871	EWB00_009709.2, EWB00_009709.3, EWB00_009709.1, EWB00_009709.4	SBOV2_44300.1
OG0002872	EWB00_007610	SBOV2_48940.1, SBOV2_48940.3, SBOV2_48940.2
OG0002873	EWB00_008574.3, EWB00_008574.1, EWB00_008574.2	SBOV2_90870.1
OG0002874	EWB00_006146	SBOV2_28170.1, SBOV2_28170.2
OG0002875	EWB00_005307	SBOV2_54400.1
OG0002876	EWB00_003668	SBOV2_70270.2, SBOV2_70270.1, SBOV2_70270.3
OG0002877	EWB00_000821.1	SBOV2_60210.1
OG0002878	EWB00_010430, EWB00_010821	SBOV2_63360.1, SBOV2_63360.2, SBOV2_63360.3
OG0002880	EWB00_002435.1, EWB00_002435.2	SBOV2_21190.1
OG0002881	EWB00_000487.1, EWB00_000487.3, EWB00_000487.2	SBOV2_58740.1
OG0002882	EWB00_005444	SBOV2_17760.1
OG0002883	EWB00_005318.2, EWB00_005318.1	SBOV2_54300.1, SBOV2_54300.2, SBOV2_54300.3
OG0002884	EWB00_000910	SBOV2_64600.3, SBOV2_64600.4, SBOV2_64600.1, SBOV2_64600.2
OG0002885	EWB00_002549	SBOV2_46120.1, SBOV2_46120.2
OG0002886	EWB00_008232.2, EWB00_008232.1	SBOV2_73540.1
OG0002889	EWB00_003777.1, EWB00_003777.2	SBOV2_81300.4, SBOV2_81300.3, SBOV2_81300.1, SBOV2_81310.1, SBOV2_81300.2, SBOV2_81300.5, SBOV2_81300.6
OG0002890	EWB00_001076.1, EWB00_001076.4, EWB00_001076.2, EWB00_001076.3	SBOV2_39900.1, SBOV2_39900.2, SBOV2_39900.3, SBOV2_39900.4, SBOV2_39900.5
OG0002892	EWB00_010988, EWB00_001195	SBOV2_75450.1, SBOV2_75440.1
OG0002893	EWB00_001509.1, EWB00_001509.4, EWB00_001509.3, EWB00_001509.2	SBOV2_8300.1, SBOV2_8300.2
OG0002894	EWB00_003778	SBOV2_81270.1
OG0002895	EWB00_005862	SBOV2_92850.1, SBOV2_94170.3, SBOV2_94170.4, SBOV2_94170.1, SBOV2_94170.2
OG0002896	EWB00_001110.1, EWB00_001110.2	SBOV2_24110.1
OG0002897	EWB00_004229.1, EWB00_004229.2, EWB00_004229.3	SBOV2_24740.1, SBOV2_24740.2
OG0002902	EWB00_006182	SBOV2_28480.3, SBOV2_28480.2, SBOV2_28480.1
OG0002903	EWB00_007350.1, EWB00_007350.2, EWB00_007350.3, EWB00_007350.4, EWB00_007350.5	SBOV2_71110.1
OG0002904	EWB00_002403.1, EWB00_002403.2	SBOV2_21720.1
OG0002905	EWB00_003998	SBOV2_65980.3, SBOV2_65980.1, SBOV2_65980.4, SBOV2_65980.5, SBOV2_65980.2
OG0002906	EWB00_000629	SBOV2_38570.1
OG0002907	EWB00_006306	SBOV2_5390.1, SBOV2_5390.2, SBOV2_5390.3
OG0002908	EWB00_008921	SBOV2_68100.1, SBOV2_68100.2
OG0002910	EWB00_005467.2, EWB00_005467.1, EWB00_005467.3	SBOV2_18000.1
OG0002912	EWB00_003648.5, EWB00_003648.4, EWB00_003648.2, EWB00_003648.3, EWB00_003648.1	SBOV2_64340.3, SBOV2_64340.1, SBOV2_64340.2, SBOV2_64350.3, SBOV2_64350.1, SBOV2_64350.2
OG0002914	EWB00_002464.1, EWB00_002464.3, EWB00_002464.2	SBOV2_15990.1
OG0002915	EWB00_008242	SBOV2_76480.1
OG0002916	EWB00_000674.1, EWB00_000674.2	SBOV2_16910.1, SBOV2_16910.2
OG0002917	EWB00_007541	SBOV2_22490.1
OG0002918	EWB00_009281.1, EWB00_009281.2, EWB00_009281.3	SBOV2_80510.2, SBOV2_80510.3, SBOV2_80510.1
OG0002919	EWB00_004146	SBOV2_85220.1
OG0002920	EWB00_006384.3, EWB00_006384.1, EWB00_006384.4, EWB00_006384.2	SBOV2_42140.1, SBOV2_42150.1
OG0002921	EWB00_001444	SBOV2_94060.1, SBOV2_94060.2
OG0002922	EWB00_010996.3, EWB00_010996.1, EWB00_010996.2, EWB00_010996.4, EWB00_010996.5	SBOV2_75520.3, SBOV2_75520.2, SBOV2_75520.1
OG0002923	EWB00_011326	SBOV2_60390.1, SBOV2_60380.2, SBOV2_60380.3, SBOV2_60380.1
OG0002924	EWB00_004637	SBOV2_11650.1
OG0002925	EWB00_007687	SBOV2_12320.1, SBOV2_12320.3, SBOV2_12320.4, SBOV2_12320.5, SBOV2_12320.2
OG0002926	EWB00_005922.1, EWB00_005922.2	SBOV2_96370.1
OG0002927	EWB00_008511.1, EWB00_008511.2	SBOV2_9450.1, SBOV2_9450.2, SBOV2_9450.3, SBOV2_9450.4, SBOV2_9450.5, SBOV2_9450.6, SBOV2_9450.7
OG0002928	EWB00_001377	SBOV2_74070.1
OG0002929	EWB00_005762	SBOV2_21990.1
OG0002930	EWB00_002838.1, EWB00_007947, EWB00_002838.2	SBOV2_27290.1
OG0002931	EWB00_008800	SBOV2_1970.1
OG0002932	EWB00_004892.1, EWB00_004892.2	SBOV2_44180.1, SBOV2_44170.1
OG0002933	EWB00_003920, EWB00_003922, EWB00_003921	SBOV2_27550.1
OG0002934	EWB00_008969	SBOV2_92190.1
OG0002935	EWB00_010446.1, EWB00_010446.2	SBOV2_65380.1
OG0002936	EWB00_002547	SBOV2_46060.1
OG0002938	EWB00_002633, EWB00_002636, EWB00_002634, EWB00_002632	SBOV2_78160.1
OG0002939	EWB00_003814	SBOV2_12850.1
OG0002940	EWB00_010745, EWB00_010746	SBOV2_47400.4, SBOV2_47400.3, SBOV2_47400.1, SBOV2_47400.2
OG0002941	EWB00_009279, EWB00_009278, EWB00_011182	SBOV2_50520.1
OG0002941	EWB00_009276.1, EWB00_009276.2	SBOV2_50510.1
OG0002942	EWB00_001223	SBOV2_77480.1
OG0002943	EWB00_001225.1, EWB00_001225.2	SBOV2_77510.1, SBOV2_77510.2, SBOV2_77510.4, SBOV2_77510.3
OG0002944	EWB00_006517	SBOV2_16960.1
OG0002945	EWB00_004561	SBOV2_76800.1, SBOV2_76800.2
OG0002946	EWB00_005483	SBOV2_18150.1, SBOV2_18150.2, SBOV2_18150.3
OG0002947	EWB00_001682	SBOV2_88650.1, SBOV2_88660.1, SBOV2_88650.2, SBOV2_88650.3
OG0002948	EWB00_000229.1, EWB00_000229.2, EWB00_000229.3	SBOV2_60130.1
OG0002949	EWB00_001776	SBOV2_33560.2, SBOV2_33560.1, SBOV2_33560.3
OG0002950	EWB00_008655	SBOV2_69540.1
OG0002951	EWB00_007699.1, EWB00_007699.2, EWB00_007699.3	SBOV2_29860.1, SBOV2_29860.2
OG0002952	EWB00_004417, EWB00_004416	SBOV2_49770.1
OG0002953	EWB00_007337	SBOV2_3330.1, SBOV2_3330.2, SBOV2_3330.3, SBOV2_3330.4
OG0002954	EWB00_007955	SBOV2_59600.1
OG0002955	EWB00_003441	SBOV2_72900.2, SBOV2_72900.1
OG0002956	EWB00_004785.1, EWB00_004785.2	SBOV2_93790.1
OG0002957	EWB00_009939.1, EWB00_009939.4, EWB00_009939.3, EWB00_009939.2	SBOV2_69640.1, SBOV2_69640.4, SBOV2_69640.3, SBOV2_69640.2
OG0002958	EWB00_009830.1, EWB00_009830.2	SBOV2_66430.1, SBOV2_66430.2
OG0002959	EWB00_006928	SBOV2_86270.1, SBOV2_86270.2
OG0002960	EWB00_008079.3, EWB00_008079.1, EWB00_008079.2	SBOV2_48070.3, SBOV2_48070.4, SBOV2_48070.1, SBOV2_48070.2
OG0002961	EWB00_000045	SBOV2_18590.1
OG0002962	EWB00_003995, EWB00_003994	SBOV2_66010.1
OG0002963	EWB00_005062.1, EWB00_005062.2	SBOV2_13640.4, SBOV2_13640.1, SBOV2_13640.2, SBOV2_13640.3
OG0002964	EWB00_004221	SBOV2_24690.1, SBOV2_24690.2
OG0002965	EWB00_008384	SBOV2_91460.1, SBOV2_91460.3, SBOV2_91460.2
OG0002966	EWB00_000021.2, EWB00_000021.3, EWB00_000021.1, EWB00_000021.4	SBOV2_43270.1
OG0002967	EWB00_011093	SBOV2_60690.1
OG0002969	EWB00_010617, EWB00_010614	SBOV2_52840.1
OG0002970	EWB00_000815.1, EWB00_000815.2, EWB00_000815.3	SBOV2_9720.1
OG0002971	EWB00_009795	SBOV2_62590.4, SBOV2_62590.2, SBOV2_62590.5, SBOV2_62590.3, SBOV2_62590.1
OG0002973	EWB00_005414.1, EWB00_005414.2, EWB00_005414.3	SBOV2_47890.1
OG0002974	EWB00_005917	SBOV2_35130.3, SBOV2_35130.1, SBOV2_35130.2
OG0002975	EWB00_004394.1, EWB00_004394.3, EWB00_004394.2	SBOV2_29440.1
OG0002977	EWB00_009513	SBOV2_7430.1, SBOV2_7430.2, SBOV2_7430.3, SBOV2_7430.4
OG0002979	EWB00_010784	SBOV2_21160.1, SBOV2_21160.2
OG0002980	EWB00_009149.3, EWB00_009149.1, EWB00_009149.2	SBOV2_38260.1
OG0002981	EWB00_001172.1, EWB00_001172.2	SBOV2_74280.1
OG0002982	EWB00_005370.5, EWB00_005370.1, EWB00_005370.3, EWB00_005370.2, EWB00_005370.4	SBOV2_51910.2, SBOV2_51910.3, SBOV2_51910.1
OG0002983	EWB00_001113.1, EWB00_001113.2	SBOV2_24140.2, SBOV2_24140.1, SBOV2_24140.4, SBOV2_24140.3
OG0002985	EWB00_004643	SBOV2_2180.1
OG0002986	EWB00_008512, EWB00_009623	SBOV2_9800.1
OG0002988	EWB00_005524.1, EWB00_005524.2	SBOV2_91520.1
OG0002989	EWB00_002981	SBOV2_48770.1, SBOV2_48770.2
OG0002990	EWB00_006767	SBOV2_80100.1
OG0002991	EWB00_011215.1, EWB00_011215.4, EWB00_011215.2	SBOV2_35640.4, SBOV2_35640.3
OG0002991	EWB00_011215.3	SBOV2_35640.2, SBOV2_35640.1
OG0002992	EWB00_011051	SBOV2_75000.6, SBOV2_75000.2, SBOV2_75000.5, SBOV2_75000.1, SBOV2_75000.3, SBOV2_75000.4
OG0002993	EWB00_008402.1, EWB00_008402.2	SBOV2_83180.1
OG0002994	EWB00_008806	SBOV2_18780.1
OG0002995	EWB00_011403	SBOV2_89130.1
OG0002996	EWB00_002315	SBOV2_14590.1, SBOV2_14590.2
OG0002997	EWB00_007863	SBOV2_33290.1
OG0002998	EWB00_001001	SBOV2_43830.1
OG0002999	EWB00_011297	SBOV2_60000.1, SBOV2_60000.2, SBOV2_60000.3
OG0003000	EWB00_005001	SBOV2_40510.4, SBOV2_40510.1, SBOV2_40510.5, SBOV2_40510.2, SBOV2_40510.3
OG0003001	EWB00_005005	SBOV2_40590.1, SBOV2_40590.2
OG0003002	EWB00_010348.1, EWB00_010348.2, EWB00_010348.3, EWB00_010348.4	SBOV2_19050.2, SBOV2_19050.3, SBOV2_19050.4, SBOV2_19050.1, SBOV2_19050.5
OG0003004	EWB00_001367	SBOV2_74180.1, SBOV2_74180.2
OG0003005	EWB00_007764.1, EWB00_007764.2	SBOV2_51610.1, SBOV2_51610.2
OG0003006	EWB00_009601.1, EWB00_009601.2, EWB00_009601.3	SBOV2_84160.2, SBOV2_84160.1
OG0003007	EWB00_011096.1, EWB00_011096.2, EWB00_011096.3	SBOV2_60720.1, SBOV2_60720.2, SBOV2_60720.3
OG0003008	EWB00_011210.2, EWB00_011210.1, EWB00_011210.3	SBOV2_35590.1
OG0003010	EWB00_000953.3, EWB00_000953.2, EWB00_000953.1, EWB00_000953.5, EWB00_000953.4	SBOV2_70140.1
OG0003011	EWB00_005980	SBOV2_37250.2, SBOV2_37250.1
OG0003012	EWB00_011151	SBOV2_61150.4, SBOV2_61150.1, SBOV2_61150.2, SBOV2_61150.3
OG0003013	EWB00_007403.1, EWB00_007403.2	SBOV2_77310.1
OG0003014	EWB00_010168.1, EWB00_010168.2, EWB00_010168.3, EWB00_010166, EWB00_010167	SBOV2_83420.1, SBOV2_83430.1, SBOV2_83430.4, SBOV2_83430.2, SBOV2_83430.3
OG0003015	EWB00_009554	SBOV2_42630.1, SBOV2_42620.1
OG0003016	EWB00_007145.2, EWB00_007145.1, EWB00_007145.3, EWB00_007145.4	SBOV2_74680.2, SBOV2_74680.1
OG0003017	EWB00_004426.1, EWB00_004426.2, EWB00_004426.3	SBOV2_49650.1
OG0003018	EWB00_000565	SBOV2_93570.1
OG0003019	EWB00_007253	SBOV2_73710.1, SBOV2_73710.2
OG0003020	EWB00_003278.4, EWB00_003278.3, EWB00_003278.1, EWB00_003278.2, EWB00_003278.5	SBOV2_38820.1, SBOV2_38820.2
OG0003021	EWB00_007311.2, EWB00_007311.1, EWB00_007311.3	SBOV2_83460.1
OG0003022	EWB00_005245	SBOV2_24420.1, SBOV2_24420.2
OG0003023	EWB00_010173	SBOV2_83370.2, SBOV2_83370.1
OG0003024	EWB00_004568.1, EWB00_004568.2	SBOV2_76860.1, SBOV2_76860.2, SBOV2_76860.3
OG0003025	EWB00_005613.2, EWB00_005613.1, EWB00_005613.5, EWB00_005613.3, EWB00_005613.4	SBOV2_30670.1
OG0003026	EWB00_002945.1, EWB00_002945.2	SBOV2_34440.1
OG0003027	EWB00_007627, EWB00_007628	SBOV2_16230.1, SBOV2_16220.1
OG0003029	EWB00_008949.1, EWB00_008949.2	SBOV2_81130.1
OG0003030	EWB00_010353	SBOV2_19000.1, SBOV2_19000.2
OG0003031	EWB00_004696.1, EWB00_004696.2	SBOV2_64060.1
OG0003032	EWB00_011252	SBOV2_58480.1
OG0003033	EWB00_002562, EWB00_002561	SBOV2_46210.5, SBOV2_46210.1, SBOV2_46210.2, SBOV2_46210.3, SBOV2_46210.4
OG0003034	EWB00_001483	SBOV2_81560.1, SBOV2_81560.2
OG0003036	EWB00_007302	SBOV2_83560.1, SBOV2_83580.1, SBOV2_83600.1, SBOV2_83610.1, SBOV2_83570.1, SBOV2_83610.2
OG0003037	EWB00_002276	SBOV2_78580.2, SBOV2_78580.1
OG0003038	EWB00_006825	SBOV2_53400.1, SBOV2_53400.2, SBOV2_53400.3
OG0003039	EWB00_000186	SBOV2_45370.1
OG0003040	EWB00_006008	SBOV2_37580.1
OG0003041	EWB00_002125.1, EWB00_002125.2	SBOV2_34740.1
OG0003042	EWB00_007978.1, EWB00_007978.2	SBOV2_26990.1
OG0003043	EWB00_010761, EWB00_010762	SBOV2_47230.1
OG0003044	EWB00_004449.2, EWB00_004449.6, EWB00_004449.5, EWB00_004449.1, EWB00_004449.4	SBOV2_7660.1
OG0003045	EWB00_006509	SBOV2_53910.1
OG0003046	EWB00_006508.1, EWB00_006508.2	SBOV2_53900.1
OG0003047	EWB00_010012	SBOV2_12680.1
OG0003048	EWB00_003618.1, EWB00_003618.4, EWB00_003618.2, EWB00_003618.3	SBOV2_45020.1
OG0003049	EWB00_003619.1, EWB00_003619.2	SBOV2_45010.2, SBOV2_45010.1
OG0003050	EWB00_001236	SBOV2_77630.3, SBOV2_77630.1, SBOV2_77630.2
OG0003051	EWB00_001091.2, EWB00_001091.3, EWB00_001091.4, EWB00_001091.5, EWB00_001091.6, EWB00_001091.1	SBOV2_23890.1
OG0003052	EWB00_003655.2, EWB00_003655.4	SBOV2_64420.1, SBOV2_64420.2, SBOV2_64420.3, SBOV2_64420.4
OG0003053	EWB00_005047	SBOV2_41030.2, SBOV2_41030.1, SBOV2_41030.3
OG0003054	EWB00_003074.1, EWB00_003074.2	SBOV2_8670.1
OG0003055	EWB00_003562	SBOV2_55700.1, SBOV2_55700.2, SBOV2_55700.3, SBOV2_55700.4
OG0003056	EWB00_003086, EWB00_003087	SBOV2_8560.1, SBOV2_8560.2
OG0003057	EWB00_007110.1, EWB00_007110.2, EWB00_007110.3, EWB00_007110.4	SBOV2_62890.1
OG0003058	EWB00_008316	SBOV2_91020.1, SBOV2_91020.2, SBOV2_91020.3
OG0003059	EWB00_004270.3, EWB00_004270.1, EWB00_004270.2	SBOV2_31680.1
OG0003060	EWB00_003557.1, EWB00_003557.2	SBOV2_53590.1, SBOV2_53580.1
