Orthogroup	schistosoma_japonicum	schistosoma_guineensis
OG0003747	EWB00_001123	SGUI1_24470.1
OG0003748	EWB00_001647	SGUI1_3430.1
OG0003749	EWB00_010787	SGUI1_21160.1, SGUI1_21160.2
OG0003750	EWB00_002265	SGUI1_80030.1, SGUI1_80030.2, SGUI1_69860.1
OG0003751	EWB00_004931.1, EWB00_004931.2, EWB00_004931.3, EWB00_004931.4, EWB00_004931.5	SGUI1_85910.1
OG0003752	EWB00_007860	SGUI1_34220.1, SGUI1_34220.2
OG0003753	EWB00_003508	SGUI1_21340.1
OG0003754	EWB00_006735	SGUI1_82530.1
OG0003755	EWB00_007204	SGUI1_2390.1, SGUI1_2390.2
OG0003756	EWB00_001962.4, EWB00_001962.2, EWB00_001962.1, EWB00_001962.3, EWB00_001962.5	SGUI1_91300.1
OG0003757	EWB00_008546	SGUI1_41440.1
OG0003758	EWB00_002116	SGUI1_32630.3, SGUI1_32630.4, SGUI1_32630.5, SGUI1_32630.1, SGUI1_32630.2
OG0003759	EWB00_009771	SGUI1_68690.1
OG0003760	EWB00_008394	SGUI1_41670.1
OG0003762	EWB00_003051.2, EWB00_003051.4, EWB00_003051.3, EWB00_003051.1	SGUI1_88790.1
OG0003763	EWB00_007661.1, EWB00_007661.2	SGUI1_41340.1
OG0003764	EWB00_006199	SGUI1_38980.1
OG0003765	EWB00_003452	SGUI1_11030.1
OG0003766	EWB00_002536	SGUI1_46560.2, SGUI1_46560.1
OG0003767	EWB00_007964	SGUI1_60560.1
OG0003768	EWB00_003836	SGUI1_1810.1
OG0003769	EWB00_004212	SGUI1_24770.1
OG0003770	EWB00_009719.1, EWB00_009719.2	SGUI1_70870.2, SGUI1_70870.3, SGUI1_70870.1
OG0003771	EWB00_008526	SGUI1_6360.1, SGUI1_6360.2
OG0003772	EWB00_010730	SGUI1_48150.1
OG0003773	EWB00_009865.3, EWB00_009865.1, EWB00_009865.2, EWB00_009865.4	SGUI1_88670.1
OG0003774	EWB00_002713.1, EWB00_002713.2	SGUI1_72580.1
OG0003775	EWB00_009519.1, EWB00_009519.3, EWB00_009519.2, EWB00_009519.4, EWB00_009519.5	SGUI1_71220.1, SGUI1_71220.2, SGUI1_71220.3
OG0003776	EWB00_002092.1, EWB00_002092.2	SGUI1_7220.1
OG0003778	EWB00_007416	SGUI1_93170.1
OG0003779	EWB00_004116.1, EWB00_004116.2	SGUI1_12950.1, SGUI1_13040.1
OG0003780	EWB00_009799.1, EWB00_009799.3, EWB00_009799.2	SGUI1_66990.1
OG0003781	EWB00_003736.1, EWB00_003736.2, EWB00_003736.4, EWB00_003736.3	SGUI1_26040.1, SGUI1_26040.2, SGUI1_26040.3, SGUI1_26040.4
OG0003782	EWB00_004431	SGUI1_50430.1, SGUI1_50430.2
OG0003783	EWB00_000185	SGUI1_46020.1
OG0003784	EWB00_000199.2, EWB00_000199.1, EWB00_000199.3	SGUI1_46160.1
OG0003785	EWB00_008287.1, EWB00_008287.2	SGUI1_44840.1
OG0003786	EWB00_010409, EWB00_010408	SGUI1_64060.1
OG0003787	EWB00_006417.1, EWB00_006417.2	SGUI1_19760.1
OG0003788	EWB00_002741	SGUI1_71730.1
OG0003789	EWB00_008710.2, EWB00_008710.1, EWB00_008710.3	SGUI1_7470.1
OG0003790	EWB00_006033	SGUI1_29540.2, SGUI1_29540.3, SGUI1_29540.1
OG0003791	EWB00_004056.1, EWB00_004056.3, EWB00_004056.2	SGUI1_46320.1, SGUI1_46320.2, SGUI1_46320.3
OG0003792	EWB00_003807, EWB00_003805	SGUI1_55880.1
OG0003793	EWB00_002530.1, EWB00_002530.2	SGUI1_46510.1
OG0003794	EWB00_009010.1, EWB00_009010.2, EWB00_009010.3	SGUI1_85940.1, SGUI1_85940.2, SGUI1_85940.3
OG0003795	EWB00_010203	SGUI1_310.1
OG0003796	EWB00_010486	SGUI1_65920.1, SGUI1_65920.2, SGUI1_65920.3, SGUI1_65920.4
OG0003799	EWB00_000150.1, EWB00_000150.2, EWB00_000150.3	SGUI1_81550.1, SGUI1_81550.2
OG0003800	EWB00_007097	SGUI1_22920.1, SGUI1_22920.2
OG0003801	EWB00_010684.1, EWB00_010684.2, EWB00_010684.3	SGUI1_53310.1, SGUI1_53310.2, SGUI1_53310.4, SGUI1_53310.3
OG0003802	EWB00_001220	SGUI1_78820.1, SGUI1_78820.2, SGUI1_78820.3
OG0003803	EWB00_009246.2, EWB00_009246.3, EWB00_009246.4, EWB00_009246.1, EWB00_009246.6, EWB00_009246.5	SGUI1_9290.1, SGUI1_9290.2, SGUI1_9290.3
OG0003805	EWB00_005679	SGUI1_1000.1
OG0003806	EWB00_004442.1, EWB00_004442.2, EWB00_004443	SGUI1_7340.1
OG0003807	EWB00_005612.1, EWB00_005612.2, EWB00_005612.3	SGUI1_36890.1
OG0003808	EWB00_002275	SGUI1_79970.1
OG0003809	EWB00_000951	SGUI1_71130.1, SGUI1_71140.1, SGUI1_71140.3, SGUI1_71140.2
OG0003811	EWB00_005012.1, EWB00_005012.2, EWB00_005012.3, EWB00_005012.4	SGUI1_26660.1, SGUI1_26660.2, SGUI1_26660.3, SGUI1_26660.4
OG0003812	EWB00_005241.1, EWB00_005241.2, EWB00_005241.3	SGUI1_24670.1, SGUI1_24670.4, SGUI1_24670.2, SGUI1_24670.3
OG0003814	EWB00_001506.2, EWB00_001506.1, EWB00_001506.3	SGUI1_82740.1, SGUI1_82740.2
OG0003815	EWB00_011390.1, EWB00_011390.2	SGUI1_89570.1
OG0003816	EWB00_005172	SGUI1_60040.1
OG0003817	EWB00_011260.3, EWB00_011260.2, EWB00_011260.1	SGUI1_60620.1, SGUI1_60620.2, SGUI1_60620.3, SGUI1_60620.4
OG0003818	EWB00_006079.2, EWB00_006079.1, EWB00_006079.3	SGUI1_30210.1
OG0003819	EWB00_003354.1, EWB00_003354.2	SGUI1_27650.3, SGUI1_27650.4, SGUI1_27650.5, SGUI1_27650.6, SGUI1_27650.1, SGUI1_27650.7, SGUI1_27650.2
OG0003820	EWB00_007665	SGUI1_41280.1, SGUI1_41290.1
OG0003821	EWB00_008953.1, EWB00_008953.2	SGUI1_11100.1
OG0003822	EWB00_005887.1, EWB00_005887.3	SGUI1_93800.1, SGUI1_93800.2
OG0003827	EWB00_006016	SGUI1_29680.1
OG0003828	EWB00_009130, EWB00_009129	SGUI1_37490.1
OG0003829	EWB00_008674.1, EWB00_008674.2	SGUI1_6670.1
OG0003830	EWB00_004192.1, EWB00_004192.2	SGUI1_10470.1, SGUI1_10470.2
OG0003831	EWB00_009510	SGUI1_95950.1
OG0003832	EWB00_004787	SGUI1_95890.2, SGUI1_95890.1, SGUI1_95890.3, SGUI1_95890.4
OG0003833	EWB00_004886	SGUI1_44940.1
OG0003834	EWB00_008633, EWB00_008632	SGUI1_2960.1, SGUI1_2960.2, SGUI1_2960.3
OG0003835	EWB00_010282.1, EWB00_010282.3, EWB00_010282.2	SGUI1_15470.1
OG0003836	EWB00_006020.1, EWB00_006020.2	SGUI1_29650.1
OG0003837	EWB00_003928.1, EWB00_003928.2	SGUI1_40160.1
OG0003838	EWB00_003701.1, EWB00_003701.2, EWB00_003701.3	SGUI1_13530.1
OG0003839	EWB00_002192, EWB00_002193	SGUI1_10970.4, SGUI1_10970.1, SGUI1_10970.2, SGUI1_10970.3
OG0003840	EWB00_007664	SGUI1_41310.1
OG0003841	EWB00_004393	SGUI1_38120.1, SGUI1_38120.2, SGUI1_38120.3
OG0003842	EWB00_005988	SGUI1_30030.1
OG0003843	EWB00_008834.1, EWB00_008834.2	SGUI1_7680.1
OG0003844	EWB00_002130.1, EWB00_002130.2	SGUI1_32740.1
OG0003845	EWB00_008313	SGUI1_92340.1, SGUI1_92340.2
OG0003846	EWB00_000107	SGUI1_4430.1
OG0003847	EWB00_011158	SGUI1_62050.1, SGUI1_62050.2
OG0003848	EWB00_004934	SGUI1_85890.1
OG0003849	EWB00_010310	SGUI1_20980.1, SGUI1_20980.2, SGUI1_20980.3
OG0003850	EWB00_007943	SGUI1_29230.1, SGUI1_29230.2
OG0003851	EWB00_000395.1, EWB00_000395.2	SGUI1_63230.1
OG0003852	EWB00_005883, EWB00_005884, EWB00_005882, EWB00_005881	SGUI1_93830.1, SGUI1_93830.2, SGUI1_93830.3
OG0003853	EWB00_006670	SGUI1_96570.1
OG0003854	EWB00_009805	SGUI1_66940.1, SGUI1_66940.3, SGUI1_66940.2
OG0003855	EWB00_007977.2, EWB00_007977.1, EWB00_007977.3	SGUI1_40780.1
OG0003856	EWB00_001328	SGUI1_85610.1, SGUI1_85610.2, SGUI1_85610.3, SGUI1_85610.4
OG0003857	EWB00_009551.1, EWB00_009551.2, EWB00_009551.3, EWB00_009551.4, EWB00_009551.5	SGUI1_38470.1, SGUI1_38470.2
OG0003858	EWB00_005924	SGUI1_32210.1
OG0003859	EWB00_007124	SGUI1_63650.3, SGUI1_63650.1, SGUI1_63650.2
OG0003860	EWB00_006202.1, EWB00_006202.2	SGUI1_38940.1
OG0003861	EWB00_007710	SGUI1_37580.1
OG0003863	EWB00_007564.2	SGUI1_22390.1
OG0003865	EWB00_005866.1, EWB00_005866.3, EWB00_005866.2	SGUI1_93950.1
OG0003866	EWB00_003913.1, EWB00_003913.4, EWB00_003913.2, EWB00_003913.3	SGUI1_40350.1
OG0003867	EWB00_006888.1, EWB00_006888.4, EWB00_006888.2, EWB00_006888.3	SGUI1_47280.1
OG0003868	EWB00_011354.1, EWB00_011354.2, EWB00_011354.3	SGUI1_61480.1
OG0003869	EWB00_008395.3, EWB00_008395.2, EWB00_008395.1	SGUI1_41660.3, SGUI1_41660.4, SGUI1_41660.1, SGUI1_41660.2, SGUI1_41660.5
OG0003870	EWB00_006041.1, EWB00_006041.2, EWB00_006041.3	SGUI1_93720.1, SGUI1_93720.2
OG0003871	EWB00_002874	SGUI1_30350.1
OG0003872	EWB00_003568	SGUI1_56790.1
OG0003873	EWB00_008775	SGUI1_82590.1, SGUI1_82590.2
OG0003875	EWB00_007096	SGUI1_22930.1
OG0003876	EWB00_006152.1, EWB00_006152.2	SGUI1_39510.1, SGUI1_39510.2
OG0003877	EWB00_009177.1, EWB00_009177.2	SGUI1_62660.2, SGUI1_62660.1, SGUI1_62660.3
OG0003878	EWB00_009178	SGUI1_62670.1
OG0003879	EWB00_003492	SGUI1_81030.2, SGUI1_81030.1
OG0003880	EWB00_002066	SGUI1_91160.1
OG0003881	EWB00_011332.1, EWB00_011332.3, EWB00_011332.2	SGUI1_61280.1, SGUI1_61280.2, SGUI1_61280.3
OG0003882	EWB00_005868.1, EWB00_005868.2	SGUI1_93940.3, SGUI1_93940.1, SGUI1_93940.2
OG0003883	EWB00_011321.2, EWB00_011321.1, EWB00_011321.3	SGUI1_61190.1
OG0003884	EWB00_006990.1, EWB00_006990.2, EWB00_006990.3, EWB00_006990.4, EWB00_006990.5	SGUI1_23990.1
OG0003885	EWB00_006914.3, EWB00_006914.1, EWB00_006914.2	SGUI1_87080.1, SGUI1_87080.2
OG0003886	EWB00_004392	SGUI1_38140.1
OG0003887	EWB00_003045	SGUI1_88740.1
OG0003888	EWB00_005898, EWB00_005075.1, EWB00_005075.2	SGUI1_90930.2, SGUI1_90930.1
OG0003889	EWB00_007147.1, EWB00_007147.2	SGUI1_76060.1
OG0003890	EWB00_006435	SGUI1_19920.1
OG0003891	EWB00_003704.1, EWB00_003704.2	SGUI1_13690.1, SGUI1_13700.1
OG0003892	EWB00_004872	SGUI1_88650.1, SGUI1_88650.2
OG0003894	EWB00_008446.1, EWB00_008446.3, EWB00_008446.2, EWB00_008446.4, EWB00_008446.5	SGUI1_10830.1
OG0003895	EWB00_006795.1, EWB00_006795.2	SGUI1_52540.1
OG0003896	EWB00_010655.1, EWB00_010655.2	SGUI1_53030.1
OG0003897	EWB00_009154.3, EWB00_009154.1, EWB00_009154.2	SGUI1_29020.1
OG0003898	EWB00_003094.1, EWB00_003094.2	SGUI1_8420.1
OG0003899	EWB00_006793	SGUI1_52560.1
OG0003900	EWB00_008548	SGUI1_69040.1
OG0003902	EWB00_000314	SGUI1_88320.1, SGUI1_88320.3, SGUI1_88320.2, SGUI1_88320.4
OG0003903	EWB00_008924	SGUI1_68890.1
OG0003904	EWB00_006255.1, EWB00_006255.2	SGUI1_68270.1
OG0003905	EWB00_000552, EWB00_000553	SGUI1_94840.1
OG0003907	EWB00_003598.1, EWB00_003598.2, EWB00_003598.3	SGUI1_420.1, SGUI1_420.2
OG0003908	EWB00_008568	SGUI1_21970.1
OG0003909	EWB00_004282.1	SGUI1_36000.1, SGUI1_36000.2
OG0003910	EWB00_001202.1, EWB00_001202.2, EWB00_001202.4, EWB00_001202.3	SGUI1_56460.1
OG0003911	EWB00_007991.1, EWB00_007991.2, EWB00_007991.4, EWB00_007991.3	SGUI1_40940.1
OG0003912	EWB00_002288.1, EWB00_002288.2	SGUI1_79890.1
OG0003913	EWB00_002901.1, EWB00_002901.2	SGUI1_30590.1
OG0003914	EWB00_009669, EWB00_002785	SGUI1_69890.1
OG0003915	EWB00_000528	SGUI1_69900.1
OG0003917	EWB00_004210.1, EWB00_004210.2, EWB00_010603	SGUI1_14130.1
OG0003918	EWB00_003606.1, EWB00_003606.2	SGUI1_49890.1, SGUI1_49890.2
OG0003919	EWB00_001779.2, EWB00_001779.4, EWB00_001779.1, EWB00_001779.3	SGUI1_33940.1
OG0003920	EWB00_007634, EWB00_007633	SGUI1_16370.1, SGUI1_16370.2, SGUI1_16370.3
OG0003921	EWB00_003667.1, EWB00_003667.2, EWB00_003667.3	SGUI1_70350.1, SGUI1_70350.2
OG0003922	EWB00_006247	SGUI1_68190.1
OG0003923	EWB00_001116.1, EWB00_001116.2	SGUI1_24410.1
OG0003924	EWB00_001207.2, EWB00_001207.1, EWB00_001207.3	SGUI1_56400.1, SGUI1_56400.2
OG0003925	EWB00_010627.1, EWB00_010627.2	SGUI1_52790.1
OG0003926	EWB00_000258	SGUI1_25150.1
OG0003927	EWB00_008556	SGUI1_69100.1
OG0003928	EWB00_007987	SGUI1_40910.1
OG0003929	EWB00_009265.1, EWB00_009265.2	SGUI1_45530.1, SGUI1_45530.2, SGUI1_45530.3, SGUI1_45530.4
OG0003930	EWB00_003472.1, EWB00_003472.2	SGUI1_80810.1, SGUI1_80810.2, SGUI1_80810.3
OG0003931	EWB00_010615.1, EWB00_010615.3, EWB00_010615.2	SGUI1_52880.1, SGUI1_52880.2, SGUI1_52880.3, SGUI1_52880.5, SGUI1_52880.4, SGUI1_52880.6
OG0003932	EWB00_004188.1, EWB00_004188.2	SGUI1_14420.1
OG0003933	EWB00_000008, EWB00_009721	SGUI1_44960.1
OG0003934	EWB00_003596.2, EWB00_003596.1, EWB00_003596.3	SGUI1_440.1, SGUI1_440.2, SGUI1_440.3
OG0003935	EWB00_004206.3, EWB00_004206.1, EWB00_004206.2	SGUI1_14080.1
OG0003936	EWB00_005910	SGUI1_6290.1
OG0003937	EWB00_010776	SGUI1_47710.1
OG0003938	EWB00_006624	SGUI1_73270.1
OG0003939	EWB00_004488.1, EWB00_004488.3, EWB00_004488.2	SGUI1_85030.1
OG0003940	EWB00_010014	SGUI1_12000.4, SGUI1_12000.3, SGUI1_12000.1, SGUI1_12000.2
OG0003941	EWB00_004841	SGUI1_4160.1
OG0003941	EWB00_004842	SGUI1_4170.1
OG0003942	EWB00_003638.1, EWB00_003638.2	SGUI1_45810.3, SGUI1_45810.1, SGUI1_45810.2
OG0003943	EWB00_004051	SGUI1_46370.1
OG0003944	EWB00_004052	SGUI1_46360.3, SGUI1_46360.2, SGUI1_46360.1
OG0003945	EWB00_007531	SGUI1_88000.2, SGUI1_88000.1, SGUI1_88000.3
OG0003946	EWB00_001125, EWB00_001124	SGUI1_24480.1, SGUI1_24480.2
OG0003947	EWB00_007816	SGUI1_40580.1
OG0003948	EWB00_005142	SGUI1_57050.1, SGUI1_57050.2, SGUI1_57080.1
OG0003949	EWB00_008117.1, EWB00_008117.2, EWB00_008117.3	SGUI1_54400.1
OG0003950	EWB00_008455	SGUI1_6160.1, SGUI1_6160.2, SGUI1_6160.4, SGUI1_6160.3
OG0003951	EWB00_008072	SGUI1_48640.1, SGUI1_48630.1
OG0003952	EWB00_001856.1, EWB00_001856.2	SGUI1_90610.1, SGUI1_90610.2
OG0003953	EWB00_006729.1, EWB00_006729.4, EWB00_006729.2, EWB00_006729.3, EWB00_006729.5	SGUI1_82570.1, SGUI1_82570.2, SGUI1_82570.3
OG0003954	EWB00_011100, EWB00_011099	SGUI1_61550.1
OG0003955	EWB00_007597	SGUI1_49760.1, SGUI1_49760.2
OG0003956	EWB00_000398.2, EWB00_000398.1, EWB00_000398.3, EWB00_000398.4	SGUI1_63200.1
OG0003957	EWB00_008169.1	SGUI1_34660.1
OG0003958	EWB00_004101.2, EWB00_004101.5, EWB00_004101.6, EWB00_004101.1, EWB00_004101.3, EWB00_004101.4	SGUI1_25620.1
OG0003959	EWB00_004638	SGUI1_10930.1, SGUI1_10930.2
OG0003960	EWB00_006515.1, EWB00_006515.2	SGUI1_51710.1
OG0003961	EWB00_008772	SGUI1_71850.1
OG0003962	EWB00_005979	SGUI1_30130.1
OG0003963	EWB00_008819	SGUI1_18820.2, SGUI1_18820.1, SGUI1_18820.3
OG0003964	EWB00_006533.1	SGUI1_17180.1
OG0003965	EWB00_010883.1, EWB00_010883.2	SGUI1_27180.1
OG0003966	EWB00_008837.1	SGUI1_7620.1
OG0003967	EWB00_002798	SGUI1_42380.1, SGUI1_42380.2
OG0003968	EWB00_007339.1, EWB00_007339.2, EWB00_007339.3, EWB00_007339.4, EWB00_007339.5	SGUI1_3300.1
OG0003969	EWB00_008405, EWB00_008406	SGUI1_84480.1
OG0003970	EWB00_000376	SGUI1_92700.1
OG0003971	EWB00_009792	SGUI1_63350.1
OG0003972	EWB00_007469.1, EWB00_007469.5, EWB00_007469.4, EWB00_007469.2, EWB00_007469.3, EWB00_007469.6	SGUI1_31000.1
OG0003973	EWB00_000005	SGUI1_96490.5, SGUI1_96490.6, SGUI1_96490.1, SGUI1_96490.2, SGUI1_96490.3, SGUI1_96490.4
OG0003974	EWB00_005369	SGUI1_53920.1
OG0003975	EWB00_006211.1, EWB00_006211.2	SGUI1_38870.1
OG0003976	EWB00_004231	SGUI1_24970.1
OG0003977	EWB00_005387.1, EWB00_005387.2	SGUI1_53690.1
OG0003978	EWB00_010706.1, EWB00_010706.3, EWB00_010706.2, EWB00_010706.4	SGUI1_48380.1
OG0003979	EWB00_003707.1, EWB00_003707.2	SGUI1_13660.1
OG0003980	EWB00_007431	SGUI1_93100.1
OG0003981	EWB00_007090.2, EWB00_007090.4, EWB00_007090.3, EWB00_007090.5	SGUI1_22990.2
OG0003981	EWB00_007090.1	SGUI1_22990.1
OG0003982	EWB00_010445.1, EWB00_010445.2	SGUI1_66230.1
OG0003983	EWB00_011334.1, EWB00_011334.2	SGUI1_61300.1
OG0003985	EWB00_010488.3, EWB00_010488.4, EWB00_010488.1, EWB00_010488.2	SGUI1_65900.1
OG0003986	EWB00_010398	SGUI1_66380.1, SGUI1_66380.2, SGUI1_66380.3
OG0003987	EWB00_005816, EWB00_009505	SGUI1_7370.1
OG0003988	EWB00_007702	SGUI1_37690.1, SGUI1_37690.2, SGUI1_37690.3, SGUI1_37690.4, SGUI1_37690.5
OG0003989	EWB00_010031	SGUI1_58930.1
OG0003990	EWB00_008743.1, EWB00_008743.2	SGUI1_49110.1
OG0003991	EWB00_004166	SGUI1_14590.1, SGUI1_14590.3, SGUI1_14590.2
OG0003992	EWB00_004622.4, EWB00_004622.1, EWB00_004622.3, EWB00_004622.2	SGUI1_31130.1
OG0003994	EWB00_001578.1, EWB00_001578.2	SGUI1_41000.1
OG0003995	EWB00_003271.1, EWB00_003271.2	SGUI1_88460.1
OG0003996	EWB00_008121.3, EWB00_008121.1, EWB00_008121.2	SGUI1_54370.1
OG0003998	EWB00_009366.1, EWB00_009366.2	SGUI1_14270.1
OG0003999	EWB00_008563.1, EWB00_008563.2	SGUI1_22010.1
OG0004000	EWB00_009870.1, EWB00_009870.3, EWB00_009870.2	SGUI1_65100.2, SGUI1_65100.1
OG0004001	EWB00_002548.3, EWB00_002548.1, EWB00_002548.2	SGUI1_46670.1
OG0004002	EWB00_010964	SGUI1_76630.1
OG0004003	EWB00_002134	SGUI1_32790.1
OG0004004	EWB00_008657	SGUI1_70470.1
OG0004005	EWB00_003143.2, EWB00_003143.3, EWB00_003143.5, EWB00_003143.4	SGUI1_38010.1
OG0004006	EWB00_005972.1, EWB00_005972.2, EWB00_005972.3	SGUI1_32590.1
OG0004007	EWB00_002738.1, EWB00_002738.2	SGUI1_71690.1
OG0004008	EWB00_000280.1, EWB00_000280.2	SGUI1_25320.1, SGUI1_25320.2, SGUI1_25320.3
OG0004010	EWB00_007550.1, EWB00_007550.2	SGUI1_22540.1
OG0004011	EWB00_001416	SGUI1_77770.1, SGUI1_77770.2, SGUI1_77770.3
OG0004012	EWB00_005377	SGUI1_53800.1
OG0004012	EWB00_005376	SGUI1_53790.1
OG0004013	EWB00_010472	SGUI1_66060.1
OG0004014	EWB00_001659.1, EWB00_001659.2	SGUI1_85370.1
OG0004015	EWB00_008942.1, EWB00_008942.2	SGUI1_94710.1
OG0004016	EWB00_005644	SGUI1_1420.1
OG0004018	EWB00_006915	SGUI1_87070.1
OG0004019	EWB00_009268.1, EWB00_009268.2, EWB00_009268.3	SGUI1_87700.1
OG0004021	EWB00_011391.1, EWB00_011391.2	SGUI1_89560.1
OG0004022	EWB00_009287.1, EWB00_009287.2, EWB00_009287.3, EWB00_009287.4, EWB00_009287.5, EWB00_009287.6, EWB00_009287.7	SGUI1_89050.1, SGUI1_89050.2
OG0004023	EWB00_011261.1, EWB00_011261.2	SGUI1_60630.1, SGUI1_60630.2, SGUI1_60630.3
OG0004024	EWB00_008002	SGUI1_1210.1, SGUI1_1210.2
OG0004025	EWB00_003510	SGUI1_21350.1
OG0004026	EWB00_009538	SGUI1_38580.3, SGUI1_38580.4, SGUI1_38580.1, SGUI1_38580.2
OG0004027	EWB00_011023	SGUI1_77140.1, SGUI1_77130.1
OG0004028	EWB00_009204	SGUI1_40980.1, SGUI1_40980.2, SGUI1_40980.3
OG0004029	EWB00_001618.1, EWB00_001618.2	SGUI1_70280.1
OG0004030	EWB00_005474.1, EWB00_005474.3, EWB00_005474.4, EWB00_005474.2	SGUI1_18250.1
OG0004031	EWB00_005920	SGUI1_32240.1, SGUI1_32240.2
OG0004032	EWB00_009395	SGUI1_14010.1
OG0004033	EWB00_003914	SGUI1_40280.1, SGUI1_40280.2
OG0004034	EWB00_008582	SGUI1_92160.1
OG0004035	EWB00_001972	SGUI1_89320.1
OG0004036	EWB00_003139	SGUI1_38050.1
OG0004037	EWB00_003585	SGUI1_830.1
OG0004038	EWB00_010720.1, EWB00_010720.2	SGUI1_48260.1
OG0004039	EWB00_003882, EWB00_009947	SGUI1_70630.1, SGUI1_70630.2
OG0004040	EWB00_005409	SGUI1_53480.1
OG0004041	EWB00_004717.2, EWB00_004717.1	SGUI1_41520.1
OG0004042	EWB00_009809.1, EWB00_009809.2	SGUI1_66900.1, SGUI1_66900.2, SGUI1_66900.3
OG0004043	EWB00_001510.1, EWB00_001510.2	SGUI1_7830.1
OG0004044	EWB00_007544.1, EWB00_007544.3, EWB00_007544.2	SGUI1_22590.1, SGUI1_22590.2
OG0004045	EWB00_010195.1, EWB00_010195.2	SGUI1_370.1
OG0004048	EWB00_011272.1, EWB00_011272.3, EWB00_011272.2, EWB00_011272.4	SGUI1_60700.1
OG0004049	EWB00_000570	SGUI1_94980.1
OG0004050	EWB00_004578.1, EWB00_004578.2, EWB00_004578.3, EWB00_004578.5, EWB00_004578.4	SGUI1_78360.1, SGUI1_78360.2, SGUI1_78360.3, SGUI1_78360.4
OG0004051	EWB00_008864	SGUI1_63940.1
OG0004052	EWB00_005178.1, EWB00_005178.2	SGUI1_58700.2, SGUI1_58700.1, SGUI1_58700.3
OG0004053	EWB00_011405.1, EWB00_011405.2	SGUI1_89430.1
OG0004054	EWB00_001591.3, EWB00_001591.1, EWB00_001591.2	SGUI1_71790.1
OG0004055	EWB00_009413	SGUI1_10640.1
OG0004056	EWB00_010726.1, EWB00_010726.2	SGUI1_48190.1, SGUI1_48190.3, SGUI1_48190.2
OG0004057	EWB00_007618	SGUI1_49580.1
OG0004058	EWB00_011043.1, EWB00_011043.2, EWB00_011043.3	SGUI1_74630.1
OG0004059	EWB00_011259.1, EWB00_011259.2	SGUI1_60610.1
OG0004060	EWB00_007347.1, EWB00_007347.2, EWB00_007347.3	SGUI1_3390.1
OG0004061	EWB00_000318.1, EWB00_000318.2	SGUI1_88370.1, SGUI1_88370.3, SGUI1_88370.2
OG0004062	EWB00_000319	SGUI1_88360.1, SGUI1_88360.2, SGUI1_88360.3
OG0004063	EWB00_010245.1, EWB00_010245.2	SGUI1_530.1, SGUI1_530.2
OG0004064	EWB00_005533.2, EWB00_005533.1	SGUI1_10000.1
OG0004066	EWB00_000071.2, EWB00_000071.1, EWB00_000071.3	SGUI1_16700.1
OG0004067	EWB00_002300.1, EWB00_002300.2	SGUI1_12970.1, SGUI1_13000.1, SGUI1_13010.1
OG0004068	EWB00_001373.1, EWB00_001373.2	SGUI1_75410.1
OG0004069	EWB00_011373	SGUI1_56850.1
OG0004071	EWB00_002408	SGUI1_21580.1
OG0004072	EWB00_004276	SGUI1_35940.2, SGUI1_35940.1
OG0004073	EWB00_010068, EWB00_010069	SGUI1_69450.1
OG0004074	EWB00_001453	SGUI1_95420.1
OG0004075	EWB00_003173, EWB00_003172	SGUI1_92080.1, SGUI1_92080.2, SGUI1_92080.3, SGUI1_92070.1
OG0004076	EWB00_001984	SGUI1_89210.1
OG0004077	EWB00_002084.2, EWB00_002084.4, EWB00_002084.5, EWB00_002084.6, EWB00_002084.1, EWB00_002084.3, EWB00_002082.1, EWB00_002082.2, EWB00_002082.5, EWB00_002082.3, EWB00_002082.4	SGUI1_46980.1
OG0004078	EWB00_003666	SGUI1_70360.1
OG0004079	EWB00_011052	SGUI1_74410.1
OG0004080	EWB00_000908	SGUI1_65350.2, SGUI1_65350.1
OG0004081	EWB00_002816.1, EWB00_002816.2, EWB00_002816.3	SGUI1_42560.1, SGUI1_42560.2
OG0004082	EWB00_001303.1, EWB00_001303.3, EWB00_001303.2	SGUI1_37310.1
OG0004083	EWB00_000060.1, EWB00_000060.4, EWB00_000060.2, EWB00_000060.3	SGUI1_16820.1, SGUI1_16820.2, SGUI1_16820.3, SGUI1_16820.4, SGUI1_16820.5
OG0004084	EWB00_008707, EWB00_008708	SGUI1_7510.2, SGUI1_7510.4, SGUI1_7510.5, SGUI1_7510.6, SGUI1_7510.3, SGUI1_7510.1
OG0004085	EWB00_009717, EWB00_001521, EWB00_010027, EWB00_011070.2	SGUI1_22650.1
OG0004086	EWB00_008281.1, EWB00_008281.2	SGUI1_44730.1, SGUI1_44730.2
OG0004089	EWB00_005436.1, EWB00_005436.2	SGUI1_17870.1, SGUI1_17870.2
OG0004090	EWB00_001943	SGUI1_90040.1
OG0004091	EWB00_001617.1, EWB00_001617.2	SGUI1_70260.1
OG0004092	EWB00_008484.1, EWB00_008484.2	SGUI1_19000.1
OG0004093	EWB00_001231	SGUI1_78950.1, SGUI1_78950.2, SGUI1_78950.3
OG0004094	EWB00_001797.3, EWB00_001797.1, EWB00_001797.2	SGUI1_43370.1
OG0004095	EWB00_000672	SGUI1_17040.1
OG0004097	EWB00_011276	SGUI1_60730.2, SGUI1_60730.1
OG0004098	EWB00_010752	SGUI1_47940.1, SGUI1_47940.2, SGUI1_47940.3
