Orthogroup	schistosoma_japonicum	opisthorchis_viverrini
OG0003237	EWB00_004234.1, EWB00_004234.2	T265_01039
OG0003238	EWB00_010483	T265_00665
OG0003239	EWB00_006733.1, EWB00_006733.3, EWB00_006733.2, EWB00_006733.4, EWB00_006733.5, EWB00_006733.6, EWB00_006733.7	T265_05841, T265_11592
OG0003240	EWB00_008701.2, EWB00_008701.4, EWB00_008701.1, EWB00_008701.3	T265_09874
OG0003241	EWB00_009123.1, EWB00_009123.2	T265_08313
OG0003242	EWB00_010668.1, EWB00_010668.2	T265_08090, T265_12218
OG0003243	EWB00_003084.1, EWB00_003084.3, EWB00_003084.4, EWB00_003084.7, EWB00_003084.2, EWB00_003084.5, EWB00_003084.6	T265_01389
OG0003244	EWB00_005396	T265_14655
OG0003245	EWB00_006500	T265_05102
OG0003246	EWB00_003082.1, EWB00_003082.2	T265_04347
OG0003247	EWB00_002490.3, EWB00_002490.1, EWB00_002490.2	T265_15668
OG0003249	EWB00_010444	T265_02516
OG0003250	EWB00_007922	T265_00815
OG0003251	EWB00_005287.1, EWB00_005287.2	T265_15132
OG0003252	EWB00_002792.5, EWB00_002792.3, EWB00_002792.1, EWB00_002792.2, EWB00_002792.4	T265_07596
OG0003253	EWB00_006924	T265_04761
OG0003254	EWB00_008914	T265_04181
OG0003255	EWB00_005870	T265_08975, T265_08976
OG0003256	EWB00_002182	T265_11920, T265_10484, T265_13236, T265_15390, T265_14837, T265_01620, T265_13563
OG0003257	EWB00_009732.1, EWB00_009732.3, EWB00_009732.2	T265_09512
OG0003258	EWB00_001796	T265_13426, T265_16113
OG0003259	EWB00_007061	T265_04248
OG0003260	EWB00_010180	T265_07096
OG0003261	EWB00_003383.1	T265_13387
OG0003263	EWB00_006341, EWB00_006342	T265_11723
OG0003264	EWB00_004804	T265_14781
OG0003265	EWB00_005737.1, EWB00_005737.2	T265_14465
OG0003266	EWB00_008682.1, EWB00_008682.2	T265_00355
OG0003267	EWB00_002529.1, EWB00_002529.2	T265_11130
OG0003268	EWB00_008258.1, EWB00_008258.2	T265_10845
OG0003269	EWB00_010993.1, EWB00_010993.2	T265_02226
OG0003270	EWB00_005906	T265_05629
OG0003271	EWB00_009402.4, EWB00_009402.5, EWB00_009402.7, EWB00_009402.1, EWB00_009402.3, EWB00_009402.2, EWB00_009402.6, EWB00_009402.8	T265_00964
OG0003273	EWB00_001726	T265_08347
OG0003275	EWB00_001108.1	T265_15417
OG0003276	EWB00_006584	T265_07677, T265_14350, T265_14351, T265_14349, T265_01626
OG0003277	EWB00_002907.1, EWB00_002907.2	T265_14638
OG0003278	EWB00_005170	T265_11305
OG0003279	EWB00_003837.1, EWB00_003837.2	T265_15092
OG0003280	EWB00_007377.2, EWB00_007377.1, EWB00_007377.3, EWB00_007377.4, EWB00_007377.5	T265_00283, T265_07565
OG0003281	EWB00_011205.1, EWB00_011205.2	T265_05670, T265_16020
OG0003282	EWB00_010653	T265_05807
OG0003283	EWB00_000573.1, EWB00_000573.3, EWB00_000573.2, EWB00_000573.4	T265_14849
OG0003284	EWB00_011299	T265_10799
OG0003285	EWB00_007543.1, EWB00_007543.2	T265_10409
OG0003286	EWB00_009842	T265_14579
OG0003287	EWB00_010374.1, EWB00_010374.2	T265_11152
OG0003288	EWB00_009774	T265_03913, T265_15951
OG0003289	EWB00_002694	T265_14827, T265_14826
OG0003290	EWB00_009496.1, EWB00_009496.2, EWB00_009496.3	T265_11160
OG0003291	EWB00_000053.1, EWB00_000053.2	T265_10834
OG0003292	EWB00_001336.1, EWB00_001336.2, EWB00_001336.3, EWB00_001336.4, EWB00_001336.5, EWB00_001336.6	T265_04681
OG0003293	EWB00_007013	T265_05415
OG0003294	EWB00_008149.1, EWB00_008149.2, EWB00_008149.3	T265_08998
OG0003297	EWB00_006546.1, EWB00_006546.2	T265_11733
OG0003298	EWB00_004029	T265_00463
OG0003299	EWB00_002013.1, EWB00_002013.2, EWB00_002013.3	T265_07321
OG0003302	EWB00_008838	T265_14440
OG0003303	EWB00_007745.1, EWB00_007745.3, EWB00_007745.2, EWB00_007745.4	T265_03311
OG0003304	EWB00_007783.1, EWB00_007783.2	T265_09145
OG0003305	EWB00_010935.4, EWB00_010937, EWB00_010935.1, EWB00_010935.2, EWB00_010935.3	T265_00774
OG0003306	EWB00_007821	T265_14129
OG0003307	EWB00_003713.3, EWB00_003713.1, EWB00_003713.2, EWB00_003713.4, EWB00_003713.5, EWB00_003713.6, EWB00_003713.7, EWB00_003713.8	T265_11890
OG0003310	EWB00_010716	T265_12760
OG0003313	EWB00_002174, EWB00_002175, EWB00_009988, EWB00_002176	T265_02811
OG0003315	EWB00_007856.1, EWB00_007856.2	T265_01927
OG0003318	EWB00_009257, EWB00_000638	T265_03220, T265_08727
OG0003319	EWB00_003912, EWB00_003911.1, EWB00_003911.2	T265_08722
OG0003320	EWB00_003563	T265_14787
OG0003326	EWB00_009823.1, EWB00_009823.3, EWB00_009823.2	T265_12115
OG0003327	EWB00_003890	T265_12021
OG0003328	EWB00_011026	T265_03597
OG0003329	EWB00_000558	T265_13725
OG0003330	EWB00_006505.3, EWB00_006505.1, EWB00_006505.2	T265_05098
OG0003331	EWB00_009188	T265_11448
OG0003332	EWB00_011211	T265_14609
OG0003334	EWB00_003319.1, EWB00_003319.2	T265_07042
OG0003335	EWB00_008896.1, EWB00_008896.2, EWB00_008896.3	T265_10561, T265_15187
OG0003336	EWB00_001160.1, EWB00_001160.2	T265_08134
OG0003338	EWB00_007637	T265_06648
OG0003339	EWB00_010227	T265_06302
OG0003340	EWB00_004593	T265_13297
OG0003341	EWB00_006222.1, EWB00_006222.2	T265_07155
OG0003342	EWB00_002304.1, EWB00_002304.2	T265_10319
OG0003343	EWB00_007216.1, EWB00_007216.2	T265_08839
OG0003344	EWB00_001539	T265_05994
OG0003345	EWB00_005053.2, EWB00_005053.4, EWB00_005053.3, EWB00_005053.1, EWB00_005054.2, EWB00_005054.1	T265_13591
OG0003347	EWB00_000978	T265_15325
OG0003348	EWB00_005383	T265_00384
OG0003349	EWB00_007466	T265_14676
OG0003350	EWB00_010089.1, EWB00_010089.2	T265_14476
OG0003352	EWB00_006734.2, EWB00_006734.1	T265_15477
OG0003354	EWB00_007009	T265_14200
OG0003355	EWB00_010054	T265_14583, T265_15801, T265_08484
OG0003357	EWB00_006364.1, EWB00_006364.2, EWB00_006364.3	T265_04123, T265_15449
OG0003361	EWB00_010359	T265_01606
OG0003362	EWB00_010550.2, EWB00_010550.3, EWB00_010550.4, EWB00_010550.1	T265_06343, T265_08886
OG0003363	EWB00_002198	T265_00732
OG0003364	EWB00_001339.1, EWB00_001339.2	T265_10488, T265_16148, T265_16320, T265_16298
OG0003365	EWB00_001048	T265_03679
OG0003366	EWB00_011157	T265_01582
OG0003368	EWB00_007696	T265_14328
OG0003369	EWB00_000917.1, EWB00_000917.2	T265_03934
OG0003370	EWB00_005111	T265_14039
OG0003371	EWB00_010802.1, EWB00_010802.2	T265_14624
OG0003372	EWB00_003039	T265_13073, T265_02731
OG0003373	EWB00_004807	T265_10074
OG0003374	EWB00_001431.2, EWB00_001430, EWB00_001431.1	T265_16374, T265_16007, T265_04840
OG0003375	EWB00_009163	T265_04061
OG0003376	EWB00_010756.1, EWB00_010756.2	T265_13274
OG0003378	EWB00_008958, EWB00_004512	T265_07106
OG0003379	EWB00_010474.1, EWB00_010474.2, EWB00_010474.3	T265_05624
OG0003381	EWB00_011174	T265_00289
OG0003382	EWB00_008654.1, EWB00_008654.2	T265_00092
OG0003383	EWB00_002567	T265_15451
OG0003384	EWB00_010106, EWB00_010165.1, EWB00_010165.2	T265_13386
OG0003385	EWB00_006712	T265_14270
OG0003386	EWB00_003506.1, EWB00_003506.2	T265_03433
OG0003389	EWB00_004047.2, EWB00_004047.3, EWB00_004047.1	T265_12547
OG0003390	EWB00_003379	T265_00408
OG0003391	EWB00_008181.3, EWB00_008181.2, EWB00_008181.4, EWB00_008181.1	T265_04030, T265_15014
OG0003392	EWB00_003808, EWB00_003810	T265_02148
OG0003393	EWB00_005947.1, EWB00_005947.2	T265_13519, T265_15813
OG0003394	EWB00_002803.1, EWB00_002803.2, EWB00_002803.3	T265_07062
OG0003395	EWB00_008385.1, EWB00_008385.2, EWB00_008385.3, EWB00_008385.5, EWB00_008385.6, EWB00_008385.8, EWB00_008385.7, EWB00_008385.4	T265_12933
OG0003396	EWB00_001561.1, EWB00_001561.2, EWB00_001561.3, EWB00_001561.4	T265_11318, T265_11884
OG0003397	EWB00_002407	T265_03419, T265_06176, T265_06175
OG0003398	EWB00_008514.1, EWB00_008514.2	T265_07278
OG0003400	EWB00_006634	T265_15283, T265_15284
OG0003401	EWB00_002124	T265_05806
OG0003402	EWB00_006448.1, EWB00_006448.2	T265_03694, T265_16284
OG0003403	EWB00_004423	T265_04283, T265_04284
OG0003404	EWB00_001371.1, EWB00_001371.2, EWB00_001371.3	T265_11259
OG0003405	EWB00_010805	T265_00061, T265_05780, T265_08607
OG0003406	EWB00_007774.1, EWB00_007774.2	T265_14439
OG0003407	EWB00_009604.1, EWB00_009604.2	T265_06019
OG0003408	EWB00_000283.1, EWB00_000283.2, EWB00_000283.3	T265_13309
OG0003409	EWB00_006521	T265_10546
OG0003410	EWB00_010097, EWB00_010096	T265_15775, T265_00661, T265_16112, T265_12598, T265_12599
OG0003411	EWB00_006177.2, EWB00_006177.1, EWB00_006177.4, EWB00_006177.3	T265_13041
OG0003412	EWB00_008272	T265_01015
OG0003414	EWB00_006156	T265_09732
OG0003415	EWB00_002257	T265_09033
OG0003416	EWB00_010071.2, EWB00_010071.1, EWB00_010071.3	T265_12733
OG0003417	EWB00_005253.1, EWB00_005253.2	T265_06775
OG0003418	EWB00_008966.1, EWB00_008966.2	T265_03567
OG0003419	EWB00_010931.1, EWB00_010931.2	T265_12633
OG0003420	EWB00_004367.2, EWB00_004367.1	T265_08302
OG0003422	EWB00_002075.1, EWB00_002075.2	T265_03968
OG0003423	EWB00_004586	T265_03199, T265_13186
OG0003424	EWB00_005280.4, EWB00_005280.6, EWB00_005280.3, EWB00_005280.5, EWB00_005280.1, EWB00_005280.2	T265_11767
OG0003425	EWB00_001350	T265_10927
OG0003426	EWB00_008880	T265_05174
OG0003427	EWB00_001006, EWB00_001002, EWB00_001005	T265_09674
OG0003428	EWB00_008956	T265_04653
OG0003429	EWB00_004576.1, EWB00_004576.2	T265_05909
OG0003430	EWB00_002024	T265_07448
OG0003431	EWB00_002523, EWB00_002522	T265_14276
OG0003432	EWB00_008132.1, EWB00_008132.3, EWB00_008132.2	T265_02200
OG0003433	EWB00_009567.1, EWB00_009567.2	T265_14247
OG0003434	EWB00_011165	T265_13606
OG0003435	EWB00_005618.1, EWB00_005618.2	T265_13575
OG0003436	EWB00_004421	T265_14841
OG0003437	EWB00_004970.1, EWB00_004970.3, EWB00_004970.2	T265_11777
OG0003438	EWB00_007438	T265_13978
OG0003439	EWB00_002383	T265_03706
OG0003440	EWB00_003528.2, EWB00_003528.4, EWB00_003528.10, EWB00_003528.9, EWB00_003528.3, EWB00_003528.1, EWB00_003528.5, EWB00_003528.6, EWB00_003528.7, EWB00_003528.8	T265_12653
OG0003441	EWB00_005009.1, EWB00_005009.2	T265_16158, T265_13329, T265_03782, T265_12661, T265_00897, T265_12660
OG0003442	EWB00_008350.1, EWB00_008350.2	T265_10526, T265_07654
OG0003443	EWB00_011244.1, EWB00_011244.2	T265_13942
OG0003444	EWB00_004673.1, EWB00_004673.2, EWB00_004673.3	T265_14726
OG0003445	EWB00_008285	T265_07143
OG0003446	EWB00_008367.3, EWB00_008367.1, EWB00_008367.4, EWB00_008367.2	T265_04504
OG0003447	EWB00_006310.1, EWB00_006310.2	T265_14249
OG0003448	EWB00_001621	T265_10023
OG0003449	EWB00_001622.1, EWB00_001622.2	T265_09851
OG0003450	EWB00_008870.1, EWB00_008870.3, EWB00_008870.4, EWB00_008870.2	T265_12574
OG0003451	EWB00_008644, EWB00_008643	T265_04969
OG0003452	EWB00_008669	T265_08005
OG0003453	EWB00_009555.1, EWB00_009555.2	T265_04993
OG0003454	EWB00_003429.1, EWB00_003429.2, EWB00_003429.3	T265_14193
OG0003456	EWB00_008836	T265_05545
OG0003457	EWB00_003158	T265_09480, T265_16051
OG0003458	EWB00_006194	T265_00691
OG0003459	EWB00_010922	T265_07450
OG0003460	EWB00_000980.4, EWB00_000980.1, EWB00_000980.2, EWB00_000980.3	T265_04726
OG0003461	EWB00_007307.2, EWB00_007307.1	T265_12975
OG0003462	EWB00_006148	T265_02574
OG0003463	EWB00_003004, EWB00_001660.5, EWB00_001660.1, EWB00_001660.2, EWB00_001660.3, EWB00_001660.4	T265_10283, T265_10285
OG0003465	EWB00_009791.1, EWB00_009791.3, EWB00_009791.2	T265_02038
OG0003467	EWB00_002014, EWB00_002015	T265_14975, T265_09848
OG0003468	EWB00_008929.1, EWB00_008929.2	T265_12594
OG0003469	EWB00_005218	T265_08823
OG0003470	EWB00_006821	T265_11547, T265_11549
OG0003471	EWB00_000172.1, EWB00_000172.2, EWB00_000172.3, EWB00_000172.4	T265_11489
OG0003472	EWB00_003062.1, EWB00_003062.2, EWB00_003062.3, EWB00_003062.4	T265_15369
OG0003473	EWB00_004571, EWB00_004572	T265_12937
OG0003474	EWB00_005130.1, EWB00_005130.5, EWB00_005130.2, EWB00_005130.3, EWB00_005130.4, EWB00_005130.6	T265_02823
OG0003475	EWB00_001085.1, EWB00_001085.2	T265_09374
OG0003476	EWB00_006402.1, EWB00_006402.2	T265_09472, T265_12155
OG0003477	EWB00_011377	T265_01902
OG0003478	EWB00_009561.2, EWB00_009561.1, EWB00_009561.3	T265_08469
OG0003479	EWB00_006951.1, EWB00_006951.2, EWB00_006951.3	T265_13318
OG0003480	EWB00_006233.1, EWB00_006233.2	T265_09876, T265_14913
OG0003482	EWB00_007533	T265_05343
OG0003483	EWB00_005976.1, EWB00_005976.2, EWB00_005976.5, EWB00_005976.3, EWB00_005976.4	T265_13053
OG0003484	EWB00_004846	T265_06650
OG0003485	EWB00_009592, EWB00_009595	T265_13645, T265_13644
OG0003486	EWB00_007660.1, EWB00_007660.2, EWB00_007660.3	T265_13646
OG0003487	EWB00_006510.1, EWB00_006510.3, EWB00_006510.4, EWB00_006510.2	T265_08087, T265_10196
OG0003488	EWB00_009415.1, EWB00_009415.2, EWB00_009415.3	T265_09073
OG0003489	EWB00_007266.2, EWB00_007266.3, EWB00_007266.1, EWB00_007266.4	T265_00323
OG0003490	EWB00_003071.1, EWB00_003071.2	T265_03113
OG0003491	EWB00_001762.1, EWB00_001762.2, EWB00_001762.3	T265_04324
OG0003492	EWB00_011348, EWB00_011347	T265_02536
OG0003493	EWB00_003175	T265_11233
OG0003494	EWB00_005519.2, EWB00_005519.4, EWB00_005519.5, EWB00_005519.3, EWB00_005519.1	T265_08759
OG0003495	EWB00_009577.3, EWB00_009577.1, EWB00_009577.2	T265_04558
OG0003496	EWB00_005978.1, EWB00_005978.2	T265_02588
OG0003497	EWB00_000438, EWB00_003786	T265_00036
OG0003498	EWB00_009347.1, EWB00_009347.2	T265_02133
OG0003500	EWB00_007109.1, EWB00_007109.2, EWB00_007109.3	T265_07015
OG0003501	EWB00_008240.1, EWB00_008240.2	T265_10024
OG0003502	EWB00_009443	T265_13592
OG0003503	EWB00_002043.4, EWB00_002043.1, EWB00_002043.3, EWB00_002043.2, EWB00_002043.5	T265_13487
OG0003505	EWB00_005314.1, EWB00_005314.2, EWB00_005314.3, EWB00_005314.4	T265_12248, T265_00127, T265_16214
OG0003507	EWB00_004827, EWB00_010540	T265_04937
OG0003508	EWB00_003644	T265_02519
OG0003509	EWB00_000031	T265_15081
OG0003510	EWB00_005690	T265_09042
OG0003511	EWB00_008714	T265_13027
OG0003512	EWB00_008789.1, EWB00_008789.2, EWB00_008789.3, EWB00_008789.4	T265_11328
OG0003513	EWB00_007160	T265_09089
OG0003515	EWB00_004772.1, EWB00_004772.2	T265_06621
OG0003516	EWB00_010609	T265_10171
OG0003517	EWB00_004794.2, EWB00_004794.1, EWB00_004794.3, EWB00_004794.4, EWB00_004794.5	T265_06615
OG0003518	EWB00_005278.1, EWB00_005278.2	T265_08612
OG0003519	EWB00_007709.1, EWB00_007709.2	T265_05628
OG0003520	EWB00_005566	T265_01815
OG0003521	EWB00_009438	T265_04411
OG0003522	EWB00_007484	T265_13909
OG0003523	EWB00_000743	T265_01345
OG0003524	EWB00_004011	T265_00504
OG0003525	EWB00_007344	T265_01893, T265_08418
OG0003526	EWB00_006005.1, EWB00_006005.2, EWB00_006005.3, EWB00_006005.4	T265_08334
OG0003527	EWB00_002256.2, EWB00_002256.1, EWB00_002256.3	T265_11499, T265_16069
OG0003528	EWB00_010233.2, EWB00_010233.4, EWB00_010233.1, EWB00_010233.3	T265_11428
OG0003529	EWB00_003232	T265_15692, T265_15691
OG0003530	EWB00_004001.1, EWB00_004001.2, EWB00_004001.3	T265_01532
OG0003531	EWB00_009491	T265_04537
OG0003532	EWB00_008841.2, EWB00_008841.3, EWB00_008841.1, EWB00_008841.4, EWB00_008841.5, EWB00_008841.6, EWB00_008841.7, EWB00_008841.8	T265_15073, T265_10184
OG0003533	EWB00_010709	T265_08083
OG0003534	EWB00_000325	T265_14367
OG0003535	EWB00_006668	T265_13748, T265_13749
OG0003536	EWB00_011353	T265_03943
OG0003537	EWB00_000502	T265_08781, T265_14670
OG0003538	EWB00_005823.1	T265_14277
OG0003540	EWB00_004850.1, EWB00_004850.2	T265_06653
OG0003541	EWB00_003020	T265_08893
OG0003542	EWB00_008893.1, EWB00_008893.2	T265_00656, T265_13990
OG0003543	EWB00_007608	T265_08692
OG0003544	EWB00_008069	T265_11978
OG0003545	EWB00_010356.1, EWB00_010356.2, EWB00_010356.3	T265_05565
OG0003547	EWB00_008593.3, EWB00_008593.1, EWB00_008593.2	T265_13128
OG0003548	EWB00_005758.1, EWB00_005758.2	T265_15344
OG0003549	EWB00_003272.1, EWB00_003272.2, EWB00_003272.3	T265_08011
OG0003553	EWB00_000806.1, EWB00_000806.2	T265_10953
OG0003554	EWB00_010077	T265_05158
OG0003555	EWB00_011006	T265_00079
OG0003556	EWB00_011345	T265_02539
OG0003557	EWB00_002541	T265_02901
OG0003558	EWB00_005180.1, EWB00_005180.2	T265_03991
OG0003559	EWB00_008946.1, EWB00_008946.2	T265_13234
OG0003560	EWB00_000392.3, EWB00_000392.1, EWB00_000392.2	T265_14817
OG0003577	EWB00_000986	T265_04132
OG0003580	EWB00_010285.1, EWB00_010285.2	T265_10604
OG0003581	EWB00_007670, EWB00_007671	T265_10913, T265_14331
OG0003582	EWB00_003197.1, EWB00_003197.2	T265_06314, T265_12092, T265_15431
OG0003583	EWB00_007579.1, EWB00_007579.2	T265_14147
OG0003584	EWB00_011159	T265_10564
OG0003585	EWB00_008400	T265_07130
OG0003586	EWB00_009705	T265_05888
OG0003587	EWB00_005544	T265_00983, T265_06561
OG0003588	EWB00_003120.3, EWB00_003120.6, EWB00_003120.1, EWB00_003120.2, EWB00_003120.5, EWB00_003120.4	T265_14600
OG0003590	EWB00_009920	T265_02486
OG0003591	EWB00_000490	T265_01108
OG0003593	EWB00_002921.1, EWB00_002921.2, EWB00_002921.3	T265_14611
OG0003594	EWB00_004813.1, EWB00_004813.2, EWB00_004814	T265_15427
OG0003595	EWB00_001654	T265_07915
OG0003596	EWB00_006790	T265_00838
OG0003597	EWB00_004523	T265_14097
OG0003598	EWB00_004299	T265_14336
OG0003599	EWB00_002688.2, EWB00_002688.1, EWB00_002688.4, EWB00_002688.3	T265_14959
OG0003600	EWB00_008276	T265_05129
OG0003601	EWB00_007006.1, EWB00_007006.2, EWB00_007006.3	T265_07052
OG0003602	EWB00_008715	T265_02041
OG0003603	EWB00_006100	T265_05734
OG0003605	EWB00_002457	T265_11576
OG0003606	EWB00_005930.1, EWB00_005930.2	T265_10609
OG0003607	EWB00_002345	T265_13798
OG0003608	EWB00_004291.2, EWB00_004291.1, EWB00_004291.3	T265_00734
OG0003609	EWB00_001099	T265_07040
OG0003610	EWB00_004469.5, EWB00_004469.2, EWB00_004469.6, EWB00_004469.4, EWB00_004469.1, EWB00_004469.3	T265_05958
OG0003611	EWB00_001201.1, EWB00_001201.2, EWB00_001201.3	T265_08091
OG0003612	EWB00_000504	T265_13022, T265_02498
OG0003613	EWB00_009760	T265_04789
OG0003615	EWB00_009528	T265_04147
OG0003616	EWB00_006540.1, EWB00_006540.2	T265_03030
OG0003617	EWB00_000228.1, EWB00_000228.2, EWB00_000228.3	T265_03178
OG0003618	EWB00_006999	T265_03758
OG0003619	EWB00_009469.1, EWB00_009469.3, EWB00_009469.2	T265_01591, T265_07717
OG0003620	EWB00_008724.1, EWB00_008724.2	T265_13102
OG0003621	EWB00_008123	T265_01334
OG0003622	EWB00_008138	T265_02194
OG0003623	EWB00_005368	T265_13109
OG0003624	EWB00_002195	T265_09870
OG0003625	EWB00_003010.3, EWB00_003010.1, EWB00_003010.2, EWB00_003010.4	T265_09174
OG0003626	EWB00_004936.1, EWB00_004936.2	T265_14517
OG0003627	EWB00_008605, EWB00_008603	T265_08254
OG0003629	EWB00_009569.2, EWB00_009569.1, EWB00_010023, EWB00_010020	T265_01597
OG0003630	EWB00_004250	T265_00552
OG0003631	EWB00_001248.1, EWB00_001248.2	T265_05474
OG0003632	EWB00_005579	T265_01555
OG0003633	EWB00_010695	T265_00479
OG0003634	EWB00_007376.1, EWB00_007376.2	T265_13087
OG0003635	EWB00_011001.2, EWB00_011001.3, EWB00_011001.6, EWB00_011001.1, EWB00_011001.4, EWB00_011001.5	T265_15443, T265_02172, T265_03007, T265_06156
OG0003636	EWB00_010927	T265_14928
OG0003637	EWB00_005776	T265_15655
OG0003638	EWB00_006501	T265_05106
OG0003639	EWB00_006502.2, EWB00_006502.3, EWB00_006502.1, EWB00_006502.4	T265_05104, T265_16000
OG0003640	EWB00_009086.2, EWB00_009086.1, EWB00_009086.3	T265_01012
OG0003641	EWB00_007154.1, EWB00_007154.2	T265_02862
OG0003642	EWB00_003569	T265_12743, T265_01199
OG0003643	EWB00_008337.1, EWB00_008337.2, EWB00_008337.3, EWB00_008337.4, EWB00_008337.5	T265_00281
OG0003645	EWB00_000218	T265_00160, T265_00162
OG0003646	EWB00_005389	T265_03853
OG0003647	EWB00_006464	T265_11848, T265_15568
OG0003648	EWB00_000816, EWB00_005530	T265_10268
OG0003649	EWB00_005622	T265_00575
OG0003650	EWB00_004802.1, EWB00_004802.2	T265_15117
OG0003651	EWB00_005220.3, EWB00_005220.6, EWB00_005220.1, EWB00_005220.5, EWB00_005220.2, EWB00_005220.4	T265_13683
OG0003652	EWB00_008124	T265_00794, T265_12637
OG0003653	EWB00_004601	T265_13145, T265_02615
OG0003654	EWB00_009802.1, EWB00_009802.2	T265_08494
OG0003655	EWB00_006001.3, EWB00_006001.6, EWB00_006001.1, EWB00_006001.4, EWB00_006001.2, EWB00_006001.5	T265_05208
OG0003656	EWB00_000957.1, EWB00_000957.2	T265_03290
OG0003657	EWB00_000874	T265_11037
OG0003658	EWB00_008340.1	T265_07445
OG0003659	EWB00_001232	T265_02794
OG0003660	EWB00_002761.1, EWB00_002761.2	T265_00788, T265_02325
OG0003661	EWB00_003550	T265_00438
OG0003662	EWB00_000022.4, EWB00_000022.3, EWB00_000022.1, EWB00_000022.2	T265_11677
OG0003663	EWB00_008648, EWB00_003664	T265_15278
OG0003665	EWB00_008349.1, EWB00_008349.2	T265_12643, T265_12644
OG0003666	EWB00_005562.1, EWB00_005562.2	T265_08460, T265_13632
OG0003668	EWB00_006492.3, EWB00_006492.1, EWB00_006492.4, EWB00_006492.2	T265_03603
OG0003669	EWB00_011178.1, EWB00_011178.2	T265_00288
OG0003670	EWB00_007729.1, EWB00_007729.2	T265_08934
OG0003671	EWB00_007150.1, EWB00_007150.3, EWB00_007150.2	T265_01972
OG0003674	EWB00_001773, EWB00_001774	T265_13658, T265_04998
OG0003676	EWB00_008425, EWB00_008426	T265_16358, T265_11520, T265_16124
OG0003677	EWB00_002262.1, EWB00_002262.2	T265_09034
OG0003678	EWB00_007472.1, EWB00_007472.2, EWB00_007472.3	T265_10342
OG0003679	EWB00_004893.1, EWB00_004893.2, EWB00_004893.3, EWB00_004893.4	T265_11802
OG0003680	EWB00_001295.1, EWB00_001295.2, EWB00_001295.4, EWB00_001295.3	T265_02876
OG0003681	EWB00_006933.1, EWB00_006933.2	T265_09754
OG0003683	EWB00_004664.1, EWB00_004664.2	T265_06872
OG0003684	EWB00_006035.1, EWB00_006035.2, EWB00_006035.3, EWB00_006035.4, EWB00_006035.5, EWB00_006035.6	T265_15486
OG0003685	EWB00_003138.1, EWB00_003138.2, EWB00_003138.3	T265_04088
OG0003686	EWB00_011413	T265_04768
OG0003687	EWB00_007519.1, EWB00_007519.2	T265_08327
OG0003688	EWB00_003772.1, EWB00_003772.2	T265_01680
OG0003689	EWB00_009575	T265_15525, T265_11754
OG0003690	EWB00_002226	T265_11143, T265_15936
OG0003691	EWB00_006657.1, EWB00_006657.3, EWB00_006657.2	T265_05651
OG0003692	EWB00_004391.1, EWB00_004391.2	T265_08242
OG0003693	EWB00_010686.1, EWB00_010686.2	T265_08095
OG0003694	EWB00_000304, EWB00_000307	T265_07501
OG0003695	EWB00_003647.1, EWB00_003647.2	T265_09288
OG0003696	EWB00_001602	T265_00034
OG0003697	EWB00_005635, EWB00_005637	T265_06827, T265_14149
OG0003698	EWB00_002117	T265_15116
OG0003699	EWB00_003423	T265_07037
OG0003700	EWB00_004032	T265_10146
OG0003701	EWB00_009667.3, EWB00_009667.1, EWB00_009667.2	T265_01634
OG0003703	EWB00_008321.1, EWB00_008321.2, EWB00_008321.3	T265_07221, T265_16143
OG0003704	EWB00_002913	T265_06510
OG0003705	EWB00_007861.1, EWB00_007861.2, EWB00_007861.3, EWB00_007861.4	T265_07049
OG0003706	EWB00_006725.2, EWB00_006725.3, EWB00_006725.1, EWB00_006725.4	T265_04171
OG0003707	EWB00_009563	T265_15364
OG0003708	EWB00_011137.1, EWB00_011137.2	T265_07688
OG0003709	EWB00_007188.1, EWB00_007188.2	T265_04308, T265_04657, T265_14395
OG0003710	EWB00_002909	T265_13051
OG0003711	EWB00_005806.3, EWB00_005806.4, EWB00_005806.1, EWB00_005806.2	T265_05157
OG0003712	EWB00_006554	T265_13695
OG0003713	EWB00_009273.1, EWB00_009273.2, EWB00_009273.3, EWB00_009273.4, EWB00_009273.5, EWB00_009273.6	T265_07311
OG0003715	EWB00_000284	T265_13324
OG0003717	EWB00_006610	T265_14734
OG0003718	EWB00_004550.1, EWB00_004550.2, EWB00_011024.1, EWB00_011024.2, EWB00_011024.3, EWB00_011025	T265_13675
OG0003719	EWB00_005358.3, EWB00_005358.1, EWB00_005358.2	T265_09180
OG0003720	EWB00_006573	T265_06792
OG0003721	EWB00_008312	T265_02624
OG0003723	EWB00_007414.1, EWB00_007414.2	T265_07088
OG0003724	EWB00_010352	T265_09063
OG0003725	EWB00_006327.2, EWB00_006327.1	T265_09685
OG0003726	EWB00_008109	T265_03314
OG0003727	EWB00_000633.1, EWB00_000633.2	T265_10556
OG0003728	EWB00_010342.2, EWB00_010342.1, EWB00_010342.3, EWB00_010342.4	T265_02271
OG0003730	EWB00_003610	T265_14130
OG0003731	EWB00_008961.1, EWB00_008961.3, EWB00_008961.2	T265_13642
OG0003732	EWB00_000133.1, EWB00_000133.2, EWB00_000133.3, EWB00_000133.4	T265_13560
OG0003733	EWB00_007797.1, EWB00_007797.2	T265_01595
OG0003734	EWB00_009076	T265_09564
OG0003735	EWB00_006333.1, EWB00_006333.4, EWB00_006333.5, EWB00_006333.2, EWB00_006333.3	T265_06408
