Orthogroup	schistosoma_turkestanicum	schistosoma_japonicum
OG0003717	STRK1_70720.1	EWB00_006610
OG0003718	STRK1_74760.1	EWB00_004550.1, EWB00_004550.2, EWB00_011024.1, EWB00_011024.2, EWB00_011024.3, EWB00_011025
OG0003719	STRK1_49190.1	EWB00_005358.3, EWB00_005358.1, EWB00_005358.2
OG0003720	STRK1_57880.1, STRK1_57880.2	EWB00_006573
OG0003721	STRK1_109420.1, STRK1_105140.1, STRK1_89280.1	EWB00_008312
OG0003722	STRK1_89250.1, STRK1_89260.1, STRK1_89270.1	EWB00_009647, EWB00_009956
OG0003723	STRK1_93640.1	EWB00_007414.1, EWB00_007414.2
OG0003724	STRK1_17660.1	EWB00_010352
OG0003725	STRK1_3280.1	EWB00_006327.2, EWB00_006327.1
OG0003726	STRK1_48050.1	EWB00_008109
OG0003727	STRK1_36890.1	EWB00_000633.1, EWB00_000633.2
OG0003728	STRK1_18380.4	EWB00_010342.2
OG0003728	STRK1_18380.3, STRK1_18410.1	EWB00_010342.1, EWB00_010342.3, EWB00_010342.4
OG0003730	STRK1_49450.1	EWB00_003610
OG0003731	STRK1_80580.1	EWB00_008961.1, EWB00_008961.3, EWB00_008961.2
OG0003732	STRK1_79830.1	EWB00_000133.1, EWB00_000133.2, EWB00_000133.3, EWB00_000133.4
OG0003733	STRK1_7030.1	EWB00_007797.1, EWB00_007797.2
OG0003734	STRK1_16520.1	EWB00_009076
OG0003735	STRK1_6780.1, STRK1_6780.2, STRK1_6790.1	EWB00_006333.1, EWB00_006333.4, EWB00_006333.5, EWB00_006333.2, EWB00_006333.3
OG0003736	STRK1_67420.1	EWB00_010074
OG0003737	STRK1_800.1	EWB00_010248.1, EWB00_010248.2
OG0003738	STRK1_40130.1	EWB00_001567
OG0003739	STRK1_49490.1, STRK1_49490.2, STRK1_49490.3, STRK1_49490.4	EWB00_007591
OG0003740	STRK1_25800.1, STRK1_10200.1, STRK1_10200.2, STRK1_103620.1, STRK1_103620.2	EWB00_005007.3, EWB00_005007.2, EWB00_005007.1
OG0003741	STRK1_47800.1	EWB00_005392.1, EWB00_005392.2
OG0003742	STRK1_96270.1, STRK1_56940.1	EWB00_000513
OG0003743	STRK1_63540.1	EWB00_010440, EWB00_010441
OG0003744	STRK1_32300.1	EWB00_004619.3, EWB00_004619.1, EWB00_004619.2
OG0003745	STRK1_29210.1	EWB00_010112
OG0003747	STRK1_23410.1	EWB00_001123
OG0003748	STRK1_16690.1	EWB00_001647
OG0003749	STRK1_20090.1	EWB00_010787
OG0003750	STRK1_77040.1, STRK1_77040.2, STRK1_77040.3	EWB00_002265
OG0003751	STRK1_82670.1	EWB00_004931.1, EWB00_004931.2, EWB00_004931.3, EWB00_004931.4, EWB00_004931.5
OG0003752	STRK1_35380.1, STRK1_35380.2	EWB00_007860
OG0003753	STRK1_19960.1	EWB00_003508
OG0003754	STRK1_79050.1	EWB00_006735
OG0003756	STRK1_88300.1, STRK1_88300.2	EWB00_001962.4, EWB00_001962.2, EWB00_001962.1, EWB00_001962.3, EWB00_001962.5
OG0003757	STRK1_39570.1, STRK1_39580.1	EWB00_008546
OG0003758	STRK1_34110.1	EWB00_002116
OG0003759	STRK1_66310.1	EWB00_009771
OG0003760	STRK1_104700.1, STRK1_105680.1, STRK1_41690.1	EWB00_008394
OG0003762	STRK1_87640.1	EWB00_003051.2, EWB00_003051.4, EWB00_003051.3, EWB00_003051.1
OG0003763	STRK1_104480.1	EWB00_007661.1, EWB00_007661.2
OG0003764	STRK1_107520.1, STRK1_41260.1	EWB00_006199
OG0003765	STRK1_5660.1	EWB00_003452
OG0003766	STRK1_44660.1	EWB00_002536
OG0003767	STRK1_58180.1	EWB00_007964
OG0003768	STRK1_1230.1	EWB00_003836
OG0003769	STRK1_102330.1	EWB00_004212
OG0003770	STRK1_68360.1, STRK1_68360.2	EWB00_009719.1, EWB00_009719.2
OG0003771	STRK1_5960.1	EWB00_008526
OG0003772	STRK1_51120.1	EWB00_010730
OG0003773	STRK1_87830.1, STRK1_87830.2, STRK1_87830.3	EWB00_009865.3, EWB00_009865.1, EWB00_009865.2, EWB00_009865.4
OG0003774	STRK1_70060.1	EWB00_002713.1, EWB00_002713.2
OG0003775	STRK1_68780.1	EWB00_009519.1, EWB00_009519.3, EWB00_009519.2, EWB00_009519.4, EWB00_009519.5
OG0003776	STRK1_7460.1	EWB00_002092.1, EWB00_002092.2
OG0003778	STRK1_93630.1	EWB00_007416
OG0003779	STRK1_11580.1	EWB00_004116.1, EWB00_004116.2
OG0003780	STRK1_63120.1, STRK1_63120.2, STRK1_63120.3	EWB00_009799.1, EWB00_009799.3, EWB00_009799.2
OG0003781	STRK1_106370.1, STRK1_106380.1	EWB00_003736.1, EWB00_003736.2, EWB00_003736.4, EWB00_003736.3
OG0003782	STRK1_48580.1	EWB00_004431
OG0003783	STRK1_43780.3, STRK1_43780.2, STRK1_43780.1, STRK1_43780.4	EWB00_000185
OG0003784	STRK1_44340.1	EWB00_000199.2, EWB00_000199.1, EWB00_000199.3
OG0003785	STRK1_109090.1, STRK1_109100.1, STRK1_42370.1	EWB00_008287.1, EWB00_008287.2
OG0003786	STRK1_63820.1	EWB00_010409, EWB00_010408
OG0003787	STRK1_19480.1	EWB00_006417.1, EWB00_006417.2
OG0003788	STRK1_69310.1	EWB00_002741
OG0003789	STRK1_12940.1, STRK1_12940.2	EWB00_008710.2, EWB00_008710.1, EWB00_008710.3
OG0003790	STRK1_30190.1, STRK1_30190.3, STRK1_30190.4, STRK1_30190.2	EWB00_006033
OG0003791	STRK1_105820.1, STRK1_95820.1, STRK1_95820.2	EWB00_004056.1, EWB00_004056.3, EWB00_004056.2
OG0003792	STRK1_110880.1, STRK1_54980.1	EWB00_003807, EWB00_003805
OG0003793	STRK1_44570.1	EWB00_002530.1, EWB00_002530.2
OG0003794	STRK1_107970.1	EWB00_009010.1, EWB00_009010.2, EWB00_009010.3
OG0003795	STRK1_91300.1, STRK1_91300.2	EWB00_010203
OG0003796	STRK1_63260.1, STRK1_63260.2, STRK1_63260.3	EWB00_010486
OG0003797	STRK1_73560.1, STRK1_73560.3, STRK1_73560.2	EWB00_007171
OG0003799	STRK1_79650.1, STRK1_79650.2	EWB00_000150.1, EWB00_000150.2, EWB00_000150.3
OG0003800	STRK1_22010.1, STRK1_22010.2	EWB00_007097
OG0003801	STRK1_47480.1	EWB00_010684.1, EWB00_010684.2, EWB00_010684.3
OG0003802	STRK1_73280.1	EWB00_001220
OG0003803	STRK1_9450.1, STRK1_9450.2	EWB00_009246.2, EWB00_009246.3, EWB00_009246.4, EWB00_009246.1, EWB00_009246.6, EWB00_009246.5
OG0003804	STRK1_4340.1, STRK1_4340.2, STRK1_4340.3	EWB00_006457.1, EWB00_006457.2
OG0003805	STRK1_500.1, STRK1_500.2	EWB00_005679
OG0003806	STRK1_13050.1, STRK1_13080.1	EWB00_004442.1, EWB00_004442.2, EWB00_004443
OG0003807	STRK1_104450.1, STRK1_104450.2, STRK1_104450.3, STRK1_104450.4, STRK1_28070.1, STRK1_28070.2	EWB00_005612.1, EWB00_005612.2, EWB00_005612.3
OG0003808	STRK1_76680.1, STRK1_96970.1, STRK1_76690.1, STRK1_100790.1	EWB00_002275
OG0003809	STRK1_68720.1	EWB00_000951
OG0003811	STRK1_25880.1	EWB00_005012.1, EWB00_005012.2, EWB00_005012.3, EWB00_005012.4
OG0003812	STRK1_23300.1	EWB00_005241.1, EWB00_005241.2, EWB00_005241.3
OG0003814	STRK1_80030.1	EWB00_001506.2, EWB00_001506.1, EWB00_001506.3
OG0003815	STRK1_85570.1	EWB00_011390.1, EWB00_011390.2
OG0003817	STRK1_58270.1, STRK1_58270.2, STRK1_58270.3, STRK1_58270.4	EWB00_011260.3, EWB00_011260.2, EWB00_011260.1
OG0003818	STRK1_29580.1, STRK1_29590.1, STRK1_29570.1	EWB00_006079.2, EWB00_006079.1, EWB00_006079.3
OG0003821	STRK1_7800.1, STRK1_7800.2	EWB00_008953.1, EWB00_008953.2
OG0003822	STRK1_94310.4, STRK1_94310.3, STRK1_94310.1, STRK1_94310.2	EWB00_005887.1, EWB00_005887.3
OG0003827	STRK1_30050.1	EWB00_006016
OG0003828	STRK1_33340.1	EWB00_009130, EWB00_009129
OG0003829	STRK1_6970.1, STRK1_6970.2	EWB00_008674.1, EWB00_008674.2
OG0003830	STRK1_10650.1	EWB00_004192.1, EWB00_004192.2
OG0003831	STRK1_92750.1	EWB00_009510
OG0003832	STRK1_37320.1, STRK1_92710.1	EWB00_004787
OG0003833	STRK1_105320.1	EWB00_004886
OG0003834	STRK1_17090.1	EWB00_008633, EWB00_008632
OG0003835	STRK1_3090.1, STRK1_3090.2	EWB00_010282.1, EWB00_010282.3, EWB00_010282.2
OG0003836	STRK1_30070.1	EWB00_006020.1, EWB00_006020.2
OG0003837	STRK1_35190.1	EWB00_003928.1, EWB00_003928.2
OG0003838	STRK1_11210.1	EWB00_003701.1, EWB00_003701.2, EWB00_003701.3
OG0003839	STRK1_5600.1	EWB00_002192, EWB00_002193
OG0003840	STRK1_39400.1, STRK1_39410.1	EWB00_007664
OG0003841	STRK1_32780.1	EWB00_004393
OG0003842	STRK1_29750.1	EWB00_005988
OG0003843	STRK1_12690.1	EWB00_008834.1, EWB00_008834.2
OG0003844	STRK1_34220.1	EWB00_002130.1, EWB00_002130.2
OG0003845	STRK1_89290.1	EWB00_008313
OG0003846	STRK1_15640.1	EWB00_000107
OG0003847	STRK1_60830.1	EWB00_011158
OG0003848	STRK1_82720.1	EWB00_004934
OG0003849	STRK1_17990.1, STRK1_95150.1	EWB00_010310
OG0003850	STRK1_105930.1, STRK1_105930.2	EWB00_007943
OG0003851	STRK1_59220.1	EWB00_000395.1, EWB00_000395.2
OG0003852	STRK1_91820.1	EWB00_005883, EWB00_005884, EWB00_005882, EWB00_005881
OG0003853	STRK1_90510.1, STRK1_100990.1	EWB00_006670
OG0003854	STRK1_63070.1	EWB00_009805
OG0003855	STRK1_38950.1, STRK1_38950.2	EWB00_007977.2, EWB00_007977.1, EWB00_007977.3
OG0003856	STRK1_82550.1	EWB00_001328
OG0003857	STRK1_28790.1	EWB00_009551.1, EWB00_009551.2, EWB00_009551.3, EWB00_009551.4, EWB00_009551.5
OG0003858	STRK1_27780.1	EWB00_005924
OG0003859	STRK1_64220.1	EWB00_007124
OG0003860	STRK1_41370.1, STRK1_41370.2	EWB00_006202.1, EWB00_006202.2
OG0003861	STRK1_33420.1	EWB00_007710
OG0003863	STRK1_21510.2, STRK1_21510.1	EWB00_007564.2
OG0003865	STRK1_91970.1, STRK1_91970.2	EWB00_005866.1, EWB00_005866.3, EWB00_005866.2
OG0003866	STRK1_38560.1	EWB00_003913.1, EWB00_003913.4, EWB00_003913.2, EWB00_003913.3
OG0003867	STRK1_45380.1	EWB00_006888.1, EWB00_006888.4, EWB00_006888.2, EWB00_006888.3
OG0003868	STRK1_60320.1	EWB00_011354.1, EWB00_011354.2, EWB00_011354.3
OG0003869	STRK1_111410.1, STRK1_111410.2	EWB00_008395.3, EWB00_008395.2, EWB00_008395.1
OG0003870	STRK1_94360.1	EWB00_006041.1, EWB00_006041.2, EWB00_006041.3
OG0003871	STRK1_29450.1	EWB00_002874
OG0003872	STRK1_97010.1, STRK1_99260.1	EWB00_003568
OG0003873	STRK1_92760.1, STRK1_92760.2, STRK1_75720.1, STRK1_109060.1, STRK1_79900.2, STRK1_79900.1, STRK1_79900.3	EWB00_008775
OG0003875	STRK1_22020.1	EWB00_007096
OG0003876	STRK1_37920.1	EWB00_006152.1, EWB00_006152.2
OG0003877	STRK1_59710.1, STRK1_59710.2, STRK1_59710.3	EWB00_009177.1, EWB00_009177.2
OG0003878	STRK1_59700.1	EWB00_009178
OG0003879	STRK1_77700.1, STRK1_103320.1	EWB00_003492
OG0003881	STRK1_60110.1	EWB00_011332.1, EWB00_011332.3, EWB00_011332.2
OG0003882	STRK1_91960.1	EWB00_005868.1, EWB00_005868.2
OG0003883	STRK1_60030.1	EWB00_011321.2, EWB00_011321.1, EWB00_011321.3
OG0003884	STRK1_24950.3, STRK1_24950.1, STRK1_24950.2	EWB00_006990.1, EWB00_006990.2, EWB00_006990.3, EWB00_006990.4, EWB00_006990.5
OG0003885	STRK1_84220.1	EWB00_006914.3, EWB00_006914.1, EWB00_006914.2
OG0003886	STRK1_32770.1, STRK1_32760.1	EWB00_004392
OG0003887	STRK1_95280.1, STRK1_95300.1, STRK1_87770.1, STRK1_95290.1, STRK1_101660.1	EWB00_003045
OG0003888	STRK1_85910.1	EWB00_005898, EWB00_005075.1, EWB00_005075.2
OG0003889	STRK1_73380.1	EWB00_007147.1, EWB00_007147.2
OG0003890	STRK1_19010.1	EWB00_006435
OG0003891	STRK1_11180.1, STRK1_11180.2	EWB00_003704.1, EWB00_003704.2
OG0003892	STRK1_87860.1	EWB00_004872
OG0003894	STRK1_11020.1	EWB00_008446.1, EWB00_008446.3, EWB00_008446.2, EWB00_008446.4, EWB00_008446.5
OG0003895	STRK1_46760.1	EWB00_006795.1, EWB00_006795.2
OG0003896	STRK1_102320.1, STRK1_102320.2	EWB00_010655.1, EWB00_010655.2
OG0003897	STRK1_100210.1, STRK1_100210.3, STRK1_100210.5, STRK1_100210.2, STRK1_100210.4	EWB00_009154.3, EWB00_009154.1, EWB00_009154.2
OG0003898	STRK1_8600.1	EWB00_003094.1, EWB00_003094.2
OG0003899	STRK1_46780.1	EWB00_006793
OG0003900	STRK1_96470.1, STRK1_111240.1, STRK1_66690.1, STRK1_66670.1, STRK1_111250.1, STRK1_66610.1	EWB00_008548
OG0003902	STRK1_88270.1	EWB00_000314
OG0003903	STRK1_66500.1	EWB00_008924
OG0003904	STRK1_66000.2, STRK1_66000.4, STRK1_66000.1, STRK1_66000.3	EWB00_006255.1, EWB00_006255.2
OG0003905	STRK1_91140.1	EWB00_000552, EWB00_000553
OG0003907	STRK1_91210.1	EWB00_003598.1, EWB00_003598.2, EWB00_003598.3
OG0003908	STRK1_20820.1, STRK1_20830.1	EWB00_008568
OG0003909	STRK1_30910.1	EWB00_004282.1
OG0003910	STRK1_54030.1	EWB00_001202.1, EWB00_001202.2, EWB00_001202.4, EWB00_001202.3
OG0003911	STRK1_39120.1, STRK1_39120.2, STRK1_39120.3	EWB00_007991.1, EWB00_007991.2, EWB00_007991.4, EWB00_007991.3
OG0003912	STRK1_61030.1	EWB00_002288.1, EWB00_002288.2
OG0003913	STRK1_29240.1	EWB00_002901.1, EWB00_002901.2
OG0003914	STRK1_67520.1	EWB00_009669, EWB00_002785
OG0003915	STRK1_67530.1	EWB00_000528
OG0003917	STRK1_5230.1	EWB00_004210.1, EWB00_004210.2, EWB00_010603
OG0003918	STRK1_49420.1	EWB00_003606.1, EWB00_003606.2
OG0003919	STRK1_27530.1, STRK1_27530.2	EWB00_001779.2, EWB00_001779.4, EWB00_001779.1, EWB00_001779.3
OG0003920	STRK1_14440.1	EWB00_007634, EWB00_007633
OG0003921	STRK1_67870.1, STRK1_67910.1	EWB00_003667.1, EWB00_003667.2, EWB00_003667.3
OG0003922	STRK1_66010.1, STRK1_66010.2	EWB00_006247
OG0003923	STRK1_23530.1, STRK1_23530.2	EWB00_001116.1, EWB00_001116.2
OG0003924	STRK1_53970.1, STRK1_53980.1	EWB00_001207.2, EWB00_001207.1, EWB00_001207.3
OG0003925	STRK1_46990.1	EWB00_010627.1, EWB00_010627.2
OG0003927	STRK1_66790.1	EWB00_008556
OG0003928	STRK1_39080.1	EWB00_007987
OG0003929	STRK1_43630.1	EWB00_009265.1, EWB00_009265.2
OG0003931	STRK1_47070.1	EWB00_010615.1, EWB00_010615.3, EWB00_010615.2
OG0003932	STRK1_4990.1, STRK1_4990.2	EWB00_004188.1, EWB00_004188.2
OG0003933	STRK1_42480.1	EWB00_000008, EWB00_009721
OG0003934	STRK1_93440.1, STRK1_93440.2	EWB00_003596.2, EWB00_003596.1, EWB00_003596.3
OG0003935	STRK1_5290.1, STRK1_5290.2	EWB00_004206.3, EWB00_004206.1, EWB00_004206.2
OG0003936	STRK1_6040.1	EWB00_005910
OG0003937	STRK1_100380.1, STRK1_45690.1	EWB00_010776
OG0003938	STRK1_71840.1	EWB00_006624
OG0003939	STRK1_81810.1, STRK1_81820.1, STRK1_81820.2	EWB00_004488.1, EWB00_004488.3, EWB00_004488.2
OG0003940	STRK1_8240.1	EWB00_010014
OG0003941	STRK1_16010.1	EWB00_004842
OG0003943	STRK1_44200.1	EWB00_004051
OG0003944	STRK1_44210.1, STRK1_44210.2	EWB00_004052
OG0003945	STRK1_84430.1, STRK1_84440.1	EWB00_007531
OG0003946	STRK1_23420.1	EWB00_001125, EWB00_001124
OG0003947	STRK1_38760.1	EWB00_007816
OG0003948	STRK1_53080.1	EWB00_005142
OG0003949	STRK1_51400.1	EWB00_008117.1, EWB00_008117.2, EWB00_008117.3
OG0003950	STRK1_6150.1	EWB00_008455
OG0003951	STRK1_50620.1, STRK1_50630.1	EWB00_008072
OG0003952	STRK1_86270.1	EWB00_001856.1, EWB00_001856.2
OG0003953	STRK1_79100.1	EWB00_006729.1, EWB00_006729.4, EWB00_006729.2, EWB00_006729.3, EWB00_006729.5
OG0003954	STRK1_60410.1	EWB00_011100, EWB00_011099
OG0003955	STRK1_49520.1	EWB00_007597
OG0003956	STRK1_59250.1	EWB00_000398.2, EWB00_000398.1, EWB00_000398.3, EWB00_000398.4
OG0003957	STRK1_35790.1	EWB00_008169.1
OG0003958	STRK1_26780.1	EWB00_004101.2, EWB00_004101.5, EWB00_004101.6, EWB00_004101.1, EWB00_004101.3, EWB00_004101.4
OG0003959	STRK1_21180.1, STRK1_21190.1, STRK1_97710.1	EWB00_004638
OG0003960	STRK1_52000.1	EWB00_006515.1, EWB00_006515.2
OG0003961	STRK1_101970.1, STRK1_79210.1	EWB00_008772
OG0003962	STRK1_29680.1	EWB00_005979
OG0003963	STRK1_2030.1	EWB00_008819
OG0003964	STRK1_13570.1	EWB00_006533.1, EWB00_006536, EWB00_006533.2
OG0003965	STRK1_25290.1	EWB00_010883.1, EWB00_010883.2
OG0003966	STRK1_12750.1	EWB00_008837.2
OG0003966	STRK1_12750.3, STRK1_12750.2	EWB00_008837.1
OG0003967	STRK1_101370.1	EWB00_002798
OG0003968	STRK1_16880.1, STRK1_16880.2	EWB00_007339.1, EWB00_007339.2, EWB00_007339.3, EWB00_007339.4, EWB00_007339.5
OG0003969	STRK1_81130.1	EWB00_008405, EWB00_008406
OG0003970	STRK1_89750.1	EWB00_000376
OG0003971	STRK1_59210.1, STRK1_59210.2	EWB00_009792
OG0003972	STRK1_32470.1	EWB00_007469.1, EWB00_007469.5, EWB00_007469.4, EWB00_007469.2, EWB00_007469.3, EWB00_007469.6
OG0003974	STRK1_51600.1, STRK1_51600.2, STRK1_51600.3, STRK1_51600.4, STRK1_51600.5, STRK1_51600.6	EWB00_005369
OG0003975	STRK1_101100.1, STRK1_37130.1	EWB00_006211.1, EWB00_006211.2
OG0003976	STRK1_23160.1, STRK1_98200.1	EWB00_004231
OG0003977	STRK1_47850.1	EWB00_005387.1, EWB00_005387.2
OG0003978	STRK1_50870.1	EWB00_010706.1, EWB00_010706.3, EWB00_010706.2, EWB00_010706.4
OG0003979	STRK1_11150.1, STRK1_11150.2	EWB00_003707.1, EWB00_003707.2
OG0003980	STRK1_108680.1, STRK1_91660.1	EWB00_007431
OG0003981	STRK1_22070.3	EWB00_007090.2, EWB00_007090.4, EWB00_007090.3, EWB00_007090.5
OG0003981	STRK1_22070.1, STRK1_22070.2	EWB00_007090.1
OG0003982	STRK1_63510.1, STRK1_63510.2	EWB00_010445.1, EWB00_010445.2
OG0003983	STRK1_60130.1	EWB00_011334.1, EWB00_011334.2
OG0003985	STRK1_62680.1	EWB00_010488.3, EWB00_010488.4, EWB00_010488.1, EWB00_010488.2
OG0003986	STRK1_59050.1	EWB00_010398
OG0003987	STRK1_13060.1	EWB00_005816, EWB00_009505
OG0003988	STRK1_33190.1, STRK1_33190.2	EWB00_007702
OG0003989	STRK1_56220.1, STRK1_56230.1	EWB00_010031
OG0003990	STRK1_50120.1, STRK1_50120.2, STRK1_50120.3	EWB00_008743.1, EWB00_008743.2
OG0003991	STRK1_4820.1	EWB00_004166
OG0003992	STRK1_32350.1	EWB00_004622.4, EWB00_004622.1, EWB00_004622.3, EWB00_004622.2
OG0003993	STRK1_76140.1	EWB00_010970
OG0003994	STRK1_39190.1	EWB00_001578.1, EWB00_001578.2
OG0003995	STRK1_97760.1, STRK1_104020.1	EWB00_003271.1, EWB00_003271.2
OG0003996	STRK1_51430.2, STRK1_51430.1, STRK1_51430.3	EWB00_008121.3, EWB00_008121.1, EWB00_008121.2
OG0003998	STRK1_5130.1, STRK1_5130.2	EWB00_009366.1, EWB00_009366.2
OG0003999	STRK1_20870.1, STRK1_20870.2	EWB00_008563.1, EWB00_008563.2
OG0004000	STRK1_61810.1	EWB00_009870.1, EWB00_009870.3, EWB00_009870.2
OG0004001	STRK1_44810.1, STRK1_44810.2	EWB00_002548.3, EWB00_002548.1, EWB00_002548.2
OG0004003	STRK1_34250.1	EWB00_002134
OG0004004	STRK1_68000.1	EWB00_008657
OG0004005	STRK1_32910.1	EWB00_003143.2, EWB00_003143.3, EWB00_003143.5, EWB00_003143.4
OG0004006	STRK1_34070.1	EWB00_005972.1, EWB00_005972.2, EWB00_005972.3
OG0004007	STRK1_69290.1	EWB00_002738.1, EWB00_002738.2
OG0004010	STRK1_21350.1	EWB00_007550.1, EWB00_007550.2
OG0004011	STRK1_73810.1	EWB00_001416
OG0004012	STRK1_51510.1	EWB00_005377
OG0004012	STRK1_51520.1	EWB00_005376
OG0004013	STRK1_63390.1	EWB00_010472
OG0004014	STRK1_82220.1	EWB00_001659.1, EWB00_001659.2
OG0004015	STRK1_108000.1, STRK1_90100.1, STRK1_90150.1	EWB00_008942.1, EWB00_008942.2
OG0004016	STRK1_810.1	EWB00_005644
OG0004018	STRK1_84230.1	EWB00_006915
OG0004019	STRK1_106780.1	EWB00_009268.1, EWB00_009268.2, EWB00_009268.3
OG0004021	STRK1_87540.3, STRK1_87540.1, STRK1_87540.2	EWB00_011391.1, EWB00_011391.2
OG0004022	STRK1_85520.1	EWB00_009287.1, EWB00_009287.2, EWB00_009287.3, EWB00_009287.4, EWB00_009287.5, EWB00_009287.6, EWB00_009287.7
OG0004023	STRK1_58280.1	EWB00_011261.1, EWB00_011261.2
OG0004024	STRK1_650.1	EWB00_008002
OG0004025	STRK1_19950.1, STRK1_19950.2, STRK1_19950.3, STRK1_19950.4, STRK1_98670.1	EWB00_003510
OG0004027	STRK1_71100.1	EWB00_011023
OG0004028	STRK1_39170.1	EWB00_009204
OG0004029	STRK1_67790.1	EWB00_001618.1, EWB00_001618.2
OG0004030	STRK1_2180.1	EWB00_005474.1, EWB00_005474.3, EWB00_005474.4, EWB00_005474.2
OG0004031	STRK1_27820.1, STRK1_98780.1	EWB00_005920
OG0004032	STRK1_5370.1, STRK1_5350.1, STRK1_5360.1	EWB00_009395
OG0004033	STRK1_38540.2, STRK1_38540.1, STRK1_38540.3	EWB00_003914
OG0004034	STRK1_96000.1, STRK1_96000.2, STRK1_96000.3, STRK1_96000.4, STRK1_89120.1, STRK1_95710.1	EWB00_008582
OG0004035	STRK1_85270.1	EWB00_001972
OG0004036	STRK1_32870.1	EWB00_003139
OG0004037	STRK1_270.1	EWB00_003585
OG0004038	STRK1_51010.1	EWB00_010720.1, EWB00_010720.2
OG0004039	STRK1_68050.1	EWB00_003882, EWB00_009947
OG0004040	STRK1_47650.1, STRK1_47650.2	EWB00_005409
OG0004041	STRK1_39620.1, STRK1_105620.1, STRK1_73320.1, STRK1_67500.1	EWB00_004717.2, EWB00_004717.1
OG0004042	STRK1_63040.1	EWB00_009809.1, EWB00_009809.2
OG0004043	STRK1_12530.1	EWB00_001510.1, EWB00_001510.2
OG0004044	STRK1_97410.1	EWB00_007544.1, EWB00_007544.3, EWB00_007544.2
OG0004045	STRK1_91240.1	EWB00_010195.1, EWB00_010195.2
OG0004046	STRK1_9800.1, STRK1_9800.2, STRK1_9800.3	EWB00_009476.1, EWB00_009476.2, EWB00_009476.3
OG0004048	STRK1_58360.1	EWB00_011272.1, EWB00_011272.3, EWB00_011272.2, EWB00_011272.4
OG0004049	STRK1_106720.1	EWB00_000570
OG0004050	STRK1_75030.1	EWB00_004578.1, EWB00_004578.2, EWB00_004578.3, EWB00_004578.5, EWB00_004578.4
OG0004051	STRK1_64030.1, STRK1_64030.2, STRK1_64030.3	EWB00_008864
OG0004052	STRK1_55630.1	EWB00_005178.1, EWB00_005178.2
OG0004053	STRK1_104430.1, STRK1_95550.1, STRK1_95550.2, STRK1_95550.3, STRK1_95550.4, STRK1_95550.5	EWB00_011405.1, EWB00_011405.2
OG0004054	STRK1_69370.1	EWB00_001591.3, EWB00_001591.1, EWB00_001591.2
OG0004055	STRK1_10860.1, STRK1_10860.2	EWB00_009413
OG0004056	STRK1_51080.1	EWB00_010726.1, EWB00_010726.2
OG0004057	STRK1_49690.1, STRK1_49690.2, STRK1_49690.3	EWB00_007618
OG0004058	STRK1_75650.1	EWB00_011043.1, EWB00_011043.2, EWB00_011043.3
OG0004059	STRK1_58260.1, STRK1_58260.2	EWB00_011259.1, EWB00_011259.2
OG0004060	STRK1_16730.1	EWB00_007347.1, EWB00_007347.2, EWB00_007347.3
OG0004061	STRK1_88180.1	EWB00_000318.1, EWB00_000318.2
OG0004062	STRK1_88170.1	EWB00_000319
OG0004063	STRK1_80820.1, STRK1_80820.2, STRK1_80820.3	EWB00_010245.1, EWB00_010245.2
OG0004064	STRK1_10140.1	EWB00_005533.2, EWB00_005533.1
OG0004066	STRK1_14050.1, STRK1_14050.2	EWB00_000071.2, EWB00_000071.1, EWB00_000071.3
OG0004067	STRK1_11560.1	EWB00_002300.1, EWB00_002300.2
OG0004068	STRK1_99540.1	EWB00_001373.1, EWB00_001373.2
OG0004069	STRK1_53260.1	EWB00_011373
OG0004071	STRK1_20480.1, STRK1_20480.2	EWB00_002408
OG0004072	STRK1_30850.5, STRK1_30850.3, STRK1_30850.2, STRK1_30850.1, STRK1_30850.4	EWB00_004276
OG0004073	STRK1_55350.1, STRK1_55360.1, STRK1_66220.1	EWB00_010068, EWB00_010069
OG0004074	STRK1_93380.1	EWB00_001453
OG0004076	STRK1_85360.1	EWB00_001984
OG0004077	STRK1_45050.1, STRK1_45050.2	EWB00_002084.2, EWB00_002084.4, EWB00_002084.5, EWB00_002084.6, EWB00_002084.1, EWB00_002084.3, EWB00_002082.1, EWB00_002082.2, EWB00_002082.5, EWB00_002082.3, EWB00_002082.4
OG0004078	STRK1_67880.1	EWB00_003666
OG0004079	STRK1_75430.1, STRK1_75420.1	EWB00_011052
OG0004080	STRK1_62040.1	EWB00_000908
OG0004081	STRK1_37570.1	EWB00_002816.1, EWB00_002816.2, EWB00_002816.3
OG0004082	STRK1_33620.1, STRK1_33620.2	EWB00_001303.1, EWB00_001303.3, EWB00_001303.2
OG0004083	STRK1_13940.1	EWB00_000060.1, EWB00_000060.4, EWB00_000060.2, EWB00_000060.3
OG0004084	STRK1_12910.1	EWB00_008707, EWB00_008708
OG0004085	STRK1_21770.1, STRK1_21680.1, STRK1_21680.2, STRK1_21680.3, STRK1_103200.1, STRK1_103200.4, STRK1_103200.2, STRK1_103200.3, STRK1_109460.1, STRK1_107980.1, STRK1_111350.1, STRK1_111350.2, STRK1_109470.1, STRK1_109470.2	EWB00_009717, EWB00_001521, EWB00_010027
OG0004086	STRK1_42120.1, STRK1_42120.2	EWB00_008281.1, EWB00_008281.2
OG0004089	STRK1_2580.1	EWB00_005436.1, EWB00_005436.2
