Orthogroup	schistosoma_turkestanicum	s.mekongi
OG0002990	STRK1_78770.1, STRK1_97170.1, STRK1_78800.1	KAK4468206.1
OG0002992	STRK1_75860.1, STRK1_75870.1	KAK4470499.1
OG0002993	STRK1_41930.1, STRK1_41920.1, STRK1_81170.1, STRK1_81160.1	KAK4468016.1
OG0002994	STRK1_1890.1	KAK4475102.1
OG0002995	STRK1_99310.1, STRK1_87490.1	KAK4468948.1
OG0002996	STRK1_4780.1, STRK1_4780.2, STRK1_4780.3, STRK1_4780.4	KAK4475272.1
OG0002997	STRK1_35350.1	KAK4472554.1
OG0002998	STRK1_42810.1	KAK4474004.1
OG0002999	STRK1_61470.1	KAK4471879.1
OG0003000	STRK1_25740.1	KAK4472928.1
OG0003001	STRK1_25820.1, STRK1_25830.1	KAK4472932.1
OG0003002	STRK1_5430.1, STRK1_5430.2, STRK1_5430.3, STRK1_5430.4	KAK4475065.1, KAK4475066.1
OG0003003	STRK1_92120.1	KAK4467897.1
OG0003004	STRK1_107670.1, STRK1_71930.1	KAK4470349.1
OG0003005	STRK1_46090.1, STRK1_46090.2, STRK1_46090.3	KAK4469934.1
OG0003006	STRK1_82100.1	KAK4468098.1
OG0003007	STRK1_60400.1	KAK4471944.1
OG0003008	STRK1_31730.1, STRK1_31730.4, STRK1_31730.5, STRK1_31730.2, STRK1_31730.3	KAK4472583.1
OG0003009	STRK1_6130.1	KAK4476104.1
OG0003010	STRK1_68700.1	KAK4470536.1
OG0003011	STRK1_29670.1	KAK4472496.1
OG0003012	STRK1_60770.1	KAK4471987.1
OG0003013	STRK1_72380.1	KAK4470828.1
OG0003014	STRK1_81370.1	KAK4468178.1
OG0003015	STRK1_40560.1, STRK1_40560.2, STRK1_40560.3	KAK4473564.1
OG0003016	STRK1_73360.1	KAK4470535.1
OG0003017	STRK1_48570.1	KAK4469411.1
OG0003018	STRK1_91050.1	KAK4467766.1
OG0003019	STRK1_73750.2, STRK1_73750.1, STRK1_73750.3	KAK4470459.1
OG0003020	STRK1_27450.1	KAK4472808.1
OG0003021	STRK1_81350.1, STRK1_108350.1, STRK1_98370.1, STRK1_81120.1	KAK4468180.1
OG0003022	STRK1_23340.1	KAK4473196.1
OG0003023	STRK1_81450.1, STRK1_81450.2, STRK1_81460.1, STRK1_81480.1, STRK1_81480.2	KAK4468173.1
OG0003024	STRK1_74940.1	KAK4470783.1
OG0003025	STRK1_97040.1	KAK4473824.1
OG0003026	STRK1_34440.1, STRK1_34440.2, STRK1_34440.3, STRK1_34440.4, STRK1_34440.5	KAK4472359.1
OG0003027	STRK1_17650.1, STRK1_17650.2	KAK4474846.1
OG0003028	STRK1_9460.1, STRK1_9460.2, STRK1_9460.3, STRK1_9460.4, STRK1_9460.5	KAK4476314.1
OG0003029	STRK1_79460.1, STRK1_79460.2	KAK4468366.1
OG0003030	STRK1_17670.1	KAK4475071.1
OG0003031	STRK1_111380.1, STRK1_111380.2, STRK1_111380.3	KAK4471040.1
OG0003032	STRK1_57380.1	KAK4472074.1
OG0003033	STRK1_44900.1	KAK4469064.1
OG0003034	STRK1_80200.1	KAK4468280.1
OG0003036	STRK1_81520.1	KAK4468187.1
OG0003037	STRK1_110350.1, STRK1_109190.1, STRK1_110360.1, STRK1_97560.2, STRK1_97560.3, STRK1_97560.1, STRK1_105730.1	KAK4470951.1
OG0003038	STRK1_46550.1, STRK1_46550.2	KAK4469706.1
OG0003039	STRK1_99980.1, STRK1_43770.1, STRK1_43770.2, STRK1_43730.1, STRK1_43760.1, STRK1_43760.2, STRK1_99970.1, STRK1_43750.1, STRK1_43980.3, STRK1_43980.1, STRK1_43980.2	KAK4469437.1
OG0003040	STRK1_29980.1	KAK4472467.1
OG0003041	STRK1_34170.1	KAK4472389.1
OG0003042	STRK1_38960.1	KAK4473609.1
OG0003043	STRK1_45940.1	KAK4469610.1
OG0003044	STRK1_13160.1	KAK4476083.1
OG0003045	STRK1_51930.1	KAK4469160.1
OG0003046	STRK1_51920.1	KAK4469161.1
OG0003047	STRK1_8260.1	KAK4474707.1
OG0003048	STRK1_43490.1	KAK4469764.1
OG0003049	STRK1_43500.1	KAK4469754.1
OG0003050	STRK1_106350.1, STRK1_73110.1	KAK4470858.1
OG0003051	STRK1_24060.1	KAK4473151.1
OG0003052	STRK1_61980.1, STRK1_61980.2, STRK1_61980.3	KAK4471195.1
OG0003053	STRK1_26230.1	KAK4472972.1
OG0003054	STRK1_12140.1, STRK1_12140.2, STRK1_12140.3	KAK4476250.1
OG0003055	STRK1_54260.1, STRK1_54240.1, STRK1_54240.4, STRK1_54240.2, STRK1_54240.3, STRK1_99700.1	KAK4469728.1
OG0003056	STRK1_12260.1, STRK1_12260.2	KAK4476225.1
OG0003057	STRK1_64140.1, STRK1_64140.3, STRK1_64140.2	KAK4471418.1
OG0003058	STRK1_89300.2, STRK1_89300.1, STRK1_89300.3	KAK4468917.1
OG0003059	STRK1_30790.1	KAK4474057.1
OG0003060	STRK1_46370.1, STRK1_46360.1, STRK1_46380.1	KAK4469722.1, KAK4469721.1
OG0003062	STRK1_97770.1, STRK1_86720.1	KAK4468558.1
OG0003063	STRK1_13420.1	KAK4474944.1
OG0003064	STRK1_13140.1	KAK4476085.1, KAK4476084.1
OG0003065	STRK1_20620.1	KAK4475481.1
OG0003066	STRK1_90430.1	KAK4467653.1
OG0003067	STRK1_23400.1, STRK1_23400.2, STRK1_23400.3	KAK4473191.1
OG0003068	STRK1_103500.1, STRK1_71050.1, STRK1_103490.1	KAK4470448.1
OG0003069	STRK1_68460.1	KAK4470904.1
OG0003070	STRK1_30480.1	KAK4474128.1
OG0003071	STRK1_60000.1	KAK4471899.1
OG0003072	STRK1_108070.1, STRK1_98550.1	KAK4470953.1
OG0003073	STRK1_58860.1	KAK4471453.1
OG0003074	STRK1_102980.1	KAK4472092.1
OG0003074	STRK1_56320.1, STRK1_56320.2	KAK4472093.1
OG0003075	STRK1_56510.1	KAK4471132.1
OG0003076	STRK1_56470.1, STRK1_98720.1	KAK4467226.1
OG0003077	STRK1_108270.5, STRK1_108270.6, STRK1_108290.3, STRK1_108270.1, STRK1_108270.2, STRK1_108270.3, STRK1_108270.4, STRK1_108290.1, STRK1_108290.2, STRK1_108290.4	KAK4470456.1
OG0003078	STRK1_99930.1	KAK4469344.1
OG0003079	STRK1_54220.1	KAK4469953.1
OG0003080	STRK1_10280.1	KAK4474393.1
OG0003081	STRK1_4960.1	KAK4474607.1
OG0003083	STRK1_77180.1, STRK1_77180.2	KAK4470931.1
OG0003084	STRK1_70630.3, STRK1_70630.1, STRK1_70630.2, STRK1_70630.4	KAK4470292.1
OG0003085	STRK1_28720.1, STRK1_28720.2, STRK1_28720.3	KAK4473802.1
OG0003086	STRK1_108760.1, STRK1_59010.1, STRK1_99570.1	KAK4471330.1
OG0003087	STRK1_92500.1	KAK4467853.1
OG0003088	STRK1_18860.1, STRK1_18860.2, STRK1_83150.1	KAK4474979.1
OG0003089	STRK1_2170.1	KAK4475161.1
OG0003090	STRK1_31840.1	KAK4472596.1
OG0003091	STRK1_92200.1, STRK1_92210.1, STRK1_92220.1	KAK4467911.1
OG0003093	STRK1_87130.1	KAK4468425.1
OG0003094	STRK1_86150.1, STRK1_86150.2, STRK1_86150.3	KAK4468504.1
OG0003096	STRK1_73440.1	KAK4470528.1
OG0003097	STRK1_59160.1	KAK4471337.1
OG0003098	STRK1_3030.1, STRK1_3030.2	KAK4474756.1, KAK4474758.1, KAK4474759.1
OG0003107	STRK1_54050.1	KAK4469963.1
OG0003108	STRK1_26420.1	KAK4472992.1
OG0003109	STRK1_4490.1	KAK4475305.1
OG0003110	STRK1_11110.1	KAK4474497.1
OG0003111	STRK1_105540.1, STRK1_105540.2, STRK1_105540.3	KAK4470170.1
OG0003114	STRK1_84910.1, STRK1_99750.1	KAK4468802.1
OG0003115	STRK1_75100.1	KAK4470616.1
OG0003117	STRK1_2290.1	KAK4475175.1
OG0003118	STRK1_100150.1	KAK4473622.1
OG0003119	STRK1_34310.1	KAK4472376.1
OG0003120	STRK1_68610.1	KAK4470643.1
OG0003121	STRK1_1010.1, STRK1_1020.1	KAK4474788.1
OG0003122	STRK1_80830.1	KAK4475923.1
OG0003124	STRK1_88360.1, STRK1_88360.2, STRK1_88360.3, STRK1_88360.4	KAK4468630.1
OG0003125	STRK1_75740.1	KAK4470479.1
OG0003126	STRK1_3890.1, STRK1_3890.2	KAK4475109.1
OG0003127	STRK1_83470.1, STRK1_96020.1	KAK4468864.1
OG0003128	STRK1_80120.1	KAK4468288.1
OG0003129	STRK1_17210.1	KAK4475567.1
OG0003130	STRK1_23690.1	KAK4473122.1
OG0003131	STRK1_70160.1	KAK4470255.1
OG0003132	STRK1_24540.1	KAK4473009.1
OG0003133	STRK1_57070.1	KAK4472047.1
OG0003134	STRK1_94160.1	KAK4468043.1
OG0003135	STRK1_31160.1	KAK4474024.1
OG0003136	STRK1_9550.1, STRK1_9550.2, STRK1_9550.3	KAK4476290.1
OG0003137	STRK1_79990.1	KAK4468351.1
OG0003138	STRK1_85960.1	KAK4468617.1
OG0003139	STRK1_49770.1	KAK4469247.1
OG0003140	STRK1_29020.2, STRK1_29020.1	KAK4472688.1
OG0003141	STRK1_60790.1, STRK1_60790.2, STRK1_60790.3	KAK4471989.1
OG0003142	STRK1_71250.1	KAK4470724.1
OG0003143	STRK1_73500.1, STRK1_73530.1	KAK4470519.1
OG0003144	STRK1_37700.1, STRK1_102520.1	KAK4473747.1
OG0003145	STRK1_18100.1	KAK4475042.1
OG0003146	STRK1_61940.1, STRK1_61940.2	KAK4471191.1
OG0003147	STRK1_49930.1	KAK4469262.1
OG0003148	STRK1_91530.1	KAK4467885.1
OG0003150	STRK1_76460.1	KAK4470886.1
OG0003151	STRK1_49270.3, STRK1_49270.1, STRK1_49270.2	KAK4469373.1
OG0003152	STRK1_27900.1, STRK1_27900.2	KAK4473841.1
OG0003153	STRK1_75190.1	KAK4470627.1
OG0003154	STRK1_36150.1	KAK4474086.1
OG0003155	STRK1_68960.1, STRK1_68960.2	KAK4470113.1
OG0003156	STRK1_32880.1	KAK4473931.1
OG0003157	STRK1_46790.1	KAK4469678.1
OG0003158	STRK1_85630.1	KAK4468929.1
OG0003159	STRK1_53720.1	KAK4469036.1
OG0003160	STRK1_19160.1, STRK1_19160.2, STRK1_19160.3	KAK4475329.1, KAK4475328.1
OG0003161	STRK1_45120.1	KAK4469088.1
OG0003162	STRK1_8940.1	KAK4476171.1
OG0003163	STRK1_6920.1, STRK1_990.1, STRK1_990.2	KAK4474766.1
OG0003164	STRK1_34590.1	KAK4472344.1, KAK4472345.1
OG0003165	STRK1_74730.1, STRK1_74740.1	KAK4470763.1
OG0003167	STRK1_101430.1, STRK1_92020.1, STRK1_92020.2, STRK1_92020.3	KAK4467889.1
OG0003168	STRK1_63870.1	KAK4471309.1
OG0003169	STRK1_15170.1	KAK4474765.1
OG0003170	STRK1_2690.1, STRK1_2690.2, STRK1_2690.3	KAK4475221.1
OG0003171	STRK1_71700.1	KAK4470558.1
OG0003172	STRK1_20750.1	KAK4475445.1
OG0003173	STRK1_32010.1, STRK1_32010.2	KAK4472619.1, KAK4472618.1
OG0003174	STRK1_72040.1, STRK1_72040.2	KAK4470337.1
OG0003175	STRK1_94800.1	KAK4467721.1
OG0003176	STRK1_67960.1	KAK4470311.1
OG0003177	STRK1_24600.1	KAK4473005.1
OG0003178	STRK1_34670.1	KAK4472335.1
OG0003179	STRK1_72160.1	KAK4470325.1
OG0003180	STRK1_15980.1, STRK1_15980.2	KAK4475713.1
OG0003181	STRK1_28390.1	KAK4473984.1
OG0003182	STRK1_32450.1	KAK4472665.1
OG0003183	STRK1_11920.1	KAK4474722.1
OG0003184	STRK1_27070.1	KAK4472873.1
OG0003185	STRK1_69770.1	KAK4470180.1
OG0003186	STRK1_29260.1, STRK1_29260.2, STRK1_30220.1	KAK4469043.1, KAK4472714.1
OG0003187	STRK1_75200.1	KAK4470628.1
OG0003188	STRK1_79430.1	KAK4467982.1
OG0003189	STRK1_53020.1	KAK4469783.1
OG0003190	STRK1_61430.1	KAK4471885.1
OG0003191	STRK1_45330.3, STRK1_45330.1, STRK1_45330.2, STRK1_45310.1	KAK4469115.1
OG0003192	STRK1_103330.1, STRK1_62870.1	KAK4471358.1
OG0003194	STRK1_99710.1, STRK1_67600.1	KAK4470088.1
OG0003195	STRK1_2670.1, STRK1_2670.2	KAK4475218.1
OG0003196	STRK1_61290.1	KAK4471775.1
OG0003197	STRK1_91160.1	KAK4467650.1
OG0003198	STRK1_54380.4, STRK1_54380.5, STRK1_54380.1, STRK1_54380.2, STRK1_54380.3, STRK1_54380.6	KAK4469447.1
OG0003199	STRK1_91890.1, STRK1_91890.2	KAK4467790.1
OG0003200	STRK1_9820.1	KAK4476266.1
OG0003201	STRK1_5180.1	KAK4474576.1
OG0003202	STRK1_2270.1	KAK4475172.1
OG0003203	STRK1_88970.1	KAK4468471.1
OG0003204	STRK1_18380.5, STRK1_18510.1	KAK4475014.1
OG0003205	STRK1_28450.1	KAK4473990.1
OG0003206	STRK1_13630.1	KAK4474923.1
OG0003207	STRK1_12610.1, STRK1_12620.1	KAK4476153.1
OG0003208	STRK1_98010.1, STRK1_65830.1	KAK4471535.1
OG0003209	STRK1_77600.1	KAK4470896.1
OG0003210	STRK1_8210.1, STRK1_8210.2	KAK4474687.1
OG0003211	STRK1_71920.1	KAK4470350.1
OG0003212	STRK1_3490.1	KAK4475898.1
OG0003213	STRK1_34510.1	KAK4472354.1
OG0003214	STRK1_11050.1	KAK4474495.1
OG0003215	STRK1_12040.1	KAK4476241.1
OG0003216	STRK1_58640.1, STRK1_58640.2	KAK4471483.1
OG0003217	STRK1_60120.1, STRK1_60120.3, STRK1_60120.2	KAK4471913.1
OG0003221	STRK1_37980.1	KAK4473713.1
OG0003222	STRK1_17850.1	KAK4475064.1
OG0003223	STRK1_85450.1	KAK4468584.1, KAK4468585.1
OG0003224	STRK1_32800.1, STRK1_32800.2	KAK4473941.1
OG0003225	STRK1_87780.1, STRK1_87780.2	KAK4468688.1
OG0003226	STRK1_11130.1	KAK4474499.1
OG0003227	STRK1_60800.1, STRK1_60800.2	KAK4471990.1
OG0003228	STRK1_84480.1	KAK4468741.1
OG0003229	STRK1_76120.1, STRK1_76110.1	KAK4470686.1
OG0003230	STRK1_45010.1, STRK1_45010.2	KAK4469076.1
OG0003231	STRK1_4090.1	KAK4474953.1
OG0003232	STRK1_10180.1	KAK4474274.1
OG0003233	STRK1_19990.1, STRK1_107480.1	KAK4475433.1
OG0003234	STRK1_61400.1	KAK4471760.1
OG0003235	STRK1_81510.1	KAK4468186.1
OG0003236	STRK1_56120.1	KAK4471122.1
OG0003237	STRK1_22880.1	KAK4473234.1
OG0003238	STRK1_63280.1	KAK4471261.1
OG0003239	STRK1_79060.1	KAK4467990.1
OG0003240	STRK1_12850.1	KAK4476138.1
OG0003241	STRK1_33270.1, STRK1_33280.1, STRK1_33260.1, STRK1_33250.1	KAK4473883.1
OG0003242	STRK1_47340.1	KAK4469521.1
OG0003243	STRK1_12280.1	KAK4476227.1
OG0003244	STRK1_47790.1	KAK4469346.1
OG0003245	STRK1_51840.1	KAK4469172.1
OG0003246	STRK1_12230.1, STRK1_12230.2, STRK1_12230.3	KAK4476223.1
OG0003247	STRK1_99790.1	KAK4474985.1
OG0003248	STRK1_93880.1	KAK4468201.1
OG0003249	STRK1_63530.1	KAK4471287.1
OG0003250	STRK1_68330.1	KAK4470916.1
OG0003251	STRK1_83230.1	KAK4468853.1
OG0003252	STRK1_37360.1	KAK4473464.1
OG0003253	STRK1_84290.1	KAK4468807.1
OG0003254	STRK1_58630.1	KAK4471484.1
OG0003255	STRK1_91920.1, STRK1_91930.1	KAK4467801.1
OG0003255	STRK1_91580.1	KAK4467929.1
OG0003256	STRK1_94010.1, STRK1_94010.2, STRK1_95310.1	KAK4468025.1
OG0003257	STRK1_8060.1	KAK4474666.1
OG0003258	STRK1_103750.2, STRK1_103750.1, STRK1_40580.1	KAK4473563.1
OG0003259	STRK1_22290.1	KAK4473296.1
OG0003260	STRK1_81250.1	KAK4468167.1
OG0003261	STRK1_35590.1	KAK4474180.1
OG0003263	STRK1_6700.1	KAK4475776.1, KAK4475784.1
OG0003264	STRK1_2770.1	KAK4475229.1
OG0003265	STRK1_110890.1	KAK4473435.1
OG0003266	STRK1_69170.1	KAK4470094.1
OG0003267	STRK1_18470.1	KAK4475018.1
OG0003268	STRK1_40490.1	KAK4473571.1
OG0003269	STRK1_72920.1	KAK4470709.1
OG0003272	STRK1_31290.1, STRK1_31280.1	KAK4474002.1
OG0003273	STRK1_35000.1	KAK4472295.1
OG0003274	STRK1_4040.1	KAK4475136.1
OG0003275	STRK1_24260.1, STRK1_24260.2, STRK1_24260.3, STRK1_24260.4	KAK4473165.1
OG0003276	STRK1_60850.1	KAK4471817.1
OG0003277	STRK1_34780.1	KAK4472323.1
OG0003278	STRK1_52840.1	KAK4469763.1
OG0003279	STRK1_1220.1	KAK4475009.1
OG0003280	STRK1_72670.1, STRK1_72670.2, STRK1_72670.3, STRK1_72670.4, STRK1_72670.5, STRK1_72670.6, STRK1_72670.7	KAK4470799.1
OG0003281	STRK1_94470.1, STRK1_94470.2	KAK4467686.1
OG0003282	STRK1_47160.1, STRK1_47160.2, STRK1_47160.3	KAK4469505.1
OG0003283	STRK1_90920.1	KAK4467757.1
OG0003284	STRK1_61450.1	KAK4471882.1
OG0003285	STRK1_21290.1, STRK1_21290.2	KAK4473363.1
OG0003286	STRK1_64760.1	KAK4471627.1
OG0003287	STRK1_8890.1	KAK4476157.1
OG0003288	STRK1_66330.1	KAK4471508.1
OG0003289	STRK1_8540.1, STRK1_8540.2	KAK4474715.1
OG0003290	STRK1_9710.1	KAK4476282.1
OG0003291	STRK1_13880.1	KAK4474901.1
OG0003292	STRK1_104380.1	KAK4468075.1
OG0003293	STRK1_25580.1	KAK4473039.1
OG0003294	STRK1_34800.1, STRK1_34800.2	KAK4472321.1
OG0003295	STRK1_26810.1	KAK4472848.1
OG0003296	STRK1_47950.1	KAK4469906.1
OG0003297	STRK1_13470.1	KAK4474930.1
OG0003298	STRK1_44330.1	KAK4469322.1
OG0003299	STRK1_74010.1	KAK4470415.1
OG0003300	STRK1_95770.1, STRK1_95770.2, STRK1_95780.1	KAK4474742.1
OG0003301	STRK1_39850.1	KAK4472558.1
OG0003302	STRK1_12720.1	KAK4476124.1
OG0003303	STRK1_48020.1	KAK4469920.1
OG0003304	STRK1_15470.1, STRK1_15470.2, STRK1_15470.3	KAK4476026.1
OG0003305	STRK1_75250.1	KAK4470635.1
OG0003306	STRK1_54140.1	KAK4469971.1
OG0003307	STRK1_26590.1	KAK4472899.1
OG0003309	STRK1_400.1, STRK1_400.2	KAK4474415.1
OG0003310	STRK1_50980.1	KAK4469566.1
OG0003311	STRK1_86730.1	KAK4468557.1
OG0003314	STRK1_25350.1, STRK1_25350.3, STRK1_25350.2	KAK4473083.1
OG0003315	STRK1_31580.1	KAK4472565.1
OG0003319	STRK1_38570.1	KAK4473648.1
OG0003321	STRK1_30080.1, STRK1_30080.2	KAK4472455.1
OG0003322	STRK1_14360.1, STRK1_14380.1, STRK1_14370.1	KAK4474853.1, KAK4474854.1
OG0003326	STRK1_64570.1	KAK4471641.1
OG0003327	STRK1_70920.1	KAK4470434.1
OG0003328	STRK1_75730.1	KAK4470480.1
OG0003329	STRK1_91040.1, STRK1_91060.1	KAK4467772.1
OG0003330	STRK1_51880.1, STRK1_51880.2, STRK1_98990.1	KAK4469167.1, KAK4469165.1
OG0003331	STRK1_9160.1	KAK4474359.1
OG0003332	STRK1_31750.1, STRK1_31740.1	KAK4472584.1, KAK4472187.1
OG0003333	STRK1_6140.1	KAK4475965.1
OG0003334	STRK1_27060.1	KAK4472912.1
OG0003335	STRK1_58770.1	KAK4471465.1
OG0003336	STRK1_65510.1	KAK4471802.1
OG0003337	STRK1_72990.1	KAK4470702.1
OG0003338	STRK1_14450.1	KAK4474851.1
OG0003339	STRK1_170.1, STRK1_180.1, STRK1_160.1	KAK4475801.1
OG0003340	STRK1_38040.1, STRK1_38040.2	KAK4473706.1
OG0003341	STRK1_65600.1, STRK1_65600.2	KAK4471574.1
OG0003342	STRK1_11520.1	KAK4475262.1
OG0003344	STRK1_21960.1, STRK1_21960.2, STRK1_21960.3	KAK4473338.1
OG0003345	STRK1_103160.1	KAK4468751.1
OG0003346	STRK1_90350.1, STRK1_90350.2, STRK1_90350.3	KAK4467748.1
OG0003347	STRK1_42630.1	KAK4473853.1
OG0003348	STRK1_67480.1	KAK4469355.1
OG0003349	STRK1_32490.1	KAK4472670.1
OG0003351	STRK1_71480.1	KAK4470585.1
OG0003351	STRK1_71470.1, STRK1_71470.2	KAK4470586.1
OG0003352	STRK1_79070.1, STRK1_79070.2	KAK4468001.1
OG0003353	STRK1_25280.1	KAK4473091.1
OG0003354	STRK1_25200.1, STRK1_25170.1, STRK1_101450.1	KAK4473041.1
OG0003355	STRK1_67060.1	KAK4471397.1
OG0003357	STRK1_40790.1	KAK4473542.1
OG0003360	STRK1_34320.1	KAK4472374.1
OG0003361	STRK1_1750.1	KAK4475075.1
OG0003362	STRK1_72270.1	KAK4470541.1, KAK4470542.1
OG0003363	STRK1_30090.1, STRK1_30090.2	KAK4472454.1
OG0003364	STRK1_82440.1, STRK1_109330.1	KAK4468078.1
OG0003365	STRK1_13360.1	KAK4475132.1
OG0003366	STRK1_60820.1	KAK4471992.1
OG0003367	STRK1_45720.1	KAK4469630.1
OG0003368	STRK1_33140.1	KAK4473902.1
OG0003369	STRK1_62230.1	KAK4471215.1
OG0003370	STRK1_26690.1	KAK4472867.1
OG0003371	STRK1_45580.1	KAK4469637.1
OG0003372	STRK1_90410.1	KAK4467714.1
OG0003373	STRK1_2780.1	KAK4475230.1
OG0003374	STRK1_94550.1	KAK4467641.1
OG0003375	STRK1_68240.1, STRK1_68240.2, STRK1_68240.3	KAK4470085.1
OG0003376	STRK1_51370.1, STRK1_51370.3, STRK1_51370.2	KAK4469604.1
OG0003377	STRK1_79760.1, STRK1_79760.2, STRK1_79760.3	KAK4468003.1
OG0003378	STRK1_93930.1	KAK4468207.1, KAK4468208.1
OG0003379	STRK1_63360.1	KAK4471270.1
OG0003380	STRK1_52610.1	KAK4469642.1
OG0003381	STRK1_48370.1	KAK4469845.1
OG0003382	STRK1_67970.1	KAK4470289.1
OG0003383	STRK1_5730.1	KAK4476102.1
OG0003384	STRK1_40530.1, STRK1_40530.2, STRK1_58370.1	KAK4473567.1
OG0003385	STRK1_86970.1	KAK4468440.1
OG0003386	STRK1_19980.1	KAK4475415.1
OG0003387	STRK1_4460.1, STRK1_4460.2	KAK4475308.1
OG0003388	STRK1_94780.1, STRK1_94780.2, STRK1_94780.3	KAK4467617.1
OG0003389	STRK1_44170.1	KAK4469143.1
OG0003390	STRK1_35620.1	KAK4474177.1
OG0003391	STRK1_101140.1, STRK1_77300.1, STRK1_77250.1	KAK4470923.1
OG0003392	STRK1_46610.3, STRK1_46610.2, STRK1_46610.1, STRK1_108450.1	KAK4469762.1
OG0003393	STRK1_33830.1	KAK4472526.1
OG0003394	STRK1_37430.1	KAK4473474.1
OG0003395	STRK1_56820.1	KAK4469025.1
OG0003396	STRK1_40090.1	KAK4472772.1
OG0003397	STRK1_100120.1, STRK1_20470.1, STRK1_20470.2	KAK4475464.1
OG0003398	STRK1_8960.1, STRK1_8960.2, STRK1_8960.3	KAK4476173.1
OG0003399	STRK1_36400.1, STRK1_36400.2	KAK4474118.1
OG0003400	STRK1_71780.1	KAK4470317.1
OG0003401	STRK1_34160.1	KAK4472390.1
OG0003402	STRK1_19180.1	KAK4475331.1
OG0003404	STRK1_71890.1	KAK4470352.1
OG0003405	STRK1_45610.1	KAK4469634.1
OG0003406	STRK1_15560.1	KAK4476035.1
OG0003407	STRK1_82070.1	KAK4468100.1
OG0003408	STRK1_22560.1	KAK4473269.1
OG0003409	STRK1_13650.1	KAK4474296.1
OG0003410	STRK1_99080.1, STRK1_67200.1	KAK4471281.1
OG0003411	STRK1_37760.1, STRK1_37770.1	KAK4473740.1
OG0003412	STRK1_6850.1, STRK1_6850.2	KAK4475872.1
OG0003415	STRK1_106600.1, STRK1_76930.1, STRK1_76940.1, STRK1_76950.1	KAK4470968.1
OG0003416	STRK1_67390.1	KAK4471260.1
OG0003417	STRK1_54080.1	KAK4469966.1
OG0003418	STRK1_45170.1	KAK4469091.1
OG0003419	STRK1_75210.1	KAK4470630.1, KAK4470629.1
OG0003420	STRK1_28150.1	KAK4473964.1
OG0003421	STRK1_33210.1	KAK4473893.1
OG0003422	STRK1_44980.1, STRK1_44980.2	KAK4469073.1
OG0003423	STRK1_8420.1, STRK1_8410.1	KAK4467576.1, KAK4467577.1, KAK4474677.1
OG0003424	STRK1_83940.1, STRK1_95090.1	KAK4468849.1
OG0003425	STRK1_82360.1	KAK4468085.1, KAK4468086.1
OG0003426	STRK1_58880.1	KAK4471450.1
OG0003427	STRK1_42820.1, STRK1_42840.1	KAK4474015.1
OG0003428	STRK1_80590.1	KAK4468238.1, KAK4468237.1
OG0003429	STRK1_75010.1	KAK4470791.1
OG0003430	STRK1_74040.1, STRK1_74040.2	KAK4470424.1
OG0003431	STRK1_18530.3, STRK1_18530.1, STRK1_18530.2	KAK4475012.1
OG0003432	STRK1_68540.1	KAK4470852.1
OG0003433	STRK1_6520.1, STRK1_6520.2, STRK1_6520.3	KAK4474351.1
OG0003434	STRK1_57730.1, STRK1_57750.1, STRK1_57760.1	KAK4471998.1
OG0003435	STRK1_28120.1, STRK1_28120.2	KAK4473820.1
OG0003436	STRK1_48530.1	KAK4469415.1
OG0003437	STRK1_70570.3, STRK1_70570.4, STRK1_70570.1, STRK1_70570.2	KAK4470283.1
OG0003438	STRK1_29070.1	KAK4472694.1
OG0003439	STRK1_20800.1	KAK4475442.1
OG0003440	STRK1_19730.1	KAK4475396.1
OG0003441	STRK1_25860.1, STRK1_25840.1, STRK1_25850.1	KAK4472935.1, KAK4467225.1
OG0003442	STRK1_70290.1	KAK4470265.1
OG0003443	STRK1_57410.1	KAK4472080.1
OG0003444	STRK1_10080.1, STRK1_10080.2	KAK4475939.1
OG0003445	STRK1_42340.1, STRK1_42340.2	KAK4474179.1
OG0003446	STRK1_35980.1	KAK4467276.1
OG0003447	STRK1_15210.1	KAK4475836.1
OG0003448	STRK1_67830.1, STRK1_67830.2, STRK1_67830.3	KAK4470129.1
OG0003449	STRK1_67840.1	KAK4470128.1
OG0003450	STRK1_58980.1	KAK4471441.1
OG0003451	STRK1_82660.1	KAK4468061.1
OG0003452	STRK1_12350.1	KAK4475988.1
OG0003453	STRK1_40570.1, STRK1_42060.1, STRK1_40540.1, STRK1_40550.1, STRK1_40550.2	KAK4467251.1, KAK4473565.1
OG0003454	STRK1_27470.1	KAK4472250.1
OG0003455	STRK1_65530.1	KAK4471806.1
OG0003456	STRK1_12760.1	KAK4476121.1
OG0003457	STRK1_33010.1	KAK4473914.1
OG0003458	STRK1_41330.1	KAK4473754.1
OG0003459	STRK1_75140.1	KAK4470622.1
OG0003460	STRK1_42680.1	KAK4473874.1
OG0003462	STRK1_37950.1, STRK1_37950.2	KAK4473716.1
OG0003463	STRK1_82230.1	KAK4468148.1
OG0003464	STRK1_79890.1	KAK4468339.1
OG0003465	STRK1_59190.1	KAK4471665.1
OG0003466	STRK1_9360.1	KAK4474381.1
OG0003467	STRK1_73990.1	KAK4470416.1
OG0003467	STRK1_73980.1	KAK4470417.1
OG0003468	STRK1_66450.1	KAK4471499.1
OG0003470	STRK1_46590.1	KAK4469702.1
OG0003471	STRK1_43870.1	KAK4469558.1
