Orthogroup	schistosoma_turkestanicum	schistosoma_spindale
OG0003581	STRK1_39340.1	SSPN1_39950.1
OG0003582	STRK1_56610.1	SSPN1_55270.1
OG0003583	STRK1_17170.1, STRK1_17170.2	SSPN1_2830.2, SSPN1_2830.1, SSPN1_2830.3
OG0003584	STRK1_60840.1, STRK1_60840.2	SSPN1_62560.1
OG0003585	STRK1_81060.1, STRK1_81080.1, STRK1_81100.1, STRK1_81110.1, STRK1_81090.1	SSPN1_80870.1, SSPN1_80870.2
OG0003586	STRK1_42180.1	SSPN1_43550.1
OG0003587	STRK1_10250.1	SSPN1_19580.1
OG0003588	STRK1_14910.1	SSPN1_14540.1
OG0003589	STRK1_69100.1	SSPN1_68420.1, SSPN1_68420.2
OG0003590	STRK1_5780.1	SSPN1_6130.2, SSPN1_6130.1, SSPN1_6130.3
OG0003591	STRK1_57130.1	SSPN1_57190.1, SSPN1_57190.2
OG0003592	STRK1_71310.1	SSPN1_70680.1
OG0003594	STRK1_2810.2, STRK1_2810.3	SSPN1_15130.1
OG0003595	STRK1_82820.1, STRK1_82800.1, STRK1_82800.2	SSPN1_81940.1
OG0003596	STRK1_47120.1, STRK1_47120.2	SSPN1_51070.1, SSPN1_51070.2
OG0003597	STRK1_71720.1	SSPN1_70280.1
OG0003598	STRK1_31070.1	SSPN1_34680.1, SSPN1_34680.2
OG0003599	STRK1_11880.3, STRK1_11880.4, STRK1_11880.5, STRK1_11880.2, STRK1_11880.1	SSPN1_17830.3, SSPN1_17830.1, SSPN1_17830.2
OG0003600	STRK1_23640.1, STRK1_6940.1, STRK1_6940.2	SSPN1_5080.1, SSPN1_5080.2
OG0003601	STRK1_25140.1	SSPN1_26480.1, SSPN1_26480.2
OG0003602	STRK1_61840.1	SSPN1_59860.1
OG0003603	STRK1_68990.1, STRK1_69000.1, STRK1_68990.2	SSPN1_68330.1, SSPN1_68330.2
OG0003604	STRK1_490.1	SSPN1_400.5, SSPN1_400.3, SSPN1_400.4, SSPN1_400.1, SSPN1_400.2
OG0003605	STRK1_97820.1	SSPN1_14250.1, SSPN1_14250.2
OG0003606	STRK1_27730.1, STRK1_27730.2, STRK1_27710.1, STRK1_27720.1	SSPN1_36690.1
OG0003607	STRK1_4660.1, STRK1_4670.1	SSPN1_15550.4, SSPN1_15550.1, SSPN1_15550.2, SSPN1_15550.5, SSPN1_15550.3
OG0003608	STRK1_31010.1	SSPN1_34740.1, SSPN1_34740.2, SSPN1_34740.3, SSPN1_34740.4
OG0003609	STRK1_24170.1, STRK1_24170.2	SSPN1_23590.1, SSPN1_23590.2
OG0003610	STRK1_87660.1, STRK1_87660.2	SSPN1_85280.1
OG0003612	STRK1_57020.1	SSPN1_57290.1
OG0003613	STRK1_66290.1	SSPN1_65770.1, SSPN1_65770.2, SSPN1_65770.3, SSPN1_65770.4, SSPN1_65770.5, SSPN1_65770.6
OG0003614	STRK1_57230.1, STRK1_57230.2	SSPN1_57120.1, SSPN1_57120.2, SSPN1_57120.3
OG0003615	STRK1_28530.1	SSPN1_32070.1
OG0003616	STRK1_13520.1	SSPN1_10430.1
OG0003617	STRK1_61320.3, STRK1_61320.1, STRK1_61320.2, STRK1_61320.4, STRK1_61320.5	SSPN1_63610.1
OG0003618	STRK1_25060.1	SSPN1_23430.3, SSPN1_23430.4, SSPN1_23430.1, SSPN1_23430.2
OG0003619	STRK1_9730.1, STRK1_9730.2	SSPN1_20110.1, SSPN1_20110.3
OG0003620	STRK1_50260.1, STRK1_50260.2	SSPN1_47350.1
OG0003621	STRK1_51440.1, STRK1_51450.1	SSPN1_52340.1, SSPN1_52340.2
OG0003622	STRK1_68340.1	SSPN1_93430.1, SSPN1_67830.1
OG0003624	STRK1_5620.2, STRK1_5620.1, STRK1_5620.4, STRK1_5620.3	SSPN1_16510.1
OG0003625	STRK1_68480.1, STRK1_83680.1	SSPN1_83030.1
OG0003626	STRK1_82740.1	SSPN1_81870.2, SSPN1_81870.1
OG0003627	STRK1_67220.1	SSPN1_82080.1
OG0003628	STRK1_34860.1	SSPN1_37300.1
OG0003629	STRK1_7120.1	SSPN1_7290.1
OG0003630	STRK1_30610.1, STRK1_30620.1	SSPN1_35090.1, SSPN1_35090.2, SSPN1_35090.3
OG0003631	STRK1_76270.1	SSPN1_75700.1
OG0003632	STRK1_58500.1, STRK1_58500.2	SSPN1_60150.1
OG0003633	STRK1_47570.1	SSPN1_51510.4, SSPN1_51510.3, SSPN1_51510.2, SSPN1_51510.1
OG0003634	STRK1_72680.1, STRK1_72680.2, STRK1_72680.3	SSPN1_75060.1
OG0003635	STRK1_72850.1, STRK1_72850.2	SSPN1_73660.1
OG0003636	STRK1_75170.1	SSPN1_71000.1
OG0003637	STRK1_61230.1	SSPN1_57460.1
OG0003638	STRK1_51850.1	SSPN1_52190.1
OG0003639	STRK1_51860.1	SSPN1_52200.1, SSPN1_52200.2
OG0003640	STRK1_6480.1, STRK1_6480.2	SSPN1_4640.1
OG0003641	STRK1_73430.1	SSPN1_72790.1, SSPN1_72790.2
OG0003642	STRK1_54350.1	SSPN1_54560.1, SSPN1_54560.2
OG0003643	STRK1_70170.1, STRK1_70170.2	SSPN1_69550.1
OG0003644	STRK1_4690.1	SSPN1_15580.1, SSPN1_15580.2, SSPN1_15580.3
OG0003645	STRK1_45110.1	SSPN1_45540.1, SSPN1_45540.2
OG0003646	STRK1_47830.1	SSPN1_51710.1
OG0003647	STRK1_4380.1	SSPN1_15250.3, SSPN1_15250.4, SSPN1_15260.1, SSPN1_15250.2, SSPN1_15250.1
OG0003648	STRK1_9370.1	SSPN1_20470.1
OG0003649	STRK1_28870.1	SSPN1_32490.1, SSPN1_32490.2
OG0003650	STRK1_2750.1	SSPN1_15200.1, SSPN1_15200.2
OG0003651	STRK1_54560.1, STRK1_54560.2	SSPN1_48860.1, SSPN1_48860.2
OG0003652	STRK1_47870.1, STRK1_47870.2	SSPN1_52310.1, SSPN1_52330.1
OG0003653	STRK1_38130.1	SSPN1_31210.1
OG0003654	STRK1_63090.1	SSPN1_58210.1, SSPN1_58200.2, SSPN1_58200.1, SSPN1_58200.3, SSPN1_58210.2
OG0003655	STRK1_29890.1	SSPN1_29030.1
OG0003656	STRK1_68670.1	SSPN1_68000.1
OG0003657	STRK1_16600.1	SSPN1_3450.1
OG0003658	STRK1_70190.1, STRK1_109170.1	SSPN1_69570.1
OG0003659	STRK1_73150.1, STRK1_73150.2	SSPN1_75580.1
OG0003660	STRK1_69870.1	SSPN1_69200.1, SSPN1_69200.2
OG0003661	STRK1_46450.1	SSPN1_50290.1, SSPN1_50290.2
OG0003662	STRK1_100080.1, STRK1_101820.1	SSPN1_42500.1
OG0003663	STRK1_67930.1	SSPN1_67360.1
OG0003664	STRK1_54920.1, STRK1_54930.1	SSPN1_53520.1, SSPN1_53520.2, SSPN1_53530.1
OG0003665	STRK1_70280.1	SSPN1_69650.1
OG0003666	STRK1_55960.1	SSPN1_55850.3, SSPN1_55850.1, SSPN1_55850.2
OG0003667	STRK1_14540.1	SSPN1_14210.1, SSPN1_14210.2, SSPN1_14210.3
OG0003668	STRK1_51770.1, STRK1_51770.2	SSPN1_52100.1, SSPN1_52100.2
OG0003669	STRK1_48420.1	SSPN1_53180.1
OG0003670	STRK1_59560.1, STRK1_59560.2	SSPN1_61760.1
OG0003671	STRK1_73410.1	SSPN1_72770.1, SSPN1_72770.2
OG0003672	STRK1_94610.4, STRK1_94610.5, STRK1_94600.1, STRK1_94610.3, STRK1_94610.2, STRK1_94610.1, STRK1_108080.1, STRK1_108080.2, STRK1_108080.3	SSPN1_90490.1
OG0003673	STRK1_88200.1	SSPN1_84790.1
OG0003674	STRK1_27560.2, STRK1_27560.1	SSPN1_36840.1
OG0003675	STRK1_58840.1	SSPN1_65310.1
OG0003676	STRK1_102870.1, STRK1_90310.1, STRK1_90320.1, STRK1_101240.1	SSPN1_90550.1
OG0003677	STRK1_77020.1, STRK1_77010.1, STRK1_101910.1	SSPN1_76630.1
OG0003678	STRK1_32440.1	SSPN1_30150.1
OG0003680	STRK1_33680.1	SSPN1_33630.1, SSPN1_33630.2
OG0003681	STRK1_84880.1	SSPN1_84050.1
OG0003682	STRK1_72300.1	SSPN1_72630.1, SSPN1_72640.8, SSPN1_72640.4, SSPN1_72640.6, SSPN1_72640.2, SSPN1_72640.3, SSPN1_72640.5, SSPN1_72640.7, SSPN1_72640.1, SSPN1_72640.9
OG0003683	STRK1_8680.1	SSPN1_9180.1, SSPN1_9180.2, SSPN1_9180.3
OG0003684	STRK1_30250.1	SSPN1_28680.1
OG0003685	STRK1_32860.1	SSPN1_32760.1
OG0003686	STRK1_87250.1	SSPN1_87670.1, SSPN1_87670.2
OG0003687	STRK1_63850.1	SSPN1_84200.1
OG0003688	STRK1_79340.1, STRK1_79340.3, STRK1_79340.4, STRK1_79340.2	SSPN1_79130.1
OG0003689	STRK1_57790.1, STRK1_110980.1, STRK1_110980.2, STRK1_110980.3, STRK1_110980.4, STRK1_110980.5	SSPN1_61640.1
OG0003690	STRK1_54610.1	SSPN1_53240.1
OG0003691	STRK1_90610.1	SSPN1_92450.1
OG0003692	STRK1_32750.1, STRK1_32750.2	SSPN1_32670.1
OG0003693	STRK1_47510.1	SSPN1_51450.1
OG0003694	STRK1_22430.1	SSPN1_23020.1
OG0003695	STRK1_61900.1, STRK1_61900.2	SSPN1_59810.1
OG0003696	STRK1_67680.1	SSPN1_67140.1
OG0003697	STRK1_920.1	SSPN1_1460.4, SSPN1_1460.3, SSPN1_1460.2, SSPN1_1460.1, SSPN1_1470.1
OG0003698	STRK1_34120.1	SSPN1_38060.1
OG0003699	STRK1_37100.1	SSPN1_38460.1, SSPN1_38460.2, SSPN1_38460.3, SSPN1_38460.4
OG0003700	STRK1_44310.1	SSPN1_44740.1
OG0003701	STRK1_78410.1, STRK1_78410.2	SSPN1_77930.2, SSPN1_77930.1, SSPN1_77930.3
OG0003703	STRK1_7650.1	SSPN1_16770.1, SSPN1_16770.2
OG0003704	STRK1_34710.1, STRK1_34710.2	SSPN1_37470.1
OG0003705	STRK1_35370.1, STRK1_35370.2	SSPN1_36520.1, SSPN1_36520.2
OG0003706	STRK1_87070.1	SSPN1_87830.4, SSPN1_87830.1, SSPN1_87830.3, SSPN1_87830.2
OG0003707	STRK1_6560.1, STRK1_6550.1, STRK1_6550.5, STRK1_6550.2, STRK1_6550.3, STRK1_6550.4, STRK1_6550.6	SSPN1_4710.1, SSPN1_4700.1
OG0003708	STRK1_60640.1	SSPN1_62790.1
OG0003709	STRK1_1470.1	SSPN1_2130.1
OG0003710	STRK1_34760.1	SSPN1_37430.1
OG0003711	STRK1_64940.1	SSPN1_57760.1
OG0003712	STRK1_13400.1, STRK1_13400.2	SSPN1_10550.1
OG0003713	STRK1_85100.1, STRK1_85100.2, STRK1_85100.3, STRK1_85100.4	SSPN1_84140.1, SSPN1_84140.2, SSPN1_84140.3
OG0003714	STRK1_85400.1	SSPN1_87090.1
OG0003714	STRK1_103110.1	SSPN1_87100.1
OG0003715	STRK1_22520.1	SSPN1_24610.1
OG0003716	STRK1_94870.1	SSPN1_89580.1
OG0003717	STRK1_70720.1	SSPN1_70030.1, SSPN1_70030.2
OG0003718	STRK1_74760.1	SSPN1_74750.1
OG0003719	STRK1_49190.1	SSPN1_48370.3, SSPN1_48370.2, SSPN1_48370.1
OG0003720	STRK1_57880.1, STRK1_57880.2	SSPN1_64370.1, SSPN1_64370.2
OG0003721	STRK1_109420.1, STRK1_105140.1, STRK1_89280.1	SSPN1_88510.1, SSPN1_88510.2
OG0003723	STRK1_93640.1	SSPN1_89060.1, SSPN1_89060.2
OG0003724	STRK1_17660.1	SSPN1_12410.1
OG0003725	STRK1_3280.1	SSPN1_5530.1, SSPN1_5530.2, SSPN1_5530.3
OG0003726	STRK1_48050.1	SSPN1_52600.1
OG0003727	STRK1_36890.1	SSPN1_27900.1, SSPN1_27900.2
OG0003728	STRK1_18380.3, STRK1_18410.1	SSPN1_12870.1
OG0003729	STRK1_11940.1, STRK1_8550.1, STRK1_8550.2	SSPN1_8860.1
OG0003730	STRK1_49450.1	SSPN1_48160.1
OG0003731	STRK1_80580.1	SSPN1_79710.2, SSPN1_79710.3, SSPN1_79710.4, SSPN1_79710.1, SSPN1_79710.5, SSPN1_79720.1
OG0003732	STRK1_79830.1	SSPN1_78580.1, SSPN1_78580.2, SSPN1_78580.3
OG0003733	STRK1_7030.1	SSPN1_7220.1
OG0003734	STRK1_16520.1	SSPN1_3620.1
OG0003735	STRK1_6780.1, STRK1_6780.2, STRK1_6790.1	SSPN1_4950.1, SSPN1_4950.2
OG0003736	STRK1_67420.1	SSPN1_66660.1
OG0003737	STRK1_800.1	SSPN1_1260.1
OG0003738	STRK1_40130.1	SSPN1_93190.1, SSPN1_42380.1, SSPN1_42380.2, SSPN1_42380.3
OG0003739	STRK1_49490.1, STRK1_49490.2, STRK1_49490.3, STRK1_49490.4	SSPN1_48130.1, SSPN1_48130.2
OG0003740	STRK1_25800.1, STRK1_10200.1, STRK1_10200.2, STRK1_103620.1, STRK1_103620.2	SSPN1_25870.1, SSPN1_25870.2
OG0003741	STRK1_47800.1	SSPN1_51680.1
OG0003742	STRK1_96270.1, STRK1_56940.1	SSPN1_64840.1
OG0003743	STRK1_63540.1	SSPN1_65400.1
OG0003744	STRK1_32300.1	SSPN1_30260.1
OG0003745	STRK1_29210.1	SSPN1_29720.1
OG0003747	STRK1_23410.1	SSPN1_23800.1
OG0003748	STRK1_16690.1	SSPN1_3320.1, SSPN1_3320.2, SSPN1_3320.3, SSPN1_3320.4
OG0003749	STRK1_20090.1	SSPN1_9730.1
OG0003750	STRK1_77040.1, STRK1_77040.2, STRK1_77040.3	SSPN1_76600.1
OG0003751	STRK1_96500.1, STRK1_97900.1, STRK1_82670.1	SSPN1_81830.1
OG0003752	STRK1_35380.1, STRK1_35380.2	SSPN1_36530.1
OG0003753	STRK1_19960.1	SSPN1_9580.1
OG0003754	STRK1_79050.1	SSPN1_78270.1, SSPN1_78270.2
OG0003756	STRK1_88300.1, STRK1_88300.2	SSPN1_87570.1
OG0003757	STRK1_39570.1, STRK1_39580.1	SSPN1_40170.1
OG0003758	STRK1_34110.1	SSPN1_38070.1
OG0003759	STRK1_66310.1	SSPN1_65680.1, SSPN1_65680.2
OG0003760	STRK1_104700.1, STRK1_105680.1, STRK1_41690.1	SSPN1_40420.1, SSPN1_40420.2
OG0003761	STRK1_49410.1	SSPN1_48210.1
OG0003762	STRK1_87640.1	SSPN1_85240.1
OG0003763	STRK1_104480.1	SSPN1_40060.1
OG0003764	STRK1_107520.1, STRK1_41260.1	SSPN1_31860.1
OG0003765	STRK1_5660.1	SSPN1_16550.1, SSPN1_16550.2
OG0003766	STRK1_44660.1	SSPN1_45120.1
OG0003767	STRK1_58180.1	SSPN1_64140.1, SSPN1_64140.2
OG0003768	STRK1_1230.1	SSPN1_1750.1, SSPN1_1750.2
OG0003769	STRK1_102330.1	SSPN1_24050.1
OG0003770	STRK1_68360.1, STRK1_68360.2	SSPN1_67810.1
OG0003771	STRK1_5960.1	SSPN1_6640.1, SSPN1_6640.2
OG0003772	STRK1_51120.1	SSPN1_46610.1
OG0003773	STRK1_87830.1, STRK1_87830.2, STRK1_87830.3	SSPN1_85120.1, SSPN1_85120.2
OG0003774	STRK1_70060.1	SSPN1_69450.1, SSPN1_69450.2
OG0003775	STRK1_68780.1	SSPN1_68140.1, SSPN1_68140.4, SSPN1_68140.3, SSPN1_68140.2
OG0003776	STRK1_7460.1	SSPN1_7650.1
OG0003777	STRK1_52820.1, STRK1_52830.1, STRK1_55750.1, STRK1_55750.2	SSPN1_56190.1
OG0003778	STRK1_93630.1	SSPN1_89070.1
OG0003779	STRK1_11580.1	SSPN1_18160.1
OG0003780	STRK1_63120.1, STRK1_63120.2, STRK1_63120.3	SSPN1_58170.1
OG0003781	STRK1_106370.1, STRK1_106380.1	SSPN1_25240.1, SSPN1_25240.2
OG0003782	STRK1_48580.1	SSPN1_48650.1, SSPN1_48650.2
OG0003783	STRK1_43780.3, STRK1_43780.2, STRK1_43780.1, STRK1_43780.4	SSPN1_44500.1
OG0003784	STRK1_44340.1	SSPN1_44710.1
OG0003785	STRK1_109090.1, STRK1_109100.1, STRK1_42370.1	SSPN1_43390.1, SSPN1_43390.2, SSPN1_43390.3
OG0003786	STRK1_63820.1	SSPN1_60530.1
OG0003787	STRK1_19480.1	SSPN1_9970.1, SSPN1_9970.2
OG0003788	STRK1_69310.1	SSPN1_68640.1
OG0003789	STRK1_12940.1, STRK1_12940.2	SSPN1_7940.1
OG0003790	STRK1_30190.1, STRK1_30190.3, STRK1_30190.4, STRK1_30190.2	SSPN1_28730.1
OG0003791	STRK1_105820.1, STRK1_95820.1, STRK1_95820.2	SSPN1_44850.1
OG0003792	STRK1_110880.1, STRK1_54980.1	SSPN1_53690.1
OG0003793	STRK1_44570.1	SSPN1_45060.1
OG0003794	STRK1_107970.1	SSPN1_78380.1
OG0003795	STRK1_91300.1, STRK1_91300.2	SSPN1_640.1
OG0003796	STRK1_63260.1, STRK1_63260.2, STRK1_63260.3	SSPN1_59130.1
OG0003799	STRK1_79650.1, STRK1_79650.2	SSPN1_78730.1
OG0003800	STRK1_22010.1, STRK1_22010.2	SSPN1_22580.1
OG0003801	STRK1_47480.1	SSPN1_51420.1
OG0003802	STRK1_73280.1	SSPN1_75450.1, SSPN1_75450.2
OG0003803	STRK1_9450.1, STRK1_9450.2	SSPN1_20410.1
OG0003805	STRK1_500.1, STRK1_500.2	SSPN1_410.1
OG0003806	STRK1_13050.1, STRK1_13080.1	SSPN1_7790.2, SSPN1_7790.1, SSPN1_7790.3
OG0003807	STRK1_104450.1, STRK1_104450.2, STRK1_104450.3, STRK1_104450.4, STRK1_28070.1, STRK1_28070.2	SSPN1_33950.1, SSPN1_33950.2
OG0003808	STRK1_76680.1, STRK1_96970.1, STRK1_76690.1, STRK1_100790.1	SSPN1_76540.1, SSPN1_76540.2
OG0003809	STRK1_68720.1	SSPN1_68060.1
OG0003810	STRK1_29880.1, STRK1_29880.2	SSPN1_29040.1, SSPN1_29040.2, SSPN1_29040.3
OG0003811	STRK1_25880.1	SSPN1_25820.1
OG0003812	STRK1_23300.1	SSPN1_23970.1, SSPN1_23970.2
OG0003814	STRK1_80030.1	SSPN1_79170.1, SSPN1_79170.6, SSPN1_79170.4, SSPN1_79170.3, SSPN1_79170.7, SSPN1_79170.2, SSPN1_79170.5, SSPN1_79170.8, SSPN1_79170.9
OG0003815	STRK1_85570.1	SSPN1_86880.1
OG0003817	STRK1_58270.1, STRK1_58270.2, STRK1_58270.3, STRK1_58270.4	SSPN1_64060.1, SSPN1_64070.1
OG0003818	STRK1_29580.1, STRK1_29590.1, STRK1_29570.1	SSPN1_29360.4, SSPN1_29360.3, SSPN1_29360.5, SSPN1_29360.2, SSPN1_29360.1
OG0003821	STRK1_7800.1, STRK1_7800.2	SSPN1_16600.1, SSPN1_16600.3, SSPN1_16600.4, SSPN1_16600.5, SSPN1_16600.2, SSPN1_16600.6
OG0003822	STRK1_94310.4, STRK1_94310.3, STRK1_94310.1, STRK1_94310.2	SSPN1_89890.1
OG0003827	STRK1_30050.1	SSPN1_28890.1, SSPN1_28890.2
OG0003828	STRK1_33340.1	SSPN1_33390.1
OG0003829	STRK1_6970.1, STRK1_6970.2	SSPN1_7170.1
OG0003830	STRK1_10650.1	SSPN1_19210.1
OG0003831	STRK1_92750.1	SSPN1_92050.1
OG0003832	STRK1_37320.1, STRK1_92710.1	SSPN1_92020.1
OG0003833	STRK1_105320.1	SSPN1_43480.1, SSPN1_43480.2
OG0003834	STRK1_17090.1	SSPN1_2940.1, SSPN1_2940.2
OG0003835	STRK1_3090.1, STRK1_3090.2	SSPN1_14840.1, SSPN1_14860.1
OG0003836	STRK1_30070.1	SSPN1_28870.1, SSPN1_28870.2, SSPN1_28870.3, SSPN1_28870.4
OG0003837	STRK1_35190.1	SSPN1_30750.1
OG0003838	STRK1_11210.1	SSPN1_18560.1
OG0003839	STRK1_5600.1	SSPN1_16490.1
OG0003840	STRK1_39400.1, STRK1_39410.1	SSPN1_40010.1, SSPN1_40020.1
OG0003841	STRK1_32780.1	SSPN1_32690.1
OG0003842	STRK1_29750.1	SSPN1_29190.1, SSPN1_29190.2
OG0003844	STRK1_34220.1	SSPN1_37960.1
OG0003845	STRK1_89290.1	SSPN1_88520.1
OG0003846	STRK1_15640.1	SSPN1_4500.1, SSPN1_4500.2
OG0003847	STRK1_60830.1	SSPN1_62570.1, SSPN1_62570.2
OG0003848	STRK1_82720.1	SSPN1_81850.1, SSPN1_81850.2
OG0003849	STRK1_17990.1, STRK1_95150.1	SSPN1_12580.1
OG0003850	STRK1_105930.1, STRK1_105930.2	SSPN1_28370.1, SSPN1_28390.1, SSPN1_28380.1
OG0003851	STRK1_59220.1	SSPN1_61430.1, SSPN1_61290.1
OG0003852	STRK1_91820.1	SSPN1_89920.1, SSPN1_89920.2
OG0003853	STRK1_90510.1, STRK1_100990.1	SSPN1_92750.1, SSPN1_92740.1
OG0003854	STRK1_63070.1	SSPN1_58230.1
OG0003855	STRK1_38950.1, STRK1_38950.2	SSPN1_39550.1
OG0003856	STRK1_82550.1	SSPN1_82120.1
OG0003857	STRK1_28790.1	SSPN1_32380.1
OG0003858	STRK1_27780.1	SSPN1_38430.1, SSPN1_38430.2, SSPN1_38430.3, SSPN1_38430.4
OG0003859	STRK1_64220.1	SSPN1_60890.1
OG0003860	STRK1_41370.1, STRK1_41370.2	SSPN1_31880.1
OG0003861	STRK1_33420.1	SSPN1_33300.1
OG0003862	STRK1_27460.1	SSPN1_27710.1, SSPN1_27710.2
OG0003863	STRK1_21510.2, STRK1_21510.1	SSPN1_22040.1
OG0003864	STRK1_75900.1	SSPN1_73090.1
OG0003865	STRK1_91970.1, STRK1_91970.2	SSPN1_90040.1
OG0003866	STRK1_38560.1	SSPN1_30580.1, SSPN1_30580.2, SSPN1_30580.3
OG0003867	STRK1_45380.1	SSPN1_45770.1
OG0003868	STRK1_60320.1	SSPN1_63160.1
OG0003869	STRK1_111410.1, STRK1_111410.2	SSPN1_40410.1
OG0003870	STRK1_94360.1	SSPN1_89790.1
OG0003871	STRK1_29450.1	SSPN1_29480.1, SSPN1_29480.2, SSPN1_29480.4, SSPN1_29480.5, SSPN1_29480.3
OG0003872	STRK1_97010.1, STRK1_99260.1	SSPN1_54580.1
OG0003873	STRK1_92760.1, STRK1_92760.2, STRK1_75720.1, STRK1_109060.1, STRK1_79900.2, STRK1_79900.1, STRK1_79900.3	SSPN1_78320.1
OG0003874	STRK1_40430.1, STRK1_40430.2	SSPN1_42110.1, SSPN1_42110.3, SSPN1_42110.2
OG0003875	STRK1_22020.1	SSPN1_93420.1, SSPN1_22620.1
OG0003876	STRK1_37920.1	SSPN1_31420.1, SSPN1_31420.2, SSPN1_31420.3, SSPN1_31420.5, SSPN1_31420.4
OG0003877	STRK1_59710.1, STRK1_59710.2, STRK1_59710.3	SSPN1_61910.1
OG0003878	STRK1_59700.1	SSPN1_61900.1, SSPN1_61900.2
OG0003879	STRK1_77700.1, STRK1_103320.1	SSPN1_77440.6, SSPN1_77540.1, SSPN1_77440.5, SSPN1_77440.4
OG0003881	STRK1_60110.1	SSPN1_63360.1, SSPN1_63360.3, SSPN1_63360.2
OG0003882	STRK1_91960.1	SSPN1_90030.1, SSPN1_90030.2, SSPN1_90030.3
OG0003883	STRK1_60030.1	SSPN1_63440.1, SSPN1_63440.4, SSPN1_63440.2, SSPN1_63440.3
OG0003884	STRK1_24950.3, STRK1_24950.1, STRK1_24950.2	SSPN1_23320.1
OG0003885	STRK1_84220.1	SSPN1_83880.1
OG0003886	STRK1_32770.1, STRK1_32760.1	SSPN1_32680.1
OG0003887	STRK1_95280.1, STRK1_95300.1, STRK1_87770.1, STRK1_95290.1, STRK1_101660.1	SSPN1_85180.1, SSPN1_85180.2
OG0003888	STRK1_85910.1	SSPN1_87240.1, SSPN1_87240.2
OG0003889	STRK1_73380.1	SSPN1_72750.1
OG0003890	STRK1_19010.1	SSPN1_10140.1
OG0003891	STRK1_11180.1, STRK1_11180.2	SSPN1_18590.4, SSPN1_18590.2, SSPN1_18590.3, SSPN1_18590.1, SSPN1_18590.5
OG0003892	STRK1_87860.1	SSPN1_85100.1
OG0003894	STRK1_11020.1	SSPN1_18800.1
OG0003895	STRK1_46760.1	SSPN1_50660.1
OG0003896	STRK1_102320.1, STRK1_102320.2	SSPN1_51140.1, SSPN1_51140.2
OG0003897	STRK1_100210.1, STRK1_100210.3, STRK1_100210.5, STRK1_100210.2, STRK1_100210.4	SSPN1_28190.1, SSPN1_28210.1
OG0003898	STRK1_8600.1	SSPN1_8970.6, SSPN1_8970.13, SSPN1_8970.7, SSPN1_8970.8, SSPN1_8970.9, SSPN1_8970.12, SSPN1_8970.4, SSPN1_8970.11, SSPN1_8970.1, SSPN1_8970.3, SSPN1_8970.10, SSPN1_8970.2, SSPN1_8970.5
OG0003899	STRK1_46780.1	SSPN1_50680.1, SSPN1_50690.1, SSPN1_50690.2
OG0003900	STRK1_96470.1, STRK1_111240.1, STRK1_66690.1, STRK1_66670.1, STRK1_111250.1, STRK1_66610.1	SSPN1_66190.1
OG0003901	STRK1_66650.1, STRK1_66650.2	SSPN1_66160.1
OG0003902	STRK1_88270.1	SSPN1_84770.1
OG0003903	STRK1_66500.1	SSPN1_66050.1, SSPN1_66050.2, SSPN1_66050.3
OG0003904	STRK1_66000.2, STRK1_66000.4, STRK1_66000.1, STRK1_66000.3	SSPN1_60290.1, SSPN1_60290.2, SSPN1_60290.6, SSPN1_60290.3, SSPN1_60290.5, SSPN1_60290.4
OG0003905	STRK1_91140.1	SSPN1_90950.1
OG0003906	STRK1_12800.1, STRK1_12800.2, STRK1_12800.4, STRK1_12800.3	SSPN1_8070.1
OG0003907	STRK1_91210.1	SSPN1_730.1
OG0003908	STRK1_20820.1, STRK1_20830.1	SSPN1_20870.1
OG0003909	STRK1_30910.1	SSPN1_34830.1
OG0003910	STRK1_54030.1	SSPN1_54240.3, SSPN1_54240.2, SSPN1_54240.4, SSPN1_54240.1
OG0003911	STRK1_39120.1, STRK1_39120.2, STRK1_39120.3	SSPN1_39700.1
OG0003912	STRK1_61030.1	SSPN1_76460.1
OG0003913	STRK1_29240.1	SSPN1_29690.1, SSPN1_29690.2
OG0003914	STRK1_67520.1	SSPN1_66940.1
OG0003915	STRK1_67530.1	SSPN1_66930.1
OG0003916	STRK1_94110.1	SSPN1_80580.1
OG0003917	STRK1_5230.1	SSPN1_16170.1
OG0003918	STRK1_49420.1	SSPN1_48190.1
OG0003919	STRK1_27530.1, STRK1_27530.2	SSPN1_36810.1
OG0003920	STRK1_14440.1	SSPN1_14000.1
OG0003921	STRK1_67870.1, STRK1_67910.1	SSPN1_67330.1
OG0003922	STRK1_66010.1, STRK1_66010.2	SSPN1_65010.1
OG0003923	STRK1_23530.1, STRK1_23530.2	SSPN1_23730.1
OG0003924	STRK1_53970.1, STRK1_53980.1	SSPN1_54180.1
OG0003925	STRK1_46990.1	SSPN1_50900.1
OG0003927	STRK1_66790.1	SSPN1_66260.1, SSPN1_66260.2
OG0003928	STRK1_39080.1	SSPN1_39670.1, SSPN1_39670.2
OG0003929	STRK1_43630.1	SSPN1_44230.1
OG0003931	STRK1_47070.1	SSPN1_51000.1
OG0003932	STRK1_4990.1, STRK1_4990.2	SSPN1_15910.1
OG0003933	STRK1_42480.1	SSPN1_43500.1
OG0003934	STRK1_93440.1, STRK1_93440.2	SSPN1_760.1
