Orthogroup	schistosoma_haematobium	fasciola_gigantica
OG0002096	SHAE2_31030.3, SHAE2_31030.6, SHAE2_31030.4, SHAE2_31030.5, SHAE2_31030.1, SHAE2_31030.2	FGIG_01676
OG0002097	SHAE2_5920.1, SHAE2_5920.2	FGIG_01680
OG0002098	SHAE2_68840.1	FGIG_01746
OG0002099	SHAE2_41870.1	FGIG_01747
OG0002100	SHAE2_30570.1, SHAE2_30570.2	FGIG_01904
OG0002101	SHAE2_94560.2, SHAE2_94560.6, SHAE2_94560.5, SHAE2_94560.1, SHAE2_94560.4, SHAE2_94560.3	FGIG_02032, FGIG_10566
OG0002102	SHAE2_26700.1	FGIG_02054
OG0002102	SHAE2_27530.1	FGIG_02312, FGIG_06101
OG0002103	SHAE2_45910.1, SHAE2_45910.2	FGIG_02069
OG0002104	SHAE2_33200.2, SHAE2_33200.1, SHAE2_33200.3	FGIG_02074
OG0002105	SHAE2_28090.1, SHAE2_28090.4, SHAE2_28090.3, SHAE2_28090.2	FGIG_02131
OG0002106	SHAE2_93210.1, SHAE2_93210.2, SHAE2_93210.3, SHAE2_93210.4, SHAE2_93210.5, SHAE2_93210.6, SHAE2_93210.7, SHAE2_93210.8, SHAE2_93210.9	FGIG_02208
OG0002107	SHAE2_63980.1, SHAE2_63980.5, SHAE2_63980.2, SHAE2_63980.4, SHAE2_63980.6, SHAE2_63980.3	FGIG_02265
OG0002108	SHAE2_96110.1	FGIG_02477
OG0002109	SHAE2_48430.2, SHAE2_48430.1, SHAE2_48430.5, SHAE2_48430.4, SHAE2_48430.3	FGIG_02633
OG0002110	SHAE2_89550.1, SHAE2_75430.1	FGIG_02667
OG0002111	SHAE2_45300.1, SHAE2_45300.2	FGIG_02740, FGIG_02741
OG0002112	SHAE2_62620.2, SHAE2_62620.1	FGIG_03025
OG0002113	SHAE2_95880.1	FGIG_03296
OG0002114	SHAE2_103270.1	FGIG_03896
OG0002115	SHAE2_58150.1	FGIG_03962
OG0002116	SHAE2_34840.1	FGIG_04721, FGIG_04077
OG0002117	SHAE2_5130.1, SHAE2_5130.2, SHAE2_5130.3	FGIG_04173
OG0002118	SHAE2_49070.1	FGIG_04184
OG0002118	SHAE2_49080.1	FGIG_04185
OG0002119	SHAE2_89580.1	FGIG_04220
OG0002120	SHAE2_6890.1, SHAE2_6890.3, SHAE2_6890.5, SHAE2_6890.2, SHAE2_6890.4	FGIG_04231
OG0002121	SHAE2_6900.1	FGIG_04233, FGIG_04232
OG0002122	SHAE2_33680.2, SHAE2_33680.3, SHAE2_33680.4, SHAE2_33680.5, SHAE2_33680.1	FGIG_04355
OG0002123	SHAE2_31600.2, SHAE2_31600.1	FGIG_04472
OG0002124	SHAE2_22350.7, SHAE2_22350.6, SHAE2_22350.4, SHAE2_22350.3, SHAE2_22350.1, SHAE2_22350.5, SHAE2_22350.2	FGIG_04560
OG0002125	SHAE2_101530.1, SHAE2_101530.2	FGIG_04585
OG0002126	SHAE2_3650.2, SHAE2_3650.3, SHAE2_3650.1	FGIG_04673, FGIG_04675, FGIG_04674
OG0002127	SHAE2_63740.3, SHAE2_63740.4, SHAE2_63740.1, SHAE2_63740.2	FGIG_04867
OG0002128	SHAE2_7080.1, SHAE2_7080.2, SHAE2_7080.3, SHAE2_7080.4	FGIG_07940, FGIG_07941, FGIG_04883
OG0002129	SHAE2_55210.1, SHAE2_55220.1	FGIG_04937
OG0002130	SHAE2_26850.1	FGIG_12658, FGIG_05062
OG0002131	SHAE2_43480.1, SHAE2_43480.2, SHAE2_43480.3	FGIG_05119
OG0002132	SHAE2_58370.1, SHAE2_58370.2	FGIG_05232
OG0002133	SHAE2_50660.5, SHAE2_50660.1, SHAE2_50660.2, SHAE2_50660.3, SHAE2_50660.4	FGIG_05314
OG0002134	SHAE2_39880.2, SHAE2_39880.3, SHAE2_39880.1	FGIG_05624
OG0002135	SHAE2_28340.1, SHAE2_28340.2	FGIG_05765
OG0002136	SHAE2_98330.1, SHAE2_98330.2	FGIG_05990
OG0002137	SHAE2_83060.1	FGIG_06265
OG0002138	SHAE2_33380.2, SHAE2_33380.1, SHAE2_33370.1	FGIG_06285
OG0002139	SHAE2_67140.1, SHAE2_67140.3, SHAE2_67140.4, SHAE2_67140.2	FGIG_06377
OG0002140	SHAE2_7850.2, SHAE2_7850.4, SHAE2_7850.1, SHAE2_7850.3	FGIG_06385, FGIG_12408
OG0002141	SHAE2_62740.1	FGIG_06397
OG0002142	SHAE2_91260.4, SHAE2_91260.1, SHAE2_91260.2, SHAE2_91260.3	FGIG_06549
OG0002143	SHAE2_49200.1, SHAE2_49150.1	FGIG_06744, FGIG_06745
OG0002144	SHAE2_28630.1	FGIG_06833, FGIG_12222
OG0002145	SHAE2_32750.1, SHAE2_32750.2	FGIG_06894
OG0002146	SHAE2_18640.1, SHAE2_18640.2, SHAE2_18640.3	FGIG_06966
OG0002147	SHAE2_53070.2, SHAE2_53070.3, SHAE2_53070.1, SHAE2_53070.4	FGIG_07060
OG0002148	SHAE2_6670.1, SHAE2_6670.2, SHAE2_6670.3	FGIG_07150
OG0002149	SHAE2_56900.1	FGIG_07229, FGIG_10638
OG0002150	SHAE2_72520.1	FGIG_07241, FGIG_09386
OG0002151	SHAE2_52910.1, SHAE2_52920.1, SHAE2_86310.1	FGIG_07245
OG0002152	SHAE2_78590.1, SHAE2_78590.2	FGIG_07252, FGIG_11124
OG0002153	SHAE2_7700.3, SHAE2_7700.2, SHAE2_7700.4, SHAE2_7700.5, SHAE2_7700.1	FGIG_07293
OG0002154	SHAE2_39340.1	FGIG_07297, FGIG_07298
OG0002155	SHAE2_26270.1, SHAE2_26270.2	FGIG_07344
OG0002156	SHAE2_93830.1, SHAE2_93830.2	FGIG_07411, FGIG_07410
OG0002157	SHAE2_66590.1, SHAE2_66590.2, SHAE2_66590.3, SHAE2_66590.4, SHAE2_66590.5	FGIG_07422
OG0002158	SHAE2_81070.1	FGIG_07479
OG0002159	SHAE2_79170.1, SHAE2_79170.2, SHAE2_79170.3	FGIG_07668, FGIG_13986
OG0002160	SHAE2_65140.1, SHAE2_65140.5, SHAE2_65140.2, SHAE2_65140.3, SHAE2_65140.4	FGIG_07809
OG0002161	SHAE2_48260.1, SHAE2_48250.4, SHAE2_48250.5, SHAE2_48390.1, SHAE2_48250.1, SHAE2_48250.2, SHAE2_48250.3, SHAE2_47950.1, SHAE2_47950.2	FGIG_07886
OG0002162	SHAE2_28500.1	FGIG_07893
OG0002162	SHAE2_28430.1	FGIG_09044
OG0002162	SHAE2_28520.1	FGIG_09044
OG0002163	SHAE2_41530.1, SHAE2_41530.2, SHAE2_41530.3	FGIG_07909
OG0002164	SHAE2_62430.1	FGIG_08058
OG0002165	SHAE2_30310.1, SHAE2_30310.3, SHAE2_30310.4, SHAE2_30310.5, SHAE2_30310.2	FGIG_08102
OG0002166	SHAE2_59100.3, SHAE2_59100.4, SHAE2_59100.2, SHAE2_59100.1, SHAE2_59100.6, SHAE2_59100.5, SHAE2_59100.7	FGIG_08113
OG0002167	SHAE2_55070.1	FGIG_08390
OG0002168	SHAE2_51420.1	FGIG_08554
OG0002169	SHAE2_23650.1	FGIG_08738
OG0002170	SHAE2_76440.1, SHAE2_76440.2, SHAE2_76440.3	FGIG_08748
OG0002171	SHAE2_2960.1, SHAE2_2990.1	FGIG_08756
OG0002172	SHAE2_32670.1	FGIG_08850
OG0002173	SHAE2_68790.1	FGIG_09152
OG0002174	SHAE2_78600.2, SHAE2_78600.3, SHAE2_78600.4, SHAE2_78600.5, SHAE2_78600.1, SHAE2_78600.6	FGIG_09162
OG0002175	SHAE2_79800.1, SHAE2_79800.2, SHAE2_79800.3, SHAE2_79800.4, SHAE2_79800.5, SHAE2_79800.6, SHAE2_79800.9, SHAE2_79800.8, SHAE2_79800.7	FGIG_09338
OG0002176	SHAE2_103450.1	FGIG_09375
OG0002177	SHAE2_6070.1, SHAE2_6070.6, SHAE2_6070.2, SHAE2_6070.3, SHAE2_6070.5, SHAE2_6070.4	FGIG_09393
OG0002178	SHAE2_81250.1, SHAE2_81250.5, SHAE2_81250.2, SHAE2_81250.3, SHAE2_81250.4	FGIG_09399
OG0002179	SHAE2_11990.2, SHAE2_11990.3, SHAE2_11990.5, SHAE2_11990.1, SHAE2_11990.6, SHAE2_11990.4	FGIG_09419
OG0002180	SHAE2_81240.2, SHAE2_81240.1, SHAE2_81240.3, SHAE2_81240.4, SHAE2_81240.5	FGIG_09454
OG0002181	SHAE2_60040.1	FGIG_09560, FGIG_11930, FGIG_11929
OG0002182	SHAE2_79310.4, SHAE2_79310.3, SHAE2_79310.2, SHAE2_79310.1	FGIG_09570
OG0002183	SHAE2_13390.1	FGIG_09574
OG0002184	SHAE2_97040.2, SHAE2_97040.1, SHAE2_97040.3	FGIG_09626
OG0002185	SHAE2_5420.2, SHAE2_5420.1	FGIG_09640
OG0002186	SHAE2_23600.1	FGIG_09677
OG0002187	SHAE2_16850.1	FGIG_09896
OG0002187	SHAE2_16840.1	FGIG_09895
OG0002188	SHAE2_71550.4, SHAE2_71550.1, SHAE2_71550.2, SHAE2_71550.3	FGIG_09940
OG0002189	SHAE2_38360.1, SHAE2_38360.3, SHAE2_38360.2, SHAE2_38360.4, SHAE2_38360.5	FGIG_09969
OG0002190	SHAE2_29020.1	FGIG_10017
OG0002191	SHAE2_13510.4, SHAE2_13510.3, SHAE2_13490.1, SHAE2_13510.5, SHAE2_13510.1, SHAE2_13510.2	FGIG_10018
OG0002192	SHAE2_48100.1	FGIG_11140, FGIG_10086, FGIG_11138, FGIG_11139
OG0002193	SHAE2_81440.1, SHAE2_81440.2	FGIG_10336
OG0002194	SHAE2_32760.1, SHAE2_32760.5, SHAE2_32760.2, SHAE2_32760.3, SHAE2_32760.4	FGIG_10539
OG0002195	SHAE2_56460.1, SHAE2_56460.2, SHAE2_56460.3	FGIG_10604
OG0002196	SHAE2_71950.3, SHAE2_71950.1, SHAE2_71950.2, SHAE2_71950.4	FGIG_10636
OG0002197	SHAE2_62660.2, SHAE2_62660.1	FGIG_10687
OG0002198	SHAE2_30670.1	FGIG_10743
OG0002199	SHAE2_75120.1, SHAE2_75100.1	FGIG_10871
OG0002200	SHAE2_53860.6, SHAE2_53860.3, SHAE2_53860.5, SHAE2_53990.1, SHAE2_53860.7, SHAE2_53860.4	FGIG_11136
OG0002201	SHAE2_53690.1	FGIG_11203
OG0002202	SHAE2_45130.1	FGIG_11573
OG0002203	SHAE2_82060.1, SHAE2_82050.1, SHAE2_82050.2, SHAE2_82050.3	FGIG_11895, FGIG_11896
OG0002204	SHAE2_27680.1	FGIG_12650, FGIG_12066
OG0002205	SHAE2_4890.2, SHAE2_4890.3, SHAE2_4890.1	FGIG_12452
OG0002206	SHAE2_94620.1	FGIG_12508
OG0002212	SHAE2_100650.3, SHAE2_100650.1, SHAE2_100650.2	FGIG_00064, FGIG_00063
OG0002214	SHAE2_47170.1, SHAE2_47170.2	FGIG_00154
OG0002215	SHAE2_7920.1, SHAE2_7920.3, SHAE2_7920.2, SHAE2_7930.1	FGIG_00249
OG0002217	SHAE2_3940.1	FGIG_00514
OG0002218	SHAE2_6090.1, SHAE2_6090.2, SHAE2_6090.3	FGIG_00689
OG0002219	SHAE2_19710.1, SHAE2_19710.2, SHAE2_19710.3, SHAE2_19710.4, SHAE2_19710.5	FGIG_00868
OG0002220	SHAE2_1370.1, SHAE2_1370.2	FGIG_00875
OG0002221	SHAE2_11510.1	FGIG_04571
OG0002222	SHAE2_37650.2, SHAE2_37650.3, SHAE2_37650.1	FGIG_01061
OG0002223	SHAE2_21490.1	FGIG_01190, FGIG_01189, FGIG_08130
OG0002224	SHAE2_14110.1, SHAE2_14110.2	FGIG_01217, FGIG_07046
OG0002225	SHAE2_95310.1	FGIG_01235, FGIG_01236
OG0002226	SHAE2_28640.1, SHAE2_28640.2	FGIG_01251
OG0002227	SHAE2_46020.2, SHAE2_46020.3, SHAE2_46020.1, SHAE2_46020.4, SHAE2_46020.5, SHAE2_46020.6, SHAE2_46020.7	FGIG_01282
OG0002228	SHAE2_45450.1	FGIG_01298
OG0002229	SHAE2_16410.1	FGIG_01349
OG0002230	SHAE2_69660.6, SHAE2_69660.1, SHAE2_69660.2, SHAE2_69660.5, SHAE2_69660.3, SHAE2_69660.4, SHAE2_69660.7	FGIG_01359
OG0002231	SHAE2_67050.4, SHAE2_67050.1, SHAE2_67050.2, SHAE2_67050.3	FGIG_01526
OG0002232	SHAE2_80520.1, SHAE2_80520.2	FGIG_01528
OG0002233	SHAE2_64460.2, SHAE2_64460.3, SHAE2_64460.5, SHAE2_64460.4, SHAE2_64460.1	FGIG_01619
OG0002234	SHAE2_56800.1, SHAE2_56810.1, SHAE2_56810.2, SHAE2_56810.4, SHAE2_56810.5, SHAE2_56810.3	FGIG_01755
OG0002235	SHAE2_20650.5, SHAE2_20650.1, SHAE2_20650.2, SHAE2_20650.3, SHAE2_20650.4	FGIG_01815
OG0002236	SHAE2_72590.1	FGIG_01839, FGIG_01838, FGIG_01841, FGIG_05959, FGIG_05960
OG0002237	SHAE2_46390.1	FGIG_01843, FGIG_01844
OG0002239	SHAE2_101120.4, SHAE2_101120.2, SHAE2_101120.1, SHAE2_101120.3	FGIG_02021, FGIG_02022, FGIG_11904
OG0002240	SHAE2_44790.9, SHAE2_44790.10, SHAE2_44790.3, SHAE2_44790.2, SHAE2_44790.6, SHAE2_44790.1, SHAE2_44790.11, SHAE2_44790.12, SHAE2_44790.8, SHAE2_44790.4, SHAE2_44790.5, SHAE2_44790.7, SHAE2_44790.13	FGIG_02045
OG0002241	SHAE2_72390.1	FGIG_02071, FGIG_09407
OG0002242	SHAE2_45080.3, SHAE2_45080.2, SHAE2_45080.1	FGIG_03786, FGIG_12095, FGIG_02183
OG0002243	SHAE2_31890.2	FGIG_02190
OG0002244	SHAE2_26790.1, SHAE2_26790.2, SHAE2_26790.3	FGIG_02421
OG0002245	SHAE2_64260.1	FGIG_02712
OG0002246	SHAE2_23820.1	FGIG_02737
OG0002247	SHAE2_28320.1, SHAE2_28320.2, SHAE2_28320.3, SHAE2_28320.5, SHAE2_28320.4	FGIG_02926
OG0002248	SHAE2_56180.5, SHAE2_56180.6, SHAE2_56180.7, SHAE2_56180.8, SHAE2_56180.1, SHAE2_56180.2, SHAE2_56180.3, SHAE2_56180.4	FGIG_02985
OG0002249	SHAE2_57950.6, SHAE2_57950.5, SHAE2_57950.3, SHAE2_57950.1, SHAE2_57950.4, SHAE2_57950.2, SHAE2_57950.7	FGIG_03295
OG0002250	SHAE2_43210.1, SHAE2_43210.4, SHAE2_43210.3, SHAE2_43210.2	FGIG_03355, FGIG_07266, FGIG_07264, FGIG_07265
OG0002251	SHAE2_29480.3, SHAE2_29480.5, SHAE2_29480.4, SHAE2_29480.1, SHAE2_29480.2	FGIG_03597
OG0002252	SHAE2_5650.1	FGIG_03608
OG0002253	SHAE2_7990.3, SHAE2_7990.1, SHAE2_7990.2, SHAE2_7990.4	FGIG_03758
OG0002254	SHAE2_54830.1	FGIG_03762
OG0002255	SHAE2_6620.1, SHAE2_6620.3, SHAE2_6620.2, SHAE2_6620.4, SHAE2_6620.5	FGIG_03783
OG0002256	SHAE2_51370.1, SHAE2_51370.3, SHAE2_51370.2	FGIG_03842
OG0002257	SHAE2_55710.1	FGIG_09671, FGIG_09669, FGIG_09670, FGIG_03870
OG0002258	SHAE2_55780.1, SHAE2_55780.3, SHAE2_55780.2, SHAE2_55780.4	FGIG_09563
OG0002259	SHAE2_30480.1, SHAE2_30480.2	FGIG_04001
OG0002260	SHAE2_1290.1	FGIG_04041
OG0002261	SHAE2_54560.1	FGIG_04091
OG0002262	SHAE2_19940.2, SHAE2_19940.1	FGIG_04206
OG0002263	SHAE2_71300.1, SHAE2_71300.2, SHAE2_71300.3	FGIG_04322
OG0002264	SHAE2_45840.2, SHAE2_45840.3, SHAE2_45840.1	FGIG_04362
OG0002265	SHAE2_43420.1, SHAE2_43420.2	FGIG_04389
OG0002266	SHAE2_100070.2, SHAE2_100070.1	FGIG_04454
OG0002267	SHAE2_15220.1, SHAE2_15220.3, SHAE2_15220.2	FGIG_04524
OG0002268	SHAE2_103200.1, SHAE2_103200.2, SHAE2_103200.3	FGIG_11754
OG0002269	SHAE2_65940.1	FGIG_04772, FGIG_11249
OG0002270	SHAE2_94050.1	FGIG_05032
OG0002271	SHAE2_85490.1, SHAE2_85490.2, SHAE2_85490.3, SHAE2_85490.4	FGIG_05054, FGIG_10761
OG0002272	SHAE2_27360.1	FGIG_05097
OG0002273	SHAE2_82430.1	FGIG_11698, FGIG_05145
OG0002274	SHAE2_49840.1, SHAE2_49840.4, SHAE2_49840.2, SHAE2_49840.3	FGIG_05175
OG0002275	SHAE2_89780.1, SHAE2_89780.3, SHAE2_89780.2	FGIG_05339
OG0002276	SHAE2_55750.1, SHAE2_55750.2, SHAE2_55750.3	FGIG_05367
OG0002277	SHAE2_54640.1, SHAE2_54640.2, SHAE2_54640.3	FGIG_05444, FGIG_06812
OG0002278	SHAE2_97390.1	FGIG_09994, FGIG_11786, FGIG_05591
OG0002279	SHAE2_86030.1	FGIG_05662
OG0002279	SHAE2_92070.1	FGIG_09598
OG0002280	SHAE2_62440.1	FGIG_05667, FGIG_09099
OG0002281	SHAE2_44800.3, SHAE2_44800.1, SHAE2_44800.2	FGIG_05678
OG0002282	SHAE2_11310.1, SHAE2_11300.1	FGIG_05703
OG0002283	SHAE2_54780.2, SHAE2_54780.3, SHAE2_54780.1, SHAE2_54780.4	FGIG_11894, FGIG_05806
OG0002284	SHAE2_75250.1	FGIG_05967
OG0002285	SHAE2_10280.1	FGIG_05994
OG0002286	SHAE2_71480.2, SHAE2_71480.1	FGIG_06042
OG0002287	SHAE2_66620.1, SHAE2_66620.2	FGIG_06120
OG0002288	SHAE2_78660.1, SHAE2_78660.2	FGIG_06146
OG0002289	SHAE2_36020.1	FGIG_06166
OG0002290	SHAE2_90670.1, SHAE2_90670.2, SHAE2_90670.3	FGIG_09267, FGIG_06359
OG0002291	SHAE2_70560.3, SHAE2_70560.2, SHAE2_70560.4, SHAE2_70560.1	FGIG_06403
OG0002292	SHAE2_79210.1, SHAE2_79210.2	FGIG_06655
OG0002293	SHAE2_64110.1	FGIG_06706
OG0002294	SHAE2_16790.4, SHAE2_16790.1, SHAE2_16790.2, SHAE2_16790.3	FGIG_12343, FGIG_06716
OG0002295	SHAE2_56610.3, SHAE2_56610.1, SHAE2_56610.2	FGIG_06836
OG0002296	SHAE2_16000.1, SHAE2_16010.5, SHAE2_16010.1, SHAE2_16010.3, SHAE2_16010.4, SHAE2_16010.2	FGIG_07857, FGIG_06883
OG0002297	SHAE2_31370.1, SHAE2_31370.2, SHAE2_31380.1	FGIG_06891, FGIG_06890
OG0002298	SHAE2_3040.1, SHAE2_3050.1	FGIG_06951
OG0002299	SHAE2_29400.1	FGIG_07092
OG0002300	SHAE2_82470.1, SHAE2_82470.2	FGIG_09925, FGIG_07095
OG0002301	SHAE2_95450.1, SHAE2_95440.1	FGIG_07117
OG0002302	SHAE2_18040.2, SHAE2_18040.1	FGIG_11232, FGIG_08060, FGIG_08061, FGIG_07118, FGIG_10708
OG0002303	SHAE2_79240.1, SHAE2_79240.2, SHAE2_79240.3	FGIG_07470
OG0002304	SHAE2_72800.1, SHAE2_72800.2	FGIG_08042
OG0002305	SHAE2_37010.1	FGIG_08091
OG0002306	SHAE2_69910.1, SHAE2_69910.2	FGIG_08115
OG0002307	SHAE2_78670.1	FGIG_08189
OG0002308	SHAE2_54360.1, SHAE2_54360.2, SHAE2_54360.3, SHAE2_54360.4	FGIG_08211
OG0002309	SHAE2_45420.2, SHAE2_45420.4, SHAE2_45420.5, SHAE2_45420.3, SHAE2_45420.1	FGIG_08287
OG0002310	SHAE2_23950.1	FGIG_08475
OG0002311	SHAE2_5500.2, SHAE2_5500.1	FGIG_08577
OG0002312	SHAE2_25430.1, SHAE2_25430.2, SHAE2_25430.3, SHAE2_25430.4, SHAE2_25410.1	FGIG_08678
OG0002313	SHAE2_43320.1	FGIG_08766
OG0002314	SHAE2_4710.1, SHAE2_4710.2	FGIG_08910
OG0002315	SHAE2_10290.2, SHAE2_10290.1	FGIG_08928
OG0002316	SHAE2_75440.1	FGIG_09015, FGIG_09014
OG0002317	SHAE2_50390.1	FGIG_09066
OG0002318	SHAE2_25270.1, SHAE2_25270.2	FGIG_09233
OG0002319	SHAE2_20440.1	FGIG_09288, FGIG_11697
OG0002320	SHAE2_78320.1, SHAE2_78320.3, SHAE2_78320.2	FGIG_09337
OG0002321	SHAE2_18980.1	FGIG_11653, FGIG_09436
OG0002322	SHAE2_22420.1	FGIG_09441, FGIG_09442
OG0002323	SHAE2_67320.1, SHAE2_67320.2	FGIG_09510, FGIG_09829
OG0002324	SHAE2_14210.1	FGIG_09558
OG0002325	SHAE2_15650.1	FGIG_09644
OG0002326	SHAE2_94750.1, SHAE2_94750.2, SHAE2_94750.3, SHAE2_94750.4	FGIG_09702
OG0002327	SHAE2_82500.1	FGIG_12278, FGIG_09776, FGIG_09775
OG0002328	SHAE2_8070.1, SHAE2_8070.2, SHAE2_8070.4, SHAE2_8070.6, SHAE2_8070.8, SHAE2_8070.3, SHAE2_8070.5, SHAE2_8070.7	FGIG_09778
OG0002329	SHAE2_2200.1	FGIG_09876
OG0002330	SHAE2_6430.3, SHAE2_6430.1, SHAE2_6430.2	FGIG_09881
OG0002331	SHAE2_6080.3, SHAE2_6080.1, SHAE2_6080.2	FGIG_09927, FGIG_11900
OG0002332	SHAE2_14460.1	FGIG_09958
OG0002333	SHAE2_56660.1	FGIG_10059
OG0002334	SHAE2_10740.1, SHAE2_10740.3, SHAE2_10740.2, SHAE2_10740.4	FGIG_10145
OG0002335	SHAE2_19090.1, SHAE2_19090.2	FGIG_10281
OG0002336	SHAE2_60180.1	FGIG_12150, FGIG_10289
OG0002337	SHAE2_101980.1	FGIG_10362
OG0002338	SHAE2_11530.1, SHAE2_11530.4, SHAE2_11530.5, SHAE2_11530.2, SHAE2_11530.3	FGIG_10458
OG0002339	SHAE2_95510.1, SHAE2_95510.2, SHAE2_95510.3, SHAE2_95510.4	FGIG_10531
OG0002340	SHAE2_3100.4, SHAE2_3100.1, SHAE2_3100.3, SHAE2_3100.5, SHAE2_3100.2	FGIG_10716
OG0002341	SHAE2_94130.1, SHAE2_94130.2	FGIG_10749
OG0002342	SHAE2_4050.1	FGIG_10783
OG0002343	SHAE2_46650.1	FGIG_10808
OG0002344	SHAE2_64360.3, SHAE2_64360.1, SHAE2_64360.2	FGIG_11003
OG0002345	SHAE2_92750.1, SHAE2_92750.2	FGIG_11019
OG0002346	SHAE2_27650.1	FGIG_11123, FGIG_11122
OG0002347	SHAE2_22880.1, SHAE2_22870.1	FGIG_11158, FGIG_11159, FGIG_12385, FGIG_12386
OG0002348	SHAE2_39000.1, SHAE2_39000.2, SHAE2_39000.3	FGIG_11206
OG0002349	SHAE2_94220.2, SHAE2_94220.3, SHAE2_94220.1, SHAE2_94220.4	FGIG_11271, FGIG_11398
OG0002350	SHAE2_39430.3, SHAE2_39430.4, SHAE2_39430.1, SHAE2_39430.2	FGIG_11286
OG0002351	SHAE2_54300.1, SHAE2_54300.2	FGIG_11338
OG0002352	SHAE2_93720.1, SHAE2_93720.2, SHAE2_93720.3, SHAE2_93720.4	FGIG_11473
OG0002353	SHAE2_79650.1	FGIG_11640
OG0002354	SHAE2_10090.8, SHAE2_10090.1, SHAE2_10090.2, SHAE2_10090.7, SHAE2_10090.9, SHAE2_10090.4, SHAE2_10090.5, SHAE2_10090.6, SHAE2_10090.3	FGIG_12409, FGIG_11676
OG0002355	SHAE2_77950.1	FGIG_11960, FGIG_11712
OG0002356	SHAE2_69730.6, SHAE2_69730.7, SHAE2_69730.8, SHAE2_69730.2, SHAE2_69730.3, SHAE2_69730.4, SHAE2_69730.5, SHAE2_69730.1, SHAE2_69730.10, SHAE2_69730.11, SHAE2_69730.9	FGIG_11801
OG0002370	SHAE2_51260.1, SHAE2_49720.1	FGIG_00318, FGIG_00319
OG0002371	SHAE2_2020.1, SHAE2_2020.2	FGIG_00332
OG0002372	SHAE2_67750.1	FGIG_00522
OG0002373	SHAE2_80790.2, SHAE2_80790.5, SHAE2_80790.1, SHAE2_80790.3, SHAE2_80790.4	FGIG_00664
OG0002374	SHAE2_6110.1	FGIG_00687
OG0002375	SHAE2_100900.2, SHAE2_100900.3, SHAE2_100900.5, SHAE2_100900.6, SHAE2_100900.4, SHAE2_100900.1	FGIG_05220, FGIG_00900
OG0002376	SHAE2_76710.1, SHAE2_76710.2, SHAE2_76710.3	FGIG_00953, FGIG_09565
OG0002377	SHAE2_32050.1, SHAE2_32020.1	FGIG_01063, FGIG_01062
OG0002378	SHAE2_42830.1, SHAE2_42840.1	FGIG_01137
OG0002379	SHAE2_45650.1	FGIG_05262
OG0002381	SHAE2_56880.1, SHAE2_56880.2	FGIG_01256
OG0002382	SHAE2_11770.1	FGIG_01304
OG0002383	SHAE2_55540.1, SHAE2_55540.2, SHAE2_55540.3	FGIG_01455
OG0002384	SHAE2_86380.2, SHAE2_86380.1, SHAE2_86380.3	FGIG_09873, FGIG_01494, FGIG_13997
OG0002385	SHAE2_31080.1	FGIG_01675
OG0002387	SHAE2_81710.1, SHAE2_81710.2	FGIG_01735, FGIG_01737, FGIG_01736
OG0002388	SHAE2_12600.4, SHAE2_12600.2, SHAE2_12600.5, SHAE2_12600.6, SHAE2_12600.1, SHAE2_12600.3	FGIG_01875, FGIG_10835
OG0002389	SHAE2_93870.5, SHAE2_93870.10, SHAE2_93870.6, SHAE2_93870.8, SHAE2_93870.2, SHAE2_93870.1, SHAE2_93870.9, SHAE2_93870.7, SHAE2_93870.3, SHAE2_93870.4	FGIG_01884
OG0002390	SHAE2_18510.2, SHAE2_18510.1, SHAE2_18510.3	FGIG_01897, FGIG_01896, FGIG_01898
OG0002391	SHAE2_20940.1	FGIG_02015
OG0002392	SHAE2_96340.1	FGIG_02057
OG0002393	SHAE2_63390.2, SHAE2_63390.3, SHAE2_63390.1	FGIG_02189, FGIG_04963
OG0002394	SHAE2_33440.1, SHAE2_33440.2, SHAE2_33440.4, SHAE2_33440.5, SHAE2_33440.3, SHAE2_33440.7, SHAE2_33440.6	FGIG_02326
OG0002395	SHAE2_88770.1, SHAE2_88770.2	FGIG_02392, FGIG_12059
OG0002396	SHAE2_35100.1	FGIG_02713
OG0002397	SHAE2_83260.1, SHAE2_83260.2, SHAE2_83260.3, SHAE2_83260.4	FGIG_02751
OG0002398	SHAE2_5850.3, SHAE2_5850.4, SHAE2_5850.5, SHAE2_5850.6, SHAE2_5850.2, SHAE2_5850.1	FGIG_02818
OG0002399	SHAE2_43780.2, SHAE2_43780.1	FGIG_02929, FGIG_12312
OG0002400	SHAE2_3560.2, SHAE2_3560.1, SHAE2_3560.3	FGIG_02992
OG0002401	SHAE2_101570.1	FGIG_03016
OG0002402	SHAE2_21840.3, SHAE2_21840.1, SHAE2_21840.2, SHAE2_21830.1, SHAE2_21830.2	FGIG_03098
OG0002403	SHAE2_103280.1, SHAE2_103280.2, SHAE2_103280.3, SHAE2_103280.4	FGIG_03175
OG0002404	SHAE2_66090.1	FGIG_03321
OG0002405	SHAE2_2140.2, SHAE2_2140.1	FGIG_03332
OG0002406	SHAE2_10390.3, SHAE2_10390.5, SHAE2_10390.2, SHAE2_10390.4, SHAE2_10390.1	FGIG_03463
OG0002407	SHAE2_9960.1	FGIG_03485
OG0002408	SHAE2_78200.3, SHAE2_78200.4, SHAE2_78200.2, SHAE2_78200.1	FGIG_03539
OG0002409	SHAE2_89830.3, SHAE2_89830.1, SHAE2_89830.2	FGIG_03603
