Orthogroup	schistosoma_haematobium	schistosoma_mattheei
OG0001984	SHAE2_93950.1, SHAE2_93950.3, SHAE2_93950.4, SHAE2_93950.2	SMTH1_98270.1, SMTH1_98270.2, SMTH1_98270.3
OG0001985	SHAE2_41770.1	SMTH1_43030.1
OG0001986	SHAE2_56220.4, SHAE2_56220.2, SHAE2_56220.3, SHAE2_56220.5	SMTH1_59050.1
OG0001987	SHAE2_41720.1, SHAE2_41720.4, SHAE2_41720.2, SHAE2_41720.3	SMTH1_42990.1, SMTH1_42990.2, SMTH1_42990.3
OG0001988	SHAE2_63340.1, SHAE2_63340.3	SMTH1_65890.4
OG0001989	SHAE2_12360.2, SHAE2_12360.1, SHAE2_12360.3, SHAE2_12360.4	SMTH1_11880.1
OG0001990	SHAE2_52880.1, SHAE2_52880.2	SMTH1_55520.1
OG0001991	SHAE2_17120.1, SHAE2_17120.2	SMTH1_16800.1
OG0001992	SHAE2_51040.1	SMTH1_53310.1
OG0001993	SHAE2_79630.1, SHAE2_79630.2	SMTH1_83540.1
OG0001994	SHAE2_22360.1, SHAE2_22360.2, SHAE2_22360.3	SMTH1_23130.3, SMTH1_23130.1, SMTH1_23130.4, SMTH1_23130.2, SMTH1_23130.5
OG0001995	SHAE2_99420.1, SHAE2_99420.2, SHAE2_99420.3, SHAE2_99420.4	SMTH1_104490.1, SMTH1_104490.2, SMTH1_104490.3
OG0001996	SHAE2_103360.1	SMTH1_92420.1
OG0001996	SHAE2_103350.1	SMTH1_92430.1
OG0001997	SHAE2_10620.2, SHAE2_10620.1, SHAE2_10620.3, SHAE2_10620.4, SHAE2_10620.5	SMTH1_9930.1
OG0001998	SHAE2_96820.1	SMTH1_101420.4, SMTH1_101420.1, SMTH1_101420.2, SMTH1_101420.3
OG0001999	SHAE2_53010.1	SMTH1_55670.3, SMTH1_55670.1, SMTH1_55670.2
OG0002000	SHAE2_10960.1	SMTH1_10280.1
OG0002001	SHAE2_15680.3, SHAE2_15680.1, SHAE2_15680.2	SMTH1_15440.1, SMTH1_15430.1
OG0002002	SHAE2_38760.1	SMTH1_39800.1
OG0002002	SHAE2_38760.2, SHAE2_38760.3	SMTH1_39790.1
OG0002003	SHAE2_52970.3, SHAE2_52970.4	SMTH1_55620.1, SMTH1_55620.2
OG0002003	SHAE2_52970.1, SHAE2_52970.2	SMTH1_55620.3, SMTH1_55620.4
OG0002004	SHAE2_5090.2	SMTH1_5210.1, SMTH1_5210.2
OG0002005	SHAE2_59260.1	SMTH1_62000.1, SMTH1_62000.2
OG0002006	SHAE2_79490.1, SHAE2_79490.2	SMTH1_83400.1, SMTH1_83400.2, SMTH1_83410.1, SMTH1_83410.2, SMTH1_83410.4, SMTH1_83410.5, SMTH1_83410.3
OG0002007	SHAE2_73560.1	SMTH1_76640.1
OG0002008	SHAE2_66110.2, SHAE2_66110.1, SHAE2_66110.3	SMTH1_68920.1
OG0002009	SHAE2_36640.1, SHAE2_36640.3, SHAE2_36640.2	SMTH1_37600.1
OG0002010	SHAE2_55150.1	SMTH1_57840.1
OG0002011	SHAE2_80210.1, SHAE2_80210.2	SMTH1_84180.1
OG0002012	SHAE2_11210.1	SMTH1_10500.1
OG0002012	SHAE2_11120.1	SMTH1_10440.1
OG0002013	SHAE2_54490.2	SMTH1_57170.3, SMTH1_57170.1, SMTH1_57170.2
OG0002014	SHAE2_68270.1	SMTH1_71320.1
OG0002015	SHAE2_92470.1, SHAE2_92470.2	SMTH1_96760.1
OG0002016	SHAE2_66790.1, SHAE2_66790.2, SHAE2_66790.4, SHAE2_66790.3	SMTH1_69700.1, SMTH1_69700.2
OG0002017	SHAE2_69590.1	SMTH1_72640.1
OG0002018	SHAE2_75620.1, SHAE2_75610.1	SMTH1_79190.1
OG0002019	SHAE2_77370.3, SHAE2_77370.1, SHAE2_77370.2, SHAE2_77370.4	SMTH1_81130.3, SMTH1_81130.1, SMTH1_81130.2
OG0002020	SHAE2_70020.5, SHAE2_70020.3, SHAE2_70020.4, SHAE2_70020.1, SHAE2_70020.2, SHAE2_70020.6, SHAE2_70020.8, SHAE2_70020.7	SMTH1_73110.1, SMTH1_73110.2
OG0002021	SHAE2_76300.1	SMTH1_80090.1
OG0002023	SHAE2_71880.1	SMTH1_75060.1, SMTH1_75060.2
OG0002024	SHAE2_26530.2, SHAE2_26530.3, SHAE2_26530.1, SHAE2_26530.4	SMTH1_26850.1
OG0002025	SHAE2_66770.1, SHAE2_66770.2, SHAE2_66770.3, SHAE2_66770.5, SHAE2_66770.4	SMTH1_69680.1, SMTH1_69680.2, SMTH1_69680.3, SMTH1_69680.4, SMTH1_69680.5, SMTH1_69680.6, SMTH1_69680.7
OG0002026	SHAE2_5400.1	SMTH1_5590.1, SMTH1_5590.2, SMTH1_5590.3, SMTH1_5590.4, SMTH1_5590.6, SMTH1_5590.5
OG0002027	SHAE2_90970.1, SHAE2_90970.2	SMTH1_95050.1
OG0002028	SHAE2_55950.1, SHAE2_55950.2, SHAE2_55950.3	SMTH1_58740.1, SMTH1_58740.2
OG0002029	SHAE2_34950.6, SHAE2_34950.4, SHAE2_34950.3, SHAE2_34950.7, SHAE2_34950.8, SHAE2_34950.2, SHAE2_34950.9, SHAE2_34950.5, SHAE2_34950.1	SMTH1_36290.1, SMTH1_36290.2
OG0002030	SHAE2_66290.4, SHAE2_66290.2, SHAE2_66290.3, SHAE2_66290.1	SMTH1_69120.1
OG0002031	SHAE2_2080.2, SHAE2_2080.3, SHAE2_2080.5, SHAE2_2080.1, SHAE2_2080.4	SMTH1_2190.1
OG0002032	SHAE2_98890.1	SMTH1_103840.2, SMTH1_103840.3, SMTH1_103840.4, SMTH1_103840.5, SMTH1_103840.1, SMTH1_103840.6
OG0002033	SHAE2_64250.2, SHAE2_64250.1	SMTH1_66980.1
OG0002034	SHAE2_72540.1, SHAE2_72540.2	SMTH1_75620.1
OG0002035	SHAE2_15800.1, SHAE2_15790.1	SMTH1_15560.1
OG0002036	SHAE2_92600.1	SMTH1_96910.1
OG0002037	SHAE2_57680.1	SMTH1_60630.1, SMTH1_60630.2, SMTH1_60630.3, SMTH1_60630.4
OG0002038	SHAE2_46630.2, SHAE2_46630.5, SHAE2_46630.3, SHAE2_46630.4, SHAE2_46630.1	SMTH1_48800.1
OG0002039	SHAE2_53090.2, SHAE2_53090.1, SHAE2_53090.3, SHAE2_53090.4	SMTH1_55770.1
OG0002040	SHAE2_3010.1	SMTH1_3170.1, SMTH1_3170.2
OG0002041	SHAE2_79110.1, SHAE2_79110.2	SMTH1_82980.2, SMTH1_82980.1, SMTH1_82980.3
OG0002042	SHAE2_15660.4, SHAE2_15660.3, SHAE2_15660.2, SHAE2_15660.1	SMTH1_15400.1
OG0002043	SHAE2_67260.1	SMTH1_70350.1
OG0002044	SHAE2_8040.1	SMTH1_8530.1, SMTH1_8530.5, SMTH1_8530.6, SMTH1_8530.2, SMTH1_8530.4, SMTH1_8530.3
OG0002045	SHAE2_90730.1	SMTH1_94810.1
OG0002046	SHAE2_79390.5, SHAE2_79390.1, SHAE2_79390.2, SHAE2_79390.3, SHAE2_79390.4	SMTH1_83270.1, SMTH1_83280.1
OG0002047	SHAE2_90510.1, SHAE2_90510.3, SHAE2_90510.2	SMTH1_94480.1
OG0002048	SHAE2_18400.1, SHAE2_18400.2	SMTH1_18090.1
OG0002049	SHAE2_96100.1, SHAE2_96100.2	SMTH1_100680.2, SMTH1_100680.3, SMTH1_100680.1, SMTH1_100680.4
OG0002050	SHAE2_57160.2, SHAE2_57160.3	SMTH1_60100.2
OG0002050	SHAE2_57160.1	SMTH1_60100.1
OG0002051	SHAE2_32640.1, SHAE2_32640.2	SMTH1_33700.1
OG0002052	SHAE2_46130.1	SMTH1_48250.1
OG0002053	SHAE2_81670.1, SHAE2_81670.5, SHAE2_81670.9, SHAE2_81670.8, SHAE2_81670.2, SHAE2_81670.4, SHAE2_81670.3, SHAE2_81670.7, SHAE2_81670.6	SMTH1_85900.1
OG0002054	SHAE2_75180.1, SHAE2_75180.2	SMTH1_78580.1, SMTH1_78580.2, SMTH1_78580.5, SMTH1_78580.4, SMTH1_78580.6, SMTH1_78580.3
OG0002055	SHAE2_61990.1, SHAE2_61990.2, SHAE2_61990.3	SMTH1_64500.1
OG0002056	SHAE2_95130.1	SMTH1_99540.1
OG0002057	SHAE2_53220.2	SMTH1_55920.2
OG0002057	SHAE2_53220.1	SMTH1_55920.3
OG0002057	SHAE2_53220.3	SMTH1_55920.1
OG0002058	SHAE2_9990.1	SMTH1_9260.1
OG0002059	SHAE2_47270.2, SHAE2_47270.1, SHAE2_47270.5, SHAE2_47270.3, SHAE2_47270.4	SMTH1_49430.1
OG0002060	SHAE2_7910.1, SHAE2_7910.2, SHAE2_7910.3, SHAE2_7910.4	SMTH1_8390.1
OG0002061	SHAE2_5230.2, SHAE2_5230.3, SHAE2_5230.5, SHAE2_5230.1, SHAE2_5230.4	SMTH1_5350.1, SMTH1_5350.2, SMTH1_5350.3, SMTH1_5350.4
OG0002062	SHAE2_71610.1	SMTH1_74740.1
OG0002063	SHAE2_47360.1, SHAE2_47360.2, SHAE2_47360.3	SMTH1_49540.1
OG0002064	SHAE2_11880.1	SMTH1_11330.4
OG0002064	SHAE2_11880.2	SMTH1_11330.2, SMTH1_11330.5, SMTH1_11330.3
OG0002066	SHAE2_79990.1	SMTH1_83920.1
OG0002066	SHAE2_80080.1	SMTH1_83980.1
OG0002067	SHAE2_63110.3, SHAE2_63110.1, SHAE2_63110.2	SMTH1_65640.1, SMTH1_65640.2, SMTH1_65640.3, SMTH1_65640.4
OG0002068	SHAE2_13920.1, SHAE2_13920.4, SHAE2_13920.5, SHAE2_13920.2, SHAE2_13920.3	SMTH1_13530.1
OG0002069	SHAE2_90800.1	SMTH1_93650.1
OG0002069	SHAE2_70770.1, SHAE2_14550.1	SMTH1_22810.1
OG0002070	SHAE2_63140.2, SHAE2_63140.3, SHAE2_63140.5, SHAE2_63140.6, SHAE2_63140.1, SHAE2_63140.4	SMTH1_65670.3, SMTH1_65670.2, SMTH1_65670.1
OG0002073	SHAE2_100310.1	SMTH1_105280.2, SMTH1_105280.1, SMTH1_105260.1
OG0002074	SHAE2_21230.1, SHAE2_21230.3, SHAE2_21230.2	SMTH1_21020.1, SMTH1_21020.2, SMTH1_21020.3, SMTH1_21020.4
OG0002076	SHAE2_44660.1	SMTH1_46610.2, SMTH1_46610.1
OG0002077	SHAE2_15500.1, SHAE2_15480.1, SHAE2_15480.2	SMTH1_15280.1
OG0002078	SHAE2_40570.1	SMTH1_41620.1
OG0002079	SHAE2_40770.1	SMTH1_41850.1
OG0002080	SHAE2_54470.1, SHAE2_54470.2, SHAE2_54470.3	SMTH1_57150.1, SMTH1_57150.2
OG0002081	SHAE2_86970.1	SMTH1_91680.1
OG0002082	SHAE2_63480.1	SMTH1_66060.1
OG0002082	SHAE2_63490.1	SMTH1_66070.1
OG0002083	SHAE2_47460.3, SHAE2_47460.4, SHAE2_47460.5, SHAE2_47460.6	SMTH1_49670.2, SMTH1_49670.3
OG0002084	SHAE2_20070.1	SMTH1_19800.1
OG0002085	SHAE2_65210.1	SMTH1_67900.1, SMTH1_67900.2, SMTH1_67900.4, SMTH1_67900.3
OG0002086	SHAE2_44280.2, SHAE2_44280.1, SHAE2_44280.3	SMTH1_46100.1
OG0002087	SHAE2_36350.1	SMTH1_37290.2, SMTH1_37290.1, SMTH1_37290.3
OG0002089	SHAE2_48970.1	SMTH1_51300.1
OG0002089	SHAE2_48970.1	SMTH1_51300.2
OG0002089	SHAE2_48970.1	SMTH1_51300.5
OG0002089	SHAE2_48970.1	SMTH1_51300.6
OG0002089	SHAE2_48970.1	SMTH1_51300.7
OG0002089	SHAE2_48970.2	SMTH1_51300.1
OG0002089	SHAE2_48970.2	SMTH1_51300.2
OG0002089	SHAE2_48970.2	SMTH1_51300.5
OG0002089	SHAE2_48970.2	SMTH1_51300.6
OG0002089	SHAE2_48970.2	SMTH1_51300.7
OG0002089	SHAE2_48970.3	SMTH1_51300.4, SMTH1_51300.3
OG0002090	SHAE2_57670.2, SHAE2_57670.1	SMTH1_60620.1
OG0002091	SHAE2_56080.4, SHAE2_56080.3, SHAE2_56080.5, SHAE2_56080.1, SHAE2_56080.2	SMTH1_58870.1
OG0002092	SHAE2_41990.5, SHAE2_41990.4, SHAE2_41990.3, SHAE2_41990.1, SHAE2_41990.2	SMTH1_43300.1
OG0002093	SHAE2_27830.7, SHAE2_27830.5, SHAE2_27830.9, SHAE2_27830.6, SHAE2_27830.4, SHAE2_27830.1, SHAE2_27830.2, SHAE2_27830.3	SMTH1_28290.1
OG0002094	SHAE2_5550.3, SHAE2_5550.1	SMTH1_5750.1, SMTH1_5750.4, SMTH1_5750.3
OG0002095	SHAE2_18340.5, SHAE2_18340.1, SHAE2_18340.3, SHAE2_18340.2, SHAE2_18340.4	SMTH1_18040.1
OG0002096	SHAE2_31030.3, SHAE2_31030.6	SMTH1_31890.1
OG0002096	SHAE2_31030.4, SHAE2_31030.5, SHAE2_31030.1, SHAE2_31030.2	SMTH1_31890.2
OG0002097	SHAE2_5920.1, SHAE2_5920.2	SMTH1_6160.1, SMTH1_6160.2
OG0002098	SHAE2_68840.1	SMTH1_71830.1
OG0002099	SHAE2_41870.1	SMTH1_43170.1, SMTH1_43190.1
OG0002100	SHAE2_30570.1, SHAE2_30570.2	SMTH1_31350.1
OG0002101	SHAE2_94560.2, SHAE2_94560.6, SHAE2_94560.5, SHAE2_94560.1, SHAE2_94560.4, SHAE2_94560.3	SMTH1_98930.1
OG0002102	SHAE2_26700.1	SMTH1_27090.2
OG0002102	SHAE2_27530.1	SMTH1_27920.1
OG0002103	SHAE2_45910.1, SHAE2_45910.2	SMTH1_47990.1
OG0002104	SHAE2_33200.2, SHAE2_33200.1, SHAE2_33200.3	SMTH1_34360.1, SMTH1_34360.2
OG0002105	SHAE2_28090.1, SHAE2_28090.4, SHAE2_28090.3, SHAE2_28090.2	SMTH1_28600.2
OG0002106	SHAE2_93210.1, SHAE2_93210.2, SHAE2_93210.3, SHAE2_93210.4, SHAE2_93210.5, SHAE2_93210.6, SHAE2_93210.7, SHAE2_93210.8, SHAE2_93210.9	SMTH1_97560.1, SMTH1_97560.2, SMTH1_97560.3
OG0002107	SHAE2_63980.1, SHAE2_63980.5, SHAE2_63980.2, SHAE2_63980.4, SHAE2_63980.6, SHAE2_63980.3	SMTH1_66700.1
OG0002108	SHAE2_85260.1	SMTH1_90940.1
OG0002108	SHAE2_85260.2	SMTH1_90940.1
OG0002109	SHAE2_48430.2, SHAE2_48430.1, SHAE2_48430.5, SHAE2_48430.4, SHAE2_48430.3	SMTH1_50620.1
OG0002110	SHAE2_89550.1	SMTH1_93350.1
OG0002110	SHAE2_75430.1	SMTH1_78910.1, SMTH1_78910.2
OG0002111	SHAE2_45300.1, SHAE2_45300.2	SMTH1_47290.1, SMTH1_47300.1
OG0002112	SHAE2_62620.2, SHAE2_62620.1	SMTH1_65170.1, SMTH1_65170.2, SMTH1_65170.3
OG0002113	SHAE2_95880.1	SMTH1_100360.1
OG0002114	SHAE2_103270.1	SMTH1_26800.1
OG0002115	SHAE2_58150.1	SMTH1_61140.2
OG0002116	SHAE2_34840.1	SMTH1_36140.1
OG0002117	SHAE2_5130.1, SHAE2_5130.2, SHAE2_5130.3	SMTH1_5250.1, SMTH1_5260.1
OG0002118	SHAE2_49070.1	SMTH1_51220.1
OG0002118	SHAE2_49080.1	SMTH1_51210.1
OG0002119	SHAE2_89580.1	SMTH1_93390.1
OG0002120	SHAE2_6890.1, SHAE2_6890.3, SHAE2_6890.5, SHAE2_6890.2, SHAE2_6890.4	SMTH1_7280.1, SMTH1_7280.2, SMTH1_7280.3
OG0002121	SHAE2_6900.1	SMTH1_7290.1
OG0002122	SHAE2_33680.2, SHAE2_33680.3, SHAE2_33680.4, SHAE2_33680.5, SHAE2_33680.1	SMTH1_34890.1
OG0002124	SHAE2_22350.7, SHAE2_22350.6, SHAE2_22350.4, SHAE2_22350.3, SHAE2_22350.1, SHAE2_22350.5, SHAE2_22350.2	SMTH1_23140.1
OG0002125	SHAE2_101530.1, SHAE2_101530.2	SMTH1_106940.4, SMTH1_106940.1, SMTH1_106940.3, SMTH1_106940.2
OG0002126	SHAE2_3650.2, SHAE2_3650.3, SHAE2_3650.1	SMTH1_3710.3, SMTH1_3710.2, SMTH1_3710.4, SMTH1_3710.1, SMTH1_3710.5
OG0002128	SHAE2_7080.1, SHAE2_7080.2, SHAE2_7080.3, SHAE2_7080.4	SMTH1_7490.1, SMTH1_7480.1
OG0002129	SHAE2_55210.1	SMTH1_57900.1
OG0002129	SHAE2_55220.1	SMTH1_57910.1
OG0002130	SHAE2_26850.1	SMTH1_27290.1, SMTH1_27290.2
OG0002131	SHAE2_43480.1, SHAE2_43480.2, SHAE2_43480.3	SMTH1_45230.1, SMTH1_45230.2, SMTH1_45230.3
OG0002132	SHAE2_58370.1, SHAE2_58370.2	SMTH1_61370.1
OG0002133	SHAE2_50660.5, SHAE2_50660.1, SHAE2_50660.2, SHAE2_50660.3, SHAE2_50660.4	SMTH1_52890.1
OG0002134	SHAE2_39880.2, SHAE2_39880.3, SHAE2_39880.1	SMTH1_40850.2, SMTH1_40850.1, SMTH1_40850.3, SMTH1_40850.4
OG0002135	SHAE2_28340.1, SHAE2_28340.2	SMTH1_28850.1
OG0002136	SHAE2_98330.1, SHAE2_98330.2	SMTH1_103250.1, SMTH1_103250.2, SMTH1_103250.3
OG0002137	SHAE2_83060.1	SMTH1_87430.2
OG0002138	SHAE2_33380.2, SHAE2_33380.1	SMTH1_34540.1
OG0002139	SHAE2_67140.1, SHAE2_67140.3, SHAE2_67140.4, SHAE2_67140.2	SMTH1_70040.1
OG0002140	SHAE2_7850.2, SHAE2_7850.4, SHAE2_7850.1, SHAE2_7850.3	SMTH1_8300.1, SMTH1_8300.2
OG0002141	SHAE2_62740.1	SMTH1_65290.1, SMTH1_65290.2, SMTH1_65290.3
OG0002142	SHAE2_91260.4, SHAE2_91260.1, SHAE2_91260.2, SHAE2_91260.3	SMTH1_95250.1, SMTH1_95250.2
OG0002143	SHAE2_49200.1, SHAE2_49150.1	SMTH1_51130.1
OG0002144	SHAE2_28630.1	SMTH1_29140.1
OG0002145	SHAE2_32750.1, SHAE2_32750.2	SMTH1_33850.1
OG0002146	SHAE2_18640.1	SMTH1_18410.2, SMTH1_18410.1, SMTH1_18410.3
OG0002147	SHAE2_53070.2, SHAE2_53070.3, SHAE2_53070.1, SHAE2_53070.4	SMTH1_55750.2, SMTH1_55750.1, SMTH1_55750.3
OG0002148	SHAE2_6670.1, SHAE2_6670.2, SHAE2_6670.3	SMTH1_7070.1, SMTH1_7070.2
OG0002149	SHAE2_56900.1	SMTH1_59810.1
OG0002150	SHAE2_72520.1	SMTH1_75600.1, SMTH1_75610.1
OG0002151	SHAE2_52910.1, SHAE2_52920.1	SMTH1_55550.1
OG0002151	SHAE2_86310.1	SMTH1_89840.1, SMTH1_89840.2, SMTH1_89840.3
OG0002152	SHAE2_78590.1, SHAE2_78590.2	SMTH1_82500.1
OG0002153	SHAE2_7700.3, SHAE2_7700.2, SHAE2_7700.4, SHAE2_7700.5, SHAE2_7700.1	SMTH1_8040.1, SMTH1_8040.3, SMTH1_8040.2
OG0002154	SHAE2_39340.1	SMTH1_40340.1
OG0002155	SHAE2_26270.1, SHAE2_26270.2	SMTH1_26450.1, SMTH1_26450.2, SMTH1_26450.3
OG0002156	SHAE2_93830.1, SHAE2_93830.2	SMTH1_98170.5, SMTH1_98170.4, SMTH1_98170.6, SMTH1_98170.7, SMTH1_98170.8, SMTH1_98170.1, SMTH1_98170.2, SMTH1_98170.3
OG0002157	SHAE2_66590.1, SHAE2_66590.2, SHAE2_66590.3, SHAE2_66590.4, SHAE2_66590.5	SMTH1_69500.1, SMTH1_69500.2
OG0002158	SHAE2_81070.1	SMTH1_85210.1
OG0002159	SHAE2_79170.1, SHAE2_79170.2, SHAE2_79170.3	SMTH1_83040.1, SMTH1_83040.2, SMTH1_83040.3
OG0002160	SHAE2_65140.1, SHAE2_65140.5, SHAE2_65140.2, SHAE2_65140.3, SHAE2_65140.4	SMTH1_67840.1
OG0002161	SHAE2_48260.1, SHAE2_48250.4, SHAE2_48250.5, SHAE2_48390.1, SHAE2_48250.1, SHAE2_48250.2, SHAE2_48250.3, SHAE2_47950.1, SHAE2_47950.2	SMTH1_50440.1, SMTH1_95070.1, SMTH1_95070.2, SMTH1_95070.3, SMTH1_95070.4
OG0002162	SHAE2_28430.1	SMTH1_28960.1
OG0002162	SHAE2_28430.1	SMTH1_29030.1
OG0002162	SHAE2_28520.1	SMTH1_28960.1
OG0002162	SHAE2_28520.1	SMTH1_29030.1
OG0002163	SHAE2_41530.1, SHAE2_41530.2, SHAE2_41530.3	SMTH1_42750.1, SMTH1_42750.2, SMTH1_42750.3, SMTH1_42750.4
OG0002164	SHAE2_62430.1	SMTH1_64970.1
OG0002165	SHAE2_30310.1, SHAE2_30310.3, SHAE2_30310.4, SHAE2_30310.5, SHAE2_30310.2	SMTH1_31110.1
OG0002166	SHAE2_59100.4, SHAE2_59100.2, SHAE2_59100.1, SHAE2_59100.6, SHAE2_59100.5	SMTH1_61930.1
OG0002167	SHAE2_55070.1	SMTH1_57750.1
OG0002168	SHAE2_51420.1	SMTH1_53820.1
OG0002169	SHAE2_23650.1	SMTH1_23840.1
OG0002170	SHAE2_76440.1, SHAE2_76440.2, SHAE2_76440.3	SMTH1_80230.1, SMTH1_80240.1
OG0002171	SHAE2_2960.1, SHAE2_2990.1	SMTH1_3130.1, SMTH1_3140.1, SMTH1_3150.1
OG0002172	SHAE2_32670.1	SMTH1_33760.1
OG0002173	SHAE2_68790.1	SMTH1_71770.1
OG0002174	SHAE2_78600.2, SHAE2_78600.3, SHAE2_78600.4, SHAE2_78600.5	SMTH1_82510.2
OG0002174	SHAE2_78600.1, SHAE2_78600.6	SMTH1_82510.1
OG0002175	SHAE2_79800.1, SHAE2_79800.2, SHAE2_79800.3, SHAE2_79800.4, SHAE2_79800.5, SHAE2_79800.6, SHAE2_79800.9, SHAE2_79800.8, SHAE2_79800.7	SMTH1_83740.1, SMTH1_83740.2
OG0002176	SHAE2_103450.1	SMTH1_88320.1
OG0002177	SHAE2_6070.1, SHAE2_6070.6, SHAE2_6070.2, SHAE2_6070.3, SHAE2_6070.5, SHAE2_6070.4	SMTH1_6340.4, SMTH1_6340.3, SMTH1_6340.1, SMTH1_6340.2
OG0002178	SHAE2_81250.1, SHAE2_81250.5, SHAE2_81250.2, SHAE2_81250.3, SHAE2_81250.4	SMTH1_85420.1, SMTH1_85420.2
OG0002179	SHAE2_11990.2	SMTH1_11470.1
OG0002179	SHAE2_11990.1, SHAE2_11990.6	SMTH1_11470.2
OG0002180	SHAE2_81240.2, SHAE2_81240.1, SHAE2_81240.3, SHAE2_81240.4, SHAE2_81240.5	SMTH1_85400.1, SMTH1_85400.2
OG0002181	SHAE2_60040.1	SMTH1_62720.3, SMTH1_62720.4, SMTH1_62720.1, SMTH1_62720.2
OG0002182	SHAE2_79310.4, SHAE2_79310.3, SHAE2_79310.2, SHAE2_79310.1	SMTH1_83200.3, SMTH1_83200.1, SMTH1_83200.2
OG0002183	SHAE2_13390.1	SMTH1_12870.1, SMTH1_12870.2, SMTH1_12870.3
OG0002184	SHAE2_97040.2, SHAE2_97040.1, SHAE2_97040.3	SMTH1_101670.1
OG0002185	SHAE2_5420.2, SHAE2_5420.1	SMTH1_5600.1, SMTH1_5600.2, SMTH1_5600.3
OG0002186	SHAE2_23600.1	SMTH1_21670.1, SMTH1_21660.1
OG0002187	SHAE2_16840.1	SMTH1_16710.1, SMTH1_16720.1
OG0002188	SHAE2_71550.4, SHAE2_71550.1, SHAE2_71550.2, SHAE2_71550.3	SMTH1_74700.1
OG0002189	SHAE2_38360.1, SHAE2_38360.3, SHAE2_38360.2, SHAE2_38360.4, SHAE2_38360.5	SMTH1_39410.1
OG0002191	SHAE2_13510.4, SHAE2_13510.3, SHAE2_13490.1, SHAE2_13510.5, SHAE2_13510.1, SHAE2_13510.2	SMTH1_12980.4, SMTH1_12980.1, SMTH1_12980.3, SMTH1_12980.2, SMTH1_12960.1
OG0002192	SHAE2_48100.1	SMTH1_50350.1
OG0002193	SHAE2_81440.1, SHAE2_81440.2	SMTH1_85660.1
OG0002194	SHAE2_32760.1, SHAE2_32760.5, SHAE2_32760.2, SHAE2_32760.3, SHAE2_32760.4	SMTH1_33870.1
OG0002195	SHAE2_56460.1, SHAE2_56460.2, SHAE2_56460.3	SMTH1_59310.1, SMTH1_59310.2
OG0002196	SHAE2_71950.3, SHAE2_71950.1, SHAE2_71950.2, SHAE2_71950.4	SMTH1_75110.1, SMTH1_75110.2
OG0002197	SHAE2_62660.2	SMTH1_65200.6, SMTH1_65200.7, SMTH1_65200.3
OG0002197	SHAE2_62660.1	SMTH1_65200.2, SMTH1_65200.5
OG0002198	SHAE2_30670.1	SMTH1_31470.1, SMTH1_31470.2
OG0002199	SHAE2_75120.1, SHAE2_75100.1	SMTH1_78520.1, SMTH1_78520.2
OG0002200	SHAE2_53860.6	SMTH1_56650.4
OG0002200	SHAE2_53860.3, SHAE2_53860.5	SMTH1_56650.2, SMTH1_56650.3
OG0002200	SHAE2_53990.1, SHAE2_53860.7, SHAE2_53860.4	SMTH1_56650.1
OG0002201	SHAE2_53690.1	SMTH1_56320.1
OG0002202	SHAE2_45130.1	SMTH1_47070.1, SMTH1_47070.2
OG0002203	SHAE2_82060.1	SMTH1_86320.3, SMTH1_86320.2, SMTH1_86320.1
OG0002204	SHAE2_27680.1	SMTH1_28110.2, SMTH1_28110.1
OG0002205	SHAE2_4890.1	SMTH1_5010.1
OG0002205	SHAE2_4890.1	SMTH1_5010.2
OG0002206	SHAE2_94620.1	SMTH1_99040.1, SMTH1_99040.2
OG0002207	SHAE2_16500.1, SHAE2_16490.1	SMTH1_16380.1, SMTH1_16390.1
OG0002208	SHAE2_20340.2, SHAE2_20340.1, SHAE2_20340.3	SMTH1_20080.1
OG0002209	SHAE2_100190.1	SMTH1_105160.1
OG0002210	SHAE2_21930.1	SMTH1_23620.1, SMTH1_23620.2, SMTH1_23620.3
OG0002212	SHAE2_100650.3, SHAE2_100650.1, SHAE2_100650.2	SMTH1_105610.1
OG0002214	SHAE2_47170.1, SHAE2_47170.2	SMTH1_49340.3, SMTH1_49340.4, SMTH1_49340.5, SMTH1_49340.6, SMTH1_49340.1, SMTH1_49340.2
OG0002215	SHAE2_7920.1, SHAE2_7920.3, SHAE2_7920.2, SHAE2_7930.1	SMTH1_8430.1, SMTH1_8410.1, SMTH1_8420.1
OG0002216	SHAE2_33470.1	SMTH1_34630.1
OG0002217	SHAE2_3940.1	SMTH1_3970.1, SMTH1_3970.2, SMTH1_3970.3, SMTH1_3970.4, SMTH1_3970.5, SMTH1_3970.6
OG0002218	SHAE2_6090.1, SHAE2_6090.2, SHAE2_6090.3	SMTH1_6370.1, SMTH1_6360.1
OG0002219	SHAE2_19710.1, SHAE2_19710.2, SHAE2_19710.3, SHAE2_19710.4, SHAE2_19710.5	SMTH1_19410.1
OG0002220	SHAE2_1370.1, SHAE2_1370.2	SMTH1_1230.1
OG0002221	SHAE2_11510.1	SMTH1_10810.1
OG0002222	SHAE2_37650.2, SHAE2_37650.3, SHAE2_37650.1	SMTH1_38660.1
OG0002223	SHAE2_21490.1	SMTH1_21350.1
OG0002224	SHAE2_14110.1, SHAE2_14110.2	SMTH1_13800.1
OG0002225	SHAE2_95310.1	SMTH1_99780.1
OG0002226	SHAE2_28640.1, SHAE2_28640.2	SMTH1_29150.1
