Orthogroup	schistosoma_haematobium	schistosoma_japonicum
OG0003182	SHAE2_33530.1, SHAE2_33530.2	EWB00_007471.1, EWB00_007471.3, EWB00_007471.2
OG0003183	SHAE2_15030.1	EWB00_002692
OG0003184	SHAE2_30690.5, SHAE2_30690.2, SHAE2_30690.4, SHAE2_30690.1, SHAE2_30690.6, SHAE2_30690.3	EWB00_003317.1, EWB00_003317.2
OG0003185	SHAE2_76170.4, SHAE2_76170.2, SHAE2_76170.3, SHAE2_76170.1	EWB00_002783
OG0003186	SHAE2_32060.1, SHAE2_32060.2, SHAE2_32060.3, SHAE2_32060.4	EWB00_002899.1, EWB00_002899.2
OG0003187	SHAE2_78340.4, SHAE2_78340.5, SHAE2_78340.2, SHAE2_78340.1, SHAE2_78340.3	EWB00_010930.1, EWB00_011372, EWB00_010930.2
OG0003188	SHAE2_86370.1, SHAE2_86370.2, SHAE2_86370.3	EWB00_004402.1, EWB00_004402.2, EWB00_004402.3
OG0003189	SHAE2_73910.1	EWB00_005148.1, EWB00_005148.2
OG0003190	SHAE2_64550.2, SHAE2_64550.1, SHAE2_64550.3	EWB00_011302
OG0003191	SHAE2_50650.1, SHAE2_50650.4, SHAE2_50650.3, SHAE2_50650.2	EWB00_006882.1, EWB00_006882.2
OG0003192	SHAE2_70590.1, SHAE2_70590.2, SHAE2_70590.3	EWB00_003999.3, EWB00_003999.1, EWB00_003999.2
OG0003193	SHAE2_40140.1	EWB00_001279.2, EWB00_001279.1, EWB00_001279.3
OG0003194	SHAE2_74100.1, SHAE2_74110.1	EWB00_009436.1, EWB00_009436.2
OG0003195	SHAE2_20300.1	EWB00_005426.1, EWB00_005426.2, EWB00_005426.3
OG0003196	SHAE2_66240.1	EWB00_000542, EWB00_000541.2, EWB00_000541.1, EWB00_000541.3, EWB00_000541.4
OG0003197	SHAE2_100450.1, SHAE2_100450.2	EWB00_001440
OG0003198	SHAE2_53960.1	EWB00_008419.3, EWB00_008419.2, EWB00_008419.1
OG0003199	SHAE2_98860.2, SHAE2_98860.3, SHAE2_98860.1	EWB00_005874.1, EWB00_005874.2, EWB00_005874.3
OG0003200	SHAE2_12310.2, SHAE2_12310.3, SHAE2_12310.1, SHAE2_12310.4	EWB00_009487
OG0003201	SHAE2_16320.1, SHAE2_16320.2	EWB00_009360
OG0003202	SHAE2_20720.1, SHAE2_20720.2	EWB00_005466.1, EWB00_005466.2, EWB00_005466.3
OG0003203	SHAE2_97090.1	EWB00_003179
OG0003204	SHAE2_23030.1, SHAE2_23030.2	EWB00_002525.4, EWB00_002525.3, EWB00_002525.1, EWB00_002525.5, EWB00_002525.2
OG0003205	SHAE2_39530.3, SHAE2_39530.1, SHAE2_39530.2	EWB00_004334
OG0003206	SHAE2_19700.1, SHAE2_19690.1, SHAE2_19690.2, SHAE2_19690.3	EWB00_006523.3, EWB00_006523.1, EWB00_006523.2
OG0003208	SHAE2_72490.1, SHAE2_72490.2, SHAE2_72490.3	EWB00_006264
OG0003210	SHAE2_14640.1, SHAE2_14640.2	EWB00_004690.3, EWB00_004690.1, EWB00_004690.2
OG0003211	SHAE2_79590.1, SHAE2_79590.2	EWB00_001368.1, EWB00_001368.2
OG0003212	SHAE2_6390.1, SHAE2_6390.2	EWB00_010842.1, EWB00_010842.2, EWB00_010842.3
OG0003213	SHAE2_36170.1, SHAE2_36170.2, SHAE2_36170.3, SHAE2_36170.4, SHAE2_36170.5, SHAE2_36170.6	EWB00_002935
OG0003214	SHAE2_13640.4, SHAE2_13640.1, SHAE2_13640.3, SHAE2_13640.2, SHAE2_13640.5	EWB00_009437
OG0003215	SHAE2_10780.1	EWB00_003063
OG0003216	SHAE2_68510.2, SHAE2_68510.3, SHAE2_68510.1, SHAE2_68510.4	EWB00_008913.2, EWB00_008913.1, EWB00_008913.3
OG0003217	SHAE2_64940.1, SHAE2_64940.2	EWB00_011333
OG0003218	SHAE2_61920.1	EWB00_005572.3, EWB00_005572.4, EWB00_005572.2, EWB00_005572.5, EWB00_005572.1, EWB00_005572.6, EWB00_003264
OG0003221	SHAE2_42560.1, SHAE2_42560.2, SHAE2_42560.3	EWB00_006144
OG0003222	SHAE2_21770.1	EWB00_010347.1, EWB00_010347.2
OG0003223	SHAE2_97620.1, SHAE2_94100.1	EWB00_001955, EWB00_001956
OG0003224	SHAE2_41160.1, SHAE2_41160.2	EWB00_004395
OG0003225	SHAE2_93690.1	EWB00_003044, EWB00_003042.1, EWB00_003042.2
OG0003226	SHAE2_15970.1	EWB00_003709.1, EWB00_003709.2
OG0003227	SHAE2_65700.1	EWB00_011155.1, EWB00_011155.2
OG0003228	SHAE2_92860.1	EWB00_007532
OG0003229	SHAE2_80650.1, SHAE2_80650.2, SHAE2_80650.3, SHAE2_80650.4	EWB00_010966, EWB00_010965
OG0003230	SHAE2_50240.1	EWB00_002077.1, EWB00_002077.2
OG0003231	SHAE2_19980.1, SHAE2_19980.2, SHAE2_19980.3, SHAE2_19980.4	EWB00_006561.1, EWB00_006561.2
OG0003232	SHAE2_12720.2, SHAE2_12720.3, SHAE2_12720.1	EWB00_005539
OG0003233	SHAE2_24120.1, SHAE2_24120.2, SHAE2_24120.3	EWB00_005827.1, EWB00_005827.2, EWB00_005827.4, EWB00_005827.3
OG0003234	SHAE2_64590.1	EWB00_000234, EWB00_000823
OG0003235	SHAE2_89640.1	EWB00_007303.2, EWB00_007303.5, EWB00_007303.4, EWB00_007303.1, EWB00_007303.3
OG0003236	SHAE2_61180.1	EWB00_011228.9, EWB00_011228.11, EWB00_011228.10, EWB00_011228.12, EWB00_011228.1, EWB00_011228.2, EWB00_011228.3, EWB00_011228.4, EWB00_011228.5, EWB00_011228.6, EWB00_011228.8, EWB00_011228.7
OG0003237	SHAE2_27620.1	EWB00_004234.1, EWB00_004234.2
OG0003238	SHAE2_69800.3, SHAE2_69800.1, SHAE2_69800.2	EWB00_010483
OG0003239	SHAE2_91060.1, SHAE2_91060.2	EWB00_006733.1, EWB00_006733.3, EWB00_006733.2, EWB00_006733.4, EWB00_006733.5, EWB00_006733.6, EWB00_006733.7
OG0003240	SHAE2_9940.2, SHAE2_9940.1	EWB00_008701.2, EWB00_008701.4
OG0003241	SHAE2_40470.1	EWB00_009123.1, EWB00_009123.2
OG0003242	SHAE2_56260.1, SHAE2_56260.2	EWB00_010668.1, EWB00_010668.2
OG0003243	SHAE2_10520.1	EWB00_003084.1, EWB00_003084.3, EWB00_003084.4, EWB00_003084.7, EWB00_003084.2, EWB00_003084.5, EWB00_003084.6
OG0003244	SHAE2_56700.1	EWB00_005396
OG0003245	SHAE2_57190.1	EWB00_006500
OG0003246	SHAE2_10580.1, SHAE2_10580.2	EWB00_003082.1, EWB00_003082.2
OG0003247	SHAE2_22750.1	EWB00_002490.3, EWB00_002490.1, EWB00_002490.2
OG0003249	SHAE2_68130.2, SHAE2_68130.1	EWB00_010444
OG0003250	SHAE2_74800.1	EWB00_007922
OG0003251	SHAE2_91810.1	EWB00_005287.1, EWB00_005287.2
OG0003252	SHAE2_45170.1, SHAE2_45170.2	EWB00_002792.5, EWB00_002792.3, EWB00_002792.1, EWB00_002792.2, EWB00_002792.4
OG0003253	SHAE2_92340.1, SHAE2_92340.2, SHAE2_92340.3	EWB00_006924
OG0003254	SHAE2_68520.1, SHAE2_68520.2	EWB00_008914
OG0003255	SHAE2_98880.1	EWB00_005870
OG0003256	SHAE2_89230.1	EWB00_002182
OG0003257	SHAE2_14520.1, SHAE2_14520.2, SHAE2_14520.3, SHAE2_14520.4	EWB00_009732.1, EWB00_009732.3, EWB00_009732.2
OG0003258	SHAE2_46230.1, SHAE2_46230.3, SHAE2_46230.4, SHAE2_46230.2	EWB00_001796
OG0003259	SHAE2_26200.1, SHAE2_26200.2, SHAE2_26200.3, SHAE2_26200.4	EWB00_007061
OG0003260	SHAE2_89430.1	EWB00_010180
OG0003261	SHAE2_37430.1, SHAE2_37430.2	EWB00_003383.1
OG0003262	SHAE2_61860.1, SHAE2_61910.1	EWB00_010861.3, EWB00_010861.1, EWB00_010861.2
OG0003263	SHAE2_5530.4, SHAE2_5530.3, SHAE2_5530.1, SHAE2_5530.2	EWB00_006341, EWB00_006342
OG0003264	SHAE2_17470.1	EWB00_004804
OG0003265	SHAE2_44840.4, SHAE2_44840.1, SHAE2_44840.2, SHAE2_44840.3	EWB00_005737.1, EWB00_005737.2
OG0003266	SHAE2_75640.1	EWB00_008682.1, EWB00_008682.2
OG0003267	SHAE2_23070.1, SHAE2_23070.2	EWB00_002529.1, EWB00_002529.2
OG0003268	SHAE2_46310.1, SHAE2_46310.2	EWB00_008258.1, EWB00_008258.2
OG0003269	SHAE2_80900.1	EWB00_010993.1, EWB00_010993.2
OG0003270	SHAE2_66780.1	EWB00_005906
OG0003271	SHAE2_13300.1	EWB00_009402.4, EWB00_009402.5, EWB00_009402.7, EWB00_009402.1, EWB00_009402.3, EWB00_009402.2, EWB00_009402.6, EWB00_009402.8
OG0003272	SHAE2_39390.1, SHAE2_39380.1, SHAE2_39400.1	EWB00_004323
OG0003273	SHAE2_36600.1, SHAE2_36600.3, SHAE2_36600.2	EWB00_001726
OG0003274	SHAE2_21120.1, SHAE2_21120.2, SHAE2_21120.3	EWB00_003811, EWB00_001051.4, EWB00_001051.2, EWB00_001051.3, EWB00_001051.5, EWB00_001051.6, EWB00_001051.8, EWB00_001051.7
OG0003275	SHAE2_26890.1, SHAE2_26890.2, SHAE2_26890.4, SHAE2_26890.3	EWB00_001108.1
OG0003276	SHAE2_65770.1	EWB00_006584
OG0003277	SHAE2_102790.1	EWB00_002907.1, EWB00_002907.2
OG0003278	SHAE2_58970.2, SHAE2_58970.3, SHAE2_58970.1	EWB00_005170
OG0003279	SHAE2_2090.1, SHAE2_2090.2	EWB00_003837.1, EWB00_003837.2
OG0003280	SHAE2_82410.1	EWB00_007377.2, EWB00_007377.1, EWB00_007377.3, EWB00_007377.4, EWB00_007377.5
OG0003281	SHAE2_99770.2, SHAE2_99770.3, SHAE2_99770.1, SHAE2_99770.4, SHAE2_99770.5	EWB00_011205.1, EWB00_011205.2
OG0003282	SHAE2_56110.1, SHAE2_56110.2	EWB00_010653
OG0003283	SHAE2_100130.1	EWB00_000573.1, EWB00_000573.3, EWB00_000573.2, EWB00_000573.4
OG0003284	SHAE2_64520.1, SHAE2_64520.2	EWB00_011299
OG0003285	SHAE2_25290.2, SHAE2_25290.1, SHAE2_25290.4, SHAE2_25290.3	EWB00_007543.1, EWB00_007543.2
OG0003286	SHAE2_71180.2, SHAE2_71180.3, SHAE2_71180.1	EWB00_009842
OG0003287	SHAE2_11320.3, SHAE2_11320.2, SHAE2_11320.1, SHAE2_11320.4	EWB00_010374.1, EWB00_010374.2
OG0003288	SHAE2_72840.1, SHAE2_72840.2	EWB00_009774
OG0003289	SHAE2_15010.1	EWB00_002694
OG0003291	SHAE2_19450.1	EWB00_000053.1, EWB00_000053.2
OG0003292	SHAE2_90490.1	EWB00_001336.1, EWB00_001336.2, EWB00_001336.3, EWB00_001336.4, EWB00_001336.5, EWB00_001336.6
OG0003293	SHAE2_29470.2, SHAE2_29470.1, SHAE2_29470.3	EWB00_007013
OG0003294	SHAE2_36360.1	EWB00_008149.1, EWB00_008149.2, EWB00_008149.3
OG0003296	SHAE2_57500.1, SHAE2_57500.2	EWB00_008128.3, EWB00_008128.1, EWB00_008128.2
OG0003297	SHAE2_19870.1, SHAE2_19870.2	EWB00_006546.1, EWB00_006546.2
OG0003298	SHAE2_49490.1, SHAE2_48640.1	EWB00_004029
OG0003299	SHAE2_81570.2, SHAE2_81570.3, SHAE2_81570.1	EWB00_002013.1, EWB00_002013.2, EWB00_002013.3
OG0003302	SHAE2_10050.1	EWB00_008838
OG0003303	SHAE2_57570.1	EWB00_007745.1, EWB00_007745.3, EWB00_007745.2, EWB00_007745.4
OG0003304	SHAE2_7640.2, SHAE2_7640.1, SHAE2_7640.3, SHAE2_7640.4	EWB00_007783.1, EWB00_007783.2
OG0003305	SHAE2_78390.1	EWB00_010935.4, EWB00_010937, EWB00_010935.1, EWB00_010935.2, EWB00_010935.3
OG0003306	SHAE2_59770.1	EWB00_007821
OG0003307	SHAE2_28400.1	EWB00_003713.3, EWB00_003713.1, EWB00_003713.2, EWB00_003713.4, EWB00_003713.5, EWB00_003713.6, EWB00_003713.7, EWB00_003713.8
OG0003309	SHAE2_1230.1	EWB00_005667
OG0003310	SHAE2_51530.1	EWB00_010716
OG0003311	SHAE2_95220.1, SHAE2_95220.2, SHAE2_95220.3	EWB00_001917
OG0003313	SHAE2_57850.1, SHAE2_57850.3, SHAE2_57850.2	EWB00_002174, EWB00_002175, EWB00_009988, EWB00_002176
OG0003314	SHAE2_29650.1, SHAE2_29650.2, SHAE2_29650.3	EWB00_010889
OG0003315	SHAE2_34500.1	EWB00_007856.1, EWB00_007856.2
OG0003319	SHAE2_43300.1	EWB00_003912
OG0003319	SHAE2_43290.1	EWB00_003911.1, EWB00_003911.2
OG0003320	SHAE2_59930.1, SHAE2_59930.2	EWB00_003563
OG0003321	SHAE2_32210.1, SHAE2_32210.2, SHAE2_32210.3	EWB00_006021.1, EWB00_006021.2
OG0003322	SHAE2_18950.2, SHAE2_18950.5, SHAE2_18950.3, SHAE2_18950.1, SHAE2_18950.4	EWB00_007639
OG0003326	SHAE2_71010.1, SHAE2_71010.2	EWB00_009823.1, EWB00_009823.3, EWB00_009823.2
OG0003327	SHAE2_81350.1	EWB00_003890
OG0003328	SHAE2_78900.1, SHAE2_78900.2, SHAE2_78900.3	EWB00_011026
OG0003329	SHAE2_100000.1	EWB00_000558
OG0003330	SHAE2_54940.1, SHAE2_54940.2	EWB00_006505.3, EWB00_006505.1, EWB00_006505.2
OG0003331	SHAE2_11620.1, SHAE2_11620.2, SHAE2_11620.3	EWB00_009188
OG0003332	SHAE2_34340.1, SHAE2_34330.1	EWB00_011211
OG0003333	SHAE2_7050.3, SHAE2_7050.6, SHAE2_7050.5, SHAE2_7050.4, SHAE2_7050.7, SHAE2_7050.2, SHAE2_7050.1	EWB00_009921.1, EWB00_009921.2
OG0003334	SHAE2_30680.1, SHAE2_30680.2, SHAE2_30680.3, SHAE2_30680.5, SHAE2_30680.4	EWB00_003319.1, EWB00_003319.2
OG0003335	SHAE2_68290.1	EWB00_008896.1, EWB00_008896.2, EWB00_008896.3
OG0003336	SHAE2_65910.1	EWB00_001160.1, EWB00_001160.2
OG0003337	SHAE2_80800.1	EWB00_010983.3, EWB00_010983.1, EWB00_010983.2
OG0003338	SHAE2_18840.1, SHAE2_18840.2	EWB00_007637
OG0003339	SHAE2_1050.1	EWB00_010227
OG0003340	SHAE2_42650.1, SHAE2_42650.3, SHAE2_42650.2	EWB00_004593
OG0003341	SHAE2_71850.1	EWB00_006222.1, EWB00_006222.2
OG0003342	SHAE2_15510.2, SHAE2_15510.4, SHAE2_15510.1, SHAE2_15510.3, SHAE2_15510.6, SHAE2_15510.7, SHAE2_15510.5	EWB00_002304.1, EWB00_002304.2
OG0003343	SHAE2_54730.1, SHAE2_54730.2, SHAE2_54730.3, SHAE2_54730.4, SHAE2_54730.5, SHAE2_54730.6	EWB00_007216.1, EWB00_007216.2
OG0003344	SHAE2_25570.2, SHAE2_25570.3, SHAE2_25570.5, SHAE2_25570.1, SHAE2_25570.4	EWB00_001539
OG0003345	SHAE2_92980.1	EWB00_005053.2, EWB00_005053.4, EWB00_005053.3, EWB00_005053.1, EWB00_005054.2, EWB00_005054.1
OG0003347	SHAE2_47260.1	EWB00_000978
OG0003348	SHAE2_56780.1, SHAE2_56780.2, SHAE2_56780.4, SHAE2_56780.3	EWB00_005383
OG0003349	SHAE2_43130.1, SHAE2_43130.2, SHAE2_43130.3	EWB00_007466
OG0003350	SHAE2_73830.1, SHAE2_73830.2, SHAE2_73830.3	EWB00_010089.1, EWB00_010089.2
OG0003352	SHAE2_91050.2, SHAE2_91050.1	EWB00_006734.2, EWB00_006734.1
OG0003353	SHAE2_29720.1	EWB00_010882.4, EWB00_010882.1, EWB00_010882.2, EWB00_010882.5, EWB00_010882.3
OG0003354	SHAE2_29800.1, SHAE2_29800.2, SHAE2_29800.3, SHAE2_29800.4	EWB00_007009
OG0003355	SHAE2_73550.1	EWB00_010054
OG0003357	SHAE2_46000.1, SHAE2_46000.2, SHAE2_46000.4, SHAE2_46000.3	EWB00_006364.1, EWB00_006364.2, EWB00_006364.3
OG0003359	SHAE2_61780.1	EWB00_005569
OG0003361	SHAE2_21670.1	EWB00_010359
OG0003362	SHAE2_79930.1	EWB00_010550.2, EWB00_010550.3, EWB00_010550.4, EWB00_010550.1
OG0003363	SHAE2_32200.1	EWB00_002198
OG0003364	SHAE2_90460.1, SHAE2_90460.2	EWB00_001339.1, EWB00_001339.2
OG0003365	SHAE2_21160.1	EWB00_001048
OG0003366	SHAE2_65720.3, SHAE2_65720.2, SHAE2_65720.1	EWB00_011157
OG0003367	SHAE2_50910.2, SHAE2_50910.1, SHAE2_50910.3	EWB00_010811.2, EWB00_010811.1, EWB00_010811.3
OG0003368	SHAE2_40790.1, SHAE2_40790.2	EWB00_007696
OG0003369	SHAE2_69370.3, SHAE2_69370.1, SHAE2_69370.2, SHAE2_69370.4	EWB00_000917.1, EWB00_000917.2
OG0003370	SHAE2_28080.1	EWB00_005111
OG0003371	SHAE2_50840.4, SHAE2_50840.1, SHAE2_50840.3, SHAE2_50840.2	EWB00_010802.1, EWB00_010802.2
OG0003372	SHAE2_99520.3, SHAE2_99520.1, SHAE2_99520.2	EWB00_003039
OG0003373	SHAE2_17480.1, SHAE2_17480.2	EWB00_004807
OG0003374	SHAE2_100380.1, SHAE2_100380.2	EWB00_001431.2, EWB00_001430, EWB00_001431.1
OG0003375	SHAE2_74060.1, SHAE2_74060.3, SHAE2_74060.2, SHAE2_74060.4	EWB00_009163
OG0003376	SHAE2_51190.1	EWB00_010756.1, EWB00_010756.2
OG0003377	SHAE2_86000.1, SHAE2_86000.2, SHAE2_86000.3	EWB00_000138
OG0003378	SHAE2_87810.4, SHAE2_87810.2, SHAE2_87810.3, SHAE2_87810.1	EWB00_004512
OG0003379	SHAE2_69880.3, SHAE2_69880.1, SHAE2_69880.2	EWB00_010474.1, EWB00_010474.2, EWB00_010474.3
OG0003380	SHAE2_54540.1	EWB00_005324
OG0003381	SHAE2_58160.1	EWB00_011174
OG0003382	SHAE2_74510.1, SHAE2_74510.2, SHAE2_74510.3, SHAE2_74510.4	EWB00_008654.1, EWB00_008654.2
OG0003383	SHAE2_6740.1	EWB00_002567
OG0003384	SHAE2_46270.2, SHAE2_46270.4, SHAE2_46270.3, SHAE2_46270.1	EWB00_010106, EWB00_010165.1, EWB00_010165.2
OG0003385	SHAE2_96800.1	EWB00_006712
OG0003386	SHAE2_23810.5, SHAE2_23810.3, SHAE2_23810.2, SHAE2_23810.4, SHAE2_23810.1	EWB00_003506.1, EWB00_003506.2
OG0003387	SHAE2_17310.1	EWB00_002372.5, EWB00_002372.4, EWB00_002372.3, EWB00_002372.2, EWB00_002372.1
OG0003388	SHAE2_99200.1, SHAE2_99200.2	EWB00_004775.3, EWB00_004775.4, EWB00_004775.1, EWB00_004775.2
OG0003389	SHAE2_49700.3, SHAE2_49700.1, SHAE2_49700.2, SHAE2_49700.4	EWB00_004047.2, EWB00_004047.3, EWB00_004047.1
OG0003390	SHAE2_37480.1, SHAE2_37480.2	EWB00_003379
OG0003391	SHAE2_83650.1	EWB00_008181.3, EWB00_008181.2, EWB00_008181.4, EWB00_008181.1
OG0003392	SHAE2_58960.1	EWB00_003808, EWB00_003810
OG0003393	SHAE2_34850.1	EWB00_005947.1, EWB00_005947.2
OG0003394	SHAE2_45260.1, SHAE2_45260.2	EWB00_002803.1, EWB00_002803.2, EWB00_002803.3
OG0003395	SHAE2_59250.1	EWB00_008385.1, EWB00_008385.2, EWB00_008385.3, EWB00_008385.5, EWB00_008385.6, EWB00_008385.8, EWB00_008385.7, EWB00_008385.4
OG0003396	SHAE2_46660.1, SHAE2_46660.2, SHAE2_46660.3, SHAE2_46660.4, SHAE2_46660.5, SHAE2_46660.6	EWB00_001561.1, EWB00_001561.2, EWB00_001561.3, EWB00_001561.4
OG0003397	SHAE2_24070.1	EWB00_002407
OG0003398	SHAE2_11450.1	EWB00_008514.1, EWB00_008514.2
OG0003400	SHAE2_77490.1	EWB00_006634
OG0003401	SHAE2_35160.2, SHAE2_35160.1	EWB00_002124
OG0003402	SHAE2_22600.1	EWB00_006448.1, EWB00_006448.2
OG0003403	SHAE2_53650.1, SHAE2_53650.2	EWB00_004423
OG0003404	SHAE2_79550.1, SHAE2_79550.2	EWB00_001371.1, EWB00_001371.2, EWB00_001371.3
OG0003405	SHAE2_50870.1	EWB00_010805
OG0003406	SHAE2_7730.1, SHAE2_7730.2	EWB00_007774.1, EWB00_007774.2
OG0003407	SHAE2_90200.1	EWB00_009604.1, EWB00_009604.2
OG0003408	SHAE2_27900.3, SHAE2_27900.1, SHAE2_27900.2	EWB00_000283.1, EWB00_000283.2, EWB00_000283.3
OG0003409	SHAE2_19670.1	EWB00_006521
OG0003410	SHAE2_73850.1, SHAE2_73850.4, SHAE2_73850.7, SHAE2_73850.3, SHAE2_73850.6, SHAE2_73850.2, SHAE2_73850.5	EWB00_010097, EWB00_010096
OG0003411	SHAE2_42280.1	EWB00_006177.2, EWB00_006177.1, EWB00_006177.4, EWB00_006177.3
OG0003412	SHAE2_5660.1	EWB00_008272
OG0003414	SHAE2_42460.2, SHAE2_42460.1, SHAE2_42470.1	EWB00_006156
OG0003415	SHAE2_84070.3, SHAE2_84070.1, SHAE2_84070.2	EWB00_002257
OG0003416	SHAE2_73660.1	EWB00_010071.2, EWB00_010071.1, EWB00_010071.3
OG0003417	SHAE2_59740.1	EWB00_005253.1, EWB00_005253.2
OG0003418	SHAE2_50430.1, SHAE2_50430.2, SHAE2_50430.3, SHAE2_50430.4	EWB00_008966.1, EWB00_008966.2
OG0003419	SHAE2_78350.3, SHAE2_78350.1, SHAE2_78350.2	EWB00_010931.1, EWB00_010931.2
OG0003420	SHAE2_39860.1, SHAE2_39860.2	EWB00_004367.2, EWB00_004367.1
OG0003422	SHAE2_50200.1	EWB00_002075.1, EWB00_002075.2
OG0003423	SHAE2_14890.1, SHAE2_14890.2	EWB00_004586
OG0003424	SHAE2_91890.1	EWB00_005280.4, EWB00_005280.6, EWB00_005280.3, EWB00_005280.5, EWB00_005280.1, EWB00_005280.2
OG0003425	SHAE2_90380.1, SHAE2_90380.2	EWB00_001350
OG0003426	SHAE2_68150.1, SHAE2_68150.2, SHAE2_68160.1	EWB00_008880
OG0003427	SHAE2_47430.3, SHAE2_47430.2, SHAE2_47430.1, SHAE2_47430.4	EWB00_001006, EWB00_001002, EWB00_001005
OG0003428	SHAE2_87230.1, SHAE2_87230.2	EWB00_008956
OG0003429	SHAE2_82340.1	EWB00_004576.1, EWB00_004576.2
OG0003430	SHAE2_81480.1, SHAE2_81480.2, SHAE2_81480.5, SHAE2_81480.6, SHAE2_81480.7, SHAE2_81480.8, SHAE2_81480.3	EWB00_002024
OG0003431	SHAE2_23010.1	EWB00_002523, EWB00_002522
OG0003432	SHAE2_74980.2, SHAE2_74980.1, SHAE2_74980.3	EWB00_008132.1, EWB00_008132.3, EWB00_008132.2
OG0003433	SHAE2_5350.1, SHAE2_5350.2, SHAE2_5350.3	EWB00_009567.1, EWB00_009567.2
OG0003434	SHAE2_63750.1, SHAE2_63750.2	EWB00_011165
OG0003435	SHAE2_39890.1, SHAE2_39890.2, SHAE2_39890.3	EWB00_005618.1, EWB00_005618.2
OG0003436	SHAE2_53670.2, SHAE2_53670.1, SHAE2_53670.3	EWB00_004421
OG0003437	SHAE2_77180.1, SHAE2_77180.2, SHAE2_77180.3, SHAE2_77180.4	EWB00_004970.1, EWB00_004970.3, EWB00_004970.2
OG0003438	SHAE2_33240.2, SHAE2_33240.1, SHAE2_33240.3, SHAE2_33240.4	EWB00_007438
OG0003439	SHAE2_24310.1	EWB00_002383
OG0003440	SHAE2_21900.1	EWB00_003528.2, EWB00_003528.4, EWB00_003528.10, EWB00_003528.9, EWB00_003528.3, EWB00_003528.1, EWB00_003528.5, EWB00_003528.6, EWB00_003528.7, EWB00_003528.8
OG0003441	SHAE2_29180.1, SHAE2_29180.2	EWB00_005009.1, EWB00_005009.2
OG0003442	SHAE2_76910.1, SHAE2_76910.2	EWB00_008350.1, EWB00_008350.2
OG0003443	SHAE2_62860.1, SHAE2_62850.1	EWB00_011244.1, EWB00_011244.2
OG0003444	SHAE2_12590.1	EWB00_004673.1, EWB00_004673.2, EWB00_004673.3
OG0003445	SHAE2_47700.4, SHAE2_47700.1, SHAE2_47700.5, SHAE2_47700.2, SHAE2_47700.3, SHAE2_47700.6	EWB00_008285
OG0003446	SHAE2_37830.1	EWB00_008367.3, EWB00_008367.1, EWB00_008367.4, EWB00_008367.2
OG0003447	SHAE2_5980.1	EWB00_006310.1, EWB00_006310.2
OG0003448	SHAE2_74370.1, SHAE2_74370.2	EWB00_001621
OG0003449	SHAE2_74380.1	EWB00_001622.1, EWB00_001622.2
OG0003451	SHAE2_90630.1, SHAE2_90630.2, SHAE2_90630.3	EWB00_008644, EWB00_008643
OG0003452	SHAE2_10420.1	EWB00_008669
OG0003453	SHAE2_46250.1, SHAE2_46250.2, SHAE2_46250.3	EWB00_009555.1, EWB00_009555.2
OG0003454	SHAE2_36990.1	EWB00_003429.1, EWB00_003429.2, EWB00_003429.3
OG0003455	SHAE2_65890.1	EWB00_001163.1, EWB00_001163.2, EWB00_001163.3, EWB00_001163.4, EWB00_001163.5
OG0003456	SHAE2_10030.4, SHAE2_10030.3, SHAE2_10030.2, SHAE2_10030.1	EWB00_008836
OG0003457	SHAE2_40930.4, SHAE2_40930.3, SHAE2_40930.5, SHAE2_40930.1, SHAE2_40930.2	EWB00_003158
OG0003458	SHAE2_42130.1, SHAE2_42130.2, SHAE2_42130.3	EWB00_006194
OG0003459	SHAE2_78280.1	EWB00_010922
OG0003460	SHAE2_47280.1	EWB00_000980.4, EWB00_000980.1, EWB00_000980.2, EWB00_000980.3
OG0003461	SHAE2_89610.1	EWB00_007307.1
OG0003462	SHAE2_42530.2, SHAE2_42530.3, SHAE2_42530.1, SHAE2_42530.4	EWB00_006148
OG0003463	SHAE2_90290.1, SHAE2_90290.2	EWB00_003004, EWB00_001660.5, EWB00_001660.1, EWB00_001660.2, EWB00_001660.3, EWB00_001660.4
OG0003465	SHAE2_67100.4, SHAE2_67100.6, SHAE2_67100.1, SHAE2_67100.2, SHAE2_67100.5, SHAE2_67100.7, SHAE2_67100.3	EWB00_009791.1, EWB00_009791.3, EWB00_009791.2
OG0003466	SHAE2_11810.1, SHAE2_11810.2, SHAE2_11810.3, SHAE2_11810.4, SHAE2_11810.7, SHAE2_11810.8, SHAE2_11810.5, SHAE2_11810.6	EWB00_005532.1, EWB00_005532.2, EWB00_005532.3, EWB00_005532.4
OG0003467	SHAE2_81590.1, SHAE2_81590.2, SHAE2_81600.1, SHAE2_81600.2	EWB00_002014
OG0003468	SHAE2_72930.1	EWB00_008929.1, EWB00_008929.2
OG0003469	SHAE2_53820.3, SHAE2_53820.4, SHAE2_53820.2, SHAE2_53820.1	EWB00_005218
OG0003470	SHAE2_55470.1, SHAE2_55470.2, SHAE2_55470.4, SHAE2_55470.3	EWB00_006821
OG0003471	SHAE2_49020.2, SHAE2_49020.1	EWB00_000172.1
OG0003472	SHAE2_10800.1, SHAE2_10800.2	EWB00_003062.1, EWB00_003062.2, EWB00_003062.3, EWB00_003062.4
OG0003473	SHAE2_82300.1	EWB00_004571, EWB00_004572
