Orthogroup	schistosoma_haematobium	schistosoma_curassoni
OG0003372	SHAE2_99520.3, SHAE2_99520.1, SHAE2_99520.2	SCUR1_92870.1, SCUR1_92870.2, SCUR1_92870.3
OG0003373	SHAE2_17480.1, SHAE2_17480.2	SCUR1_15520.1
OG0003374	SHAE2_100380.1, SHAE2_100380.2	SCUR1_93590.1, SCUR1_95310.1, SCUR1_100400.1, SCUR1_93580.1
OG0003375	SHAE2_74060.1, SHAE2_74060.3, SHAE2_74060.2, SHAE2_74060.4	SCUR1_68930.1, SCUR1_68930.2
OG0003376	SHAE2_51190.1	SCUR1_48010.1, SCUR1_48010.2
OG0003377	SHAE2_86000.1, SHAE2_86000.2, SHAE2_86000.3	SCUR1_80500.1, SCUR1_80500.2
OG0003378	SHAE2_87810.4, SHAE2_87810.2, SHAE2_87810.3, SHAE2_87810.1	SCUR1_82310.1
OG0003379	SHAE2_69880.1, SHAE2_69880.2	SCUR1_65410.2
OG0003380	SHAE2_54540.1	SCUR1_51240.1
OG0003381	SHAE2_58160.1	SCUR1_54950.1
OG0003382	SHAE2_74510.1, SHAE2_74510.2, SHAE2_74510.3, SHAE2_74510.4	SCUR1_69380.1, SCUR1_69380.2
OG0003383	SHAE2_6740.1	SCUR1_6200.1
OG0003384	SHAE2_46270.2, SHAE2_46270.4, SHAE2_46270.3, SHAE2_46270.1	SCUR1_43580.1
OG0003385	SHAE2_96800.1	SCUR1_90080.1, SCUR1_90080.2
OG0003386	SHAE2_23810.5, SHAE2_23810.3, SHAE2_23810.2, SHAE2_23810.4, SHAE2_23810.1	SCUR1_21690.1
OG0003388	SHAE2_99200.1, SHAE2_99200.2	SCUR1_92570.1, SCUR1_92570.2
OG0003389	SHAE2_49700.3, SHAE2_49700.1, SHAE2_49700.2, SHAE2_49700.4	SCUR1_100050.2, SCUR1_100050.1
OG0003390	SHAE2_37480.1, SHAE2_37480.2	SCUR1_34840.5, SCUR1_34840.1, SCUR1_34840.2, SCUR1_34840.4, SCUR1_34840.3
OG0003391	SHAE2_83650.1	SCUR1_78640.1
OG0003392	SHAE2_58960.1	SCUR1_55610.1
OG0003393	SHAE2_34850.1	SCUR1_32620.1
OG0003394	SHAE2_45260.1, SHAE2_45260.2	SCUR1_42540.1
OG0003395	SHAE2_59250.1	SCUR1_55870.1
OG0003396	SHAE2_46660.1, SHAE2_46660.2, SHAE2_46660.3, SHAE2_46660.4, SHAE2_46660.5, SHAE2_46660.6	SCUR1_43990.1
OG0003397	SHAE2_24070.1	SCUR1_21950.4, SCUR1_21950.1, SCUR1_21950.2, SCUR1_21950.3
OG0003398	SHAE2_11450.1	SCUR1_9540.1
OG0003399	SHAE2_38200.1, SHAE2_38200.2, SHAE2_38200.3, SHAE2_38200.4	SCUR1_35490.1
OG0003400	SHAE2_77490.1	SCUR1_72260.1
OG0003401	SHAE2_35160.2, SHAE2_35160.1	SCUR1_32980.1
OG0003402	SHAE2_22600.1	SCUR1_20520.1, SCUR1_20520.2
OG0003403	SHAE2_53650.1, SHAE2_53650.2	SCUR1_50370.2, SCUR1_50370.1, SCUR1_50370.4, SCUR1_50370.3
OG0003404	SHAE2_79550.1, SHAE2_79550.2	SCUR1_74380.4, SCUR1_74380.2, SCUR1_74380.3, SCUR1_74380.1
OG0003405	SHAE2_50870.1	SCUR1_47720.1
OG0003406	SHAE2_7730.1	SCUR1_7120.1
OG0003406	SHAE2_7730.2	SCUR1_7120.4
OG0003407	SHAE2_90200.1	SCUR1_83910.1
OG0003408	SHAE2_27900.3, SHAE2_27900.1, SHAE2_27900.2	SCUR1_25550.1
OG0003409	SHAE2_19670.1	SCUR1_17470.1
OG0003410	SHAE2_73850.1, SHAE2_73850.4, SHAE2_73850.7, SHAE2_73850.3, SHAE2_73850.6, SHAE2_73850.2, SHAE2_73850.5	SCUR1_68750.1
OG0003411	SHAE2_42280.1	SCUR1_39520.1
OG0003412	SHAE2_5660.1	SCUR1_5150.1
OG0003413	SHAE2_2680.1, SHAE2_2680.2	SCUR1_2220.4, SCUR1_2220.1, SCUR1_2220.2, SCUR1_2220.3
OG0003414	SHAE2_42460.1, SHAE2_42470.1	SCUR1_39720.1
OG0003415	SHAE2_84070.3, SHAE2_84070.1, SHAE2_84070.2	SCUR1_79060.1
OG0003416	SHAE2_73660.1	SCUR1_68560.1
OG0003416	SHAE2_73660.1	SCUR1_68560.2
OG0003417	SHAE2_59740.1	SCUR1_56300.4, SCUR1_56300.5, SCUR1_56300.6, SCUR1_56300.1, SCUR1_56300.2, SCUR1_56300.3
OG0003418	SHAE2_50430.1, SHAE2_50430.2, SHAE2_50430.3, SHAE2_50430.4	SCUR1_47250.1, SCUR1_47250.2, SCUR1_47250.3, SCUR1_47250.4, SCUR1_47250.5, SCUR1_47250.6
OG0003419	SHAE2_78350.3, SHAE2_78350.1, SHAE2_78350.2	SCUR1_73150.1
OG0003420	SHAE2_39860.1, SHAE2_39860.2	SCUR1_37080.1
OG0003421	SHAE2_40720.1, SHAE2_40720.2	SCUR1_37970.1
OG0003422	SHAE2_50200.1	SCUR1_47010.1, SCUR1_100920.1
OG0003423	SHAE2_14890.1, SHAE2_14890.2	SCUR1_13170.4, SCUR1_13170.1, SCUR1_13170.2, SCUR1_13170.3
OG0003424	SHAE2_91890.1	SCUR1_85420.1
OG0003425	SHAE2_90380.1, SHAE2_90380.2	SCUR1_84050.1, SCUR1_84050.2
OG0003426	SHAE2_68150.1, SHAE2_68150.2, SHAE2_68160.1	SCUR1_63840.1, SCUR1_63840.2
OG0003427	SHAE2_47430.3, SHAE2_47430.2, SHAE2_47430.1, SHAE2_47430.4	SCUR1_44750.1
OG0003428	SHAE2_87230.1, SHAE2_87230.2	SCUR1_81980.2, SCUR1_81980.4, SCUR1_81980.3, SCUR1_81980.1
OG0003429	SHAE2_82340.1	SCUR1_77300.1
OG0003430	SHAE2_81480.1, SHAE2_81480.2, SHAE2_81480.5, SHAE2_81480.6, SHAE2_81480.7, SHAE2_81480.8, SHAE2_81480.3	SCUR1_76430.1, SCUR1_76430.2, SCUR1_76430.3
OG0003431	SHAE2_23010.1	SCUR1_20910.1, SCUR1_20910.2
OG0003432	SHAE2_74980.2, SHAE2_74980.1, SHAE2_74980.3	SCUR1_69870.1
OG0003433	SHAE2_5350.1, SHAE2_5350.2, SHAE2_5350.3	SCUR1_4790.1
OG0003434	SHAE2_63750.1, SHAE2_63750.2	SCUR1_99570.1, SCUR1_99580.1, SCUR1_59620.1
OG0003435	SHAE2_39890.1, SHAE2_39890.2, SHAE2_39890.3	SCUR1_37130.1
OG0003436	SHAE2_53670.2, SHAE2_53670.1, SHAE2_53670.3	SCUR1_50390.3, SCUR1_50390.2, SCUR1_50390.1
OG0003437	SHAE2_77180.1, SHAE2_77180.2, SHAE2_77180.3, SHAE2_77180.4	SCUR1_71990.1
OG0003438	SHAE2_33240.2, SHAE2_33240.1, SHAE2_33240.3, SHAE2_33240.4	SCUR1_30930.4, SCUR1_30930.1, SCUR1_30930.3, SCUR1_30930.2
OG0003439	SHAE2_24310.1	SCUR1_22150.3, SCUR1_22150.2, SCUR1_22150.4, SCUR1_22150.1
OG0003440	SHAE2_21900.1	SCUR1_100960.1, SCUR1_100960.2, SCUR1_100960.3, SCUR1_19750.1, SCUR1_19750.2
OG0003441	SHAE2_29180.1, SHAE2_29180.2	SCUR1_26920.1
OG0003442	SHAE2_76910.1, SHAE2_76910.2	SCUR1_71790.1
OG0003443	SHAE2_62850.1	SCUR1_58840.1
OG0003444	SHAE2_12590.1	SCUR1_10760.5, SCUR1_10760.4, SCUR1_10760.3, SCUR1_10760.1, SCUR1_10760.2
OG0003445	SHAE2_47700.4	SCUR1_45010.1
OG0003446	SHAE2_37830.1	SCUR1_35210.1
OG0003447	SHAE2_5980.1	SCUR1_5480.1
OG0003448	SHAE2_74370.1, SHAE2_74370.2	SCUR1_69260.1
OG0003449	SHAE2_74380.2	SCUR1_69270.4, SCUR1_69270.6
OG0003449	SHAE2_74380.1	SCUR1_69270.1, SCUR1_69270.3, SCUR1_69270.5, SCUR1_69270.7, SCUR1_69270.8, SCUR1_69270.2
OG0003450	SHAE2_70140.1	SCUR1_65650.1
OG0003451	SHAE2_90630.1, SHAE2_90630.2, SHAE2_90630.3	SCUR1_97290.1, SCUR1_97300.1
OG0003452	SHAE2_10420.1	SCUR1_8510.1
OG0003453	SHAE2_46250.1, SHAE2_46250.2, SHAE2_46250.3	SCUR1_43560.1
OG0003454	SHAE2_36990.1	SCUR1_34350.2, SCUR1_34350.1
OG0003455	SHAE2_65890.1	SCUR1_61680.1
OG0003456	SHAE2_10030.3	SCUR1_8100.1
OG0003457	SHAE2_40930.4, SHAE2_40930.3, SHAE2_40930.5, SHAE2_40930.1, SHAE2_40930.2	SCUR1_38210.1, SCUR1_38210.2
OG0003458	SHAE2_42130.1, SHAE2_42130.2, SHAE2_42130.3	SCUR1_39350.1, SCUR1_39350.4, SCUR1_39350.3, SCUR1_39350.5, SCUR1_39350.2
OG0003459	SHAE2_78280.1	SCUR1_73080.1, SCUR1_73080.2
OG0003460	SHAE2_47280.1	SCUR1_44580.3, SCUR1_44580.2, SCUR1_44580.1
OG0003461	SHAE2_89610.1	SCUR1_83370.1, SCUR1_83370.2
OG0003462	SHAE2_42530.2, SHAE2_42530.3, SHAE2_42530.1, SHAE2_42530.4	SCUR1_39790.1, SCUR1_39790.2
OG0003463	SHAE2_90290.1, SHAE2_90290.2	SCUR1_83990.1
OG0003464	SHAE2_85770.1, SHAE2_85770.2	SCUR1_80670.1
OG0003465	SHAE2_67100.1	SCUR1_62820.1
OG0003465	SHAE2_67100.2	SCUR1_62820.1
OG0003465	SHAE2_67100.5	SCUR1_62820.1
OG0003465	SHAE2_67100.7	SCUR1_62820.1
OG0003466	SHAE2_11810.1, SHAE2_11810.2, SHAE2_11810.3, SHAE2_11810.4, SHAE2_11810.7, SHAE2_11810.8, SHAE2_11810.5, SHAE2_11810.6	SCUR1_9870.1, SCUR1_9870.2, SCUR1_9870.3
OG0003467	SHAE2_81600.1, SHAE2_81600.2	SCUR1_76570.1, SCUR1_76570.2
OG0003468	SHAE2_72930.1	SCUR1_67920.3, SCUR1_67920.1, SCUR1_67920.2, SCUR1_67920.4
OG0003469	SHAE2_53820.3	SCUR1_50610.2
OG0003469	SHAE2_53820.4, SHAE2_53820.2, SHAE2_53820.1	SCUR1_50610.1
OG0003470	SHAE2_55470.1, SHAE2_55470.2, SHAE2_55470.4, SHAE2_55470.3	SCUR1_52180.1
OG0003471	SHAE2_49020.2, SHAE2_49020.1	SCUR1_46050.1, SCUR1_46050.2
OG0003472	SHAE2_10800.1	SCUR1_8860.1
OG0003472	SHAE2_10800.2	SCUR1_8860.2, SCUR1_8860.3
OG0003473	SHAE2_82300.1	SCUR1_77260.1
OG0003474	SHAE2_60230.1	SCUR1_56770.1
OG0003475	SHAE2_26760.1	SCUR1_24460.1
OG0003476	SHAE2_45630.1, SHAE2_45630.2	SCUR1_42950.1
OG0003477	SHAE2_94640.1, SHAE2_94640.2, SHAE2_94640.3	SCUR1_88030.1, SCUR1_88030.2, SCUR1_88030.3
OG0003478	SHAE2_6830.1	SCUR1_6260.1
OG0003479	SHAE2_30250.1	SCUR1_28050.1, SCUR1_28050.2, SCUR1_28050.3
OG0003480	SHAE2_72010.1	SCUR1_67220.1
OG0003481	SHAE2_65710.1, SHAE2_65710.2, SHAE2_65710.3	SCUR1_61510.2, SCUR1_61510.1
OG0003482	SHAE2_92850.1, SHAE2_92850.9, SHAE2_92850.4, SHAE2_92850.8, SHAE2_92850.3, SHAE2_92850.5, SHAE2_92850.6, SHAE2_92850.7, SHAE2_92850.2	SCUR1_86160.1, SCUR1_86160.2
OG0003483	SHAE2_32620.1, SHAE2_32620.2	SCUR1_30340.1
OG0003484	SHAE2_4840.1, SHAE2_4840.2	SCUR1_4300.1
OG0003485	SHAE2_88900.1, SHAE2_103490.1, SHAE2_103490.2, SHAE2_103490.3	SCUR1_82550.1
OG0003486	SHAE2_44260.1, SHAE2_44260.2	SCUR1_41500.3, SCUR1_41500.1, SCUR1_41500.2
OG0003487	SHAE2_54890.1	SCUR1_51560.1
OG0003488	SHAE2_13440.1	SCUR1_11570.3
OG0003489	SHAE2_102360.1	SCUR1_76160.1
OG0003490	SHAE2_10690.1	SCUR1_8750.1
OG0003491	SHAE2_36830.1	SCUR1_34150.1, SCUR1_34140.1
OG0003492	SHAE2_65090.1, SHAE2_65090.2	SCUR1_60910.7, SCUR1_60910.1, SCUR1_60910.2, SCUR1_60910.3, SCUR1_60910.5, SCUR1_60910.6, SCUR1_60910.4
OG0003493	SHAE2_97150.1, SHAE2_97150.2	SCUR1_90410.1
OG0003494	SHAE2_98410.1	SCUR1_91790.1
OG0003495	SHAE2_4660.2, SHAE2_4660.1	SCUR1_4100.1, SCUR1_4100.2
OG0003496	SHAE2_32580.3, SHAE2_32580.1, SHAE2_32580.2	SCUR1_30300.3, SCUR1_30300.2, SCUR1_30300.1
OG0003497	SHAE2_58560.1, SHAE2_58560.2	SCUR1_55370.1
OG0003498	SHAE2_74610.1	SCUR1_69480.1, SCUR1_69480.2, SCUR1_69480.3
OG0003499	SHAE2_66230.1, SHAE2_66230.2	SCUR1_61990.1, SCUR1_61990.2, SCUR1_61990.3
OG0003500	SHAE2_67510.1, SHAE2_67510.3, SHAE2_67510.2	SCUR1_63230.1, SCUR1_63230.2, SCUR1_63230.3
OG0003501	SHAE2_81900.1, SHAE2_81900.2, SHAE2_81900.4, SHAE2_81900.3	SCUR1_76820.1
OG0003502	SHAE2_92950.1	SCUR1_86060.1
OG0003503	SHAE2_6260.2, SHAE2_6260.1	SCUR1_5780.1, SCUR1_5780.2
OG0003504	SHAE2_41910.1, SHAE2_41910.2, SHAE2_41910.3	SCUR1_39120.1
OG0003505	SHAE2_54440.1	SCUR1_51120.2, SCUR1_51120.3, SCUR1_51120.4, SCUR1_51120.5, SCUR1_51120.1, SCUR1_51120.6
OG0003506	SHAE2_1400.1, SHAE2_1400.2, SHAE2_1400.3	SCUR1_990.1, SCUR1_990.2, SCUR1_990.3
OG0003507	SHAE2_4670.1, SHAE2_4670.2, SHAE2_4670.3	SCUR1_4110.1, SCUR1_4110.2
OG0003508	SHAE2_69060.1	SCUR1_64590.1
OG0003509	SHAE2_46800.1	SCUR1_44130.1, SCUR1_44130.3, SCUR1_44130.2
OG0003509	SHAE2_46810.1, SHAE2_46800.2, SHAE2_46810.2	SCUR1_44130.4
OG0003510	SHAE2_1380.2, SHAE2_1380.1	SCUR1_970.1
OG0003511	SHAE2_68920.1, SHAE2_68920.2, SHAE2_68920.3	SCUR1_64510.1
OG0003512	SHAE2_87140.1	SCUR1_81890.1
OG0003513	SHAE2_80220.1	SCUR1_75080.1, SCUR1_75100.1
OG0003514	SHAE2_31190.1, SHAE2_31190.2, SHAE2_31190.3	SCUR1_29000.1
OG0003515	SHAE2_99240.1, SHAE2_99240.2	SCUR1_92610.1, SCUR1_92610.2
OG0003516	SHAE2_54210.1	SCUR1_50910.1
OG0003517	SHAE2_100970.1	SCUR1_94130.1
OG0003518	SHAE2_91900.4, SHAE2_91900.2, SHAE2_91900.1, SHAE2_91900.5	SCUR1_85430.1
OG0003519	SHAE2_40640.1, SHAE2_40640.3, SHAE2_40640.2	SCUR1_37890.1
OG0003520	SHAE2_61750.1, SHAE2_61750.2	SCUR1_57920.1, SCUR1_57920.2, SCUR1_57920.3
OG0003521	SHAE2_13650.1	SCUR1_11880.1, SCUR1_11880.2
OG0003522	SHAE2_84580.1	SCUR1_79540.1, SCUR1_79540.2
OG0003523	SHAE2_57910.1, SHAE2_57910.3, SHAE2_57910.4, SHAE2_57910.5, SHAE2_57910.2	SCUR1_54750.1
OG0003524	SHAE2_66150.1	SCUR1_61920.1, SCUR1_61920.3, SCUR1_61920.2
OG0003525	SHAE2_3900.2, SHAE2_3900.1, SHAE2_3900.3	SCUR1_3350.1
OG0003526	SHAE2_32340.1	SCUR1_30030.1
OG0003527	SHAE2_84080.1	SCUR1_79070.1
OG0003528	SHAE2_900.1, SHAE2_900.2, SHAE2_900.3	SCUR1_620.1
OG0003529	SHAE2_45050.3, SHAE2_45050.4	SCUR1_42350.3, SCUR1_42350.4
OG0003530	SHAE2_70570.1, SHAE2_70570.2, SHAE2_70570.3	SCUR1_66020.1
OG0003531	SHAE2_12450.3	SCUR1_10620.4
OG0003531	SHAE2_12450.1, SHAE2_12450.2, SHAE2_12450.4, SHAE2_12450.5	SCUR1_10620.1, SCUR1_10620.2, SCUR1_10620.3
OG0003532	SHAE2_10080.1, SHAE2_10080.2, SHAE2_10080.3	SCUR1_8150.1
OG0003533	SHAE2_51600.1	SCUR1_48450.1, SCUR1_48450.4, SCUR1_48450.2, SCUR1_48450.5, SCUR1_48450.3
OG0003534	SHAE2_92620.1	SCUR1_86410.1
OG0003535	SHAE2_99830.1	SCUR1_94830.5, SCUR1_94830.1, SCUR1_94830.3, SCUR1_94830.2, SCUR1_94830.4
OG0003536	SHAE2_65150.1	SCUR1_60970.1
OG0003536	SHAE2_65150.2, SHAE2_65150.4, SHAE2_65150.3, SHAE2_65150.5, SHAE2_65150.6, SHAE2_65150.7, SHAE2_65150.8	SCUR1_60970.2
OG0003537	SHAE2_63280.1	SCUR1_59180.1
OG0003538	SHAE2_24340.1	SCUR1_22180.1
OG0003539	SHAE2_81500.1	SCUR1_76450.1
OG0003540	SHAE2_4860.1	SCUR1_4320.1
OG0003541	SHAE2_91440.1	SCUR1_84990.1
OG0003542	SHAE2_68250.1	SCUR1_63920.1
OG0003543	SHAE2_52810.1	SCUR1_49620.1
OG0003544	SHAE2_51820.1, SHAE2_51820.2	SCUR1_48630.1
OG0003545	SHAE2_21700.1	SCUR1_19540.1
OG0003547	SHAE2_8140.3	SCUR1_7490.1
OG0003548	SHAE2_24630.1, SHAE2_24630.2, SHAE2_24630.3	SCUR1_22480.1
OG0003549	SHAE2_93390.1, SHAE2_93390.2	SCUR1_86780.1, SCUR1_86780.2, SCUR1_86780.3, SCUR1_86780.4
OG0003550	SHAE2_40440.1, SHAE2_40440.2	SCUR1_37700.1, SCUR1_37700.2
OG0003551	SHAE2_68620.1	SCUR1_64210.2
OG0003551	SHAE2_68590.1	SCUR1_64210.1
OG0003552	SHAE2_61820.1, SHAE2_61820.2	SCUR1_57990.1, SCUR1_57990.3, SCUR1_57990.4, SCUR1_57990.2
OG0003553	SHAE2_11740.1	SCUR1_9790.1
OG0003553	SHAE2_11750.1	SCUR1_9800.1
OG0003554	SHAE2_73730.1	SCUR1_68620.1
OG0003555	SHAE2_81020.1	SCUR1_75950.1, SCUR1_75950.3, SCUR1_75950.2
OG0003556	SHAE2_65070.1, SHAE2_65070.2	SCUR1_60890.5, SCUR1_60890.6, SCUR1_60890.1, SCUR1_60890.2, SCUR1_60890.3, SCUR1_60890.4
OG0003557	SHAE2_49930.1	SCUR1_46770.1
OG0003557	SHAE2_49930.2	SCUR1_46770.1
OG0003557	SHAE2_49930.1	SCUR1_46770.3
OG0003557	SHAE2_49930.2	SCUR1_46770.3
OG0003558	SHAE2_62280.2, SHAE2_62280.5, SHAE2_62280.3, SHAE2_62280.4, SHAE2_62280.1	SCUR1_58320.1, SCUR1_58320.3, SCUR1_58320.2
OG0003559	SHAE2_86270.1, SHAE2_86270.2	SCUR1_80230.1
OG0003560	SHAE2_66920.3, SHAE2_66920.5, SHAE2_66920.1, SHAE2_66920.2, SHAE2_66920.4	SCUR1_62630.1
OG0003561	SHAE2_5210.1, SHAE2_5210.3, SHAE2_5210.4, SHAE2_5210.2	SCUR1_4640.1, SCUR1_4640.4, SCUR1_4640.3, SCUR1_4640.2, SCUR1_4640.5
OG0003562	SHAE2_68230.1	SCUR1_63900.1
OG0003564	SHAE2_33810.1, SHAE2_33810.2, SHAE2_33810.3, SHAE2_33810.4	SCUR1_31540.1
OG0003565	SHAE2_29260.1	SCUR1_26980.3, SCUR1_26980.2, SCUR1_26980.1
OG0003568	SHAE2_3080.1	SCUR1_2670.1
OG0003569	SHAE2_6960.1, SHAE2_6960.2, SHAE2_6960.3	SCUR1_6370.3, SCUR1_6370.1, SCUR1_6370.2
OG0003571	SHAE2_4000.1	SCUR1_3450.1
OG0003572	SHAE2_71700.1, SHAE2_71700.3, SHAE2_71700.2	SCUR1_66980.1
OG0003577	SHAE2_47330.1, SHAE2_47340.1	SCUR1_44640.1, SCUR1_44640.2, SCUR1_44640.3
OG0003578	SHAE2_100090.1, SHAE2_100090.2, SHAE2_100090.3, SHAE2_100090.4	SCUR1_93270.1
OG0003580	SHAE2_17870.2, SHAE2_17870.3, SHAE2_17870.4, SHAE2_17870.1	SCUR1_15900.1
OG0003581	SHAE2_44120.1, SHAE2_44120.3, SHAE2_44120.2	SCUR1_41360.2, SCUR1_41360.1, SCUR1_41360.3, SCUR1_41360.4
OG0003582	SHAE2_61120.1	SCUR1_57350.1
OG0003583	SHAE2_3400.1, SHAE2_3400.2	SCUR1_2830.2, SCUR1_2830.1, SCUR1_2830.3
OG0003584	SHAE2_65740.3, SHAE2_65740.1, SHAE2_65740.2, SHAE2_65740.4	SCUR1_61540.1
OG0003585	SHAE2_89310.1, SHAE2_89310.2, SHAE2_89310.3	SCUR1_83020.1, SCUR1_83020.2
OG0003586	SHAE2_47910.1	SCUR1_45210.1, SCUR1_45210.2
OG0003587	SHAE2_12780.1	SCUR1_10960.1, SCUR1_10960.2, SCUR1_10960.4, SCUR1_10960.5, SCUR1_10960.3
OG0003588	SHAE2_18230.1	SCUR1_16200.1, SCUR1_16200.2
OG0003589	SHAE2_75580.1	SCUR1_70440.2, SCUR1_70440.3, SCUR1_70440.1
OG0003590	SHAE2_6800.1	SCUR1_6230.1
OG0003591	SHAE2_63190.1	SCUR1_59100.1
OG0003591	SHAE2_63190.1	SCUR1_59100.3
OG0003591	SHAE2_63190.6, SHAE2_63190.5, SHAE2_63190.3	SCUR1_59100.2
OG0003592	SHAE2_77980.1	SCUR1_72740.1, SCUR1_72740.2, SCUR1_72740.3, SCUR1_72740.4
OG0003593	SHAE2_103390.1	SCUR1_33490.1
OG0003594	SHAE2_17530.1	SCUR1_15560.1
OG0003595	SHAE2_90710.1, SHAE2_90710.2, SHAE2_90710.3	SCUR1_84400.1
OG0003596	SHAE2_56060.1	SCUR1_52800.1
OG0003597	SHAE2_77560.1, SHAE2_77560.2, SHAE2_77560.3, SHAE2_77560.4	SCUR1_72340.3, SCUR1_72340.1, SCUR1_72340.2
OG0003598	SHAE2_39140.4, SHAE2_39140.2, SHAE2_39140.1, SHAE2_39140.3	SCUR1_36410.1, SCUR1_36410.2, SCUR1_36410.3
OG0003599	SHAE2_15100.1	SCUR1_13360.1
OG0003600	SHAE2_5720.1	SCUR1_5220.2, SCUR1_5220.1
OG0003601	SHAE2_29840.1, SHAE2_29840.2	SCUR1_27590.1
OG0003602	SHAE2_68940.1, SHAE2_68940.2, SHAE2_68940.3	SCUR1_64530.1, SCUR1_64530.2
OG0003603	SHAE2_75500.1	SCUR1_70340.1
OG0003604	SHAE2_1310.1	SCUR1_900.5, SCUR1_900.2, SCUR1_900.3
OG0003605	SHAE2_18540.1	SCUR1_16500.1
OG0003606	SHAE2_37040.1	SCUR1_34410.1, SCUR1_34410.2, SCUR1_34410.3
OG0003607	SHAE2_17090.1	SCUR1_15110.1
OG0003608	SHAE2_39070.1	SCUR1_36350.1, SCUR1_36350.2
OG0003609	SHAE2_26820.1, SHAE2_26820.2, SHAE2_26820.3	SCUR1_24540.1, SCUR1_24540.2
OG0003610	SHAE2_93790.1	SCUR1_87180.1
OG0003611	SHAE2_57350.1	SCUR1_54140.1
OG0003612	SHAE2_63300.1, SHAE2_63300.2	SCUR1_59200.1
OG0003613	SHAE2_72750.1	SCUR1_67730.1
OG0003614	SHAE2_63120.4, SHAE2_63120.2, SHAE2_63120.3, SHAE2_63120.1	SCUR1_59040.1
OG0003615	SHAE2_41860.2, SHAE2_41860.3	SCUR1_39070.2
OG0003615	SHAE2_41860.1	SCUR1_39070.1
OG0003616	SHAE2_19820.1, SHAE2_19820.2	SCUR1_17610.4, SCUR1_17610.2, SCUR1_17610.1, SCUR1_17610.3
OG0003617	SHAE2_64670.1	SCUR1_60430.1, SCUR1_60430.2, SCUR1_60430.3
OG0003619	SHAE2_12200.2, SHAE2_12200.1, SHAE2_12200.4, SHAE2_12200.5	SCUR1_10370.1, SCUR1_10370.2, SCUR1_10370.3
OG0003620	SHAE2_52200.1	SCUR1_48930.1
OG0003621	SHAE2_57360.1, SHAE2_57360.2	SCUR1_54180.1
OG0003622	SHAE2_74930.1	SCUR1_69830.1
OG0003623	SHAE2_53160.1	SCUR1_49920.1, SCUR1_49920.2, SCUR1_49920.3, SCUR1_49920.4, SCUR1_49920.5
OG0003624	SHAE2_13740.1, SHAE2_13740.2	SCUR1_12020.1, SCUR1_12020.2, SCUR1_12020.4, SCUR1_12020.3
OG0003625	SHAE2_91390.1	SCUR1_96030.1, SCUR1_96030.3, SCUR1_96030.2
OG0003627	SHAE2_90580.1	SCUR1_84240.1, SCUR1_84240.2
OG0003628	SHAE2_36450.6, SHAE2_36450.2, SHAE2_36450.3, SHAE2_36450.1, SHAE2_36450.5, SHAE2_36450.4, SHAE2_36450.7	SCUR1_33720.1, SCUR1_33720.2
OG0003629	SHAE2_7860.1, SHAE2_7860.3, SHAE2_7860.2, SHAE2_7860.4	SCUR1_7240.2, SCUR1_7240.3, SCUR1_7240.5, SCUR1_7240.1, SCUR1_7240.4
OG0003630	SHAE2_38650.4	SCUR1_35920.1, SCUR1_35920.3
OG0003630	SHAE2_38650.1, SHAE2_38650.5, SHAE2_38650.2, SHAE2_38650.3	SCUR1_35920.2
OG0003631	SHAE2_83110.1	SCUR1_78090.1, SCUR1_78090.2
OG0003632	SHAE2_68650.1	SCUR1_64250.1
OG0003633	SHAE2_56520.1, SHAE2_56520.2	SCUR1_53240.1, SCUR1_53240.2
OG0003634	SHAE2_82400.1	SCUR1_77360.1, SCUR1_77370.1
OG0003635	SHAE2_80970.1	SCUR1_75900.1
OG0003636	SHAE2_78310.4, SHAE2_78310.3, SHAE2_78310.1, SHAE2_78310.2	SCUR1_73110.1, SCUR1_73110.2
OG0003637	SHAE2_71740.1	SCUR1_67020.2, SCUR1_67020.1
OG0003638	SHAE2_57200.1	SCUR1_54010.1, SCUR1_54010.2
OG0003639	SHAE2_57210.1, SHAE2_57210.2, SHAE2_57210.4, SHAE2_57210.3, SHAE2_57210.5	SCUR1_54020.1
OG0003640	SHAE2_5320.1	SCUR1_4760.1
OG0003641	SHAE2_80170.2, SHAE2_80170.1, SHAE2_80170.3	SCUR1_75030.3, SCUR1_75030.1, SCUR1_75030.4, SCUR1_75030.2
OG0003642	SHAE2_60020.2, SHAE2_60020.4, SHAE2_60020.1	SCUR1_56560.1
OG0003642	SHAE2_60020.3	SCUR1_56560.2
OG0003643	SHAE2_76700.1, SHAE2_76700.2	SCUR1_71640.1
OG0003644	SHAE2_16860.1	SCUR1_15080.1
OG0003645	SHAE2_50350.1, SHAE2_50350.2, SHAE2_50350.3, SHAE2_50350.4, SHAE2_50350.5	SCUR1_47160.1
OG0003646	SHAE2_56740.6, SHAE2_56740.5, SHAE2_56740.3, SHAE2_56740.4, SHAE2_56740.1, SHAE2_56740.2	SCUR1_53490.2, SCUR1_53490.1, SCUR1_53490.4, SCUR1_53490.5, SCUR1_53490.3
OG0003647	SHAE2_17390.1	SCUR1_15430.1
OG0003648	SHAE2_11840.1	SCUR1_9910.1
OG0003649	SHAE2_41470.1, SHAE2_41470.2, SHAE2_41470.4, SHAE2_41470.3	SCUR1_38710.1
OG0003650	SHAE2_17450.1	SCUR1_15490.1, SCUR1_15490.2
