Orthogroup	schistosoma_curassoni	schistosoma_intercalatum
OG0001776	SCUR1_93750.1	SINT1_93440.1
OG0001777	SCUR1_5390.1, SCUR1_5390.2, SCUR1_5390.3, SCUR1_5390.4	SINT1_5330.1, SINT1_5330.2
OG0001778	SCUR1_88510.1	SINT1_88180.1, SINT1_88180.2
OG0001779	SCUR1_23580.2	SINT1_23760.7, SINT1_23760.3, SINT1_23760.5
OG0001779	SCUR1_23580.1, SCUR1_23580.3	SINT1_23760.1, SINT1_23760.2, SINT1_23760.4, SINT1_23760.6
OG0001780	SCUR1_28410.1	SINT1_28430.1
OG0001781	SCUR1_93980.1, SCUR1_93980.3, SCUR1_93980.5	SINT1_93690.1, SINT1_93690.2, SINT1_93690.5, SINT1_93690.6
OG0001781	SCUR1_93980.2, SCUR1_93980.4	SINT1_93690.3, SINT1_93690.4
OG0001783	SCUR1_30650.1, SCUR1_30650.2, SCUR1_30650.3, SCUR1_30650.4, SCUR1_30650.5, SCUR1_30650.6, SCUR1_30650.7, SCUR1_30650.8, SCUR1_30650.9	SINT1_30770.1, SINT1_30770.2, SINT1_30770.3, SINT1_30770.4
OG0001784	SCUR1_42470.1	SINT1_42300.4, SINT1_42300.1, SINT1_42300.2, SINT1_42300.3
OG0001785	SCUR1_22800.1	SINT1_22940.1, SINT1_22940.2
OG0001786	SCUR1_63790.2, SCUR1_63790.1, SCUR1_63790.3	SINT1_63520.1
OG0001787	SCUR1_22820.1	SINT1_22970.7, SINT1_22970.1, SINT1_22970.2, SINT1_22970.3, SINT1_22970.4, SINT1_22970.5, SINT1_22970.6
OG0001788	SCUR1_76460.2	SINT1_75880.1
OG0001788	SCUR1_76460.2	SINT1_75880.2
OG0001788	SCUR1_76460.3	SINT1_75880.1
OG0001788	SCUR1_76460.3	SINT1_75880.2
OG0001788	SCUR1_76460.4	SINT1_75880.1
OG0001788	SCUR1_76460.4	SINT1_75880.2
OG0001788	SCUR1_76460.5	SINT1_75880.1
OG0001788	SCUR1_76460.5	SINT1_75880.2
OG0001788	SCUR1_76460.6	SINT1_75880.1
OG0001788	SCUR1_76460.6	SINT1_75880.2
OG0001788	SCUR1_76460.7	SINT1_75880.1
OG0001788	SCUR1_76460.7	SINT1_75880.2
OG0001789	SCUR1_22360.6	SINT1_22530.1
OG0001790	SCUR1_40470.1	SINT1_40320.1, SINT1_40320.2
OG0001791	SCUR1_90640.12, SCUR1_90640.11, SCUR1_90790.1	SINT1_90590.1
OG0001792	SCUR1_77880.1	SINT1_77290.1, SINT1_77290.6, SINT1_77290.2, SINT1_77290.4, SINT1_77290.3, SINT1_77290.5
OG0001793	SCUR1_87840.1	SINT1_87610.1, SINT1_87610.2
OG0001794	SCUR1_67470.1, SCUR1_67470.2, SCUR1_67470.3, SCUR1_67470.6, SCUR1_67470.4, SCUR1_67470.5	SINT1_67390.1, SINT1_67390.2, SINT1_67390.3, SINT1_67390.4
OG0001795	SCUR1_50250.1	SINT1_50170.1
OG0001796	SCUR1_46690.1, SCUR1_46690.2	SINT1_46540.1
OG0001797	SCUR1_90640.2, SCUR1_90640.3, SCUR1_90640.4	SINT1_94880.1
OG0001797	SCUR1_100250.1	SINT1_79390.1
OG0001800	SCUR1_56100.1	SINT1_55790.2
OG0001801	SCUR1_14390.1	SINT1_14420.1, SINT1_14420.2, SINT1_14420.3
OG0001802	SCUR1_36750.1, SCUR1_36750.2	SINT1_36580.2, SINT1_36580.1, SINT1_36580.4, SINT1_36580.3
OG0001803	SCUR1_40690.1, SCUR1_40690.2	SINT1_40540.1
OG0001804	SCUR1_33000.2, SCUR1_33000.1, SCUR1_33000.4, SCUR1_33000.3	SINT1_32950.1
OG0001805	SCUR1_44040.3, SCUR1_44040.4, SCUR1_44040.5, SCUR1_44040.1, SCUR1_44040.2	SINT1_43900.4, SINT1_43900.2, SINT1_43900.1, SINT1_43900.3
OG0001806	SCUR1_94670.1	SINT1_94480.1
OG0001806	SCUR1_94680.1	SINT1_94500.1
OG0001807	SCUR1_14400.1, SCUR1_14400.2	SINT1_14430.3, SINT1_14430.1, SINT1_14430.2
OG0001808	SCUR1_19140.1, SCUR1_19140.2, SCUR1_19140.3	SINT1_19290.4, SINT1_19290.1, SINT1_19290.2, SINT1_19290.3, SINT1_19290.5
OG0001809	SCUR1_33250.2, SCUR1_33250.1, SCUR1_33250.4, SCUR1_33250.3	SINT1_33190.1
OG0001810	SCUR1_92790.1	SINT1_92510.5, SINT1_92510.3, SINT1_92510.4, SINT1_92510.6
OG0001811	SCUR1_68310.1	SINT1_68280.1
OG0001811	SCUR1_8660.1	SINT1_8870.1
OG0001812	SCUR1_74210.1, SCUR1_74210.2	SINT1_73860.2
OG0001813	SCUR1_11600.1, SCUR1_11600.2	SINT1_11750.1, SINT1_11750.2
OG0001813	SCUR1_11590.1, SCUR1_11590.3, SCUR1_11590.5, SCUR1_11590.2, SCUR1_11590.4	SINT1_11740.1
OG0001814	SCUR1_73900.1, SCUR1_73900.2	SINT1_73580.1, SINT1_73580.2
OG0001815	SCUR1_47510.3, SCUR1_47510.5, SCUR1_47510.6, SCUR1_47510.10, SCUR1_47510.8, SCUR1_47510.2, SCUR1_47510.7, SCUR1_47510.9, SCUR1_47510.1, SCUR1_47510.4	SINT1_47430.1, SINT1_47430.2
OG0001816	SCUR1_47280.1	SINT1_47170.1
OG0001817	SCUR1_39140.1	SINT1_39010.1
OG0001818	SCUR1_49540.1	SINT1_49420.1, SINT1_49420.2
OG0001819	SCUR1_21330.1	SINT1_19930.1, SINT1_19930.2
OG0001820	SCUR1_60700.4, SCUR1_60700.1, SCUR1_60700.2, SCUR1_60700.3	SINT1_60530.1, SINT1_60530.2
OG0001821	SCUR1_81250.1	SINT1_79400.1
OG0001821	SCUR1_57410.1	SINT1_57140.1
OG0001822	SCUR1_92380.6, SCUR1_92380.1, SCUR1_92380.7, SCUR1_92380.2, SCUR1_92380.3, SCUR1_92380.5, SCUR1_92380.4	SINT1_92070.1
OG0001823	SCUR1_20070.4	SINT1_21220.1, SINT1_21220.2
OG0001824	SCUR1_15370.1	SINT1_15410.1
OG0001825	SCUR1_51230.6, SCUR1_51230.8, SCUR1_51230.9, SCUR1_51230.7, SCUR1_51230.3, SCUR1_51230.2, SCUR1_51230.5, SCUR1_51230.4, SCUR1_51230.1	SINT1_51210.1
OG0001826	SCUR1_5240.1	SINT1_5210.1, SINT1_5210.2
OG0001827	SCUR1_77220.1	SINT1_76660.1
OG0001827	SCUR1_77230.1	SINT1_76670.1
OG0001828	SCUR1_52880.2	SINT1_52840.2, SINT1_52840.1
OG0001829	SCUR1_27900.1	SINT1_27940.1
OG0001829	SCUR1_26860.1	SINT1_26940.1
OG0001830	SCUR1_57760.1, SCUR1_57760.2	SINT1_57480.1, SINT1_57480.2, SINT1_57480.3, SINT1_57480.4, SINT1_57480.5
OG0001831	SCUR1_65640.1, SCUR1_65640.2	SINT1_65370.1
OG0001832	SCUR1_58070.1	SINT1_95490.1, SINT1_95510.1
OG0001832	SCUR1_58200.1	SINT1_57900.3, SINT1_57900.1, SINT1_57900.2
OG0001833	SCUR1_97010.1, SCUR1_58080.1, SCUR1_58080.2, SCUR1_58080.3	SINT1_95520.1, SINT1_57840.3, SINT1_57840.1, SINT1_57840.2, SINT1_96510.1
OG0001834	SCUR1_73630.1	SINT1_73360.1
OG0001835	SCUR1_16720.1	SINT1_16820.2
OG0001837	SCUR1_80240.6, SCUR1_80240.1, SCUR1_80240.2, SCUR1_80240.3, SCUR1_80240.4, SCUR1_80240.5	SINT1_80590.1
OG0001838	SCUR1_26570.1	SINT1_26670.1, SINT1_26670.3, SINT1_26670.4, SINT1_26670.2
OG0001839	SCUR1_53550.1	SINT1_53460.2, SINT1_53460.1
OG0001841	SCUR1_16320.1	SINT1_16420.1
OG0001842	SCUR1_93260.1, SCUR1_93260.2, SCUR1_93260.3, SCUR1_93260.4, SCUR1_93260.5	SINT1_93000.1, SINT1_93000.2
OG0001843	SCUR1_41790.1	SINT1_41650.1, SINT1_41650.2, SINT1_41650.3
OG0001844	SCUR1_9300.3, SCUR1_9300.4, SCUR1_9300.1, SCUR1_9300.2	SINT1_9470.1
OG0001845	SCUR1_93660.1	SINT1_93350.1, SINT1_93350.2, SINT1_93350.3, SINT1_93350.4, SINT1_93350.5
OG0001846	SCUR1_26930.2, SCUR1_26930.1, SCUR1_26930.3, SCUR1_26930.4	SINT1_27020.1, SINT1_27020.2
OG0001847	SCUR1_4730.2, SCUR1_4730.1, SCUR1_4730.3	SINT1_4720.1, SINT1_4720.2, SINT1_4720.3
OG0001848	SCUR1_5650.6, SCUR1_5650.1, SCUR1_5650.2, SCUR1_5650.5, SCUR1_5650.3, SCUR1_5650.4	SINT1_5610.1
OG0001849	SCUR1_64490.1	SINT1_64200.1
OG0001850	SCUR1_72530.3	SINT1_72400.2
OG0001850	SCUR1_72530.2, SCUR1_72530.1, SCUR1_72530.5, SCUR1_72530.4	SINT1_72400.4
OG0001851	SCUR1_52890.10, SCUR1_52890.7, SCUR1_52890.9, SCUR1_52890.12, SCUR1_52890.4, SCUR1_52890.1, SCUR1_52890.3, SCUR1_52890.2, SCUR1_52890.11, SCUR1_52890.8, SCUR1_52890.5, SCUR1_52890.6	SINT1_52850.1, SINT1_52850.2
OG0001852	SCUR1_29430.1	SINT1_29490.1
OG0001853	SCUR1_3630.1	SINT1_3580.1
OG0001853	SCUR1_3460.1	SINT1_3420.1
OG0001854	SCUR1_94910.1	SINT1_95190.1, SINT1_94750.1, SINT1_96740.1, SINT1_94760.1, SINT1_94760.2
OG0001855	SCUR1_70740.3	SINT1_70710.1
OG0001856	SCUR1_75000.2, SCUR1_75000.1, SCUR1_75000.3, SCUR1_75000.4	SINT1_74520.1, SINT1_74520.2
OG0001857	SCUR1_75940.1	SINT1_75370.1, SINT1_75370.2
OG0001858	SCUR1_97750.1, SCUR1_97750.7, SCUR1_97750.6	SINT1_44870.2
OG0001858	SCUR1_97750.2, SCUR1_97750.3, SCUR1_97750.5	SINT1_44870.1
OG0001859	SCUR1_8450.1, SCUR1_8450.3, SCUR1_8450.2, SCUR1_8450.4, SCUR1_8450.5, SCUR1_8450.6, SCUR1_8450.7	SINT1_8640.1, SINT1_8640.2, SINT1_8640.4, SINT1_8640.3
OG0001860	SCUR1_27110.1	SINT1_27180.1
OG0001861	SCUR1_74400.1, SCUR1_74400.2	SINT1_74010.1, SINT1_74010.3, SINT1_74010.2
OG0001862	SCUR1_4410.1, SCUR1_4410.3, SCUR1_4410.2, SCUR1_4410.4, SCUR1_4410.5	SINT1_4360.1
OG0001863	SCUR1_27820.1	SINT1_27850.1
OG0001863	SCUR1_27070.1	SINT1_27150.1
OG0001864	SCUR1_74620.1, SCUR1_74620.2, SCUR1_74620.3	SINT1_74190.1
OG0001865	SCUR1_7100.2, SCUR1_7100.5, SCUR1_7100.6, SCUR1_7100.4, SCUR1_7100.1, SCUR1_7100.3	SINT1_7060.3, SINT1_7060.1, SINT1_7060.2
OG0001866	SCUR1_88270.3	SINT1_87980.2
OG0001867	SCUR1_49570.1	SINT1_49460.2, SINT1_49460.1, SINT1_49460.4, SINT1_49460.3
OG0001868	SCUR1_2520.1	SINT1_2570.2, SINT1_2570.3
OG0001868	SCUR1_2520.2, SCUR1_2530.1	SINT1_2570.1
OG0001869	SCUR1_20740.1, SCUR1_20740.2, SCUR1_20740.3	SINT1_20610.1
OG0001870	SCUR1_51090.4, SCUR1_51090.5, SCUR1_51090.1, SCUR1_51090.2, SCUR1_51090.3	SINT1_51060.1
OG0001871	SCUR1_43130.1	SINT1_42950.1
OG0001872	SCUR1_81360.1	SINT1_80890.1, SINT1_80890.7, SINT1_80890.10, SINT1_80890.4, SINT1_80890.8, SINT1_80890.5, SINT1_80890.6, SINT1_80890.9, SINT1_80890.2, SINT1_80890.3, SINT1_80890.11, SINT1_80890.12
OG0001873	SCUR1_33640.1	SINT1_33620.2, SINT1_33620.3
OG0001874	SCUR1_23030.1	SINT1_23250.1
OG0001875	SCUR1_86820.1	SINT1_86530.1
OG0001876	SCUR1_21920.1	SINT1_22070.1
OG0001877	SCUR1_17420.1, SCUR1_99200.1	SINT1_17590.1, SINT1_17600.1, SINT1_17600.2
OG0001878	SCUR1_56680.1, SCUR1_56680.2, SCUR1_56680.3	SINT1_96260.1
OG0001878	SCUR1_56660.1	SINT1_56390.2, SINT1_56390.1
OG0001879	SCUR1_26390.1, SCUR1_26390.2, SCUR1_26390.3	SINT1_26510.1, SINT1_26510.2, SINT1_26510.3
OG0001880	SCUR1_19530.1, SCUR1_19530.2, SCUR1_19530.4, SCUR1_19530.3	SINT1_19680.1, SINT1_19680.3, SINT1_19680.2
OG0001881	SCUR1_58890.1, SCUR1_58890.2	SINT1_58700.5, SINT1_58700.1, SINT1_58700.3, SINT1_58700.4, SINT1_58700.2
OG0001882	SCUR1_73540.1, SCUR1_73540.2	SINT1_73280.1
OG0001883	SCUR1_3340.1	SINT1_3300.1, SINT1_3300.4, SINT1_3300.2, SINT1_3300.3
OG0001884	SCUR1_86800.2, SCUR1_86800.1, SCUR1_86800.3	SINT1_86520.1
OG0001885	SCUR1_13240.1	SINT1_13300.1, SINT1_13300.2, SINT1_13300.3
OG0001886	SCUR1_71940.1	SINT1_71760.3, SINT1_71760.1, SINT1_71760.2, SINT1_71760.4
OG0001887	SCUR1_62530.2	SINT1_62350.2
OG0001887	SCUR1_62530.4, SCUR1_62530.1, SCUR1_62530.3	SINT1_62350.1, SINT1_62350.3
OG0001888	SCUR1_66380.3, SCUR1_66380.5, SCUR1_66380.4, SCUR1_66380.6, SCUR1_66380.1, SCUR1_66380.2	SINT1_66160.1, SINT1_66160.2
OG0001889	SCUR1_83550.1	SINT1_83070.1, SINT1_83070.2, SINT1_83070.3
OG0001890	SCUR1_47740.3, SCUR1_47740.4, SCUR1_47740.7, SCUR1_47740.1, SCUR1_47740.2, SCUR1_47740.5, SCUR1_47740.6, SCUR1_47740.8	SINT1_47620.1
OG0001891	SCUR1_90290.1	SINT1_90080.1, SINT1_90080.2
OG0001891	SCUR1_90910.1	SINT1_90730.1, SINT1_90730.2, SINT1_90730.4, SINT1_90730.3
OG0001892	SCUR1_78130.1	SINT1_77540.1, SINT1_77540.2
OG0001893	SCUR1_33830.1	SINT1_33790.1
OG0001895	SCUR1_44520.1, SCUR1_44520.3, SCUR1_44520.2, SCUR1_44520.4, SCUR1_44520.5	SINT1_44430.1, SINT1_44430.4, SINT1_44430.2, SINT1_44430.3
OG0001896	SCUR1_30830.1	SINT1_30930.1
OG0001897	SCUR1_77550.1, SCUR1_77550.3, SCUR1_77550.2	SINT1_76980.1, SINT1_76980.2
OG0001898	SCUR1_57970.1	SINT1_57680.3, SINT1_57680.1, SINT1_57680.2
OG0001899	SCUR1_39130.4, SCUR1_39130.1, SCUR1_39130.2, SCUR1_39130.3	SINT1_95390.1, SINT1_95400.1, SINT1_39000.1
OG0001900	SCUR1_73940.1, SCUR1_73940.2	SINT1_73620.1, SINT1_73620.2
OG0001901	SCUR1_30180.1	SINT1_30300.3, SINT1_30300.1, SINT1_30300.2
OG0001902	SCUR1_39100.1	SINT1_95370.1, SINT1_38990.1
OG0001903	SCUR1_83690.1	SINT1_83310.1, SINT1_83260.1
OG0001904	SCUR1_13800.1	SINT1_13840.1, SINT1_13840.2, SINT1_13840.4, SINT1_13840.3
OG0001905	SCUR1_58570.1, SCUR1_58570.3, SCUR1_58570.2	SINT1_58270.1
OG0001906	SCUR1_29400.1, SCUR1_29400.2	SINT1_29450.1, SINT1_29450.2, SINT1_29450.3, SINT1_29450.4
OG0001907	SCUR1_6790.1	SINT1_6880.1
OG0001908	SCUR1_97560.1	SINT1_64540.1
OG0001908	SCUR1_64770.1	SINT1_64530.1
OG0001909	SCUR1_93970.1, SCUR1_93970.2	SINT1_93680.1, SINT1_93680.2, SINT1_93680.3, SINT1_93680.4
OG0001910	SCUR1_38690.1	SINT1_38530.1
OG0001911	SCUR1_53410.1	SINT1_53350.1, SINT1_53350.2
OG0001912	SCUR1_95100.1, SCUR1_95100.2	SINT1_78800.1
OG0001913	SCUR1_72520.1, SCUR1_72520.2	SINT1_72390.1, SINT1_72390.2
OG0001914	SCUR1_60620.1, SCUR1_60620.3, SCUR1_60620.2	SINT1_60460.1
OG0001915	SCUR1_82240.1, SCUR1_82240.2, SCUR1_82230.1, SCUR1_82230.2	SINT1_81740.2, SINT1_81740.3, SINT1_81740.4, SINT1_81740.5, SINT1_81740.1
OG0001916	SCUR1_21560.1	SINT1_21710.1, SINT1_21710.2
OG0001917	SCUR1_8140.1	SINT1_8290.1, SINT1_8290.2, SINT1_8290.4, SINT1_8290.3, SINT1_8290.5
OG0001918	SCUR1_46180.1	SINT1_46090.1
OG0001919	SCUR1_67210.1	SINT1_67140.1
OG0001921	SCUR1_39850.1, SCUR1_39850.2, SCUR1_39850.3, SCUR1_39850.4, SCUR1_39850.5	SINT1_39670.1, SINT1_39670.2, SINT1_39670.3, SINT1_39670.4
OG0001922	SCUR1_96110.1, SCUR1_96110.3, SCUR1_96110.2, SCUR1_96110.4, SCUR1_96110.5, SCUR1_96110.6, SCUR1_58370.1	SINT1_58070.1
OG0001923	SCUR1_7130.1, SCUR1_6930.1	SINT1_7030.1, SINT1_7030.2
OG0001924	SCUR1_54760.1, SCUR1_54760.2	SINT1_54600.1, SINT1_54600.2
OG0001925	SCUR1_22050.1	SINT1_22230.1
OG0001926	SCUR1_32940.1	SINT1_32900.1, SINT1_32900.2, SINT1_32900.3
OG0001927	SCUR1_490.2, SCUR1_490.1, SCUR1_490.5, SCUR1_490.3, SCUR1_490.4	SINT1_480.1, SINT1_480.4, SINT1_480.2, SINT1_480.3
OG0001928	SCUR1_50730.1, SCUR1_50730.5, SCUR1_50730.6, SCUR1_50730.2, SCUR1_50730.3, SCUR1_50730.4	SINT1_50660.1
OG0001929	SCUR1_71770.1, SCUR1_71770.2	SINT1_71590.4, SINT1_71590.1, SINT1_71590.2, SINT1_71590.3
OG0001930	SCUR1_30120.1	SINT1_30220.1
OG0001931	SCUR1_29390.1	SINT1_29440.1
OG0001932	SCUR1_64690.1, SCUR1_64690.4, SCUR1_64690.3, SCUR1_64690.2	SINT1_64420.1
OG0001933	SCUR1_25620.2, SCUR1_25620.1, SCUR1_25620.3	SINT1_25760.2, SINT1_25760.1
OG0001934	SCUR1_42700.1	SINT1_42520.1, SINT1_42520.2
OG0001935	SCUR1_12200.1, SCUR1_12200.2, SCUR1_12200.3	SINT1_12190.1
OG0001936	SCUR1_11720.1	SINT1_11810.1
OG0001937	SCUR1_17740.1, SCUR1_17740.2, SCUR1_17740.4, SCUR1_17740.6, SCUR1_17740.3, SCUR1_17740.5, SCUR1_17740.7, SCUR1_17740.8	SINT1_17900.1
OG0001938	SCUR1_6410.3, SCUR1_6410.4	SINT1_6440.1
OG0001941	SCUR1_87070.1	SINT1_86790.2, SINT1_86790.3, SINT1_86790.6, SINT1_86790.4, SINT1_86790.1, SINT1_86790.5
OG0001942	SCUR1_28060.1, SCUR1_28060.4	SINT1_28100.3
OG0001942	SCUR1_28060.2, SCUR1_28060.3	SINT1_28100.1, SINT1_28100.2
OG0001943	SCUR1_18980.1	SINT1_19140.1
OG0001944	SCUR1_67720.3, SCUR1_67720.1	SINT1_67620.1
OG0001945	SCUR1_94560.1	SINT1_94310.1, SINT1_94310.2
OG0001946	SCUR1_30210.1	SINT1_30340.1
OG0001947	SCUR1_42340.3	SINT1_42160.1
OG0001948	SCUR1_86970.1, SCUR1_86970.5, SCUR1_86970.2, SCUR1_86970.3, SCUR1_86970.4, SCUR1_86970.6	SINT1_86680.3, SINT1_86680.4, SINT1_86680.1, SINT1_86680.2
OG0001949	SCUR1_92810.1	SINT1_92530.1, SINT1_92530.3, SINT1_92530.2
OG0001950	SCUR1_83140.1	SINT1_82680.1, SINT1_82680.2
OG0001951	SCUR1_6250.1	SINT1_6260.2, SINT1_6260.1
OG0001952	SCUR1_45920.3, SCUR1_45920.4, SCUR1_45920.1, SCUR1_45920.2	SINT1_45860.1
OG0001953	SCUR1_32380.1	SINT1_32330.1, SINT1_32330.3, SINT1_32330.2, SINT1_32330.4
OG0001954	SCUR1_15380.1	SINT1_15380.1
OG0001955	SCUR1_5310.4, SCUR1_5310.1, SCUR1_5310.2, SCUR1_5310.3, SCUR1_5310.6, SCUR1_5310.5	SINT1_5270.1, SINT1_5270.2
OG0001957	SCUR1_15170.1	SINT1_15190.1
OG0001958	SCUR1_62750.1	SINT1_62560.1
OG0001959	SCUR1_30500.1	SINT1_30610.1
OG0001960	SCUR1_29210.2, SCUR1_29210.4, SCUR1_29210.1, SCUR1_29210.3	SINT1_29260.1
OG0001961	SCUR1_67870.1	SINT1_67790.6, SINT1_67790.8, SINT1_67790.2, SINT1_67790.1, SINT1_67790.5, SINT1_67790.10, SINT1_67790.7, SINT1_67790.9, SINT1_67790.4, SINT1_67790.11
OG0001962	SCUR1_20510.1, SCUR1_20510.2	SINT1_20810.1
OG0001963	SCUR1_25950.1, SCUR1_25950.2	SINT1_26080.1, SINT1_26080.2
OG0001964	SCUR1_86920.1	SINT1_86650.1
OG0001964	SCUR1_86900.1	SINT1_86630.1
OG0001965	SCUR1_83180.1, SCUR1_83180.2, SCUR1_83180.3	SINT1_82730.1
OG0001966	SCUR1_7180.1	SINT1_7280.1
OG0001967	SCUR1_94220.1, SCUR1_94220.2, SCUR1_94220.3, SCUR1_94220.4	SINT1_93990.1
OG0001968	SCUR1_31480.1	SINT1_31570.5, SINT1_31570.3, SINT1_31570.1, SINT1_31570.4, SINT1_31570.2
OG0001969	SCUR1_29710.1	SINT1_29780.1
OG0001970	SCUR1_37600.1, SCUR1_37600.2, SCUR1_37600.3, SCUR1_37600.4, SCUR1_37600.5, SCUR1_37600.6, SCUR1_37600.7, SCUR1_37600.8	SINT1_37410.1
OG0001971	SCUR1_60320.1	SINT1_60170.1
OG0001974	SCUR1_47310.1, SCUR1_47310.3, SCUR1_47310.2	SINT1_47200.1, SINT1_47210.1
OG0001975	SCUR1_49900.1, SCUR1_49900.2	SINT1_49850.1, SINT1_49850.2
OG0001976	SCUR1_4000.2	SINT1_3950.1
OG0001977	SCUR1_89880.1	SINT1_89640.3, SINT1_89640.1, SINT1_89640.2, SINT1_89640.4, SINT1_89640.5, SINT1_89640.6
OG0001979	SCUR1_51200.1	SINT1_51170.1
OG0001980	SCUR1_61970.2, SCUR1_61970.1	SINT1_61780.1
OG0001981	SCUR1_42330.9, SCUR1_42330.2, SCUR1_42330.1, SCUR1_42330.3, SCUR1_42330.4, SCUR1_42330.6, SCUR1_42330.7, SCUR1_42330.5, SCUR1_42330.8	SINT1_42150.1, SINT1_42150.2, SINT1_42150.3
OG0001982	SCUR1_34880.1, SCUR1_34880.2	SINT1_34770.1, SINT1_34770.3, SINT1_34770.2, SINT1_34770.4
OG0001983	SCUR1_83190.1, SCUR1_83190.2, SCUR1_83190.3	SINT1_82740.1
OG0001984	SCUR1_87330.2, SCUR1_87330.6, SCUR1_87330.1, SCUR1_87330.4, SCUR1_87330.5, SCUR1_87330.3	SINT1_87070.1
OG0001985	SCUR1_38970.1	SINT1_38850.1
OG0001986	SCUR1_52970.1, SCUR1_52970.3, SCUR1_52970.2	SINT1_52920.1, SINT1_52920.2
OG0001987	SCUR1_38930.1	SINT1_38800.1
OG0001989	SCUR1_10520.4, SCUR1_10520.5, SCUR1_10520.1, SCUR1_10520.3, SCUR1_10520.2, SCUR1_10520.6	SINT1_10680.1
OG0001990	SCUR1_97230.1	SINT1_49570.4, SINT1_49570.2, SINT1_49570.1, SINT1_49570.3
OG0001991	SCUR1_15140.2, SCUR1_15140.3, SCUR1_15140.1	SINT1_15160.1, SINT1_15160.2, SINT1_15160.3
OG0001992	SCUR1_47870.1	SINT1_47750.1
OG0001993	SCUR1_74460.1	SINT1_74060.1, SINT1_74060.2
OG0001994	SCUR1_20260.1, SCUR1_20260.2	SINT1_21050.1
OG0001995	SCUR1_92780.1, SCUR1_92780.2, SCUR1_92780.3, SCUR1_92780.4	SINT1_92500.1, SINT1_92500.2
OG0001996	SCUR1_82400.1	SINT1_81920.1
OG0001996	SCUR1_82410.1	SINT1_81930.1
OG0001997	SCUR1_8680.1	SINT1_8880.1
OG0001998	SCUR1_97900.1	SINT1_89860.1, SINT1_89860.2, SINT1_89860.3, SINT1_89860.4, SINT1_89860.5, SINT1_89860.6
OG0001999	SCUR1_49760.2	SINT1_49700.1
OG0002000	SCUR1_9020.1	SINT1_9200.1
OG0002001	SCUR1_13890.1, SCUR1_13890.2	SINT1_13950.2, SINT1_13940.1, SINT1_13950.1
OG0002002	SCUR1_36030.4, SCUR1_36030.3, SCUR1_36030.2, SCUR1_36030.1	SINT1_35910.2, SINT1_35910.3, SINT1_35910.1
OG0002003	SCUR1_49720.1	SINT1_49660.1, SINT1_49660.2
OG0002004	SCUR1_4540.1, SCUR1_4540.2	SINT1_4500.1
OG0002005	SCUR1_55880.1	SINT1_55560.3, SINT1_55560.2, SINT1_55560.4, SINT1_55560.6, SINT1_55560.1, SINT1_55560.7, SINT1_55560.5
OG0002006	SCUR1_74280.4, SCUR1_74280.1, SCUR1_74280.2, SCUR1_74280.3	SINT1_73930.3, SINT1_73930.4, SINT1_73930.1, SINT1_73930.2, SINT1_73930.5, SINT1_73930.6
OG0002007	SCUR1_68440.1	SINT1_68390.1
OG0002008	SCUR1_61890.3, SCUR1_61890.1, SCUR1_61890.2	SINT1_61700.1
OG0002009	SCUR1_33920.2, SCUR1_33920.1, SCUR1_33920.3, SCUR1_33920.4	SINT1_33880.3, SINT1_33880.1, SINT1_33880.2
OG0002010	SCUR1_51840.1, SCUR1_51840.4, SCUR1_51840.2, SCUR1_51840.3	SINT1_51800.1, SINT1_51800.2, SINT1_51800.3
OG0002011	SCUR1_75070.1, SCUR1_75070.2, SCUR1_75070.3	SINT1_74600.1
OG0002012	SCUR1_9220.1, SCUR1_9230.1	SINT1_9400.1
OG0002012	SCUR1_9170.1	SINT1_9350.1
OG0002013	SCUR1_51180.6	SINT1_51160.1
OG0002014	SCUR1_63940.1	SINT1_63670.1, SINT1_63670.2
OG0002015	SCUR1_85920.5, SCUR1_85920.2, SCUR1_85920.1, SCUR1_85920.3, SCUR1_85920.4	SINT1_32220.1, SINT1_85750.1, SINT1_85750.2
OG0002016	SCUR1_62510.1, SCUR1_62510.2	SINT1_62330.1, SINT1_62330.2, SINT1_62330.3, SINT1_62330.4
OG0002017	SCUR1_65080.1, SCUR1_65080.2, SCUR1_65080.3	SINT1_64850.1, SINT1_64850.2, SINT1_64850.3
OG0002018	SCUR1_70470.1	SINT1_70430.1
OG0002020	SCUR1_65540.1	SINT1_65270.1
OG0002021	SCUR1_71190.1, SCUR1_71190.4, SCUR1_71190.7, SCUR1_71190.8, SCUR1_71190.2, SCUR1_71190.5, SCUR1_71190.6, SCUR1_71190.3	SINT1_71080.4, SINT1_71080.5, SINT1_71080.3, SINT1_71080.2, SINT1_71080.1
OG0002022	SCUR1_70730.1	SINT1_70680.3, SINT1_70680.5, SINT1_70680.2, SINT1_70680.4
OG0002023	SCUR1_67170.1, SCUR1_67170.2, SCUR1_67170.3, SCUR1_67170.4	SINT1_67040.1, SINT1_67040.2, SINT1_67040.3
OG0002024	SCUR1_24170.1, SCUR1_24170.2	SINT1_24320.1, SINT1_24320.2, SINT1_24320.3
OG0002025	SCUR1_62480.1	SINT1_62310.1, SINT1_62310.2
OG0002026	SCUR1_4840.1, SCUR1_4840.2	SINT1_4830.1
OG0002027	SCUR1_84580.1	SINT1_84310.1
OG0002028	SCUR1_52680.3, SCUR1_52680.4, SCUR1_52680.5, SCUR1_52680.1, SCUR1_52680.2	SINT1_52650.1
