Orthogroup	schistosoma_curassoni	schistosoma_mattheei
OG0002141	SCUR1_58730.4, SCUR1_58730.2, SCUR1_58730.3, SCUR1_58730.1	SMTH1_65290.1, SMTH1_65290.2, SMTH1_65290.3
OG0002142	SCUR1_100320.2, SCUR1_100320.1, SCUR1_84790.1	SMTH1_95250.1, SMTH1_95250.2
OG0002143	SCUR1_45950.1	SMTH1_51130.1
OG0002143	SCUR1_45940.1	SMTH1_51160.1
OG0002144	SCUR1_26330.1, SCUR1_26330.2	SMTH1_29140.1
OG0002145	SCUR1_30480.2, SCUR1_30480.4, SCUR1_30480.1, SCUR1_30480.3	SMTH1_33850.1
OG0002146	SCUR1_16590.1, SCUR1_16590.2	SMTH1_18410.2, SMTH1_18410.1, SMTH1_18410.3
OG0002147	SCUR1_49820.3, SCUR1_49820.1, SCUR1_49820.2	SMTH1_55750.2, SMTH1_55750.1, SMTH1_55750.3
OG0002148	SCUR1_6130.5, SCUR1_6130.4, SCUR1_6130.3, SCUR1_6130.1, SCUR1_6130.2	SMTH1_7070.1, SMTH1_7070.2
OG0002149	SCUR1_53680.1	SMTH1_59810.1
OG0002150	SCUR1_67550.1, SCUR1_67550.2	SMTH1_75600.1, SMTH1_75610.1
OG0002151	SCUR1_49660.1	SMTH1_55550.1
OG0002151	SCUR1_80190.1	SMTH1_89840.1, SMTH1_89840.2, SMTH1_89840.3
OG0002152	SCUR1_73380.1	SMTH1_82500.1
OG0002153	SCUR1_7090.2, SCUR1_7090.3, SCUR1_7090.5, SCUR1_7090.1, SCUR1_7090.4	SMTH1_8040.1, SMTH1_8040.3, SMTH1_8040.2
OG0002154	SCUR1_36600.1, SCUR1_36600.2, SCUR1_36600.3	SMTH1_40340.1
OG0002155	SCUR1_23760.1, SCUR1_23760.2, SCUR1_23760.3	SMTH1_26450.1, SMTH1_26450.2, SMTH1_26450.3
OG0002156	SCUR1_87220.1	SMTH1_98170.5, SMTH1_98170.4, SMTH1_98170.6, SMTH1_98170.7, SMTH1_98170.8, SMTH1_98170.1, SMTH1_98170.2, SMTH1_98170.3
OG0002157	SCUR1_62320.1, SCUR1_62320.2, SCUR1_62320.3	SMTH1_69500.1, SMTH1_69500.2
OG0002158	SCUR1_76010.1, SCUR1_76010.2	SMTH1_85210.1
OG0002159	SCUR1_73930.3, SCUR1_73930.2, SCUR1_73930.1	SMTH1_83040.1, SMTH1_83040.2, SMTH1_83040.3
OG0002160	SCUR1_60960.1	SMTH1_67840.1
OG0002161	SCUR1_45400.1, SCUR1_45400.2, SCUR1_45400.3, SCUR1_45400.4, SCUR1_45400.5	SMTH1_50440.1, SMTH1_95070.1, SMTH1_95070.2, SMTH1_95070.3, SMTH1_95070.4
OG0002162	SCUR1_26200.1	SMTH1_28960.1
OG0002162	SCUR1_26200.1	SMTH1_29030.1
OG0002163	SCUR1_38760.1, SCUR1_38760.2	SMTH1_42750.1, SMTH1_42750.2, SMTH1_42750.3, SMTH1_42750.4
OG0002164	SCUR1_58440.1	SMTH1_64970.1
OG0002165	SCUR1_28110.2, SCUR1_28110.4, SCUR1_28110.1, SCUR1_28110.3	SMTH1_31110.1
OG0002166	SCUR1_55800.6	SMTH1_61930.1
OG0002168	SCUR1_48280.1	SMTH1_53820.1
OG0002169	SCUR1_21510.1	SMTH1_23830.1
OG0002170	SCUR1_71330.1, SCUR1_71330.2, SCUR1_71330.3, SCUR1_71330.4, SCUR1_71330.5, SCUR1_71330.6	SMTH1_80230.1, SMTH1_80240.1
OG0002171	SCUR1_2550.1, SCUR1_2560.1	SMTH1_3130.1, SMTH1_3140.1, SMTH1_3150.1
OG0002172	SCUR1_30390.9, SCUR1_30390.2, SCUR1_30390.3, SCUR1_30390.4, SCUR1_30390.8, SCUR1_30390.1, SCUR1_30390.5, SCUR1_30390.6, SCUR1_30390.7	SMTH1_33760.1
OG0002173	SCUR1_64380.1, SCUR1_64380.2	SMTH1_71770.1
OG0002174	SCUR1_73390.1	SMTH1_82510.2, SMTH1_82510.1
OG0002175	SCUR1_74660.1, SCUR1_74660.2, SCUR1_74660.3, SCUR1_74660.6, SCUR1_74660.4, SCUR1_74660.5, SCUR1_74660.8, SCUR1_74660.9, SCUR1_74660.7	SMTH1_83740.1, SMTH1_83740.2
OG0002176	SCUR1_99070.1, SCUR1_99070.2, SCUR1_99070.3	SMTH1_88320.1
OG0002177	SCUR1_5580.1	SMTH1_6340.4, SMTH1_6340.3, SMTH1_6340.1, SMTH1_6340.2
OG0002178	SCUR1_76240.2, SCUR1_76240.3, SCUR1_76240.1, SCUR1_76240.4	SMTH1_85420.1, SMTH1_85420.2
OG0002179	SCUR1_10080.1	SMTH1_11470.1, SMTH1_11470.2
OG0002180	SCUR1_76220.1	SMTH1_85400.1, SMTH1_85400.2
OG0002181	SCUR1_56580.1	SMTH1_62720.3, SMTH1_62720.4, SMTH1_62720.1, SMTH1_62720.2
OG0002182	SCUR1_74100.1	SMTH1_83200.3, SMTH1_83200.1, SMTH1_83200.2
OG0002183	SCUR1_11520.3, SCUR1_11520.1, SCUR1_11520.2	SMTH1_12870.1, SMTH1_12870.2, SMTH1_12870.3
OG0002184	SCUR1_90300.1	SMTH1_101670.1
OG0002185	SCUR1_4850.1	SMTH1_5600.1, SMTH1_5600.2, SMTH1_5600.3
OG0002186	SCUR1_21470.1	SMTH1_21670.1, SMTH1_21660.1
OG0002187	SCUR1_15070.1	SMTH1_16710.1, SMTH1_16720.1
OG0002188	SCUR1_66870.1, SCUR1_66870.5, SCUR1_66870.4, SCUR1_66870.2, SCUR1_66870.3	SMTH1_74700.1
OG0002189	SCUR1_35630.1	SMTH1_39410.1
OG0002190	SCUR1_26770.8	SMTH1_29600.4
OG0002191	SCUR1_11610.1, SCUR1_11630.1	SMTH1_12980.4, SMTH1_12980.1, SMTH1_12980.3, SMTH1_12980.2, SMTH1_12960.1
OG0002192	SCUR1_45360.1, SCUR1_45350.1, SCUR1_45300.4, SCUR1_45300.1, SCUR1_45300.3, SCUR1_45300.2, SCUR1_45360.4, SCUR1_45360.2, SCUR1_45360.3, SCUR1_45360.5	SMTH1_50350.1
OG0002193	SCUR1_76400.1	SMTH1_85660.1
OG0002194	SCUR1_30490.1, SCUR1_30490.2	SMTH1_33870.1
OG0002195	SCUR1_53190.1, SCUR1_53190.2	SMTH1_59310.1, SMTH1_59310.2
OG0002196	SCUR1_100030.1, SCUR1_100030.2	SMTH1_75110.1, SMTH1_75110.2
OG0002197	SCUR1_58650.1	SMTH1_65200.2, SMTH1_65200.5
OG0002198	SCUR1_28480.3, SCUR1_28480.1, SCUR1_28480.5, SCUR1_28480.4, SCUR1_28480.2	SMTH1_31470.1, SMTH1_31470.2
OG0002199	SCUR1_69960.1, SCUR1_69950.1	SMTH1_78520.1, SMTH1_78520.2
OG0002201	SCUR1_50410.4, SCUR1_50410.3, SCUR1_50410.1, SCUR1_50410.2	SMTH1_56320.1
OG0002202	SCUR1_42420.1, SCUR1_42420.2, SCUR1_42420.3, SCUR1_42420.4, SCUR1_42420.5, SCUR1_42420.6, SCUR1_42420.7	SMTH1_47070.1, SMTH1_47070.2
OG0002203	SCUR1_76990.1	SMTH1_86320.3, SMTH1_86320.2, SMTH1_86320.1
OG0002204	SCUR1_25340.1, SCUR1_25340.2	SMTH1_28110.2
OG0002205	SCUR1_4350.1	SMTH1_5010.1
OG0002205	SCUR1_4350.1	SMTH1_5010.2
OG0002206	SCUR1_88000.4, SCUR1_88000.3, SCUR1_88000.2, SCUR1_88000.1	SMTH1_99040.1, SMTH1_99040.2
OG0002207	SCUR1_14730.1, SCUR1_14740.2, SCUR1_14740.1, SCUR1_14740.3	SMTH1_16380.1, SMTH1_16390.1
OG0002208	SCUR1_18150.1	SMTH1_20080.1
OG0002209	SCUR1_93370.3, SCUR1_93370.4, SCUR1_93370.1, SCUR1_93370.2	SMTH1_105160.1
OG0002210	SCUR1_19790.1, SCUR1_19790.2, SCUR1_19790.3, SCUR1_19790.4	SMTH1_23620.1, SMTH1_23620.2, SMTH1_23620.3
OG0002212	SCUR1_93840.1	SMTH1_105610.1
OG0002214	SCUR1_44480.1	SMTH1_49340.3, SMTH1_49340.4, SMTH1_49340.5, SMTH1_49340.6
OG0002214	SCUR1_44470.1	SMTH1_49340.1, SMTH1_49340.2
OG0002215	SCUR1_7280.1, SCUR1_7280.2	SMTH1_8430.1, SMTH1_8410.1, SMTH1_8420.1
OG0002216	SCUR1_31150.1, SCUR1_31150.2	SMTH1_34640.1, SMTH1_34630.1
OG0002217	SCUR1_3390.1	SMTH1_3970.1, SMTH1_3970.2, SMTH1_3970.3, SMTH1_3970.4, SMTH1_3970.5, SMTH1_3970.6
OG0002218	SCUR1_5600.1	SMTH1_6370.1
OG0002219	SCUR1_17520.1, SCUR1_17520.2, SCUR1_17520.3, SCUR1_17520.4	SMTH1_19410.1
OG0002220	SCUR1_960.1, SCUR1_960.4, SCUR1_960.2, SCUR1_960.3, SCUR1_960.5, SCUR1_960.6	SMTH1_1230.1
OG0002221	SCUR1_9470.1	SMTH1_10810.1
OG0002222	SCUR1_35020.4, SCUR1_35020.5, SCUR1_35020.6, SCUR1_35020.1, SCUR1_35020.2, SCUR1_35020.3	SMTH1_38660.1
OG0002223	SCUR1_19330.2, SCUR1_19330.1	SMTH1_21350.1
OG0002224	SCUR1_12430.1	SMTH1_13800.1
OG0002225	SCUR1_88660.1, SCUR1_88660.4, SCUR1_88660.5, SCUR1_88660.3, SCUR1_88660.2, SCUR1_88660.6	SMTH1_99780.1
OG0002226	SCUR1_26340.2, SCUR1_26340.1, SCUR1_26340.3	SMTH1_29150.1
OG0002227	SCUR1_43310.2, SCUR1_43310.3, SCUR1_43310.4, SCUR1_43310.1	SMTH1_48110.1, SMTH1_48120.1
OG0002228	SCUR1_42760.1	SMTH1_47480.1, SMTH1_47480.2, SMTH1_47480.3
OG0002229	SCUR1_14660.1	SMTH1_16270.1
OG0002230	SCUR1_65150.1	SMTH1_72710.1
OG0002231	SCUR1_62760.1	SMTH1_69950.1
OG0002232	SCUR1_75480.1	SMTH1_84600.1, SMTH1_84600.2, SMTH1_84600.3, SMTH1_84600.4
OG0002233	SCUR1_60260.2, SCUR1_60260.4, SCUR1_60260.1, SCUR1_60260.3	SMTH1_67160.3, SMTH1_67160.1, SMTH1_67160.2
OG0002234	SCUR1_53560.1	SMTH1_59670.1
OG0002234	SCUR1_53570.1	SMTH1_59680.1
OG0002235	SCUR1_18470.1	SMTH1_20400.2, SMTH1_20400.3, SMTH1_20400.1
OG0002236	SCUR1_67590.1, SCUR1_67590.2, SCUR1_67590.3	SMTH1_75680.1, SMTH1_75670.1
OG0002237	SCUR1_43700.1, SCUR1_43700.4, SCUR1_43700.3, SCUR1_43700.5, SCUR1_43700.2, SCUR1_43700.6	SMTH1_48560.1
OG0002238	SCUR1_20130.1	SMTH1_23270.1
OG0002239	SCUR1_94240.1	SMTH1_106140.1, SMTH1_106140.2
OG0002240	SCUR1_42080.2, SCUR1_42080.1, SCUR1_42080.3, SCUR1_42080.5, SCUR1_42080.4	SMTH1_46770.1
OG0002241	SCUR1_67420.1	SMTH1_75410.1, SMTH1_75410.2
OG0002242	SCUR1_42370.1	SMTH1_47010.1
OG0002243	SCUR1_29540.1	SMTH1_32770.1
OG0002244	SCUR1_24510.1, SCUR1_24510.2	SMTH1_27200.1
OG0002245	SCUR1_60080.1	SMTH1_66990.1
OG0002246	SCUR1_21700.1	SMTH1_24030.2, SMTH1_24030.1
OG0002247	SCUR1_25990.1, SCUR1_25990.2	SMTH1_28830.1, SMTH1_28830.2
OG0002248	SCUR1_52930.3, SCUR1_52930.4, SCUR1_52930.7, SCUR1_52930.6, SCUR1_52930.5, SCUR1_52930.1, SCUR1_52930.2	SMTH1_58990.1
OG0002249	SCUR1_54790.2, SCUR1_54790.1, SCUR1_54790.3	SMTH1_60920.1
OG0002250	SCUR1_40440.1	SMTH1_44910.2, SMTH1_44910.3, SMTH1_44910.4, SMTH1_44910.1
OG0002251	SCUR1_27200.1, SCUR1_27200.2, SCUR1_27200.3	SMTH1_30100.1
OG0002252	SCUR1_100540.1, SCUR1_100540.2, SCUR1_5130.1, SCUR1_5130.2	SMTH1_5870.1, SMTH1_5870.2
OG0002253	SCUR1_7330.1	SMTH1_8480.1
OG0002253	SCUR1_7330.1	SMTH1_8480.3
OG0002253	SCUR1_7330.2	SMTH1_8480.1
OG0002253	SCUR1_7330.2	SMTH1_8480.3
OG0002254	SCUR1_51520.1	SMTH1_57530.1
OG0002256	SCUR1_48220.1, SCUR1_48220.3, SCUR1_48220.2	SMTH1_53740.5, SMTH1_53740.1, SMTH1_53740.6, SMTH1_53740.4, SMTH1_53740.3, SMTH1_53740.2, SMTH1_53740.7
OG0002257	SCUR1_52410.1, SCUR1_52410.2	SMTH1_58440.2, SMTH1_58440.3, SMTH1_58440.1, SMTH1_58440.4, SMTH1_14250.1, SMTH1_21120.1, SMTH1_58440.5
OG0002258	SCUR1_52500.1, SCUR1_52500.2, SCUR1_52500.3	SMTH1_58540.1
OG0002259	SCUR1_28290.3, SCUR1_28290.4, SCUR1_28290.5, SCUR1_28290.1, SCUR1_28290.2	SMTH1_31250.1, SMTH1_31260.1
OG0002260	SCUR1_870.1	SMTH1_1140.6, SMTH1_1140.2, SMTH1_1140.5, SMTH1_1140.3, SMTH1_1140.4, SMTH1_1140.1
OG0002261	SCUR1_51260.2	SMTH1_57250.2
OG0002261	SCUR1_51260.1, SCUR1_51260.3	SMTH1_57250.1
OG0002262	SCUR1_17730.3, SCUR1_17730.5, SCUR1_17730.1, SCUR1_17730.7, SCUR1_17730.6, SCUR1_17730.2, SCUR1_17730.4	SMTH1_19660.1, SMTH1_19660.2, SMTH1_19660.3
OG0002263	SCUR1_66620.1, SCUR1_66620.2, SCUR1_66620.3	SMTH1_74450.1
OG0002264	SCUR1_43180.1, SCUR1_43180.2	SMTH1_47900.1, SMTH1_47910.1, SMTH1_47920.1, SMTH1_47930.1
OG0002265	SCUR1_40650.7, SCUR1_40650.5, SCUR1_40650.6, SCUR1_40650.1, SCUR1_40650.4, SCUR1_40650.3, SCUR1_40650.2, SCUR1_40650.8	SMTH1_45140.1, SMTH1_45130.1
OG0002266	SCUR1_93250.4	SMTH1_105020.1
OG0002266	SCUR1_93250.2, SCUR1_93250.3	SMTH1_105020.2, SMTH1_105020.3
OG0002267	SCUR1_13480.1	SMTH1_14950.1, SMTH1_14950.2
OG0002269	SCUR1_61740.1, SCUR1_61740.2	SMTH1_68730.1
OG0002270	SCUR1_87430.7, SCUR1_87430.8, SCUR1_87430.2, SCUR1_87430.4, SCUR1_87430.5, SCUR1_87430.6, SCUR1_87430.3, SCUR1_87430.1	SMTH1_98410.1
OG0002271	SCUR1_80800.1, SCUR1_80800.2, SCUR1_80800.3, SCUR1_80800.5, SCUR1_80800.6, SCUR1_80800.4, SCUR1_80800.7	SMTH1_90690.1, SMTH1_90690.2
OG0002272	SCUR1_25010.1	SMTH1_27710.1, SMTH1_27730.1, SMTH1_4830.1, SMTH1_27720.1
OG0002273	SCUR1_77400.1	SMTH1_86740.1, SMTH1_86740.2
OG0002274	SCUR1_46670.1, SCUR1_46670.2	SMTH1_51940.1, SMTH1_51960.1
OG0002275	SCUR1_83520.1, SCUR1_83520.2, SCUR1_83520.3, SCUR1_83520.4, SCUR1_83530.1	SMTH1_93610.2, SMTH1_93610.1
OG0002276	SCUR1_52450.2, SCUR1_52450.1, SCUR1_52450.3, SCUR1_52450.4	SMTH1_58490.1, SMTH1_58490.2, SMTH1_58490.3
OG0002277	SCUR1_51330.1	SMTH1_57340.1
OG0002278	SCUR1_90800.6, SCUR1_90800.1, SCUR1_90800.3, SCUR1_90800.4, SCUR1_90800.5, SCUR1_90800.2	SMTH1_102310.1, SMTH1_102300.1
OG0002279	SCUR1_80470.1	SMTH1_90150.1
OG0002279	SCUR1_85610.1	SMTH1_96300.1
OG0002280	SCUR1_58450.1	SMTH1_64980.1, SMTH1_64980.2, SMTH1_64980.3, SMTH1_64980.4, SMTH1_64980.5, SMTH1_64980.6, SMTH1_64980.7
OG0002282	SCUR1_9330.3, SCUR1_9330.2	SMTH1_10630.1
OG0002283	SCUR1_51460.3, SCUR1_51460.1, SCUR1_51460.2	SMTH1_57480.1
OG0002284	SCUR1_70080.1, SCUR1_70080.2, SCUR1_70080.3, SCUR1_70080.4, SCUR1_70080.5, SCUR1_70080.6	SMTH1_78660.1
OG0002285	SCUR1_8350.1	SMTH1_9570.1
OG0002286	SCUR1_66790.6	SMTH1_74640.3, SMTH1_74640.4, SMTH1_74640.6, SMTH1_74640.7, SMTH1_74640.8, SMTH1_74640.1, SMTH1_74640.2, SMTH1_74640.5
OG0002287	SCUR1_62350.3	SMTH1_69530.2
OG0002287	SCUR1_62350.2, SCUR1_62350.1	SMTH1_69530.1, SMTH1_69530.3
OG0002288	SCUR1_73450.2, SCUR1_73450.4, SCUR1_73450.1, SCUR1_73450.3	SMTH1_82560.1
OG0002289	SCUR1_33210.3, SCUR1_33210.4, SCUR1_33210.5, SCUR1_33210.6, SCUR1_33210.1, SCUR1_33210.2	SMTH1_36840.1
OG0002290	SCUR1_84360.3, SCUR1_84360.2, SCUR1_84360.1	SMTH1_94710.1, SMTH1_94720.1
OG0002291	SCUR1_66010.4, SCUR1_66010.3, SCUR1_66010.5, SCUR1_66010.2, SCUR1_66010.1	SMTH1_73670.1
OG0002292	SCUR1_74000.1	SMTH1_83090.2, SMTH1_83090.3, SMTH1_83090.4, SMTH1_83090.1, SMTH1_83090.5
OG0002293	SCUR1_59950.1	SMTH1_66850.3, SMTH1_66850.4, SMTH1_66850.5, SMTH1_66850.1, SMTH1_66850.2, SMTH1_66850.6
OG0002294	SCUR1_15010.1	SMTH1_16650.1
OG0002295	SCUR1_53340.4, SCUR1_53340.3, SCUR1_53340.1, SCUR1_53340.2	SMTH1_59460.1, SMTH1_59460.2
OG0002296	SCUR1_14250.1	SMTH1_15750.1, SMTH1_15760.1
OG0002297	SCUR1_29160.1, SCUR1_29160.2	SMTH1_32340.1
OG0002298	SCUR1_2610.1	SMTH1_3200.1
OG0002298	SCUR1_2610.2	SMTH1_3200.1
OG0002299	SCUR1_27160.1, SCUR1_27160.2, SCUR1_27160.3	SMTH1_30060.1
OG0002300	SCUR1_77430.1	SMTH1_86770.1
OG0002301	SCUR1_88790.1	SMTH1_99920.1
OG0002301	SCUR1_88780.1	SMTH1_99910.1
OG0002302	SCUR1_16040.1	SMTH1_17780.1
OG0002303	SCUR1_74020.1, SCUR1_74020.2, SCUR1_74020.5, SCUR1_74020.4	SMTH1_83110.1
OG0002304	SCUR1_67780.1	SMTH1_75900.1
OG0002305	SCUR1_34370.1	SMTH1_38010.1, SMTH1_38010.2, SMTH1_38010.3
OG0002306	SCUR1_65430.1, SCUR1_65430.3, SCUR1_65430.4, SCUR1_65430.2, SCUR1_65430.5	SMTH1_72980.1, SMTH1_72970.1
OG0002307	SCUR1_73460.4, SCUR1_73460.6, SCUR1_73460.1, SCUR1_73460.3, SCUR1_73460.5, SCUR1_73460.2	SMTH1_82570.1
OG0002308	SCUR1_51050.1, SCUR1_51050.2, SCUR1_51050.3, SCUR1_51050.4, SCUR1_51050.6, SCUR1_51050.7, SCUR1_51050.5	SMTH1_57020.1, SMTH1_57020.2, SMTH1_57020.3, SMTH1_57020.4
OG0002310	SCUR1_21830.1	SMTH1_24170.5, SMTH1_24170.1, SMTH1_24170.2, SMTH1_24170.3, SMTH1_24170.4
OG0002311	SCUR1_4950.1, SCUR1_4950.2, SCUR1_4950.3, SCUR1_4950.4, SCUR1_4950.5, SCUR1_4950.6	SMTH1_5700.1, SMTH1_5700.2
OG0002313	SCUR1_40540.1	SMTH1_45040.1, SMTH1_45040.2, SMTH1_45040.3
OG0002314	SCUR1_4140.1	SMTH1_4800.1, SMTH1_4800.2, SMTH1_4800.3, SMTH1_4800.4
OG0002316	SCUR1_70280.1	SMTH1_78920.1
OG0002317	SCUR1_47200.1	SMTH1_52540.1, SMTH1_52540.2
OG0002318	SCUR1_22900.1, SCUR1_22900.2	SMTH1_25520.1
OG0002319	SCUR1_18240.1	SMTH1_20190.1, SMTH1_20190.2, SMTH1_20190.3, SMTH1_20190.4
OG0002320	SCUR1_73120.1	SMTH1_82220.1, SMTH1_82220.3, SMTH1_82220.2, SMTH1_82220.5, SMTH1_82220.4, SMTH1_82220.6, SMTH1_82220.7
OG0002321	SCUR1_16840.1, SCUR1_16840.2, SCUR1_16840.3, SCUR1_16840.4	SMTH1_18610.1
OG0002322	SCUR1_20330.1, SCUR1_20330.2, SCUR1_20330.3	SMTH1_23060.1
OG0002323	SCUR1_63060.1	SMTH1_70280.1
OG0002324	SCUR1_12510.1	SMTH1_13920.1, SMTH1_13920.2
OG0002325	SCUR1_13860.3, SCUR1_13860.2, SCUR1_13860.1, SCUR1_13860.4	SMTH1_15390.1
OG0002326	SCUR1_88120.1, SCUR1_88120.2	SMTH1_99180.1
OG0002327	SCUR1_77460.1, SCUR1_77460.2	SMTH1_86810.1, SMTH1_86810.4, SMTH1_86810.3, SMTH1_86810.2
OG0002328	SCUR1_7410.1, SCUR1_7410.2, SCUR1_7410.3	SMTH1_8560.1, SMTH1_8570.1
OG0002329	SCUR1_1740.1	SMTH1_2350.1, SMTH1_2350.2
OG0002330	SCUR1_5920.1	SMTH1_6800.1
OG0002331	SCUR1_5590.1	SMTH1_6350.1
OG0002332	SCUR1_12760.2	SMTH1_14170.2, SMTH1_14170.3
OG0002332	SCUR1_12760.1	SMTH1_14170.1
OG0002333	SCUR1_53380.1, SCUR1_53380.2	SMTH1_59500.1, SMTH1_59500.2
OG0002334	SCUR1_8800.1, SCUR1_8800.2	SMTH1_10070.1, SMTH1_10070.2, SMTH1_10070.3
OG0002335	SCUR1_16930.1, SCUR1_16930.3, SCUR1_16930.2	SMTH1_18710.1
OG0002336	SCUR1_56720.1, SCUR1_56720.2, SCUR1_56720.4, SCUR1_56720.5	SMTH1_62860.1
OG0002337	SCUR1_94920.1, SCUR1_94920.3, SCUR1_94920.2, SCUR1_94920.4	SMTH1_107010.2, SMTH1_107010.1
OG0002338	SCUR1_9450.1	SMTH1_10790.1
OG0002339	SCUR1_97440.1, SCUR1_88830.1	SMTH1_99980.1, SMTH1_99980.2, SMTH1_99980.3, SMTH1_99980.4
OG0002340	SCUR1_2640.1	SMTH1_3260.1
OG0002341	SCUR1_87520.1, SCUR1_87530.1	SMTH1_98500.1
OG0002342	SCUR1_3510.4, SCUR1_3510.1, SCUR1_3510.2, SCUR1_3510.8, SCUR1_3510.6, SCUR1_3510.7, SCUR1_3510.3, SCUR1_3510.5, SCUR1_3510.9	SMTH1_4100.1
OG0002344	SCUR1_60190.1, SCUR1_60190.3, SCUR1_60190.2	SMTH1_67090.1
OG0002345	SCUR1_86250.1	SMTH1_97110.1, SMTH1_97100.1
OG0002346	SCUR1_25300.1, SCUR1_25300.2	SMTH1_28070.1, SMTH1_28070.2
OG0002347	SCUR1_20800.1	SMTH1_22540.1, SMTH1_22540.2, SMTH1_22550.1
OG0002348	SCUR1_36290.1, SCUR1_36290.10, SCUR1_36290.2, SCUR1_36290.3, SCUR1_36290.4, SCUR1_36290.5, SCUR1_36290.6, SCUR1_36290.7, SCUR1_36290.8, SCUR1_36290.9, SCUR1_36290.11	SMTH1_40020.1
OG0002349	SCUR1_87520.4, SCUR1_87520.5, SCUR1_87590.1, SCUR1_87520.6	SMTH1_98560.1
OG0002350	SCUR1_36690.1, SCUR1_36690.3, SCUR1_36690.4, SCUR1_36690.2	SMTH1_40430.1
OG0002351	SCUR1_50990.1, SCUR1_50990.3, SCUR1_50990.4, SCUR1_50990.2	SMTH1_56960.1, SMTH1_56960.2
OG0002352	SCUR1_87110.1, SCUR1_87110.2	SMTH1_98050.1, SMTH1_98050.2
OG0002353	SCUR1_74480.1, SCUR1_74480.4, SCUR1_74480.8, SCUR1_74480.10, SCUR1_74480.3, SCUR1_74480.6, SCUR1_74480.2, SCUR1_74480.5, SCUR1_74480.7, SCUR1_74480.9	SMTH1_83560.1, SMTH1_83560.2
OG0002354	SCUR1_8160.1	SMTH1_9360.1
OG0002355	SCUR1_72700.1, SCUR1_72700.2, SCUR1_72700.3	SMTH1_81770.3, SMTH1_81770.1, SMTH1_81770.2, SMTH1_81770.4
OG0002356	SCUR1_65230.1, SCUR1_65230.2, SCUR1_65230.3, SCUR1_65230.4	SMTH1_72790.1
OG0002357	SCUR1_27870.1	SMTH1_30820.1
OG0002357	SCUR1_27860.1	SMTH1_30810.1, SMTH1_30810.2
OG0002358	SCUR1_17580.1	SMTH1_19490.1
OG0002359	SCUR1_14300.1, SCUR1_14300.2, SCUR1_14300.4, SCUR1_14300.3, SCUR1_14300.5	SMTH1_15850.1
OG0002360	SCUR1_75690.3, SCUR1_75690.2, SCUR1_75690.1	SMTH1_84870.2, SMTH1_84870.1, SMTH1_84870.3, SMTH1_84870.4, SMTH1_84870.5
OG0002361	SCUR1_83810.2, SCUR1_83810.1, SCUR1_83810.3, SCUR1_83810.4	SMTH1_94050.2, SMTH1_94050.1, SMTH1_94050.3, SMTH1_94050.4
OG0002362	SCUR1_64940.3, SCUR1_64940.4, SCUR1_64940.2, SCUR1_64940.1	SMTH1_72490.1, SMTH1_72500.1
OG0002363	SCUR1_68100.1	SMTH1_76240.1
OG0002364	SCUR1_43260.1, SCUR1_43260.2, SCUR1_43260.3, SCUR1_43260.4, SCUR1_43260.5	SMTH1_48050.1
OG0002365	SCUR1_4590.1	SMTH1_5270.1, SMTH1_5270.4, SMTH1_5270.2
OG0002370	SCUR1_48090.1	SMTH1_53540.1
OG0002370	SCUR1_46560.1, SCUR1_46560.2	SMTH1_51830.1
OG0002371	SCUR1_1630.5, SCUR1_1630.1, SCUR1_1630.2, SCUR1_1630.6, SCUR1_1630.3, SCUR1_1630.4, SCUR1_1630.7	SMTH1_2100.1
OG0002372	SCUR1_63470.1	SMTH1_70730.2, SMTH1_70730.1, SMTH1_70730.4, SMTH1_70730.3
OG0002374	SCUR1_5620.1	SMTH1_6390.1, SMTH1_6390.2
OG0002375	SCUR1_94050.1, SCUR1_94050.2, SCUR1_94050.3	SMTH1_105890.1
OG0002376	SCUR1_71650.1, SCUR1_71650.3	SMTH1_80600.1
OG0002377	SCUR1_99460.1, SCUR1_99430.1	SMTH1_33000.1
OG0002378	SCUR1_40100.1, SCUR1_40100.2	SMTH1_44450.1
OG0002379	SCUR1_42970.1	SMTH1_47670.1
OG0002380	SCUR1_21480.1, SCUR1_120.1, SCUR1_120.2	SMTH1_23780.1
OG0002381	SCUR1_53650.1	SMTH1_59760.1
OG0002382	SCUR1_9820.1	SMTH1_11170.1, SMTH1_11170.2, SMTH1_11170.3, SMTH1_11170.5, SMTH1_11170.4, SMTH1_11170.6
OG0002383	SCUR1_52250.1	SMTH1_58280.1, SMTH1_58260.1
OG0002384	SCUR1_80120.1, SCUR1_80120.2, SCUR1_80120.3	SMTH1_89780.1, SMTH1_89780.2, SMTH1_89780.3
OG0002385	SCUR1_28900.1, SCUR1_28900.2, SCUR1_28900.3, SCUR1_28900.4	SMTH1_31950.1
OG0002386	SCUR1_33220.1	SMTH1_36850.1, SMTH1_36870.1
OG0002387	SCUR1_76660.4, SCUR1_76660.5, SCUR1_76660.1, SCUR1_76660.6, SCUR1_76660.2, SCUR1_76660.3	SMTH1_85950.1, SMTH1_85950.2
OG0002388	SCUR1_10770.1	SMTH1_12100.1
OG0002389	SCUR1_87250.1	SMTH1_98190.1
OG0002390	SCUR1_16470.3, SCUR1_16470.4, SCUR1_16470.2, SCUR1_16470.1	SMTH1_18250.1, SMTH1_18240.1
