Orthogroup	fasciola_gigantica	fasciola_hepatica
OG0003301	FGIG_11783	FhHiC23_g14704.t1, FhHiC23_g14705.t2, FhHiC23_g14705.t1
OG0003302	FGIG_11908	FhHiC23_g12995.t1
OG0003303	FGIG_12001	FhHiC23_g98.t1, FhHiC23_g100.t1, FhHiC23_g100.t2
OG0003304	FGIG_12346	FhHiC23_g10738.t1, FhHiC23_g10738.t2
OG0003305	FGIG_12365	FhHiC23_g3030.t1
OG0003306	FGIG_12477	FhHiC23_g2064.t1, FhHiC23_g2064.t2
OG0003307	FGIG_12638	FhHiC23_g9989.t1
OG0003326	FGIG_00027	FhHiC23_g8112.t1
OG0003327	FGIG_00066	FhHiC23_g3141.t1
OG0003328	FGIG_00138	FhHiC23_g10097.t1
OG0003328	FGIG_11210	FhHiC23_g3297.t1, FhHiC23_g3297.t2, FhHiC23_g10096.t1
OG0003329	FGIG_00157	FhHiC23_g9185.t1, FhHiC23_g9185.t2
OG0003330	FGIG_00309	FhHiC23_g1838.t1
OG0003331	FGIG_00333	FhHiC23_g13446.t2, FhHiC23_g13446.t1, FhHiC23_g13445.t1
OG0003332	FGIG_00348, FGIG_00349	FhHiC23_g5818.t1
OG0003333	FGIG_00370	FhHiC23_g11074.t1
OG0003334	FGIG_00412	FhHiC23_g5233.t1, FhHiC23_g5233.t2
OG0003335	FGIG_00467	FhHiC23_g7563.t1
OG0003336	FGIG_00550	FhHiC23_g7853.t1
OG0003337	FGIG_00566	FhHiC23_g2594.t1
OG0003338	FGIG_00567	FhHiC23_g10922.t1, FhHiC23_g10922.t2
OG0003339	FGIG_00577	FhHiC23_g12575.t1, FhHiC23_g12573.t1, FhHiC23_g12573.t2
OG0003340	FGIG_11568, FGIG_00580	FhHiC23_g4728.t1
OG0003341	FGIG_00605, FGIG_05908, FGIG_05907	FhHiC23_g8399.t1
OG0003342	FGIG_00621	FhHiC23_g15580.t1
OG0003343	FGIG_00652	FhHiC23_g2245.t1
OG0003344	FGIG_00691	FhHiC23_g9261.t1
OG0003345	FGIG_00706	FhHiC23_g16606.t1
OG0003346	FGIG_00761	FhHiC23_g9039.t1, FhHiC23_g9039.t2
OG0003347	FGIG_11412	FhHiC23_g14564.t1, FhHiC23_g14564.t2
OG0003348	FGIG_00824	FhHiC23_g1814.t1
OG0003349	FGIG_00956	FhHiC23_g6019.t1
OG0003350	FGIG_01005	FhHiC23_g14671.t1
OG0003351	FGIG_01029	FhHiC23_g2747.t1
OG0003352	FGIG_01055	FhHiC23_g3800.t1
OG0003353	FGIG_08293	FhHiC23_g9096.t4, FhHiC23_g9096.t1, FhHiC23_g9096.t2
OG0003353	FGIG_01107	FhHiC23_g9096.t3
OG0003354	FGIG_01213	FhHiC23_g9715.t1
OG0003355	FGIG_05751	FhHiC23_g8205.t1
OG0003356	FGIG_01274	FhHiC23_g11457.t1
OG0003357	FGIG_01285, FGIG_01286	FhHiC23_g14741.t1, FhHiC23_g14741.t2, FhHiC23_g14741.t3
OG0003358	FGIG_01317	FhHiC23_g15951.t1
OG0003358	FGIG_12690	FhHiC23_g15951.t2
OG0003359	FGIG_01325	FhHiC23_g7881.t2, FhHiC23_g7881.t1
OG0003359	FGIG_01326	FhHiC23_g7880.t1
OG0003360	FGIG_01347	FhHiC23_g4919.t1, FhHiC23_g4920.t1
OG0003361	FGIG_01419	FhHiC23_g11316.t1
OG0003362	FGIG_01463	FhHiC23_g2653.t1, FhHiC23_g2653.t2
OG0003363	FGIG_01536	FhHiC23_g5710.t1
OG0003363	FGIG_01537	FhHiC23_g5713.t1
OG0003364	FGIG_01642	FhHiC23_g3910.t1, FhHiC23_g3910.t2
OG0003365	FGIG_01696	FhHiC23_g15552.t1
OG0003366	FGIG_01727	FhHiC23_g7666.t1
OG0003367	FGIG_01780	FhHiC23_g1897.t1
OG0003368	FGIG_01783	FhHiC23_g5783.t1
OG0003369	FGIG_01830	FhHiC23_g8134.t1, FhHiC23_g8134.t2
OG0003370	FGIG_01957	FhHiC23_g5871.t1
OG0003371	FGIG_02019	FhHiC23_g2015.t2, FhHiC23_g2015.t1, FhHiC23_g2015.t4, FhHiC23_g2015.t3
OG0003372	FGIG_02026	FhHiC23_g9214.t1
OG0003373	FGIG_02213	FhHiC23_g15014.t1
OG0003374	FGIG_10992, FGIG_02215	FhHiC23_g10071.t1, FhHiC23_g10071.t2
OG0003375	FGIG_02328	FhHiC23_g3081.t1
OG0003376	FGIG_02356	FhHiC23_g715.t1, FhHiC23_g715.t2, FhHiC23_g715.t3
OG0003377	FGIG_02440	FhHiC23_g3575.t2
OG0003377	FGIG_08574	FhHiC23_g3575.t1
OG0003378	FGIG_05882	FhHiC23_g3456.t2, FhHiC23_g3456.t1
OG0003378	FGIG_02455	FhHiC23_g3466.t1
OG0003379	FGIG_02476	FhHiC23_g8115.t1
OG0003380	FGIG_02530	FhHiC23_g1412.t1, FhHiC23_g1412.t2
OG0003381	FGIG_08975	FhHiC23_g13912.t1
OG0003381	FGIG_06170, FGIG_02604	FhHiC23_g325.t1
OG0003382	FGIG_02624	FhHiC23_g1360.t1, FhHiC23_g1360.t2
OG0003383	FGIG_02627	FhHiC23_g13615.t1
OG0003384	FGIG_02644	FhHiC23_g5987.t1
OG0003385	FGIG_02658	FhHiC23_g16302.t2, FhHiC23_g16302.t1
OG0003386	FGIG_02736	FhHiC23_g15425.t1
OG0003387	FGIG_02791	FhHiC23_g15533.t1
OG0003388	FGIG_02832	FhHiC23_g9145.t1, FhHiC23_g9146.t1
OG0003389	FGIG_02845	FhHiC23_g1214.t1
OG0003390	FGIG_02967, FGIG_06462, FGIG_11310	FhHiC23_g5839.t1
OG0003390	FGIG_02968	FhHiC23_g7361.t1
OG0003391	FGIG_02989	FhHiC23_g2984.t1
OG0003392	FGIG_03019	FhHiC23_g1254.t1
OG0003393	FGIG_03104	FhHiC23_g4666.t1, FhHiC23_g4666.t2
OG0003394	FGIG_03228, FGIG_10570	FhHiC23_g13892.t1
OG0003395	FGIG_03232	FhHiC23_g1610.t1
OG0003396	FGIG_03268	FhHiC23_g14521.t1
OG0003397	FGIG_11253, FGIG_03277	FhHiC23_g15501.t1
OG0003398	FGIG_03315	FhHiC23_g13371.t1, FhHiC23_g13371.t2
OG0003399	FGIG_03351	FhHiC23_g5032.t2, FhHiC23_g5032.t1
OG0003400	FGIG_03383	FhHiC23_g907.t3, FhHiC23_g907.t1
OG0003401	FGIG_06798	FhHiC23_g5828.t1, FhHiC23_g5828.t2
OG0003401	FGIG_03563	FhHiC23_g5829.t1
OG0003402	FGIG_03727	FhHiC23_g15775.t1, FhHiC23_g15775.t2
OG0003403	FGIG_03770	FhHiC23_g3196.t1, FhHiC23_g3196.t2, FhHiC23_g3197.t2, FhHiC23_g3197.t1
OG0003404	FGIG_03912	FhHiC23_g3039.t1
OG0003405	FGIG_09971	FhHiC23_g1919.t1
OG0003405	FGIG_03953	FhHiC23_g2019.t1, FhHiC23_g2019.t2
OG0003406	FGIG_03955	FhHiC23_g10997.t1
OG0003407	FGIG_04038	FhHiC23_g3577.t1
OG0003408	FGIG_04180	FhHiC23_g9592.t1
OG0003409	FGIG_04283	FhHiC23_g11909.t1
OG0003410	FGIG_04321	FhHiC23_g7070.t1
OG0003411	FGIG_04428	FhHiC23_g6068.t2, FhHiC23_g6068.t1
OG0003412	FGIG_04567	FhHiC23_g12447.t1, FhHiC23_g12448.t1
OG0003413	FGIG_04605	FhHiC23_g13366.t1
OG0003414	FGIG_04641	FhHiC23_g5682.t1
OG0003415	FGIG_05494	FhHiC23_g3170.t2
OG0003415	FGIG_04667	FhHiC23_g3170.t1
OG0003416	FGIG_04682	FhHiC23_g6755.t1
OG0003417	FGIG_04700	FhHiC23_g1656.t1
OG0003419	FGIG_04950	FhHiC23_g2689.t1, FhHiC23_g2689.t2
OG0003420	FGIG_04953	FhHiC23_g14164.t1
OG0003421	FGIG_05044	FhHiC23_g16240.t1, FhHiC23_g6582.t1
OG0003422	FGIG_05101	FhHiC23_g629.t3, FhHiC23_g629.t4
OG0003422	FGIG_11462	FhHiC23_g629.t2, FhHiC23_g629.t1
OG0003423	FGIG_05139, FGIG_05140	FhHiC23_g12041.t2, FhHiC23_g12041.t1
OG0003424	FGIG_05199, FGIG_06598, FGIG_05198	FhHiC23_g16326.t1
OG0003425	FGIG_05221	FhHiC23_g4077.t1
OG0003426	FGIG_05233	FhHiC23_g7430.t1, FhHiC23_g7429.t1
OG0003427	FGIG_05263	FhHiC23_g14662.t1, FhHiC23_g14662.t2
OG0003428	FGIG_05322	FhHiC23_g4105.t1
OG0003429	FGIG_05378	FhHiC23_g1095.t1, FhHiC23_g1095.t2
OG0003430	FGIG_05381	FhHiC23_g1099.t1
OG0003431	FGIG_05479	FhHiC23_g15335.t1
OG0003432	FGIG_05497	FhHiC23_g399.t1
OG0003433	FGIG_05557	FhHiC23_g12489.t1
OG0003434	FGIG_05575, FGIG_05573	FhHiC23_g6833.t1
OG0003435	FGIG_05623	FhHiC23_g14861.t1
OG0003436	FGIG_05658	FhHiC23_g3189.t2
OG0003436	FGIG_05657	FhHiC23_g3189.t1
OG0003437	FGIG_05713	FhHiC23_g3082.t1
OG0003438	FGIG_05722	FhHiC23_g6374.t1
OG0003439	FGIG_05729	FhHiC23_g14987.t1
OG0003440	FGIG_05741	FhHiC23_g15220.t1
OG0003441	FGIG_08834	FhHiC23_g9481.t1
OG0003441	FGIG_05805	FhHiC23_g10036.t1
OG0003442	FGIG_05841	FhHiC23_g8035.t1, FhHiC23_g1587.t1, FhHiC23_g1587.t2, FhHiC23_g1587.t3
OG0003443	FGIG_05859	FhHiC23_g6800.t1
OG0003444	FGIG_05870	FhHiC23_g12587.t1, FhHiC23_g12588.t1
OG0003445	FGIG_05949	FhHiC23_g14226.t1, FhHiC23_g14226.t2
OG0003446	FGIG_05978	FhHiC23_g5765.t1, FhHiC23_g5765.t2
OG0003447	FGIG_06010	FhHiC23_g12909.t1, FhHiC23_g12909.t2
OG0003448	FGIG_06070	FhHiC23_g180.t1
OG0003449	FGIG_06071	FhHiC23_g181.t1
OG0003450	FGIG_06121	FhHiC23_g7257.t1
OG0003451	FGIG_06150	FhHiC23_g3974.t1, FhHiC23_g3974.t3, FhHiC23_g3974.t2
OG0003452	FGIG_06174	FhHiC23_g11703.t1, FhHiC23_g11703.t2
OG0003453	FGIG_06213	FhHiC23_g6212.t2, FhHiC23_g6212.t1, FhHiC23_g6212.t3
OG0003454	FGIG_07233	FhHiC23_g5734.t2
OG0003454	FGIG_06256	FhHiC23_g5734.t1
OG0003455	FGIG_06283	FhHiC23_g8498.t1
OG0003456	FGIG_06307	FhHiC23_g12933.t1
OG0003457	FGIG_06344	FhHiC23_g14060.t1
OG0003458	FGIG_06349	FhHiC23_g5901.t1
OG0003459	FGIG_12029, FGIG_06414	FhHiC23_g12965.t1
OG0003460	FGIG_06432	FhHiC23_g14869.t1, FhHiC23_g14869.t2
OG0003461	FGIG_06491	FhHiC23_g3913.t1
OG0003462	FGIG_06516	FhHiC23_g5671.t1, FhHiC23_g5671.t2
OG0003463	FGIG_06582	FhHiC23_g3885.t1, FhHiC23_g3885.t2, FhHiC23_g3885.t3
OG0003464	FGIG_06669, FGIG_10395	FhHiC23_g3469.t1, FhHiC23_g3469.t2
OG0003465	FGIG_06693	FhHiC23_g7798.t1
OG0003466	FGIG_06768	FhHiC23_g11094.t1
OG0003467	FGIG_06773	FhHiC23_g2691.t1
OG0003468	FGIG_06775	FhHiC23_g8277.t1
OG0003469	FGIG_06789, FGIG_12033	FhHiC23_g201.t1
OG0003470	FGIG_06855, FGIG_07604	FhHiC23_g785.t1
OG0003471	FGIG_06877	FhHiC23_g1184.t1, FhHiC23_g1184.t2
OG0003472	FGIG_06945	FhHiC23_g13198.t1
OG0003473	FGIG_07054, FGIG_07055	FhHiC23_g2912.t3, FhHiC23_g2912.t4
OG0003473	FGIG_07056	FhHiC23_g2912.t1, FhHiC23_g2912.t2
OG0003474	FGIG_07164	FhHiC23_g361.t1
OG0003475	FGIG_08007	FhHiC23_g5061.t1
OG0003475	FGIG_07166	FhHiC23_g5067.t1
OG0003476	FGIG_07337, FGIG_07336, FGIG_07338	FhHiC23_g14574.t1
OG0003477	FGIG_07412	FhHiC23_g16404.t2, FhHiC23_g16404.t3, FhHiC23_g16404.t1
OG0003478	FGIG_07434	FhHiC23_g12628.t1
OG0003479	FGIG_07482	FhHiC23_g9469.t3, FhHiC23_g9469.t2, FhHiC23_g9469.t1
OG0003480	FGIG_12064, FGIG_07490	FhHiC23_g8174.t1
OG0003481	FGIG_07505	FhHiC23_g7920.t1, FhHiC23_g16236.t1, FhHiC23_g16237.t1
OG0003482	FGIG_07511	FhHiC23_g16064.t1
OG0003483	FGIG_07526	FhHiC23_g6508.t1
OG0003484	FGIG_12673, FGIG_07557	FhHiC23_g13210.t1
OG0003485	FGIG_07575	FhHiC23_g4071.t1
OG0003486	FGIG_07576	FhHiC23_g4072.t1
OG0003487	FGIG_07648	FhHiC23_g2355.t1
OG0003488	FGIG_07953	FhHiC23_g12136.t1, FhHiC23_g12136.t2, FhHiC23_g12133.t1, FhHiC23_g12133.t2
OG0003489	FGIG_08029	FhHiC23_g3429.t1
OG0003489	FGIG_08030	FhHiC23_g3428.t1
OG0003490	FGIG_08068	FhHiC23_g13645.t1
OG0003491	FGIG_08112, FGIG_12117	FhHiC23_g6569.t1
OG0003492	FGIG_08145	FhHiC23_g7320.t1
OG0003493	FGIG_08216	FhHiC23_g16269.t2, FhHiC23_g16269.t1
OG0003494	FGIG_08362	FhHiC23_g9930.t1, FhHiC23_g9930.t2
OG0003495	FGIG_10021, FGIG_10022, FGIG_08396	FhHiC23_g13596.t1
OG0003496	FGIG_08431	FhHiC23_g6505.t2, FhHiC23_g6505.t1, FhHiC23_g6602.t1
OG0003497	FGIG_08580	FhHiC23_g2425.t1, FhHiC23_g2425.t2
OG0003498	FGIG_08643	FhHiC23_g1737.t1
OG0003499	FGIG_08680, FGIG_09723	FhHiC23_g7332.t2, FhHiC23_g7332.t3, FhHiC23_g7332.t1
OG0003500	FGIG_09031	FhHiC23_g7396.t1
OG0003501	FGIG_09062	FhHiC23_g3275.t2, FhHiC23_g3275.t1
OG0003502	FGIG_09063	FhHiC23_g16267.t1
OG0003503	FGIG_09082	FhHiC23_g12713.t1, FhHiC23_g12713.t2
OG0003504	FGIG_09166	FhHiC23_g5661.t1
OG0003505	FGIG_09275	FhHiC23_g90.t1
OG0003506	FGIG_09306	FhHiC23_g12930.t1
OG0003507	FGIG_09412	FhHiC23_g12669.t1
OG0003508	FGIG_09438	FhHiC23_g6868.t1
OG0003509	FGIG_09546, FGIG_09545	FhHiC23_g14145.t1
OG0003510	FGIG_09594	FhHiC23_g13856.t1, FhHiC23_g13686.t1
OG0003511	FGIG_09712	FhHiC23_g8142.t2, FhHiC23_g8142.t1
OG0003512	FGIG_09721	FhHiC23_g3834.t1
OG0003513	FGIG_09801	FhHiC23_g3091.t1, FhHiC23_g3091.t2, FhHiC23_g3091.t3
OG0003514	FGIG_09807	FhHiC23_g5697.t1, FhHiC23_g5697.t2
OG0003515	FGIG_09892	FhHiC23_g15675.t1, FhHiC23_g15684.t1
OG0003516	FGIG_09916	FhHiC23_g37.t1
OG0003517	FGIG_10167	FhHiC23_g9198.t1, FhHiC23_g9198.t2
OG0003518	FGIG_10174	FhHiC23_g16345.t1
OG0003519	FGIG_10419	FhHiC23_g6817.t1
OG0003520	FGIG_10467	FhHiC23_g8159.t1
OG0003521	FGIG_12051, FGIG_10478	FhHiC23_g12090.t1
OG0003522	FGIG_10541	FhHiC23_g1674.t1
OG0003523	FGIG_10550	FhHiC23_g1745.t1
OG0003524	FGIG_10704	FhHiC23_g7552.t2, FhHiC23_g7552.t1
OG0003525	FGIG_11007, FGIG_10781	FhHiC23_g12944.t1
OG0003526	FGIG_10791	FhHiC23_g6354.t2, FhHiC23_g6354.t1
OG0003527	FGIG_10811	FhHiC23_g2525.t1, FhHiC23_g2525.t2
OG0003528	FGIG_10880	FhHiC23_g12491.t1, FhHiC23_g12723.t2, FhHiC23_g12723.t1, FhHiC23_g12203.t1, FhHiC23_g16515.t1
OG0003529	FGIG_10912	FhHiC23_g13907.t2, FhHiC23_g13907.t1
OG0003530	FGIG_10914	FhHiC23_g7804.t1
OG0003531	FGIG_10989	FhHiC23_g12389.t1
OG0003532	FGIG_11060	FhHiC23_g13658.t2, FhHiC23_g13658.t1
OG0003533	FGIG_11092	FhHiC23_g542.t1, FhHiC23_g542.t2
OG0003534	FGIG_11538	FhHiC23_g4392.t1
OG0003534	FGIG_11202, FGIG_12694	FhHiC23_g4392.t2
OG0003535	FGIG_11666	FhHiC23_g9402.t1
OG0003536	FGIG_11774	FhHiC23_g6908.t2, FhHiC23_g6908.t1
OG0003537	FGIG_11863	FhHiC23_g8472.t3, FhHiC23_g8472.t1, FhHiC23_g8472.t2
OG0003538	FGIG_11871	FhHiC23_g15629.t1
OG0003539	FGIG_11917	FhHiC23_g3144.t1, FhHiC23_g3145.t1
OG0003540	FGIG_12074	FhHiC23_g13504.t1, FhHiC23_g13504.t2
OG0003541	FGIG_12159	FhHiC23_g16826.t1, FhHiC23_g16826.t2
OG0003542	FGIG_12196	FhHiC23_g8438.t1
OG0003543	FGIG_12417	FhHiC23_g1923.t1, FhHiC23_g1924.t1
OG0003544	FGIG_12447	FhHiC23_g486.t1
OG0003545	FGIG_12639	FhHiC23_g11795.t1
OG0003577	FGIG_05691, FGIG_05690, FGIG_00043	FhHiC23_g14809.t2, FhHiC23_g14809.t1, FhHiC23_g14809.t3
OG0003578	FGIG_00080	FhHiC23_g9390.t1
OG0003579	FGIG_00148	FhHiC23_g14411.t1, FhHiC23_g14410.t1
OG0003580	FGIG_00273	FhHiC23_g11768.t1
OG0003581	FGIG_00360	FhHiC23_g4837.t2, FhHiC23_g4837.t1, FhHiC23_g4837.t3
OG0003582	FGIG_00366	FhHiC23_g8386.t1, FhHiC23_g8388.t1
OG0003583	FGIG_00376	FhHiC23_g13274.t1
OG0003584	FGIG_00469	FhHiC23_g7561.t1
OG0003585	FGIG_00518	FhHiC23_g4051.t1
OG0003586	FGIG_00534	FhHiC23_g14051.t1
OG0003587	FGIG_00586	FhHiC23_g11480.t2, FhHiC23_g11480.t1
OG0003588	FGIG_00743	FhHiC23_g11722.t1
OG0003589	FGIG_00813	FhHiC23_g3204.t1, FhHiC23_g3205.t1
OG0003590	FGIG_12402	FhHiC23_g12301.t1
OG0003590	FGIG_00895	FhHiC23_g12301.t2
OG0003591	FGIG_00905	FhHiC23_g6986.t1
OG0003592	FGIG_00927	FhHiC23_g2464.t1, FhHiC23_g2464.t2
OG0003593	FGIG_00974	FhHiC23_g5817.t1, FhHiC23_g5817.t2
OG0003594	FGIG_00996	FhHiC23_g15075.t1
OG0003595	FGIG_01053	FhHiC23_g3799.t2, FhHiC23_g3799.t1, FhHiC23_g8001.t1
OG0003596	FGIG_01069	FhHiC23_g523.t1, FhHiC23_g523.t2
OG0003597	FGIG_01078	FhHiC23_g2322.t1
OG0003598	FGIG_01092	FhHiC23_g5777.t1, FhHiC23_g5777.t2
OG0003599	FGIG_01106	FhHiC23_g10643.t1, FhHiC23_g10643.t2
OG0003600	FGIG_01135	FhHiC23_g12565.t1
OG0003601	FGIG_01211	FhHiC23_g9713.t1
OG0003602	FGIG_01316	FhHiC23_g7579.t1
OG0003603	FGIG_01389	FhHiC23_g2283.t1
OG0003604	FGIG_01421	FhHiC23_g12486.t1
OG0003605	FGIG_01482	FhHiC23_g11683.t1, FhHiC23_g11683.t2
OG0003606	FGIG_01532	FhHiC23_g5553.t1
OG0003607	FGIG_01612	FhHiC23_g15477.t1, FhHiC23_g15479.t1
OG0003608	FGIG_01683	FhHiC23_g6344.t1
OG0003609	FGIG_01810	FhHiC23_g5772.t1
OG0003610	FGIG_01872	FhHiC23_g15972.t1
OG0003611	FGIG_01911	FhHiC23_g1399.t1
OG0003612	FGIG_01920, FGIG_01921, FGIG_01922	FhHiC23_g7366.t1
OG0003613	FGIG_01939	FhHiC23_g7875.t1
OG0003614	FGIG_01971, FGIG_01972	FhHiC23_g8173.t1
OG0003615	FGIG_01976	FhHiC23_g5727.t1, FhHiC23_g5653.t1, FhHiC23_g5653.t2
OG0003616	FGIG_02007, FGIG_02006	FhHiC23_g10961.t1, FhHiC23_g10961.t2
OG0003617	FGIG_02047	FhHiC23_g8528.t1
OG0003618	FGIG_02055	FhHiC23_g9752.t1
OG0003619	FGIG_02061	FhHiC23_g13105.t1
OG0003620	FGIG_02101	FhHiC23_g2225.t1
OG0003620	FGIG_08873	FhHiC23_g3316.t1
OG0003621	FGIG_02103	FhHiC23_g2223.t1, FhHiC23_g2223.t2
OG0003622	FGIG_02151	FhHiC23_g4004.t1
OG0003622	FGIG_02150	FhHiC23_g2095.t1
OG0003623	FGIG_02257	FhHiC23_g406.t1
OG0003624	FGIG_02258	FhHiC23_g12955.t1
OG0003625	FGIG_02275	FhHiC23_g16381.t1
OG0003626	FGIG_02277	FhHiC23_g3677.t1
OG0003627	FGIG_02279, FGIG_02278	FhHiC23_g3675.t1
OG0003628	FGIG_02331	FhHiC23_g6142.t1
OG0003629	FGIG_02383	FhHiC23_g12079.t1
OG0003630	FGIG_02400	FhHiC23_g6475.t1
OG0003631	FGIG_02436	FhHiC23_g2763.t1
OG0003632	FGIG_02505	FhHiC23_g8058.t1
OG0003633	FGIG_02585	FhHiC23_g1329.t1
OG0003634	FGIG_02606	FhHiC23_g2686.t1
OG0003634	FGIG_02607	FhHiC23_g2686.t2
OG0003635	FGIG_02628	FhHiC23_g1014.t1
OG0003636	FGIG_11211, FGIG_02695	FhHiC23_g2794.t3, FhHiC23_g2794.t1, FhHiC23_g2794.t2, FhHiC23_g2794.t4
OG0003637	FGIG_02762	FhHiC23_g7042.t1
OG0003638	FGIG_02770	FhHiC23_g1854.t3, FhHiC23_g1854.t2, FhHiC23_g1854.t4
OG0003638	FGIG_02771	FhHiC23_g1854.t1, FhHiC23_g1854.t5
OG0003639	FGIG_02772	FhHiC23_g1855.t1, FhHiC23_g1855.t2
OG0003640	FGIG_02786	FhHiC23_g13721.t1, FhHiC23_g13721.t2
OG0003641	FGIG_02865	FhHiC23_g2336.t1
OG0003642	FGIG_02922	FhHiC23_g1892.t1, FhHiC23_g1892.t2
OG0003643	FGIG_02927	FhHiC23_g813.t1
OG0003644	FGIG_03073	FhHiC23_g15197.t1, FhHiC23_g15197.t2
OG0003645	FGIG_03143	FhHiC23_g1805.t1, FhHiC23_g1805.t2
OG0003646	FGIG_03166	FhHiC23_g2863.t1
OG0003647	FGIG_03168	FhHiC23_g11109.t1
OG0003648	FGIG_03188	FhHiC23_g11942.t1
OG0003649	FGIG_03219	FhHiC23_g5642.t1, FhHiC23_g5642.t2
OG0003650	FGIG_03263	FhHiC23_g15527.t1
OG0003651	FGIG_03287	FhHiC23_g2200.t1, FhHiC23_g2200.t2
OG0003652	FGIG_03323	FhHiC23_g498.t1
OG0003652	FGIG_10472	FhHiC23_g492.t2, FhHiC23_g492.t1
OG0003653	FGIG_03385	FhHiC23_g5806.t1
OG0003654	FGIG_03411	FhHiC23_g7901.t1
OG0003655	FGIG_03536	FhHiC23_g4622.t1, FhHiC23_g4622.t2
OG0003656	FGIG_03555	FhHiC23_g2531.t1
OG0003657	FGIG_03629	FhHiC23_g13346.t2, FhHiC23_g13346.t1
OG0003658	FGIG_03659	FhHiC23_g762.t1
OG0003659	FGIG_03808	FhHiC23_g14187.t1, FhHiC23_g14187.t2
OG0003659	FGIG_03705, FGIG_10990	FhHiC23_g3410.t1, FhHiC23_g3410.t2
OG0003660	FGIG_03712	FhHiC23_g379.t1, FhHiC23_g379.t2, FhHiC23_g379.t3
OG0003661	FGIG_03773	FhHiC23_g1834.t1
OG0003662	FGIG_03809	FhHiC23_g9741.t1, FhHiC23_g7440.t1, FhHiC23_g14189.t1
OG0003663	FGIG_03827	FhHiC23_g1349.t1, FhHiC23_g1349.t2, FhHiC23_g1349.t3
OG0003664	FGIG_04081	FhHiC23_g1431.t1, FhHiC23_g1431.t2
OG0003665	FGIG_04110	FhHiC23_g2840.t1
OG0003666	FGIG_04175	FhHiC23_g7543.t1, FhHiC23_g272.t1, FhHiC23_g7543.t2
OG0003667	FGIG_04235	FhHiC23_g10839.t1
OG0003668	FGIG_04251	FhHiC23_g1580.t1
OG0003669	FGIG_05183	FhHiC23_g989.t1
OG0003669	FGIG_04279	FhHiC23_g995.t1
OG0003670	FGIG_04318	FhHiC23_g4525.t1, FhHiC23_g4525.t2
OG0003671	FGIG_04333	FhHiC23_g3132.t1
OG0003672	FGIG_04413	FhHiC23_g9327.t1
OG0003673	FGIG_04449	FhHiC23_g16680.t1, FhHiC23_g16680.t2
OG0003674	FGIG_04589, FGIG_04590	FhHiC23_g5968.t1
OG0003675	FGIG_04600	FhHiC23_g4528.t1, FhHiC23_g4528.t2
OG0003676	FGIG_04653, FGIG_04652	FhHiC23_g9036.t1
OG0003677	FGIG_04666	FhHiC23_g3169.t4, FhHiC23_g3169.t3, FhHiC23_g3169.t2, FhHiC23_g3169.t1
OG0003678	FGIG_04715, FGIG_04716, FGIG_04714	FhHiC23_g5499.t1
OG0003679	FGIG_04803	FhHiC23_g14318.t1
OG0003680	FGIG_04884	FhHiC23_g4875.t1
OG0003681	FGIG_04982	FhHiC23_g16438.t2, FhHiC23_g16438.t1
OG0003682	FGIG_04999	FhHiC23_g328.t1
OG0003683	FGIG_05008	FhHiC23_g13387.t1
OG0003684	FGIG_05125	FhHiC23_g5679.t1
OG0003685	FGIG_05168	FhHiC23_g14159.t1
OG0003686	FGIG_05190	FhHiC23_g16597.t1
OG0003686	FGIG_05191	FhHiC23_g16597.t2
OG0003687	FGIG_05219	FhHiC23_g16129.t1
OG0003688	FGIG_05228	FhHiC23_g4126.t2, FhHiC23_g4126.t1
OG0003689	FGIG_05234	FhHiC23_g7428.t1
OG0003690	FGIG_09787	FhHiC23_g1766.t1
OG0003690	FGIG_05256	FhHiC23_g1768.t1
OG0003691	FGIG_05257	FhHiC23_g9828.t1, FhHiC23_g9829.t1
OG0003692	FGIG_05307	FhHiC23_g14022.t1
OG0003693	FGIG_05359	FhHiC23_g1564.t1
OG0003694	FGIG_05400	FhHiC23_g10214.t1
OG0003695	FGIG_05402	FhHiC23_g7157.t1
OG0003696	FGIG_05430	FhHiC23_g2315.t1, FhHiC23_g2315.t2
OG0003697	FGIG_05465	FhHiC23_g12513.t1, FhHiC23_g12511.t1
OG0003698	FGIG_05470, FGIG_05471	FhHiC23_g5224.t1
OG0003699	FGIG_05504, FGIG_12553	FhHiC23_g6416.t1
OG0003700	FGIG_05526	FhHiC23_g182.t1, FhHiC23_g182.t2
OG0003701	FGIG_05891	FhHiC23_g3667.t1, FhHiC23_g3667.t2
OG0003702	FGIG_05910	FhHiC23_g14939.t1
OG0003703	FGIG_05933	FhHiC23_g11314.t1
OG0003704	FGIG_13994, FGIG_05964	FhHiC23_g6117.t1
OG0003705	FGIG_06163	FhHiC23_g5286.t1
OG0003706	FGIG_06271, FGIG_06272	FhHiC23_g16620.t1
OG0003707	FGIG_06450	FhHiC23_g13441.t1
OG0003708	FGIG_06479	FhHiC23_g7630.t1, FhHiC23_g7630.t2
OG0003709	FGIG_06505	FhHiC23_g13326.t1
OG0003710	FGIG_06612	FhHiC23_g6588.t1
OG0003711	FGIG_06613	FhHiC23_g8246.t1
OG0003712	FGIG_06656	FhHiC23_g10763.t2, FhHiC23_g10763.t1
OG0003713	FGIG_06713	FhHiC23_g15885.t1
OG0003714	FGIG_12067	FhHiC23_g15893.t1, FhHiC23_g15893.t2
OG0003714	FGIG_12236	FhHiC23_g15892.t1
