Orthogroup	fasciola_gigantica	schistosoma_rodhaini
OG0002106	FGIG_02208	SRDH2_90720.1
OG0002107	FGIG_02265	SRDH2_61550.5, SRDH2_61550.1, SRDH2_61550.3, SRDH2_61550.8, SRDH2_61550.6, SRDH2_61550.7, SRDH2_61550.2, SRDH2_61550.4
OG0002108	FGIG_02477	SRDH2_92060.1
OG0002109	FGIG_02633	SRDH2_45740.7, SRDH2_45740.8, SRDH2_45740.1, SRDH2_45740.6, SRDH2_45740.5, SRDH2_45740.2, SRDH2_45740.3, SRDH2_45740.4
OG0002110	FGIG_02667	SRDH2_86730.1, SRDH2_74690.1
OG0002111	FGIG_02740, FGIG_02741	SRDH2_42750.3, SRDH2_42750.2, SRDH2_42750.1, SRDH2_42750.4
OG0002112	FGIG_03025	SRDH2_60240.1, SRDH2_60240.2
OG0002113	FGIG_03296	SRDH2_92310.1, SRDH2_92310.4, SRDH2_92310.2, SRDH2_92310.3
OG0002114	FGIG_03896	SRDH2_24560.1
OG0002115	FGIG_03962	SRDH2_55970.3, SRDH2_55970.4, SRDH2_55970.5, SRDH2_55970.2, SRDH2_55970.1
OG0002116	FGIG_04721, FGIG_04077	SRDH2_38070.1
OG0002117	FGIG_04173	SRDH2_4640.1, SRDH2_4640.2
OG0002118	FGIG_04184	SRDH2_46740.1
OG0002118	FGIG_04185	SRDH2_46730.1
OG0002119	FGIG_04220	SRDH2_86760.2, SRDH2_86760.1, SRDH2_86760.5, SRDH2_86760.3, SRDH2_86760.4
OG0002120	FGIG_04231	SRDH2_6430.1, SRDH2_6430.2
OG0002121	FGIG_04233, FGIG_04232	SRDH2_6440.1, SRDH2_6440.2, SRDH2_6440.3, SRDH2_6440.4, SRDH2_6440.5, SRDH2_6440.6
OG0002122	FGIG_04355	SRDH2_37120.1
OG0002123	FGIG_04472	SRDH2_29720.1, SRDH2_29720.2
OG0002124	FGIG_04560	SRDH2_21350.1
OG0002125	FGIG_04585	SRDH2_99430.1
OG0002126	FGIG_04673, FGIG_04675, FGIG_04674	SRDH2_3200.1
OG0002127	FGIG_04867	SRDH2_61330.1
OG0002128	FGIG_07940, FGIG_07941, FGIG_04883	SRDH2_6610.1, SRDH2_6610.2, SRDH2_6610.3, SRDH2_6610.4, SRDH2_100070.1
OG0002129	FGIG_04937	SRDH2_54080.2, SRDH2_54080.1, SRDH2_54080.3
OG0002130	FGIG_12658, FGIG_05062	SRDH2_24990.1, SRDH2_24990.2
OG0002131	FGIG_05119	SRDH2_40780.1, SRDH2_40780.3, SRDH2_40780.4, SRDH2_40780.2
OG0002132	FGIG_05232	SRDH2_56180.1, SRDH2_56180.2
OG0002133	FGIG_05314	SRDH2_48180.5, SRDH2_48180.1, SRDH2_48180.3, SRDH2_48180.4, SRDH2_48180.2
OG0002134	FGIG_05624	SRDH2_38000.1
OG0002135	FGIG_05765	SRDH2_26470.1
OG0002136	FGIG_05990	SRDH2_96310.1, SRDH2_96310.2
OG0002137	FGIG_06265	SRDH2_80530.1
OG0002138	FGIG_06285	SRDH2_31420.1
OG0002139	FGIG_06377	SRDH2_64530.4, SRDH2_64530.5, SRDH2_64530.2, SRDH2_64530.1, SRDH2_64530.3, SRDH2_64530.6, SRDH2_64530.7
OG0002140	FGIG_06385, FGIG_12408	SRDH2_7480.4, SRDH2_7480.1, SRDH2_7480.6, SRDH2_7480.7, SRDH2_7480.2, SRDH2_7480.8, SRDH2_7480.5, SRDH2_7480.3
OG0002141	FGIG_06397	SRDH2_60390.1, SRDH2_60390.2
OG0002142	FGIG_06549	SRDH2_88680.1
OG0002143	FGIG_06744, FGIG_06745	SRDH2_46610.1, SRDH2_46590.1, SRDH2_46640.1, SRDH2_55630.1, SRDH2_46600.1
OG0002144	FGIG_06833, FGIG_12222	SRDH2_26780.1, SRDH2_26780.2, SRDH2_26780.4, SRDH2_26780.5, SRDH2_26780.6, SRDH2_26780.3, SRDH2_26780.7, SRDH2_26780.8, SRDH2_26780.9
OG0002145	FGIG_06894	SRDH2_30890.4, SRDH2_30890.2, SRDH2_30890.1, SRDH2_30890.3
OG0002146	FGIG_06966	SRDH2_17070.1, SRDH2_17070.2, SRDH2_17070.3, SRDH2_17070.4, SRDH2_17070.6, SRDH2_17070.5
OG0002147	FGIG_07060	SRDH2_50610.1
OG0002148	FGIG_07150	SRDH2_6270.1
OG0002149	FGIG_07229, FGIG_10638	SRDH2_54610.1
OG0002150	FGIG_07241, FGIG_09386	SRDH2_66750.1
OG0002151	FGIG_07245	SRDH2_50440.1, SRDH2_84160.1, SRDH2_84160.2
OG0002152	FGIG_07252, FGIG_11124	SRDH2_75940.4, SRDH2_75940.3, SRDH2_75940.2, SRDH2_75940.1
OG0002153	FGIG_07293	SRDH2_7110.1, SRDH2_7110.2, SRDH2_7110.3
OG0002154	FGIG_07297, FGIG_07298	SRDH2_34040.1
OG0002155	FGIG_07344	SRDH2_24220.1
OG0002156	FGIG_07411, FGIG_07410	SRDH2_91320.1, SRDH2_91320.2, SRDH2_91320.3
OG0002157	FGIG_07422	SRDH2_64000.1, SRDH2_64000.2, SRDH2_64000.6, SRDH2_64000.3, SRDH2_64000.4, SRDH2_64000.5
OG0002158	FGIG_07479	SRDH2_78540.1
OG0002159	FGIG_07668, FGIG_13986	SRDH2_76460.1, SRDH2_76460.2
OG0002160	FGIG_07809	SRDH2_62600.8, SRDH2_62600.6, SRDH2_62600.7, SRDH2_62600.5, SRDH2_62600.1, SRDH2_62600.10, SRDH2_62600.3, SRDH2_62600.9, SRDH2_62600.4, SRDH2_62600.2
OG0002161	FGIG_07886	SRDH2_45700.1, SRDH2_45700.2, SRDH2_45700.3
OG0002162	FGIG_07893	SRDH2_26630.1
OG0002162	FGIG_09044	SRDH2_26580.1
OG0002163	FGIG_07909	SRDH2_38710.1
OG0002164	FGIG_08058	SRDH2_60040.1
OG0002165	FGIG_08102	SRDH2_28440.1
OG0002166	FGIG_08113	SRDH2_56460.1
OG0002168	FGIG_08554	SRDH2_48960.2, SRDH2_48960.1, SRDH2_48960.3, SRDH2_48960.4, SRDH2_48960.5, SRDH2_48960.6, SRDH2_48960.7
OG0002169	FGIG_08738	SRDH2_23170.5, SRDH2_23170.3, SRDH2_23170.2, SRDH2_23170.4, SRDH2_23170.1
OG0002170	FGIG_08748	SRDH2_73590.1, SRDH2_73590.2, SRDH2_73590.3
OG0002171	FGIG_08756	SRDH2_2770.1, SRDH2_2770.2
OG0002172	FGIG_08850	SRDH2_30810.4, SRDH2_30810.2, SRDH2_30810.3, SRDH2_30810.6, SRDH2_30810.7, SRDH2_30810.1, SRDH2_30810.5, SRDH2_30810.8
OG0002173	FGIG_09152	SRDH2_66860.4, SRDH2_66860.2, SRDH2_66860.1, SRDH2_66860.3
OG0002174	FGIG_09162	SRDH2_75950.1, SRDH2_75950.4, SRDH2_75950.2, SRDH2_75950.5
OG0002175	FGIG_09338	SRDH2_77190.1, SRDH2_77190.2
OG0002176	FGIG_09375	SRDH2_81370.2, SRDH2_81370.3, SRDH2_81370.4, SRDH2_81370.5, SRDH2_81370.1
OG0002177	FGIG_09393	SRDH2_5630.1
OG0002178	FGIG_09399	SRDH2_78780.4, SRDH2_78780.5, SRDH2_78780.3, SRDH2_78780.1, SRDH2_78780.2, SRDH2_78780.6
OG0002179	FGIG_09419	SRDH2_10500.1, SRDH2_10500.2, SRDH2_10500.4, SRDH2_10500.3
OG0002180	FGIG_09454	SRDH2_78760.1
OG0002181	FGIG_09560, FGIG_11930, FGIG_11929	SRDH2_57990.4, SRDH2_57990.1, SRDH2_57990.3, SRDH2_57990.2, SRDH2_57990.5
OG0002182	FGIG_09570	SRDH2_76620.1
OG0002183	FGIG_09574	SRDH2_12020.1
OG0002184	FGIG_09626	SRDH2_94600.1
OG0002185	FGIG_09640	SRDH2_4920.2, SRDH2_4920.1, SRDH2_4920.4, SRDH2_4920.5, SRDH2_4920.3
OG0002186	FGIG_09677	SRDH2_20080.12, SRDH2_20080.5, SRDH2_20080.6, SRDH2_20080.8, SRDH2_20080.3, SRDH2_20080.1, SRDH2_20080.11, SRDH2_20080.2, SRDH2_20080.4, SRDH2_20080.10, SRDH2_20080.7, SRDH2_20080.9
OG0002187	FGIG_09896	SRDH2_15590.1
OG0002187	FGIG_09895	SRDH2_15580.1, SRDH2_15580.2
OG0002188	FGIG_09940	SRDH2_68880.1, SRDH2_68880.2
OG0002189	FGIG_09969	SRDH2_33090.1, SRDH2_33090.2, SRDH2_33090.3
OG0002190	FGIG_10017	SRDH2_27130.2, SRDH2_27130.1
OG0002191	FGIG_10018	SRDH2_12150.1, SRDH2_11930.1
OG0002192	FGIG_11140, FGIG_10086, FGIG_11138, FGIG_11139	SRDH2_45560.4, SRDH2_45560.3, SRDH2_45560.2, SRDH2_45560.1
OG0002193	FGIG_10336	SRDH2_78950.10, SRDH2_78950.11, SRDH2_78950.13, SRDH2_78950.16, SRDH2_78950.2, SRDH2_78950.3, SRDH2_78950.4, SRDH2_78950.5, SRDH2_78950.6, SRDH2_78950.7, SRDH2_78950.9, SRDH2_78950.1, SRDH2_78950.8, SRDH2_78950.12, SRDH2_78950.14, SRDH2_78950.15
OG0002194	FGIG_10539	SRDH2_30900.1, SRDH2_30900.2
OG0002195	FGIG_10604	SRDH2_52850.1, SRDH2_52850.2, SRDH2_52850.3, SRDH2_52850.5, SRDH2_52850.4
OG0002196	FGIG_10636	SRDH2_68450.1
OG0002197	FGIG_10687	SRDH2_60300.1, SRDH2_60300.2, SRDH2_60300.3, SRDH2_60300.4
OG0002198	FGIG_10743	SRDH2_28790.1, SRDH2_28790.3, SRDH2_28790.4, SRDH2_28790.2
OG0002199	FGIG_10871	SRDH2_75000.1
OG0002200	FGIG_11136	SRDH2_51710.1
OG0002201	FGIG_11203	SRDH2_51410.1, SRDH2_51410.2, SRDH2_51410.3, SRDH2_51410.4
OG0002202	FGIG_11573	SRDH2_42580.1
OG0002203	FGIG_11895, FGIG_11896	SRDH2_79520.1
OG0002204	FGIG_12650, FGIG_12066	SRDH2_25780.1
OG0002205	FGIG_12452	SRDH2_4410.2, SRDH2_4410.1
OG0002206	FGIG_12508	SRDH2_93520.1
OG0002212	FGIG_00064, FGIG_00063	SRDH2_98570.1
OG0002214	FGIG_00154	SRDH2_44590.3, SRDH2_44590.1, SRDH2_44590.2
OG0002215	FGIG_00249	SRDH2_7540.1
OG0002217	FGIG_00514	SRDH2_3490.1, SRDH2_3490.2, SRDH2_3490.3
OG0002218	FGIG_00689	SRDH2_5650.1
OG0002219	FGIG_00868	SRDH2_18130.1, SRDH2_18130.2, SRDH2_18130.3, SRDH2_18130.4, SRDH2_18130.5
OG0002220	FGIG_00875	SRDH2_1070.1, SRDH2_1070.2, SRDH2_1070.3, SRDH2_1070.4
OG0002221	FGIG_04571	SRDH2_9870.2, SRDH2_9870.1
OG0002222	FGIG_01061	SRDH2_32440.1, SRDH2_32440.2, SRDH2_32440.3
OG0002223	FGIG_01190, FGIG_01189, FGIG_08130	SRDH2_19740.1
OG0002224	FGIG_01217, FGIG_07046	SRDH2_14210.3, SRDH2_14210.5, SRDH2_14210.6, SRDH2_14210.4, SRDH2_14210.2, SRDH2_14210.1
OG0002225	FGIG_01235, FGIG_01236	SRDH2_92810.1
OG0002226	FGIG_01251	SRDH2_26790.1, SRDH2_26790.2, SRDH2_26790.3, SRDH2_26790.5, SRDH2_26790.6, SRDH2_26790.7, SRDH2_26790.4
OG0002227	FGIG_01282	SRDH2_43470.1
OG0002228	FGIG_01298	SRDH2_42900.1
OG0002229	FGIG_01349	SRDH2_12210.1, SRDH2_12210.2
OG0002230	FGIG_01359	SRDH2_65900.1
OG0002231	FGIG_01526	SRDH2_64450.1, SRDH2_64450.2, SRDH2_64450.3, SRDH2_64450.4, SRDH2_64450.5
OG0002232	FGIG_01528	SRDH2_77890.1
OG0002233	FGIG_01619	SRDH2_61970.1
OG0002234	FGIG_01755	SRDH2_54510.1, SRDH2_54520.1
OG0002235	FGIG_01815	SRDH2_18930.6, SRDH2_18930.1, SRDH2_18930.3, SRDH2_18930.4, SRDH2_18930.5, SRDH2_18930.2, SRDH2_18930.8, SRDH2_18930.7
OG0002236	FGIG_01839, FGIG_01838, FGIG_01841, FGIG_05959, FGIG_05960	SRDH2_70320.1
OG0002237	FGIG_01843, FGIG_01844	SRDH2_43800.1
OG0002239	FGIG_02021, FGIG_02022, FGIG_11904	SRDH2_99030.1
OG0002240	FGIG_02045	SRDH2_42230.1
OG0002241	FGIG_02071, FGIG_09407	SRDH2_68240.1
OG0002242	FGIG_03786, FGIG_12095, FGIG_02183	SRDH2_42530.1
OG0002243	FGIG_02190	SRDH2_29890.2, SRDH2_29890.1
OG0002244	FGIG_02421	SRDH2_24910.1, SRDH2_24910.5, SRDH2_24910.2, SRDH2_24910.3, SRDH2_24910.4
OG0002245	FGIG_02712	SRDH2_61800.1, SRDH2_61800.2, SRDH2_61800.3, SRDH2_61800.4, SRDH2_61800.5
OG0002246	FGIG_02737	SRDH2_22990.1
OG0002247	FGIG_02926	SRDH2_26450.4, SRDH2_26450.2, SRDH2_26450.3, SRDH2_26450.1
OG0002248	FGIG_02985	SRDH2_53140.1, SRDH2_53140.2
OG0002249	FGIG_03295	SRDH2_55760.4, SRDH2_55760.2, SRDH2_55760.1, SRDH2_55760.3
OG0002250	FGIG_03355, FGIG_07266, FGIG_07264, FGIG_07265	SRDH2_40480.2, SRDH2_40480.1, SRDH2_40480.4, SRDH2_40480.3
OG0002251	FGIG_03597	SRDH2_27610.3, SRDH2_27610.1, SRDH2_27610.2
OG0002252	FGIG_03608	SRDH2_5190.1, SRDH2_5190.2, SRDH2_5190.3, SRDH2_5190.4, SRDH2_5190.5, SRDH2_5190.6, SRDH2_5190.7, SRDH2_5190.8, SRDH2_5190.9
OG0002253	FGIG_03758	SRDH2_7570.1, SRDH2_7610.1
OG0002254	FGIG_03762	SRDH2_52530.1, SRDH2_52530.2, SRDH2_52530.3, SRDH2_52530.4, SRDH2_52530.5
OG0002255	FGIG_03783	SRDH2_6170.1
OG0002256	FGIG_03842	SRDH2_48910.1
OG0002257	FGIG_09671, FGIG_09669, FGIG_09670, FGIG_03870	SRDH2_53590.1, SRDH2_53590.2
OG0002258	FGIG_09563	SRDH2_53520.2, SRDH2_53520.1, SRDH2_53520.3
OG0002259	FGIG_04001	SRDH2_28590.1, SRDH2_28590.2
OG0002260	FGIG_04041	SRDH2_960.1
OG0002261	FGIG_04091	SRDH2_52290.6, SRDH2_52290.2, SRDH2_52290.3, SRDH2_52290.1, SRDH2_52290.4, SRDH2_52290.5
OG0002262	FGIG_04206	SRDH2_18240.1, SRDH2_18240.2
OG0002263	FGIG_04322	SRDH2_69150.1, SRDH2_69150.3, SRDH2_69150.4, SRDH2_69150.2
OG0002264	FGIG_04362	SRDH2_43310.3, SRDH2_43310.2, SRDH2_43310.4, SRDH2_43310.1
OG0002265	FGIG_04389	SRDH2_40730.1
OG0002266	FGIG_04454	SRDH2_97920.3, SRDH2_97920.4, SRDH2_97920.5, SRDH2_97920.2, SRDH2_97920.1
OG0002267	FGIG_04524	SRDH2_15350.1
OG0002268	FGIG_11754	SRDH2_86170.1, SRDH2_86170.2, SRDH2_86170.3, SRDH2_86170.4
OG0002269	FGIG_04772, FGIG_11249	SRDH2_63420.1, SRDH2_63430.1, SRDH2_63430.2
OG0002270	FGIG_05032	SRDH2_91560.1, SRDH2_91560.2
OG0002271	FGIG_05054, FGIG_10761	SRDH2_83370.1
OG0002272	FGIG_05097	SRDH2_25380.2, SRDH2_25380.1, SRDH2_25380.3
OG0002273	FGIG_11698, FGIG_05145	SRDH2_79970.1
OG0002274	FGIG_05175	SRDH2_47350.1
OG0002275	FGIG_05339	SRDH2_86950.1
OG0002276	FGIG_05367	SRDH2_53550.2, SRDH2_53550.1
OG0002277	FGIG_05444, FGIG_06812	SRDH2_52360.4, SRDH2_52360.5, SRDH2_52360.7, SRDH2_52360.1, SRDH2_52360.10, SRDH2_52360.2, SRDH2_52360.6, SRDH2_52360.9, SRDH2_52360.3, SRDH2_52360.8
OG0002278	FGIG_09994, FGIG_11786, FGIG_05591	SRDH2_95120.1
OG0002279	FGIG_05662	SRDH2_83850.1
OG0002279	FGIG_09598	SRDH2_90520.1
OG0002280	FGIG_05667, FGIG_09099	SRDH2_60050.1
OG0002281	FGIG_05678	SRDH2_42240.1, SRDH2_42240.2, SRDH2_42240.3
OG0002282	FGIG_05703	SRDH2_9730.1
OG0002283	FGIG_11894, FGIG_05806	SRDH2_52480.1, SRDH2_52480.2
OG0002284	FGIG_05967	SRDH2_74880.1
OG0002285	FGIG_05994	SRDH2_8690.1
OG0002286	FGIG_06042	SRDH2_68960.1, SRDH2_68960.2
OG0002287	FGIG_06120	SRDH2_64030.4, SRDH2_64030.3, SRDH2_64030.1, SRDH2_64030.2
OG0002288	FGIG_06146	SRDH2_76040.3, SRDH2_76040.2, SRDH2_76040.6, SRDH2_76040.5, SRDH2_76040.7, SRDH2_76040.4, SRDH2_76040.1, SRDH2_76040.8
OG0002289	FGIG_06166	SRDH2_35050.1
OG0002290	FGIG_09267, FGIG_06359	SRDH2_88310.1
OG0002291	FGIG_06403	SRDH2_69860.1, SRDH2_69860.2
OG0002292	FGIG_06655	SRDH2_76520.1
OG0002293	FGIG_06706	SRDH2_61690.1, SRDH2_61690.3, SRDH2_61690.2, SRDH2_61690.4
OG0002294	FGIG_12343, FGIG_06716	SRDH2_15520.2, SRDH2_15520.3, SRDH2_15520.5, SRDH2_15520.6, SRDH2_15520.11, SRDH2_15520.8, SRDH2_15520.10, SRDH2_15520.7, SRDH2_15520.1, SRDH2_15520.9, SRDH2_15520.4
OG0002295	FGIG_06836	SRDH2_52720.1
OG0002296	FGIG_07857, FGIG_06883	SRDH2_11760.2, SRDH2_11760.1, SRDH2_11760.3, SRDH2_11760.4
OG0002297	FGIG_06891, FGIG_06890	SRDH2_29470.1, SRDH2_29480.2, SRDH2_29480.3, SRDH2_29480.1
OG0002298	FGIG_06951	SRDH2_2870.1, SRDH2_46010.1, SRDH2_2840.1
OG0002299	FGIG_07092	SRDH2_27560.3, SRDH2_27560.2, SRDH2_27560.4, SRDH2_27560.1
OG0002300	FGIG_09925, FGIG_07095	SRDH2_80000.1
OG0002301	FGIG_07117	SRDH2_92670.4, SRDH2_92670.3, SRDH2_92670.1, SRDH2_92670.2
OG0002302	FGIG_11232, FGIG_08060, FGIG_08061, FGIG_07118, FGIG_10708	SRDH2_16510.1, SRDH2_16510.2, SRDH2_16510.3
OG0002303	FGIG_07470	SRDH2_76540.1, SRDH2_76540.2, SRDH2_76540.3, SRDH2_76540.5, SRDH2_76540.4
OG0002304	FGIG_08042	SRDH2_70090.6, SRDH2_70090.7, SRDH2_70090.1, SRDH2_70090.2, SRDH2_70090.3, SRDH2_70090.4, SRDH2_70090.5
OG0002305	FGIG_08091	SRDH2_36150.1
OG0002306	FGIG_08115	SRDH2_66210.1, SRDH2_66200.1
OG0002307	FGIG_08189	SRDH2_76050.1, SRDH2_76050.2
OG0002308	FGIG_08211	SRDH2_52090.1
OG0002309	FGIG_08287	SRDH2_42870.6, SRDH2_42870.5, SRDH2_42870.1, SRDH2_42870.4, SRDH2_42870.2, SRDH2_42870.3
OG0002310	FGIG_08475	SRDH2_22240.1
OG0002311	FGIG_08577	SRDH2_4990.1, SRDH2_4990.2
OG0002312	FGIG_08678	SRDH2_23730.1
OG0002313	FGIG_08766	SRDH2_40600.1, SRDH2_40600.2
OG0002314	FGIG_08910	SRDH2_4240.1
OG0002315	FGIG_08928	SRDH2_8700.3, SRDH2_8700.1, SRDH2_8700.2, SRDH2_8700.4
OG0002316	FGIG_09015, FGIG_09014	SRDH2_74680.1
OG0002317	FGIG_09066	SRDH2_47910.1
OG0002318	FGIG_09233	SRDH2_23330.1, SRDH2_23330.2
OG0002319	FGIG_09288, FGIG_11697	SRDH2_18730.1
OG0002320	FGIG_09337	SRDH2_75700.1
OG0002321	FGIG_11653, FGIG_09436	SRDH2_17310.1, SRDH2_17310.2
OG0002322	FGIG_09441, FGIG_09442	SRDH2_21280.1
OG0002323	FGIG_09510, FGIG_09829	SRDH2_64770.1
OG0002324	FGIG_09558	SRDH2_14380.8, SRDH2_14380.2, SRDH2_14380.7, SRDH2_14380.9, SRDH2_14380.3, SRDH2_14380.5, SRDH2_14380.1, SRDH2_14380.10, SRDH2_14380.4, SRDH2_14380.6
OG0002325	FGIG_09644	SRDH2_13000.1
OG0002326	FGIG_09702	SRDH2_93400.1
OG0002327	FGIG_12278, FGIG_09776, FGIG_09775	SRDH2_80030.1
OG0002328	FGIG_09778	SRDH2_7680.1
OG0002329	FGIG_09876	SRDH2_1930.1, SRDH2_1930.4, SRDH2_1930.7, SRDH2_1930.2, SRDH2_1930.6, SRDH2_1930.8, SRDH2_1930.9, SRDH2_1930.12, SRDH2_1930.11, SRDH2_1930.3, SRDH2_1930.10, SRDH2_1930.5
OG0002330	FGIG_09881	SRDH2_5970.1, SRDH2_5970.2, SRDH2_5970.3
OG0002331	FGIG_09927, FGIG_11900	SRDH2_5640.1, SRDH2_5640.2
OG0002332	FGIG_09958	SRDH2_14630.1
OG0002333	FGIG_10059	SRDH2_52680.1, SRDH2_52680.5, SRDH2_52680.6, SRDH2_52680.2, SRDH2_52680.7, SRDH2_52680.3, SRDH2_52680.4, SRDH2_52680.8
OG0002334	FGIG_10145	SRDH2_9180.3, SRDH2_9180.2, SRDH2_9180.1
OG0002335	FGIG_10281	SRDH2_17400.1, SRDH2_17400.2, SRDH2_17400.3, SRDH2_17400.4, SRDH2_17400.5, SRDH2_17400.6
OG0002336	FGIG_12150, FGIG_10289	SRDH2_58130.1
OG0002337	FGIG_10362	SRDH2_99790.2, SRDH2_99790.1, SRDH2_99790.3
OG0002338	FGIG_10458	SRDH2_9860.1
OG0002339	FGIG_10531	SRDH2_92610.1, SRDH2_92620.3, SRDH2_92620.4, SRDH2_92620.2, SRDH2_101820.1, SRDH2_57600.1, SRDH2_57610.1, SRDH2_92620.1, SRDH2_92610.2
OG0002340	FGIG_10716	SRDH2_45990.1, SRDH2_45990.3, SRDH2_45990.4, SRDH2_45990.2, SRDH2_2820.1, SRDH2_2820.2, SRDH2_2820.3, SRDH2_2820.4, SRDH2_2820.5, SRDH2_2820.6
OG0002341	FGIG_10749	SRDH2_91640.2, SRDH2_91640.3, SRDH2_91640.1
OG0002342	FGIG_10783	SRDH2_3610.1, SRDH2_3610.2, SRDH2_3610.3
OG0002343	FGIG_10808	SRDH2_44090.1
OG0002344	FGIG_11003	SRDH2_61900.1
OG0002345	FGIG_11019	SRDH2_89710.1
OG0002346	FGIG_11123, FGIG_11122	SRDH2_25740.1, SRDH2_25740.2, SRDH2_25740.3
OG0002347	FGIG_11158, FGIG_11159, FGIG_12385, FGIG_12386	SRDH2_20860.1
OG0002348	FGIG_11206	SRDH2_33700.1
OG0002349	FGIG_11271, FGIG_11398	SRDH2_91690.2, SRDH2_91690.1, SRDH2_91690.3, SRDH2_91700.1
OG0002350	FGIG_11286	SRDH2_34110.1
OG0002351	FGIG_11338	SRDH2_52040.1
OG0002352	FGIG_11473	SRDH2_91210.2, SRDH2_91210.3, SRDH2_91210.4, SRDH2_91210.1
OG0002353	FGIG_11640	SRDH2_77020.1
OG0002354	FGIG_12409, FGIG_11676	SRDH2_8480.1
OG0002355	FGIG_11960, FGIG_11712	SRDH2_75350.1, SRDH2_75350.2
OG0002356	FGIG_11801	SRDH2_65990.1
OG0002370	FGIG_00318, FGIG_00319	SRDH2_48770.1, SRDH2_47250.1
OG0002371	FGIG_00332	SRDH2_1770.1
OG0002372	FGIG_00522	SRDH2_65200.3, SRDH2_65200.2, SRDH2_65200.1, SRDH2_65200.4, SRDH2_65200.6, SRDH2_65200.7, SRDH2_65200.8, SRDH2_65200.9, SRDH2_65200.5
OG0002373	FGIG_00664	SRDH2_78200.1
OG0002374	FGIG_00687	SRDH2_5670.1
OG0002375	FGIG_05220, FGIG_00900	SRDH2_98810.1
OG0002376	FGIG_00953, FGIG_09565	SRDH2_73280.6, SRDH2_73280.1, SRDH2_73280.5, SRDH2_73280.2, SRDH2_73280.3, SRDH2_73280.4, SRDH2_73280.7
OG0002377	FGIG_01063, FGIG_01062	SRDH2_30120.1, SRDH2_30150.1
OG0002378	FGIG_01137	SRDH2_40060.1
OG0002379	FGIG_05262	SRDH2_43110.1
OG0002381	FGIG_01256	SRDH2_54590.1, SRDH2_54590.2
OG0002382	FGIG_01304	SRDH2_10230.2, SRDH2_10230.4, SRDH2_10230.6, SRDH2_10230.1, SRDH2_10230.3, SRDH2_10230.5
OG0002383	FGIG_01455	SRDH2_53740.1
OG0002384	FGIG_09873, FGIG_01494, FGIG_13997	SRDH2_84250.1
OG0002385	FGIG_01675	SRDH2_29180.1
OG0002387	FGIG_01735, FGIG_01737, FGIG_01736	SRDH2_79190.1, SRDH2_79190.2, SRDH2_79200.1
OG0002388	FGIG_01875, FGIG_10835	SRDH2_10990.1
OG0002389	FGIG_01884	SRDH2_91340.1
OG0002390	FGIG_01897, FGIG_01896, FGIG_01898	SRDH2_16940.2, SRDH2_16940.1, SRDH2_16940.4, SRDH2_16940.3
OG0002391	FGIG_02015	SRDH2_19190.2, SRDH2_19190.1, SRDH2_19190.3, SRDH2_19190.4
OG0002392	FGIG_02057	SRDH2_91880.8, SRDH2_91880.9, SRDH2_91880.1, SRDH2_91880.2, SRDH2_91880.3, SRDH2_91880.4, SRDH2_91880.5, SRDH2_91880.6, SRDH2_91880.7
OG0002393	FGIG_02189, FGIG_04963	SRDH2_61020.1, SRDH2_61020.2, SRDH2_61020.3, SRDH2_61020.4
OG0002394	FGIG_02326	SRDH2_31470.1
OG0002395	FGIG_02392, FGIG_12059	SRDH2_85740.1
OG0002396	FGIG_02713	SRDH2_34780.1, SRDH2_34780.2, SRDH2_34780.4, SRDH2_34780.3, SRDH2_34780.5
OG0002397	FGIG_02751	SRDH2_80740.1, SRDH2_80740.2
OG0002398	FGIG_02818	SRDH2_5390.8, SRDH2_5390.7, SRDH2_5390.3, SRDH2_5390.4, SRDH2_5390.1, SRDH2_5390.2, SRDH2_5390.5, SRDH2_5390.6
OG0002399	FGIG_02929, FGIG_12312	SRDH2_41120.2, SRDH2_41120.1
OG0002400	FGIG_02992	SRDH2_3160.1
OG0002401	FGIG_03016	SRDH2_99570.1, SRDH2_99570.3, SRDH2_99570.2, SRDH2_99570.4
OG0002402	FGIG_03098	SRDH2_22890.1, SRDH2_22890.2
OG0002403	FGIG_03175	SRDH2_24570.1, SRDH2_24570.2
OG0002404	FGIG_03321	SRDH2_63560.2, SRDH2_63560.1, SRDH2_63560.3, SRDH2_63560.4
OG0002405	FGIG_03332	SRDH2_1900.5, SRDH2_1900.2, SRDH2_1900.3, SRDH2_1900.1, SRDH2_1900.4
OG0002406	FGIG_03463	SRDH2_8810.4, SRDH2_8810.1, SRDH2_8810.2, SRDH2_8810.3
OG0002407	FGIG_03753	SRDH2_8310.1, SRDH2_8310.2
OG0002407	FGIG_03485	SRDH2_8300.1
OG0002408	FGIG_03539	SRDH2_75590.1, SRDH2_75590.2, SRDH2_75590.3, SRDH2_75590.4
OG0002409	FGIG_03603	SRDH2_86980.1
OG0002410	FGIG_03611	SRDH2_33070.1
OG0002411	FGIG_10068, FGIG_03660	SRDH2_91580.2, SRDH2_91580.3, SRDH2_91580.1
OG0002412	FGIG_03751	SRDH2_30020.1
OG0002413	FGIG_03978	SRDH2_90170.1, SRDH2_90170.2, SRDH2_90170.3, SRDH2_90170.4, SRDH2_90170.5, SRDH2_90170.6, SRDH2_90170.7, SRDH2_90170.8
OG0002414	FGIG_04080	SRDH2_56510.1, SRDH2_56510.4, SRDH2_56510.2, SRDH2_56510.3
