Orthogroup	fasciola_gigantica	schistosoma_margrebowiei
OG0002487	FGIG_09784	SMRG1_80370.1
OG0002488	FGIG_10504, FGIG_09832	SMRG1_55350.1, SMRG1_55350.2
OG0002489	FGIG_09868	SMRG1_27430.1, SMRG1_27430.2, SMRG1_27430.3, SMRG1_27430.4
OG0002490	FGIG_09978	SMRG1_74840.1, SMRG1_74840.4, SMRG1_74840.2, SMRG1_74840.3
OG0002491	FGIG_10023	SMRG1_94280.1, SMRG1_94280.2
OG0002492	FGIG_10063, FGIG_10064	SMRG1_75500.1
OG0002493	FGIG_10292	SMRG1_64310.3, SMRG1_64310.1, SMRG1_64310.2
OG0002494	FGIG_10497	SMRG1_550.1
OG0002495	FGIG_10719	SMRG1_14000.1
OG0002496	FGIG_10747	SMRG1_43140.1, SMRG1_43140.3, SMRG1_43140.2, SMRG1_43140.4
OG0002497	FGIG_10950	SMRG1_46230.1, SMRG1_46230.3, SMRG1_46230.2
OG0002498	FGIG_11117	SMRG1_1040.1, SMRG1_1040.3, SMRG1_1040.4, SMRG1_1040.2
OG0002499	FGIG_11169, FGIG_11170	SMRG1_50270.1, SMRG1_50270.4, SMRG1_50270.2, SMRG1_50270.3
OG0002500	FGIG_11224	SMRG1_1620.1, SMRG1_1620.2
OG0002501	FGIG_11287	SMRG1_9320.1, SMRG1_9320.4, SMRG1_9320.5, SMRG1_9320.2, SMRG1_9320.3
OG0002502	FGIG_11537	SMRG1_56670.1
OG0002503	FGIG_11553	SMRG1_84190.1
OG0002504	FGIG_12299, FGIG_11806	SMRG1_23800.4, SMRG1_23800.5, SMRG1_23800.3, SMRG1_23800.1, SMRG1_23800.2
OG0002505	FGIG_11920	SMRG1_52180.1
OG0002506	FGIG_12017, FGIG_12551, FGIG_12439	SMRG1_34360.1, SMRG1_34360.4, SMRG1_34360.2, SMRG1_34360.3
OG0002507	FGIG_12058	SMRG1_83470.1, SMRG1_83470.2
OG0002508	FGIG_12197	SMRG1_64690.1
OG0002509	FGIG_12245, FGIG_12297	SMRG1_8890.1
OG0002510	FGIG_12391	SMRG1_58170.1, SMRG1_58170.2
OG0002511	FGIG_12393	SMRG1_73000.1
OG0002512	FGIG_12546, FGIG_12547	SMRG1_63490.2, SMRG1_63490.1, SMRG1_63490.3
OG0002526	FGIG_00089	SMRG1_13020.1
OG0002527	FGIG_00511, FGIG_00510	SMRG1_41810.1, SMRG1_41810.2, SMRG1_41810.3, SMRG1_41810.4
OG0002528	FGIG_11944, FGIG_00524	SMRG1_95830.1
OG0002529	FGIG_00554	SMRG1_55850.1, SMRG1_55850.2
OG0002530	FGIG_00602	SMRG1_75370.4, SMRG1_75370.1, SMRG1_75370.2, SMRG1_75370.3
OG0002531	FGIG_00671	SMRG1_27550.1, SMRG1_27550.2
OG0002532	FGIG_00738	SMRG1_71650.1, SMRG1_71650.4, SMRG1_71650.2, SMRG1_71650.3
OG0002533	FGIG_00969	SMRG1_66040.1, SMRG1_66040.3, SMRG1_66040.2, SMRG1_66040.4
OG0002534	FGIG_09067	SMRG1_90860.1
OG0002535	FGIG_01112	SMRG1_35600.1, SMRG1_35600.2
OG0002536	FGIG_01191	SMRG1_13070.3, SMRG1_13070.4, SMRG1_13070.1, SMRG1_13070.2
OG0002537	FGIG_01229, FGIG_01228	SMRG1_83340.1, SMRG1_83340.3, SMRG1_83340.2
OG0002538	FGIG_01242	SMRG1_59970.1, SMRG1_59970.2
OG0002539	FGIG_01248	SMRG1_26450.2, SMRG1_26450.1
OG0002540	FGIG_01266, FGIG_01267	SMRG1_39090.1
OG0002541	FGIG_01457	SMRG1_55990.1, SMRG1_55990.2
OG0002542	FGIG_10847, FGIG_12416, FGIG_01549	SMRG1_90490.1, SMRG1_90490.2, SMRG1_90490.3
OG0002543	FGIG_01691	SMRG1_29050.1, SMRG1_29050.3, SMRG1_29050.2, SMRG1_29050.4, SMRG1_29050.5
OG0002544	FGIG_01781	SMRG1_48310.1, SMRG1_48310.3, SMRG1_48310.2
OG0002545	FGIG_01827, FGIG_01826	SMRG1_23630.1
OG0002546	FGIG_01847	SMRG1_16850.1
OG0002547	FGIG_02027	SMRG1_97190.1
OG0002548	FGIG_02084	SMRG1_94970.1, SMRG1_94970.2
OG0002549	FGIG_02182	SMRG1_27910.1, SMRG1_27910.2, SMRG1_97820.1
OG0002550	FGIG_02255	SMRG1_47560.1, SMRG1_47560.2, SMRG1_47560.3
OG0002551	FGIG_02388	SMRG1_31170.1, SMRG1_31170.2, SMRG1_31170.3, SMRG1_31170.5, SMRG1_31170.4
OG0002552	FGIG_02401, FGIG_09802	SMRG1_4090.1, SMRG1_4090.2
OG0002553	FGIG_02504	SMRG1_64990.1
OG0002554	FGIG_02553	SMRG1_59290.1
OG0002555	FGIG_02669, FGIG_08043, FGIG_09511, FGIG_10706, FGIG_11580, FGIG_09512	SMRG1_36050.1
OG0002556	FGIG_02738	SMRG1_19780.1, SMRG1_19780.3, SMRG1_19780.2
OG0002557	FGIG_02739	SMRG1_42760.1
OG0002558	FGIG_02814	SMRG1_3850.1, SMRG1_3850.2
OG0002559	FGIG_02898	SMRG1_24660.1, SMRG1_24660.2
OG0002560	FGIG_03093, FGIG_03092	SMRG1_90110.1, SMRG1_90110.2, SMRG1_90110.4, SMRG1_90110.3
OG0002561	FGIG_03183	SMRG1_9080.3, SMRG1_9080.2, SMRG1_9080.1
OG0002562	FGIG_03203	SMRG1_8600.2, SMRG1_8600.1, SMRG1_8600.3
OG0002563	FGIG_03214, FGIG_03215	SMRG1_62090.1
OG0002564	FGIG_03281, FGIG_12500, FGIG_05562	SMRG1_78060.1
OG0002565	FGIG_03333, FGIG_07664	SMRG1_2170.1, SMRG1_2160.1
OG0002566	FGIG_03342, FGIG_03344, FGIG_03345	SMRG1_65660.1
OG0002567	FGIG_03349	SMRG1_35500.3, SMRG1_35500.1, SMRG1_35500.2
OG0002568	FGIG_03365	SMRG1_64220.1, SMRG1_64220.2, SMRG1_64220.3, SMRG1_64220.4, SMRG1_64220.5, SMRG1_64220.6, SMRG1_64220.7
OG0002569	FGIG_03570	SMRG1_66350.1
OG0002570	FGIG_03617	SMRG1_31740.1, SMRG1_31740.2
OG0002571	FGIG_03757	SMRG1_40430.1, SMRG1_40430.2
OG0002572	FGIG_03782	SMRG1_61640.1, SMRG1_61640.2, SMRG1_61640.3
OG0002573	FGIG_03838, FGIG_03840	SMRG1_25160.1
OG0002574	FGIG_03886	SMRG1_75900.3, SMRG1_75900.1, SMRG1_75900.2
OG0002575	FGIG_03898	SMRG1_24220.1, SMRG1_24220.2
OG0002576	FGIG_04012	SMRG1_79110.1
OG0002578	FGIG_04195	SMRG1_50020.1, SMRG1_50020.2
OG0002579	FGIG_04229	SMRG1_95160.1, SMRG1_95160.2, SMRG1_95160.3
OG0002580	FGIG_04294	SMRG1_61450.2, SMRG1_61450.1
OG0002581	FGIG_04296	SMRG1_60200.1
OG0002582	FGIG_04308	SMRG1_35120.1
OG0002583	FGIG_04409	SMRG1_88850.1
OG0002584	FGIG_09949, FGIG_04538	SMRG1_39160.1
OG0002585	FGIG_04559	SMRG1_20940.1, SMRG1_20930.2, SMRG1_20930.1
OG0002586	FGIG_12272, FGIG_04639	SMRG1_18510.1, SMRG1_18510.2
OG0002587	FGIG_04693, FGIG_04694	SMRG1_83540.1
OG0002588	FGIG_04974	SMRG1_59550.1, SMRG1_59550.2, SMRG1_59550.3
OG0002589	FGIG_05061	SMRG1_59760.1, SMRG1_59760.2
OG0002590	FGIG_05128	SMRG1_77010.3, SMRG1_77010.4, SMRG1_77010.2, SMRG1_77010.1
OG0002591	FGIG_05129	SMRG1_78930.6, SMRG1_78930.1, SMRG1_78930.3, SMRG1_78930.4, SMRG1_78930.5, SMRG1_78930.2
OG0002592	FGIG_05162	SMRG1_27630.1, SMRG1_27630.2
OG0002593	FGIG_05298	SMRG1_80340.1, SMRG1_80340.5, SMRG1_80340.3, SMRG1_80340.4, SMRG1_80340.2
OG0002594	FGIG_05299	SMRG1_80330.3, SMRG1_80330.4, SMRG1_80330.2, SMRG1_80330.1
OG0002595	FGIG_05362	SMRG1_49070.3, SMRG1_49070.1, SMRG1_49070.2, SMRG1_49070.5, SMRG1_49070.4, SMRG1_49070.7, SMRG1_49070.6
OG0002596	FGIG_05460	SMRG1_76650.3, SMRG1_76650.1, SMRG1_76650.2, SMRG1_76650.4, SMRG1_76650.5, SMRG1_76650.6
OG0002597	FGIG_05487	SMRG1_12500.2, SMRG1_12500.1, SMRG1_12510.1
OG0002598	FGIG_05515	SMRG1_34340.2, SMRG1_34340.1, SMRG1_34340.3
OG0002599	FGIG_05728, FGIG_05727	SMRG1_67070.1
OG0002600	FGIG_05795	SMRG1_48140.1, SMRG1_48140.2, SMRG1_48140.3, SMRG1_48140.4
OG0002601	FGIG_05849	SMRG1_11480.1, SMRG1_11480.4, SMRG1_11480.2, SMRG1_11480.3
OG0002602	FGIG_05875	SMRG1_20280.1
OG0002603	FGIG_05906	SMRG1_63750.1, SMRG1_63750.2
OG0002604	FGIG_06006	SMRG1_2180.1, SMRG1_2180.2, SMRG1_2180.3
OG0002605	FGIG_06036	SMRG1_50130.1
OG0002606	FGIG_06073, FGIG_06072	SMRG1_85980.1, SMRG1_85980.2
OG0002607	FGIG_06107	SMRG1_33470.1
OG0002608	FGIG_06129	SMRG1_48870.1
OG0002609	FGIG_06136	SMRG1_3710.1, SMRG1_3710.2
OG0002610	FGIG_11000, FGIG_06189	SMRG1_42820.1, SMRG1_42820.2
OG0002611	FGIG_06324	SMRG1_18080.1, SMRG1_18080.2, SMRG1_18080.3
OG0002613	FGIG_06345	SMRG1_45800.1, SMRG1_70630.1
OG0002614	FGIG_06354	SMRG1_1610.1
OG0002615	FGIG_06373	SMRG1_84070.1, SMRG1_84070.2
OG0002616	FGIG_06415	SMRG1_37380.3, SMRG1_37380.1, SMRG1_37380.2
OG0002617	FGIG_06419	SMRG1_41190.1, SMRG1_41190.2
OG0002618	FGIG_06466	SMRG1_57880.1, SMRG1_57880.2
OG0002619	FGIG_06472, FGIG_06474	SMRG1_60740.1
OG0002620	FGIG_06511	SMRG1_30360.1, SMRG1_30360.2, SMRG1_30360.3, SMRG1_30360.6, SMRG1_30360.4, SMRG1_30360.5
OG0002621	FGIG_09641, FGIG_06677	SMRG1_8020.1, SMRG1_8020.2
OG0002622	FGIG_06700	SMRG1_57110.1, SMRG1_57110.2
OG0002623	FGIG_06729, FGIG_06728	SMRG1_10870.1, SMRG1_10870.2
OG0002624	FGIG_06964	SMRG1_18340.1
OG0002625	FGIG_06967	SMRG1_36140.4, SMRG1_36140.2, SMRG1_36140.3, SMRG1_36140.1
OG0002626	FGIG_06976	SMRG1_58190.1
OG0002627	FGIG_07084	SMRG1_12590.1, SMRG1_12590.2, SMRG1_12590.3, SMRG1_12590.4
OG0002629	FGIG_07170	SMRG1_92570.3, SMRG1_92570.1, SMRG1_92570.2
OG0002630	FGIG_07216	SMRG1_8430.1
OG0002631	FGIG_07225	SMRG1_25260.1
OG0002632	FGIG_07361, FGIG_12484, FGIG_12485	SMRG1_85540.1, SMRG1_85540.3, SMRG1_85540.2
OG0002633	FGIG_07397	SMRG1_40050.1
OG0002634	FGIG_07468	SMRG1_25090.1
OG0002635	FGIG_07528	SMRG1_23240.1, SMRG1_23240.2
OG0002636	FGIG_07640	SMRG1_80680.1, SMRG1_80680.2, SMRG1_80680.3
OG0002637	FGIG_12349, FGIG_07657, FGIG_07658	SMRG1_95630.3, SMRG1_95630.4, SMRG1_95630.2, SMRG1_95630.1
OG0002638	FGIG_07669	SMRG1_54710.1, SMRG1_54710.2, SMRG1_54710.3
OG0002639	FGIG_07695	SMRG1_67630.1, SMRG1_67630.2
OG0002640	FGIG_12195, FGIG_07993	SMRG1_10180.4, SMRG1_10180.3, SMRG1_10180.1, SMRG1_10180.2
OG0002641	FGIG_08071, FGIG_08808	SMRG1_54140.1, SMRG1_54140.2
OG0002642	FGIG_08263	SMRG1_390.2, SMRG1_390.1
OG0002644	FGIG_08363	SMRG1_62480.1, SMRG1_62480.2, SMRG1_62480.3
OG0002645	FGIG_08488	SMRG1_9540.1
OG0002646	FGIG_09593, FGIG_08514	SMRG1_27200.1, SMRG1_27200.2
OG0002647	FGIG_08632	SMRG1_89260.1
OG0002648	FGIG_08657	SMRG1_6320.1
OG0002649	FGIG_08764, FGIG_10032	SMRG1_40510.1
OG0002650	FGIG_08774	SMRG1_8030.1, SMRG1_8030.2, SMRG1_8030.3
OG0002651	FGIG_08809	SMRG1_10220.1
OG0002652	FGIG_08823, FGIG_08825, FGIG_08824	SMRG1_45370.1, SMRG1_45370.3, SMRG1_45370.4, SMRG1_45370.2
OG0002653	FGIG_08840	SMRG1_90310.1
OG0002654	FGIG_08874	SMRG1_81810.3, SMRG1_81810.1, SMRG1_81810.2
OG0002655	FGIG_08904, FGIG_08905	SMRG1_57630.1
OG0002656	FGIG_09068	SMRG1_21260.1, SMRG1_21260.2, SMRG1_21260.3, SMRG1_21260.4
OG0002658	FGIG_10965, FGIG_09229	SMRG1_29590.1
OG0002659	FGIG_09283, FGIG_09284	SMRG1_60780.1, SMRG1_60780.3, SMRG1_60780.2
OG0002660	FGIG_09287	SMRG1_2400.1
OG0002661	FGIG_09299	SMRG1_64360.1, SMRG1_64360.2
OG0002662	FGIG_09329, FGIG_09330	SMRG1_84290.1, SMRG1_84290.2, SMRG1_84290.3
OG0002663	FGIG_09358	SMRG1_84880.1, SMRG1_84880.2, SMRG1_84880.3, SMRG1_84880.5, SMRG1_84880.6, SMRG1_84880.4
OG0002664	FGIG_09406	SMRG1_97410.1
OG0002665	FGIG_09444	SMRG1_50970.1
OG0002666	FGIG_09447	SMRG1_32560.3, SMRG1_32560.1, SMRG1_32560.2
OG0002667	FGIG_09692	SMRG1_27730.1
OG0002668	FGIG_09716	SMRG1_68690.1, SMRG1_68690.2
OG0002669	FGIG_09863	SMRG1_89970.1, SMRG1_89970.2, SMRG1_89980.1
OG0002670	FGIG_09923	SMRG1_28790.2, SMRG1_28790.1, SMRG1_28790.3
OG0002671	FGIG_10002	SMRG1_94990.1, SMRG1_94990.2
OG0002672	FGIG_10016, FGIG_12308, FGIG_10692	SMRG1_74530.1
OG0002673	FGIG_10035	SMRG1_74630.1, SMRG1_74630.2, SMRG1_74630.3
OG0002674	FGIG_10188	SMRG1_27900.1, SMRG1_27900.2, SMRG1_97800.1
OG0002675	FGIG_10506	SMRG1_9420.1
OG0002676	FGIG_10620	SMRG1_69410.1, SMRG1_69410.2, SMRG1_69410.3, SMRG1_69410.4, SMRG1_69410.5
OG0002677	FGIG_10626	SMRG1_63070.1, SMRG1_63070.2
OG0002678	FGIG_10664	SMRG1_7210.1
OG0002679	FGIG_10815	SMRG1_81060.1
OG0002680	FGIG_10900	SMRG1_67870.1
OG0002681	FGIG_10906	SMRG1_27480.1
OG0002682	FGIG_10998	SMRG1_20410.1
OG0002683	FGIG_11199	SMRG1_95780.1, SMRG1_95780.2, SMRG1_95780.3
OG0002684	FGIG_11240	SMRG1_86640.1
OG0002685	FGIG_11288	SMRG1_15500.1, SMRG1_15490.1
OG0002686	FGIG_11995, FGIG_11420	SMRG1_54440.1
OG0002687	FGIG_11463, FGIG_12541	SMRG1_29370.1
OG0002688	FGIG_12381, FGIG_11687	SMRG1_25910.1
OG0002689	FGIG_11852	SMRG1_25940.1
OG0002690	FGIG_11864	SMRG1_41080.1, SMRG1_41080.2
OG0002691	FGIG_11898	SMRG1_84230.1
OG0002692	FGIG_12208	SMRG1_12830.1, SMRG1_12800.1
OG0002693	FGIG_12226	SMRG1_48830.1, SMRG1_48860.1
OG0002694	FGIG_12281	SMRG1_94730.1
OG0002696	FGIG_12504	SMRG1_34010.1, SMRG1_34010.2
OG0002708	FGIG_00053	SMRG1_31370.1
OG0002709	FGIG_00131	SMRG1_7690.2, SMRG1_7690.1
OG0002710	FGIG_00253	SMRG1_730.1, SMRG1_730.2
OG0002711	FGIG_00270	SMRG1_91760.1
OG0002712	FGIG_00278	SMRG1_15470.1, SMRG1_15470.2
OG0002713	FGIG_00291	SMRG1_48400.1
OG0002714	FGIG_00297, FGIG_01555, FGIG_01554	SMRG1_78010.1
OG0002715	FGIG_07985, FGIG_00418	SMRG1_60180.1
OG0002716	FGIG_00604, FGIG_00420	SMRG1_68170.1
OG0002717	FGIG_00464	SMRG1_90450.1, SMRG1_90450.2
OG0002718	FGIG_00471	SMRG1_67190.1
OG0002719	FGIG_00486	SMRG1_5410.1, SMRG1_5410.2, SMRG1_5410.3, SMRG1_5410.4
OG0002720	FGIG_00722	SMRG1_4970.1
OG0002721	FGIG_00850	SMRG1_96370.1
OG0002722	FGIG_11485, FGIG_00965, FGIG_00966	SMRG1_21950.1, SMRG1_21950.2
OG0002723	FGIG_11475, FGIG_00967, FGIG_11476	SMRG1_81750.1, SMRG1_81750.2, SMRG1_81750.3, SMRG1_81750.4
OG0002724	FGIG_00998, FGIG_00999, FGIG_04014	SMRG1_82690.1
OG0002725	FGIG_01120	SMRG1_4210.4, SMRG1_4210.1, SMRG1_4210.2, SMRG1_4210.3, SMRG1_4210.5
OG0002726	FGIG_01159	SMRG1_30980.1
OG0002727	FGIG_01253	SMRG1_74380.1
OG0002728	FGIG_01273	SMRG1_8130.1
OG0002729	FGIG_01275	SMRG1_15740.1, SMRG1_15740.2, SMRG1_15740.4, SMRG1_15740.3, SMRG1_15740.5
OG0002730	FGIG_11239, FGIG_01464, FGIG_01465	SMRG1_81520.1, SMRG1_81520.2
OG0002731	FGIG_01545	SMRG1_46900.2, SMRG1_46900.1, SMRG1_46900.3
OG0002732	FGIG_01644	SMRG1_67810.1
OG0002733	FGIG_01763	SMRG1_24430.4, SMRG1_24430.5, SMRG1_24430.1, SMRG1_24430.2, SMRG1_24430.3
OG0002734	FGIG_01878	SMRG1_42610.1, SMRG1_42610.2, SMRG1_42610.5, SMRG1_42610.3, SMRG1_42610.4, SMRG1_42610.6
OG0002735	FGIG_01907	SMRG1_31100.1, SMRG1_31100.2, SMRG1_31100.3
OG0002736	FGIG_02056	SMRG1_24390.1, SMRG1_24390.2
OG0002737	FGIG_02094, FGIG_02093	SMRG1_36730.3, SMRG1_36730.1, SMRG1_36730.2
OG0002738	FGIG_11587, FGIG_02169	SMRG1_38310.1
OG0002739	FGIG_02207	SMRG1_12290.1, SMRG1_12290.2, SMRG1_12290.3, SMRG1_12290.5, SMRG1_12290.4
OG0002740	FGIG_02372	SMRG1_39620.1
OG0002741	FGIG_02378	SMRG1_17510.1, SMRG1_17510.2
OG0002742	FGIG_02450	SMRG1_71780.1, SMRG1_71780.2
OG0002743	FGIG_02463	SMRG1_42140.1
OG0002744	FGIG_02489	SMRG1_58290.2, SMRG1_58290.3, SMRG1_58290.1, SMRG1_58290.4
OG0002745	FGIG_12179, FGIG_08718, FGIG_02569	SMRG1_93630.1, SMRG1_93630.3, SMRG1_93630.4, SMRG1_93630.5, SMRG1_93630.2
OG0002746	FGIG_03304, FGIG_03305, FGIG_03306, FGIG_02632	SMRG1_54790.1, SMRG1_54790.2, SMRG1_54790.3, SMRG1_54790.4
OG0002747	FGIG_02850	SMRG1_25820.1
OG0002748	FGIG_02853	SMRG1_35350.1
OG0002749	FGIG_03004	SMRG1_48340.1
OG0002750	FGIG_03144, FGIG_03145	SMRG1_47740.1
OG0002751	FGIG_03221	SMRG1_40010.1, SMRG1_40010.2, SMRG1_40010.3
OG0002752	FGIG_03278	SMRG1_70900.1, SMRG1_70900.2, SMRG1_70900.3
OG0002753	FGIG_03286, FGIG_06907	SMRG1_86270.3, SMRG1_86270.1, SMRG1_86270.2
OG0002754	FGIG_03291	SMRG1_15200.4, SMRG1_15200.1, SMRG1_15200.3
OG0002755	FGIG_03316	SMRG1_3720.3, SMRG1_3720.4, SMRG1_3720.1, SMRG1_3720.2
OG0002756	FGIG_03391, FGIG_03390	SMRG1_58550.1
OG0002757	FGIG_03406	SMRG1_31880.1
OG0002758	FGIG_03449	SMRG1_5140.1, SMRG1_5140.2, SMRG1_5140.3
OG0002759	FGIG_03520	SMRG1_28300.6, SMRG1_28300.1, SMRG1_28300.2, SMRG1_28300.3, SMRG1_28300.4, SMRG1_28300.5
OG0002760	FGIG_03627, FGIG_10459, FGIG_10973	SMRG1_3440.1, SMRG1_3450.1
OG0002761	FGIG_03649	SMRG1_6060.2, SMRG1_6060.1, SMRG1_6060.3
OG0002762	FGIG_03853	SMRG1_96980.1
OG0002763	FGIG_03991	SMRG1_79040.1
OG0002764	FGIG_04124	SMRG1_31670.1
OG0002765	FGIG_04140	SMRG1_69030.1, SMRG1_69030.2
OG0002766	FGIG_04171	SMRG1_73650.1, SMRG1_73650.2
OG0002767	FGIG_04178	SMRG1_50140.1, SMRG1_50140.2, SMRG1_50140.3
OG0002768	FGIG_04236	SMRG1_2030.1
OG0002769	FGIG_04369	SMRG1_26260.1
OG0002770	FGIG_04421	SMRG1_17020.1
OG0002771	FGIG_04434	SMRG1_33770.4, SMRG1_33770.3, SMRG1_33770.1, SMRG1_33770.2
OG0002772	FGIG_04505	SMRG1_81360.1
OG0002773	FGIG_04512	SMRG1_15620.1, SMRG1_15620.2
OG0002774	FGIG_04542	SMRG1_2560.1
OG0002775	FGIG_04591	SMRG1_34130.1, SMRG1_34130.2, SMRG1_34130.3
OG0002776	FGIG_04643, FGIG_05682	SMRG1_75250.1, SMRG1_75250.2
OG0002777	FGIG_04687	SMRG1_76660.1
OG0002778	FGIG_04729	SMRG1_96860.1
OG0002779	FGIG_06722, FGIG_04831	SMRG1_33370.1, SMRG1_36870.1, SMRG1_36870.2, SMRG1_36880.1
OG0002780	FGIG_04996, FGIG_12623	SMRG1_47860.2, SMRG1_47860.1
OG0002781	FGIG_05105	SMRG1_26680.1
OG0002782	FGIG_05161, FGIG_05159	SMRG1_79370.1, SMRG1_79370.2
OG0002783	FGIG_05182	SMRG1_54750.3, SMRG1_54750.1, SMRG1_54750.2
OG0002784	FGIG_05187, FGIG_05186	SMRG1_26270.1
OG0002785	FGIG_06181, FGIG_05209	SMRG1_71950.1
OG0002786	FGIG_05260	SMRG1_12760.3, SMRG1_12760.1, SMRG1_12760.2
OG0002787	FGIG_12685, FGIG_05286, FGIG_05287	SMRG1_6900.2, SMRG1_6900.1, SMRG1_6900.3, SMRG1_6900.4, SMRG1_6900.5
OG0002788	FGIG_10358, FGIG_05423	SMRG1_10350.1, SMRG1_10370.1
OG0002789	FGIG_05445	SMRG1_16190.1, SMRG1_16190.2, SMRG1_16190.3
OG0002790	FGIG_05483	SMRG1_77020.1, SMRG1_77020.2
OG0002791	FGIG_05501	SMRG1_2370.1
OG0002792	FGIG_05618	SMRG1_56310.2, SMRG1_56310.1
OG0002793	FGIG_05704	SMRG1_10990.2, SMRG1_10990.6, SMRG1_10990.3, SMRG1_10990.4, SMRG1_10990.5, SMRG1_10990.1, SMRG1_10990.7
OG0002794	FGIG_05717, FGIG_05716	SMRG1_95070.1, SMRG1_95070.2
OG0002795	FGIG_05889	SMRG1_26540.4, SMRG1_26540.1, SMRG1_26540.2, SMRG1_26540.3
OG0002796	FGIG_05981	SMRG1_12050.1
OG0002797	FGIG_05992	SMRG1_36500.1
OG0002798	FGIG_06061, FGIG_06060	SMRG1_74880.1, SMRG1_74880.4, SMRG1_74880.2, SMRG1_74880.3
OG0002799	FGIG_06088, FGIG_06085, FGIG_06087, FGIG_10414, FGIG_06084, FGIG_06086	SMRG1_84830.1
OG0002800	FGIG_06159	SMRG1_80030.1
OG0002801	FGIG_06201	SMRG1_4730.1, SMRG1_4730.2, SMRG1_4730.3
OG0002802	FGIG_06293	SMRG1_92010.1, SMRG1_92010.2
OG0002803	FGIG_06358	SMRG1_26940.2, SMRG1_26940.1, SMRG1_26940.3
OG0002804	FGIG_06361, FGIG_06360, FGIG_11543, FGIG_11542	SMRG1_39350.1
OG0002805	FGIG_06457, FGIG_06456	SMRG1_56660.1
OG0002806	FGIG_06469, FGIG_06468	SMRG1_72380.1, SMRG1_72380.2
OG0002807	FGIG_06513	SMRG1_19920.4, SMRG1_19920.2, SMRG1_19920.1, SMRG1_19920.3
OG0002808	FGIG_06605, FGIG_06607, FGIG_06606	SMRG1_62640.1
OG0002809	FGIG_06637, FGIG_08992	SMRG1_82500.1, SMRG1_97830.1, SMRG1_97830.2
OG0002810	FGIG_06738	SMRG1_34860.1
OG0002811	FGIG_06770	SMRG1_21710.6, SMRG1_21710.2, SMRG1_21710.1, SMRG1_21710.4, SMRG1_21710.3, SMRG1_21710.5, SMRG1_21710.7, SMRG1_21710.8
OG0002812	FGIG_06797	SMRG1_86810.1
OG0002813	FGIG_06986	SMRG1_78320.1, SMRG1_78320.2, SMRG1_78320.3
OG0002814	FGIG_07068, FGIG_07069	SMRG1_23670.1, SMRG1_23670.2, SMRG1_23670.5, SMRG1_23670.3, SMRG1_23670.4
OG0002815	FGIG_07178	SMRG1_64000.1, SMRG1_64010.1, SMRG1_64010.2
OG0002816	FGIG_07270	SMRG1_19040.1, SMRG1_19040.2, SMRG1_19040.3, SMRG1_19040.4
OG0002817	FGIG_07355	SMRG1_37390.1
OG0002818	FGIG_07442	SMRG1_75980.1, SMRG1_75980.2
OG0002819	FGIG_07453, FGIG_07452	SMRG1_69380.1, SMRG1_69380.2
OG0002820	FGIG_07472, FGIG_07471	SMRG1_75340.1
OG0002821	FGIG_07530, FGIG_11429, FGIG_09280, FGIG_11525	SMRG1_4100.1
OG0002822	FGIG_07663	SMRG1_9400.1
OG0002823	FGIG_07715	SMRG1_14550.1
OG0002824	FGIG_07734	SMRG1_1730.1, SMRG1_1730.2, SMRG1_1730.3, SMRG1_1730.4, SMRG1_1730.5, SMRG1_1730.6
OG0002825	FGIG_07794	SMRG1_49360.1
OG0002826	FGIG_07964	SMRG1_41010.1
OG0002827	FGIG_08025, FGIG_08024	SMRG1_27370.2, SMRG1_27370.3, SMRG1_27370.1
OG0002828	FGIG_08104, FGIG_12689	SMRG1_28210.1, SMRG1_28220.1
OG0002829	FGIG_09197, FGIG_08438	SMRG1_60080.1, SMRG1_60080.2
OG0002830	FGIG_10726, FGIG_11056, FGIG_11055, FGIG_08511	SMRG1_23570.3, SMRG1_23570.1, SMRG1_23570.2, SMRG1_23570.4
OG0002831	FGIG_08556	SMRG1_15130.1
OG0002832	FGIG_08571	SMRG1_82150.1, SMRG1_82150.2
OG0002833	FGIG_08588	SMRG1_57320.1, SMRG1_57320.2, SMRG1_57320.3, SMRG1_57320.4
OG0002834	FGIG_08596	SMRG1_3470.1, SMRG1_3470.2
OG0002835	FGIG_08621, FGIG_08622	SMRG1_92700.1, SMRG1_92700.2
OG0002836	FGIG_08624	SMRG1_25680.1, SMRG1_25680.4, SMRG1_25680.2, SMRG1_25680.3
OG0002837	FGIG_08626	SMRG1_15140.2, SMRG1_15140.1, SMRG1_15140.3, SMRG1_15140.4
OG0002838	FGIG_08655	SMRG1_13320.2, SMRG1_13320.1, SMRG1_13320.5, SMRG1_13320.3, SMRG1_13320.4
OG0002839	FGIG_08663, FGIG_08664	SMRG1_71750.1, SMRG1_71750.2, SMRG1_71750.3
OG0002840	FGIG_08800	SMRG1_92460.1, SMRG1_92460.2, SMRG1_92460.3, SMRG1_92460.4
OG0002841	FGIG_08875	SMRG1_51400.1
OG0002842	FGIG_08981	SMRG1_71500.4, SMRG1_71500.2, SMRG1_71500.3, SMRG1_71500.1, SMRG1_71500.5
OG0002843	FGIG_09146	SMRG1_26180.2, SMRG1_26180.1, SMRG1_26180.3
OG0002844	FGIG_09190	SMRG1_68150.3, SMRG1_68150.1, SMRG1_68150.4, SMRG1_68150.2
OG0002845	FGIG_09422	SMRG1_10580.1, SMRG1_10590.1, SMRG1_10590.2
