Orthogroup	fasciola_gigantica	schistosoma_intercalatum
OG0002111	FGIG_02740, FGIG_02741	SINT1_42420.1, SINT1_42420.2, SINT1_42420.3, SINT1_42420.4
OG0002112	FGIG_03025	SINT1_58310.1
OG0002113	FGIG_03296	SINT1_88880.1
OG0002114	FGIG_03896	SINT1_24250.2, SINT1_24250.1, SINT1_96120.1
OG0002115	FGIG_03962	SINT1_54830.1, SINT1_54830.2
OG0002116	FGIG_04721, FGIG_04077	SINT1_32580.1
OG0002117	FGIG_04173	SINT1_4550.1
OG0002118	FGIG_04184	SINT1_45910.1
OG0002118	FGIG_04185	SINT1_45900.1
OG0002119	FGIG_04220	SINT1_82850.1
OG0002120	FGIG_04231	SINT1_6330.1, SINT1_6330.2
OG0002121	FGIG_04233, FGIG_04232	SINT1_6340.3, SINT1_6340.4, SINT1_6340.1, SINT1_6340.2
OG0002122	FGIG_04355	SINT1_31490.1, SINT1_31490.2, SINT1_31490.3, SINT1_31490.4
OG0002123	FGIG_04472	SINT1_29420.1, SINT1_29420.2, SINT1_29420.3
OG0002124	FGIG_04560	SINT1_21060.1, SINT1_21060.2, SINT1_21060.3
OG0002125	FGIG_04585	SINT1_94420.2, SINT1_94420.1, SINT1_94390.1, SINT1_96780.1
OG0002126	FGIG_04673, FGIG_04675, FGIG_04674	SINT1_3070.1
OG0002127	FGIG_04867	SINT1_59450.2, SINT1_59450.1
OG0002128	FGIG_07940, FGIG_07941, FGIG_04883	SINT1_6510.1
OG0002129	FGIG_04937	SINT1_51860.1
OG0002130	FGIG_12658, FGIG_05062	SINT1_24670.1
OG0002131	FGIG_05119	SINT1_40550.1
OG0002132	FGIG_05232	SINT1_55050.1, SINT1_55050.2
OG0002133	FGIG_05314	SINT1_47390.1
OG0002134	FGIG_05624	SINT1_36920.1
OG0002135	FGIG_05765	SINT1_26140.1
OG0002136	FGIG_05990	SINT1_91380.1
OG0002137	FGIG_06265	SINT1_77450.1
OG0002138	FGIG_06285	SINT1_31130.1
OG0002139	FGIG_06377	SINT1_62660.1, SINT1_62670.1
OG0002140	FGIG_06385, FGIG_12408	SINT1_7330.1
OG0002141	FGIG_06397	SINT1_58450.1, SINT1_58450.2
OG0002142	FGIG_06549	SINT1_84550.1
OG0002143	FGIG_06744, FGIG_06745	SINT1_96890.1, SINT1_95620.1
OG0002144	FGIG_06833, FGIG_12222	SINT1_26450.1, SINT1_26450.2
OG0002145	FGIG_06894	SINT1_30590.1
OG0002146	FGIG_06966	SINT1_16680.1
OG0002147	FGIG_07060	SINT1_49760.1, SINT1_49760.2
OG0002148	FGIG_07150	SINT1_6150.1
OG0002149	FGIG_07229, FGIG_10638	SINT1_53540.1, SINT1_53570.1
OG0002150	FGIG_07241, FGIG_09386	SINT1_67480.1
OG0002151	FGIG_07245	SINT1_49600.1, SINT1_80640.1
OG0002152	FGIG_07252, FGIG_11124	SINT1_73140.1
OG0002153	FGIG_07293	SINT1_7070.1, SINT1_7070.2, SINT1_7070.3, SINT1_7070.4
OG0002154	FGIG_07297, FGIG_07298	SINT1_36440.1
OG0002155	FGIG_07344	SINT1_23910.1, SINT1_23910.2, SINT1_23910.3, SINT1_23910.4
OG0002156	FGIG_07411, FGIG_07410	SINT1_86970.3, SINT1_86970.4, SINT1_86970.1, SINT1_86970.2
OG0002157	FGIG_07422	SINT1_62130.1, SINT1_62130.2
OG0002158	FGIG_07479	SINT1_75440.1
OG0002159	FGIG_07668, FGIG_13986	SINT1_73610.1, SINT1_73610.2
OG0002160	FGIG_07809	SINT1_60730.1, SINT1_60730.2, SINT1_60730.3
OG0002161	FGIG_07886	SINT1_45320.1, SINT1_45320.2, SINT1_45320.3
OG0002162	FGIG_09044	SINT1_26280.1
OG0002162	FGIG_09044	SINT1_26340.1
OG0002163	FGIG_07909	SINT1_38620.1, SINT1_38620.2, SINT1_38620.3
OG0002164	FGIG_08058	SINT1_58130.3, SINT1_58130.1, SINT1_58130.2
OG0002165	FGIG_08102	SINT1_28150.2, SINT1_28150.1
OG0002166	FGIG_08113	SINT1_55490.1, SINT1_55490.2
OG0002167	FGIG_08390	SINT1_51730.1, SINT1_51730.2, SINT1_51730.3, SINT1_51730.4, SINT1_51730.5, SINT1_51730.6
OG0002168	FGIG_08554	SINT1_48110.1
OG0002169	FGIG_08738	SINT1_21660.3, SINT1_21660.2, SINT1_21660.1
OG0002170	FGIG_08748	SINT1_71200.1
OG0002171	FGIG_08756	SINT1_2720.2, SINT1_2720.1, SINT1_2710.3, SINT1_2710.1, SINT1_2710.2
OG0002172	FGIG_08850	SINT1_30510.1
OG0002173	FGIG_09152	SINT1_64080.1, SINT1_64080.2, SINT1_64080.3
OG0002174	FGIG_09162	SINT1_73150.1, SINT1_73150.2
OG0002175	FGIG_09338	SINT1_74230.1
OG0002176	FGIG_09375	SINT1_78240.1, SINT1_78240.2, SINT1_78240.3, SINT1_78240.4, SINT1_78240.5
OG0002177	FGIG_09393	SINT1_5540.4, SINT1_5540.1, SINT1_5540.2, SINT1_5540.3
OG0002178	FGIG_09399	SINT1_75650.4, SINT1_75650.1, SINT1_75650.2, SINT1_75650.3
OG0002179	FGIG_09419	SINT1_10290.1, SINT1_10290.2
OG0002180	FGIG_09454	SINT1_75630.1, SINT1_75630.2
OG0002181	FGIG_09560, FGIG_11930, FGIG_11929	SINT1_56320.1
OG0002182	FGIG_09570	SINT1_73760.3, SINT1_73760.1, SINT1_73760.2
OG0002183	FGIG_09574	SINT1_11670.1
OG0002184	FGIG_09626	SINT1_90090.4, SINT1_90090.3, SINT1_90090.2, SINT1_90090.1, SINT1_90090.5
OG0002185	FGIG_09640	SINT1_4840.1
OG0002186	FGIG_09677	SINT1_19810.1
OG0002187	FGIG_09896	SINT1_15080.1
OG0002187	FGIG_09895	SINT1_15070.1
OG0002188	FGIG_09940	SINT1_66740.1, SINT1_66750.1
OG0002189	FGIG_09969	SINT1_35540.6, SINT1_35540.5, SINT1_35540.1, SINT1_35540.2, SINT1_35540.3, SINT1_35540.4
OG0002190	FGIG_10017	SINT1_26840.1, SINT1_26840.2, SINT1_26840.3
OG0002191	FGIG_10018	SINT1_11760.1, SINT1_11760.2, SINT1_11760.3
OG0002192	FGIG_11140, FGIG_10086, FGIG_11138, FGIG_11139	SINT1_45230.1, SINT1_45230.2
OG0002193	FGIG_10336	SINT1_75820.1, SINT1_75820.3, SINT1_75820.2, SINT1_75820.4
OG0002194	FGIG_10539	SINT1_30600.1, SINT1_30600.2
OG0002195	FGIG_10604	SINT1_53150.1
OG0002196	FGIG_10636	SINT1_67090.1, SINT1_67090.3, SINT1_67090.2
OG0002197	FGIG_10687	SINT1_58360.2, SINT1_58360.1
OG0002198	FGIG_10743	SINT1_28490.3, SINT1_28490.1, SINT1_28490.2
OG0002199	FGIG_10871	SINT1_69950.1
OG0002200	FGIG_11136	SINT1_50600.2, SINT1_50600.1
OG0002201	FGIG_11203	SINT1_50330.1
OG0002202	FGIG_11573	SINT1_42240.1
OG0002203	FGIG_11895, FGIG_11896	SINT1_76460.1, SINT1_76460.2, SINT1_76460.3
OG0002204	FGIG_12650, FGIG_12066	SINT1_25450.1, SINT1_25450.3, SINT1_25450.2
OG0002205	FGIG_12452	SINT1_4290.2, SINT1_4290.1
OG0002206	FGIG_12508	SINT1_87750.1
OG0002212	FGIG_00064, FGIG_00063	SINT1_93530.1
OG0002214	FGIG_00154	SINT1_44400.1, SINT1_44400.2
OG0002215	FGIG_00249	SINT1_7410.1
OG0002217	FGIG_00514	SINT1_3350.1
OG0002218	FGIG_00689	SINT1_5560.1
OG0002219	FGIG_00868	SINT1_17670.1, SINT1_17670.2
OG0002220	FGIG_00875	SINT1_1000.1, SINT1_1000.2, SINT1_1000.3, SINT1_1000.4
OG0002221	FGIG_04571	SINT1_9660.1
OG0002222	FGIG_01061	SINT1_34910.1, SINT1_34910.2, SINT1_34910.3, SINT1_34910.4
OG0002223	FGIG_01190, FGIG_01189, FGIG_08130	SINT1_19480.1
OG0002224	FGIG_01217, FGIG_07046	SINT1_12410.1, SINT1_95360.1
OG0002225	FGIG_01235, FGIG_01236	SINT1_88350.1
OG0002226	FGIG_01251	SINT1_26460.1
OG0002227	FGIG_01282	SINT1_43140.1
OG0002228	FGIG_01298	SINT1_42590.1
OG0002229	FGIG_01349	SINT1_14670.1
OG0002230	FGIG_01359	SINT1_64920.4, SINT1_64920.5, SINT1_64920.1, SINT1_64920.2, SINT1_64920.3
OG0002231	FGIG_01526	SINT1_62570.2, SINT1_62570.3, SINT1_62570.4, SINT1_62570.1
OG0002232	FGIG_01528	SINT1_74920.1
OG0002233	FGIG_01619	SINT1_60110.1, SINT1_60110.2
OG0002234	FGIG_01755	SINT1_53470.1, SINT1_53480.1
OG0002235	FGIG_01815	SINT1_18620.1
OG0002236	FGIG_01839, FGIG_01838, FGIG_01841, FGIG_05959, FGIG_05960	SINT1_67520.1
OG0002237	FGIG_01843, FGIG_01844	SINT1_43540.1, SINT1_43530.1
OG0002239	FGIG_02021, FGIG_02022, FGIG_11904	SINT1_94010.5, SINT1_94010.1, SINT1_94010.2, SINT1_94010.4, SINT1_94010.3
OG0002240	FGIG_02045	SINT1_41920.1
OG0002241	FGIG_02071, FGIG_09407	SINT1_67350.1
OG0002242	FGIG_03786, FGIG_12095, FGIG_02183	SINT1_42200.1
OG0002243	FGIG_02190	SINT1_29610.1
OG0002244	FGIG_02421	SINT1_24610.1
OG0002245	FGIG_02712	SINT1_59920.1
OG0002246	FGIG_02737	SINT1_21840.1, SINT1_21840.2
OG0002247	FGIG_02926	SINT1_26120.1
OG0002248	FGIG_02985	SINT1_52880.1
OG0002249	FGIG_03295	SINT1_54620.1
OG0002250	FGIG_03355, FGIG_07266, FGIG_07264, FGIG_07265	SINT1_40290.1, SINT1_40290.2
OG0002251	FGIG_03597	SINT1_27280.1, SINT1_27280.2, SINT1_27280.3
OG0002252	FGIG_03608	SINT1_5110.1, SINT1_5110.2
OG0002253	FGIG_03758	SINT1_7470.1, SINT1_7470.2
OG0002254	FGIG_03762	SINT1_51500.3, SINT1_51500.2, SINT1_51500.1, SINT1_51500.6, SINT1_51500.5, SINT1_51500.4
OG0002255	FGIG_03783	SINT1_6090.1
OG0002256	FGIG_03842	SINT1_48060.1, SINT1_48060.2
OG0002257	FGIG_09671, FGIG_09669, FGIG_09670, FGIG_03870	SINT1_52420.1, SINT1_52420.2, SINT1_52420.3
OG0002258	FGIG_09563	SINT1_52490.1, SINT1_52490.2
OG0002259	FGIG_04001	SINT1_28310.1
OG0002260	FGIG_04041	SINT1_930.1, SINT1_930.4, SINT1_930.2, SINT1_930.3
OG0002261	FGIG_04091	SINT1_51240.1
OG0002262	FGIG_04206	SINT1_17890.2, SINT1_17890.1
OG0002263	FGIG_04322	SINT1_66430.1
OG0002264	FGIG_04362	SINT1_42990.1, SINT1_42990.2, SINT1_42990.3
OG0002265	FGIG_04389	SINT1_40510.1
OG0002266	FGIG_04454	SINT1_92990.1, SINT1_92990.2
OG0002267	FGIG_04524	SINT1_13540.3, SINT1_13540.4, SINT1_13540.1, SINT1_13540.2
OG0002268	FGIG_11754	SINT1_82490.1, SINT1_82490.2
OG0002269	FGIG_04772, FGIG_11249	SINT1_61540.1
OG0002270	FGIG_05032	SINT1_87190.2, SINT1_87190.3, SINT1_87190.1
OG0002271	FGIG_05054, FGIG_10761	SINT1_79920.1
OG0002272	FGIG_05097	SINT1_25100.1
OG0002273	FGIG_11698, FGIG_05145	SINT1_76820.1, SINT1_76820.5, SINT1_76820.3, SINT1_76820.2, SINT1_76820.4
OG0002274	FGIG_05175	SINT1_46520.1
OG0002275	FGIG_05339	SINT1_83040.1
OG0002276	FGIG_05367	SINT1_52460.1, SINT1_52460.2, SINT1_52460.3
OG0002277	FGIG_05444, FGIG_06812	SINT1_51310.1
OG0002278	FGIG_09994, FGIG_11786, FGIG_05591	SINT1_90600.4, SINT1_90600.5, SINT1_90600.6, SINT1_90600.3, SINT1_90600.2, SINT1_90600.1
OG0002279	FGIG_05662	SINT1_80360.1
OG0002279	FGIG_09598	SINT1_85370.1
OG0002280	FGIG_05667, FGIG_09099	SINT1_58140.1, SINT1_58140.2, SINT1_58140.3, SINT1_58140.4
OG0002281	FGIG_05678	SINT1_41930.1
OG0002282	FGIG_05703	SINT1_9510.1, SINT1_9520.1
OG0002283	FGIG_11894, FGIG_05806	SINT1_51430.2, SINT1_51430.1, SINT1_51430.3
OG0002284	FGIG_05967	SINT1_70050.1, SINT1_70050.2, SINT1_70050.3
OG0002285	FGIG_05994	SINT1_8540.1
OG0002286	FGIG_06042	SINT1_66650.1, SINT1_66650.3, SINT1_66650.2
OG0002287	FGIG_06120	SINT1_62160.1
OG0002288	FGIG_06146	SINT1_73210.2, SINT1_73210.1, SINT1_73210.3, SINT1_73210.4
OG0002289	FGIG_06166	SINT1_33150.2, SINT1_33150.1, SINT1_33150.3
OG0002290	FGIG_09267, FGIG_06359	SINT1_84030.1
OG0002291	FGIG_06403	SINT1_65760.1, SINT1_65760.2
OG0002292	FGIG_06655	SINT1_73670.1
OG0002293	FGIG_06706	SINT1_59800.3, SINT1_59800.1, SINT1_59800.2
OG0002295	FGIG_06836	SINT1_53280.1
OG0002296	FGIG_07857, FGIG_06883	SINT1_14260.1
OG0002297	FGIG_06891, FGIG_06890	SINT1_29190.1, SINT1_29200.1
OG0002298	FGIG_06951	SINT1_2660.1, SINT1_2580.2, SINT1_2580.1
OG0002299	FGIG_07092	SINT1_27240.1
OG0002300	FGIG_09925, FGIG_07095	SINT1_76850.4, SINT1_76850.1, SINT1_76850.3, SINT1_76850.2
OG0002301	FGIG_07117	SINT1_88480.1, SINT1_88470.1
OG0002302	FGIG_11232, FGIG_08060, FGIG_08061, FGIG_07118, FGIG_10708	SINT1_16110.3, SINT1_16110.4, SINT1_16110.1, SINT1_16110.2
OG0002303	FGIG_07470	SINT1_73690.1, SINT1_73690.2
OG0002304	FGIG_08042	SINT1_67700.2, SINT1_67700.1
OG0002305	FGIG_08091	SINT1_34280.1
OG0002306	FGIG_08115	SINT1_65170.1, SINT1_65170.2, SINT1_65170.3, SINT1_65170.4
OG0002307	FGIG_08189	SINT1_73220.1, SINT1_73220.2, SINT1_73220.3
OG0002308	FGIG_08211	SINT1_51020.1
OG0002309	FGIG_08287	SINT1_42560.1
OG0002310	FGIG_08475	SINT1_21990.1, SINT1_21990.2
OG0002311	FGIG_08577	SINT1_4930.1
OG0002312	FGIG_08678	SINT1_23240.1, SINT1_23200.1
OG0002313	FGIG_08766	SINT1_40420.1
OG0002314	FGIG_08910	SINT1_4100.1, SINT1_4100.2
OG0002315	FGIG_08928	SINT1_8550.3, SINT1_8550.1, SINT1_8550.2, SINT1_8550.4
OG0002316	FGIG_09015, FGIG_09014	SINT1_70250.1
OG0002317	FGIG_09066	SINT1_47100.1
OG0002319	FGIG_09288, FGIG_11697	SINT1_18410.1, SINT1_18410.2, SINT1_18410.3
OG0002320	FGIG_09337	SINT1_72890.1
OG0002321	FGIG_11653, FGIG_09436	SINT1_16920.1
OG0002322	FGIG_09441, FGIG_09442	SINT1_20990.1
OG0002323	FGIG_09510, FGIG_09829	SINT1_62860.2, SINT1_62860.4, SINT1_62860.1, SINT1_62860.3
OG0002324	FGIG_09558	SINT1_12500.1, SINT1_12500.2, SINT1_12500.5, SINT1_12500.3, SINT1_12500.4
OG0002325	FGIG_09644	SINT1_13910.1
OG0002326	FGIG_09702	SINT1_87860.1, SINT1_87860.2, SINT1_87860.3, SINT1_87860.4, SINT1_87860.5, SINT1_87860.6
OG0002327	FGIG_12278, FGIG_09776, FGIG_09775	SINT1_76880.1
OG0002328	FGIG_09778	SINT1_7560.2, SINT1_7560.1
OG0002329	FGIG_09876	SINT1_1800.1
OG0002330	FGIG_09881	SINT1_5920.1
OG0002331	FGIG_09927, FGIG_11900	SINT1_5550.1
OG0002332	FGIG_09958	SINT1_12780.3, SINT1_12780.4, SINT1_12780.1, SINT1_12780.2
OG0002333	FGIG_10059	SINT1_53320.1, SINT1_53320.2, SINT1_53320.3
OG0002334	FGIG_10145	SINT1_9010.1, SINT1_9010.2, SINT1_9010.3
OG0002335	FGIG_10281	SINT1_17020.1, SINT1_17020.2, SINT1_17020.3
OG0002336	FGIG_12150, FGIG_10289	SINT1_56430.1, SINT1_56430.2, SINT1_56430.3
OG0002337	FGIG_10362	SINT1_94770.1
OG0002338	FGIG_10458	SINT1_9640.1
OG0002339	FGIG_10531	SINT1_88540.1
OG0002340	FGIG_10716	SINT1_2620.1, SINT1_2620.2, SINT1_2620.3, SINT1_2620.4
OG0002341	FGIG_10749	SINT1_87290.1
OG0002342	FGIG_10783	SINT1_3460.1
OG0002343	FGIG_10808	SINT1_43840.6, SINT1_43840.1, SINT1_43840.2, SINT1_43840.3, SINT1_43840.4, SINT1_43840.5
OG0002344	FGIG_11003	SINT1_60030.1
OG0002345	FGIG_11019	SINT1_86030.1
OG0002346	FGIG_11123, FGIG_11122	SINT1_25410.2, SINT1_25410.1
OG0002347	FGIG_11158, FGIG_11159, FGIG_12385, FGIG_12386	SINT1_20540.1
OG0002348	FGIG_11206	SINT1_36100.1
OG0002349	FGIG_11271, FGIG_11398	SINT1_87350.1
OG0002350	FGIG_11286	SINT1_36520.1, SINT1_36520.2, SINT1_36520.3, SINT1_36520.4, SINT1_36520.5
OG0002351	FGIG_11338	SINT1_50960.2, SINT1_50960.1
OG0002352	FGIG_11473	SINT1_86840.1, SINT1_86840.2
OG0002353	FGIG_11640	SINT1_74080.1
OG0002354	FGIG_12409, FGIG_11676	SINT1_8310.1, SINT1_8310.2, SINT1_8310.4, SINT1_8310.6, SINT1_8310.3, SINT1_8310.5
OG0002355	FGIG_11960, FGIG_11712	SINT1_72560.1, SINT1_72560.2
OG0002356	FGIG_11801	SINT1_64990.1
OG0002370	FGIG_00318, FGIG_00319	SINT1_47950.1, SINT1_47950.2, SINT1_46430.1
OG0002371	FGIG_00332	SINT1_1630.1, SINT1_1630.2
OG0002372	FGIG_00522	SINT1_63200.1
OG0002373	FGIG_00664	SINT1_75180.1, SINT1_75180.2
OG0002374	FGIG_00687	SINT1_5580.1
OG0002375	FGIG_05220, FGIG_00900	SINT1_93790.1, SINT1_93790.2
OG0002376	FGIG_00953, FGIG_09565	SINT1_71490.1
OG0002377	FGIG_01063, FGIG_01062	SINT1_96650.1, SINT1_96670.1, SINT1_29820.1, SINT1_29850.1
OG0002378	FGIG_01137	SINT1_39910.1
OG0002379	FGIG_05262	SINT1_42790.2, SINT1_42790.1
OG0002381	FGIG_01256	SINT1_53560.1, SINT1_53530.1
OG0002382	FGIG_01304	SINT1_10020.2, SINT1_10020.3, SINT1_10020.1, SINT1_10020.4, SINT1_10020.5
OG0002383	FGIG_01455	SINT1_52220.1, SINT1_52220.2
OG0002384	FGIG_09873, FGIG_01494, FGIG_13997	SINT1_80690.1, SINT1_80690.2, SINT1_80690.3, SINT1_80690.4
OG0002385	FGIG_01675	SINT1_28890.1, SINT1_28890.2
OG0002387	FGIG_01735, FGIG_01737, FGIG_01736	SINT1_76120.1
OG0002388	FGIG_01875, FGIG_10835	SINT1_10930.1
OG0002389	FGIG_01884	SINT1_86990.2, SINT1_86990.3, SINT1_86990.1
OG0002390	FGIG_01897, FGIG_01896, FGIG_01898	SINT1_16550.1
OG0002391	FGIG_02015	SINT1_18890.1, SINT1_18890.5, SINT1_18890.2, SINT1_18890.3, SINT1_18890.6, SINT1_18890.4
OG0002392	FGIG_02057	SINT1_89350.1
OG0002393	FGIG_02189, FGIG_04963	SINT1_59140.1
OG0002394	FGIG_02326	SINT1_31190.1
OG0002395	FGIG_02392, FGIG_12059	SINT1_82070.1
OG0002396	FGIG_02713	SINT1_32870.1, SINT1_32870.3, SINT1_32870.2
OG0002397	FGIG_02751	SINT1_77650.1, SINT1_77650.2, SINT1_77650.3
OG0002398	FGIG_02818	SINT1_5300.1
OG0002399	FGIG_02929, FGIG_12312	SINT1_40890.1
OG0002400	FGIG_02992	SINT1_3020.1, SINT1_3020.2, SINT1_3020.3
OG0002401	FGIG_03016	SINT1_94470.1
OG0002402	FGIG_03098	SINT1_21580.1
OG0002403	FGIG_03175	SINT1_24260.1, SINT1_24260.2, SINT1_24260.3, SINT1_24260.4
OG0002404	FGIG_03321	SINT1_61680.3, SINT1_61680.1, SINT1_61680.2
OG0002405	FGIG_03332	SINT1_1750.1
OG0002406	FGIG_03463	SINT1_8660.1
OG0002407	FGIG_03753	SINT1_8180.1
OG0002407	FGIG_03485	SINT1_8160.1
OG0002408	FGIG_03539	SINT1_72780.1, SINT1_72780.2
OG0002409	FGIG_03603	SINT1_83110.1, SINT1_83110.2
OG0002410	FGIG_03611	SINT1_35520.3, SINT1_35520.1, SINT1_35520.2, SINT1_35520.4
OG0002411	FGIG_10068, FGIG_03660	SINT1_87200.2, SINT1_87200.4, SINT1_87200.1, SINT1_87200.3
OG0002412	FGIG_03751	SINT1_29730.1, SINT1_29730.2
OG0002413	FGIG_03978	SINT1_85770.1, SINT1_85770.2, SINT1_85770.3
OG0002414	FGIG_04080	SINT1_55430.1, SINT1_55430.3, SINT1_55430.2, SINT1_55430.4
OG0002415	FGIG_04148	SINT1_20730.1, SINT1_20730.2, SINT1_20730.3
OG0002416	FGIG_04169	SINT1_40840.1
OG0002417	FGIG_04242	SINT1_16360.1, SINT1_16360.2
OG0002418	FGIG_04267	SINT1_33010.1
OG0002419	FGIG_04405	SINT1_28760.4, SINT1_28760.1, SINT1_28760.2, SINT1_28760.3
OG0002420	FGIG_04462	SINT1_33200.1
OG0002421	FGIG_04522	SINT1_70920.5, SINT1_70920.1, SINT1_70920.2, SINT1_70920.3, SINT1_70920.4
OG0002422	FGIG_04530	SINT1_34860.1
OG0002423	FGIG_04660, FGIG_04661	SINT1_69840.2, SINT1_69840.1
OG0002424	FGIG_04664	SINT1_55770.1, SINT1_55770.2, SINT1_55770.3, SINT1_55770.4
OG0002425	FGIG_05156	SINT1_34620.1, SINT1_34620.2
OG0002426	FGIG_05306, FGIG_05305, FGIG_11597, FGIG_05304	SINT1_36890.1
OG0002427	FGIG_08659, FGIG_08134, FGIG_05349	SINT1_8650.1
OG0002428	FGIG_05382	SINT1_12650.1
OG0002429	FGIG_05450	SINT1_39970.4, SINT1_39970.1, SINT1_39970.5, SINT1_39970.6, SINT1_39970.7, SINT1_39970.2, SINT1_39970.3, SINT1_39970.8
OG0002430	FGIG_05519	SINT1_73450.1, SINT1_73450.3, SINT1_73450.2
OG0002431	FGIG_05521	SINT1_36620.1
OG0002432	FGIG_05602	SINT1_60440.2, SINT1_60440.3, SINT1_60440.1, SINT1_60440.4
OG0002433	FGIG_05646, FGIG_05645	SINT1_19570.3, SINT1_19570.1, SINT1_19570.2
OG0002434	FGIG_05674	SINT1_34930.1
OG0002435	FGIG_05697	SINT1_28820.1
OG0002436	FGIG_05730	SINT1_22320.1
OG0002437	FGIG_05941	SINT1_52640.1, SINT1_52640.2, SINT1_52640.4, SINT1_52640.3
OG0002438	FGIG_05966	SINT1_33480.1, SINT1_33480.2
OG0002439	FGIG_05976	SINT1_52790.1
OG0002440	FGIG_05987	SINT1_68300.1
OG0002441	FGIG_06093	SINT1_49000.1
OG0002442	FGIG_06418	SINT1_42570.1, SINT1_42570.2
OG0002443	FGIG_06436	SINT1_45520.1, SINT1_45520.2, SINT1_45520.4, SINT1_45520.3, SINT1_45520.5
OG0002444	FGIG_06465, FGIG_07625, FGIG_07626	SINT1_57180.2, SINT1_57180.1, SINT1_57180.3
OG0002445	FGIG_06503	SINT1_68330.1, SINT1_68330.2
OG0002446	FGIG_06541, FGIG_06542	SINT1_62200.1
OG0002447	FGIG_06779	SINT1_7500.1
OG0002448	FGIG_06814	SINT1_32280.1, SINT1_32280.2
OG0002449	FGIG_06820	SINT1_18430.1, SINT1_18430.2
OG0002450	FGIG_06958, FGIG_06957	SINT1_64720.1, SINT1_64720.2, SINT1_64720.3, SINT1_64720.4
OG0002451	FGIG_09875, FGIG_06973	SINT1_75640.1, SINT1_70940.1, SINT1_70940.2, SINT1_70940.3
OG0002452	FGIG_07134	SINT1_8020.1, SINT1_8020.2
OG0002453	FGIG_07309	SINT1_47120.1, SINT1_47120.2, SINT1_47120.4, SINT1_47120.3
OG0002454	FGIG_07341, FGIG_07342	SINT1_66550.1, SINT1_66550.2
OG0002455	FGIG_07376	SINT1_65430.1
OG0002456	FGIG_07456	SINT1_32850.4, SINT1_32850.1, SINT1_32850.2, SINT1_32850.3, SINT1_32850.5, SINT1_32850.6
OG0002457	FGIG_07547	SINT1_70070.1, SINT1_70070.3, SINT1_70070.2
OG0002458	FGIG_07836	SINT1_83130.1
OG0002459	FGIG_07884	SINT1_38180.1, SINT1_38180.2
OG0002460	FGIG_07978	SINT1_8350.2, SINT1_8350.3, SINT1_8350.1
OG0002461	FGIG_08021	SINT1_9460.1
OG0002462	FGIG_08085, FGIG_08086	SINT1_63750.1
OG0002463	FGIG_08096	SINT1_82130.1, SINT1_82130.2, SINT1_82130.5, SINT1_82130.3, SINT1_82130.4
OG0002464	FGIG_08106	SINT1_28180.1
OG0002465	FGIG_08251	SINT1_81570.5, SINT1_81570.2, SINT1_81570.1, SINT1_81570.3, SINT1_81570.4
OG0002466	FGIG_08323	SINT1_92360.1, SINT1_92360.3, SINT1_92360.2
OG0002467	FGIG_08516	SINT1_50430.1, SINT1_50430.2, SINT1_50430.3, SINT1_50430.4
OG0002468	FGIG_08551	SINT1_74750.1
OG0002469	FGIG_08589, FGIG_11582, FGIG_08590	SINT1_4390.1, SINT1_4390.2, SINT1_4390.3
OG0002470	FGIG_08645	SINT1_77990.1, SINT1_77990.2
OG0002471	FGIG_08707	SINT1_73850.3, SINT1_73850.1, SINT1_73850.2
OG0002472	FGIG_08827	SINT1_36770.2, SINT1_36770.3, SINT1_36770.1
OG0002473	FGIG_08879	SINT1_9850.1
OG0002475	FGIG_09134	SINT1_18920.1, SINT1_18920.4, SINT1_18920.5, SINT1_18920.3, SINT1_18920.2
OG0002476	FGIG_09264, FGIG_09265, FGIG_10209	SINT1_30990.1
OG0002477	FGIG_09272	SINT1_75300.2, SINT1_75300.1
OG0002478	FGIG_09278	SINT1_51190.1
OG0002479	FGIG_09452	SINT1_63030.1
OG0002480	FGIG_09465, FGIG_09464	SINT1_27980.2, SINT1_27980.1, SINT1_27980.3
OG0002481	FGIG_09576	SINT1_6020.1
OG0002482	FGIG_09686	SINT1_61400.2, SINT1_61400.1
OG0002483	FGIG_09695	SINT1_20410.1, SINT1_20410.2, SINT1_20410.3
OG0002484	FGIG_09732	SINT1_23840.1
OG0002485	FGIG_09739	SINT1_34330.4, SINT1_34330.6, SINT1_34330.5, SINT1_34330.1, SINT1_34330.2, SINT1_34330.3
OG0002486	FGIG_09770	SINT1_23930.3, SINT1_23930.4, SINT1_23930.1, SINT1_23930.2
OG0002487	FGIG_09784	SINT1_78780.1
OG0002488	FGIG_10504, FGIG_09832	SINT1_54690.1, SINT1_54690.2
OG0002489	FGIG_09868	SINT1_27380.1, SINT1_27380.2
OG0002490	FGIG_09978	SINT1_73230.1
OG0002491	FGIG_10023	SINT1_91370.1
OG0002492	FGIG_10063, FGIG_10064	SINT1_73840.1
OG0002493	FGIG_10292	SINT1_63320.1
OG0002494	FGIG_10497	SINT1_1560.1
OG0002495	FGIG_10719	SINT1_14600.1, SINT1_14600.2
OG0002496	FGIG_10747	SINT1_42820.1, SINT1_42820.2, SINT1_42820.3, SINT1_42820.4, SINT1_42820.5
OG0002497	FGIG_10950	SINT1_45820.1, SINT1_45820.2, SINT1_45820.3
OG0002498	FGIG_11117	SINT1_840.3, SINT1_840.4, SINT1_840.1, SINT1_840.2
