Orthogroup	fasciola_gigantica	opisthorchis_viverrini
OG0003830	FGIG_00070, FGIG_00074	T265_09055
OG0003831	FGIG_00079	T265_11014, T265_11015
OG0003832	FGIG_00158, FGIG_07024, FGIG_07023	T265_10860
OG0003834	FGIG_00232	T265_05544
OG0003835	FGIG_00269	T265_11735
OG0003836	FGIG_00287	T265_08888
OG0003837	FGIG_00306, FGIG_00307	T265_09723
OG0003838	FGIG_00326	T265_07776
OG0003839	FGIG_00336	T265_05240
OG0003840	FGIG_00353	T265_14592
OG0003842	FGIG_00385	T265_15056
OG0003842	FGIG_05108	T265_08637, T265_08638
OG0003843	FGIG_00393, FGIG_08414	T265_14168
OG0003844	FGIG_00400	T265_00713
OG0003845	FGIG_11306, FGIG_00428	T265_02625
OG0003846	FGIG_00437, FGIG_01677	T265_06818
OG0003847	FGIG_00468	T265_10563
OG0003848	FGIG_00519	T265_07131
OG0003849	FGIG_00572	T265_15329
OG0003850	FGIG_00595	T265_00751
OG0003851	FGIG_00629	T265_05837, T265_13888
OG0003852	FGIG_00732	T265_14491
OG0003853	FGIG_00757, FGIG_10745, FGIG_00758	T265_08362
OG0003854	FGIG_00780	T265_03170, T265_03168, T265_03171, T265_03169
OG0003855	FGIG_00798	T265_12068
OG0003856	FGIG_00888, FGIG_06116, FGIG_08750, FGIG_08749	T265_10681
OG0003857	FGIG_00916	T265_05336
OG0003858	FGIG_00980	T265_07459
OG0003859	FGIG_00987	T265_03929
OG0003860	FGIG_01015	T265_02613
OG0003861	FGIG_01052	T265_01889
OG0003863	FGIG_01209	T265_05699
OG0003864	FGIG_01322	T265_00327
OG0003865	FGIG_01481	T265_16087
OG0003866	FGIG_01504	T265_03366
OG0003867	FGIG_01563	T265_00021
OG0003868	FGIG_01607	T265_03172
OG0003869	FGIG_01647	T265_12812
OG0003872	FGIG_01778	T265_01200
OG0003873	FGIG_11719, FGIG_01823	T265_14902
OG0003874	FGIG_01842	T265_09712
OG0003875	FGIG_01914	T265_05982
OG0003876	FGIG_02374, FGIG_01932	T265_06523
OG0003877	FGIG_11477, FGIG_01966	T265_01126
OG0003878	FGIG_01968, FGIG_01967	T265_12724
OG0003879	FGIG_01984	T265_09833
OG0003881	FGIG_01997	T265_02017
OG0003882	FGIG_02010	T265_03801
OG0003883	FGIG_02048	T265_04185
OG0003884	FGIG_02121	T265_05578
OG0003885	FGIG_02125	T265_07522
OG0003886	FGIG_02170	T265_14515, T265_16100, T265_16102
OG0003887	FGIG_02184, FGIG_02185	T265_02629, T265_13056
OG0003888	FGIG_02242	T265_02628
OG0003889	FGIG_02322	T265_02775
OG0003890	FGIG_02376	T265_13252
OG0003891	FGIG_02407	T265_09065
OG0003892	FGIG_02423	T265_05178
OG0003894	FGIG_02591	T265_12868
OG0003895	FGIG_02599	T265_03559
OG0003896	FGIG_02846	T265_01211
OG0003897	FGIG_02852	T265_10035, T265_04263
OG0003899	FGIG_02890	T265_07211
OG0003900	FGIG_02900, FGIG_02902, FGIG_02901	T265_10723
OG0003902	FGIG_02959, FGIG_11065	T265_13594, T265_16150
OG0003903	FGIG_03135	T265_09767
OG0003904	FGIG_03352	T265_12792
OG0003905	FGIG_03393	T265_02716
OG0003906	FGIG_03505	T265_15259
OG0003907	FGIG_03506	T265_08382
OG0003908	FGIG_03591	T265_13254
OG0003909	FGIG_03609	T265_14652
OG0003910	FGIG_03621	T265_14467
OG0003911	FGIG_03669	T265_07148
OG0003912	FGIG_03688	T265_01757
OG0003913	FGIG_10929	T265_15870
OG0003913	FGIG_03851, FGIG_03850	T265_13380, T265_13379
OG0003914	FGIG_03927	T265_02342
OG0003915	FGIG_03928	T265_02343
OG0003916	FGIG_03943	T265_04956
OG0003917	FGIG_04060	T265_00965
OG0003918	FGIG_09816, FGIG_04079, FGIG_09815	T265_11784
OG0003919	FGIG_04137	T265_08326
OG0003920	FGIG_04156, FGIG_04155	T265_06647
OG0003921	FGIG_04189	T265_10885
OG0003922	FGIG_04203	T265_01385
OG0003923	FGIG_04324	T265_05966
OG0003924	FGIG_04356	T265_01221
OG0003925	FGIG_04385	T265_13740, T265_13742
OG0003926	FGIG_04518	T265_03768
OG0003927	FGIG_10656, FGIG_04526	T265_02043
OG0003928	FGIG_04587	T265_09914
OG0003929	FGIG_04599	T265_05791
OG0003930	FGIG_04625	T265_10020
OG0003931	FGIG_04718	T265_00356
OG0003932	FGIG_04730	T265_06772, T265_09511
OG0003933	FGIG_12602, FGIG_11811, FGIG_11810, FGIG_04746	T265_07605
OG0003934	FGIG_04768	T265_00259
OG0003936	FGIG_04828, FGIG_11562	T265_13452
OG0003937	FGIG_04877	T265_13217, T265_13216
OG0003938	FGIG_04978	T265_06118
OG0003939	FGIG_12288, FGIG_04990	T265_16172
OG0003940	FGIG_05014	T265_03321
OG0003941	FGIG_05050	T265_06268
OG0003942	FGIG_05081	T265_13372
OG0003943	FGIG_05084	T265_10688
OG0003945	FGIG_05090	T265_13755, T265_13756
OG0003946	FGIG_05104	T265_02108
OG0003947	FGIG_05121, FGIG_10420	T265_05884
OG0003948	FGIG_05177	T265_14150, T265_16082, T265_16108
OG0003949	FGIG_06624, FGIG_07754, FGIG_05200	T265_05466, T265_16243
OG0003950	FGIG_05215	T265_06273
OG0003951	FGIG_05363	T265_11981
OG0003952	FGIG_10477, FGIG_05428	T265_04156
OG0003953	FGIG_05452	T265_11268
OG0003955	FGIG_05559, FGIG_05558	T265_15588
OG0003956	FGIG_05637	T265_00672
OG0003957	FGIG_05699	T265_07581
OG0003958	FGIG_05787	T265_04262
OG0003959	FGIG_05793	T265_14829
OG0003960	FGIG_05953	T265_13631
OG0003961	FGIG_05986	T265_14901, T265_16141
OG0003964	FGIG_06245	T265_08186
OG0003965	FGIG_06274	T265_05582
OG0003967	FGIG_06720, FGIG_06336, FGIG_06719	T265_01515, T265_08210
OG0003968	FGIG_06386	T265_08006
OG0003969	FGIG_06572, FGIG_06460	T265_03015
OG0003970	FGIG_06593	T265_14765
OG0003971	FGIG_06692	T265_12912
OG0003972	FGIG_06758	T265_10338
OG0003973	FGIG_06783	T265_05669
OG0003974	FGIG_06804	T265_02855
OG0003975	FGIG_11767, FGIG_06881	T265_04899, T265_04898
OG0003976	FGIG_06895	T265_15106
OG0003977	FGIG_06932	T265_00385
OG0003978	FGIG_06985	T265_04067
OG0003979	FGIG_06991	T265_04589
OG0003980	FGIG_07039	T265_05217
OG0003982	FGIG_07101	T265_12819
OG0003983	FGIG_07261	T265_03139
OG0003984	FGIG_07263	T265_08473
OG0003985	FGIG_07357	T265_00185
OG0003986	FGIG_07377	T265_00664
OG0003987	FGIG_07392	T265_06432
OG0003988	FGIG_07398	T265_09190
OG0003989	FGIG_07404	T265_13605
OG0003991	FGIG_07491	T265_06214
OG0003992	FGIG_07502	T265_00578
OG0003993	FGIG_07542	T265_13785
OG0003994	FGIG_07556	T265_04732
OG0003995	FGIG_07617	T265_14455
OG0003996	FGIG_07671	T265_01337
OG0003997	FGIG_07690	T265_01440
OG0003999	FGIG_07704	T265_06186
OG0004000	FGIG_07722	T265_11435
OG0004001	FGIG_07728	T265_03300
OG0004002	FGIG_07771	T265_12865
OG0004003	FGIG_07799	T265_09720
OG0004004	FGIG_07804	T265_10247
OG0004005	FGIG_07885	T265_01501
OG0004006	FGIG_07897, FGIG_07898	T265_11320
OG0004007	FGIG_07927, FGIG_09279, FGIG_10211	T265_00321
OG0004008	FGIG_07946	T265_07509
OG0004009	FGIG_07965	T265_05235
OG0004010	FGIG_07974	T265_10401
OG0004011	FGIG_07994, FGIG_07995	T265_15136
OG0004013	FGIG_08116	T265_06164
OG0004015	FGIG_08192	T265_14492
OG0004016	FGIG_08264	T265_06913
OG0004018	FGIG_08463	T265_09487
OG0004019	FGIG_08505	T265_04159
OG0004023	FGIG_08753	T265_10136
OG0004024	FGIG_08887	T265_15006
OG0004025	FGIG_09037, FGIG_11992	T265_15600
OG0004026	FGIG_09070	T265_07030
OG0004027	FGIG_09071	T265_06744, T265_06749
OG0004029	FGIG_09133, FGIG_12175	T265_12763
OG0004030	FGIG_09443	T265_09691
OG0004031	FGIG_09448	T265_10121
OG0004032	FGIG_09479	T265_13989
OG0004033	FGIG_09501	T265_03646
OG0004034	FGIG_09615	T265_11229
OG0004035	FGIG_09825	T265_01826
OG0004036	FGIG_09982	T265_05064
OG0004037	FGIG_10078	T265_06695
OG0004038	FGIG_10194	T265_15026
OG0004039	FGIG_10267	T265_11226
OG0004040	FGIG_10324	T265_09084
OG0004041	FGIG_10368	T265_07133
OG0004042	FGIG_10476	T265_07612
OG0004043	FGIG_10610	T265_13544
OG0004044	FGIG_10622	T265_10408
OG0004045	FGIG_10730	T265_07773
OG0004046	FGIG_10733	T265_10261
OG0004047	FGIG_11077	T265_11840
OG0004048	FGIG_11145	T265_01163
OG0004049	FGIG_11149	T265_14846
OG0004050	FGIG_11225	T265_05910
OG0004051	FGIG_11332	T265_14071
OG0004053	FGIG_11613, FGIG_11614	T265_00562
OG0004054	FGIG_11634	T265_11970, T265_12010
OG0004055	FGIG_11635	T265_09068
OG0004056	FGIG_11734	T265_02438
OG0004057	FGIG_11968	T265_06863
OG0004058	FGIG_12090	T265_06127
OG0004059	FGIG_12168	T265_07021
OG0004060	FGIG_12205	T265_06303
OG0004061	FGIG_12490	T265_15066
OG0004062	FGIG_12491, FGIG_12533	T265_10152
OG0004063	FGIG_12493	T265_00247
OG0004089	FGIG_00094	T265_13365
OG0004090	FGIG_08089, FGIG_00099	T265_02229, T265_16354
OG0004091	FGIG_00123	T265_06336
OG0004092	FGIG_08687, FGIG_00129, FGIG_12170	T265_02459
OG0004093	FGIG_00137	T265_10684
OG0004095	FGIG_00204	T265_04428
OG0004096	FGIG_00235	T265_10832
OG0004097	FGIG_00266	T265_06723
OG0004098	FGIG_00314	T265_00462
OG0004099	FGIG_00331	T265_10950
OG0004100	FGIG_00340	T265_11652
OG0004101	FGIG_00513	T265_14006
OG0004102	FGIG_00520	T265_16205
OG0004103	FGIG_00555	T265_13771
OG0004105	FGIG_00670	T265_13816
OG0004106	FGIG_01195	T265_09532
OG0004107	FGIG_00744, FGIG_12302	T265_08527
OG0004108	FGIG_00763	T265_03501
OG0004109	FGIG_00805	T265_01896
OG0004110	FGIG_00863	T265_14124
OG0004111	FGIG_00928	T265_12464
OG0004112	FGIG_00949	T265_06196, T265_15640
OG0004113	FGIG_01059, FGIG_01060	T265_10735
OG0004114	FGIG_01067, FGIG_12023	T265_00417
OG0004115	FGIG_01091	T265_07618
OG0004116	FGIG_01116	T265_14856
OG0004117	FGIG_01169	T265_13258
OG0004118	FGIG_01299	T265_04082
OG0004120	FGIG_01382	T265_08318
OG0004122	FGIG_01583	T265_07472
OG0004123	FGIG_01590, FGIG_10678, FGIG_01591	T265_06900
OG0004125	FGIG_01692	T265_05718
OG0004126	FGIG_01739	T265_00012
OG0004127	FGIG_01761	T265_07518
OG0004128	FGIG_01774, FGIG_01773	T265_10514, T265_15170
OG0004129	FGIG_01779	T265_08402
OG0004130	FGIG_01825	T265_14412
OG0004131	FGIG_01828	T265_00896
OG0004132	FGIG_01871	T265_03785
OG0004134	FGIG_01944	T265_10819
OG0004135	FGIG_02013, FGIG_06043	T265_05000
OG0004135	FGIG_02012	T265_15889
OG0004136	FGIG_02135	T265_12875
OG0004137	FGIG_02159, FGIG_02158	T265_08007
OG0004139	FGIG_02232	T265_06601
OG0004140	FGIG_02357	T265_03524
OG0004141	FGIG_02377	T265_10583
OG0004142	FGIG_02442	T265_01654
OG0004143	FGIG_02449	T265_14143
OG0004144	FGIG_02479	T265_00492
OG0004145	FGIG_02490, FGIG_08599	T265_13026
OG0004146	FGIG_02517, FGIG_02518	T265_03626
OG0004147	FGIG_02529	T265_08082
OG0004148	FGIG_02560	T265_12921
OG0004149	FGIG_07360, FGIG_02689	T265_03110
OG0004150	FGIG_02848	T265_04361
OG0004151	FGIG_02921	T265_01198
OG0004152	FGIG_02938	T265_11343
OG0004153	FGIG_03054	T265_02251
OG0004154	FGIG_03061	T265_12101, T265_12303
OG0004155	FGIG_03067	T265_01949, T265_01948
OG0004156	FGIG_03076	T265_03364
OG0004157	FGIG_03081	T265_09215
OG0004158	FGIG_03087	T265_13415
OG0004159	FGIG_03124	T265_11617, T265_12729
OG0004160	FGIG_03130	T265_14169
OG0004161	FGIG_03167	T265_11847
OG0004163	FGIG_03279	T265_02001
OG0004164	FGIG_03301	T265_14364
OG0004165	FGIG_03328	T265_13867, T265_13868, T265_13084
OG0004166	FGIG_03450	T265_12680
OG0004167	FGIG_03452	T265_00254
OG0004168	FGIG_03567, FGIG_03566	T265_04759
OG0004169	FGIG_03612	T265_02972
OG0004170	FGIG_03647	T265_02137
OG0004171	FGIG_03673	T265_03809
OG0004172	FGIG_03693	T265_01982
OG0004173	FGIG_03709, FGIG_03708	T265_13455
OG0004174	FGIG_03765	T265_10362
OG0004175	FGIG_03799	T265_13069
OG0004176	FGIG_10320, FGIG_10319	T265_04579
OG0004177	FGIG_03905	T265_15313
OG0004178	FGIG_03931	T265_00496, T265_03495
OG0004179	FGIG_03944	T265_10209
OG0004180	FGIG_03945	T265_14191
OG0004182	FGIG_04018, FGIG_04019	T265_05167
OG0004183	FGIG_04032, FGIG_10573	T265_07332, T265_12052
OG0004184	FGIG_04054	T265_04436
OG0004186	FGIG_04104	T265_05348
OG0004187	FGIG_04174	T265_00488
OG0004188	FGIG_04201	T265_08264
OG0004189	FGIG_04234	T265_09513
OG0004190	FGIG_04237	T265_05322
OG0004191	FGIG_04238	T265_02742
OG0004192	FGIG_04284, FGIG_04286, FGIG_04285, FGIG_04287	T265_10547, T265_15930
OG0004193	FGIG_07202	T265_03405
OG0004193	FGIG_04351	T265_04673, T265_15408
OG0004194	FGIG_04404	T265_10335
OG0004195	FGIG_04420	T265_01536
OG0004196	FGIG_04433	T265_14458
OG0004197	FGIG_04463	T265_12022
OG0004198	FGIG_04489	T265_12995, T265_07823, T265_07918
OG0004199	FGIG_04498	T265_08663
OG0004200	FGIG_04547	T265_01774
OG0004201	FGIG_04564	T265_06084, T265_09479
OG0004202	FGIG_04579	T265_03684, T265_03685
OG0004203	FGIG_04634, FGIG_08625	T265_12631, T265_00773
OG0004204	FGIG_04736	T265_02032
OG0004205	FGIG_04779	T265_13792
OG0004206	FGIG_04834	T265_04168
OG0004207	FGIG_04874	T265_08457
OG0004208	FGIG_04892	T265_01114
OG0004209	FGIG_04946	T265_13711
OG0004210	FGIG_04959	T265_03536
OG0004211	FGIG_05047	T265_00155
OG0004212	FGIG_05057, FGIG_05058	T265_00100
OG0004213	FGIG_05194	T265_04868
OG0004214	FGIG_05216	T265_06274
OG0004215	FGIG_05334	T265_01930
OG0004216	FGIG_05346, FGIG_08394	T265_13413, T265_04100
OG0004217	FGIG_05395, FGIG_11888	T265_05223
OG0004218	FGIG_05399	T265_08377
OG0004219	FGIG_05514	T265_05546, T265_13633
OG0004220	FGIG_05556	T265_07270, T265_12389
OG0004221	FGIG_05569	T265_03844
OG0004222	FGIG_10474, FGIG_05572	T265_14986
OG0004223	FGIG_05613	T265_02554
OG0004224	FGIG_10306, FGIG_07260, FGIG_05640, FGIG_05641	T265_01425
OG0004225	FGIG_05671, FGIG_12695	T265_00292
OG0004226	FGIG_05776	T265_09575
OG0004227	FGIG_05819	T265_03194
OG0004228	FGIG_05863, FGIG_05862	T265_01144, T265_01143
OG0004229	FGIG_05864	T265_03264, T265_16209
OG0004230	FGIG_05881	T265_07108
OG0004231	FGIG_05984	T265_12636
OG0004232	FGIG_06092	T265_05930
OG0004233	FGIG_06188	T265_13865
OG0004234	FGIG_06198, FGIG_06199	T265_12465
OG0004235	FGIG_06261	T265_14099
OG0004236	FGIG_06327	T265_01977
OG0004237	FGIG_06380	T265_06373
OG0004238	FGIG_06408	T265_00784
OG0004239	FGIG_06424, FGIG_10940	T265_13992
OG0004241	FGIG_06477	T265_07689
OG0004242	FGIG_06484	T265_00138
OG0004243	FGIG_06536	T265_12892, T265_16162
OG0004244	FGIG_06683	T265_00600
OG0004245	FGIG_06787	T265_11640
OG0004246	FGIG_06824	T265_06470, T265_09579, T265_16156
OG0004247	FGIG_06962	T265_06897
OG0004248	FGIG_06977	T265_14621
OG0004249	FGIG_07030	T265_07754
OG0004250	FGIG_07031	T265_04820
OG0004251	FGIG_07113	T265_07428
OG0004252	FGIG_07149	T265_12488
OG0004253	FGIG_07217	T265_14369
OG0004255	FGIG_12413, FGIG_12569, FGIG_07497	T265_00684, T265_15948
OG0004256	FGIG_07633	T265_13382
OG0004257	FGIG_07682	T265_02520
OG0004258	FGIG_07694	T265_00828
OG0004259	FGIG_07801	T265_00918
OG0004260	FGIG_07802	T265_07402
OG0004261	FGIG_07803	T265_07403
OG0004263	FGIG_08013, FGIG_09167	T265_09541
OG0004264	FGIG_08046	T265_02831
OG0004265	FGIG_08066	T265_00766
OG0004266	FGIG_08111	T265_05814, T265_08343, T265_05647, T265_02446, T265_00855, T265_08311, T265_14742
OG0004267	FGIG_08172	T265_03761
OG0004268	FGIG_08214	T265_02591
OG0004269	FGIG_08228	T265_03337
OG0004270	FGIG_08299	T265_08609
OG0004271	FGIG_08319	T265_10621
OG0004272	FGIG_08324	T265_04858, T265_16027
OG0004273	FGIG_08333	T265_03812
OG0004274	FGIG_08342	T265_05101
OG0004275	FGIG_08453	T265_08072, T265_08073
OG0004276	FGIG_08470	T265_06678
OG0004277	FGIG_08530	T265_14711
OG0004278	FGIG_08619	T265_07590
OG0004279	FGIG_08701	T265_07574
OG0004280	FGIG_08772	T265_02371
OG0004281	FGIG_08845	T265_09092
OG0004282	FGIG_08861	T265_13240, T265_13239
OG0004283	FGIG_08907, FGIG_08908	T265_02577, T265_15293
OG0004284	FGIG_08914	T265_13398, T265_13399
OG0004285	FGIG_08946	T265_03067
OG0004286	FGIG_09143	T265_13630
OG0004287	FGIG_11615, FGIG_09160	T265_04119
OG0004288	FGIG_09185	T265_01275
OG0004289	FGIG_09200	T265_08650
OG0004290	FGIG_09250	T265_03928
OG0004291	FGIG_09304	T265_03995
OG0004292	FGIG_09305	T265_03994
OG0004293	FGIG_09315	T265_00076
OG0004294	FGIG_09483	T265_04913
OG0004295	FGIG_09504	T265_09561
OG0004296	FGIG_09521	T265_00910
OG0004297	FGIG_09610	T265_05195
OG0004298	FGIG_12055, FGIG_12307, FGIG_09650	T265_06726
OG0004299	FGIG_09737	T265_02153
OG0004300	FGIG_09745	T265_09166, T265_09165, T265_16103
OG0004301	FGIG_09759	T265_12658
OG0004302	FGIG_09774	T265_12759
OG0004303	FGIG_09888, FGIG_09887, FGIG_09889	T265_05050
OG0004304	FGIG_09932	T265_09066, T265_09067
OG0004306	FGIG_10027	T265_14389
OG0004307	FGIG_10127	T265_07091
OG0004308	FGIG_10141	T265_15639, T265_15910
OG0004309	FGIG_10150	T265_08363
OG0004310	FGIG_10214	T265_00068
OG0004311	FGIG_10278	T265_00195
OG0004312	FGIG_10378	T265_03644
OG0004313	FGIG_10583	T265_14003
OG0004314	FGIG_10625	T265_11633
OG0004315	FGIG_10690	T265_13857
OG0004316	FGIG_10712	T265_12691
OG0004318	FGIG_10828	T265_02511
OG0004319	FGIG_10870	T265_12869
OG0004320	FGIG_10905, FGIG_12362	T265_09218
OG0004321	FGIG_10909	T265_04863
OG0004322	FGIG_11017	T265_01934
OG0004323	FGIG_11062	T265_13815
OG0004324	FGIG_11068	T265_08039
OG0004325	FGIG_11104	T265_09287
OG0004326	FGIG_11148	T265_16321, T265_15683
OG0004327	FGIG_11221	T265_13529
OG0004328	FGIG_11247, FGIG_11246	T265_08251
OG0004329	FGIG_11261	T265_07429
OG0004330	FGIG_11339	T265_07520
OG0004331	FGIG_11479	T265_08583
OG0004332	FGIG_11616, FGIG_12109	T265_08048
OG0004333	FGIG_11645	T265_07319
OG0004334	FGIG_11673	T265_13287
OG0004335	FGIG_11692	T265_13902
OG0004337	FGIG_12235	T265_05996
OG0004338	FGIG_12451	T265_07735
OG0004367	FGIG_00024	T265_13444, T265_13445, T265_16226
OG0004368	FGIG_00046	T265_04580
OG0004369	FGIG_00163	T265_07137
OG0004370	FGIG_00180	T265_04372
OG0004371	FGIG_00201	T265_00707
OG0004372	FGIG_00227	T265_14989
OG0004373	FGIG_00247	T265_09183
OG0004374	FGIG_00296	T265_04911
OG0004375	FGIG_00380, FGIG_12367, FGIG_00381	T265_11369, T265_16062
OG0004377	FGIG_00503, FGIG_00504	T265_10990
OG0004378	FGIG_00505	T265_15312
OG0004379	FGIG_00543	T265_06970
OG0004380	FGIG_00575	T265_03447
OG0004381	FGIG_00576	T265_07443, T265_07444
OG0004382	FGIG_00607	T265_04753
OG0004383	FGIG_00628	T265_05836
OG0004384	FGIG_12674, FGIG_02113	T265_03751
OG0004384	FGIG_00666	T265_03876
OG0004385	FGIG_00673	T265_09252
OG0004386	FGIG_00731, FGIG_00730	T265_14489, T265_14490
OG0004387	FGIG_00737	T265_13593
OG0004388	FGIG_00742	T265_14601
OG0004389	FGIG_00797	T265_01754
OG0004390	FGIG_00869	T265_06077
OG0004391	FGIG_00873	T265_01540
OG0004392	FGIG_00912	T265_15643
OG0004393	FGIG_00925	T265_00797
OG0004394	FGIG_00947	T265_11153
OG0004395	FGIG_07849, FGIG_07850, FGIG_00960, FGIG_00961	T265_10665
OG0004396	FGIG_00970	T265_15433
OG0004397	FGIG_01036	T265_13023
OG0004398	FGIG_01255	T265_00820
OG0004399	FGIG_01303	T265_10345
OG0004400	FGIG_01336	T265_13708
OG0004402	FGIG_01409	T265_06469
OG0004403	FGIG_01411	T265_01203
OG0004404	FGIG_10890, FGIG_01477	T265_06860
OG0004405	FGIG_01518, FGIG_02494, FGIG_04896	T265_00927, T265_03188
OG0004407	FGIG_01535	T265_12623
OG0004408	FGIG_01551	T265_13847
OG0004409	FGIG_01575	T265_11825
OG0004410	FGIG_01684	T265_07080
OG0004411	FGIG_01748	T265_04148
OG0004412	FGIG_01786	T265_03591
OG0004413	FGIG_01802	T265_05754, T265_13849
OG0004414	FGIG_01899	T265_10040
OG0004415	FGIG_01953	T265_12859
OG0004416	FGIG_02009	T265_03029
OG0004417	FGIG_02065	T265_12785
OG0004418	FGIG_02119	T265_13456
OG0004419	FGIG_02156	T265_08279, T265_15898
OG0004421	FGIG_02256	T265_02861
OG0004422	FGIG_02272	T265_08954
OG0004423	FGIG_02364	T265_06122
OG0004424	FGIG_02413	T265_13720
OG0004425	FGIG_02415	T265_04834, T265_04836
OG0004426	FGIG_02480	T265_12565
OG0004428	FGIG_02523	T265_12639
OG0004429	FGIG_02536	T265_11404
OG0004431	FGIG_02549	T265_02798
OG0004432	FGIG_02590	T265_16326, T265_05667
OG0004433	FGIG_02602	T265_09965
OG0004434	FGIG_02702	T265_05019
OG0004435	FGIG_02747, FGIG_02748	T265_13267, T265_03480, T265_13268
OG0004436	FGIG_02876	T265_11424
OG0004437	FGIG_02908	T265_03537
OG0004438	FGIG_02909	T265_13276
OG0004439	FGIG_02983, FGIG_02982	T265_13988
OG0004440	FGIG_03007	T265_04525
OG0004441	FGIG_03071	T265_01605
OG0004442	FGIG_03137	T265_10594
OG0004443	FGIG_03212	T265_08855
OG0004444	FGIG_03236	T265_02140
OG0004445	FGIG_08747, FGIG_03238	T265_12417
OG0004446	FGIG_03258	T265_13958
OG0004447	FGIG_03307	T265_02322
OG0004448	FGIG_03313	T265_14924
OG0004449	FGIG_03335	T265_10708
OG0004450	FGIG_03401	T265_09027
OG0004451	FGIG_03703	T265_10083
OG0004452	FGIG_03722	T265_00171
OG0004453	FGIG_03778	T265_09265
OG0004454	FGIG_03810	T265_07675
OG0004455	FGIG_03831	T265_09991
OG0004456	FGIG_03844	T265_09418
OG0004457	FGIG_03913	T265_11258
OG0004458	FGIG_03916	T265_14964
OG0004460	FGIG_04006	T265_11483
OG0004460	FGIG_11677	T265_08871
OG0004461	FGIG_04015	T265_08622
OG0004462	FGIG_04145	T265_01147
OG0004463	FGIG_04168	T265_13953, T265_13954
OG0004465	FGIG_04282	T265_14290
OG0004466	FGIG_04311	T265_11006
OG0004467	FGIG_10614, FGIG_04426	T265_14305
OG0004468	FGIG_04458	T265_00701
OG0004469	FGIG_04479	T265_13805
OG0004470	FGIG_04484	T265_01307
OG0004472	FGIG_04533, FGIG_05818	T265_04362
OG0004473	FGIG_04541	T265_07432
OG0004474	FGIG_04569, FGIG_04570	T265_09002
OG0004475	FGIG_04616	T265_04532
OG0004477	FGIG_04829	T265_14721
OG0004479	FGIG_07874, FGIG_04911, FGIG_04909, FGIG_04910	T265_03867, T265_08533
OG0004480	FGIG_04928, FGIG_04929	T265_12483, T265_12482
OG0004481	FGIG_04970	T265_10730
OG0004482	FGIG_04980	T265_03580
OG0004484	FGIG_05006	T265_05087
OG0004485	FGIG_05013	T265_03320
OG0004486	FGIG_05089, FGIG_11564	T265_13336
OG0004487	FGIG_05153	T265_03734
OG0004488	FGIG_05202	T265_04950
OG0004489	FGIG_05242	T265_08117
OG0004490	FGIG_05273	T265_03946, T265_13362
OG0004491	FGIG_05419	T265_12534, T265_12535, T265_12536
OG0004492	FGIG_05489	T265_00970
OG0004493	FGIG_05548	T265_06199
OG0004494	FGIG_05576	T265_08667
OG0004496	FGIG_05609	T265_09664
OG0004497	FGIG_05633	T265_10097
OG0004498	FGIG_05639	T265_04607
OG0004499	FGIG_05668	T265_06774
OG0004500	FGIG_05724	T265_08791
OG0004501	FGIG_05790	T265_14292
OG0004502	FGIG_05796	T265_15025
OG0004503	FGIG_05827	T265_13058
OG0004504	FGIG_05865	T265_03262
OG0004505	FGIG_05866	T265_13504, T265_04385
OG0004506	FGIG_05886	T265_02272
OG0004507	FGIG_05915	T265_13685
OG0004508	FGIG_05921, FGIG_05922	T265_05808, T265_16073
OG0004510	FGIG_05936	T265_11156
OG0004512	FGIG_06016	T265_14100
OG0004513	FGIG_10437, FGIG_06302	T265_14177, T265_14176
OG0004515	FGIG_06330, FGIG_06332	T265_00387
OG0004516	FGIG_06394	T265_11621
OG0004517	FGIG_06402	T265_06154
OG0004518	FGIG_06413	T265_11722
OG0004519	FGIG_06467	T265_06715
OG0004520	FGIG_06471	T265_03921, T265_03919
OG0004521	FGIG_06487	T265_14748
OG0004522	FGIG_06526, FGIG_06527	T265_09889
OG0004523	FGIG_06622	T265_07924
OG0004525	FGIG_06788	T265_04737
OG0004526	FGIG_06808	T265_13132
OG0004527	FGIG_06931	T265_03281
OG0004528	FGIG_06933	T265_10736
OG0004529	FGIG_06940	T265_11373
OG0004530	FGIG_09083	T265_00215
OG0004530	FGIG_06997	T265_05706, T265_09658
OG0004531	FGIG_07028	T265_06750
OG0004532	FGIG_07102	T265_12447
OG0004534	FGIG_07255	T265_02603
OG0004536	FGIG_07331	T265_06738
OG0004538	FGIG_07387	T265_03134
OG0004539	FGIG_07393	T265_14033
OG0004540	FGIG_07396	T265_05682
OG0004541	FGIG_07409	T265_07493
OG0004542	FGIG_07415	T265_13535
OG0004543	FGIG_07449	T265_00348
OG0004544	FGIG_07455, FGIG_07454	T265_10441
OG0004545	FGIG_07518	T265_07461
OG0004546	FGIG_07588	T265_03954
OG0004547	FGIG_07623	T265_09032
OG0004548	FGIG_07632, FGIG_12010	T265_13381
OG0004549	FGIG_07637	T265_14749
OG0004550	FGIG_07680	T265_14774
OG0004551	FGIG_07700, FGIG_07699	T265_14705
OG0004552	FGIG_07827	T265_09562
OG0004553	FGIG_07883	T265_04689, T265_12387
OG0004555	FGIG_12125, FGIG_07944	T265_08946
OG0004556	FGIG_07945	T265_12572
OG0004557	FGIG_07979	T265_09315
OG0004558	FGIG_07987	T265_01776, T265_12862
OG0004559	FGIG_08027	T265_11588
OG0004560	FGIG_08114	T265_13955
