Orthogroup	fasciola_gigantica	schistosoma_guineensis
OG0002639	FGIG_07695	SGUI1_67460.1
OG0002640	FGIG_12195, FGIG_07993	SGUI1_9790.1
OG0002641	FGIG_08071, FGIG_08808	SGUI1_53770.1, SGUI1_53770.2
OG0002642	FGIG_08263	SGUI1_1430.2, SGUI1_1430.1
OG0002643	FGIG_08292	SGUI1_4140.1
OG0002644	FGIG_08363	SGUI1_62350.1, SGUI1_62350.2, SGUI1_62350.3
OG0002645	FGIG_08488	SGUI1_9210.1
OG0002646	FGIG_09593, FGIG_08514	SGUI1_26810.1
OG0002647	FGIG_08632	SGUI1_88600.1, SGUI1_88600.2, SGUI1_88600.5, SGUI1_88600.3, SGUI1_88600.4
OG0002648	FGIG_08657	SGUI1_6260.1, SGUI1_6260.2
OG0002649	FGIG_08764, FGIG_10032	SGUI1_40300.1
OG0002650	FGIG_08774	SGUI1_7820.1
OG0002651	FGIG_08809	SGUI1_9830.1
OG0002652	FGIG_08823, FGIG_08825, FGIG_08824	SGUI1_45070.1, SGUI1_45070.2
OG0002653	FGIG_08840	SGUI1_89640.1, SGUI1_89640.2, SGUI1_89640.3
OG0002654	FGIG_08874	SGUI1_82160.1
OG0002655	FGIG_08904, FGIG_08905	SGUI1_57350.1
OG0002656	FGIG_09068	SGUI1_20060.1, SGUI1_20060.2
OG0002658	FGIG_10965, FGIG_09229	SGUI1_29270.1
OG0002659	FGIG_09283, FGIG_09284	SGUI1_60470.1, SGUI1_60470.2, SGUI1_60470.4, SGUI1_60470.3
OG0002661	FGIG_09299	SGUI1_64200.1
OG0002662	FGIG_09329, FGIG_09330	SGUI1_84050.1
OG0002663	FGIG_09358	SGUI1_84650.1
OG0002664	FGIG_09406	SGUI1_96440.1, SGUI1_96440.4, SGUI1_96440.2, SGUI1_96440.3
OG0002665	FGIG_09444	SGUI1_50400.1, SGUI1_50400.2, SGUI1_50400.3
OG0002666	FGIG_09447	SGUI1_32250.1
OG0002667	FGIG_09692	SGUI1_27320.1
OG0002668	FGIG_09716	SGUI1_69580.1, SGUI1_69580.5, SGUI1_69580.4, SGUI1_69580.2, SGUI1_69580.6, SGUI1_69580.3
OG0002669	FGIG_09863	SGUI1_89350.1, SGUI1_89360.1
OG0002670	FGIG_09923	SGUI1_28380.1
OG0002671	FGIG_10002	SGUI1_94020.1, SGUI1_94020.2, SGUI1_94020.3, SGUI1_94020.4
OG0002672	FGIG_10016, FGIG_12308, FGIG_10692	SGUI1_74230.3, SGUI1_74230.4, SGUI1_74230.1, SGUI1_74230.2
OG0002673	FGIG_10035	SGUI1_74330.1, SGUI1_74330.2, SGUI1_74330.4, SGUI1_74330.5, SGUI1_74330.3
OG0002674	FGIG_10188	SGUI1_27510.1, SGUI1_27510.2, SGUI1_27510.3, SGUI1_27510.4
OG0002675	FGIG_10506	SGUI1_9090.1, SGUI1_9090.2
OG0002676	FGIG_10620	SGUI1_68910.1
OG0002677	FGIG_10626	SGUI1_62920.2, SGUI1_62920.1, SGUI1_62920.3
OG0002678	FGIG_10664	SGUI1_7080.1, SGUI1_7090.1
OG0002679	FGIG_10815	SGUI1_81090.1, SGUI1_81090.2
OG0002680	FGIG_10900	SGUI1_67690.1
OG0002681	FGIG_10906	SGUI1_27100.1
OG0002682	FGIG_10998	SGUI1_19370.1, SGUI1_19370.2, SGUI1_19370.3
OG0002684	FGIG_11240	SGUI1_85930.1
OG0002685	FGIG_11288	SGUI1_15570.1
OG0002686	FGIG_11995, FGIG_11420	SGUI1_54080.1
OG0002687	FGIG_11463, FGIG_12541	SGUI1_28990.1, SGUI1_28990.2, SGUI1_28990.3, SGUI1_28990.5, SGUI1_28990.6, SGUI1_28990.4, SGUI1_28990.7
OG0002688	FGIG_12381, FGIG_11687	SGUI1_25570.1, SGUI1_25570.2
OG0002689	FGIG_11852	SGUI1_25600.1, SGUI1_25600.3, SGUI1_25600.2
OG0002690	FGIG_11864	SGUI1_40830.1
OG0002691	FGIG_11898	SGUI1_84000.1
OG0002692	FGIG_12208	SGUI1_12430.1
OG0002693	FGIG_12226	SGUI1_48230.1, SGUI1_48200.1
OG0002694	FGIG_12281	SGUI1_93780.1, SGUI1_93780.2
OG0002695	FGIG_12398, FGIG_12354	SGUI1_2920.1
OG0002696	FGIG_12504	SGUI1_33760.5, SGUI1_33760.1, SGUI1_33760.2, SGUI1_33760.3, SGUI1_33760.4, SGUI1_33760.6
OG0002708	FGIG_00053	SGUI1_31100.1
OG0002709	FGIG_00131	SGUI1_7550.1
OG0002710	FGIG_00253	SGUI1_1200.1, SGUI1_1200.2, SGUI1_1200.3, SGUI1_1200.4
OG0002711	FGIG_00270	SGUI1_90980.1
OG0002712	FGIG_00278	SGUI1_15550.1, SGUI1_15550.2
OG0002713	FGIG_00291	SGUI1_47750.1, SGUI1_47750.4, SGUI1_47750.6, SGUI1_47750.5, SGUI1_47750.2, SGUI1_47750.3
OG0002714	FGIG_00297, FGIG_01555, FGIG_01554	SGUI1_77910.1, SGUI1_77910.2
OG0002715	FGIG_07985, FGIG_00418	SGUI1_61010.1, SGUI1_61010.2, SGUI1_61010.3
OG0002716	FGIG_00604, FGIG_00420	SGUI1_67980.1
OG0002717	FGIG_00464	SGUI1_89780.1, SGUI1_89780.2, SGUI1_89780.3
OG0002718	FGIG_00471	SGUI1_66980.1
OG0002719	FGIG_00486	SGUI1_5360.1
OG0002720	FGIG_00722	SGUI1_4870.1
OG0002721	FGIG_00850	SGUI1_95400.1, SGUI1_95400.2, SGUI1_95400.4, SGUI1_95400.3
OG0002722	FGIG_11485, FGIG_00965, FGIG_00966	SGUI1_21840.1
OG0002723	FGIG_11475, FGIG_00967, FGIG_11476	SGUI1_82220.1, SGUI1_82220.2
OG0002724	FGIG_00998, FGIG_00999, FGIG_04014	SGUI1_81370.1
OG0002726	FGIG_01159	SGUI1_30710.3, SGUI1_30710.2, SGUI1_30710.1
OG0002727	FGIG_01253	SGUI1_74070.1, SGUI1_74070.2
OG0002728	FGIG_01273	SGUI1_7950.2, SGUI1_7950.1, SGUI1_7950.3
OG0002729	FGIG_01275	SGUI1_15810.1, SGUI1_15810.4, SGUI1_15810.3, SGUI1_15810.2
OG0002730	FGIG_11239, FGIG_01464, FGIG_01465	SGUI1_82360.1
OG0002731	FGIG_01545	SGUI1_46250.2, SGUI1_46250.3, SGUI1_46250.4, SGUI1_46250.1
OG0002732	FGIG_01644	SGUI1_67620.1
OG0002733	FGIG_01763	SGUI1_24120.1, SGUI1_24120.3, SGUI1_24120.5, SGUI1_24120.2, SGUI1_24120.4, SGUI1_24120.6
OG0002734	FGIG_01878	SGUI1_42310.1
OG0002735	FGIG_01907	SGUI1_30800.1
OG0002736	FGIG_02056	SGUI1_24080.1
OG0002737	FGIG_02094, FGIG_02093	SGUI1_36530.1, SGUI1_36530.2
OG0002738	FGIG_11460	SGUI1_91690.1
OG0002738	FGIG_11587, FGIG_02169	SGUI1_38130.1
OG0002739	FGIG_02207	SGUI1_11880.1
OG0002740	FGIG_02372	SGUI1_39540.3, SGUI1_39540.2, SGUI1_39540.1, SGUI1_39540.4, SGUI1_39540.5, SGUI1_39540.6
OG0002741	FGIG_02378	SGUI1_17090.1, SGUI1_17090.2, SGUI1_17090.3
OG0002742	FGIG_02450	SGUI1_71760.1
OG0002743	FGIG_02463	SGUI1_41890.1
OG0002744	FGIG_02489	SGUI1_58170.1
OG0002745	FGIG_12179, FGIG_08718, FGIG_02569	SGUI1_92640.1
OG0002746	FGIG_03304, FGIG_03305, FGIG_03306, FGIG_02632	SGUI1_54470.1, SGUI1_54470.2
OG0002748	FGIG_02853	SGUI1_35090.1
OG0002749	FGIG_03004	SGUI1_47680.1
OG0002750	FGIG_03144, FGIG_03145	SGUI1_47020.1
OG0002751	FGIG_03221	SGUI1_39820.1, SGUI1_39820.2
OG0002752	FGIG_03278	SGUI1_70580.1
OG0002753	FGIG_03286, FGIG_06907	SGUI1_85780.1
OG0002754	FGIG_03291	SGUI1_15380.1, SGUI1_15380.2
OG0002756	FGIG_03391, FGIG_03390	SGUI1_58450.1
OG0002757	FGIG_03406	SGUI1_31620.4, SGUI1_31620.1, SGUI1_31620.2, SGUI1_31620.3
OG0002758	FGIG_03449	SGUI1_5050.1, SGUI1_5050.2
OG0002759	FGIG_03520	SGUI1_27930.1
OG0002760	FGIG_03627, FGIG_10459, FGIG_10973	SGUI1_3570.1
OG0002762	FGIG_03853	SGUI1_96040.1
OG0002763	FGIG_03991	SGUI1_79020.1
OG0002764	FGIG_04124	SGUI1_31400.1
OG0002765	FGIG_04140	SGUI1_69280.1
OG0002766	FGIG_04171	SGUI1_73290.2, SGUI1_73290.4, SGUI1_73290.3, SGUI1_73290.1
OG0002767	FGIG_04178	SGUI1_49490.1
OG0002768	FGIG_04236	SGUI1_2260.1, SGUI1_2260.2, SGUI1_2260.3
OG0002769	FGIG_04369	SGUI1_25940.1
OG0002770	FGIG_04421	SGUI1_17600.1, SGUI1_17600.2, SGUI1_17600.3
OG0002771	FGIG_04434	SGUI1_33530.1
OG0002772	FGIG_04505	SGUI1_82510.2, SGUI1_82510.1, SGUI1_82510.3, SGUI1_82510.4, SGUI1_82510.5
OG0002773	FGIG_04512	SGUI1_15690.1
OG0002774	FGIG_04542	SGUI1_2700.2, SGUI1_2700.1
OG0002775	FGIG_04591	SGUI1_33900.1
OG0002776	FGIG_04643, FGIG_05682	SGUI1_75020.1
OG0002777	FGIG_04687	SGUI1_76560.1
OG0002778	FGIG_04729	SGUI1_95880.1
OG0002779	FGIG_06722, FGIG_04831	SGUI1_33110.1, SGUI1_33110.2
OG0002780	FGIG_04996, FGIG_12623	SGUI1_47140.1
OG0002781	FGIG_05105	SGUI1_26370.1
OG0002782	FGIG_05161, FGIG_05159	SGUI1_79370.1, SGUI1_79370.2
OG0002783	FGIG_05182	SGUI1_54430.3, SGUI1_54430.1, SGUI1_54430.2
OG0002784	FGIG_05187, FGIG_05186	SGUI1_25950.1
OG0002785	FGIG_06181, FGIG_05209	SGUI1_71600.1
OG0002786	FGIG_05260	SGUI1_12370.1
OG0002787	FGIG_12685, FGIG_05286, FGIG_05287	SGUI1_6660.1
OG0002788	FGIG_10358, FGIG_05423	SGUI1_9940.1
OG0002789	FGIG_05445	SGUI1_18450.3, SGUI1_18450.1, SGUI1_18450.2
OG0002790	FGIG_05483	SGUI1_76860.1
OG0002791	FGIG_05501	SGUI1_13870.1, SGUI1_2630.1
OG0002792	FGIG_05618	SGUI1_56020.1, SGUI1_56020.2, SGUI1_56020.3
OG0002793	FGIG_05704	SGUI1_10560.1, SGUI1_10560.3, SGUI1_10560.2, SGUI1_10560.4
OG0002794	FGIG_05717, FGIG_05716	SGUI1_94100.1
OG0002795	FGIG_05889	SGUI1_26260.1
OG0002796	FGIG_05981	SGUI1_11620.1
OG0002797	FGIG_05992	SGUI1_36310.1
OG0002798	FGIG_06061, FGIG_06060	SGUI1_74580.1, SGUI1_74580.3, SGUI1_74580.2
OG0002799	FGIG_06088, FGIG_06085, FGIG_06087, FGIG_10414, FGIG_06084, FGIG_06086	SGUI1_84580.1
OG0002800	FGIG_06159	SGUI1_80080.1
OG0002801	FGIG_06201	SGUI1_4680.1, SGUI1_4680.2
OG0002802	FGIG_06293	SGUI1_91230.1, SGUI1_91230.2
OG0002803	FGIG_06358	SGUI1_26540.1
OG0002804	FGIG_06361, FGIG_06360, FGIG_11543, FGIG_11542	SGUI1_39100.1
OG0002805	FGIG_06457, FGIG_06456	SGUI1_56370.1, SGUI1_56370.2, SGUI1_56370.3, SGUI1_56370.4
OG0002806	FGIG_06469, FGIG_06468	SGUI1_71200.1, SGUI1_71200.2
OG0002807	FGIG_06513	SGUI1_20210.3, SGUI1_20210.5, SGUI1_20210.2, SGUI1_20210.1, SGUI1_20210.4, SGUI1_20210.6
OG0002808	FGIG_06605, FGIG_06607, FGIG_06606	SGUI1_62490.1, SGUI1_62490.3, SGUI1_62490.4, SGUI1_62490.5, SGUI1_62490.2
OG0002809	FGIG_06637, FGIG_08992	SGUI1_81560.1
OG0002810	FGIG_06738	SGUI1_34600.1
OG0002811	FGIG_06770	SGUI1_21450.1
OG0002812	FGIG_06797	SGUI1_86160.1
OG0002813	FGIG_06986	SGUI1_78230.1
OG0002814	FGIG_07068, FGIG_07069	SGUI1_23340.1
OG0002815	FGIG_07178	SGUI1_63850.1
OG0002816	FGIG_07270	SGUI1_19140.1
OG0002817	FGIG_07355	SGUI1_37160.1
OG0002818	FGIG_07442	SGUI1_75810.1, SGUI1_75810.2
OG0002819	FGIG_07453, FGIG_07452	SGUI1_68940.1
OG0002820	FGIG_07472, FGIG_07471	SGUI1_75110.1, SGUI1_75100.2, SGUI1_75100.1
OG0002821	FGIG_07530, FGIG_11429, FGIG_09280, FGIG_11525	SGUI1_4190.1, SGUI1_4190.2, SGUI1_4190.3, SGUI1_4190.4
OG0002822	FGIG_07663	SGUI1_9040.1
OG0002823	FGIG_07715	SGUI1_14770.3, SGUI1_14770.1, SGUI1_14770.2
OG0002824	FGIG_07734	SGUI1_1950.1
OG0002825	FGIG_07794	SGUI1_48770.1
OG0002826	FGIG_07964	SGUI1_40740.1, SGUI1_40740.2, SGUI1_40740.3, SGUI1_40740.4
OG0002827	FGIG_08025, FGIG_08024	SGUI1_26980.1
OG0002828	FGIG_08104, FGIG_12689	SGUI1_27810.1
OG0002829	FGIG_09197, FGIG_08438	SGUI1_61110.1, SGUI1_61110.3, SGUI1_61110.2, SGUI1_61110.4
OG0002830	FGIG_10726, FGIG_11056, FGIG_11055, FGIG_08511	SGUI1_23050.1
OG0002831	FGIG_08556	SGUI1_15300.1
OG0002832	FGIG_08571	SGUI1_81950.1
OG0002833	FGIG_08588	SGUI1_57040.1
OG0002834	FGIG_08596	SGUI1_3590.2, SGUI1_3590.1
OG0002835	FGIG_08621, FGIG_08622	SGUI1_91940.1
OG0002836	FGIG_08624	SGUI1_25300.3, SGUI1_25300.2, SGUI1_25300.5, SGUI1_25300.1, SGUI1_25300.4
OG0002837	FGIG_08626	SGUI1_15310.1
OG0002838	FGIG_08655	SGUI1_13240.1, SGUI1_13280.1
OG0002839	FGIG_08663, FGIG_08664	SGUI1_71770.1, SGUI1_71770.2
OG0002840	FGIG_08800	SGUI1_91710.1
OG0002841	FGIG_08875	SGUI1_50870.1, SGUI1_50870.9, SGUI1_50870.2, SGUI1_50870.3, SGUI1_50870.6, SGUI1_50870.7, SGUI1_50870.8, SGUI1_50870.4, SGUI1_50870.5
OG0002842	FGIG_08981	SGUI1_72040.3, SGUI1_72040.6, SGUI1_72040.2, SGUI1_72040.1, SGUI1_72040.7, SGUI1_72040.4, SGUI1_72040.5
OG0002843	FGIG_09146	SGUI1_25850.1, SGUI1_25850.2
OG0002844	FGIG_09190	SGUI1_67960.1, SGUI1_67960.2, SGUI1_67960.3
OG0002846	FGIG_09486	SGUI1_20990.1
OG0002847	FGIG_09676	SGUI1_58180.1, SGUI1_58180.2, SGUI1_58180.3
OG0002848	FGIG_09722, FGIG_11866, FGIG_11390	SGUI1_61630.1
OG0002849	FGIG_09733	SGUI1_12940.1, SGUI1_13030.1
OG0002850	FGIG_09763	SGUI1_65220.1
OG0002851	FGIG_09821, FGIG_09820	SGUI1_90090.1
OG0002852	FGIG_09930	SGUI1_13110.1
OG0002853	FGIG_09963	SGUI1_73450.1, SGUI1_73450.3, SGUI1_73450.2, SGUI1_73450.4
OG0002854	FGIG_10000, FGIG_11499	SGUI1_34390.1
OG0002855	FGIG_10052	SGUI1_16730.1
OG0002856	FGIG_10060	SGUI1_53570.1
OG0002857	FGIG_10094	SGUI1_63500.1
OG0002859	FGIG_10168	SGUI1_63160.1, SGUI1_63160.2, SGUI1_63160.3
OG0002860	FGIG_10233	SGUI1_77850.1
OG0002861	FGIG_11617, FGIG_10343	SGUI1_88420.1
OG0002862	FGIG_10392	SGUI1_65610.2, SGUI1_65610.4, SGUI1_65610.1, SGUI1_65610.3
OG0002863	FGIG_12461	SGUI1_17000.1
OG0002864	FGIG_10838	SGUI1_54040.1, SGUI1_54040.2
OG0002865	FGIG_12304, FGIG_10855	SGUI1_9910.1
OG0002866	FGIG_10903	SGUI1_35650.1
OG0002867	FGIG_10919, FGIG_10918	SGUI1_3780.1
OG0002868	FGIG_11146	SGUI1_87530.1, SGUI1_87530.2
OG0002869	FGIG_11243, FGIG_12537	SGUI1_2080.2, SGUI1_2080.1, SGUI1_2080.3
OG0002870	FGIG_11294	SGUI1_47470.2, SGUI1_47470.3, SGUI1_47470.4, SGUI1_47470.1
OG0002871	FGIG_11362	SGUI1_45020.1, SGUI1_45020.2
OG0002872	FGIG_11386	SGUI1_49640.1
OG0002873	FGIG_11394	SGUI1_92230.2, SGUI1_92230.1, SGUI1_92230.3
OG0002874	FGIG_11438	SGUI1_39570.4, SGUI1_39570.5, SGUI1_39570.1, SGUI1_39570.2, SGUI1_39570.3
OG0002875	FGIG_11642	SGUI1_51220.1, SGUI1_51220.2
OG0002876	FGIG_11664	SGUI1_71250.1, SGUI1_71250.2
OG0002877	FGIG_11764	SGUI1_61060.1, SGUI1_61060.2
OG0002878	FGIG_12418, FGIG_11844	SGUI1_64280.1, SGUI1_64280.3, SGUI1_64280.2
OG0002879	FGIG_11907	SGUI1_17520.4, SGUI1_17520.2, SGUI1_17520.1, SGUI1_17520.3
OG0002880	FGIG_11965	SGUI1_21390.2, SGUI1_21390.1, SGUI1_21390.3
OG0002881	FGIG_11981	SGUI1_59580.1
OG0002882	FGIG_12183	SGUI1_17940.1, SGUI1_17950.1
OG0002883	FGIG_12203	SGUI1_51340.1, SGUI1_51340.2
OG0002884	FGIG_12322	SGUI1_65450.1, SGUI1_65450.2
OG0002885	FGIG_12382	SGUI1_46680.1, SGUI1_46680.2
OG0002886	FGIG_12486	SGUI1_74750.1, SGUI1_74750.2, SGUI1_74750.3
OG0002902	FGIG_00019	SGUI1_39150.1, SGUI1_39150.2, SGUI1_39150.3
OG0002903	FGIG_00186	SGUI1_72100.1
OG0002904	FGIG_00215	SGUI1_21910.1
OG0002905	FGIG_00262	SGUI1_66720.1
OG0002906	FGIG_00289	SGUI1_28740.1, SGUI1_28740.2, SGUI1_28740.3
OG0002907	FGIG_00323	SGUI1_5070.1, SGUI1_5070.2
OG0002908	FGIG_00395	SGUI1_68900.1
OG0002909	FGIG_00500	SGUI1_81990.2, SGUI1_81990.3, SGUI1_81990.1
OG0002910	FGIG_00574	SGUI1_18190.1
OG0002911	FGIG_14002, FGIG_00620	SGUI1_14700.1, SGUI1_14700.2
OG0002912	FGIG_00740	SGUI1_65210.1
OG0002913	FGIG_00835	SGUI1_9370.1
OG0002914	FGIG_00848	SGUI1_16030.1, SGUI1_16030.2, SGUI1_16030.3
OG0002915	FGIG_00931	SGUI1_77880.1
OG0002916	FGIG_01037	SGUI1_16940.6, SGUI1_16940.7
OG0002917	FGIG_01058	SGUI1_22620.2, SGUI1_22620.1
OG0002918	FGIG_01161	SGUI1_81980.1, SGUI1_81980.2
OG0002919	FGIG_01197	SGUI1_86400.1
OG0002920	FGIG_01206	SGUI1_42970.1
OG0002921	FGIG_01214	SGUI1_95380.1, SGUI1_95380.2
OG0002922	FGIG_01223	SGUI1_76870.1
OG0002923	FGIG_01244, FGIG_01243	SGUI1_61230.5, SGUI1_61230.1, SGUI1_61230.3, SGUI1_61230.2, SGUI1_61230.4
OG0002924	FGIG_01292	SGUI1_10920.3, SGUI1_10920.1, SGUI1_10920.2, SGUI1_10920.4, SGUI1_10920.5, SGUI1_10920.6
OG0002925	FGIG_01296	SGUI1_11650.1, SGUI1_11650.2
OG0002926	FGIG_01363	SGUI1_32220.1, SGUI1_32220.2
OG0002928	FGIG_01390, FGIG_10597	SGUI1_75370.1
OG0002929	FGIG_01392	SGUI1_22220.1
OG0002930	FGIG_01565	SGUI1_40490.1, SGUI1_40490.2, SGUI1_40490.3, SGUI1_40490.4
OG0002931	FGIG_01593	SGUI1_1960.1
OG0002932	FGIG_01662	SGUI1_44910.1, SGUI1_44900.1
OG0002933	FGIG_01666, FGIG_01667	SGUI1_40200.1
OG0002934	FGIG_01686	SGUI1_93580.1
OG0002935	FGIG_01722, FGIG_02871	SGUI1_66220.1, SGUI1_66220.2, SGUI1_66220.3
OG0002936	FGIG_01745, FGIG_01743, FGIG_01744	SGUI1_46620.1, SGUI1_46620.2
OG0002937	FGIG_01916, FGIG_01915, FGIG_01917	SGUI1_38750.1
OG0002938	FGIG_03033, FGIG_06311, FGIG_06309	SGUI1_79560.1
OG0002939	FGIG_02005	SGUI1_12130.17, SGUI1_12130.18, SGUI1_12130.19, SGUI1_12130.20, SGUI1_12130.21, SGUI1_12240.1
OG0002940	FGIG_02225	SGUI1_48010.1
OG0002941	FGIG_02300	SGUI1_55280.1, SGUI1_55290.1
OG0002942	FGIG_02323	SGUI1_78860.1, SGUI1_78840.1
OG0002943	FGIG_02325	SGUI1_78880.1
OG0002944	FGIG_02379, FGIG_12561	SGUI1_17080.1, SGUI1_17080.2
OG0002945	FGIG_02398	SGUI1_78200.1, SGUI1_78200.2
OG0002946	FGIG_07587, FGIG_09588, FGIG_02404	SGUI1_18360.1, SGUI1_18360.2, SGUI1_18360.3
OG0002947	FGIG_02420, FGIG_02418, FGIG_02419	SGUI1_89910.1, SGUI1_89910.2
OG0002948	FGIG_02488, FGIG_12594	SGUI1_60980.1
OG0002949	FGIG_02550	SGUI1_33920.1
OG0002950	FGIG_02625	SGUI1_70450.1, SGUI1_70450.2, SGUI1_70450.3, SGUI1_70450.4
OG0002951	FGIG_02656	SGUI1_37720.1
OG0002952	FGIG_02719, FGIG_02720	SGUI1_50590.1
OG0002953	FGIG_02725, FGIG_07191	SGUI1_3280.1
OG0002954	FGIG_02727	SGUI1_60480.1
OG0002955	FGIG_02756	SGUI1_73850.24, SGUI1_73850.25, SGUI1_74040.1
OG0002956	FGIG_06169, FGIG_06167, FGIG_06168, FGIG_02797	SGUI1_95130.1, SGUI1_95130.2
OG0002957	FGIG_02858	SGUI1_70560.1
OG0002958	FGIG_02869	SGUI1_67220.1, SGUI1_67220.2
OG0002959	FGIG_02906	SGUI1_87500.1, SGUI1_87500.2, SGUI1_87500.3, SGUI1_87500.4, SGUI1_87500.5
OG0002960	FGIG_02937	SGUI1_48730.1, SGUI1_48730.2
OG0002961	FGIG_02939	SGUI1_18770.1
OG0002962	FGIG_02969	SGUI1_66760.1, SGUI1_66760.2, SGUI1_66760.3, SGUI1_66760.4
OG0002963	FGIG_02993	SGUI1_13410.1, SGUI1_13410.2
OG0002964	FGIG_03178	SGUI1_24880.1, SGUI1_24880.2, SGUI1_24880.3, SGUI1_24880.4
OG0002965	FGIG_03233	SGUI1_92820.1
OG0002966	FGIG_03240	SGUI1_43910.1
OG0002967	FGIG_03409	SGUI1_61530.1, SGUI1_61530.2, SGUI1_61530.3
OG0002968	FGIG_03437, FGIG_03436	SGUI1_18980.2, SGUI1_18980.1, SGUI1_18980.3
OG0002969	FGIG_09365, FGIG_10961	SGUI1_52890.1
OG0002970	FGIG_03956	SGUI1_9180.1
OG0002971	FGIG_03967	SGUI1_63400.1
OG0002973	FGIG_04067	SGUI1_48550.1, SGUI1_48550.2, SGUI1_48550.3
OG0002974	FGIG_04073, FGIG_04075	SGUI1_32280.1, SGUI1_32280.2, SGUI1_32280.3
OG0002975	FGIG_04094	SGUI1_38110.1
OG0002976	FGIG_04253	SGUI1_63880.1
OG0002977	FGIG_04273	SGUI1_7460.1
OG0002979	FGIG_04465, FGIG_04464	SGUI1_21130.1
OG0002980	FGIG_04471	SGUI1_29060.1, SGUI1_29060.2
OG0002981	FGIG_04544	SGUI1_75580.4, SGUI1_75580.5, SGUI1_75580.6, SGUI1_75580.2, SGUI1_75580.3, SGUI1_75580.1
OG0002982	FGIG_04550	SGUI1_53930.1
OG0002983	FGIG_04578	SGUI1_24390.1, SGUI1_24390.2
OG0002984	FGIG_04581	SGUI1_11890.1
OG0002985	FGIG_04617	SGUI1_2170.1, SGUI1_2170.2
OG0002988	FGIG_04757, FGIG_04758	SGUI1_93370.1
OG0002989	FGIG_04844	SGUI1_49460.1
OG0002990	FGIG_05026	SGUI1_82310.1
OG0002991	FGIG_05049	SGUI1_31790.2
OG0002992	FGIG_08339, FGIG_05098	SGUI1_76380.1
OG0002993	FGIG_06818, FGIG_05143	SGUI1_84450.1
OG0002994	FGIG_05172, FGIG_10596	SGUI1_33260.1, SGUI1_18960.1
OG0002995	FGIG_05238, FGIG_05700, FGIG_05702	SGUI1_89440.1
OG0002996	FGIG_05248	SGUI1_14630.1
OG0002997	FGIG_05258	SGUI1_34190.1
OG0002998	FGIG_05264	SGUI1_44570.1
OG0002999	FGIG_05459, FGIG_05458	SGUI1_60860.2, SGUI1_60860.1, SGUI1_60860.3
OG0003000	FGIG_05550, FGIG_11718	SGUI1_26780.1
OG0003001	FGIG_05567, FGIG_05566, FGIG_05568	SGUI1_26730.1
OG0003002	FGIG_05627	SGUI1_19190.2, SGUI1_19190.3, SGUI1_19190.4, SGUI1_19190.5, SGUI1_19190.6, SGUI1_19190.1
OG0003003	FGIG_05718	SGUI1_94110.3, SGUI1_94110.2, SGUI1_94110.1
OG0003004	FGIG_05746	SGUI1_75480.1, SGUI1_75480.2
OG0003005	FGIG_05768	SGUI1_54240.1
OG0003006	FGIG_12572, FGIG_05890	SGUI1_85340.1
OG0003007	FGIG_05943	SGUI1_61560.1
OG0003008	FGIG_05946	SGUI1_31840.1, SGUI1_31840.2
OG0003009	FGIG_05963	SGUI1_6180.2, SGUI1_6180.5, SGUI1_6180.1, SGUI1_6180.3, SGUI1_6180.7, SGUI1_6180.8, SGUI1_6180.9, SGUI1_6180.4, SGUI1_6180.6
OG0003010	FGIG_05969, FGIG_07856	SGUI1_71110.1
OG0003011	FGIG_05999, FGIG_06000	SGUI1_30140.1
OG0003012	FGIG_06004	SGUI1_61990.1
OG0003013	FGIG_06062	SGUI1_78730.1
OG0003014	FGIG_06089	SGUI1_84670.1
OG0003015	FGIG_06212	SGUI1_43390.1
OG0003016	FGIG_06238	SGUI1_76040.3, SGUI1_76040.4, SGUI1_76040.5, SGUI1_76040.2, SGUI1_76040.1
OG0003017	FGIG_06260	SGUI1_50440.1, SGUI1_50440.2
OG0003018	FGIG_06279, FGIG_06278	SGUI1_94950.1, SGUI1_94950.2
OG0003019	FGIG_06334	SGUI1_74960.1, SGUI1_74960.2
OG0003020	FGIG_06382, FGIG_06381	SGUI1_28460.1, SGUI1_28460.3, SGUI1_28460.2
OG0003021	FGIG_06534, FGIG_06533, FGIG_12647	SGUI1_84700.1
OG0003022	FGIG_06594	SGUI1_24630.7, SGUI1_24630.1, SGUI1_24630.2, SGUI1_24630.4, SGUI1_24630.5, SGUI1_24630.6, SGUI1_24630.3
OG0003023	FGIG_06597	SGUI1_84620.1
OG0003024	FGIG_06988	SGUI1_78240.1, SGUI1_78240.3, SGUI1_78240.4, SGUI1_78240.2
OG0003025	FGIG_07082	SGUI1_36880.2, SGUI1_36880.1, SGUI1_36880.3
OG0003026	FGIG_07133	SGUI1_32980.1, SGUI1_32980.2, SGUI1_32980.3
OG0003027	FGIG_07139, FGIG_07140	SGUI1_16310.1, SGUI1_16310.2
OG0003028	FGIG_07143	SGUI1_9300.1, SGUI1_9300.2, SGUI1_9300.3, SGUI1_9300.4
OG0003029	FGIG_07244	SGUI1_81340.1, SGUI1_81340.2, SGUI1_81340.3
OG0003030	FGIG_07269	SGUI1_19150.1, SGUI1_19150.4, SGUI1_19150.2, SGUI1_19150.3
OG0003031	FGIG_07278, FGIG_12471	SGUI1_64970.1, SGUI1_64970.2, SGUI1_64970.3
