Orthogroup	fasciola_gigantica	trichobilharzia_regenti
OG0002928	FGIG_01390, FGIG_10597	TREG1_107960.2, TREG1_107960.4, TREG1_107960.3, TREG1_107960.5, TREG1_107970.1
OG0002929	FGIG_01392	TREG1_29370.3, TREG1_29370.2, TREG1_29360.1, TREG1_29370.1
OG0002930	FGIG_01565	TREG1_45880.1
OG0002931	FGIG_01593	TREG1_9920.6, TREG1_9920.3, TREG1_9920.4, TREG1_9920.7, TREG1_9920.5, TREG1_9920.2, TREG1_9920.1
OG0002932	FGIG_01662	TREG1_31900.1
OG0002933	FGIG_01666, FGIG_01667	TREG1_34790.1, TREG1_34800.1, TREG1_34790.2
OG0002934	FGIG_01686	TREG1_130510.1, TREG1_130510.2, TREG1_130510.3
OG0002935	FGIG_01722, FGIG_02871	TREG1_82860.1, TREG1_82850.1
OG0002936	FGIG_01745, FGIG_01743, FGIG_01744	TREG1_63540.1
OG0002937	FGIG_01916, FGIG_01915, FGIG_01917	TREG1_41750.4, TREG1_41750.1, TREG1_41750.3, TREG1_41750.2
OG0002938	FGIG_01954	TREG1_68170.1
OG0002939	FGIG_02005	TREG1_29540.1
OG0002940	FGIG_02225	TREG1_64810.1
OG0002941	FGIG_02300	TREG1_77240.1, TREG1_77250.1
OG0002942	FGIG_02323	TREG1_104240.1, TREG1_104220.1, TREG1_104230.1
OG0002943	FGIG_02325	TREG1_104260.1
OG0002944	FGIG_02379, FGIG_12561	TREG1_13630.4, TREG1_13630.1, TREG1_13630.2, TREG1_13630.3
OG0002945	FGIG_02398	TREG1_105990.1, TREG1_105990.4, TREG1_105990.3, TREG1_105990.2
OG0002947	FGIG_02420, FGIG_02418, FGIG_02419	TREG1_127350.1
OG0002948	FGIG_02488, FGIG_12594	TREG1_81390.1
OG0002949	FGIG_02550	TREG1_32930.1, TREG1_53760.1
OG0002950	FGIG_02625	TREG1_97980.1, TREG1_97980.2, TREG1_97980.3
OG0002951	FGIG_02656	TREG1_33030.1
OG0002952	FGIG_02719, FGIG_02720	TREG1_75000.1, TREG1_75010.1, TREG1_75010.2, TREG1_75010.3, TREG1_75010.4
OG0002953	FGIG_02725, FGIG_07191	TREG1_3010.1
OG0002954	FGIG_02727	TREG1_79650.4, TREG1_79650.1, TREG1_79650.2, TREG1_79650.3, TREG1_79650.5, TREG1_79650.6, TREG1_79650.7, TREG1_79650.8, TREG1_79650.9
OG0002955	FGIG_02756	TREG1_106670.1
OG0002956	FGIG_06169, FGIG_06167, FGIG_06168, FGIG_02797	TREG1_134370.1, TREG1_134370.2, TREG1_134370.3
OG0002957	FGIG_02858	TREG1_96720.1
OG0002958	FGIG_02869	TREG1_90850.1, TREG1_90850.2, TREG1_90850.3
OG0002959	FGIG_02906	TREG1_119830.1, TREG1_119830.2
OG0002960	FGIG_02937	TREG1_70930.1, TREG1_70930.2
OG0002961	FGIG_02939	TREG1_21530.1, TREG1_21530.2, TREG1_21530.3, TREG1_21530.4
OG0002962	FGIG_02969	TREG1_89380.2, TREG1_89380.4, TREG1_89380.1, TREG1_89380.3
OG0002963	FGIG_02993	TREG1_15620.1
OG0002964	FGIG_03178	TREG1_31510.1, TREG1_31510.4, TREG1_31510.2, TREG1_31510.3
OG0002965	FGIG_03233	TREG1_74260.1
OG0002966	FGIG_03240	TREG1_34630.2, TREG1_34630.3, TREG1_34630.1, TREG1_34630.4
OG0002967	FGIG_03409	TREG1_86580.1
OG0002968	FGIG_03437, FGIG_03436	TREG1_21240.1, TREG1_21240.3, TREG1_21240.4, TREG1_21240.2, TREG1_21240.5
OG0002969	FGIG_09365, FGIG_10961	TREG1_70240.1, TREG1_70230.1
OG0002970	FGIG_03956	TREG1_18710.1, TREG1_18710.2
OG0002971	FGIG_03967	TREG1_89130.1
OG0002972	FGIG_04052	TREG1_84410.1
OG0002973	FGIG_04067	TREG1_66240.1
OG0002974	FGIG_04073, FGIG_04075	TREG1_47570.1, TREG1_47570.2
OG0002975	FGIG_04094	TREG1_55510.1, TREG1_55510.2
OG0002976	FGIG_04253	TREG1_87550.3, TREG1_87550.1, TREG1_87550.2, TREG1_87550.4, TREG1_87550.5
OG0002977	FGIG_04273	TREG1_7100.1
OG0002978	FGIG_04411, FGIG_04410	TREG1_24140.1, TREG1_24140.2, TREG1_24140.3
OG0002979	FGIG_04465, FGIG_04464	TREG1_24230.1, TREG1_24220.1
OG0002980	FGIG_04471	TREG1_46340.1, TREG1_46350.1
OG0002981	FGIG_04544	TREG1_105250.1
OG0002982	FGIG_04550	TREG1_61920.1
OG0002983	FGIG_04578	TREG1_58620.1, TREG1_58620.3, TREG1_58620.5, TREG1_58620.2, TREG1_58620.4
OG0002984	FGIG_04581	TREG1_6620.1
OG0002985	FGIG_04617	TREG1_1430.1
OG0002986	FGIG_04702, FGIG_04701, FGIG_10984, FGIG_10983	TREG1_29920.4, TREG1_29920.2, TREG1_29920.1, TREG1_29920.3
OG0002988	FGIG_04757, FGIG_04758	TREG1_130770.1, TREG1_130770.2, TREG1_130770.3, TREG1_130770.4, TREG1_130770.5
OG0002989	FGIG_04844	TREG1_71650.1, TREG1_71660.3, TREG1_71660.1, TREG1_71660.2, TREG1_71640.1
OG0002990	FGIG_05026	TREG1_139220.1, TREG1_7010.1, TREG1_111050.1, TREG1_139210.1
OG0002991	FGIG_05049	TREG1_41800.1
OG0002992	FGIG_08339, FGIG_05098	TREG1_98490.1, TREG1_98490.2
OG0002993	FGIG_06818, FGIG_05143	TREG1_112320.1, TREG1_112330.1
OG0002994	FGIG_05172, FGIG_10596	TREG1_22680.1, TREG1_22690.1
OG0002995	FGIG_05238, FGIG_05700, FGIG_05702	TREG1_129150.1, TREG1_129150.2, TREG1_129150.3
OG0002996	FGIG_05248	TREG1_24460.1, TREG1_24460.2
OG0002997	FGIG_05258	TREG1_50700.2, TREG1_50700.3, TREG1_50700.1, TREG1_50700.4
OG0002998	FGIG_05264	TREG1_30690.1
OG0002999	FGIG_05459, FGIG_05458	TREG1_31850.1, TREG1_85310.1
OG0003000	FGIG_05550, FGIG_11718	TREG1_33470.1, TREG1_33470.2
OG0003001	FGIG_05567, FGIG_05566, FGIG_05568	TREG1_33540.3, TREG1_33540.1, TREG1_33540.2, TREG1_33430.1, TREG1_33540.4
OG0003002	FGIG_05627	TREG1_15010.1
OG0003003	FGIG_05718	TREG1_132550.1
OG0003004	FGIG_05746	TREG1_103810.1
OG0003005	FGIG_05768	TREG1_68940.2, TREG1_68940.4, TREG1_68940.1, TREG1_68940.3
OG0003006	FGIG_12572, FGIG_05890	TREG1_114320.1
OG0003007	FGIG_05943	TREG1_91730.1
OG0003008	FGIG_05946	TREG1_57830.2, TREG1_57830.1, TREG1_57830.3, TREG1_57830.4, TREG1_57830.5
OG0003009	FGIG_05963	TREG1_6050.1, TREG1_6050.2
OG0003010	FGIG_05969, FGIG_07856	TREG1_95200.1
OG0003011	FGIG_05999, FGIG_06000	TREG1_49010.1
OG0003012	FGIG_06004	TREG1_87760.5, TREG1_87760.6, TREG1_87760.3, TREG1_87760.4, TREG1_87760.1, TREG1_87760.2
OG0003013	FGIG_06062	TREG1_101500.1, TREG1_101500.2, TREG1_101500.3
OG0003014	FGIG_06089	TREG1_63780.1, TREG1_63790.1
OG0003015	FGIG_06212	TREG1_57710.1
OG0003016	FGIG_06238	TREG1_98760.1
OG0003017	FGIG_06260	TREG1_76370.1
OG0003018	FGIG_06279, FGIG_06278	TREG1_132930.1, TREG1_132930.2
OG0003019	FGIG_06334	TREG1_99090.1, TREG1_99090.3, TREG1_99090.4, TREG1_99090.5, TREG1_99090.2
OG0003020	FGIG_06382, FGIG_06381	TREG1_45430.1, TREG1_45430.2
OG0003021	FGIG_06534, FGIG_06533, FGIG_12647	TREG1_110640.1, TREG1_110620.1, TREG1_110650.1
OG0003022	FGIG_06594	TREG1_54680.1
OG0003023	FGIG_06597	TREG1_110770.1, TREG1_110770.2, TREG1_110780.1
OG0003024	FGIG_06988	TREG1_108660.1
OG0003025	FGIG_07082	TREG1_52890.1, TREG1_52890.2
OG0003026	FGIG_07133	TREG1_53110.1, TREG1_53110.2, TREG1_53110.3
OG0003027	FGIG_07139, FGIG_07140	TREG1_55360.5, TREG1_55360.1, TREG1_55360.3, TREG1_55360.4, TREG1_55360.2
OG0003028	FGIG_07143	TREG1_1720.1
OG0003029	FGIG_07244	TREG1_112920.1, TREG1_112920.2
OG0003030	FGIG_07269	TREG1_15070.1, TREG1_15080.1
OG0003031	FGIG_07278, FGIG_12471	TREG1_81820.2, TREG1_81820.1, TREG1_81820.3, TREG1_81820.4
OG0003032	FGIG_07540	TREG1_81500.1
OG0003033	FGIG_07592	TREG1_71850.1, TREG1_71840.1
OG0003034	FGIG_07751	TREG1_117800.1
OG0003036	FGIG_07780	TREG1_110270.1
OG0003037	FGIG_07808	TREG1_101240.1
OG0003038	FGIG_07992	TREG1_70110.1, TREG1_70220.1, TREG1_70220.2
OG0003039	FGIG_08048	TREG1_62870.1
OG0003040	FGIG_08190	TREG1_47660.1, TREG1_47660.2, TREG1_47660.3, TREG1_47650.1
OG0003041	FGIG_08407	TREG1_51360.1
OG0003042	FGIG_08421	TREG1_56800.1
OG0003043	FGIG_11366, FGIG_08443, FGIG_11401	TREG1_64010.1, TREG1_63990.1
OG0003044	FGIG_08468	TREG1_34530.1, TREG1_7400.1
OG0003045	FGIG_08522	TREG1_69760.1, TREG1_69760.2, TREG1_69760.11, TREG1_69760.13, TREG1_69760.6, TREG1_69760.10, TREG1_69760.12, TREG1_69760.14, TREG1_69760.4, TREG1_69760.5, TREG1_69760.7, TREG1_69760.8, TREG1_69760.9, TREG1_69760.3
OG0003046	FGIG_08523	TREG1_69750.1, TREG1_69750.2
OG0003047	FGIG_08578	TREG1_20260.3, TREG1_20260.1, TREG1_20260.2
OG0003048	FGIG_08685	TREG1_61360.1, TREG1_61360.2
OG0003049	FGIG_08686	TREG1_61370.1, TREG1_61370.2
OG0003050	FGIG_08727	TREG1_104400.1, TREG1_104400.2
OG0003051	FGIG_11595, FGIG_08733	TREG1_60340.1
OG0003052	FGIG_08801	TREG1_89000.1
OG0003053	FGIG_09271, FGIG_08894	TREG1_38440.1
OG0003054	FGIG_08948	TREG1_11220.3, TREG1_11220.1, TREG1_11220.2
OG0003055	FGIG_08993	TREG1_75810.1
OG0003056	FGIG_09001	TREG1_11030.1
OG0003057	FGIG_09030	TREG1_87700.1, TREG1_87700.2
OG0003058	FGIG_09112	TREG1_128100.1, TREG1_128100.2, TREG1_128100.3, TREG1_128100.4, TREG1_128100.5
OG0003059	FGIG_09121, FGIG_09120	TREG1_44240.1
OG0003060	FGIG_09243, FGIG_09244	TREG1_66600.1
OG0003061	FGIG_09587	TREG1_114010.1
OG0003062	FGIG_09635, FGIG_09636	TREG1_127720.1, TREG1_127780.1
OG0003063	FGIG_09684, FGIG_09683	TREG1_16730.1
OG0003064	FGIG_09743	TREG1_3970.1, TREG1_3970.3, TREG1_3970.2, TREG1_3970.4
OG0003065	FGIG_10047	TREG1_142140.1, TREG1_27410.2, TREG1_27410.1, TREG1_27410.3
OG0003066	FGIG_12142, FGIG_10066	TREG1_131470.1, TREG1_131470.2, TREG1_131470.4, TREG1_131470.6, TREG1_131470.3, TREG1_131470.5
OG0003067	FGIG_10345	TREG1_54630.1, TREG1_54630.5, TREG1_54630.7, TREG1_54630.3, TREG1_54630.4, TREG1_54630.2, TREG1_54630.6
OG0003068	FGIG_11486, FGIG_10373	TREG1_105230.1, TREG1_105230.2
OG0003069	FGIG_10445	TREG1_95960.1
OG0003070	FGIG_10642	TREG1_36640.1, TREG1_36640.2
OG0003071	FGIG_11658, FGIG_10650	TREG1_83980.1
OG0003072	FGIG_10812	TREG1_101260.1
OG0003073	FGIG_10975	TREG1_88680.1
OG0003074	FGIG_10986, FGIG_11028	TREG1_78350.1, TREG1_78350.2, TREG1_78350.3, TREG1_78350.4, TREG1_78350.5
OG0003075	FGIG_10993	TREG1_77770.1
OG0003076	FGIG_11076	TREG1_77840.1
OG0003077	FGIG_11119	TREG1_99050.1, TREG1_99050.2
OG0003079	FGIG_11502	TREG1_73860.1, TREG1_73860.2, TREG1_73860.3
OG0003080	FGIG_11951	TREG1_25540.1
OG0003081	FGIG_12102	TREG1_25770.1, TREG1_33630.1, TREG1_33620.1
OG0003082	FGIG_12404	TREG1_76720.1
OG0003107	FGIG_00005	TREG1_75300.1, TREG1_75300.2, TREG1_75300.3
OG0003108	FGIG_00069	TREG1_38810.1, TREG1_38800.1
OG0003109	FGIG_00104	TREG1_20030.1
OG0003110	FGIG_00329	TREG1_14030.2, TREG1_14030.1, TREG1_13980.1, TREG1_13980.2, TREG1_13980.3, TREG1_14010.1, TREG1_14010.3, TREG1_14010.4, TREG1_14010.2, TREG1_14010.5, TREG1_14010.6
OG0003111	FGIG_00373, FGIG_00372	TREG1_103310.1, TREG1_103320.1
OG0003112	FGIG_00405	TREG1_91820.1
OG0003114	FGIG_00425	TREG1_119860.1
OG0003115	FGIG_00440	TREG1_106720.3, TREG1_106720.2, TREG1_106720.1
OG0003116	FGIG_00454	TREG1_124110.1, TREG1_124120.1
OG0003117	FGIG_00573	TREG1_21230.1, TREG1_21230.2, TREG1_21230.3
OG0003118	FGIG_00599	TREG1_57070.1, TREG1_57080.1
OG0003119	FGIG_00640	TREG1_53210.1
OG0003120	FGIG_00733	TREG1_103190.1
OG0003121	FGIG_00832	TREG1_4740.1, TREG1_4740.2, TREG1_4740.3, TREG1_4740.4, TREG1_4740.5, TREG1_4740.6
OG0003122	FGIG_00834	TREG1_600.1
OG0003123	FGIG_00870	TREG1_113620.1, TREG1_113580.1
OG0003124	FGIG_00892	TREG1_124860.1
OG0003125	FGIG_00910	TREG1_102920.1, TREG1_102920.2
OG0003126	FGIG_00964	TREG1_21510.4, TREG1_21510.5, TREG1_21510.1, TREG1_21510.2, TREG1_21510.3
OG0003127	FGIG_01018, FGIG_01019	TREG1_121820.1
OG0003128	FGIG_01047	TREG1_110930.1, TREG1_110930.2
OG0003130	FGIG_06959, FGIG_06960, FGIG_01205	TREG1_37620.1, TREG1_37620.4, TREG1_37620.2, TREG1_37620.3
OG0003131	FGIG_01254	TREG1_139830.1, TREG1_104870.1, TREG1_139820.1, TREG1_139820.2
OG0003132	FGIG_01271	TREG1_37570.1, TREG1_37570.2, TREG1_37570.3
OG0003133	FGIG_01405	TREG1_81610.1
OG0003134	FGIG_01432, FGIG_01433	TREG1_113920.6, TREG1_113920.5, TREG1_113920.1, TREG1_113920.2, TREG1_113920.3, TREG1_113920.4
OG0003136	FGIG_01720	TREG1_2010.1
OG0003137	FGIG_10091, FGIG_01742	TREG1_111930.1, TREG1_111940.1, TREG1_111920.1, TREG1_111910.1, TREG1_111920.2, TREG1_111920.3
OG0003138	FGIG_01803, FGIG_01804	TREG1_120710.1, TREG1_120710.2, TREG1_120710.3, TREG1_120710.4
OG0003139	FGIG_01910, FGIG_04845	TREG1_71670.1, TREG1_71670.2
OG0003141	FGIG_02066	TREG1_87780.1
OG0003142	FGIG_06588, FGIG_02089	TREG1_104730.1
OG0003143	FGIG_02166	TREG1_101980.1, TREG1_101980.2
OG0003144	FGIG_02199	TREG1_43740.1
OG0003145	FGIG_02360, FGIG_05876	TREG1_22470.3, TREG1_22470.1, TREG1_22470.2
OG0003146	FGIG_02362	TREG1_89040.1
OG0003147	FGIG_11805, FGIG_02380	TREG1_72540.1, TREG1_72540.2
OG0003148	FGIG_02414	TREG1_131210.2, TREG1_131210.1, TREG1_131210.3, TREG1_131210.4
OG0003149	FGIG_02528	TREG1_76400.1
OG0003150	FGIG_02558	TREG1_108390.1
OG0003151	FGIG_02577, FGIG_02578	TREG1_61970.1
OG0003152	FGIG_02705	TREG1_47330.1, TREG1_47330.2, TREG1_47330.3, TREG1_47330.4, TREG1_47330.5
OG0003153	FGIG_02735	TREG1_106820.1, TREG1_106820.2, TREG1_106820.3
OG0003154	FGIG_02742	TREG1_52560.1, TREG1_52550.1, TREG1_52550.2
OG0003155	FGIG_02744	TREG1_92730.1, TREG1_95670.1
OG0003156	FGIG_02790	TREG1_45900.2, TREG1_45900.3, TREG1_45900.4, TREG1_45900.5, TREG1_45900.6, TREG1_45900.1, TREG1_45900.7
OG0003157	FGIG_02891	TREG1_37930.1, TREG1_73050.1, TREG1_73050.2, TREG1_73050.3
OG0003158	FGIG_06749, FGIG_11417, FGIG_02904	TREG1_126130.1
OG0003159	FGIG_04612, FGIG_02912	TREG1_74410.1, TREG1_74410.2, TREG1_74410.3
OG0003160	FGIG_02965	TREG1_23470.4, TREG1_23470.2, TREG1_23470.1, TREG1_23470.5, TREG1_23470.3
OG0003161	FGIG_03141	TREG1_72200.1, TREG1_72210.1, TREG1_43750.1
OG0003162	FGIG_03155, FGIG_06192	TREG1_17120.1, TREG1_17130.1
OG0003163	FGIG_03160	TREG1_118800.1, TREG1_96400.1, TREG1_4750.1, TREG1_4750.2
OG0003164	FGIG_03241	TREG1_44650.1, TREG1_44650.2
OG0003165	FGIG_03257	TREG1_141720.1, TREG1_104890.4, TREG1_104890.7, TREG1_104890.1, TREG1_104890.6, TREG1_104890.12, TREG1_104890.2, TREG1_104890.9, TREG1_104890.11, TREG1_104890.8, TREG1_104890.3, TREG1_104890.5, TREG1_104890.10
OG0003166	FGIG_03294	TREG1_76280.8, TREG1_76280.7, TREG1_76280.9, TREG1_76280.12, TREG1_76280.11, TREG1_76280.10, TREG1_76280.1, TREG1_76280.2, TREG1_76280.3, TREG1_76280.4, TREG1_76280.5, TREG1_76280.6
OG0003167	FGIG_03348	TREG1_132390.1
OG0003168	FGIG_03363, FGIG_07368	TREG1_81980.1
OG0003169	FGIG_03426	TREG1_27220.1
OG0003170	FGIG_03444	TREG1_19340.1, TREG1_19340.2, TREG1_18590.1
OG0003171	FGIG_03515	TREG1_100860.1, TREG1_100860.2, TREG1_100860.3
OG0003172	FGIG_06205, FGIG_03518, FGIG_05757	TREG1_23950.1, TREG1_23950.2
OG0003173	FGIG_03614, FGIG_03616, FGIG_03615	TREG1_55230.1
OG0003174	FGIG_03638	TREG1_100030.1
OG0003175	FGIG_03807	TREG1_133360.1
OG0003176	FGIG_03829	TREG1_99280.1
OG0003177	FGIG_03833, FGIG_07602, FGIG_10490	TREG1_38290.1, TREG1_38290.2, TREG1_38290.4, TREG1_38290.5, TREG1_38290.6, TREG1_38290.3
OG0003178	FGIG_06106, FGIG_06105, FGIG_03939	TREG1_44600.1
OG0003179	FGIG_12448, FGIG_04250	TREG1_106440.1
OG0003180	FGIG_04325	TREG1_190.1
OG0003181	FGIG_06032, FGIG_04528	TREG1_45740.1
OG0003182	FGIG_04583	TREG1_50010.3, TREG1_50010.1, TREG1_50010.2, TREG1_50010.4
OG0003183	FGIG_04603	TREG1_32060.1, TREG1_34650.1, TREG1_34670.1, TREG1_16540.3, TREG1_16540.4, TREG1_16540.5, TREG1_16540.6, TREG1_16540.2, TREG1_16540.1
OG0003184	FGIG_04609	TREG1_48370.1, TREG1_48370.2
OG0003185	FGIG_04853	TREG1_98060.1, TREG1_98060.2
OG0003186	FGIG_04944	TREG1_50460.1
OG0003187	FGIG_04951	TREG1_106860.1
OG0003188	FGIG_05117	TREG1_113310.1
OG0003189	FGIG_05178	TREG1_76240.1, TREG1_76240.2
OG0003190	FGIG_05237	TREG1_85380.6, TREG1_85380.5, TREG1_85380.1, TREG1_85380.3, TREG1_85380.2, TREG1_85380.4
OG0003191	FGIG_05315	TREG1_67150.2, TREG1_67150.1, TREG1_67150.4, TREG1_67150.3, TREG1_67150.5
OG0003192	FGIG_05388	TREG1_89430.1
OG0003193	FGIG_05396	TREG1_47370.1
OG0003194	FGIG_05426	TREG1_95900.1, TREG1_95900.2, TREG1_95900.3, TREG1_95900.4, TREG1_62430.1, TREG1_95900.5, TREG1_95900.6
OG0003195	FGIG_05446	TREG1_19670.1, TREG1_19670.2
OG0003196	FGIG_05473, FGIG_07358	TREG1_81370.1, TREG1_81370.2
OG0003197	FGIG_05532	TREG1_136110.4, TREG1_136110.2, TREG1_136110.1, TREG1_136110.3
OG0003198	FGIG_05599, FGIG_06298	TREG1_76520.1
OG0003199	FGIG_05652	TREG1_134580.1, TREG1_134580.2, TREG1_134580.3
OG0003200	FGIG_05681	TREG1_21150.1, TREG1_139550.1, TREG1_139550.2
OG0003201	FGIG_05709	TREG1_29710.1, TREG1_29710.2, TREG1_29710.3, TREG1_29710.4, TREG1_29710.5, TREG1_29710.6
OG0003202	FGIG_05726	TREG1_24430.1, TREG1_24430.2, TREG1_24430.4, TREG1_24430.3, TREG1_24430.5, TREG1_24430.6
OG0003203	FGIG_05925	TREG1_129980.1, TREG1_129990.2, TREG1_129970.1, TREG1_129990.1
OG0003204	FGIG_05955, FGIG_05956	TREG1_16040.1
OG0003205	FGIG_06364, FGIG_07276	TREG1_56880.1
OG0003206	FGIG_06475	TREG1_13540.1
OG0003207	FGIG_06638	TREG1_7060.1
OG0003208	FGIG_06732	TREG1_93220.1, TREG1_93220.2
OG0003209	FGIG_06733	TREG1_108500.1, TREG1_108490.1
OG0003210	FGIG_06802, FGIG_06803, FGIG_07222	TREG1_29960.1
OG0003211	FGIG_06838	TREG1_107910.1, TREG1_107910.2, TREG1_107910.3
OG0003212	FGIG_06873	TREG1_13240.1, TREG1_13250.1
OG0003213	FGIG_06897	TREG1_34370.1
OG0003214	FGIG_10827, FGIG_06937	TREG1_13940.1, TREG1_13940.2, TREG1_13940.4, TREG1_13940.3
OG0003215	FGIG_06944, FGIG_06943	TREG1_11730.1, TREG1_11730.2
OG0003216	FGIG_06947	TREG1_82340.1
OG0003217	FGIG_07015	TREG1_83820.1, TREG1_83820.2, TREG1_83820.3
OG0003218	FGIG_07072	TREG1_79130.1
OG0003220	FGIG_07162	TREG1_102690.1, TREG1_74120.1, TREG1_65120.1, TREG1_63220.1, TREG1_33420.1, TREG1_145100.1, TREG1_85120.1, TREG1_89970.1, TREG1_89970.2, TREG1_14210.1, TREG1_81250.1, TREG1_142780.1, TREG1_56570.1, TREG1_77680.1, TREG1_11530.1, TREG1_110740.1, TREG1_119630.1, TREG1_130390.1, TREG1_140760.1, TREG1_18120.1, TREG1_59830.1, TREG1_80030.1
OG0003221	FGIG_07199	TREG1_41470.1
OG0003222	FGIG_07209	TREG1_15000.1
OG0003223	FGIG_07226, FGIG_07227	TREG1_122750.3, TREG1_122750.1, TREG1_122750.2
OG0003224	FGIG_07232	TREG1_55500.1
OG0003225	FGIG_07237	TREG1_124210.1
OG0003226	FGIG_07430	TREG1_8310.1, TREG1_8300.1
OG0003227	FGIG_07506	TREG1_87790.1
OG0003228	FGIG_07512	TREG1_120960.1
OG0003228	FGIG_07510	TREG1_120980.1
OG0003229	FGIG_07522	TREG1_106300.1
OG0003230	FGIG_07546	TREG1_72380.1
OG0003231	FGIG_07630, FGIG_07631	TREG1_15750.1
OG0003232	FGIG_07654	TREG1_6750.1
OG0003233	FGIG_07711	TREG1_23890.1, TREG1_23880.1
OG0003234	FGIG_07721	TREG1_85690.1
OG0003235	FGIG_07779	TREG1_110260.1, TREG1_110260.2
OG0003236	FGIG_07810	TREG1_77940.1
OG0003237	FGIG_07852	TREG1_35750.1, TREG1_35750.2
OG0003238	FGIG_07918	TREG1_88060.1
OG0003239	FGIG_08059	TREG1_112550.1, TREG1_112560.1
OG0003240	FGIG_08124	TREG1_10340.2, TREG1_10340.1
OG0003241	FGIG_10248, FGIG_08213	TREG1_39840.1, TREG1_39880.1
OG0003242	FGIG_08237	TREG1_66350.1
OG0003243	FGIG_08291	TREG1_11010.1, TREG1_79960.4, TREG1_79960.1, TREG1_79960.2, TREG1_79960.3, TREG1_79960.5
OG0003244	FGIG_10219, FGIG_08294	TREG1_73800.1, TREG1_73810.1, TREG1_73810.3, TREG1_73810.2
OG0003245	FGIG_08341	TREG1_69660.1
OG0003247	FGIG_08388	TREG1_24900.1, TREG1_24900.2, TREG1_24900.3, TREG1_24900.4
OG0003248	FGIG_08413	TREG1_110250.1
OG0003249	FGIG_08451, FGIG_12637	TREG1_89120.1
OG0003250	FGIG_08547	TREG1_95950.1, TREG1_95950.2, TREG1_95950.3
OG0003251	FGIG_08561	TREG1_121660.2, TREG1_121660.1, TREG1_121660.3
OG0003252	FGIG_08583	TREG1_55950.1
OG0003253	FGIG_08616	TREG1_121600.1
OG0003254	FGIG_08634	TREG1_82330.1
OG0003255	FGIG_08636, FGIG_08635	TREG1_134560.1, TREG1_133050.1
OG0003256	FGIG_08649	TREG1_117450.1, TREG1_117450.2, TREG1_117450.4, TREG1_117450.3
OG0003257	FGIG_08692	TREG1_6680.1
OG0003258	FGIG_08812	TREG1_57720.1
OG0003259	FGIG_08924	TREG1_59870.1, TREG1_59870.2
OG0003260	FGIG_08952, FGIG_08953	TREG1_115080.1, TREG1_115080.2
OG0003261	FGIG_08978	TREG1_55610.1
OG0003262	FGIG_11009	TREG1_79070.1
OG0003263	FGIG_09000	TREG1_3620.1, TREG1_3620.2
OG0003264	FGIG_09035	TREG1_27950.1, TREG1_27930.1, TREG1_27940.1, TREG1_27920.1, TREG1_27980.1, TREG1_27910.1
OG0003265	FGIG_09131	TREG1_56380.1, TREG1_56380.2, TREG1_56380.3
OG0003266	FGIG_09132	TREG1_99940.1
OG0003267	FGIG_09140	TREG1_22260.1
OG0003268	FGIG_10574, FGIG_09212	TREG1_39680.1, TREG1_39660.1, TREG1_39670.1
OG0003269	FGIG_09415	TREG1_98940.6, TREG1_98940.4, TREG1_98940.5, TREG1_98940.1, TREG1_98940.2, TREG1_98940.3
OG0003270	FGIG_09426, FGIG_09427	TREG1_90150.1
OG0003271	FGIG_09434	TREG1_20800.1
OG0003272	FGIG_10872	TREG1_55780.1
OG0003273	FGIG_09631	TREG1_55390.1
OG0003274	FGIG_09710, FGIG_13996	TREG1_22320.1, TREG1_22320.2
OG0003275	FGIG_09740	TREG1_58670.1
OG0003276	FGIG_09828, FGIG_09827	TREG1_85910.2, TREG1_85900.1, TREG1_85900.2, TREG1_85910.1, TREG1_85910.3, TREG1_85910.4, TREG1_85910.5, TREG1_85890.1
OG0003277	FGIG_09918	TREG1_54050.1
OG0003278	FGIG_09964	TREG1_72780.1
OG0003279	FGIG_10006	TREG1_480.1, TREG1_480.2
OG0003280	FGIG_10327	TREG1_102610.1
OG0003281	FGIG_10328	TREG1_136400.1, TREG1_136400.2
OG0003282	FGIG_10330	TREG1_63860.1
OG0003283	FGIG_10371	TREG1_134850.1, TREG1_134850.2
OG0003284	FGIG_10450	TREG1_85350.1, TREG1_85350.2, TREG1_85350.3, TREG1_85350.5, TREG1_85350.6, TREG1_85350.7, TREG1_85350.4
OG0003285	FGIG_10621	TREG1_32170.1
OG0003286	FGIG_10657	TREG1_91060.1
OG0003287	FGIG_10686	TREG1_9660.7, TREG1_9660.8, TREG1_9680.2, TREG1_9680.1, TREG1_9680.3
OG0003288	FGIG_10739	TREG1_90580.1, TREG1_90560.1
OG0003289	FGIG_10772	TREG1_28230.1, TREG1_28150.2, TREG1_28150.3, TREG1_28150.5, TREG1_28150.6, TREG1_28150.7, TREG1_28150.1, TREG1_28150.4, TREG1_28220.1, TREG1_28150.8
OG0003290	FGIG_11006	TREG1_17200.1
OG0003291	FGIG_11157	TREG1_10470.1
OG0003292	FGIG_11166	TREG1_116700.1
OG0003293	FGIG_11234	TREG1_58810.1
OG0003294	FGIG_11258	TREG1_54070.1, TREG1_54070.2
OG0003295	FGIG_11269	TREG1_48880.1, TREG1_48880.2
OG0003296	FGIG_12360, FGIG_11371	TREG1_70730.1, TREG1_70730.5, TREG1_70730.7, TREG1_70730.3, TREG1_70730.6, TREG1_70730.2, TREG1_70730.4
OG0003297	FGIG_11432	TREG1_27760.1
