Orthogroup	fasciola_gigantica	schistosoma_haematobium
OG0002600	FGIG_05795	SHAE2_50740.1
OG0002601	FGIG_05849	SHAE2_13790.1
OG0002602	FGIG_05875	SHAE2_23860.2, SHAE2_23860.3, SHAE2_23860.1
OG0002603	FGIG_05906	SHAE2_67330.1, SHAE2_67330.3, SHAE2_67330.2
OG0002604	FGIG_06006	SHAE2_2710.5, SHAE2_2710.1, SHAE2_2710.2, SHAE2_2710.4, SHAE2_2710.3
OG0002605	FGIG_06036	SHAE2_52650.1, SHAE2_52650.3, SHAE2_52650.6, SHAE2_52650.4, SHAE2_52650.7, SHAE2_52650.2, SHAE2_52650.5
OG0002606	FGIG_06073, FGIG_06072	SHAE2_90410.1
OG0002607	FGIG_06107	SHAE2_36330.2, SHAE2_36330.4, SHAE2_36330.3, SHAE2_36330.1
OG0002608	FGIG_06129	SHAE2_51480.1
OG0002609	FGIG_06136	SHAE2_4390.1
OG0002610	FGIG_11000, FGIG_06189	SHAE2_45370.7, SHAE2_45370.3, SHAE2_45370.1, SHAE2_45370.2, SHAE2_45370.4, SHAE2_45370.5, SHAE2_45370.6
OG0002611	FGIG_06324	SHAE2_19050.1, SHAE2_19050.2, SHAE2_19050.4, SHAE2_19050.3
OG0002612	FGIG_06340	SHAE2_26560.1, SHAE2_26560.2, SHAE2_26560.3
OG0002613	FGIG_06345	SHAE2_48420.1, SHAE2_74360.1
OG0002614	FGIG_06354	SHAE2_220.1
OG0002615	FGIG_06373	SHAE2_88710.1
OG0002616	FGIG_06415	SHAE2_40180.1, SHAE2_40170.1
OG0002617	FGIG_06419	SHAE2_102410.1, SHAE2_102410.2, SHAE2_102410.3
OG0002618	FGIG_06466	SHAE2_61220.1
OG0002619	FGIG_06472, FGIG_06474	SHAE2_64080.1
OG0002620	FGIG_06511	SHAE2_32520.1, SHAE2_32520.2
OG0002621	FGIG_09641, FGIG_06677	SHAE2_10230.1, SHAE2_10230.8, SHAE2_10230.2, SHAE2_10230.4, SHAE2_10230.5, SHAE2_10230.3, SHAE2_10230.6, SHAE2_10230.7
OG0002622	FGIG_06700	SHAE2_60070.1, SHAE2_60070.2, SHAE2_60070.3, SHAE2_60070.4
OG0002623	FGIG_06729, FGIG_06728	SHAE2_13150.1, SHAE2_13150.2
OG0002624	FGIG_06964	SHAE2_18650.1, SHAE2_18650.2
OG0002625	FGIG_06967	SHAE2_38890.1
OG0002626	FGIG_06976	SHAE2_61530.2, SHAE2_61530.1
OG0002627	FGIG_07084	SHAE2_14880.1, SHAE2_14880.2
OG0002629	FGIG_07170	SHAE2_96860.1, SHAE2_96860.2
OG0002630	FGIG_07216	SHAE2_10640.1
OG0002631	FGIG_07225	SHAE2_27460.1, SHAE2_27460.2
OG0002632	FGIG_07361, FGIG_12484, FGIG_12485	SHAE2_90030.1, SHAE2_90030.2
OG0002633	FGIG_07397	SHAE2_42870.3, SHAE2_42870.4, SHAE2_42870.2, SHAE2_42870.5, SHAE2_42870.1
OG0002634	FGIG_07468	SHAE2_27260.1
OG0002635	FGIG_07528	SHAE2_25500.1, SHAE2_25500.2, SHAE2_25500.3
OG0002636	FGIG_07640	SHAE2_84590.4, SHAE2_84590.1, SHAE2_84590.2, SHAE2_84590.3
OG0002637	FGIG_12349, FGIG_07657, FGIG_07658	SHAE2_99660.1
OG0002638	FGIG_07669	SHAE2_57400.1, SHAE2_57400.2, SHAE2_57400.3
OG0002639	FGIG_07695	SHAE2_71340.1
OG0002640	FGIG_12195, FGIG_07993	SHAE2_12400.1
OG0002641	FGIG_08071, FGIG_08808	SHAE2_56830.1, SHAE2_56830.2
OG0002642	FGIG_08263	SHAE2_1760.2, SHAE2_1760.1
OG0002643	FGIG_08292	SHAE2_4760.1, SHAE2_4760.2, SHAE2_4760.5, SHAE2_4760.3, SHAE2_4760.4
OG0002644	FGIG_08363	SHAE2_66020.1, SHAE2_66020.2
OG0002645	FGIG_08488	SHAE2_11800.1, SHAE2_11800.2, SHAE2_11800.4, SHAE2_11800.3
OG0002646	FGIG_09593, FGIG_08514	SHAE2_29290.1, SHAE2_29290.2
OG0002647	FGIG_08632	SHAE2_93540.1
OG0002648	FGIG_08657	SHAE2_7120.1, SHAE2_7120.2, SHAE2_7120.3
OG0002649	FGIG_08764, FGIG_10032	SHAE2_43270.5, SHAE2_43270.1, SHAE2_43270.3, SHAE2_43270.4, SHAE2_43270.6, SHAE2_43270.7, SHAE2_43270.8, SHAE2_43270.2, SHAE2_43270.9
OG0002650	FGIG_08774	SHAE2_10240.3, SHAE2_10240.1, SHAE2_10240.2, SHAE2_10240.6, SHAE2_10240.4, SHAE2_10240.5
OG0002651	FGIG_08809	SHAE2_12440.1
OG0002652	FGIG_08823, FGIG_08825, FGIG_08824	SHAE2_47980.1, SHAE2_47980.2
OG0002653	FGIG_08840	SHAE2_94600.1
OG0002654	FGIG_08874	SHAE2_85450.1, SHAE2_85450.2
OG0002655	FGIG_08904, FGIG_08905	SHAE2_60430.1
OG0002656	FGIG_09068	SHAE2_22610.1, SHAE2_22610.2
OG0002657	FGIG_09186	SHAE2_18080.1, SHAE2_18080.2
OG0002658	FGIG_10965, FGIG_09229	SHAE2_31910.2, SHAE2_31910.1, SHAE2_31910.3
OG0002659	FGIG_09283, FGIG_09284	SHAE2_64020.1
OG0002660	FGIG_09287	SHAE2_2880.3, SHAE2_2880.2, SHAE2_2880.1, SHAE2_2880.4, SHAE2_2880.5, SHAE2_2880.6
OG0002661	FGIG_09299	SHAE2_67920.1, SHAE2_67920.2, SHAE2_67920.3, SHAE2_67920.4
OG0002662	FGIG_09329, FGIG_09330	SHAE2_89020.1, SHAE2_89020.2
OG0002663	FGIG_09358	SHAE2_89520.1, SHAE2_89520.2, SHAE2_89520.3
OG0002664	FGIG_09406	SHAE2_101600.1
OG0002665	FGIG_09444	SHAE2_53560.1
OG0002666	FGIG_09447	SHAE2_34790.1, SHAE2_34790.2
OG0002667	FGIG_09692	SHAE2_29870.1, SHAE2_29870.2, SHAE2_29870.3
OG0002668	FGIG_09716	SHAE2_73750.1
OG0002669	FGIG_09863	SHAE2_94300.1, SHAE2_94310.1
OG0002670	FGIG_09923	SHAE2_30980.1, SHAE2_30980.2
OG0002671	FGIG_10002	SHAE2_98990.1
OG0002672	FGIG_10016, FGIG_12308, FGIG_10692	SHAE2_78360.6, SHAE2_78360.5, SHAE2_78360.4, SHAE2_78360.3, SHAE2_78360.1, SHAE2_78360.2
OG0002673	FGIG_10035	SHAE2_78470.1, SHAE2_78470.2, SHAE2_78470.3
OG0002674	FGIG_10188	SHAE2_30030.3, SHAE2_30030.2, SHAE2_30030.1, SHAE2_30030.4
OG0002675	FGIG_10506	SHAE2_11680.1
OG0002676	FGIG_10620	SHAE2_73010.1, SHAE2_73010.2
OG0002677	FGIG_10626	SHAE2_66640.1, SHAE2_66640.2
OG0002678	FGIG_10664	SHAE2_8100.1, SHAE2_8110.1
OG0002679	FGIG_10815	SHAE2_84670.1
OG0002680	FGIG_10900	SHAE2_71580.1
OG0002681	FGIG_10906	SHAE2_29630.1, SHAE2_29630.2, SHAE2_29630.3
OG0002682	FGIG_10998	SHAE2_21920.1
OG0002683	FGIG_11199	SHAE2_99790.1, SHAE2_99790.2
OG0002684	FGIG_11240	SHAE2_90850.1, SHAE2_90880.1, SHAE2_90910.1, SHAE2_90920.1, SHAE2_90930.1
OG0002685	FGIG_11288	SHAE2_17940.1, SHAE2_17920.1, SHAE2_17950.1
OG0002686	FGIG_11995, FGIG_11420	SHAE2_57100.3, SHAE2_57100.4, SHAE2_57100.2, SHAE2_57100.1, SHAE2_57100.5
OG0002687	FGIG_11463, FGIG_12541	SHAE2_31530.1
OG0002688	FGIG_12381, FGIG_11687	SHAE2_28120.1, SHAE2_28120.2, SHAE2_28130.1
OG0002689	FGIG_11852	SHAE2_28160.1, SHAE2_28160.3, SHAE2_28160.4, SHAE2_28160.2
OG0002690	FGIG_11864	SHAE2_43770.1, SHAE2_43770.5, SHAE2_43770.2, SHAE2_43770.4, SHAE2_43770.3
OG0002691	FGIG_11898	SHAE2_88960.2, SHAE2_88960.1, SHAE2_88960.3
OG0002692	FGIG_12208	SHAE2_15090.2, SHAE2_15090.1
OG0002693	FGIG_12226	SHAE2_51440.1, SHAE2_51470.1, SHAE2_51470.2
OG0002694	FGIG_12281	SHAE2_98720.1
OG0002695	FGIG_12398, FGIG_12354	SHAE2_3480.1
OG0002696	FGIG_12504	SHAE2_36760.1, SHAE2_36760.2
OG0002708	FGIG_00053	SHAE2_33610.1, SHAE2_33610.2, SHAE2_33610.3, SHAE2_33610.4
OG0002709	FGIG_00131	SHAE2_9930.5, SHAE2_9930.3, SHAE2_9930.6, SHAE2_9930.2, SHAE2_9930.4, SHAE2_9930.7, SHAE2_9930.8, SHAE2_9930.1
OG0002710	FGIG_00253	SHAE2_1500.1, SHAE2_1500.2, SHAE2_1500.6, SHAE2_1500.5, SHAE2_1500.3, SHAE2_1500.7, SHAE2_1500.4
OG0002711	FGIG_00270	SHAE2_96020.1
OG0002712	FGIG_00278	SHAE2_17900.1, SHAE2_17900.2
OG0002713	FGIG_00291	SHAE2_51030.1, SHAE2_51030.2, SHAE2_51030.4, SHAE2_51030.3
OG0002714	FGIG_00297, FGIG_01555, FGIG_01554	SHAE2_81940.1
OG0002715	FGIG_07985, FGIG_00418	SHAE2_64680.1
OG0002716	FGIG_00604, FGIG_00420	SHAE2_71860.1
OG0002717	FGIG_00464	SHAE2_94740.1
OG0002718	FGIG_00471	SHAE2_70860.1, SHAE2_70860.2, SHAE2_70860.3
OG0002719	FGIG_00486	SHAE2_6220.1, SHAE2_6220.2
OG0002720	FGIG_00722	SHAE2_5700.1
OG0002721	FGIG_00850	SHAE2_100520.1
OG0002722	FGIG_11485, FGIG_00965, FGIG_00966	SHAE2_24350.1
OG0002723	FGIG_11475, FGIG_00967, FGIG_11476	SHAE2_85380.1
OG0002724	FGIG_00998, FGIG_00999, FGIG_04014	SHAE2_86290.1, SHAE2_86290.2, SHAE2_86290.3
OG0002725	FGIG_01120	SHAE2_4910.1, SHAE2_4910.2
OG0002726	FGIG_01159	SHAE2_33190.7, SHAE2_33190.2, SHAE2_33190.5, SHAE2_33190.3, SHAE2_33190.4, SHAE2_33190.6, SHAE2_33190.1
OG0002727	FGIG_01253	SHAE2_78210.1, SHAE2_78210.2
OG0002728	FGIG_01273	SHAE2_10340.2, SHAE2_10340.3, SHAE2_10340.4, SHAE2_10340.1
OG0002729	FGIG_01275	SHAE2_18240.1
OG0002730	FGIG_11239, FGIG_01464, FGIG_01465	SHAE2_85200.1
OG0002731	FGIG_01545	SHAE2_49540.2, SHAE2_49540.1
OG0002732	FGIG_01644	SHAE2_71500.1, SHAE2_71500.2
OG0002733	FGIG_01763	SHAE2_26710.1, SHAE2_26710.2
OG0002734	FGIG_01878	SHAE2_45160.1
OG0002735	FGIG_01907	SHAE2_33290.1
OG0002736	FGIG_02056	SHAE2_26670.1, SHAE2_26670.3, SHAE2_26670.4, SHAE2_26670.5, SHAE2_26670.2
OG0002737	FGIG_02094, FGIG_02093	SHAE2_39550.1, SHAE2_39570.1, SHAE2_39560.1, SHAE2_39580.1
OG0002738	FGIG_11460	SHAE2_41190.1
OG0002739	FGIG_02207	SHAE2_14570.1, SHAE2_14570.2
OG0002740	FGIG_02372	SHAE2_42520.3, SHAE2_42520.1, SHAE2_42520.4, SHAE2_42520.2
OG0002741	FGIG_02378	SHAE2_19660.1
OG0002742	FGIG_02450	SHAE2_75820.1
OG0002743	FGIG_02463	SHAE2_44760.1
OG0002744	FGIG_02489	SHAE2_61680.1
OG0002745	FGIG_12179, FGIG_08718, FGIG_02569	SHAE2_97830.1, SHAE2_97830.2
OG0002746	FGIG_03304, FGIG_03305, FGIG_03306, FGIG_02632	SHAE2_57490.1
OG0002747	FGIG_02850	SHAE2_28030.1
OG0002748	FGIG_02853	SHAE2_38010.1, SHAE2_38010.2
OG0002749	FGIG_03004	SHAE2_50960.2, SHAE2_50960.1
OG0002750	FGIG_03144, FGIG_03145	SHAE2_50340.1
OG0002751	FGIG_03221	SHAE2_42820.1, SHAE2_42820.2
OG0002752	FGIG_03278	SHAE2_74630.1, SHAE2_74630.2
OG0002753	FGIG_03286, FGIG_06907	SHAE2_90680.1, SHAE2_90680.2, SHAE2_90680.3, SHAE2_90680.4
OG0002754	FGIG_03291	SHAE2_17720.1
OG0002755	FGIG_03316	SHAE2_4400.1
OG0002756	FGIG_03391, FGIG_03390	SHAE2_61970.1, SHAE2_61970.3, SHAE2_61970.2
OG0002757	FGIG_03406	SHAE2_34100.5, SHAE2_34100.6, SHAE2_34100.7, SHAE2_34100.4, SHAE2_34100.1, SHAE2_34100.2, SHAE2_34100.3
OG0002758	FGIG_03449	SHAE2_5930.4, SHAE2_5930.2, SHAE2_5930.1, SHAE2_5930.3, SHAE2_5930.5
OG0002759	FGIG_03520	SHAE2_30450.1
OG0002760	FGIG_03627, FGIG_10459, FGIG_10973	SHAE2_4070.1
OG0002761	FGIG_03649	SHAE2_6860.3, SHAE2_6860.6, SHAE2_6860.7, SHAE2_6860.1, SHAE2_6860.2, SHAE2_6860.5, SHAE2_6860.4
OG0002762	FGIG_03853	SHAE2_101180.1, SHAE2_101180.2
OG0002763	FGIG_03991	SHAE2_83040.2, SHAE2_83040.3, SHAE2_83040.1
OG0002764	FGIG_04124	SHAE2_33870.1
OG0002765	FGIG_04140	SHAE2_73500.4, SHAE2_73500.1, SHAE2_73500.2, SHAE2_73500.6, SHAE2_73500.3, SHAE2_73500.5
OG0002766	FGIG_04171	SHAE2_77450.1, SHAE2_77450.2
OG0002767	FGIG_04178	SHAE2_52660.1, SHAE2_52660.2, SHAE2_52660.3, SHAE2_52660.5, SHAE2_52660.4
OG0002768	FGIG_04236	SHAE2_2530.1
OG0002769	FGIG_04369	SHAE2_28460.1, SHAE2_28460.2, SHAE2_28460.3
OG0002770	FGIG_04421	SHAE2_20180.1, SHAE2_20180.2
OG0002771	FGIG_04434	SHAE2_36550.1
OG0002772	FGIG_04505	SHAE2_85160.1, SHAE2_85160.2, SHAE2_85160.3, SHAE2_85160.4
OG0002773	FGIG_04512	SHAE2_18100.1
OG0002774	FGIG_04542	SHAE2_3060.1, SHAE2_3070.1, SHAE2_3070.3, SHAE2_3070.2
OG0002775	FGIG_04591	SHAE2_36890.1
OG0002776	FGIG_04643, FGIG_05682	SHAE2_79190.1
OG0002777	FGIG_04687	SHAE2_80580.1
OG0002778	FGIG_04729	SHAE2_101050.1
OG0002779	FGIG_06722, FGIG_04831	SHAE2_36240.1
OG0002780	FGIG_04996, FGIG_12623	SHAE2_50450.2, SHAE2_50450.1
OG0002781	FGIG_05105	SHAE2_28830.1
OG0002782	FGIG_05161, FGIG_05159	SHAE2_83380.1, SHAE2_83390.1
OG0002783	FGIG_05182	SHAE2_57440.4, SHAE2_57440.2, SHAE2_57440.1, SHAE2_57440.3
OG0002784	FGIG_05187, FGIG_05186	SHAE2_28480.1, SHAE2_28480.2, SHAE2_28480.3, SHAE2_28480.4
OG0002785	FGIG_06181, FGIG_05209	SHAE2_75670.1
OG0002786	FGIG_05260	SHAE2_15050.4, SHAE2_15050.2, SHAE2_15050.3, SHAE2_15050.1
OG0002787	FGIG_12685, FGIG_05286, FGIG_05287	SHAE2_7570.1, SHAE2_7570.3, SHAE2_7570.2
OG0002788	FGIG_10358, FGIG_05423	SHAE2_12570.1
OG0002789	FGIG_05445	SHAE2_21020.1
OG0002790	FGIG_05483	SHAE2_80920.1
OG0002791	FGIG_05501	SHAE2_2940.1, SHAE2_2940.2, SHAE2_2940.3, SHAE2_2950.1
OG0002792	FGIG_05618	SHAE2_59280.1
OG0002793	FGIG_05704	SHAE2_13270.1
OG0002794	FGIG_05717, FGIG_05716	SHAE2_99070.1, SHAE2_99070.3, SHAE2_99070.2
OG0002795	FGIG_05889	SHAE2_28750.1
OG0002796	FGIG_05981	SHAE2_14310.1
OG0002797	FGIG_05992	SHAE2_39310.1, SHAE2_39310.2, SHAE2_39310.3
OG0002798	FGIG_06061, FGIG_06060	SHAE2_78730.1, SHAE2_78730.2
OG0002799	FGIG_06088, FGIG_06085, FGIG_06087, FGIG_10414, FGIG_06084, FGIG_06086	SHAE2_89480.2, SHAE2_89480.1, SHAE2_89480.3
OG0002800	FGIG_06159	SHAE2_84040.1
OG0002801	FGIG_06201	SHAE2_5470.1
OG0002802	FGIG_06293	SHAE2_96310.1
OG0002803	FGIG_06358	SHAE2_29050.1
OG0002804	FGIG_06361, FGIG_06360, FGIG_11543, FGIG_11542	SHAE2_42210.1
OG0002805	FGIG_06457, FGIG_06456	SHAE2_59580.1
OG0002806	FGIG_06469, FGIG_06468	SHAE2_75290.1
OG0002807	FGIG_06513	SHAE2_22770.2, SHAE2_22770.1
OG0002808	FGIG_06605, FGIG_06607, FGIG_06606	SHAE2_66170.1, SHAE2_66180.1, SHAE2_66180.2
OG0002809	FGIG_06637, FGIG_08992	SHAE2_86090.1, SHAE2_86090.2
OG0002810	FGIG_06738	SHAE2_37590.1
OG0002811	FGIG_06770	SHAE2_23920.1
OG0002812	FGIG_06797	SHAE2_91150.1
OG0002813	FGIG_06986	SHAE2_82250.1
OG0002814	FGIG_07068, FGIG_07069	SHAE2_26090.1
OG0002815	FGIG_07178	SHAE2_67610.1, SHAE2_67610.2, SHAE2_67610.3
OG0002816	FGIG_07270	SHAE2_21710.2, SHAE2_21710.1, SHAE2_21710.3
OG0002817	FGIG_07355	SHAE2_40190.1, SHAE2_40190.2
OG0002818	FGIG_07442	SHAE2_79860.1, SHAE2_79860.2, SHAE2_79860.3
OG0002819	FGIG_07453, FGIG_07452	SHAE2_73130.1
OG0002820	FGIG_07472, FGIG_07471	SHAE2_79250.1, SHAE2_79250.2
OG0002821	FGIG_07530, FGIG_11429, FGIG_09280, FGIG_11525	SHAE2_4820.1, SHAE2_4820.2
OG0002822	FGIG_07663	SHAE2_11660.2, SHAE2_103480.1, SHAE2_11660.1
OG0002823	FGIG_07715	SHAE2_16870.3, SHAE2_16870.1, SHAE2_16870.2
OG0002824	FGIG_07734	SHAE2_2230.1
OG0002825	FGIG_07794	SHAE2_51960.1
OG0002826	FGIG_07964	SHAE2_43700.1
OG0002827	FGIG_08025, FGIG_08024	SHAE2_29510.1
OG0002828	FGIG_08104, FGIG_12689	SHAE2_30350.1, SHAE2_30360.1
OG0002829	FGIG_09197, FGIG_08438	SHAE2_64770.1, SHAE2_64770.2
OG0002830	FGIG_10726, FGIG_11056, FGIG_11055, FGIG_08511	SHAE2_25800.3, SHAE2_25800.1, SHAE2_25800.2
OG0002831	FGIG_08556	SHAE2_17640.1, SHAE2_17640.2, SHAE2_17640.3
OG0002832	FGIG_08571	SHAE2_85730.3, SHAE2_85730.4, SHAE2_85730.2, SHAE2_85730.1
OG0002833	FGIG_08588	SHAE2_60310.1, SHAE2_60310.2, SHAE2_60310.3
OG0002834	FGIG_08596	SHAE2_4110.1, SHAE2_4110.2
OG0002835	FGIG_08621, FGIG_08622	SHAE2_96970.1
OG0002836	FGIG_08624	SHAE2_27860.1
OG0002837	FGIG_08626	SHAE2_17650.1, SHAE2_17650.2, SHAE2_17650.3
OG0002838	FGIG_08655	SHAE2_15670.1, SHAE2_15670.2, SHAE2_15670.3, SHAE2_15670.4, SHAE2_15670.5
OG0002839	FGIG_08663, FGIG_08664	SHAE2_75830.4, SHAE2_75830.3, SHAE2_75830.1, SHAE2_75830.2
OG0002840	FGIG_08800	SHAE2_96750.1
OG0002841	FGIG_08875	SHAE2_54030.1, SHAE2_54030.2
OG0002842	FGIG_08981	SHAE2_76080.1
OG0002843	FGIG_09146	SHAE2_28390.1, SHAE2_28390.2, SHAE2_28390.3
OG0002844	FGIG_09190	SHAE2_71840.1, SHAE2_71840.2
OG0002845	FGIG_09422	SHAE2_12710.3, SHAE2_12710.2, SHAE2_12710.1, SHAE2_12710.5, SHAE2_12710.6, SHAE2_12710.4
OG0002846	FGIG_09486	SHAE2_23510.2, SHAE2_23510.1
OG0002847	FGIG_09676	SHAE2_61690.1
OG0002848	FGIG_09722, FGIG_11866, FGIG_11390	SHAE2_65340.1
OG0002849	FGIG_09733	SHAE2_15410.1
OG0002850	FGIG_09763	SHAE2_69080.1
OG0002851	FGIG_09821, FGIG_09820	SHAE2_95090.1, SHAE2_95080.1
OG0002852	FGIG_09930	SHAE2_15530.5, SHAE2_15530.2, SHAE2_15530.3, SHAE2_15530.1, SHAE2_15530.4
OG0002853	FGIG_09963	SHAE2_77600.1
OG0002854	FGIG_10000, FGIG_11499	SHAE2_37370.1, SHAE2_37370.2, SHAE2_37370.3
OG0002855	FGIG_10052	SHAE2_19290.1, SHAE2_19290.2, SHAE2_19290.3, SHAE2_19290.4
OG0002856	FGIG_10060	SHAE2_56670.4, SHAE2_56670.3, SHAE2_56670.1, SHAE2_56670.2
OG0002857	FGIG_10094	SHAE2_67430.1
OG0002858	FGIG_10159	SHAE2_11820.1, SHAE2_11820.3
OG0002859	FGIG_10168	SHAE2_66890.1
OG0002860	FGIG_10233	SHAE2_81860.1
OG0002861	FGIG_11617, FGIG_10343	SHAE2_93360.1
OG0002862	FGIG_10392	SHAE2_69490.1
OG0002863	FGIG_12461	SHAE2_19530.1, SHAE2_19540.1
OG0002864	FGIG_10838	SHAE2_57060.1, SHAE2_57060.2, SHAE2_57060.3
OG0002865	FGIG_12304, FGIG_10855	SHAE2_12530.1, SHAE2_12530.2, SHAE2_12530.4, SHAE2_12530.7, SHAE2_12530.3, SHAE2_12530.5, SHAE2_12530.8, SHAE2_12530.6
OG0002866	FGIG_10903	SHAE2_38600.1
OG0002867	FGIG_10919, FGIG_10918	SHAE2_4320.3, SHAE2_4320.1, SHAE2_4320.2
OG0002868	FGIG_11146	SHAE2_92400.1
OG0002869	FGIG_11243, FGIG_12537	SHAE2_2360.1
OG0002870	FGIG_11294	SHAE2_50760.1, SHAE2_50760.2
OG0002871	FGIG_11362	SHAE2_47920.2, SHAE2_47920.1
OG0002872	FGIG_11386	SHAE2_52800.4, SHAE2_52800.3, SHAE2_52800.2, SHAE2_52800.1
OG0002873	FGIG_11394	SHAE2_97270.4, SHAE2_97270.6, SHAE2_97270.1, SHAE2_97270.2, SHAE2_97270.3, SHAE2_97270.5
OG0002874	FGIG_11438	SHAE2_42550.1, SHAE2_42550.7, SHAE2_42550.3, SHAE2_42550.5, SHAE2_42550.6, SHAE2_42550.2, SHAE2_42550.4
OG0002875	FGIG_11642	SHAE2_54370.2, SHAE2_54370.1
OG0002876	FGIG_11664	SHAE2_75340.1, SHAE2_75340.4, SHAE2_75340.2, SHAE2_75340.3
OG0002877	FGIG_11764	SHAE2_64720.1, SHAE2_64720.2
OG0002878	FGIG_12418, FGIG_11844	SHAE2_68000.1, SHAE2_68000.2, SHAE2_68000.3
OG0002879	FGIG_11907	SHAE2_20100.1
OG0002880	FGIG_11965	SHAE2_23870.2, SHAE2_23870.1, SHAE2_23870.3, SHAE2_23870.4, SHAE2_23870.5
OG0002881	FGIG_11981	SHAE2_63170.2, SHAE2_63170.1, SHAE2_63170.3
OG0002882	FGIG_12183	SHAE2_20490.1, SHAE2_20500.1
OG0002883	FGIG_12203	SHAE2_54480.1, SHAE2_54480.2
OG0002884	FGIG_12322	SHAE2_69330.2, SHAE2_69330.3, SHAE2_69330.1
OG0002885	FGIG_12382	SHAE2_50020.5, SHAE2_50020.1, SHAE2_50020.2, SHAE2_50020.3, SHAE2_50020.4
OG0002886	FGIG_12486	SHAE2_78920.1, SHAE2_78920.2
OG0002902	FGIG_00019	SHAE2_42240.5, SHAE2_42240.3, SHAE2_42240.4, SHAE2_42240.1, SHAE2_42240.2
OG0002903	FGIG_00186	SHAE2_76140.1, SHAE2_76140.2, SHAE2_76140.4, SHAE2_76140.3
OG0002904	FGIG_00215	SHAE2_24430.1, SHAE2_24430.2, SHAE2_24430.3
OG0002905	FGIG_00262	SHAE2_70600.1, SHAE2_70600.2
OG0002906	FGIG_00289	SHAE2_31300.1, SHAE2_31300.2, SHAE2_31300.3, SHAE2_31300.4
OG0002907	FGIG_00323	SHAE2_5950.1, SHAE2_5950.2, SHAE2_5950.3, SHAE2_5950.4
OG0002908	FGIG_00395	SHAE2_73000.1
OG0002909	FGIG_00500	SHAE2_85690.1
OG0002910	FGIG_00574	SHAE2_20730.1
OG0002911	FGIG_14002, FGIG_00620	SHAE2_16800.1, SHAE2_16800.3, SHAE2_16800.4, SHAE2_16800.5, SHAE2_16800.2
OG0002912	FGIG_00740	SHAE2_69070.1
OG0002913	FGIG_00835	SHAE2_11950.1, SHAE2_11950.5, SHAE2_11950.3, SHAE2_11950.4, SHAE2_11950.7, SHAE2_11950.6, SHAE2_11950.2
OG0002914	FGIG_00848	SHAE2_18490.1
OG0002915	FGIG_00931	SHAE2_81910.1
OG0002916	FGIG_01037	SHAE2_19590.3, SHAE2_19590.1, SHAE2_19590.2
OG0002917	FGIG_01058	SHAE2_25310.1
OG0002918	FGIG_01161	SHAE2_85700.1, SHAE2_85700.2
OG0002919	FGIG_01197	SHAE2_91350.1
OG0002920	FGIG_01206	SHAE2_45780.1, SHAE2_45790.4, SHAE2_45790.5, SHAE2_45790.2, SHAE2_45790.1, SHAE2_45790.3
OG0002921	FGIG_01214	SHAE2_100490.1, SHAE2_100490.2
OG0002922	FGIG_01223	SHAE2_80930.4, SHAE2_80930.2, SHAE2_80930.3, SHAE2_80930.1
OG0002923	FGIG_01244, FGIG_01243	SHAE2_64890.1, SHAE2_64890.2
OG0002924	FGIG_01292	SHAE2_13680.1
OG0002925	FGIG_01296	SHAE2_14340.1, SHAE2_14340.2
OG0002926	FGIG_01363	SHAE2_34750.1
OG0002928	FGIG_01390, FGIG_10597	SHAE2_79480.1
OG0002929	FGIG_01392	SHAE2_24710.1, SHAE2_24710.2, SHAE2_24710.3
OG0002930	FGIG_01565	SHAE2_43440.1, SHAE2_43440.2
OG0002931	FGIG_01593	SHAE2_2240.1
OG0002932	FGIG_01662	SHAE2_47810.1, SHAE2_47790.1, SHAE2_47790.2, SHAE2_47790.3
OG0002933	FGIG_01666, FGIG_01667	SHAE2_43180.1, SHAE2_43190.1
OG0002934	FGIG_01686	SHAE2_98530.1, SHAE2_98530.2
OG0002935	FGIG_01722, FGIG_02871	SHAE2_70040.3, SHAE2_70040.6, SHAE2_70040.7, SHAE2_70040.4, SHAE2_70040.1, SHAE2_70040.2, SHAE2_70040.8, SHAE2_70040.5, SHAE2_70040.9
OG0002936	FGIG_01745, FGIG_01743, FGIG_01744	SHAE2_49950.4, SHAE2_49950.3, SHAE2_49950.5, SHAE2_49950.1, SHAE2_49950.2
OG0002937	FGIG_01916, FGIG_01915, FGIG_01917	SHAE2_41830.2, SHAE2_41830.1, SHAE2_41830.3
OG0002938	FGIG_03033, FGIG_06311, FGIG_06309	SHAE2_83570.1
OG0002939	FGIG_02005	SHAE2_14930.1
OG0002940	FGIG_02225	SHAE2_51290.2, SHAE2_51290.1, SHAE2_51290.3
OG0002941	FGIG_02300	SHAE2_58250.1, SHAE2_58260.1
OG0002942	FGIG_02323	SHAE2_82870.1, SHAE2_82850.1
OG0002943	FGIG_02325	SHAE2_82890.4, SHAE2_82890.1, SHAE2_82890.2, SHAE2_82890.3, SHAE2_82890.5, SHAE2_82890.6
OG0002944	FGIG_02379, FGIG_12561	SHAE2_19650.1
OG0002945	FGIG_02398	SHAE2_82210.1
OG0002946	FGIG_07587, FGIG_09588, FGIG_02404	SHAE2_20900.1
OG0002947	FGIG_02420, FGIG_02418, FGIG_02419	SHAE2_94910.1, SHAE2_94900.1
OG0002948	FGIG_02488, FGIG_12594	SHAE2_64650.2, SHAE2_64650.1
OG0002949	FGIG_02550	SHAE2_36910.1, SHAE2_36910.2
