Orthogroup	fasciola_gigantica	s.mekongi
OG0003218	FGIG_07072	KAK4471153.1
OG0003221	FGIG_07199	KAK4473713.1
OG0003222	FGIG_07209	KAK4475064.1
OG0003223	FGIG_07226, FGIG_07227	KAK4468584.1, KAK4468585.1
OG0003224	FGIG_07232	KAK4473941.1
OG0003225	FGIG_07237	KAK4468688.1
OG0003226	FGIG_07430	KAK4474499.1
OG0003227	FGIG_07506	KAK4471990.1
OG0003228	FGIG_07512	KAK4468741.1
OG0003229	FGIG_07522	KAK4470686.1
OG0003230	FGIG_07546	KAK4469076.1
OG0003231	FGIG_07630, FGIG_07631	KAK4474953.1
OG0003232	FGIG_07654	KAK4474274.1
OG0003233	FGIG_07711	KAK4475433.1
OG0003234	FGIG_07721	KAK4471760.1
OG0003235	FGIG_07779	KAK4468186.1
OG0003236	FGIG_07810	KAK4471122.1
OG0003237	FGIG_07852	KAK4473234.1
OG0003238	FGIG_07918	KAK4471261.1
OG0003239	FGIG_08059	KAK4467990.1
OG0003240	FGIG_08124	KAK4476138.1
OG0003241	FGIG_10248, FGIG_08213	KAK4473883.1
OG0003242	FGIG_08237	KAK4469521.1
OG0003243	FGIG_08291	KAK4476227.1
OG0003244	FGIG_10219, FGIG_08294	KAK4469346.1
OG0003245	FGIG_08341	KAK4469172.1
OG0003246	FGIG_08352	KAK4476223.1
OG0003247	FGIG_08388	KAK4474985.1
OG0003248	FGIG_08413	KAK4468201.1
OG0003249	FGIG_08451, FGIG_12637	KAK4471287.1
OG0003250	FGIG_08547	KAK4470916.1
OG0003251	FGIG_08561	KAK4468853.1
OG0003252	FGIG_08583	KAK4473464.1
OG0003253	FGIG_08616	KAK4468807.1
OG0003254	FGIG_08634	KAK4471484.1
OG0003255	FGIG_08636, FGIG_08635	KAK4467801.1, KAK4467929.1
OG0003256	FGIG_08649	KAK4468025.1
OG0003257	FGIG_08692	KAK4474666.1
OG0003258	FGIG_08812	KAK4473563.1
OG0003259	FGIG_08924	KAK4473296.1
OG0003260	FGIG_08952, FGIG_08953	KAK4468167.1
OG0003261	FGIG_08978	KAK4474180.1
OG0003262	FGIG_11009	KAK4471184.1, KAK4471188.1
OG0003263	FGIG_09000	KAK4475776.1, KAK4475784.1
OG0003264	FGIG_09035	KAK4475229.1
OG0003265	FGIG_09131	KAK4473435.1
OG0003266	FGIG_09132	KAK4470094.1
OG0003267	FGIG_09140	KAK4475018.1
OG0003268	FGIG_10574, FGIG_09212	KAK4473571.1
OG0003269	FGIG_09415	KAK4470709.1
OG0003270	FGIG_09426, FGIG_09427	KAK4471698.1
OG0003271	FGIG_09434	KAK4474279.1
OG0003272	FGIG_10872	KAK4474002.1
OG0003273	FGIG_09631	KAK4472295.1
OG0003274	FGIG_09710, FGIG_13996	KAK4475136.1
OG0003275	FGIG_09740	KAK4473165.1
OG0003276	FGIG_09828, FGIG_09827	KAK4471817.1
OG0003277	FGIG_09918	KAK4472323.1
OG0003278	FGIG_09964	KAK4469763.1
OG0003279	FGIG_10006	KAK4475009.1
OG0003280	FGIG_10327	KAK4470799.1
OG0003281	FGIG_10328	KAK4467686.1
OG0003282	FGIG_10330	KAK4469505.1
OG0003283	FGIG_10371	KAK4467757.1
OG0003284	FGIG_10450	KAK4471882.1
OG0003285	FGIG_10621	KAK4473363.1
OG0003286	FGIG_10657	KAK4471627.1
OG0003287	FGIG_10686	KAK4476157.1
OG0003288	FGIG_10739	KAK4471508.1
OG0003289	FGIG_10772	KAK4474715.1
OG0003290	FGIG_11006	KAK4476282.1
OG0003291	FGIG_11157	KAK4474901.1
OG0003292	FGIG_11166	KAK4468075.1
OG0003293	FGIG_11234	KAK4473039.1
OG0003294	FGIG_11258	KAK4472321.1
OG0003295	FGIG_11269	KAK4472848.1
OG0003296	FGIG_12360, FGIG_11371	KAK4469906.1
OG0003297	FGIG_11432	KAK4474930.1
OG0003298	FGIG_11454, FGIG_11539	KAK4469322.1
OG0003299	FGIG_11644, FGIG_12619	KAK4470415.1
OG0003300	FGIG_11672	KAK4474742.1
OG0003301	FGIG_11783	KAK4472558.1
OG0003302	FGIG_11908	KAK4476124.1
OG0003303	FGIG_12001	KAK4469920.1
OG0003304	FGIG_12346	KAK4476026.1
OG0003305	FGIG_12365	KAK4470635.1
OG0003306	FGIG_12477	KAK4469971.1
OG0003307	FGIG_12638	KAK4472899.1
OG0003326	FGIG_00027	KAK4471641.1
OG0003327	FGIG_00066	KAK4470434.1
OG0003328	FGIG_00138, FGIG_11210	KAK4470480.1
OG0003329	FGIG_00157	KAK4467772.1
OG0003330	FGIG_00309	KAK4469167.1, KAK4469165.1
OG0003331	FGIG_00333	KAK4474359.1
OG0003332	FGIG_00348, FGIG_00349	KAK4472584.1, KAK4472187.1
OG0003333	FGIG_00370	KAK4475965.1
OG0003334	FGIG_00412	KAK4472912.1
OG0003335	FGIG_00467	KAK4471465.1
OG0003336	FGIG_00550	KAK4471802.1
OG0003337	FGIG_00566	KAK4470702.1
OG0003338	FGIG_00567	KAK4474851.1
OG0003339	FGIG_00577	KAK4475801.1
OG0003340	FGIG_11568, FGIG_00580	KAK4473706.1
OG0003341	FGIG_00605, FGIG_05908, FGIG_05907	KAK4471574.1
OG0003342	FGIG_00621	KAK4475262.1
OG0003344	FGIG_00691	KAK4473338.1
OG0003345	FGIG_00706	KAK4468751.1
OG0003346	FGIG_00761	KAK4467748.1
OG0003347	FGIG_00787, FGIG_11412	KAK4473853.1
OG0003348	FGIG_00824	KAK4469355.1
OG0003349	FGIG_00956	KAK4472670.1
OG0003351	FGIG_01029	KAK4470585.1
OG0003352	FGIG_01055	KAK4468001.1
OG0003353	FGIG_08293, FGIG_01107	KAK4473091.1
OG0003354	FGIG_01213	KAK4473041.1
OG0003355	FGIG_05751, FGIG_01233	KAK4471397.1
OG0003357	FGIG_01285, FGIG_01286	KAK4473542.1
OG0003360	FGIG_01347	KAK4472374.1
OG0003361	FGIG_01419	KAK4475075.1
OG0003362	FGIG_01463	KAK4470541.1, KAK4470542.1
OG0003363	FGIG_01536, FGIG_01537	KAK4472454.1
OG0003364	FGIG_01642	KAK4468078.1
OG0003365	FGIG_01696	KAK4475132.1
OG0003366	FGIG_01727	KAK4471992.1
OG0003367	FGIG_01780	KAK4469630.1
OG0003368	FGIG_01783	KAK4473902.1
OG0003369	FGIG_01830	KAK4471215.1
OG0003370	FGIG_01957	KAK4472867.1
OG0003371	FGIG_02019	KAK4469637.1
OG0003372	FGIG_02026	KAK4467714.1
OG0003373	FGIG_02213	KAK4475230.1
OG0003374	FGIG_10992, FGIG_02215	KAK4467641.1
OG0003375	FGIG_02328	KAK4470085.1
OG0003376	FGIG_02356	KAK4469604.1
OG0003377	FGIG_02440, FGIG_08574, FGIG_02441	KAK4468003.1
OG0003378	FGIG_05882, FGIG_02455	KAK4468240.1, KAK4468207.1, KAK4468208.1
OG0003379	FGIG_02476	KAK4471270.1
OG0003380	FGIG_02530	KAK4469642.1
OG0003381	FGIG_08975, FGIG_06170, FGIG_02604	KAK4469845.1
OG0003382	FGIG_02624	KAK4470289.1
OG0003383	FGIG_02627	KAK4476102.1
OG0003384	FGIG_02644	KAK4473567.1
OG0003385	FGIG_02658	KAK4468440.1
OG0003386	FGIG_02736	KAK4475415.1
OG0003387	FGIG_02791	KAK4475308.1
OG0003388	FGIG_02832	KAK4467617.1
OG0003389	FGIG_02845	KAK4469143.1
OG0003390	FGIG_02967, FGIG_06462, FGIG_11310, FGIG_02968	KAK4474177.1
OG0003391	FGIG_02989	KAK4470923.1
OG0003392	FGIG_03019	KAK4469762.1
OG0003393	FGIG_03104	KAK4472526.1
OG0003394	FGIG_03228, FGIG_10570	KAK4473474.1
OG0003395	FGIG_03232	KAK4469025.1
OG0003396	FGIG_03268	KAK4472772.1
OG0003397	FGIG_11253, FGIG_03277	KAK4475464.1
OG0003398	FGIG_03315	KAK4476173.1
OG0003399	FGIG_03351	KAK4474118.1
OG0003400	FGIG_03383	KAK4470317.1
OG0003401	FGIG_06798	KAK4472390.1
OG0003402	FGIG_03727	KAK4475331.1
OG0003403	FGIG_03770	KAK4469413.1
OG0003404	FGIG_03912	KAK4470352.1
OG0003405	FGIG_09971, FGIG_03953	KAK4469634.1
OG0003406	FGIG_03955	KAK4476035.1
OG0003407	FGIG_04038	KAK4468100.1
OG0003408	FGIG_04180	KAK4473269.1
OG0003409	FGIG_04283	KAK4474296.1
OG0003410	FGIG_04321	KAK4471281.1
OG0003411	FGIG_04428	KAK4473740.1
OG0003412	FGIG_04567	KAK4475872.1
OG0003413	FGIG_04605	KAK4474333.1
OG0003415	FGIG_05494, FGIG_04667	KAK4470968.1
OG0003416	FGIG_04682	KAK4471260.1
OG0003417	FGIG_04700	KAK4469966.1
OG0003418	FGIG_04781	KAK4469091.1
OG0003419	FGIG_04950	KAK4470630.1, KAK4470629.1
OG0003420	FGIG_04953	KAK4473964.1
OG0003421	FGIG_05044	KAK4473893.1
OG0003422	FGIG_05101, FGIG_11462	KAK4469073.1
OG0003423	FGIG_05139, FGIG_05140	KAK4467576.1, KAK4467577.1, KAK4474677.1
OG0003424	FGIG_05199, FGIG_06598, FGIG_05198	KAK4468849.1
OG0003425	FGIG_05221	KAK4468085.1, KAK4468086.1
OG0003426	FGIG_05233	KAK4471450.1
OG0003427	FGIG_05263	KAK4474015.1
OG0003428	FGIG_05322	KAK4468238.1, KAK4468237.1
OG0003429	FGIG_05378	KAK4470791.1
OG0003430	FGIG_05381	KAK4470424.1
OG0003431	FGIG_05479	KAK4475012.1
OG0003432	FGIG_05497	KAK4470852.1
OG0003433	FGIG_05557	KAK4474351.1
OG0003434	FGIG_05575, FGIG_05573	KAK4471998.1
OG0003435	FGIG_05623	KAK4473820.1
OG0003436	FGIG_05658, FGIG_05657	KAK4469415.1
OG0003437	FGIG_05713	KAK4470283.1
OG0003438	FGIG_05722	KAK4472694.1
OG0003439	FGIG_05729	KAK4475442.1
OG0003440	FGIG_05741	KAK4475396.1
OG0003441	FGIG_08834, FGIG_05805	KAK4472935.1, KAK4467225.1
OG0003442	FGIG_05841	KAK4470265.1
OG0003443	FGIG_05859	KAK4472080.1
OG0003444	FGIG_05870	KAK4475939.1
OG0003445	FGIG_05949	KAK4474179.1
OG0003446	FGIG_05978	KAK4467276.1
OG0003447	FGIG_06010	KAK4475836.1
OG0003448	FGIG_06070	KAK4470129.1
OG0003449	FGIG_06071	KAK4470128.1
OG0003450	FGIG_06121	KAK4471441.1
OG0003451	FGIG_06150	KAK4468061.1
OG0003452	FGIG_06174	KAK4475988.1
OG0003453	FGIG_06213	KAK4467251.1, KAK4473565.1
OG0003454	FGIG_07233, FGIG_06256	KAK4472250.1
OG0003455	FGIG_06283	KAK4471806.1
OG0003456	FGIG_06307	KAK4476121.1
OG0003457	FGIG_06344	KAK4473914.1
OG0003458	FGIG_06349	KAK4473754.1
OG0003459	FGIG_12029, FGIG_06414	KAK4470622.1
OG0003460	FGIG_06432	KAK4473874.1
OG0003462	FGIG_06516	KAK4473716.1
OG0003463	FGIG_06582	KAK4468148.1
OG0003464	FGIG_06669, FGIG_10395	KAK4468339.1
OG0003465	FGIG_06693	KAK4471665.1
OG0003466	FGIG_06768	KAK4474381.1
OG0003467	FGIG_06773	KAK4470416.1, KAK4470417.1
OG0003468	FGIG_06775	KAK4471499.1
OG0003469	FGIG_06789, FGIG_12033	KAK4469435.1
OG0003470	FGIG_06855, FGIG_07604	KAK4469702.1
OG0003471	FGIG_06877	KAK4469558.1
OG0003472	FGIG_06945	KAK4476240.1
OG0003473	FGIG_07054, FGIG_07055, FGIG_07056	KAK4470786.1
OG0003474	FGIG_07164	KAK4469757.1
OG0003475	FGIG_08007, FGIG_07166	KAK4473147.1
OG0003476	FGIG_07337, FGIG_07336, FGIG_07338	KAK4473510.1
OG0003477	FGIG_07412	KAK4468923.1
OG0003478	FGIG_07434	KAK4476098.1
OG0003479	FGIG_07482	KAK4473118.1
OG0003480	FGIG_12064, FGIG_07490	KAK4471563.1
OG0003481	FGIG_07505	KAK4471991.1
OG0003482	FGIG_07511	KAK4468740.1
OG0003483	FGIG_07526	KAK4472499.1
OG0003484	FGIG_12673, FGIG_07557	KAK4475714.1
OG0003485	FGIG_07575	KAK4468096.1
OG0003486	FGIG_07576	KAK4473201.1
OG0003487	FGIG_07648	KAK4469159.1
OG0003488	FGIG_07953	KAK4474526.1
OG0003489	FGIG_08029, FGIG_08030	KAK4470449.1
OG0003490	FGIG_08068	KAK4476248.1
OG0003491	FGIG_08112, FGIG_12117	KAK4472273.1
OG0003492	FGIG_08145	KAK4471927.1
OG0003493	FGIG_08216	KAK4468477.1
OG0003494	FGIG_08362	KAK4467906.1
OG0003495	FGIG_10021, FGIG_10022, FGIG_08396	KAK4467559.1, KAK4475695.1
OG0003496	FGIG_08431	KAK4472498.1
OG0003497	FGIG_08580	KAK4469814.1
OG0003498	FGIG_08643	KAK4470172.1
OG0003499	FGIG_08680, FGIG_09723	KAK4471773.1, KAK4471774.1
OG0003500	FGIG_09031	KAK4471419.1
OG0003501	FGIG_09062	KAK4470745.1
OG0003503	FGIG_09082	KAK4475886.1
OG0003504	FGIG_09166	KAK4473775.1
OG0003505	FGIG_09275	KAK4469653.1
OG0003506	FGIG_09306	KAK4476177.1
OG0003507	FGIG_09412	KAK4475696.1
OG0003508	FGIG_09438	KAK4471156.1
OG0003509	FGIG_09546, FGIG_09545	KAK4472664.1
OG0003510	FGIG_09594	KAK4476199.1
OG0003511	FGIG_09712	KAK4472079.1
OG0003512	FGIG_09721	KAK4468250.1
OG0003513	FGIG_09801	KAK4470523.1
OG0003514	FGIG_09807	KAK4472796.1
OG0003515	FGIG_09892	KAK4467615.1
OG0003516	FGIG_09916	KAK4469464.1
OG0003517	FGIG_10167	KAK4467787.1
OG0003518	FGIG_10174	KAK4468848.1
OG0003519	FGIG_10419	KAK4473885.1
OG0003520	FGIG_10467	KAK4471147.1
OG0003521	FGIG_12051, FGIG_10478	KAK4474494.1
OG0003522	FGIG_10541	KAK4471013.1, KAK4471014.1
OG0003523	FGIG_10550	KAK4469869.1
OG0003524	FGIG_10704	KAK4471778.1
OG0003525	FGIG_11007, FGIG_10781	KAK4475611.1
OG0003526	FGIG_10791	KAK4472469.1
OG0003527	FGIG_10811	KAK4470971.1
OG0003528	FGIG_10880	KAK4475853.1
OG0003529	FGIG_10912	KAK4473452.1
OG0003530	FGIG_10914	KAK4471355.1
OG0003531	FGIG_10989	KAK4476277.1
OG0003532	FGIG_11060	KAK4476131.1
OG0003533	FGIG_11092	KAK4469562.1
OG0003534	FGIG_11538, FGIG_11202, FGIG_12694	KAK4468777.1
OG0003535	FGIG_11666	KAK4467826.1
OG0003536	FGIG_11774	KAK4471933.1
OG0003537	FGIG_11863	KAK4472049.1
OG0003538	FGIG_11871	KAK4475438.1
OG0003539	FGIG_11917	KAK4470019.1
OG0003540	FGIG_12074	KAK4475716.1, KAK4467466.1
OG0003541	FGIG_12159	KAK4468883.1
OG0003542	FGIG_12196	KAK4471461.1, KAK4471462.1
OG0003543	FGIG_12417	KAK4469226.1
OG0003544	FGIG_12447	KAK4469321.1
OG0003545	FGIG_12639	KAK4475073.1
OG0003577	FGIG_05691, FGIG_05690, FGIG_00043	KAK4473917.1, KAK4475250.1
OG0003578	FGIG_00080	KAK4467762.1
OG0003579	FGIG_00148	KAK4473991.1
OG0003580	FGIG_00273	KAK4474767.1
OG0003581	FGIG_00360	KAK4473096.1
OG0003583	FGIG_00376	KAK4475571.1
OG0003584	FGIG_00469	KAK4471994.1
OG0003585	FGIG_00518	KAK4468018.1
OG0003586	FGIG_00534	KAK4473691.1
OG0003587	FGIG_00586	KAK4474390.1
OG0003588	FGIG_00743	KAK4474798.1
OG0003589	FGIG_00813	KAK4470101.1
OG0003590	FGIG_12402, FGIG_00895	KAK4476105.1
OG0003591	FGIG_00905	KAK4472040.1
OG0003592	FGIG_00927	KAK4470602.1
OG0003593	FGIG_00974	KAK4472337.1
OG0003594	FGIG_00996	KAK4475234.1
OG0003595	FGIG_01053	KAK4468152.1
OG0003596	FGIG_01069	KAK4469676.1
OG0003597	FGIG_01078	KAK4470556.1
OG0003598	FGIG_01092	KAK4474030.1
OG0003599	FGIG_01106	KAK4474727.1
OG0003600	FGIG_01135	KAK4475863.1, KAK4475865.1, KAK4475864.1
OG0003601	FGIG_01211	KAK4473045.1
OG0003602	FGIG_01316	KAK4472101.1
OG0003603	FGIG_01389	KAK4470116.1
OG0003604	FGIG_01421	KAK4476286.1
OG0003605	FGIG_01482	KAK4474826.1
OG0003606	FGIG_01532	KAK4472540.1
OG0003607	FGIG_01612	KAK4475286.1
OG0003608	FGIG_01683	KAK4474036.1
OG0003609	FGIG_01810	KAK4473159.1
OG0003610	FGIG_01872	KAK4468676.1
OG0003611	FGIG_01911	KAK4469941.1
OG0003612	FGIG_01920, FGIG_01921, FGIG_01922	KAK4472051.1
OG0003613	FGIG_01939	KAK4471517.1
OG0003614	FGIG_01971, FGIG_01972	KAK4472034.1
OG0003615	FGIG_01976	KAK4473788.1
OG0003616	FGIG_02007, FGIG_02006	KAK4474935.1
OG0003617	FGIG_02047	KAK4471768.1
OG0003618	FGIG_02055	KAK4473051.1
OG0003619	FGIG_02061	KAK4476255.1
OG0003620	FGIG_08873	KAK4469288.1
OG0003621	FGIG_02103	KAK4469901.1
OG0003622	FGIG_02151, FGIG_02150, FGIG_07012	KAK4470787.1
OG0003623	FGIG_02257	KAK4469370.1
OG0003624	FGIG_02258	KAK4474427.1
OG0003625	FGIG_12606, FGIG_02275	KAK4468892.1
OG0003626	FGIG_02277	KAK4468054.1
OG0003627	FGIG_02279, FGIG_02278	KAK4468066.1
OG0003628	FGIG_02331	KAK4472310.1
OG0003629	FGIG_02383	KAK4476014.1, KAK4476015.1
OG0003630	FGIG_02400	KAK4474073.1
OG0003631	FGIG_02436	KAK4470868.1
OG0003632	FGIG_02505	KAK4471856.1
OG0003633	FGIG_02585	KAK4469548.1
OG0003634	FGIG_02606, FGIG_02607	KAK4470797.1
OG0003635	FGIG_02628	KAK4470719.1
OG0003636	FGIG_11211, FGIG_02695	KAK4470625.1
OG0003637	FGIG_02762	KAK4471579.1
OG0003638	FGIG_02770, FGIG_02771	KAK4469171.1
OG0003639	FGIG_02772	KAK4469170.1
OG0003640	FGIG_02786	KAK4467375.1, KAK4475763.1
OG0003641	FGIG_02865	KAK4470529.1
OG0003642	FGIG_02922	KAK4469740.1
OG0003643	FGIG_02927	KAK4470256.1
OG0003644	FGIG_03073	KAK4475284.1
OG0003645	FGIG_03143	KAK4469087.1
OG0003646	FGIG_03166	KAK4469350.1
OG0003647	FGIG_03168	KAK4475316.1
OG0003648	FGIG_03188	KAK4474379.1
OG0003649	FGIG_03219	KAK4472160.1
OG0003650	FGIG_03263	KAK4475226.1
OG0003651	FGIG_03287	KAK4469433.1
OG0003652	FGIG_03323, FGIG_10472	KAK4469903.1
OG0003653	FGIG_03385	KAK4473694.1
OG0003654	FGIG_03411	KAK4471652.1
OG0003655	FGIG_03536	KAK4472474.1
OG0003656	FGIG_03555	KAK4470577.1
OG0003657	FGIG_03629	KAK4475633.1, KAK4476069.1
OG0003658	FGIG_03659	KAK4470258.1
OG0003659	FGIG_03808, FGIG_03705, FGIG_10990	KAK4470853.1
OG0003660	FGIG_03712	KAK4470203.1
OG0003661	FGIG_03773	KAK4469716.1
OG0003662	FGIG_03809	KAK4472707.1
OG0003663	FGIG_03827	KAK4470359.1
OG0003664	FGIG_04081	KAK4469810.1
OG0003665	FGIG_04110	KAK4470264.1
OG0003666	FGIG_04175	KAK4471143.1
OG0003667	FGIG_04235	KAK4474830.1
OG0003668	FGIG_04251	KAK4467223.1
OG0003669	FGIG_05183, FGIG_04279	KAK4469841.1
OG0003670	FGIG_04318	KAK4471724.1
OG0003671	FGIG_04333	KAK4470531.1
OG0003672	FGIG_04413	KAK4467943.1
OG0003673	FGIG_04449	KAK4468770.1
OG0003674	FGIG_04589, FGIG_04590	KAK4472263.1, KAK4472262.1
OG0003675	FGIG_04600	KAK4471455.1
OG0003676	FGIG_04653, FGIG_04652	KAK4467752.1
OG0003677	FGIG_04666	KAK4470963.1
OG0003678	FGIG_04715, FGIG_04716, FGIG_04714	KAK4472663.1
OG0003679	FGIG_04803	KAK4472257.1
OG0003680	FGIG_04884	KAK4473856.1
OG0003681	FGIG_04982	KAK4468795.1
OG0003682	FGIG_04999	KAK4470538.1
OG0003683	FGIG_05008	KAK4475926.1
OG0003684	FGIG_05125	KAK4472440.1
OG0003685	FGIG_05168	KAK4473933.1
OG0003686	FGIG_05189, FGIG_05190, FGIG_05191	KAK4468413.1
OG0003687	FGIG_05219	KAK4468719.1
OG0003688	FGIG_05228	KAK4476166.1
OG0003689	FGIG_05234	KAK4471711.1
OG0003690	FGIG_09787, FGIG_05256	KAK4469837.1
OG0003691	FGIG_05257	KAK4467831.1
OG0003692	FGIG_05307	KAK4473945.1
OG0003693	FGIG_05359	KAK4469541.1
OG0003694	FGIG_05400	KAK4473280.1
OG0003695	FGIG_05402	KAK4471165.1
OG0003696	FGIG_05430	KAK4470140.1
OG0003697	FGIG_05465	KAK4474685.1
OG0003698	FGIG_05470, FGIG_05471	KAK4472394.1
OG0003699	FGIG_05504, FGIG_12553	KAK4472244.1
OG0003700	FGIG_05526	KAK4469301.1
OG0003701	FGIG_05891	KAK4468317.1
OG0003702	FGIG_05910	KAK4475393.1
OG0003703	FGIG_05933	KAK4474457.1
OG0003704	FGIG_13994, FGIG_05964	KAK4472329.1
OG0003705	FGIG_06163	KAK4472556.1
OG0003706	FGIG_06271, FGIG_06272	KAK4468429.1
OG0003707	FGIG_06450	KAK4475798.1, KAK4467439.1
OG0003708	FGIG_06479	KAK4471974.1
OG0003709	FGIG_06505	KAK4475321.1
OG0003710	FGIG_06612	KAK4472324.1
OG0003711	FGIG_06613	KAK4471608.1
OG0003712	FGIG_06656	KAK4474947.1
OG0003713	FGIG_06713	KAK4468784.1
OG0003714	FGIG_12067, FGIG_12236, FGIG_06747	KAK4468605.1
OG0003715	FGIG_06756, FGIG_10384	KAK4473272.1
OG0003716	FGIG_11776, FGIG_06886	KAK4467727.1
OG0003717	FGIG_06980	KAK4470302.1
OG0003718	FGIG_07002	KAK4470765.1
OG0003719	FGIG_07036, FGIG_07037	KAK4469381.1
OG0003720	FGIG_07079	KAK4471852.1
OG0003721	FGIG_07108	KAK4475976.1
OG0003722	FGIG_07109	KAK4468494.1
OG0003723	FGIG_07238	KAK4467926.1
OG0003724	FGIG_07419	KAK4475070.1
OG0003725	FGIG_07513	KAK4475815.1
OG0003726	FGIG_07524	KAK4469890.1
OG0003727	FGIG_07563	KAK4472787.1
OG0003728	FGIG_07579	KAK4475023.1
OG0003729	FGIG_07608	KAK4476203.1
OG0003730	FGIG_07635	KAK4469206.1
OG0003731	FGIG_07729, FGIG_07730	KAK4468242.1
OG0003732	FGIG_07745	KAK4467955.1, KAK4468009.1
OG0003733	FGIG_07762	KAK4476009.1
OG0003734	FGIG_07828	KAK4475646.1, KAK4467512.1
OG0003735	FGIG_07925	KAK4475807.1
OG0003736	FGIG_07989	KAK4471228.1
OG0003737	FGIG_08005	KAK4475943.1, KAK4475953.1
OG0003738	FGIG_08015	KAK4472846.1
OG0003739	FGIG_08064	KAK4469211.1
OG0003740	FGIG_08197	KAK4472934.1
OG0003741	FGIG_08295	KAK4469347.1
OG0003742	FGIG_08386, FGIG_08385	KAK4472058.1
OG0003743	FGIG_08425	KAK4471289.1
OG0003744	FGIG_08433	KAK4472659.1
OG0003745	FGIG_08508	KAK4472710.1
OG0003746	FGIG_08595	KAK4475636.1
OG0003747	FGIG_08676	KAK4473181.1
OG0003748	FGIG_08786	KAK4475606.1
OG0003749	FGIG_08829	KAK4475424.1
OG0003750	FGIG_08843	KAK4470958.1
OG0003751	FGIG_08862	KAK4468057.1
OG0003752	FGIG_08988	KAK4472559.1
OG0003753	FGIG_12210, FGIG_09668, FGIG_09667, FGIG_09036	KAK4475413.1
OG0003754	FGIG_09038	KAK4468010.1
OG0003755	FGIG_09116	KAK4475473.1
OG0003756	FGIG_09217	KAK4468609.1
OG0003757	FGIG_09254	KAK4473294.1
OG0003758	FGIG_09269	KAK4472396.1
OG0003759	FGIG_09414	KAK4471511.1
OG0003760	FGIG_09472	KAK4473407.1
OG0003761	FGIG_09526	KAK4469202.1
OG0003762	FGIG_09568	KAK4468680.1
OG0003763	FGIG_09747, FGIG_09748	KAK4473190.1
OG0003764	FGIG_09791	KAK4473758.1
OG0003765	FGIG_09850	KAK4474431.1, KAK4475501.1
OG0003766	FGIG_09880	KAK4469910.1
OG0003767	FGIG_09908	KAK4471832.1
OG0003768	FGIG_10005	KAK4475020.1
OG0003770	FGIG_10119	KAK4470714.1
OG0003771	FGIG_10154	KAK4476054.1
OG0003772	FGIG_10200	KAK4469583.1
OG0003773	FGIG_10332	KAK4468694.1
OG0003774	FGIG_10366	KAK4470246.1
OG0003775	FGIG_10369	KAK4470430.1
OG0003776	FGIG_10526	KAK4476078.1
OG0003777	FGIG_10553	KAK4471171.1
OG0003778	FGIG_12691, FGIG_10658	KAK4467927.1
OG0003779	FGIG_10699	KAK4475255.1
OG0003780	FGIG_10805	KAK4471656.1, KAK4471657.1
OG0003781	FGIG_10878	KAK4472882.1
OG0003782	FGIG_10921	KAK4469405.1
OG0003783	FGIG_11054, FGIG_10954	KAK4469448.1
OG0003784	FGIG_10994	KAK4469333.1
OG0003785	FGIG_11010	KAK4472235.1, KAK4474201.1
OG0003786	FGIG_11016	KAK4471313.1
OG0003787	FGIG_11020	KAK4475361.1
OG0003788	FGIG_11181	KAK4470220.1
OG0003789	FGIG_11186	KAK4476144.1
OG0003790	FGIG_11213	KAK4472442.1
OG0003791	FGIG_11283	KAK4469217.1
OG0003792	FGIG_11350	KAK4469793.1, KAK4469794.1
OG0003793	FGIG_11585, FGIG_11402	KAK4469847.1
OG0003794	FGIG_11510	KAK4468158.1
OG0003795	FGIG_11651	KAK4475564.1, KAK4475553.1
OG0003796	FGIG_11667, FGIG_11668	KAK4471258.1
OG0003797	FGIG_11691	KAK4470514.1
OG0003798	FGIG_11711	KAK4475288.1
OG0003799	FGIG_12062, FGIG_11795	KAK4467992.1
OG0003800	FGIG_11956	KAK4473328.1
OG0003801	FGIG_12180	KAK4469539.1
OG0003827	FGIG_00616, FGIG_00003	KAK4472458.1
OG0003828	FGIG_00011	KAK4473877.1
OG0003830	FGIG_00070, FGIG_00074	KAK4474601.1
OG0003831	FGIG_00079	KAK4467800.1, KAK4467802.1
OG0003832	FGIG_00158, FGIG_07024, FGIG_07023	KAK4467795.1, KAK4467796.1
OG0003833	FGIG_00179	KAK4472320.1
OG0003834	FGIG_00232	KAK4467275.1, KAK4475584.1
OG0003835	FGIG_00269	KAK4474763.1
OG0003836	FGIG_00287	KAK4472456.1
OG0003837	FGIG_00306, FGIG_00307	KAK4473661.1
OG0003838	FGIG_00326	KAK4474508.1
OG0003839	FGIG_00336	KAK4474424.1
OG0003840	FGIG_00353	KAK4473157.1
OG0003841	FGIG_00378	KAK4473943.1
OG0003842	FGIG_00385, FGIG_05108	KAK4472487.1
OG0003843	FGIG_00393, FGIG_08414	KAK4476120.1
OG0003844	FGIG_00400	KAK4472385.1
OG0003845	FGIG_11306, FGIG_00428	KAK4475977.1
OG0003846	FGIG_00437, FGIG_01677	KAK4467437.1, KAK4467436.1, KAK4475754.1
OG0003847	FGIG_00468	KAK4471993.1
OG0003848	FGIG_00519	KAK4468052.1
OG0003849	FGIG_00572	KAK4475052.1
OG0003850	FGIG_00595	KAK4472741.1
OG0003851	FGIG_00629	KAK4471681.1
OG0003852	FGIG_00732	KAK4467722.1
