Orthogroup	trichobilharzia_regenti	schistosoma_japonicum
OG0002435	TREG1_49470.1	EWB00_001322.3, EWB00_001322.4, EWB00_001322.1, EWB00_001322.5, EWB00_001322.2
OG0002436	TREG1_23960.2, TREG1_23960.3, TREG1_23960.4, TREG1_23960.1, TREG1_23960.5	EWB00_002385
OG0002437	TREG1_73700.4, TREG1_73700.2, TREG1_73700.1, TREG1_73700.3	EWB00_010623
OG0002438	TREG1_53970.1, TREG1_53970.2, TREG1_53970.3, TREG1_53970.4	EWB00_002916.1, EWB00_002916.2
OG0002439	TREG1_66890.1, TREG1_66890.4, TREG1_66890.2, TREG1_66890.3	EWB00_010652
OG0002440	TREG1_93720.1	EWB00_010048
OG0002441	TREG1_72020.1, TREG1_72060.1	EWB00_008740.1, EWB00_008740.2, EWB00_008740.3
OG0002442	TREG1_42150.1, TREG1_42150.3	EWB00_002821.1, EWB00_002821.6, EWB00_002821.2, EWB00_002821.3, EWB00_002821.5, EWB00_002821.4
OG0002443	TREG1_31470.1, TREG1_31470.2	EWB00_004738.1, EWB00_004738.2, EWB00_004738.3
OG0002444	TREG1_77540.1, TREG1_77540.2	EWB00_003201, EWB00_003202.1, EWB00_003202.2, EWB00_003202.3
OG0002445	TREG1_93910.1	EWB00_010049.1, EWB00_010049.3, EWB00_010049.4, EWB00_010049.2
OG0002446	TREG1_85520.1	EWB00_001153.3, EWB00_001153.1, EWB00_001153.2
OG0002447	TREG1_11000.1, TREG1_11000.2, TREG1_11000.3, TREG1_11000.5, TREG1_11000.6, TREG1_11000.4	EWB00_004682
OG0002448	TREG1_52050.1, TREG1_52050.2, TREG1_52050.3	EWB00_003407
OG0002449	TREG1_22970.1, TREG1_22970.3, TREG1_22970.4, TREG1_22970.2	EWB00_005440.1, EWB00_005440.2
OG0002450	TREG1_87250.1	EWB00_000926.1, EWB00_000926.2
OG0002451	TREG1_96000.1	EWB00_007351
OG0002452	TREG1_4270.1, TREG1_4280.1	EWB00_000423.1, EWB00_000423.2
OG0002453	TREG1_72180.1	EWB00_000222
OG0002454	TREG1_88420.1	EWB00_005807.1, EWB00_005807.2, EWB00_005807.3, EWB00_005807.4
OG0002455	TREG1_81170.1	EWB00_010399.1, EWB00_010399.2, EWB00_010399.3
OG0002456	TREG1_48160.1, TREG1_48160.2	EWB00_005973.1, EWB00_005973.2
OG0002457	TREG1_95400.1	EWB00_000948
OG0002458	TREG1_115610.1	EWB00_004474
OG0002459	TREG1_45950.1, TREG1_45950.2, TREG1_45950.3	EWB00_003142
OG0002460	TREG1_7040.1	EWB00_009608
OG0002461	TREG1_111860.1, TREG1_111860.10, TREG1_111860.11, TREG1_111860.12, TREG1_111860.13, TREG1_111860.2, TREG1_111860.3, TREG1_111860.4, TREG1_111860.5, TREG1_111860.6, TREG1_111860.7, TREG1_111860.8, TREG1_111860.9	EWB00_006556
OG0002462	TREG1_91120.1, TREG1_91110.1	EWB00_008907
OG0002463	TREG1_116580.4, TREG1_116580.5, TREG1_116580.6, TREG1_116580.7, TREG1_116580.8, TREG1_116580.9, TREG1_116610.1	EWB00_010389.1, EWB00_010389.2
OG0002464	TREG1_28210.1, TREG1_28170.1, TREG1_140560.1, TREG1_37270.1, TREG1_28180.1, TREG1_28160.1, TREG1_28190.1, TREG1_28190.2, TREG1_28190.3	EWB00_006962
OG0002465	TREG1_113720.1	EWB00_007026.1, EWB00_007026.2
OG0002466	TREG1_134740.1	EWB00_004764
OG0002467	TREG1_75170.5, TREG1_75170.6, TREG1_75170.8, TREG1_75170.1, TREG1_75170.7, TREG1_75170.2, TREG1_75170.3, TREG1_75170.4	EWB00_005222.1, EWB00_005222.3, EWB00_005222.2
OG0002468	TREG1_99240.1	EWB00_007186.1, EWB00_007186.2, EWB00_007186.3
OG0002469	TREG1_18790.1, TREG1_18790.2	EWB00_004862
OG0002470	TREG1_109790.1	EWB00_009633
OG0002471	TREG1_144670.1, TREG1_139610.1, TREG1_139610.2, TREG1_144680.1, TREG1_144720.1, TREG1_144650.1	EWB00_001385
OG0002472	TREG1_50940.1, TREG1_50940.2	EWB00_004355.1, EWB00_004355.2
OG0002473	TREG1_5820.6, TREG1_5820.5, TREG1_5820.2, TREG1_5820.3, TREG1_5820.4, TREG1_5820.1, TREG1_5820.7	EWB00_009186
OG0002474	TREG1_120620.1, TREG1_120620.2, TREG1_120620.3	EWB00_007514.1, EWB00_007514.2
OG0002475	TREG1_21920.1, TREG1_21920.2, TREG1_21920.3, TREG1_21920.5, TREG1_21920.4	EWB00_001064
OG0002476	TREG1_45140.1, TREG1_45140.2, TREG1_45160.1	EWB00_004137
OG0002477	TREG1_106950.1	EWB00_010997
OG0002478	TREG1_70670.1	EWB00_005321.1, EWB00_005321.4, EWB00_005321.3, EWB00_005321.2
OG0002479	TREG1_87650.4, TREG1_87650.2, TREG1_87650.3, TREG1_87650.1	EWB00_007106.1, EWB00_007106.2
OG0002480	TREG1_37690.1	EWB00_003356.1, EWB00_003356.2, EWB00_003356.3
OG0002481	TREG1_18600.1, TREG1_18600.2, TREG1_18600.3, TREG1_18600.4, TREG1_18600.6, TREG1_18600.5	EWB00_009781.1, EWB00_009781.2
OG0002482	TREG1_87410.1	EWB00_006588.2, EWB00_006588.1
OG0002483	TREG1_16050.1, TREG1_16050.2	EWB00_002524.3, EWB00_002524.1, EWB00_002524.4, EWB00_002524.2
OG0002484	TREG1_59960.1, TREG1_59960.2	EWB00_007065, EWB00_007064
OG0002485	TREG1_43570.1	EWB00_005931.1, EWB00_005931.2, EWB00_005931.3
OG0002486	TREG1_60830.2, TREG1_60830.1, TREG1_60830.3	EWB00_007052.1, EWB00_007052.3, EWB00_007052.5, EWB00_007052.6, EWB00_007052.7, EWB00_007052.2, EWB00_007052.4
OG0002487	TREG1_97700.1, TREG1_97700.2	EWB00_010595.2, EWB00_010595.3, EWB00_010595.1, EWB00_010595.4
OG0002488	TREG1_76980.1, TREG1_76990.1	EWB00_000755
OG0002489	TREG1_36470.1, TREG1_36470.2	EWB00_002851.1, EWB00_002851.2, EWB00_002851.3
OG0002490	TREG1_97250.1	EWB00_009136.1, EWB00_009136.2
OG0002491	TREG1_130540.1	EWB00_008768.1, EWB00_008768.2, EWB00_008768.3
OG0002492	TREG1_108040.3, TREG1_108040.2, TREG1_108040.1, TREG1_108040.4	EWB00_001387, EWB00_001388
OG0002493	TREG1_90020.1	EWB00_010415
OG0002494	TREG1_4820.1, TREG1_4820.2, TREG1_94060.10, TREG1_94060.11, TREG1_94060.9, TREG1_94240.1, TREG1_94060.7, TREG1_94060.8	EWB00_003325.1, EWB00_003325.2
OG0002495	TREG1_76050.1, TREG1_29640.1, TREG1_29650.1	EWB00_009747, EWB00_009361.1, EWB00_009361.2
OG0002496	TREG1_42410.1	EWB00_006396.1, EWB00_006396.2
OG0002497	TREG1_63280.1, TREG1_63280.2	EWB00_003626
OG0002498	TREG1_13370.1, TREG1_13370.2	EWB00_005669
OG0002499	TREG1_65180.1, TREG1_65190.1	EWB00_007612.1, EWB00_007612.2
OG0002500	TREG1_12180.1, TREG1_12180.2, TREG1_12180.3	EWB00_010213
OG0002502	TREG1_75210.7, TREG1_75210.1, TREG1_75210.2, TREG1_75210.3, TREG1_75210.4, TREG1_75210.6, TREG1_75210.5	EWB00_002970, EWB00_002971
OG0002503	TREG1_116580.1, TREG1_140330.1, TREG1_116580.3, TREG1_116590.1, TREG1_116580.2, TREG1_116580.10	EWB00_010390
OG0002504	TREG1_60780.1	EWB00_007059
OG0002505	TREG1_64660.1	EWB00_006513
OG0002506	TREG1_49770.1	EWB00_005937.1, EWB00_005937.2, EWB00_005937.4, EWB00_005937.3, EWB00_005937.5
OG0002507	TREG1_114960.1	EWB00_008781
OG0002508	TREG1_89920.3, TREG1_89920.1, TREG1_89920.5, TREG1_89920.6, TREG1_89920.2, TREG1_89920.4	EWB00_008892.1, EWB00_008892.2, EWB00_008892.3, EWB00_008892.4
OG0002509	TREG1_11910.5, TREG1_11920.1, TREG1_11910.7, TREG1_11910.3, TREG1_11910.8, TREG1_11910.9, TREG1_11910.4, TREG1_11910.6, TREG1_11910.10, TREG1_11910.2, TREG1_11910.1	EWB00_009464.2, EWB00_009464.1, EWB00_009464.3
OG0002510	TREG1_77900.1, TREG1_77900.2	EWB00_005943
OG0002511	TREG1_98190.1, TREG1_98190.2	EWB00_002704.1, EWB00_002704.2
OG0002512	TREG1_88510.1	EWB00_000405.1, EWB00_000405.2, EWB00_000405.3, EWB00_000405.4, EWB00_000405.5, EWB00_000405.6
OG0002513	TREG1_74630.1	EWB00_005217.2, EWB00_005217.1, EWB00_005217.3
OG0002514	TREG1_16880.1, TREG1_16880.3, TREG1_16880.4, TREG1_16880.5, TREG1_16880.6, TREG1_16880.2	EWB00_010294.4, EWB00_010294.5, EWB00_010294.1, EWB00_010294.2, EWB00_010294.3
OG0002515	TREG1_38170.1	EWB00_002962.1, EWB00_002962.2, EWB00_002962.3, EWB00_002962.4
OG0002516	TREG1_101920.1, TREG1_101930.1, TREG1_101930.2, TREG1_101930.3	EWB00_011018.1, EWB00_011018.2, EWB00_011018.5, EWB00_011018.4, EWB00_011018.3
OG0002517	TREG1_98600.6, TREG1_98600.4, TREG1_98600.5, TREG1_98600.3, TREG1_98600.1, TREG1_98600.2	EWB00_008228
OG0002518	TREG1_42190.12, TREG1_42190.13, TREG1_42280.1	EWB00_006408
OG0002519	TREG1_77910.1, TREG1_77930.1	EWB00_005944
OG0002520	TREG1_138180.1, TREG1_138180.2, TREG1_138180.3, TREG1_138180.4, TREG1_138180.6, TREG1_138180.5	EWB00_008235, EWB00_008237
OG0002521	TREG1_91270.1	EWB00_009325, EWB00_009324, EWB00_009321, EWB00_009323, EWB00_009897, EWB00_009899, EWB00_009326, EWB00_009327
OG0002526	TREG1_15120.1, TREG1_15120.2	EWB00_002665, EWB00_002667
OG0002527	TREG1_33920.1, TREG1_33920.2, TREG1_33920.3, TREG1_33920.4	EWB00_004723
OG0002528	TREG1_131620.1	EWB00_000555.1, EWB00_000555.2
OG0002529	TREG1_70520.1	EWB00_002200.1, EWB00_002200.2, EWB00_002200.3
OG0002530	TREG1_107290.1, TREG1_107290.2	EWB00_001400
OG0002531	TREG1_4320.1, TREG1_60250.1	EWB00_010884.3, EWB00_010884.1, EWB00_010884.2
OG0002532	TREG1_103510.1, TREG1_103510.2	EWB00_007371
OG0002533	TREG1_87930.1, TREG1_87930.2, TREG1_87930.3, TREG1_87930.4	EWB00_010494.1, EWB00_010494.2
OG0002534	TREG1_127800.1	EWB00_001927
OG0002535	TREG1_50870.1	EWB00_006843.3, EWB00_006843.1, EWB00_006843.2
OG0002537	TREG1_117380.1	EWB00_008294
OG0002538	TREG1_83900.1	EWB00_011325
OG0002539	TREG1_38770.1	EWB00_008035
OG0002540	TREG1_57910.1, TREG1_57910.2	EWB00_006209.1, EWB00_006209.2
OG0002541	TREG1_73330.1, TREG1_73330.2, TREG1_73330.3, TREG1_73330.4, TREG1_73330.5, TREG1_73330.7, TREG1_73330.8, TREG1_73330.9, TREG1_73330.6	EWB00_003802
OG0002542	TREG1_123770.1	EWB00_004941.1, EWB00_004941.2
OG0002543	TREG1_50260.1, TREG1_50260.2, TREG1_50260.3	EWB00_000637
OG0002544	TREG1_63810.1	EWB00_010812.4, EWB00_010812.1, EWB00_010812.2, EWB00_010812.3, EWB00_010812.5, EWB00_010812.6
OG0002545	TREG1_59940.1	EWB00_007069
OG0002546	TREG1_23070.1, TREG1_23070.2, TREG1_23070.3, TREG1_23070.5, TREG1_23070.6, TREG1_23070.7, TREG1_23070.4	EWB00_005429.1, EWB00_005429.2, EWB00_005429.3
OG0002547	TREG1_134620.1, TREG1_134620.2, TREG1_134620.3	EWB00_009977.3, EWB00_009977.1, EWB00_009977.2
OG0002548	TREG1_132450.1	EWB00_000788
OG0002549	TREG1_37870.1, TREG1_37860.1, TREG1_37820.1, TREG1_37880.1	EWB00_003364.1, EWB00_003364.2
OG0002550	TREG1_71790.1	EWB00_003432
OG0002551	TREG1_49870.1, TREG1_49870.2	EWB00_007456.1, EWB00_007456.2
OG0002552	TREG1_1380.1	EWB00_004843
OG0002553	TREG1_89260.1	EWB00_005581.2, EWB00_005581.1
OG0002554	TREG1_80470.1	EWB00_005265, EWB00_005267
OG0002555	TREG1_44190.1	EWB00_004264.1, EWB00_004264.2
OG0002556	TREG1_16130.3, TREG1_16130.1, TREG1_16130.2	EWB00_002517.3, EWB00_002517.1, EWB00_002517.2
OG0002557	TREG1_42000.1, TREG1_42000.2	EWB00_002809
OG0002558	TREG1_2310.1	EWB00_009032
OG0002559	TREG1_33350.1, TREG1_33350.3, TREG1_33350.2, TREG1_33350.4	EWB00_001095
OG0002560	TREG1_129160.1	EWB00_011401
OG0002561	TREG1_5880.1, TREG1_5880.3, TREG1_5880.2	EWB00_000210.1, EWB00_000210.4, EWB00_000210.2, EWB00_000210.3
OG0002562	TREG1_11670.1, TREG1_11670.2	EWB00_003061.1, EWB00_003061.2, EWB00_003061.3
OG0002563	TREG1_88140.5, TREG1_88140.3, TREG1_88140.1, TREG1_88140.2, TREG1_88140.4	EWB00_011143
OG0002564	TREG1_104490.1, TREG1_104530.1, TREG1_104530.2, TREG1_104530.3	EWB00_008249.1, EWB00_008249.2
OG0002565	TREG1_7800.1	EWB00_007210.1, EWB00_007210.2
OG0002565	TREG1_7780.1	EWB00_007208
OG0002566	TREG1_88790.5, TREG1_88790.2, TREG1_88780.1, TREG1_88790.1, TREG1_88790.4, TREG1_88790.3, TREG1_88800.1	EWB00_000913
OG0002567	TREG1_50600.1, TREG1_50600.2	EWB00_006833
OG0002568	TREG1_82000.1	EWB00_010405.1, EWB00_010405.2, EWB00_010405.3
OG0002569	TREG1_82810.1	EWB00_010451.2, EWB00_010451.1, EWB00_010451.3
OG0002570	TREG1_46010.1, TREG1_46010.2, TREG1_46010.4, TREG1_46010.5, TREG1_46010.3, TREG1_46010.6, TREG1_46010.7, TREG1_46010.8, TREG1_46010.9	EWB00_010896
OG0002571	TREG1_34810.1, TREG1_34810.2	EWB00_003919
OG0002572	TREG1_81680.1	EWB00_000488, EWB00_000489.1, EWB00_000489.3, EWB00_000489.4, EWB00_000489.2
OG0002573	TREG1_34940.1	EWB00_005234
OG0002574	TREG1_106370.3, TREG1_106370.1, TREG1_106370.2	EWB00_001181
OG0002575	TREG1_59250.1, TREG1_59250.2	EWB00_001137
OG0002576	TREG1_108300.1	EWB00_001249
OG0002577	TREG1_61790.1	EWB00_002169, EWB00_002170, EWB00_002167, EWB00_002166.1, EWB00_002166.2
OG0002578	TREG1_72470.1, TREG1_72470.2	EWB00_002993
OG0002579	TREG1_131840.1, TREG1_131840.2, TREG1_131840.3	EWB00_005516.1, EWB00_005516.2
OG0002580	TREG1_83990.1	EWB00_000511
OG0002581	TREG1_81310.2, TREG1_81310.1, TREG1_81310.4, TREG1_81310.3	EWB00_000227.1, EWB00_000227.2
OG0002582	TREG1_36880.1	EWB00_008364.2, EWB00_008364.5, EWB00_008364.1, EWB00_008364.3, EWB00_008364.4
OG0002583	TREG1_121210.1, TREG1_121210.2	EWB00_000727.1, EWB00_000727.2, EWB00_000727.4, EWB00_000727.5, EWB00_000727.3
OG0002584	TREG1_58440.1	EWB00_006203.1, EWB00_006203.2
OG0002585	TREG1_25330.1, TREG1_25320.1	EWB00_006422.1, EWB00_006422.3, EWB00_006422.4, EWB00_006422.2, EWB00_006421
OG0002586	TREG1_17770.1	EWB00_001039, EWB00_001038
OG0002587	TREG1_113860.2, TREG1_113860.1, TREG1_113860.3	EWB00_007018.1, EWB00_007018.2
OG0002588	TREG1_86540.1, TREG1_86540.2	EWB00_011107.1, EWB00_011107.2
OG0002589	TREG1_86670.1	EWB00_011349
OG0002590	TREG1_106990.1	EWB00_010994.2, EWB00_010994.3, EWB00_010994.1
OG0002591	TREG1_104270.1	EWB00_001228
OG0002592	TREG1_139150.1, TREG1_60160.1	EWB00_010875.2, EWB00_010875.1
OG0002593	TREG1_97680.1	EWB00_010593.1, EWB00_010593.2
OG0002594	TREG1_97670.1	EWB00_010592
OG0002595	TREG1_68330.1	EWB00_010703
OG0002596	TREG1_105110.1, TREG1_105110.2	EWB00_010956
OG0002597	TREG1_10820.1	EWB00_010007.1, EWB00_010007.2, EWB00_010007.3
OG0002598	TREG1_43600.1	EWB00_005934.1, EWB00_005934.3, EWB00_005934.2, EWB00_005934.4
OG0002599	TREG1_89780.1	EWB00_009819.1, EWB00_009819.2
OG0002600	TREG1_67420.1, TREG1_67400.1, TREG1_67410.1	EWB00_006873
OG0002601	TREG1_15960.3, TREG1_15960.1, TREG1_15930.1, TREG1_15960.2	EWB00_003453.1, EWB00_003453.2, EWB00_003453.5, EWB00_003453.4, EWB00_003453.3
OG0002602	TREG1_28910.1	EWB00_003513.1, EWB00_003513.2
OG0002603	TREG1_80720.1, TREG1_80720.2	EWB00_007130
OG0002604	TREG1_7820.1	EWB00_007905
OG0002605	TREG1_71610.1	EWB00_002979.1, EWB00_002979.2
OG0002606	TREG1_116440.1	EWB00_001343.1, EWB00_001343.2
OG0002607	TREG1_44590.1, TREG1_44590.2	EWB00_002917.2, EWB00_002917.1, EWB00_002917.3
OG0002608	TREG1_69900.1, TREG1_69910.1	EWB00_010722
OG0002609	TREG1_1000.1, TREG1_1000.2, TREG1_1000.3, TREG1_1000.4, TREG1_1000.5	EWB00_009049
OG0002610	TREG1_42060.1, TREG1_42060.2	EWB00_002815
OG0002611	TREG1_9140.1	EWB00_007649
OG0002613	TREG1_31390.1	EWB00_004745.1, EWB00_004745.2, EWB00_004745.3
OG0002613	TREG1_99470.1	EWB00_001620
OG0002614	TREG1_12220.1	EWB00_010208
OG0002615	TREG1_118130.1	EWB00_001668.1, EWB00_001668.2, EWB00_001668.3, EWB00_001668.5, EWB00_001668.4, EWB00_001668.6
OG0002616	TREG1_47400.1	EWB00_001284.3, EWB00_001284.1, EWB00_001284.2
OG0002617	TREG1_56650.1, TREG1_56650.2, TREG1_56650.3, TREG1_56650.4, TREG1_56650.5, TREG1_56650.6	EWB00_007992
OG0002618	TREG1_77580.1, TREG1_77550.1	EWB00_003204, EWB00_003217
OG0002619	TREG1_79610.1	EWB00_007958.1, EWB00_007958.2
OG0002620	TREG1_49050.1	EWB00_005986.1, EWB00_005986.2, EWB00_005986.3
OG0002621	TREG1_6860.1	EWB00_010847.2, EWB00_010847.4, EWB00_010847.1, EWB00_010847.3
OG0002622	TREG1_77410.1, TREG1_77400.1, TREG1_77400.2	EWB00_009101, EWB00_009102
OG0002623	TREG1_20700.1, TREG1_20700.2, TREG1_20700.3, TREG1_20700.4	EWB00_009381
OG0002624	TREG1_17450.1, TREG1_17450.2, TREG1_17450.3, TREG1_17450.4, TREG1_17450.5	EWB00_002445.1, EWB00_002445.3, EWB00_002445.2
OG0002625	TREG1_44320.1	EWB00_004278.1, EWB00_004278.2, EWB00_004278.3
OG0002626	TREG1_77980.2, TREG1_77980.6, TREG1_77980.1, TREG1_77980.3, TREG1_77980.4, TREG1_77980.5, TREG1_77980.7	EWB00_011221.1, EWB00_011221.2
OG0002627	TREG1_28010.1	EWB00_004587
OG0002628	TREG1_40260.1, TREG1_40260.2, TREG1_40260.4, TREG1_40260.3	EWB00_009617
OG0002629	TREG1_124280.1	EWB00_006703
OG0002630	TREG1_11240.1, TREG1_11240.2	EWB00_003076
OG0002631	TREG1_35130.1	EWB00_004218.1, EWB00_004218.2
OG0002632	TREG1_114540.2, TREG1_114540.1, TREG1_114540.3, TREG1_114540.4	EWB00_004498.1, EWB00_004498.2
OG0002633	TREG1_41130.1, TREG1_41130.2	EWB00_003955.1, EWB00_003955.2
OG0002634	TREG1_54690.7, TREG1_54690.3, TREG1_54690.4, TREG1_54690.5, TREG1_54690.6, TREG1_54700.1, TREG1_54690.1, TREG1_54690.2, TREG1_54690.8	EWB00_005244.1, EWB00_005244.3, EWB00_005244.2
OG0002635	TREG1_32450.1	EWB00_001533
OG0002636	TREG1_96060.4, TREG1_96190.1	EWB00_007482, EWB00_007481
OG0002637	TREG1_136240.1	EWB00_003023.3, EWB00_003023.4, EWB00_003023.1, EWB00_003023.2, EWB00_008939
OG0002638	TREG1_70870.1	EWB00_008118.1, EWB00_008118.2
OG0002639	TREG1_82120.4, TREG1_82120.5, TREG1_63240.1, TREG1_82120.1, TREG1_82120.6, TREG1_82120.3, TREG1_82120.2	EWB00_009856.1, EWB00_009856.2, EWB00_009856.4, EWB00_009856.3
OG0002641	TREG1_67720.1	EWB00_005378.1, EWB00_005378.2, EWB00_005378.3
OG0002642	TREG1_12620.1, TREG1_12620.2, TREG1_12620.4, TREG1_12620.3	EWB00_005643.2, EWB00_005643.3, EWB00_005643.1
OG0002643	TREG1_1410.1	EWB00_004839.1, EWB00_004839.2, EWB00_004839.3
OG0002644	TREG1_88360.1, TREG1_88360.2, TREG1_88360.3, TREG1_88360.4	EWB00_004022
OG0002645	TREG1_18750.5, TREG1_18750.2, TREG1_18750.1, TREG1_18750.4, TREG1_18750.3	EWB00_000810.1, EWB00_000810.2
OG0002646	TREG1_58760.1, TREG1_58760.2	EWB00_004992.1, EWB00_004992.2
OG0002647	TREG1_10230.1, TREG1_124040.1	EWB00_004879.1, EWB00_004879.2
OG0002648	TREG1_9510.1	EWB00_003690, EWB00_003823, EWB00_003824.3, EWB00_003824.4, EWB00_003824.1, EWB00_003824.2
OG0002649	TREG1_54900.1	EWB00_003910.1, EWB00_003910.2
OG0002650	TREG1_6830.1	EWB00_001513.3, EWB00_001513.1, EWB00_001513.2
OG0002651	TREG1_8860.1, TREG1_8860.2, TREG1_8860.3, TREG1_8860.4, TREG1_8860.5, TREG1_8860.6, TREG1_8860.7	EWB00_009492.1, EWB00_009492.2
OG0002652	TREG1_36040.1	EWB00_009708
OG0002653	TREG1_126120.1, TREG1_126280.1, TREG1_126290.2, TREG1_126110.1, TREG1_126290.3, TREG1_126290.1	EWB00_011381.1, EWB00_011381.2, EWB00_011381.3, EWB00_011381.4
OG0002654	TREG1_111190.1	EWB00_009668.1, EWB00_009668.2
OG0002655	TREG1_72700.1	EWB00_005164.2, EWB00_005164.3, EWB00_005164.4, EWB00_005164.5, EWB00_005164.8, EWB00_005164.1, EWB00_005164.6, EWB00_005164.7
OG0002656	TREG1_23460.1	EWB00_006449.1, EWB00_006449.2
OG0002657	TREG1_30430.1, TREG1_30430.4, TREG1_30430.2, TREG1_30430.3	EWB00_003106.1, EWB00_003106.5, EWB00_003106.2, EWB00_003106.7, EWB00_003106.4, EWB00_003106.3, EWB00_003106.6
OG0002658	TREG1_46550.1	EWB00_006064, EWB00_006065
OG0002659	TREG1_79680.1, TREG1_20340.1, TREG1_20350.1	EWB00_007954.1, EWB00_007954.2, EWB00_007954.3, EWB00_007954.4
OG0002660	TREG1_8170.1	EWB00_004243.1, EWB00_004243.2
OG0002661	TREG1_140780.1, TREG1_140780.2, TREG1_89990.1	EWB00_010421
OG0002662	TREG1_113880.4, TREG1_113880.7, TREG1_113880.8, TREG1_113880.5, TREG1_113880.1, TREG1_113880.2, TREG1_113880.6, TREG1_113880.9, TREG1_113880.10, TREG1_113880.3	EWB00_002592.1, EWB00_002592.2
OG0002663	TREG1_110530.2, TREG1_110530.1, TREG1_110530.3, TREG1_110540.1	EWB00_010170.1, EWB00_010170.2
OG0002664	TREG1_135030.1, TREG1_135030.2, TREG1_135080.1	EWB00_000455.1, EWB00_000455.2
OG0002665	TREG1_67960.9, TREG1_67960.10, TREG1_67960.8, TREG1_67960.7, TREG1_67960.1, TREG1_67960.2, TREG1_67960.6, TREG1_67960.5, TREG1_67960.11, TREG1_67960.4, TREG1_67960.3, TREG1_67960.12	EWB00_004435.1, EWB00_004435.2
OG0002667	TREG1_59000.3, TREG1_59000.1, TREG1_59000.2	EWB00_007003.2, EWB00_007003.1, EWB00_007003.3
OG0002668	TREG1_55620.1, TREG1_94610.1	EWB00_010080, EWB00_010079
OG0002669	TREG1_119360.1, TREG1_119360.2, TREG1_119370.1	EWB00_001970.1, EWB00_001970.2, EWB00_001970.3, EWB00_001968
OG0002670	TREG1_50440.1	EWB00_003288.1, EWB00_003288.2
OG0002671	TREG1_132480.1	EWB00_000790.1, EWB00_000790.2
OG0002672	TREG1_106830.1, TREG1_106830.2, TREG1_106830.3	EWB00_010932.1, EWB00_010932.2
OG0002673	TREG1_97170.1	EWB00_011063
OG0002674	TREG1_37900.1, TREG1_37890.1	EWB00_003367
OG0002676	TREG1_92560.3, TREG1_92560.2, TREG1_92560.1	EWB00_005593
OG0002677	TREG1_85490.1, TREG1_85500.1	EWB00_001155
OG0002678	TREG1_19640.1, TREG1_19640.2, TREG1_19640.3	EWB00_008596
OG0002679	TREG1_109260.3, TREG1_109260.4, TREG1_109260.5, TREG1_109260.1, TREG1_109260.2	EWB00_003500
OG0002680	TREG1_91550.1	EWB00_005789
OG0002681	TREG1_36370.1, TREG1_36370.2	EWB00_010891.3, EWB00_010891.4, EWB00_010891.2, EWB00_010891.1
OG0002682	TREG1_27750.1	EWB00_003530, EWB00_003531
OG0002683	TREG1_136380.1	EWB00_011204.1, EWB00_011204.2, EWB00_011204.3
OG0002684	TREG1_116940.1	EWB00_008640
OG0002685	TREG1_16910.1, TREG1_16910.2, TREG1_16910.3, TREG1_16910.4, TREG1_16910.5	EWB00_010292.1, EWB00_010292.2, EWB00_010292.3, EWB00_010290.1, EWB00_010290.2
OG0002686	TREG1_70690.1, TREG1_70690.2, TREG1_70690.3, TREG1_70690.4	EWB00_006490
OG0002687	TREG1_46470.1	EWB00_009122.2, EWB00_009122.4, EWB00_009122.5, EWB00_009122.1, EWB00_009122.3
OG0002689	TREG1_48820.1	EWB00_005112
OG0002690	TREG1_56770.1	EWB00_007980
OG0002691	TREG1_113600.3, TREG1_113600.1, TREG1_113600.2, TREG1_113600.5, TREG1_113600.4, TREG1_113600.6	EWB00_010387.1, EWB00_010387.2
OG0002692	TREG1_16590.1, TREG1_16590.3, TREG1_16590.2, TREG1_16590.5, TREG1_16590.8, TREG1_16590.4, TREG1_16590.6, TREG1_16590.7	EWB00_002687.1, EWB00_002687.2, EWB00_002687.3
OG0002693	TREG1_139810.1, TREG1_139810.2, TREG1_139810.3, TREG1_69860.1, TREG1_69860.2	EWB00_010725
OG0002694	TREG1_130320.1	EWB00_005889.1, EWB00_005889.2, EWB00_005889.3
OG0002695	TREG1_20360.1	EWB00_007571
OG0002696	TREG1_53500.1	EWB00_001756
OG0002697	TREG1_8650.4, TREG1_8650.5, TREG1_8650.2, TREG1_8650.8, TREG1_8650.7, TREG1_8650.1, TREG1_8650.3, TREG1_8650.6, TREG1_8650.10, TREG1_8650.9	EWB00_004679.1, EWB00_004679.2
OG0002698	TREG1_7860.1, TREG1_7860.2	EWB00_007900.1, EWB00_007900.2
OG0002699	TREG1_18990.1, TREG1_18990.2, TREG1_18990.3, TREG1_18990.4	EWB00_006295.1, EWB00_006295.2, EWB00_006295.3, EWB00_006295.4, EWB00_006295.5
OG0002700	TREG1_136600.3, TREG1_136600.1, TREG1_136600.2	EWB00_001819
OG0002701	TREG1_77170.1	EWB00_011181
OG0002702	TREG1_25600.1, TREG1_25600.2	EWB00_009735.1, EWB00_009735.2
OG0002703	TREG1_77100.1	EWB00_000768.1, EWB00_000768.3, EWB00_000768.2
OG0002704	TREG1_75880.1, TREG1_75880.2, TREG1_75880.3, TREG1_75880.4	EWB00_003567
OG0002705	TREG1_72120.1, TREG1_73590.1	EWB00_005144.1, EWB00_005144.2, EWB00_005145
OG0002708	TREG1_44090.1, TREG1_44090.2, TREG1_44090.3	EWB00_004625.1, EWB00_004625.2
OG0002709	TREG1_10350.1, TREG1_10350.3, TREG1_10350.4, TREG1_10350.2	EWB00_008702
