Orthogroup	trichobilharzia_regenti	s.mekongi
OG0002663	TREG1_110530.2, TREG1_110530.1, TREG1_110530.3, TREG1_110540.1	KAK4468176.1
OG0002664	TREG1_135030.1, TREG1_135030.2, TREG1_135080.1	KAK4467844.1
OG0002665	TREG1_67960.9, TREG1_67960.10, TREG1_67960.8, TREG1_67960.7, TREG1_67960.1, TREG1_67960.2, TREG1_67960.6, TREG1_67960.5, TREG1_67960.11, TREG1_67960.4, TREG1_67960.3, TREG1_67960.12	KAK4469407.1
OG0002667	TREG1_59000.3, TREG1_59000.1, TREG1_59000.2	KAK4473048.1
OG0002668	TREG1_55620.1, TREG1_94610.1	KAK4471186.1
OG0002669	TREG1_119360.1, TREG1_119360.2, TREG1_119370.1	KAK4468604.1
OG0002670	TREG1_50440.1	KAK4472817.1
OG0002671	TREG1_132480.1	KAK4467886.1
OG0002672	TREG1_106830.1, TREG1_106830.2, TREG1_106830.3	KAK4470631.1
OG0002673	TREG1_97170.1	KAK4470642.1
OG0002675	TREG1_2360.1	KAK4474368.1
OG0002676	TREG1_92560.3, TREG1_92560.2, TREG1_92560.1	KAK4471763.1
OG0002677	TREG1_85490.1, TREG1_85500.1	KAK4471715.1
OG0002678	TREG1_19640.1, TREG1_19640.2, TREG1_19640.3	KAK4475957.1
OG0002679	TREG1_109260.3, TREG1_109260.4, TREG1_109260.5	KAK4470081.1
OG0002680	TREG1_91550.1	KAK4471593.1
OG0002681	TREG1_36370.1, TREG1_36370.2	KAK4473081.1
OG0002682	TREG1_27750.1	KAK4475394.1
OG0002683	TREG1_136380.1	KAK4467688.1
OG0002684	TREG1_116940.1	KAK4468058.1
OG0002685	TREG1_16910.1, TREG1_16910.2, TREG1_16910.3, TREG1_16910.4, TREG1_16910.5	KAK4474773.1, KAK4474772.1
OG0002687	TREG1_46470.1	KAK4472774.1
OG0002688	TREG1_48510.1	KAK4472913.1
OG0002689	TREG1_48820.1	KAK4472868.1
OG0002690	TREG1_56770.1	KAK4473607.1
OG0002691	TREG1_113600.3, TREG1_113600.1, TREG1_113600.2, TREG1_113600.5, TREG1_113600.4, TREG1_113600.6	KAK4468051.1
OG0002692	TREG1_16590.1, TREG1_16590.3, TREG1_16590.2, TREG1_16590.5, TREG1_16590.8, TREG1_16590.4, TREG1_16590.6, TREG1_16590.7	KAK4474728.1
OG0002693	TREG1_139810.1, TREG1_139810.2, TREG1_139810.3, TREG1_69860.1, TREG1_69860.2	KAK4469575.1, KAK4469576.1
OG0002694	TREG1_130320.1	KAK4467684.1
OG0002695	TREG1_20310.5, TREG1_20310.6, TREG1_20370.1	KAK4475579.1
OG0002695	TREG1_20360.1	KAK4475580.1
OG0002696	TREG1_53500.1	KAK4472278.1
OG0002697	TREG1_8650.4, TREG1_8650.5, TREG1_8650.2, TREG1_8650.8, TREG1_8650.7, TREG1_8650.1, TREG1_8650.3, TREG1_8650.6, TREG1_8650.10, TREG1_8650.9	KAK4475946.1
OG0002698	TREG1_7860.1, TREG1_7860.2	KAK4475527.1
OG0002699	TREG1_18990.1, TREG1_18990.2, TREG1_18990.3, TREG1_18990.4	KAK4475860.1, KAK4475861.1
OG0002700	TREG1_136600.3, TREG1_136600.1, TREG1_136600.2	KAK4467881.1
OG0002701	TREG1_77170.1	KAK4469839.1
OG0002702	TREG1_25600.1, TREG1_25600.2	KAK4474663.1
OG0002702	TREG1_25580.1, TREG1_25580.2	KAK4467546.1, KAK4474661.1
OG0002703	TREG1_77100.1	KAK4469001.1
OG0002704	TREG1_75880.1, TREG1_75880.2, TREG1_75880.3, TREG1_75880.4	KAK4469734.1
OG0002705	TREG1_72120.1, TREG1_73590.1	KAK4469789.1, KAK4469788.1
OG0002708	TREG1_44090.1, TREG1_44090.2, TREG1_44090.3	KAK4472655.1
OG0002709	TREG1_10350.1, TREG1_10350.3, TREG1_10350.4, TREG1_10350.2	KAK4476139.1
OG0002710	TREG1_7460.1	KAK4476073.1
OG0002711	TREG1_127180.1	KAK4468624.1
OG0002712	TREG1_16930.1, TREG1_16930.2, TREG1_16930.3, TREG1_16930.4, TREG1_16930.5, TREG1_16930.6	KAK4474770.1, KAK4474771.1
OG0002713	TREG1_69120.1, TREG1_69120.2	KAK4469619.1
OG0002714	TREG1_104600.1, TREG1_104600.2	KAK4470749.1
OG0002715	TREG1_86900.1, TREG1_86900.2	KAK4471754.1
OG0002716	TREG1_92290.1	KAK4471573.1
OG0002717	TREG1_121380.1, TREG1_121380.2	KAK4468554.1
OG0002718	TREG1_89630.1	KAK4471654.1
OG0002720	TREG1_4030.1	KAK4475867.1
OG0002721	TREG1_136210.1, TREG1_136210.2, TREG1_136210.3	KAK4467655.1
OG0002722	TREG1_23780.5, TREG1_23780.1, TREG1_23780.2, TREG1_23780.3, TREG1_23780.4	KAK4475455.1
OG0002723	TREG1_111140.1	KAK4468312.1
OG0002724	TREG1_113090.1	KAK4468303.1
OG0002725	TREG1_12730.1, TREG1_12730.4, TREG1_12730.2, TREG1_12730.3	KAK4475720.1, KAK4475723.1
OG0002726	TREG1_45190.1	KAK4472701.1
OG0002727	TREG1_106700.1, TREG1_106700.2	KAK4470614.1
OG0002728	TREG1_6790.1	KAK4475998.1
OG0002729	TREG1_22950.2, TREG1_22950.1, TREG1_22950.3	KAK4474800.1
OG0002730	TREG1_113470.1	KAK4468174.1
OG0002731	TREG1_137000.1, TREG1_137000.2	KAK4469270.1
OG0002732	TREG1_91630.1, TREG1_91630.2	KAK4471597.1
OG0002734	TREG1_55970.1, TREG1_55970.4, TREG1_55970.2, TREG1_55970.3	KAK4473463.1
OG0002735	TREG1_43660.1, TREG1_43660.2, TREG1_43660.3, TREG1_43660.4	KAK4472689.1
OG0002736	TREG1_58960.1, TREG1_58960.2, TREG1_58960.3	KAK4473052.1
OG0002737	TREG1_56890.1	KAK4473989.1
OG0002738	TREG1_43380.1	KAK4472078.1, KAK4472891.1
OG0002739	TREG1_6640.1	KAK4474669.1
OG0002740	TREG1_43200.1, TREG1_43200.2	KAK4473717.1
OG0002741	TREG1_13620.1, TREG1_13620.2, TREG1_13620.3	KAK4474921.1
OG0002742	TREG1_103640.1, TREG1_103640.2	KAK4470147.1
OG0002743	TREG1_38100.1	KAK4473428.1
OG0002744	TREG1_78170.1, TREG1_78160.1, TREG1_78160.2	KAK4471140.1
OG0002745	TREG1_127990.2, TREG1_127990.1, TREG1_127990.3	KAK4468844.1
OG0002746	TREG1_70740.1	KAK4469905.1
OG0002747	TREG1_38280.1	KAK4473006.1
OG0002748	TREG1_36650.1	KAK4474127.1
OG0002749	TREG1_63720.1, TREG1_63760.1	KAK4469628.1
OG0002750	TREG1_72270.1	KAK4469085.1
OG0002751	TREG1_41170.3, TREG1_41170.1, TREG1_41170.2	KAK4473696.1
OG0002752	TREG1_96760.3, TREG1_96760.4, TREG1_96770.1, TREG1_96760.1, TREG1_96760.2	KAK4470141.1
OG0002753	TREG1_118260.1, TREG1_118250.1, TREG1_6960.3, TREG1_6960.1, TREG1_6960.2	KAK4468156.1
OG0002754	TREG1_17980.10, TREG1_17980.2, TREG1_17980.3, TREG1_17980.4, TREG1_17980.5, TREG1_17980.6, TREG1_17980.7, TREG1_17980.8, TREG1_17980.9	KAK4475253.1
OG0002755	TREG1_990.1	KAK4475664.1, KAK4475666.1
OG0002756	TREG1_78930.1	KAK4471179.1
OG0002757	TREG1_54310.1	KAK4472603.1
OG0002758	TREG1_19020.1	KAK4475841.1
OG0002759	TREG1_37440.1	KAK4472998.1
OG0002760	TREG1_250.1, TREG1_138820.1	KAK4475634.1
OG0002761	TREG1_25880.1	KAK4476099.1
OG0002762	TREG1_135360.1, TREG1_135350.1	KAK4467811.1, KAK4467813.1
OG0002763	TREG1_104430.1, TREG1_104430.2	KAK4470861.1
OG0002764	TREG1_46880.1	KAK4472628.1
OG0002765	TREG1_93870.1, TREG1_93860.1, TREG1_93800.1, TREG1_93790.1, TREG1_93890.1	KAK4471457.1
OG0002766	TREG1_96310.1	KAK4470313.1
OG0002767	TREG1_71590.1, TREG1_71590.2	KAK4469243.1
OG0002768	TREG1_3650.1, TREG1_94780.1, TREG1_94780.2, TREG1_94780.3, TREG1_94780.4, TREG1_94780.6, TREG1_94780.7, TREG1_94780.5	KAK4475376.1
OG0002769	TREG1_43430.1	KAK4472893.1
OG0002770	TREG1_144840.1, TREG1_28300.1	KAK4475325.1
OG0002771	TREG1_58080.1, TREG1_58070.1, TREG1_58070.2, TREG1_58060.1, TREG1_58060.2	KAK4472301.1
OG0002772	TREG1_112830.1, TREG1_112830.2, TREG1_112830.3	KAK4468029.1
OG0002773	TREG1_30460.1, TREG1_20640.2, TREG1_20640.1, TREG1_20760.1	KAK4474786.1
OG0002774	TREG1_460.1	KAK4475555.1
OG0002775	TREG1_53730.1, TREG1_53730.2, TREG1_53730.3	KAK4472265.1
OG0002775	TREG1_53710.4, TREG1_53710.1, TREG1_53710.2, TREG1_53710.3	KAK4472266.1
OG0002777	TREG1_105140.1, TREG1_105140.4, TREG1_105140.2, TREG1_105140.3	KAK4470678.1
OG0002778	TREG1_135670.1	KAK4467794.1
OG0002779	TREG1_34450.10, TREG1_34450.8, TREG1_34450.9, TREG1_34450.11, TREG1_34450.7, TREG1_34450.1, TREG1_34450.2, TREG1_34450.5, TREG1_34450.6, TREG1_34450.3, TREG1_34450.4	KAK4472348.1
OG0002780	TREG1_67230.1, TREG1_67230.2, TREG1_67230.3	KAK4469094.1
OG0002781	TREG1_59390.1, TREG1_59390.2	KAK4472968.1
OG0002782	TREG1_109080.2, TREG1_109080.1, TREG1_109080.3, TREG1_109100.1, TREG1_109100.2	KAK4470897.1
OG0002783	TREG1_73390.3, TREG1_73390.1, TREG1_73390.2	KAK4469893.1
OG0002784	TREG1_43410.1, TREG1_43420.1	KAK4472892.1
OG0002785	TREG1_99910.2, TREG1_99910.3, TREG1_99910.1, TREG1_99910.4	KAK4470232.1
OG0002786	TREG1_16560.1, TREG1_16560.4, TREG1_16560.5, TREG1_16560.2, TREG1_16560.3	KAK4474724.1
OG0002788	TREG1_9700.1, TREG1_9700.2	KAK4475935.1
OG0002789	TREG1_21390.1, TREG1_21390.2, TREG1_21390.3	KAK4475144.1
OG0002790	TREG1_106980.5, TREG1_106980.1, TREG1_106980.2, TREG1_106980.3, TREG1_106980.4	KAK4470712.1, KAK4470711.1
OG0002791	TREG1_12910.1	KAK4475544.1
OG0002792	TREG1_74270.3, TREG1_74270.4, TREG1_74270.1, TREG1_74270.2	KAK4469027.1
OG0002793	TREG1_20690.1	KAK4474592.1
OG0002794	TREG1_132540.1	KAK4467895.1
OG0002796	TREG1_24690.1, TREG1_24690.2, TREG1_24690.3, TREG1_24690.4, TREG1_24690.5	KAK4467330.1, KAK4474641.1
OG0002797	TREG1_58420.1	KAK4474012.1
OG0002798	TREG1_101400.1	KAK4470665.1
OG0002799	TREG1_110790.1, TREG1_110800.1	KAK4468172.1, KAK4468171.1
OG0002800	TREG1_107630.5, TREG1_107620.1, TREG1_107630.1, TREG1_107630.2	KAK4470965.1
OG0002801	TREG1_7680.1, TREG1_7680.2, TREG1_7680.3, TREG1_7680.4, TREG1_7680.5, TREG1_44530.1	KAK4475790.1
OG0002802	TREG1_119060.1	KAK4468614.1
OG0002803	TREG1_60510.1	KAK4472944.1
OG0002804	TREG1_45100.1	KAK4473749.1, KAK4473751.1
OG0002805	TREG1_138890.1	KAK4469980.1
OG0002806	TREG1_95350.1, TREG1_95350.2, TREG1_95350.3	KAK4470451.1
OG0002807	TREG1_24880.1	KAK4474987.1
OG0002808	TREG1_91770.1	KAK4471766.1
OG0002809	TREG1_113630.3, TREG1_113630.1, TREG1_113630.2	KAK4467274.1, KAK4467991.1
OG0002810	TREG1_57340.6, TREG1_57340.1, TREG1_57340.3, TREG1_57340.5, TREG1_57340.4, TREG1_57340.2	KAK4474165.1
OG0002811	TREG1_27450.1	KAK4475479.1
OG0002812	TREG1_143810.1, TREG1_1910.1	KAK4475762.1
OG0002813	TREG1_108670.1, TREG1_108680.1	KAK4470782.1
OG0002814	TREG1_60000.1, TREG1_89420.1	KAK4473308.1
OG0002816	TREG1_15090.1, TREG1_15090.2	KAK4475072.1
OG0002817	TREG1_47420.1, TREG1_47420.2, TREG1_47420.4, TREG1_47420.3	KAK4473849.1
OG0002818	TREG1_103000.1	KAK4470552.1
OG0002819	TREG1_98950.1, TREG1_92600.1, TREG1_92600.2, TREG1_92600.3, TREG1_92600.4, TREG1_92600.5	KAK4471487.1
OG0002820	TREG1_107340.3, TREG1_107340.1, TREG1_107340.2	KAK4470384.1
OG0002821	TREG1_180.1	KAK4467386.1, KAK4475711.1, KAK4467376.1
OG0002823	TREG1_20990.1, TREG1_20960.3, TREG1_20960.5, TREG1_20960.2, TREG1_20960.1, TREG1_20960.4	KAK4475285.1
OG0002824	TREG1_9930.1	KAK4475091.1
OG0002825	TREG1_70970.1, TREG1_70970.2, TREG1_70970.3	KAK4468972.1
OG0002826	TREG1_57180.1	KAK4473615.1
OG0002827	TREG1_58800.1	KAK4473031.1
OG0002828	TREG1_37300.1, TREG1_37290.1, TREG1_37280.1, TREG1_37280.2	KAK4473105.1
OG0002829	TREG1_84020.1	KAK4471892.1
OG0002830	TREG1_60040.1	KAK4473315.1
OG0002831	TREG1_17650.1, TREG1_17650.2, TREG1_17650.3, TREG1_17650.4, TREG1_17650.5, TREG1_17650.6, TREG1_17650.7, TREG1_17650.8	KAK4475243.1
OG0002832	TREG1_111280.1, TREG1_111280.2, TREG1_111280.3	KAK4468334.1
OG0002833	TREG1_76760.1	KAK4469791.1
OG0002834	TREG1_4350.1	KAK4475637.1
OG0002835	TREG1_124750.1, TREG1_124750.6, TREG1_124750.3, TREG1_124750.2, TREG1_124750.4, TREG1_124750.5, TREG1_124750.7, TREG1_124750.8, TREG1_124750.9	KAK4468458.1
OG0002836	TREG1_35230.1	KAK4473265.1
OG0002837	TREG1_17660.1	KAK4475244.1
OG0002838	TREG1_6580.1, TREG1_6580.2, TREG1_6580.3	KAK4474625.1
OG0002839	TREG1_103630.1, TREG1_103630.2	KAK4470148.1
OG0002840	TREG1_124880.1	KAK4468435.1
OG0002842	TREG1_103290.1	KAK4470171.1
OG0002843	TREG1_51570.1, TREG1_51570.2, TREG1_51570.3	KAK4472838.1
OG0002844	TREG1_92300.1	KAK4471576.1
OG0002845	TREG1_6760.1, TREG1_6760.2	KAK4474387.1
OG0002846	TREG1_30160.1	KAK4475053.1
OG0002847	TREG1_79270.1, TREG1_79270.2	KAK4471142.1
OG0002848	TREG1_86560.1	KAK4471949.1, KAK4471948.1
OG0002849	TREG1_17970.1, TREG1_17970.2, TREG1_17970.3, TREG1_17970.4	KAK4475254.1
OG0002850	TREG1_89070.1, TREG1_89070.2, TREG1_89070.4, TREG1_89070.5, TREG1_89070.7, TREG1_89070.8, TREG1_89070.3, TREG1_89070.6	KAK4471187.1
OG0002851	TREG1_125820.1	KAK4468571.1
OG0002852	TREG1_17850.1	KAK4475266.1
OG0002853	TREG1_100900.1	KAK4470560.1
OG0002854	TREG1_55530.6, TREG1_55530.1, TREG1_55530.2, TREG1_55530.3, TREG1_55530.4, TREG1_55530.5	KAK4474186.1
OG0002855	TREG1_23240.1, TREG1_23240.4, TREG1_23240.2, TREG1_23240.3	KAK4474887.1
OG0002856	TREG1_70890.1, TREG1_73450.1	KAK4469341.1
OG0002857	TREG1_83540.1	KAK4471388.1
OG0002858	TREG1_2790.3, TREG1_2790.4	KAK4476181.1
OG0002859	TREG1_87060.1, TREG1_87060.2	KAK4471686.1
OG0002860	TREG1_100850.1	KAK4470387.1
OG0002861	TREG1_121420.6, TREG1_121420.3, TREG1_121420.1, TREG1_121420.2, TREG1_121420.5, TREG1_121420.4	KAK4468713.1
OG0002862	TREG1_87280.1, TREG1_87280.2, TREG1_87280.3	KAK4471227.1
OG0002863	TREG1_10560.1	KAK4474910.1
OG0002863	TREG1_10570.1	KAK4474909.1
OG0002864	TREG1_71510.1	KAK4469182.1
OG0002866	TREG1_43980.1	KAK4474078.1, KAK4474077.1
OG0002867	TREG1_800.1, TREG1_840.1	KAK4475655.1
OG0002868	TREG1_120610.1	KAK4468799.1
OG0002869	TREG1_10150.2, TREG1_10150.3, TREG1_10150.4, TREG1_10150.5, TREG1_10150.1, TREG1_10150.6, TREG1_10150.7, TREG1_10150.8	KAK4475208.1
OG0002870	TREG1_67380.1	KAK4469128.1
OG0002871	TREG1_36030.1	KAK4473794.1
OG0002872	TREG1_66160.1, TREG1_66160.2, TREG1_66160.6, TREG1_66160.7, TREG1_66160.4, TREG1_66160.5, TREG1_66160.3	KAK4469227.1
OG0002873	TREG1_128400.1	KAK4468488.1
OG0002874	TREG1_41480.1	KAK4473714.1
OG0002875	TREG1_71400.1	KAK4469658.1
OG0002876	TREG1_95470.1, TREG1_95480.1	KAK4470402.1
OG0002877	TREG1_86940.1, TREG1_86940.2, TREG1_86940.3, TREG1_86940.4, TREG1_86940.5, TREG1_86940.6	KAK4471758.1
OG0002878	TREG1_79750.1	KAK4471298.1
OG0002879	TREG1_15810.21, TREG1_15810.22, TREG1_15810.24, TREG1_15810.25, TREG1_15870.1, TREG1_15810.23, TREG1_15810.26	KAK4474965.1
OG0002880	TREG1_85180.1, TREG1_24810.1, TREG1_24810.2	KAK4475485.1
OG0002881	TREG1_81690.2, TREG1_81690.3, TREG1_81690.4, TREG1_81690.5, TREG1_81690.6, TREG1_81690.7, TREG1_81690.1	KAK4472037.1
OG0002882	TREG1_22770.1	KAK4475201.1
OG0002882	TREG1_22790.1	KAK4475200.1
OG0002883	TREG1_19630.1, TREG1_19630.2, TREG1_19630.3, TREG1_19630.4, TREG1_70630.1, TREG1_83000.1	KAK4469649.1
OG0002884	TREG1_88830.1	KAK4471211.1
OG0002885	TREG1_63900.1	KAK4469050.1
OG0002886	TREG1_102880.1	KAK4470478.1
OG0002889	TREG1_114190.1	KAK4468305.1
OG0002892	TREG1_105580.1	KAK4470034.1
OG0002893	TREG1_72420.1, TREG1_144340.1, TREG1_145370.4, TREG1_145370.2, TREG1_145370.1, TREG1_145370.3, TREG1_145370.5	KAK4475987.1
OG0002894	TREG1_114200.3, TREG1_114200.2, TREG1_114200.1	KAK4468306.1, KAK4467244.1
OG0002895	TREG1_132720.1	KAK4467661.1
OG0002896	TREG1_58650.1, TREG1_58650.2	KAK4473167.1
OG0002897	TREG1_35840.2, TREG1_35840.4, TREG1_35840.6, TREG1_35840.8, TREG1_35840.9, TREG1_35840.1, TREG1_35840.7, TREG1_35840.3, TREG1_35840.5, TREG1_35840.10	KAK4473227.1
OG0002903	TREG1_96970.1, TREG1_96970.2, TREG1_96970.3	KAK4470177.1
OG0002904	TREG1_26410.3, TREG1_26410.1, TREG1_26410.2, TREG1_26410.5, TREG1_26410.6, TREG1_26410.7, TREG1_26410.8, TREG1_26410.9, TREG1_26410.4	KAK4475461.1
OG0002905	TREG1_89410.1	KAK4471053.1, KAK4471359.1
OG0002906	TREG1_47090.1, TREG1_47090.2	KAK4472781.1
OG0002907	TREG1_19040.1, TREG1_19040.2, TREG1_19040.3, TREG1_19040.4, TREG1_19040.5	KAK4467487.1, KAK4475839.1
OG0002908	TREG1_82890.3, TREG1_82890.1, TREG1_82890.2	KAK4471493.1
OG0002909	TREG1_111310.1	KAK4468331.1
OG0002910	TREG1_27380.1	KAK4475171.1
OG0002911	TREG1_20900.1	KAK4475277.1
OG0002912	TREG1_89090.1	KAK4471176.1
OG0002913	TREG1_12470.1	KAK4476306.1
OG0002914	TREG1_9380.1	KAK4474821.1
OG0002915	TREG1_104630.1, TREG1_104630.2	KAK4470746.1
OG0002916	TREG1_10510.1, TREG1_10510.2, TREG1_10510.4, TREG1_10510.3	KAK4474914.1
OG0002917	TREG1_32230.1	KAK4473361.1
OG0002918	TREG1_111300.1, TREG1_111300.2	KAK4468330.1
OG0002919	TREG1_122150.1, TREG1_122160.1	KAK4467311.1, KAK4468894.1
OG0002920	TREG1_42530.1, TREG1_42530.2, TREG1_42530.3	KAK4473523.1
OG0002921	TREG1_132840.3, TREG1_132840.4, TREG1_132840.1, TREG1_132840.2	KAK4467652.1
OG0002922	TREG1_106970.1	KAK4470713.1
OG0002923	TREG1_83890.1	KAK4471906.1
OG0002924	TREG1_15350.1, TREG1_15360.1	KAK4474421.1
OG0002925	TREG1_25680.1	KAK4474644.1
OG0002927	TREG1_2100.1	KAK4476175.1
OG0002928	TREG1_107960.2, TREG1_107960.4, TREG1_107960.3, TREG1_107960.5, TREG1_107970.1	KAK4470358.1
OG0002929	TREG1_29370.3, TREG1_29370.2, TREG1_29360.1, TREG1_29370.1	KAK4475521.1
OG0002930	TREG1_45880.1	KAK4473638.1
OG0002931	TREG1_9920.6, TREG1_9920.3, TREG1_9920.4, TREG1_9920.7, TREG1_9920.5, TREG1_9920.2, TREG1_9920.1	KAK4475101.1
OG0002932	TREG1_31900.1	KAK4472268.1
OG0002933	TREG1_34790.1, TREG1_34800.1, TREG1_34790.2	KAK4472146.1, KAK4473657.1
OG0002934	TREG1_130510.1, TREG1_130510.2, TREG1_130510.3	KAK4467734.1
OG0002935	TREG1_82860.1, TREG1_82850.1	KAK4471285.1
OG0002936	TREG1_63540.1	KAK4469030.1
OG0002937	TREG1_41750.4, TREG1_41750.1, TREG1_41750.3, TREG1_41750.2	KAK4473785.1
OG0002939	TREG1_29540.1	KAK4474681.1
OG0002940	TREG1_64810.1	KAK4469594.1, KAK4468980.1
OG0002942	TREG1_104240.1	KAK4470842.1
OG0002942	TREG1_104220.1, TREG1_104230.1	KAK4470841.1
OG0002943	TREG1_104260.1	KAK4470844.1
OG0002944	TREG1_13630.4, TREG1_13630.1, TREG1_13630.2, TREG1_13630.3	KAK4474920.1
OG0002945	TREG1_105990.1, TREG1_105990.4, TREG1_105990.3, TREG1_105990.2	KAK4470779.1
OG0002947	TREG1_127350.1	KAK4468646.1
OG0002948	TREG1_81390.1	KAK4471765.1
OG0002949	TREG1_32930.1, TREG1_53760.1	KAK4472261.1
OG0002950	TREG1_97980.1, TREG1_97980.2, TREG1_97980.3	KAK4470279.1
OG0002951	TREG1_33030.1	KAK4473899.1
OG0002952	TREG1_75010.1, TREG1_75010.2, TREG1_75010.3, TREG1_75010.4	KAK4469421.1
OG0002953	TREG1_3010.1	KAK4475620.1
OG0002954	TREG1_79650.4, TREG1_79650.1, TREG1_79650.2, TREG1_79650.3, TREG1_79650.5, TREG1_79650.6, TREG1_79650.7, TREG1_79650.8, TREG1_79650.9	KAK4471841.1
OG0002955	TREG1_106670.1	KAK4470610.1
OG0002956	TREG1_134370.1, TREG1_134370.2, TREG1_134370.3	KAK4467628.1
OG0002957	TREG1_96720.1	KAK4470162.1
OG0002958	TREG1_90850.1, TREG1_90850.2, TREG1_90850.3	KAK4471636.1
OG0002959	TREG1_119830.1, TREG1_119830.2	KAK4468801.1
OG0002960	TREG1_70930.1, TREG1_70930.2	KAK4469309.1
OG0002961	TREG1_21530.1, TREG1_21530.2, TREG1_21530.3, TREG1_21530.4	KAK4475113.1
OG0002962	TREG1_89380.2, TREG1_89380.4, TREG1_89380.1, TREG1_89380.3	KAK4471361.1
OG0002963	TREG1_15620.1	KAK4474519.1
OG0002964	TREG1_31510.1, TREG1_31510.4, TREG1_31510.2, TREG1_31510.3	KAK4473222.1
OG0002965	TREG1_74260.1	KAK4469026.1
OG0002966	TREG1_34630.2, TREG1_34630.3, TREG1_34630.1, TREG1_34630.4	KAK4472717.1
OG0002967	TREG1_86580.1	KAK4471940.1
OG0002968	TREG1_21240.1, TREG1_21240.3, TREG1_21240.4, TREG1_21240.2, TREG1_21240.5	KAK4475089.1
OG0002969	TREG1_70240.1, TREG1_70230.1	KAK4469469.1
OG0002970	TREG1_18710.1, TREG1_18710.2	KAK4474378.1
OG0002971	TREG1_89130.1	KAK4467406.1, KAK4471661.1
OG0002972	TREG1_84410.1	KAK4471075.1
OG0002973	TREG1_66240.1	KAK4469328.1
OG0002974	TREG1_47570.1, TREG1_47570.2	KAK4472528.1
OG0002975	TREG1_55510.1, TREG1_55510.2	KAK4473942.1
OG0002976	TREG1_87550.3, TREG1_87550.1, TREG1_87550.2, TREG1_87550.4, TREG1_87550.5	KAK4471431.1
OG0002977	TREG1_7100.1	KAK4476147.1
OG0002979	TREG1_24230.1, TREG1_24220.1	KAK4475427.1
OG0002980	TREG1_46340.1, TREG1_46350.1	KAK4472763.1
OG0002981	TREG1_105250.1	KAK4470340.1
OG0002982	TREG1_61920.1	KAK4469369.1
OG0002983	TREG1_58620.1, TREG1_58620.3, TREG1_58620.5, TREG1_58620.2, TREG1_58620.4	KAK4473171.1
OG0002984	TREG1_6620.1	KAK4474670.1
OG0002985	TREG1_1430.1	KAK4475301.1
OG0002988	TREG1_130770.1, TREG1_130770.2, TREG1_130770.3, TREG1_130770.4, TREG1_130770.5	KAK4467909.1
OG0002989	TREG1_71650.1, TREG1_71660.3, TREG1_71660.1, TREG1_71660.2, TREG1_71640.1	KAK4469246.1
OG0002990	TREG1_139220.1, TREG1_7010.1, TREG1_111050.1, TREG1_139210.1	KAK4468206.1
OG0002992	TREG1_98490.1, TREG1_98490.2	KAK4470499.1
OG0002993	TREG1_112320.1, TREG1_112330.1	KAK4468016.1
OG0002994	TREG1_22680.1, TREG1_22690.1	KAK4475102.1
OG0002995	TREG1_129150.1, TREG1_129150.2, TREG1_129150.3	KAK4468948.1
OG0002996	TREG1_24460.1, TREG1_24460.2	KAK4475272.1
OG0002997	TREG1_50700.2, TREG1_50700.3, TREG1_50700.1, TREG1_50700.4	KAK4472554.1
OG0002998	TREG1_30690.1	KAK4474004.1
OG0002999	TREG1_31850.1, TREG1_85310.1	KAK4471879.1
OG0003000	TREG1_33470.1, TREG1_33470.2	KAK4472928.1
OG0003001	TREG1_33540.3, TREG1_33540.1, TREG1_33540.2, TREG1_33430.1, TREG1_33540.4	KAK4472932.1
OG0003002	TREG1_15010.1	KAK4475065.1, KAK4475066.1
OG0003003	TREG1_132550.1	KAK4467897.1
OG0003004	TREG1_103810.1	KAK4470349.1
OG0003005	TREG1_68940.2, TREG1_68940.4, TREG1_68940.1, TREG1_68940.3	KAK4469934.1
OG0003006	TREG1_114320.1	KAK4468098.1
OG0003007	TREG1_91730.1	KAK4471944.1
OG0003008	TREG1_57830.2, TREG1_57830.1, TREG1_57830.3, TREG1_57830.4, TREG1_57830.5	KAK4472583.1
OG0003009	TREG1_6050.1, TREG1_6050.2	KAK4476104.1
OG0003010	TREG1_95200.1	KAK4470536.1
OG0003011	TREG1_49010.1	KAK4472496.1
OG0003012	TREG1_87760.5, TREG1_87760.6, TREG1_87760.3, TREG1_87760.4, TREG1_87760.1, TREG1_87760.2	KAK4471987.1
OG0003013	TREG1_101500.1, TREG1_101500.2, TREG1_101500.3	KAK4470828.1
OG0003014	TREG1_63780.1, TREG1_63790.1	KAK4468178.1
OG0003015	TREG1_57710.1	KAK4473564.1
OG0003016	TREG1_98760.1	KAK4470535.1
OG0003017	TREG1_76370.1	KAK4469411.1
OG0003018	TREG1_132930.1, TREG1_132930.2	KAK4467766.1
OG0003019	TREG1_99090.1, TREG1_99090.3, TREG1_99090.4, TREG1_99090.5, TREG1_99090.2	KAK4470459.1
OG0003020	TREG1_45430.1, TREG1_45430.2	KAK4472808.1
OG0003021	TREG1_110640.1, TREG1_110620.1, TREG1_110650.1	KAK4468180.1
OG0003022	TREG1_54680.1	KAK4473196.1
OG0003023	TREG1_110770.1, TREG1_110770.2, TREG1_110780.1	KAK4468173.1
OG0003024	TREG1_108660.1	KAK4470783.1
OG0003025	TREG1_52890.1, TREG1_52890.2	KAK4473824.1
OG0003026	TREG1_53110.1, TREG1_53110.2, TREG1_53110.3	KAK4472359.1
