Orthogroup	trichobilharzia_regenti	schistosoma_mansoni
OG0003357	TREG1_39520.1	Smp_302950.1
OG0003358	TREG1_125410.1, TREG1_125410.2, TREG1_125410.3, TREG1_125410.7, TREG1_125410.8, TREG1_125410.10, TREG1_125410.4, TREG1_125410.5, TREG1_125410.6, TREG1_125410.9	Smp_024930.2, Smp_024930.1, Smp_337830.1
OG0003359	TREG1_79210.1, TREG1_79210.2	Smp_197700.1
OG0003360	TREG1_53240.1	Smp_246820.1, Smp_246820.2
OG0003361	TREG1_24490.4, TREG1_24490.3, TREG1_24490.6, TREG1_24490.1, TREG1_24490.2, TREG1_24490.5	Smp_243920.1
OG0003362	TREG1_98880.1	Smp_043170.1
OG0003363	TREG1_48190.1	Smp_014280.1
OG0003364	TREG1_116460.1	Smp_169330.1
OG0003365	TREG1_22280.1, TREG1_22280.2	Smp_193750.2, Smp_193750.1, Smp_193750.3
OG0003366	TREG1_85920.1	Smp_333540.1
OG0003367	TREG1_63820.1, TREG1_63830.1, TREG1_63830.2	Smp_128190.1
OG0003368	TREG1_32990.1	Smp_154620.1
OG0003369	TREG1_87240.1, TREG1_87240.3, TREG1_87240.2	Smp_341250.1, Smp_134860.1
OG0003370	TREG1_48700.1, TREG1_48700.2, TREG1_48700.4, TREG1_48700.5, TREG1_48700.3	Smp_073620.1
OG0003371	TREG1_136460.1	Smp_128280.1
OG0003372	TREG1_133120.1, TREG1_133120.2	Smp_344530.1, Smp_344530.2
OG0003373	TREG1_27900.1, TREG1_27900.2, TREG1_27900.3, TREG1_27900.4, TREG1_27900.5	Smp_244370.1
OG0003374	TREG1_132070.1	Smp_347460.1
OG0003375	TREG1_96430.1	Smp_142110.1
OG0003376	TREG1_64070.1	Smp_146110.1
OG0003377	TREG1_112070.1	Smp_125630.1
OG0003378	TREG1_110310.1, TREG1_110310.2	Smp_160160.1
OG0003379	TREG1_138150.2, TREG1_138150.1, TREG1_139490.2, TREG1_138150.3, TREG1_139490.1	Smp_002880.1
OG0003380	TREG1_64250.1, TREG1_64250.4, TREG1_64250.2, TREG1_64250.3	Smp_063630.1
OG0003381	TREG1_77140.1	Smp_068440.1
OG0003382	TREG1_97910.5, TREG1_97920.1, TREG1_97910.1, TREG1_97910.6, TREG1_97910.3, TREG1_97910.4	Smp_169410.1
OG0003383	TREG1_104290.1	Smp_102240.1, Smp_335690.1
OG0003384	TREG1_57660.1, TREG1_57660.2	Smp_072740.1
OG0003385	TREG1_124930.1	Smp_342570.1
OG0003386	TREG1_26610.1, TREG1_26610.2	Smp_070340.1
OG0003387	TREG1_19980.3, TREG1_19980.1, TREG1_19980.4, TREG1_19980.6, TREG1_19980.5, TREG1_19980.2	Smp_323660.1
OG0003388	TREG1_133380.1	Smp_140200.1, Smp_140200.2
OG0003389	TREG1_63530.1, TREG1_139710.1, TREG1_63550.1, TREG1_63550.2	Smp_147840.1
OG0003390	TREG1_55680.1, TREG1_55670.1	Smp_105090.1, Smp_105090.2
OG0003391	TREG1_109720.1, TREG1_109720.2, TREG1_109720.3	Smp_136970.1
OG0003392	TREG1_73650.1, TREG1_73650.2	Smp_311870.2, Smp_311870.3, Smp_311870.5, Smp_311870.1, Smp_311870.4
OG0003393	TREG1_47900.1, TREG1_47900.2, TREG1_47900.3	Smp_045070.1
OG0003394	TREG1_55820.1, TREG1_123960.1, TREG1_55820.2	Smp_040270.1
OG0003395	TREG1_74250.1	Smp_104580.1, Smp_104580.2
OG0003396	TREG1_34550.1	Smp_038830.1
OG0003397	TREG1_29450.1, TREG1_29450.2	Smp_094050.1
OG0003398	TREG1_17160.1	Smp_092570.1
OG0003399	TREG1_50580.1	Smp_005230.1
OG0003400	TREG1_104040.1, TREG1_104040.2	Smp_312910.1
OG0003401	TREG1_51350.1	Smp_056970.1
OG0003402	TREG1_28340.1, TREG1_28360.1	Smp_266820.1
OG0003403	TREG1_74540.1, TREG1_74540.2, TREG1_74550.1	Smp_001780.1
OG0003404	TREG1_103750.1	Smp_145300.1
OG0003405	TREG1_66930.1, TREG1_66940.1	Smp_128230.1
OG0003406	TREG1_25840.1	Smp_182620.1
OG0003407	TREG1_114330.1, TREG1_114330.2	Smp_133470.1
OG0003408	TREG1_31550.1	Smp_197070.1
OG0003409	TREG1_13600.1	Smp_167770.1
OG0003410	TREG1_94450.1	Smp_000755.1
OG0003411	TREG1_43850.1, TREG1_43850.2	Smp_247150.1
OG0003412	TREG1_2500.1, TREG1_2500.2	Smp_192670.1, Smp_174390.1
OG0003413	TREG1_7770.1, TREG1_7770.3, TREG1_7770.2, TREG1_7770.4	Smp_214140.1
OG0003414	TREG1_55290.1, TREG1_55290.2, TREG1_55290.3, TREG1_55290.4, TREG1_55290.5, TREG1_55290.6	Smp_148070.1
OG0003415	TREG1_107580.1	Smp_336170.1
OG0003416	TREG1_94060.12, TREG1_94060.13, TREG1_94060.14, TREG1_94270.1	Smp_000980.1
OG0003417	TREG1_74040.1, TREG1_74040.2	Smp_155700.1
OG0003418	TREG1_72140.1	Smp_016340.1
OG0003419	TREG1_106840.1, TREG1_106840.2, TREG1_106850.1, TREG1_106840.3	Smp_334180.1
OG0003420	TREG1_143500.1, TREG1_52810.2, TREG1_52810.1, TREG1_52810.3	Smp_342240.1, Smp_342240.2
OG0003421	TREG1_40150.1	Smp_210820.1
OG0003422	TREG1_72400.1	Smp_016550.2, Smp_016550.1
OG0003423	TREG1_28020.1	Smp_210510.1
OG0003424	TREG1_119890.1	Smp_247780.1
OG0003425	TREG1_116400.1, TREG1_116400.2	Smp_169280.1
OG0003426	TREG1_82530.1, TREG1_82530.2	Smp_156290.1
OG0003427	TREG1_30720.1	Smp_248100.1
OG0003428	TREG1_117820.1, TREG1_117820.2, TREG1_117820.3	Smp_345490.1, Smp_345490.2
OG0003429	TREG1_96060.5, TREG1_96200.1	Smp_145020.1
OG0003430	TREG1_100260.1, TREG1_100270.1	Smp_155740.1
OG0003431	TREG1_11770.2, TREG1_11770.4, TREG1_11770.3, TREG1_11770.1, TREG1_11770.5, TREG1_16060.1, TREG1_16060.2	Smp_243970.1
OG0003432	TREG1_99560.1, TREG1_99560.2, TREG1_99560.3	Smp_086450.1
OG0003433	TREG1_7350.1	Smp_022700.1
OG0003434	TREG1_83480.1, TREG1_83480.2	Smp_247260.1
OG0003435	TREG1_52790.1	Smp_008230.1
OG0003436	TREG1_74570.2, TREG1_74570.1, TREG1_74570.3	Smp_123020.1
OG0003437	TREG1_105820.1, TREG1_105820.2	Smp_051930.1
OG0003438	TREG1_43710.1	Smp_128890.1
OG0003439	TREG1_23990.1, TREG1_23990.2	Smp_136490.1
OG0003441	TREG1_33600.1	Smp_333250.1
OG0003442	TREG1_102650.1	Smp_312820.1
OG0003443	TREG1_83500.1	Smp_194090.1
OG0003444	TREG1_101580.1	Smp_088090.1
OG0003445	TREG1_31060.1, TREG1_31070.1, TREG1_31080.1	Smp_131810.1
OG0003446	TREG1_36850.1	Smp_009650.1
OG0003447	TREG1_17220.1	Smp_245250.1
OG0003448	TREG1_99430.2, TREG1_99430.1, TREG1_99430.3	Smp_063000.1, Smp_063000.2
OG0003449	TREG1_99420.1	Smp_062980.1
OG0003450	TREG1_90340.1	Smp_079840.1
OG0003451	TREG1_117900.1	Smp_143930.1
OG0003453	TREG1_57700.1	Smp_161550.1
OG0003454	TREG1_53890.1	Smp_315700.1, Smp_315700.2
OG0003455	TREG1_84370.1	Smp_078800.1
OG0003456	TREG1_1180.1	Smp_245000.1
OG0003457	TREG1_34330.3, TREG1_34330.2, TREG1_34330.1, TREG1_34330.4	Smp_142550.1
OG0003458	TREG1_44990.1, TREG1_44990.2	Smp_125870.1
OG0003459	TREG1_106760.1, TREG1_139570.1, TREG1_139690.3, TREG1_139700.1, TREG1_139690.1, TREG1_139690.2	Smp_101310.1
OG0003460	TREG1_31790.1	Smp_135120.1
OG0003461	TREG1_110390.1, TREG1_110400.1, TREG1_110410.1, TREG1_110420.1, TREG1_110430.1	Smp_013200.1
OG0003462	TREG1_41500.1	Smp_340820.1
OG0003463	TREG1_114260.1, TREG1_114270.1	Smp_212490.1
OG0003464	TREG1_111680.1	Smp_344500.1, Smp_344500.2
OG0003465	TREG1_88540.1	Smp_212540.1
OG0003466	TREG1_2800.1	Smp_165850.1
OG0003467	TREG1_100380.1	Smp_347570.1, Smp_210280.1
OG0003468	TREG1_136120.1, TREG1_136120.2	Smp_309680.1, Smp_309690.1
OG0003469	TREG1_74650.1, TREG1_74650.2	Smp_001530.1
OG0003470	TREG1_70070.1	Smp_333890.1
OG0003471	TREG1_62830.1	Smp_066260.1
OG0003472	TREG1_11740.1, TREG1_11740.4, TREG1_11740.5, TREG1_11740.2, TREG1_11740.3	Smp_011710.1
OG0003473	TREG1_108600.1, TREG1_108610.1	Smp_247530.1, Smp_247530.2
OG0003474	TREG1_73680.1, TREG1_73680.2	Smp_139900.1
OG0003475	TREG1_60360.2, TREG1_60360.1, TREG1_60360.3, TREG1_60360.4	Smp_163220.1
OG0003476	TREG1_42350.4, TREG1_42350.3, TREG1_42350.1, TREG1_42350.2	Smp_196920.1
OG0003477	TREG1_126050.1	Smp_050880.2, Smp_050880.1
OG0003478	TREG1_16810.1, TREG1_16810.2, TREG1_16810.3, TREG1_16810.4	Smp_304660.1, Smp_306210.1
OG0003479	TREG1_38230.1	Smp_141320.1
OG0003480	TREG1_92080.1, TREG1_92140.1	Smp_000110.1
OG0003481	TREG1_87800.1	Smp_162710.1
OG0003482	TREG1_120970.1, TREG1_120970.3, TREG1_120970.2	Smp_267090.1
OG0003483	TREG1_48140.1	Smp_336350.1
OG0003484	TREG1_10210.1, TREG1_10210.2, TREG1_10210.3, TREG1_10210.4	Smp_242630.1
OG0003485	TREG1_117750.1, TREG1_117760.1	Smp_343680.1
OG0003486	TREG1_57550.8, TREG1_57550.2, TREG1_57550.3, TREG1_57550.6, TREG1_57550.10, TREG1_57550.5, TREG1_57550.1, TREG1_57550.4, TREG1_57550.7, TREG1_57550.11, TREG1_57550.9	Smp_072560.1
OG0003488	TREG1_27060.2, TREG1_27060.1, TREG1_27060.3	Smp_047240.1
OG0003489	TREG1_97290.1	Smp_096780.1
OG0003490	TREG1_11200.1	Smp_011560.1
OG0003491	TREG1_53620.1	Smp_340850.1
OG0003492	TREG1_83190.1	Smp_018570.1
OG0003493	TREG1_128550.1, TREG1_128600.1	Smp_317670.1, Smp_342590.1
OG0003494	TREG1_130710.1	Smp_175660.1, Smp_175660.2
OG0003495	TREG1_5260.1	Smp_139070.1
OG0003496	TREG1_48110.1	Smp_160850.1
OG0003497	TREG1_65490.1, TREG1_65470.1, TREG1_65480.1, TREG1_79950.1	Smp_037460.1
OG0003498	TREG1_96700.2, TREG1_96700.4, TREG1_96700.1, TREG1_96700.3	Smp_053160.1
OG0003499	TREG1_81360.1, TREG1_81360.2	Smp_129450.1
OG0003500	TREG1_87690.1	Smp_026280.1, Smp_026280.2
OG0003501	TREG1_102510.1, TREG1_102510.2, TREG1_102510.3, TREG1_102510.5, TREG1_102510.4	Smp_169610.1
OG0003502	TREG1_119820.1, TREG1_119820.2	Smp_120080.1
OG0003503	TREG1_5330.1	Smp_172730.1
OG0003504	TREG1_41660.1	Smp_054620.1, Smp_054620.2, Smp_054620.3
OG0003505	TREG1_70590.1	Smp_172990.1
OG0003506	TREG1_6430.1	Smp_061040.2, Smp_061040.1
OG0003507	TREG1_5230.1	Smp_031220.1
OG0003508	TREG1_89110.1, TREG1_89110.2	Smp_027080.1
OG0003509	TREG1_40690.1, TREG1_40690.2	Smp_142250.1
OG0003510	TREG1_18330.1, TREG1_18330.2, TREG1_18330.3, TREG1_18330.4	Smp_170230.1
OG0003511	TREG1_81420.1, TREG1_81420.2, TREG1_81420.3	Smp_018870.1
OG0003512	TREG1_114900.1	Smp_085520.1
OG0003513	TREG1_100590.1	Smp_313310.1
OG0003514	TREG1_50230.1	Smp_246030.1
OG0003515	TREG1_133480.1, TREG1_133480.2, TREG1_133480.3	Smp_033350.1
OG0003516	TREG1_68720.1, TREG1_68720.2, TREG1_68720.3	Smp_023270.1
OG0003517	TREG1_139760.1, TREG1_139770.1, TREG1_139780.3, TREG1_139780.2, TREG1_139780.1	Smp_346540.1
OG0003518	TREG1_119910.1	Smp_247790.1
OG0003519	TREG1_40070.1	Smp_068110.1
OG0003520	TREG1_79160.6, TREG1_79160.7, TREG1_79190.1, TREG1_79160.8	Smp_160000.1
OG0003521	TREG1_13930.1, TREG1_13930.2, TREG1_13930.3	Smp_061970.1
OG0003522	TREG1_96160.2, TREG1_96160.1, TREG1_96160.3	Smp_170690.1
OG0003523	TREG1_75110.1	Smp_212140.1
OG0003524	TREG1_85150.1	Smp_013360.2
OG0003525	TREG1_6510.1	Smp_198680.1, Smp_198680.2
OG0003526	TREG1_49360.1	Smp_200410.1
OG0003527	TREG1_107570.1	Smp_055760.1
OG0003528	TREG1_7430.1	Smp_015530.1
OG0003529	TREG1_56090.1	Smp_121320.1
OG0003530	TREG1_89450.1	Smp_138290.1
OG0003531	TREG1_8830.1, TREG1_8840.1	Smp_214290.1
OG0003532	TREG1_4340.1	Smp_043500.1, Smp_043500.2
OG0003533	TREG1_68380.1, TREG1_68380.2	Smp_345270.1
OG0003534	TREG1_125270.1, TREG1_125270.3, TREG1_125270.2	Smp_172210.1, Smp_172210.2, Smp_172210.3
OG0003535	TREG1_133220.1	Smp_097590.1
OG0003536	TREG1_86610.1	Smp_132350.1
OG0003537	TREG1_81790.1, TREG1_81790.2	Smp_167450.1
OG0003539	TREG1_100300.1, TREG1_100300.2	Smp_329600.1
OG0003540	TREG1_9780.2, TREG1_9780.3, TREG1_9780.1, TREG1_9780.4	Smp_093100.1, Smp_348830.1
OG0003541	TREG1_122000.1	Smp_074140.1
OG0003542	TREG1_89930.1	Smp_063390.1
OG0003543	TREG1_66100.1	Smp_046880.1
OG0003544	TREG1_69180.10, TREG1_69180.11, TREG1_69180.7, TREG1_69180.8, TREG1_69280.1, TREG1_69180.9	Smp_171280.1
OG0003545	TREG1_14880.1, TREG1_14880.2	Smp_076040.1
OG0003547	TREG1_19590.1, TREG1_19590.2	Smp_304870.1
OG0003548	TREG1_29280.1, TREG1_29210.1, TREG1_29290.1	Smp_345530.1
OG0003549	TREG1_124600.1	Smp_080730.1
OG0003550	TREG1_39790.1	Smp_246990.1
OG0003551	TREG1_89320.1	Smp_243210.1
OG0003552	TREG1_79050.1	Smp_307730.1, Smp_307730.2
OG0003553	TREG1_9750.1, TREG1_9750.2	Smp_346090.1
OG0003554	TREG1_94630.1	Smp_340030.1
OG0003555	TREG1_104700.1	Smp_334280.1
OG0003556	TREG1_83260.4, TREG1_83260.5, TREG1_83260.1, TREG1_83260.6, TREG1_83260.2, TREG1_83260.3	Smp_018550.1
OG0003557	TREG1_63890.1	Smp_021080.1
OG0003558	TREG1_80060.1	Smp_176490.1, Smp_176490.2
OG0003559	TREG1_113140.1, TREG1_113140.2	Smp_247640.1
OG0003560	TREG1_86370.1, TREG1_25230.1, TREG1_25230.2	Smp_341430.1
OG0003562	TREG1_88580.1, TREG1_88600.1, TREG1_88610.1	Smp_326300.1, Smp_308760.1, Smp_308750.1, Smp_308755.1
OG0003563	TREG1_78420.1	Smp_325690.1, Smp_325690.2, Smp_325700.1, Smp_331180.1, Smp_331150.1, Smp_333380.1
OG0003564	TREG1_55150.1, TREG1_55150.2	Smp_314730.1, Smp_315110.1
OG0003565	TREG1_33520.1	Smp_324050.1
OG0003566	TREG1_4980.3, TREG1_4980.4, TREG1_4980.1, TREG1_4980.5, TREG1_4980.2	Smp_166530.1
OG0003567	TREG1_23310.1, TREG1_23370.1	Smp_347620.1
OG0003568	TREG1_1230.1, TREG1_1230.2	Smp_153220.1
OG0003569	TREG1_8620.1, TREG1_8620.2	Smp_175090.1
OG0003571	TREG1_19230.2, TREG1_19230.3, TREG1_19230.4, TREG1_19230.6, TREG1_19190.1, TREG1_19210.1, TREG1_19220.1, TREG1_19230.5, TREG1_19230.1	Smp_322230.1, Smp_322230.2, Smp_342430.1
OG0003572	TREG1_91410.1	Smp_326580.1, Smp_326580.2, Smp_000390.1
OG0003577	TREG1_129580.1, TREG1_30900.1	Smp_135080.1
OG0003578	TREG1_131890.3, TREG1_131890.6, TREG1_131890.1, TREG1_131890.5, TREG1_131890.2, TREG1_131890.4, TREG1_131890.7, TREG1_131890.8, TREG1_131890.9	Smp_318320.1
OG0003579	TREG1_56860.1	Smp_121430.1
OG0003580	TREG1_16980.1, TREG1_16980.2, TREG1_16980.3, TREG1_16980.4, TREG1_16980.5	Smp_054340.1
OG0003581	TREG1_57440.1, TREG1_57440.2	Smp_169180.1
OG0003582	TREG1_79310.1, TREG1_79360.1	Smp_349410.1
OG0003583	TREG1_19130.1	Smp_242530.1, Smp_242530.2, Smp_242530.3
OG0003584	TREG1_85940.1, TREG1_85940.2	Smp_174780.1
OG0003585	TREG1_112380.1, TREG1_112360.1	Smp_321250.1
OG0003586	TREG1_35990.1	Smp_075870.1
OG0003587	TREG1_7880.1, TREG1_7880.2	Smp_165460.1
OG0003588	TREG1_22960.1, TREG1_22960.2, TREG1_22960.3, TREG1_22960.4, TREG1_22960.5	Smp_038965.1, Smp_038980.1
OG0003589	TREG1_100010.1	Smp_198190.1
OG0003590	TREG1_16780.1	Smp_006195.1, Smp_342170.1
OG0003591	TREG1_81670.1	Smp_124460.1
OG0003592	TREG1_102520.1	Smp_343130.1
OG0003593	TREG1_44620.1, TREG1_44620.2, TREG1_44620.3, TREG1_44620.4	Smp_114160.1
OG0003594	TREG1_27800.3, TREG1_27800.1, TREG1_27800.4, TREG1_27800.2	Smp_024360.1
OG0003595	TREG1_118070.1	Smp_166200.1
OG0003596	TREG1_66860.2, TREG1_66860.3, TREG1_66860.1, TREG1_66860.4	Smp_148400.1, Smp_148400.2
OG0003597	TREG1_98920.1	Smp_334160.1, Smp_334160.2
OG0003598	TREG1_51910.1	Smp_000050.1
OG0003599	TREG1_16580.1, TREG1_16580.4, TREG1_16580.2, TREG1_16580.3	Smp_157230.1
OG0003600	TREG1_4010.1, TREG1_4010.2, TREG1_4010.3	Smp_246330.1
OG0003601	TREG1_60150.1, TREG1_60130.1, TREG1_60120.1, TREG1_60140.1	Smp_097730.1
OG0003602	TREG1_85740.3, TREG1_85800.1, TREG1_85740.4	Smp_342670.1
OG0003603	TREG1_95720.1, TREG1_95720.2, TREG1_43440.1, TREG1_95720.3	Smp_248170.1
OG0003604	TREG1_13260.1	Smp_347210.1
OG0003605	TREG1_125180.1, TREG1_142720.1, TREG1_142720.2, TREG1_142720.3	Smp_060170.1
OG0003606	TREG1_43560.1	Smp_083150.1
OG0003607	TREG1_21000.1, TREG1_21000.2, TREG1_21000.5, TREG1_21000.3, TREG1_21000.4, TREG1_21000.6	Smp_159450.1
OG0003608	TREG1_44490.1	Smp_132620.1
OG0003609	TREG1_33380.1	Smp_159570.1
OG0003610	TREG1_124230.1, TREG1_49480.1	Smp_138890.3, Smp_138890.1, Smp_138890.2
OG0003611	TREG1_73500.1, TREG1_73520.1	Smp_043780.1
OG0003612	TREG1_84190.1, TREG1_84190.4, TREG1_84190.2, TREG1_84190.3	Smp_333520.1, Smp_167470.1
OG0003613	TREG1_90740.1	Smp_100110.1
OG0003614	TREG1_81740.1	Smp_004440.1
OG0003615	TREG1_41690.1, TREG1_41690.2	Smp_332550.1, Smp_332550.2
OG0003616	TREG1_13760.1	Smp_323920.1
OG0003617	TREG1_81300.1	Smp_246900.1
OG0003618	TREG1_58980.1	Smp_176430.1
OG0003619	TREG1_7320.1, TREG1_7320.2	Smp_079920.1
OG0003620	TREG1_71900.1	Smp_065290.1
OG0003621	TREG1_70810.1	Smp_145740.1
OG0003622	TREG1_99570.1	Smp_316800.1, Smp_102340.1
OG0003623	TREG1_61930.1	Smp_004170.1
OG0003624	TREG1_15210.4, TREG1_15210.5	Smp_017890.1
OG0003625	TREG1_122120.1, TREG1_122120.2	Smp_174690.1
OG0003626	TREG1_117980.1	Smp_081820.1
OG0003627	TREG1_116750.2, TREG1_116750.3, TREG1_116750.4, TREG1_116750.1	Smp_334630.1
OG0003629	TREG1_25480.1	Smp_053470.1
OG0003630	TREG1_45480.3, TREG1_45480.2, TREG1_45480.1	Smp_332470.1
OG0003631	TREG1_108280.1, TREG1_108290.1	Smp_055130.1
OG0003632	TREG1_89280.1, TREG1_89280.2	Smp_144450.1, Smp_144450.2
OG0003633	TREG1_75690.1, TREG1_75710.1, TREG1_75710.2	Smp_128750.1
OG0003634	TREG1_102600.1	Smp_343750.1
OG0003635	TREG1_106550.1	Smp_095650.1
OG0003636	TREG1_106800.1, TREG1_106800.2	Smp_336730.1
OG0003637	TREG1_91330.1	Smp_000320.1
OG0003638	TREG1_69680.1	Smp_245900.1
OG0003639	TREG1_69670.1, TREG1_69670.2	Smp_044810.1
OG0003640	TREG1_7380.1	Smp_245290.1
OG0003641	TREG1_100570.1, TREG1_100570.2	Smp_053640.1, Smp_053640.2
OG0003642	TREG1_75940.1	Smp_336050.1
OG0003643	TREG1_104850.1	Smp_168520.1
OG0003644	TREG1_20950.1, TREG1_20950.2, TREG1_20950.3, TREG1_20950.4, TREG1_20950.5, TREG1_20950.6, TREG1_20950.7, TREG1_20950.8, TREG1_20950.9	Smp_045730.1
OG0003645	TREG1_72240.1	Smp_213020.1
OG0003646	TREG1_67610.1	Smp_154830.1
OG0003647	TREG1_23250.1	Smp_244380.1
OG0003648	TREG1_2690.1, TREG1_2730.1	Smp_165840.1
OG0003649	TREG1_44770.1	Smp_160780.1
OG0003650	TREG1_24790.1	Smp_306180.1
OG0003651	TREG1_74590.1, TREG1_74590.2	Smp_001560.1
OG0003652	TREG1_70790.1	Smp_318800.1
OG0003653	TREG1_41300.1	Smp_213920.1, Smp_213930.1
OG0003654	TREG1_89670.1, TREG1_89650.1, TREG1_89660.1	Smp_138430.1
OG0003655	TREG1_49300.1, TREG1_49300.2, TREG1_49300.3	Smp_173180.1
OG0003656	TREG1_95260.1	Smp_036020.1, Smp_036020.2
OG0003657	TREG1_240.1	Smp_304220.1, Smp_304210.1
OG0003658	TREG1_94960.1	Smp_211060.1
OG0003659	TREG1_104360.1	Smp_165340.1
OG0003660	TREG1_100620.1, TREG1_100620.2, TREG1_100620.3, TREG1_100620.4	Smp_213750.1
OG0003661	TREG1_66680.2, TREG1_66680.1, TREG1_66680.3	Smp_146630.1
OG0003662	TREG1_34690.1, TREG1_34690.2, TREG1_34690.3, TREG1_34690.4, TREG1_34690.5	Smp_085910.1
OG0003663	TREG1_99290.1	Smp_241510.1
OG0003664	TREG1_72970.1, TREG1_72980.1	Smp_213220.1, Smp_213220.2, Smp_213230.1
OG0003665	TREG1_95040.1	Smp_146690.1
OG0003666	TREG1_79260.1	Smp_347290.1
OG0003667	TREG1_17310.1, TREG1_17310.2, TREG1_17310.3, TREG1_17310.4	Smp_060290.1
OG0003668	TREG1_64230.1	Smp_146400.2, Smp_146400.1
OG0003669	TREG1_77200.1, TREG1_77210.1	Smp_137720.1
OG0003670	TREG1_82910.2, TREG1_82910.3, TREG1_82950.1	Smp_181490.1
OG0003671	TREG1_98520.1	Smp_247810.1
OG0003672	TREG1_133920.1	Smp_140110.1
OG0003673	TREG1_123880.1	Smp_165720.1, Smp_165720.2
OG0003674	TREG1_53750.1, TREG1_53740.1	Smp_305430.1
OG0003675	TREG1_88650.1	Smp_340980.1, Smp_063380.1
OG0003676	TREG1_132200.1	Smp_140040.1, Smp_140040.2
OG0003677	TREG1_107670.1	Smp_344410.1
OG0003678	TREG1_50020.2, TREG1_50020.1, TREG1_50020.3	Smp_346630.1
OG0003679	TREG1_31180.1, TREG1_31180.2	Smp_131770.1, Smp_131770.2
OG0003680	TREG1_47500.1, TREG1_47500.2	Smp_083790.1
OG0003681	TREG1_120530.1	Smp_123280.1
OG0003682	TREG1_98850.1	Smp_043210.1
OG0003683	TREG1_20420.1, TREG1_20420.2, TREG1_20420.3, TREG1_20420.4	Smp_133800.1
OG0003684	TREG1_47060.1	Smp_034430.1
OG0003685	TREG1_54240.1, TREG1_54240.2	Smp_084600.1
OG0003686	TREG1_129270.1	Smp_147020.1
OG0003687	TREG1_142730.1, TREG1_125190.1, TREG1_125190.3, TREG1_142730.2, TREG1_142730.3, TREG1_142730.5, TREG1_125190.2, TREG1_142730.4	Smp_172240.1
OG0003688	TREG1_114100.1	Smp_101370.2, Smp_101370.1
OG0003689	TREG1_85540.1	Smp_106060.1
OG0003690	TREG1_77290.1, TREG1_77290.2	Smp_316380.1
OG0003691	TREG1_135130.1	Smp_031730.1
OG0003692	TREG1_52280.1, TREG1_52280.3, TREG1_52280.2	Smp_141680.1
OG0003693	TREG1_75530.1, TREG1_75530.2	Smp_012380.1
OG0003694	TREG1_31670.1, TREG1_31670.2, TREG1_31670.3	Smp_171070.1
OG0003695	TREG1_89100.1	Smp_336330.1
OG0003696	TREG1_99530.1	Smp_176100.1, Smp_176100.2
OG0003697	TREG1_12540.1, TREG1_12530.1	Smp_342820.1
OG0003698	TREG1_55460.1	Smp_344520.1
OG0003699	TREG1_53930.1	Smp_033680.1
OG0003700	TREG1_62150.1	Smp_131700.1
OG0003701	TREG1_111180.4, TREG1_111180.3, TREG1_111180.1, TREG1_111180.2	Smp_337370.1
OG0003702	TREG1_27740.1, TREG1_26400.1, TREG1_26400.2, TREG1_75980.1, TREG1_57730.1, TREG1_57730.2, TREG1_26370.1, TREG1_26370.2, TREG1_26390.1, TREG1_26390.2	Smp_342600.1
OG0003703	TREG1_18030.1	Smp_305875.1, Smp_305875.2
OG0003704	TREG1_54000.1, TREG1_98930.1	Smp_093580.1
OG0003705	TREG1_50720.1	Smp_118220.1
OG0003706	TREG1_129570.1, TREG1_129570.2	Smp_098450.1
OG0003708	TREG1_88210.6, TREG1_88210.1, TREG1_88210.2, TREG1_88210.4, TREG1_88210.8, TREG1_88210.3, TREG1_88210.7, TREG1_88210.5	Smp_162620.1
OG0003709	TREG1_11490.1	Smp_176200.1
OG0003710	TREG1_44580.1	Smp_347110.1
OG0003711	TREG1_88430.1	Smp_000660.1
OG0003712	TREG1_16750.1	Smp_037400.1, Smp_037400.2
OG0003713	TREG1_120300.1	Smp_091740.1, Smp_091740.2
OG0003714	TREG1_119350.1	Smp_343490.1, Smp_331540.1
OG0003715	TREG1_31580.1, TREG1_31580.2	Smp_213720.1
OG0003716	TREG1_133570.1	Smp_127620.1
OG0003717	TREG1_105640.1	Smp_150080.3, Smp_150080.2, Smp_150080.1
OG0003718	TREG1_106180.1	Smp_042390.1
OG0003719	TREG1_69790.1	Smp_129640.1
OG0003720	TREG1_88280.1, TREG1_88280.2, TREG1_88280.3, TREG1_88280.4	Smp_066330.1
OG0003721	TREG1_128280.1	Smp_127080.1
OG0003722	TREG1_128290.1	Smp_317700.1, Smp_342300.1
OG0003723	TREG1_132220.1, TREG1_132220.3, TREG1_132220.2	Smp_130270.2, Smp_130270.1, Smp_130270.3
OG0003724	TREG1_15060.1, TREG1_15060.2, TREG1_15060.4, TREG1_15060.5, TREG1_15060.6, TREG1_15060.7, TREG1_15060.8, TREG1_15060.3	Smp_076010.1
OG0003725	TREG1_18500.5, TREG1_18500.1, TREG1_18500.2, TREG1_18500.3, TREG1_18500.4	Smp_067540.1
OG0003726	TREG1_71220.1, TREG1_71220.2	Smp_047620.1
OG0003727	TREG1_47260.1, TREG1_47260.2	Smp_178710.1
OG0003728	TREG1_22170.1	Smp_032320.2
OG0003729	TREG1_11630.10, TREG1_11630.9, TREG1_11630.11, TREG1_11630.2, TREG1_11630.3, TREG1_11630.4, TREG1_11630.5, TREG1_11630.7, TREG1_11630.6, TREG1_11630.1, TREG1_11630.8	Smp_011860.1
