Orthogroup	schistosoma_japonicum	schistosoma_mattheei
OG0003723	EWB00_007414.1, EWB00_007414.2	SMTH1_103090.1
OG0003724	EWB00_010352	SMTH1_21580.1
OG0003725	EWB00_006327.2, EWB00_006327.1	SMTH1_6450.1
OG0003726	EWB00_008109	SMTH1_60560.2, SMTH1_60560.3, SMTH1_60560.1
OG0003727	EWB00_000633.1, EWB00_000633.2	SMTH1_32180.1
OG0003728	EWB00_010342.2	SMTH1_22210.1
OG0003730	EWB00_003610	SMTH1_55690.1
OG0003731	EWB00_008961.1, EWB00_008961.3, EWB00_008961.2	SMTH1_91880.1, SMTH1_91890.1, SMTH1_91900.1
OG0003732	EWB00_000133.1, EWB00_000133.2, EWB00_000133.3, EWB00_000133.4	SMTH1_90240.1, SMTH1_90240.3, SMTH1_90240.2
OG0003733	EWB00_007797.1, EWB00_007797.2	SMTH1_8230.1, SMTH1_8230.2
OG0003734	EWB00_009076	SMTH1_4260.1
OG0003735	EWB00_006333.1, EWB00_006333.4, EWB00_006333.5, EWB00_006333.2, EWB00_006333.3	SMTH1_5800.1
OG0003736	EWB00_010074	SMTH1_76800.1
OG0003737	EWB00_010248.1, EWB00_010248.2	SMTH1_1560.1, SMTH1_1550.1
OG0003738	EWB00_001567	SMTH1_48780.1, SMTH1_48780.2
OG0003739	EWB00_007591	SMTH1_55640.1, SMTH1_55650.1
OG0003740	EWB00_005007.3, EWB00_005007.2, EWB00_005007.1	SMTH1_29840.1
OG0003741	EWB00_005392.1, EWB00_005392.2	SMTH1_59560.1
OG0003742	EWB00_000513	SMTH1_65920.1, SMTH1_65930.1
OG0003743	EWB00_010440, EWB00_010441	SMTH1_71150.1, SMTH1_71150.2, SMTH1_71150.3, SMTH1_71150.4
OG0003744	EWB00_004619.3, EWB00_004619.1, EWB00_004619.2	SMTH1_34840.3, SMTH1_34840.2, SMTH1_34840.1
OG0003745	EWB00_010112	SMTH1_34240.1
OG0003746	EWB00_000871.1, EWB00_000871.2	SMTH1_4140.1, SMTH1_4140.2
OG0003747	EWB00_001123	SMTH1_27480.4, SMTH1_27480.1, SMTH1_27480.2, SMTH1_27480.3
OG0003748	EWB00_001647	SMTH1_3980.1
OG0003749	EWB00_010787	SMTH1_23860.1, SMTH1_23860.2
OG0003750	EWB00_002265	SMTH1_88520.1, SMTH1_88520.2, SMTH1_88520.4, SMTH1_88520.3
OG0003752	EWB00_007860	SMTH1_38180.1
OG0003753	EWB00_003508	SMTH1_24040.1
OG0003755	EWB00_007204	SMTH1_2770.1
OG0003756	EWB00_001962.4, EWB00_001962.2, EWB00_001962.1, EWB00_001962.3, EWB00_001962.5	SMTH1_100890.1
OG0003757	EWB00_008546	SMTH1_46190.1, SMTH1_46200.1
OG0003758	EWB00_002116	SMTH1_36480.1
OG0003759	EWB00_009771	SMTH1_75930.1, SMTH1_75930.2
OG0003760	EWB00_008394	SMTH1_46480.1
OG0003762	EWB00_003051.2, EWB00_003051.4, EWB00_003051.3, EWB00_003051.1	SMTH1_98090.1, SMTH1_98080.1
OG0003763	EWB00_007661.1, EWB00_007661.2	SMTH1_46050.1
OG0003764	EWB00_006199	SMTH1_43470.1, SMTH1_43470.2
OG0003765	EWB00_003452	SMTH1_13350.1, SMTH1_13350.2, SMTH1_13350.4, SMTH1_13350.3, SMTH1_13350.5, SMTH1_13350.6
OG0003766	EWB00_002536	SMTH1_52010.1
OG0003767	EWB00_007964	SMTH1_66880.1
OG0003768	EWB00_003836	SMTH1_2220.1, SMTH1_2220.2, SMTH1_2220.3
OG0003769	EWB00_004212	SMTH1_27770.1, SMTH1_27770.2
OG0003770	EWB00_009719.1, EWB00_009719.2	SMTH1_78250.1
OG0003771	EWB00_008526	SMTH1_7660.1, SMTH1_7650.1
OG0003772	EWB00_010730	SMTH1_53790.1, SMTH1_53780.1
OG0003773	EWB00_009865.3, EWB00_009865.1, EWB00_009865.2, EWB00_009865.4	SMTH1_97960.1
OG0003774	EWB00_002713.1, EWB00_002713.2	SMTH1_80470.1
OG0003775	EWB00_009519.1, EWB00_009519.3, EWB00_009519.2, EWB00_009519.4, EWB00_009519.5	SMTH1_78760.1
OG0003776	EWB00_002092.1, EWB00_002092.2	SMTH1_8780.1
OG0003778	EWB00_007416	SMTH1_103070.1
OG0003779	EWB00_004116.1, EWB00_004116.2	SMTH1_15220.1, SMTH1_15230.1
OG0003780	EWB00_009799.1, EWB00_009799.3, EWB00_009799.2	SMTH1_74070.1, SMTH1_74070.3, SMTH1_74070.4, SMTH1_74070.2
OG0003781	EWB00_003736.1, EWB00_003736.2, EWB00_003736.4, EWB00_003736.3	SMTH1_29060.1, SMTH1_29060.2
OG0003782	EWB00_004431	SMTH1_56230.1
OG0003783	EWB00_000185	SMTH1_51380.1, SMTH1_51380.2
OG0003784	EWB00_000199.2, EWB00_000199.1, EWB00_000199.3	SMTH1_51510.1
OG0003785	EWB00_008287.1, EWB00_008287.2	SMTH1_49900.1, SMTH1_49910.1
OG0003786	EWB00_010409, EWB00_010408	SMTH1_70790.1, SMTH1_70790.2, SMTH1_70790.4, SMTH1_70790.6, SMTH1_70790.7, SMTH1_70790.8, SMTH1_70790.9, SMTH1_70790.3, SMTH1_70790.5
OG0003787	EWB00_006417.1, EWB00_006417.2	SMTH1_23200.1
OG0003788	EWB00_002741	SMTH1_79470.1
OG0003789	EWB00_008710.2, EWB00_008710.1, EWB00_008710.3	SMTH1_9070.1
OG0003790	EWB00_006033	SMTH1_33030.1
OG0003791	EWB00_004056.1, EWB00_004056.3, EWB00_004056.2	SMTH1_51690.1
OG0003792	EWB00_003807, EWB00_003805	SMTH1_61600.1
OG0003793	EWB00_002530.1, EWB00_002530.2	SMTH1_51930.1, SMTH1_51930.2
OG0003794	EWB00_009010.1, EWB00_009010.2, EWB00_009010.3	SMTH1_95020.1
OG0003795	EWB00_010203	SMTH1_280.1
OG0003796	EWB00_010486	SMTH1_72860.1, SMTH1_72860.2
OG0003797	EWB00_007171	SMTH1_84260.3, SMTH1_84260.2, SMTH1_84260.1
OG0003799	EWB00_000150.1, EWB00_000150.2, EWB00_000150.3	SMTH1_90080.1, SMTH1_90070.1
OG0003800	EWB00_007097	SMTH1_25970.1
OG0003801	EWB00_010684.1, EWB00_010684.2, EWB00_010684.3	SMTH1_59260.1, SMTH1_59260.3, SMTH1_59260.2
OG0003802	EWB00_001220	SMTH1_87120.2, SMTH1_87120.1
OG0003803	EWB00_009246.2, EWB00_009246.3, EWB00_009246.4, EWB00_009246.1, EWB00_009246.6, EWB00_009246.5	SMTH1_11340.1
OG0003804	EWB00_006457.1, EWB00_006457.2	SMTH1_17170.1
OG0003805	EWB00_005679	SMTH1_1170.1
OG0003806	EWB00_004442.1, EWB00_004442.2, EWB00_004443	SMTH1_8930.1
OG0003807	EWB00_005612.1, EWB00_005612.2, EWB00_005612.3	SMTH1_40930.1
OG0003808	EWB00_002275	SMTH1_88430.1
OG0003809	EWB00_000951	SMTH1_78630.1, SMTH1_78650.1
OG0003811	EWB00_005012.1, EWB00_005012.2, EWB00_005012.3, EWB00_005012.4	SMTH1_29770.1, SMTH1_29770.2
OG0003812	EWB00_005241.1, EWB00_005241.2, EWB00_005241.3	SMTH1_27650.1, SMTH1_27660.1
OG0003814	EWB00_001506.2, EWB00_001506.1, EWB00_001506.3	SMTH1_91350.1
OG0003815	EWB00_011390.1, EWB00_011390.2	SMTH1_98900.1
OG0003816	EWB00_005172	SMTH1_66230.1, SMTH1_66230.2, SMTH1_66230.3
OG0003817	EWB00_011260.3, EWB00_011260.2, EWB00_011260.1	SMTH1_66960.1
OG0003818	EWB00_006079.2, EWB00_006079.1, EWB00_006079.3	SMTH1_33740.1, SMTH1_33750.1, SMTH1_33730.1
OG0003819	EWB00_003354.1, EWB00_003354.2	SMTH1_30960.1, SMTH1_30950.1
OG0003820	EWB00_007665	SMTH1_46000.1, SMTH1_46300.1, SMTH1_46310.1
OG0003821	EWB00_008953.1, EWB00_008953.2	SMTH1_13440.2, SMTH1_13440.1, SMTH1_13440.3, SMTH1_13440.4
OG0003822	EWB00_005887.1, EWB00_005887.3	SMTH1_103660.1, SMTH1_103660.2, SMTH1_103660.3
OG0003827	EWB00_006016	SMTH1_33190.1, SMTH1_33200.1
OG0003828	EWB00_009130, EWB00_009129	SMTH1_41040.1, SMTH1_41050.1
OG0003829	EWB00_008674.1, EWB00_008674.2	SMTH1_8160.1, SMTH1_8160.3, SMTH1_8160.2
OG0003830	EWB00_004192.1, EWB00_004192.2	SMTH1_12660.1, SMTH1_12660.3
OG0003831	EWB00_009510	SMTH1_106100.1
OG0003832	EWB00_004787	SMTH1_106060.1
OG0003833	EWB00_004886	SMTH1_50020.1
OG0003834	EWB00_008633, EWB00_008632	SMTH1_3600.1, SMTH1_3600.2
OG0003835	EWB00_010282.1, EWB00_010282.3, EWB00_010282.2	SMTH1_17600.1
OG0003836	EWB00_006020.1, EWB00_006020.2	SMTH1_33170.1
OG0003837	EWB00_003928.1, EWB00_003928.2	SMTH1_44850.1
OG0003838	EWB00_003701.1, EWB00_003701.2, EWB00_003701.3	SMTH1_15640.1
OG0003839	EWB00_002192, EWB00_002193	SMTH1_13290.1, SMTH1_13280.1, SMTH1_13280.2
OG0003840	EWB00_007664	SMTH1_46280.1, SMTH1_46320.1
OG0003841	EWB00_004393	SMTH1_42360.1, SMTH1_42360.2
OG0003842	EWB00_005988	SMTH1_33510.2, SMTH1_33510.1
OG0003843	EWB00_008834.1, EWB00_008834.2	SMTH1_9370.1
OG0003844	EWB00_002130.1, EWB00_002130.2	SMTH1_36610.1, SMTH1_36620.1
OG0003845	EWB00_008313	SMTH1_102110.1
OG0003846	EWB00_000107	SMTH1_5290.1, SMTH1_5290.2
OG0003847	EWB00_011158	SMTH1_68540.1
OG0003848	EWB00_004934	SMTH1_94940.1, SMTH1_94940.2, SMTH1_94940.3
OG0003849	EWB00_010310	SMTH1_21800.1
OG0003850	EWB00_007943	SMTH1_32690.1
OG0003851	EWB00_000395.1, EWB00_000395.2	SMTH1_69910.1
OG0003852	EWB00_005883, EWB00_005884, EWB00_005882, EWB00_005881	SMTH1_103700.1, SMTH1_103710.1, SMTH1_103710.2
OG0003853	EWB00_006670	SMTH1_106710.2, SMTH1_106710.1, SMTH1_106710.3
OG0003854	EWB00_009805	SMTH1_74010.1
OG0003855	EWB00_007977.2, EWB00_007977.1, EWB00_007977.3	SMTH1_48590.1
OG0003856	EWB00_001328	SMTH1_94530.1
OG0003857	EWB00_009551.1, EWB00_009551.2, EWB00_009551.3, EWB00_009551.4, EWB00_009551.5	SMTH1_42770.1
OG0003858	EWB00_005924	SMTH1_36040.1, SMTH1_36040.2, SMTH1_36040.3
OG0003859	EWB00_007124	SMTH1_70340.1, SMTH1_70340.2, SMTH1_70340.3
OG0003860	EWB00_006202.1, EWB00_006202.2	SMTH1_43400.3, SMTH1_43400.2, SMTH1_43400.4, SMTH1_43400.1
OG0003861	EWB00_007710	SMTH1_41680.1
OG0003863	EWB00_007564.1	SMTH1_25220.1, SMTH1_25220.2
OG0003865	EWB00_005866.1, EWB00_005866.3, EWB00_005866.2	SMTH1_103860.1
OG0003866	EWB00_003913.1, EWB00_003913.4, EWB00_003913.2, EWB00_003913.3	SMTH1_45030.1, SMTH1_45030.2
OG0003867	EWB00_006888.1, EWB00_006888.4, EWB00_006888.2, EWB00_006888.3	SMTH1_52820.2, SMTH1_52820.1
OG0003868	EWB00_011354.1, EWB00_011354.2, EWB00_011354.3	SMTH1_67860.1
OG0003869	EWB00_008395.3, EWB00_008395.2, EWB00_008395.1	SMTH1_46470.1
OG0003870	EWB00_006041.1, EWB00_006041.2, EWB00_006041.3	SMTH1_103610.1
OG0003871	EWB00_002874	SMTH1_33900.1
OG0003872	EWB00_003568	SMTH1_62710.1
OG0003873	EWB00_008775	SMTH1_91170.1, SMTH1_91160.1
OG0003875	EWB00_007096	SMTH1_25980.1
OG0003876	EWB00_006152.1, EWB00_006152.2	SMTH1_44020.1
OG0003877	EWB00_009177.1, EWB00_009177.2	SMTH1_69200.1, SMTH1_69200.2
OG0003878	EWB00_009178	SMTH1_69210.1, SMTH1_69220.1, SMTH1_69220.2, SMTH1_69220.3
OG0003879	EWB00_003492	SMTH1_89530.1
OG0003880	EWB00_002066	SMTH1_100780.1
OG0003881	EWB00_011332.1, EWB00_011332.3, EWB00_011332.2	SMTH1_67650.1
OG0003882	EWB00_005868.1, EWB00_005868.2	SMTH1_103850.1
OG0003883	EWB00_011321.2, EWB00_011321.1, EWB00_011321.3	SMTH1_67570.1
OG0003884	EWB00_006990.1, EWB00_006990.2, EWB00_006990.3, EWB00_006990.4, EWB00_006990.5	SMTH1_26940.1, SMTH1_26940.2
OG0003885	EWB00_006914.3, EWB00_006914.1, EWB00_006914.2	SMTH1_96210.1
OG0003886	EWB00_004392	SMTH1_42390.1, SMTH1_42380.1
OG0003887	EWB00_003045	SMTH1_98020.1
OG0003888	EWB00_005898, EWB00_005075.1, EWB00_005075.2	SMTH1_100480.1, SMTH1_100470.1
OG0003889	EWB00_007147.1, EWB00_007147.2	SMTH1_84060.1
OG0003890	EWB00_006435	SMTH1_23020.1
OG0003891	EWB00_003704.1, EWB00_003704.2	SMTH1_15670.1
OG0003892	EWB00_004872	SMTH1_97930.1, SMTH1_97930.2
OG0003894	EWB00_008446.1, EWB00_008446.3, EWB00_008446.2, EWB00_008446.4, EWB00_008446.5	SMTH1_13130.2, SMTH1_13130.1
OG0003895	EWB00_006795.1, EWB00_006795.2	SMTH1_58380.1
OG0003896	EWB00_010655.1, EWB00_010655.2	SMTH1_58920.1, SMTH1_58920.2
OG0003897	EWB00_009154.3, EWB00_009154.1, EWB00_009154.2	SMTH1_32530.1
OG0003899	EWB00_006793	SMTH1_58400.1, SMTH1_58410.1
OG0003900	EWB00_008548	SMTH1_76320.1, SMTH1_76310.1
OG0003902	EWB00_000314	SMTH1_97570.1
OG0003903	EWB00_008924	SMTH1_76120.1
OG0003904	EWB00_006255.1, EWB00_006255.2	SMTH1_75400.1
OG0003905	EWB00_000552, EWB00_000553	SMTH1_104910.1
OG0003907	EWB00_003598.1, EWB00_003598.2, EWB00_003598.3	SMTH1_420.1, SMTH1_420.2, SMTH1_420.3
OG0003908	EWB00_008568	SMTH1_24740.1, SMTH1_24750.1
OG0003909	EWB00_004282.1	SMTH1_39990.1
OG0003910	EWB00_001202.1, EWB00_001202.2, EWB00_001202.4, EWB00_001202.3	SMTH1_62390.1, SMTH1_62390.2
OG0003911	EWB00_007991.1, EWB00_007991.2, EWB00_007991.4, EWB00_007991.3	SMTH1_45690.1
OG0003912	EWB00_002288.1, EWB00_002288.2	SMTH1_88340.1, SMTH1_88340.2
OG0003913	EWB00_002901.1, EWB00_002901.2	SMTH1_34190.1
OG0003914	EWB00_009669, EWB00_002785	SMTH1_77090.1, SMTH1_77100.1
OG0003915	EWB00_000528	SMTH1_77110.1
OG0003917	EWB00_004210.1, EWB00_004210.2, EWB00_010603	SMTH1_16090.1, SMTH1_16090.2, SMTH1_16090.3
OG0003918	EWB00_003606.1, EWB00_003606.2	SMTH1_55740.1, SMTH1_55740.2
OG0003919	EWB00_001779.2, EWB00_001779.4, EWB00_001779.1, EWB00_001779.3	SMTH1_37910.1
OG0003920	EWB00_007634, EWB00_007633	SMTH1_18550.1
OG0003921	EWB00_003667.1, EWB00_003667.2, EWB00_003667.3	SMTH1_77610.1
OG0003922	EWB00_006247	SMTH1_75320.1
OG0003923	EWB00_001116.1, EWB00_001116.2	SMTH1_27400.1, SMTH1_27400.2
OG0003924	EWB00_001207.2, EWB00_001207.1, EWB00_001207.3	SMTH1_62340.1
OG0003925	EWB00_010627.1, EWB00_010627.2	SMTH1_58700.2, SMTH1_58700.4, SMTH1_58700.1, SMTH1_58700.3
OG0003926	EWB00_000258	SMTH1_28160.1
OG0003927	EWB00_008556	SMTH1_76390.1
OG0003928	EWB00_007987	SMTH1_45660.1
OG0003929	EWB00_009265.1, EWB00_009265.2	SMTH1_50800.1, SMTH1_50800.2, SMTH1_50800.3
OG0003930	EWB00_003472.1, EWB00_003472.2	SMTH1_89330.1
OG0003931	EWB00_010615.1, EWB00_010615.3, EWB00_010615.2	SMTH1_58780.1
OG0003932	EWB00_004188.1, EWB00_004188.2	SMTH1_16410.1, SMTH1_16410.2
OG0003933	EWB00_000008, EWB00_009721	SMTH1_50040.1
OG0003934	EWB00_003596.2, EWB00_003596.1, EWB00_003596.3	SMTH1_440.1
OG0003935	EWB00_004206.3, EWB00_004206.1, EWB00_004206.2	SMTH1_16030.1
OG0003936	EWB00_005910	SMTH1_7580.1
OG0003937	EWB00_010776	SMTH1_53250.1, SMTH1_53240.1
OG0003938	EWB00_006624	SMTH1_81210.1, SMTH1_81220.1
OG0003939	EWB00_004488.1, EWB00_004488.3, EWB00_004488.2	SMTH1_93750.1, SMTH1_93750.2, SMTH1_93750.3
OG0003940	EWB00_010014	SMTH1_14400.1
OG0003941	EWB00_004841	SMTH1_4900.1
OG0003941	EWB00_004842	SMTH1_4910.1
OG0003942	EWB00_003638.1, EWB00_003638.2	SMTH1_51180.1, SMTH1_51190.1
OG0003943	EWB00_004051	SMTH1_51750.1
OG0003944	EWB00_004052	SMTH1_51740.1
OG0003945	EWB00_007531	SMTH1_97180.1, SMTH1_97190.1
OG0003946	EWB00_001125, EWB00_001124	SMTH1_27490.1
OG0003947	EWB00_007816	SMTH1_45300.1, SMTH1_45310.1
OG0003948	EWB00_005142	SMTH1_63010.1, SMTH1_63030.1, SMTH1_63000.1
OG0003949	EWB00_008117.1, EWB00_008117.2, EWB00_008117.3	SMTH1_60330.1
OG0003950	EWB00_008455	SMTH1_7430.1
OG0003951	EWB00_008072	SMTH1_54320.1, SMTH1_54330.1
OG0003952	EWB00_001856.1, EWB00_001856.2	SMTH1_100150.1
OG0003953	EWB00_006729.1, EWB00_006729.4, EWB00_006729.2, EWB00_006729.3, EWB00_006729.5	SMTH1_91210.1
OG0003954	EWB00_011100, EWB00_011099	SMTH1_67940.1, SMTH1_67980.1, SMTH1_67970.1
OG0003955	EWB00_007597	SMTH1_55580.1
OG0003956	EWB00_000398.2, EWB00_000398.1, EWB00_000398.3, EWB00_000398.4	SMTH1_69870.1
OG0003958	EWB00_004101.2, EWB00_004101.5, EWB00_004101.6, EWB00_004101.1, EWB00_004101.3, EWB00_004101.4	SMTH1_28680.1
OG0003959	EWB00_004638	SMTH1_13230.1, SMTH1_13230.2, SMTH1_13230.3
OG0003960	EWB00_006515.1, EWB00_006515.2	SMTH1_57520.1
OG0003961	EWB00_008772	SMTH1_79590.1
OG0003962	EWB00_005979	SMTH1_33650.3, SMTH1_33650.1, SMTH1_33650.2
OG0003963	EWB00_008819	SMTH1_21230.1
OG0003965	EWB00_010883.1, EWB00_010883.2	SMTH1_30380.1, SMTH1_30380.2, SMTH1_30390.1, SMTH1_30390.2
OG0003966	EWB00_008837.1	SMTH1_9300.1
OG0003967	EWB00_002798	SMTH1_47200.1, SMTH1_47210.1, SMTH1_47190.1, SMTH1_47220.1
OG0003968	EWB00_007339.1, EWB00_007339.2, EWB00_007339.3, EWB00_007339.4, EWB00_007339.5	SMTH1_3890.1, SMTH1_3890.2, SMTH1_3890.3, SMTH1_3890.4
OG0003969	EWB00_008405, EWB00_008406	SMTH1_93160.1, SMTH1_93150.1
OG0003970	EWB00_000376	SMTH1_102550.1
OG0003971	EWB00_009792	SMTH1_70010.1
OG0003972	EWB00_007469.1, EWB00_007469.5, EWB00_007469.4, EWB00_007469.2, EWB00_007469.3, EWB00_007469.6	SMTH1_34700.1
OG0003973	EWB00_000005	SMTH1_106800.1, SMTH1_106800.2
OG0003974	EWB00_005369	SMTH1_59850.1, SMTH1_59850.2
OG0003975	EWB00_006211.1, EWB00_006211.2	SMTH1_43280.1, SMTH1_43270.1
OG0003976	EWB00_004231	SMTH1_28000.1, SMTH1_28000.2
OG0003977	EWB00_005387.1, EWB00_005387.2	SMTH1_59620.1
OG0003978	EWB00_010706.1, EWB00_010706.3, EWB00_010706.2, EWB00_010706.4	SMTH1_54070.1, SMTH1_54070.2
OG0003979	EWB00_003707.1, EWB00_003707.2	SMTH1_15700.1, SMTH1_15700.2
OG0003980	EWB00_007431	SMTH1_102960.3, SMTH1_102960.1, SMTH1_102960.2
OG0003981	EWB00_007090.1	SMTH1_26040.1
OG0003982	EWB00_010445.1, EWB00_010445.2	SMTH1_73150.1
OG0003983	EWB00_011334.1, EWB00_011334.2	SMTH1_67670.1
OG0003985	EWB00_010488.3, EWB00_010488.4, EWB00_010488.1, EWB00_010488.2	SMTH1_72820.1
OG0003986	EWB00_010398	SMTH1_73330.1
OG0003987	EWB00_005816, EWB00_009505	SMTH1_8960.1, SMTH1_8960.2
OG0003988	EWB00_007702	SMTH1_41810.1
OG0003989	EWB00_010031	SMTH1_65090.1
OG0003990	EWB00_008743.1, EWB00_008743.2	SMTH1_54820.1
OG0003991	EWB00_004166	SMTH1_16540.1
OG0003992	EWB00_004622.4, EWB00_004622.1, EWB00_004622.3, EWB00_004622.2	SMTH1_34820.1, SMTH1_34820.2
OG0003993	EWB00_010970	SMTH1_84800.1, SMTH1_84810.1
OG0003994	EWB00_001578.1, EWB00_001578.2	SMTH1_45750.1
OG0003995	EWB00_003271.1, EWB00_003271.2	SMTH1_97710.1, SMTH1_97710.2
OG0003996	EWB00_008121.3, EWB00_008121.1, EWB00_008121.2	SMTH1_60300.1
OG0003998	EWB00_009366.1, EWB00_009366.2	SMTH1_16220.1, SMTH1_16230.1
OG0003999	EWB00_008563.1, EWB00_008563.2	SMTH1_24790.1
OG0004000	EWB00_009870.1, EWB00_009870.3, EWB00_009870.2	SMTH1_71900.2, SMTH1_71900.7, SMTH1_71900.4, SMTH1_71900.1, SMTH1_71900.3, SMTH1_71900.5, SMTH1_71900.6
OG0004001	EWB00_002548.3, EWB00_002548.1, EWB00_002548.2	SMTH1_52120.1, SMTH1_52120.2, SMTH1_52120.3
OG0004002	EWB00_010964	SMTH1_84730.1, SMTH1_84730.2
OG0004003	EWB00_002134	SMTH1_36680.1, SMTH1_36680.2
OG0004004	EWB00_008657	SMTH1_77740.1
OG0004005	EWB00_003143.2, EWB00_003143.3, EWB00_003143.5, EWB00_003143.4	SMTH1_42220.1
OG0004006	EWB00_005972.1, EWB00_005972.2, EWB00_005972.3	SMTH1_36440.1, SMTH1_36440.2
OG0004007	EWB00_002738.1, EWB00_002738.2	SMTH1_79410.1, SMTH1_79400.1
OG0004008	EWB00_000280.1, EWB00_000280.2	SMTH1_28340.1, SMTH1_28340.2
OG0004010	EWB00_007550.1, EWB00_007550.2	SMTH1_25460.1
OG0004011	EWB00_001416	SMTH1_86010.1
OG0004012	EWB00_005377	SMTH1_59740.1
OG0004012	EWB00_005376	SMTH1_59730.1
OG0004013	EWB00_010472	SMTH1_72960.1, SMTH1_72960.3, SMTH1_72960.2
OG0004014	EWB00_001659.1, EWB00_001659.2	SMTH1_94240.1
OG0004015	EWB00_008942.1, EWB00_008942.2	SMTH1_104770.1
OG0004016	EWB00_005644	SMTH1_1780.1
OG0004018	EWB00_006915	SMTH1_96190.1
OG0004019	EWB00_009268.1, EWB00_009268.2, EWB00_009268.3	SMTH1_96860.1, SMTH1_96850.1
OG0004021	EWB00_011391.1, EWB00_011391.2	SMTH1_98890.1
OG0004022	EWB00_009287.1, EWB00_009287.2, EWB00_009287.3, EWB00_009287.4, EWB00_009287.5, EWB00_009287.6, EWB00_009287.7	SMTH1_98380.1, SMTH1_98380.2
OG0004023	EWB00_011261.1, EWB00_011261.2	SMTH1_66970.1
OG0004024	EWB00_008002	SMTH1_1400.1, SMTH1_1400.2
OG0004025	EWB00_003510	SMTH1_24050.1, SMTH1_24050.2
OG0004026	EWB00_009538	SMTH1_42920.3, SMTH1_42920.2, SMTH1_42920.1, SMTH1_42920.4, SMTH1_42920.5, SMTH1_42920.6
OG0004027	EWB00_011023	SMTH1_85300.1
OG0004028	EWB00_009204	SMTH1_45730.1
OG0004029	EWB00_001618.1, EWB00_001618.2	SMTH1_77530.1
OG0004030	EWB00_005474.1, EWB00_005474.3, EWB00_005474.4, EWB00_005474.2	SMTH1_20590.1
OG0004031	EWB00_005920	SMTH1_36070.1, SMTH1_36070.2
OG0004032	EWB00_009395	SMTH1_15940.1
OG0004033	EWB00_003914	SMTH1_44950.1, SMTH1_44950.3, SMTH1_44950.2, SMTH1_44950.4
OG0004034	EWB00_008582	SMTH1_101870.1
OG0004035	EWB00_001972	SMTH1_98640.1, SMTH1_98640.3, SMTH1_98640.2
OG0004036	EWB00_003139	SMTH1_42260.1, SMTH1_42260.2
OG0004037	EWB00_003585	SMTH1_980.1
OG0004038	EWB00_010720.1, EWB00_010720.2	SMTH1_53930.1, SMTH1_53930.2
OG0004039	EWB00_003882, EWB00_009947	SMTH1_77940.1
OG0004040	EWB00_005409	SMTH1_59430.1, SMTH1_59430.2
OG0004041	EWB00_004717.2, EWB00_004717.1	SMTH1_46270.1
OG0004042	EWB00_009809.1, EWB00_009809.2	SMTH1_73970.1, SMTH1_73970.2
OG0004043	EWB00_001510.1, EWB00_001510.2	SMTH1_9540.1, SMTH1_9540.2, SMTH1_9540.3
OG0004044	EWB00_007544.1, EWB00_007544.3, EWB00_007544.2	SMTH1_25530.1
OG0004045	EWB00_010195.1, EWB00_010195.2	SMTH1_360.1, SMTH1_360.2
OG0004046	EWB00_009476.1, EWB00_009476.2, EWB00_009476.3	SMTH1_11810.1, SMTH1_11810.2, SMTH1_11810.3, SMTH1_11810.4, SMTH1_11810.5, SMTH1_11810.6
OG0004048	EWB00_011272.1, EWB00_011272.3, EWB00_011272.2, EWB00_011272.4	SMTH1_67030.1
OG0004049	EWB00_000570	SMTH1_105060.1
OG0004050	EWB00_004578.1, EWB00_004578.2, EWB00_004578.3, EWB00_004578.5, EWB00_004578.4	SMTH1_86650.1
OG0004051	EWB00_008864	SMTH1_70680.1, SMTH1_70680.2, SMTH1_70680.3
OG0004052	EWB00_005178.1, EWB00_005178.2	SMTH1_64830.3, SMTH1_64830.4, SMTH1_64830.2, SMTH1_64830.1
OG0004053	EWB00_011405.1, EWB00_011405.2	SMTH1_98760.1, SMTH1_98760.2
OG0004054	EWB00_001591.3, EWB00_001591.1, EWB00_001591.2	SMTH1_79540.1
OG0004055	EWB00_009413	SMTH1_12910.1
OG0004056	EWB00_010726.1, EWB00_010726.2	SMTH1_53850.1
OG0004057	EWB00_007618	SMTH1_55380.1
OG0004058	EWB00_011043.1, EWB00_011043.2, EWB00_011043.3	SMTH1_82680.1
OG0004059	EWB00_011259.1, EWB00_011259.2	SMTH1_66950.1
OG0004060	EWB00_007347.1, EWB00_007347.2, EWB00_007347.3	SMTH1_3950.1
OG0004061	EWB00_000318.1, EWB00_000318.2	SMTH1_97620.1, SMTH1_97620.2
OG0004062	EWB00_000319	SMTH1_97610.1, SMTH1_97610.2, SMTH1_97610.3, SMTH1_97610.4, SMTH1_97610.5
OG0004063	EWB00_010245.1, EWB00_010245.2	SMTH1_570.1, SMTH1_570.2, SMTH1_570.3, SMTH1_570.4, SMTH1_570.5
OG0004064	EWB00_005533.2, EWB00_005533.1	SMTH1_12190.1, SMTH1_12200.1
OG0004067	EWB00_002300.1, EWB00_002300.2	SMTH1_15250.1
OG0004068	EWB00_001373.1, EWB00_001373.2	SMTH1_83430.1
OG0004069	EWB00_011373	SMTH1_62790.1, SMTH1_98980.1, SMTH1_98980.2, SMTH1_9900.1
OG0004071	EWB00_002408	SMTH1_24300.1
OG0004072	EWB00_004276	SMTH1_39920.1
OG0004073	EWB00_010068, EWB00_010069	SMTH1_76740.1
OG0004074	EWB00_001453	SMTH1_105530.1, SMTH1_105530.2
