Orthogroup	schistosoma_japonicum	fasciola_gigantica
OG0003676	EWB00_008425, EWB00_008426	FGIG_04653, FGIG_04652
OG0003677	EWB00_002262.1, EWB00_002262.2	FGIG_04666
OG0003678	EWB00_007472.1, EWB00_007472.2, EWB00_007472.3	FGIG_04715, FGIG_04716, FGIG_04714
OG0003679	EWB00_004893.1, EWB00_004893.2, EWB00_004893.3, EWB00_004893.4	FGIG_04803
OG0003680	EWB00_001295.1, EWB00_001295.2, EWB00_001295.4, EWB00_001295.3	FGIG_04884
OG0003681	EWB00_006933.1, EWB00_006933.2	FGIG_04982
OG0003682	EWB00_010553.2, EWB00_010553.1, EWB00_010553.3	FGIG_04999
OG0003683	EWB00_004664.1, EWB00_004664.2	FGIG_05008
OG0003684	EWB00_006035.1, EWB00_006035.2, EWB00_006035.3, EWB00_006035.4, EWB00_006035.5, EWB00_006035.6	FGIG_05125
OG0003685	EWB00_003138.1, EWB00_003138.2, EWB00_003138.3	FGIG_05168
OG0003686	EWB00_011413	FGIG_05189, FGIG_05190, FGIG_05191
OG0003687	EWB00_007519.1, EWB00_007519.2	FGIG_05219
OG0003688	EWB00_003772.1, EWB00_003772.2	FGIG_05228
OG0003689	EWB00_009575	FGIG_05234
OG0003690	EWB00_002226	FGIG_09787, FGIG_05256
OG0003691	EWB00_006657.1, EWB00_006657.3, EWB00_006657.2	FGIG_05257
OG0003692	EWB00_004391.1, EWB00_004391.2	FGIG_05307
OG0003693	EWB00_010686.1, EWB00_010686.2	FGIG_05359
OG0003694	EWB00_000304, EWB00_000307	FGIG_05400
OG0003695	EWB00_003647.1, EWB00_003647.2	FGIG_05402
OG0003696	EWB00_001602	FGIG_05430
OG0003697	EWB00_005635, EWB00_005637	FGIG_05465
OG0003698	EWB00_002117	FGIG_05470, FGIG_05471
OG0003699	EWB00_003423	FGIG_05504, FGIG_12553
OG0003700	EWB00_004032	FGIG_05526
OG0003701	EWB00_009667.3, EWB00_009667.1, EWB00_009667.2	FGIG_05891
OG0003702	EWB00_003533	FGIG_05910
OG0003703	EWB00_008321.1, EWB00_008321.2, EWB00_008321.3	FGIG_05933
OG0003704	EWB00_002913	FGIG_13994, FGIG_05964
OG0003705	EWB00_007861.1, EWB00_007861.2, EWB00_007861.3, EWB00_007861.4	FGIG_06163
OG0003706	EWB00_006725.2, EWB00_006725.3, EWB00_006725.1, EWB00_006725.4	FGIG_06271, FGIG_06272
OG0003707	EWB00_009563	FGIG_06450
OG0003708	EWB00_011137.1, EWB00_011137.2	FGIG_06479
OG0003709	EWB00_007188.1, EWB00_007188.2	FGIG_06505
OG0003710	EWB00_002909	FGIG_06612
OG0003711	EWB00_005806.3, EWB00_005806.4, EWB00_005806.1, EWB00_005806.2	FGIG_06613
OG0003712	EWB00_006554	FGIG_06656
OG0003713	EWB00_009273.1, EWB00_009273.2, EWB00_009273.3, EWB00_009273.4, EWB00_009273.5, EWB00_009273.6	FGIG_06713
OG0003714	EWB00_001967	FGIG_12067, FGIG_12236, FGIG_06747
OG0003715	EWB00_000284	FGIG_06756, FGIG_10384
OG0003716	EWB00_000586, EWB00_000585, EWB00_000587, EWB00_008976, EWB00_008977	FGIG_11776, FGIG_06886
OG0003717	EWB00_006610	FGIG_06980
OG0003718	EWB00_004550.1, EWB00_004550.2, EWB00_011024.1, EWB00_011024.2, EWB00_011024.3, EWB00_011025	FGIG_07002
OG0003719	EWB00_005358.3, EWB00_005358.1, EWB00_005358.2	FGIG_07036, FGIG_07037
OG0003720	EWB00_006573	FGIG_07079
OG0003721	EWB00_008312	FGIG_07108
OG0003722	EWB00_009647, EWB00_009956	FGIG_07109
OG0003723	EWB00_007414.1, EWB00_007414.2	FGIG_07238
OG0003724	EWB00_010352	FGIG_07419
OG0003725	EWB00_006327.2, EWB00_006327.1	FGIG_07513
OG0003726	EWB00_008109	FGIG_07524
OG0003727	EWB00_000633.1, EWB00_000633.2	FGIG_07563
OG0003728	EWB00_010342.2	FGIG_07579
OG0003730	EWB00_003610	FGIG_07635
OG0003731	EWB00_008961.1, EWB00_008961.3, EWB00_008961.2	FGIG_07729, FGIG_07730
OG0003732	EWB00_000133.1, EWB00_000133.2, EWB00_000133.3, EWB00_000133.4	FGIG_07745
OG0003733	EWB00_007797.1, EWB00_007797.2	FGIG_07762
OG0003734	EWB00_009076	FGIG_07828
OG0003735	EWB00_006333.1, EWB00_006333.4, EWB00_006333.5, EWB00_006333.2, EWB00_006333.3	FGIG_07925
OG0003736	EWB00_010074	FGIG_07989
OG0003737	EWB00_010248.1, EWB00_010248.2	FGIG_08005
OG0003738	EWB00_001567	FGIG_08015
OG0003739	EWB00_007591	FGIG_08064
OG0003740	EWB00_005007.3, EWB00_005007.2, EWB00_005007.1	FGIG_08197
OG0003741	EWB00_005392.1, EWB00_005392.2	FGIG_08295
OG0003742	EWB00_000513	FGIG_08386, FGIG_08385
OG0003743	EWB00_010440, EWB00_010441	FGIG_08425
OG0003744	EWB00_004619.3, EWB00_004619.1, EWB00_004619.2	FGIG_08433
OG0003745	EWB00_010112	FGIG_08508
OG0003746	EWB00_000871.1, EWB00_000871.2	FGIG_08595
OG0003747	EWB00_001123	FGIG_08676
OG0003748	EWB00_001647	FGIG_08786
OG0003749	EWB00_010787	FGIG_08829
OG0003750	EWB00_002265	FGIG_08843
OG0003751	EWB00_004931.1, EWB00_004931.2, EWB00_004931.3, EWB00_004931.4, EWB00_004931.5	FGIG_08862
OG0003752	EWB00_007860	FGIG_08988
OG0003753	EWB00_003508	FGIG_12210, FGIG_09668, FGIG_09667, FGIG_09036
OG0003754	EWB00_006735	FGIG_09038
OG0003755	EWB00_007204	FGIG_09116
OG0003756	EWB00_001962.4, EWB00_001962.2, EWB00_001962.1, EWB00_001962.3, EWB00_001962.5	FGIG_09217
OG0003757	EWB00_008546	FGIG_09254
OG0003758	EWB00_002116	FGIG_09269
OG0003759	EWB00_009771	FGIG_09414
OG0003760	EWB00_008394	FGIG_09472
OG0003762	EWB00_003051.2, EWB00_003051.4, EWB00_003051.3, EWB00_003051.1	FGIG_09568
OG0003763	EWB00_007661.1, EWB00_007661.2	FGIG_09747, FGIG_09748
OG0003764	EWB00_006199	FGIG_09791
OG0003765	EWB00_003452	FGIG_09850
OG0003766	EWB00_002536	FGIG_09880
OG0003767	EWB00_007964	FGIG_09908
OG0003768	EWB00_003836	FGIG_10005
OG0003770	EWB00_009719.1, EWB00_009719.2	FGIG_10119
OG0003771	EWB00_008526	FGIG_10154
OG0003772	EWB00_010730	FGIG_10200
OG0003773	EWB00_009865.3, EWB00_009865.1, EWB00_009865.2, EWB00_009865.4	FGIG_10332
OG0003774	EWB00_002713.1, EWB00_002713.2	FGIG_10366
OG0003775	EWB00_009519.1, EWB00_009519.3, EWB00_009519.2, EWB00_009519.4, EWB00_009519.5	FGIG_10369
OG0003776	EWB00_002092.1, EWB00_002092.2	FGIG_10526
OG0003778	EWB00_007416	FGIG_12691, FGIG_10658
OG0003779	EWB00_004116.1, EWB00_004116.2	FGIG_10699
OG0003780	EWB00_009799.1, EWB00_009799.3, EWB00_009799.2	FGIG_10805
OG0003781	EWB00_003736.1, EWB00_003736.2, EWB00_003736.4, EWB00_003736.3	FGIG_10878
OG0003782	EWB00_004431	FGIG_10921
OG0003783	EWB00_000185	FGIG_11054, FGIG_10954
OG0003784	EWB00_000199.2, EWB00_000199.1, EWB00_000199.3	FGIG_10994
OG0003785	EWB00_008287.1, EWB00_008287.2	FGIG_11010
OG0003786	EWB00_010409, EWB00_010408	FGIG_11016
OG0003787	EWB00_006417.1, EWB00_006417.2	FGIG_11020
OG0003788	EWB00_002741	FGIG_11181
OG0003789	EWB00_008710.2, EWB00_008710.1, EWB00_008710.3	FGIG_11186
OG0003790	EWB00_006033	FGIG_11213
OG0003791	EWB00_004056.1, EWB00_004056.3, EWB00_004056.2	FGIG_11283
OG0003792	EWB00_003807, EWB00_003805	FGIG_11350
OG0003793	EWB00_002530.1, EWB00_002530.2	FGIG_11585, FGIG_11402
OG0003794	EWB00_009010.1, EWB00_009010.2, EWB00_009010.3	FGIG_11510
OG0003795	EWB00_010203	FGIG_11651
OG0003796	EWB00_010486	FGIG_11667, FGIG_11668
OG0003797	EWB00_007171	FGIG_11691
OG0003799	EWB00_000150.1, EWB00_000150.2, EWB00_000150.3	FGIG_12062, FGIG_11795
OG0003800	EWB00_007097	FGIG_11956
OG0003801	EWB00_010684.1, EWB00_010684.2, EWB00_010684.3	FGIG_12180
OG0003827	EWB00_006016	FGIG_00616, FGIG_00003
OG0003828	EWB00_009130, EWB00_009129	FGIG_00011
OG0003829	EWB00_008674.1, EWB00_008674.2	FGIG_00056
OG0003830	EWB00_004192.1, EWB00_004192.2	FGIG_00070, FGIG_00074
OG0003831	EWB00_009510	FGIG_00079
OG0003832	EWB00_004787	FGIG_00158, FGIG_07024, FGIG_07023
OG0003833	EWB00_004886	FGIG_00179
OG0003834	EWB00_008633, EWB00_008632	FGIG_00232
OG0003835	EWB00_010282.1, EWB00_010282.3, EWB00_010282.2	FGIG_00269
OG0003836	EWB00_006020.1, EWB00_006020.2	FGIG_00287
OG0003837	EWB00_003928.1, EWB00_003928.2	FGIG_00306, FGIG_00307
OG0003838	EWB00_003701.1, EWB00_003701.2, EWB00_003701.3	FGIG_00326
OG0003839	EWB00_002192, EWB00_002193	FGIG_00336
OG0003840	EWB00_007664	FGIG_00353
OG0003841	EWB00_004393	FGIG_00378
OG0003842	EWB00_005988	FGIG_00385, FGIG_05108
OG0003843	EWB00_008834.1, EWB00_008834.2	FGIG_00393, FGIG_08414
OG0003844	EWB00_002130.1, EWB00_002130.2	FGIG_00400
OG0003845	EWB00_008313	FGIG_11306, FGIG_00428
OG0003846	EWB00_000107	FGIG_00437, FGIG_01677
OG0003847	EWB00_011158	FGIG_00468
OG0003848	EWB00_004934	FGIG_00519
OG0003849	EWB00_010310	FGIG_00572
OG0003850	EWB00_007943	FGIG_00595
OG0003851	EWB00_000395.1, EWB00_000395.2	FGIG_00629
OG0003852	EWB00_005883, EWB00_005884, EWB00_005882, EWB00_005881	FGIG_00732
OG0003853	EWB00_006670	FGIG_00757, FGIG_10745, FGIG_00758
OG0003854	EWB00_009805	FGIG_00780
OG0003855	EWB00_007977.2, EWB00_007977.1, EWB00_007977.3	FGIG_00798
OG0003856	EWB00_001328	FGIG_06116, FGIG_08750, FGIG_08749
OG0003857	EWB00_009551.1, EWB00_009551.2, EWB00_009551.3, EWB00_009551.4, EWB00_009551.5	FGIG_00916
OG0003858	EWB00_005924	FGIG_00980
OG0003859	EWB00_007124	FGIG_00987
OG0003860	EWB00_006202.1, EWB00_006202.2	FGIG_01015
OG0003861	EWB00_007710	FGIG_01052
OG0003863	EWB00_007564.1, EWB00_007564.2	FGIG_01209
OG0003865	EWB00_005866.1, EWB00_005866.3, EWB00_005866.2	FGIG_01481
OG0003866	EWB00_003913.1, EWB00_003913.4, EWB00_003913.2, EWB00_003913.3	FGIG_01504
OG0003867	EWB00_006888.1, EWB00_006888.4, EWB00_006888.2, EWB00_006888.3	FGIG_01563
OG0003868	EWB00_011354.1, EWB00_011354.2, EWB00_011354.3	FGIG_01607
OG0003869	EWB00_008395.3, EWB00_008395.2, EWB00_008395.1	FGIG_01647
OG0003870	EWB00_006041.1, EWB00_006041.2, EWB00_006041.3	FGIG_01685
OG0003871	EWB00_002874	FGIG_01706
OG0003872	EWB00_003568	FGIG_01778
OG0003873	EWB00_008775	FGIG_11719, FGIG_01823
OG0003875	EWB00_007096	FGIG_01914
OG0003876	EWB00_006152.1, EWB00_006152.2	FGIG_02374, FGIG_01932
OG0003877	EWB00_009177.1, EWB00_009177.2	FGIG_11477, FGIG_01966
OG0003878	EWB00_009178	FGIG_01968, FGIG_01967
OG0003879	EWB00_003492	FGIG_01984
OG0003880	EWB00_002066	FGIG_01989
OG0003881	EWB00_011332.1, EWB00_011332.3, EWB00_011332.2	FGIG_01997
OG0003882	EWB00_005868.1, EWB00_005868.2	FGIG_02010
OG0003883	EWB00_011321.2, EWB00_011321.1, EWB00_011321.3	FGIG_02048
OG0003884	EWB00_006990.1, EWB00_006990.2, EWB00_006990.3, EWB00_006990.4, EWB00_006990.5	FGIG_02121
OG0003885	EWB00_006914.3, EWB00_006914.1, EWB00_006914.2	FGIG_02125
OG0003886	EWB00_004392	FGIG_02170
OG0003887	EWB00_003045	FGIG_02184, FGIG_02185
OG0003888	EWB00_005898, EWB00_005075.1, EWB00_005075.2	FGIG_02242
OG0003889	EWB00_007147.1, EWB00_007147.2	FGIG_02322
OG0003890	EWB00_006435	FGIG_02376
OG0003891	EWB00_003704.1, EWB00_003704.2	FGIG_02407
OG0003892	EWB00_004872	FGIG_02423
OG0003894	EWB00_008446.1, EWB00_008446.3, EWB00_008446.2, EWB00_008446.4, EWB00_008446.5	FGIG_02591
OG0003895	EWB00_006795.1, EWB00_006795.2	FGIG_02599
OG0003896	EWB00_010655.1, EWB00_010655.2	FGIG_02846
OG0003897	EWB00_009154.3, EWB00_009154.1, EWB00_009154.2	FGIG_02852
OG0003898	EWB00_003094.1, EWB00_003094.2	FGIG_02857
OG0003899	EWB00_006793	FGIG_02890
OG0003900	EWB00_008548	FGIG_02900, FGIG_02902, FGIG_02901
OG0003902	EWB00_000314	FGIG_02959, FGIG_11065
OG0003903	EWB00_008924	FGIG_03135
OG0003904	EWB00_006255.1, EWB00_006255.2	FGIG_03352
OG0003905	EWB00_000552, EWB00_000553	FGIG_03393
OG0003907	EWB00_003598.1, EWB00_003598.2, EWB00_003598.3	FGIG_03506
OG0003908	EWB00_008568	FGIG_03591
OG0003909	EWB00_004282.4, EWB00_004282.3, EWB00_004282.2, EWB00_004282.1	FGIG_03609
OG0003910	EWB00_001202.1, EWB00_001202.2, EWB00_001202.4, EWB00_001202.3	FGIG_03621
OG0003911	EWB00_007991.1, EWB00_007991.2, EWB00_007991.4, EWB00_007991.3	FGIG_03669
OG0003912	EWB00_002288.1, EWB00_002288.2	FGIG_03688
OG0003913	EWB00_002901.1, EWB00_002901.2	FGIG_10929, FGIG_03851, FGIG_03850
OG0003914	EWB00_009669, EWB00_002785	FGIG_03927
OG0003915	EWB00_000528	FGIG_03928
OG0003917	EWB00_004210.1, EWB00_004210.2, EWB00_010603	FGIG_04060
OG0003918	EWB00_003606.1, EWB00_003606.2	FGIG_09816, FGIG_04079, FGIG_09815
OG0003919	EWB00_001779.2, EWB00_001779.4, EWB00_001779.1, EWB00_001779.3	FGIG_04137
OG0003920	EWB00_007634, EWB00_007633	FGIG_04156, FGIG_04155
OG0003921	EWB00_003667.1, EWB00_003667.2, EWB00_003667.3	FGIG_04189
OG0003922	EWB00_006247	FGIG_04203
OG0003923	EWB00_001116.1, EWB00_001116.2	FGIG_04324
OG0003924	EWB00_001207.2, EWB00_001207.1, EWB00_001207.3	FGIG_04356
OG0003925	EWB00_010627.1, EWB00_010627.2	FGIG_04385
OG0003926	EWB00_000258, EWB00_000257.1, EWB00_000257.2, EWB00_000257.3, EWB00_000257.4, EWB00_000257.5	FGIG_04518
OG0003927	EWB00_008556	FGIG_10656, FGIG_04526
OG0003928	EWB00_007987	FGIG_04587
OG0003929	EWB00_009265.1, EWB00_009265.2	FGIG_04599
OG0003930	EWB00_003472.1, EWB00_003472.2	FGIG_04625
OG0003931	EWB00_010615.1, EWB00_010615.3, EWB00_010615.2	FGIG_04718
OG0003932	EWB00_004188.1, EWB00_004188.2	FGIG_04730
OG0003933	EWB00_000008, EWB00_009721	FGIG_12602, FGIG_11811, FGIG_11810, FGIG_04746
OG0003934	EWB00_003596.2, EWB00_003596.1, EWB00_003596.3	FGIG_04768
OG0003935	EWB00_004206.3, EWB00_004206.1, EWB00_004206.2	FGIG_04806
OG0003936	EWB00_005910	FGIG_04828, FGIG_11562
OG0003937	EWB00_010776	FGIG_04877
OG0003938	EWB00_006624	FGIG_04978
OG0003939	EWB00_004488.1, EWB00_004488.3, EWB00_004488.2	FGIG_12288, FGIG_04990
OG0003940	EWB00_010014	FGIG_05014
OG0003941	EWB00_004841, EWB00_004842	FGIG_05050
OG0003942	EWB00_003638.1, EWB00_003638.2	FGIG_05081
OG0003943	EWB00_004051	FGIG_05084
OG0003944	EWB00_004052	FGIG_05085
OG0003945	EWB00_007531	FGIG_05090
OG0003946	EWB00_001125, EWB00_001124	FGIG_05104
OG0003947	EWB00_007816	FGIG_05121, FGIG_10420
OG0003948	EWB00_005142	FGIG_05177
OG0003949	EWB00_008117.1, EWB00_008117.2, EWB00_008117.3	FGIG_06624, FGIG_07754, FGIG_05200
OG0003950	EWB00_008455	FGIG_05215
OG0003951	EWB00_008072	FGIG_05363
OG0003952	EWB00_001856.1, EWB00_001856.2	FGIG_10477, FGIG_05428
OG0003953	EWB00_006729.1, EWB00_006729.4, EWB00_006729.2, EWB00_006729.3, EWB00_006729.5	FGIG_05452
OG0003954	EWB00_011100, EWB00_011099	FGIG_05509
OG0003955	EWB00_007597	FGIG_05559, FGIG_05558
OG0003956	EWB00_000398.2, EWB00_000398.1, EWB00_000398.3, EWB00_000398.4	FGIG_05637
OG0003957	EWB00_008169.2, EWB00_008169.1	FGIG_05699
OG0003958	EWB00_004101.2, EWB00_004101.5, EWB00_004101.6, EWB00_004101.1, EWB00_004101.3, EWB00_004101.4	FGIG_05787
OG0003959	EWB00_004638	FGIG_05793
OG0003960	EWB00_006515.1, EWB00_006515.2	FGIG_05953
OG0003961	EWB00_008772	FGIG_05986
OG0003962	EWB00_005979	FGIG_05997, FGIG_05998
OG0003963	EWB00_008819	FGIG_06024
OG0003964	EWB00_006533.1, EWB00_006536, EWB00_006533.2	FGIG_06245
OG0003965	EWB00_010883.1, EWB00_010883.2	FGIG_06274
OG0003966	EWB00_008837.2, EWB00_008837.1	FGIG_06306
OG0003967	EWB00_002798	FGIG_06720, FGIG_06336, FGIG_06719
OG0003968	EWB00_007339.1, EWB00_007339.2, EWB00_007339.3, EWB00_007339.4, EWB00_007339.5	FGIG_06386
OG0003969	EWB00_008405, EWB00_008406	FGIG_06572, FGIG_06460
OG0003970	EWB00_000376	FGIG_06593
OG0003971	EWB00_009792	FGIG_06692
OG0003972	EWB00_007469.1, EWB00_007469.5, EWB00_007469.4, EWB00_007469.2, EWB00_007469.3, EWB00_007469.6	FGIG_06758
OG0003973	EWB00_000005, EWB00_003692	FGIG_06783
OG0003974	EWB00_005369	FGIG_06804
OG0003975	EWB00_006211.1, EWB00_006211.2	FGIG_11767, FGIG_06881
OG0003976	EWB00_004231	FGIG_06895
OG0003977	EWB00_005387.1, EWB00_005387.2	FGIG_06932
OG0003978	EWB00_010706.1, EWB00_010706.3, EWB00_010706.2, EWB00_010706.4	FGIG_06985
OG0003979	EWB00_003707.1, EWB00_003707.2	FGIG_06991
OG0003980	EWB00_007431	FGIG_07039
OG0003981	EWB00_007090.2, EWB00_007090.4, EWB00_007090.3, EWB00_007090.5, EWB00_007090.1	FGIG_07062
OG0003982	EWB00_010445.1, EWB00_010445.2	FGIG_07101
OG0003983	EWB00_011334.1, EWB00_011334.2	FGIG_07261
OG0003985	EWB00_010488.3, EWB00_010488.4, EWB00_010488.1, EWB00_010488.2	FGIG_07357
OG0003986	EWB00_010398	FGIG_07377
OG0003987	EWB00_005816, EWB00_009505	FGIG_07392
OG0003988	EWB00_007702	FGIG_07398
OG0003989	EWB00_010031	FGIG_07404
OG0003990	EWB00_008743.1, EWB00_008743.2	FGIG_07461
OG0003991	EWB00_004166	FGIG_07491
OG0003992	EWB00_004622.4, EWB00_004622.1, EWB00_004622.3, EWB00_004622.2	FGIG_07502
OG0003993	EWB00_010970	FGIG_07542
OG0003994	EWB00_001578.1, EWB00_001578.2	FGIG_07556
OG0003995	EWB00_003271.1, EWB00_003271.2	FGIG_07617
OG0003996	EWB00_008121.3, EWB00_008121.1, EWB00_008121.2	FGIG_07671
OG0003998	EWB00_009366.1, EWB00_009366.2	FGIG_07697
OG0003999	EWB00_008563.1, EWB00_008563.2	FGIG_07704
OG0004000	EWB00_009870.1, EWB00_009870.3, EWB00_009870.2	FGIG_07722
OG0004001	EWB00_002548.3, EWB00_002548.1, EWB00_002548.2	FGIG_07728
OG0004002	EWB00_010964	FGIG_07771
OG0004003	EWB00_002134	FGIG_07799
OG0004004	EWB00_008657	FGIG_07804
OG0004005	EWB00_003143.2, EWB00_003143.3, EWB00_003143.5, EWB00_003143.4	FGIG_07885
OG0004006	EWB00_005972.1, EWB00_005972.2, EWB00_005972.3	FGIG_07897, FGIG_07898
OG0004007	EWB00_002738.1, EWB00_002738.2	FGIG_07927, FGIG_09279, FGIG_10211
OG0004008	EWB00_000280.1, EWB00_000280.2	FGIG_07946
OG0004010	EWB00_007550.1, EWB00_007550.2	FGIG_07974
OG0004011	EWB00_001416	FGIG_07994, FGIG_07995
OG0004012	EWB00_005377, EWB00_005376	FGIG_08070
OG0004013	EWB00_010472	FGIG_08116
OG0004014	EWB00_001659.1, EWB00_001659.2	FGIG_08121
OG0004015	EWB00_008942.1, EWB00_008942.2	FGIG_08192
OG0004016	EWB00_005644	FGIG_08264
OG0004018	EWB00_006915	FGIG_08463
OG0004019	EWB00_009268.1, EWB00_009268.2, EWB00_009268.3	FGIG_08505
OG0004021	EWB00_011391.1, EWB00_011391.2	FGIG_08665
OG0004022	EWB00_009287.1, EWB00_009287.2, EWB00_009287.3, EWB00_009287.4, EWB00_009287.5, EWB00_009287.6, EWB00_009287.7	FGIG_08670
OG0004023	EWB00_011261.1, EWB00_011261.2	FGIG_08753
OG0004024	EWB00_008002	FGIG_08887
OG0004025	EWB00_003510	FGIG_09037, FGIG_11992
OG0004026	EWB00_009538	FGIG_09070
OG0004027	EWB00_011023	FGIG_09071
OG0004028	EWB00_009204	FGIG_09129
OG0004029	EWB00_001618.1, EWB00_001618.2, EWB00_001618.3	FGIG_09133, FGIG_12175
OG0004030	EWB00_005474.1, EWB00_005474.3, EWB00_005474.4, EWB00_005474.2	FGIG_09443
OG0004031	EWB00_005920	FGIG_09448
OG0004032	EWB00_009395	FGIG_09479
OG0004033	EWB00_003914	FGIG_09501
OG0004034	EWB00_008582	FGIG_09615
OG0004035	EWB00_001972	FGIG_09825
OG0004036	EWB00_003139	FGIG_09982
OG0004037	EWB00_003585	FGIG_10078
OG0004038	EWB00_010720.1, EWB00_010720.2	FGIG_10194
OG0004039	EWB00_003882, EWB00_009947	FGIG_10267
OG0004040	EWB00_005409	FGIG_10324
OG0004041	EWB00_004717.2, EWB00_004717.1	FGIG_10368
OG0004042	EWB00_009809.1, EWB00_009809.2	FGIG_10476
OG0004043	EWB00_001510.1, EWB00_001510.2	FGIG_10610
OG0004044	EWB00_007544.1, EWB00_007544.3, EWB00_007544.2	FGIG_10622
OG0004045	EWB00_010195.1, EWB00_010195.2	FGIG_10730
OG0004046	EWB00_009476.1, EWB00_009476.2, EWB00_009476.3	FGIG_10733
OG0004048	EWB00_011272.1, EWB00_011272.3, EWB00_011272.2, EWB00_011272.4	FGIG_11145
OG0004049	EWB00_000570	FGIG_11149
OG0004050	EWB00_004578.1, EWB00_004578.2, EWB00_004578.3, EWB00_004578.5, EWB00_004578.4	FGIG_11225
OG0004051	EWB00_008864	FGIG_11332
OG0004052	EWB00_005178.1, EWB00_005178.2	FGIG_11480
OG0004053	EWB00_011405.1, EWB00_011405.2	FGIG_11613, FGIG_11614
OG0004054	EWB00_001591.3, EWB00_001591.1, EWB00_001591.2	FGIG_11634
OG0004055	EWB00_009413	FGIG_11635
OG0004056	EWB00_010726.1, EWB00_010726.2	FGIG_11734
OG0004057	EWB00_007618	FGIG_11968
OG0004058	EWB00_011043.1, EWB00_011043.2, EWB00_011043.3	FGIG_12090
OG0004059	EWB00_011259.1, EWB00_011259.2	FGIG_12168
OG0004060	EWB00_007347.1, EWB00_007347.2, EWB00_007347.3	FGIG_12205
OG0004061	EWB00_000318.1, EWB00_000318.2	FGIG_12490
OG0004062	EWB00_000319	FGIG_12491, FGIG_12533
OG0004063	EWB00_010245.1, EWB00_010245.2	FGIG_12493
OG0004089	EWB00_005436.1, EWB00_005436.2	FGIG_00094
OG0004090	EWB00_001943	FGIG_08089, FGIG_00099
OG0004091	EWB00_001617.1, EWB00_001617.2	FGIG_00123
OG0004092	EWB00_008484.1, EWB00_008484.2	FGIG_08687, FGIG_00129, FGIG_12170
OG0004093	EWB00_001231	FGIG_00137
OG0004094	EWB00_001797.3, EWB00_001797.1, EWB00_001797.2	FGIG_00144
OG0004095	EWB00_000672	FGIG_00204
OG0004096	EWB00_008843	FGIG_00235
OG0004097	EWB00_011276	FGIG_00266
OG0004098	EWB00_010752	FGIG_00314
OG0004099	EWB00_003845.1, EWB00_003845.2	FGIG_00331
OG0004101	EWB00_004724.1, EWB00_004724.2	FGIG_00513
OG0004102	EWB00_004935	FGIG_00520
OG0004103	EWB00_009552.1, EWB00_009552.2	FGIG_00555
OG0004104	EWB00_004331	FGIG_00613
OG0004105	EWB00_005014	FGIG_00670
OG0004106	EWB00_011195	FGIG_09168, FGIG_00711, FGIG_01195
OG0004107	EWB00_003133.1, EWB00_003133.2, EWB00_003133.3, EWB00_003133.4, EWB00_003133.5	FGIG_00744, FGIG_12302
OG0004108	EWB00_003248.1, EWB00_003248.2	FGIG_00763
OG0004109	EWB00_007708	FGIG_00805
OG0004110	EWB00_010947.1, EWB00_010947.2	FGIG_00863
OG0004111	EWB00_009000	FGIG_00928
OG0004112	EWB00_000051, EWB00_000052.1, EWB00_000052.2, EWB00_000052.3	FGIG_00949
OG0004113	EWB00_007542	FGIG_01059, FGIG_01060
OG0004114	EWB00_006787	FGIG_01067, FGIG_12023
OG0004115	EWB00_004300	FGIG_01091
OG0004116	EWB00_004504	FGIG_01116
OG0004117	EWB00_009022	FGIG_01169
OG0004118	EWB00_002822	FGIG_01299
OG0004119	EWB00_000273.1, EWB00_000273.2	FGIG_01355
OG0004120	EWB00_002932.1, EWB00_002932.4, EWB00_002932.2, EWB00_002932.5	FGIG_01382
OG0004121	EWB00_006814.4, EWB00_006814.1, EWB00_006814.3, EWB00_006814.2	FGIG_01428
OG0004122	EWB00_008041	FGIG_01583
OG0004123	EWB00_003109.1, EWB00_003109.2	FGIG_01590, FGIG_10678, FGIG_01591
OG0004124	EWB00_000636	FGIG_01689
OG0004125	EWB00_009001	FGIG_01692
OG0004126	EWB00_002004.1, EWB00_002004.2, EWB00_002004.3	FGIG_01739
OG0004127	EWB00_005034.1, EWB00_005034.2, EWB00_005034.3, EWB00_005034.4	FGIG_01761
OG0004128	EWB00_000074	FGIG_01774, FGIG_01773
OG0004129	EWB00_010809	FGIG_01779
OG0004130	EWB00_002733	FGIG_01825
OG0004131	EWB00_002434	FGIG_01828
OG0004132	EWB00_010267, EWB00_003008	FGIG_01871
OG0004133	EWB00_005752	FGIG_01927
OG0004134	EWB00_003112, EWB00_003111	FGIG_01944
OG0004135	EWB00_001767.2, EWB00_001767.1, EWB00_001767.3, EWB00_001767.4, EWB00_001767.5	FGIG_02013, FGIG_06043
OG0004136	EWB00_005563	FGIG_02135
OG0004137	EWB00_006076.1, EWB00_006076.2	FGIG_02159, FGIG_02158
OG0004138	EWB00_010747.3, EWB00_010747.4, EWB00_010747.1, EWB00_010747.2	FGIG_02223
OG0004139	EWB00_002879.1, EWB00_002879.2	FGIG_02232
OG0004140	EWB00_010754.1, EWB00_010754.2	FGIG_02357
OG0004141	EWB00_005479.1, EWB00_005479.2	FGIG_02377
OG0004142	EWB00_000137.1, EWB00_000137.2, EWB00_000137.3	FGIG_02442
OG0004143	EWB00_008465	FGIG_02449
OG0004144	EWB00_009878	FGIG_02479
OG0004145	EWB00_007734.1, EWB00_007734.2, EWB00_007734.4, EWB00_007734.3	FGIG_02490, FGIG_08599
