Orthogroup	fasciola_gigantica	fasciola_hepatica	opisthorchis_viverrini	s.mekongi	schistosoma_bovis	schistosoma_curassoni	schistosoma_guineensis	schistosoma_haematobium	schistosoma_intercalatum	schistosoma_japonicum	schistosoma_mansoni	schistosoma_margrebowiei	schistosoma_mattheei	schistosoma_rodhaini	schistosoma_spindale	schistosoma_turkestanicum	schmidtea_mediterranea	trichobilharzia_regenti
OG0024494								SHAE2_35560.1										
OG0024495								SHAE2_35570.1										
OG0024496								SHAE2_35580.1										
OG0024497								SHAE2_35590.1										
OG0024498								SHAE2_35600.1										
OG0024499								SHAE2_35610.1										
OG0024500								SHAE2_35620.1										
OG0024501								SHAE2_35630.1										
OG0024502								SHAE2_35640.1										
OG0024503								SHAE2_35650.1										
OG0024504								SHAE2_35660.1										
OG0024505								SHAE2_35670.1										
OG0024506								SHAE2_35680.1										
OG0024507								SHAE2_35690.1										
OG0024508								SHAE2_35700.1										
OG0024509								SHAE2_35710.1										
OG0024510								SHAE2_35720.1										
OG0024511								SHAE2_35730.1										
OG0024512								SHAE2_35740.1										
OG0024513								SHAE2_35750.1										
OG0024514								SHAE2_35760.1										
OG0024515								SHAE2_35770.1										
OG0024516								SHAE2_35780.1										
OG0024517								SHAE2_35790.1										
OG0024518								SHAE2_35800.1										
OG0024519								SHAE2_35820.1										
OG0024520								SHAE2_35910.1										
OG0024521								SHAE2_36770.1										
OG0024522								SHAE2_37110.1										
OG0024523								SHAE2_380.1										
OG0024524								SHAE2_38420.1										
OG0024525								SHAE2_38530.1										
OG0024526								SHAE2_38610.1										
OG0024527								SHAE2_38700.1										
OG0024528								SHAE2_38740.1										
OG0024529								SHAE2_38930.1										
OG0024530								SHAE2_390.1										
OG0024531								SHAE2_39760.1										
OG0024532								SHAE2_400.1										
OG0024533								SHAE2_40210.1										
OG0024534								SHAE2_40310.1										
OG0024535								SHAE2_40940.1										
OG0024536								SHAE2_410.1										
OG0024537								SHAE2_41120.23										
OG0024538								SHAE2_41120.31										
OG0024539								SHAE2_420.1										
OG0024540								SHAE2_42290.1										
OG0024541								SHAE2_42460.15										
OG0024542								SHAE2_42620.1										
OG0024543								SHAE2_430.1										
OG0024544								SHAE2_43470.1										
OG0024545								SHAE2_4360.1										
OG0024546								SHAE2_440.1										
OG0024547								SHAE2_450.1										
OG0024548								SHAE2_460.1										
OG0024549								SHAE2_46750.1										
OG0024550								SHAE2_46760.1										
OG0024551								SHAE2_46870.1										
OG0024552								SHAE2_470.1										
OG0024553								SHAE2_47040.1										
OG0024554								SHAE2_47060.1										
OG0024555								SHAE2_47070.1										
OG0024556								SHAE2_47720.1										
OG0024557								SHAE2_47740.1										
OG0024558								SHAE2_480.1										
OG0024559								SHAE2_4800.1										
OG0024560								SHAE2_48050.1										
OG0024561								SHAE2_48080.1										
OG0024562								SHAE2_48120.1										
OG0024563								SHAE2_48130.1										
OG0024564								SHAE2_48140.1										
OG0024565								SHAE2_48150.1										
OG0024566								SHAE2_48160.1										
OG0024567								SHAE2_48170.1										
OG0024568								SHAE2_48180.1										
OG0024569								SHAE2_48190.1										
OG0024570								SHAE2_48200.1										
OG0024571								SHAE2_48210.1										
OG0024572								SHAE2_48220.1										
OG0024573								SHAE2_48370.1										
OG0024574								SHAE2_48460.1										
OG0024575								SHAE2_48530.1										
OG0024576								SHAE2_48540.1										
OG0024577								SHAE2_48550.1										
OG0024578								SHAE2_48560.1										
OG0024579								SHAE2_48570.1										
OG0024580								SHAE2_48580.1										
OG0024581								SHAE2_48590.1										
OG0024582								SHAE2_48600.1										
OG0024583								SHAE2_48610.1										
OG0024584								SHAE2_48620.1										
OG0024585								SHAE2_48740.1										
OG0024586								SHAE2_48750.1										
OG0024587								SHAE2_48880.1										
OG0024588								SHAE2_48930.1										
OG0024589								SHAE2_48940.1										
OG0024590								SHAE2_490.1										
OG0024591								SHAE2_49340.1										
OG0024592								SHAE2_49550.1										
OG0024593								SHAE2_49710.1										
OG0024594								SHAE2_49790.1										
OG0024595								SHAE2_49800.1										
OG0024596								SHAE2_500.1										
OG0024597								SHAE2_50080.1										
OG0024598								SHAE2_50460.1										
OG0024599								SHAE2_50530.1										
OG0024600								SHAE2_50580.1										
OG0024601								SHAE2_510.1										
OG0024602								SHAE2_5150.1										
OG0024603								SHAE2_51550.1										
OG0024604								SHAE2_51560.1										
OG0024605								SHAE2_520.1										
OG0024606								SHAE2_52430.1										
OG0024607								SHAE2_530.1										
OG0024608								SHAE2_53400.1										
OG0024609								SHAE2_53940.1										
OG0024610								SHAE2_55240.1										
OG0024611								SHAE2_56300.1										
OG0024612								SHAE2_56770.1										
OG0024613								SHAE2_57000.1										
OG0024614								SHAE2_57310.1										
OG0024615								SHAE2_58330.1										
OG0024616								SHAE2_58350.1										
OG0024617								SHAE2_58590.1										
OG0024618								SHAE2_58610.1										
OG0024619								SHAE2_58620.1										
OG0024620								SHAE2_58630.1										
OG0024621								SHAE2_58640.1										
OG0024622								SHAE2_58650.1										
OG0024623								SHAE2_58660.1										
OG0024624								SHAE2_58670.1										
OG0024625								SHAE2_58680.1										
OG0024626								SHAE2_58690.1										
OG0024627								SHAE2_58700.1										
OG0024628								SHAE2_58710.1										
OG0024629								SHAE2_58720.1										
OG0024630								SHAE2_58730.1										
OG0024631								SHAE2_58740.1										
OG0024632								SHAE2_58750.1										
OG0024633								SHAE2_58760.1										
OG0024634								SHAE2_58770.1										
OG0024635								SHAE2_58780.1										
OG0024636								SHAE2_58790.1										
OG0024637								SHAE2_59120.1										
OG0024638								SHAE2_59130.1										
OG0024639								SHAE2_59140.1										
OG0024640								SHAE2_59150.1										
OG0024641								SHAE2_59160.1										
OG0024642								SHAE2_59170.1										
OG0024643								SHAE2_59180.1										
OG0024644								SHAE2_59620.1										
OG0024645								SHAE2_59830.1										
OG0024646								SHAE2_59860.1										
OG0024647								SHAE2_600.1										
OG0024648								SHAE2_60470.1										
OG0024649								SHAE2_60570.1										
OG0024650								SHAE2_60580.1										
OG0024651								SHAE2_60590.1										
OG0024652								SHAE2_60600.1										
OG0024653								SHAE2_60610.1										
OG0024654								SHAE2_60620.1										
OG0024655								SHAE2_60630.1										
OG0024656								SHAE2_60640.1										
OG0024657								SHAE2_60650.1										
OG0024658								SHAE2_60660.1										
OG0024659								SHAE2_60670.1										
OG0024660								SHAE2_60680.1										
OG0024661								SHAE2_60720.1										
OG0024662								SHAE2_60830.1										
OG0024663								SHAE2_60840.1										
OG0024664								SHAE2_60850.1										
OG0024665								SHAE2_60860.1										
OG0024666								SHAE2_60870.1										
OG0024667								SHAE2_60880.1										
OG0024668								SHAE2_60890.1										
OG0024669								SHAE2_60900.1										
OG0024670								SHAE2_60910.1										
OG0024671								SHAE2_60920.1										
OG0024672								SHAE2_60930.1										
OG0024673								SHAE2_60940.1										
OG0024674								SHAE2_60970.1										
OG0024675								SHAE2_60990.1										
OG0024676								SHAE2_61450.1										
OG0024677								SHAE2_61480.1										
OG0024678								SHAE2_61640.1										
OG0024679								SHAE2_61870.1										
OG0024680								SHAE2_62090.1										
OG0024681								SHAE2_62380.1										
OG0024682								SHAE2_62530.1										
OG0024683								SHAE2_62570.1										
OG0024684								SHAE2_63080.1										
OG0024685								SHAE2_63510.1										
OG0024686								SHAE2_640.1										
OG0024687								SHAE2_6410.1										
OG0024688								SHAE2_64370.1										
OG0024689								SHAE2_64400.5										
OG0024690								SHAE2_64400.6										
OG0024691								SHAE2_64420.1										
OG0024692								SHAE2_6480.1										
OG0024693								SHAE2_65750.1										
OG0024694								SHAE2_65810.1										
OG0024695								SHAE2_66370.1										
OG0024696								SHAE2_66430.1										
OG0024697								SHAE2_66760.1										
OG0024698								SHAE2_66850.1										
OG0024699								SHAE2_6790.1										
OG0024700								SHAE2_68090.1										
OG0024701								SHAE2_690.1										
OG0024702								SHAE2_69410.1										
OG0024703								SHAE2_69560.1										
OG0024704								SHAE2_69950.1										
OG0024705								SHAE2_700.1										
OG0024706								SHAE2_70260.1										
OG0024707								SHAE2_70700.1										
OG0024708								SHAE2_710.1										
OG0024709								SHAE2_71070.1										
OG0024710								SHAE2_71870.1										
OG0024711								SHAE2_71910.1										
OG0024712								SHAE2_71920.1										
OG0024713								SHAE2_71930.1										
OG0024714								SHAE2_720.1										
OG0024715								SHAE2_72100.1										
OG0024716								SHAE2_72110.1										
OG0024717								SHAE2_72120.1										
OG0024718								SHAE2_72130.1										
OG0024719								SHAE2_72140.1										
OG0024720								SHAE2_72150.1										
OG0024721								SHAE2_72160.1										
OG0024722								SHAE2_72170.1										
OG0024723								SHAE2_72180.1										
OG0024724								SHAE2_72190.1										
OG0024725								SHAE2_72200.1										
OG0024726								SHAE2_72210.1										
OG0024727								SHAE2_72220.1										
OG0024728								SHAE2_72230.1										
OG0024729								SHAE2_72240.1										
OG0024730								SHAE2_72250.1										
OG0024731								SHAE2_72260.1										
OG0024732								SHAE2_72270.1										
OG0024733								SHAE2_72280.1										
OG0024734								SHAE2_72290.1										
OG0024735								SHAE2_72570.1										
OG0024736								SHAE2_72580.1										
OG0024737								SHAE2_730.1										
OG0024738								SHAE2_73020.1										
OG0024739								SHAE2_73030.1										
OG0024740								SHAE2_73040.1										
OG0024741								SHAE2_73050.1										
OG0024742								SHAE2_73060.1										
OG0024743								SHAE2_73070.1										
OG0024744								SHAE2_73080.1										
OG0024745								SHAE2_73090.1										
OG0024746								SHAE2_7310.1										
OG0024747								SHAE2_73100.1										
OG0024748								SHAE2_73110.1										
OG0024749								SHAE2_73290.1										
OG0024750								SHAE2_73340.1										
OG0024751								SHAE2_73360.1										
OG0024752								SHAE2_73370.1										
OG0024753								SHAE2_73380.1										
OG0024754								SHAE2_73390.1										
OG0024755								SHAE2_73400.1										
OG0024756								SHAE2_73670.1										
OG0024757								SHAE2_73720.1										
OG0024758								SHAE2_74300.1										
OG0024759								SHAE2_74320.1										
OG0024760								SHAE2_74350.1										
OG0024761								SHAE2_750.1										
OG0024762								SHAE2_75910.1										
OG0024763								SHAE2_76240.1										
OG0024764								SHAE2_76380.1										
OG0024765								SHAE2_770.1										
OG0024766								SHAE2_780.1										
OG0024767								SHAE2_78070.1										
OG0024768								SHAE2_78120.1										
OG0024769								SHAE2_78130.1										
OG0024770								SHAE2_78140.1										
OG0024771								SHAE2_78560.1										
OG0024772								SHAE2_78750.1										
OG0024773								SHAE2_78760.1										
OG0024774								SHAE2_78780.1										
OG0024775								SHAE2_790.1										
OG0024776								SHAE2_79060.3										
OG0024777								SHAE2_80030.1										
OG0024778								SHAE2_80050.1										
OG0024779								SHAE2_80130.1										
OG0024780								SHAE2_80850.1										
OG0024781								SHAE2_810.1										
OG0024782								SHAE2_81180.1										
OG0024783								SHAE2_81480.4										
OG0024784								SHAE2_820.1										
OG0024785								SHAE2_82600.13										
OG0024786								SHAE2_82600.5										
OG0024787								SHAE2_82600.6										
OG0024788								SHAE2_82630.1										
OG0024789								SHAE2_82720.1										
OG0024790								SHAE2_83320.1										
OG0024791								SHAE2_83540.1										
OG0024792								SHAE2_83800.1										
OG0024793								SHAE2_83840.1										
OG0024794								SHAE2_83850.1										
OG0024795								SHAE2_83870.1										
OG0024796								SHAE2_84230.1										
OG0024797								SHAE2_84380.1										
OG0024798								SHAE2_84880.1										
OG0024799								SHAE2_84890.1										
OG0024800								SHAE2_84930.1										
OG0024801								SHAE2_84990.1										
OG0024802								SHAE2_85180.1										
OG0024803								SHAE2_85250.1										
OG0024804								SHAE2_85530.1										
OG0024805								SHAE2_85540.1										
OG0024806								SHAE2_85550.1										
OG0024807								SHAE2_85560.1										
OG0024808								SHAE2_85570.1										
OG0024809								SHAE2_85580.1										
OG0024810								SHAE2_85590.1										
OG0024811								SHAE2_85600.1										
OG0024812								SHAE2_85610.1										
OG0024813								SHAE2_85660.1										
OG0024814								SHAE2_85870.1										
OG0024815								SHAE2_86320.1										
OG0024816								SHAE2_86600.1										
OG0024817								SHAE2_86780.1										
OG0024818								SHAE2_86990.1										
OG0024819								SHAE2_87110.1										
OG0024820								SHAE2_87250.1										
OG0024821								SHAE2_87550.1										
OG0024822								SHAE2_87560.1										
OG0024823								SHAE2_87570.1										
OG0024824								SHAE2_87580.1										
OG0024825								SHAE2_87590.1										
OG0024826								SHAE2_87600.1										
OG0024827								SHAE2_87610.1										
OG0024828								SHAE2_87620.1										
OG0024829								SHAE2_87630.1										
OG0024830								SHAE2_87640.1										
OG0024831								SHAE2_87650.1										
OG0024832								SHAE2_87660.1										
OG0024833								SHAE2_87670.1										
OG0024834								SHAE2_87680.1										
OG0024835								SHAE2_87690.1										
OG0024836								SHAE2_87700.1										
OG0024837								SHAE2_87710.1										
OG0024838								SHAE2_87720.1										
OG0024839								SHAE2_87730.1										
OG0024840								SHAE2_87740.1										
OG0024841								SHAE2_87750.1										
OG0024842								SHAE2_87760.1										
OG0024843								SHAE2_87770.1										
OG0024844								SHAE2_87780.1										
OG0024845								SHAE2_87910.1										
OG0024846								SHAE2_87930.1										
OG0024847								SHAE2_87940.1										
OG0024848								SHAE2_87950.1										
OG0024849								SHAE2_87960.1										
OG0024850								SHAE2_87970.1										
OG0024851								SHAE2_87980.1										
OG0024852								SHAE2_87990.1										
OG0024853								SHAE2_88000.1										
OG0024854								SHAE2_88010.1										
OG0024855								SHAE2_88020.1										
OG0024856								SHAE2_88030.1										
OG0024857								SHAE2_88040.1										
OG0024858								SHAE2_88050.1										
OG0024859								SHAE2_88060.1										
OG0024860								SHAE2_88070.1										
OG0024861								SHAE2_88080.1										
OG0024862								SHAE2_88090.1										
OG0024863								SHAE2_88100.1										
OG0024864								SHAE2_88110.1										
OG0024865								SHAE2_88120.1										
OG0024866								SHAE2_88130.1										
OG0024867								SHAE2_88140.1										
OG0024868								SHAE2_88150.1										
OG0024869								SHAE2_88160.1										
OG0024870								SHAE2_88170.1										
OG0024871								SHAE2_88180.1										
OG0024872								SHAE2_88190.1										
OG0024873								SHAE2_88200.1										
OG0024874								SHAE2_88210.1										
OG0024875								SHAE2_88220.1										
OG0024876								SHAE2_88230.1										
OG0024877								SHAE2_88240.1										
OG0024878								SHAE2_88250.1										
OG0024879								SHAE2_88260.1										
OG0024880								SHAE2_88270.1										
OG0024881								SHAE2_88280.1										
OG0024882								SHAE2_88290.1										
OG0024883								SHAE2_88300.1										
OG0024884								SHAE2_88310.1										
OG0024885								SHAE2_88320.1										
OG0024886								SHAE2_88330.1										
OG0024887								SHAE2_88340.1										
OG0024888								SHAE2_88350.1										
OG0024889								SHAE2_88360.1										
OG0024890								SHAE2_88370.1										
OG0024891								SHAE2_88380.1										
OG0024892								SHAE2_88390.1										
OG0024893								SHAE2_88400.1										
OG0024894								SHAE2_88410.1										
OG0024895								SHAE2_88420.1										
OG0024896								SHAE2_88430.1										
OG0024897								SHAE2_88440.1										
OG0024898								SHAE2_88450.1										
OG0024899								SHAE2_88460.1										
OG0024900								SHAE2_88470.1										
OG0024901								SHAE2_88480.1										
OG0024902								SHAE2_88490.1										
OG0024903								SHAE2_88500.1										
OG0024904								SHAE2_88510.1										
OG0024905								SHAE2_88520.1										
OG0024906								SHAE2_88530.1										
OG0024907								SHAE2_88540.1										
OG0024908								SHAE2_88550.1										
OG0024909								SHAE2_88560.1										
OG0024910								SHAE2_88570.1										
OG0024911								SHAE2_88580.1										
OG0024912								SHAE2_88590.1										
OG0024913								SHAE2_88600.1										
OG0024914								SHAE2_88610.1										
OG0024915								SHAE2_88620.1										
OG0024916								SHAE2_88630.1										
OG0024917								SHAE2_88640.1										
OG0024918								SHAE2_88650.1										
OG0024919								SHAE2_88660.1										
OG0024920								SHAE2_88670.1										
OG0024921								SHAE2_88680.1										
OG0024922								SHAE2_88790.1										
OG0024923								SHAE2_88800.1										
OG0024924								SHAE2_88810.1										
OG0024925								SHAE2_88820.1										
OG0024926								SHAE2_88830.1										
OG0024927								SHAE2_88840.1										
OG0024928								SHAE2_88850.1										
OG0024929								SHAE2_88860.1										
OG0024930								SHAE2_88870.1										
OG0024931								SHAE2_88880.1										
OG0024932								SHAE2_88890.1										
OG0024933								SHAE2_88910.1										
OG0024934								SHAE2_89000.1										
OG0024935								SHAE2_89900.1										
OG0024936								SHAE2_90170.1										
OG0024937								SHAE2_91120.1										
OG0024938								SHAE2_91640.1										
OG0024939								SHAE2_91690.1										
OG0024940								SHAE2_91700.1										
OG0024941								SHAE2_92120.13										
OG0024942								SHAE2_92540.1										
OG0024943								SHAE2_92900.1										
OG0024944								SHAE2_92910.1										
OG0024945								SHAE2_930.1										
OG0024946								SHAE2_93090.1										
OG0024947								SHAE2_93120.1										
OG0024948								SHAE2_93230.1										
OG0024949								SHAE2_94090.1										
OG0024950								SHAE2_94140.1										
OG0024951								SHAE2_94440.1										
OG0024952								SHAE2_94800.1										
OG0024953								SHAE2_95020.1										
OG0024954								SHAE2_95560.1										
OG0024955								SHAE2_95610.1										
OG0024956								SHAE2_95850.1										
OG0024957								SHAE2_95870.1										
OG0024958								SHAE2_95890.1										
OG0024959								SHAE2_96120.1										
OG0024960								SHAE2_96130.1										
OG0024961								SHAE2_96190.1										
OG0024962								SHAE2_96440.1										
OG0024963								SHAE2_96450.1										
OG0024964								SHAE2_96460.1										
OG0024965								SHAE2_96580.1										
OG0024966								SHAE2_97550.1										
OG0024967								SHAE2_97560.1										
OG0024968								SHAE2_97860.1										
OG0024969								SHAE2_980.1										
OG0024970								SHAE2_98030.1										
OG0024971								SHAE2_98510.1										
OG0024972								SHAE2_98930.1										
OG0024973								SHAE2_99250.1										
OG0024974								SHAE2_99490.1										
OG0024975								SHAE2_99600.1										
OG0024976									SINT1_10070.1									
OG0024977									SINT1_10640.1									
OG0024978									SINT1_11320.1									
OG0024979									SINT1_11340.1									
OG0024980									SINT1_11410.1									
OG0024981									SINT1_12520.1									
OG0024982									SINT1_12980.1									
OG0024983									SINT1_130.1									
OG0024984									SINT1_15060.1									
OG0024985									SINT1_15250.1									
OG0024986									SINT1_15720.1									
OG0024987									SINT1_16390.1									
OG0024988									SINT1_16620.1									
OG0024989									SINT1_170.1									
OG0024990									SINT1_17010.1									
OG0024991									SINT1_18050.1									
OG0024992									SINT1_19190.1									
OG0024993									SINT1_19730.1									
OG0024994									SINT1_19960.1									
OG0024995									SINT1_19970.1									
OG0024996									SINT1_200.1									
OG0024997									SINT1_20100.1									
OG0024998									SINT1_20250.1									
OG0024999									SINT1_20500.1									
OG0025000									SINT1_20960.1									
OG0025001									SINT1_21200.1									
OG0025002									SINT1_21390.1									
OG0025003									SINT1_21460.1									
OG0025004									SINT1_21480.1									
OG0025005									SINT1_2150.1									
OG0025006									SINT1_22130.1									
OG0025007									SINT1_22280.1									
OG0025008									SINT1_22400.1									
OG0025009									SINT1_22570.1									
OG0025010									SINT1_22800.1									
OG0025011									SINT1_22850.1									
OG0025012									SINT1_23470.1									
OG0025013									SINT1_23580.1									
OG0025014									SINT1_2390.1									
OG0025015									SINT1_240.1									
OG0025016									SINT1_24510.1									
OG0025017									SINT1_24530.1									
OG0025018									SINT1_25380.1									
OG0025019									SINT1_26410.1									
OG0025020									SINT1_26470.1									
OG0025021									SINT1_26650.1									
OG0025022									SINT1_26880.1									
OG0025023									SINT1_27010.1									
OG0025024									SINT1_28410.1									
OG0025025									SINT1_28920.1									
OG0025026									SINT1_30010.1									
OG0025027									SINT1_30030.1									
OG0025028									SINT1_30260.1									
OG0025029									SINT1_30470.1									
OG0025030									SINT1_30760.1									
OG0025031									SINT1_32370.1									
OG0025032									SINT1_33040.1									
OG0025033									SINT1_33350.1									
OG0025034									SINT1_340.1									
OG0025035									SINT1_34010.1									
OG0025036									SINT1_34120.1									
OG0025037									SINT1_34640.1									
OG0025038									SINT1_350.1									
OG0025039									SINT1_35600.1									
OG0025040									SINT1_35700.1									
OG0025041									SINT1_36800.1									
OG0025042									SINT1_37600.1									
OG0025043									SINT1_37820.1									
OG0025044									SINT1_39650.1									
OG0025045									SINT1_42010.1									
OG0025046									SINT1_42410.1									
OG0025047									SINT1_42500.1									
OG0025048									SINT1_42750.1									
OG0025049									SINT1_42900.1									
OG0025050									SINT1_430.1									
OG0025051									SINT1_4310.1									
OG0025052									SINT1_43110.1									
OG0025053									SINT1_43930.1									
OG0025054									SINT1_43940.1									
OG0025055									SINT1_44020.1									
OG0025056									SINT1_44030.1									
OG0025057									SINT1_44050.1									
OG0025058									SINT1_44280.1									
OG0025059									SINT1_44580.1									
OG0025060									SINT1_44860.1									
OG0025061									SINT1_45080.1									
OG0025062									SINT1_45150.1									
OG0025063									SINT1_45180.1									
OG0025064									SINT1_45210.1									
OG0025065									SINT1_45310.1									
OG0025066									SINT1_4540.1									
OG0025067									SINT1_45420.1									
OG0025068									SINT1_45650.1									
OG0025069									SINT1_46110.1									
OG0025070									SINT1_46130.1									
OG0025071									SINT1_46280.1									
OG0025072									SINT1_46550.1									
OG0025073									SINT1_46720.1									
OG0025074									SINT1_46730.1									
OG0025075									SINT1_46780.1									
OG0025076									SINT1_46860.1									
OG0025077									SINT1_47250.1									
OG0025078									SINT1_47260.1									
OG0025079									SINT1_47290.1									
OG0025080									SINT1_47450.1									
OG0025081									SINT1_48180.1									
OG0025082									SINT1_48290.1									
OG0025083									SINT1_49240.1									
OG0025084									SINT1_49290.1									
OG0025085									SINT1_50310.1									
OG0025086									SINT1_50320.1									
OG0025087									SINT1_50570.1									
OG0025088									SINT1_50730.1									
OG0025089									SINT1_51870.1									
OG0025090									SINT1_520.1									
OG0025091									SINT1_52170.1									
OG0025092									SINT1_53380.1									
OG0025093									SINT1_53670.1									
OG0025094									SINT1_53860.1									
OG0025095									SINT1_5400.1									
OG0025096									SINT1_54680.1									
OG0025097									SINT1_54720.1									
OG0025098									SINT1_550.1									
OG0025099									SINT1_55020.1									
OG0025100									SINT1_55140.1									
OG0025101									SINT1_5530.1									
OG0025102									SINT1_55390.1									
OG0025103									SINT1_56030.1									
OG0025104									SINT1_56050.1									
OG0025105									SINT1_56120.1									
OG0025106									SINT1_56160.1									
OG0025107									SINT1_56710.1									
OG0025108									SINT1_56770.1									
OG0025109									SINT1_56880.1									
OG0025110									SINT1_57060.1									
OG0025111									SINT1_57310.1									
OG0025112									SINT1_57390.1									
OG0025113									SINT1_58160.1									
OG0025114									SINT1_58240.1									
OG0025115									SINT1_58250.1									
OG0025116									SINT1_58370.1									
OG0025117									SINT1_58810.1									
OG0025118									SINT1_58850.1									
OG0025119									SINT1_59090.1									
OG0025120									SINT1_59380.1									
OG0025121									SINT1_59520.1									
OG0025122									SINT1_59660.1									
OG0025123									SINT1_60080.1									
OG0025124									SINT1_60310.1									
OG0025125									SINT1_60870.1									
OG0025126									SINT1_61470.1									
OG0025127									SINT1_61510.1									
OG0025128									SINT1_62240.1									
OG0025129									SINT1_6310.1									
OG0025130									SINT1_63830.1									
OG0025131									SINT1_64630.3									
OG0025132									SINT1_65200.1									
OG0025133									SINT1_65210.1									
OG0025134									SINT1_66680.1									
OG0025135									SINT1_67070.1									
OG0025136									SINT1_67230.1									
OG0025137									SINT1_67320.1									
OG0025138									SINT1_67460.1									
OG0025139									SINT1_67660.1									
OG0025140									SINT1_67670.1									
OG0025141									SINT1_68040.1									
OG0025142									SINT1_68050.1									
OG0025143									SINT1_68060.1									
OG0025144									SINT1_68180.1									
OG0025145									SINT1_68210.1									
OG0025146									SINT1_68510.1									
OG0025147									SINT1_69160.1									
OG0025148									SINT1_69190.1									
OG0025149									SINT1_69640.1									
OG0025150									SINT1_69650.1									
OG0025151									SINT1_69660.1									
OG0025152									SINT1_7000.1									
OG0025153									SINT1_70660.1									
OG0025154									SINT1_70700.1									
OG0025155									SINT1_71400.1									
OG0025156									SINT1_71470.1									
OG0025157									SINT1_71650.1									
OG0025158									SINT1_73750.1									
OG0025159									SINT1_74420.1									
OG0025160									SINT1_74550.1									
OG0025161									SINT1_75950.1									
OG0025162									SINT1_77010.1									
OG0025163									SINT1_77590.1									
OG0025164									SINT1_77720.1									
OG0025165									SINT1_77730.1									
OG0025166									SINT1_78220.1									
OG0025167									SINT1_78330.1									
OG0025168									SINT1_78630.1									
OG0025169									SINT1_78720.1									
OG0025170									SINT1_79080.1									
OG0025171									SINT1_79120.1									
OG0025172									SINT1_79130.1									
OG0025173									SINT1_79140.1									
OG0025174									SINT1_79720.1									
OG0025175									SINT1_79790.1									
OG0025176									SINT1_79880.1									
OG0025177									SINT1_79990.1									
OG0025178									SINT1_80000.1									
OG0025179									SINT1_80010.1									
OG0025180									SINT1_80420.1									
OG0025181									SINT1_81330.1									
OG0025182									SINT1_81690.1									
OG0025183									SINT1_8170.1									
OG0025184									SINT1_82110.1									
OG0025185									SINT1_82200.1									
OG0025186									SINT1_8280.1									
OG0025187									SINT1_83090.1									
OG0025188									SINT1_83290.1									
OG0025189									SINT1_83710.1									
OG0025190									SINT1_83750.1									
OG0025191									SINT1_84560.1									
OG0025192									SINT1_84970.1									
OG0025193									SINT1_85730.1									
OG0025194									SINT1_86160.1									
OG0025195									SINT1_86550.1									
OG0025196									SINT1_86610.1									
OG0025197									SINT1_87240.1									
OG0025198									SINT1_87250.1									
OG0025199									SINT1_87280.1									
OG0025200									SINT1_88070.1									
OG0025201									SINT1_88590.1									
OG0025202									SINT1_88600.1									
OG0025203									SINT1_88610.1									
OG0025204									SINT1_88740.1									
OG0025205									SINT1_88810.1									
OG0025206									SINT1_89160.1									
OG0025207									SINT1_89200.1									
OG0025208									SINT1_89360.1									
OG0025209									SINT1_89440.1									
OG0025210									SINT1_89520.1									
OG0025211									SINT1_89590.1									
OG0025212									SINT1_89740.1									
OG0025213									SINT1_89870.1									
OG0025214									SINT1_90430.1									
OG0025215									SINT1_90460.1									
OG0025216									SINT1_90490.1									
OG0025217									SINT1_90530.1									
OG0025218									SINT1_9080.1									
OG0025219									SINT1_91220.1									
OG0025220									SINT1_91410.1									
OG0025221									SINT1_91660.1									
OG0025222									SINT1_91740.1									
OG0025223									SINT1_91820.1									
OG0025224									SINT1_91970.1									
OG0025225									SINT1_92290.1									
OG0025226									SINT1_92890.1									
OG0025227									SINT1_92970.1									
OG0025228									SINT1_93170.1									
OG0025229									SINT1_93490.1									
OG0025230									SINT1_93580.1									
OG0025231									SINT1_94300.1									
OG0025232									SINT1_94350.1									
OG0025233									SINT1_94870.1									
OG0025234									SINT1_94990.1									
OG0025235									SINT1_95040.1									
OG0025236									SINT1_95090.1									
OG0025237									SINT1_95160.1									
OG0025238									SINT1_95170.1									
OG0025239									SINT1_95200.1									
OG0025240									SINT1_95340.1									
OG0025241									SINT1_95350.1									
OG0025242									SINT1_95450.1									
OG0025243									SINT1_95460.1									
OG0025244									SINT1_95560.1									
OG0025245									SINT1_95670.1									
OG0025246									SINT1_95720.1									
OG0025247									SINT1_95760.1									
OG0025248									SINT1_95770.1									
OG0025249									SINT1_95880.1									
OG0025250									SINT1_95890.1									
OG0025251									SINT1_95960.1									
OG0025252									SINT1_95970.1									
OG0025253									SINT1_96030.1									
OG0025254									SINT1_96370.1									
OG0025255									SINT1_96400.1									
OG0025256									SINT1_96420.1									
OG0025257									SINT1_96550.1									
OG0025258									SINT1_96560.1									
OG0025259									SINT1_96570.1									
OG0025260									SINT1_96610.1									
OG0025261									SINT1_96820.1									
OG0025262									SINT1_96880.1									
OG0025263									SINT1_9930.1									
OG0025264										EWB00_000036								
OG0025265										EWB00_000037								
OG0025266										EWB00_000039								
OG0025267										EWB00_000040								
OG0025268										EWB00_000041								
OG0025269										EWB00_000042								
OG0025270										EWB00_000097								
OG0025271										EWB00_000116								
OG0025272										EWB00_000117								
OG0025273										EWB00_000118								
OG0025274										EWB00_000119								
OG0025275										EWB00_000120								
OG0025276										EWB00_000121								
OG0025277										EWB00_000122								
OG0025278										EWB00_000123								
OG0025279										EWB00_000124								
OG0025280										EWB00_000128								
