Orthogroup	schistosoma_guineensis	schistosoma_mattheei
OG0002964	SGUI1_24880.1, SGUI1_24880.2, SGUI1_24880.3, SGUI1_24880.4	SMTH1_27880.1, SMTH1_27890.1
OG0002965	SGUI1_92820.1	SMTH1_102690.1, SMTH1_102690.2
OG0002966	SGUI1_43910.1	SMTH1_48900.1, SMTH1_48900.2
OG0002967	SGUI1_61530.1, SGUI1_61530.2, SGUI1_61530.3	SMTH1_67920.1, SMTH1_67920.2, SMTH1_67910.1
OG0002968	SGUI1_18980.2, SGUI1_18980.1, SGUI1_18980.3	SMTH1_21390.1
OG0002969	SGUI1_52890.1	SMTH1_58800.1, SMTH1_58800.2
OG0002970	SGUI1_9180.1	SMTH1_11180.10, SMTH1_11180.2, SMTH1_11180.1, SMTH1_11180.3, SMTH1_11180.4, SMTH1_11180.6, SMTH1_11180.7, SMTH1_11180.8, SMTH1_11180.9, SMTH1_11180.5
OG0002971	SGUI1_63400.1	SMTH1_70060.1
OG0002973	SGUI1_48550.1	SMTH1_54220.2
OG0002973	SGUI1_48550.2, SGUI1_48550.3	SMTH1_54220.1, SMTH1_54220.3
OG0002974	SGUI1_32280.1, SGUI1_32280.2, SGUI1_32280.3	SMTH1_36110.1
OG0002975	SGUI1_38110.1	SMTH1_42350.1, SMTH1_42350.2, SMTH1_42350.3
OG0002976	SGUI1_63880.1	SMTH1_70620.1
OG0002977	SGUI1_7460.1	SMTH1_9060.1
OG0002979	SGUI1_21130.1	SMTH1_23820.1, SMTH1_23820.2, SMTH1_23800.1
OG0002980	SGUI1_29060.1, SGUI1_29060.2	SMTH1_32560.1
OG0002981	SGUI1_75580.1	SMTH1_83590.2, SMTH1_83590.1, SMTH1_83590.3
OG0002982	SGUI1_53930.1	SMTH1_59840.1, SMTH1_59840.2, SMTH1_59840.4, SMTH1_59840.3
OG0002983	SGUI1_24390.1, SGUI1_24390.2	SMTH1_27380.1
OG0002984	SGUI1_11890.1	SMTH1_14290.1
OG0002985	SGUI1_2170.1	SMTH1_2590.1, SMTH1_2590.4, SMTH1_2590.2, SMTH1_2590.3
OG0002988	SGUI1_93370.1	SMTH1_103310.1
OG0002989	SGUI1_49460.1	SMTH1_55250.1, SMTH1_55230.1
OG0002990	SGUI1_82310.1	SMTH1_90930.1
OG0002991	SGUI1_31790.1	SMTH1_35530.1
OG0002992	SGUI1_76380.1	SMTH1_84480.1, SMTH1_84470.1
OG0002993	SGUI1_84450.1	SMTH1_93110.1, SMTH1_93120.1
OG0002994	SGUI1_33260.1, SGUI1_18960.1	SMTH1_21360.1, SMTH1_21360.2
OG0002995	SGUI1_89440.1	SMTH1_98770.1, SMTH1_98770.2
OG0002996	SGUI1_14630.1	SMTH1_16600.1
OG0002997	SGUI1_34190.1	SMTH1_38160.1, SMTH1_38160.2, SMTH1_38160.3
OG0002998	SGUI1_44570.1	SMTH1_49610.1, SMTH1_49610.2
OG0002999	SGUI1_60860.2, SGUI1_60860.1, SGUI1_60860.3	SMTH1_67190.1
OG0003000	SGUI1_26780.1	SMTH1_29920.1
OG0003001	SGUI1_26730.1	SMTH1_29870.1, SMTH1_29870.2, SMTH1_29880.1
OG0003002	SGUI1_19190.2, SGUI1_19190.3, SGUI1_19190.4, SGUI1_19190.5, SGUI1_19190.6, SGUI1_19190.1	SMTH1_21610.1
OG0003003	SGUI1_94110.3	SMTH1_104070.2
OG0003003	SGUI1_94110.2	SMTH1_104070.1
OG0003004	SGUI1_75480.1, SGUI1_75480.2	SMTH1_83510.1, SMTH1_83510.2, SMTH1_83510.3, SMTH1_83510.4
OG0003005	SGUI1_54240.1	SMTH1_60160.1, SMTH1_60160.2
OG0003006	SGUI1_85340.1	SMTH1_94190.2
OG0003007	SGUI1_61560.1	SMTH1_67950.1
OG0003008	SGUI1_31840.1, SGUI1_31840.2	SMTH1_35590.1, SMTH1_35590.2, SMTH1_35590.3
OG0003009	SGUI1_6180.2, SGUI1_6180.5, SGUI1_6180.1, SGUI1_6180.3, SGUI1_6180.7, SGUI1_6180.8, SGUI1_6180.9, SGUI1_6180.4, SGUI1_6180.6	SMTH1_7460.1, SMTH1_7460.2
OG0003011	SGUI1_30140.1	SMTH1_33660.1
OG0003012	SGUI1_61990.1	SMTH1_68470.1
OG0003013	SGUI1_78730.1	SMTH1_87020.1
OG0003014	SGUI1_84670.1	SMTH1_93340.1, SMTH1_93330.1, SMTH1_93320.1
OG0003015	SGUI1_43390.1	SMTH1_48370.1, SMTH1_48380.1
OG0003016	SGUI1_76040.3, SGUI1_76040.4, SGUI1_76040.5, SGUI1_76040.2, SGUI1_76040.1	SMTH1_84020.1
OG0003017	SGUI1_50440.1, SGUI1_50440.2	SMTH1_56250.1, SMTH1_56250.2, SMTH1_56240.1
OG0003018	SGUI1_94950.1, SGUI1_94950.2	SMTH1_105010.6, SMTH1_105010.5, SMTH1_105010.3, SMTH1_105010.4, SMTH1_105010.1, SMTH1_105010.2
OG0003019	SGUI1_74960.1, SGUI1_74960.2	SMTH1_82990.1, SMTH1_82990.2
OG0003020	SGUI1_28460.1, SGUI1_28460.3, SGUI1_28460.2	SMTH1_31920.1
OG0003021	SGUI1_84700.1	SMTH1_93370.1
OG0003022	SGUI1_24630.7, SGUI1_24630.1, SGUI1_24630.2, SGUI1_24630.4, SGUI1_24630.5, SGUI1_24630.6, SGUI1_24630.3	SMTH1_27610.1
OG0003023	SGUI1_84620.1	SMTH1_93270.2, SMTH1_93270.1
OG0003024	SGUI1_78240.1, SGUI1_78240.3, SGUI1_78240.4, SGUI1_78240.2	SMTH1_86560.1, SMTH1_86560.2, SMTH1_86560.3, SMTH1_86560.4
OG0003025	SGUI1_36880.2, SGUI1_36880.1, SGUI1_36880.3	SMTH1_40920.1, SMTH1_40920.2
OG0003026	SGUI1_32980.1, SGUI1_32980.2, SGUI1_32980.3	SMTH1_36930.1
OG0003027	SGUI1_16310.1, SGUI1_16310.2	SMTH1_18510.4, SMTH1_18510.3, SMTH1_18510.2, SMTH1_18510.1
OG0003028	SGUI1_9300.1, SGUI1_9300.2, SGUI1_9300.3, SGUI1_9300.4	SMTH1_11350.1, SMTH1_11350.2
OG0003029	SGUI1_81340.1, SGUI1_81340.2, SGUI1_81340.3	SMTH1_89830.1, SMTH1_89830.2, SMTH1_89830.3, SMTH1_89830.4, SMTH1_89830.5
OG0003031	SGUI1_64970.1, SGUI1_64970.2, SGUI1_64970.3	SMTH1_71760.1
OG0003032	SGUI1_59310.6, SGUI1_59310.7, SGUI1_59310.1, SGUI1_59310.3, SGUI1_59310.4, SGUI1_59310.2, SGUI1_59310.5	SMTH1_65430.1
OG0003033	SGUI1_46790.1	SMTH1_52250.1
OG0003034	SGUI1_82910.1	SMTH1_91510.1
OG0003036	SGUI1_84770.1, SGUI1_86020.1, SGUI1_86010.1	SMTH1_93510.1
OG0003037	SGUI1_79980.1	SMTH1_88440.1
OG0003038	SGUI1_52300.1	SMTH1_58140.3, SMTH1_58140.1, SMTH1_58140.2
OG0003039	SGUI1_46030.1	SMTH1_51390.1
OG0003040	SGUI1_29790.1	SMTH1_33270.1
OG0003041	SGUI1_32700.4, SGUI1_32700.2, SGUI1_32700.1, SGUI1_32700.6, SGUI1_32700.3, SGUI1_32700.5	SMTH1_36560.1
OG0003042	SGUI1_40790.1	SMTH1_45530.1
OG0003043	SGUI1_47850.1	SMTH1_53410.1
OG0003044	SGUI1_7270.1	SMTH1_8840.1
OG0003045	SGUI1_51770.1	SMTH1_57590.1
OG0003046	SGUI1_51780.1, SGUI1_51780.3, SGUI1_51780.2	SMTH1_57600.1, SMTH1_57600.3, SMTH1_57600.2
OG0003048	SGUI1_45670.2, SGUI1_45670.1, SGUI1_96890.1	SMTH1_50950.1, SMTH1_50950.2
OG0003049	SGUI1_45660.1, SGUI1_45660.2	SMTH1_50940.1, SMTH1_50940.2
OG0003050	SGUI1_79000.1	SMTH1_87380.1, SMTH1_87370.1, SMTH1_87390.1
OG0003052	SGUI1_65280.1	SMTH1_72110.1
OG0003053	SGUI1_26330.2, SGUI1_26330.3, SGUI1_26330.4, SGUI1_26330.1	SMTH1_29380.1
OG0003054	SGUI1_8150.1	SMTH1_9990.1
OG0003055	SGUI1_56690.1	SMTH1_62610.1
OG0003056	SGUI1_8060.1	SMTH1_9840.1, SMTH1_9860.1, SMTH1_9850.1
OG0003057	SGUI1_63750.1	SMTH1_70430.1
OG0003058	SGUI1_92350.1	SMTH1_102140.1, SMTH1_102130.1
OG0003059	SGUI1_35860.1	SMTH1_39860.1, SMTH1_39860.2
OG0003060	SGUI1_52110.1	SMTH1_57930.1, SMTH1_57920.1
OG0003061	SGUI1_81310.1, SGUI1_81310.2	SMTH1_89800.1, SMTH1_89800.2, SMTH1_89800.3, SMTH1_89800.4
OG0003062	SGUI1_90200.1, SGUI1_90200.2	SMTH1_99650.1
OG0003063	SGUI1_17340.1	SMTH1_19630.1, SMTH1_19630.2
OG0003064	SGUI1_7280.1	SMTH1_8850.1, SMTH1_8850.2
OG0003065	SGUI1_21430.1	SMTH1_24120.1, SMTH1_24120.2, SMTH1_24120.3
OG0003066	SGUI1_94440.2	SMTH1_104460.1
OG0003067	SGUI1_24570.3, SGUI1_24570.2, SGUI1_24570.1	SMTH1_27550.1
OG0003068	SGUI1_77200.1, SGUI1_77200.2	SMTH1_85350.1, SMTH1_85350.2
OG0003070	SGUI1_35080.1	SMTH1_39220.1, SMTH1_39200.2, SMTH1_39200.1, SMTH1_39200.3
OG0003071	SGUI1_61160.4, SGUI1_61160.3, SGUI1_61160.1, SGUI1_61160.2	SMTH1_67540.1
OG0003072	SGUI1_79960.1	SMTH1_88420.1
OG0003073	SGUI1_64460.1, SGUI1_64460.2	SMTH1_71220.1
OG0003074	SGUI1_59110.1	SMTH1_65310.1
OG0003075	SGUI1_63700.1, SGUI1_57970.2, SGUI1_57970.1	SMTH1_63880.3, SMTH1_63880.4, SMTH1_63880.1, SMTH1_63880.2
OG0003076	SGUI1_57900.1, SGUI1_57930.1	SMTH1_63830.1
OG0003077	SGUI1_74990.1	SMTH1_83020.1
OG0003078	SGUI1_61600.1, SGUI1_61600.2	SMTH1_68020.3, SMTH1_68020.2
OG0003079	SGUI1_56660.1	SMTH1_62590.1
OG0003080	SGUI1_10150.1	SMTH1_12340.4, SMTH1_12340.1, SMTH1_12340.3
OG0003081	SGUI1_14450.1	SMTH1_16430.1
OG0003082	SGUI1_50200.1, SGUI1_50200.2	SMTH1_56040.1
OG0003083	SGUI1_79720.1, SGUI1_79720.2	SMTH1_88160.1
OG0003084	SGUI1_73090.1, SGUI1_73090.3, SGUI1_73090.2	SMTH1_81020.1
OG0003085	SGUI1_38560.1, SGUI1_38560.2, SGUI1_38560.3	SMTH1_42890.1, SMTH1_42900.1
OG0003086	SGUI1_66350.1, SGUI1_66350.2, SGUI1_66350.3	SMTH1_73270.1
OG0003087	SGUI1_96260.1	SMTH1_106480.1, SMTH1_106480.2
OG0003088	SGUI1_20140.1, SGUI1_20140.2	SMTH1_22750.1
OG0003089	SGUI1_18290.1, SGUI1_18290.2	SMTH1_20610.1
OG0003090	SGUI1_31680.1, SGUI1_31680.5, SGUI1_31680.2, SGUI1_31680.3, SGUI1_31680.4, SGUI1_31680.6	SMTH1_35430.1, SMTH1_35430.2
OG0003091	SGUI1_93420.1	SMTH1_103280.1
OG0003091	SGUI1_93410.1	SMTH1_103270.1
OG0003093	SGUI1_91540.4, SGUI1_91540.2, SGUI1_91540.3, SGUI1_91540.1	SMTH1_101180.2, SMTH1_101180.1, SMTH1_101180.3
OG0003094	SGUI1_89000.1	SMTH1_98290.1
OG0003095	SGUI1_48120.1	SMTH1_53730.1
OG0003096	SGUI1_76130.1, SGUI1_76130.3, SGUI1_76130.2	SMTH1_84140.2, SMTH1_84140.1, SMTH1_84140.3
OG0003097	SGUI1_66480.2, SGUI1_66480.3, SGUI1_66480.1	SMTH1_73450.1, SMTH1_73450.2
OG0003098	SGUI1_15430.1	SMTH1_17540.1, SMTH1_17550.1
OG0003099	SGUI1_43100.1	SMTH1_48040.10, SMTH1_48040.11, SMTH1_48040.3, SMTH1_48040.4, SMTH1_48040.1, SMTH1_48040.2, SMTH1_48040.5, SMTH1_48040.6, SMTH1_48040.7, SMTH1_48040.8, SMTH1_48040.9
OG0003107	SGUI1_56490.1	SMTH1_62430.1, SMTH1_62420.1
OG0003108	SGUI1_26110.1, SGUI1_26110.2	SMTH1_29120.1
OG0003109	SGUI1_14960.1, SGUI1_14960.2	SMTH1_16980.1
OG0003110	SGUI1_13620.1	SMTH1_15740.1
OG0003111	SGUI1_72020.2	SMTH1_79760.1
OG0003111	SGUI1_72020.1	SMTH1_79760.2
OG0003112	SGUI1_68200.1	SMTH1_75330.1
OG0003114	SGUI1_87490.1	SMTH1_96600.1
OG0003115	SGUI1_74100.1	SMTH1_82120.1
OG0003116	SGUI1_88640.3	SMTH1_97920.2
OG0003117	SGUI1_18150.3, SGUI1_18150.1, SGUI1_18150.4, SGUI1_18150.2	SMTH1_20470.1
OG0003118	SGUI1_40640.1	SMTH1_45400.1
OG0003119	SGUI1_32840.1, SGUI1_32840.2, SGUI1_32840.3, SGUI1_32840.4, SGUI1_32840.5	SMTH1_36740.1, SMTH1_36740.2, SMTH1_36740.5, SMTH1_36740.3, SMTH1_36740.4
OG0003120	SGUI1_71000.1, SGUI1_71000.2, SGUI1_71000.3, SGUI1_71000.4, SGUI1_71000.5, SGUI1_71000.6, SGUI1_71000.7, SGUI1_71000.8	SMTH1_78490.1
OG0003121	SGUI1_1560.1, SGUI1_1560.2, SGUI1_1560.3, SGUI1_1560.4, SGUI1_1560.5	SMTH1_1940.1
OG0003122	SGUI1_520.1	SMTH1_550.1
OG0003123	SGUI1_84030.1	SMTH1_92700.1
OG0003124	SGUI1_91070.4, SGUI1_91070.1, SGUI1_91070.2, SGUI1_91070.3	SMTH1_100670.1
OG0003125	SGUI1_74740.1	SMTH1_82780.1
OG0003126	SGUI1_18790.4, SGUI1_18790.2, SGUI1_18790.3, SGUI1_18790.1	SMTH1_21190.1
OG0003127	SGUI1_86690.1, SGUI1_86680.1	SMTH1_95710.1
OG0003128	SGUI1_82830.1	SMTH1_91420.1
OG0003129	SGUI1_2820.1, SGUI1_2820.2	SMTH1_3450.1, SMTH1_3460.1
OG0003130	SGUI1_27670.1	SMTH1_30980.1
OG0003130	SGUI1_27670.1	SMTH1_30980.2
OG0003130	SGUI1_27670.2	SMTH1_30980.1
OG0003130	SGUI1_27670.2	SMTH1_30980.2
OG0003131	SGUI1_72680.1	SMTH1_80560.1
OG0003132	SGUI1_23620.1	SMTH1_26550.1
OG0003132	SGUI1_23620.1	SMTH1_26550.2
OG0003132	SGUI1_23620.1	SMTH1_26550.3
OG0003132	SGUI1_23620.1	SMTH1_26550.4
OG0003132	SGUI1_23620.2	SMTH1_26550.1
OG0003132	SGUI1_23620.2	SMTH1_26550.2
OG0003132	SGUI1_23620.2	SMTH1_26550.3
OG0003132	SGUI1_23620.2	SMTH1_26550.4
OG0003133	SGUI1_59690.2, SGUI1_59690.3, SGUI1_59690.1	SMTH1_65790.1
OG0003134	SGUI1_84090.1	SMTH1_92740.1
OG0003135	SGUI1_36210.1	SMTH1_40220.1, SMTH1_40220.2, SMTH1_40220.3
OG0003137	SGUI1_81800.1	SMTH1_90340.1, SMTH1_90330.1
OG0003138	SGUI1_90870.1	SMTH1_100410.1, SMTH1_100410.2
OG0003139	SGUI1_49450.3, SGUI1_49450.4, SGUI1_49450.5, SGUI1_49450.1, SGUI1_49450.2	SMTH1_55220.3, SMTH1_55220.1, SMTH1_55220.2
OG0003140	SGUI1_30810.1	SMTH1_34460.1
OG0003141	SGUI1_62010.1, SGUI1_62010.2	SMTH1_68500.1
OG0003142	SGUI1_76980.1	SMTH1_85170.3, SMTH1_85170.4, SMTH1_85170.5, SMTH1_85170.1, SMTH1_85170.2
OG0003143	SGUI1_76210.1	SMTH1_84230.1
OG0003144	SGUI1_39130.1, SGUI1_39130.3, SGUI1_39130.2	SMTH1_43640.1
OG0003145	SGUI1_20890.1	SMTH1_21890.1, SMTH1_21890.2
OG0003146	SGUI1_65240.1, SGUI1_65240.2, SGUI1_65240.3, SGUI1_65240.4, SGUI1_65240.5	SMTH1_72070.1
OG0003147	SGUI1_49300.1, SGUI1_49300.2	SMTH1_55060.1
OG0003148	SGUI1_92970.1	SMTH1_102820.1
OG0003149	SGUI1_56440.1, SGUI1_56440.2	SMTH1_62370.1
OG0003150	SGUI1_79280.2, SGUI1_79280.1	SMTH1_87680.1
OG0003151	SGUI1_50050.1	SMTH1_55890.1, SMTH1_55900.1, SMTH1_55890.5, SMTH1_55890.4, SMTH1_55890.2, SMTH1_55890.3
OG0003152	SGUI1_37070.1	SMTH1_41280.1, SMTH1_41280.2, SMTH1_41280.3, SMTH1_41280.4, SMTH1_41280.5, SMTH1_41280.6
OG0003153	SGUI1_74200.1	SMTH1_82230.2, SMTH1_82230.1, SMTH1_82230.3, SMTH1_82230.4
OG0003154	SGUI1_35560.1	SMTH1_39560.4, SMTH1_39560.2, SMTH1_39560.3
OG0003155	SGUI1_71410.1	SMTH1_78990.1
OG0003156	SGUI1_38040.1	SMTH1_42250.1
OG0003157	SGUI1_52580.1	SMTH1_58420.1, SMTH1_58420.2
OG0003158	SGUI1_89620.1	SMTH1_31780.1
OG0003159	SGUI1_56120.1, SGUI1_56110.1	SMTH1_62060.1
OG0003160	SGUI1_20070.1, SGUI1_20070.2	SMTH1_22840.1, SMTH1_22850.1
OG0003161	SGUI1_47060.1	SMTH1_52520.1
OG0003162	SGUI1_8860.1	SMTH1_10820.1, SMTH1_10830.3, SMTH1_10830.1, SMTH1_10830.2
OG0003163	SGUI1_1540.1	SMTH1_1920.1, SMTH1_1920.2
OG0003164	SGUI1_33120.1	SMTH1_37090.1
OG0003165	SGUI1_78050.1	SMTH1_86340.1
OG0003167	SGUI1_94040.1, SGUI1_94040.2	SMTH1_104000.1
OG0003168	SGUI1_64040.1	SMTH1_70770.1
OG0003169	SGUI1_15480.2, SGUI1_15480.3, SGUI1_15480.1	SMTH1_17610.1, SMTH1_17610.2, SMTH1_17610.3
OG0003170	SGUI1_17690.1, SGUI1_17690.2, SGUI1_17690.3	SMTH1_20010.1
OG0003171	SGUI1_73430.1	SMTH1_81400.1
OG0003172	SGUI1_21760.1	SMTH1_24550.1
OG0003173	SGUI1_31480.1	SMTH1_35220.1, SMTH1_35220.2, SMTH1_35220.3, SMTH1_35220.4
OG0003174	SGUI1_75610.1	SMTH1_83630.2, SMTH1_83630.1
OG0003175	SGUI1_94210.1	SMTH1_104180.1
OG0003178	SGUI1_33190.1	SMTH1_37170.1
OG0003179	SGUI1_75770.1	SMTH1_83750.1
OG0003180	SGUI1_4200.1	SMTH1_4940.1
OG0003181	SGUI1_36580.1	SMTH1_40580.1
OG0003183	SGUI1_12350.1	SMTH1_14790.1
OG0003185	SGUI1_72160.1	SMTH1_79950.1
OG0003186	SGUI1_29520.1, SGUI1_29520.2	SMTH1_33010.1
OG0003187	SGUI1_74210.3	SMTH1_82250.1
OG0003188	SGUI1_81300.1	SMTH1_89790.1
OG0003189	SGUI1_57190.1, SGUI1_57190.3, SGUI1_57190.2, SGUI1_57190.4, SGUI1_57190.5	SMTH1_63110.1
OG0003190	SGUI1_60910.2, SGUI1_60910.4, SGUI1_60910.1, SGUI1_60910.3, SGUI1_60910.5, SGUI1_60910.6, SGUI1_60910.7	SMTH1_67240.1
OG0003191	SGUI1_47350.1	SMTH1_52880.1
OG0003192	SGUI1_66710.1	SMTH1_73730.1
OG0003193	SGUI1_37120.1	SMTH1_41330.1, SMTH1_41340.1
OG0003194	SGUI1_70030.1	SMTH1_77300.1
OG0003195	SGUI1_17740.1	SMTH1_20050.3, SMTH1_20050.4, SMTH1_20050.1, SMTH1_20050.2
OG0003196	SGUI1_62550.1	SMTH1_69040.1
OG0003197	SGUI1_95350.1	SMTH1_105450.4, SMTH1_105450.2, SMTH1_105450.3, SMTH1_105450.1
OG0003198	SGUI1_50800.2, SGUI1_50800.3, SGUI1_50800.1, SGUI1_50800.4, SGUI1_50800.5	SMTH1_56630.1, SMTH1_56630.2, SMTH1_56630.3
OG0003199	SGUI1_93900.1	SMTH1_103820.1
OG0003199	SGUI1_93900.2	SMTH1_103820.2
OG0003200	SGUI1_9690.1	SMTH1_11830.1
OG0003201	SGUI1_14210.5, SGUI1_14210.4, SGUI1_14210.1, SGUI1_14210.2, SGUI1_14210.3	SMTH1_16170.1, SMTH1_16170.2
OG0003202	SGUI1_18170.1, SGUI1_18170.2	SMTH1_20500.1
OG0003203	SGUI1_92040.1	SMTH1_101720.1
OG0003204	SGUI1_20450.1	SMTH1_22340.1, SMTH1_22320.1, SMTH1_22310.1
OG0003205	SGUI1_36520.1, SGUI1_36520.2	SMTH1_40520.1
OG0003206	SGUI1_17120.1	SMTH1_19400.1
OG0003207	SGUI1_7760.1	SMTH1_9460.1
OG0003208	SGUI1_68370.1	SMTH1_75540.1, SMTH1_75540.2
OG0003209	SGUI1_79360.1, SGUI1_79360.2, SGUI1_79360.3	SMTH1_87780.1
OG0003210	SGUI1_11980.1	SMTH1_14380.1
OG0003211	SGUI1_75470.1	SMTH1_83500.1, SMTH1_83500.2
OG0003213	SGUI1_33050.1	SMTH1_36990.1, SMTH1_36990.2
OG0003214	SGUI1_10870.1	SMTH1_13160.1
OG0003215	SGUI1_8240.1	SMTH1_10120.1
OG0003216	SGUI1_64710.1, SGUI1_64710.2	SMTH1_71500.1, SMTH1_71500.2
OG0003217	SGUI1_61290.1, SGUI1_61290.2, SGUI1_61290.3	SMTH1_67660.1, SMTH1_67660.2
OG0003218	SGUI1_58410.1	SMTH1_64410.1
OG0003220	SGUI1_62400.1, SGUI1_62400.2	SMTH1_59130.1
OG0003223	SGUI1_92830.1	SMTH1_102700.1
OG0003223	SGUI1_89130.1, SGUI1_89130.2	SMTH1_98460.1, SMTH1_98460.2
OG0003224	SGUI1_38100.1, SGUI1_38100.2	SMTH1_42340.1, SMTH1_42340.2
OG0003225	SGUI1_88730.1, SGUI1_88730.2, SGUI1_88730.3	SMTH1_98010.1
OG0003226	SGUI1_13640.3, SGUI1_13640.4, SGUI1_13640.1, SGUI1_13640.2, SGUI1_13640.5	SMTH1_15720.1, SMTH1_15720.3
OG0003228	SGUI1_88030.1	SMTH1_97210.1
OG0003229	SGUI1_76650.1	SMTH1_84740.1
OG0003230	SGUI1_46930.1	SMTH1_52380.1
OG0003231	SGUI1_17420.1	SMTH1_19700.1, SMTH1_19700.4, SMTH1_19700.3, SMTH1_19700.2
OG0003232	SGUI1_10060.1	SMTH1_12250.2, SMTH1_12250.4
OG0003233	SGUI1_21640.1	SMTH1_24370.1
OG0003234	SGUI1_60940.1	SMTH1_67270.1
OG0003235	SGUI1_84760.1	SMTH1_93460.1
OG0003236	SGUI1_57720.1	SMTH1_63630.1
OG0003237	SGUI1_25010.1, SGUI1_25010.4, SGUI1_25010.5, SGUI1_25010.6, SGUI1_25010.2, SGUI1_25010.3	SMTH1_28030.1, SMTH1_28030.4, SMTH1_28030.2, SMTH1_28030.3
OG0003238	SGUI1_65940.1, SGUI1_65940.2	SMTH1_72870.1
OG0003239	SGUI1_82540.1	SMTH1_91250.1
OG0003240	SGUI1_7560.1	SMTH1_9200.2
OG0003240	SGUI1_7560.2	SMTH1_9200.1
OG0003241	SGUI1_37440.1	SMTH1_41110.1, SMTH1_41120.1
OG0003242	SGUI1_53170.2, SGUI1_53170.3, SGUI1_53170.1, SGUI1_53170.4	SMTH1_59100.1
OG0003244	SGUI1_53600.3, SGUI1_53600.1, SGUI1_53600.2	SMTH1_59550.1
OG0003245	SGUI1_54190.1	SMTH1_60130.1
OG0003247	SGUI1_20190.1	SMTH1_22680.1, SMTH1_22680.2
OG0003248	SGUI1_83720.1	SMTH1_92350.1, SMTH1_92350.3, SMTH1_92350.2
OG0003249	SGUI1_64420.2, SGUI1_64420.1	SMTH1_71180.1, SMTH1_71170.1
OG0003250	SGUI1_70740.1	SMTH1_78070.1
OG0003251	SGUI1_86940.1	SMTH1_95920.1
OG0003252	SGUI1_42320.1	SMTH1_47120.1
OG0003253	SGUI1_87440.1, SGUI1_87440.4, SGUI1_87440.2, SGUI1_87440.3	SMTH1_96560.4, SMTH1_96560.3, SMTH1_96560.2, SMTH1_96560.1
OG0003254	SGUI1_64720.2	SMTH1_71510.5
OG0003254	SGUI1_64720.3, SGUI1_64720.1	SMTH1_71510.1, SMTH1_71510.2, SMTH1_71510.3, SMTH1_71510.4
OG0003255	SGUI1_93020.1	SMTH1_102880.1
OG0003256	SGUI1_84280.1	SMTH1_92980.1
OG0003257	SGUI1_11860.1	SMTH1_14240.1
OG0003258	SGUI1_43380.1	SMTH1_48360.1, SMTH1_48350.1
OG0003259	SGUI1_23240.1, SGUI1_23240.2, SGUI1_23240.3, SGUI1_23240.4	SMTH1_26400.1, SMTH1_26380.1
OG0003260	SGUI1_84530.6, SGUI1_84530.5, SGUI1_84530.1, SGUI1_84530.2, SGUI1_84530.4, SGUI1_84530.3	SMTH1_93200.1
OG0003261	SGUI1_34440.1, SGUI1_34440.2, SGUI1_34440.4, SGUI1_34440.3	SMTH1_38460.1
OG0003262	SGUI1_58370.1	SMTH1_64380.1
OG0003262	SGUI1_58370.1	SMTH1_64610.1
OG0003262	SGUI1_58370.1	SMTH1_64610.2
OG0003263	SGUI1_4740.1, SGUI1_4740.2	SMTH1_5730.1
OG0003264	SGUI1_15140.1, SGUI1_15140.2, SGUI1_15140.3, SGUI1_15140.4	SMTH1_17230.1, SMTH1_17220.1
OG0003266	SGUI1_71570.1	SMTH1_79220.1
OG0003267	SGUI1_20490.1, SGUI1_20490.2	SMTH1_22270.1, SMTH1_22270.2
OG0003268	SGUI1_43470.1, SGUI1_43470.2, SGUI1_43470.3, SGUI1_43470.4	SMTH1_48460.1
OG0003269	SGUI1_76840.1	SMTH1_85010.1
OG0003270	SGUI1_63050.1, SGUI1_63050.2	SMTH1_69690.5, SMTH1_69690.2, SMTH1_69690.4, SMTH1_69690.3, SMTH1_69690.1, SMTH1_69690.6, SMTH1_69690.7
OG0003271	SGUI1_10590.2	SMTH1_12780.2
OG0003271	SGUI1_10590.3	SMTH1_12780.3
OG0003272	SGUI1_36380.1	SMTH1_40390.1
OG0003273	SGUI1_33570.2, SGUI1_33570.3, SGUI1_33570.1	SMTH1_37560.1, SMTH1_37560.3, SMTH1_37560.4, SMTH1_37560.2
OG0003274	SGUI1_18540.1	SMTH1_20860.1, SMTH1_20860.2
OG0003275	SGUI1_24340.1, SGUI1_24340.2, SGUI1_24340.5	SMTH1_27330.1, SMTH1_27330.3, SMTH1_27330.4
OG0003276	SGUI1_62080.1	SMTH1_68570.1, SMTH1_68570.2
OG0003277	SGUI1_33300.2	SMTH1_37280.1
OG0003278	SGUI1_55910.5, SGUI1_55910.3, SGUI1_55910.1, SGUI1_55910.2, SGUI1_55910.4	SMTH1_61550.1
OG0003280	SGUI1_78430.1	SMTH1_86710.1
OG0003281	SGUI1_94800.1	SMTH1_104860.1
OG0003282	SGUI1_53000.1	SMTH1_58900.1, SMTH1_58900.2
OG0003283	SGUI1_95010.1	SMTH1_105090.1
OG0003284	SGUI1_60880.1, SGUI1_60880.2	SMTH1_67210.1, SMTH1_67210.2
OG0003285	SGUI1_22600.1, SGUI1_22600.2	SMTH1_25540.1
OG0003286	SGUI1_67340.3, SGUI1_67340.2, SGUI1_67340.4, SGUI1_67340.1	SMTH1_74370.1
OG0003288	SGUI1_68710.1	SMTH1_75960.1
OG0003289	SGUI1_12330.1	SMTH1_14770.1
OG0003291	SGUI1_16880.1	SMTH1_19100.1, SMTH1_19100.2
