Orthogroup	schistosoma_guineensis	fasciola_gigantica
OG0003235	SGUI1_84760.1	FGIG_07779
OG0003236	SGUI1_57720.1	FGIG_07810
OG0003237	SGUI1_25010.1, SGUI1_25010.4, SGUI1_25010.5, SGUI1_25010.6, SGUI1_25010.2, SGUI1_25010.3	FGIG_07852
OG0003238	SGUI1_65940.1, SGUI1_65940.2	FGIG_07918
OG0003239	SGUI1_82540.1	FGIG_08059
OG0003240	SGUI1_7560.1, SGUI1_7560.2	FGIG_08124
OG0003241	SGUI1_37440.1	FGIG_10248, FGIG_08213
OG0003242	SGUI1_53170.2, SGUI1_53170.3, SGUI1_53170.1, SGUI1_53170.4	FGIG_08237
OG0003244	SGUI1_53600.3, SGUI1_53600.1, SGUI1_53600.2	FGIG_10219, FGIG_08294
OG0003245	SGUI1_54190.1	FGIG_08341
OG0003247	SGUI1_20190.1	FGIG_08388
OG0003248	SGUI1_83720.1	FGIG_08413
OG0003249	SGUI1_64420.2, SGUI1_64420.1	FGIG_08451, FGIG_12637
OG0003250	SGUI1_70740.1	FGIG_08547
OG0003251	SGUI1_86940.1	FGIG_08561
OG0003252	SGUI1_42320.1	FGIG_08583
OG0003253	SGUI1_87440.1, SGUI1_87440.4, SGUI1_87440.2, SGUI1_87440.3	FGIG_08616
OG0003254	SGUI1_64720.2, SGUI1_64720.3, SGUI1_64720.1	FGIG_08634
OG0003255	SGUI1_93920.1, SGUI1_93020.1	FGIG_08636, FGIG_08635
OG0003256	SGUI1_84280.1	FGIG_08649
OG0003257	SGUI1_11860.1	FGIG_08692
OG0003258	SGUI1_43380.1	FGIG_08812
OG0003259	SGUI1_23240.1, SGUI1_23240.2, SGUI1_23240.3, SGUI1_23240.4	FGIG_08924
OG0003260	SGUI1_84530.6, SGUI1_84530.5, SGUI1_84530.1, SGUI1_84530.2, SGUI1_84530.4, SGUI1_84530.3	FGIG_08952, FGIG_08953
OG0003261	SGUI1_34440.1, SGUI1_34440.2, SGUI1_34440.4, SGUI1_34440.3	FGIG_08978
OG0003262	SGUI1_58370.1	FGIG_11009
OG0003263	SGUI1_4740.1, SGUI1_4740.2	FGIG_09000
OG0003264	SGUI1_15140.1, SGUI1_15140.2, SGUI1_15140.3, SGUI1_15140.4	FGIG_09035
OG0003265	SGUI1_41990.2, SGUI1_41990.1, SGUI1_41990.3	FGIG_09131
OG0003266	SGUI1_71570.1	FGIG_09132
OG0003267	SGUI1_20490.1, SGUI1_20490.2	FGIG_09140
OG0003268	SGUI1_43470.1, SGUI1_43470.2, SGUI1_43470.3, SGUI1_43470.4	FGIG_10574, FGIG_09212
OG0003269	SGUI1_76840.1	FGIG_09415
OG0003270	SGUI1_63050.1, SGUI1_63050.2	FGIG_09426, FGIG_09427
OG0003271	SGUI1_10590.1, SGUI1_10590.2, SGUI1_10590.3	FGIG_09434
OG0003272	SGUI1_36380.1, SGUI1_36390.1	FGIG_10872
OG0003273	SGUI1_33570.2, SGUI1_33570.3, SGUI1_33570.1	FGIG_09631
OG0003274	SGUI1_18540.1	FGIG_09710, FGIG_13996
OG0003275	SGUI1_24340.1, SGUI1_24340.2, SGUI1_24340.5	FGIG_09740
OG0003276	SGUI1_62080.1	FGIG_09828, FGIG_09827
OG0003277	SGUI1_33300.1, SGUI1_33300.2	FGIG_09918
OG0003278	SGUI1_55910.5, SGUI1_55910.3, SGUI1_55910.1, SGUI1_55910.2, SGUI1_55910.4	FGIG_09964
OG0003279	SGUI1_1800.1, SGUI1_1800.2	FGIG_10006
OG0003280	SGUI1_78430.1	FGIG_10327
OG0003281	SGUI1_94800.1	FGIG_10328
OG0003282	SGUI1_53000.1	FGIG_10330
OG0003283	SGUI1_95010.1	FGIG_10371
OG0003284	SGUI1_60880.1, SGUI1_60880.2	FGIG_10450
OG0003285	SGUI1_22600.1, SGUI1_22600.2	FGIG_10621
OG0003286	SGUI1_67340.3, SGUI1_67340.2, SGUI1_67340.4, SGUI1_67340.1	FGIG_10657
OG0003287	SGUI1_8730.2, SGUI1_8730.6, SGUI1_8730.1, SGUI1_8730.3, SGUI1_8730.4, SGUI1_8730.5	FGIG_10686
OG0003288	SGUI1_68710.1	FGIG_10739
OG0003289	SGUI1_12330.1	FGIG_10772
OG0003290	SGUI1_9590.1	FGIG_11006
OG0003291	SGUI1_16880.1	FGIG_11157
OG0003292	SGUI1_85560.2, SGUI1_85560.7, SGUI1_85560.1, SGUI1_85560.3, SGUI1_85560.4, SGUI1_85560.5, SGUI1_85560.6	FGIG_11166
OG0003293	SGUI1_26940.1, SGUI1_26940.2	FGIG_11234
OG0003294	SGUI1_33330.1	FGIG_11258
OG0003295	SGUI1_25670.1	FGIG_11269
OG0003296	SGUI1_54480.2, SGUI1_54480.4, SGUI1_54480.3, SGUI1_54480.1	FGIG_12360, FGIG_11371
OG0003297	SGUI1_17290.2, SGUI1_17290.1	FGIG_11432
OG0003298	SGUI1_46170.1	FGIG_11454, FGIG_11539
OG0003299	SGUI1_77570.1	FGIG_11644, FGIG_12619
OG0003300	SGUI1_12800.1, SGUI1_42900.1	FGIG_11672
OG0003301	SGUI1_44060.1, SGUI1_44060.2, SGUI1_44060.3	FGIG_11783
OG0003302	SGUI1_7630.1	FGIG_11908
OG0003303	SGUI1_54570.1, SGUI1_54570.2	FGIG_12001
OG0003304	SGUI1_6740.1	FGIG_12346
OG0003305	SGUI1_74260.1, SGUI1_74260.2	FGIG_12365
OG0003306	SGUI1_56550.1	FGIG_12477
OG0003307	SGUI1_25860.1	FGIG_12638
OG0003326	SGUI1_67150.1, SGUI1_67150.2, SGUI1_67150.3	FGIG_00027
OG0003327	SGUI1_77340.1, SGUI1_77340.2, SGUI1_77340.3, SGUI1_77340.4, SGUI1_77340.5	FGIG_00066
OG0003328	SGUI1_74720.1, SGUI1_74720.2	FGIG_00138, FGIG_11210
OG0003329	SGUI1_94900.1	FGIG_00157
OG0003330	SGUI1_51810.1, SGUI1_51810.2	FGIG_00309
OG0003331	SGUI1_8990.1	FGIG_00333
OG0003332	SGUI1_31830.1	FGIG_00348, FGIG_00349
OG0003334	SGUI1_28090.1	FGIG_00412
OG0003335	SGUI1_64570.1	FGIG_00467
OG0003336	SGUI1_62220.1	FGIG_00550
OG0003337	SGUI1_76780.1	FGIG_00566
OG0003338	SGUI1_16380.2, SGUI1_16380.1	FGIG_00567
OG0003339	SGUI1_740.4, SGUI1_740.3, SGUI1_740.1, SGUI1_740.2	FGIG_00577
OG0003340	SGUI1_39650.1	FGIG_11568, FGIG_00580
OG0003341	SGUI1_67970.1	FGIG_00605, FGIG_05908, FGIG_05907
OG0003342	SGUI1_13080.1	FGIG_00621
OG0003343	SGUI1_51630.1	FGIG_00652
OG0003344	SGUI1_22830.1	FGIG_00691
OG0003345	SGUI1_88110.1	FGIG_00706
OG0003346	SGUI1_94480.1	FGIG_00761
OG0003347	SGUI1_44400.1	FGIG_00787, FGIG_11412
OG0003348	SGUI1_53720.1, SGUI1_53720.2, SGUI1_53720.3, SGUI1_53720.4	FGIG_00824
OG0003349	SGUI1_40150.1, SGUI1_40150.2, SGUI1_40150.3, SGUI1_40150.4	FGIG_00956
OG0003350	SGUI1_69670.1, SGUI1_69670.2, SGUI1_69670.3, SGUI1_69670.4	FGIG_01005
OG0003351	SGUI1_73700.1	FGIG_01029
OG0003352	SGUI1_82560.1	FGIG_01055
OG0003353	SGUI1_27190.1	FGIG_08293, FGIG_01107
OG0003354	SGUI1_27260.1, SGUI1_27260.2, SGUI1_27260.3, SGUI1_27260.4	FGIG_01213
OG0003355	SGUI1_69330.1	FGIG_05751, FGIG_01233
OG0003357	SGUI1_43150.1, SGUI1_43150.3, SGUI1_43150.2	FGIG_01285, FGIG_01286
OG0003358	SGUI1_90340.1	FGIG_01317, FGIG_12690
OG0003359	SGUI1_58280.1	FGIG_01325
OG0003360	SGUI1_32860.1, SGUI1_32860.2, SGUI1_32860.3	FGIG_01347
OG0003361	SGUI1_19100.3, SGUI1_19100.4, SGUI1_19100.5, SGUI1_19100.1, SGUI1_19100.2	FGIG_01419
OG0003362	SGUI1_75880.1, SGUI1_75880.2	FGIG_01463
OG0003363	SGUI1_96800.1, SGUI1_96800.2, SGUI1_96800.3, SGUI1_96800.4	FGIG_01536, FGIG_01537
OG0003364	SGUI1_85520.1	FGIG_01642
OG0003365	SGUI1_18590.1	FGIG_01696
OG0003366	SGUI1_62040.1, SGUI1_62040.2	FGIG_01727
OG0003367	SGUI1_47640.1, SGUI1_47570.17	FGIG_01780
OG0003368	SGUI1_37760.1	FGIG_01783
OG0003369	SGUI1_65500.3, SGUI1_65500.1, SGUI1_65500.2	FGIG_01830
OG0003370	SGUI1_25520.1	FGIG_01957
OG0003371	SGUI1_47580.1	FGIG_02019
OG0003372	SGUI1_94560.2, SGUI1_94560.3, SGUI1_94560.1	FGIG_02026
OG0003373	SGUI1_15150.1, SGUI1_15150.3, SGUI1_15150.2	FGIG_02213
OG0003374	SGUI1_95270.1, SGUI1_95270.2	FGIG_10992, FGIG_02215
OG0003375	SGUI1_69960.1	FGIG_02328
OG0003376	SGUI1_47900.1, SGUI1_47900.2, SGUI1_47900.3	FGIG_02356
OG0003377	SGUI1_81650.1	FGIG_02440, FGIG_08574, FGIG_02441
OG0003378	SGUI1_83670.1	FGIG_05882, FGIG_02455
OG0003379	SGUI1_66050.1	FGIG_02476
OG0003380	SGUI1_51430.1	FGIG_02530
OG0003381	SGUI1_55200.1	FGIG_08975, FGIG_06170, FGIG_02604
OG0003382	SGUI1_70440.1	FGIG_02624
OG0003383	SGUI1_5930.1	FGIG_02627
OG0003384	SGUI1_43420.2, SGUI1_43420.1, SGUI1_43420.3	FGIG_02644
OG0003385	SGUI1_91750.1	FGIG_02658
OG0003386	SGUI1_21320.1, SGUI1_21320.2, SGUI1_21320.3	FGIG_02736
OG0003387	SGUI1_14990.1, SGUI1_14990.2, SGUI1_14990.3	FGIG_02791
OG0003388	SGUI1_94230.1	FGIG_02832
OG0003389	SGUI1_46390.1	FGIG_02845
OG0003390	SGUI1_34480.1	FGIG_02967, FGIG_06462, FGIG_11310, FGIG_02968
OG0003391	SGUI1_79660.1, SGUI1_79660.2, SGUI1_79660.3	FGIG_02989
OG0003392	SGUI1_55900.1	FGIG_03019
OG0003393	SGUI1_32320.1	FGIG_03104
OG0003394	SGUI1_42420.1, SGUI1_42420.3, SGUI1_42420.2	FGIG_03228, FGIG_10570
OG0003395	SGUI1_56010.1	FGIG_03232
OG0003396	SGUI1_43830.1	FGIG_03268
OG0003397	SGUI1_21590.1	FGIG_11253, FGIG_03277
OG0003399	SGUI1_35220.1, SGUI1_35220.3, SGUI1_35220.2	FGIG_03351
OG0003400	SGUI1_73340.1, SGUI1_73340.2	FGIG_03383
OG0003401	SGUI1_32680.1, SGUI1_32680.2	FGIG_06798
OG0003402	SGUI1_20050.1	FGIG_03727
OG0003403	SGUI1_50520.1, SGUI1_50520.2	FGIG_03770
OG0003404	SGUI1_75440.1	FGIG_03912
OG0003405	SGUI1_47600.2, SGUI1_47600.1	FGIG_09971, FGIG_03953
OG0003406	SGUI1_96960.1, SGUI1_6800.1	FGIG_03955
OG0003407	SGUI1_85310.1	FGIG_04038
OG0003408	SGUI1_25350.1, SGUI1_25350.2	FGIG_04180
OG0003409	SGUI1_17100.1, SGUI1_97060.1	FGIG_04283
OG0003410	SGUI1_69690.1, SGUI1_69690.2	FGIG_04321
OG0003411	SGUI1_39290.2, SGUI1_39290.1	FGIG_04428
OG0003412	SGUI1_4820.1	FGIG_04567
OG0003414	SGUI1_39470.3, SGUI1_39470.2, SGUI1_39470.1	FGIG_04641
OG0003415	SGUI1_80110.1	FGIG_05494, FGIG_04667
OG0003416	SGUI1_69490.1, SGUI1_69490.2	FGIG_04682
OG0003417	SGUI1_56520.1	FGIG_04700
OG0003418	SGUI1_47120.1	FGIG_04781
OG0003419	SGUI1_74220.1, SGUI1_74220.2, SGUI1_74220.3	FGIG_04950
OG0003420	SGUI1_36810.3, SGUI1_36810.1, SGUI1_36810.2	FGIG_04953
OG0003421	SGUI1_37670.2, SGUI1_37670.3, SGUI1_37670.1, SGUI1_37670.4	FGIG_05044
OG0003422	SGUI1_46890.1	FGIG_05101, FGIG_11462
OG0003423	SGUI1_12200.1, SGUI1_12200.2	FGIG_05139, FGIG_05140
OG0003424	SGUI1_87010.1	FGIG_05199, FGIG_06598, FGIG_05198
OG0003425	SGUI1_85440.1	FGIG_05221
OG0003426	SGUI1_64440.5, SGUI1_64440.3, SGUI1_64440.2, SGUI1_64440.1, SGUI1_64440.4	FGIG_05233
OG0003427	SGUI1_44580.3, SGUI1_44580.1, SGUI1_44580.2	FGIG_05263
OG0003428	SGUI1_83330.1, SGUI1_83330.2	FGIG_05322
OG0003429	SGUI1_78340.2, SGUI1_78340.1	FGIG_05378
OG0003430	SGUI1_77470.1, SGUI1_77470.2, SGUI1_77470.3	FGIG_05381
OG0003431	SGUI1_20430.1	FGIG_05479
OG0003432	SGUI1_70930.1, SGUI1_70930.2	FGIG_05497
OG0003433	SGUI1_4570.1	FGIG_05557
OG0003434	SGUI1_60180.1, SGUI1_60170.1	FGIG_05575, FGIG_05573
OG0003435	SGUI1_36840.1	FGIG_05623
OG0003436	SGUI1_50540.1, SGUI1_50540.2	FGIG_05658, FGIG_05657
OG0003437	SGUI1_73020.1	FGIG_05713
OG0003438	SGUI1_30760.1	FGIG_05722
OG0003439	SGUI1_21800.1, SGUI1_21800.3, SGUI1_21800.2	FGIG_05729
OG0003440	SGUI1_19350.1	FGIG_05741
OG0003441	SGUI1_26670.1	FGIG_08834, FGIG_05805
OG0003442	SGUI1_72850.1, SGUI1_72850.2	FGIG_05841
OG0003443	SGUI1_59240.1, SGUI1_59230.1	FGIG_05859
OG0003445	SGUI1_44820.1	FGIG_05949
OG0003446	SGUI1_34870.1	FGIG_05978
OG0003447	SGUI1_5100.1, SGUI1_5100.2	FGIG_06010
OG0003448	SGUI1_70310.1, SGUI1_70310.2	FGIG_06070
OG0003449	SGUI1_70320.1	FGIG_06071
OG0003450	SGUI1_66310.1	FGIG_06121
OG0003451	SGUI1_85730.1	FGIG_06150
OG0003452	SGUI1_8000.1	FGIG_06174
OG0003453	SGUI1_43400.3, SGUI1_43400.1, SGUI1_43400.2	FGIG_06213
OG0003454	SGUI1_34000.1	FGIG_07233, FGIG_06256
OG0003455	SGUI1_62190.1	FGIG_06283
OG0003456	SGUI1_7610.1, SGUI1_7610.3, SGUI1_7610.2, SGUI1_7610.4	FGIG_06307
OG0003457	SGUI1_37890.1	FGIG_06344
OG0003458	SGUI1_39030.1	FGIG_06349
OG0003459	SGUI1_74140.1, SGUI1_74140.2	FGIG_12029, FGIG_06414
OG0003460	SGUI1_44430.1	FGIG_06432
OG0003461	SGUI1_84730.1	FGIG_06491
OG0003462	SGUI1_39550.1, SGUI1_39550.2, SGUI1_39550.3, SGUI1_39550.4	FGIG_06516
OG0003463	SGUI1_85380.1, SGUI1_85380.2	FGIG_06582
OG0003464	SGUI1_81910.1, SGUI1_81910.2, SGUI1_81910.3	FGIG_06669, FGIG_10395
OG0003465	SGUI1_63330.1	FGIG_06693
OG0003466	SGUI1_9220.1	FGIG_06768
OG0003467	SGUI1_77580.1	FGIG_06773
OG0003468	SGUI1_68820.1	FGIG_06775
OG0003469	SGUI1_50700.1	FGIG_06789, FGIG_12033
OG0003470	SGUI1_52350.1	FGIG_06855, FGIG_07604
OG0003471	SGUI1_45880.1, SGUI1_45880.2, SGUI1_45880.3	FGIG_06877
OG0003472	SGUI1_8260.1	FGIG_06945
OG0003473	SGUI1_78290.1, SGUI1_78290.2	FGIG_07054, FGIG_07055, FGIG_07056
OG0003474	SGUI1_56960.1	FGIG_07164
OG0003475	SGUI1_24180.1, SGUI1_24180.2	FGIG_08007, FGIG_07166
OG0003476	SGUI1_42790.1, SGUI1_42790.2, SGUI1_86060.1, SGUI1_86040.1	FGIG_07337, FGIG_07336, FGIG_07338
OG0003477	SGUI1_89680.3, SGUI1_89680.2, SGUI1_89680.1	FGIG_07412
OG0003478	SGUI1_5990.1	FGIG_07434
OG0003479	SGUI1_27710.1, SGUI1_27710.2	FGIG_07482
OG0003480	SGUI1_68100.1, SGUI1_68100.2	FGIG_12064, FGIG_07490
OG0003481	SGUI1_62030.1, SGUI1_62030.2, SGUI1_62030.3	FGIG_07505
OG0003482	SGUI1_88020.1, SGUI1_88020.2	FGIG_07511
OG0003483	SGUI1_30160.1, SGUI1_30160.2, SGUI1_30160.3	FGIG_07526
OG0003484	SGUI1_4210.1	FGIG_12673, FGIG_07557
OG0003485	SGUI1_83920.1	FGIG_07575
OG0003486	SGUI1_41350.1	FGIG_07576
OG0003487	SGUI1_51760.1	FGIG_07648
OG0003488	SGUI1_10660.3, SGUI1_10660.1, SGUI1_10660.2	FGIG_07953
OG0003489	SGUI1_77180.2, SGUI1_77180.3, SGUI1_77180.1	FGIG_08029, FGIG_08030
OG0003490	SGUI1_8170.1	FGIG_08068
OG0003491	SGUI1_33840.1, SGUI1_33840.2	FGIG_08112, FGIG_12117
OG0003492	SGUI1_61420.1	FGIG_08145
OG0003493	SGUI1_92100.1, SGUI1_92100.2	FGIG_08216
OG0003494	SGUI1_97210.1	FGIG_08362
OG0003495	SGUI1_4080.1	FGIG_10021, FGIG_10022, FGIG_08396
OG0003496	SGUI1_30110.1	FGIG_08431
OG0003497	SGUI1_55620.1	FGIG_08580
OG0003498	SGUI1_70550.1	FGIG_08643
OG0003499	SGUI1_62540.1	FGIG_08680, FGIG_09723
OG0003500	SGUI1_63760.1, SGUI1_63760.2	FGIG_09031
OG0003501	SGUI1_77870.2, SGUI1_77870.3, SGUI1_77870.1	FGIG_09062
OG0003502	SGUI1_88100.1	FGIG_09063
OG0003503	SGUI1_5420.1	FGIG_09082
OG0003504	SGUI1_38820.1	FGIG_09166
OG0003505	SGUI1_51300.1, SGUI1_51300.2	FGIG_09275
OG0003506	SGUI1_1080.1	FGIG_09306
OG0003507	SGUI1_4090.1, SGUI1_4090.2	FGIG_09412
OG0003508	SGUI1_65200.1	FGIG_09438
OG0003509	SGUI1_43960.1	FGIG_09546, FGIG_09545
OG0003510	SGUI1_1060.1	FGIG_09594
OG0003511	SGUI1_65110.1	FGIG_09712
OG0003512	SGUI1_83230.2, SGUI1_83230.1	FGIG_09721
OG0003513	SGUI1_76170.1	FGIG_09801
OG0003514	SGUI1_28600.1	FGIG_09807
OG0003515	SGUI1_94280.1, SGUI1_94280.2, SGUI1_94280.3	FGIG_09892
OG0003516	SGUI1_51050.1	FGIG_09916
OG0003517	SGUI1_95810.1, SGUI1_95810.2	FGIG_10167
OG0003518	SGUI1_87020.1, SGUI1_87020.2, SGUI1_87020.3	FGIG_10174
OG0003519	SGUI1_37590.1	FGIG_10419
OG0003520	SGUI1_58240.1	FGIG_10467
OG0003521	SGUI1_10880.1	FGIG_12051, FGIG_10478
OG0003522	SGUI1_80650.1, SGUI1_80650.2, SGUI1_80650.3, SGUI1_80650.4	FGIG_10541
OG0003523	SGUI1_54930.1	FGIG_10550
OG0003524	SGUI1_62470.1	FGIG_10704
OG0003525	SGUI1_3330.1	FGIG_11007, FGIG_10781
OG0003526	SGUI1_29820.1	FGIG_10791
OG0003527	SGUI1_80120.1	FGIG_10811
OG0003528	SGUI1_660.1, SGUI1_660.2	FGIG_10880
OG0003529	SGUI1_42190.4, SGUI1_42190.1, SGUI1_42190.3, SGUI1_42190.2	FGIG_10912
OG0003530	SGUI1_66690.1, SGUI1_66690.2, SGUI1_66690.3	FGIG_10914
OG0003531	SGUI1_9840.4, SGUI1_9840.1, SGUI1_9840.2, SGUI1_9840.3	FGIG_10989
OG0003532	SGUI1_7660.1, SGUI1_7660.2	FGIG_11060
OG0003533	SGUI1_48340.1	FGIG_11092
OG0003534	SGUI1_87780.1	FGIG_11538, FGIG_11202, FGIG_12694
OG0003535	SGUI1_96560.1	FGIG_11666
OG0003536	SGUI1_61470.1	FGIG_11774
OG0003537	SGUI1_59710.1	FGIG_11863
OG0003539	SGUI1_77490.5, SGUI1_77490.2, SGUI1_77490.3, SGUI1_77490.6, SGUI1_77490.1, SGUI1_77490.4	FGIG_11917
OG0003540	SGUI1_13880.1, SGUI1_4230.1	FGIG_12074
OG0003541	SGUI1_86510.1, SGUI1_86500.1	FGIG_12159
OG0003542	SGUI1_64530.1, SGUI1_64530.2, SGUI1_64530.3, SGUI1_64530.4	FGIG_12196
OG0003543	SGUI1_49650.7, SGUI1_49650.8, SGUI1_49650.4, SGUI1_49650.3, SGUI1_49650.5, SGUI1_49650.6, SGUI1_49650.1, SGUI1_49650.2	FGIG_12417
OG0003544	SGUI1_48600.1, SGUI1_48600.2	FGIG_12447
OG0003545	SGUI1_19130.1, SGUI1_19130.2	FGIG_12639
OG0003577	SGUI1_44480.1	FGIG_05691, FGIG_05690, FGIG_00043
OG0003579	SGUI1_36510.1	FGIG_00148
OG0003580	SGUI1_15510.2, SGUI1_15510.3, SGUI1_15510.1	FGIG_00273
OG0003581	SGUI1_41230.1	FGIG_00360
OG0003582	SGUI1_57660.1	FGIG_00366
OG0003583	SGUI1_2830.1	FGIG_00376
OG0003584	SGUI1_62060.1, SGUI1_62060.2	FGIG_00469
OG0003585	SGUI1_84420.1	FGIG_00518
OG0003586	SGUI1_45010.1, SGUI1_45010.2	FGIG_00534
OG0003587	SGUI1_10120.1	FGIG_00586
OG0003588	SGUI1_15800.1	FGIG_00743
OG0003589	SGUI1_71510.1	FGIG_00813
OG0003590	SGUI1_5970.1	FGIG_12402, FGIG_00895
OG0003591	SGUI1_59610.1	FGIG_00905
OG0003592	SGUI1_73850.3, SGUI1_73860.1	FGIG_00927
OG0003593	SGUI1_33170.1	FGIG_00974
OG0003594	SGUI1_15190.1	FGIG_00996
OG0003595	SGUI1_85810.1	FGIG_01053
OG0003596	SGUI1_52960.6, SGUI1_52960.2, SGUI1_52960.4, SGUI1_52960.1, SGUI1_52960.5, SGUI1_52960.3	FGIG_01069
OG0003597	SGUI1_73410.3, SGUI1_73410.1, SGUI1_73410.2, SGUI1_73410.4	FGIG_01078
OG0003598	SGUI1_36150.1	FGIG_01092
OG0003599	SGUI1_12420.1	FGIG_01106
OG0003600	SGUI1_4890.1	FGIG_01135
OG0003601	SGUI1_27290.1	FGIG_01211
OG0003602	SGUI1_65130.1, SGUI1_65130.2, SGUI1_65130.4, SGUI1_65130.3	FGIG_01316
OG0003603	SGUI1_71430.1	FGIG_01389
OG0003604	SGUI1_990.1	FGIG_01421
OG0003605	SGUI1_16090.1, SGUI1_16090.2	FGIG_01482
OG0003606	SGUI1_34050.1	FGIG_01532
OG0003607	SGUI1_14780.1	FGIG_01612
OG0003608	SGUI1_36090.1, SGUI1_36090.2	FGIG_01683
OG0003609	SGUI1_24260.2, SGUI1_24260.1	FGIG_01810
OG0003610	SGUI1_88830.1	FGIG_01872
OG0003611	SGUI1_54330.1	FGIG_01911
OG0003612	SGUI1_59730.1	FGIG_01920, FGIG_01921, FGIG_01922
OG0003613	SGUI1_68620.1	FGIG_01939
OG0003614	SGUI1_59540.1	FGIG_01971, FGIG_01972
OG0003615	SGUI1_38780.1, SGUI1_38780.2	FGIG_01976
OG0003616	SGUI1_17240.3, SGUI1_17240.2, SGUI1_17240.1	FGIG_02007, FGIG_02006
OG0003617	SGUI1_61000.1	FGIG_02047
OG0003618	SGUI1_24090.1, SGUI1_24090.2, SGUI1_24090.3, SGUI1_24090.4, SGUI1_24090.5	FGIG_02055
OG0003620	SGUI1_49000.1	FGIG_08873
OG0003622	SGUI1_70890.1	FGIG_02151, FGIG_02150, FGIG_07012
OG0003623	SGUI1_50010.1, SGUI1_50020.1	FGIG_02257
OG0003624	SGUI1_10990.1	FGIG_02258
OG0003625	SGUI1_86440.1	FGIG_12606, FGIG_02275
OG0003626	SGUI1_85870.1	FGIG_02277
OG0003627	SGUI1_85650.1, SGUI1_85650.2	FGIG_02279, FGIG_02278
OG0003628	SGUI1_33420.2, SGUI1_33420.3, SGUI1_33420.1, SGUI1_33420.4, SGUI1_33420.7, SGUI1_33420.5, SGUI1_33420.6	FGIG_02331
OG0003630	SGUI1_35690.1, SGUI1_35690.2	FGIG_02400
OG0003631	SGUI1_79090.1	FGIG_02436
OG0003632	SGUI1_64850.1, SGUI1_64850.2	FGIG_02505
OG0003633	SGUI1_53410.1	FGIG_02585
OG0003634	SGUI1_78420.1	FGIG_02606, FGIG_02607
OG0003635	SGUI1_76910.1	FGIG_02628
OG0003636	SGUI1_74170.1, SGUI1_74170.2, SGUI1_74170.3	FGIG_11211, FGIG_02695
OG0003637	SGUI1_67870.1	FGIG_02762
OG0003638	SGUI1_54200.1	FGIG_02770, FGIG_02771
OG0003639	SGUI1_54230.1, SGUI1_54220.1	FGIG_02772
OG0003640	SGUI1_4540.1	FGIG_02786
OG0003641	SGUI1_76120.1	FGIG_02865
OG0003642	SGUI1_56780.1	FGIG_02922
OG0003643	SGUI1_72700.1	FGIG_02927
OG0003644	SGUI1_14760.1	FGIG_03073
OG0003645	SGUI1_47040.1	FGIG_03143
OG0003646	SGUI1_53670.1	FGIG_03166
OG0003647	SGUI1_15070.1	FGIG_03168
OG0003648	SGUI1_9270.4, SGUI1_9270.2, SGUI1_9270.1, SGUI1_9270.5, SGUI1_9270.3	FGIG_03188
OG0003649	SGUI1_38390.1	FGIG_03219
OG0003650	SGUI1_15120.1, SGUI1_15120.2	FGIG_03263
OG0003651	SGUI1_50680.1	FGIG_03287
OG0003652	SGUI1_54360.1, SGUI1_54340.1	FGIG_03323, FGIG_10472
OG0003653	SGUI1_39730.1	FGIG_03385
OG0003654	SGUI1_66960.1	FGIG_03411
OG0003655	SGUI1_29860.2, SGUI1_29860.1	FGIG_03536
OG0003656	SGUI1_71080.1	FGIG_03555
OG0003657	SGUI1_3560.1, SGUI1_3550.1, SGUI1_3550.2	FGIG_03629
OG0003658	SGUI1_72730.2, SGUI1_72730.1	FGIG_03659
OG0003659	SGUI1_78960.1	FGIG_03808, FGIG_03705, FGIG_10990
OG0003660	SGUI1_72350.1	FGIG_03712
OG0003661	SGUI1_52160.1	FGIG_03773
OG0003662	SGUI1_43920.1	FGIG_03809
OG0003663	SGUI1_70380.1	FGIG_03827
OG0003664	SGUI1_55640.1, SGUI1_55650.1	FGIG_04081
OG0003665	SGUI1_72830.1, SGUI1_72830.2, SGUI1_72830.3, SGUI1_72830.4	FGIG_04110
OG0003666	SGUI1_58200.1, SGUI1_58200.2	FGIG_04175
OG0003667	SGUI1_16150.1	FGIG_04235
OG0003668	SGUI1_54100.1	FGIG_04251
OG0003669	SGUI1_55250.1, SGUI1_55250.2	FGIG_05183, FGIG_04279
OG0003670	SGUI1_62840.1, SGUI1_62840.2	FGIG_04318
OG0003671	SGUI1_76100.1, SGUI1_76100.2	FGIG_04333
OG0003672	SGUI1_94380.2, SGUI1_94380.1, SGUI1_94380.3, SGUI1_94380.4	FGIG_04413
OG0003673	SGUI1_88350.1, SGUI1_88350.2, SGUI1_88350.3, SGUI1_88350.4	FGIG_04449
OG0003674	SGUI1_33910.1	FGIG_04589, FGIG_04590
OG0003675	SGUI1_64480.1	FGIG_04600
OG0003676	SGUI1_94450.1, SGUI1_94450.2	FGIG_04653, FGIG_04652
OG0003677	SGUI1_80060.1	FGIG_04666
OG0003678	SGUI1_31030.1	FGIG_04715, FGIG_04716, FGIG_04714
OG0003679	SGUI1_44880.2, SGUI1_44880.1	FGIG_04803
OG0003680	SGUI1_37260.1	FGIG_04884
OG0003681	SGUI1_87560.3, SGUI1_87560.2, SGUI1_87560.1, SGUI1_87560.4	FGIG_04982
OG0003682	SGUI1_75910.1, SGUI1_75910.2, SGUI1_75910.3	FGIG_04999
OG0003683	SGUI1_8570.1	FGIG_05008
