Orthogroup	schistosoma_guineensis	schistosoma_haematobium
OG0003017	SGUI1_50440.1	SHAE2_53580.1
OG0003017	SGUI1_50440.1	SHAE2_53620.1
OG0003017	SGUI1_50440.2	SHAE2_53580.1
OG0003017	SGUI1_50440.2	SHAE2_53620.1
OG0003018	SGUI1_94950.1, SGUI1_94950.2	SHAE2_100060.1, SHAE2_100060.2
OG0003019	SGUI1_74960.1, SGUI1_74960.2	SHAE2_79120.1, SHAE2_79120.3, SHAE2_79120.2
OG0003020	SGUI1_28460.1, SGUI1_28460.3, SGUI1_28460.2	SHAE2_31060.1
OG0003021	SGUI1_84700.1	SHAE2_89570.1
OG0003022	SGUI1_24630.7, SGUI1_24630.1, SGUI1_24630.2, SGUI1_24630.4, SGUI1_24630.5, SGUI1_24630.6, SGUI1_24630.3	SHAE2_27250.1
OG0003023	SGUI1_84620.1	SHAE2_89490.1
OG0003024	SGUI1_78240.1, SGUI1_78240.3, SGUI1_78240.4, SGUI1_78240.2	SHAE2_82260.1, SHAE2_82260.2, SHAE2_82260.3
OG0003025	SGUI1_36880.2, SGUI1_36880.1, SGUI1_36880.3	SHAE2_39930.3, SHAE2_39930.1, SHAE2_39930.2, SHAE2_39930.4
OG0003026	SGUI1_32980.1, SGUI1_32980.2, SGUI1_32980.3	SHAE2_36110.1, SHAE2_36110.2
OG0003027	SGUI1_16310.1, SGUI1_16310.2	SHAE2_18730.1, SHAE2_18740.1
OG0003028	SGUI1_9300.1, SGUI1_9300.2, SGUI1_9300.3, SGUI1_9300.4	SHAE2_11900.2
OG0003029	SGUI1_81340.1, SGUI1_81340.2, SGUI1_81340.3	SHAE2_86330.1
OG0003030	SGUI1_19150.1	SHAE2_21720.2
OG0003030	SGUI1_19150.2	SHAE2_21720.3
OG0003030	SGUI1_19150.3	SHAE2_21720.3
OG0003031	SGUI1_64970.1, SGUI1_64970.2, SGUI1_64970.3	SHAE2_68760.1
OG0003032	SGUI1_59310.6, SGUI1_59310.7, SGUI1_59310.1, SGUI1_59310.3, SGUI1_59310.4, SGUI1_59310.2, SGUI1_59310.5	SHAE2_62910.1, SHAE2_62910.2
OG0003033	SGUI1_46790.1	SHAE2_50110.1, SHAE2_50110.2, SHAE2_50110.3, SHAE2_50110.6, SHAE2_50110.5, SHAE2_50110.4
OG0003034	SGUI1_82910.1	SHAE2_86790.1
OG0003036	SGUI1_84770.1, SGUI1_86020.1, SGUI1_86010.1	SHAE2_89660.1, SHAE2_89670.1, SHAE2_89680.1
OG0003037	SGUI1_79980.1	SHAE2_83940.1
OG0003038	SGUI1_52300.1	SHAE2_55430.1
OG0003039	SGUI1_46030.1	SHAE2_48800.1
OG0003040	SGUI1_29790.1	SHAE2_32310.1, SHAE2_32310.2, SHAE2_32310.3
OG0003041	SGUI1_32700.4, SGUI1_32700.2, SGUI1_32700.1, SGUI1_32700.6, SGUI1_32700.3, SGUI1_32700.5	SHAE2_35170.5, SHAE2_35170.2, SHAE2_35170.4, SHAE2_35170.3, SHAE2_35170.6, SHAE2_35170.1
OG0003042	SGUI1_40790.1	SHAE2_43750.2, SHAE2_43750.3, SHAE2_43750.1, SHAE2_43750.4, SHAE2_43750.5
OG0003043	SGUI1_47850.1	SHAE2_51140.3, SHAE2_51140.1, SHAE2_51140.2, SHAE2_51140.7, SHAE2_51140.4, SHAE2_51140.6, SHAE2_51140.5, SHAE2_51140.8
OG0003044	SGUI1_7270.1	SHAE2_8300.1, SHAE2_8300.2
OG0003045	SGUI1_51770.1	SHAE2_54900.1
OG0003046	SGUI1_51780.1, SGUI1_51780.3, SGUI1_51780.2	SHAE2_54910.1
OG0003048	SGUI1_45670.2, SGUI1_45670.1, SGUI1_96890.1	SHAE2_49300.1
OG0003049	SGUI1_45660.1, SGUI1_45660.2	SHAE2_49310.1
OG0003050	SGUI1_79000.1	SHAE2_83020.2, SHAE2_83020.1, SHAE2_83020.3
OG0003052	SGUI1_65280.1	SHAE2_69150.1
OG0003053	SGUI1_26330.2, SGUI1_26330.3, SGUI1_26330.4, SGUI1_26330.1	SHAE2_28790.2, SHAE2_28790.1, SHAE2_28790.3
OG0003054	SGUI1_8150.1	SHAE2_10670.1
OG0003055	SGUI1_56690.1	SHAE2_59920.1, SHAE2_59920.2, SHAE2_59920.3
OG0003056	SGUI1_8060.1	SHAE2_10550.2, SHAE2_10550.1, SHAE2_10550.3
OG0003057	SGUI1_63750.1	SHAE2_67500.1
OG0003058	SGUI1_92350.1	SHAE2_97540.1
OG0003059	SGUI1_35860.1	SHAE2_38810.2, SHAE2_38810.1
OG0003060	SGUI1_52110.1	SHAE2_55250.1
OG0003061	SGUI1_81310.1, SGUI1_81310.2	SHAE2_86360.1, SHAE2_86360.2, SHAE2_86360.3, SHAE2_86360.4
OG0003062	SGUI1_90200.1, SGUI1_90200.2	SHAE2_95210.2, SHAE2_95210.1, SHAE2_95210.3, SHAE2_95210.4, SHAE2_95210.5, SHAE2_95210.6, SHAE2_95210.7
OG0003063	SGUI1_17340.1	SHAE2_19910.1
OG0003064	SGUI1_7280.1	SHAE2_8310.1
OG0003065	SGUI1_21430.1	SHAE2_23900.10, SHAE2_23900.4, SHAE2_23900.5, SHAE2_23900.7, SHAE2_23900.9, SHAE2_23900.1, SHAE2_23900.2, SHAE2_23900.3, SHAE2_23900.6, SHAE2_23900.8
OG0003066	SGUI1_94440.2	SHAE2_99400.1
OG0003066	SGUI1_94440.1	SHAE2_99400.2
OG0003067	SGUI1_24570.3, SGUI1_24570.2, SGUI1_24570.1	SHAE2_27130.1
OG0003068	SGUI1_77200.1	SHAE2_81190.1, SHAE2_102370.1
OG0003068	SGUI1_77200.2	SHAE2_81190.2
OG0003069	SGUI1_70760.1	SHAE2_74810.1
OG0003070	SGUI1_35080.1	SHAE2_38000.1
OG0003071	SGUI1_61160.5, SGUI1_61160.4, SGUI1_61160.3, SGUI1_61160.1, SGUI1_61160.2	SHAE2_64820.1, SHAE2_64820.2
OG0003072	SGUI1_79960.1	SHAE2_83920.1
OG0003073	SGUI1_64460.1, SGUI1_64460.2	SHAE2_68200.1
OG0003074	SGUI1_59110.1	SHAE2_62760.1
OG0003075	SGUI1_57970.1	SHAE2_61410.4, SHAE2_61410.1, SHAE2_61410.3, SHAE2_61410.5, SHAE2_61410.2, SHAE2_61410.6
OG0003076	SGUI1_57900.1, SGUI1_57930.1	SHAE2_61370.1, SHAE2_61350.2, SHAE2_61350.1
OG0003077	SGUI1_74990.1	SHAE2_79150.1, SHAE2_79150.2
OG0003078	SGUI1_61600.1	SHAE2_65310.1
OG0003078	SGUI1_61600.2	SHAE2_65310.2
OG0003079	SGUI1_56660.1	SHAE2_59890.1, SHAE2_59890.2
OG0003080	SGUI1_10150.1	SHAE2_12800.1, SHAE2_12800.2, SHAE2_12800.3
OG0003081	SGUI1_14450.1	SHAE2_16550.3, SHAE2_16550.2, SHAE2_16550.1
OG0003082	SGUI1_50200.1	SHAE2_53330.1
OG0003082	SGUI1_50200.2	SHAE2_53330.2
OG0003083	SGUI1_79720.1, SGUI1_79720.2	SHAE2_83720.1, SHAE2_83720.2, SHAE2_83720.3, SHAE2_83720.4
OG0003084	SGUI1_73090.1, SGUI1_73090.3, SGUI1_73090.2	SHAE2_77260.1, SHAE2_77260.2
OG0003085	SGUI1_38560.1, SGUI1_38560.2, SGUI1_38560.3	SHAE2_41650.2, SHAE2_41650.1, SHAE2_41640.1, SHAE2_41650.3
OG0003086	SGUI1_66350.1, SGUI1_66350.2, SGUI1_66350.3	SHAE2_70180.1, SHAE2_70180.2, SHAE2_70180.3, SHAE2_70180.4, SHAE2_70180.5, SHAE2_70180.6
OG0003087	SGUI1_96260.1	SHAE2_101390.1, SHAE2_101390.2
OG0003088	SGUI1_20140.1, SGUI1_20140.2	SHAE2_22690.3, SHAE2_22690.1, SHAE2_22690.2
OG0003089	SGUI1_18290.1, SGUI1_18290.2	SHAE2_20820.3, SHAE2_20820.1, SHAE2_20820.2
OG0003090	SGUI1_31680.1, SGUI1_31680.5, SGUI1_31680.2, SGUI1_31680.3, SGUI1_31680.4, SGUI1_31680.6	SHAE2_34160.1, SHAE2_34160.2
OG0003091	SGUI1_93420.1, SGUI1_93410.1	SHAE2_98350.1
OG0003092	SGUI1_83980.1	SHAE2_88950.1
OG0003092	SGUI1_84020.1	SHAE2_88980.1
OG0003093	SGUI1_91540.4, SGUI1_91540.2, SGUI1_91540.3, SGUI1_91540.1	SHAE2_96660.1
OG0003095	SGUI1_48120.1	SHAE2_51360.1, SHAE2_51360.2
OG0003096	SGUI1_76130.1, SGUI1_76130.3, SGUI1_76130.2	SHAE2_80180.1, SHAE2_80180.2
OG0003097	SGUI1_66480.2, SGUI1_66480.3	SHAE2_70350.2
OG0003097	SGUI1_66480.1	SHAE2_70350.1, SHAE2_70350.8, SHAE2_70350.3, SHAE2_70350.4, SHAE2_70350.7, SHAE2_70350.6
OG0003098	SGUI1_15430.1	SHAE2_17790.1
OG0003099	SGUI1_43100.1	SHAE2_45930.1, SHAE2_45930.3, SHAE2_45930.2
OG0003107	SGUI1_56490.1	SHAE2_59710.5, SHAE2_59710.3, SHAE2_59710.4, SHAE2_59710.2, SHAE2_59710.1
OG0003108	SGUI1_26110.1, SGUI1_26110.2	SHAE2_28610.1
OG0003109	SGUI1_14960.1, SGUI1_14960.2	SHAE2_17280.1
OG0003110	SGUI1_13620.1	SHAE2_15990.1
OG0003111	SGUI1_72020.2, SGUI1_72020.1	SHAE2_76060.1
OG0003112	SGUI1_68200.1	SHAE2_72320.1
OG0003112	SGUI1_68200.3	SHAE2_72320.4, SHAE2_72320.2, SHAE2_72320.5, SHAE2_72320.3
OG0003114	SGUI1_87490.1	SHAE2_92380.2, SHAE2_92380.1, SHAE2_92380.3
OG0003115	SGUI1_74100.1	SHAE2_78240.1, SHAE2_78240.2
OG0003116	SGUI1_88640.3	SHAE2_93590.1
OG0003117	SGUI1_18150.3, SGUI1_18150.1, SGUI1_18150.4, SGUI1_18150.2	SHAE2_20700.1, SHAE2_20700.2
OG0003118	SGUI1_40640.1	SHAE2_43610.1
OG0003119	SGUI1_32840.1, SGUI1_32840.2, SGUI1_32840.3, SGUI1_32840.4, SGUI1_32840.5	SHAE2_35950.1, SHAE2_35950.2
OG0003120	SGUI1_71000.1, SGUI1_71000.2, SGUI1_71000.3, SGUI1_71000.4, SGUI1_71000.5, SGUI1_71000.6, SGUI1_71000.7, SGUI1_71000.8	SHAE2_75060.1, SHAE2_75060.2, SHAE2_75060.3, SHAE2_75060.4, SHAE2_75060.5, SHAE2_75060.6, SHAE2_75060.7
OG0003121	SGUI1_1560.1, SGUI1_1560.2, SGUI1_1560.3, SGUI1_1560.4, SGUI1_1560.5	SHAE2_1900.1
OG0003122	SGUI1_520.1	SHAE2_670.2, SHAE2_670.1, SHAE2_670.3, SHAE2_670.4
OG0003123	SGUI1_84030.1	SHAE2_88990.1
OG0003124	SGUI1_91070.4, SGUI1_91070.1, SGUI1_91070.2, SGUI1_91070.3	SHAE2_96090.1, SHAE2_96090.2
OG0003125	SGUI1_74740.1	SHAE2_78910.1
OG0003126	SGUI1_18790.4, SGUI1_18790.2, SGUI1_18790.3, SGUI1_18790.1	SHAE2_21350.1
OG0003127	SGUI1_86680.1	SHAE2_91600.2
OG0003128	SGUI1_82830.1	SHAE2_86700.1, SHAE2_86700.2, SHAE2_86700.3, SHAE2_86700.4, SHAE2_86700.5, SHAE2_86700.6
OG0003129	SGUI1_2820.1, SGUI1_2820.2	SHAE2_3390.1, SHAE2_3390.2
OG0003131	SGUI1_72680.1	SHAE2_76690.1, SHAE2_76690.2, SHAE2_76690.6, SHAE2_76690.3, SHAE2_76690.4, SHAE2_76690.7, SHAE2_76690.5
OG0003132	SGUI1_23620.1, SGUI1_23620.2	SHAE2_26370.1, SHAE2_26370.2, SHAE2_26370.3
OG0003133	SGUI1_59690.2, SGUI1_59690.3, SGUI1_59690.1	SHAE2_63260.1
OG0003134	SGUI1_84090.1	SHAE2_89050.1, SHAE2_89050.2, SHAE2_89050.3, SHAE2_89050.4
OG0003135	SGUI1_36210.1	SHAE2_39200.1, SHAE2_39190.1
OG0003137	SGUI1_81800.1	SHAE2_85890.1
OG0003138	SGUI1_90870.1	SHAE2_95910.1
OG0003139	SGUI1_49450.3, SGUI1_49450.4, SGUI1_49450.5, SGUI1_49450.1, SGUI1_49450.2	SHAE2_52620.4, SHAE2_52620.1, SHAE2_52620.3, SHAE2_52620.2
OG0003140	SGUI1_30810.1	SHAE2_33310.1
OG0003141	SGUI1_62010.1, SGUI1_62010.2	SHAE2_65690.2
OG0003141	SGUI1_62010.3	SHAE2_65690.1
OG0003142	SGUI1_76980.1	SHAE2_81030.1
OG0003143	SGUI1_76210.1	SHAE2_80260.1
OG0003144	SGUI1_39130.1, SGUI1_39130.3, SGUI1_39130.2	SHAE2_42220.3, SHAE2_42220.2, SHAE2_42220.1
OG0003145	SGUI1_20890.1	SHAE2_23400.2, SHAE2_23400.1
OG0003146	SGUI1_65240.1	SHAE2_69100.1
OG0003146	SGUI1_65240.2	SHAE2_69100.1
OG0003146	SGUI1_65240.3	SHAE2_69100.1
OG0003146	SGUI1_65240.4	SHAE2_69100.1
OG0003146	SGUI1_65240.5	SHAE2_69100.1
OG0003147	SGUI1_49300.1, SGUI1_49300.2	SHAE2_52480.1, SHAE2_52480.2, SHAE2_52480.3
OG0003148	SGUI1_92970.1	SHAE2_97990.1
OG0003149	SGUI1_56440.1, SGUI1_56440.2	SHAE2_59660.2, SHAE2_59660.1
OG0003150	SGUI1_79280.1	SHAE2_83270.3, SHAE2_83270.1, SHAE2_83270.2, SHAE2_83270.4
OG0003151	SGUI1_50050.1	SHAE2_53190.1
OG0003152	SGUI1_37070.1	SHAE2_40110.1
OG0003153	SGUI1_74200.1	SHAE2_78330.2, SHAE2_78330.5, SHAE2_78330.3, SHAE2_78330.1, SHAE2_78330.4
OG0003154	SGUI1_35560.1	SHAE2_38520.4, SHAE2_38520.3, SHAE2_38520.2
OG0003155	SGUI1_71410.1	SHAE2_75480.1
OG0003156	SGUI1_38040.1	SHAE2_41080.2
OG0003156	SGUI1_38040.1	SHAE2_41080.5
OG0003157	SGUI1_52580.1	SHAE2_55690.1, SHAE2_55690.2
OG0003158	SGUI1_89620.1	SHAE2_94580.1
OG0003159	SGUI1_56120.1, SGUI1_56110.1	SHAE2_59350.1
OG0003160	SGUI1_20070.1, SGUI1_20070.2	SHAE2_22620.1
OG0003161	SGUI1_47060.1	SHAE2_50370.1, SHAE2_50370.2
OG0003162	SGUI1_8860.1	SHAE2_11500.1, SHAE2_11490.1
OG0003163	SGUI1_1540.1	SHAE2_1880.1, SHAE2_1880.2, SHAE2_1880.3
OG0003164	SGUI1_33120.1	SHAE2_36250.5, SHAE2_36250.4, SHAE2_36250.6, SHAE2_36250.3, SHAE2_36250.1, SHAE2_36250.2
OG0003165	SGUI1_78050.1	SHAE2_82070.1
OG0003166	SGUI1_54980.1	SHAE2_57960.3, SHAE2_57960.4, SHAE2_57960.5, SHAE2_57960.6, SHAE2_57960.1, SHAE2_57960.2, SHAE2_57960.7, SHAE2_57960.8
OG0003167	SGUI1_94040.1, SGUI1_94040.2	SHAE2_99010.1
OG0003168	SGUI1_64040.1	SHAE2_67790.2, SHAE2_67790.1, SHAE2_67790.3
OG0003169	SGUI1_15480.3	SHAE2_17850.2
OG0003169	SGUI1_15480.1	SHAE2_17850.1
OG0003170	SGUI1_17690.1, SGUI1_17690.2, SGUI1_17690.3	SHAE2_20260.1
OG0003171	SGUI1_73430.1	SHAE2_77580.1
OG0003172	SGUI1_21760.1	SHAE2_24280.1
OG0003173	SGUI1_31480.1	SHAE2_33970.1
OG0003174	SGUI1_75610.1	SHAE2_79700.1
OG0003175	SGUI1_94210.1	SHAE2_99180.1, SHAE2_99180.2, SHAE2_99180.3
OG0003176	SGUI1_70390.1, SGUI1_70390.4, SGUI1_70390.5	SHAE2_74470.1
OG0003176	SGUI1_70390.3, SGUI1_70390.2	SHAE2_74470.2
OG0003178	SGUI1_33190.1	SHAE2_103370.1
OG0003179	SGUI1_75770.1	SHAE2_79820.1
OG0003180	SGUI1_4200.1	SHAE2_4830.1, SHAE2_4830.3
OG0003181	SGUI1_36580.1	SHAE2_39630.2, SHAE2_39630.1, SHAE2_39630.4, SHAE2_39630.5, SHAE2_39630.3
OG0003182	SGUI1_31020.1	SHAE2_33530.1, SHAE2_33530.2
OG0003183	SGUI1_12350.1	SHAE2_15030.1
OG0003184	SGUI1_28100.1	SHAE2_30690.2, SHAE2_30690.4, SHAE2_30690.1, SHAE2_30690.6, SHAE2_30690.3
OG0003185	SGUI1_72160.1	SHAE2_76170.4, SHAE2_76170.2, SHAE2_76170.3, SHAE2_76170.1
OG0003186	SGUI1_29520.1, SGUI1_29520.2	SHAE2_32060.1, SHAE2_32060.2, SHAE2_32060.3, SHAE2_32060.4
OG0003187	SGUI1_74210.3	SHAE2_78340.4, SHAE2_78340.5
OG0003188	SGUI1_81300.1	SHAE2_86370.1, SHAE2_86370.2, SHAE2_86370.3
OG0003189	SGUI1_57190.1, SGUI1_57190.3, SGUI1_57190.2, SGUI1_57190.4, SGUI1_57190.5	SHAE2_73910.1
OG0003190	SGUI1_60910.2, SGUI1_60910.4, SGUI1_60910.1, SGUI1_60910.3, SGUI1_60910.5, SGUI1_60910.6, SGUI1_60910.7	SHAE2_64550.2, SHAE2_64550.1, SHAE2_64550.3
OG0003191	SGUI1_47350.1	SHAE2_50650.1, SHAE2_50650.4, SHAE2_50650.3, SHAE2_50650.2
OG0003192	SGUI1_66710.1	SHAE2_70590.1, SHAE2_70590.2, SHAE2_70590.3
OG0003193	SGUI1_37120.1	SHAE2_40140.1
OG0003194	SGUI1_70030.1	SHAE2_74100.1, SHAE2_74110.1
OG0003195	SGUI1_17740.1	SHAE2_20300.1
OG0003196	SGUI1_62550.1	SHAE2_66240.1
OG0003197	SGUI1_95350.1	SHAE2_100450.1, SHAE2_100450.2
OG0003198	SGUI1_50800.2, SGUI1_50800.3, SGUI1_50800.1, SGUI1_50800.4, SGUI1_50800.5	SHAE2_53960.1
OG0003199	SGUI1_93900.1	SHAE2_98860.2
OG0003199	SGUI1_93900.2	SHAE2_98860.3, SHAE2_98860.1
OG0003200	SGUI1_9690.1	SHAE2_12310.2, SHAE2_12310.3, SHAE2_12310.1, SHAE2_12310.4
OG0003201	SGUI1_14210.5, SGUI1_14210.4, SGUI1_14210.1, SGUI1_14210.2, SGUI1_14210.3	SHAE2_16320.1, SHAE2_16320.2
OG0003202	SGUI1_18170.1, SGUI1_18170.2	SHAE2_20720.1
OG0003202	SGUI1_18170.3	SHAE2_20720.2
OG0003203	SGUI1_92040.1	SHAE2_97090.1
OG0003204	SGUI1_20450.1	SHAE2_23030.1, SHAE2_23030.2
OG0003205	SGUI1_36520.1, SGUI1_36520.2	SHAE2_39530.3, SHAE2_39530.1, SHAE2_39530.2
OG0003206	SGUI1_17120.1	SHAE2_19690.1, SHAE2_19690.2, SHAE2_19690.3
OG0003207	SGUI1_7760.1	SHAE2_10180.1, SHAE2_10180.2
OG0003208	SGUI1_68370.1	SHAE2_72490.1, SHAE2_72490.2, SHAE2_72490.3
OG0003209	SGUI1_79360.1, SGUI1_79360.2, SGUI1_79360.3	SHAE2_83370.2, SHAE2_83370.1
OG0003210	SGUI1_11980.1	SHAE2_14640.1, SHAE2_14640.2
OG0003211	SGUI1_75470.1	SHAE2_79590.1, SHAE2_79590.2
OG0003213	SGUI1_33050.1	SHAE2_36170.1, SHAE2_36170.2, SHAE2_36170.3, SHAE2_36170.4
OG0003214	SGUI1_10870.1	SHAE2_13640.4, SHAE2_13640.1, SHAE2_13640.3, SHAE2_13640.2, SHAE2_13640.5
OG0003215	SGUI1_8240.1	SHAE2_10780.1
OG0003216	SGUI1_64710.1, SGUI1_64710.2	SHAE2_68510.2, SHAE2_68510.3, SHAE2_68510.1, SHAE2_68510.4
OG0003217	SGUI1_61290.1, SGUI1_61290.2, SGUI1_61290.3	SHAE2_64940.1, SHAE2_64940.2
OG0003218	SGUI1_58410.1	SHAE2_61920.1
OG0003223	SGUI1_92830.1	SHAE2_97620.1
OG0003223	SGUI1_89130.1, SGUI1_89130.2	SHAE2_94100.1
OG0003224	SGUI1_38100.1, SGUI1_38100.2	SHAE2_41160.1, SHAE2_41160.2
OG0003225	SGUI1_88730.1, SGUI1_88730.2, SGUI1_88730.3	SHAE2_93690.1
OG0003226	SGUI1_13640.3, SGUI1_13640.4, SGUI1_13640.1, SGUI1_13640.2, SGUI1_13640.5	SHAE2_15970.1
OG0003227	SGUI1_62020.1	SHAE2_65700.1
OG0003228	SGUI1_88030.1	SHAE2_92860.1
OG0003228	SGUI1_88010.1	SHAE2_92840.1
OG0003229	SGUI1_76650.1	SHAE2_80650.1, SHAE2_80650.2, SHAE2_80650.3, SHAE2_80650.4
OG0003230	SGUI1_46930.1	SHAE2_50240.1
OG0003231	SGUI1_17420.1	SHAE2_19980.1, SHAE2_19980.2, SHAE2_19980.3, SHAE2_19980.4
OG0003232	SGUI1_10060.1	SHAE2_12720.2, SHAE2_12720.3, SHAE2_12720.1
OG0003233	SGUI1_21640.1	SHAE2_24120.1, SHAE2_24120.2, SHAE2_24120.3
OG0003234	SGUI1_60940.1	SHAE2_64590.1
OG0003235	SGUI1_84760.1	SHAE2_89640.1
OG0003236	SGUI1_57720.1	SHAE2_61180.1
OG0003237	SGUI1_25010.1, SGUI1_25010.4, SGUI1_25010.5, SGUI1_25010.6, SGUI1_25010.2, SGUI1_25010.3	SHAE2_27620.1
OG0003238	SGUI1_65940.1, SGUI1_65940.2	SHAE2_69800.3, SHAE2_69800.1, SHAE2_69800.2
OG0003239	SGUI1_82540.1	SHAE2_91060.1, SHAE2_91060.2
OG0003240	SGUI1_7560.1	SHAE2_9940.2
OG0003240	SGUI1_7560.2	SHAE2_9940.1
OG0003241	SGUI1_37440.1	SHAE2_40470.1
OG0003242	SGUI1_53170.2, SGUI1_53170.3, SGUI1_53170.1, SGUI1_53170.4	SHAE2_56260.1, SHAE2_56260.2
OG0003244	SGUI1_53600.3, SGUI1_53600.1, SGUI1_53600.2	SHAE2_56700.1
OG0003245	SGUI1_54190.1	SHAE2_57190.1
OG0003247	SGUI1_20190.1	SHAE2_22750.1
OG0003248	SGUI1_83720.1	SHAE2_87860.1, SHAE2_87860.2, SHAE2_87860.3, SHAE2_87860.4, SHAE2_87860.5
OG0003249	SGUI1_64420.2, SGUI1_64420.1	SHAE2_68130.2, SHAE2_68130.1
OG0003250	SGUI1_70740.1	SHAE2_74800.1
OG0003251	SGUI1_86940.1	SHAE2_91810.1
OG0003252	SGUI1_42320.1	SHAE2_45170.1, SHAE2_45170.2
OG0003253	SGUI1_87440.1, SGUI1_87440.4, SGUI1_87440.2, SGUI1_87440.3	SHAE2_92340.1, SHAE2_92340.2, SHAE2_92340.3
OG0003254	SGUI1_64720.3, SGUI1_64720.1	SHAE2_68520.1, SHAE2_68520.2
OG0003255	SGUI1_93920.1	SHAE2_98880.1
OG0003255	SGUI1_93020.1	SHAE2_98040.1
OG0003256	SGUI1_84280.1	SHAE2_89230.1
OG0003257	SGUI1_11860.1	SHAE2_14520.1, SHAE2_14520.2, SHAE2_14520.3, SHAE2_14520.4
OG0003258	SGUI1_43380.1	SHAE2_46230.1, SHAE2_46230.3, SHAE2_46230.4, SHAE2_46230.2
OG0003259	SGUI1_23240.1, SGUI1_23240.2, SGUI1_23240.3, SGUI1_23240.4	SHAE2_26200.1, SHAE2_26200.2, SHAE2_26200.3, SHAE2_26200.4
OG0003260	SGUI1_84530.6, SGUI1_84530.5, SGUI1_84530.1, SGUI1_84530.2, SGUI1_84530.4, SGUI1_84530.3	SHAE2_89430.1
OG0003261	SGUI1_34440.4, SGUI1_34440.3	SHAE2_37430.1, SHAE2_37430.2
OG0003262	SGUI1_58370.1	SHAE2_61860.1
OG0003263	SGUI1_4740.1, SGUI1_4740.2	SHAE2_5530.4, SHAE2_5530.3, SHAE2_5530.1, SHAE2_5530.2
OG0003264	SGUI1_15140.1, SGUI1_15140.2, SGUI1_15140.3, SGUI1_15140.4	SHAE2_17470.1
OG0003265	SGUI1_41990.2	SHAE2_44840.1, SHAE2_44840.2
OG0003265	SGUI1_41990.1, SGUI1_41990.3	SHAE2_44840.3
OG0003266	SGUI1_71570.1	SHAE2_75640.1
OG0003267	SGUI1_20490.1, SGUI1_20490.2	SHAE2_23070.1, SHAE2_23070.2
OG0003268	SGUI1_43470.1, SGUI1_43470.2, SGUI1_43470.3, SGUI1_43470.4	SHAE2_46310.1, SHAE2_46310.2
OG0003269	SGUI1_76840.1	SHAE2_80900.1
OG0003270	SGUI1_63050.1, SGUI1_63050.2	SHAE2_66780.1
OG0003271	SGUI1_10590.1, SGUI1_10590.2, SGUI1_10590.3	SHAE2_13300.1
OG0003272	SGUI1_36380.1	SHAE2_39380.1
OG0003272	SGUI1_36390.1	SHAE2_39400.1
OG0003273	SGUI1_33570.2, SGUI1_33570.3, SGUI1_33570.1	SHAE2_36600.1, SHAE2_36600.3, SHAE2_36600.2
OG0003274	SGUI1_18540.1	SHAE2_21120.1, SHAE2_21120.2, SHAE2_21120.3
OG0003275	SGUI1_24340.1, SGUI1_24340.2, SGUI1_24340.5	SHAE2_26890.1, SHAE2_26890.2, SHAE2_26890.4, SHAE2_26890.3
OG0003276	SGUI1_62080.1	SHAE2_65770.1
OG0003277	SGUI1_33300.2	SHAE2_102790.1
OG0003278	SGUI1_55910.5, SGUI1_55910.3, SGUI1_55910.1, SGUI1_55910.2, SGUI1_55910.4	SHAE2_58970.2, SHAE2_58970.3, SHAE2_58970.1
OG0003279	SGUI1_1800.1	SHAE2_2090.2
OG0003279	SGUI1_1800.2	SHAE2_2090.2
OG0003280	SGUI1_78430.1	SHAE2_82410.1
OG0003281	SGUI1_94800.1	SHAE2_99770.2, SHAE2_99770.3, SHAE2_99770.1, SHAE2_99770.4, SHAE2_99770.5
OG0003282	SGUI1_53000.1	SHAE2_56110.2
OG0003283	SGUI1_95010.1	SHAE2_100130.1
OG0003284	SGUI1_60880.1, SGUI1_60880.2	SHAE2_64520.1, SHAE2_64520.2
OG0003285	SGUI1_22600.1, SGUI1_22600.2	SHAE2_25290.2, SHAE2_25290.1, SHAE2_25290.4, SHAE2_25290.3
OG0003286	SGUI1_67340.3, SGUI1_67340.2, SGUI1_67340.4, SGUI1_67340.1	SHAE2_71180.2, SHAE2_71180.3, SHAE2_71180.1
OG0003287	SGUI1_8730.2, SGUI1_8730.6, SGUI1_8730.1, SGUI1_8730.3, SGUI1_8730.4, SGUI1_8730.5	SHAE2_11320.3, SHAE2_11320.2, SHAE2_11320.1, SHAE2_11320.4
OG0003288	SGUI1_68710.1	SHAE2_72840.1, SHAE2_72840.2
OG0003289	SGUI1_12330.1	SHAE2_15010.1
OG0003291	SGUI1_16880.1	SHAE2_19450.1
OG0003292	SGUI1_85560.2, SGUI1_85560.7, SGUI1_85560.1, SGUI1_85560.3, SGUI1_85560.4, SGUI1_85560.5, SGUI1_85560.6	SHAE2_90490.1
OG0003293	SGUI1_26940.1, SGUI1_26940.2	SHAE2_29470.2, SHAE2_29470.1, SHAE2_29470.3
OG0003294	SGUI1_33330.1	SHAE2_36360.1
OG0003295	SGUI1_25670.1	SHAE2_28220.1
OG0003296	SGUI1_54480.2, SGUI1_54480.4, SGUI1_54480.3, SGUI1_54480.1	SHAE2_57500.1, SHAE2_57500.2
OG0003297	SGUI1_17290.1	SHAE2_19870.2
OG0003298	SGUI1_46170.1	SHAE2_48640.1
OG0003299	SGUI1_77570.1	SHAE2_81570.2, SHAE2_81570.3, SHAE2_81570.1
