Orthogroup	schistosoma_haematobium	opisthorchis_viverrini
OG0002402	SHAE2_21840.3, SHAE2_21840.1, SHAE2_21840.2, SHAE2_21830.1, SHAE2_21830.2	T265_10841
OG0002404	SHAE2_66090.1	T265_09776
OG0002405	SHAE2_2140.2, SHAE2_2140.1	T265_10856, T265_04546
OG0002406	SHAE2_10390.3, SHAE2_10390.5, SHAE2_10390.2, SHAE2_10390.4, SHAE2_10390.1	T265_13009
OG0002407	SHAE2_9960.1	T265_00264
OG0002408	SHAE2_78200.3, SHAE2_78200.4, SHAE2_78200.2, SHAE2_78200.1	T265_11905
OG0002409	SHAE2_89830.3, SHAE2_89830.1, SHAE2_89830.2	T265_01637
OG0002410	SHAE2_38330.3, SHAE2_38330.1, SHAE2_38330.4, SHAE2_38330.2	T265_08723, T265_16313
OG0002411	SHAE2_94060.1	T265_04303
OG0002412	SHAE2_31760.1	T265_14970
OG0002413	SHAE2_92500.1	T265_01806
OG0002415	SHAE2_22670.1, SHAE2_22670.2, SHAE2_22670.3, SHAE2_22670.4	T265_03421
OG0002416	SHAE2_43730.4, SHAE2_43730.3, SHAE2_43730.1, SHAE2_43730.2, SHAE2_43730.5	T265_15016
OG0002417	SHAE2_18300.5, SHAE2_18300.6, SHAE2_18300.1, SHAE2_18300.2, SHAE2_18300.3, SHAE2_18300.4	T265_06209
OG0002418	SHAE2_35870.1	T265_00711
OG0002419	SHAE2_30950.2, SHAE2_30950.1, SHAE2_30950.3, SHAE2_30950.4, SHAE2_30950.5	T265_10336
OG0002420	SHAE2_36080.1	T265_00694
OG0002421	SHAE2_76100.1, SHAE2_76100.2, SHAE2_76100.5, SHAE2_76100.4, SHAE2_76100.3	T265_02187
OG0002422	SHAE2_37600.1, SHAE2_37600.2	T265_00765
OG0002423	SHAE2_75000.2, SHAE2_75000.3, SHAE2_75000.1	T265_02196
OG0002424	SHAE2_59480.3, SHAE2_59480.4, SHAE2_59480.1, SHAE2_59480.2	T265_00303
OG0002425	SHAE2_37360.1, SHAE2_37360.2	T265_10775
OG0002426	SHAE2_39850.1, SHAE2_39850.2	T265_05883, T265_16210
OG0002427	SHAE2_10380.1	T265_03972, T265_15474
OG0002428	SHAE2_14350.1	T265_13166
OG0002429	SHAE2_42890.1, SHAE2_42890.2	T265_06453, T265_10284
OG0002430	SHAE2_78980.1	T265_02210, T265_05440, T265_02212
OG0002431	SHAE2_39590.3, SHAE2_39590.1, SHAE2_39590.2	T265_01491, T265_03774
OG0002432	SHAE2_64810.1	T265_08924
OG0002434	SHAE2_37680.1	T265_02981
OG0002435	SHAE2_31010.1, SHAE2_31010.2	T265_14326
OG0002436	SHAE2_24290.3, SHAE2_24290.4, SHAE2_24290.2, SHAE2_24290.1	T265_11614, T265_15156
OG0002437	SHAE2_55940.1, SHAE2_55940.4, SHAE2_55940.3, SHAE2_55940.5, SHAE2_55940.2	T265_00359
OG0002438	SHAE2_36320.4, SHAE2_36320.5, SHAE2_36320.1, SHAE2_36320.2, SHAE2_36320.3	T265_06508
OG0002439	SHAE2_56090.1	T265_00836
OG0002440	SHAE2_73490.6, SHAE2_73490.1, SHAE2_73490.3, SHAE2_73490.4, SHAE2_73490.5, SHAE2_73490.2	T265_12915
OG0002441	SHAE2_52310.1, SHAE2_52310.2	T265_05931
OG0002442	SHAE2_45430.1, SHAE2_45430.2, SHAE2_45430.3	T265_13576
OG0002443	SHAE2_48510.1	T265_07141
OG0002444	SHAE2_61230.1	T265_06713, T265_14104
OG0002445	SHAE2_73510.1, SHAE2_73510.3, SHAE2_73510.4, SHAE2_73510.2	T265_05838
OG0002446	SHAE2_66660.1, SHAE2_66660.3, SHAE2_66660.2	T265_00532
OG0002447	SHAE2_8020.1	T265_08477
OG0002448	SHAE2_34550.1, SHAE2_34550.4, SHAE2_34550.2, SHAE2_34550.3	T265_06603
OG0002449	SHAE2_20460.1	T265_08371
OG0002450	SHAE2_69450.3, SHAE2_69450.2, SHAE2_69450.1, SHAE2_69450.4	T265_03931, T265_03930
OG0002451	SHAE2_76130.1, SHAE2_76130.4, SHAE2_76130.5, SHAE2_76130.2, SHAE2_76130.3	T265_09840
OG0002452	SHAE2_8500.1, SHAE2_8500.2, SHAE2_8500.3	T265_10465
OG0002453	SHAE2_79220.1, SHAE2_50410.2, SHAE2_50410.5, SHAE2_50410.4, SHAE2_50410.1, SHAE2_50410.3	T265_00345
OG0002454	SHAE2_71390.1	T265_05155
OG0002455	SHAE2_70200.4, SHAE2_70200.2, SHAE2_70200.3, SHAE2_70200.5, SHAE2_70200.1, SHAE2_70200.6	T265_12601
OG0002456	SHAE2_35080.1	T265_11319
OG0002457	SHAE2_75270.1	T265_01249, T265_07438
OG0002458	SHAE2_89850.1, SHAE2_89850.2	T265_12831
OG0002459	SHAE2_41060.1, SHAE2_41060.2, SHAE2_41060.3, SHAE2_41060.4	T265_01502
OG0002460	SHAE2_10130.1, SHAE2_10130.2, SHAE2_10130.7, SHAE2_10130.5, SHAE2_10130.4, SHAE2_10130.3, SHAE2_10130.6	T265_09316
OG0002461	SHAE2_11270.1	T265_11504
OG0002462	SHAE2_68450.2, SHAE2_68450.3, SHAE2_68450.1	T265_03327
OG0002463	SHAE2_88930.1, SHAE2_88930.2	T265_04955
OG0002465	SHAE2_87340.1, SHAE2_87340.2, SHAE2_87340.3	T265_11610
OG0002466	SHAE2_99290.6, SHAE2_99290.7, SHAE2_99290.3, SHAE2_99290.4, SHAE2_99290.5, SHAE2_99290.1, SHAE2_99290.2	T265_09526
OG0002468	SHAE2_80360.1	T265_01747
OG0002469	SHAE2_4980.1, SHAE2_4980.2	T265_10043
OG0002470	SHAE2_83590.2, SHAE2_83590.3, SHAE2_83590.1	T265_13777
OG0002471	SHAE2_79410.1, SHAE2_79410.2, SHAE2_79410.3	T265_13340
OG0002472	SHAE2_39730.1, SHAE2_39730.3, SHAE2_39730.2	T265_02966
OG0002473	SHAE2_11640.3, SHAE2_11640.4, SHAE2_11640.5, SHAE2_11640.1, SHAE2_11640.2	T265_06276
OG0002474	SHAE2_93340.1, SHAE2_93340.2, SHAE2_93340.4, SHAE2_93340.3	T265_10153
OG0002475	SHAE2_20980.1	T265_06954
OG0002476	SHAE2_33210.5, SHAE2_33210.6, SHAE2_33210.7, SHAE2_33210.4, SHAE2_33210.1, SHAE2_33210.3, SHAE2_33210.2	T265_11632, T265_14722
OG0002477	SHAE2_80940.1, SHAE2_80940.4, SHAE2_80940.3, SHAE2_80940.2	T265_15221, T265_15220
OG0002478	SHAE2_54510.1, SHAE2_54510.2	T265_00370
OG0002479	SHAE2_67550.1	T265_10145
OG0002480	SHAE2_30140.1	T265_05583
OG0002481	SHAE2_6570.1	T265_06651
OG0002482	SHAE2_65820.2, SHAE2_65820.3, SHAE2_65820.1	T265_08130
OG0002483	SHAE2_23020.1	T265_11161
OG0002484	SHAE2_26170.1	T265_04258
OG0002486	SHAE2_26290.1, SHAE2_26290.2	T265_01077
OG0002487	SHAE2_84370.1, SHAE2_84370.3, SHAE2_84370.2, SHAE2_84370.4, SHAE2_84370.5, SHAE2_84370.6, SHAE2_84370.8, SHAE2_84370.7	T265_01323
OG0002488	SHAE2_58020.1, SHAE2_58020.2	T265_02854
OG0002489	SHAE2_29590.1	T265_10400
OG0002490	SHAE2_78690.1, SHAE2_78690.2, SHAE2_78690.3, SHAE2_78690.4, SHAE2_78690.5, SHAE2_78690.6	T265_04784
OG0002492	SHAE2_79400.3, SHAE2_79400.4, SHAE2_79400.1, SHAE2_79400.2	T265_06763
OG0002493	SHAE2_67880.2, SHAE2_67880.5, SHAE2_67880.3, SHAE2_67880.1, SHAE2_67880.4	T265_01136
OG0002494	SHAE2_1930.4, SHAE2_1930.1, SHAE2_1930.3, SHAE2_1930.2	T265_13169
OG0002495	SHAE2_16330.1, SHAE2_16330.2	T265_13492
OG0002497	SHAE2_49260.1	T265_06996
OG0002498	SHAE2_1210.1, SHAE2_1210.3, SHAE2_1210.2	T265_08380
OG0002499	SHAE2_52790.1	T265_06840
OG0002500	SHAE2_190.1, SHAE2_190.2, SHAE2_190.3	T265_13736
OG0002501	SHAE2_11590.3, SHAE2_11590.4, SHAE2_11590.5, SHAE2_11590.6, SHAE2_11590.7, SHAE2_11590.9, SHAE2_11590.1, SHAE2_11590.8, SHAE2_11590.2	T265_07964
OG0002502	SHAE2_59590.3, SHAE2_59590.1, SHAE2_59590.2, SHAE2_59590.4, SHAE2_59590.5	T265_07288
OG0002504	SHAE2_26240.1	T265_05690
OG0002505	SHAE2_54850.1	T265_04916
OG0002506	SHAE2_37130.3, SHAE2_37130.5, SHAE2_37130.1, SHAE2_37130.4, SHAE2_37130.6, SHAE2_37130.7, SHAE2_37130.8, SHAE2_37130.2	T265_05367
OG0002507	SHAE2_87180.1, SHAE2_87180.2	T265_06548
OG0002508	SHAE2_68260.4, SHAE2_68260.1, SHAE2_68260.2, SHAE2_68260.3	T265_00657
OG0002509	SHAE2_11110.1, SHAE2_11110.2	T265_11507
OG0002511	SHAE2_76670.4, SHAE2_76670.5, SHAE2_76670.1, SHAE2_76670.2, SHAE2_76670.3	T265_09184
OG0002512	SHAE2_67060.1	T265_01109, T265_01107
OG0002514	SHAE2_17970.2, SHAE2_17970.4, SHAE2_17970.3, SHAE2_17970.1	T265_13584
OG0002517	SHAE2_78960.1	T265_02578
OG0002518	SHAE2_45530.2, SHAE2_45530.3, SHAE2_45530.1, SHAE2_45530.4	T265_09714, T265_09890
OG0002526	SHAE2_15280.5, SHAE2_15280.1, SHAE2_15280.2, SHAE2_15280.3, SHAE2_15280.4, SHAE2_15280.6, SHAE2_15280.7	T265_06218
OG0002527	SHAE2_44450.1	T265_06354
OG0002528	SHAE2_99970.1, SHAE2_99960.1	T265_13832
OG0002529	SHAE2_58510.1, SHAE2_58510.2	T265_00314
OG0002530	SHAE2_79280.1, SHAE2_79280.2, SHAE2_79280.3	T265_05441
OG0002531	SHAE2_29700.3, SHAE2_29700.2, SHAE2_29700.1	T265_09261, T265_16107
OG0002532	SHAE2_75930.4, SHAE2_75930.3, SHAE2_75930.1, SHAE2_75930.2	T265_06112
OG0002533	SHAE2_69710.1	T265_10106
OG0002534	SHAE2_95160.1	T265_11289
OG0002535	SHAE2_38320.1, SHAE2_38320.2	T265_04895
OG0002536	SHAE2_15330.1	T265_07878, T265_16109
OG0002537	SHAE2_87040.1, SHAE2_87040.2, SHAE2_87040.4, SHAE2_87040.5, SHAE2_87040.3	T265_11659
OG0002538	SHAE2_64880.1, SHAE2_64880.2	T265_12591, T265_13956
OG0002539	SHAE2_28670.2, SHAE2_28670.1	T265_06929
OG0002540	SHAE2_41980.1, SHAE2_41980.2	T265_02959
OG0002541	SHAE2_58910.1	T265_00045
OG0002542	SHAE2_94780.2, SHAE2_94780.4, SHAE2_94780.1, SHAE2_94780.3	T265_05751
OG0002543	SHAE2_31220.1, SHAE2_31220.2, SHAE2_31220.3, SHAE2_31220.4	T265_02977
OG0002544	SHAE2_50930.1	T265_03611
OG0002545	SHAE2_26030.1	T265_13460
OG0002546	SHAE2_20370.1	T265_08445
OG0002547	SHAE2_101370.1, SHAE2_101370.3, SHAE2_101370.2	T265_02728
OG0002548	SHAE2_98970.3, SHAE2_98970.2, SHAE2_98970.1, SHAE2_98970.4	T265_10907
OG0002549	SHAE2_30050.1, SHAE2_30050.2	T265_09253
OG0002551	SHAE2_33390.1, SHAE2_33390.2, SHAE2_33390.3, SHAE2_33390.4, SHAE2_33390.5	T265_10827
OG0002552	SHAE2_4810.1, SHAE2_4810.3, SHAE2_4810.2, SHAE2_4810.4, SHAE2_4810.5	T265_06270
OG0002553	SHAE2_68630.1, SHAE2_68630.2	T265_12816
OG0002554	SHAE2_62800.3, SHAE2_62800.4, SHAE2_62800.7, SHAE2_62800.1, SHAE2_62800.2, SHAE2_62800.5, SHAE2_62800.6	T265_11518
OG0002555	SHAE2_38790.1	T265_12804
OG0002556	SHAE2_22950.1, SHAE2_22950.2, SHAE2_22950.3	T265_00868
OG0002557	SHAE2_45310.1, SHAE2_45310.2, SHAE2_45310.3, SHAE2_45310.4	T265_01526
OG0002558	SHAE2_4530.1, SHAE2_4530.3, SHAE2_4530.2	T265_11716
OG0002559	SHAE2_26800.1	T265_09716
OG0002560	SHAE2_94410.5, SHAE2_94410.4, SHAE2_94410.3, SHAE2_94410.2, SHAE2_94410.1	T265_10495
OG0002561	SHAE2_11350.2, SHAE2_11350.1	T265_08002
OG0002562	SHAE2_10820.1, SHAE2_10820.2, SHAE2_10820.3, SHAE2_10820.4	T265_06419
OG0002563	SHAE2_65600.1	T265_12573
OG0002564	SHAE2_81980.2, SHAE2_81980.3, SHAE2_81980.1, SHAE2_81980.4	T265_14413
OG0002565	SHAE2_2700.1, SHAE2_2690.1	T265_10924
OG0002566	SHAE2_69350.1, SHAE2_69350.2	T265_01406
OG0002567	SHAE2_38220.1, SHAE2_38220.4, SHAE2_38220.2, SHAE2_38220.3	T265_09820
OG0002568	SHAE2_67780.1	T265_06148
OG0002569	SHAE2_70000.4, SHAE2_70000.5, SHAE2_70000.6, SHAE2_70000.2, SHAE2_70000.3, SHAE2_70000.1, SHAE2_70000.7	T265_09350
OG0002570	SHAE2_33960.1	T265_15976, T265_15295, T265_02970
OG0002571	SHAE2_43200.3, SHAE2_43200.5, SHAE2_43200.4, SHAE2_43200.1, SHAE2_43200.2	T265_09123
OG0002572	SHAE2_63180.1, SHAE2_63180.2, SHAE2_63180.3	T265_00523
OG0002573	SHAE2_27330.1	T265_05406
OG0002574	SHAE2_79770.5, SHAE2_79770.3, SHAE2_79770.4, SHAE2_79770.1, SHAE2_79770.2	T265_05451
OG0002575	SHAE2_26490.1	T265_14312
OG0002576	SHAE2_83120.1	T265_05790
OG0002578	SHAE2_52540.3, SHAE2_52540.1, SHAE2_52540.2	T265_03584
OG0002579	SHAE2_99160.1	T265_12918
OG0002580	SHAE2_63330.1, SHAE2_63330.4, SHAE2_63330.3, SHAE2_63330.2	T265_00177
OG0002581	SHAE2_64660.1	T265_00663
OG0002582	SHAE2_37810.1	T265_04496
OG0002583	SHAE2_93040.1, SHAE2_93040.5, SHAE2_93040.4, SHAE2_93040.3, SHAE2_93040.6, SHAE2_93040.2	T265_08898
OG0002584	SHAE2_42040.1	T265_13055
OG0002586	SHAE2_21250.1	T265_09506, T265_03414
OG0002587	SHAE2_87260.1	T265_06030
OG0002588	SHAE2_65320.2, SHAE2_65320.3, SHAE2_65320.1	T265_08785
OG0002589	SHAE2_65100.2, SHAE2_65100.1, SHAE2_65100.3	T265_04177
OG0002590	SHAE2_80910.1	T265_13106
OG0002591	SHAE2_82920.2, SHAE2_82920.1	T265_11493
OG0002592	SHAE2_29750.4, SHAE2_29750.1, SHAE2_29750.2, SHAE2_29750.3	T265_14197
OG0002593	SHAE2_84330.2, SHAE2_84330.1	T265_02360
OG0002594	SHAE2_84320.1, SHAE2_84320.3, SHAE2_84320.2, SHAE2_84320.5, SHAE2_84320.4	T265_02363
OG0002595	SHAE2_51670.1	T265_02820
OG0002596	SHAE2_80570.1, SHAE2_80570.2, SHAE2_80570.3	T265_05825
OG0002597	SHAE2_14750.1	T265_12817, T265_12684
OG0002598	SHAE2_37100.1	T265_11007
OG0002599	SHAE2_70750.1, SHAE2_70750.2, SHAE2_70750.3	T265_03901
OG0002600	SHAE2_50740.1	T265_10026
OG0002601	SHAE2_13790.1	T265_03324
OG0002602	SHAE2_23860.2, SHAE2_23860.3, SHAE2_23860.1	T265_11163
OG0002603	SHAE2_67330.1, SHAE2_67330.3, SHAE2_67330.2	T265_01188
OG0002604	SHAE2_2710.5, SHAE2_2710.1, SHAE2_2710.2, SHAE2_2710.4, SHAE2_2710.3	T265_10922
OG0002605	SHAE2_52650.1, SHAE2_52650.3, SHAE2_52650.6, SHAE2_52650.4, SHAE2_52650.7, SHAE2_52650.2, SHAE2_52650.5	T265_09297
OG0002606	SHAE2_90410.1	T265_15010
OG0002607	SHAE2_36330.2, SHAE2_36330.4, SHAE2_36330.3, SHAE2_36330.1	T265_15621
OG0002608	SHAE2_51480.1	T265_03557
OG0002609	SHAE2_4390.1	T265_06812
OG0002610	SHAE2_45370.7, SHAE2_45370.3, SHAE2_45370.1, SHAE2_45370.2, SHAE2_45370.4, SHAE2_45370.5, SHAE2_45370.6	T265_04076, T265_15961
OG0002611	SHAE2_19050.1, SHAE2_19050.2, SHAE2_19050.4, SHAE2_19050.3	T265_10160
OG0002612	SHAE2_26560.1, SHAE2_26560.2, SHAE2_26560.3	T265_14890
OG0002613	SHAE2_48420.1, SHAE2_74360.1	T265_08303, T265_07594
OG0002614	SHAE2_220.1	T265_15097, T265_16170
OG0002615	SHAE2_88710.1	T265_03587
OG0002616	SHAE2_40180.1, SHAE2_40170.1	T265_04004
OG0002617	SHAE2_102410.1, SHAE2_102410.2, SHAE2_102410.3	T265_04692
OG0002618	SHAE2_61220.1	T265_06714, T265_16357
OG0002619	SHAE2_64080.1	T265_10984
OG0002620	SHAE2_32520.1, SHAE2_32520.2	T265_08636
OG0002621	SHAE2_10230.1, SHAE2_10230.8, SHAE2_10230.2, SHAE2_10230.4, SHAE2_10230.5, SHAE2_10230.3, SHAE2_10230.6, SHAE2_10230.7	T265_09809
OG0002622	SHAE2_60070.1, SHAE2_60070.2, SHAE2_60070.3, SHAE2_60070.4	T265_11458
OG0002623	SHAE2_13150.1, SHAE2_13150.2	T265_04416
OG0002624	SHAE2_18650.1, SHAE2_18650.2	T265_07686
OG0002625	SHAE2_38890.1	T265_06474
OG0002626	SHAE2_61530.2, SHAE2_61530.1	T265_08212
OG0002627	SHAE2_14880.1, SHAE2_14880.2	T265_03218
OG0002628	SHAE2_44610.1	T265_08624
OG0002629	SHAE2_96860.1, SHAE2_96860.2	T265_13471
OG0002630	SHAE2_10640.1	T265_01008
OG0002631	SHAE2_27460.1, SHAE2_27460.2	T265_05687
OG0002632	SHAE2_90030.1, SHAE2_90030.2	T265_06015
OG0002633	SHAE2_42870.3, SHAE2_42870.4, SHAE2_42870.2, SHAE2_42870.5, SHAE2_42870.1	T265_04018
OG0002634	SHAE2_27260.1	T265_05042
OG0002635	SHAE2_25500.1, SHAE2_25500.2, SHAE2_25500.3	T265_06947
OG0002636	SHAE2_84590.4, SHAE2_84590.1, SHAE2_84590.2, SHAE2_84590.3	T265_12437
OG0002637	SHAE2_99660.1	T265_14280, T265_14279
OG0002638	SHAE2_57400.1, SHAE2_57400.2, SHAE2_57400.3	T265_01339
OG0002639	SHAE2_71340.1	T265_06794
OG0002640	SHAE2_12400.1	T265_08171
OG0002641	SHAE2_56830.1, SHAE2_56830.2	T265_11303
OG0002642	SHAE2_1760.2, SHAE2_1760.1	T265_06912
OG0002643	SHAE2_4760.1, SHAE2_4760.2, SHAE2_4760.5, SHAE2_4760.3, SHAE2_4760.4	T265_10968
OG0002644	SHAE2_66020.1, SHAE2_66020.2	T265_14640
OG0002645	SHAE2_11800.1, SHAE2_11800.2, SHAE2_11800.4, SHAE2_11800.3	T265_00224
OG0002646	SHAE2_29290.1, SHAE2_29290.2	T265_05691
OG0002647	SHAE2_93540.1	T265_03821
OG0002648	SHAE2_7120.1, SHAE2_7120.2, SHAE2_7120.3	T265_04212
OG0002649	SHAE2_43270.5, SHAE2_43270.1, SHAE2_43270.3, SHAE2_43270.4, SHAE2_43270.6, SHAE2_43270.7, SHAE2_43270.8, SHAE2_43270.2, SHAE2_43270.9	T265_05362
OG0002650	SHAE2_10240.3, SHAE2_10240.1, SHAE2_10240.2, SHAE2_10240.6, SHAE2_10240.4, SHAE2_10240.5	T265_14961
OG0002651	SHAE2_12440.1	T265_13532, T265_13531
OG0002652	SHAE2_47980.1, SHAE2_47980.2	T265_03490, T265_03489
OG0002653	SHAE2_94600.1	T265_05349
OG0002654	SHAE2_85450.1, SHAE2_85450.2	T265_15265
OG0002655	SHAE2_60430.1	T265_07489
OG0002656	SHAE2_22610.1, SHAE2_22610.2	T265_13304
OG0002657	SHAE2_18080.1, SHAE2_18080.2	T265_13545
OG0002658	SHAE2_31910.2, SHAE2_31910.1, SHAE2_31910.3	T265_00747, T265_12627
OG0002660	SHAE2_2880.3, SHAE2_2880.2, SHAE2_2880.1, SHAE2_2880.4, SHAE2_2880.5, SHAE2_2880.6	T265_00945
OG0002661	SHAE2_67920.1, SHAE2_67920.2, SHAE2_67920.3, SHAE2_67920.4	T265_13706
OG0002662	SHAE2_89020.1, SHAE2_89020.2	T265_14428
OG0002663	SHAE2_89520.1, SHAE2_89520.2, SHAE2_89520.3	T265_10211
OG0002664	SHAE2_101600.1	T265_11068, T265_16106
OG0002665	SHAE2_53560.1	T265_06844, T265_16075
OG0002666	SHAE2_34790.1, SHAE2_34790.2	T265_10120
OG0002667	SHAE2_29870.1, SHAE2_29870.2, SHAE2_29870.3	T265_03243
OG0002668	SHAE2_73750.1	T265_01423
OG0002669	SHAE2_94300.1, SHAE2_94310.1	T265_13389
OG0002670	SHAE2_30980.1, SHAE2_30980.2	T265_02796
OG0002671	SHAE2_98990.1	T265_04847
OG0002672	SHAE2_78360.6, SHAE2_78360.5, SHAE2_78360.4, SHAE2_78360.3, SHAE2_78360.1, SHAE2_78360.2	T265_00778
OG0002673	SHAE2_78470.1, SHAE2_78470.2, SHAE2_78470.3	T265_14755
OG0002674	SHAE2_30030.3, SHAE2_30030.2, SHAE2_30030.1, SHAE2_30030.4	T265_02974, T265_09573
OG0002675	SHAE2_11680.1	T265_01135
OG0002676	SHAE2_73010.1, SHAE2_73010.2	T265_08124
OG0002677	SHAE2_66640.1, SHAE2_66640.2	T265_11806
OG0002678	SHAE2_8100.1, SHAE2_8110.1	T265_14495, T265_08174
OG0002679	SHAE2_84670.1	T265_14188
OG0002680	SHAE2_71580.1	T265_01156
OG0002681	SHAE2_29630.1, SHAE2_29630.2, SHAE2_29630.3	T265_11893, T265_11894
OG0002682	SHAE2_21920.1	T265_10217
OG0002683	SHAE2_99790.1, SHAE2_99790.2	T265_13830
OG0002684	SHAE2_90850.1, SHAE2_90880.1, SHAE2_90910.1, SHAE2_90920.1, SHAE2_90930.1	T265_05163
OG0002685	SHAE2_17940.1, SHAE2_17920.1, SHAE2_17950.1	T265_09546
OG0002686	SHAE2_57100.3, SHAE2_57100.4, SHAE2_57100.2, SHAE2_57100.1, SHAE2_57100.5	T265_13273
OG0002687	SHAE2_31530.1	T265_04020, T265_04336
OG0002688	SHAE2_28120.1, SHAE2_28120.2, SHAE2_28130.1	T265_11653
OG0002689	SHAE2_28160.1, SHAE2_28160.3, SHAE2_28160.4, SHAE2_28160.2	T265_04523
OG0002690	SHAE2_43770.1, SHAE2_43770.5, SHAE2_43770.2, SHAE2_43770.4, SHAE2_43770.3	T265_09672
OG0002691	SHAE2_88960.2, SHAE2_88960.1, SHAE2_88960.3	T265_15871
OG0002692	SHAE2_15090.2, SHAE2_15090.1	T265_11446
OG0002693	SHAE2_51440.1, SHAE2_51470.1, SHAE2_51470.2	T265_02440
OG0002694	SHAE2_98720.1	T265_04234, T265_07936
OG0002696	SHAE2_36760.1, SHAE2_36760.2	T265_08323
OG0002697	SHAE2_12650.1	T265_08181
OG0002698	SHAE2_2770.1, SHAE2_2770.3, SHAE2_2770.5, SHAE2_2770.6, SHAE2_2770.4, SHAE2_2770.2	T265_12501
OG0002699	SHAE2_5870.1	T265_03019
OG0002700	SHAE2_101930.1, SHAE2_101930.2	T265_02734
OG0002701	SHAE2_58180.1, SHAE2_58180.2, SHAE2_58240.1	T265_00287
OG0002709	SHAE2_9930.5, SHAE2_9930.3, SHAE2_9930.6, SHAE2_9930.2, SHAE2_9930.4, SHAE2_9930.7, SHAE2_9930.8, SHAE2_9930.1	T265_09385
OG0002710	SHAE2_1500.1, SHAE2_1500.2, SHAE2_1500.6, SHAE2_1500.5, SHAE2_1500.3, SHAE2_1500.7, SHAE2_1500.4	T265_02910, T265_02911
OG0002711	SHAE2_96020.1	T265_11288
OG0002713	SHAE2_51030.1, SHAE2_51030.2, SHAE2_51030.4, SHAE2_51030.3	T265_05798
OG0002714	SHAE2_81940.1	T265_09095
OG0002715	SHAE2_64680.1	T265_02021
OG0002716	SHAE2_71860.1	T265_07182, T265_14219
OG0002717	SHAE2_94740.1	T265_01862, T265_16344
OG0002718	SHAE2_70860.1, SHAE2_70860.2, SHAE2_70860.3	T265_08451, T265_10568
OG0002719	SHAE2_6220.1, SHAE2_6220.2	T265_06423
OG0002720	SHAE2_5700.1	T265_09225, T265_09226
OG0002721	SHAE2_100520.1	T265_11661
OG0002722	SHAE2_24350.1	T265_08585
OG0002724	SHAE2_86290.1, SHAE2_86290.2, SHAE2_86290.3	T265_12997
OG0002725	SHAE2_4910.1, SHAE2_4910.2	T265_08421
OG0002726	SHAE2_33190.7, SHAE2_33190.2, SHAE2_33190.5, SHAE2_33190.3, SHAE2_33190.4, SHAE2_33190.6, SHAE2_33190.1	T265_08999
OG0002727	SHAE2_78210.1, SHAE2_78210.2	T265_00821
OG0002728	SHAE2_10340.2, SHAE2_10340.3, SHAE2_10340.4, SHAE2_10340.1	T265_06495
OG0002729	SHAE2_18240.1	T265_13191, T265_07546, T265_07956, T265_14318
OG0002730	SHAE2_85200.1	T265_02419, T265_16240
OG0002731	SHAE2_49540.2, SHAE2_49540.1	T265_01959, T265_13402
OG0002732	SHAE2_71500.1, SHAE2_71500.2	T265_14352
OG0002733	SHAE2_26710.1, SHAE2_26710.2	T265_13194, T265_16356
OG0002734	SHAE2_45160.1	T265_13416
OG0002735	SHAE2_33290.1	T265_10699
OG0002736	SHAE2_26670.1, SHAE2_26670.3, SHAE2_26670.4, SHAE2_26670.5, SHAE2_26670.2	T265_03760
OG0002737	SHAE2_39550.1, SHAE2_39570.1, SHAE2_39560.1, SHAE2_39580.1	T265_05897
OG0002739	SHAE2_14570.1, SHAE2_14570.2	T265_09407
OG0002740	SHAE2_42520.3, SHAE2_42520.1, SHAE2_42520.4, SHAE2_42520.2	T265_02573
OG0002741	SHAE2_19660.1	T265_10545, T265_11017
OG0002742	SHAE2_75820.1	T265_12515
OG0002743	SHAE2_44760.1	T265_15636
OG0002744	SHAE2_61680.1	T265_06158
OG0002745	SHAE2_97830.1, SHAE2_97830.2	T265_05355
OG0002747	SHAE2_28030.1	T265_11759
OG0002748	SHAE2_38010.1, SHAE2_38010.2	T265_13947, T265_06098
OG0002749	SHAE2_50960.2, SHAE2_50960.1	T265_06761
OG0002750	SHAE2_50340.1	T265_13284, T265_16195
OG0002751	SHAE2_42820.1, SHAE2_42820.2	T265_00573
OG0002752	SHAE2_74630.1, SHAE2_74630.2	T265_00423, T265_16111
OG0002755	SHAE2_4400.1	T265_09929
OG0002756	SHAE2_61970.1, SHAE2_61970.3, SHAE2_61970.2	T265_00650
OG0002757	SHAE2_34100.5, SHAE2_34100.6, SHAE2_34100.7, SHAE2_34100.4, SHAE2_34100.1, SHAE2_34100.2, SHAE2_34100.3	T265_00762
OG0002758	SHAE2_5930.4, SHAE2_5930.2, SHAE2_5930.1, SHAE2_5930.3, SHAE2_5930.5	T265_00955
OG0002759	SHAE2_30450.1	T265_03239
OG0002760	SHAE2_4070.1	T265_11036, T265_11034, T265_11035
OG0002761	SHAE2_6860.3, SHAE2_6860.6, SHAE2_6860.7, SHAE2_6860.1, SHAE2_6860.2, SHAE2_6860.5, SHAE2_6860.4	T265_03044
OG0002762	SHAE2_101180.1, SHAE2_101180.2	T265_13549
OG0002763	SHAE2_83040.2, SHAE2_83040.3, SHAE2_83040.1	T265_13464
OG0002764	SHAE2_33870.1	T265_08194, T265_02184, T265_02185
OG0002765	SHAE2_73500.4, SHAE2_73500.1, SHAE2_73500.2, SHAE2_73500.6, SHAE2_73500.3, SHAE2_73500.5	T265_05839
