Orthogroup	schistosoma_haematobium	schistosoma_bovis
OG0002089	SHAE2_48970.1, SHAE2_48970.2, SHAE2_48970.3	SBOV2_45280.1, SBOV2_45280.2, SBOV2_45280.3
OG0002090	SHAE2_57670.1	SBOV2_51160.1
OG0002091	SHAE2_56080.4, SHAE2_56080.3, SHAE2_56080.5, SHAE2_56080.1, SHAE2_56080.2	SBOV2_52770.2, SBOV2_52770.3, SBOV2_52770.1
OG0002092	SHAE2_41990.5, SHAE2_41990.4, SHAE2_41990.3	SBOV2_28720.3, SBOV2_28720.1
OG0002092	SHAE2_41990.1, SHAE2_41990.2	SBOV2_28720.2
OG0002093	SHAE2_27830.7, SHAE2_27830.5, SHAE2_27830.9, SHAE2_27830.6, SHAE2_27830.4, SHAE2_27830.1, SHAE2_27830.2, SHAE2_27830.3	SBOV2_25080.2, SBOV2_25080.3, SBOV2_25080.1
OG0002094	SHAE2_5550.2	SBOV2_5010.4
OG0002094	SHAE2_5550.3, SHAE2_5550.1	SBOV2_5010.1, SBOV2_5010.2, SBOV2_5010.3
OG0002095	SHAE2_18340.5, SHAE2_18340.1, SHAE2_18340.3, SHAE2_18340.2, SHAE2_18340.4	SBOV2_15870.1, SBOV2_15870.2
OG0002096	SHAE2_31030.4, SHAE2_31030.5, SHAE2_31030.1, SHAE2_31030.2	SBOV2_38850.1
OG0002097	SHAE2_5920.1, SHAE2_5920.2	SBOV2_5360.1, SBOV2_5360.2, SBOV2_5360.3
OG0002098	SHAE2_68840.1	SBOV2_64150.1, SBOV2_64150.2, SBOV2_64150.3
OG0002099	SHAE2_41870.1	SBOV2_28830.1, SBOV2_28830.3, SBOV2_28830.2
OG0002101	SHAE2_94560.2, SHAE2_94560.6, SHAE2_94560.5, SHAE2_94560.1, SHAE2_94560.4, SHAE2_94560.3	SBOV2_88980.3, SBOV2_88980.1, SBOV2_88980.4, SBOV2_88980.7, SBOV2_88980.9, SBOV2_88980.2, SBOV2_88980.5, SBOV2_88980.6, SBOV2_88980.8
OG0002102	SHAE2_26700.1	SBOV2_23870.1
OG0002102	SHAE2_27530.1	SBOV2_24710.1, SBOV2_24710.2
OG0002103	SHAE2_45910.1, SHAE2_45910.2	SBOV2_42270.1
OG0002104	SHAE2_33200.2, SHAE2_33200.1, SHAE2_33200.3	SBOV2_36680.3, SBOV2_36680.1, SBOV2_36680.2
OG0002105	SHAE2_28090.1, SHAE2_28090.4, SHAE2_28090.3, SHAE2_28090.2	SBOV2_25330.1, SBOV2_25330.2
OG0002106	SHAE2_93210.1	SBOV2_87060.1
OG0002106	SHAE2_93210.2	SBOV2_87060.1
OG0002106	SHAE2_93210.3	SBOV2_87060.1
OG0002106	SHAE2_93210.4	SBOV2_87060.1
OG0002106	SHAE2_93210.5	SBOV2_87060.1
OG0002106	SHAE2_93210.6	SBOV2_87060.1
OG0002106	SHAE2_93210.7	SBOV2_87060.1
OG0002106	SHAE2_93210.8	SBOV2_87060.1
OG0002107	SHAE2_63980.1, SHAE2_63980.5	SBOV2_59530.1, SBOV2_59530.2
OG0002107	SHAE2_63980.2, SHAE2_63980.4, SHAE2_63980.6, SHAE2_63980.3	SBOV2_59530.3
OG0002108	SHAE2_96110.1	SBOV2_89780.1
OG0002108	SHAE2_85260.1, SHAE2_85260.2	SBOV2_80090.1
OG0002109	SHAE2_48430.2, SHAE2_48430.1, SHAE2_48430.5, SHAE2_48430.4, SHAE2_48430.3	SBOV2_44700.1
OG0002110	SHAE2_89550.1	SBOV2_83440.1
OG0002110	SHAE2_75430.1	SBOV2_70360.3, SBOV2_70360.1, SBOV2_70360.2, SBOV2_70360.4
OG0002111	SHAE2_45300.1, SHAE2_45300.2	SBOV2_41620.4, SBOV2_41620.1, SBOV2_41620.3, SBOV2_41620.2
OG0002112	SHAE2_62620.1	SBOV2_58150.1, SBOV2_58150.2, SBOV2_58150.4, SBOV2_58150.3, SBOV2_58150.5, SBOV2_58150.6
OG0002113	SHAE2_95880.1	SBOV2_87730.1
OG0002114	SHAE2_103270.1	SBOV2_23610.1, SBOV2_23610.2
OG0002115	SHAE2_58150.1	SBOV2_50620.5
OG0002117	SHAE2_5130.1, SHAE2_5130.2, SHAE2_5130.3	SBOV2_4610.1, SBOV2_4610.2, SBOV2_4610.3
OG0002118	SHAE2_49070.1	SBOV2_45220.1
OG0002118	SHAE2_49080.1	SBOV2_45210.1
OG0002119	SHAE2_89580.1	SBOV2_83470.2, SBOV2_83470.3, SBOV2_83470.4, SBOV2_83470.1
OG0002120	SHAE2_6890.1, SHAE2_6890.3, SHAE2_6890.5, SHAE2_6890.2, SHAE2_6890.4	SBOV2_6280.1
OG0002121	SHAE2_6900.1	SBOV2_6290.1
OG0002122	SHAE2_33680.2, SHAE2_33680.3, SHAE2_33680.4, SHAE2_33680.5, SHAE2_33680.1	SBOV2_36230.1
OG0002123	SHAE2_31600.2, SHAE2_31600.1	SBOV2_38270.3, SBOV2_38270.1, SBOV2_38270.2
OG0002124	SHAE2_22350.7, SHAE2_22350.6, SHAE2_22350.4, SHAE2_22350.3, SHAE2_22350.1, SHAE2_22350.5, SHAE2_22350.2	SBOV2_20370.1
OG0002125	SHAE2_101530.1, SHAE2_101530.2	SBOV2_95320.1
OG0002126	SHAE2_3650.2, SHAE2_3650.3, SHAE2_3650.1	SBOV2_3150.1
OG0002127	SHAE2_63740.4	SBOV2_59270.1
OG0002128	SHAE2_7080.1, SHAE2_7080.2, SHAE2_7080.3, SHAE2_7080.4	SBOV2_6480.1
OG0002129	SHAE2_55210.1, SHAE2_55220.1	SBOV2_53620.1
OG0002130	SHAE2_26850.1	SBOV2_24050.1
OG0002131	SHAE2_43480.1, SHAE2_43480.2, SHAE2_43480.3	SBOV2_27270.2, SBOV2_27270.1, SBOV2_27270.3
OG0002132	SHAE2_58370.1, SHAE2_58370.2	SBOV2_50410.1, SBOV2_50410.3, SBOV2_50410.4, SBOV2_50410.2
OG0002133	SHAE2_50660.5, SHAE2_50660.1, SHAE2_50660.2, SHAE2_50660.3, SHAE2_50660.4	SBOV2_46730.1, SBOV2_46730.2, SBOV2_46730.3, SBOV2_46730.4, SBOV2_46730.5
OG0002134	SHAE2_39880.2, SHAE2_39880.3, SHAE2_39880.1	SBOV2_30730.1, SBOV2_30730.3, SBOV2_30730.4, SBOV2_30730.2
OG0002135	SHAE2_28340.1, SHAE2_28340.2	SBOV2_25570.1, SBOV2_25570.2, SBOV2_25570.3, SBOV2_25570.4, SBOV2_25570.5, SBOV2_25570.6
OG0002136	SHAE2_98330.1, SHAE2_98330.2	SBOV2_91580.1, SBOV2_91580.2, SBOV2_91580.3, SBOV2_91580.4
OG0002137	SHAE2_83060.1	SBOV2_77680.2, SBOV2_77680.3, SBOV2_77680.4
OG0002138	SHAE2_33380.2, SHAE2_33380.1	SBOV2_36530.1
OG0002138	SHAE2_33370.1	SBOV2_36540.2, SBOV2_36540.1, SBOV2_36540.3
OG0002139	SHAE2_67140.1, SHAE2_67140.3, SHAE2_67140.4, SHAE2_67140.2	SBOV2_62580.2, SBOV2_62580.4, SBOV2_62580.3
OG0002140	SHAE2_7850.2, SHAE2_7850.4, SHAE2_7850.1, SHAE2_7850.3	SBOV2_8120.2, SBOV2_8120.1, SBOV2_8120.3, SBOV2_8120.4, SBOV2_8120.5
OG0002141	SHAE2_62740.1	SBOV2_58370.1, SBOV2_58290.1, SBOV2_58290.2
OG0002142	SHAE2_91260.4, SHAE2_91260.1, SHAE2_91260.2, SHAE2_91260.3	SBOV2_85140.1
OG0002143	SHAE2_49200.1, SHAE2_49150.1	SBOV2_45140.1
OG0002144	SHAE2_28630.1	SBOV2_41180.1
OG0002145	SHAE2_32750.1, SHAE2_32750.2	SBOV2_37080.1, SBOV2_37080.2
OG0002146	SHAE2_18640.1	SBOV2_16080.3
OG0002146	SHAE2_18640.2, SHAE2_18640.3	SBOV2_16080.4, SBOV2_16080.5
OG0002147	SHAE2_53070.2, SHAE2_53070.3, SHAE2_53070.1, SHAE2_53070.4	SBOV2_49190.1, SBOV2_49190.2, SBOV2_49190.3, SBOV2_49190.5, SBOV2_49190.6, SBOV2_49190.7, SBOV2_49190.8, SBOV2_49190.9, SBOV2_49190.4
OG0002149	SHAE2_56900.1	SBOV2_51940.1, SBOV2_51940.2
OG0002150	SHAE2_72520.1	SBOV2_67710.1, SBOV2_67600.1
OG0002151	SHAE2_52910.1, SHAE2_52920.1	SBOV2_49030.1
OG0002151	SHAE2_86310.1	SBOV2_81120.1
OG0002152	SHAE2_78590.1, SHAE2_78590.2	SBOV2_73270.5, SBOV2_73270.1, SBOV2_73270.2, SBOV2_73270.3, SBOV2_73270.4
OG0002153	SHAE2_7700.3, SHAE2_7700.2, SHAE2_7700.4, SHAE2_7700.5, SHAE2_7700.1	SBOV2_7050.1
OG0002155	SHAE2_26270.1, SHAE2_26270.2	SBOV2_23360.2, SBOV2_23360.3, SBOV2_23360.4, SBOV2_23360.1
OG0002156	SHAE2_93830.1, SHAE2_93830.2	SBOV2_89610.1, SBOV2_89610.2, SBOV2_89610.3, SBOV2_89610.4
OG0002157	SHAE2_66590.1, SHAE2_66590.2, SHAE2_66590.3, SHAE2_66590.4, SHAE2_66590.5	SBOV2_61980.1, SBOV2_61980.2
OG0002158	SHAE2_81070.1	SBOV2_75680.1, SBOV2_75680.2
OG0002159	SHAE2_79170.1, SHAE2_79170.2, SHAE2_79170.3	SBOV2_73770.1, SBOV2_73770.2, SBOV2_73770.3
OG0002160	SHAE2_65140.1, SHAE2_65140.5, SHAE2_65140.2, SHAE2_65140.3, SHAE2_65140.4	SBOV2_60600.1
OG0002161	SHAE2_47950.1, SHAE2_47950.2	SBOV2_44320.1, SBOV2_44320.2, SBOV2_44320.3, SBOV2_44340.1
OG0002162	SHAE2_28430.1	SBOV2_41280.1
OG0002162	SHAE2_28520.1	SBOV2_41280.1
OG0002162	SHAE2_28430.1	SBOV2_41310.1
OG0002162	SHAE2_28520.1	SBOV2_41310.1
OG0002162	SHAE2_28430.1	SBOV2_41370.1
OG0002162	SHAE2_28520.1	SBOV2_41370.1
OG0002163	SHAE2_41530.1, SHAE2_41530.2, SHAE2_41530.3	SBOV2_29150.1, SBOV2_29150.2, SBOV2_29150.3
OG0002164	SHAE2_62430.1	SBOV2_57940.1
OG0002166	SHAE2_59100.3, SHAE2_59100.4, SHAE2_59100.2, SHAE2_59100.1, SHAE2_59100.6, SHAE2_59100.5, SHAE2_59100.7	SBOV2_54990.1
OG0002167	SHAE2_55070.1	SBOV2_53750.1
OG0002168	SHAE2_51420.1	SBOV2_47560.3, SBOV2_47560.4, SBOV2_47560.5
OG0002169	SHAE2_23650.1	SBOV2_21150.2, SBOV2_21150.5
OG0002170	SHAE2_76440.1, SHAE2_76440.2, SHAE2_76440.3	SBOV2_71370.1
OG0002171	SHAE2_2960.1, SHAE2_2990.1	SBOV2_2700.1, SBOV2_2680.1
OG0002172	SHAE2_32670.1	SBOV2_37180.1
OG0002173	SHAE2_68790.1	SBOV2_64090.1, SBOV2_64050.1
OG0002174	SHAE2_78600.2, SHAE2_78600.3, SHAE2_78600.4, SHAE2_78600.5	SBOV2_73280.1, SBOV2_73280.2, SBOV2_73280.4
OG0002174	SHAE2_78600.1, SHAE2_78600.6	SBOV2_73280.3
OG0002175	SHAE2_79800.1, SHAE2_79800.2, SHAE2_79800.3, SHAE2_79800.4, SHAE2_79800.5, SHAE2_79800.6, SHAE2_79800.9, SHAE2_79800.8, SHAE2_79800.7	SBOV2_74410.1
OG0002176	SHAE2_103450.1	SBOV2_78470.1, SBOV2_78470.2, SBOV2_78470.3, SBOV2_78470.4
OG0002177	SHAE2_6070.1, SHAE2_6070.6, SHAE2_6070.2, SHAE2_6070.3, SHAE2_6070.5, SHAE2_6070.4	SBOV2_5530.2, SBOV2_5530.1, SBOV2_5530.5, SBOV2_5530.4, SBOV2_5530.3
OG0002178	SHAE2_81250.1, SHAE2_81250.5, SHAE2_81250.2, SHAE2_81250.3, SHAE2_81250.4	SBOV2_75890.2, SBOV2_75890.3, SBOV2_75890.1
OG0002179	SHAE2_11990.1, SHAE2_11990.6	SBOV2_9930.4, SBOV2_9930.5, SBOV2_9930.6
OG0002179	SHAE2_11990.4	SBOV2_9930.1, SBOV2_9930.2
OG0002180	SHAE2_81240.2, SHAE2_81240.1, SHAE2_81240.3, SHAE2_81240.4, SHAE2_81240.5	SBOV2_75880.5, SBOV2_75880.1, SBOV2_75880.4, SBOV2_75880.2, SBOV2_75880.3
OG0002181	SHAE2_60040.1	SBOV2_55830.1
OG0002182	SHAE2_79310.4, SHAE2_79310.3	SBOV2_73910.2
OG0002182	SHAE2_79310.2, SHAE2_79310.1	SBOV2_73910.1
OG0002183	SHAE2_13390.1	SBOV2_11300.1, SBOV2_11300.2
OG0002184	SHAE2_97040.2, SHAE2_97040.1, SHAE2_97040.3	SBOV2_90610.6, SBOV2_90650.1, SBOV2_90610.3, SBOV2_90610.4, SBOV2_90610.1, SBOV2_90610.2, SBOV2_90610.5
OG0002185	SHAE2_5420.2, SHAE2_5420.1	SBOV2_4880.1, SBOV2_4880.2
OG0002186	SHAE2_23600.1	SBOV2_19100.1
OG0002187	SHAE2_16850.1	SBOV2_14700.1
OG0002187	SHAE2_16840.1	SBOV2_14690.1, SBOV2_14690.2
OG0002188	SHAE2_71550.4, SHAE2_71550.1, SHAE2_71550.2, SHAE2_71550.3	SBOV2_66810.4, SBOV2_66810.2, SBOV2_66810.3, SBOV2_66810.1
OG0002189	SHAE2_38360.1, SHAE2_38360.3, SHAE2_38360.2, SHAE2_38360.4, SHAE2_38360.5	SBOV2_32140.2, SBOV2_32140.1, SBOV2_32140.3
OG0002190	SHAE2_29020.1	SBOV2_40820.1
OG0002190	SHAE2_29020.1	SBOV2_40820.2
OG0002190	SHAE2_29020.1	SBOV2_40820.4
OG0002191	SHAE2_13510.4, SHAE2_13510.3, SHAE2_13490.1, SHAE2_13510.5, SHAE2_13510.1, SHAE2_13510.2	SBOV2_11460.1, SBOV2_11410.1, SBOV2_11420.1, SBOV2_11430.1
OG0002192	SHAE2_48100.1	SBOV2_44420.1, SBOV2_44410.1
OG0002193	SHAE2_81440.1, SHAE2_81440.2	SBOV2_76040.1, SBOV2_76040.2
OG0002194	SHAE2_32760.1, SHAE2_32760.5, SHAE2_32760.2, SHAE2_32760.3, SHAE2_32760.4	SBOV2_37070.1, SBOV2_37070.2, SBOV2_37070.3
OG0002195	SHAE2_56460.1, SHAE2_56460.2, SHAE2_56460.3	SBOV2_52410.2, SBOV2_52410.1, SBOV2_52410.3
OG0002196	SHAE2_71950.3, SHAE2_71950.1, SHAE2_71950.2, SHAE2_71950.4	SBOV2_67210.1, SBOV2_67210.2, SBOV2_67210.3
OG0002197	SHAE2_62660.1	SBOV2_58200.1
OG0002198	SHAE2_30670.1	SBOV2_39200.2, SBOV2_39200.1
OG0002199	SHAE2_75100.1	SBOV2_70060.1
OG0002200	SHAE2_53990.1	SBOV2_54820.1
OG0002201	SHAE2_53690.1	SBOV2_49750.1
OG0002202	SHAE2_45130.1	SBOV2_25620.1, SBOV2_25620.2
OG0002203	SHAE2_82060.1, SHAE2_82050.1, SHAE2_82050.2, SHAE2_82050.3	SBOV2_76640.1
OG0002204	SHAE2_27680.1	SBOV2_24910.2, SBOV2_24910.7, SBOV2_24910.3, SBOV2_24910.4, SBOV2_24910.5, SBOV2_24910.6, SBOV2_24910.1
OG0002205	SHAE2_4890.2	SBOV2_4380.2
OG0002205	SHAE2_4890.3	SBOV2_4380.2
OG0002205	SHAE2_4890.1	SBOV2_4380.1
OG0002205	SHAE2_4890.1	SBOV2_4380.4
OG0002206	SHAE2_94620.1	SBOV2_88920.1
OG0002207	SHAE2_16500.1, SHAE2_16490.1	SBOV2_14370.1, SBOV2_14370.2, SBOV2_14380.1
OG0002208	SHAE2_20340.2, SHAE2_20340.1, SHAE2_20340.3	SBOV2_17610.1, SBOV2_17610.2
OG0002209	SHAE2_100190.1	SBOV2_93730.1, SBOV2_93730.2, SBOV2_93730.3
OG0002210	SHAE2_21930.1	SBOV2_20810.1, SBOV2_20810.2, SBOV2_20810.3, SBOV2_20810.4, SBOV2_20810.5
OG0002212	SHAE2_100650.3, SHAE2_100650.1, SHAE2_100650.2	SBOV2_94190.1
OG0002214	SHAE2_47170.1, SHAE2_47170.2	SBOV2_43610.1, SBOV2_43600.1
OG0002215	SHAE2_7920.1, SHAE2_7920.3, SHAE2_7920.2, SHAE2_7930.1	SBOV2_8030.1, SBOV2_8020.1
OG0002216	SHAE2_33470.1	SBOV2_36450.1
OG0002217	SHAE2_3940.1	SBOV2_3450.1, SBOV2_3450.2, SBOV2_3450.3
OG0002218	SHAE2_6090.1, SHAE2_6090.2, SHAE2_6090.3	SBOV2_5550.1
OG0002219	SHAE2_19710.1, SHAE2_19710.2, SHAE2_19710.3, SHAE2_19710.4, SHAE2_19710.5	SBOV2_17030.1
OG0002220	SHAE2_1370.1, SHAE2_1370.2	SBOV2_1100.1, SBOV2_1100.2, SBOV2_1100.3, SBOV2_1100.4, SBOV2_1100.5
OG0002221	SHAE2_11510.1	SBOV2_9380.2, SBOV2_9380.1
OG0002222	SHAE2_37650.2, SHAE2_37650.3, SHAE2_37650.1	SBOV2_32820.1, SBOV2_32820.2, SBOV2_32820.3, SBOV2_32820.4
OG0002223	SHAE2_21490.1	SBOV2_18760.1
OG0002224	SHAE2_14110.1, SHAE2_14110.2	SBOV2_12110.1
OG0002225	SHAE2_95310.1	SBOV2_88260.4, SBOV2_88260.3, SBOV2_88260.5, SBOV2_88260.6, SBOV2_88260.1, SBOV2_88260.2
OG0002226	SHAE2_28640.1, SHAE2_28640.2	SBOV2_41170.1
OG0002227	SHAE2_46020.2	SBOV2_42370.2
OG0002227	SHAE2_46020.3, SHAE2_46020.1, SHAE2_46020.4, SHAE2_46020.5, SHAE2_46020.6, SHAE2_46020.7	SBOV2_42370.1, SBOV2_42370.4, SBOV2_42370.3
OG0002228	SHAE2_45450.1	SBOV2_41790.1, SBOV2_41790.2
OG0002229	SHAE2_16410.1	SBOV2_14290.1, SBOV2_14290.3, SBOV2_14290.2, SBOV2_14290.4, SBOV2_14290.5
OG0002230	SHAE2_69660.6, SHAE2_69660.1, SHAE2_69660.2, SHAE2_69660.5, SHAE2_69660.3, SHAE2_69660.4, SHAE2_69660.7	SBOV2_64930.1, SBOV2_64930.3, SBOV2_64930.2
OG0002231	SHAE2_67050.4, SHAE2_67050.1, SHAE2_67050.2, SHAE2_67050.3	SBOV2_62500.1
OG0002232	SHAE2_80520.1, SHAE2_80520.2	SBOV2_75120.1
OG0002233	SHAE2_64460.2, SHAE2_64460.3, SHAE2_64460.5, SHAE2_64460.4, SHAE2_64460.1	SBOV2_59970.1
OG0002234	SHAE2_56800.1	SBOV2_52040.1
OG0002234	SHAE2_56810.1, SHAE2_56810.2, SHAE2_56810.4, SHAE2_56810.5, SHAE2_56810.3	SBOV2_52030.1
OG0002235	SHAE2_20650.1, SHAE2_20650.2	SBOV2_17910.2, SBOV2_17910.1
OG0002236	SHAE2_72590.1	SBOV2_67640.1
OG0002237	SHAE2_46390.1	SBOV2_42780.1
OG0002238	SHAE2_22240.1	SBOV2_20470.1
OG0002239	SHAE2_101120.4, SHAE2_101120.2, SHAE2_101120.1, SHAE2_101120.3	SBOV2_94640.1, SBOV2_94640.2, SBOV2_94640.3
OG0002240	SHAE2_44790.9, SHAE2_44790.10, SHAE2_44790.3, SHAE2_44790.2, SHAE2_44790.6, SHAE2_44790.1, SHAE2_44790.11, SHAE2_44790.12, SHAE2_44790.8, SHAE2_44790.4, SHAE2_44790.5, SHAE2_44790.7, SHAE2_44790.13	SBOV2_25940.1
OG0002241	SHAE2_72390.1	SBOV2_67460.1
OG0002242	SHAE2_45080.3, SHAE2_45080.2, SHAE2_45080.1	SBOV2_25680.1
OG0002243	SHAE2_31890.1	SBOV2_38080.2
OG0002243	SHAE2_31890.2	SBOV2_38080.1
OG0002245	SHAE2_64260.1	SBOV2_59790.1, SBOV2_59790.2, SBOV2_59790.3, SBOV2_59790.4, SBOV2_59790.5, SBOV2_59790.6, SBOV2_59790.7, SBOV2_59790.8
OG0002247	SHAE2_28320.1, SHAE2_28320.2, SHAE2_28320.3, SHAE2_28320.5, SHAE2_28320.4	SBOV2_25550.1
OG0002248	SHAE2_56180.5, SHAE2_56180.6, SHAE2_56180.7, SHAE2_56180.8, SHAE2_56180.1, SHAE2_56180.2, SHAE2_56180.3, SHAE2_56180.4	SBOV2_52680.1, SBOV2_52680.2, SBOV2_52680.4, SBOV2_52680.3
OG0002249	SHAE2_57950.6, SHAE2_57950.5, SHAE2_57950.3, SHAE2_57950.1, SHAE2_57950.4, SHAE2_57950.2, SHAE2_57950.7	SBOV2_50870.1, SBOV2_50870.2, SBOV2_50870.3
OG0002250	SHAE2_43210.1, SHAE2_43210.4, SHAE2_43210.3, SHAE2_43210.2	SBOV2_27530.1, SBOV2_27530.2
OG0002251	SHAE2_29480.1, SHAE2_29480.2	SBOV2_40360.1
OG0002252	SHAE2_5650.1	SBOV2_5110.1
OG0002253	SHAE2_7990.3	SBOV2_7970.5
OG0002253	SHAE2_7990.1, SHAE2_7990.2, SHAE2_7990.4	SBOV2_7970.2, SBOV2_7970.3, SBOV2_7970.1
OG0002254	SHAE2_54830.1	SBOV2_53970.2, SBOV2_53970.1, SBOV2_53970.3, SBOV2_53970.4
OG0002255	SHAE2_6620.1, SHAE2_6620.3, SHAE2_6620.2	SBOV2_6040.1, SBOV2_6040.4, SBOV2_6040.5, SBOV2_6040.6, SBOV2_6040.8, SBOV2_6040.10, SBOV2_6040.11, SBOV2_6040.9, SBOV2_6040.7, SBOV2_6040.2
OG0002255	SHAE2_6620.4, SHAE2_6620.5	SBOV2_6040.3
OG0002256	SHAE2_51370.1, SHAE2_51370.3, SHAE2_51370.2	SBOV2_47510.1, SBOV2_47510.2, SBOV2_47510.3, SBOV2_47510.4
OG0002257	SHAE2_55710.1	SBOV2_53130.1
OG0002258	SHAE2_55780.1, SHAE2_55780.3, SHAE2_55780.2, SHAE2_55780.4	SBOV2_53050.2, SBOV2_53050.3, SBOV2_53050.1
OG0002259	SHAE2_30480.1, SHAE2_30480.2	SBOV2_39360.1, SBOV2_39360.2, SBOV2_39360.3
OG0002260	SHAE2_1290.1	SBOV2_1020.1
OG0002261	SHAE2_54560.1	SBOV2_54220.2, SBOV2_54220.3
OG0002262	SHAE2_19940.1	SBOV2_17260.1, SBOV2_17260.2
OG0002263	SHAE2_71300.1, SHAE2_71300.2, SHAE2_71300.3	SBOV2_66580.1
OG0002264	SHAE2_45840.2, SHAE2_45840.3, SHAE2_45840.1	SBOV2_42220.3, SBOV2_42220.1, SBOV2_42220.2
OG0002265	SHAE2_43420.1, SHAE2_43420.2	SBOV2_27310.8, SBOV2_27310.1, SBOV2_27310.2, SBOV2_27310.3, SBOV2_27310.4, SBOV2_27310.5, SBOV2_27310.6, SBOV2_27310.7
OG0002266	SHAE2_100070.2	SBOV2_93580.2
OG0002266	SHAE2_100070.1	SBOV2_93580.1
OG0002267	SHAE2_15220.1	SBOV2_13100.1
OG0002267	SHAE2_15220.3	SBOV2_13100.1
OG0002267	SHAE2_15220.1	SBOV2_13100.2
OG0002267	SHAE2_15220.3	SBOV2_13100.2
OG0002268	SHAE2_103200.1, SHAE2_103200.2	SBOV2_83070.2, SBOV2_83070.3, SBOV2_83070.4, SBOV2_83070.5, SBOV2_83070.6
OG0002268	SHAE2_103200.3	SBOV2_83070.1
OG0002269	SHAE2_65940.1	SBOV2_61400.1
OG0002270	SHAE2_94050.1	SBOV2_89420.3, SBOV2_89420.4, SBOV2_89420.5, SBOV2_89420.1, SBOV2_89420.6, SBOV2_89420.2
OG0002271	SHAE2_85490.1, SHAE2_85490.2, SHAE2_85490.3, SHAE2_85490.4	SBOV2_80350.1
OG0002272	SHAE2_27360.1	SBOV2_24540.1
OG0002273	SHAE2_82430.1	SBOV2_77040.3, SBOV2_77040.1, SBOV2_77040.2, SBOV2_77040.4, SBOV2_77040.5
OG0002274	SHAE2_49840.1, SHAE2_49840.4, SHAE2_49840.2, SHAE2_49840.3	SBOV2_45930.1, SBOV2_45930.2, SBOV2_45930.3, SBOV2_45930.4
OG0002275	SHAE2_89780.1, SHAE2_89780.3, SHAE2_89780.2	SBOV2_83700.1, SBOV2_83700.2, SBOV2_83700.3, SBOV2_83700.5, SBOV2_83700.4
OG0002276	SHAE2_55750.1	SBOV2_53090.2, SBOV2_53090.1
OG0002276	SHAE2_55750.2	SBOV2_53090.2, SBOV2_53090.1
OG0002276	SHAE2_55750.3	SBOV2_53090.2, SBOV2_53090.1
OG0002277	SHAE2_54640.1, SHAE2_54640.2, SHAE2_54640.3	SBOV2_54150.1, SBOV2_54150.2
OG0002278	SHAE2_97390.1	SBOV2_91170.2, SBOV2_91170.1, SBOV2_91170.3, SBOV2_91170.4
OG0002279	SHAE2_86030.1	SBOV2_80810.1
OG0002279	SHAE2_92070.1	SBOV2_85960.1
OG0002280	SHAE2_62440.1	SBOV2_57950.1
OG0002281	SHAE2_44800.3, SHAE2_44800.1, SHAE2_44800.2	SBOV2_25930.1
OG0002282	SHAE2_11310.1, SHAE2_11300.1	SBOV2_9220.1
OG0002283	SHAE2_54780.2, SHAE2_54780.3, SHAE2_54780.1, SHAE2_54780.4	SBOV2_54020.1, SBOV2_54020.3, SBOV2_54020.4, SBOV2_54020.2
OG0002284	SHAE2_75250.1	SBOV2_70180.1
OG0002285	SHAE2_10280.1	SBOV2_8320.1
OG0002286	SHAE2_71480.2, SHAE2_71480.1	SBOV2_66750.1, SBOV2_66750.2
OG0002287	SHAE2_66620.1	SBOV2_62010.1
OG0002287	SHAE2_66620.2	SBOV2_62010.1
OG0002288	SHAE2_78660.1, SHAE2_78660.2	SBOV2_73340.2, SBOV2_73340.1, SBOV2_73340.3
OG0002289	SHAE2_36020.1	SBOV2_34510.1
OG0002290	SHAE2_90670.1, SHAE2_90670.2, SHAE2_90670.3	SBOV2_84670.1
OG0002291	SHAE2_70560.3	SBOV2_65930.3
OG0002291	SHAE2_70560.2, SHAE2_70560.4, SHAE2_70560.1	SBOV2_65930.1
OG0002292	SHAE2_79210.1, SHAE2_79210.2	SBOV2_73830.1, SBOV2_73830.2
OG0002293	SHAE2_64110.1	SBOV2_59660.1, SBOV2_59660.5, SBOV2_59660.3, SBOV2_59660.6, SBOV2_59660.2, SBOV2_59660.4
OG0002294	SHAE2_16790.4, SHAE2_16790.1, SHAE2_16790.2, SHAE2_16790.3	SBOV2_14640.1
OG0002295	SHAE2_56610.3	SBOV2_52260.3, SBOV2_52260.5, SBOV2_52260.6, SBOV2_52260.4, SBOV2_52260.1, SBOV2_52260.2
OG0002296	SHAE2_16000.1, SHAE2_16010.5, SHAE2_16010.1, SHAE2_16010.3, SHAE2_16010.4, SHAE2_16010.2	SBOV2_13890.1
OG0002297	SHAE2_31370.1, SHAE2_31370.2	SBOV2_38510.1
OG0002297	SHAE2_31380.1	SBOV2_38500.1
OG0002298	SHAE2_3040.1	SBOV2_2750.1
OG0002298	SHAE2_3040.1	SBOV2_2750.2
OG0002298	SHAE2_3050.1	SBOV2_2760.1
OG0002299	SHAE2_29400.1	SBOV2_40400.1
OG0002300	SHAE2_82470.1, SHAE2_82470.2	SBOV2_77070.6, SBOV2_77070.2, SBOV2_77070.4, SBOV2_77070.3, SBOV2_77070.5, SBOV2_77070.1, SBOV2_77070.8, SBOV2_77070.7
OG0002301	SHAE2_95440.1	SBOV2_88140.6
OG0002302	SHAE2_18040.2, SHAE2_18040.1	SBOV2_15620.1, SBOV2_15620.2
