Orthogroup	schistosoma_haematobium	fasciola_hepatica
OG0002514	SHAE2_17970.2, SHAE2_17970.4, SHAE2_17970.3, SHAE2_17970.1	FhHiC23_g11759.t1
OG0002515	SHAE2_44720.3, SHAE2_44720.1, SHAE2_44720.2	FhHiC23_g14621.t1
OG0002516	SHAE2_81110.1	FhHiC23_g2441.t1
OG0002526	SHAE2_15280.5, SHAE2_15280.1, SHAE2_15280.2, SHAE2_15280.3, SHAE2_15280.4, SHAE2_15280.6, SHAE2_15280.7	FhHiC23_g11628.t2, FhHiC23_g11628.t1
OG0002527	SHAE2_44450.1	FhHiC23_g14608.t1, FhHiC23_g14608.t2
OG0002528	SHAE2_99970.1, SHAE2_99960.1	FhHiC23_g10333.t2, FhHiC23_g10333.t1
OG0002529	SHAE2_58510.1, SHAE2_58510.2	FhHiC23_g308.t1
OG0002530	SHAE2_79280.1, SHAE2_79280.2, SHAE2_79280.3	FhHiC23_g3245.t1, FhHiC23_g3246.t1
OG0002531	SHAE2_29700.3, SHAE2_29700.2, SHAE2_29700.1	FhHiC23_g9302.t3, FhHiC23_g9302.t2, FhHiC23_g9302.t1
OG0002532	SHAE2_75930.4, SHAE2_75930.3, SHAE2_75930.1, SHAE2_75930.2	FhHiC23_g817.t1
OG0002533	SHAE2_69710.1	FhHiC23_g8167.t1, FhHiC23_g8167.t2
OG0002534	SHAE2_95160.1	FhHiC23_g16664.t1
OG0002535	SHAE2_38320.1, SHAE2_38320.2	FhHiC23_g4808.t1
OG0002536	SHAE2_15330.1	FhHiC23_g13067.t1
OG0002537	SHAE2_87040.1, SHAE2_87040.2, SHAE2_87040.4, SHAE2_87040.5, SHAE2_87040.3	FhHiC23_g3595.t1
OG0002538	SHAE2_64880.1, SHAE2_64880.2	FhHiC23_g7031.t1, FhHiC23_g7031.t2
OG0002539	SHAE2_28670.2, SHAE2_28670.1	FhHiC23_g9724.t1, FhHiC23_g9724.t2, FhHiC23_g9724.t3
OG0002540	SHAE2_41980.1, SHAE2_41980.2	FhHiC23_g4858.t1
OG0002541	SHAE2_58910.1	FhHiC23_g1685.t1
OG0002542	SHAE2_94780.2, SHAE2_94780.4, SHAE2_94780.1, SHAE2_94780.3	FhHiC23_g16600.t1
OG0002543	SHAE2_31220.1, SHAE2_31220.2, SHAE2_31220.3, SHAE2_31220.4	FhHiC23_g5136.t1
OG0002544	SHAE2_50930.1	FhHiC23_g1898.t1
OG0002545	SHAE2_26030.1	FhHiC23_g10362.t2, FhHiC23_g10362.t1
OG0002546	SHAE2_20370.1	FhHiC23_g11379.t2, FhHiC23_g11379.t1, FhHiC23_g11379.t3
OG0002547	SHAE2_101370.1, SHAE2_101370.3, SHAE2_101370.2	FhHiC23_g9213.t1
OG0002548	SHAE2_98970.3, SHAE2_98970.2, SHAE2_98970.1, SHAE2_98970.4	FhHiC23_g9001.t1, FhHiC23_g9001.t2, FhHiC23_g9001.t3
OG0002549	SHAE2_30050.1, SHAE2_30050.2	FhHiC23_g9297.t1
OG0002550	SHAE2_50130.1, SHAE2_50130.2, SHAE2_50130.3	FhHiC23_g404.t2, FhHiC23_g404.t3, FhHiC23_g404.t1, FhHiC23_g404.t4
OG0002551	SHAE2_33390.1, SHAE2_33390.2, SHAE2_33390.3, SHAE2_33390.4, SHAE2_33390.5	FhHiC23_g5381.t1
OG0002552	SHAE2_4810.1, SHAE2_4810.3, SHAE2_4810.2, SHAE2_4810.4, SHAE2_4810.5	FhHiC23_g6476.t1, FhHiC23_g12813.t1
OG0002553	SHAE2_68630.1, SHAE2_68630.2	FhHiC23_g8057.t1, FhHiC23_g8057.t2
OG0002554	SHAE2_62800.3, SHAE2_62800.4, SHAE2_62800.7, SHAE2_62800.1, SHAE2_62800.2, SHAE2_62800.5, SHAE2_62800.6	FhHiC23_g7180.t1
OG0002555	SHAE2_38790.1	FhHiC23_g14289.t1, FhHiC23_g14364.t1, FhHiC23_g14365.t1, FhHiC23_g14375.t1, FhHiC23_g14373.t1, FhHiC23_g14374.t1, FhHiC23_g14371.t1, FhHiC23_g14372.t1, FhHiC23_g14372.t2, FhHiC23_g14369.t1, FhHiC23_g14370.t1, FhHiC23_g14367.t1, FhHiC23_g14368.t1
OG0002556	SHAE2_22950.1, SHAE2_22950.2, SHAE2_22950.3	FhHiC23_g15423.t1
OG0002557	SHAE2_45310.1, SHAE2_45310.2, SHAE2_45310.3, SHAE2_45310.4	FhHiC23_g14852.t1, FhHiC23_g14852.t2
OG0002558	SHAE2_4530.1, SHAE2_4530.3, SHAE2_4530.2	FhHiC23_g12983.t1
OG0002559	SHAE2_26800.1	FhHiC23_g4708.t1, FhHiC23_g4708.t2
OG0002560	SHAE2_94410.5, SHAE2_94410.4, SHAE2_94410.3, SHAE2_94410.2, SHAE2_94410.1	FhHiC23_g8654.t2, FhHiC23_g8654.t1
OG0002561	SHAE2_11350.2, SHAE2_11350.1	FhHiC23_g11583.t1, FhHiC23_g11583.t2
OG0002562	SHAE2_10820.1, SHAE2_10820.2, SHAE2_10820.3, SHAE2_10820.4	FhHiC23_g13527.t1
OG0002564	SHAE2_81980.2, SHAE2_81980.3, SHAE2_81980.1, SHAE2_81980.4	FhHiC23_g3178.t1
OG0002565	SHAE2_2700.1, SHAE2_2690.1	FhHiC23_g13384.t1, FhHiC23_g12779.t1
OG0002566	SHAE2_69350.1, SHAE2_69350.2	FhHiC23_g8574.t1, FhHiC23_g8572.t2, FhHiC23_g8572.t1
OG0002567	SHAE2_38220.1, SHAE2_38220.4, SHAE2_38220.2, SHAE2_38220.3	FhHiC23_g5030.t1, FhHiC23_g5030.t2
OG0002568	SHAE2_67780.1	FhHiC23_g8027.t1, FhHiC23_g8027.t2
OG0002569	SHAE2_70000.4, SHAE2_70000.5, SHAE2_70000.6, SHAE2_70000.2, SHAE2_70000.3, SHAE2_70000.1, SHAE2_70000.7	FhHiC23_g7241.t1
OG0002570	SHAE2_33960.1	FhHiC23_g5044.t2, FhHiC23_g5044.t1
OG0002571	SHAE2_43200.3, SHAE2_43200.5, SHAE2_43200.4, SHAE2_43200.1, SHAE2_43200.2	FhHiC23_g4965.t1, FhHiC23_g4965.t2
OG0002572	SHAE2_63180.1, SHAE2_63180.2, SHAE2_63180.3	FhHiC23_g6984.t1, FhHiC23_g6984.t2
OG0002573	SHAE2_27330.1	FhHiC23_g9597.t1, FhHiC23_g9599.t2, FhHiC23_g9599.t1
OG0002574	SHAE2_79770.5, SHAE2_79770.3, SHAE2_79770.4, SHAE2_79770.1, SHAE2_79770.2	FhHiC23_g2263.t1
OG0002575	SHAE2_26490.1	FhHiC23_g10382.t1
OG0002576	SHAE2_83120.1	FhHiC23_g1183.t1
OG0002578	SHAE2_52540.3, SHAE2_52540.1, SHAE2_52540.2	FhHiC23_g424.t1
OG0002579	SHAE2_99160.1	FhHiC23_g9459.t1, FhHiC23_g9459.t2, FhHiC23_g9457.t1
OG0002580	SHAE2_63330.1, SHAE2_63330.4, SHAE2_63330.3, SHAE2_63330.2	FhHiC23_g8589.t1, FhHiC23_g8589.t2, FhHiC23_g8589.t3, FhHiC23_g8589.t4
OG0002581	SHAE2_64660.1	FhHiC23_g8587.t1, FhHiC23_g8587.t2
OG0002582	SHAE2_37810.1	FhHiC23_g5269.t1
OG0002583	SHAE2_93040.1, SHAE2_93040.5, SHAE2_93040.4, SHAE2_93040.3, SHAE2_93040.6, SHAE2_93040.2	FhHiC23_g16831.t1
OG0002584	SHAE2_42040.1	FhHiC23_g6584.t1
OG0002585	SHAE2_22340.1, SHAE2_22330.1	FhHiC23_g15455.t1
OG0002586	SHAE2_21250.1	FhHiC23_g15341.t1
OG0002587	SHAE2_87260.1	FhHiC23_g3689.t1, FhHiC23_g3689.t2
OG0002588	SHAE2_65320.2, SHAE2_65320.3, SHAE2_65320.1	FhHiC23_g7743.t2, FhHiC23_g7743.t1, FhHiC23_g7743.t3
OG0002589	SHAE2_65100.2, SHAE2_65100.1, SHAE2_65100.3	FhHiC23_g7331.t1
OG0002590	SHAE2_80910.1	FhHiC23_g2959.t1
OG0002591	SHAE2_82920.2, SHAE2_82920.1	FhHiC23_g773.t1, FhHiC23_g3423.t1, FhHiC23_g3422.t1, FhHiC23_g3422.t2
OG0002592	SHAE2_29750.4, SHAE2_29750.1, SHAE2_29750.2, SHAE2_29750.3	FhHiC23_g8973.t1
OG0002593	SHAE2_84330.2, SHAE2_84330.1	FhHiC23_g694.t1, FhHiC23_g693.t1
OG0002594	SHAE2_84320.1, SHAE2_84320.3, SHAE2_84320.2, SHAE2_84320.5, SHAE2_84320.4	FhHiC23_g691.t1, FhHiC23_g692.t2, FhHiC23_g692.t1, FhHiC23_g692.t3
OG0002595	SHAE2_51670.1	FhHiC23_g1137.t2, FhHiC23_g1137.t1
OG0002596	SHAE2_80570.1, SHAE2_80570.2, SHAE2_80570.3	FhHiC23_g209.t1
OG0002597	SHAE2_14750.1	FhHiC23_g13634.t1, FhHiC23_g11982.t1, FhHiC23_g11982.t2
OG0002598	SHAE2_37100.1	FhHiC23_g5451.t1
OG0002599	SHAE2_70750.1, SHAE2_70750.2, SHAE2_70750.3	FhHiC23_g8225.t3, FhHiC23_g8225.t1, FhHiC23_g8225.t2
OG0002600	SHAE2_50740.1	FhHiC23_g1304.t1, FhHiC23_g1311.t1
OG0002601	SHAE2_13790.1	FhHiC23_g11707.t1, FhHiC23_g11707.t2
OG0002602	SHAE2_23860.2, SHAE2_23860.3, SHAE2_23860.1	FhHiC23_g15586.t1
OG0002603	SHAE2_67330.1, SHAE2_67330.3, SHAE2_67330.2	FhHiC23_g7210.t1
OG0002604	SHAE2_2710.5, SHAE2_2710.1, SHAE2_2710.2, SHAE2_2710.4, SHAE2_2710.3	FhHiC23_g13386.t1
OG0002605	SHAE2_52650.1, SHAE2_52650.3, SHAE2_52650.6, SHAE2_52650.4, SHAE2_52650.7, SHAE2_52650.2, SHAE2_52650.5	FhHiC23_g220.t1
OG0002606	SHAE2_90410.1	FhHiC23_g4073.t1
OG0002607	SHAE2_36330.2, SHAE2_36330.4, SHAE2_36330.3, SHAE2_36330.1	FhHiC23_g6574.t1
OG0002608	SHAE2_51480.1	FhHiC23_g13703.t1, FhHiC23_g1775.t1
OG0002609	SHAE2_4390.1	FhHiC23_g13693.t2, FhHiC23_g13466.t1
OG0002610	SHAE2_45370.7, SHAE2_45370.3, SHAE2_45370.1, SHAE2_45370.2, SHAE2_45370.4, SHAE2_45370.5, SHAE2_45370.6	FhHiC23_g13935.t2, FhHiC23_g13935.t1
OG0002611	SHAE2_19050.1, SHAE2_19050.2, SHAE2_19050.4, SHAE2_19050.3	FhHiC23_g15039.t1
OG0002612	SHAE2_26560.1, SHAE2_26560.2, SHAE2_26560.3	FhHiC23_g11859.t1, FhHiC23_g10338.t1
OG0002612	SHAE2_60190.1	FhHiC23_g3012.t1
OG0002613	SHAE2_48420.1, SHAE2_74360.1	FhHiC23_g14058.t1, FhHiC23_g14058.t2
OG0002614	SHAE2_220.1	FhHiC23_g12838.t2, FhHiC23_g12838.t1
OG0002615	SHAE2_88710.1	FhHiC23_g621.t1
OG0002616	SHAE2_40180.1, SHAE2_40170.1	FhHiC23_g5458.t1
OG0002617	SHAE2_102410.1, SHAE2_102410.2, SHAE2_102410.3	FhHiC23_g13922.t1
OG0002618	SHAE2_61220.1	FhHiC23_g8383.t1
OG0002619	SHAE2_64080.1	FhHiC23_g6954.t2, FhHiC23_g6954.t1, FhHiC23_g6954.t3
OG0002620	SHAE2_32520.1, SHAE2_32520.2	FhHiC23_g5188.t1
OG0002621	SHAE2_10230.1, SHAE2_10230.8, SHAE2_10230.2, SHAE2_10230.4, SHAE2_10230.5, SHAE2_10230.3, SHAE2_10230.6, SHAE2_10230.7	FhHiC23_g11134.t1
OG0002622	SHAE2_60070.1, SHAE2_60070.2, SHAE2_60070.3, SHAE2_60070.4	FhHiC23_g1883.t1
OG0002623	SHAE2_13150.1, SHAE2_13150.2	FhHiC23_g11088.t3, FhHiC23_g11088.t1, FhHiC23_g11088.t2
OG0002624	SHAE2_18650.1, SHAE2_18650.2	FhHiC23_g11045.t1
OG0002625	SHAE2_38890.1	FhHiC23_g5899.t1
OG0002626	SHAE2_61530.2, SHAE2_61530.1	FhHiC23_g7778.t1
OG0002627	SHAE2_14880.1, SHAE2_14880.2	FhHiC23_g12040.t1
OG0002628	SHAE2_44610.1	FhHiC23_g14902.t1, FhHiC23_g14902.t4
OG0002629	SHAE2_96860.1, SHAE2_96860.2	FhHiC23_g16202.t3, FhHiC23_g16202.t1, FhHiC23_g16202.t2
OG0002630	SHAE2_10640.1	FhHiC23_g15979.t1, FhHiC23_g15979.t2
OG0002631	SHAE2_27460.1, SHAE2_27460.2	FhHiC23_g9536.t1
OG0002632	SHAE2_90030.1, SHAE2_90030.2	FhHiC23_g3582.t1
OG0002633	SHAE2_42870.3, SHAE2_42870.4, SHAE2_42870.2, SHAE2_42870.5, SHAE2_42870.1	FhHiC23_g5365.t2, FhHiC23_g5365.t1
OG0002634	SHAE2_27260.1	FhHiC23_g8988.t1
OG0002635	SHAE2_25500.1, SHAE2_25500.2, SHAE2_25500.3	FhHiC23_g10404.t1
OG0002636	SHAE2_84590.4, SHAE2_84590.1, SHAE2_84590.2, SHAE2_84590.3	FhHiC23_g1677.t1
OG0002637	SHAE2_99660.1	FhHiC23_g9418.t1, FhHiC23_g9418.t2
OG0002638	SHAE2_57400.1, SHAE2_57400.2, SHAE2_57400.3	FhHiC23_g2231.t1
OG0002639	SHAE2_71340.1	FhHiC23_g7217.t1
OG0002640	SHAE2_12400.1	FhHiC23_g11544.t1
OG0002641	SHAE2_56830.1, SHAE2_56830.2	FhHiC23_g964.t1
OG0002642	SHAE2_1760.2, SHAE2_1760.1	FhHiC23_g12733.t1, FhHiC23_g12733.t2
OG0002643	SHAE2_4760.1, SHAE2_4760.2, SHAE2_4760.5, SHAE2_4760.3, SHAE2_4760.4	FhHiC23_g13577.t1
OG0002644	SHAE2_66020.1, SHAE2_66020.2	FhHiC23_g7002.t1
OG0002645	SHAE2_11800.1, SHAE2_11800.2, SHAE2_11800.4, SHAE2_11800.3	FhHiC23_g11038.t1, FhHiC23_g11038.t2
OG0002646	SHAE2_29290.1, SHAE2_29290.2	FhHiC23_g6608.t2, FhHiC23_g6608.t1, FhHiC23_g6608.t3
OG0002647	SHAE2_93540.1	FhHiC23_g16121.t1, FhHiC23_g16121.t2, FhHiC23_g6714.t1
OG0002648	SHAE2_7120.1, SHAE2_7120.2, SHAE2_7120.3	FhHiC23_g11203.t1, FhHiC23_g11203.t2
OG0002649	SHAE2_43270.5, SHAE2_43270.1, SHAE2_43270.3, SHAE2_43270.4, SHAE2_43270.6, SHAE2_43270.7, SHAE2_43270.8, SHAE2_43270.2, SHAE2_43270.9	FhHiC23_g5192.t1, FhHiC23_g5193.t1
OG0002650	SHAE2_10240.3, SHAE2_10240.1, SHAE2_10240.2, SHAE2_10240.6, SHAE2_10240.4, SHAE2_10240.5	FhHiC23_g11133.t1
OG0002651	SHAE2_12440.1	FhHiC23_g12392.t1
OG0002652	SHAE2_47980.1, SHAE2_47980.2	FhHiC23_g15821.t1
OG0002653	SHAE2_94600.1	FhHiC23_g16034.t1
OG0002654	SHAE2_85450.1, SHAE2_85450.2	FhHiC23_g3883.t1, FhHiC23_g3883.t2
OG0002655	SHAE2_60430.1	FhHiC23_g3022.t1
OG0002656	SHAE2_22610.1, SHAE2_22610.2	FhHiC23_g15563.t1
OG0002658	SHAE2_31910.2, SHAE2_31910.1, SHAE2_31910.3	FhHiC23_g4680.t1
OG0002659	SHAE2_64020.1	FhHiC23_g6909.t1
OG0002660	SHAE2_2880.3, SHAE2_2880.2, SHAE2_2880.1, SHAE2_2880.4, SHAE2_2880.5, SHAE2_2880.6	FhHiC23_g13487.t1, FhHiC23_g13487.t2
OG0002661	SHAE2_67920.1, SHAE2_67920.2, SHAE2_67920.3, SHAE2_67920.4	FhHiC23_g7919.t1
OG0002662	SHAE2_89020.1, SHAE2_89020.2	FhHiC23_g4278.t1
OG0002663	SHAE2_89520.1, SHAE2_89520.2, SHAE2_89520.3	FhHiC23_g4565.t1, FhHiC23_g4565.t2
OG0002664	SHAE2_101600.1	FhHiC23_g9975.t1
OG0002665	SHAE2_53560.1	FhHiC23_g2031.t1, FhHiC23_g2029.t1
OG0002666	SHAE2_34790.1, SHAE2_34790.2	FhHiC23_g4671.t1, FhHiC23_g4671.t2
OG0002667	SHAE2_29870.1, SHAE2_29870.2, SHAE2_29870.3	FhHiC23_g10304.t1, FhHiC23_g10304.t2
OG0002668	SHAE2_73750.1	FhHiC23_g8564.t1, FhHiC23_g8564.t2
OG0002669	SHAE2_94300.1, SHAE2_94310.1	FhHiC23_g16213.t1
OG0002670	SHAE2_30980.1, SHAE2_30980.2	FhHiC23_g5547.t1, FhHiC23_g5547.t2
OG0002671	SHAE2_98990.1	FhHiC23_g9205.t1, FhHiC23_g9206.t1
OG0002672	SHAE2_78360.6, SHAE2_78360.5, SHAE2_78360.4, SHAE2_78360.3, SHAE2_78360.1, SHAE2_78360.2	FhHiC23_g2690.t1
OG0002673	SHAE2_78470.1, SHAE2_78470.2, SHAE2_78470.3	FhHiC23_g2551.t1
OG0002674	SHAE2_30030.3, SHAE2_30030.2, SHAE2_30030.1, SHAE2_30030.4	FhHiC23_g9698.t1
OG0002675	SHAE2_11680.1	FhHiC23_g13401.t2, FhHiC23_g13401.t1
OG0002676	SHAE2_73010.1, SHAE2_73010.2	FhHiC23_g8081.t1
OG0002677	SHAE2_66640.1, SHAE2_66640.2	FhHiC23_g7983.t2, FhHiC23_g7983.t1, FhHiC23_g7983.t3
OG0002678	SHAE2_8100.1, SHAE2_8110.1	FhHiC23_g12439.t1
OG0002679	SHAE2_84670.1	FhHiC23_g2772.t1, FhHiC23_g2772.t3
OG0002680	SHAE2_71580.1	FhHiC23_g7046.t1
OG0002681	SHAE2_29630.1, SHAE2_29630.2, SHAE2_29630.3	FhHiC23_g9475.t2, FhHiC23_g9475.t1, FhHiC23_g9475.t3
OG0002682	SHAE2_21920.1	FhHiC23_g14981.t1
OG0002683	SHAE2_99790.1, SHAE2_99790.2	FhHiC23_g9578.t1
OG0002684	SHAE2_90850.1, SHAE2_90880.1, SHAE2_90910.1, SHAE2_90920.1, SHAE2_90930.1	FhHiC23_g4135.t1
OG0002685	SHAE2_17940.1, SHAE2_17920.1, SHAE2_17950.1	FhHiC23_g11129.t1
OG0002686	SHAE2_57100.3, SHAE2_57100.4, SHAE2_57100.2, SHAE2_57100.1, SHAE2_57100.5	FhHiC23_g718.t2, FhHiC23_g718.t1
OG0002687	SHAE2_31530.1	FhHiC23_g5159.t1, FhHiC23_g5159.t2
OG0002688	SHAE2_28120.1, SHAE2_28120.2, SHAE2_28130.1	FhHiC23_g4617.t1
OG0002689	SHAE2_28160.1, SHAE2_28160.3, SHAE2_28160.4, SHAE2_28160.2	FhHiC23_g5241.t1
OG0002690	SHAE2_43770.1, SHAE2_43770.5, SHAE2_43770.2, SHAE2_43770.4, SHAE2_43770.3	FhHiC23_g13956.t1
OG0002691	SHAE2_88960.2, SHAE2_88960.1, SHAE2_88960.3	FhHiC23_g3513.t1
OG0002692	SHAE2_15090.2, SHAE2_15090.1	FhHiC23_g10644.t1
OG0002693	SHAE2_51440.1, SHAE2_51470.1, SHAE2_51470.2	FhHiC23_g315.t3, FhHiC23_g315.t1, FhHiC23_g315.t2
OG0002694	SHAE2_98720.1	FhHiC23_g16861.t2, FhHiC23_g9511.t2, FhHiC23_g16861.t1, FhHiC23_g9511.t1
OG0002695	SHAE2_3480.1	FhHiC23_g13818.t1, FhHiC23_g13819.t1
OG0002696	SHAE2_36760.1, SHAE2_36760.2	FhHiC23_g6563.t1
OG0002697	SHAE2_12650.1	FhHiC23_g11524.t1
OG0002698	SHAE2_2770.1, SHAE2_2770.3, SHAE2_2770.5, SHAE2_2770.6, SHAE2_2770.4, SHAE2_2770.2	FhHiC23_g12386.t1
OG0002699	SHAE2_5870.1	FhHiC23_g12428.t1
OG0002700	SHAE2_101930.1, SHAE2_101930.2	FhHiC23_g9012.t2, FhHiC23_g9012.t4, FhHiC23_g9012.t1, FhHiC23_g9012.t3
OG0002708	SHAE2_33610.1, SHAE2_33610.2, SHAE2_33610.3, SHAE2_33610.4	FhHiC23_g11736.t1
OG0002709	SHAE2_9930.5, SHAE2_9930.3, SHAE2_9930.6, SHAE2_9930.2, SHAE2_9930.4, SHAE2_9930.7, SHAE2_9930.8, SHAE2_9930.1	FhHiC23_g13598.t1
OG0002710	SHAE2_1500.1, SHAE2_1500.2, SHAE2_1500.6, SHAE2_1500.5, SHAE2_1500.3, SHAE2_1500.7, SHAE2_1500.4	FhHiC23_g12750.t1, FhHiC23_g12750.t2
OG0002711	SHAE2_96020.1	FhHiC23_g16295.t1
OG0002712	SHAE2_17900.1, SHAE2_17900.2	FhHiC23_g11761.t1
OG0002713	SHAE2_51030.1, SHAE2_51030.2, SHAE2_51030.4, SHAE2_51030.3	FhHiC23_g1161.t1
OG0002714	SHAE2_81940.1	FhHiC23_g903.t1, FhHiC23_g903.t3, FhHiC23_g903.t4, FhHiC23_g903.t2
OG0002715	SHAE2_64680.1	FhHiC23_g7836.t1
OG0002716	SHAE2_71860.1	FhHiC23_g8401.t5, FhHiC23_g8401.t1, FhHiC23_g8401.t2, FhHiC23_g8401.t3, FhHiC23_g8400.t1
OG0002717	SHAE2_94740.1	FhHiC23_g16701.t1
OG0002718	SHAE2_70860.1, SHAE2_70860.2, SHAE2_70860.3	FhHiC23_g7558.t1, FhHiC23_g7558.t2
OG0002719	SHAE2_6220.1, SHAE2_6220.2	FhHiC23_g12882.t1
OG0002720	SHAE2_5700.1	FhHiC23_g12405.t1, FhHiC23_g12405.t2
OG0002721	SHAE2_100520.1	FhHiC23_g9960.t1
OG0002722	SHAE2_24350.1	FhHiC23_g15381.t3, FhHiC23_g15381.t1, FhHiC23_g15381.t2
OG0002723	SHAE2_85380.1	FhHiC23_g3835.t2, FhHiC23_g3835.t1, FhHiC23_g9399.t1, FhHiC23_g4025.t1
OG0002724	SHAE2_86290.1, SHAE2_86290.2, SHAE2_86290.3	FhHiC23_g3709.t1, FhHiC23_g3709.t2
OG0002725	SHAE2_4910.1, SHAE2_4910.2	FhHiC23_g12720.t1
OG0002726	SHAE2_33190.7, SHAE2_33190.2, SHAE2_33190.5, SHAE2_33190.3, SHAE2_33190.4, SHAE2_33190.6, SHAE2_33190.1	FhHiC23_g5549.t1
OG0002727	SHAE2_78210.1, SHAE2_78210.2	FhHiC23_g2848.t1
OG0002728	SHAE2_10340.2, SHAE2_10340.3, SHAE2_10340.4, SHAE2_10340.1	FhHiC23_g11458.t1, FhHiC23_g11458.t2
OG0002729	SHAE2_18240.1	FhHiC23_g11456.t1, FhHiC23_g11456.t2
OG0002730	SHAE2_85200.1	FhHiC23_g3873.t1
OG0002731	SHAE2_49540.2, SHAE2_49540.1	FhHiC23_g236.t1
OG0002732	SHAE2_71500.1, SHAE2_71500.2	FhHiC23_g6745.t1, FhHiC23_g6745.t2
OG0002733	SHAE2_26710.1, SHAE2_26710.2	FhHiC23_g9556.t1, FhHiC23_g9556.t2
OG0002734	SHAE2_45160.1	FhHiC23_g14321.t1
OG0002735	SHAE2_33290.1	FhHiC23_g4997.t1, FhHiC23_g4997.t2
OG0002736	SHAE2_26670.1, SHAE2_26670.3, SHAE2_26670.4, SHAE2_26670.5, SHAE2_26670.2	FhHiC23_g9751.t1, FhHiC23_g9751.t2
OG0002737	SHAE2_39550.1, SHAE2_39570.1, SHAE2_39560.1, SHAE2_39580.1	FhHiC23_g14553.t1
OG0002739	SHAE2_14570.1, SHAE2_14570.2	FhHiC23_g11062.t1
OG0002740	SHAE2_42520.3, SHAE2_42520.1, SHAE2_42520.4, SHAE2_42520.2	FhHiC23_g5290.t1
OG0002741	SHAE2_19660.1	FhHiC23_g11913.t1
OG0002742	SHAE2_75820.1	FhHiC23_g861.t1
OG0002743	SHAE2_44760.1	FhHiC23_g13954.t1
OG0002744	SHAE2_61680.1	FhHiC23_g8099.t1, FhHiC23_g8099.t2
OG0002745	SHAE2_97830.1, SHAE2_97830.2	FhHiC23_g16099.t1
OG0002746	SHAE2_57490.1	FhHiC23_g1018.t1, FhHiC23_g1018.t2
OG0002747	SHAE2_28030.1	FhHiC23_g6601.t1
OG0002748	SHAE2_38010.1, SHAE2_38010.2	FhHiC23_g6050.t2, FhHiC23_g6050.t1
OG0002749	SHAE2_50960.2, SHAE2_50960.1	FhHiC23_g2126.t1
OG0002750	SHAE2_50340.1	FhHiC23_g1806.t1, FhHiC23_g1806.t2
OG0002751	SHAE2_42820.1, SHAE2_42820.2	FhHiC23_g5643.t1, FhHiC23_g5643.t2
OG0002752	SHAE2_74630.1, SHAE2_74630.2	FhHiC23_g173.t1, FhHiC23_g173.t3, FhHiC23_g173.t2
OG0002753	SHAE2_90680.1, SHAE2_90680.2, SHAE2_90680.3, SHAE2_90680.4	FhHiC23_g2296.t1, FhHiC23_g3684.t1, FhHiC23_g3684.t2, FhHiC23_g3684.t3
OG0002754	SHAE2_17720.1	FhHiC23_g15264.t1
OG0002755	SHAE2_4400.1	FhHiC23_g13372.t1
OG0002756	SHAE2_61970.1, SHAE2_61970.3, SHAE2_61970.2	FhHiC23_g8329.t1, FhHiC23_g8329.t2
OG0002757	SHAE2_34100.5, SHAE2_34100.6, SHAE2_34100.7, SHAE2_34100.4, SHAE2_34100.1, SHAE2_34100.2, SHAE2_34100.3	FhHiC23_g6094.t1
OG0002758	SHAE2_5930.4, SHAE2_5930.2, SHAE2_5930.1, SHAE2_5930.3, SHAE2_5930.5	FhHiC23_g12531.t1
OG0002759	SHAE2_30450.1	FhHiC23_g10171.t1, FhHiC23_g10171.t2
OG0002760	SHAE2_4070.1	FhHiC23_g13345.t1, FhHiC23_g13344.t1
OG0002761	SHAE2_6860.3, SHAE2_6860.6, SHAE2_6860.7, SHAE2_6860.1, SHAE2_6860.2, SHAE2_6860.5, SHAE2_6860.4	FhHiC23_g12869.t1
OG0002762	SHAE2_101180.1, SHAE2_101180.2	FhHiC23_g14415.t1, FhHiC23_g9848.t1, FhHiC23_g14416.t1, FhHiC23_g9848.t2
OG0002763	SHAE2_83040.2, SHAE2_83040.3, SHAE2_83040.1	FhHiC23_g2810.t1
OG0002764	SHAE2_33870.1	FhHiC23_g5618.t1
OG0002765	SHAE2_73500.4, SHAE2_73500.1, SHAE2_73500.2, SHAE2_73500.6, SHAE2_73500.3, SHAE2_73500.5	FhHiC23_g6961.t1
OG0002766	SHAE2_77450.1, SHAE2_77450.2	FhHiC23_g3373.t2, FhHiC23_g3373.t1
OG0002767	SHAE2_52660.1, SHAE2_52660.2, SHAE2_52660.3, SHAE2_52660.5, SHAE2_52660.4	FhHiC23_g1568.t1
OG0002768	SHAE2_2530.1	FhHiC23_g12945.t1, FhHiC23_g12947.t1
OG0002769	SHAE2_28460.1, SHAE2_28460.2, SHAE2_28460.3	FhHiC23_g9979.t1, FhHiC23_g9979.t2
OG0002770	SHAE2_20180.1, SHAE2_20180.2	FhHiC23_g10899.t1
OG0002771	SHAE2_36550.1	FhHiC23_g5927.t1
OG0002772	SHAE2_85160.1, SHAE2_85160.2, SHAE2_85160.3, SHAE2_85160.4	FhHiC23_g3999.t1, FhHiC23_g3999.t2, FhHiC23_g13542.t1
OG0002773	SHAE2_18100.1	FhHiC23_g12535.t1, FhHiC23_g96.t1
OG0002774	SHAE2_3060.1, SHAE2_3070.1, SHAE2_3070.3, SHAE2_3070.2	FhHiC23_g12296.t2, FhHiC23_g12296.t1, FhHiC23_g12297.t1
OG0002775	SHAE2_36890.1	FhHiC23_g5967.t1
