Orthogroup	schistosoma_bovis	schistosoma_japonicum
OG0003163	SBOV2_1600.1, SBOV2_1600.2	EWB00_005625.1, EWB00_005625.2
OG0003164	SBOV2_34310.1	EWB00_002926.3, EWB00_002926.1, EWB00_002926.2
OG0003166	SBOV2_50860.1	EWB00_000749
OG0003167	SBOV2_92630.1	EWB00_000793
OG0003168	SBOV2_63160.1	EWB00_010406.1, EWB00_010406.3, EWB00_010406.4, EWB00_010406.2, EWB00_010406.5
OG0003169	SBOV2_15460.2, SBOV2_15460.4, SBOV2_15460.1, SBOV2_15460.3, SBOV2_15460.5	EWB00_010284
OG0003170	SBOV2_17560.1, SBOV2_17560.2	EWB00_005424.1, EWB00_005424.2, EWB00_005424.4, EWB00_005424.5, EWB00_005424.7, EWB00_005424.3, EWB00_005424.6
OG0003171	SBOV2_72360.1, SBOV2_72360.2	EWB00_004526.1, EWB00_004526.2
OG0003172	SBOV2_21580.1, SBOV2_21580.2	EWB00_002386
OG0003174	SBOV2_74300.1	EWB00_001174.1, EWB00_001174.2, EWB00_001174.3, EWB00_001174.4, EWB00_001174.5
OG0003175	SBOV2_92820.1, SBOV2_92820.2, SBOV2_92820.3	EWB00_000578
OG0003176	SBOV2_69490.1, SBOV2_69490.2, SBOV2_69490.3	EWB00_008649
OG0003177	SBOV2_25280.1, SBOV2_25280.2	EWB00_006979
OG0003178	SBOV2_34230.1	EWB00_002919
OG0003179	SBOV2_74420.1	EWB00_001187
OG0003181	SBOV2_31000.1	EWB00_004341
OG0003182	SBOV2_36390.1, SBOV2_36390.2	EWB00_007471.1, EWB00_007471.3, EWB00_007471.2
OG0003183	SBOV2_12950.2, SBOV2_12950.1, SBOV2_12950.3, SBOV2_12950.4, SBOV2_12950.5	EWB00_002692
OG0003184	SBOV2_39180.1	EWB00_003317.1, EWB00_003317.2
OG0003185	SBOV2_71150.4, SBOV2_71150.5, SBOV2_71150.6, SBOV2_71150.3, SBOV2_71150.1, SBOV2_71150.2	EWB00_002783
OG0003186	SBOV2_37830.1, SBOV2_37870.1	EWB00_002899.1, EWB00_002899.2
OG0003187	SBOV2_73050.1	EWB00_010930.1, EWB00_011372, EWB00_010930.2
OG0003188	SBOV2_81180.4, SBOV2_81180.5, SBOV2_81180.1, SBOV2_81180.6, SBOV2_81180.7, SBOV2_81180.8, SBOV2_81180.2, SBOV2_81180.3	EWB00_004402.1, EWB00_004402.2, EWB00_004402.3
OG0003189	SBOV2_56420.1	EWB00_005148.1, EWB00_005148.2
OG0003190	SBOV2_60060.1, SBOV2_60060.2	EWB00_011302
OG0003191	SBOV2_46720.2, SBOV2_46720.1	EWB00_006882.1, EWB00_006882.2
OG0003192	SBOV2_65970.1, SBOV2_65970.2	EWB00_003999.3, EWB00_003999.1, EWB00_003999.2
OG0003193	SBOV2_30420.2, SBOV2_30420.1	EWB00_001279.2, EWB00_001279.1, EWB00_001279.3
OG0003194	SBOV2_69110.1	EWB00_009436.1, EWB00_009436.2
OG0003195	SBOV2_17590.1	EWB00_005426.1, EWB00_005426.2, EWB00_005426.3
OG0003196	SBOV2_61670.2, SBOV2_61670.1	EWB00_000542, EWB00_000541.2, EWB00_000541.1, EWB00_000541.3, EWB00_000541.4
OG0003197	SBOV2_94020.1	EWB00_001440
OG0003198	SBOV2_54840.1	EWB00_008419.3, EWB00_008419.2, EWB00_008419.1
OG0003199	SBOV2_92480.1	EWB00_005874.1, EWB00_005874.2, EWB00_005874.3
OG0003200	SBOV2_10270.1	EWB00_009487
OG0003201	SBOV2_14200.1, SBOV2_14200.2, SBOV2_14200.3	EWB00_009360
OG0003202	SBOV2_17990.1, SBOV2_17990.2, SBOV2_17990.3, SBOV2_17990.4	EWB00_005466.1, EWB00_005466.2, EWB00_005466.3
OG0003203	SBOV2_90700.1	EWB00_003179
OG0003204	SBOV2_19690.1, SBOV2_19680.2, SBOV2_19680.1	EWB00_002525.4, EWB00_002525.3, EWB00_002525.1, EWB00_002525.5, EWB00_002525.2
OG0003205	SBOV2_31060.1, SBOV2_31060.2, SBOV2_31060.3, SBOV2_31060.4	EWB00_004334
OG0003206	SBOV2_17020.2, SBOV2_17020.3, SBOV2_17020.1, SBOV2_17000.1	EWB00_006523.3, EWB00_006523.1, EWB00_006523.2
OG0003208	SBOV2_67550.1	EWB00_006264
OG0003210	SBOV2_12640.1, SBOV2_12640.2	EWB00_004690.3, EWB00_004690.1, EWB00_004690.2
OG0003211	SBOV2_74170.1	EWB00_001368.1, EWB00_001368.2
OG0003212	SBOV2_5870.2, SBOV2_5870.1	EWB00_010842.1, EWB00_010842.2, EWB00_010842.3
OG0003213	SBOV2_34390.1	EWB00_002935
OG0003214	SBOV2_11600.1	EWB00_009437
OG0003215	SBOV2_8780.1	EWB00_003063
OG0003216	SBOV2_63780.1, SBOV2_63780.2	EWB00_008913.2, EWB00_008913.1, EWB00_008913.3
OG0003217	SBOV2_60440.1, SBOV2_60440.2	EWB00_011333
OG0003218	SBOV2_57510.3, SBOV2_57510.2, SBOV2_57510.1	EWB00_005572.3, EWB00_005572.4, EWB00_005572.2, EWB00_005572.5, EWB00_005572.1, EWB00_005572.6, EWB00_003264
OG0003221	SBOV2_28160.2, SBOV2_28160.1, SBOV2_28160.3, SBOV2_28160.4	EWB00_006144
OG0003222	SBOV2_19060.5, SBOV2_19060.2, SBOV2_19060.3, SBOV2_19060.4, SBOV2_19060.1	EWB00_010347.1, EWB00_010347.2
OG0003223	SBOV2_89380.1	EWB00_001955, EWB00_001956
OG0003224	SBOV2_29450.2, SBOV2_29450.1	EWB00_004395
OG0003225	SBOV2_87490.1	EWB00_003044, EWB00_003042.1, EWB00_003042.2
OG0003226	SBOV2_96220.1, SBOV2_96220.2, SBOV2_96230.1, SBOV2_13860.1	EWB00_003709.1, EWB00_003709.2
OG0003227	SBOV2_61190.4, SBOV2_61190.8, SBOV2_61190.1, SBOV2_61190.2, SBOV2_61190.3, SBOV2_61190.6, SBOV2_61190.7, SBOV2_61190.5	EWB00_011155.1, EWB00_011155.2
OG0003228	SBOV2_86770.1	EWB00_007532
OG0003229	SBOV2_75250.1	EWB00_010966, EWB00_010965
OG0003230	SBOV2_46320.1, SBOV2_46320.2	EWB00_002077.1, EWB00_002077.2
OG0003231	SBOV2_17310.1, SBOV2_17310.5, SBOV2_17310.4, SBOV2_17310.6, SBOV2_17310.2, SBOV2_17310.3	EWB00_006561.1, EWB00_006561.2
OG0003232	SBOV2_10670.2, SBOV2_10670.1	EWB00_005539
OG0003233	SBOV2_21450.1	EWB00_005827.1, EWB00_005827.2, EWB00_005827.4, EWB00_005827.3
OG0003234	SBOV2_60090.1, SBOV2_60090.3, SBOV2_60090.2	EWB00_000234, EWB00_000823
OG0003235	SBOV2_83550.2, SBOV2_83550.3, SBOV2_83550.1	EWB00_007303.2, EWB00_007303.5, EWB00_007303.4, EWB00_007303.1, EWB00_007303.3
OG0003236	SBOV2_56800.1	EWB00_011228.9, EWB00_011228.11, EWB00_011228.10, EWB00_011228.12, EWB00_011228.1, EWB00_011228.2, EWB00_011228.3, EWB00_011228.4, EWB00_011228.5, EWB00_011228.6, EWB00_011228.8, EWB00_011228.7
OG0003237	SBOV2_24800.1, SBOV2_24800.3, SBOV2_24800.2	EWB00_004234.1, EWB00_004234.2
OG0003238	SBOV2_65070.1, SBOV2_65070.2, SBOV2_65070.3	EWB00_010483
OG0003239	SBOV2_79860.1, SBOV2_79860.2	EWB00_006733.1, EWB00_006733.3, EWB00_006733.2, EWB00_006733.4, EWB00_006733.5, EWB00_006733.6, EWB00_006733.7
OG0003240	SBOV2_7330.1	EWB00_008701.2, EWB00_008701.4
OG0003241	SBOV2_30160.1, SBOV2_30160.2	EWB00_009123.1, EWB00_009123.2
OG0003242	SBOV2_52600.1, SBOV2_52600.2	EWB00_010668.1, EWB00_010668.2
OG0003243	SBOV2_8540.1, SBOV2_8540.2	EWB00_003084.1, EWB00_003084.3, EWB00_003084.4, EWB00_003084.7, EWB00_003084.2, EWB00_003084.5, EWB00_003084.6
OG0003244	SBOV2_52180.1	EWB00_005396
OG0003245	SBOV2_51640.1, SBOV2_51640.2, SBOV2_51640.3	EWB00_006500
OG0003246	SBOV2_8590.1, SBOV2_8590.2	EWB00_003082.1, EWB00_003082.2
OG0003247	SBOV2_19970.2, SBOV2_19970.5, SBOV2_19970.1, SBOV2_19970.3, SBOV2_19970.4	EWB00_002490.3, EWB00_002490.1, EWB00_002490.2
OG0003249	SBOV2_63470.2, SBOV2_63470.1	EWB00_010444
OG0003250	SBOV2_69800.1, SBOV2_69800.2	EWB00_007922
OG0003251	SBOV2_85640.1, SBOV2_85640.2	EWB00_005287.1, EWB00_005287.2
OG0003252	SBOV2_41490.1	EWB00_002792.5, EWB00_002792.3, EWB00_002792.1, EWB00_002792.2, EWB00_002792.4
OG0003253	SBOV2_86220.1	EWB00_006924
OG0003254	SBOV2_63790.1	EWB00_008914
OG0003255	SBOV2_92500.1	EWB00_005870
OG0003256	SBOV2_83030.1	EWB00_002182
OG0003257	SBOV2_12510.1	EWB00_009732.1, EWB00_009732.3, EWB00_009732.2
OG0003258	SBOV2_42610.3, SBOV2_42610.1, SBOV2_42610.2	EWB00_001796
OG0003259	SBOV2_23270.1, SBOV2_23270.2	EWB00_007061
OG0003260	SBOV2_83310.1, SBOV2_83310.2	EWB00_010180
OG0003261	SBOV2_33040.1, SBOV2_33050.1	EWB00_003383.1
OG0003262	SBOV2_57490.1, SBOV2_96820.1, SBOV2_57740.1	EWB00_010861.3, EWB00_010861.1, EWB00_010861.2
OG0003263	SBOV2_4990.1	EWB00_006341, EWB00_006342
OG0003264	SBOV2_15090.1, SBOV2_15090.2	EWB00_004804
OG0003265	SBOV2_25890.3, SBOV2_25890.2, SBOV2_25890.1	EWB00_005737.1, EWB00_005737.2
OG0003266	SBOV2_70590.1	EWB00_008682.1, EWB00_008682.2
OG0003267	SBOV2_19640.1, SBOV2_19640.2, SBOV2_19640.3	EWB00_002529.1, EWB00_002529.2
OG0003268	SBOV2_42710.1	EWB00_008258.1, EWB00_008258.2
OG0003269	SBOV2_75490.1, SBOV2_75490.2	EWB00_010993.1, EWB00_010993.2
OG0003270	SBOV2_62170.1	EWB00_005906
OG0003271	SBOV2_11220.1, SBOV2_11220.2, SBOV2_11220.3, SBOV2_11220.4	EWB00_009402.4, EWB00_009402.5, EWB00_009402.7, EWB00_009402.1, EWB00_009402.3, EWB00_009402.2, EWB00_009402.6, EWB00_009402.8
OG0003272	SBOV2_31180.1, SBOV2_31170.1	EWB00_004323
OG0003273	SBOV2_33850.2, SBOV2_33850.3, SBOV2_33850.1, SBOV2_33850.4	EWB00_001726
OG0003274	SBOV2_18330.1	EWB00_003811, EWB00_001051.4, EWB00_001051.2, EWB00_001051.3, EWB00_001051.5, EWB00_001051.6, EWB00_001051.8, EWB00_001051.7
OG0003275	SBOV2_24090.4, SBOV2_24090.1, SBOV2_24090.2	EWB00_001108.1
OG0003276	SBOV2_61250.1, SBOV2_61250.2	EWB00_006584
OG0003277	SBOV2_34100.3, SBOV2_34100.1, SBOV2_34100.2	EWB00_002907.1, EWB00_002907.2
OG0003278	SBOV2_49950.1, SBOV2_49950.3, SBOV2_49950.2	EWB00_005170
OG0003279	SBOV2_1840.1	EWB00_003837.1, EWB00_003837.2
OG0003280	SBOV2_77020.1	EWB00_007377.2, EWB00_007377.1, EWB00_007377.3, EWB00_007377.4, EWB00_007377.5
OG0003281	SBOV2_93420.1	EWB00_011205.1, EWB00_011205.2
OG0003282	SBOV2_52740.1, SBOV2_52740.2, SBOV2_52740.3, SBOV2_52740.4	EWB00_010653
OG0003283	SBOV2_93660.1, SBOV2_93660.2, SBOV2_93660.4, SBOV2_93660.3	EWB00_000573.1, EWB00_000573.3, EWB00_000573.2, EWB00_000573.4
OG0003284	SBOV2_60030.1	EWB00_011299
OG0003285	SBOV2_22470.1, SBOV2_22470.2, SBOV2_22470.3	EWB00_007543.1, EWB00_007543.2
OG0003286	SBOV2_66510.1, SBOV2_66510.3, SBOV2_66510.2	EWB00_009842
OG0003287	SBOV2_9240.1	EWB00_010374.1, EWB00_010374.2
OG0003288	SBOV2_67990.1	EWB00_009774
OG0003289	SBOV2_12930.1	EWB00_002694
OG0003290	SBOV2_10130.3	EWB00_009496.2, EWB00_009496.3
OG0003291	SBOV2_16780.1, SBOV2_16780.2, SBOV2_16780.3	EWB00_000053.1, EWB00_000053.2
OG0003292	SBOV2_84410.1	EWB00_001336.1, EWB00_001336.2, EWB00_001336.3, EWB00_001336.4, EWB00_001336.5, EWB00_001336.6
OG0003293	SBOV2_40370.1, SBOV2_40370.2	EWB00_007013
OG0003294	SBOV2_34080.1	EWB00_008149.1, EWB00_008149.2, EWB00_008149.3
OG0003296	SBOV2_51360.1, SBOV2_51360.2	EWB00_008128.3, EWB00_008128.1, EWB00_008128.2
OG0003297	SBOV2_17180.1, SBOV2_17180.2, SBOV2_17180.3	EWB00_006546.1, EWB00_006546.2
OG0003298	SBOV2_45500.1, SBOV2_45520.1	EWB00_004029
OG0003299	SBOV2_76180.1, SBOV2_76180.2	EWB00_002013.1, EWB00_002013.2, EWB00_002013.3
OG0003302	SBOV2_7230.1	EWB00_008838
OG0003303	SBOV2_51260.1, SBOV2_51260.2, SBOV2_51260.3	EWB00_007745.1, EWB00_007745.3, EWB00_007745.2, EWB00_007745.4
OG0003304	SBOV2_6990.2, SBOV2_6990.3, SBOV2_6990.4, SBOV2_6990.1	EWB00_007783.1, EWB00_007783.2
OG0003305	SBOV2_73100.1	EWB00_010935.4, EWB00_010937, EWB00_010935.1, EWB00_010935.2, EWB00_010935.3
OG0003306	SBOV2_55590.1, SBOV2_55590.3, SBOV2_55590.2	EWB00_007821
OG0003307	SBOV2_41400.1	EWB00_003713.3, EWB00_003713.1, EWB00_003713.2, EWB00_003713.4, EWB00_003713.5, EWB00_003713.6, EWB00_003713.7, EWB00_003713.8
OG0003309	SBOV2_950.1, SBOV2_950.2, SBOV2_950.3, SBOV2_950.4, SBOV2_950.5	EWB00_005667
OG0003310	SBOV2_47690.1	EWB00_010716
OG0003311	SBOV2_88350.1, SBOV2_88350.3, SBOV2_88350.4, SBOV2_88350.2	EWB00_001917
OG0003313	SBOV2_50950.1	EWB00_002174, EWB00_002175, EWB00_009988, EWB00_002176
OG0003314	SBOV2_40190.1, SBOV2_40190.2	EWB00_010889
OG0003315	SBOV2_35440.1, SBOV2_35440.2	EWB00_007856.1, EWB00_007856.2
OG0003318	SBOV2_95850.1	EWB00_000638
OG0003319	SBOV2_27430.1	EWB00_003912
OG0003319	SBOV2_27420.2, SBOV2_27420.1	EWB00_003911.1, EWB00_003911.2
OG0003320	SBOV2_55710.1, SBOV2_55710.2, SBOV2_55710.3, SBOV2_55710.4, SBOV2_55710.5	EWB00_003563
OG0003321	SBOV2_37690.1	EWB00_006021.1, EWB00_006021.2
OG0003322	SBOV2_16300.1, SBOV2_16290.1	EWB00_007639
OG0003326	SBOV2_66370.1, SBOV2_66370.2, SBOV2_66370.3, SBOV2_66370.5, SBOV2_66370.4	EWB00_009823.1, EWB00_009823.3, EWB00_009823.2
OG0003327	SBOV2_75960.1	EWB00_003890
OG0003328	SBOV2_73520.1, SBOV2_73520.2	EWB00_011026
OG0003329	SBOV2_93520.1	EWB00_000558
OG0003330	SBOV2_53870.1	EWB00_006505.3, EWB00_006505.1, EWB00_006505.2
OG0003331	SBOV2_9560.1, SBOV2_9560.2	EWB00_009188
OG0003332	SBOV2_35600.1, SBOV2_35600.2, SBOV2_35600.3	EWB00_011211
OG0003333	SBOV2_6440.1, SBOV2_6450.1	EWB00_009921.1, EWB00_009921.2
OG0003334	SBOV2_39190.1	EWB00_003319.1, EWB00_003319.2
OG0003335	SBOV2_63610.2, SBOV2_63610.3, SBOV2_63610.1, SBOV2_63610.4	EWB00_008896.1, EWB00_008896.2, EWB00_008896.3
OG0003336	SBOV2_61370.1	EWB00_001160.1, EWB00_001160.2
OG0003337	SBOV2_75410.1, SBOV2_75410.2, SBOV2_75410.3, SBOV2_75410.4	EWB00_010983.3, EWB00_010983.1, EWB00_010983.2
OG0003338	SBOV2_16270.2, SBOV2_16270.1	EWB00_007637
OG0003339	SBOV2_780.2, SBOV2_780.1	EWB00_010227
OG0003340	SBOV2_28080.1	EWB00_004593
OG0003341	SBOV2_67120.1	EWB00_006222.1, EWB00_006222.2
OG0003342	SBOV2_13430.1	EWB00_002304.1, EWB00_002304.2
OG0003343	SBOV2_54070.1, SBOV2_54070.2	EWB00_007216.1, EWB00_007216.2
OG0003344	SBOV2_22750.1, SBOV2_22750.2	EWB00_001539
OG0003345	SBOV2_96350.1, SBOV2_96350.2, SBOV2_96350.3, SBOV2_96350.4	EWB00_005053.2, EWB00_005053.4, EWB00_005053.3, EWB00_005053.1, EWB00_005054.2, EWB00_005054.1
OG0003347	SBOV2_43670.1, SBOV2_43670.2, SBOV2_43670.3	EWB00_000978
OG0003348	SBOV2_52060.1, SBOV2_52060.2	EWB00_005383
OG0003349	SBOV2_27600.1, SBOV2_27600.3, SBOV2_27600.4, SBOV2_27600.2, SBOV2_27600.5	EWB00_007466
OG0003350	SBOV2_68840.1	EWB00_010089.1, EWB00_010089.2
OG0003352	SBOV2_79850.1	EWB00_006734.2, EWB00_006734.1
OG0003353	SBOV2_40120.1	EWB00_010882.4, EWB00_010882.1, EWB00_010882.2, EWB00_010882.5, EWB00_010882.3
OG0003354	SBOV2_40040.1	EWB00_007009
OG0003355	SBOV2_68510.1, SBOV2_68510.2	EWB00_010054
OG0003357	SBOV2_42350.1, SBOV2_42350.2	EWB00_006364.1, EWB00_006364.2, EWB00_006364.3
OG0003359	SBOV2_57420.1	EWB00_005569
OG0003361	SBOV2_18950.1, SBOV2_18950.2	EWB00_010359
OG0003362	SBOV2_74540.1	EWB00_010550.2, EWB00_010550.3, EWB00_010550.4, EWB00_010550.1
OG0003363	SBOV2_37700.1, SBOV2_37700.2	EWB00_002198
OG0003364	SBOV2_84370.1, SBOV2_84370.2	EWB00_001339.1, EWB00_001339.2
OG0003365	SBOV2_18390.2, SBOV2_18390.1	EWB00_001048
OG0003366	SBOV2_61210.2, SBOV2_61210.1	EWB00_011157
OG0003367	SBOV2_47000.1, SBOV2_47000.2, SBOV2_47000.3	EWB00_010811.2, EWB00_010811.1, EWB00_010811.3
OG0003368	SBOV2_29830.1	EWB00_007696
OG0003369	SBOV2_64640.1, SBOV2_64640.2	EWB00_000917.1, EWB00_000917.2
OG0003370	SBOV2_25320.1, SBOV2_25320.2, SBOV2_25320.3	EWB00_005111
OG0003371	SBOV2_46930.1	EWB00_010802.1, EWB00_010802.2
OG0003372	SBOV2_93160.1	EWB00_003039
OG0003373	SBOV2_15100.1	EWB00_004807
OG0003374	SBOV2_93920.1	EWB00_001431.2, EWB00_001430, EWB00_001431.1
OG0003375	SBOV2_69070.1	EWB00_009163
OG0003376	SBOV2_47260.1, SBOV2_47260.2, SBOV2_47260.3	EWB00_010756.1, EWB00_010756.2
OG0003377	SBOV2_80780.1	EWB00_000138
OG0003378	SBOV2_82330.2, SBOV2_82330.1	EWB00_004512
OG0003379	SBOV2_65180.1	EWB00_010474.1, EWB00_010474.2, EWB00_010474.3
OG0003380	SBOV2_54240.4, SBOV2_54240.9, SBOV2_54240.10, SBOV2_54240.8, SBOV2_54240.6, SBOV2_54240.7, SBOV2_54240.1, SBOV2_54240.2, SBOV2_54240.3, SBOV2_54240.5	EWB00_005324
OG0003381	SBOV2_50610.1	EWB00_011174
OG0003382	SBOV2_69530.1	EWB00_008654.1, EWB00_008654.2
OG0003383	SBOV2_6180.1, SBOV2_6180.3, SBOV2_6180.5, SBOV2_6180.2, SBOV2_6180.4	EWB00_002567
OG0003384	SBOV2_42670.2, SBOV2_42670.1	EWB00_010106, EWB00_010165.1, EWB00_010165.2
OG0003385	SBOV2_90380.1	EWB00_006712
OG0003386	SBOV2_21010.1	EWB00_003506.1, EWB00_003506.2
OG0003387	SBOV2_14920.1, SBOV2_14920.2, SBOV2_14920.3	EWB00_002372.5, EWB00_002372.4, EWB00_002372.3, EWB00_002372.2, EWB00_002372.1
OG0003388	SBOV2_92840.1, SBOV2_92840.2	EWB00_004775.3, EWB00_004775.4, EWB00_004775.1, EWB00_004775.2
OG0003389	SBOV2_45740.1	EWB00_004047.2, EWB00_004047.3, EWB00_004047.1
OG0003390	SBOV2_32990.1	EWB00_003379
OG0003391	SBOV2_78260.2, SBOV2_78260.1	EWB00_008181.3, EWB00_008181.2, EWB00_008181.4, EWB00_008181.1
OG0003392	SBOV2_49960.1, SBOV2_49960.2	EWB00_003808, EWB00_003810
OG0003393	SBOV2_35100.1, SBOV2_35100.2, SBOV2_35100.3	EWB00_005947.1, EWB00_005947.2
OG0003394	SBOV2_41580.1, SBOV2_41580.4, SBOV2_41580.2, SBOV2_41580.3	EWB00_002803.1, EWB00_002803.2, EWB00_002803.3
OG0003395	SBOV2_55060.1	EWB00_008385.1, EWB00_008385.2, EWB00_008385.3, EWB00_008385.5, EWB00_008385.6, EWB00_008385.8, EWB00_008385.7, EWB00_008385.4
OG0003396	SBOV2_43350.1	EWB00_001561.1, EWB00_001561.2, EWB00_001561.3, EWB00_001561.4
OG0003397	SBOV2_21390.1, SBOV2_21390.2, SBOV2_21390.3	EWB00_002407
OG0003398	SBOV2_9440.2, SBOV2_9440.1, SBOV2_9440.3	EWB00_008514.1, EWB00_008514.2
OG0003400	SBOV2_72270.1, SBOV2_72270.2	EWB00_006634
OG0003401	SBOV2_34750.1	EWB00_002124
OG0003402	SBOV2_20130.1	EWB00_006448.1, EWB00_006448.2
OG0003403	SBOV2_49710.1, SBOV2_49710.2, SBOV2_49710.3	EWB00_004423
OG0003404	SBOV2_74140.2, SBOV2_74140.1, SBOV2_74140.3	EWB00_001371.1, EWB00_001371.2, EWB00_001371.3
OG0003405	SBOV2_46970.2, SBOV2_46970.3, SBOV2_46970.1	EWB00_010805
OG0003406	SBOV2_7080.1, SBOV2_7080.2	EWB00_007774.1, EWB00_007774.2
OG0003407	SBOV2_84140.1	EWB00_009604.1, EWB00_009604.2
OG0003408	SBOV2_25150.1, SBOV2_25150.2, SBOV2_25150.3	EWB00_000283.1, EWB00_000283.2, EWB00_000283.3
OG0003409	SBOV2_16980.1	EWB00_006521
OG0003410	SBOV2_68860.1	EWB00_010097, EWB00_010096
OG0003411	SBOV2_28420.1	EWB00_006177.2, EWB00_006177.1, EWB00_006177.4, EWB00_006177.3
OG0003412	SBOV2_5120.3, SBOV2_5120.2, SBOV2_5120.1, SBOV2_5120.4	EWB00_008272
OG0003414	SBOV2_28250.1, SBOV2_28250.2, SBOV2_28250.3	EWB00_006156
OG0003415	SBOV2_78720.1	EWB00_002257
OG0003416	SBOV2_68680.1	EWB00_010071.2, EWB00_010071.1, EWB00_010071.3
OG0003417	SBOV2_55540.4, SBOV2_55540.1, SBOV2_55540.2, SBOV2_55540.3	EWB00_005253.1, EWB00_005253.2
OG0003418	SBOV2_46520.1	EWB00_008966.1, EWB00_008966.2
OG0003419	SBOV2_73060.1	EWB00_010931.1, EWB00_010931.2
OG0003420	SBOV2_30750.1	EWB00_004367.2, EWB00_004367.1
OG0003422	SBOV2_46290.1	EWB00_002075.1, EWB00_002075.2
OG0003423	SBOV2_12810.1	EWB00_004586
OG0003424	SBOV2_85730.1	EWB00_005280.4, EWB00_005280.6, EWB00_005280.3, EWB00_005280.5, EWB00_005280.1, EWB00_005280.2
OG0003425	SBOV2_84290.1, SBOV2_84290.2, SBOV2_84290.3	EWB00_001350
OG0003426	SBOV2_63490.1	EWB00_008880
OG0003427	SBOV2_43840.1	EWB00_001006, EWB00_001002, EWB00_001005
OG0003428	SBOV2_81960.1	EWB00_008956
OG0003429	SBOV2_76950.1	EWB00_004576.1, EWB00_004576.2
OG0003430	SBOV2_76070.1, SBOV2_76070.2	EWB00_002024
OG0003431	SBOV2_19720.1	EWB00_002523, EWB00_002522
OG0003432	SBOV2_69970.1, SBOV2_69970.2, SBOV2_69970.4, SBOV2_69970.3	EWB00_008132.1, EWB00_008132.3, EWB00_008132.2
OG0003433	SBOV2_4810.1	EWB00_009567.1, EWB00_009567.2
OG0003434	SBOV2_59280.1, SBOV2_59290.1	EWB00_011165
OG0003435	SBOV2_30720.1	EWB00_005618.1, EWB00_005618.2
OG0003436	SBOV2_49730.1, SBOV2_49730.2	EWB00_004421
OG0003437	SBOV2_71970.1	EWB00_004970.1, EWB00_004970.3, EWB00_004970.2
OG0003438	SBOV2_36640.1	EWB00_007438
OG0003439	SBOV2_21610.1	EWB00_002383
OG0003440	SBOV2_20860.1, SBOV2_20860.2	EWB00_003528.2, EWB00_003528.4, EWB00_003528.10, EWB00_003528.9, EWB00_003528.3, EWB00_003528.1, EWB00_003528.5, EWB00_003528.6, EWB00_003528.7, EWB00_003528.8
OG0003441	SBOV2_40650.1	EWB00_005009.1, EWB00_005009.2
OG0003442	SBOV2_71780.1, SBOV2_71780.2	EWB00_008350.1, EWB00_008350.2
OG0003443	SBOV2_58430.1, SBOV2_58420.1	EWB00_011244.1, EWB00_011244.2
OG0003444	SBOV2_10560.2, SBOV2_10560.3, SBOV2_10560.1	EWB00_004673.1, EWB00_004673.2, EWB00_004673.3
OG0003445	SBOV2_44080.1, SBOV2_44080.2	EWB00_008285
OG0003446	SBOV2_32640.1, SBOV2_32640.2	EWB00_008367.3, EWB00_008367.1, EWB00_008367.4, EWB00_008367.2
OG0003447	SBOV2_5420.1, SBOV2_5420.2	EWB00_006310.1, EWB00_006310.2
OG0003448	SBOV2_69410.1	EWB00_001621
OG0003449	SBOV2_69420.1	EWB00_001622.1, EWB00_001622.2
OG0003450	SBOV2_65470.5	EWB00_008870.1, EWB00_008870.3, EWB00_008870.4, EWB00_008870.2
OG0003451	SBOV2_84580.1	EWB00_008644, EWB00_008643
OG0003452	SBOV2_8460.1, SBOV2_8460.2, SBOV2_8460.3, SBOV2_8460.4, SBOV2_8460.5, SBOV2_8460.6, SBOV2_8460.7	EWB00_008669
OG0003453	SBOV2_42640.1, SBOV2_42640.3, SBOV2_42640.2	EWB00_009555.1, EWB00_009555.2
OG0003454	SBOV2_33460.1, SBOV2_33460.2, SBOV2_33460.3	EWB00_003429.1, EWB00_003429.2, EWB00_003429.3
OG0003455	SBOV2_61350.1, SBOV2_61350.2, SBOV2_61350.3, SBOV2_61350.4, SBOV2_61350.5	EWB00_001163.1, EWB00_001163.2, EWB00_001163.3, EWB00_001163.4, EWB00_001163.5
OG0003456	SBOV2_7250.1	EWB00_008836
OG0003457	SBOV2_29680.1	EWB00_003158
OG0003458	SBOV2_28580.1, SBOV2_28580.2	EWB00_006194
OG0003459	SBOV2_73000.1, SBOV2_73000.2, SBOV2_73000.3, SBOV2_73000.4, SBOV2_73000.5	EWB00_010922
OG0003460	SBOV2_43690.1, SBOV2_43690.2, SBOV2_43690.3	EWB00_000980.4, EWB00_000980.1, EWB00_000980.2, EWB00_000980.3
OG0003461	SBOV2_83500.1	EWB00_007307.1
OG0003462	SBOV2_28190.1	EWB00_006148
OG0003463	SBOV2_84210.1	EWB00_003004, EWB00_001660.5, EWB00_001660.1, EWB00_001660.2, EWB00_001660.3, EWB00_001660.4
OG0003465	SBOV2_62550.3, SBOV2_62550.1, SBOV2_62550.4, SBOV2_62550.2	EWB00_009791.1, EWB00_009791.3, EWB00_009791.2
OG0003466	SBOV2_9740.1	EWB00_005532.1, EWB00_005532.2, EWB00_005532.3, EWB00_005532.4
OG0003467	SBOV2_76190.1	EWB00_002014
OG0003468	SBOV2_67870.2, SBOV2_67870.5, SBOV2_67870.1, SBOV2_67870.3, SBOV2_67870.4, SBOV2_67870.6	EWB00_008929.1, EWB00_008929.2
OG0003469	SBOV2_54960.1	EWB00_005218
