Orthogroup	fasciola_hepatica	schistosoma_mattheei
OG0003498	FhHiC23_g1737.t1	SMTH1_77850.1
OG0003499	FhHiC23_g7332.t2, FhHiC23_g7332.t3, FhHiC23_g7332.t1	SMTH1_69030.1, SMTH1_69030.2, SMTH1_69030.3
OG0003500	FhHiC23_g7396.t1	SMTH1_70440.1, SMTH1_70440.2, SMTH1_70440.3, SMTH1_70440.4
OG0003501	FhHiC23_g3275.t2, FhHiC23_g3275.t1	SMTH1_86140.1
OG0003502	FhHiC23_g16267.t1	SMTH1_97330.1, SMTH1_107140.1
OG0003503	FhHiC23_g12713.t1, FhHiC23_g12713.t2	SMTH1_6580.1
OG0003504	FhHiC23_g5661.t1	SMTH1_43220.1, SMTH1_43220.2, SMTH1_43220.3
OG0003505	FhHiC23_g90.t1	SMTH1_57120.1, SMTH1_57110.1
OG0003506	FhHiC23_g12930.t1	SMTH1_1270.1
OG0003507	FhHiC23_g12669.t1	SMTH1_4760.1, SMTH1_4760.2
OG0003508	FhHiC23_g6868.t1	SMTH1_72040.2, SMTH1_72040.1, SMTH1_72040.3, SMTH1_72040.4
OG0003509	FhHiC23_g14145.t1	SMTH1_48980.1
OG0003510	FhHiC23_g13856.t1, FhHiC23_g13686.t1	SMTH1_1240.1, SMTH1_1240.2
OG0003511	FhHiC23_g8142.t2, FhHiC23_g8142.t1	SMTH1_71910.1
OG0003512	FhHiC23_g3834.t1	SMTH1_91820.1
OG0003513	FhHiC23_g3091.t1, FhHiC23_g3091.t2, FhHiC23_g3091.t3	SMTH1_84190.1
OG0003514	FhHiC23_g5697.t1, FhHiC23_g5697.t2	SMTH1_32100.2, SMTH1_32100.3, SMTH1_32100.4, SMTH1_32100.6, SMTH1_32100.5, SMTH1_32100.1
OG0003515	FhHiC23_g15675.t1, FhHiC23_g15684.t1	SMTH1_104250.1, SMTH1_104260.1
OG0003516	FhHiC23_g37.t1	SMTH1_56880.1
OG0003517	FhHiC23_g9198.t1, FhHiC23_g9198.t2	SMTH1_105970.1
OG0003518	FhHiC23_g16345.t1	SMTH1_96070.1
OG0003519	FhHiC23_g6817.t1	SMTH1_41690.1
OG0003520	FhHiC23_g8159.t1	SMTH1_64250.1
OG0003521	FhHiC23_g12090.t1	SMTH1_13190.1, SMTH1_13180.1, SMTH1_13170.1, SMTH1_13170.2
OG0003522	FhHiC23_g1674.t1	SMTH1_89180.1
OG0003523	FhHiC23_g1745.t1	SMTH1_60890.1
OG0003524	FhHiC23_g7552.t2, FhHiC23_g7552.t1	SMTH1_68950.1, SMTH1_68950.2
OG0003525	FhHiC23_g12944.t1	SMTH1_3940.1
OG0003526	FhHiC23_g6354.t2, FhHiC23_g6354.t1	SMTH1_33300.2, SMTH1_33300.1
OG0003527	FhHiC23_g2525.t1, FhHiC23_g2525.t2	SMTH1_88630.1
OG0003528	FhHiC23_g12491.t1, FhHiC23_g12723.t2, FhHiC23_g12723.t1, FhHiC23_g12203.t1, FhHiC23_g16515.t1	SMTH1_720.1
OG0003529	FhHiC23_g13907.t2, FhHiC23_g13907.t1	SMTH1_46990.1, SMTH1_46990.2, SMTH1_46990.3
OG0003530	FhHiC23_g7804.t1	SMTH1_73680.1
OG0003531	FhHiC23_g12389.t1	SMTH1_11960.1
OG0003532	FhHiC23_g13658.t2, FhHiC23_g13658.t1	SMTH1_9340.1
OG0003533	FhHiC23_g542.t1, FhHiC23_g542.t2	SMTH1_54040.1
OG0003534	FhHiC23_g4392.t1, FhHiC23_g4392.t2	SMTH1_96940.1
OG0003535	FhHiC23_g9402.t1	SMTH1_106730.1, SMTH1_106720.1
OG0003536	FhHiC23_g6908.t2, FhHiC23_g6908.t1	SMTH1_67850.1
OG0003537	FhHiC23_g8472.t3, FhHiC23_g8472.t1, FhHiC23_g8472.t2	SMTH1_65810.3, SMTH1_65810.4, SMTH1_65810.1, SMTH1_65810.2
OG0003538	FhHiC23_g15629.t1, FhHiC23_g291.t1, FhHiC23_g292.t1, FhHiC23_g15629.t2	SMTH1_24610.1
OG0003539	FhHiC23_g3144.t1, FhHiC23_g3145.t1	SMTH1_85710.2, SMTH1_85710.1, SMTH1_85710.3, SMTH1_85710.4, SMTH1_85710.5
OG0003540	FhHiC23_g13504.t1, FhHiC23_g13504.t2	SMTH1_4990.1
OG0003541	FhHiC23_g16826.t1, FhHiC23_g16826.t2	SMTH1_95520.2, SMTH1_95520.4, SMTH1_95520.5, SMTH1_95520.6, SMTH1_95520.1, SMTH1_95520.3, SMTH1_95520.7
OG0003542	FhHiC23_g8438.t1	SMTH1_71300.1
OG0003543	FhHiC23_g1923.t1, FhHiC23_g1924.t1	SMTH1_55470.1, SMTH1_55470.2, SMTH1_55470.3
OG0003544	FhHiC23_g486.t1	SMTH1_54290.1, SMTH1_54290.2, SMTH1_54290.3, SMTH1_54290.4, SMTH1_54290.5
OG0003545	FhHiC23_g11795.t1	SMTH1_21550.1
OG0003547	FhHiC23_g13042.t1	SMTH1_8670.1
OG0003548	FhHiC23_g15345.t1	SMTH1_24910.1
OG0003549	FhHiC23_g16347.t1	SMTH1_97700.1, SMTH1_97700.2
OG0003550	FhHiC23_g4966.t1, FhHiC23_g4967.t1	SMTH1_41170.1, SMTH1_41170.2
OG0003551	FhHiC23_g7103.t1	SMTH1_71600.1, SMTH1_71600.2, SMTH1_71600.3, SMTH1_71600.4
OG0003552	FhHiC23_g7208.t1	SMTH1_64340.1
OG0003553	FhHiC23_g7376.t1	SMTH1_11140.2, SMTH1_11140.3, SMTH1_11150.1, SMTH1_11140.1
OG0003554	FhHiC23_g7526.t1	SMTH1_76820.1, SMTH1_76820.2, SMTH1_76820.3
OG0003577	FhHiC23_g14809.t2, FhHiC23_g14809.t1, FhHiC23_g14809.t3	SMTH1_49520.1
OG0003578	FhHiC23_g9390.t1	SMTH1_105050.1, SMTH1_105050.2
OG0003579	FhHiC23_g14411.t1, FhHiC23_g14410.t1	SMTH1_40510.1, SMTH1_40510.2, SMTH1_40510.3
OG0003580	FhHiC23_g11768.t1	SMTH1_17630.1
OG0003581	FhHiC23_g4837.t2, FhHiC23_g4837.t1, FhHiC23_g4837.t3	SMTH1_45950.1, SMTH1_45940.1
OG0003582	FhHiC23_g8386.t1, FhHiC23_g8388.t1	SMTH1_63580.1
OG0003583	FhHiC23_g13274.t1	SMTH1_3470.1
OG0003584	FhHiC23_g7561.t1	SMTH1_68550.1, SMTH1_68550.3, SMTH1_68550.2, SMTH1_68550.4
OG0003585	FhHiC23_g4051.t1	SMTH1_93090.1, SMTH1_93090.2
OG0003586	FhHiC23_g14051.t1	SMTH1_50100.1, SMTH1_50100.2
OG0003587	FhHiC23_g11480.t2, FhHiC23_g11480.t1	SMTH1_12320.1
OG0003589	FhHiC23_g3204.t1, FhHiC23_g3205.t1	SMTH1_79130.1, SMTH1_79130.3, SMTH1_79130.2, SMTH1_79130.4
OG0003590	FhHiC23_g12301.t1, FhHiC23_g12301.t2	SMTH1_7190.1
OG0003591	FhHiC23_g6986.t1	SMTH1_65730.1, SMTH1_65730.2
OG0003592	FhHiC23_g2464.t1, FhHiC23_g2464.t2	SMTH1_81810.1, SMTH1_81800.1, SMTH1_81820.1
OG0003593	FhHiC23_g5817.t1, FhHiC23_g5817.t2	SMTH1_37150.2, SMTH1_37150.1
OG0003594	FhHiC23_g15075.t1	SMTH1_17280.1
OG0003595	FhHiC23_g3799.t2, FhHiC23_g3799.t1, FhHiC23_g8001.t1	SMTH1_94780.1, SMTH1_94790.1
OG0003596	FhHiC23_g523.t1, FhHiC23_g523.t2	SMTH1_58860.1
OG0003597	FhHiC23_g2322.t1	SMTH1_81380.1
OG0003598	FhHiC23_g5777.t1, FhHiC23_g5777.t2	SMTH1_107210.1, SMTH1_40180.1
OG0003600	FhHiC23_g12565.t1	SMTH1_5960.1
OG0003601	FhHiC23_g9713.t1	SMTH1_30520.1, SMTH1_30520.2
OG0003602	FhHiC23_g7579.t1	SMTH1_71940.1, SMTH1_70590.1, SMTH1_71930.1
OG0003603	FhHiC23_g2283.t1	SMTH1_79020.1
OG0003604	FhHiC23_g12486.t1	SMTH1_1160.1
OG0003605	FhHiC23_g11683.t1, FhHiC23_g11683.t2	SMTH1_18300.1
OG0003606	FhHiC23_g5553.t1	SMTH1_38040.1
OG0003607	FhHiC23_g15477.t1, FhHiC23_g15479.t1	SMTH1_16760.1
OG0003608	FhHiC23_g6344.t1	SMTH1_40090.1
OG0003609	FhHiC23_g5772.t1	SMTH1_27240.1
OG0003610	FhHiC23_g15972.t1	SMTH1_98130.1
OG0003611	FhHiC23_g1399.t1	SMTH1_60260.1, SMTH1_60260.2, SMTH1_60260.3
OG0003612	FhHiC23_g7366.t1	SMTH1_65830.1, SMTH1_65840.1
OG0003613	FhHiC23_g7875.t1	SMTH1_75850.1
OG0003614	FhHiC23_g8173.t1	SMTH1_65650.1
OG0003615	FhHiC23_g5727.t1, FhHiC23_g5653.t1, FhHiC23_g5653.t2	SMTH1_43160.1, SMTH1_43160.2
OG0003616	FhHiC23_g10961.t1, FhHiC23_g10961.t2	SMTH1_19530.1, SMTH1_19530.2, SMTH1_19530.3, SMTH1_19520.1
OG0003617	FhHiC23_g8528.t1	SMTH1_67330.1, SMTH1_67330.2, SMTH1_67330.4, SMTH1_67330.3
OG0003618	FhHiC23_g9752.t1	SMTH1_27070.1, SMTH1_27070.2, SMTH1_27070.5, SMTH1_27070.3, SMTH1_27070.4
OG0003619	FhHiC23_g13105.t1	SMTH1_11690.1
OG0003621	FhHiC23_g2223.t1, FhHiC23_g2223.t2	SMTH1_60290.1
OG0003622	FhHiC23_g4004.t1, FhHiC23_g2095.t1	SMTH1_78280.1, SMTH1_78290.1
OG0003623	FhHiC23_g406.t1	SMTH1_55860.1, SMTH1_55860.2, SMTH1_55860.3, SMTH1_55860.4, SMTH1_55860.5
OG0003624	FhHiC23_g12955.t1	SMTH1_13310.3, SMTH1_13310.4, SMTH1_13310.1, SMTH1_13310.2
OG0003625	FhHiC23_g16381.t1	SMTH1_95460.1
OG0003626	FhHiC23_g3677.t1	SMTH1_94850.2, SMTH1_94850.3, SMTH1_94850.1
OG0003627	FhHiC23_g3675.t1	SMTH1_94590.1, SMTH1_94580.1
OG0003628	FhHiC23_g6142.t1	SMTH1_37410.1
OG0003629	FhHiC23_g12079.t1	SMTH1_8320.1
OG0003630	FhHiC23_g6475.t1	SMTH1_39690.1
OG0003631	FhHiC23_g2763.t1	SMTH1_87480.1, SMTH1_87480.2
OG0003632	FhHiC23_g8058.t1	SMTH1_71630.1, SMTH1_71630.2, SMTH1_71630.3
OG0003633	FhHiC23_g1329.t1	SMTH1_59370.2, SMTH1_59370.1, SMTH1_59370.3
OG0003634	FhHiC23_g2686.t1, FhHiC23_g2686.t2	SMTH1_86700.1, SMTH1_86690.1
OG0003635	FhHiC23_g1014.t1	SMTH1_85090.1
OG0003636	FhHiC23_g2794.t3, FhHiC23_g2794.t1, FhHiC23_g2794.t2, FhHiC23_g2794.t4	SMTH1_82210.1, SMTH1_82200.1
OG0003637	FhHiC23_g7042.t1	SMTH1_74910.1
OG0003638	FhHiC23_g1854.t3, FhHiC23_g1854.t2, FhHiC23_g1854.t4, FhHiC23_g1854.t1, FhHiC23_g1854.t5	SMTH1_60140.1
OG0003639	FhHiC23_g1855.t1, FhHiC23_g1855.t2	SMTH1_60150.1
OG0003640	FhHiC23_g13721.t1, FhHiC23_g13721.t2	SMTH1_5460.1, SMTH1_5460.2
OG0003641	FhHiC23_g2336.t1	SMTH1_84130.1
OG0003643	FhHiC23_g813.t1	SMTH1_80590.1, SMTH1_80590.2
OG0003644	FhHiC23_g15197.t1, FhHiC23_g15197.t2	SMTH1_16730.1
OG0003645	FhHiC23_g1805.t1, FhHiC23_g1805.t2	SMTH1_52500.1, SMTH1_52500.2, SMTH1_52500.3
OG0003646	FhHiC23_g2863.t1	SMTH1_59600.1
OG0003647	FhHiC23_g11109.t1	SMTH1_17110.1, SMTH1_17100.1
OG0003648	FhHiC23_g11942.t1	SMTH1_11260.1, SMTH1_11260.2
OG0003649	FhHiC23_g5642.t1, FhHiC23_g5642.t2	SMTH1_42670.1
OG0003650	FhHiC23_g15527.t1	SMTH1_17200.1, SMTH1_17200.2
OG0003651	FhHiC23_g2200.t1, FhHiC23_g2200.t2	SMTH1_56470.1
OG0003652	FhHiC23_g498.t1, FhHiC23_g492.t2, FhHiC23_g492.t1	SMTH1_60280.1, SMTH1_60270.1
OG0003653	FhHiC23_g5806.t1	SMTH1_44280.1, SMTH1_44270.1
OG0003654	FhHiC23_g7901.t1	SMTH1_74030.1, SMTH1_74030.2
OG0003655	FhHiC23_g4622.t1, FhHiC23_g4622.t2	SMTH1_33350.1
OG0003656	FhHiC23_g2531.t1	SMTH1_78560.1, SMTH1_78570.1
OG0003657	FhHiC23_g13346.t2, FhHiC23_g13346.t1	SMTH1_4110.1, SMTH1_4110.2, SMTH1_4110.5, SMTH1_4110.3, SMTH1_4110.4
OG0003658	FhHiC23_g762.t1	SMTH1_80610.1, SMTH1_80610.2, SMTH1_80610.3
OG0003659	FhHiC23_g14187.t1, FhHiC23_g14187.t2, FhHiC23_g3410.t1, FhHiC23_g3410.t2	SMTH1_87290.1
OG0003660	FhHiC23_g379.t1, FhHiC23_g379.t2, FhHiC23_g379.t3	SMTH1_80180.1, SMTH1_80180.2
OG0003661	FhHiC23_g1834.t1	SMTH1_57980.2, SMTH1_57980.3, SMTH1_57980.1
OG0003662	FhHiC23_g9741.t1, FhHiC23_g7440.t1, FhHiC23_g14189.t1	SMTH1_48910.1
OG0003663	FhHiC23_g1349.t1, FhHiC23_g1349.t2, FhHiC23_g1349.t3	SMTH1_77650.1
OG0003664	FhHiC23_g1431.t1, FhHiC23_g1431.t2	SMTH1_61830.1
OG0003665	FhHiC23_g2840.t1	SMTH1_80700.1
OG0003666	FhHiC23_g7543.t1, FhHiC23_g272.t1, FhHiC23_g7543.t2	SMTH1_64190.1, SMTH1_64180.1
OG0003667	FhHiC23_g10839.t1	SMTH1_18340.1, SMTH1_18340.2, SMTH1_18340.3, SMTH1_18340.4, SMTH1_18340.5, SMTH1_18340.6
OG0003668	FhHiC23_g1580.t1	SMTH1_60060.2, SMTH1_60060.3, SMTH1_60060.1
OG0003669	FhHiC23_g989.t1, FhHiC23_g995.t1	SMTH1_61210.1
OG0003670	FhHiC23_g4525.t1, FhHiC23_g4525.t2	SMTH1_69450.1, SMTH1_69460.1
OG0003671	FhHiC23_g3132.t1	SMTH1_84100.1, SMTH1_84090.1
OG0003672	FhHiC23_g9327.t1	SMTH1_104390.1, SMTH1_104390.2, SMTH1_104380.1
OG0003673	FhHiC23_g16680.t1, FhHiC23_g16680.t2	SMTH1_97600.1, SMTH1_97600.3, SMTH1_97600.2
OG0003674	FhHiC23_g5968.t1	SMTH1_37880.1
OG0003675	FhHiC23_g4528.t1, FhHiC23_g4528.t2	SMTH1_71240.1
OG0003676	FhHiC23_g9036.t1	SMTH1_104470.1, SMTH1_104480.1
OG0003677	FhHiC23_g3169.t4, FhHiC23_g3169.t3, FhHiC23_g3169.t2, FhHiC23_g3169.t1	SMTH1_88560.1, SMTH1_88550.1, SMTH1_25150.1
OG0003678	FhHiC23_g5499.t1	SMTH1_34720.1, SMTH1_34730.1, SMTH1_34730.2
OG0003679	FhHiC23_g14318.t1	SMTH1_49960.1
OG0003680	FhHiC23_g4875.t1	SMTH1_41470.1, SMTH1_41470.2
OG0003681	FhHiC23_g16438.t2, FhHiC23_g16438.t1	SMTH1_96710.1
OG0003682	FhHiC23_g328.t1	SMTH1_83890.1
OG0003683	FhHiC23_g13387.t1	SMTH1_10490.1
OG0003685	FhHiC23_g14159.t1	SMTH1_42270.1
OG0003686	FhHiC23_g16597.t1, FhHiC23_g16597.t2	SMTH1_101040.1, SMTH1_101040.2, SMTH1_101040.3, SMTH1_101040.4
OG0003687	FhHiC23_g16129.t1	SMTH1_96880.1
OG0003689	FhHiC23_g7428.t1	SMTH1_69590.1
OG0003690	FhHiC23_g1766.t1, FhHiC23_g1768.t1	SMTH1_61280.1, SMTH1_61280.2, SMTH1_61280.3
OG0003691	FhHiC23_g9828.t1, FhHiC23_g9829.t1	SMTH1_106570.1, SMTH1_106570.2
OG0003692	FhHiC23_g14022.t1	SMTH1_42400.1
OG0003693	FhHiC23_g1564.t1	SMTH1_59290.1, SMTH1_59290.2
OG0003694	FhHiC23_g10214.t1	SMTH1_26520.1
OG0003695	FhHiC23_g7157.t1	SMTH1_72030.1, SMTH1_72030.2
OG0003696	FhHiC23_g2315.t1, FhHiC23_g2315.t2	SMTH1_77410.1
OG0003697	FhHiC23_g12513.t1, FhHiC23_g12511.t1	SMTH1_1860.1, SMTH1_1860.2
OG0003698	FhHiC23_g5224.t1	SMTH1_36490.2, SMTH1_36490.1, SMTH1_36490.3, SMTH1_36500.1
OG0003699	FhHiC23_g6416.t1	SMTH1_35990.1, SMTH1_35990.2, SMTH1_35990.3, SMTH1_35990.4
OG0003700	FhHiC23_g182.t1, FhHiC23_g182.t2	SMTH1_51590.1
OG0003701	FhHiC23_g3667.t1, FhHiC23_g3667.t2	SMTH1_90770.1
OG0003702	FhHiC23_g14939.t1	SMTH1_23630.1, SMTH1_23630.2, SMTH1_23630.3, SMTH1_23630.4
OG0003703	FhHiC23_g11314.t1	SMTH1_13610.1
OG0003704	FhHiC23_g6117.t1	SMTH1_37240.1
OG0003705	FhHiC23_g5286.t1	SMTH1_38190.1, SMTH1_38190.2, SMTH1_38190.3
OG0003706	FhHiC23_g16620.t1	SMTH1_101260.1
OG0003707	FhHiC23_g13441.t1	SMTH1_5540.1, SMTH1_5560.1, SMTH1_5570.1
OG0003708	FhHiC23_g7630.t1, FhHiC23_g7630.t2	SMTH1_68310.1
OG0003709	FhHiC23_g13326.t1	SMTH1_2610.2, SMTH1_2610.1
OG0003710	FhHiC23_g6588.t1	SMTH1_37270.1
OG0003711	FhHiC23_g8246.t1	SMTH1_74580.1
OG0003712	FhHiC23_g10763.t2, FhHiC23_g10763.t1	SMTH1_19650.1
OG0003713	FhHiC23_g15885.t1	SMTH1_96810.1
OG0003714	FhHiC23_g15893.t1, FhHiC23_g15893.t2, FhHiC23_g15892.t1, FhHiC23_g16030.t1	SMTH1_98680.1, SMTH1_98690.1
OG0003715	FhHiC23_g9589.t1	SMTH1_28400.1, SMTH1_28410.1
OG0003716	FhHiC23_g9408.t2, FhHiC23_g9408.t1	SMTH1_103380.1, SMTH1_103380.2
OG0003717	FhHiC23_g3234.t2, FhHiC23_g3234.t1	SMTH1_81110.1, SMTH1_81110.2, SMTH1_81110.3
OG0003718	FhHiC23_g1101.t1	SMTH1_86360.1
OG0003719	FhHiC23_g149.t1, FhHiC23_g149.t3, FhHiC23_g149.t2	SMTH1_55950.1
OG0003720	FhHiC23_g7948.t1	SMTH1_66600.1
OG0003721	FhHiC23_g16260.t1, FhHiC23_g16260.t2	SMTH1_102100.1
OG0003722	FhHiC23_g16259.t1	SMTH1_102000.1, SMTH1_102010.1
OG0003723	FhHiC23_g9176.t1	SMTH1_103090.1
OG0003724	FhHiC23_g10624.t1	SMTH1_21580.1
OG0003725	FhHiC23_g13250.t1	SMTH1_6450.1
OG0003726	FhHiC23_g243.t1, FhHiC23_g78.t1	SMTH1_60560.2, SMTH1_60560.3, SMTH1_60560.1
OG0003727	FhHiC23_g4636.t1	SMTH1_32180.1
OG0003728	FhHiC23_g15186.t1	SMTH1_22210.1
OG0003729	FhHiC23_g12343.t1	SMTH1_10260.1
OG0003730	FhHiC23_g1132.t1	SMTH1_55690.1
OG0003731	FhHiC23_g3764.t1, FhHiC23_g3764.t2	SMTH1_91880.1, SMTH1_91890.1, SMTH1_91900.1
OG0003732	FhHiC23_g3585.t1	SMTH1_90240.1, SMTH1_90240.3, SMTH1_90240.2
OG0003733	FhHiC23_g12062.t1	SMTH1_8230.1, SMTH1_8230.2
OG0003734	FhHiC23_g12617.t2, FhHiC23_g12617.t1	SMTH1_4260.1
OG0003735	FhHiC23_g12790.t1	SMTH1_5800.1
OG0003736	FhHiC23_g7504.t1, FhHiC23_g7504.t2, FhHiC23_g7504.t3	SMTH1_76800.1
OG0003737	FhHiC23_g12803.t1	SMTH1_1560.1, SMTH1_1550.1
OG0003738	FhHiC23_g13890.t3, FhHiC23_g13890.t1, FhHiC23_g13890.t2, FhHiC23_g16185.t1, FhHiC23_g16187.t1	SMTH1_48780.1, SMTH1_48780.2
OG0003739	FhHiC23_g1275.t1	SMTH1_55640.1, SMTH1_55650.1
OG0003740	FhHiC23_g9478.t1	SMTH1_29840.1
OG0003741	FhHiC23_g1056.t1	SMTH1_59560.1
OG0003742	FhHiC23_g8591.t2, FhHiC23_g8591.t1	SMTH1_65920.1, SMTH1_65930.1
OG0003743	FhHiC23_g7165.t1	SMTH1_71150.1, SMTH1_71150.2, SMTH1_71150.3, SMTH1_71150.4
OG0003744	FhHiC23_g5453.t1, FhHiC23_g5453.t2	SMTH1_34840.3, SMTH1_34840.2, SMTH1_34840.1
OG0003745	FhHiC23_g5466.t1, FhHiC23_g5466.t2	SMTH1_34240.1
OG0003746	FhHiC23_g12328.t1	SMTH1_4140.1, SMTH1_4140.2
OG0003747	FhHiC23_g9284.t2, FhHiC23_g9284.t1, FhHiC23_g9284.t3	SMTH1_27480.4, SMTH1_27480.1, SMTH1_27480.2, SMTH1_27480.3
OG0003748	FhHiC23_g13118.t1, FhHiC23_g13118.t2	SMTH1_3980.1
OG0003749	FhHiC23_g14989.t2, FhHiC23_g14989.t1	SMTH1_23860.1, SMTH1_23860.2
OG0003750	FhHiC23_g2623.t1	SMTH1_88520.1, SMTH1_88520.2, SMTH1_88520.4, SMTH1_88520.3
OG0003752	FhHiC23_g5161.t1, FhHiC23_g5161.t2	SMTH1_38180.1
OG0003753	FhHiC23_g15036.t3, FhHiC23_g15036.t2, FhHiC23_g15036.t1	SMTH1_24040.1
OG0003755	FhHiC23_g13379.t1, FhHiC23_g13379.t2	SMTH1_2770.1
OG0003756	FhHiC23_g8645.t1	SMTH1_100890.1
OG0003757	FhHiC23_g14612.t1	SMTH1_46190.1, SMTH1_46200.1
OG0003758	FhHiC23_g6498.t1	SMTH1_36480.1
OG0003759	FhHiC23_g6830.t1	SMTH1_75930.1, SMTH1_75930.2
OG0003760	FhHiC23_g14436.t1	SMTH1_46480.1
OG0003761	FhHiC23_g547.t1, FhHiC23_g547.t2, FhHiC23_g547.t3	SMTH1_55760.1
OG0003762	FhHiC23_g16494.t1	SMTH1_98090.1, SMTH1_98080.1
OG0003763	FhHiC23_g4925.t1	SMTH1_46050.1
OG0003764	FhHiC23_g6226.t1	SMTH1_43470.1, SMTH1_43470.2
OG0003765	FhHiC23_g10903.t1	SMTH1_13350.1, SMTH1_13350.2, SMTH1_13350.4, SMTH1_13350.3, SMTH1_13350.5, SMTH1_13350.6
OG0003766	FhHiC23_g1029.t1	SMTH1_52010.1
OG0003767	FhHiC23_g8534.t1, FhHiC23_g6973.t2	SMTH1_66880.1
OG0003768	FhHiC23_g12359.t1	SMTH1_2220.1, SMTH1_2220.2, SMTH1_2220.3
OG0003770	FhHiC23_g3337.t1	SMTH1_78250.1
OG0003771	FhHiC23_g11602.t1	SMTH1_7660.1, SMTH1_7650.1
OG0003772	FhHiC23_g1845.t1, FhHiC23_g1845.t2	SMTH1_53790.1, SMTH1_53780.1
OG0003773	FhHiC23_g16182.t1	SMTH1_97960.1
OG0003774	FhHiC23_g8891.t1	SMTH1_80470.1
OG0003775	FhHiC23_g192.t1	SMTH1_78760.1
OG0003776	FhHiC23_g12554.t1	SMTH1_8780.1
OG0003777	FhHiC23_g6964.t1	SMTH1_64670.1, SMTH1_64680.1
OG0003778	FhHiC23_g9314.t1	SMTH1_103070.1
OG0003779	FhHiC23_g15193.t1	SMTH1_15220.1, SMTH1_15230.1
OG0003780	FhHiC23_g8223.t1	SMTH1_74070.1, SMTH1_74070.3, SMTH1_74070.4, SMTH1_74070.2
OG0003781	FhHiC23_g10291.t1	SMTH1_29060.1, SMTH1_29060.2
OG0003782	FhHiC23_g2028.t3	SMTH1_56230.1
OG0003783	FhHiC23_g212.t1, FhHiC23_g212.t2	SMTH1_51380.1, SMTH1_51380.2
OG0003784	FhHiC23_g1125.t1	SMTH1_51510.1
OG0003785	FhHiC23_g14617.t1	SMTH1_49900.1, SMTH1_49910.1
OG0003786	FhHiC23_g7714.t1, FhHiC23_g6999.t1	SMTH1_70790.1, SMTH1_70790.2, SMTH1_70790.4, SMTH1_70790.6, SMTH1_70790.7, SMTH1_70790.8, SMTH1_70790.9, SMTH1_70790.3, SMTH1_70790.5
OG0003787	FhHiC23_g15288.t1, FhHiC23_g15288.t2	SMTH1_23200.1
OG0003788	FhHiC23_g833.t1, FhHiC23_g833.t2	SMTH1_79470.1
OG0003789	FhHiC23_g12543.t1	SMTH1_9070.1
OG0003790	FhHiC23_g5330.t1	SMTH1_33030.1
OG0003791	FhHiC23_g227.t1	SMTH1_51690.1
OG0003792	FhHiC23_g3509.t1, FhHiC23_g3509.t2	SMTH1_61600.1
OG0003793	FhHiC23_g1978.t2, FhHiC23_g1978.t3, FhHiC23_g1978.t4, FhHiC23_g1978.t1	SMTH1_51930.1, SMTH1_51930.2
OG0003794	FhHiC23_g4010.t1	SMTH1_95020.1
OG0003795	FhHiC23_g12979.t1, FhHiC23_g12980.t1	SMTH1_280.1
OG0003796	FhHiC23_g8618.t1	SMTH1_72860.1, SMTH1_72860.2
OG0003797	FhHiC23_g1729.t1	SMTH1_84260.3, SMTH1_84260.2, SMTH1_84260.1
OG0003798	FhHiC23_g16180.t1, FhHiC23_g16180.t2	SMTH1_16790.1
OG0003799	FhHiC23_g4228.t1	SMTH1_90080.1, SMTH1_90070.1
OG0003800	FhHiC23_g10374.t1, FhHiC23_g10374.t2	SMTH1_25970.1
OG0003801	FhHiC23_g1560.t1, FhHiC23_g1561.t1	SMTH1_59260.1, SMTH1_59260.3, SMTH1_59260.2
OG0003802	FhHiC23_g2514.t1, FhHiC23_g10612.t1	SMTH1_87120.2, SMTH1_87120.1
OG0003803	FhHiC23_g11660.t1	SMTH1_11340.1
OG0003804	FhHiC23_g11799.t1	SMTH1_17170.1
OG0003805	FhHiC23_g12371.t1	SMTH1_1170.1
OG0003806	FhHiC23_g13172.t1, FhHiC23_g13172.t2	SMTH1_8930.1
OG0003807	FhHiC23_g14184.t1, FhHiC23_g14184.t2	SMTH1_40930.1
OG0003808	FhHiC23_g2546.t1	SMTH1_88430.1
OG0003809	FhHiC23_g3067.t1	SMTH1_78630.1, SMTH1_78650.1
OG0003810	FhHiC23_g4623.t1	SMTH1_33360.3, SMTH1_33360.1, SMTH1_33360.2
OG0003811	FhHiC23_g9466.t1	SMTH1_29770.1, SMTH1_29770.2
OG0003812	FhHiC23_g9555.t1, FhHiC23_g9555.t5, FhHiC23_g9555.t4, FhHiC23_g9555.t2, FhHiC23_g9555.t3	SMTH1_27650.1, SMTH1_27660.1
OG0003827	FhHiC23_g5317.t1, FhHiC23_g5344.t1	SMTH1_33190.1, SMTH1_33200.1
OG0003828	FhHiC23_g5854.t1	SMTH1_41040.1, SMTH1_41050.1
OG0003829	FhHiC23_g11741.t1	SMTH1_8160.1, SMTH1_8160.3, SMTH1_8160.2
OG0003830	FhHiC23_g11591.t1, FhHiC23_g11593.t1	SMTH1_12660.1, SMTH1_12660.3
OG0003831	FhHiC23_g9389.t1, FhHiC23_g9389.t2	SMTH1_106100.1
OG0003832	FhHiC23_g9184.t1	SMTH1_106060.1
OG0003833	FhHiC23_g14579.t1, FhHiC23_g14579.t2	SMTH1_50020.1
OG0003834	FhHiC23_g12646.t1	SMTH1_3600.1, SMTH1_3600.2
OG0003835	FhHiC23_g10635.t1	SMTH1_17600.1
