Orthogroup	fasciola_hepatica	schistosoma_rodhaini
OG0002348	FhHiC23_g4778.t1	SRDH2_33700.1
OG0002349	FhHiC23_g4364.t1	SRDH2_91690.2, SRDH2_91690.1, SRDH2_91690.3, SRDH2_91700.1
OG0002351	FhHiC23_g1899.t1, FhHiC23_g1899.t2	SRDH2_52040.1
OG0002352	FhHiC23_g16208.t1, FhHiC23_g16208.t2	SRDH2_91210.2, SRDH2_91210.3, SRDH2_91210.4, SRDH2_91210.1
OG0002353	FhHiC23_g2542.t2, FhHiC23_g2542.t3, FhHiC23_g2542.t1, FhHiC23_g2542.t4	SRDH2_77020.1
OG0002354	FhHiC23_g13164.t1	SRDH2_8480.1
OG0002355	FhHiC23_g3398.t1, FhHiC23_g3398.t2	SRDH2_75350.1, SRDH2_75350.2
OG0002356	FhHiC23_g7910.t1, FhHiC23_g7910.t2	SRDH2_65990.1
OG0002357	FhHiC23_g10472.t1, FhHiC23_g10506.t1	SRDH2_28210.1
OG0002358	FhHiC23_g10727.t1	SRDH2_18050.1, SRDH2_18050.2, SRDH2_18050.4, SRDH2_18050.3, SRDH2_18050.5
OG0002359	FhHiC23_g13477.t1	SRDH2_13640.2, SRDH2_13640.1, SRDH2_13640.5, SRDH2_13640.3, SRDH2_13640.4
OG0002360	FhHiC23_g2820.t1	SRDH2_78150.2, SRDH2_78150.1, SRDH2_78150.3
OG0002361	FhHiC23_g3856.t1	SRDH2_87490.1, SRDH2_87490.2, SRDH2_87490.3
OG0002370	FhHiC23_g873.t1	SRDH2_48770.1, SRDH2_47250.1
OG0002371	FhHiC23_g13444.t1	SRDH2_1770.1
OG0002372	FhHiC23_g7937.t1, FhHiC23_g7937.t2	SRDH2_65200.3, SRDH2_65200.2, SRDH2_65200.1, SRDH2_65200.4, SRDH2_65200.6, SRDH2_65200.7, SRDH2_65200.8, SRDH2_65200.9, SRDH2_65200.5
OG0002373	FhHiC23_g2814.t1, FhHiC23_g2814.t2	SRDH2_78200.1
OG0002374	FhHiC23_g13514.t1, FhHiC23_g13514.t2	SRDH2_5670.1
OG0002375	FhHiC23_g9015.t1, FhHiC23_g9015.t2	SRDH2_98810.1
OG0002376	FhHiC23_g763.t1, FhHiC23_g763.t2	SRDH2_73280.6, SRDH2_73280.1, SRDH2_73280.5, SRDH2_73280.2, SRDH2_73280.3, SRDH2_73280.4, SRDH2_73280.7
OG0002377	FhHiC23_g6526.t1	SRDH2_30120.1, SRDH2_30150.1
OG0002378	FhHiC23_g5644.t1, FhHiC23_g5648.t1	SRDH2_40060.1
OG0002379	FhHiC23_g14623.t2, FhHiC23_g14623.t1, FhHiC23_g14623.t3	SRDH2_43110.1
OG0002380	FhHiC23_g15127.t1	SRDH2_23220.1
OG0002381	FhHiC23_g951.t1	SRDH2_54590.1, SRDH2_54590.2
OG0002382	FhHiC23_g12309.t1	SRDH2_10230.2, SRDH2_10230.4, SRDH2_10230.6, SRDH2_10230.1, SRDH2_10230.3, SRDH2_10230.5
OG0002383	FhHiC23_g1688.t1	SRDH2_53740.1
OG0002384	FhHiC23_g3497.t1, FhHiC23_g3497.t2	SRDH2_84250.1
OG0002385	FhHiC23_g6302.t1	SRDH2_29180.1
OG0002387	FhHiC23_g1088.t1, FhHiC23_g1088.t2, FhHiC23_g1088.t3	SRDH2_79190.1, SRDH2_79190.2, SRDH2_79200.1
OG0002388	FhHiC23_g11523.t2, FhHiC23_g11523.t3, FhHiC23_g11523.t1	SRDH2_10990.1
OG0002389	FhHiC23_g16310.t1	SRDH2_91340.1
OG0002390	FhHiC23_g11689.t1, FhHiC23_g11687.t1	SRDH2_16940.2, SRDH2_16940.1, SRDH2_16940.4, SRDH2_16940.3
OG0002391	FhHiC23_g11998.t1, FhHiC23_g11998.t2, FhHiC23_g11998.t3	SRDH2_19190.2, SRDH2_19190.1, SRDH2_19190.3, SRDH2_19190.4
OG0002392	FhHiC23_g16155.t1, FhHiC23_g16155.t2	SRDH2_91880.8, SRDH2_91880.9, SRDH2_91880.1, SRDH2_91880.2, SRDH2_91880.3, SRDH2_91880.4, SRDH2_91880.5, SRDH2_91880.6, SRDH2_91880.7
OG0002393	FhHiC23_g8397.t1, FhHiC23_g8397.t2	SRDH2_61020.1, SRDH2_61020.2, SRDH2_61020.3, SRDH2_61020.4
OG0002394	FhHiC23_g5292.t2, FhHiC23_g5292.t1	SRDH2_31470.1
OG0002395	FhHiC23_g3630.t1	SRDH2_85740.1
OG0002396	FhHiC23_g5945.t1, FhHiC23_g5945.t2	SRDH2_34780.1, SRDH2_34780.2, SRDH2_34780.4, SRDH2_34780.3, SRDH2_34780.5
OG0002397	FhHiC23_g3165.t1, FhHiC23_g3165.t2	SRDH2_80740.1, SRDH2_80740.2
OG0002398	FhHiC23_g12984.t1	SRDH2_5390.8, SRDH2_5390.7, SRDH2_5390.3, SRDH2_5390.4, SRDH2_5390.1, SRDH2_5390.2, SRDH2_5390.5, SRDH2_5390.6
OG0002399	FhHiC23_g13958.t2, FhHiC23_g13958.t1, FhHiC23_g13957.t1, FhHiC23_g13957.t2	SRDH2_41120.2, SRDH2_41120.1
OG0002400	FhHiC23_g12650.t2, FhHiC23_g12650.t1, FhHiC23_g12650.t3	SRDH2_3160.1
OG0002401	FhHiC23_g9572.t1	SRDH2_99570.1, SRDH2_99570.3, SRDH2_99570.2, SRDH2_99570.4
OG0002402	FhHiC23_g15134.t1	SRDH2_22890.1, SRDH2_22890.2
OG0002403	FhHiC23_g10157.t1	SRDH2_24570.1, SRDH2_24570.2
OG0002404	FhHiC23_g12892.t1, FhHiC23_g7985.t1	SRDH2_63560.2, SRDH2_63560.1, SRDH2_63560.3, SRDH2_63560.4
OG0002405	FhHiC23_g13383.t1	SRDH2_1900.5, SRDH2_1900.2, SRDH2_1900.3, SRDH2_1900.1, SRDH2_1900.4
OG0002406	FhHiC23_g11310.t1	SRDH2_8810.4, SRDH2_8810.1, SRDH2_8810.2, SRDH2_8810.3
OG0002407	FhHiC23_g12365.t1	SRDH2_8310.1, SRDH2_8310.2
OG0002407	FhHiC23_g13733.t1	SRDH2_8300.1
OG0002408	FhHiC23_g816.t1, FhHiC23_g816.t2	SRDH2_75590.1, SRDH2_75590.2, SRDH2_75590.3, SRDH2_75590.4
OG0002409	FhHiC23_g3934.t1	SRDH2_86980.1
OG0002410	FhHiC23_g13925.t1, FhHiC23_g681.t1, FhHiC23_g680.t1, FhHiC23_g4782.t1	SRDH2_33070.1
OG0002411	FhHiC23_g16206.t2, FhHiC23_g16206.t1	SRDH2_91580.2, SRDH2_91580.3, SRDH2_91580.1
OG0002412	FhHiC23_g5333.t1	SRDH2_30020.1
OG0002413	FhHiC23_g16389.t1	SRDH2_90170.1, SRDH2_90170.2, SRDH2_90170.3, SRDH2_90170.4, SRDH2_90170.5, SRDH2_90170.6, SRDH2_90170.7, SRDH2_90170.8
OG0002415	FhHiC23_g15500.t1	SRDH2_21040.1, SRDH2_21040.2, SRDH2_21040.3, SRDH2_21040.4
OG0002416	FhHiC23_g14509.t1, FhHiC23_g14509.t3, FhHiC23_g14509.t2	SRDH2_41070.5, SRDH2_41070.1, SRDH2_41070.2, SRDH2_41070.3, SRDH2_41070.4
OG0002417	FhHiC23_g10794.t1	SRDH2_16740.1, SRDH2_16740.2, SRDH2_16740.3, SRDH2_16740.4
OG0002418	FhHiC23_g6180.t1	SRDH2_34930.5, SRDH2_34930.2, SRDH2_34930.4, SRDH2_34930.1, SRDH2_34930.3
OG0002419	FhHiC23_g4620.t1, FhHiC23_g4620.t2, FhHiC23_g4620.t3	SRDH2_29060.1
OG0002420	FhHiC23_g5866.t1, FhHiC23_g5866.t2	SRDH2_35100.1, SRDH2_35100.2, SRDH2_35100.3, SRDH2_35100.4, SRDH2_35100.5, SRDH2_35100.6, SRDH2_35100.7, SRDH2_35100.9, SRDH2_35100.10, SRDH2_35100.8, SRDH2_35100.11
OG0002421	FhHiC23_g2730.t1, FhHiC23_g2730.t3, FhHiC23_g2730.t2	SRDH2_73910.1
OG0002422	FhHiC23_g6092.t1	SRDH2_32400.1
OG0002423	FhHiC23_g1038.t1, FhHiC23_g1037.t1, FhHiC23_g1038.t2	SRDH2_72450.1, SRDH2_72450.3, SRDH2_72450.2, SRDH2_72450.4
OG0002424	FhHiC23_g1782.t1, FhHiC23_g1782.t2	SRDH2_57230.1
OG0002425	FhHiC23_g6185.t1, FhHiC23_g6185.t2, FhHiC23_g6186.t1	SRDH2_32170.5, SRDH2_32170.6, SRDH2_32170.7, SRDH2_32170.3, SRDH2_32170.8, SRDH2_32170.1, SRDH2_32170.2, SRDH2_32170.4
OG0002426	FhHiC23_g14246.t2, FhHiC23_g14246.t1	SRDH2_38030.1
OG0002427	FhHiC23_g637.t1, FhHiC23_g4042.t1, FhHiC23_g3954.t1, FhHiC23_g3954.t2	SRDH2_8800.1, SRDH2_8790.1
OG0002428	FhHiC23_g11413.t1, FhHiC23_g11413.t2	SRDH2_14520.4, SRDH2_14520.2, SRDH2_14520.3, SRDH2_14520.1
OG0002429	FhHiC23_g4768.t1, FhHiC23_g4768.t2	SRDH2_40120.1
OG0002430	FhHiC23_g2724.t1	SRDH2_76290.1, SRDH2_76290.5, SRDH2_76290.3, SRDH2_76290.4, SRDH2_76290.6, SRDH2_76290.2
OG0002431	FhHiC23_g14499.t1	SRDH2_34250.1, SRDH2_34250.2, SRDH2_34250.3, SRDH2_34250.9, SRDH2_34250.10, SRDH2_34250.11, SRDH2_34250.4, SRDH2_34250.5, SRDH2_34250.6, SRDH2_34250.7, SRDH2_34250.8
OG0002432	FhHiC23_g8139.t1	SRDH2_62320.1
OG0002433	FhHiC23_g10916.t1	SRDH2_19840.1
OG0002434	FhHiC23_g5632.t1, FhHiC23_g5634.t1, FhHiC23_g5634.t2	SRDH2_32460.1
OG0002435	FhHiC23_g6156.t1, FhHiC23_g6156.t2	SRDH2_29120.1, SRDH2_29120.4, SRDH2_29120.5, SRDH2_29120.2, SRDH2_29120.3
OG0002436	FhHiC23_g14986.t1, FhHiC23_g14986.t2	SRDH2_22530.1
OG0002437	FhHiC23_g1190.t1	SRDH2_53360.1, SRDH2_53360.4, SRDH2_53360.3, SRDH2_53360.2, SRDH2_53360.5
OG0002438	FhHiC23_g6112.t1	SRDH2_35370.1
OG0002439	FhHiC23_g1032.t1, FhHiC23_g1032.t4, FhHiC23_g1032.t2, FhHiC23_g1032.t3	SRDH2_53230.1, SRDH2_53230.4, SRDH2_53230.2, SRDH2_53230.3
OG0002440	FhHiC23_g8343.t1	SRDH2_71060.5, SRDH2_71060.1, SRDH2_71060.2, SRDH2_71060.3, SRDH2_71060.6, SRDH2_71060.7, SRDH2_71060.8, SRDH2_71060.4
OG0002441	FhHiC23_g1244.t1, FhHiC23_g1245.t1	SRDH2_49840.1, SRDH2_49840.3, SRDH2_49840.2
OG0002442	FhHiC23_g14518.t1	SRDH2_42880.1
OG0002443	FhHiC23_g14220.t1	SRDH2_45800.1
OG0002444	FhHiC23_g8384.t1	SRDH2_58740.1
OG0002445	FhHiC23_g7843.t1	SRDH2_71040.2, SRDH2_71040.4, SRDH2_71040.3, SRDH2_71040.1
OG0002446	FhHiC23_g7279.t2, FhHiC23_g7279.t1	SRDH2_64080.1
OG0002447	FhHiC23_g11821.t1	SRDH2_7600.3, SRDH2_7600.1, SRDH2_7600.2, SRDH2_7600.4, SRDH2_7600.5, SRDH2_7600.6
OG0002448	FhHiC23_g5024.t1	SRDH2_36330.5, SRDH2_36330.7, SRDH2_36330.2, SRDH2_36330.3, SRDH2_36330.4, SRDH2_36330.6, SRDH2_36330.1
OG0002449	FhHiC23_g11903.t1	SRDH2_18750.1
OG0002450	FhHiC23_g8047.t1, FhHiC23_g8047.t2	SRDH2_67540.1, SRDH2_67540.2
OG0002451	FhHiC23_g2727.t1	SRDH2_73890.5, SRDH2_73890.4, SRDH2_73890.3, SRDH2_73890.1, SRDH2_73890.2
OG0002452	FhHiC23_g13772.t1	SRDH2_8170.1, SRDH2_8170.2
OG0002453	FhHiC23_g1800.t1	SRDH2_47930.1
OG0002454	FhHiC23_g8247.t2, FhHiC23_g8247.t3, FhHiC23_g8247.t1	SRDH2_69050.6, SRDH2_69050.1, SRDH2_69050.2, SRDH2_69050.3, SRDH2_69050.4, SRDH2_69050.5, SRDH2_69050.7
OG0002455	FhHiC23_g8605.t1	SRDH2_66460.6, SRDH2_66460.7, SRDH2_66460.1, SRDH2_66460.3, SRDH2_66460.4, SRDH2_66460.2, SRDH2_66460.5
OG0002458	FhHiC23_g4106.t1	SRDH2_87220.1, SRDH2_87120.1, SRDH2_87300.1, SRDH2_87310.1, SRDH2_87070.1, SRDH2_87280.1, SRDH2_87050.1, SRDH2_87230.1, SRDH2_87260.1, SRDH2_87160.1, SRDH2_87060.1, SRDH2_87180.1, SRDH2_87360.1
OG0002459	FhHiC23_g14277.t1, FhHiC23_g14277.t2	SRDH2_32670.1, SRDH2_31990.1, SRDH2_31990.2
OG0002460	FhHiC23_g13522.t1	SRDH2_8520.1
OG0002461	FhHiC23_g13440.t1	SRDH2_9720.1, SRDH2_9690.1
OG0002462	FhHiC23_g6766.t1	SRDH2_67870.4, SRDH2_67870.1, SRDH2_67870.2, SRDH2_67870.3
OG0002463	FhHiC23_g3706.t1	SRDH2_85790.1, SRDH2_85790.2
OG0002464	FhHiC23_g9937.t1	SRDH2_28470.1
OG0002465	FhHiC23_g3725.t1	SRDH2_85170.1
OG0002466	FhHiC23_g10411.t1, FhHiC23_g10411.t2, FhHiC23_g10411.t3	SRDH2_97270.1
OG0002467	FhHiC23_g534.t1, FhHiC23_g534.t2	SRDH2_51520.1, SRDH2_51520.2
OG0002468	FhHiC23_g3117.t1	SRDH2_77690.1, SRDH2_77690.2, SRDH2_77690.3, SRDH2_77690.4, SRDH2_77690.5
OG0002469	FhHiC23_g13226.t1	SRDH2_4510.1, SRDH2_4510.3, SRDH2_4510.4, SRDH2_4510.2
OG0002470	FhHiC23_g2264.t1, FhHiC23_g2265.t1	SRDH2_81110.1, SRDH2_81110.3, SRDH2_81110.2
OG0002471	FhHiC23_g885.t1, FhHiC23_g885.t2	SRDH2_76720.1
OG0002472	FhHiC23_g5384.t1	SRDH2_34410.1, SRDH2_34410.2, SRDH2_34410.3, SRDH2_34410.4
OG0002473	FhHiC23_g13601.t1	SRDH2_10080.4, SRDH2_10080.5, SRDH2_10080.6, SRDH2_10080.1, SRDH2_10080.2, SRDH2_10080.3, SRDH2_10080.7
OG0002475	FhHiC23_g10950.t1	SRDH2_19220.1
OG0002476	FhHiC23_g4868.t1	SRDH2_31270.1, SRDH2_31270.2, SRDH2_31270.3, SRDH2_31270.4, SRDH2_31270.5, SRDH2_31270.6, SRDH2_31270.7
OG0002477	FhHiC23_g3269.t1	SRDH2_78380.6, SRDH2_78380.2, SRDH2_78380.5, SRDH2_78380.3, SRDH2_78380.4, SRDH2_78380.7, SRDH2_78380.8, SRDH2_78380.1
OG0002478	FhHiC23_g46.t1	SRDH2_52240.1
OG0002479	FhHiC23_g7687.t1	SRDH2_64970.1
OG0002480	FhHiC23_g9730.t1	SRDH2_28300.3, SRDH2_28300.10, SRDH2_28300.2, SRDH2_28300.4, SRDH2_28300.5, SRDH2_28300.6, SRDH2_28300.7, SRDH2_28300.8, SRDH2_28300.9, SRDH2_28300.1
OG0002481	FhHiC23_g13216.t3, FhHiC23_g13216.t2, FhHiC23_g13216.t4, FhHiC23_g13216.t1	SRDH2_6130.1, SRDH2_6130.3, SRDH2_6130.2
OG0002482	FhHiC23_g7850.t1, FhHiC23_g7850.t2	SRDH2_63290.1
OG0002483	FhHiC23_g15240.t1, FhHiC23_g15241.t1	SRDH2_20700.1, SRDH2_20700.6, SRDH2_20700.7, SRDH2_20700.2, SRDH2_20700.3, SRDH2_20700.4, SRDH2_20700.5
OG0002484	FhHiC23_g10369.t1	SRDH2_24150.1, SRDH2_24150.2
OG0002485	FhHiC23_g5397.t1	SRDH2_38240.1
OG0002486	FhHiC23_g9651.t1	SRDH2_24240.1
OG0002487	FhHiC23_g2073.t1	SRDH2_82040.1
OG0002488	FhHiC23_g841.t1	SRDH2_55830.1
OG0002489	FhHiC23_g10462.t1, FhHiC23_g10462.t2	SRDH2_27720.1, SRDH2_27720.2
OG0002490	FhHiC23_g387.t3, FhHiC23_g387.t1, FhHiC23_g387.t2	SRDH2_76060.1
OG0002491	FhHiC23_g9237.t2, FhHiC23_g9237.t1	SRDH2_96300.4, SRDH2_96300.1, SRDH2_96300.3, SRDH2_96300.5, SRDH2_96300.2
OG0002492	FhHiC23_g1663.t1	SRDH2_76710.1
OG0002493	FhHiC23_g7915.t1	SRDH2_65310.2, SRDH2_65310.6, SRDH2_65310.1, SRDH2_65310.3, SRDH2_65310.4, SRDH2_65310.8, SRDH2_65310.7, SRDH2_65310.9, SRDH2_65310.5
OG0002494	FhHiC23_g13047.t1	SRDH2_1680.1
OG0002495	FhHiC23_g11532.t2, FhHiC23_g11532.t1	SRDH2_13410.1, SRDH2_13410.2
OG0002496	FhHiC23_g14149.t1, FhHiC23_g14148.t1	SRDH2_43150.1
OG0002497	FhHiC23_g1965.t1, FhHiC23_g1965.t2	SRDH2_46470.3, SRDH2_46470.2, SRDH2_46470.5, SRDH2_46470.4, SRDH2_46470.1, SRDH2_46470.6
OG0002498	FhHiC23_g13432.t1, FhHiC23_g13432.t2	SRDH2_880.1
OG0002499	FhHiC23_g2027.t1	SRDH2_50350.1
OG0002500	FhHiC23_g13115.t1	SRDH2_230.1, SRDH2_230.2, SRDH2_230.3, SRDH2_230.4
OG0002501	FhHiC23_g13148.t1, FhHiC23_g13148.t2	SRDH2_10000.1
OG0002502	FhHiC23_g1998.t1, FhHiC23_g1998.t2	SRDH2_57120.1
OG0002503	FhHiC23_g3507.t1, FhHiC23_g3507.t2	SRDH2_85780.1, SRDH2_85780.2
OG0002504	FhHiC23_g10182.t1	SRDH2_24190.3, SRDH2_24190.4, SRDH2_24190.5, SRDH2_24190.6, SRDH2_24190.7, SRDH2_24190.1, SRDH2_24190.2
OG0002505	FhHiC23_g159.t1	SRDH2_52550.1, SRDH2_52550.2
OG0002506	FhHiC23_g6239.t1, FhHiC23_g6240.t1	SRDH2_38290.1, SRDH2_38290.2
OG0002507	FhHiC23_g3629.t1	SRDH2_85000.1
OG0002508	FhHiC23_g8437.t1, FhHiC23_g8437.t2	SRDH2_65700.1, SRDH2_65700.2, SRDH2_65700.3, SRDH2_65700.4
OG0002509	FhHiC23_g10742.t1	SRDH2_9500.1, SRDH2_9500.2
OG0002510	FhHiC23_g7597.t1	SRDH2_59090.1, SRDH2_59020.1, SRDH2_59030.1
OG0002511	FhHiC23_g1267.t1, FhHiC23_g1267.t2	SRDH2_73330.1, SRDH2_73330.2, SRDH2_73330.3, SRDH2_73330.4
OG0002512	FhHiC23_g7261.t1	SRDH2_64460.1
OG0002513	FhHiC23_g10857.t1, FhHiC23_g10856.t1, FhHiC23_g803.t1	SRDH2_51580.2, SRDH2_51580.3, SRDH2_51580.1
OG0002514	FhHiC23_g11759.t1	SRDH2_16460.1
OG0002515	FhHiC23_g14621.t1	SRDH2_42160.3, SRDH2_42160.4, SRDH2_42160.2, SRDH2_42160.1
OG0002516	FhHiC23_g2441.t1	SRDH2_78590.1
OG0002526	FhHiC23_g11628.t2, FhHiC23_g11628.t1	SRDH2_12640.1
OG0002527	FhHiC23_g14608.t1, FhHiC23_g14608.t2	SRDH2_41860.1, SRDH2_41860.2, SRDH2_41860.3, SRDH2_41860.4, SRDH2_41860.5, SRDH2_41860.6, SRDH2_41860.7
OG0002528	FhHiC23_g10333.t2, FhHiC23_g10333.t1	SRDH2_97830.1, SRDH2_97830.2
OG0002529	FhHiC23_g308.t1	SRDH2_56320.4, SRDH2_56320.1, SRDH2_56320.2, SRDH2_56320.3
OG0002530	FhHiC23_g3245.t1, FhHiC23_g3246.t1	SRDH2_76580.1, SRDH2_76580.2, SRDH2_76590.1
OG0002531	FhHiC23_g9302.t3, FhHiC23_g9302.t2, FhHiC23_g9302.t1	SRDH2_27860.1
OG0002532	FhHiC23_g817.t1	SRDH2_74090.1, SRDH2_74090.2
OG0002533	FhHiC23_g8167.t1, FhHiC23_g8167.t2	SRDH2_65970.1, SRDH2_65970.2, SRDH2_65970.3, SRDH2_65970.4
OG0002534	FhHiC23_g16664.t1	SRDH2_92970.1
OG0002535	FhHiC23_g4808.t1	SRDH2_33060.1, SRDH2_33060.2, SRDH2_33060.3
OG0002536	FhHiC23_g13067.t1	SRDH2_12720.1
OG0002537	FhHiC23_g3595.t1	SRDH2_84850.4, SRDH2_84850.1, SRDH2_84850.3, SRDH2_84850.2
OG0002538	FhHiC23_g7031.t1, FhHiC23_g7031.t2	SRDH2_62380.3, SRDH2_62380.1, SRDH2_62380.4, SRDH2_62380.2
OG0002539	FhHiC23_g9724.t1, FhHiC23_g9724.t2, FhHiC23_g9724.t3	SRDH2_26810.4, SRDH2_26810.3, SRDH2_26810.2, SRDH2_26810.5, SRDH2_26810.1
OG0002540	FhHiC23_g4858.t1	SRDH2_39180.9, SRDH2_39180.8, SRDH2_39180.2, SRDH2_39180.4, SRDH2_39180.1, SRDH2_39180.3, SRDH2_39180.5, SRDH2_39180.7, SRDH2_39180.6
OG0002541	FhHiC23_g1685.t1	SRDH2_56650.1, SRDH2_56650.2, SRDH2_56650.3, SRDH2_56650.4
OG0002542	FhHiC23_g16600.t1	SRDH2_93370.2, SRDH2_93370.1, SRDH2_93370.3, SRDH2_93370.4
OG0002543	FhHiC23_g5136.t1	SRDH2_29320.1
OG0002544	FhHiC23_g1898.t1	SRDH2_48450.1
OG0002545	FhHiC23_g10362.t2, FhHiC23_g10362.t1	SRDH2_24120.2, SRDH2_24120.1, SRDH2_24120.4, SRDH2_24120.3
OG0002546	FhHiC23_g11379.t2, FhHiC23_g11379.t1, FhHiC23_g11379.t3	SRDH2_18680.1
OG0002547	FhHiC23_g9213.t1	SRDH2_99310.1, SRDH2_99310.2
OG0002548	FhHiC23_g9001.t1, FhHiC23_g9001.t2, FhHiC23_g9001.t3	SRDH2_96970.1, SRDH2_96970.2, SRDH2_96970.3
OG0002549	FhHiC23_g9297.t1	SRDH2_28200.1, SRDH2_28200.2
OG0002550	FhHiC23_g404.t2, FhHiC23_g404.t3, FhHiC23_g404.t1, FhHiC23_g404.t4	SRDH2_47650.3, SRDH2_47650.1, SRDH2_47650.2
OG0002551	FhHiC23_g5381.t1	SRDH2_31430.1, SRDH2_31440.1, SRDH2_31440.2, SRDH2_31440.3
OG0002552	FhHiC23_g6476.t1, FhHiC23_g12813.t1	SRDH2_4330.1, SRDH2_4330.2, SRDH2_4330.3, SRDH2_4330.4
OG0002553	FhHiC23_g8057.t1, FhHiC23_g8057.t2	SRDH2_68050.2, SRDH2_68050.4, SRDH2_68050.1
OG0002554	FhHiC23_g7180.t1	SRDH2_60470.1
OG0002555	FhHiC23_g14289.t1, FhHiC23_g14364.t1, FhHiC23_g14365.t1, FhHiC23_g14375.t1, FhHiC23_g14373.t1, FhHiC23_g14374.t1, FhHiC23_g14371.t1, FhHiC23_g14372.t1, FhHiC23_g14372.t2, FhHiC23_g14369.t1, FhHiC23_g14370.t1, FhHiC23_g14367.t1, FhHiC23_g14368.t1	SRDH2_33530.1
OG0002556	FhHiC23_g15423.t1	SRDH2_20760.5, SRDH2_20760.4, SRDH2_20760.6, SRDH2_20760.7, SRDH2_20790.1
OG0002557	FhHiC23_g14852.t1, FhHiC23_g14852.t2	SRDH2_42760.1
OG0002558	FhHiC23_g12983.t1	SRDH2_4080.1, SRDH2_4080.2, SRDH2_4080.3, SRDH2_4080.4, SRDH2_4080.5, SRDH2_4080.6, SRDH2_1050.1
OG0002559	FhHiC23_g4708.t1, FhHiC23_g4708.t2	SRDH2_24920.1, SRDH2_24920.2, SRDH2_24920.3
OG0002560	FhHiC23_g8654.t2, FhHiC23_g8654.t1	SRDH2_93740.1, SRDH2_93740.2
OG0002561	FhHiC23_g11583.t1, FhHiC23_g11583.t2	SRDH2_9750.1
OG0002562	FhHiC23_g13527.t1	SRDH2_9250.1, SRDH2_9250.2, SRDH2_9250.3
OG0002564	FhHiC23_g3178.t1	SRDH2_79440.4, SRDH2_79440.3, SRDH2_79440.5, SRDH2_79440.6, SRDH2_79440.1, SRDH2_79440.7, SRDH2_79440.10, SRDH2_79440.9, SRDH2_79440.8, SRDH2_79440.2
OG0002565	FhHiC23_g13384.t1, FhHiC23_g12779.t1	SRDH2_2440.1, SRDH2_2430.1
OG0002566	FhHiC23_g8574.t1, FhHiC23_g8572.t2, FhHiC23_g8572.t1	SRDH2_67430.1
OG0002567	FhHiC23_g5030.t1, FhHiC23_g5030.t2	SRDH2_32960.1, SRDH2_32960.2, SRDH2_32960.3
OG0002568	FhHiC23_g8027.t1, FhHiC23_g8027.t2	SRDH2_65220.1, SRDH2_65220.3, SRDH2_65220.4, SRDH2_65220.2
OG0002569	FhHiC23_g7241.t1	SRDH2_66270.2, SRDH2_66270.1, SRDH2_66270.3
OG0002570	FhHiC23_g5044.t2, FhHiC23_g5044.t1	SRDH2_36840.1, SRDH2_36840.2
OG0002571	FhHiC23_g4965.t1, FhHiC23_g4965.t2	SRDH2_40470.1, SRDH2_40470.2, SRDH2_40470.3
OG0002572	FhHiC23_g6984.t1, FhHiC23_g6984.t2	SRDH2_60810.1, SRDH2_60810.2
OG0002574	FhHiC23_g2263.t1	SRDH2_77150.3, SRDH2_77150.2, SRDH2_77150.1
OG0002575	FhHiC23_g10382.t1	SRDH2_24590.1
OG0002576	FhHiC23_g1183.t1	SRDH2_80580.1
OG0002577	FhHiC23_g6103.t1, FhHiC23_g6104.t1	SRDH2_55580.1, SRDH2_55560.1
OG0002578	FhHiC23_g424.t1	SRDH2_50080.8, SRDH2_50080.6, SRDH2_50080.5, SRDH2_50080.7, SRDH2_50080.2, SRDH2_50080.4, SRDH2_50080.1, SRDH2_50080.3
OG0002579	FhHiC23_g9459.t1, FhHiC23_g9459.t2, FhHiC23_g9457.t1	SRDH2_97150.1
OG0002580	FhHiC23_g8589.t1, FhHiC23_g8589.t2, FhHiC23_g8589.t3, FhHiC23_g8589.t4	SRDH2_60980.3, SRDH2_60980.4, SRDH2_60980.1, SRDH2_60980.2
OG0002581	FhHiC23_g8587.t1, FhHiC23_g8587.t2	SRDH2_62160.1, SRDH2_62160.2
OG0002582	FhHiC23_g5269.t1	SRDH2_32600.1, SRDH2_32600.3, SRDH2_32600.2, SRDH2_32600.4
OG0002583	FhHiC23_g16831.t1	SRDH2_90610.1
OG0002584	FhHiC23_g6584.t1	SRDH2_39230.4, SRDH2_39230.5, SRDH2_39230.3, SRDH2_39230.6, SRDH2_39230.2, SRDH2_39230.1
OG0002585	FhHiC23_g15455.t1	SRDH2_21360.1
OG0002586	FhHiC23_g15341.t1	SRDH2_19470.6, SRDH2_19470.1, SRDH2_19470.2, SRDH2_19470.7, SRDH2_19470.8, SRDH2_19470.11, SRDH2_19470.4, SRDH2_19470.5, SRDH2_19470.9, SRDH2_19470.10, SRDH2_19470.3
OG0002587	FhHiC23_g3689.t1, FhHiC23_g3689.t2	SRDH2_85090.2, SRDH2_85090.1, SRDH2_85090.3
OG0002588	FhHiC23_g7743.t2, FhHiC23_g7743.t1, FhHiC23_g7743.t3	SRDH2_62760.1
OG0002589	FhHiC23_g7331.t1	SRDH2_62570.1, SRDH2_62570.2, SRDH2_62570.3, SRDH2_62570.4, SRDH2_62570.5, SRDH2_62570.6, SRDH2_62570.7, SRDH2_62570.9, SRDH2_62570.8
