Orthogroup	fasciola_hepatica	schistosoma_margrebowiei
OG0002407	FhHiC23_g13733.t1	SMRG1_7720.1
OG0002408	FhHiC23_g816.t1, FhHiC23_g816.t2	SMRG1_74370.1, SMRG1_74370.4, SMRG1_74370.2, SMRG1_74370.3
OG0002409	FhHiC23_g3934.t1	SMRG1_85330.1, SMRG1_85330.2
OG0002410	FhHiC23_g13925.t1, FhHiC23_g681.t1, FhHiC23_g680.t1, FhHiC23_g4782.t1	SMRG1_35610.1, SMRG1_35610.2
OG0002412	FhHiC23_g5333.t1	SMRG1_29750.1, SMRG1_29750.2, SMRG1_29750.3
OG0002413	FhHiC23_g16389.t1	SMRG1_88280.4, SMRG1_88280.5, SMRG1_88280.6, SMRG1_88280.7, SMRG1_88280.2, SMRG1_88280.3, SMRG1_88280.1
OG0002415	FhHiC23_g15500.t1	SMRG1_21330.1, SMRG1_21330.2, SMRG1_21330.3
OG0002416	FhHiC23_g14509.t1, FhHiC23_g14509.t3, FhHiC23_g14509.t2	SMRG1_41040.1, SMRG1_41040.2, SMRG1_41040.3, SMRG1_41040.4, SMRG1_41040.5
OG0002417	FhHiC23_g10794.t1	SMRG1_15810.4, SMRG1_15810.1, SMRG1_15810.2, SMRG1_15810.3
OG0002418	FhHiC23_g6180.t1	SMRG1_33050.1, SMRG1_33050.2
OG0002419	FhHiC23_g4620.t1, FhHiC23_g4620.t2, FhHiC23_g4620.t3	SMRG1_28760.1, SMRG1_28760.2
OG0002420	FhHiC23_g5866.t1, FhHiC23_g5866.t2	SMRG1_33220.1, SMRG1_33220.2
OG0002421	FhHiC23_g2730.t1, FhHiC23_g2730.t3, FhHiC23_g2730.t2	SMRG1_71480.1
OG0002422	FhHiC23_g6092.t1	SMRG1_34890.1, SMRG1_34890.2
OG0002423	FhHiC23_g1038.t1, FhHiC23_g1037.t1, FhHiC23_g1038.t2	SMRG1_72630.1
OG0002424	FhHiC23_g1782.t1, FhHiC23_g1782.t2	SMRG1_56560.1, SMRG1_56560.2, SMRG1_56560.3, SMRG1_56560.4
OG0002425	FhHiC23_g6185.t1, FhHiC23_g6185.t2, FhHiC23_g6186.t1	SMRG1_34610.1, SMRG1_34610.2
OG0002426	FhHiC23_g14246.t2, FhHiC23_g14246.t1	SMRG1_37050.1, SMRG1_37050.3, SMRG1_37050.2
OG0002427	FhHiC23_g637.t1, FhHiC23_g4042.t1, FhHiC23_g3954.t1, FhHiC23_g3954.t2	SMRG1_8160.1
OG0002428	FhHiC23_g11413.t1, FhHiC23_g11413.t2	SMRG1_12100.1
OG0002429	FhHiC23_g4768.t1, FhHiC23_g4768.t2	SMRG1_40090.1
OG0002430	FhHiC23_g2724.t1	SMRG1_75070.1, SMRG1_75070.2
OG0002431	FhHiC23_g14499.t1	SMRG1_36740.1
OG0002432	FhHiC23_g8139.t1	SMRG1_60030.2, SMRG1_60030.3, SMRG1_60030.1
OG0002433	FhHiC23_g10916.t1	SMRG1_18910.1
OG0002434	FhHiC23_g5632.t1, FhHiC23_g5634.t1, FhHiC23_g5634.t2	SMRG1_34970.1
OG0002435	FhHiC23_g6156.t1, FhHiC23_g6156.t2	SMRG1_28850.1
OG0002436	FhHiC23_g14986.t1, FhHiC23_g14986.t2	SMRG1_22010.1, SMRG1_22010.2
OG0002437	FhHiC23_g1190.t1	SMRG1_53270.1
OG0002438	FhHiC23_g6112.t1	SMRG1_33480.4, SMRG1_33480.3, SMRG1_33480.5, SMRG1_33480.1, SMRG1_33480.2
OG0002439	FhHiC23_g1032.t1, FhHiC23_g1032.t4, FhHiC23_g1032.t2, FhHiC23_g1032.t3	SMRG1_53420.1, SMRG1_53420.2
OG0002440	FhHiC23_g8343.t1	SMRG1_69040.1, SMRG1_69040.3, SMRG1_69040.5, SMRG1_69040.4, SMRG1_69040.2
OG0002441	FhHiC23_g1244.t1, FhHiC23_g1245.t1	SMRG1_49770.1, SMRG1_49770.2
OG0002442	FhHiC23_g14518.t1	SMRG1_42880.1, SMRG1_42880.3, SMRG1_42880.2, SMRG1_42880.4
OG0002443	FhHiC23_g14220.t1	SMRG1_45870.1, SMRG1_45870.2, SMRG1_45870.3, SMRG1_45870.4
OG0002444	FhHiC23_g8384.t1	SMRG1_57900.1
OG0002445	FhHiC23_g7843.t1	SMRG1_69020.1, SMRG1_69020.2
OG0002446	FhHiC23_g7279.t2, FhHiC23_g7279.t1	SMRG1_63090.1, SMRG1_63090.2, SMRG1_63090.3, SMRG1_63090.4
OG0002447	FhHiC23_g11821.t1	SMRG1_7120.1
OG0002448	FhHiC23_g5024.t1	SMRG1_32310.1, SMRG1_32310.2
OG0002449	FhHiC23_g11903.t1	SMRG1_16750.1, SMRG1_16750.4, SMRG1_16750.2, SMRG1_16750.3
OG0002450	FhHiC23_g8047.t1, FhHiC23_g8047.t2	SMRG1_65760.1
OG0002451	FhHiC23_g2727.t1	SMRG1_71460.1
OG0002452	FhHiC23_g13772.t1	SMRG1_7580.1, SMRG1_7580.2
OG0002453	FhHiC23_g1800.t1	SMRG1_47800.3, SMRG1_47800.1, SMRG1_47800.2, SMRG1_47800.4
OG0002454	FhHiC23_g8247.t2, FhHiC23_g8247.t3, FhHiC23_g8247.t1	SMRG1_67690.1
OG0002455	FhHiC23_g8605.t1	SMRG1_66540.1
OG0002458	FhHiC23_g4106.t1	SMRG1_85360.1, SMRG1_85360.2
OG0002459	FhHiC23_g14277.t1, FhHiC23_g14277.t2	SMRG1_38190.1
OG0002460	FhHiC23_g13522.t1	SMRG1_7910.3, SMRG1_7910.5, SMRG1_7910.2, SMRG1_7910.1, SMRG1_7910.4
OG0002461	FhHiC23_g13440.t1	SMRG1_9010.1
OG0002462	FhHiC23_g6766.t1	SMRG1_64810.1
OG0002463	FhHiC23_g3706.t1	SMRG1_84200.1, SMRG1_84200.2
OG0002464	FhHiC23_g9937.t1	SMRG1_28200.1
OG0002465	FhHiC23_g3725.t1	SMRG1_83630.3, SMRG1_83630.1, SMRG1_83630.2
OG0002466	FhHiC23_g10411.t1, FhHiC23_g10411.t2, FhHiC23_g10411.t3	SMRG1_95290.1, SMRG1_95290.2, SMRG1_95290.3, SMRG1_95290.4
OG0002467	FhHiC23_g534.t1, FhHiC23_g534.t2	SMRG1_51200.1, SMRG1_51200.2, SMRG1_51200.3, SMRG1_51200.4
OG0002468	FhHiC23_g3117.t1	SMRG1_76430.4, SMRG1_76430.3, SMRG1_76430.2, SMRG1_76430.1, SMRG1_76430.5
OG0002469	FhHiC23_g13226.t1	SMRG1_4270.3, SMRG1_4270.2, SMRG1_4270.4, SMRG1_4270.1
OG0002470	FhHiC23_g2264.t1, FhHiC23_g2265.t1	SMRG1_79560.2, SMRG1_79560.1
OG0002471	FhHiC23_g885.t1, FhHiC23_g885.t2	SMRG1_75510.1
OG0002472	FhHiC23_g5384.t1	SMRG1_36930.1, SMRG1_36930.2
OG0002473	FhHiC23_g13601.t1	SMRG1_9370.1, SMRG1_9370.2, SMRG1_9370.3
OG0002474	FhHiC23_g15960.t1, FhHiC23_g15960.t2	SMRG1_89060.2, SMRG1_89060.1, SMRG1_89060.3, SMRG1_89060.4
OG0002475	FhHiC23_g10950.t1	SMRG1_16230.1, SMRG1_16230.2
OG0002476	FhHiC23_g4868.t1	SMRG1_31000.1
OG0002477	FhHiC23_g3269.t1	SMRG1_77040.2, SMRG1_77040.3, SMRG1_77040.1, SMRG1_77040.4
OG0002478	FhHiC23_g46.t1	SMRG1_51870.1, SMRG1_51870.3, SMRG1_51870.5, SMRG1_51870.4, SMRG1_51870.2, SMRG1_51870.6
OG0002479	FhHiC23_g7687.t1	SMRG1_63950.3, SMRG1_63950.2, SMRG1_63950.1
OG0002480	FhHiC23_g9730.t1	SMRG1_28010.1, SMRG1_28010.2
OG0002481	FhHiC23_g13216.t3, FhHiC23_g13216.t2, FhHiC23_g13216.t4, FhHiC23_g13216.t1	SMRG1_5800.1
OG0002482	FhHiC23_g7850.t1, FhHiC23_g7850.t2	SMRG1_62280.1, SMRG1_62280.2
OG0002483	FhHiC23_g15240.t1, FhHiC23_g15241.t1	SMRG1_19720.1
OG0002484	FhHiC23_g10369.t1	SMRG1_23730.1, SMRG1_23730.2, SMRG1_23730.3
OG0002485	FhHiC23_g5397.t1	SMRG1_34300.1
OG0002486	FhHiC23_g9651.t1	SMRG1_23850.1, SMRG1_23850.2, SMRG1_23850.3
OG0002487	FhHiC23_g2073.t1	SMRG1_80370.1
OG0002488	FhHiC23_g841.t1	SMRG1_55350.1, SMRG1_55350.2
OG0002489	FhHiC23_g10462.t1, FhHiC23_g10462.t2	SMRG1_27430.1, SMRG1_27430.2, SMRG1_27430.3, SMRG1_27430.4
OG0002490	FhHiC23_g387.t3, FhHiC23_g387.t1, FhHiC23_g387.t2	SMRG1_74840.1, SMRG1_74840.4, SMRG1_74840.2, SMRG1_74840.3
OG0002491	FhHiC23_g9237.t2, FhHiC23_g9237.t1	SMRG1_94280.1, SMRG1_94280.2
OG0002492	FhHiC23_g1663.t1	SMRG1_75500.1
OG0002493	FhHiC23_g7915.t1	SMRG1_64310.3, SMRG1_64310.1, SMRG1_64310.2
OG0002494	FhHiC23_g13047.t1	SMRG1_550.1
OG0002495	FhHiC23_g11532.t2, FhHiC23_g11532.t1	SMRG1_14000.1
OG0002496	FhHiC23_g14149.t1, FhHiC23_g14148.t1	SMRG1_43140.1, SMRG1_43140.3, SMRG1_43140.2, SMRG1_43140.4
OG0002497	FhHiC23_g1965.t1, FhHiC23_g1965.t2	SMRG1_46230.1, SMRG1_46230.3, SMRG1_46230.2
OG0002498	FhHiC23_g13432.t1, FhHiC23_g13432.t2	SMRG1_1040.1, SMRG1_1040.3, SMRG1_1040.4, SMRG1_1040.2
OG0002499	FhHiC23_g2027.t1	SMRG1_50270.1, SMRG1_50270.4, SMRG1_50270.2, SMRG1_50270.3
OG0002500	FhHiC23_g13115.t1	SMRG1_1620.1, SMRG1_1620.2
OG0002501	FhHiC23_g13148.t1, FhHiC23_g13148.t2	SMRG1_9320.1, SMRG1_9320.4, SMRG1_9320.5, SMRG1_9320.2, SMRG1_9320.3
OG0002502	FhHiC23_g1998.t1, FhHiC23_g1998.t2	SMRG1_56670.1
OG0002503	FhHiC23_g3507.t1, FhHiC23_g3507.t2	SMRG1_84190.1
OG0002504	FhHiC23_g10182.t1	SMRG1_23800.4, SMRG1_23800.5, SMRG1_23800.3, SMRG1_23800.1, SMRG1_23800.2
OG0002505	FhHiC23_g159.t1	SMRG1_52180.1
OG0002506	FhHiC23_g6239.t1, FhHiC23_g6240.t1	SMRG1_34360.1, SMRG1_34360.4, SMRG1_34360.2, SMRG1_34360.3
OG0002507	FhHiC23_g3629.t1	SMRG1_83470.1, SMRG1_83470.2
OG0002508	FhHiC23_g8437.t1, FhHiC23_g8437.t2	SMRG1_64690.1
OG0002509	FhHiC23_g10742.t1	SMRG1_8890.1
OG0002510	FhHiC23_g7597.t1	SMRG1_58170.1, SMRG1_58170.2
OG0002511	FhHiC23_g1267.t1, FhHiC23_g1267.t2	SMRG1_73000.1
OG0002512	FhHiC23_g7261.t1	SMRG1_63490.2, SMRG1_63490.1, SMRG1_63490.3
OG0002513	FhHiC23_g10857.t1, FhHiC23_g10856.t1, FhHiC23_g803.t1	SMRG1_51250.1
OG0002514	FhHiC23_g11759.t1	SMRG1_15520.1
OG0002515	FhHiC23_g14621.t1	SMRG1_42090.3, SMRG1_42090.2, SMRG1_42090.1
OG0002516	FhHiC23_g2441.t1	SMRG1_77230.1, SMRG1_77230.4, SMRG1_77230.3, SMRG1_77230.2
OG0002526	FhHiC23_g11628.t2, FhHiC23_g11628.t1	SMRG1_13020.1
OG0002527	FhHiC23_g14608.t1, FhHiC23_g14608.t2	SMRG1_41810.1, SMRG1_41810.2, SMRG1_41810.3, SMRG1_41810.4
OG0002528	FhHiC23_g10333.t2, FhHiC23_g10333.t1	SMRG1_95830.1
OG0002529	FhHiC23_g308.t1	SMRG1_55850.1, SMRG1_55850.2
OG0002530	FhHiC23_g3245.t1, FhHiC23_g3246.t1	SMRG1_75370.4, SMRG1_75370.1, SMRG1_75370.2, SMRG1_75370.3
OG0002531	FhHiC23_g9302.t3, FhHiC23_g9302.t2, FhHiC23_g9302.t1	SMRG1_27550.1, SMRG1_27550.2
OG0002532	FhHiC23_g817.t1	SMRG1_71650.1, SMRG1_71650.4, SMRG1_71650.2, SMRG1_71650.3
OG0002533	FhHiC23_g8167.t1, FhHiC23_g8167.t2	SMRG1_66040.1, SMRG1_66040.3, SMRG1_66040.2, SMRG1_66040.4
OG0002534	FhHiC23_g16664.t1	SMRG1_90860.1
OG0002535	FhHiC23_g4808.t1	SMRG1_35600.1, SMRG1_35600.2
OG0002536	FhHiC23_g13067.t1	SMRG1_13070.3, SMRG1_13070.4, SMRG1_13070.1, SMRG1_13070.2
OG0002537	FhHiC23_g3595.t1	SMRG1_83340.1, SMRG1_83340.3, SMRG1_83340.2
OG0002538	FhHiC23_g7031.t1, FhHiC23_g7031.t2	SMRG1_59970.1, SMRG1_59970.2
OG0002539	FhHiC23_g9724.t1, FhHiC23_g9724.t2, FhHiC23_g9724.t3	SMRG1_26450.2, SMRG1_26450.1
OG0002540	FhHiC23_g4858.t1	SMRG1_39090.1
OG0002541	FhHiC23_g1685.t1	SMRG1_55990.1, SMRG1_55990.2
OG0002542	FhHiC23_g16600.t1	SMRG1_90490.1, SMRG1_90490.2, SMRG1_90490.3
OG0002543	FhHiC23_g5136.t1	SMRG1_29050.1, SMRG1_29050.3, SMRG1_29050.2, SMRG1_29050.4, SMRG1_29050.5
OG0002544	FhHiC23_g1898.t1	SMRG1_48310.1, SMRG1_48310.3, SMRG1_48310.2
OG0002545	FhHiC23_g10362.t2, FhHiC23_g10362.t1	SMRG1_23630.1
OG0002546	FhHiC23_g11379.t2, FhHiC23_g11379.t1, FhHiC23_g11379.t3	SMRG1_16850.1
OG0002547	FhHiC23_g9213.t1	SMRG1_97190.1
OG0002548	FhHiC23_g9001.t1, FhHiC23_g9001.t2, FhHiC23_g9001.t3	SMRG1_94970.1, SMRG1_94970.2
OG0002549	FhHiC23_g9297.t1	SMRG1_27910.1, SMRG1_27910.2, SMRG1_97820.1
OG0002550	FhHiC23_g404.t2, FhHiC23_g404.t3, FhHiC23_g404.t1, FhHiC23_g404.t4	SMRG1_47560.1, SMRG1_47560.2, SMRG1_47560.3
OG0002551	FhHiC23_g5381.t1	SMRG1_31170.1, SMRG1_31170.2, SMRG1_31170.3, SMRG1_31170.5, SMRG1_31170.4
OG0002552	FhHiC23_g6476.t1, FhHiC23_g12813.t1	SMRG1_4090.1, SMRG1_4090.2
OG0002553	FhHiC23_g8057.t1, FhHiC23_g8057.t2	SMRG1_64990.1
OG0002554	FhHiC23_g7180.t1	SMRG1_59290.1
OG0002555	FhHiC23_g14289.t1, FhHiC23_g14364.t1, FhHiC23_g14365.t1, FhHiC23_g14375.t1, FhHiC23_g14373.t1, FhHiC23_g14374.t1, FhHiC23_g14371.t1, FhHiC23_g14372.t1, FhHiC23_g14372.t2, FhHiC23_g14369.t1, FhHiC23_g14370.t1, FhHiC23_g14367.t1, FhHiC23_g14368.t1	SMRG1_36050.1
OG0002556	FhHiC23_g15423.t1	SMRG1_19780.1, SMRG1_19780.3, SMRG1_19780.2
OG0002557	FhHiC23_g14852.t1, FhHiC23_g14852.t2	SMRG1_42760.1
OG0002558	FhHiC23_g12983.t1	SMRG1_3850.1, SMRG1_3850.2
OG0002559	FhHiC23_g4708.t1, FhHiC23_g4708.t2	SMRG1_24660.1, SMRG1_24660.2
OG0002560	FhHiC23_g8654.t2, FhHiC23_g8654.t1	SMRG1_90110.1, SMRG1_90110.2, SMRG1_90110.4, SMRG1_90110.3
OG0002561	FhHiC23_g11583.t1, FhHiC23_g11583.t2	SMRG1_9080.3, SMRG1_9080.2, SMRG1_9080.1
OG0002562	FhHiC23_g13527.t1	SMRG1_8600.2, SMRG1_8600.1, SMRG1_8600.3
OG0002564	FhHiC23_g3178.t1	SMRG1_78060.1
OG0002565	FhHiC23_g13384.t1, FhHiC23_g12779.t1	SMRG1_2170.1, SMRG1_2160.1
OG0002566	FhHiC23_g8574.t1, FhHiC23_g8572.t2, FhHiC23_g8572.t1	SMRG1_65660.1
OG0002567	FhHiC23_g5030.t1, FhHiC23_g5030.t2	SMRG1_35500.3, SMRG1_35500.1, SMRG1_35500.2
OG0002568	FhHiC23_g8027.t1, FhHiC23_g8027.t2	SMRG1_64220.1, SMRG1_64220.2, SMRG1_64220.3, SMRG1_64220.4, SMRG1_64220.5, SMRG1_64220.6, SMRG1_64220.7
OG0002569	FhHiC23_g7241.t1	SMRG1_66350.1
OG0002570	FhHiC23_g5044.t2, FhHiC23_g5044.t1	SMRG1_31740.1, SMRG1_31740.2
OG0002571	FhHiC23_g4965.t1, FhHiC23_g4965.t2	SMRG1_40430.1, SMRG1_40430.2
OG0002572	FhHiC23_g6984.t1, FhHiC23_g6984.t2	SMRG1_61640.1, SMRG1_61640.2, SMRG1_61640.3
OG0002573	FhHiC23_g9597.t1, FhHiC23_g9599.t2, FhHiC23_g9599.t1	SMRG1_25160.1
OG0002574	FhHiC23_g2263.t1	SMRG1_75900.3, SMRG1_75900.1, SMRG1_75900.2
OG0002575	FhHiC23_g10382.t1	SMRG1_24220.1, SMRG1_24220.2
OG0002576	FhHiC23_g1183.t1	SMRG1_79110.1
OG0002578	FhHiC23_g424.t1	SMRG1_50020.1, SMRG1_50020.2
OG0002579	FhHiC23_g9459.t1, FhHiC23_g9459.t2, FhHiC23_g9457.t1	SMRG1_95160.1, SMRG1_95160.2, SMRG1_95160.3
OG0002580	FhHiC23_g8589.t1, FhHiC23_g8589.t2, FhHiC23_g8589.t3, FhHiC23_g8589.t4	SMRG1_61450.2, SMRG1_61450.1
OG0002581	FhHiC23_g8587.t1, FhHiC23_g8587.t2	SMRG1_60200.1
OG0002582	FhHiC23_g5269.t1	SMRG1_35120.1
OG0002583	FhHiC23_g16831.t1	SMRG1_88850.1
OG0002584	FhHiC23_g6584.t1	SMRG1_39160.1
OG0002585	FhHiC23_g15455.t1	SMRG1_20940.1, SMRG1_20930.2, SMRG1_20930.1
OG0002586	FhHiC23_g15341.t1	SMRG1_18510.1, SMRG1_18510.2
OG0002587	FhHiC23_g3689.t1, FhHiC23_g3689.t2	SMRG1_83540.1
OG0002588	FhHiC23_g7743.t2, FhHiC23_g7743.t1, FhHiC23_g7743.t3	SMRG1_59550.1, SMRG1_59550.2, SMRG1_59550.3
OG0002589	FhHiC23_g7331.t1	SMRG1_59760.1, SMRG1_59760.2
OG0002590	FhHiC23_g2959.t1	SMRG1_77010.3, SMRG1_77010.4, SMRG1_77010.2, SMRG1_77010.1
OG0002591	FhHiC23_g773.t1, FhHiC23_g3423.t1, FhHiC23_g3422.t1, FhHiC23_g3422.t2	SMRG1_78930.6, SMRG1_78930.1, SMRG1_78930.3, SMRG1_78930.4, SMRG1_78930.5, SMRG1_78930.2
OG0002592	FhHiC23_g8973.t1	SMRG1_27630.1, SMRG1_27630.2
OG0002593	FhHiC23_g694.t1, FhHiC23_g693.t1	SMRG1_80340.1, SMRG1_80340.5, SMRG1_80340.3, SMRG1_80340.4, SMRG1_80340.2
OG0002594	FhHiC23_g691.t1, FhHiC23_g692.t2, FhHiC23_g692.t1, FhHiC23_g692.t3	SMRG1_80330.3, SMRG1_80330.4, SMRG1_80330.2, SMRG1_80330.1
OG0002595	FhHiC23_g1137.t2, FhHiC23_g1137.t1	SMRG1_49070.3, SMRG1_49070.1, SMRG1_49070.2, SMRG1_49070.5, SMRG1_49070.4, SMRG1_49070.7, SMRG1_49070.6
OG0002596	FhHiC23_g209.t1	SMRG1_76650.3, SMRG1_76650.1, SMRG1_76650.2, SMRG1_76650.4, SMRG1_76650.5, SMRG1_76650.6
OG0002597	FhHiC23_g13634.t1, FhHiC23_g11982.t1, FhHiC23_g11982.t2	SMRG1_12500.2, SMRG1_12500.1, SMRG1_12510.1
OG0002598	FhHiC23_g5451.t1	SMRG1_34340.2, SMRG1_34340.1, SMRG1_34340.3
OG0002599	FhHiC23_g8225.t3, FhHiC23_g8225.t1, FhHiC23_g8225.t2	SMRG1_67070.1
OG0002600	FhHiC23_g1304.t1, FhHiC23_g1311.t1	SMRG1_48140.1, SMRG1_48140.2, SMRG1_48140.3, SMRG1_48140.4
OG0002601	FhHiC23_g11707.t1, FhHiC23_g11707.t2	SMRG1_11480.1, SMRG1_11480.4, SMRG1_11480.2, SMRG1_11480.3
OG0002602	FhHiC23_g15586.t1	SMRG1_20280.1
OG0002603	FhHiC23_g7210.t1	SMRG1_63750.1, SMRG1_63750.2
OG0002604	FhHiC23_g13386.t1	SMRG1_2180.1, SMRG1_2180.2, SMRG1_2180.3
OG0002605	FhHiC23_g220.t1	SMRG1_50130.1
OG0002606	FhHiC23_g4073.t1	SMRG1_85980.1, SMRG1_85980.2
OG0002607	FhHiC23_g6574.t1	SMRG1_33470.1
OG0002608	FhHiC23_g13703.t1, FhHiC23_g1775.t1	SMRG1_48870.1
OG0002609	FhHiC23_g13693.t2, FhHiC23_g13466.t1	SMRG1_3710.1, SMRG1_3710.2
OG0002610	FhHiC23_g13935.t2, FhHiC23_g13935.t1	SMRG1_42820.1, SMRG1_42820.2
OG0002611	FhHiC23_g15039.t1	SMRG1_18080.1, SMRG1_18080.2, SMRG1_18080.3
OG0002612	FhHiC23_g3012.t1	SMRG1_57190.1, SMRG1_57190.2
OG0002613	FhHiC23_g14058.t1, FhHiC23_g14058.t2	SMRG1_45800.1, SMRG1_70630.1
OG0002614	FhHiC23_g12838.t2, FhHiC23_g12838.t1	SMRG1_1610.1
OG0002615	FhHiC23_g621.t1	SMRG1_84070.1, SMRG1_84070.2
OG0002616	FhHiC23_g5458.t1	SMRG1_37380.3, SMRG1_37380.1, SMRG1_37380.2
OG0002617	FhHiC23_g13922.t1	SMRG1_41190.1, SMRG1_41190.2
OG0002618	FhHiC23_g8383.t1	SMRG1_57880.1, SMRG1_57880.2
OG0002619	FhHiC23_g6954.t2, FhHiC23_g6954.t1, FhHiC23_g6954.t3	SMRG1_60740.1
OG0002620	FhHiC23_g5188.t1	SMRG1_30360.1, SMRG1_30360.2, SMRG1_30360.3, SMRG1_30360.6, SMRG1_30360.4, SMRG1_30360.5
OG0002621	FhHiC23_g11134.t1	SMRG1_8020.1, SMRG1_8020.2
OG0002622	FhHiC23_g1883.t1	SMRG1_57110.1, SMRG1_57110.2
OG0002623	FhHiC23_g11088.t3, FhHiC23_g11088.t1, FhHiC23_g11088.t2	SMRG1_10870.1, SMRG1_10870.2
OG0002624	FhHiC23_g11045.t1	SMRG1_18340.1
OG0002625	FhHiC23_g5899.t1	SMRG1_36140.4, SMRG1_36140.2, SMRG1_36140.3, SMRG1_36140.1
OG0002626	FhHiC23_g7778.t1	SMRG1_58190.1
OG0002627	FhHiC23_g12040.t1	SMRG1_12590.1, SMRG1_12590.2, SMRG1_12590.3, SMRG1_12590.4
OG0002628	FhHiC23_g14902.t1, FhHiC23_g14902.t4	SMRG1_41980.1
OG0002629	FhHiC23_g16202.t3, FhHiC23_g16202.t1, FhHiC23_g16202.t2	SMRG1_92570.3, SMRG1_92570.1, SMRG1_92570.2
OG0002630	FhHiC23_g15979.t1, FhHiC23_g15979.t2	SMRG1_8430.1
OG0002631	FhHiC23_g9536.t1	SMRG1_25260.1
OG0002632	FhHiC23_g3582.t1	SMRG1_85540.1, SMRG1_85540.3, SMRG1_85540.2
OG0002633	FhHiC23_g5365.t2, FhHiC23_g5365.t1	SMRG1_40050.1
OG0002634	FhHiC23_g8988.t1	SMRG1_25090.1
OG0002635	FhHiC23_g10404.t1	SMRG1_23240.1, SMRG1_23240.2
OG0002636	FhHiC23_g1677.t1	SMRG1_80680.1, SMRG1_80680.2, SMRG1_80680.3
OG0002637	FhHiC23_g9418.t1, FhHiC23_g9418.t2	SMRG1_95630.3, SMRG1_95630.4, SMRG1_95630.2, SMRG1_95630.1
OG0002638	FhHiC23_g2231.t1	SMRG1_54710.1, SMRG1_54710.2, SMRG1_54710.3
OG0002639	FhHiC23_g7217.t1	SMRG1_67630.1, SMRG1_67630.2
OG0002640	FhHiC23_g11544.t1	SMRG1_10180.4, SMRG1_10180.3, SMRG1_10180.1, SMRG1_10180.2
OG0002641	FhHiC23_g964.t1	SMRG1_54140.1, SMRG1_54140.2
OG0002642	FhHiC23_g12733.t1, FhHiC23_g12733.t2	SMRG1_390.2, SMRG1_390.1
OG0002644	FhHiC23_g7002.t1	SMRG1_62480.1, SMRG1_62480.2, SMRG1_62480.3
OG0002645	FhHiC23_g11038.t1, FhHiC23_g11038.t2	SMRG1_9540.1
OG0002646	FhHiC23_g6608.t2, FhHiC23_g6608.t1, FhHiC23_g6608.t3	SMRG1_27200.1, SMRG1_27200.2
OG0002647	FhHiC23_g16121.t1, FhHiC23_g16121.t2, FhHiC23_g6714.t1	SMRG1_89260.1
OG0002648	FhHiC23_g11203.t1, FhHiC23_g11203.t2	SMRG1_6320.1
OG0002649	FhHiC23_g5192.t1, FhHiC23_g5193.t1	SMRG1_40510.1
OG0002650	FhHiC23_g11133.t1	SMRG1_8030.1, SMRG1_8030.2, SMRG1_8030.3
OG0002651	FhHiC23_g12392.t1	SMRG1_10220.1
OG0002652	FhHiC23_g15821.t1	SMRG1_45370.1, SMRG1_45370.3, SMRG1_45370.4, SMRG1_45370.2
OG0002653	FhHiC23_g16034.t1	SMRG1_90310.1
OG0002654	FhHiC23_g3883.t1, FhHiC23_g3883.t2	SMRG1_81810.3, SMRG1_81810.1, SMRG1_81810.2
OG0002655	FhHiC23_g3022.t1	SMRG1_57630.1
OG0002656	FhHiC23_g15563.t1	SMRG1_21260.1, SMRG1_21260.2, SMRG1_21260.3, SMRG1_21260.4
OG0002658	FhHiC23_g4680.t1	SMRG1_29590.1
OG0002659	FhHiC23_g6909.t1	SMRG1_60780.1, SMRG1_60780.3, SMRG1_60780.2
OG0002660	FhHiC23_g13487.t1, FhHiC23_g13487.t2	SMRG1_2400.1
OG0002661	FhHiC23_g7919.t1	SMRG1_64360.1, SMRG1_64360.2
OG0002662	FhHiC23_g4278.t1	SMRG1_84290.1, SMRG1_84290.2, SMRG1_84290.3
OG0002663	FhHiC23_g4565.t1, FhHiC23_g4565.t2	SMRG1_84880.1, SMRG1_84880.2, SMRG1_84880.3, SMRG1_84880.5, SMRG1_84880.6, SMRG1_84880.4
OG0002664	FhHiC23_g9975.t1	SMRG1_97410.1
OG0002665	FhHiC23_g2031.t1, FhHiC23_g2029.t1	SMRG1_50970.1
OG0002666	FhHiC23_g4671.t1, FhHiC23_g4671.t2	SMRG1_32560.3, SMRG1_32560.1, SMRG1_32560.2
OG0002667	FhHiC23_g10304.t1, FhHiC23_g10304.t2	SMRG1_27730.1
OG0002668	FhHiC23_g8564.t1, FhHiC23_g8564.t2	SMRG1_68690.1, SMRG1_68690.2
OG0002669	FhHiC23_g16213.t1	SMRG1_89970.1, SMRG1_89970.2, SMRG1_89980.1
OG0002670	FhHiC23_g5547.t1, FhHiC23_g5547.t2	SMRG1_28790.2, SMRG1_28790.1, SMRG1_28790.3
OG0002671	FhHiC23_g9205.t1, FhHiC23_g9206.t1	SMRG1_94990.1, SMRG1_94990.2
OG0002672	FhHiC23_g2690.t1	SMRG1_74530.1
OG0002673	FhHiC23_g2551.t1	SMRG1_74630.1, SMRG1_74630.2, SMRG1_74630.3
OG0002674	FhHiC23_g9698.t1	SMRG1_27900.1, SMRG1_27900.2, SMRG1_97800.1
OG0002675	FhHiC23_g13401.t2, FhHiC23_g13401.t1	SMRG1_9420.1
