Orthogroup	fasciola_gigantica	schistosoma_bovis
OG0002589	FGIG_05061	SBOV2_60570.1, SBOV2_60570.2, SBOV2_60570.3
OG0002590	FGIG_05128	SBOV2_75500.1
OG0002591	FGIG_05129	SBOV2_77540.4, SBOV2_77540.1, SBOV2_77540.3, SBOV2_77540.2
OG0002592	FGIG_05162	SBOV2_40080.1
OG0002593	FGIG_05298	SBOV2_78980.1, SBOV2_78980.2
OG0002594	FGIG_05299	SBOV2_78970.3, SBOV2_78970.2, SBOV2_78970.1
OG0002595	FGIG_05362	SBOV2_47810.1, SBOV2_47810.2
OG0002596	FGIG_05460	SBOV2_75180.1
OG0002597	FGIG_05487	SBOV2_12730.1
OG0002598	FGIG_05515	SBOV2_33360.1
OG0002599	FGIG_05728, FGIG_05727	SBOV2_66120.1
OG0002600	FGIG_05795	SBOV2_46840.1, SBOV2_46840.2
OG0002601	FGIG_05849	SBOV2_11780.1, SBOV2_11780.2, SBOV2_11780.3, SBOV2_11780.4, SBOV2_11780.5
OG0002602	FGIG_05875	SBOV2_20960.2, SBOV2_20960.4, SBOV2_20960.3, SBOV2_20960.1
OG0002603	FGIG_05906	SBOV2_62750.1, SBOV2_62750.6, SBOV2_62750.2, SBOV2_62750.3, SBOV2_62750.4, SBOV2_62750.5
OG0002604	FGIG_06006	SBOV2_2420.1, SBOV2_2420.2, SBOV2_2420.3
OG0002605	FGIG_06036	SBOV2_48790.1, SBOV2_48790.2
OG0002606	FGIG_06073, FGIG_06072	SBOV2_84320.1, SBOV2_84320.2
OG0002607	FGIG_06107	SBOV2_34220.1, SBOV2_34220.2
OG0002608	FGIG_06129	SBOV2_47630.1, SBOV2_47630.2
OG0002609	FGIG_06136	SBOV2_3890.1, SBOV2_95950.1
OG0002610	FGIG_11000, FGIG_06189	SBOV2_41700.2, SBOV2_41700.1, SBOV2_41700.3
OG0002611	FGIG_06324	SBOV2_16390.1
OG0002612	FGIG_06340	SBOV2_23710.1, SBOV2_23710.2
OG0002613	FGIG_06345	SBOV2_69400.1
OG0002614	FGIG_06354	SBOV2_220.1, SBOV2_220.2
OG0002615	FGIG_06373	SBOV2_82500.1, SBOV2_82500.2, SBOV2_82500.3
OG0002616	FGIG_06415	SBOV2_30390.1, SBOV2_30390.2
OG0002617	FGIG_06419	SBOV2_26860.1, SBOV2_26860.2
OG0002618	FGIG_06466	SBOV2_56840.2, SBOV2_56840.1
OG0002619	FGIG_06472, FGIG_06474	SBOV2_59630.1, SBOV2_59630.2, SBOV2_59630.3
OG0002620	FGIG_06511	SBOV2_37330.1, SBOV2_37330.2, SBOV2_37330.3, SBOV2_37330.4
OG0002621	FGIG_09641, FGIG_06677	SBOV2_8280.1, SBOV2_8280.2, SBOV2_8280.3
OG0002622	FGIG_06700	SBOV2_55880.1
OG0002623	FGIG_06729, FGIG_06728	SBOV2_11070.2, SBOV2_11070.1
OG0002624	FGIG_06964	SBOV2_16130.1
OG0002625	FGIG_06967	SBOV2_31610.1
OG0002626	FGIG_06976	SBOV2_57190.1
OG0002627	FGIG_07084	SBOV2_12800.1, SBOV2_12800.2, SBOV2_12800.3
OG0002629	FGIG_07170	SBOV2_90450.4, SBOV2_90450.1, SBOV2_90450.3, SBOV2_90450.2
OG0002630	FGIG_07216	SBOV2_8640.1
OG0002631	FGIG_07225	SBOV2_24630.1, SBOV2_24630.2
OG0002632	FGIG_07361, FGIG_12484, FGIG_12485	SBOV2_83950.1
OG0002633	FGIG_07397	SBOV2_27850.1, SBOV2_27850.2
OG0002634	FGIG_07468	SBOV2_24430.1, SBOV2_24430.2, SBOV2_24430.3, SBOV2_24430.4
OG0002635	FGIG_07528	SBOV2_22680.1, SBOV2_22670.1
OG0002636	FGIG_07640	SBOV2_79240.1, SBOV2_79240.3, SBOV2_79240.2
OG0002637	FGIG_12349, FGIG_07657, FGIG_07658	SBOV2_93280.2, SBOV2_93280.1, SBOV2_93280.3, SBOV2_93290.1
OG0002638	FGIG_07669	SBOV2_51450.1, SBOV2_51450.2
OG0002639	FGIG_07695	SBOV2_66620.2, SBOV2_66620.1
OG0002640	FGIG_12195, FGIG_07993	SBOV2_10360.2, SBOV2_10360.3, SBOV2_10360.1, SBOV2_10360.4, SBOV2_10360.5
OG0002641	FGIG_08071, FGIG_08808	SBOV2_52010.1, SBOV2_52010.2, SBOV2_52010.5, SBOV2_52010.7, SBOV2_52010.3, SBOV2_52010.4, SBOV2_52010.6, SBOV2_52010.8
OG0002642	FGIG_08263	SBOV2_1490.1
OG0002643	FGIG_08292	SBOV2_4270.1, SBOV2_4270.4, SBOV2_4270.2, SBOV2_4270.3
OG0002644	FGIG_08363	SBOV2_61480.1, SBOV2_61480.2, SBOV2_61480.3
OG0002646	FGIG_09593, FGIG_08514	SBOV2_40490.1, SBOV2_40490.2, SBOV2_40490.3
OG0002647	FGIG_08632	SBOV2_87360.1
OG0002648	FGIG_08657	SBOV2_6520.1
OG0002649	FGIG_08764, FGIG_10032	SBOV2_27460.1
OG0002650	FGIG_08774	SBOV2_8290.1, SBOV2_8290.2
OG0002651	FGIG_08809	SBOV2_10400.1, SBOV2_10400.2, SBOV2_10400.3, SBOV2_10400.4
OG0002652	FGIG_08823, FGIG_08825, FGIG_08824	SBOV2_44540.1, SBOV2_44540.2
OG0002653	FGIG_08840	SBOV2_88940.1, SBOV2_88940.2
OG0002654	FGIG_08874	SBOV2_80300.6, SBOV2_80300.5, SBOV2_80300.3, SBOV2_80300.4, SBOV2_80300.2, SBOV2_80300.1
OG0002655	FGIG_08904, FGIG_08905	SBOV2_56200.1
OG0002656	FGIG_09068	SBOV2_20120.1, SBOV2_20120.2, SBOV2_20120.3
OG0002657	FGIG_09186	SBOV2_15650.4, SBOV2_15650.5, SBOV2_15650.6, SBOV2_15650.3, SBOV2_15650.2, SBOV2_15650.1
OG0002658	FGIG_10965, FGIG_09229	SBOV2_38100.1
OG0002659	FGIG_09283, FGIG_09284	SBOV2_59590.1
OG0002660	FGIG_09287	SBOV2_2610.1
OG0002661	FGIG_09299	SBOV2_63280.1
OG0002662	FGIG_09329, FGIG_09330	SBOV2_82800.1, SBOV2_82800.2
OG0002663	FGIG_09358	SBOV2_83400.1, SBOV2_83400.2, SBOV2_83400.3
OG0002664	FGIG_09406	SBOV2_95420.1, SBOV2_95420.2, SBOV2_95420.3, SBOV2_95420.4, SBOV2_95420.5, SBOV2_95420.6, SBOV2_95420.7
OG0002665	FGIG_09444	SBOV2_49620.1
OG0002666	FGIG_09447	SBOV2_35160.4, SBOV2_35160.1, SBOV2_35160.3, SBOV2_35160.2
OG0002667	FGIG_09692	SBOV2_39980.1
OG0002668	FGIG_09716	SBOV2_68750.1
OG0002669	FGIG_09863	SBOV2_89230.1, SBOV2_89220.1
OG0002670	FGIG_09923	SBOV2_38900.1, SBOV2_38900.3, SBOV2_38900.4, SBOV2_38900.2
OG0002671	FGIG_10002	SBOV2_92610.1, SBOV2_92610.2, SBOV2_92610.3
OG0002672	FGIG_10016, FGIG_12308, FGIG_10692	SBOV2_73070.1
OG0002673	FGIG_10035	SBOV2_73170.1, SBOV2_73170.2, SBOV2_73170.3
OG0002674	FGIG_10188	SBOV2_39800.4, SBOV2_39800.3, SBOV2_39800.1, SBOV2_39800.2
OG0002675	FGIG_10506	SBOV2_9630.1, SBOV2_9630.4, SBOV2_9630.2, SBOV2_9630.3
OG0002676	FGIG_10620	SBOV2_68110.2, SBOV2_68110.3, SBOV2_68110.4, SBOV2_68110.5, SBOV2_68110.6, SBOV2_68110.7, SBOV2_68110.8, SBOV2_68110.1
OG0002677	FGIG_10626	SBOV2_62030.3, SBOV2_62030.1, SBOV2_62030.2
OG0002678	FGIG_10664	SBOV2_7850.1
OG0002679	FGIG_10815	SBOV2_79650.1, SBOV2_79650.2
OG0002680	FGIG_10900	SBOV2_66840.2, SBOV2_66840.3, SBOV2_66830.1, SBOV2_66840.1
OG0002681	FGIG_10906	SBOV2_40220.1
OG0002682	FGIG_10998	SBOV2_20830.3, SBOV2_20830.4, SBOV2_20830.5, SBOV2_20830.6, SBOV2_20830.1, SBOV2_20830.2, SBOV2_20830.7
OG0002683	FGIG_11199	SBOV2_93430.1, SBOV2_93430.2, SBOV2_93430.3, SBOV2_93430.4
OG0002684	FGIG_11240	SBOV2_84830.1, SBOV2_84840.1, SBOV2_84960.1, SBOV2_84930.1, SBOV2_84910.1, SBOV2_84920.1, SBOV2_84940.1, SBOV2_84980.1, SBOV2_84950.1, SBOV2_84990.1, SBOV2_85000.1, SBOV2_82660.1, SBOV2_84970.1
OG0002685	FGIG_11288	SBOV2_15530.1
OG0002686	FGIG_11995, FGIG_11420	SBOV2_51730.3, SBOV2_51730.1, SBOV2_51730.2, SBOV2_51730.4
OG0002687	FGIG_11463, FGIG_12541	SBOV2_38330.1
OG0002688	FGIG_12381, FGIG_11687	SBOV2_25360.1, SBOV2_25360.2, SBOV2_25360.3
OG0002689	FGIG_11852	SBOV2_25170.1, SBOV2_25390.1
OG0002690	FGIG_11864	SBOV2_26970.1
OG0002691	FGIG_11898	SBOV2_82750.2, SBOV2_82750.1, SBOV2_82750.3
OG0002692	FGIG_12208	SBOV2_13000.1
OG0002693	FGIG_12226	SBOV2_47620.1, SBOV2_47590.1
OG0002694	FGIG_12281	SBOV2_92360.1
OG0002695	FGIG_12398, FGIG_12354	SBOV2_3040.1
OG0002696	FGIG_12504	SBOV2_33680.3, SBOV2_33680.4, SBOV2_33680.5, SBOV2_33680.1, SBOV2_33680.2
OG0002708	FGIG_00053	SBOV2_36310.4, SBOV2_36310.6, SBOV2_36310.7, SBOV2_36310.1, SBOV2_36310.3, SBOV2_36310.5, SBOV2_36310.2
OG0002709	FGIG_00131	SBOV2_7340.1
OG0002710	FGIG_00253	SBOV2_1230.1
OG0002711	FGIG_00270	SBOV2_87580.3, SBOV2_87580.4, SBOV2_87580.1, SBOV2_87580.2, SBOV2_87580.5
OG0002712	FGIG_00278	SBOV2_15510.1, SBOV2_15510.2
OG0002713	FGIG_00291	SBOV2_47120.1, SBOV2_47120.2, SBOV2_47120.3
OG0002714	FGIG_00297, FGIG_01555, FGIG_01554	SBOV2_76510.1, SBOV2_76510.2
OG0002715	FGIG_07985, FGIG_00418	SBOV2_60160.1, SBOV2_60160.2, SBOV2_60160.3, SBOV2_60160.4
OG0002716	FGIG_00604, FGIG_00420	SBOV2_67130.1, SBOV2_67130.4, SBOV2_67130.2, SBOV2_67130.3
OG0002717	FGIG_00464	SBOV2_88810.1
OG0002718	FGIG_00471	SBOV2_66230.1
OG0002719	FGIG_00486	SBOV2_5710.1, SBOV2_5710.2
OG0002720	FGIG_00722	SBOV2_5160.2, SBOV2_5160.1
OG0002721	FGIG_00850	SBOV2_94080.1, SBOV2_94080.3, SBOV2_94080.2
OG0002722	FGIG_11485, FGIG_00965, FGIG_00966	SBOV2_21650.1, SBOV2_21650.2
OG0002723	FGIG_11475, FGIG_00967, FGIG_11476	SBOV2_80220.1, SBOV2_80230.1
OG0002724	FGIG_00998, FGIG_00999, FGIG_04014	SBOV2_81100.2, SBOV2_81100.1, SBOV2_81100.3
OG0002725	FGIG_01120	SBOV2_4400.1, SBOV2_4400.2
OG0002726	FGIG_01159	SBOV2_36690.1
OG0002727	FGIG_01253	SBOV2_72930.1, SBOV2_72930.2, SBOV2_72930.3
OG0002728	FGIG_01273	SBOV2_8380.1, SBOV2_8380.2, SBOV2_8380.4, SBOV2_8380.3
OG0002729	FGIG_01275	SBOV2_15790.1
OG0002730	FGIG_11239, FGIG_01464, FGIG_01465	SBOV2_80020.1, SBOV2_80020.2, SBOV2_80020.3, SBOV2_80020.4
OG0002731	FGIG_01545	SBOV2_45610.3, SBOV2_45610.2, SBOV2_45610.1
OG0002732	FGIG_01644	SBOV2_66770.1, SBOV2_66770.2
OG0002733	FGIG_01763	SBOV2_23880.1
OG0002734	FGIG_01878	SBOV2_41480.1
OG0002735	FGIG_01907	SBOV2_36600.1
OG0002736	FGIG_02056	SBOV2_23780.4, SBOV2_23780.5, SBOV2_23780.6, SBOV2_23780.7, SBOV2_23780.8
OG0002737	FGIG_02094, FGIG_02093	SBOV2_31050.1, SBOV2_31050.4, SBOV2_31050.2, SBOV2_31050.3
OG0002739	FGIG_02207	SBOV2_12540.1, SBOV2_12540.2
OG0002740	FGIG_02372	SBOV2_28200.2, SBOV2_28200.3, SBOV2_28200.1
OG0002741	FGIG_02378	SBOV2_16970.1
OG0002742	FGIG_02450	SBOV2_70780.4, SBOV2_70780.1, SBOV2_70780.2, SBOV2_70780.3
OG0002743	FGIG_02463	SBOV2_25980.1
OG0002744	FGIG_02489	SBOV2_57330.1
OG0002745	FGIG_12179, FGIG_08718, FGIG_02569	SBOV2_91270.1
OG0002746	FGIG_03304, FGIG_03305, FGIG_03306, FGIG_02632	SBOV2_51370.3, SBOV2_51370.5, SBOV2_51370.2, SBOV2_51370.1, SBOV2_51370.4
OG0002747	FGIG_02850	SBOV2_25270.1
OG0002748	FGIG_02853	SBOV2_32430.1
OG0002749	FGIG_03004	SBOV2_47040.4, SBOV2_47040.6, SBOV2_47040.2, SBOV2_47040.5, SBOV2_47040.3, SBOV2_47040.1
OG0002750	FGIG_03144, FGIG_03145	SBOV2_46440.1, SBOV2_46440.2
OG0002751	FGIG_03221	SBOV2_27890.1
OG0002752	FGIG_03278	SBOV2_69660.1
OG0002753	FGIG_03286, FGIG_06907	SBOV2_84680.1
OG0002754	FGIG_03291	SBOV2_15320.2, SBOV2_15320.1, SBOV2_15320.3
OG0002755	FGIG_03316	SBOV2_3900.1, SBOV2_3900.2, SBOV2_3900.3
OG0002756	FGIG_03391, FGIG_03390	SBOV2_57560.1
OG0002757	FGIG_03406	SBOV2_35800.3, SBOV2_35800.4, SBOV2_35800.1, SBOV2_35800.5, SBOV2_35800.6, SBOV2_35800.2
OG0002758	FGIG_03449	SBOV2_5370.1
OG0002759	FGIG_03520	SBOV2_39380.4, SBOV2_39380.1, SBOV2_39380.3, SBOV2_39380.2
OG0002760	FGIG_03627, FGIG_10459, FGIG_10973	SBOV2_96190.1, SBOV2_3590.1, SBOV2_3590.2, SBOV2_96170.1, SBOV2_96180.1
OG0002761	FGIG_03649	SBOV2_6260.1
OG0002762	FGIG_03853	SBOV2_94710.1, SBOV2_94720.1, SBOV2_94720.2, SBOV2_94700.1
OG0002763	FGIG_03991	SBOV2_77650.1, SBOV2_77650.2
OG0002764	FGIG_04124	SBOV2_36020.1, SBOV2_36020.2, SBOV2_36020.4, SBOV2_36020.3
OG0002765	FGIG_04140	SBOV2_68460.1
OG0002766	FGIG_04171	SBOV2_72230.1
OG0002767	FGIG_04178	SBOV2_48800.1, SBOV2_48800.2
OG0002768	FGIG_04236	SBOV2_2250.1
OG0002769	FGIG_04369	SBOV2_41340.2, SBOV2_41340.1, SBOV2_41340.3
OG0002770	FGIG_04421	SBOV2_17480.2, SBOV2_17480.1, SBOV2_17480.3, SBOV2_17480.4, SBOV2_17480.5
OG0002771	FGIG_04434	SBOV2_33890.2, SBOV2_33890.3, SBOV2_33890.6, SBOV2_33890.4, SBOV2_33890.5, SBOV2_33890.1
OG0002772	FGIG_04505	SBOV2_79900.1, SBOV2_79900.2, SBOV2_79900.3, SBOV2_79900.4
OG0002773	FGIG_04512	SBOV2_15670.1
OG0002774	FGIG_04542	SBOV2_2770.1, SBOV2_2780.1
OG0002775	FGIG_04591	SBOV2_33590.1, SBOV2_33580.1
OG0002776	FGIG_04643, FGIG_05682	SBOV2_73790.1, SBOV2_73790.2, SBOV2_73790.3, SBOV2_73790.4, SBOV2_73790.5, SBOV2_73790.6, SBOV2_73790.7
OG0002777	FGIG_04687	SBOV2_75190.2, SBOV2_75190.1
OG0002778	FGIG_04729	SBOV2_94550.1
OG0002779	FGIG_06722, FGIG_04831	SBOV2_34320.1
OG0002780	FGIG_04996, FGIG_12623	SBOV2_46540.1
OG0002781	FGIG_05105	SBOV2_40990.1, SBOV2_40990.4, SBOV2_40990.5, SBOV2_40990.2, SBOV2_40990.3
OG0002782	FGIG_05161, FGIG_05159	SBOV2_77980.1, SBOV2_77980.2, SBOV2_77980.3
OG0002783	FGIG_05182	SBOV2_51410.1, SBOV2_51410.2, SBOV2_51410.3
OG0002784	FGIG_05187, FGIG_05186	SBOV2_41330.1, SBOV2_41330.2, SBOV2_41330.3
OG0002785	FGIG_06181, FGIG_05209	SBOV2_70620.1, SBOV2_70330.1
OG0002786	FGIG_05260	SBOV2_12970.1, SBOV2_96250.1
OG0002787	FGIG_12685, FGIG_05286, FGIG_05287	SBOV2_6920.1
OG0002788	FGIG_10358, FGIG_05423	SBOV2_10540.1, SBOV2_10540.2, SBOV2_10540.3
OG0002789	FGIG_05445	SBOV2_18250.1
OG0002790	FGIG_05483	SBOV2_75510.1, SBOV2_75510.2
OG0002791	FGIG_05501	SBOV2_96050.1, SBOV2_96050.4, SBOV2_96050.2, SBOV2_96050.3, SBOV2_96050.5, SBOV2_96050.6, SBOV2_2660.3, SBOV2_2660.1, SBOV2_2660.2
OG0002792	FGIG_05618	SBOV2_55090.1
OG0002793	FGIG_05704	SBOV2_11190.1, SBOV2_11190.2, SBOV2_11190.3
OG0002794	FGIG_05717, FGIG_05716	SBOV2_92690.1
OG0002795	FGIG_05889	SBOV2_41070.3, SBOV2_41070.1, SBOV2_41070.2
OG0002796	FGIG_05981	SBOV2_12290.1
OG0002797	FGIG_05992	SBOV2_31260.1, SBOV2_31260.2, SBOV2_31260.3, SBOV2_31260.4
OG0002798	FGIG_06061, FGIG_06060	SBOV2_73400.1
OG0002799	FGIG_06088, FGIG_06085, FGIG_06087, FGIG_10414, FGIG_06084, FGIG_06086	SBOV2_83360.1
OG0002800	FGIG_06159	SBOV2_78690.1, SBOV2_78690.2
OG0002801	FGIG_06201	SBOV2_4940.1, SBOV2_4940.2, SBOV2_4940.3
OG0002802	FGIG_06293	SBOV2_89920.6, SBOV2_89920.7, SBOV2_89920.2, SBOV2_89920.3, SBOV2_89920.4, SBOV2_89920.5, SBOV2_89920.1
OG0002803	FGIG_06358	SBOV2_40790.2, SBOV2_40790.3, SBOV2_40790.1
OG0002804	FGIG_06361, FGIG_06360, FGIG_11543, FGIG_11542	SBOV2_28510.3, SBOV2_28510.1, SBOV2_28510.2
OG0002805	FGIG_06457, FGIG_06456	SBOV2_55390.1
OG0002806	FGIG_06469, FGIG_06468	SBOV2_70220.1, SBOV2_70220.2, SBOV2_70220.3
OG0002807	FGIG_06513	SBOV2_19950.1, SBOV2_19950.2
OG0002808	FGIG_06605, FGIG_06607, FGIG_06606	SBOV2_61610.1, SBOV2_61610.2
OG0002809	FGIG_06637, FGIG_08992	SBOV2_80870.1, SBOV2_80870.2
OG0002810	FGIG_06738	SBOV2_32880.1
OG0002811	FGIG_06770	SBOV2_21250.1
OG0002812	FGIG_06797	SBOV2_85060.1
OG0002813	FGIG_06986	SBOV2_76850.1, SBOV2_76850.2, SBOV2_76850.3
OG0002814	FGIG_07068, FGIG_07069	SBOV2_23190.1
OG0002815	FGIG_07178	SBOV2_62990.3, SBOV2_62990.1, SBOV2_62990.2, SBOV2_63020.1
OG0002816	FGIG_07270	SBOV2_18990.2, SBOV2_18990.1, SBOV2_18990.3, SBOV2_18990.4, SBOV2_18990.5
OG0002817	FGIG_07355	SBOV2_30380.1
OG0002818	FGIG_07442	SBOV2_74470.1, SBOV2_74470.2, SBOV2_74470.3
OG0002819	FGIG_07453, FGIG_07452	SBOV2_68130.2, SBOV2_68130.1
OG0002820	FGIG_07472, FGIG_07471	SBOV2_73860.1, SBOV2_73860.2, SBOV2_73860.3
OG0002821	FGIG_07530, FGIG_11429, FGIG_09280, FGIG_11525	SBOV2_4320.1, SBOV2_4320.2
OG0002822	FGIG_07663	SBOV2_9600.3, SBOV2_9600.4, SBOV2_9600.1, SBOV2_9600.2
OG0002823	FGIG_07715	SBOV2_14650.1, SBOV2_14650.3, SBOV2_14650.2
OG0002824	FGIG_07734	SBOV2_1960.1
OG0002825	FGIG_07794	SBOV2_48110.2, SBOV2_48110.1
OG0002826	FGIG_07964	SBOV2_27040.8, SBOV2_27040.4, SBOV2_27040.6, SBOV2_27040.10, SBOV2_27040.5, SBOV2_27040.3, SBOV2_27040.2, SBOV2_27040.1, SBOV2_27040.9, SBOV2_27040.11, SBOV2_27040.7
OG0002827	FGIG_08025, FGIG_08024	SBOV2_40320.1
OG0002828	FGIG_08104, FGIG_12689	SBOV2_39500.1, SBOV2_39490.1
OG0002829	FGIG_09197, FGIG_08438	SBOV2_60260.1
OG0002830	FGIG_10726, FGIG_11056, FGIG_11055, FGIG_08511	SBOV2_22970.1, SBOV2_22970.4, SBOV2_22970.2, SBOV2_22970.3
OG0002831	FGIG_08556	SBOV2_15240.1
OG0002832	FGIG_08571	SBOV2_80540.2, SBOV2_80540.1
OG0002833	FGIG_08588	SBOV2_56110.1, SBOV2_56110.2
OG0002834	FGIG_08596	SBOV2_3620.1, SBOV2_3620.2
OG0002835	FGIG_08621, FGIG_08622	SBOV2_90580.1
OG0002836	FGIG_08624	SBOV2_25110.2, SBOV2_25110.3, SBOV2_25110.1, SBOV2_25110.4
OG0002837	FGIG_08626	SBOV2_15250.1
OG0002838	FGIG_08655	SBOV2_13550.1, SBOV2_13550.2
OG0002839	FGIG_08663, FGIG_08664	SBOV2_70800.3, SBOV2_70800.1, SBOV2_70800.2, SBOV2_70800.4
OG0002840	FGIG_08800	SBOV2_90340.1
OG0002841	FGIG_08875	SBOV2_54780.1, SBOV2_54770.2, SBOV2_54770.3, SBOV2_54770.5, SBOV2_54770.4
OG0002842	FGIG_08981	SBOV2_71060.1
OG0002843	FGIG_09146	SBOV2_41420.1
OG0002844	FGIG_09190	SBOV2_67110.1
OG0002845	FGIG_09422	SBOV2_10660.1
OG0002846	FGIG_09486	SBOV2_19220.1, SBOV2_19220.2
OG0002847	FGIG_09676	SBOV2_57340.1, SBOV2_57340.2
OG0002848	FGIG_09722, FGIG_11866, FGIG_11390	SBOV2_60810.1
OG0002849	FGIG_09733	SBOV2_13340.3, SBOV2_13340.1, SBOV2_13340.5, SBOV2_13340.2, SBOV2_13340.4
OG0002850	FGIG_09763	SBOV2_64360.1
OG0002851	FGIG_09821, FGIG_09820	SBOV2_88490.1
OG0002852	FGIG_09930	SBOV2_13440.1, SBOV2_13440.6, SBOV2_13440.4, SBOV2_13440.5, SBOV2_13440.2, SBOV2_13440.3
OG0002853	FGIG_09963	SBOV2_72390.1, SBOV2_72390.2, SBOV2_72390.3
OG0002854	FGIG_10000, FGIG_11499	SBOV2_33110.1
OG0002855	FGIG_10052	SBOV2_16630.1, SBOV2_16630.2
OG0002856	FGIG_10060	SBOV2_52210.1
OG0002857	FGIG_10094	SBOV2_62690.1
OG0002858	FGIG_10159	SBOV2_9750.1, SBOV2_9750.2, SBOV2_9750.3
OG0002859	FGIG_10168	SBOV2_62360.1, SBOV2_62360.2, SBOV2_62360.3, SBOV2_62360.4, SBOV2_62360.5
OG0002860	FGIG_10233	SBOV2_76430.2, SBOV2_76430.1
OG0002861	FGIG_11617, FGIG_10343	SBOV2_87170.1
OG0002862	FGIG_10392	SBOV2_64760.2, SBOV2_64760.1
OG0002863	FGIG_12461	SBOV2_16850.1, SBOV2_16860.1
OG0002864	FGIG_10838	SBOV2_51780.1
OG0002865	FGIG_12304, FGIG_10855	SBOV2_10480.1
OG0002866	FGIG_10903	SBOV2_31900.1, SBOV2_31900.2
OG0002867	FGIG_10919, FGIG_10918	SBOV2_3820.2, SBOV2_3820.1, SBOV2_3820.4, SBOV2_3820.3
OG0002868	FGIG_11146	SBOV2_86290.1, SBOV2_86290.2
OG0002869	FGIG_11243, FGIG_12537	SBOV2_2090.1
OG0002870	FGIG_11294	SBOV2_46860.1, SBOV2_46860.2
OG0002871	FGIG_11362	SBOV2_44300.1
OG0002872	FGIG_11386	SBOV2_48940.1, SBOV2_48940.3, SBOV2_48940.2
OG0002873	FGIG_11394	SBOV2_90870.1
OG0002874	FGIG_11438	SBOV2_28170.1, SBOV2_28170.2
OG0002875	FGIG_11642	SBOV2_54400.1
OG0002876	FGIG_11664	SBOV2_70270.2, SBOV2_70270.1, SBOV2_70270.3
OG0002877	FGIG_11764	SBOV2_60210.1
OG0002878	FGIG_12418, FGIG_11844	SBOV2_63360.1, SBOV2_63360.2, SBOV2_63360.3
OG0002880	FGIG_11965	SBOV2_21190.1
OG0002881	FGIG_11981	SBOV2_58740.1
OG0002882	FGIG_12183	SBOV2_17750.1, SBOV2_17760.1
OG0002883	FGIG_12203	SBOV2_54300.1, SBOV2_54300.2, SBOV2_54300.3
OG0002884	FGIG_12322	SBOV2_64600.3, SBOV2_64600.4, SBOV2_64600.1, SBOV2_64600.2
OG0002885	FGIG_12382	SBOV2_46120.1, SBOV2_46120.2
OG0002886	FGIG_12486	SBOV2_73540.1
OG0002902	FGIG_00019	SBOV2_28480.3, SBOV2_28480.2, SBOV2_28480.1
OG0002903	FGIG_00186	SBOV2_71110.1
OG0002904	FGIG_00215	SBOV2_21720.1
OG0002905	FGIG_00262	SBOV2_65980.3, SBOV2_65980.1, SBOV2_65980.4, SBOV2_65980.5, SBOV2_65980.2
OG0002906	FGIG_00289	SBOV2_38570.1
OG0002907	FGIG_00323	SBOV2_5390.1, SBOV2_5390.2, SBOV2_5390.3
OG0002908	FGIG_00395	SBOV2_68100.1, SBOV2_68100.2
OG0002909	FGIG_00500	SBOV2_80500.1, SBOV2_80500.2, SBOV2_80500.3, SBOV2_80500.4, SBOV2_80500.5, SBOV2_80500.6
OG0002910	FGIG_00574	SBOV2_18000.1
OG0002912	FGIG_00740	SBOV2_64340.3, SBOV2_64340.1, SBOV2_64340.2, SBOV2_64350.3, SBOV2_64350.1, SBOV2_64350.2
OG0002913	FGIG_00835	SBOV2_9900.1, SBOV2_9900.2
OG0002914	FGIG_00848	SBOV2_15990.1
OG0002915	FGIG_00931	SBOV2_76480.1
OG0002916	FGIG_01037	SBOV2_16910.1, SBOV2_16910.2
OG0002917	FGIG_01058	SBOV2_22490.1
OG0002918	FGIG_01161	SBOV2_80510.2, SBOV2_80510.3, SBOV2_80510.1
OG0002919	FGIG_01197	SBOV2_85220.1
OG0002920	FGIG_01206	SBOV2_42140.1, SBOV2_42150.1
OG0002921	FGIG_01214	SBOV2_94060.1, SBOV2_94060.2
OG0002922	FGIG_01223	SBOV2_75520.3, SBOV2_75520.2, SBOV2_75520.1
OG0002923	FGIG_01244, FGIG_01243	SBOV2_60390.1, SBOV2_60380.2, SBOV2_60380.3, SBOV2_60380.1
OG0002924	FGIG_01292	SBOV2_11650.1
OG0002925	FGIG_01296	SBOV2_12320.1, SBOV2_12320.3, SBOV2_12320.4, SBOV2_12320.5, SBOV2_12320.2
OG0002926	FGIG_01363	SBOV2_96370.1
OG0002927	FGIG_08220, FGIG_01366, FGIG_01367	SBOV2_9450.1, SBOV2_9450.2, SBOV2_9450.3, SBOV2_9450.4, SBOV2_9450.5, SBOV2_9450.6, SBOV2_9450.7
OG0002928	FGIG_01390, FGIG_10597	SBOV2_74070.1
OG0002929	FGIG_01392	SBOV2_21990.1
OG0002930	FGIG_01565	SBOV2_27290.1
OG0002931	FGIG_01593	SBOV2_1970.1
OG0002932	FGIG_01662	SBOV2_44180.1, SBOV2_44170.1
OG0002933	FGIG_01666, FGIG_01667	SBOV2_27550.1
OG0002934	FGIG_01686	SBOV2_92190.1
OG0002935	FGIG_01722, FGIG_02871	SBOV2_65380.1
OG0002936	FGIG_01745, FGIG_01743, FGIG_01744	SBOV2_46060.1
OG0002937	FGIG_01916, FGIG_01915, FGIG_01917	SBOV2_28870.1
OG0002938	FGIG_03033, FGIG_06311, FGIG_06309	SBOV2_78160.1
OG0002939	FGIG_02005	SBOV2_12850.1
