Orthogroup	fasciola_gigantica	schistosoma_spindale
OG0002569	FGIG_03570	SSPN1_58940.1
OG0002570	FGIG_03617	SSPN1_39160.1
OG0002571	FGIG_03757	SSPN1_30690.1, SSPN1_30690.2
OG0002572	FGIG_03782	SSPN1_57200.1, SSPN1_57200.2, SSPN1_57200.4, SSPN1_57200.3, SSPN1_57200.5
OG0002574	FGIG_03886	SSPN1_72460.1
OG0002575	FGIG_03898	SSPN1_23230.1
OG0002576	FGIG_04012	SSPN1_75710.1
OG0002577	FGIG_04166	SSPN1_52810.1
OG0002578	FGIG_04195	SSPN1_47700.1
OG0002579	FGIG_04229	SSPN1_90310.1, SSPN1_90320.2, SSPN1_90320.1
OG0002580	FGIG_04294	SSPN1_57330.1
OG0002581	FGIG_04296	SSPN1_63620.1, SSPN1_63620.2
OG0002582	FGIG_04308	SSPN1_35910.1
OG0002583	FGIG_04409	SSPN1_84650.1
OG0002584	FGIG_09949, FGIG_04538	SSPN1_31890.1
OG0002585	FGIG_04559	SSPN1_10010.1
OG0002586	FGIG_12272, FGIG_04639	SSPN1_11870.1
OG0002587	FGIG_04693, FGIG_04694	SSPN1_79770.1, SSPN1_79770.3, SSPN1_79770.2, SSPN1_79770.4, SSPN1_79770.5
OG0002588	FGIG_04974	SSPN1_63020.1
OG0002589	FGIG_05061	SSPN1_63210.1
OG0002590	FGIG_05128	SSPN1_73600.1, SSPN1_73600.2
OG0002591	FGIG_05129	SSPN1_75530.1
OG0002592	FGIG_05162	SSPN1_26410.1
OG0002593	FGIG_05298	SSPN1_76960.1
OG0002594	FGIG_05299	SSPN1_76940.1
OG0002595	FGIG_05362	SSPN1_46850.1, SSPN1_46850.2
OG0002596	FGIG_05460	SSPN1_73250.1, SSPN1_73250.3, SSPN1_73250.2
OG0002597	FGIG_05487	SSPN1_17570.5, SSPN1_17570.4, SSPN1_17570.2, SSPN1_17570.1, SSPN1_17570.3
OG0002598	FGIG_05515	SSPN1_36670.2, SSPN1_36670.7, SSPN1_36670.1, SSPN1_36670.3, SSPN1_36670.4, SSPN1_36670.6, SSPN1_36670.5
OG0002599	FGIG_05728, FGIG_05727	SSPN1_58280.3, SSPN1_58280.2, SSPN1_58280.1
OG0002600	FGIG_05795	SSPN1_45940.1, SSPN1_45940.2
OG0002601	FGIG_05849	SSPN1_16560.1
OG0002602	FGIG_05875	SSPN1_9550.1
OG0002603	FGIG_05906	SSPN1_60960.1, SSPN1_60960.2, SSPN1_60960.3, SSPN1_60960.4, SSPN1_60960.5, SSPN1_60960.6
OG0002604	FGIG_06006	SSPN1_2350.1
OG0002605	FGIG_06036	SSPN1_47830.2, SSPN1_47830.1, SSPN1_47830.3
OG0002606	FGIG_06073, FGIG_06072	SSPN1_82250.1
OG0002607	FGIG_06107	SSPN1_37510.3, SSPN1_37510.4, SSPN1_37510.2, SSPN1_37510.1
OG0002608	FGIG_06129	SSPN1_46690.1, SSPN1_46690.3, SSPN1_46690.2
OG0002609	FGIG_06136	SSPN1_3780.1, SSPN1_3780.2, SSPN1_3780.3
OG0002610	FGIG_11000, FGIG_06189	SSPN1_41220.1, SSPN1_41220.2
OG0002611	FGIG_06324	SSPN1_13850.1, SSPN1_13850.2
OG0002613	FGIG_06345	SSPN1_43940.1, SSPN1_67280.1
OG0002614	FGIG_06354	SSPN1_600.1
OG0002616	FGIG_06415	SSPN1_33700.6, SSPN1_33700.3, SSPN1_33700.5, SSPN1_33700.1, SSPN1_33700.2, SSPN1_33700.4
OG0002617	FGIG_06419	SSPN1_39710.2, SSPN1_39710.3, SSPN1_39710.1
OG0002618	FGIG_06466	SSPN1_55420.5, SSPN1_55420.3, SSPN1_55420.1, SSPN1_55420.2, SSPN1_55420.4
OG0002619	FGIG_06472, FGIG_06474	SSPN1_64190.1, SSPN1_64190.2, SSPN1_64190.3, SSPN1_61460.1
OG0002620	FGIG_06511	SSPN1_29210.1
OG0002621	FGIG_09641, FGIG_06677	SSPN1_8280.1
OG0002622	FGIG_06700	SSPN1_54650.4, SSPN1_54650.2, SSPN1_54650.3, SSPN1_54650.1, SSPN1_54660.1, SSPN1_54660.2
OG0002623	FGIG_06729, FGIG_06728	SSPN1_19250.1, SSPN1_19250.2
OG0002624	FGIG_06964	SSPN1_14150.1
OG0002625	FGIG_06967	SSPN1_34870.1, SSPN1_34870.2, SSPN1_34870.3
OG0002626	FGIG_06976	SSPN1_55610.1
OG0002627	FGIG_07084	SSPN1_17640.1, SSPN1_17640.2, SSPN1_17640.3, SSPN1_17640.4, SSPN1_17640.5
OG0002629	FGIG_07170	SSPN1_88010.1
OG0002630	FGIG_07216	SSPN1_8690.1
OG0002631	FGIG_07225	SSPN1_24110.2, SSPN1_24110.1, SSPN1_24110.3
OG0002632	FGIG_07361, FGIG_12484, FGIG_12485	SSPN1_81610.1, SSPN1_81610.2
OG0002633	FGIG_07397	SSPN1_31070.1, SSPN1_31070.2
OG0002634	FGIG_07468	SSPN1_23940.1, SSPN1_23940.2
OG0002635	FGIG_07528	SSPN1_22420.1
OG0002636	FGIG_07640	SSPN1_77190.3, SSPN1_77190.1, SSPN1_77190.2, SSPN1_77190.4
OG0002637	FGIG_12349, FGIG_07657, FGIG_07658	SSPN1_90780.1
OG0002638	FGIG_07669	SSPN1_52370.1, SSPN1_52370.2
OG0002639	FGIG_07695	SSPN1_57820.1, SSPN1_57820.2
OG0002640	FGIG_12195, FGIG_07993	SSPN1_19930.1, SSPN1_19930.2, SSPN1_19930.5, SSPN1_19930.3, SSPN1_19930.4
OG0002641	FGIG_08071, FGIG_08808	SSPN1_51800.1, SSPN1_51800.2
OG0002642	FGIG_08263	SSPN1_1400.1
OG0002643	FGIG_08292	SSPN1_4130.1, SSPN1_4130.2, SSPN1_4130.3
OG0002644	FGIG_08363	SSPN1_62250.1
OG0002645	FGIG_08488	SSPN1_20510.1
OG0002646	FGIG_09593, FGIG_08514	SSPN1_25970.2, SSPN1_25970.3, SSPN1_25970.1
OG0002647	FGIG_08632	SSPN1_85040.1
OG0002648	FGIG_08657	SSPN1_6520.1
OG0002649	FGIG_08764, FGIG_10032	SSPN1_30620.1, SSPN1_30620.2
OG0002650	FGIG_08774	SSPN1_8290.1
OG0002651	FGIG_08809	SSPN1_19890.1, SSPN1_19890.4, SSPN1_19890.2, SSPN1_19890.3
OG0002652	FGIG_08823, FGIG_08825, FGIG_08824	SSPN1_43600.2, SSPN1_43600.1, SSPN1_43600.3, SSPN1_43600.4, SSPN1_43610.1, SSPN1_43610.2
OG0002653	FGIG_08840	SSPN1_86800.1, SSPN1_86800.2
OG0002654	FGIG_08874	SSPN1_77950.3, SSPN1_77950.4, SSPN1_77950.1, SSPN1_77950.2
OG0002655	FGIG_08904, FGIG_08905	SSPN1_54940.1, SSPN1_54940.2
OG0002656	FGIG_09068	SSPN1_10270.1, SSPN1_10270.2, SSPN1_10270.3, SSPN1_10270.4
OG0002657	FGIG_09186	SSPN1_14650.2, SSPN1_14650.1
OG0002658	FGIG_10965, FGIG_09229	SSPN1_28440.1, SSPN1_28440.2
OG0002659	FGIG_09283, FGIG_09284	SSPN1_64230.1
OG0002660	FGIG_09287	SSPN1_2530.1
OG0002661	FGIG_09299	SSPN1_65570.1
OG0002662	FGIG_09329, FGIG_09330	SSPN1_80490.1
OG0002663	FGIG_09358	SSPN1_81100.1
OG0002664	FGIG_09406	SSPN1_92590.1, SSPN1_92590.2, SSPN1_92590.3
OG0002665	FGIG_09444	SSPN1_48640.1
OG0002666	FGIG_09447	SSPN1_38390.2, SSPN1_38390.5, SSPN1_38390.4, SSPN1_38390.6, SSPN1_38390.1, SSPN1_38390.3
OG0002667	FGIG_09692	SSPN1_26520.1
OG0002668	FGIG_09716	SSPN1_66710.1
OG0002669	FGIG_09863	SSPN1_87110.1, SSPN1_87110.2
OG0002670	FGIG_09923	SSPN1_27600.1, SSPN1_27600.2
OG0002671	FGIG_10002	SSPN1_90110.2, SSPN1_90110.1
OG0002672	FGIG_10016, FGIG_12308, FGIG_10692	SSPN1_71060.1, SSPN1_71050.1, SSPN1_71050.3, SSPN1_71050.4, SSPN1_71050.2
OG0002673	FGIG_10035	SSPN1_71170.1
OG0002674	FGIG_10188	SSPN1_26680.1
OG0002675	FGIG_10506	SSPN1_20610.4, SSPN1_20610.5, SSPN1_20610.1, SSPN1_20610.2, SSPN1_20610.3, SSPN1_20610.6
OG0002676	FGIG_10620	SSPN1_66060.1
OG0002677	FGIG_10626	SSPN1_61680.3, SSPN1_61680.1, SSPN1_61680.2
OG0002678	FGIG_10664	SSPN1_7500.1, SSPN1_7510.1
OG0002679	FGIG_10815	SSPN1_77610.2, SSPN1_77610.1
OG0002680	FGIG_10900	SSPN1_57610.1, SSPN1_57610.2, SSPN1_57610.5, SSPN1_57610.3, SSPN1_57610.4
OG0002681	FGIG_10906	SSPN1_26270.1
OG0002682	FGIG_10998	SSPN1_9420.1, SSPN1_9420.2
OG0002683	FGIG_11199	SSPN1_90910.1, SSPN1_90900.1
OG0002684	FGIG_11240	SSPN1_81820.1
OG0002685	FGIG_11288	SSPN1_14760.1, SSPN1_14770.1
OG0002686	FGIG_11995, FGIG_11420	SSPN1_52080.1, SSPN1_52080.2
OG0002687	FGIG_11463, FGIG_12541	SSPN1_28160.1
OG0002688	FGIG_12381, FGIG_11687	SSPN1_24860.1
OG0002689	FGIG_11852	SSPN1_24890.1
OG0002690	FGIG_11864	SSPN1_39600.1
OG0002691	FGIG_11898	SSPN1_80430.5, SSPN1_80430.1, SSPN1_80430.3, SSPN1_80430.2, SSPN1_80430.4
OG0002692	FGIG_12208	SSPN1_17840.1
OG0002693	FGIG_12226	SSPN1_46660.1, SSPN1_46670.1
OG0002694	FGIG_12281	SSPN1_89870.1, SSPN1_89870.2, SSPN1_89870.3, SSPN1_89870.4
OG0002695	FGIG_12398, FGIG_12354	SSPN1_2900.1, SSPN1_2900.2
OG0002696	FGIG_12504	SSPN1_36970.1, SSPN1_36970.2
OG0002708	FGIG_00053	SSPN1_30190.1
OG0002709	FGIG_00131	SSPN1_8010.1
OG0002710	FGIG_00253	SSPN1_260.1, SSPN1_260.2, SSPN1_260.3
OG0002711	FGIG_00270	SSPN1_87280.1, SSPN1_87280.2, SSPN1_87280.3, SSPN1_87280.4
OG0002712	FGIG_00278	SSPN1_14730.1
OG0002713	FGIG_00291	SSPN1_46240.1, SSPN1_46240.2
OG0002714	FGIG_00297, FGIG_01555, FGIG_01554	SSPN1_74590.1
OG0002715	FGIG_07985, FGIG_00418	SSPN1_63600.1
OG0002716	FGIG_00604, FGIG_00420	SSPN1_57360.1
OG0002717	FGIG_00464	SSPN1_86660.1, SSPN1_86660.2
OG0002718	FGIG_00471	SSPN1_58180.1, SSPN1_58180.2, SSPN1_58180.3
OG0002719	FGIG_00486	SSPN1_5600.1, SSPN1_5600.2
OG0002720	FGIG_00722	SSPN1_5060.1, SSPN1_5060.2
OG0002721	FGIG_00850	SSPN1_91530.1, SSPN1_91530.2
OG0002722	FGIG_11485, FGIG_00965, FGIG_00966	SSPN1_21190.1
OG0002723	FGIG_11475, FGIG_00967, FGIG_11476	SSPN1_77890.1, SSPN1_77890.2, SSPN1_77890.3, SSPN1_77890.4
OG0002724	FGIG_00998, FGIG_00999, FGIG_04014	SSPN1_78920.1, SSPN1_78920.2
OG0002725	FGIG_01120	SSPN1_4260.1
OG0002726	FGIG_01159	SSPN1_29820.1
OG0002727	FGIG_01253	SSPN1_70900.1, SSPN1_70900.2
OG0002728	FGIG_01273	SSPN1_8410.1
OG0002729	FGIG_01275	SSPN1_14530.1
OG0002730	FGIG_11239, FGIG_01464, FGIG_01465	SSPN1_77700.1, SSPN1_77720.1, SSPN1_77730.1
OG0002731	FGIG_01545	SSPN1_44780.3, SSPN1_44780.1, SSPN1_44780.2
OG0002732	FGIG_01644	SSPN1_57670.1
OG0002733	FGIG_01763	SSPN1_23460.1, SSPN1_23460.2
OG0002734	FGIG_01878	SSPN1_41000.1, SSPN1_41000.2
OG0002736	FGIG_02056	SSPN1_23420.1
OG0002737	FGIG_02094, FGIG_02093	SSPN1_34330.1, SSPN1_34330.4, SSPN1_34330.3, SSPN1_34330.2
OG0002739	FGIG_02207	SSPN1_17350.1
OG0002740	FGIG_02372	SSPN1_31390.3, SSPN1_31390.1, SSPN1_31390.2, SSPN1_31390.4
OG0002741	FGIG_02378	SSPN1_13310.1, SSPN1_13310.2, SSPN1_13310.3
OG0002742	FGIG_02450	SSPN1_68670.1, SSPN1_68670.2
OG0002743	FGIG_02463	SSPN1_40610.2, SSPN1_40610.1
OG0002744	FGIG_02489	SSPN1_55810.1
OG0002745	FGIG_12179, FGIG_08718, FGIG_02569	SSPN1_88770.11, SSPN1_88770.12, SSPN1_88770.13, SSPN1_88770.14, SSPN1_88770.15, SSPN1_88810.1
OG0002746	FGIG_03304, FGIG_03305, FGIG_03306, FGIG_02632	SSPN1_52460.1, SSPN1_52460.2
OG0002747	FGIG_02850	SSPN1_24710.1, SSPN1_24720.1, SSPN1_24730.1, SSPN1_24740.1, SSPN1_24750.1
OG0002748	FGIG_02853	SSPN1_35640.1, SSPN1_35640.6, SSPN1_35640.4, SSPN1_35640.3, SSPN1_35640.5, SSPN1_35640.2
OG0002749	FGIG_03004	SSPN1_46160.1, SSPN1_46170.1, SSPN1_46180.1
OG0002750	FGIG_03144, FGIG_03145	SSPN1_45520.1, SSPN1_45530.1
OG0002751	FGIG_03221	SSPN1_31110.1
OG0002752	FGIG_03278	SSPN1_67530.1, SSPN1_67530.2
OG0002753	FGIG_03286, FGIG_06907	SSPN1_81970.1
OG0002754	FGIG_03291	SSPN1_14960.1
OG0002755	FGIG_03316	SSPN1_3790.1, SSPN1_3790.2, SSPN1_3790.3
OG0002756	FGIG_03391, FGIG_03390	SSPN1_56080.4, SSPN1_56080.3, SSPN1_56080.1, SSPN1_56080.2
OG0002757	FGIG_03406	SSPN1_39020.1, SSPN1_39020.2
OG0002758	FGIG_03449	SSPN1_5310.1, SSPN1_5310.2, SSPN1_5310.3, SSPN1_5310.4
OG0002759	FGIG_03520	SSPN1_27080.1, SSPN1_27080.2
OG0002760	FGIG_03627, FGIG_10459, FGIG_10973	SSPN1_3460.1, SSPN1_3460.2
OG0002761	FGIG_03649	SSPN1_6240.5, SSPN1_6220.1, SSPN1_6240.3, SSPN1_6240.1, SSPN1_6240.2, SSPN1_6240.4
OG0002762	FGIG_03853	SSPN1_92130.1
OG0002763	FGIG_03991	SSPN1_75640.1, SSPN1_75640.2
OG0002764	FGIG_04124	SSPN1_30510.3, SSPN1_30510.1, SSPN1_30510.2
OG0002765	FGIG_04140	SSPN1_66430.1, SSPN1_66440.1
OG0002766	FGIG_04171	SSPN1_70150.1
OG0002767	FGIG_04178	SSPN1_47840.1, SSPN1_47840.2, SSPN1_47840.3
OG0002768	FGIG_04236	SSPN1_2170.1, SSPN1_2170.2, SSPN1_2170.3
OG0002769	FGIG_04369	SSPN1_25150.7, SSPN1_25150.6, SSPN1_25150.8, SSPN1_25150.1, SSPN1_25150.2, SSPN1_25150.3, SSPN1_25150.4, SSPN1_25150.5
OG0002770	FGIG_04421	SSPN1_10800.1, SSPN1_10800.2
OG0002771	FGIG_04434	SSPN1_37190.1, SSPN1_37180.1
OG0002772	FGIG_04505	SSPN1_78250.1
OG0002773	FGIG_04512	SSPN1_14630.1
OG0002774	FGIG_04542	SSPN1_2670.1, SSPN1_2690.1
OG0002775	FGIG_04591	SSPN1_36850.1
OG0002776	FGIG_04643, FGIG_05682	SSPN1_71840.1, SSPN1_71840.2, SSPN1_71840.3, SSPN1_71840.4, SSPN1_71840.5
OG0002777	FGIG_04687	SSPN1_73260.3, SSPN1_73260.2, SSPN1_73260.1
OG0002778	FGIG_04729	SSPN1_92010.1, SSPN1_92010.3, SSPN1_92010.4, SSPN1_92010.5, SSPN1_92010.2
OG0002779	FGIG_06722, FGIG_04831	SSPN1_37590.1
OG0002780	FGIG_04996, FGIG_12623	SSPN1_45640.2, SSPN1_45640.1
OG0002781	FGIG_05105	SSPN1_25540.1
OG0002782	FGIG_05161, FGIG_05159	SSPN1_75960.1, SSPN1_75960.2, SSPN1_75970.1
OG0002783	FGIG_05182	SSPN1_52420.1
OG0002784	FGIG_05187, FGIG_05186	SSPN1_25160.1
OG0002785	FGIG_06181, FGIG_05209	SSPN1_68520.3, SSPN1_68520.5, SSPN1_68520.1, SSPN1_68520.2, SSPN1_68520.4
OG0002786	FGIG_05260	SSPN1_17810.1, SSPN1_17810.2
OG0002787	FGIG_12685, FGIG_05286, FGIG_05287	SSPN1_7180.1
OG0002788	FGIG_10358, FGIG_05423	SSPN1_19760.3, SSPN1_19760.4, SSPN1_19760.1, SSPN1_19760.2
OG0002789	FGIG_05445	SSPN1_11640.1, SSPN1_11640.2, SSPN1_11640.3
OG0002790	FGIG_05483	SSPN1_73610.1
OG0002791	FGIG_05501	SSPN1_2580.1
OG0002792	FGIG_05618	SSPN1_53810.1
OG0002793	FGIG_05704	SSPN1_19110.1
OG0002794	FGIG_05717, FGIG_05716	SSPN1_90210.2, SSPN1_90210.1, SSPN1_90210.3, SSPN1_90210.4
OG0002795	FGIG_05889	SSPN1_25430.1
OG0002796	FGIG_05981	SSPN1_17110.1
OG0002797	FGIG_05992	SSPN1_34550.2, SSPN1_34550.1, SSPN1_34550.3
OG0002798	FGIG_06061, FGIG_06060	SSPN1_71470.1
OG0002799	FGIG_06088, FGIG_06085, FGIG_06087, FGIG_10414, FGIG_06084, FGIG_06086	SSPN1_81050.1
OG0002800	FGIG_06159	SSPN1_76650.3, SSPN1_76650.1, SSPN1_76650.2
OG0002801	FGIG_06201	SSPN1_4790.1, SSPN1_4790.2, SSPN1_4790.3, SSPN1_4790.4
OG0002802	FGIG_06293	SSPN1_87510.1
OG0002803	FGIG_06358	SSPN1_25700.3, SSPN1_25700.1, SSPN1_25700.2
OG0002804	FGIG_06361, FGIG_06360, FGIG_11543, FGIG_11542	SSPN1_31710.1
OG0002805	FGIG_06457, FGIG_06456	SSPN1_54150.1
OG0002806	FGIG_06469, FGIG_06468	SSPN1_68110.1, SSPN1_68110.2
OG0002807	FGIG_06513	SSPN1_13160.1
OG0002808	FGIG_06605, FGIG_06607, FGIG_06606	SSPN1_62120.1, SSPN1_62110.1
OG0002809	FGIG_06637, FGIG_08992	SSPN1_78720.1
OG0002810	FGIG_06738	SSPN1_36120.1
OG0002811	FGIG_06770	SSPN1_20970.1
OG0002812	FGIG_06797	SSPN1_82610.1, SSPN1_82610.2, SSPN1_82630.1, SSPN1_82630.3, SSPN1_82630.2
OG0002813	FGIG_06986	SSPN1_74900.1
OG0002814	FGIG_07068, FGIG_07069	SSPN1_22830.1
OG0002815	FGIG_07178	SSPN1_60690.1, SSPN1_60700.1
OG0002816	FGIG_07270	SSPN1_12390.1
OG0002817	FGIG_07355	SSPN1_33690.1, SSPN1_33690.2
OG0002818	FGIG_07442	SSPN1_72540.1
OG0002819	FGIG_07453, FGIG_07452	SSPN1_66090.2, SSPN1_66090.1
OG0002820	FGIG_07472, FGIG_07471	SSPN1_71920.1
OG0002821	FGIG_07530, FGIG_11429, FGIG_09280, FGIG_11525	SSPN1_4180.1, SSPN1_4180.2, SSPN1_4180.3
OG0002822	FGIG_07663	SSPN1_20650.1, SSPN1_20650.2, SSPN1_20650.3, SSPN1_20650.4
OG0002823	FGIG_07715	SSPN1_15560.1, SSPN1_15560.2
OG0002824	FGIG_07734	SSPN1_1880.1
OG0002825	FGIG_07794	SSPN1_47140.1
OG0002826	FGIG_07964	SSPN1_39520.1
OG0002827	FGIG_08025, FGIG_08024	SSPN1_26190.1, SSPN1_26190.2, SSPN1_26190.3
OG0002828	FGIG_08104, FGIG_12689	SSPN1_26990.1
OG0002829	FGIG_09197, FGIG_08438	SSPN1_63510.2, SSPN1_63510.1, SSPN1_63510.3
OG0002830	FGIG_10726, FGIG_11056, FGIG_11055, FGIG_08511	SSPN1_22680.1
OG0002831	FGIG_08556	SSPN1_15040.1
OG0002832	FGIG_08571	SSPN1_78390.1
OG0002833	FGIG_08588	SSPN1_54830.1, SSPN1_54830.2, SSPN1_54830.3
OG0002834	FGIG_08596	SSPN1_3500.1, SSPN1_3500.2, SSPN1_3500.3
OG0002835	FGIG_08621, FGIG_08622	SSPN1_88130.3, SSPN1_88130.1, SSPN1_88130.2
OG0002836	FGIG_08624	SSPN1_24540.1
OG0002837	FGIG_08626	SSPN1_15030.1, SSPN1_15030.2
OG0002838	FGIG_08655	SSPN1_18350.1
OG0002839	FGIG_08663, FGIG_08664	SSPN1_68680.1
OG0002840	FGIG_08800	SSPN1_87890.1
OG0002841	FGIG_08875	SSPN1_49090.1, SSPN1_30540.1
OG0002842	FGIG_08981	SSPN1_68940.1
OG0002843	FGIG_09146	SSPN1_25090.1, SSPN1_25090.2, SSPN1_25090.3
OG0002844	FGIG_09190	SSPN1_57380.1, SSPN1_57380.2
OG0002845	FGIG_09422	SSPN1_19620.2, SSPN1_19620.1, SSPN1_19620.3
OG0002846	FGIG_09486	SSPN1_12570.1, SSPN1_12570.2
OG0002847	FGIG_09676	SSPN1_55820.1, SSPN1_55830.1
OG0002848	FGIG_09722, FGIG_11866, FGIG_11390	SSPN1_63000.1
OG0002849	FGIG_09733	SSPN1_18150.1
OG0002850	FGIG_09763	SSPN1_59770.1
OG0002851	FGIG_09821, FGIG_09820	SSPN1_86340.1
OG0002852	FGIG_09930	SSPN1_18240.1
OG0002853	FGIG_09963	SSPN1_70320.1, SSPN1_70320.2, SSPN1_70320.4, SSPN1_70320.3, SSPN1_70320.5
OG0002854	FGIG_10000, FGIG_11499	SSPN1_36350.1
OG0002855	FGIG_10052	SSPN1_13640.1
OG0002856	FGIG_10060	SSPN1_51630.1, SSPN1_51630.2
OG0002857	FGIG_10094	SSPN1_61040.1
OG0002858	FGIG_10159	SSPN1_20490.1
OG0002859	FGIG_10168	SSPN1_61400.1
OG0002860	FGIG_10233	SSPN1_74530.1
OG0002861	FGIG_11617, FGIG_10343	SSPN1_84860.1, SSPN1_84860.2
OG0002862	FGIG_10392	SSPN1_59410.3, SSPN1_59410.1, SSPN1_59410.2
OG0002863	FGIG_12461	SSPN1_13450.1
OG0002864	FGIG_10838	SSPN1_52030.1, SSPN1_52030.2
OG0002865	FGIG_12304, FGIG_10855	SSPN1_19800.1
OG0002866	FGIG_10903	SSPN1_35130.1, SSPN1_35140.1
OG0002867	FGIG_10919, FGIG_10918	SSPN1_3720.1
OG0002868	FGIG_11146	SSPN1_84010.1
OG0002869	FGIG_11243, FGIG_12537	SSPN1_2000.1
OG0002870	FGIG_11294	SSPN1_45960.1, SSPN1_45960.2, SSPN1_45960.3
OG0002871	FGIG_11362	SSPN1_43560.1, SSPN1_43560.2, SSPN1_43560.3, SSPN1_43560.4
OG0002872	FGIG_11386	SSPN1_47980.1
OG0002873	FGIG_11394	SSPN1_88460.3, SSPN1_88460.1, SSPN1_88460.2
OG0002874	FGIG_11438	SSPN1_31360.1
OG0002875	FGIG_11642	SSPN1_49550.1
OG0002876	FGIG_11664	SSPN1_68180.5, SSPN1_68180.1, SSPN1_68180.2, SSPN1_68180.3, SSPN1_68180.4, SSPN1_68180.6
OG0002877	FGIG_11764	SSPN1_63560.1
OG0002878	FGIG_12418, FGIG_11844	SSPN1_65500.1, SSPN1_65500.2
OG0002879	FGIG_11907	SSPN1_10710.1
OG0002880	FGIG_11965	SSPN1_20900.1
OG0002881	FGIG_11981	SSPN1_57170.1
OG0002882	FGIG_12183	SSPN1_11130.1, SSPN1_11140.1
OG0002883	FGIG_12203	SSPN1_49460.1, SSPN1_49460.2
OG0002884	FGIG_12322	SSPN1_59560.1, SSPN1_59560.2, SSPN1_59560.4, SSPN1_59560.3
OG0002885	FGIG_12382	SSPN1_45250.1
OG0002886	FGIG_12486	SSPN1_71600.1
OG0002902	FGIG_00019	SSPN1_31670.1
OG0002903	FGIG_00186	SSPN1_68990.1
OG0002904	FGIG_00215	SSPN1_21130.1
OG0002905	FGIG_00262	SSPN1_58420.1, SSPN1_58420.2
OG0002906	FGIG_00289	SSPN1_27950.1
OG0002907	FGIG_00323	SSPN1_5330.1
OG0002908	FGIG_00395	SSPN1_66070.3, SSPN1_66070.1, SSPN1_66070.2, SSPN1_66070.4
OG0002909	FGIG_00500	SSPN1_78130.1, SSPN1_78130.4, SSPN1_78130.5, SSPN1_78130.6, SSPN1_78130.2, SSPN1_78130.3
OG0002910	FGIG_00574	SSPN1_11380.1
OG0002911	FGIG_14002, FGIG_00620	SSPN1_15650.1, SSPN1_15650.2
OG0002912	FGIG_00740	SSPN1_59790.1
OG0002913	FGIG_00835	SSPN1_20350.4, SSPN1_20350.5, SSPN1_20350.2, SSPN1_20350.3, SSPN1_20350.1
OG0002914	FGIG_00848	SSPN1_14310.1
OG0002915	FGIG_00931	SSPN1_74560.1, SSPN1_74560.3, SSPN1_74560.2, SSPN1_74560.4
OG0002916	FGIG_01037	SSPN1_13400.1, SSPN1_13400.2
OG0002917	FGIG_01058	SSPN1_22300.1, SSPN1_22300.2
OG0002918	FGIG_01161	SSPN1_78140.2, SSPN1_78140.1, SSPN1_78140.3
OG0002919	FGIG_01197	SSPN1_83070.1
OG0002920	FGIG_01206	SSPN1_41590.1, SSPN1_41600.1
OG0002921	FGIG_01214	SSPN1_91510.1
OG0002922	FGIG_01223	SSPN1_73620.1, SSPN1_73620.2
OG0002923	FGIG_01244, FGIG_01243	SSPN1_63400.1
OG0002924	FGIG_01292	SSPN1_16440.1, SSPN1_16440.2, SSPN1_16440.3, SSPN1_16440.4
OG0002925	FGIG_01296	SSPN1_17150.1
OG0002926	FGIG_01363	SSPN1_38420.1
OG0002927	FGIG_08220, FGIG_01366, FGIG_01367	SSPN1_20810.1
OG0002928	FGIG_01390, FGIG_10597	SSPN1_72160.1
OG0002929	FGIG_01392	SSPN1_21830.1
OG0002930	FGIG_01565	SSPN1_39290.1
OG0002931	FGIG_01593	SSPN1_1890.1
OG0002932	FGIG_01662	SSPN1_43450.1
OG0002933	FGIG_01666, FGIG_01667	SSPN1_30710.1
OG0002934	FGIG_01686	SSPN1_89660.1
OG0002935	FGIG_01722, FGIG_02871	SSPN1_58900.1
OG0002936	FGIG_01745, FGIG_01743, FGIG_01744	SSPN1_45170.1
OG0002937	FGIG_01916, FGIG_01915, FGIG_01917	SSPN1_32120.1
OG0002938	FGIG_03033, FGIG_06311, FGIG_06309	SSPN1_76160.1
OG0002939	FGIG_02005	SSPN1_17690.1, SSPN1_17690.2, SSPN1_17690.3, SSPN1_17690.4
OG0002940	FGIG_02225	SSPN1_46500.1, SSPN1_46500.2, SSPN1_46500.3
OG0002941	FGIG_02300	SSPN1_53210.1, SSPN1_53220.1
OG0002942	FGIG_02323	SSPN1_75480.1, SSPN1_75470.1
OG0002943	FGIG_02325	SSPN1_75500.1
OG0002944	FGIG_02379, FGIG_12561	SSPN1_13320.4, SSPN1_13320.1, SSPN1_13320.2, SSPN1_13320.3
OG0002945	FGIG_02398	SSPN1_74850.1
OG0002946	FGIG_07587, FGIG_09588, FGIG_02404	SSPN1_11540.1
OG0002947	FGIG_02420, FGIG_02418, FGIG_02419	SSPN1_86530.2, SSPN1_86530.1, SSPN1_86530.3
OG0002948	FGIG_02488, FGIG_12594	SSPN1_63680.2, SSPN1_63680.3, SSPN1_63680.1, SSPN1_63680.4, SSPN1_63680.5
OG0002949	FGIG_02550	SSPN1_36830.1, SSPN1_36830.2, SSPN1_36830.3
OG0002950	FGIG_02625	SSPN1_67430.1
OG0002951	FGIG_02656	SSPN1_33170.1, SSPN1_33170.2
OG0002952	FGIG_02719, FGIG_02720	SSPN1_48760.1, SSPN1_48770.1
