Orthogroup	fasciola_gigantica	schistosoma_mattheei
OG0002744	FGIG_02489	SMTH1_64150.1
OG0002745	FGIG_12179, FGIG_08718, FGIG_02569	SMTH1_102490.1
OG0002746	FGIG_03304, FGIG_03305, FGIG_03306, FGIG_02632	SMTH1_60420.1
OG0002747	FGIG_02850	SMTH1_28530.1
OG0002748	FGIG_02853	SMTH1_39180.1
OG0002749	FGIG_03004	SMTH1_53190.1
OG0002750	FGIG_03144, FGIG_03145	SMTH1_52470.1, SMTH1_52480.1
OG0002751	FGIG_03221	SMTH1_44440.1, SMTH1_44440.2, SMTH1_44440.7, SMTH1_44440.4, SMTH1_44440.5, SMTH1_44440.3, SMTH1_44440.6
OG0002752	FGIG_03278	SMTH1_77880.1, SMTH1_77890.1
OG0002753	FGIG_03286, FGIG_06907	SMTH1_94730.1, SMTH1_94730.2, SMTH1_94730.3
OG0002754	FGIG_03291	SMTH1_17470.1, SMTH1_17470.2, SMTH1_17470.3
OG0002755	FGIG_03316	SMTH1_4410.1, SMTH1_4410.2
OG0002756	FGIG_03391, FGIG_03390	SMTH1_64470.1, SMTH1_64480.1
OG0002757	FGIG_03406	SMTH1_35340.1
OG0002758	FGIG_03449	SMTH1_6170.1, SMTH1_6170.2, SMTH1_6170.3
OG0002759	FGIG_03520	SMTH1_31230.1
OG0002760	FGIG_03627, FGIG_10459, FGIG_10973	SMTH1_4120.1, SMTH1_4130.1
OG0002761	FGIG_03649	SMTH1_7250.1, SMTH1_7250.3, SMTH1_7250.4, SMTH1_7250.2
OG0002762	FGIG_03853	SMTH1_106210.1
OG0002763	FGIG_03991	SMTH1_87410.3, SMTH1_87410.5, SMTH1_87410.4, SMTH1_87410.1, SMTH1_87410.2
OG0002764	FGIG_04124	SMTH1_35130.1, SMTH1_35130.2, SMTH1_35130.3, SMTH1_35130.4, SMTH1_35130.5, SMTH1_35130.6
OG0002765	FGIG_04140	SMTH1_76570.1
OG0002766	FGIG_04171	SMTH1_81260.1
OG0002767	FGIG_04178	SMTH1_55290.1
OG0002768	FGIG_04236	SMTH1_2650.1
OG0002769	FGIG_04369	SMTH1_28990.1, SMTH1_28990.4, SMTH1_28990.5, SMTH1_28990.2, SMTH1_28990.3
OG0002770	FGIG_04421	SMTH1_19920.1, SMTH1_19920.2, SMTH1_19920.3, SMTH1_19920.4, SMTH1_19920.5
OG0002771	FGIG_04434	SMTH1_37520.1
OG0002772	FGIG_04505	SMTH1_91110.1
OG0002773	FGIG_04512	SMTH1_17840.1
OG0002774	FGIG_04542	SMTH1_3270.1, SMTH1_107220.1, SMTH1_48030.1
OG0002775	FGIG_04591	SMTH1_37870.1
OG0002776	FGIG_04643, FGIG_05682	SMTH1_83060.1
OG0002777	FGIG_04687	SMTH1_84660.1, SMTH1_84660.2
OG0002778	FGIG_04729	SMTH1_106050.1
OG0002779	FGIG_06722, FGIG_04831	SMTH1_37080.1
OG0002780	FGIG_04996, FGIG_12623	SMTH1_52620.2, SMTH1_52620.1
OG0002781	FGIG_05105	SMTH1_29410.1, SMTH1_29410.5, SMTH1_29410.2, SMTH1_29410.3, SMTH1_29410.4
OG0002782	FGIG_05161, FGIG_05159	SMTH1_87790.1
OG0002783	FGIG_05182	SMTH1_60360.1, SMTH1_60360.2
OG0002784	FGIG_05187, FGIG_05186	SMTH1_29000.1
OG0002785	FGIG_06181, FGIG_05209	SMTH1_79250.1
OG0002786	FGIG_05260	SMTH1_14810.1
OG0002787	FGIG_12685, FGIG_05286, FGIG_05287	SMTH1_107710.2, SMTH1_107710.1, SMTH1_107710.3
OG0002788	FGIG_10358, FGIG_05423	SMTH1_12070.1
OG0002789	FGIG_05445	SMTH1_20760.1
OG0002790	FGIG_05483	SMTH1_85040.1, SMTH1_85030.1
OG0002791	FGIG_05501	SMTH1_3110.1
OG0002792	FGIG_05618	SMTH1_61990.1
OG0002793	FGIG_05704	SMTH1_12750.1, SMTH1_12750.2
OG0002794	FGIG_05717, FGIG_05716	SMTH1_104060.1, SMTH1_104060.2, SMTH1_104060.3, SMTH1_104060.4
OG0002795	FGIG_05889	SMTH1_29310.1
OG0002796	FGIG_05981	SMTH1_14000.1, SMTH1_14000.2
OG0002797	FGIG_05992	SMTH1_40310.1, SMTH1_40310.2
OG0002798	FGIG_06061, FGIG_06060	SMTH1_82630.1, SMTH1_82630.2
OG0002799	FGIG_06088, FGIG_06085, FGIG_06087, FGIG_10414, FGIG_06084, FGIG_06086	SMTH1_93260.1, SMTH1_93250.1
OG0002800	FGIG_06159	SMTH1_88580.1
OG0002801	FGIG_06201	SMTH1_5670.1, SMTH1_5670.2
OG0002802	FGIG_06293	SMTH1_100850.1, SMTH1_100850.2
OG0002803	FGIG_06358	SMTH1_29630.1, SMTH1_29640.1
OG0002804	FGIG_06361, FGIG_06360, FGIG_11543, FGIG_11542	SMTH1_43630.1
OG0002805	FGIG_06457, FGIG_06456	SMTH1_62290.1
OG0002806	FGIG_06469, FGIG_06468	SMTH1_78730.1, SMTH1_78720.1, SMTH1_78740.1
OG0002807	FGIG_06513	SMTH1_22660.1, SMTH1_22660.2
OG0002808	FGIG_06605, FGIG_06607, FGIG_06606	SMTH1_68980.1, SMTH1_68970.1
OG0002809	FGIG_06637, FGIG_08992	SMTH1_90090.1, SMTH1_90090.2
OG0002810	FGIG_06738	SMTH1_38590.1, SMTH1_38590.2, SMTH1_38590.3, SMTH1_38590.4, SMTH1_38590.5
OG0002811	FGIG_06770	SMTH1_24150.1, SMTH1_24140.1
OG0002812	FGIG_06797	SMTH1_95160.1
OG0002813	FGIG_06986	SMTH1_86550.1
OG0002815	FGIG_07178	SMTH1_70550.1
OG0002816	FGIG_07270	SMTH1_21560.1
OG0002817	FGIG_07355	SMTH1_41390.1, SMTH1_41400.1, SMTH1_41410.1, SMTH1_41410.2, SMTH1_41410.3, SMTH1_41410.4
OG0002818	FGIG_07442	SMTH1_83790.1, SMTH1_83790.2, SMTH1_83790.3, SMTH1_83790.4
OG0002819	FGIG_07453, FGIG_07452	SMTH1_76180.1, SMTH1_76190.1
OG0002820	FGIG_07472, FGIG_07471	SMTH1_83130.1, SMTH1_83120.1
OG0002821	FGIG_07530, FGIG_11429, FGIG_09280, FGIG_11525	SMTH1_4930.1
OG0002822	FGIG_07663	SMTH1_11050.2, SMTH1_11050.1
OG0002823	FGIG_07715	SMTH1_16750.1
OG0002824	FGIG_07734	SMTH1_2390.3, SMTH1_2390.1, SMTH1_2390.2, SMTH1_2390.4
OG0002825	FGIG_07794	SMTH1_54440.1, SMTH1_54450.1
OG0002826	FGIG_07964	SMTH1_45490.1
OG0002827	FGIG_08025, FGIG_08024	SMTH1_30130.1, SMTH1_30130.2
OG0002828	FGIG_08104, FGIG_12689	SMTH1_31140.2, SMTH1_31140.1, SMTH1_31140.3
OG0002829	FGIG_09197, FGIG_08438	SMTH1_67480.1, SMTH1_67470.1
OG0002830	FGIG_10726, FGIG_11056, FGIG_11055, FGIG_08511	SMTH1_26130.1
OG0002831	FGIG_08556	SMTH1_17380.1, SMTH1_17380.2
OG0002832	FGIG_08571	SMTH1_90550.1
OG0002833	FGIG_08588	SMTH1_62990.1, SMTH1_62990.3, SMTH1_62990.2
OG0002834	FGIG_08596	SMTH1_4150.1
OG0002835	FGIG_08621, FGIG_08622	SMTH1_101610.1
OG0002836	FGIG_08624	SMTH1_28330.1, SMTH1_28320.1
OG0002837	FGIG_08626	SMTH1_17390.1, SMTH1_17390.2, SMTH1_17400.1
OG0002838	FGIG_08655	SMTH1_15410.2, SMTH1_15410.4, SMTH1_15410.1, SMTH1_15410.3
OG0002839	FGIG_08663, FGIG_08664	SMTH1_79520.1
OG0002840	FGIG_08800	SMTH1_101330.1, SMTH1_101320.1
OG0002841	FGIG_08875	SMTH1_56690.1
OG0002842	FGIG_08981	SMTH1_79790.1, SMTH1_79780.1
OG0002843	FGIG_09146	SMTH1_28900.1
OG0002844	FGIG_09190	SMTH1_75030.1, SMTH1_75030.2, SMTH1_75030.3
OG0002845	FGIG_09422	SMTH1_12260.3, SMTH1_12260.1, SMTH1_12260.2, SMTH1_12260.6, SMTH1_12260.5, SMTH1_12260.4
OG0002846	FGIG_09486	SMTH1_21780.3, SMTH1_21780.1, SMTH1_21780.2, SMTH1_21780.4
OG0002847	FGIG_09676	SMTH1_64160.2, SMTH1_64160.1, SMTH1_64160.3
OG0002848	FGIG_09722, FGIG_11866, FGIG_11390	SMTH1_68060.1
OG0002849	FGIG_09733	SMTH1_15210.1
OG0002851	FGIG_09821, FGIG_09820	SMTH1_99510.1, SMTH1_99500.1
OG0002852	FGIG_09930	SMTH1_15300.3, SMTH1_15300.1, SMTH1_15300.4, SMTH1_15300.5, SMTH1_15300.2, SMTH1_15300.6
OG0002853	FGIG_09963	SMTH1_81420.1, SMTH1_81420.2
OG0002854	FGIG_10000, FGIG_11499	SMTH1_38390.1
OG0002855	FGIG_10052	SMTH1_18930.2, SMTH1_18930.1, SMTH1_18930.3
OG0002856	FGIG_10060	SMTH1_59520.1, SMTH1_59510.1
OG0002857	FGIG_10094	SMTH1_70190.1
OG0002858	FGIG_10159	SMTH1_11230.1, SMTH1_11230.2
OG0002859	FGIG_10168	SMTH1_69800.1, SMTH1_69800.2
OG0002860	FGIG_10233	SMTH1_86090.1
OG0002861	FGIG_11617, FGIG_10343	SMTH1_97670.1
OG0002862	FGIG_10392	SMTH1_72520.2, SMTH1_72520.1
OG0002863	FGIG_12461	SMTH1_19180.1, SMTH1_19190.1
OG0002864	FGIG_10838	SMTH1_59990.1
OG0002865	FGIG_12304, FGIG_10855	SMTH1_12030.1, SMTH1_12030.3, SMTH1_12030.4, SMTH1_12030.5, SMTH1_12030.2
OG0002866	FGIG_10903	SMTH1_39650.1
OG0002867	FGIG_10919, FGIG_10918	SMTH1_4340.1, SMTH1_4340.2, SMTH1_4340.3
OG0002868	FGIG_11146	SMTH1_96650.3, SMTH1_96650.1, SMTH1_96650.2
OG0002869	FGIG_11243, FGIG_12537	SMTH1_2510.1
OG0002871	FGIG_11362	SMTH1_50110.2, SMTH1_50110.1, SMTH1_50110.3
OG0002872	FGIG_11386	SMTH1_55460.1
OG0002873	FGIG_11394	SMTH1_101940.1
OG0002874	FGIG_11438	SMTH1_44080.1
OG0002875	FGIG_11642	SMTH1_57040.1
OG0002876	FGIG_11664	SMTH1_78810.1, SMTH1_78810.2, SMTH1_78810.3
OG0002877	FGIG_11764	SMTH1_67400.1, SMTH1_67400.2
OG0002878	FGIG_12418, FGIG_11844	SMTH1_71050.1
OG0002879	FGIG_11907	SMTH1_19840.1
OG0002880	FGIG_11965	SMTH1_24080.1, SMTH1_24080.2
OG0002881	FGIG_11981	SMTH1_65700.1
OG0002882	FGIG_12183	SMTH1_20230.1, SMTH1_20240.1
OG0002883	FGIG_12203	SMTH1_57160.1
OG0002884	FGIG_12322	SMTH1_72330.3, SMTH1_72330.1, SMTH1_72330.2
OG0002885	FGIG_12382	SMTH1_52130.1, SMTH1_52130.2
OG0002886	FGIG_12486	SMTH1_82790.2, SMTH1_82790.1
OG0002902	FGIG_00019	SMTH1_43670.1, SMTH1_43670.2
OG0002903	FGIG_00186	SMTH1_79870.1
OG0002904	FGIG_00215	SMTH1_24700.1, SMTH1_24700.2
OG0002905	FGIG_00262	SMTH1_73740.1, SMTH1_73750.1
OG0002906	FGIG_00289	SMTH1_32240.1
OG0002907	FGIG_00323	SMTH1_6190.1
OG0002908	FGIG_00395	SMTH1_76130.1, SMTH1_76140.1
OG0002909	FGIG_00500	SMTH1_90590.3, SMTH1_90590.4, SMTH1_90590.1, SMTH1_90590.2, SMTH1_90590.5, SMTH1_90590.6
OG0002910	FGIG_00574	SMTH1_20520.1
OG0002911	FGIG_14002, FGIG_00620	SMTH1_16660.1
OG0002912	FGIG_00740	SMTH1_72050.1
OG0002913	FGIG_00835	SMTH1_11450.1, SMTH1_11450.2, SMTH1_11450.3
OG0002914	FGIG_00848	SMTH1_18220.1
OG0002915	FGIG_00931	SMTH1_86150.1
OG0002916	FGIG_01037	SMTH1_19250.1, SMTH1_19240.1
OG0002917	FGIG_01058	SMTH1_25560.1
OG0002918	FGIG_01161	SMTH1_90580.1, SMTH1_90580.2
OG0002919	FGIG_01197	SMTH1_95380.1, SMTH1_95390.1, SMTH1_95400.1, SMTH1_95410.1
OG0002920	FGIG_01206	SMTH1_47820.1, SMTH1_47830.1
OG0002921	FGIG_01214	SMTH1_105490.1, SMTH1_105490.2
OG0002922	FGIG_01223	SMTH1_85050.4, SMTH1_85050.3, SMTH1_85050.5, SMTH1_85050.1, SMTH1_85050.2
OG0002923	FGIG_01244, FGIG_01243	SMTH1_67610.1
OG0002924	FGIG_01292	SMTH1_13220.1, SMTH1_13220.2, SMTH1_13220.3, SMTH1_13220.4
OG0002925	FGIG_01296	SMTH1_14030.1, SMTH1_14040.1
OG0002926	FGIG_01363	SMTH1_36050.6, SMTH1_36050.5, SMTH1_36050.1, SMTH1_36050.2, SMTH1_36050.3, SMTH1_36050.4, SMTH1_36050.7
OG0002927	FGIG_08220, FGIG_01366, FGIG_01367	SMTH1_10870.1, SMTH1_10870.2, SMTH1_10870.3, SMTH1_10870.4, SMTH1_10870.5
OG0002928	FGIG_01390, FGIG_10597	SMTH1_83380.1
OG0002929	FGIG_01392	SMTH1_25000.1
OG0002930	FGIG_01565	SMTH1_45170.1, SMTH1_45170.2, SMTH1_45170.3
OG0002931	FGIG_01593	SMTH1_2400.2, SMTH1_2400.3
OG0002932	FGIG_01662	SMTH1_49990.1
OG0002933	FGIG_01666, FGIG_01667	SMTH1_44890.4, SMTH1_44890.1, SMTH1_44890.3, SMTH1_44890.2
OG0002934	FGIG_01686	SMTH1_103450.1, SMTH1_103460.1
OG0002935	FGIG_01722, FGIG_02871	SMTH1_73140.1, SMTH1_73130.1
OG0002936	FGIG_01745, FGIG_01743, FGIG_01744	SMTH1_52050.1
OG0002937	FGIG_01916, FGIG_01915, FGIG_01917	SMTH1_43120.1, SMTH1_43120.2, SMTH1_43120.3
OG0002938	FGIG_03033, FGIG_06311, FGIG_06309	SMTH1_87960.1
OG0002939	FGIG_02005	SMTH1_14670.1
OG0002940	FGIG_02225	SMTH1_53590.1, SMTH1_53600.1, SMTH1_53610.1
OG0002941	FGIG_02300	SMTH1_61240.1, SMTH1_61250.1
OG0002942	FGIG_02323	SMTH1_87180.1, SMTH1_87170.1, SMTH1_87060.1, SMTH1_87150.1
OG0002943	FGIG_02325	SMTH1_87210.1
OG0002944	FGIG_02379, FGIG_12561	SMTH1_19310.1, SMTH1_19310.2
OG0002945	FGIG_02398	SMTH1_86500.1, SMTH1_86490.1
OG0002946	FGIG_07587, FGIG_09588, FGIG_02404	SMTH1_20660.1, SMTH1_20660.2, SMTH1_20660.3
OG0002947	FGIG_02420, FGIG_02418, FGIG_02419	SMTH1_99310.1
OG0002948	FGIG_02488, FGIG_12594	SMTH1_67310.2, SMTH1_67310.1
OG0002949	FGIG_02550	SMTH1_37890.1
OG0002950	FGIG_02625	SMTH1_77720.1
OG0002951	FGIG_02656	SMTH1_41840.1
OG0002952	FGIG_02719, FGIG_02720	SMTH1_56350.1
OG0002953	FGIG_02725, FGIG_07191	SMTH1_3880.1
OG0002954	FGIG_02727	SMTH1_66780.1
OG0002955	FGIG_02756	SMTH1_82050.1
OG0002956	FGIG_06169, FGIG_06167, FGIG_06168, FGIG_02797	SMTH1_105210.1, SMTH1_105220.1
OG0002957	FGIG_02858	SMTH1_77810.3, SMTH1_77810.2, SMTH1_77810.4, SMTH1_77860.1
OG0002958	FGIG_02869	SMTH1_74260.1, SMTH1_74260.2
OG0002959	FGIG_02906	SMTH1_96610.1
OG0002960	FGIG_02937	SMTH1_54410.1
OG0002961	FGIG_02939	SMTH1_21170.1, SMTH1_21170.2, SMTH1_21170.3
OG0002962	FGIG_02969	SMTH1_73790.1
OG0002963	FGIG_02993	SMTH1_15500.5, SMTH1_15500.1, SMTH1_15500.2, SMTH1_15500.3, SMTH1_15500.4
OG0002964	FGIG_03178	SMTH1_27880.1, SMTH1_27890.1
OG0002965	FGIG_03233	SMTH1_102690.1, SMTH1_102690.2
OG0002966	FGIG_03240	SMTH1_48900.1, SMTH1_48900.2
OG0002967	FGIG_03409	SMTH1_67920.1, SMTH1_67920.2, SMTH1_67910.1
OG0002968	FGIG_03437, FGIG_03436	SMTH1_21390.1
OG0002969	FGIG_09365, FGIG_10961	SMTH1_58800.1, SMTH1_58800.2
OG0002970	FGIG_03956	SMTH1_11180.10, SMTH1_11180.2, SMTH1_11180.1, SMTH1_11180.3, SMTH1_11180.4, SMTH1_11180.6, SMTH1_11180.7, SMTH1_11180.8, SMTH1_11180.9, SMTH1_11180.5
OG0002971	FGIG_03967	SMTH1_70060.1
OG0002972	FGIG_04052	SMTH1_68630.1, SMTH1_68630.2, SMTH1_68630.3
OG0002973	FGIG_04067	SMTH1_54220.2, SMTH1_54220.1, SMTH1_54220.3
OG0002974	FGIG_04073, FGIG_04075	SMTH1_36110.2, SMTH1_36110.1
OG0002975	FGIG_04094	SMTH1_42350.1, SMTH1_42350.2, SMTH1_42350.3
OG0002976	FGIG_04253	SMTH1_70620.1
OG0002977	FGIG_04273	SMTH1_9060.1
OG0002979	FGIG_04465, FGIG_04464	SMTH1_23820.1, SMTH1_23820.2, SMTH1_23800.1
OG0002980	FGIG_04471	SMTH1_32560.1
OG0002981	FGIG_04544	SMTH1_83590.2, SMTH1_83590.1, SMTH1_83590.3
OG0002982	FGIG_04550	SMTH1_59840.1, SMTH1_59840.2, SMTH1_59840.4, SMTH1_59840.3
OG0002983	FGIG_04578	SMTH1_27380.1
OG0002984	FGIG_04581	SMTH1_14290.1
OG0002985	FGIG_04617	SMTH1_2590.1, SMTH1_2590.4, SMTH1_2590.2, SMTH1_2590.3
OG0002986	FGIG_04702, FGIG_04701, FGIG_10984, FGIG_10983	SMTH1_11310.1, SMTH1_11320.1
OG0002988	FGIG_04757, FGIG_04758	SMTH1_103310.1
OG0002989	FGIG_04844	SMTH1_55250.1, SMTH1_55230.1
OG0002990	FGIG_05026	SMTH1_90920.1, SMTH1_90930.1
OG0002992	FGIG_08339, FGIG_05098	SMTH1_84480.1, SMTH1_84470.1
OG0002993	FGIG_06818, FGIG_05143	SMTH1_93110.1, SMTH1_93120.1
OG0002994	FGIG_05172, FGIG_10596	SMTH1_21360.1, SMTH1_21360.2
OG0002995	FGIG_05238, FGIG_05700, FGIG_05702	SMTH1_98770.1, SMTH1_98770.2
OG0002996	FGIG_05248	SMTH1_16600.1
OG0002997	FGIG_05258	SMTH1_38160.1, SMTH1_38160.2, SMTH1_38160.3
OG0002998	FGIG_05264	SMTH1_49610.1, SMTH1_49610.2
OG0002999	FGIG_05459, FGIG_05458	SMTH1_67190.1
OG0003000	FGIG_05550, FGIG_11718	SMTH1_29920.1
OG0003001	FGIG_05567, FGIG_05566, FGIG_05568	SMTH1_29870.1, SMTH1_29870.2, SMTH1_29880.1
OG0003002	FGIG_05627	SMTH1_21610.1
OG0003003	FGIG_05718	SMTH1_104070.2, SMTH1_104070.1
OG0003004	FGIG_05746	SMTH1_83510.1, SMTH1_83510.2, SMTH1_83510.3, SMTH1_83510.4
OG0003005	FGIG_05768	SMTH1_60160.1, SMTH1_60160.2
OG0003006	FGIG_12572, FGIG_05890	SMTH1_94190.1, SMTH1_94190.3, SMTH1_94190.4, SMTH1_94190.5, SMTH1_94190.6, SMTH1_94190.7, SMTH1_94190.2
OG0003007	FGIG_05943	SMTH1_67950.1
OG0003008	FGIG_05946	SMTH1_35590.1, SMTH1_35590.2, SMTH1_35590.3
OG0003009	FGIG_05963	SMTH1_7460.1, SMTH1_7460.2
OG0003011	FGIG_05999, FGIG_06000	SMTH1_33660.1
OG0003012	FGIG_06004	SMTH1_68480.1, SMTH1_68470.1
OG0003013	FGIG_06062	SMTH1_87020.1
OG0003014	FGIG_06089	SMTH1_93340.1, SMTH1_93330.1, SMTH1_93320.1
OG0003015	FGIG_06212	SMTH1_48370.1, SMTH1_48380.1
OG0003016	FGIG_06238	SMTH1_84020.1
OG0003017	FGIG_06260	SMTH1_56250.1, SMTH1_56250.2, SMTH1_56240.1
OG0003018	FGIG_06279, FGIG_06278	SMTH1_105010.6, SMTH1_105010.5, SMTH1_105010.3, SMTH1_105010.4, SMTH1_105010.1, SMTH1_105010.2
OG0003019	FGIG_06334	SMTH1_82990.1, SMTH1_82990.2
OG0003020	FGIG_06382, FGIG_06381	SMTH1_31920.1
OG0003021	FGIG_06534, FGIG_06533, FGIG_12647	SMTH1_93370.1
OG0003022	FGIG_06594	SMTH1_27610.1
OG0003023	FGIG_06597	SMTH1_93270.2, SMTH1_93270.1
OG0003024	FGIG_06988	SMTH1_86560.1, SMTH1_86560.2, SMTH1_86560.3, SMTH1_86560.4
OG0003025	FGIG_07082	SMTH1_40920.1, SMTH1_40920.2
OG0003026	FGIG_07133	SMTH1_36930.1
OG0003027	FGIG_07139, FGIG_07140	SMTH1_18510.4, SMTH1_18510.3, SMTH1_18510.2, SMTH1_18510.1
OG0003028	FGIG_07143	SMTH1_11350.1, SMTH1_11350.2
OG0003029	FGIG_07244	SMTH1_89830.1, SMTH1_89830.2, SMTH1_89830.3, SMTH1_89830.4, SMTH1_89830.5
OG0003030	FGIG_07269	SMTH1_21570.1
OG0003031	FGIG_07278, FGIG_12471	SMTH1_71760.1
OG0003032	FGIG_07540	SMTH1_65430.1
OG0003033	FGIG_07592	SMTH1_52250.1
OG0003034	FGIG_07751	SMTH1_91510.1
OG0003036	FGIG_07780	SMTH1_93480.1, SMTH1_93490.1, SMTH1_93510.1
OG0003037	FGIG_07808	SMTH1_88440.1
OG0003038	FGIG_07992	SMTH1_58140.3, SMTH1_58140.1, SMTH1_58140.2
OG0003039	FGIG_08048	SMTH1_51390.1
OG0003040	FGIG_08190	SMTH1_33270.1
OG0003041	FGIG_08407	SMTH1_36560.1
OG0003042	FGIG_08421	SMTH1_45530.1
OG0003043	FGIG_11366, FGIG_08443, FGIG_11401	SMTH1_53410.1
OG0003044	FGIG_08468	SMTH1_8840.1
OG0003045	FGIG_08522	SMTH1_57590.1
OG0003046	FGIG_08523	SMTH1_57600.1, SMTH1_57600.3, SMTH1_57600.2
OG0003047	FGIG_08578	SMTH1_14420.2, SMTH1_14420.1, SMTH1_14420.3, SMTH1_14420.4
OG0003048	FGIG_08685	SMTH1_50950.1, SMTH1_50950.2
OG0003049	FGIG_08686	SMTH1_50940.1, SMTH1_50940.2
OG0003050	FGIG_08727	SMTH1_87380.1, SMTH1_87370.1, SMTH1_87390.1
OG0003051	FGIG_11595, FGIG_08733	SMTH1_27110.1
OG0003052	FGIG_08801	SMTH1_72110.1
OG0003053	FGIG_09271, FGIG_08894	SMTH1_29380.1
OG0003054	FGIG_08948	SMTH1_9990.1
OG0003055	FGIG_08993	SMTH1_62610.1
OG0003056	FGIG_09001	SMTH1_9840.1, SMTH1_9860.1, SMTH1_9850.1
OG0003057	FGIG_09030	SMTH1_70430.1
OG0003058	FGIG_09112	SMTH1_102140.1, SMTH1_102130.1
OG0003059	FGIG_09121, FGIG_09120	SMTH1_39860.1, SMTH1_39860.2
OG0003060	FGIG_09243, FGIG_09244	SMTH1_57930.1, SMTH1_57920.1
OG0003061	FGIG_09587	SMTH1_89800.1, SMTH1_89800.2, SMTH1_89800.3, SMTH1_89800.4
OG0003062	FGIG_09635, FGIG_09636	SMTH1_99650.1
OG0003063	FGIG_09684, FGIG_09683	SMTH1_19630.1, SMTH1_19630.2
OG0003064	FGIG_09743	SMTH1_8850.1, SMTH1_8850.2
OG0003065	FGIG_10047	SMTH1_24120.1, SMTH1_24120.2, SMTH1_24120.3
OG0003066	FGIG_12142, FGIG_10066	SMTH1_104460.1
OG0003067	FGIG_10345	SMTH1_27550.1
OG0003068	FGIG_11486, FGIG_10373	SMTH1_85350.1, SMTH1_85350.2
OG0003069	FGIG_10445	SMTH1_78100.1
OG0003070	FGIG_10642	SMTH1_39220.1, SMTH1_39200.2, SMTH1_39200.1, SMTH1_39200.3
OG0003071	FGIG_11658, FGIG_10650	SMTH1_67540.1
OG0003072	FGIG_10812	SMTH1_88420.1
OG0003073	FGIG_10975	SMTH1_71220.1
OG0003074	FGIG_10986, FGIG_11028	SMTH1_65310.1
OG0003075	FGIG_10993	SMTH1_63880.3, SMTH1_63880.4, SMTH1_63880.1, SMTH1_63880.2
OG0003076	FGIG_11076	SMTH1_63830.1
OG0003077	FGIG_11119	SMTH1_83020.1
OG0003078	FGIG_11333	SMTH1_68020.1, SMTH1_68020.4
OG0003079	FGIG_11502	SMTH1_62590.1
OG0003080	FGIG_11951	SMTH1_12340.5, SMTH1_12340.2, SMTH1_12340.6, SMTH1_12340.4, SMTH1_12340.1, SMTH1_12340.3
OG0003081	FGIG_12102	SMTH1_16430.1
OG0003082	FGIG_12404	SMTH1_56040.1
OG0003107	FGIG_00005	SMTH1_62430.1, SMTH1_62420.1
OG0003108	FGIG_00069	SMTH1_29120.1
OG0003109	FGIG_00104	SMTH1_16980.1
OG0003110	FGIG_00329	SMTH1_15740.1
OG0003111	FGIG_00373, FGIG_00372	SMTH1_79760.1, SMTH1_79760.2
OG0003112	FGIG_00405	SMTH1_75330.1
OG0003114	FGIG_00425	SMTH1_96600.1
OG0003115	FGIG_00440	SMTH1_82120.1
OG0003116	FGIG_00454	SMTH1_97920.2, SMTH1_97920.1, SMTH1_97920.3
OG0003117	FGIG_00573	SMTH1_20470.1
OG0003118	FGIG_00599	SMTH1_45400.1
OG0003119	FGIG_00640	SMTH1_36740.1, SMTH1_36740.2, SMTH1_36740.5, SMTH1_36740.3, SMTH1_36740.4
OG0003120	FGIG_00733	SMTH1_78490.1
OG0003121	FGIG_00832	SMTH1_1940.1
OG0003122	FGIG_00834	SMTH1_550.1
OG0003123	FGIG_00870	SMTH1_92670.1, SMTH1_92700.1
OG0003124	FGIG_00892	SMTH1_100670.1
OG0003125	FGIG_00910	SMTH1_82780.1
OG0003126	FGIG_00964	SMTH1_21190.1
OG0003127	FGIG_01018, FGIG_01019	SMTH1_95710.1
OG0003128	FGIG_01047	SMTH1_91420.1
OG0003129	FGIG_01130	SMTH1_3450.1, SMTH1_3460.1
OG0003130	FGIG_06959, FGIG_06960, FGIG_01205	SMTH1_30980.1, SMTH1_30980.2
OG0003131	FGIG_01254	SMTH1_80560.1
OG0003132	FGIG_01271	SMTH1_26550.1, SMTH1_26550.2, SMTH1_26550.3, SMTH1_26550.4
OG0003133	FGIG_01405	SMTH1_65790.1
OG0003134	FGIG_01432, FGIG_01433	SMTH1_92740.1
OG0003135	FGIG_01687	SMTH1_40220.1, SMTH1_40220.2, SMTH1_40220.3
OG0003136	FGIG_01720	SMTH1_11490.1, SMTH1_11490.2, SMTH1_11490.3
OG0003137	FGIG_10091, FGIG_01742	SMTH1_90340.1, SMTH1_90330.1
OG0003138	FGIG_01803, FGIG_01804	SMTH1_100410.1, SMTH1_100410.2
OG0003139	FGIG_01910, FGIG_04845	SMTH1_55220.3, SMTH1_55220.1, SMTH1_55220.2
OG0003140	FGIG_01963	SMTH1_34460.1
OG0003141	FGIG_02066	SMTH1_68500.1
OG0003142	FGIG_06588, FGIG_02089	SMTH1_85170.3, SMTH1_85170.4, SMTH1_85170.5, SMTH1_85170.1, SMTH1_85170.2
OG0003143	FGIG_02166	SMTH1_84230.1
OG0003144	FGIG_02199	SMTH1_43640.1, SMTH1_43650.1
OG0003145	FGIG_02360, FGIG_05876	SMTH1_21890.1, SMTH1_21890.2
OG0003146	FGIG_02362	SMTH1_72070.1
OG0003147	FGIG_11805, FGIG_02380	SMTH1_55060.1
OG0003148	FGIG_02414	SMTH1_102820.1
OG0003149	FGIG_02528	SMTH1_62370.1
