Orthogroup	schistosoma_bovis	fasciola_gigantica
OG0003338	SBOV2_16270.2, SBOV2_16270.1	FGIG_00567
OG0003339	SBOV2_780.2, SBOV2_780.1	FGIG_00577
OG0003340	SBOV2_28080.1	FGIG_11568, FGIG_00580
OG0003341	SBOV2_67120.1	FGIG_00605, FGIG_05908, FGIG_05907
OG0003342	SBOV2_13430.1	FGIG_00621
OG0003343	SBOV2_54070.1, SBOV2_54070.2	FGIG_00652
OG0003344	SBOV2_22750.1, SBOV2_22750.2	FGIG_00691
OG0003345	SBOV2_96350.1, SBOV2_96350.2, SBOV2_96350.3, SBOV2_96350.4	FGIG_00706
OG0003346	SBOV2_93240.1, SBOV2_93090.2, SBOV2_93090.1	FGIG_00761
OG0003347	SBOV2_43670.1, SBOV2_43670.2, SBOV2_43670.3	FGIG_00787, FGIG_11412
OG0003348	SBOV2_52060.1, SBOV2_52060.2	FGIG_00824
OG0003349	SBOV2_27600.1, SBOV2_27600.3, SBOV2_27600.4, SBOV2_27600.2, SBOV2_27600.5	FGIG_00956
OG0003350	SBOV2_68840.1	FGIG_01005
OG0003351	SBOV2_72600.1	FGIG_01029
OG0003352	SBOV2_79850.1	FGIG_01055
OG0003353	SBOV2_40120.1	FGIG_08293, FGIG_01107
OG0003354	SBOV2_40040.1	FGIG_01213
OG0003355	SBOV2_68510.1, SBOV2_68510.2	FGIG_05751, FGIG_01233
OG0003357	SBOV2_42350.1, SBOV2_42350.2	FGIG_01285, FGIG_01286
OG0003358	SBOV2_88190.1	FGIG_01317, FGIG_12690
OG0003359	SBOV2_57420.1	FGIG_01325
OG0003360	SBOV2_34560.1, SBOV2_34560.2, SBOV2_34560.3	FGIG_01347
OG0003361	SBOV2_18950.1, SBOV2_18950.2	FGIG_01419
OG0003362	SBOV2_74540.1	FGIG_01463
OG0003363	SBOV2_37700.1, SBOV2_37700.2	FGIG_01536, FGIG_01537
OG0003364	SBOV2_84370.1, SBOV2_84370.2	FGIG_01642
OG0003365	SBOV2_18390.2, SBOV2_18390.1	FGIG_01696
OG0003366	SBOV2_61210.2, SBOV2_61210.1	FGIG_01727
OG0003367	SBOV2_47000.1, SBOV2_47000.2, SBOV2_47000.3	FGIG_01780
OG0003368	SBOV2_29830.1	FGIG_01783
OG0003369	SBOV2_64640.1, SBOV2_64640.2	FGIG_01830
OG0003370	SBOV2_25320.1, SBOV2_25320.2, SBOV2_25320.3	FGIG_01957
OG0003371	SBOV2_46930.1	FGIG_02019
OG0003372	SBOV2_93160.1	FGIG_02026
OG0003373	SBOV2_15100.1	FGIG_02213
OG0003374	SBOV2_93920.1	FGIG_10992, FGIG_02215
OG0003375	SBOV2_69070.1	FGIG_02328
OG0003376	SBOV2_47260.1, SBOV2_47260.2, SBOV2_47260.3	FGIG_02356
OG0003377	SBOV2_80780.1	FGIG_02440, FGIG_08574, FGIG_02441
OG0003378	SBOV2_82330.2, SBOV2_82330.1	FGIG_05882, FGIG_02455
OG0003379	SBOV2_65180.1	FGIG_02476
OG0003380	SBOV2_54240.4, SBOV2_54240.9, SBOV2_54240.10, SBOV2_54240.8, SBOV2_54240.6, SBOV2_54240.7, SBOV2_54240.1, SBOV2_54240.2, SBOV2_54240.3, SBOV2_54240.5	FGIG_02530
OG0003381	SBOV2_50610.1	FGIG_08975, FGIG_06170, FGIG_02604
OG0003382	SBOV2_69530.1	FGIG_02624
OG0003383	SBOV2_6180.1, SBOV2_6180.3, SBOV2_6180.5, SBOV2_6180.2, SBOV2_6180.4	FGIG_02627
OG0003384	SBOV2_42670.2, SBOV2_42670.1	FGIG_02644
OG0003385	SBOV2_90380.1	FGIG_02658
OG0003386	SBOV2_21010.1	FGIG_02736
OG0003387	SBOV2_14920.1, SBOV2_14920.2, SBOV2_14920.3	FGIG_02791
OG0003388	SBOV2_92840.1, SBOV2_92840.2	FGIG_02832
OG0003389	SBOV2_45740.1	FGIG_02845
OG0003390	SBOV2_32990.1	FGIG_02967, FGIG_06462, FGIG_11310, FGIG_02968
OG0003391	SBOV2_78260.2, SBOV2_78260.1	FGIG_02989
OG0003392	SBOV2_49960.1, SBOV2_49960.2	FGIG_03019
OG0003393	SBOV2_35100.1, SBOV2_35100.2, SBOV2_35100.3	FGIG_03104
OG0003394	SBOV2_41580.1, SBOV2_41580.4, SBOV2_41580.2, SBOV2_41580.3	FGIG_03228, FGIG_10570
OG0003395	SBOV2_55060.1	FGIG_03232
OG0003396	SBOV2_43350.1	FGIG_03268
OG0003397	SBOV2_21390.1, SBOV2_21390.2, SBOV2_21390.3	FGIG_11253, FGIG_03277
OG0003398	SBOV2_9440.2, SBOV2_9440.1, SBOV2_9440.3	FGIG_03315
OG0003399	SBOV2_32300.2, SBOV2_32300.1, SBOV2_32300.3, SBOV2_32300.4	FGIG_03351
OG0003400	SBOV2_72270.1, SBOV2_72270.2	FGIG_03383
OG0003401	SBOV2_34750.1	FGIG_06798
OG0003402	SBOV2_20130.1	FGIG_03727
OG0003403	SBOV2_49710.1, SBOV2_49710.2, SBOV2_49710.3	FGIG_03770
OG0003404	SBOV2_74140.2, SBOV2_74140.1, SBOV2_74140.3	FGIG_03912
OG0003405	SBOV2_46970.2, SBOV2_46970.3, SBOV2_46970.1	FGIG_09971, FGIG_03953
OG0003406	SBOV2_7080.1, SBOV2_7080.2	FGIG_03955
OG0003407	SBOV2_84140.1	FGIG_04038
OG0003408	SBOV2_25150.1, SBOV2_25150.2, SBOV2_25150.3	FGIG_04180
OG0003409	SBOV2_16980.1	FGIG_04283
OG0003410	SBOV2_68860.1	FGIG_04321
OG0003411	SBOV2_28420.1	FGIG_04428
OG0003412	SBOV2_5120.3, SBOV2_5120.2, SBOV2_5120.1, SBOV2_5120.4	FGIG_04567
OG0003413	SBOV2_2390.1	FGIG_04605
OG0003414	SBOV2_28250.1, SBOV2_28250.2, SBOV2_28250.3	FGIG_04641
OG0003415	SBOV2_78720.1	FGIG_05494, FGIG_04667
OG0003416	SBOV2_68680.1	FGIG_04682
OG0003417	SBOV2_55540.4, SBOV2_55540.1, SBOV2_55540.2, SBOV2_55540.3	FGIG_04700
OG0003418	SBOV2_46520.1	FGIG_04781
OG0003419	SBOV2_73060.1	FGIG_04950
OG0003420	SBOV2_30750.1	FGIG_04953
OG0003421	SBOV2_29900.1, SBOV2_29900.2, SBOV2_29900.3	FGIG_05044
OG0003422	SBOV2_46290.1	FGIG_05101, FGIG_11462
OG0003423	SBOV2_12810.1	FGIG_05139, FGIG_05140
OG0003424	SBOV2_85730.1	FGIG_05199, FGIG_06598, FGIG_05198
OG0003425	SBOV2_84290.1, SBOV2_84290.2, SBOV2_84290.3	FGIG_05221
OG0003426	SBOV2_63490.1	FGIG_05233
OG0003427	SBOV2_43840.1	FGIG_05263
OG0003428	SBOV2_81960.1	FGIG_05322
OG0003429	SBOV2_76950.1	FGIG_05378
OG0003430	SBOV2_76070.1, SBOV2_76070.2	FGIG_05381
OG0003431	SBOV2_19720.1	FGIG_05479
OG0003432	SBOV2_69970.1, SBOV2_69970.2, SBOV2_69970.4, SBOV2_69970.3	FGIG_05497
OG0003433	SBOV2_4810.1	FGIG_05557
OG0003434	SBOV2_59280.1, SBOV2_59290.1	FGIG_05575, FGIG_05573
OG0003435	SBOV2_30720.1	FGIG_05623
OG0003436	SBOV2_49730.1, SBOV2_49730.2	FGIG_05658, FGIG_05657
OG0003437	SBOV2_71970.1	FGIG_05713
OG0003438	SBOV2_36640.1	FGIG_05722
OG0003439	SBOV2_21610.1	FGIG_05729
OG0003440	SBOV2_20860.1, SBOV2_20860.2	FGIG_05741
OG0003441	SBOV2_40650.1	FGIG_08834, FGIG_05805
OG0003442	SBOV2_71780.1, SBOV2_71780.2	FGIG_05841
OG0003443	SBOV2_58430.1, SBOV2_58420.1	FGIG_05859
OG0003444	SBOV2_10560.2, SBOV2_10560.3, SBOV2_10560.1	FGIG_05870
OG0003445	SBOV2_44080.1, SBOV2_44080.2	FGIG_05949
OG0003446	SBOV2_32640.1, SBOV2_32640.2	FGIG_05978
OG0003447	SBOV2_5420.1, SBOV2_5420.2	FGIG_06010
OG0003448	SBOV2_69410.1	FGIG_06070
OG0003449	SBOV2_69420.1	FGIG_06071
OG0003450	SBOV2_65480.1, SBOV2_65470.5	FGIG_06121
OG0003451	SBOV2_84580.1	FGIG_06150
OG0003452	SBOV2_8460.1, SBOV2_8460.2, SBOV2_8460.3, SBOV2_8460.4, SBOV2_8460.5, SBOV2_8460.6, SBOV2_8460.7	FGIG_06174
OG0003453	SBOV2_42640.1, SBOV2_42640.3, SBOV2_42640.2	FGIG_06213
OG0003454	SBOV2_33460.1, SBOV2_33460.2, SBOV2_33460.3	FGIG_07233, FGIG_06256
OG0003455	SBOV2_61350.1, SBOV2_61350.2, SBOV2_61350.3, SBOV2_61350.4, SBOV2_61350.5	FGIG_06283
OG0003456	SBOV2_7250.1	FGIG_06307
OG0003457	SBOV2_29680.1	FGIG_06344
OG0003458	SBOV2_28580.1, SBOV2_28580.2	FGIG_06349
OG0003459	SBOV2_73000.1, SBOV2_73000.2, SBOV2_73000.3, SBOV2_73000.4, SBOV2_73000.5	FGIG_12029, FGIG_06414
OG0003460	SBOV2_43690.1, SBOV2_43690.2, SBOV2_43690.3	FGIG_06432
OG0003461	SBOV2_83500.1	FGIG_06491
OG0003462	SBOV2_28190.1	FGIG_06516
OG0003463	SBOV2_84210.1	FGIG_06582
OG0003464	SBOV2_80590.1, SBOV2_80590.2	FGIG_06669, FGIG_10395
OG0003465	SBOV2_62550.3, SBOV2_62550.1, SBOV2_62550.4, SBOV2_62550.2	FGIG_06693
OG0003466	SBOV2_9740.1	FGIG_06768
OG0003467	SBOV2_76190.1	FGIG_06773
OG0003468	SBOV2_67870.2, SBOV2_67870.5, SBOV2_67870.1, SBOV2_67870.3, SBOV2_67870.4, SBOV2_67870.6	FGIG_06775
OG0003469	SBOV2_54960.1	FGIG_06789, FGIG_12033
OG0003470	SBOV2_53360.2, SBOV2_53360.1, SBOV2_53360.3	FGIG_06855, FGIG_07604
OG0003471	SBOV2_45250.1, SBOV2_45250.2	FGIG_06877
OG0003472	SBOV2_8800.1	FGIG_06945
OG0003473	SBOV2_76900.1, SBOV2_76910.1	FGIG_07054, FGIG_07055, FGIG_07056
OG0003474	SBOV2_56030.1	FGIG_07164
OG0003475	SBOV2_23950.1, SBOV2_23950.2, SBOV2_23950.3	FGIG_08007, FGIG_07166
OG0003476	SBOV2_41980.1, SBOV2_41980.2	FGIG_07337, FGIG_07336, FGIG_07338
OG0003477	SBOV2_88900.3, SBOV2_88900.2, SBOV2_88900.4, SBOV2_88900.1	FGIG_07412
OG0003478	SBOV2_6230.1	FGIG_07434
OG0003479	SBOV2_39610.1	FGIG_07482
OG0003480	SBOV2_67250.2, SBOV2_67250.1, SBOV2_67250.3	FGIG_12064, FGIG_07490
OG0003481	SBOV2_61200.1	FGIG_07505
OG0003482	SBOV2_86760.1	FGIG_07511
OG0003483	SBOV2_37230.1, SBOV2_37230.2, SBOV2_37230.3	FGIG_07526
OG0003484	SBOV2_4340.1	FGIG_12673, FGIG_07557
OG0003485	SBOV2_82620.2, SBOV2_82620.1	FGIG_07575
OG0003486	SBOV2_26490.1	FGIG_07576
OG0003487	SBOV2_53920.1	FGIG_07648
OG0003488	SBOV2_11370.1	FGIG_07953
OG0003489	SBOV2_75820.1	FGIG_08029, FGIG_08030
OG0003490	SBOV2_8690.4, SBOV2_8690.3, SBOV2_8690.2, SBOV2_8690.1	FGIG_08068
OG0003491	SBOV2_33640.1, SBOV2_33640.2, SBOV2_33640.3	FGIG_08112, FGIG_12117
OG0003492	SBOV2_60560.3, SBOV2_60560.1, SBOV2_60560.2	FGIG_08145
OG0003493	SBOV2_90760.1, SBOV2_90760.2, SBOV2_90760.3, SBOV2_90760.4, SBOV2_90760.5, SBOV2_90760.6, SBOV2_90760.7	FGIG_08216
OG0003494	SBOV2_91490.1	FGIG_08362
OG0003495	SBOV2_4160.3, SBOV2_4160.1, SBOV2_4160.4, SBOV2_4160.2	FGIG_10021, FGIG_10022, FGIG_08396
OG0003496	SBOV2_37270.3, SBOV2_37270.4, SBOV2_37270.5, SBOV2_37270.1, SBOV2_37270.2	FGIG_08431
OG0003497	SBOV2_50210.1, SBOV2_50210.2	FGIG_08580
OG0003498	SBOV2_69630.1	FGIG_08643
OG0003499	SBOV2_61660.1	FGIG_08680, FGIG_09723
OG0003500	SBOV2_62900.1	FGIG_09031
OG0003501	SBOV2_76470.1	FGIG_09062
OG0003502	SBOV2_86850.1, SBOV2_96740.1	FGIG_09063
OG0003503	SBOV2_5750.1, SBOV2_5750.2	FGIG_09082
OG0003504	SBOV2_28800.1, SBOV2_28800.2	FGIG_09166
OG0003505	SBOV2_54340.1, SBOV2_54340.2	FGIG_09275
OG0003506	SBOV2_1130.2, SBOV2_1130.3, SBOV2_1130.1, SBOV2_1130.4	FGIG_09306
OG0003507	SBOV2_4180.1, SBOV2_4180.2	FGIG_09412
OG0003508	SBOV2_64330.3, SBOV2_64330.1, SBOV2_64330.2, SBOV2_64330.4	FGIG_09438
OG0003509	SBOV2_43210.1, SBOV2_43210.2, SBOV2_43210.3	FGIG_09546, FGIG_09545
OG0003510	SBOV2_1110.2, SBOV2_1110.1	FGIG_09594
OG0003511	SBOV2_64230.1	FGIG_09712
OG0003512	SBOV2_81880.4, SBOV2_81880.5, SBOV2_81880.1, SBOV2_81880.6, SBOV2_81880.2, SBOV2_81880.3	FGIG_09721
OG0003513	SBOV2_74790.1	FGIG_09801
OG0003514	SBOV2_38690.4, SBOV2_38690.1, SBOV2_38690.2, SBOV2_38690.3, SBOV2_38690.5	FGIG_09807
OG0003515	SBOV2_92880.1	FGIG_09892
OG0003516	SBOV2_54560.1, SBOV2_54560.2	FGIG_09916
OG0003517	SBOV2_94490.1	FGIG_10167
OG0003518	SBOV2_85740.1	FGIG_10174
OG0003519	SBOV2_29980.1, SBOV2_29980.2	FGIG_10419
OG0003520	SBOV2_57390.1, SBOV2_57390.2, SBOV2_57390.3	FGIG_10467
OG0003521	SBOV2_11610.1	FGIG_12051, FGIG_10478
OG0003522	SBOV2_79230.1	FGIG_10541
OG0003523	SBOV2_50910.1, SBOV2_50910.2	FGIG_10550
OG0003524	SBOV2_61590.1	FGIG_10704
OG0003525	SBOV2_3400.2, SBOV2_3400.1, SBOV2_3400.4, SBOV2_3400.3, SBOV2_3400.5	FGIG_11007, FGIG_10781
OG0003526	SBOV2_37550.1	FGIG_10791
OG0003527	SBOV2_78730.1	FGIG_10811
OG0003528	SBOV2_670.2, SBOV2_670.1	FGIG_10880
OG0003529	SBOV2_25700.1	FGIG_10912
OG0003530	SBOV2_65940.1, SBOV2_65940.2, SBOV2_65940.3, SBOV2_65940.4	FGIG_10914
OG0003531	SBOV2_10410.1	FGIG_10989
OG0003532	SBOV2_7200.1	FGIG_11060
OG0003533	SBOV2_47750.1, SBOV2_47750.2	FGIG_11092
OG0003534	SBOV2_86510.1	FGIG_11538, FGIG_11202, FGIG_12694
OG0003535	SBOV2_95560.1	FGIG_11666
OG0003536	SBOV2_60610.3, SBOV2_60610.2, SBOV2_60610.1	FGIG_11774
OG0003537	SBOV2_58840.1	FGIG_11863
OG0003539	SBOV2_76090.1	FGIG_11917
OG0003540	SBOV2_4360.1	FGIG_12074
OG0003541	SBOV2_85310.1	FGIG_12159
OG0003542	SBOV2_63570.1, SBOV2_63570.2, SBOV2_63570.3, SBOV2_63570.4	FGIG_12196
OG0003543	SBOV2_48950.1	FGIG_12417
OG0003544	SBOV2_47950.1, SBOV2_47950.2	FGIG_12447
OG0003545	SBOV2_18980.2, SBOV2_18980.3, SBOV2_18980.4, SBOV2_18980.7, SBOV2_18980.6, SBOV2_18980.1, SBOV2_18980.5, SBOV2_18980.8	FGIG_12639
OG0003577	SBOV2_43740.1	FGIG_05691, FGIG_05690, FGIG_00043
OG0003578	SBOV2_93600.1, SBOV2_93600.2, SBOV2_93600.3	FGIG_00080
OG0003579	SBOV2_31070.1	FGIG_00148
OG0003580	SBOV2_15480.1	FGIG_00273
OG0003581	SBOV2_26610.1	FGIG_00360
OG0003582	SBOV2_56770.1	FGIG_00366
OG0003583	SBOV2_2950.1, SBOV2_2950.2, SBOV2_2950.3, SBOV2_2950.4, SBOV2_2950.5	FGIG_00376
OG0003584	SBOV2_61230.1, SBOV2_61230.3, SBOV2_61230.2	FGIG_00469
OG0003585	SBOV2_83150.1, SBOV2_83150.2, SBOV2_83160.1	FGIG_00518
OG0003586	SBOV2_44290.1	FGIG_00534
OG0003587	SBOV2_10740.1, SBOV2_10740.2, SBOV2_10740.3, SBOV2_10740.4	FGIG_00586
OG0003588	SBOV2_15780.1	FGIG_00743
OG0003589	SBOV2_70530.1	FGIG_00813
OG0003590	SBOV2_6210.1	FGIG_12402, FGIG_00895
OG0003591	SBOV2_58760.1	FGIG_00905
OG0003592	SBOV2_72740.1, SBOV2_72740.2	FGIG_00927
OG0003593	SBOV2_34250.1	FGIG_00974
OG0003594	SBOV2_15140.1	FGIG_00996
OG0003595	SBOV2_84710.1	FGIG_01053
OG0003596	SBOV2_52780.1	FGIG_01069
OG0003597	SBOV2_72340.1	FGIG_01078
OG0003598	SBOV2_31410.1, SBOV2_31410.2	FGIG_01092
OG0003599	SBOV2_12990.1	FGIG_01106
OG0003600	SBOV2_5180.1	FGIG_01135
OG0003601	SBOV2_40010.1	FGIG_01211
OG0003602	SBOV2_64260.1, SBOV2_64260.2	FGIG_01316
OG0003603	SBOV2_70430.1	FGIG_01389
OG0003604	SBOV2_1040.1, SBOV2_1040.2, SBOV2_1040.3	FGIG_01421
OG0003605	SBOV2_16040.1, SBOV2_16040.2	FGIG_01482
OG0003606	SBOV2_33410.1, SBOV2_33410.2	FGIG_01532
OG0003607	SBOV2_14720.1	FGIG_01612
OG0003608	SBOV2_31520.1, SBOV2_31520.2	FGIG_01683
OG0003609	SBOV2_24010.1, SBOV2_24010.2	FGIG_01810
OG0003610	SBOV2_89660.1, SBOV2_89660.2	FGIG_01872
OG0003611	SBOV2_51520.1, SBOV2_51520.2, SBOV2_51520.3, SBOV2_51520.4	FGIG_01911
OG0003612	SBOV2_58860.1, SBOV2_58860.2	FGIG_01920, FGIG_01921, FGIG_01922
OG0003613	SBOV2_67800.1, SBOV2_67800.2, SBOV2_67800.3	FGIG_01939
OG0003614	SBOV2_58710.1, SBOV2_58710.2	FGIG_01971, FGIG_01972
OG0003615	SBOV2_28840.1, SBOV2_28840.2	FGIG_01976
OG0003616	SBOV2_17130.1	FGIG_02007, FGIG_02006
OG0003617	SBOV2_60150.1, SBOV2_60150.2	FGIG_02047
OG0003618	SBOV2_23780.10, SBOV2_23780.9	FGIG_02055
OG0003619	SBOV2_10150.1	FGIG_02061
OG0003620	SBOV2_48340.1	FGIG_08873
OG0003621	SBOV2_51490.1	FGIG_02103
OG0003622	SBOV2_69940.1	FGIG_02151, FGIG_02150, FGIG_07012
OG0003623	SBOV2_49280.1	FGIG_02257
OG0003624	SBOV2_11730.1, SBOV2_11730.2	FGIG_02258
OG0003625	SBOV2_85150.1, SBOV2_85260.1	FGIG_12606, FGIG_02275
OG0003626	SBOV2_84770.2, SBOV2_84770.3, SBOV2_84770.1	FGIG_02277
OG0003627	SBOV2_84510.1	FGIG_02279, FGIG_02278
OG0003628	SBOV2_33990.1	FGIG_02331
OG0003629	SBOV2_8100.1, SBOV2_8100.2	FGIG_02383
OG0003630	SBOV2_31860.1, SBOV2_31860.2	FGIG_02400
OG0003631	SBOV2_77720.1	FGIG_02436
OG0003632	SBOV2_63920.1, SBOV2_63920.2	FGIG_02505
OG0003633	SBOV2_52350.1	FGIG_02585
OG0003634	SBOV2_77010.1	FGIG_02606, FGIG_02607
OG0003635	SBOV2_75560.1	FGIG_02628
OG0003636	SBOV2_73030.1	FGIG_11211, FGIG_02695
OG0003637	SBOV2_67000.5, SBOV2_67000.6, SBOV2_67000.7, SBOV2_96440.1	FGIG_02762
OG0003638	SBOV2_51630.1	FGIG_02770, FGIG_02771
OG0003639	SBOV2_51620.1	FGIG_02772
OG0003640	SBOV2_4780.1, SBOV2_4780.2, SBOV2_4780.3	FGIG_02786
OG0003641	SBOV2_74740.2, SBOV2_74740.1, SBOV2_74740.3	FGIG_02865
OG0003642	SBOV2_55800.2, SBOV2_55800.1	FGIG_02922
OG0003643	SBOV2_71660.1	FGIG_02927
OG0003644	SBOV2_14710.1, SBOV2_14710.2	FGIG_03073
OG0003645	SBOV2_46450.2, SBOV2_46450.1, SBOV2_46450.4, SBOV2_46450.3	FGIG_03143
OG0003646	SBOV2_52130.1, SBOV2_52130.2	FGIG_03166
OG0003647	SBOV2_15010.4, SBOV2_15010.2, SBOV2_15010.1, SBOV2_15010.3, SBOV2_15000.2, SBOV2_15000.3, SBOV2_15000.1	FGIG_03168
OG0003648	SBOV2_9770.1	FGIG_03188
OG0003649	SBOV2_29210.1	FGIG_03219
OG0003650	SBOV2_15070.3, SBOV2_15070.2, SBOV2_15070.1	FGIG_03263
OG0003651	SBOV2_54980.1	FGIG_03287
OG0003652	SBOV2_51500.1, SBOV2_51510.1	FGIG_03323, FGIG_10472
OG0003653	SBOV2_28010.1	FGIG_03385
OG0003654	SBOV2_66210.1	FGIG_03411
OG0003655	SBOV2_37510.3, SBOV2_37510.1, SBOV2_37510.2	FGIG_03536
OG0003656	SBOV2_70110.1	FGIG_03555
OG0003657	SBOV2_3580.1	FGIG_03629
OG0003658	SBOV2_71680.1	FGIG_03659
OG0003659	SBOV2_77590.1	FGIG_03808, FGIG_03705, FGIG_10990
OG0003660	SBOV2_71320.1	FGIG_03712
OG0003661	SBOV2_53530.3, SBOV2_53530.2, SBOV2_53530.1, SBOV2_53530.4	FGIG_03773
OG0003662	SBOV2_43260.1, SBOV2_43260.2	FGIG_03809
OG0003663	SBOV2_69480.1	FGIG_03827
OG0003664	SBOV2_50180.1, SBOV2_50190.1	FGIG_04081
OG0003665	SBOV2_71770.1	FGIG_04110
OG0003666	SBOV2_57360.1	FGIG_04175
OG0003667	SBOV2_16100.1	FGIG_04235
OG0003668	SBOV2_51710.1, SBOV2_51710.2	FGIG_04251
OG0003669	SBOV2_50550.1, SBOV2_50550.2	FGIG_05183, FGIG_04279
OG0003670	SBOV2_61960.1, SBOV2_61960.2	FGIG_04318
OG0003671	SBOV2_74720.1	FGIG_04333
OG0003672	SBOV2_92990.1	FGIG_04413
OG0003673	SBOV2_87100.1, SBOV2_87100.2	FGIG_04449
OG0003674	SBOV2_33570.1	FGIG_04589, FGIG_04590
OG0003675	SBOV2_63540.1, SBOV2_63540.2	FGIG_04600
OG0003676	SBOV2_93060.1	FGIG_04653, FGIG_04652
OG0003677	SBOV2_78670.1	FGIG_04666
OG0003678	SBOV2_36380.4, SBOV2_36380.3, SBOV2_36380.2, SBOV2_36380.1	FGIG_04715, FGIG_04716, FGIG_04714
OG0003679	SBOV2_44150.1	FGIG_04803
OG0003680	SBOV2_30320.1, SBOV2_30320.2	FGIG_04884
OG0003681	SBOV2_86330.1	FGIG_04982
OG0003682	SBOV2_74570.2, SBOV2_74570.3, SBOV2_74570.1	FGIG_04999
OG0003684	SBOV2_37850.1	FGIG_05125
OG0003685	SBOV2_29510.1	FGIG_05168
OG0003686	SBOV2_90070.1	FGIG_05189, FGIG_05190, FGIG_05191
OG0003687	SBOV2_86460.1	FGIG_05219
OG0003688	SBOV2_81330.1	FGIG_05228
OG0003689	SBOV2_62060.2, SBOV2_62060.1	FGIG_05234
OG0003690	SBOV2_50490.1, SBOV2_50490.2	FGIG_09787, FGIG_05256
OG0003691	SBOV2_95020.1	FGIG_05257
OG0003692	SBOV2_29410.1	FGIG_05307
OG0003693	SBOV2_52430.1	FGIG_05359
OG0003694	SBOV2_23430.1	FGIG_05400
OG0003695	SBOV2_64320.1, SBOV2_64320.2	FGIG_05402
OG0003696	SBOV2_69260.2, SBOV2_69260.3, SBOV2_69260.1	FGIG_05430
OG0003697	SBOV2_1550.1	FGIG_05465
OG0003698	SBOV2_34790.1, SBOV2_34790.2	FGIG_05470, FGIG_05471
OG0003699	SBOV2_35240.1	FGIG_05504, FGIG_12553
OG0003700	SBOV2_45570.1, SBOV2_45570.2, SBOV2_45570.3, SBOV2_45570.4	FGIG_05526
OG0003701	SBOV2_80280.1	FGIG_05891
OG0003702	SBOV2_20820.1, SBOV2_20820.2	FGIG_05910
OG0003703	SBOV2_11990.2, SBOV2_11990.1	FGIG_05933
OG0003704	SBOV2_34180.1	FGIG_13994, FGIG_05964
OG0003705	SBOV2_33260.1	FGIG_06163
OG0003706	SBOV2_90270.1	FGIG_06271, FGIG_06272
OG0003707	SBOV2_4860.1, SBOV2_4850.1	FGIG_06450
OG0003708	SBOV2_61000.3, SBOV2_61000.1, SBOV2_61000.2	FGIG_06479
OG0003709	SBOV2_2200.2, SBOV2_2200.1	FGIG_06505
OG0003710	SBOV2_34110.1	FGIG_06612
OG0003711	SBOV2_66670.1, SBOV2_66670.2, SBOV2_66670.3	FGIG_06613
OG0003712	SBOV2_17250.1	FGIG_06656
OG0003713	SBOV2_86410.1	FGIG_06713
OG0003714	SBOV2_89210.1, SBOV2_89200.1	FGIG_12067, FGIG_12236, FGIG_06747
OG0003715	SBOV2_25160.1, SBOV2_25160.2	FGIG_06756, FGIG_10384
OG0003716	SBOV2_92130.1, SBOV2_92130.2	FGIG_11776, FGIG_06886
OG0003717	SBOV2_72130.1	FGIG_06980
OG0003718	SBOV2_76680.1, SBOV2_76680.2	FGIG_07002
OG0003719	SBOV2_49360.1, SBOV2_49360.2	FGIG_07036, FGIG_07037
OG0003720	SBOV2_59460.1	FGIG_07079
OG0003721	SBOV2_90980.1, SBOV2_90980.2	FGIG_07108
OG0003722	SBOV2_90930.1, SBOV2_90920.1	FGIG_07109
OG0003723	SBOV2_91770.1, SBOV2_91770.2, SBOV2_91770.3	FGIG_07238
OG0003724	SBOV2_19020.1, SBOV2_19020.2, SBOV2_19020.3, SBOV2_19020.4, SBOV2_19020.5, SBOV2_19020.6, SBOV2_19020.7	FGIG_07419
OG0003725	SBOV2_5620.2, SBOV2_5620.1	FGIG_07513
OG0003726	SBOV2_51230.1	FGIG_07524
OG0003727	SBOV2_38620.1	FGIG_07563
OG0003729	SBOV2_8930.1	FGIG_07608
OG0003730	SBOV2_49150.1, SBOV2_49150.3, SBOV2_49150.2, SBOV2_49150.4	FGIG_07635
OG0003731	SBOV2_81940.1, SBOV2_81940.2	FGIG_07729, FGIG_07730
OG0003732	SBOV2_80730.1	FGIG_07745
OG0003733	SBOV2_8190.1, SBOV2_8190.2	FGIG_07762
OG0003734	SBOV2_3740.1, SBOV2_3740.2, SBOV2_3740.3	FGIG_07828
OG0003735	SBOV2_5060.1, SBOV2_5060.2	FGIG_07925
OG0003736	SBOV2_68710.1, SBOV2_68710.3, SBOV2_68710.2, SBOV2_68710.4	FGIG_07989
OG0003737	SBOV2_1340.1, SBOV2_1340.2	FGIG_08005
OG0003738	SBOV2_43030.1	FGIG_08015
OG0003739	SBOV2_49110.1	FGIG_08064
OG0003740	SBOV2_40610.1	FGIG_08197
OG0003741	SBOV2_52170.1	FGIG_08295
OG0003742	SBOV2_58930.1	FGIG_08386, FGIG_08385
OG0003743	SBOV2_63450.1, SBOV2_63450.2, SBOV2_63450.3	FGIG_08425
OG0003744	SBOV2_36260.2, SBOV2_36260.1	FGIG_08433
OG0003745	SBOV2_36790.4, SBOV2_36790.5, SBOV2_36790.1, SBOV2_36790.2, SBOV2_36790.3	FGIG_08508
OG0003746	SBOV2_3610.1	FGIG_08595
OG0003747	SBOV2_24240.1, SBOV2_24240.2	FGIG_08676
OG0003748	SBOV2_3460.1	FGIG_08786
OG0003749	SBOV2_21130.1	FGIG_08829
