Orthogroup	schistosoma_bovis	s.mekongi
OG0002158	SBOV2_75680.1, SBOV2_75680.2	KAK4470730.1
OG0002159	SBOV2_73770.1, SBOV2_73770.2, SBOV2_73770.3	KAK4470454.1
OG0002160	SBOV2_60600.1	KAK4471931.1
OG0002161	SBOV2_44320.1, SBOV2_44320.2, SBOV2_44320.3, SBOV2_44340.1	KAK4473484.1
OG0002162	SBOV2_41280.1	KAK4467278.1
OG0002162	SBOV2_41310.1	KAK4467278.1
OG0002162	SBOV2_41370.1	KAK4467278.1
OG0002162	SBOV2_41280.1	KAK4472885.1
OG0002162	SBOV2_41310.1	KAK4472885.1
OG0002162	SBOV2_41370.1	KAK4472885.1
OG0002162	SBOV2_41280.1	KAK4472886.1
OG0002162	SBOV2_41310.1	KAK4472886.1
OG0002162	SBOV2_41370.1	KAK4472886.1
OG0002162	SBOV2_41280.1	KAK4472888.1
OG0002162	SBOV2_41310.1	KAK4472888.1
OG0002162	SBOV2_41370.1	KAK4472888.1
OG0002162	SBOV2_41280.1	KAK4472890.1
OG0002162	SBOV2_41310.1	KAK4472890.1
OG0002162	SBOV2_41370.1	KAK4472890.1
OG0002162	SBOV2_41280.1	KAK4472896.1
OG0002162	SBOV2_41310.1	KAK4472896.1
OG0002162	SBOV2_41370.1	KAK4472896.1
OG0002163	SBOV2_29150.1, SBOV2_29150.2, SBOV2_29150.3	KAK4473812.1
OG0002164	SBOV2_57940.1	KAK4471093.1
OG0002165	SBOV2_39540.3, SBOV2_39540.1, SBOV2_39540.2	KAK4473110.1
OG0002166	SBOV2_54990.1	KAK4469987.1
OG0002167	SBOV2_53750.1	KAK4469005.1
OG0002168	SBOV2_47560.3, SBOV2_47560.4, SBOV2_47560.5, SBOV2_47560.2, SBOV2_47560.1	KAK4469578.1
OG0002169	SBOV2_21150.2, SBOV2_21150.5, SBOV2_21150.1, SBOV2_21150.3, SBOV2_21150.4	KAK4475426.1
OG0002170	SBOV2_71370.1	KAK4470209.1
OG0002171	SBOV2_2700.1, SBOV2_2680.1	KAK4475546.1
OG0002172	SBOV2_37180.1	KAK4472401.1
OG0002173	SBOV2_64090.1, SBOV2_64050.1	KAK4472007.1
OG0002174	SBOV2_73280.1, SBOV2_73280.2, SBOV2_73280.4, SBOV2_73280.3	KAK4470652.1
OG0002175	SBOV2_74410.1	KAK4470327.1
OG0002176	SBOV2_78470.1, SBOV2_78470.2, SBOV2_78470.3, SBOV2_78470.4	KAK4470944.1
OG0002177	SBOV2_5530.2, SBOV2_5530.1, SBOV2_5530.5, SBOV2_5530.4, SBOV2_5530.3	KAK4474210.1
OG0002178	SBOV2_75890.2, SBOV2_75890.3, SBOV2_75890.1	KAK4470441.1
OG0002179	SBOV2_9930.3, SBOV2_9930.4, SBOV2_9930.5, SBOV2_9930.6, SBOV2_9930.1, SBOV2_9930.2	KAK4476303.1
OG0002180	SBOV2_75880.5, SBOV2_75880.1, SBOV2_75880.4, SBOV2_75880.2, SBOV2_75880.3	KAK4470443.1, KAK4470442.1
OG0002181	SBOV2_55850.2, SBOV2_55850.5, SBOV2_55850.1, SBOV2_55850.3, SBOV2_55850.6, SBOV2_55850.4, SBOV2_55830.1	KAK4468988.1
OG0002182	SBOV2_73910.3, SBOV2_73910.2, SBOV2_73910.1	KAK4470376.1
OG0002183	SBOV2_11300.1, SBOV2_11300.2	KAK4474532.1
OG0002184	SBOV2_90610.6, SBOV2_90650.1, SBOV2_90610.3, SBOV2_90610.4, SBOV2_90610.1, SBOV2_90610.2, SBOV2_90610.5	KAK4468465.1
OG0002185	SBOV2_4880.1, SBOV2_4880.2	KAK4467484.1, KAK4467485.1, KAK4475796.1
OG0002186	SBOV2_19100.1	KAK4475062.1
OG0002187	SBOV2_14690.1, SBOV2_14690.2	KAK4475283.1, KAK4475282.1
OG0002188	SBOV2_66810.4, SBOV2_66810.2, SBOV2_66810.3, SBOV2_66810.1	KAK4471595.1
OG0002189	SBOV2_32140.2, SBOV2_32140.1, SBOV2_32140.3	KAK4474102.1
OG0002190	SBOV2_40820.1, SBOV2_40820.2, SBOV2_40820.4, SBOV2_40820.3	KAK4472958.1
OG0002191	SBOV2_11460.1, SBOV2_11410.1, SBOV2_11420.1, SBOV2_11430.1	KAK4474481.1
OG0002192	SBOV2_44420.1, SBOV2_44410.1	KAK4472557.1
OG0002193	SBOV2_76040.1, SBOV2_76040.2	KAK4470427.1
OG0002194	SBOV2_37070.1, SBOV2_37070.2, SBOV2_37070.3	KAK4467423.1
OG0002195	SBOV2_52410.2, SBOV2_52410.1, SBOV2_52410.3	KAK4469543.1
OG0002196	SBOV2_67210.1, SBOV2_67210.2, SBOV2_67210.3	KAK4471567.1
OG0002197	SBOV2_58200.1	KAK4472106.1
OG0002198	SBOV2_39200.2, SBOV2_39200.1	KAK4472911.1
OG0002199	SBOV2_70070.2, SBOV2_70070.1, SBOV2_70060.1	KAK4470621.1
OG0002201	SBOV2_49750.1	KAK4469418.1
OG0002202	SBOV2_25620.1, SBOV2_25620.2	KAK4473459.1
OG0002203	SBOV2_76640.1	KAK4470762.1, KAK4470761.1
OG0002204	SBOV2_24910.2, SBOV2_24910.7, SBOV2_24910.3, SBOV2_24910.4, SBOV2_24910.5, SBOV2_24910.6, SBOV2_24910.1	KAK4472224.1
OG0002205	SBOV2_4380.2, SBOV2_4380.1, SBOV2_4380.4, SBOV2_4380.3	KAK4467464.1, KAK4475718.1
OG0002206	SBOV2_88920.1	KAK4468925.1
OG0002207	SBOV2_14370.1, SBOV2_14370.2, SBOV2_14380.1	KAK4474561.1
OG0002208	SBOV2_17610.1, SBOV2_17610.2	KAK4475217.1
OG0002209	SBOV2_93730.1, SBOV2_93730.2, SBOV2_93730.3	KAK4467621.1
OG0002210	SBOV2_20810.1, SBOV2_20810.2, SBOV2_20810.3, SBOV2_20810.4, SBOV2_20810.5	KAK4475392.1, KAK4475391.1
OG0002212	SBOV2_94190.1	KAK4467664.1
OG0002214	SBOV2_43610.1, SBOV2_43600.1	KAK4473783.1
OG0002215	SBOV2_8030.1, SBOV2_8020.1, SBOV2_8020.3, SBOV2_8020.2	KAK4476191.1
OG0002216	SBOV2_36450.1	KAK4472672.1
OG0002217	SBOV2_3450.1, SBOV2_3450.2, SBOV2_3450.3	KAK4475607.1
OG0002218	SBOV2_5550.1	KAK4475825.1, KAK4475822.1
OG0002219	SBOV2_17030.1	KAK4474924.1
OG0002220	SBOV2_1100.1, SBOV2_1100.2, SBOV2_1100.3, SBOV2_1100.4, SBOV2_1100.5	KAK4476207.1
OG0002221	SBOV2_9380.2, SBOV2_9380.1	KAK4476169.1
OG0002222	SBOV2_32820.1, SBOV2_32820.2, SBOV2_32820.3, SBOV2_32820.4	KAK4474160.1
OG0002223	SBOV2_18760.1	KAK4475100.1
OG0002224	SBOV2_12110.1	KAK4474464.1
OG0002225	SBOV2_88260.4, SBOV2_88260.3, SBOV2_88260.5, SBOV2_88260.6, SBOV2_88260.1, SBOV2_88260.2	KAK4468547.1
OG0002226	SBOV2_41170.1	KAK4472989.1
OG0002227	SBOV2_42370.5, SBOV2_42370.2, SBOV2_42370.1, SBOV2_42370.4, SBOV2_42370.3	KAK4473543.1
OG0002228	SBOV2_41790.1, SBOV2_41790.2	KAK4473500.1
OG0002229	SBOV2_14290.1, SBOV2_14290.3, SBOV2_14290.2, SBOV2_14290.4, SBOV2_14290.5	KAK4474569.1
OG0002230	SBOV2_64930.1, SBOV2_64930.3, SBOV2_64930.2	KAK4471246.1
OG0002231	SBOV2_62500.1	KAK4471672.1
OG0002232	SBOV2_75120.1	KAK4470671.1
OG0002233	SBOV2_59970.1	KAK4471876.1
OG0002234	SBOV2_52040.1	KAK4469357.1
OG0002234	SBOV2_52030.1	KAK4469358.1
OG0002235	SBOV2_17910.2, SBOV2_17910.1	KAK4475181.1
OG0002236	SBOV2_67640.1	KAK4471525.1
OG0002237	SBOV2_42780.1	KAK4467236.1
OG0002239	SBOV2_94640.1, SBOV2_94640.2, SBOV2_94640.3	KAK4467805.1
OG0002240	SBOV2_25940.1	KAK4467503.1
OG0002241	SBOV2_67460.1	KAK4471543.1
OG0002242	SBOV2_25680.1	KAK4473454.1
OG0002243	SBOV2_38080.1	KAK4472415.1
OG0002244	SBOV2_23980.1, SBOV2_23980.2	KAK4473155.1, KAK4473154.1
OG0002245	SBOV2_59790.1, SBOV2_59790.2, SBOV2_59790.3, SBOV2_59790.4, SBOV2_59790.5, SBOV2_59790.6, SBOV2_59790.7, SBOV2_59790.8	KAK4471858.1
OG0002246	SBOV2_21000.1	KAK4475414.1
OG0002247	SBOV2_25550.1	KAK4472854.1
OG0002248	SBOV2_52680.1, SBOV2_52680.2, SBOV2_52680.4, SBOV2_52680.3	KAK4469512.1
OG0002249	SBOV2_50870.1, SBOV2_50870.2, SBOV2_50870.3	KAK4469863.1
OG0002250	SBOV2_27530.1, SBOV2_27530.2	KAK4473655.1
OG0002251	SBOV2_40360.1	KAK4473038.1
OG0002252	SBOV2_5110.1	KAK4475873.1
OG0002253	SBOV2_7970.5	KAK4476184.1
OG0002254	SBOV2_53970.2, SBOV2_53970.1, SBOV2_53970.3, SBOV2_53970.4	KAK4469155.1
OG0002256	SBOV2_47510.1, SBOV2_47510.2, SBOV2_47510.3, SBOV2_47510.4	KAK4469585.1
OG0002257	SBOV2_53130.1	KAK4469500.1
OG0002258	SBOV2_53050.2, SBOV2_53050.3, SBOV2_53050.1	KAK4469494.1
OG0002259	SBOV2_39360.1, SBOV2_39360.2, SBOV2_39360.3	KAK4473000.1
OG0002260	SBOV2_1020.1	KAK4476307.1
OG0002261	SBOV2_54220.1, SBOV2_54220.2, SBOV2_54220.3, SBOV2_54220.4	KAK4469639.1
OG0002262	SBOV2_17260.5, SBOV2_17260.3, SBOV2_17260.4, SBOV2_17260.1, SBOV2_17260.2	KAK4474948.1
OG0002263	SBOV2_66580.1	KAK4471619.1
OG0002264	SBOV2_42220.3, SBOV2_42220.1, SBOV2_42220.2	KAK4473530.1
OG0002265	SBOV2_27310.8, SBOV2_27310.1, SBOV2_27310.2, SBOV2_27310.3, SBOV2_27310.4, SBOV2_27310.5, SBOV2_27310.6, SBOV2_27310.7	KAK4473640.1
OG0002266	SBOV2_93580.2, SBOV2_93580.1	KAK4467765.1
OG0002267	SBOV2_13100.1, SBOV2_13100.2	KAK4474732.1
OG0002268	SBOV2_83070.2, SBOV2_83070.3, SBOV2_83070.4, SBOV2_83070.5, SBOV2_83070.6, SBOV2_83070.1	KAK4467958.1
OG0002269	SBOV2_61400.1	KAK4471798.1
OG0002270	SBOV2_89420.3, SBOV2_89420.4, SBOV2_89420.5, SBOV2_89420.1, SBOV2_89420.6, SBOV2_89420.2	KAK4468653.1
OG0002271	SBOV2_80350.1	KAK4468322.1
OG0002272	SBOV2_24540.1	KAK4473205.1
OG0002273	SBOV2_77040.3, SBOV2_77040.1, SBOV2_77040.2, SBOV2_77040.4, SBOV2_77040.5	KAK4470801.1
OG0002274	SBOV2_45930.1, SBOV2_45930.2, SBOV2_45930.3, SBOV2_45930.4	KAK4469856.1
OG0002275	SBOV2_83700.1, SBOV2_83700.2, SBOV2_83700.3, SBOV2_83700.5, SBOV2_83700.4	KAK4468197.1
OG0002276	SBOV2_53090.3, SBOV2_53090.2, SBOV2_53090.1	KAK4468979.1
OG0002277	SBOV2_54150.1, SBOV2_54150.2	KAK4469138.1
OG0002278	SBOV2_91170.2, SBOV2_91170.1, SBOV2_91170.3, SBOV2_91170.4	KAK4468691.1
OG0002279	SBOV2_80810.1	KAK4467998.1
OG0002279	SBOV2_85960.1	KAK4468820.1
OG0002280	SBOV2_57950.1	KAK4471092.1
OG0002281	SBOV2_25930.1	KAK4473431.1
OG0002282	SBOV2_9230.4, SBOV2_9230.2, SBOV2_9230.3, SBOV2_9230.1, SBOV2_9220.1	KAK4476158.1
OG0002283	SBOV2_54020.1, SBOV2_54020.3, SBOV2_54020.4, SBOV2_54020.2	KAK4469147.1
OG0002284	SBOV2_70180.1	KAK4470505.1
OG0002285	SBOV2_8320.1	KAK4476005.1
OG0002286	SBOV2_66750.3, SBOV2_66750.1, SBOV2_66750.2	KAK4471599.1
OG0002287	SBOV2_62010.1, SBOV2_62010.2, SBOV2_62010.3	KAK4471717.1
OG0002288	SBOV2_73340.2, SBOV2_73340.1, SBOV2_73340.3	KAK4470658.1
OG0002289	SBOV2_34510.1	KAK4472368.1
OG0002290	SBOV2_84670.1	KAK4468157.1
OG0002291	SBOV2_65930.2, SBOV2_65930.3, SBOV2_65930.1	KAK4471354.1
OG0002292	SBOV2_73830.1, SBOV2_73830.2	KAK4470743.1
OG0002293	SBOV2_59660.1, SBOV2_59660.5, SBOV2_59660.3, SBOV2_59660.6, SBOV2_59660.2, SBOV2_59660.4	KAK4471834.1
OG0002294	SBOV2_14640.1	KAK4475276.1
OG0002295	SBOV2_52260.3, SBOV2_52260.5, SBOV2_52260.6, SBOV2_52260.4, SBOV2_52260.1, SBOV2_52260.2	KAK4469337.1
OG0002296	SBOV2_13890.1	KAK4474492.1, KAK4467418.1
OG0002297	SBOV2_38510.1, SBOV2_38500.1	KAK4472747.1
OG0002298	SBOV2_2750.1, SBOV2_2750.2	KAK4475551.1
OG0002298	SBOV2_2760.1	KAK4475552.1
OG0002299	SBOV2_40400.1	KAK4472924.1
OG0002300	SBOV2_77070.6, SBOV2_77070.2, SBOV2_77070.4, SBOV2_77070.3, SBOV2_77070.5, SBOV2_77070.1, SBOV2_77070.8, SBOV2_77070.7	KAK4470804.1
OG0002301	SBOV2_88140.3, SBOV2_88140.1, SBOV2_88140.2, SBOV2_88140.7, SBOV2_88140.4, SBOV2_88140.5, SBOV2_88140.6	KAK4468535.1
OG0002302	SBOV2_15620.1, SBOV2_15620.2	KAK4474781.1
OG0002303	SBOV2_73850.1, SBOV2_73850.2, SBOV2_73850.3	KAK4470385.1, KAK4470386.1
OG0002304	SBOV2_68030.1, SBOV2_68030.2, SBOV2_68030.3, SBOV2_68030.4, SBOV2_68030.5	KAK4471512.1
OG0002305	SBOV2_33440.1, SBOV2_33440.2, SBOV2_33440.3	KAK4472248.1
OG0002306	SBOV2_65200.1	KAK4471272.1
OG0002307	SBOV2_73350.1, SBOV2_73350.2, SBOV2_73350.3, SBOV2_73350.4	KAK4470659.1
OG0002308	SBOV2_54420.1, SBOV2_54420.2	KAK4469660.1
OG0002309	SBOV2_41760.2, SBOV2_41760.1	KAK4473490.1
OG0002310	SBOV2_21270.1	KAK4475477.1
OG0002311	SBOV2_4960.1, SBOV2_4960.2, SBOV2_4960.3, SBOV2_4960.5, SBOV2_4960.6, SBOV2_4960.4	KAK4467381.1, KAK4467391.1, KAK4475787.1
OG0002312	SBOV2_22610.1, SBOV2_22610.2	KAK4467256.1
OG0002314	SBOV2_4220.1	KAK4475701.1
OG0002315	SBOV2_8330.1, SBOV2_8330.3, SBOV2_8330.2	KAK4476003.1
OG0002316	SBOV2_70370.1	KAK4470108.1
OG0002317	SBOV2_46480.1, SBOV2_46480.2, SBOV2_46480.3, SBOV2_46480.4, SBOV2_46480.5	KAK4468748.1
OG0002318	SBOV2_22450.1, SBOV2_22450.2	KAK4473366.1
OG0002319	SBOV2_17700.1, SBOV2_17700.2	KAK4475207.1
OG0002320	SBOV2_73040.1, SBOV2_73040.2	KAK4470626.1
OG0002321	SBOV2_16330.1	KAK4474856.1
OG0002322	SBOV2_20300.1	KAK4475349.1
OG0002323	SBOV2_62760.4, SBOV2_62760.2, SBOV2_62760.5, SBOV2_62760.9, SBOV2_62760.7, SBOV2_62760.1, SBOV2_62760.3, SBOV2_62760.8, SBOV2_62760.6	KAK4471398.1
OG0002325	SBOV2_13520.6, SBOV2_13520.3, SBOV2_13520.4, SBOV2_13520.2, SBOV2_13520.1, SBOV2_13520.5	KAK4474627.1, KAK4467450.1, KAK4474283.1
OG0002326	SBOV2_88800.1	KAK4468543.1
OG0002327	SBOV2_77110.3, SBOV2_77110.2, SBOV2_77110.1, SBOV2_77110.5, SBOV2_77110.4, SBOV2_77110.6, SBOV2_77110.7	KAK4470807.1
OG0002328	SBOV2_7880.2, SBOV2_7880.3, SBOV2_7880.5, SBOV2_7880.4, SBOV2_7880.1	KAK4475950.1
OG0002329	SBOV2_1920.1	KAK4474319.1
OG0002330	SBOV2_5900.1, SBOV2_5900.2, SBOV2_5900.4, SBOV2_5900.5, SBOV2_5900.6, SBOV2_5900.7, SBOV2_5900.8, SBOV2_5900.3	KAK4475901.1
OG0002331	SBOV2_5540.1, SBOV2_5540.3, SBOV2_5540.2	KAK4475826.1
OG0002332	SBOV2_12440.4, SBOV2_12440.5, SBOV2_12440.6, SBOV2_12440.7	KAK4474659.1
OG0002333	SBOV2_52220.1	KAK4469339.1, KAK4469340.1
OG0002334	SBOV2_8740.1	KAK4476244.1
OG0002335	SBOV2_16420.6, SBOV2_16420.3, SBOV2_16420.4, SBOV2_16420.5, SBOV2_16420.1, SBOV2_16420.2	KAK4474865.1
OG0002336	SBOV2_55980.1, SBOV2_55980.2	KAK4469752.1
OG0002337	SBOV2_95720.1	KAK4467876.1
OG0002338	SBOV2_9360.3, SBOV2_9360.2, SBOV2_9360.1, SBOV2_9360.4	KAK4476164.1
OG0002339	SBOV2_88080.1	KAK4468528.1
OG0002340	SBOV2_2810.4, SBOV2_2810.1, SBOV2_2810.2, SBOV2_2810.3	KAK4475558.1
OG0002341	SBOV2_89350.1	KAK4468589.1
OG0002342	SBOV2_3570.1, SBOV2_3560.1	KAK4475632.1
OG0002343	SBOV2_43070.1, SBOV2_43070.2, SBOV2_43070.3	KAK4472783.1
OG0002344	SBOV2_59910.1	KAK4471870.1
OG0002345	SBOV2_86670.1, SBOV2_86670.2, SBOV2_86670.3	KAK4468737.1
OG0002346	SBOV2_24860.1, SBOV2_24860.2	KAK4473237.1
OG0002347	SBOV2_19860.3, SBOV2_19860.1, SBOV2_19860.2	KAK4474998.1, KAK4474997.1
OG0002349	SBOV2_89300.3, SBOV2_89300.4, SBOV2_89300.1, SBOV2_89300.2	KAK4468594.1
OG0002350	SBOV2_31140.1	KAK4474000.1
OG0002351	SBOV2_54470.1, SBOV2_54470.3, SBOV2_54470.4, SBOV2_54470.2	KAK4469666.1
OG0002352	SBOV2_87520.1, SBOV2_87520.3, SBOV2_87520.2	KAK4468684.1
OG0002353	SBOV2_74250.2, SBOV2_74250.5, SBOV2_74250.1, SBOV2_74250.4, SBOV2_74250.3	KAK4470343.1
OG0002355	SBOV2_72710.1, SBOV2_72710.6, SBOV2_72710.5, SBOV2_72710.2, SBOV2_72710.4, SBOV2_72710.3	KAK4470597.1
OG0002356	SBOV2_65000.1, SBOV2_65000.2, SBOV2_65000.3	KAK4471254.1
OG0002357	SBOV2_39760.1, SBOV2_39760.2	KAK4473135.1
OG0002357	SBOV2_39770.1	KAK4473137.1
OG0002358	SBOV2_17100.1	KAK4474939.1
OG0002359	SBOV2_13960.1	KAK4474550.1
OG0002360	SBOV2_75340.1	KAK4470696.1
OG0002361	SBOV2_84000.1, SBOV2_84000.2	KAK4468109.1
OG0002362	SBOV2_64740.1, SBOV2_64740.2	KAK4471226.1
OG0002363	SBOV2_68180.1, SBOV2_68180.2, SBOV2_68180.3, SBOV2_68180.5, SBOV2_68180.6, SBOV2_68180.4	KAK4471743.1
OG0002364	SBOV2_42300.1, SBOV2_42300.2	KAK4473538.1
OG0002365	SBOV2_4620.1	KAK4475751.1
OG0002370	SBOV2_47360.1	KAK4469597.1
OG0002370	SBOV2_45770.1	KAK4469133.1
OG0002371	SBOV2_1760.1	KAK4474916.1
OG0002372	SBOV2_63130.1	KAK4467224.1, KAK4471312.1
OG0002373	SBOV2_75400.1	KAK4470701.1
OG0002374	SBOV2_5570.1, SBOV2_5570.2	KAK4475820.1
OG0002375	SBOV2_94410.1, SBOV2_94420.1	KAK4467780.1
OG0002376	SBOV2_71670.1, SBOV2_71670.2	KAK4470257.1
OG0002377	SBOV2_37880.1, SBOV2_37840.1, SBOV2_37860.1	KAK4472439.1
OG0002378	SBOV2_27880.1, SBOV2_27880.2	KAK4473698.1
OG0002379	SBOV2_42000.1, SBOV2_42000.2	KAK4473511.1
OG0002380	SBOV2_21180.2, SBOV2_21180.4, SBOV2_21180.3, SBOV2_21180.1	KAK4475429.1, KAK4470544.1
OG0002381	SBOV2_51960.2, SBOV2_51960.1	KAK4469366.1
OG0002382	SBOV2_9710.1	KAK4474375.1
OG0002383	SBOV2_53290.1, SBOV2_53290.2, SBOV2_53290.3	KAK4469692.1
OG0002384	SBOV2_81190.1, SBOV2_81190.3, SBOV2_81190.4, SBOV2_81190.5, SBOV2_81190.2	KAK4467987.1
OG0002385	SBOV2_38800.1, SBOV2_38800.2	KAK4472809.1
OG0002386	SBOV2_34500.1	KAK4472367.1, KAK4472366.1
OG0002387	SBOV2_76290.1	KAK4470018.1
OG0002388	SBOV2_10570.1	KAK4475940.1
OG0002389	SBOV2_89590.1	KAK4468669.1
OG0002390	SBOV2_16010.1, SBOV2_16010.2	KAK4474823.1
OG0002391	SBOV2_18180.1	KAK4475150.1
OG0002392	SBOV2_89950.1, SBOV2_89950.3, SBOV2_89950.2, SBOV2_89950.4, SBOV2_89950.5	KAK4468612.1
OG0002393	SBOV2_58960.1	KAK4472029.1
OG0002394	SBOV2_36480.1, SBOV2_36480.2, SBOV2_36480.3	KAK4472676.1
OG0002395	SBOV2_82580.1, SBOV2_82600.1	KAK4468093.1, KAK4468094.1
OG0002396	SBOV2_34810.4, SBOV2_34810.5, SBOV2_34810.2, SBOV2_34810.3, SBOV2_34810.1	KAK4472397.1
OG0002397	SBOV2_77880.1	KAK4470885.1
OG0002398	SBOV2_5290.1	KAK4475858.1
OG0002399	SBOV2_26960.1	KAK4473606.1
OG0002400	SBOV2_3110.1	KAK4475588.1
OG0002401	SBOV2_95380.1	KAK4467838.1
OG0002402	SBOV2_20920.3, SBOV2_20920.1, SBOV2_20920.2	KAK4475402.1
OG0002403	SBOV2_23620.1	KAK4473070.1
OG0002404	SBOV2_61540.2, SBOV2_61540.1	KAK4471785.1
OG0002405	SBOV2_1890.2, SBOV2_1890.5, SBOV2_1890.3, SBOV2_1890.4, SBOV2_1890.1	KAK4475049.1
OG0002406	SBOV2_8420.1	KAK4475993.1
OG0002407	SBOV2_7310.1	KAK4476136.1
OG0002408	SBOV2_72920.1, SBOV2_72920.2	KAK4470613.1
OG0002409	SBOV2_83760.1	KAK4468127.1
OG0002410	SBOV2_32160.1, SBOV2_32160.2, SBOV2_32160.3	KAK4474104.1
OG0002411	SBOV2_89410.1, SBOV2_89410.3, SBOV2_89410.2, SBOV2_89410.4	KAK4468652.1
OG0002412	SBOV2_37960.3, SBOV2_37960.1, SBOV2_37960.4, SBOV2_37960.2	KAK4472430.1
OG0002413	SBOV2_86390.1, SBOV2_86390.2, SBOV2_86390.3	KAK4468788.1
OG0002414	SBOV2_50200.1, SBOV2_50200.3, SBOV2_50200.5, SBOV2_50200.2, SBOV2_50200.4, SBOV2_50200.6	KAK4469811.1
OG0002415	SBOV2_20060.1, SBOV2_20060.2, SBOV2_20060.3, SBOV2_20060.4	KAK4474976.1
OG0002416	SBOV2_27010.1	KAK4473611.1
OG0002417	SBOV2_15840.1, SBOV2_15840.2, SBOV2_15840.3	KAK4474808.1
OG0002418	SBOV2_34660.1	KAK4472382.1
OG0002419	SBOV2_38930.1, SBOV2_38930.2	KAK4472820.1
OG0002420	SBOV2_34470.1	KAK4472363.1
OG0002421	SBOV2_71080.2, SBOV2_71080.1, SBOV2_71080.3, SBOV2_71080.4, SBOV2_71080.5	KAK4470174.1
OG0002422	SBOV2_32870.1, SBOV2_32870.2, SBOV2_32870.3	KAK4474164.1
OG0002423	SBOV2_69960.1, SBOV2_69960.5, SBOV2_69960.3, SBOV2_69960.4, SBOV2_69960.2	KAK4470832.1
OG0002425	SBOV2_33120.4, SBOV2_33120.1, SBOV2_33120.2, SBOV2_33120.5, SBOV2_33120.3	KAK4474187.1
OG0002426	SBOV2_30760.1, SBOV2_30760.2	KAK4473965.1
OG0002427	SBOV2_8410.1, SBOV2_8410.3, SBOV2_8410.2, SBOV2_8410.4	KAK4475994.1
OG0002428	SBOV2_12330.1	KAK4474646.1
OG0002429	SBOV2_27830.1	KAK4473683.1
OG0002430	SBOV2_73600.1	KAK4470471.1
OG0002431	SBOV2_31040.2, SBOV2_31040.1	KAK4473988.1
OG0002432	SBOV2_60300.4, SBOV2_60300.3, SBOV2_60300.2, SBOV2_60300.1	KAK4471897.1
OG0002433	SBOV2_18860.2, SBOV2_18860.1, SBOV2_18860.3	KAK4475085.1
OG0002434	SBOV2_32800.1	KAK4474158.1
OG0002435	SBOV2_38870.1	KAK4472802.1
OG0002436	SBOV2_21590.3, SBOV2_21590.4, SBOV2_21590.5, SBOV2_21590.1, SBOV2_21590.2	KAK4475444.1
OG0002437	SBOV2_52910.1	KAK4469477.1
OG0002438	SBOV2_34210.4, SBOV2_34210.1, SBOV2_34210.2, SBOV2_34210.3	KAK4472333.1
OG0002439	SBOV2_52760.1	KAK4469502.1
OG0002440	SBOV2_68450.1	KAK4471468.1
OG0002441	SBOV2_48460.1, SBOV2_48460.2, SBOV2_48460.3, SBOV2_48460.4	KAK4469282.1
OG0002442	SBOV2_41770.2, SBOV2_41770.3, SBOV2_41770.1	KAK4473493.1
OG0002443	SBOV2_44770.1, SBOV2_44770.2, SBOV2_44770.3, SBOV2_44770.4	KAK4473569.1
OG0002444	SBOV2_56860.1, SBOV2_56860.2	KAK4471163.1
OG0002445	SBOV2_68470.1	KAK4471033.1, KAK4471034.1
OG0002446	SBOV2_62040.1, SBOV2_62040.2	KAK4471713.1
OG0002447	SBOV2_7930.2, SBOV2_7930.1	KAK4475948.1
OG0002448	SBOV2_35390.2, SBOV2_35390.1, SBOV2_35390.3	KAK4474203.1
OG0002449	SBOV2_17720.1	KAK4475205.1
OG0002450	SBOV2_64720.4, SBOV2_64720.1, SBOV2_64720.3, SBOV2_64720.2	KAK4471224.1
OG0002451	SBOV2_71100.1, SBOV2_71100.4, SBOV2_71100.2, SBOV2_71100.3	KAK4470176.1
OG0002452	SBOV2_7450.1	KAK4476118.1
OG0002453	SBOV2_46500.1	KAK4469090.1
OG0002454	SBOV2_66660.1	KAK4471609.1
OG0002455	SBOV2_65530.1, SBOV2_65600.1	KAK4471329.1
OG0002456	SBOV2_34830.4, SBOV2_34830.3, SBOV2_34830.1, SBOV2_34830.2	KAK4472501.1
OG0002457	SBOV2_70200.1, SBOV2_70200.2, SBOV2_70200.3	KAK4470483.1
OG0002458	SBOV2_83780.1	KAK4468125.1
OG0002459	SBOV2_29550.1, SBOV2_29550.2, SBOV2_29550.3	KAK4473929.1
OG0002460	SBOV2_7150.6, SBOV2_7150.1, SBOV2_7150.2, SBOV2_7150.3, SBOV2_7150.4, SBOV2_7150.5	KAK4476149.1
OG0002461	SBOV2_9170.1, SBOV2_9170.2, SBOV2_9170.3, SBOV2_9170.4	KAK4474949.1
OG0002462	SBOV2_63700.1	KAK4471476.1
OG0002463	SBOV2_82650.1, SBOV2_82650.3, SBOV2_82650.2	KAK4467460.1
OG0002464	SBOV2_39510.3, SBOV2_39510.4, SBOV2_39510.5, SBOV2_39510.6, SBOV2_39510.1, SBOV2_39510.2	KAK4473107.1
OG0002465	SBOV2_82090.3, SBOV2_82090.1, SBOV2_82090.2	KAK4468232.1
OG0002466	SBOV2_92930.1, SBOV2_92930.2	KAK4467611.1
OG0002467	SBOV2_49840.1, SBOV2_49840.2	KAK4469429.1
OG0002468	SBOV2_74930.2, SBOV2_74930.1, SBOV2_74930.4, SBOV2_74930.5, SBOV2_74930.7, SBOV2_74930.3, SBOV2_74930.6	KAK4470508.1
