Orthogroup	schistosoma_bovis	opisthorchis_viverrini
OG0002488	SBOV2_50770.1, SBOV2_50790.1, SBOV2_50800.1, SBOV2_51080.1, SBOV2_51080.2, SBOV2_51080.3, SBOV2_51080.4	T265_02854
OG0002489	SBOV2_40270.1, SBOV2_40270.3, SBOV2_40270.2	T265_10400
OG0002490	SBOV2_73360.3, SBOV2_73360.1, SBOV2_73360.2	T265_04784
OG0002492	SBOV2_73990.1	T265_06763
OG0002493	SBOV2_63240.1	T265_01136
OG0002494	SBOV2_1670.2, SBOV2_1670.3, SBOV2_1670.1	T265_13169
OG0002495	SBOV2_14210.3, SBOV2_14210.4, SBOV2_14210.1, SBOV2_14210.2	T265_13492
OG0002497	SBOV2_45080.1, SBOV2_45080.3, SBOV2_45080.4, SBOV2_45080.2	T265_06996
OG0002498	SBOV2_930.1, SBOV2_930.3, SBOV2_930.2, SBOV2_930.4, SBOV2_930.6, SBOV2_930.5	T265_08380
OG0002499	SBOV2_48930.2, SBOV2_48930.1	T265_06840
OG0002500	SBOV2_180.1, SBOV2_180.2, SBOV2_180.3, SBOV2_180.4, SBOV2_180.5	T265_13736
OG0002501	SBOV2_9520.1	T265_07964
OG0002502	SBOV2_55400.1	T265_07288
OG0002504	SBOV2_23330.1, SBOV2_23320.1	T265_05690
OG0002505	SBOV2_53960.4, SBOV2_53960.5, SBOV2_53960.6, SBOV2_53960.7, SBOV2_53960.8, SBOV2_53960.2, SBOV2_53960.1, SBOV2_53960.3	T265_04916
OG0002506	SBOV2_33340.1	T265_05367
OG0002507	SBOV2_81920.1, SBOV2_81920.2, SBOV2_81920.3, SBOV2_81920.4	T265_06548
OG0002508	SBOV2_63580.1	T265_00657
OG0002509	SBOV2_9060.1	T265_11507
OG0002511	SBOV2_71610.1	T265_09184
OG0002512	SBOV2_62520.1	T265_01109, T265_01107
OG0002514	SBOV2_15560.1, SBOV2_15560.4, SBOV2_15560.5, SBOV2_15560.3, SBOV2_15560.2, SBOV2_15560.7, SBOV2_15560.6	T265_13584
OG0002517	SBOV2_73580.1	T265_02578
OG0002518	SBOV2_41880.2, SBOV2_41880.3, SBOV2_41880.1	T265_09714, T265_09890
OG0002526	SBOV2_13180.1, SBOV2_13190.1	T265_06218
OG0002527	SBOV2_26290.1, SBOV2_26290.2	T265_06354
OG0002528	SBOV2_93490.1, SBOV2_93480.1	T265_13832
OG0002529	SBOV2_50260.1, SBOV2_50260.2, SBOV2_50260.3	T265_00314
OG0002530	SBOV2_73880.1, SBOV2_73880.2	T265_05441
OG0002531	SBOV2_40140.1, SBOV2_40140.2, SBOV2_40140.3, SBOV2_40140.4	T265_09261, T265_16107
OG0002532	SBOV2_70900.1	T265_06112
OG0002533	SBOV2_64980.1, SBOV2_64980.2	T265_10106
OG0002534	SBOV2_88410.1	T265_11289
OG0002535	SBOV2_32170.1	T265_04895
OG0002536	SBOV2_13240.1, SBOV2_13240.2	T265_07878, T265_16109
OG0002537	SBOV2_81780.2, SBOV2_81780.3, SBOV2_81780.4, SBOV2_81780.1	T265_11659
OG0002538	SBOV2_60370.2, SBOV2_60370.1	T265_12591, T265_13956
OG0002539	SBOV2_41150.1	T265_06929
OG0002540	SBOV2_28730.1	T265_02959
OG0002541	SBOV2_50030.1	T265_00045
OG0002542	SBOV2_88770.1, SBOV2_88770.2, SBOV2_88770.3	T265_05751
OG0002543	SBOV2_38660.1	T265_02977
OG0002544	SBOV2_47010.2, SBOV2_47010.1	T265_03611
OG0002545	SBOV2_23150.1, SBOV2_23150.2, SBOV2_23150.3, SBOV2_23150.4	T265_13460
OG0002546	SBOV2_17630.1	T265_08445
OG0002547	SBOV2_94920.1, SBOV2_94920.4, SBOV2_94920.2, SBOV2_94920.3	T265_02728
OG0002548	SBOV2_92590.1	T265_10907
OG0002549	SBOV2_39780.1, SBOV2_39780.2, SBOV2_50130.1	T265_09253
OG0002551	SBOV2_36520.1, SBOV2_36520.2, SBOV2_36520.3	T265_10827
OG0002552	SBOV2_4310.1, SBOV2_4310.3, SBOV2_4310.4, SBOV2_4310.2	T265_06270
OG0002553	SBOV2_63900.2, SBOV2_63900.3, SBOV2_63900.1	T265_12816
OG0002554	SBOV2_58360.1	T265_11518
OG0002555	SBOV2_31720.1	T265_12804
OG0002556	SBOV2_19800.1, SBOV2_19800.2	T265_00868
OG0002557	SBOV2_41640.1, SBOV2_41640.2, SBOV2_41640.3	T265_01526
OG0002558	SBOV2_4030.1, SBOV2_4030.2, SBOV2_4030.3	T265_11716
OG0002559	SBOV2_23990.1, SBOV2_23990.2, SBOV2_23990.3, SBOV2_23990.4, SBOV2_23990.5, SBOV2_23990.6	T265_09716
OG0002560	SBOV2_89120.1	T265_10495
OG0002561	SBOV2_9280.2, SBOV2_9280.1, SBOV2_9280.4, SBOV2_9280.3, SBOV2_9280.5	T265_08002
OG0002562	SBOV2_8820.1, SBOV2_8820.2	T265_06419
OG0002563	SBOV2_61070.1, SBOV2_61070.2, SBOV2_18380.1, SBOV2_61070.3	T265_12573
OG0002564	SBOV2_76560.1	T265_14413
OG0002565	SBOV2_2410.1, SBOV2_2400.1	T265_10924
OG0002566	SBOV2_64620.3, SBOV2_64620.2, SBOV2_64620.1, SBOV2_64620.4, SBOV2_64620.5	T265_01406
OG0002567	SBOV2_32270.2, SBOV2_32270.4, SBOV2_32270.1, SBOV2_32270.3	T265_09820
OG0002568	SBOV2_63150.1	T265_06148
OG0002569	SBOV2_65330.1	T265_09350
OG0002570	SBOV2_35940.1	T265_15976, T265_15295, T265_02970
OG0002571	SBOV2_27540.1	T265_09123
OG0002572	SBOV2_58750.1	T265_00523
OG0002573	SBOV2_24520.1	T265_05406
OG0002574	SBOV2_74380.1, SBOV2_74380.5, SBOV2_74380.2, SBOV2_74380.3, SBOV2_74380.4	T265_05451
OG0002575	SBOV2_23640.1, SBOV2_23100.1, SBOV2_96480.1, SBOV2_23000.1, SBOV2_23010.1	T265_14312
OG0002576	SBOV2_77730.1	T265_05790
OG0002578	SBOV2_48680.1, SBOV2_48680.2	T265_03584
OG0002579	SBOV2_92780.1, SBOV2_92800.1	T265_12918
OG0002580	SBOV2_58900.1, SBOV2_58900.2, SBOV2_58900.3	T265_00177
OG0002581	SBOV2_60140.1	T265_00663
OG0002582	SBOV2_32660.1	T265_04496
OG0002583	SBOV2_86940.1	T265_08898
OG0002584	SBOV2_28670.3, SBOV2_28670.1, SBOV2_28670.4, SBOV2_28670.5, SBOV2_28670.6, SBOV2_28670.2	T265_13055
OG0002586	SBOV2_18500.2, SBOV2_18500.1	T265_09506, T265_03414
OG0002587	SBOV2_81990.2, SBOV2_81990.3, SBOV2_81990.1, SBOV2_81990.4	T265_06030
OG0002588	SBOV2_60790.2, SBOV2_60790.1	T265_08785
OG0002589	SBOV2_60570.1, SBOV2_60570.2, SBOV2_60570.3	T265_04177
OG0002590	SBOV2_75500.1	T265_13106
OG0002591	SBOV2_77540.4, SBOV2_77540.1, SBOV2_77540.3, SBOV2_77540.2	T265_11493
OG0002592	SBOV2_40080.1	T265_14197
OG0002593	SBOV2_78980.1, SBOV2_78980.2	T265_02360
OG0002594	SBOV2_78970.3, SBOV2_78970.2, SBOV2_78970.1	T265_02363
OG0002595	SBOV2_47810.1, SBOV2_47810.2	T265_02820
OG0002596	SBOV2_75180.1	T265_05825
OG0002597	SBOV2_12730.1	T265_12817, T265_12684
OG0002598	SBOV2_33360.1	T265_11007
OG0002599	SBOV2_66120.1	T265_03901
OG0002600	SBOV2_46840.1, SBOV2_46840.2	T265_10026
OG0002601	SBOV2_11780.1, SBOV2_11780.2, SBOV2_11780.3, SBOV2_11780.4, SBOV2_11780.5	T265_03324
OG0002602	SBOV2_20960.2, SBOV2_20960.4, SBOV2_20960.3, SBOV2_20960.1	T265_11163
OG0002603	SBOV2_62750.1, SBOV2_62750.6, SBOV2_62750.2, SBOV2_62750.3, SBOV2_62750.4, SBOV2_62750.5	T265_01188
OG0002604	SBOV2_2420.1, SBOV2_2420.2, SBOV2_2420.3	T265_10922
OG0002605	SBOV2_48790.1, SBOV2_48790.2	T265_09297
OG0002606	SBOV2_84320.1, SBOV2_84320.2	T265_15010
OG0002607	SBOV2_34220.1, SBOV2_34220.2	T265_15621
OG0002608	SBOV2_47630.1, SBOV2_47630.2	T265_03557
OG0002609	SBOV2_3890.1, SBOV2_95950.1	T265_06812
OG0002610	SBOV2_41700.2, SBOV2_41700.1, SBOV2_41700.3	T265_04076, T265_15961
OG0002611	SBOV2_16390.1	T265_10160
OG0002612	SBOV2_23710.1, SBOV2_23710.2	T265_14890
OG0002613	SBOV2_69400.1	T265_08303, T265_07594
OG0002614	SBOV2_220.1, SBOV2_220.2	T265_15097, T265_16170
OG0002615	SBOV2_82500.1, SBOV2_82500.2, SBOV2_82500.3	T265_03587
OG0002616	SBOV2_30390.1, SBOV2_30390.2	T265_04004
OG0002617	SBOV2_26860.1, SBOV2_26860.2	T265_04692
OG0002618	SBOV2_56840.2, SBOV2_56840.1	T265_06714, T265_16357
OG0002619	SBOV2_59630.1, SBOV2_59630.2, SBOV2_59630.3	T265_10984
OG0002620	SBOV2_37330.1, SBOV2_37330.2, SBOV2_37330.3, SBOV2_37330.4	T265_08636
OG0002621	SBOV2_8280.1, SBOV2_8280.2, SBOV2_8280.3	T265_09809
OG0002622	SBOV2_55880.1	T265_11458
OG0002623	SBOV2_11070.2, SBOV2_11070.1	T265_04416
OG0002624	SBOV2_16130.1	T265_07686
OG0002625	SBOV2_31610.1	T265_06474
OG0002626	SBOV2_57190.1	T265_08212
OG0002627	SBOV2_12800.1, SBOV2_12800.2, SBOV2_12800.3	T265_03218
OG0002628	SBOV2_26140.1, SBOV2_26140.2	T265_08624
OG0002629	SBOV2_90450.4, SBOV2_90450.1, SBOV2_90450.3, SBOV2_90450.2	T265_13471
OG0002630	SBOV2_8640.1	T265_01008
OG0002631	SBOV2_24630.1, SBOV2_24630.2	T265_05687
OG0002632	SBOV2_83950.1	T265_06015
OG0002633	SBOV2_27850.1, SBOV2_27850.2	T265_04018
OG0002634	SBOV2_24430.1, SBOV2_24430.2, SBOV2_24430.3, SBOV2_24430.4	T265_05042
OG0002635	SBOV2_22680.1, SBOV2_22670.1	T265_06947
OG0002636	SBOV2_79240.1, SBOV2_79240.3, SBOV2_79240.2	T265_12437
OG0002637	SBOV2_93280.2, SBOV2_93280.1, SBOV2_93280.3, SBOV2_93290.1	T265_14280, T265_14279
OG0002638	SBOV2_51450.1, SBOV2_51450.2	T265_01339
OG0002639	SBOV2_66620.2, SBOV2_66620.1	T265_06794
OG0002640	SBOV2_10360.2, SBOV2_10360.3, SBOV2_10360.1, SBOV2_10360.4, SBOV2_10360.5	T265_08171
OG0002641	SBOV2_52010.1, SBOV2_52010.2, SBOV2_52010.5, SBOV2_52010.7, SBOV2_52010.3, SBOV2_52010.4, SBOV2_52010.6, SBOV2_52010.8	T265_11303
OG0002642	SBOV2_1490.1	T265_06912
OG0002643	SBOV2_4270.1, SBOV2_4270.4, SBOV2_4270.2, SBOV2_4270.3	T265_10968
OG0002644	SBOV2_61480.1, SBOV2_61480.2, SBOV2_61480.3	T265_14640
OG0002646	SBOV2_40490.1, SBOV2_40490.2, SBOV2_40490.3	T265_05691
OG0002647	SBOV2_87360.1	T265_03821
OG0002648	SBOV2_6520.1	T265_04212
OG0002649	SBOV2_27460.1	T265_05362
OG0002650	SBOV2_8290.1, SBOV2_8290.2	T265_14961
OG0002651	SBOV2_10400.1, SBOV2_10400.2, SBOV2_10400.3, SBOV2_10400.4	T265_13532, T265_13531
OG0002652	SBOV2_44540.1, SBOV2_44540.2	T265_03490, T265_03489
OG0002653	SBOV2_88940.1, SBOV2_88940.2	T265_05349
OG0002654	SBOV2_80300.6, SBOV2_80300.5, SBOV2_80300.3, SBOV2_80300.4, SBOV2_80300.2, SBOV2_80300.1	T265_15265
OG0002655	SBOV2_56200.1	T265_07489
OG0002656	SBOV2_20120.1, SBOV2_20120.2, SBOV2_20120.3	T265_13304
OG0002657	SBOV2_15650.4, SBOV2_15650.5, SBOV2_15650.6, SBOV2_15650.3, SBOV2_15650.2, SBOV2_15650.1	T265_13545
OG0002658	SBOV2_38100.1	T265_00747, T265_12627
OG0002660	SBOV2_2610.1	T265_00945
OG0002661	SBOV2_63280.1	T265_13706
OG0002662	SBOV2_82800.1, SBOV2_82800.2	T265_14428
OG0002663	SBOV2_83400.1, SBOV2_83400.2, SBOV2_83400.3	T265_10211
OG0002664	SBOV2_95420.1, SBOV2_95420.2, SBOV2_95420.3, SBOV2_95420.4, SBOV2_95420.5, SBOV2_95420.6, SBOV2_95420.7	T265_11068, T265_16106
OG0002665	SBOV2_49620.1	T265_06844, T265_16075
OG0002666	SBOV2_35160.4, SBOV2_35160.1, SBOV2_35160.3, SBOV2_35160.2	T265_10120
OG0002667	SBOV2_39980.1	T265_03243
OG0002668	SBOV2_68750.1	T265_01423
OG0002669	SBOV2_89230.1, SBOV2_89220.1	T265_13389
OG0002670	SBOV2_38900.1, SBOV2_38900.3, SBOV2_38900.4, SBOV2_38900.2	T265_02796
OG0002671	SBOV2_92610.1, SBOV2_92610.2, SBOV2_92610.3	T265_04847
OG0002672	SBOV2_73070.1	T265_00778
OG0002673	SBOV2_73170.1, SBOV2_73170.2, SBOV2_73170.3	T265_14755
OG0002674	SBOV2_39800.4, SBOV2_39800.3, SBOV2_39800.1, SBOV2_39800.2	T265_02974, T265_09573
OG0002675	SBOV2_9630.1, SBOV2_9630.4, SBOV2_9630.2, SBOV2_9630.3	T265_01135
OG0002676	SBOV2_68110.2, SBOV2_68110.3, SBOV2_68110.4, SBOV2_68110.5, SBOV2_68110.6, SBOV2_68110.7, SBOV2_68110.8, SBOV2_68110.1	T265_08124
OG0002677	SBOV2_62030.3, SBOV2_62030.1, SBOV2_62030.2	T265_11806
OG0002678	SBOV2_7850.1	T265_14495, T265_08174
OG0002679	SBOV2_79650.1, SBOV2_79650.2	T265_14188
OG0002680	SBOV2_66840.2, SBOV2_66840.3, SBOV2_66830.1, SBOV2_66840.1	T265_01156
OG0002681	SBOV2_40220.1	T265_11893, T265_11894
OG0002682	SBOV2_20830.3, SBOV2_20830.4, SBOV2_20830.5, SBOV2_20830.6, SBOV2_20830.1, SBOV2_20830.2, SBOV2_20830.7	T265_10217
OG0002683	SBOV2_93430.1, SBOV2_93430.2, SBOV2_93430.3, SBOV2_93430.4	T265_13830
OG0002684	SBOV2_84830.1, SBOV2_84840.1, SBOV2_84960.1, SBOV2_84930.1, SBOV2_84910.1, SBOV2_84920.1, SBOV2_84940.1, SBOV2_84980.1, SBOV2_84950.1, SBOV2_84990.1, SBOV2_85000.1, SBOV2_82660.1, SBOV2_84970.1	T265_05163
OG0002685	SBOV2_15530.1	T265_09546
OG0002686	SBOV2_51730.3, SBOV2_51730.1, SBOV2_51730.2, SBOV2_51730.4	T265_13273
OG0002687	SBOV2_38330.1	T265_04020, T265_04336
OG0002688	SBOV2_25360.1, SBOV2_25360.2, SBOV2_25360.3	T265_11653
OG0002689	SBOV2_25170.1, SBOV2_25390.1	T265_04523
OG0002690	SBOV2_26970.1	T265_09672
OG0002691	SBOV2_82750.2, SBOV2_82750.1, SBOV2_82750.3	T265_15871
OG0002692	SBOV2_13000.1	T265_11446
OG0002693	SBOV2_47620.1, SBOV2_47590.1	T265_02440
OG0002694	SBOV2_92360.1	T265_04234, T265_07936
OG0002696	SBOV2_33680.3, SBOV2_33680.4, SBOV2_33680.5, SBOV2_33680.1, SBOV2_33680.2	T265_08323
OG0002697	SBOV2_10620.1, SBOV2_10620.2, SBOV2_10620.3	T265_08181
OG0002698	SBOV2_2490.1, SBOV2_2490.2, SBOV2_2490.3, SBOV2_2490.4	T265_12501
OG0002699	SBOV2_5310.1	T265_03019
OG0002700	SBOV2_95800.1, SBOV2_95800.2	T265_02734
OG0002701	SBOV2_50580.1, SBOV2_50530.1	T265_00287
OG0002709	SBOV2_7340.1	T265_09385
OG0002710	SBOV2_1230.1	T265_02910, T265_02911
OG0002711	SBOV2_87580.3, SBOV2_87580.4, SBOV2_87580.1, SBOV2_87580.2, SBOV2_87580.5	T265_11288
OG0002713	SBOV2_47120.1, SBOV2_47120.2, SBOV2_47120.3	T265_05798
OG0002714	SBOV2_76510.1, SBOV2_76510.2	T265_09095
OG0002715	SBOV2_60160.1, SBOV2_60160.2, SBOV2_60160.3, SBOV2_60160.4	T265_02021
OG0002716	SBOV2_67130.1, SBOV2_67130.4, SBOV2_67130.2, SBOV2_67130.3	T265_07182, T265_14219
OG0002717	SBOV2_88810.1	T265_01862, T265_16344
OG0002718	SBOV2_66230.1	T265_08451, T265_10568
OG0002719	SBOV2_5710.1, SBOV2_5710.2	T265_06423
OG0002720	SBOV2_5160.2, SBOV2_5160.1	T265_09225, T265_09226
OG0002721	SBOV2_94080.1, SBOV2_94080.3, SBOV2_94080.2	T265_11661
OG0002722	SBOV2_21650.1, SBOV2_21650.2	T265_08585
OG0002724	SBOV2_81100.2, SBOV2_81100.1, SBOV2_81100.3	T265_12997
OG0002725	SBOV2_4400.1, SBOV2_4400.2	T265_08421
OG0002726	SBOV2_36690.1	T265_08999
OG0002727	SBOV2_72930.1, SBOV2_72930.2, SBOV2_72930.3	T265_00821
OG0002728	SBOV2_8380.1, SBOV2_8380.2, SBOV2_8380.4, SBOV2_8380.3	T265_06495
OG0002729	SBOV2_15790.1	T265_13191, T265_07546, T265_07956, T265_14318
OG0002730	SBOV2_80020.1, SBOV2_80020.2, SBOV2_80020.3, SBOV2_80020.4	T265_02419, T265_16240
OG0002731	SBOV2_45610.3, SBOV2_45610.2, SBOV2_45610.1	T265_01959, T265_13402
OG0002732	SBOV2_66770.1, SBOV2_66770.2	T265_14352
OG0002733	SBOV2_23880.1	T265_13194, T265_16356
OG0002734	SBOV2_41480.1	T265_13416
OG0002735	SBOV2_36600.1	T265_10699
OG0002736	SBOV2_23780.4, SBOV2_23780.5, SBOV2_23780.6, SBOV2_23780.7, SBOV2_23780.8	T265_03760
OG0002737	SBOV2_31050.1, SBOV2_31050.4, SBOV2_31050.2, SBOV2_31050.3	T265_05897
OG0002739	SBOV2_12540.1, SBOV2_12540.2	T265_09407
OG0002740	SBOV2_28200.2, SBOV2_28200.3, SBOV2_28200.1	T265_02573
OG0002741	SBOV2_16970.1	T265_10545, T265_11017
OG0002742	SBOV2_70780.4, SBOV2_70780.1, SBOV2_70780.2, SBOV2_70780.3	T265_12515
OG0002743	SBOV2_25980.1	T265_15636
OG0002744	SBOV2_57330.1	T265_06158
OG0002745	SBOV2_91270.1	T265_05355
OG0002747	SBOV2_25270.1	T265_11759
OG0002748	SBOV2_32430.1	T265_13947, T265_06098
OG0002749	SBOV2_47040.4, SBOV2_47040.6, SBOV2_47040.2, SBOV2_47040.5, SBOV2_47040.3, SBOV2_47040.1	T265_06761
OG0002750	SBOV2_46440.1, SBOV2_46440.2	T265_13284, T265_16195
OG0002751	SBOV2_27890.1	T265_00573
OG0002752	SBOV2_69660.1	T265_00423, T265_16111
OG0002755	SBOV2_3900.1, SBOV2_3900.2, SBOV2_3900.3	T265_09929
OG0002756	SBOV2_57560.1	T265_00650
OG0002757	SBOV2_35800.3, SBOV2_35800.4, SBOV2_35800.1, SBOV2_35800.5, SBOV2_35800.6, SBOV2_35800.2	T265_00762
OG0002758	SBOV2_5370.1	T265_00955
OG0002759	SBOV2_39380.4, SBOV2_39380.1, SBOV2_39380.3, SBOV2_39380.2	T265_03239
OG0002760	SBOV2_96190.1, SBOV2_3590.1, SBOV2_3590.2, SBOV2_96170.1, SBOV2_96180.1	T265_11036, T265_11034, T265_11035
OG0002761	SBOV2_6260.1	T265_03044
OG0002762	SBOV2_94710.1, SBOV2_94720.1, SBOV2_94720.2, SBOV2_94700.1	T265_13549
OG0002763	SBOV2_77650.1, SBOV2_77650.2	T265_13464
OG0002764	SBOV2_36020.1, SBOV2_36020.2, SBOV2_36020.4, SBOV2_36020.3	T265_08194, T265_02184, T265_02185
OG0002765	SBOV2_68460.1	T265_05839
OG0002766	SBOV2_72230.1	T265_00330
OG0002767	SBOV2_48800.1, SBOV2_48800.2	T265_06760
OG0002768	SBOV2_2250.1	T265_10258, T265_16169
OG0002769	SBOV2_41340.2, SBOV2_41340.1, SBOV2_41340.3	T265_01046
OG0002771	SBOV2_33890.2, SBOV2_33890.3, SBOV2_33890.6, SBOV2_33890.4, SBOV2_33890.5, SBOV2_33890.1	T265_08021, T265_08022
OG0002774	SBOV2_2770.1, SBOV2_2780.1	T265_05258
OG0002776	SBOV2_73790.1, SBOV2_73790.2, SBOV2_73790.3, SBOV2_73790.4, SBOV2_73790.5, SBOV2_73790.6, SBOV2_73790.7	T265_11356
OG0002777	SBOV2_75190.2, SBOV2_75190.1	T265_05823
OG0002778	SBOV2_94550.1	T265_09444
OG0002779	SBOV2_34320.1	T265_14542
OG0002781	SBOV2_40990.1, SBOV2_40990.4, SBOV2_40990.5, SBOV2_40990.2, SBOV2_40990.3	T265_07481
OG0002782	SBOV2_77980.1, SBOV2_77980.2, SBOV2_77980.3	T265_12327, T265_10961, T265_01932
OG0002783	SBOV2_51410.1, SBOV2_51410.2, SBOV2_51410.3	T265_00286
OG0002784	SBOV2_41330.1, SBOV2_41330.2, SBOV2_41330.3	T265_01050
OG0002785	SBOV2_70620.1, SBOV2_70330.1	T265_13376
OG0002786	SBOV2_12970.1, SBOV2_96250.1	T265_13497
OG0002787	SBOV2_6920.1	T265_03074
OG0002788	SBOV2_10540.1, SBOV2_10540.2, SBOV2_10540.3	T265_01005
OG0002789	SBOV2_18250.1	T265_08482
OG0002790	SBOV2_75510.1, SBOV2_75510.2	T265_02675
OG0002791	SBOV2_96050.1, SBOV2_96050.4, SBOV2_96050.2, SBOV2_96050.3, SBOV2_96050.5, SBOV2_96050.6, SBOV2_2660.3, SBOV2_2660.1, SBOV2_2660.2	T265_06735
OG0002792	SBOV2_55090.1	T265_06771
OG0002793	SBOV2_11190.1, SBOV2_11190.2, SBOV2_11190.3	T265_04394
OG0002794	SBOV2_92690.1	T265_15249, T265_15899
OG0002795	SBOV2_41070.3, SBOV2_41070.1, SBOV2_41070.2	T265_07477
OG0002796	SBOV2_12290.1	T265_13167
OG0002797	SBOV2_31260.1, SBOV2_31260.2, SBOV2_31260.3, SBOV2_31260.4	T265_04341
OG0002798	SBOV2_73400.1	T265_13131
OG0002799	SBOV2_83360.1	T265_07700, T265_14359, T265_14358
OG0002800	SBOV2_78690.1, SBOV2_78690.2	T265_14735
OG0002802	SBOV2_89920.6, SBOV2_89920.7, SBOV2_89920.2, SBOV2_89920.3, SBOV2_89920.4, SBOV2_89920.5, SBOV2_89920.1	T265_07569
OG0002803	SBOV2_40790.2, SBOV2_40790.3, SBOV2_40790.1	T265_03781
OG0002804	SBOV2_28510.3, SBOV2_28510.1, SBOV2_28510.2	T265_13660
OG0002805	SBOV2_55390.1	T265_12771
OG0002806	SBOV2_70220.1, SBOV2_70220.2, SBOV2_70220.3	T265_15954, T265_07440, T265_16235
OG0002807	SBOV2_19950.1, SBOV2_19950.2	T265_06189
OG0002808	SBOV2_61610.1, SBOV2_61610.2	T265_04515
OG0002809	SBOV2_80870.1, SBOV2_80870.2	T265_12974
OG0002810	SBOV2_32880.1	T265_06252
OG0002811	SBOV2_21250.1	T265_10010
OG0002812	SBOV2_85060.1	T265_04204, T265_13449
OG0002814	SBOV2_23190.1	T265_05382
OG0002815	SBOV2_62990.3, SBOV2_62990.1, SBOV2_62990.2, SBOV2_63020.1	T265_10978
OG0002816	SBOV2_18990.2, SBOV2_18990.1, SBOV2_18990.3, SBOV2_18990.4, SBOV2_18990.5	T265_08032
OG0002817	SBOV2_30380.1	T265_04006
OG0002818	SBOV2_74470.1, SBOV2_74470.2, SBOV2_74470.3	T265_08927, T265_01280
OG0002819	SBOV2_68130.2, SBOV2_68130.1	T265_09770
OG0002820	SBOV2_73860.1, SBOV2_73860.2, SBOV2_73860.3	T265_02159
OG0002821	SBOV2_4320.1, SBOV2_4320.2	T265_03347
OG0002822	SBOV2_9600.3, SBOV2_9600.4, SBOV2_9600.1, SBOV2_9600.2	T265_07965
OG0002823	SBOV2_14650.1, SBOV2_14650.3, SBOV2_14650.2	T265_05525
OG0002824	SBOV2_1960.1	T265_10376
OG0002825	SBOV2_48110.2, SBOV2_48110.1	T265_07639
OG0002826	SBOV2_27040.8, SBOV2_27040.4, SBOV2_27040.6, SBOV2_27040.10, SBOV2_27040.5, SBOV2_27040.3, SBOV2_27040.2, SBOV2_27040.1, SBOV2_27040.9, SBOV2_27040.11, SBOV2_27040.7	T265_11221, T265_15380
OG0002827	SBOV2_40320.1	T265_03736
OG0002828	SBOV2_39500.1, SBOV2_39490.1	T265_09896
OG0002829	SBOV2_60260.1	T265_06804
OG0002830	SBOV2_22970.1, SBOV2_22970.4, SBOV2_22970.2, SBOV2_22970.3	T265_15416
OG0002831	SBOV2_15240.1	T265_06375
OG0002832	SBOV2_80540.2, SBOV2_80540.1	T265_03399
OG0002834	SBOV2_3620.1, SBOV2_3620.2	T265_11271
OG0002835	SBOV2_90580.1	T265_04910
OG0002836	SBOV2_25110.2, SBOV2_25110.3, SBOV2_25110.1, SBOV2_25110.4	T265_03775
OG0002837	SBOV2_15250.1	T265_03657
OG0002838	SBOV2_13550.1, SBOV2_13550.2	T265_11730
OG0002839	SBOV2_70800.3, SBOV2_70800.1, SBOV2_70800.2, SBOV2_70800.4	T265_00320
OG0002840	SBOV2_90340.1	T265_13355
OG0002841	SBOV2_54780.1, SBOV2_54770.2, SBOV2_54770.3, SBOV2_54770.5, SBOV2_54770.4	T265_10889
OG0002842	SBOV2_71060.1	T265_12366, T265_08849, T265_15989
OG0002844	SBOV2_67110.1	T265_14223, T265_05563
OG0002845	SBOV2_10660.1	T265_13463
OG0002846	SBOV2_19220.1, SBOV2_19220.2	T265_16173
OG0002847	SBOV2_57340.1, SBOV2_57340.2	T265_00612
OG0002848	SBOV2_60810.1	T265_14189, T265_08788
OG0002849	SBOV2_13340.3, SBOV2_13340.1, SBOV2_13340.5, SBOV2_13340.2, SBOV2_13340.4	T265_06370
OG0002851	SBOV2_88490.1	T265_08012, T265_12159, T265_14456, T265_08013
OG0002852	SBOV2_13440.1, SBOV2_13440.6, SBOV2_13440.4, SBOV2_13440.5, SBOV2_13440.2, SBOV2_13440.3	T265_10322
OG0002853	SBOV2_72390.1, SBOV2_72390.2, SBOV2_72390.3	T265_09115
OG0002854	SBOV2_33110.1	T265_02955, T265_13136
OG0002855	SBOV2_16630.1, SBOV2_16630.2	T265_08034
OG0002856	SBOV2_52210.1	T265_06755
OG0002857	SBOV2_62690.1	T265_01821, T265_01444
OG0002858	SBOV2_9750.1, SBOV2_9750.2, SBOV2_9750.3	T265_01858
OG0002859	SBOV2_62360.1, SBOV2_62360.2, SBOV2_62360.3, SBOV2_62360.4, SBOV2_62360.5	T265_02034
OG0002860	SBOV2_76430.2, SBOV2_76430.1	T265_14764
OG0002861	SBOV2_87170.1	T265_08733, T265_14653
OG0002863	SBOV2_16850.1, SBOV2_16860.1	T265_16256, T265_04944
OG0002864	SBOV2_51780.1	T265_13279
OG0002865	SBOV2_10480.1	T265_01001
OG0002866	SBOV2_31900.1, SBOV2_31900.2	T265_05742, T265_08029, T265_14459, T265_14460
OG0002867	SBOV2_3820.2, SBOV2_3820.1, SBOV2_3820.4, SBOV2_3820.3	T265_14794
OG0002868	SBOV2_86290.1, SBOV2_86290.2	T265_04776, T265_04777
OG0002869	SBOV2_2090.1	T265_02470
OG0002870	SBOV2_46860.1, SBOV2_46860.2	T265_02369
OG0002871	SBOV2_44300.1	T265_05892
OG0002872	SBOV2_48940.1, SBOV2_48940.3, SBOV2_48940.2	T265_06839
