Orthogroup	schistosoma_bovis	schistosoma_curassoni
OG0003048	SBOV2_45020.1	SCUR1_45820.1
OG0003049	SBOV2_45010.2, SBOV2_45010.1	SCUR1_45810.1
OG0003050	SBOV2_77630.3, SBOV2_77630.1, SBOV2_77630.2	SCUR1_78000.1
OG0003051	SBOV2_23890.1	SCUR1_24420.1
OG0003052	SBOV2_64420.1	SCUR1_64680.1, SCUR1_64680.4, SCUR1_64680.2
OG0003052	SBOV2_64420.2, SBOV2_64420.3, SBOV2_64420.4	SCUR1_64680.3, SCUR1_64680.5, SCUR1_64680.6, SCUR1_64680.7
OG0003053	SBOV2_41030.2, SBOV2_41030.1, SBOV2_41030.3	SCUR1_26520.1, SCUR1_26520.2
OG0003054	SBOV2_8670.1	SCUR1_8730.1, SCUR1_8730.2
OG0003055	SBOV2_55700.1, SBOV2_55700.2, SBOV2_55700.3, SBOV2_55700.4	SCUR1_56450.4, SCUR1_56450.1, SCUR1_56450.2, SCUR1_56450.3, SCUR1_56450.5
OG0003056	SBOV2_8560.1, SBOV2_8560.2	SCUR1_8610.1
OG0003057	SBOV2_62890.1	SCUR1_63220.2, SCUR1_63220.5, SCUR1_63220.6
OG0003058	SBOV2_91020.1, SBOV2_91020.2, SBOV2_91020.3	SCUR1_90620.1
OG0003059	SBOV2_31680.1	SCUR1_36120.1, SCUR1_36120.2
OG0003060	SBOV2_53580.1	SCUR1_51920.1, SCUR1_51920.2
OG0003061	SBOV2_81160.1, SBOV2_81160.2, SBOV2_81160.3	SCUR1_80150.1, SCUR1_80150.2
OG0003062	SBOV2_88360.1, SBOV2_88360.2	SCUR1_88570.1, SCUR1_88570.5, SCUR1_88570.3, SCUR1_88570.4, SCUR1_88570.2
OG0003063	SBOV2_17230.1	SCUR1_17700.1
OG0003063	SBOV2_17230.1	SCUR1_17700.3
OG0003063	SBOV2_17230.1	SCUR1_17700.4
OG0003063	SBOV2_17230.1	SCUR1_17700.5
OG0003063	SBOV2_17230.3	SCUR1_17700.1
OG0003063	SBOV2_17230.3	SCUR1_17700.3
OG0003063	SBOV2_17230.3	SCUR1_17700.4
OG0003063	SBOV2_17230.3	SCUR1_17700.5
OG0003063	SBOV2_17230.2	SCUR1_17700.2
OG0003064	SBOV2_7640.1	SCUR1_7660.1
OG0003065	SBOV2_21230.1	SCUR1_21790.1, SCUR1_21790.2
OG0003066	SBOV2_93050.2, SBOV2_93050.1	SCUR1_92760.2
OG0003067	SBOV2_24340.2	SCUR1_24840.1
OG0003068	SBOV2_75830.1	SCUR1_76170.1, SCUR1_76170.2, SCUR1_76170.3
OG0003069	SBOV2_69810.5	SCUR1_69710.3
OG0003069	SBOV2_69810.3, SBOV2_69810.4	SCUR1_69710.2
OG0003069	SBOV2_69810.2, SBOV2_69810.1	SCUR1_69710.1
OG0003070	SBOV2_32440.1	SCUR1_35360.1
OG0003071	SBOV2_60310.5, SBOV2_60310.2, SBOV2_60310.3, SBOV2_60310.1, SBOV2_60310.4	SCUR1_60610.1
OG0003072	SBOV2_78560.1	SCUR1_78880.2, SCUR1_78880.1, SCUR1_78880.3
OG0003073	SBOV2_63520.1	SCUR1_63870.1
OG0003074	SBOV2_58310.1	SCUR1_58750.1
OG0003075	SBOV2_57020.1	SCUR1_97970.6, SCUR1_97970.3, SCUR1_97970.1, SCUR1_97970.2, SCUR1_97970.4, SCUR1_97970.5
OG0003076	SBOV2_56970.1	SCUR1_99690.1, SCUR1_99690.2, SCUR1_57590.1, SCUR1_99690.3
OG0003077	SBOV2_73740.1, SBOV2_73740.2	SCUR1_73910.1, SCUR1_73910.2, SCUR1_73910.3, SCUR1_73910.5, SCUR1_73910.4
OG0003078	SBOV2_60780.1	SCUR1_100720.1, SCUR1_61090.1
OG0003079	SBOV2_55680.1, SBOV2_55680.2, SBOV2_55680.3	SCUR1_56420.1, SCUR1_56420.2, SCUR1_56420.3, SCUR1_56420.4, SCUR1_56420.5
OG0003080	SBOV2_10760.1	SCUR1_10980.1, SCUR1_10980.2
OG0003081	SBOV2_14430.2, SBOV2_14430.5, SBOV2_14430.4, SBOV2_14430.1, SBOV2_14430.3	SCUR1_14790.1
OG0003082	SBOV2_49430.1, SBOV2_49430.4	SCUR1_50100.1, SCUR1_50100.2, SCUR1_50090.1, SCUR1_50100.4
OG0003082	SBOV2_49430.3, SBOV2_49430.2	SCUR1_50090.2, SCUR1_50100.3
OG0003083	SBOV2_78320.1, SBOV2_78320.2	SCUR1_78720.1
OG0003084	SBOV2_72040.1, SBOV2_72040.2, SBOV2_72040.6, SBOV2_72040.3, SBOV2_72040.4, SBOV2_72040.5	SCUR1_72050.1, SCUR1_72050.2, SCUR1_72050.4, SCUR1_72050.3
OG0003085	SBOV2_29040.2	SCUR1_38860.1
OG0003086	SBOV2_65510.1	SCUR1_65680.1
OG0003087	SBOV2_94940.1	SCUR1_94520.1
OG0003088	SBOV2_20030.4, SBOV2_20030.1, SBOV2_20030.3, SBOV2_20030.2	SCUR1_20620.4, SCUR1_20620.1, SCUR1_20620.3, SCUR1_20620.2
OG0003089	SBOV2_18090.2	SCUR1_18620.1, SCUR1_18620.6, SCUR1_18620.4, SCUR1_18620.2, SCUR1_18620.5
OG0003089	SBOV2_18090.1	SCUR1_18620.3
OG0003090	SBOV2_35730.1, SBOV2_35730.2	SCUR1_31930.1
OG0003091	SBOV2_91560.1	SCUR1_91740.1, SCUR1_97570.1, SCUR1_91730.1
OG0003092	SBOV2_82710.1	SCUR1_99160.1
OG0003092	SBOV2_82690.1, SBOV2_82680.1	SCUR1_99150.1
OG0003092	SBOV2_82730.1	SCUR1_82590.1
OG0003093	SBOV2_90190.1, SBOV2_90190.2, SBOV2_90190.4, SBOV2_90190.5, SBOV2_90190.3	SCUR1_89890.1
OG0003094	SBOV2_89500.1	SCUR1_87340.1, SCUR1_87340.2, SCUR1_87340.3
OG0003095	SBOV2_47500.1	SCUR1_48210.1, SCUR1_48210.2, SCUR1_48210.3, SCUR1_48210.4
OG0003096	SBOV2_74750.3, SBOV2_74750.8, SBOV2_74750.2, SBOV2_74750.4	SCUR1_75040.2, SCUR1_75040.3
OG0003097	SBOV2_65700.1, SBOV2_65700.2, SBOV2_65700.3	SCUR1_65810.1, SCUR1_65810.2
OG0003098	SBOV2_15400.1, SBOV2_15400.2	SCUR1_15830.1
OG0003099	SBOV2_42290.1, SBOV2_42290.2, SBOV2_42290.4, SBOV2_42290.3	SCUR1_43250.1, SCUR1_43250.2, SCUR1_43250.3
OG0003107	SBOV2_55510.1	SCUR1_56270.1, SCUR1_56270.2, SCUR1_56270.3, SCUR1_56270.4
OG0003108	SBOV2_41200.1, SBOV2_41200.2, SBOV2_41200.3, SBOV2_41200.4	SCUR1_26310.1, SCUR1_26310.2
OG0003109	SBOV2_14890.3, SBOV2_14890.1, SBOV2_14890.2	SCUR1_15320.1
OG0003110	SBOV2_13880.1	SCUR1_14240.1
OG0003111	SBOV2_71040.3	SCUR1_70960.1
OG0003112	SBOV2_67360.1	SCUR1_67340.1
OG0003114	SBOV2_86260.2, SBOV2_86260.3	SCUR1_95670.1
OG0003114	SBOV2_86260.1	SCUR1_85800.1
OG0003115	SBOV2_72960.1, SBOV2_72960.2	SCUR1_73030.1
OG0003116	SBOV2_87410.1, SBOV2_87410.2, SBOV2_87410.3, SBOV2_87410.4, SBOV2_87410.5, SBOV2_87410.6	SCUR1_87000.1, SCUR1_87000.2, SCUR1_87000.3
OG0003117	SBOV2_17960.1, SBOV2_17960.2, SBOV2_17960.3, SBOV2_17960.4	SCUR1_18510.1
OG0003118	SBOV2_27140.1	SCUR1_40850.1, SCUR1_40840.1
OG0003120	SBOV2_70040.1	SCUR1_69930.1
OG0003121	SBOV2_1620.1	SCUR1_1500.1
OG0003122	SBOV2_480.1, SBOV2_480.3, SBOV2_480.2	SCUR1_500.1
OG0003123	SBOV2_82670.1	SCUR1_82580.1
OG0003123	SBOV2_82760.1	SCUR1_82640.1
OG0003124	SBOV2_89760.1	SCUR1_89360.1, SCUR1_89360.2
OG0003125	SBOV2_73530.3	SCUR1_73670.2
OG0003125	SBOV2_73530.4	SCUR1_73670.4
OG0003125	SBOV2_73530.1	SCUR1_73670.1
OG0003126	SBOV2_18620.1	SCUR1_19190.1, SCUR1_19190.2
OG0003127	SBOV2_85480.1, SBOV2_85480.3, SBOV2_85480.2	SCUR1_85130.2, SCUR1_85130.3, SCUR1_85130.1
OG0003128	SBOV2_81480.1, SBOV2_81480.2	SCUR1_81460.1, SCUR1_81460.2
OG0003129	SBOV2_2940.1	SCUR1_2820.2, SCUR1_2820.1, SCUR1_2820.3
OG0003130	SBOV2_39650.1	SCUR1_28000.1, SCUR1_28000.2
OG0003131	SBOV2_71650.1	SCUR1_71600.1, SCUR1_71610.1, SCUR1_71620.1
OG0003132	SBOV2_23460.1	SCUR1_23860.1
OG0003132	SBOV2_23460.1	SCUR1_23860.2
OG0003133	SBOV2_58820.1, SBOV2_58820.2, SBOV2_58820.3	SCUR1_59160.1
OG0003134	SBOV2_82820.1	SCUR1_82690.1
OG0003135	SBOV2_31350.1, SBOV2_31350.2, SBOV2_31350.3	SCUR1_36460.4, SCUR1_36460.5, SCUR1_36460.6, SCUR1_36460.1, SCUR1_36460.7, SCUR1_36460.3
OG0003136	SBOV2_9950.1, SBOV2_9950.2	SCUR1_10140.1, SCUR1_10140.2, SCUR1_10140.3
OG0003137	SBOV2_80690.1, SBOV2_80690.2	SCUR1_80590.1, SCUR1_80590.2
OG0003138	SBOV2_87710.2, SBOV2_87710.1	SCUR1_89130.1, SCUR1_89140.1
OG0003139	SBOV2_48760.1, SBOV2_48760.2	SCUR1_49440.1
OG0003140	SBOV2_36590.1	SCUR1_30990.2, SCUR1_30990.1
OG0003141	SBOV2_61180.2	SCUR1_61490.1
OG0003141	SBOV2_61180.3, SBOV2_61180.4, SBOV2_61180.5	SCUR1_61490.2
OG0003142	SBOV2_75620.1	SCUR1_75960.1
OG0003143	SBOV2_74830.1, SBOV2_74830.2	SCUR1_75140.3, SCUR1_75140.5
OG0003144	SBOV2_28500.3, SBOV2_28500.1, SBOV2_28500.2	SCUR1_39460.1, SCUR1_39460.2, SCUR1_39460.3, SCUR1_39460.4
OG0003145	SBOV2_19340.3, SBOV2_19340.2	SCUR1_21250.1
OG0003146	SBOV2_64380.1	SCUR1_64640.1
OG0003147	SBOV2_48610.1	SCUR1_49270.2, SCUR1_49270.1
OG0003148	SBOV2_91990.1	SCUR1_91340.1
OG0003149	SBOV2_55460.1	SCUR1_56210.1
OG0003150	SBOV2_77890.2	SCUR1_78250.1
OG0003151	SBOV2_49310.1	SCUR1_49960.1, SCUR1_49960.2
OG0003152	SBOV2_30470.1	SCUR1_37380.1
OG0003154	SBOV2_31980.3	SCUR1_35860.3
OG0003154	SBOV2_31980.2	SCUR1_35860.2
OG0003154	SBOV2_31980.1	SCUR1_35860.1
OG0003155	SBOV2_70410.1	SCUR1_70320.1, SCUR1_70320.2
OG0003156	SBOV2_29530.1	SCUR1_38350.1
OG0003157	SBOV2_53150.1, SBOV2_53150.2, SBOV2_53150.3, SBOV2_53150.4	SCUR1_52390.1, SCUR1_52390.2
OG0003158	SBOV2_88960.1, SBOV2_88960.3, SBOV2_88960.2	SCUR1_87950.1, SCUR1_87950.2
OG0003159	SBOV2_55150.1	SCUR1_55960.3, SCUR1_55960.4, SCUR1_55960.1, SCUR1_55960.2
OG0003160	SBOV2_20110.1	SCUR1_20550.2, SCUR1_20550.1, SCUR1_20550.3
OG0003161	SBOV2_46470.1	SCUR1_47190.1
OG0003162	SBOV2_9400.1, SBOV2_9400.2	SCUR1_9490.1
OG0003163	SBOV2_1600.1, SBOV2_1600.2	SCUR1_1480.1
OG0003164	SBOV2_34310.1	SCUR1_33430.1
OG0003165	SBOV2_76660.1	SCUR1_77000.1
OG0003166	SBOV2_50860.1	SCUR1_54800.1
OG0003167	SBOV2_92630.1	SCUR1_97740.1, SCUR1_97740.2, SCUR1_97740.4, SCUR1_97740.3, SCUR1_97740.5, SCUR1_97740.6
OG0003168	SBOV2_63160.1	SCUR1_63500.1
OG0003169	SBOV2_15460.5	SCUR1_15880.1, SCUR1_68010.1
OG0003170	SBOV2_17560.1	SCUR1_18050.1
OG0003171	SBOV2_72360.1, SBOV2_72360.2	SCUR1_72360.1, SCUR1_72360.2
OG0003172	SBOV2_21580.1, SBOV2_21580.2	SCUR1_22110.1
OG0003173	SBOV2_35930.2, SBOV2_35930.1, SBOV2_35930.3	SCUR1_31720.1
OG0003174	SBOV2_74300.1	SCUR1_74530.1, SCUR1_74530.2
OG0003175	SBOV2_92820.1, SBOV2_92820.2, SBOV2_92820.3	SCUR1_92550.1, SCUR1_92550.2
OG0003176	SBOV2_69490.1, SBOV2_69490.2, SBOV2_69490.3	SCUR1_69340.1
OG0003177	SBOV2_25280.1, SBOV2_25280.2	SCUR1_25710.1, SCUR1_25710.4, SCUR1_25710.3, SCUR1_25710.2
OG0003178	SBOV2_34230.1	SCUR1_33510.1, SCUR1_33510.3, SCUR1_33510.2
OG0003179	SBOV2_74420.1	SCUR1_74680.1
OG0003180	SBOV2_4330.1	SCUR1_4290.3
OG0003181	SBOV2_31000.1	SCUR1_36830.1, SCUR1_36830.2, SCUR1_36830.4, SCUR1_36830.3
OG0003182	SBOV2_36390.1	SCUR1_31220.3
OG0003182	SBOV2_36390.2	SCUR1_31220.1, SCUR1_31220.2, SCUR1_31220.5
OG0003183	SBOV2_12950.2, SBOV2_12950.1, SBOV2_12950.3, SBOV2_12950.4, SBOV2_12950.5	SCUR1_13310.1, SCUR1_13320.1
OG0003184	SBOV2_39180.1	SCUR1_28500.1
OG0003185	SBOV2_71150.4, SBOV2_71150.5, SBOV2_71150.6, SBOV2_71150.3, SBOV2_71150.1, SBOV2_71150.2	SCUR1_71070.1
OG0003186	SBOV2_37830.1, SBOV2_37870.1	SCUR1_99420.1, SCUR1_99470.1, SCUR1_29750.1
OG0003187	SBOV2_73050.1	SCUR1_73140.4, SCUR1_73140.2, SCUR1_73140.1, SCUR1_73140.3
OG0003188	SBOV2_81180.1	SCUR1_80130.1
OG0003188	SBOV2_81180.1	SCUR1_80130.2
OG0003188	SBOV2_81180.1	SCUR1_80130.3
OG0003188	SBOV2_81180.6	SCUR1_80130.1
OG0003188	SBOV2_81180.6	SCUR1_80130.2
OG0003188	SBOV2_81180.6	SCUR1_80130.3
OG0003188	SBOV2_81180.7	SCUR1_80130.1
OG0003188	SBOV2_81180.7	SCUR1_80130.2
OG0003188	SBOV2_81180.7	SCUR1_80130.3
OG0003188	SBOV2_81180.8	SCUR1_80130.1
OG0003188	SBOV2_81180.8	SCUR1_80130.2
OG0003188	SBOV2_81180.8	SCUR1_80130.3
OG0003189	SBOV2_56420.1	SCUR1_57000.1
OG0003190	SBOV2_60060.1, SBOV2_60060.2	SCUR1_60340.1
OG0003191	SBOV2_46720.2, SBOV2_46720.1	SCUR1_47460.1
OG0003192	SBOV2_65970.1, SBOV2_65970.2	SCUR1_66050.1
OG0003193	SBOV2_30420.2, SBOV2_30420.1	SCUR1_37420.1
OG0003194	SBOV2_69110.1	SCUR1_68970.1
OG0003195	SBOV2_17590.1	SCUR1_18130.1
OG0003196	SBOV2_61670.2, SBOV2_61670.1	SCUR1_62000.1
OG0003197	SBOV2_94020.1	SCUR1_93690.1
OG0003198	SBOV2_54840.1	SCUR1_50720.1, SCUR1_50720.2
OG0003199	SBOV2_92480.1	SCUR1_92210.1
OG0003200	SBOV2_10270.1	SCUR1_10470.1
OG0003201	SBOV2_14200.1, SBOV2_14200.2, SBOV2_14200.3	SCUR1_14570.1
OG0003202	SBOV2_17990.1, SBOV2_17990.2, SBOV2_17990.3, SBOV2_17990.4	SCUR1_18520.1
OG0003203	SBOV2_90700.1	SCUR1_90350.1
OG0003204	SBOV2_19690.1, SBOV2_19680.2, SBOV2_19680.1	SCUR1_20930.4, SCUR1_20930.5, SCUR1_20930.3, SCUR1_20930.1, SCUR1_20930.2
OG0003205	SBOV2_31060.1	SCUR1_36770.2
OG0003205	SBOV2_31060.2	SCUR1_36770.2
OG0003205	SBOV2_31060.3	SCUR1_36770.2
OG0003205	SBOV2_31060.4	SCUR1_36770.1
OG0003206	SBOV2_17000.1	SCUR1_17490.1, SCUR1_17490.2, SCUR1_17490.3
OG0003207	SBOV2_7090.1, SBOV2_7090.2, SBOV2_7090.3, SBOV2_7090.4, SBOV2_7090.5	SCUR1_8250.1
OG0003208	SBOV2_67550.1	SCUR1_67510.2, SCUR1_67510.1, SCUR1_67510.6, SCUR1_67510.3, SCUR1_67510.4, SCUR1_67510.5
OG0003209	SBOV2_77970.1, SBOV2_77970.4, SBOV2_77970.2, SBOV2_77970.3	SCUR1_78370.1
OG0003210	SBOV2_12640.1, SBOV2_12640.2	SCUR1_12970.1, SCUR1_12970.2
OG0003211	SBOV2_74170.1	SCUR1_74410.1
OG0003212	SBOV2_5870.2, SBOV2_5870.1	SCUR1_5890.1
OG0003213	SBOV2_34390.1	SCUR1_33350.1
OG0003214	SBOV2_11600.1	SCUR1_11820.1, SCUR1_11820.4, SCUR1_11820.2, SCUR1_11820.5, SCUR1_11820.3
OG0003215	SBOV2_8780.1	SCUR1_8840.1
OG0003216	SBOV2_63780.1, SBOV2_63780.2	SCUR1_64110.1
OG0003217	SBOV2_60440.1, SBOV2_60440.2	SCUR1_60740.1
OG0003218	SBOV2_57510.3	SCUR1_58090.2
OG0003218	SBOV2_57510.2, SBOV2_57510.1	SCUR1_58090.1
OG0003221	SBOV2_28160.1, SBOV2_28160.3, SBOV2_28160.4	SCUR1_39830.1, SCUR1_39830.2, SCUR1_39830.3
OG0003222	SBOV2_19060.5	SCUR1_19610.2, SCUR1_19610.3
OG0003222	SBOV2_19060.2, SBOV2_19060.3, SBOV2_19060.4, SBOV2_19060.1	SCUR1_19610.1, SCUR1_19610.4, SCUR1_19610.5
OG0003223	SBOV2_89380.1	SCUR1_87480.1, SCUR1_87480.2
OG0003224	SBOV2_29450.2, SBOV2_29450.1	SCUR1_38450.1
OG0003225	SBOV2_87490.1	SCUR1_87080.3, SCUR1_87080.1, SCUR1_87080.2
OG0003226	SBOV2_96220.1, SBOV2_96220.2, SBOV2_96230.1	SCUR1_14210.1
OG0003227	SBOV2_61190.4, SBOV2_61190.8	SCUR1_61500.1
OG0003227	SBOV2_61190.1, SBOV2_61190.2, SBOV2_61190.3, SBOV2_61190.6, SBOV2_61190.7, SBOV2_61190.5	SCUR1_61500.2
OG0003228	SBOV2_86770.1	SCUR1_86150.1
OG0003228	SBOV2_86750.1	SCUR1_86170.1
OG0003229	SBOV2_75250.1	SCUR1_75590.3, SCUR1_75600.1
OG0003230	SBOV2_46320.1, SBOV2_46320.2	SCUR1_47070.1, SCUR1_47070.2, SCUR1_100950.1, SCUR1_100950.2, SCUR1_100950.3
OG0003231	SBOV2_17310.1, SBOV2_17310.5, SBOV2_17310.4, SBOV2_17310.6, SBOV2_17310.2, SBOV2_17310.3	SCUR1_17770.1
OG0003232	SBOV2_10670.2, SBOV2_10670.1	SCUR1_10900.2, SCUR1_10900.1
OG0003233	SBOV2_21450.1	SCUR1_21990.1, SCUR1_99220.1
OG0003234	SBOV2_60090.1, SBOV2_60090.3	SCUR1_60370.1
OG0003236	SBOV2_56800.1	SCUR1_57390.2, SCUR1_57390.1
OG0003237	SBOV2_24800.2	SCUR1_25260.1
OG0003238	SBOV2_65070.1, SBOV2_65070.2	SCUR1_65300.5
OG0003238	SBOV2_65070.3	SCUR1_65300.1
OG0003240	SBOV2_7330.1	SCUR1_7990.1
OG0003242	SBOV2_52600.1, SBOV2_52600.2	SCUR1_53010.1
OG0003243	SBOV2_8540.1, SBOV2_8540.2	SCUR1_8590.1
OG0003244	SBOV2_52180.1	SCUR1_53420.1
OG0003245	SBOV2_51640.1, SBOV2_51640.2, SBOV2_51640.3	SCUR1_54000.1
OG0003246	SBOV2_8590.1, SBOV2_8590.2	SCUR1_8640.1, SCUR1_8640.2
OG0003247	SBOV2_19970.2, SBOV2_19970.5, SBOV2_19970.1, SBOV2_19970.3, SBOV2_19970.4	SCUR1_20690.1
OG0003248	SBOV2_82380.1	SCUR1_82360.1
OG0003249	SBOV2_63470.2, SBOV2_63470.1	SCUR1_63820.1
OG0003250	SBOV2_69800.1, SBOV2_69800.2	SCUR1_69690.1
OG0003251	SBOV2_85640.1, SBOV2_85640.2	SCUR1_85320.1, SCUR1_85320.2
OG0003252	SBOV2_41490.1	SCUR1_42460.1
OG0003253	SBOV2_86220.1	SCUR1_85770.4, SCUR1_85770.2, SCUR1_85770.3, SCUR1_85770.5, SCUR1_85770.1
OG0003254	SBOV2_63790.1	SCUR1_64120.1
OG0003255	SBOV2_92500.1	SCUR1_92230.1
OG0003255	SBOV2_91950.1	SCUR1_91400.1
OG0003256	SBOV2_83030.1	SCUR1_82880.1
OG0003257	SBOV2_12510.1	SCUR1_12820.1
OG0003258	SBOV2_42610.3, SBOV2_42610.1, SBOV2_42610.2	SCUR1_95350.2, SCUR1_95350.1, SCUR1_95350.3
OG0003259	SBOV2_23270.1, SBOV2_23270.2	SCUR1_23700.1
OG0003260	SBOV2_83310.1, SBOV2_83310.2	SCUR1_83160.1, SCUR1_83160.3, SCUR1_83160.2
OG0003261	SBOV2_33050.1	SCUR1_34800.1
OG0003262	SBOV2_57490.1, SBOV2_96820.1	SCUR1_58030.1
OG0003263	SBOV2_4990.1	SCUR1_4990.1, SCUR1_4990.2
OG0003264	SBOV2_15090.1, SBOV2_15090.2	SCUR1_15510.1
OG0003266	SBOV2_70590.1	SCUR1_70490.1
OG0003267	SBOV2_19640.1, SBOV2_19640.2, SBOV2_19640.3	SCUR1_21000.1, SCUR1_98480.1
OG0003268	SBOV2_42710.1	SCUR1_43630.1
OG0003269	SBOV2_75490.1, SBOV2_75490.2	SCUR1_75810.1
OG0003270	SBOV2_62170.1	SCUR1_62490.1, SCUR1_62490.2, SCUR1_62490.3, SCUR1_62490.5, SCUR1_62490.4
OG0003271	SBOV2_11220.1	SCUR1_11450.1
OG0003271	SBOV2_11220.2, SBOV2_11220.3	SCUR1_11450.3
OG0003271	SBOV2_11220.4	SCUR1_11450.2
OG0003272	SBOV2_31180.1	SCUR1_36640.1
OG0003272	SBOV2_31170.1	SCUR1_36650.1
OG0003273	SBOV2_33850.2, SBOV2_33850.3, SBOV2_33850.1, SBOV2_33850.4	SCUR1_33880.1, SCUR1_33880.2
OG0003274	SBOV2_18330.1	SCUR1_18890.1
OG0003275	SBOV2_24090.4, SBOV2_24090.1, SBOV2_24090.2	SCUR1_24610.1
OG0003276	SBOV2_61250.1, SBOV2_61250.2	SCUR1_61560.1, SCUR1_61560.2
OG0003277	SBOV2_34100.3	SCUR1_33610.5
OG0003277	SBOV2_34100.1, SBOV2_34100.2	SCUR1_33610.4, SCUR1_33610.1, SCUR1_33610.2, SCUR1_33610.3
OG0003278	SBOV2_49950.1, SBOV2_49950.3, SBOV2_49950.2	SCUR1_55640.1
OG0003279	SBOV2_1840.1	SCUR1_1670.3
OG0003280	SBOV2_77020.1	SCUR1_77380.1
OG0003281	SBOV2_93420.1	SCUR1_93090.1
OG0003282	SBOV2_52740.1, SBOV2_52740.2, SBOV2_52740.3, SBOV2_52740.4	SCUR1_52840.1, SCUR1_52840.3, SCUR1_52840.2, SCUR1_52840.4
OG0003283	SBOV2_93660.1, SBOV2_93660.2, SBOV2_93660.4, SBOV2_93660.3	SCUR1_93310.1, SCUR1_93310.2
OG0003284	SBOV2_60030.1	SCUR1_60310.1
OG0003285	SBOV2_22470.1, SBOV2_22470.2, SBOV2_22470.3	SCUR1_100830.1, SCUR1_22920.1, SCUR1_100830.2, SCUR1_22920.2, SCUR1_100830.3, SCUR1_22920.3
OG0003286	SBOV2_66510.1, SBOV2_66510.3, SBOV2_66510.2	SCUR1_66550.1
OG0003287	SBOV2_9240.1	SCUR1_9340.1
OG0003288	SBOV2_67990.1	SCUR1_67800.3, SCUR1_67800.1, SCUR1_67800.2
OG0003289	SBOV2_12930.1	SCUR1_13290.1
OG0003290	SBOV2_10130.2	SCUR1_10330.1
OG0003290	SBOV2_10130.3	SCUR1_10330.4
OG0003290	SBOV2_10130.3	SCUR1_10330.6
OG0003291	SBOV2_16780.1, SBOV2_16780.2, SBOV2_16780.3	SCUR1_17270.1, SCUR1_17270.2, SCUR1_17270.3
OG0003292	SBOV2_84410.1	SCUR1_84160.1
OG0003293	SBOV2_40370.1, SBOV2_40370.2	SCUR1_27190.1, SCUR1_27190.2, SCUR1_27190.5, SCUR1_27190.6, SCUR1_27190.7, SCUR1_27190.3, SCUR1_27190.4
OG0003294	SBOV2_34080.1	SCUR1_33630.1, SCUR1_33630.5, SCUR1_33630.2, SCUR1_33630.3, SCUR1_33630.4, SCUR1_33630.6
OG0003295	SBOV2_25460.1	SCUR1_25900.1
OG0003295	SBOV2_25460.2	SCUR1_25900.1
OG0003295	SBOV2_25460.3	SCUR1_25900.1
OG0003295	SBOV2_25460.4	SCUR1_25900.1
OG0003295	SBOV2_25460.5	SCUR1_25900.1
OG0003296	SBOV2_51360.1, SBOV2_51360.2	SCUR1_54320.1
OG0003297	SBOV2_17180.1, SBOV2_17180.2, SBOV2_17180.3	SCUR1_17660.1
OG0003298	SBOV2_45520.1	SCUR1_46340.1
OG0003299	SBOV2_76180.1, SBOV2_76180.2	SCUR1_76550.1
OG0003300	SBOV2_13210.3, SBOV2_13210.1, SBOV2_13210.4, SBOV2_13210.2	SCUR1_13580.1
OG0003301	SBOV2_43110.1	SCUR1_44230.5, SCUR1_44230.6, SCUR1_44230.1, SCUR1_44230.2, SCUR1_44230.3, SCUR1_44230.4
OG0003302	SBOV2_7230.1	SCUR1_8120.1
OG0003303	SBOV2_51260.1, SBOV2_51260.2, SBOV2_51260.3	SCUR1_54400.1
OG0003304	SBOV2_6990.2, SBOV2_6990.3, SBOV2_6990.4	SCUR1_7030.1
OG0003305	SBOV2_73100.1	SCUR1_73190.1, SCUR1_73190.2, SCUR1_73200.1, SCUR1_73200.2, SCUR1_73210.1
OG0003306	SBOV2_55590.1, SBOV2_55590.3, SBOV2_55590.2	SCUR1_56340.1, SCUR1_56340.2
OG0003307	SBOV2_41400.1	SCUR1_26090.4, SCUR1_26090.5, SCUR1_26090.1, SCUR1_26090.3, SCUR1_26090.2
OG0003309	SBOV2_950.1, SBOV2_950.2, SBOV2_950.3, SBOV2_950.4, SBOV2_950.5	SCUR1_820.1, SCUR1_100800.1, SCUR1_22960.1
OG0003310	SBOV2_47690.1	SCUR1_48400.1
OG0003311	SBOV2_88350.1, SBOV2_88350.3, SBOV2_88350.4, SBOV2_88350.2	SCUR1_88580.5, SCUR1_88580.3, SCUR1_88580.4, SCUR1_88580.6, SCUR1_88580.1, SCUR1_88580.2
OG0003313	SBOV2_50950.1	SCUR1_54710.1, SCUR1_54710.2, SCUR1_54710.3, SCUR1_54710.4
OG0003314	SBOV2_40190.1, SBOV2_40190.2	SCUR1_27410.1, SCUR1_27410.2
OG0003315	SBOV2_35440.1	SCUR1_32270.1
OG0003315	SBOV2_35440.2	SCUR1_32270.1
OG0003319	SBOV2_27430.1	SCUR1_40520.1
OG0003320	SBOV2_55710.1, SBOV2_55710.2, SBOV2_55710.3, SBOV2_55710.4, SBOV2_55710.5	SCUR1_56460.1, SCUR1_56460.2, SCUR1_56460.3, SCUR1_56460.4, SCUR1_56460.5
OG0003321	SBOV2_37690.1	SCUR1_29860.1, SCUR1_29860.2, SCUR1_29860.3, SCUR1_29860.4
OG0003322	SBOV2_16300.1, SBOV2_16290.1	SCUR1_16810.1
OG0003323	SBOV2_22700.3, SBOV2_22700.4, SBOV2_22700.1, SBOV2_22700.2	SCUR1_23090.1
