Orthogroup	schistosoma_bovis	schistosoma_rodhaini
OG0002928	SBOV2_74070.1	SRDH2_76790.1, SRDH2_76790.8, SRDH2_76790.9, SRDH2_76790.5, SRDH2_76790.7, SRDH2_76790.6, SRDH2_76790.2, SRDH2_76790.3, SRDH2_76790.4
OG0002929	SBOV2_21990.1	SRDH2_21830.1
OG0002930	SBOV2_27290.1	SRDH2_40750.1
OG0002931	SBOV2_1970.1	SRDH2_1970.3, SRDH2_1970.4, SRDH2_1970.1, SRDH2_1970.2, SRDH2_1970.5
OG0002932	SBOV2_44180.1	SRDH2_45300.1
OG0002932	SBOV2_44170.1	SRDH2_45290.1, SRDH2_45290.2
OG0002933	SBOV2_27550.1	SRDH2_40460.1
OG0002934	SBOV2_92190.1	SRDH2_96550.2, SRDH2_96550.1
OG0002935	SBOV2_65380.1	SRDH2_66310.1, SRDH2_66310.2
OG0002936	SBOV2_46060.1	SRDH2_47470.1, SRDH2_47470.4, SRDH2_47470.3, SRDH2_47470.5, SRDH2_47470.2
OG0002937	SBOV2_28870.1	SRDH2_39030.1, SRDH2_39030.2, SRDH2_39030.3
OG0002938	SBOV2_78160.1	SRDH2_81090.1
OG0002939	SBOV2_12850.1	SRDH2_15100.1
OG0002940	SBOV2_47400.4, SBOV2_47400.3, SBOV2_47400.1, SBOV2_47400.2	SRDH2_48820.1, SRDH2_48820.2
OG0002941	SBOV2_50520.1	SRDH2_56070.1
OG0002941	SBOV2_50510.1	SRDH2_56080.1
OG0002942	SBOV2_77480.1	SRDH2_80350.1
OG0002942	SBOV2_77460.1	SRDH2_80340.1
OG0002943	SBOV2_77510.1, SBOV2_77510.2, SBOV2_77510.4, SBOV2_77510.3	SRDH2_80370.1
OG0002944	SBOV2_16960.1	SRDH2_17940.1, SRDH2_17940.2, SRDH2_17940.3, SRDH2_17940.6, SRDH2_17940.4, SRDH2_17940.5
OG0002945	SBOV2_76800.1, SBOV2_76800.2	SRDH2_79700.2, SRDH2_79700.5, SRDH2_79700.1, SRDH2_79700.3, SRDH2_79700.4, SRDH2_79700.6, SRDH2_79700.7
OG0002946	SBOV2_18150.1, SBOV2_18150.2, SBOV2_18150.3	SRDH2_19160.1, SRDH2_19160.2
OG0002947	SBOV2_88650.1, SBOV2_88660.1, SBOV2_88650.2, SBOV2_88650.3	SRDH2_93220.1
OG0002948	SBOV2_60130.1	SRDH2_62150.1
OG0002949	SBOV2_33560.2, SBOV2_33560.1, SBOV2_33560.3	SRDH2_36040.5, SRDH2_36040.6, SRDH2_36040.4, SRDH2_36040.3, SRDH2_36040.1, SRDH2_36040.2
OG0002950	SBOV2_69540.1	SRDH2_72300.1, SRDH2_72300.2, SRDH2_72300.3
OG0002951	SBOV2_29860.1, SBOV2_29860.2	SRDH2_37140.1, SRDH2_37140.2, SRDH2_37140.3, SRDH2_37140.4, SRDH2_37140.5
OG0002952	SBOV2_49770.1	SRDH2_51430.1, SRDH2_51440.1, SRDH2_51440.2
OG0002953	SBOV2_3330.1, SBOV2_3330.2, SBOV2_3330.3, SBOV2_3330.4	SRDH2_3370.1
OG0002954	SBOV2_59600.1	SRDH2_61620.1, SRDH2_61620.2
OG0002955	SBOV2_72900.2, SBOV2_72900.1	SRDH2_75570.1, SRDH2_75570.2, SRDH2_75570.3, SRDH2_75570.4
OG0002956	SBOV2_93790.1	SRDH2_98130.1
OG0002957	SBOV2_69640.1, SBOV2_69640.4, SBOV2_69640.3, SBOV2_69640.2	SRDH2_72190.1, SRDH2_72190.3, SRDH2_72190.2
OG0002958	SBOV2_66430.1, SBOV2_66430.2	SRDH2_69330.1, SRDH2_69330.2
OG0002959	SBOV2_86270.1, SBOV2_86270.2	SRDH2_90300.1, SRDH2_90300.2, SRDH2_90300.3
OG0002960	SBOV2_48070.3, SBOV2_48070.4, SBOV2_48070.1, SBOV2_48070.2	SRDH2_49430.1
OG0002961	SBOV2_18590.1	SRDH2_19590.1
OG0002962	SBOV2_66010.1	SRDH2_69790.1
OG0002963	SBOV2_13640.4, SBOV2_13640.1, SBOV2_13640.2, SBOV2_13640.3	SRDH2_101280.1, SRDH2_101280.2, SRDH2_13110.1, SRDH2_101840.1
OG0002964	SBOV2_24690.1, SBOV2_24690.2	SRDH2_25530.1
OG0002965	SBOV2_91460.1, SBOV2_91460.3, SBOV2_91460.2	SRDH2_95600.1
OG0002966	SBOV2_43270.1	SRDH2_44170.2, SRDH2_44170.3, SRDH2_44170.1, SRDH2_44170.4
OG0002967	SBOV2_60690.1	SRDH2_62670.1, SRDH2_62670.3, SRDH2_62670.2
OG0002968	SBOV2_18800.1, SBOV2_18800.2	SRDH2_19780.1, SRDH2_19790.1, SRDH2_19790.2, SRDH2_19790.3
OG0002969	SBOV2_52840.1	SRDH2_53300.1
OG0002970	SBOV2_9720.1	SRDH2_10250.5, SRDH2_10250.2, SRDH2_10250.4, SRDH2_10250.1, SRDH2_10250.3
OG0002971	SBOV2_62590.4, SBOV2_62590.2, SBOV2_62590.5, SBOV2_62590.3, SBOV2_62590.1	SRDH2_64550.3, SRDH2_64550.1, SRDH2_64550.2
OG0002972	SBOV2_61310.1, SBOV2_61310.3, SBOV2_61310.4, SBOV2_61310.2	SRDH2_63310.15, SRDH2_63310.16, SRDH2_63310.17
OG0002973	SBOV2_47890.1	SRDH2_49260.2, SRDH2_49260.3, SRDH2_49260.1
OG0002974	SBOV2_35130.3, SBOV2_35130.1, SBOV2_35130.2	SRDH2_38090.1, SRDH2_38090.2, SRDH2_38090.3
OG0002975	SBOV2_29440.1	SRDH2_32060.2, SRDH2_32060.3, SRDH2_32060.4, SRDH2_32060.1
OG0002976	SBOV2_63040.1, SBOV2_63040.2, SBOV2_63040.3, SBOV2_63040.4, SBOV2_63040.5, SBOV2_63040.6	SRDH2_65110.1, SRDH2_65110.2
OG0002977	SBOV2_7430.1, SBOV2_7430.2, SBOV2_7430.3, SBOV2_7430.4	SRDH2_8190.1, SRDH2_8190.2, SRDH2_8190.3, SRDH2_8190.4
OG0002979	SBOV2_21160.1, SBOV2_21160.2	SRDH2_23200.1, SRDH2_23190.5, SRDH2_23190.3, SRDH2_23190.4
OG0002980	SBOV2_38260.1	SRDH2_29730.1
OG0002981	SBOV2_74280.1	SRDH2_77050.3, SRDH2_77050.1, SRDH2_77050.2
OG0002982	SBOV2_51910.2, SBOV2_51910.3, SBOV2_51910.1	SRDH2_54650.2, SRDH2_54650.3, SRDH2_54650.1
OG0002983	SBOV2_24140.2, SBOV2_24140.1, SBOV2_24140.4, SBOV2_24140.3	SRDH2_25090.1, SRDH2_25090.2
OG0002984	SBOV2_12550.2, SBOV2_12550.3, SBOV2_12550.1, SBOV2_12550.4, SBOV2_12550.5	SRDH2_14710.1
OG0002985	SBOV2_2180.1	SRDH2_2200.1
OG0002986	SBOV2_9800.1	SRDH2_10370.4, SRDH2_10370.1, SRDH2_10370.3, SRDH2_10370.2, SRDH2_10370.5
OG0002988	SBOV2_91520.1	SRDH2_96360.1, SRDH2_96360.2
OG0002989	SBOV2_48770.1, SBOV2_48770.2	SRDH2_50180.1
OG0002990	SBOV2_80100.1	SRDH2_83140.1, SRDH2_83140.2, SRDH2_83140.3, SRDH2_83140.4, SRDH2_83140.5
OG0002991	SBOV2_35640.4, SBOV2_35640.3	SRDH2_36570.3, SRDH2_36570.4
OG0002991	SBOV2_35640.2, SBOV2_35640.1	SRDH2_36570.1
OG0002992	SBOV2_75000.6, SBOV2_75000.2, SBOV2_75000.5, SBOV2_75000.1, SBOV2_75000.3, SBOV2_75000.4	SRDH2_77760.4, SRDH2_77760.1, SRDH2_77760.3, SRDH2_77760.2
OG0002993	SBOV2_83180.1	SRDH2_86510.1, SRDH2_86510.2
OG0002994	SBOV2_18780.1	SRDH2_19760.6, SRDH2_19760.2, SRDH2_19760.1, SRDH2_19760.3, SRDH2_19760.4, SRDH2_19760.5
OG0002995	SBOV2_89130.1	SRDH2_93750.1
OG0002996	SBOV2_14590.1, SBOV2_14590.2	SRDH2_15440.1
OG0002997	SBOV2_33290.1	SRDH2_38340.1
OG0002998	SBOV2_43830.1	SRDH2_44830.3, SRDH2_44830.4, SRDH2_44830.2, SRDH2_44830.1
OG0002999	SBOV2_60000.1, SBOV2_60000.2, SBOV2_60000.3	SRDH2_62000.1
OG0003000	SBOV2_40510.4, SBOV2_40510.1, SBOV2_40510.5, SBOV2_40510.2, SBOV2_40510.3	SRDH2_27420.1
OG0003001	SBOV2_40590.1, SBOV2_40590.2	SRDH2_27370.1
OG0003002	SBOV2_19050.2, SBOV2_19050.3, SBOV2_19050.4, SBOV2_19050.1, SBOV2_19050.5	SRDH2_20040.1
OG0003003	SBOV2_92700.1	SRDH2_97080.1
OG0003004	SBOV2_74180.1, SBOV2_74180.2	SRDH2_76950.5, SRDH2_76950.1, SRDH2_76950.2, SRDH2_76950.3, SRDH2_76950.4
OG0003005	SBOV2_51610.1, SBOV2_51610.2	SRDH2_54910.2, SRDH2_54910.3, SRDH2_54910.1, SRDH2_54910.4
OG0003006	SBOV2_84160.2, SBOV2_84160.1	SRDH2_88090.1
OG0003007	SBOV2_60720.1, SBOV2_60720.2, SBOV2_60720.3	SRDH2_62700.2, SRDH2_62700.5, SRDH2_62700.1, SRDH2_62700.3, SRDH2_62700.4
OG0003008	SBOV2_35590.1	SRDH2_36530.1
OG0003009	SBOV2_6460.3, SBOV2_6460.1, SBOV2_6460.2	SRDH2_6590.1
OG0003010	SBOV2_70140.1	SRDH2_74910.1
OG0003011	SBOV2_37250.2, SBOV2_37250.1	SRDH2_30730.1, SRDH2_30730.2, SRDH2_30730.3, SRDH2_30730.4
OG0003012	SBOV2_61150.4, SBOV2_61150.1, SBOV2_61150.2, SBOV2_61150.3	SRDH2_63150.1, SRDH2_63150.2, SRDH2_63150.3
OG0003013	SBOV2_77310.1	SRDH2_80220.1, SRDH2_80220.6, SRDH2_80220.7, SRDH2_80220.2, SRDH2_80220.4, SRDH2_80220.5, SRDH2_80220.3
OG0003014	SBOV2_83420.1, SBOV2_83430.1, SBOV2_83430.4, SBOV2_83430.2, SBOV2_83430.3	SRDH2_86720.1
OG0003015	SBOV2_42630.1, SBOV2_42620.1	SRDH2_43650.1
OG0003016	SBOV2_74680.2, SBOV2_74680.1	SRDH2_77430.1
OG0003017	SBOV2_49650.1	SRDH2_51000.1, SRDH2_51000.2, SRDH2_51000.3, SRDH2_51000.4, SRDH2_51000.5
OG0003018	SBOV2_93570.1	SRDH2_97910.1
OG0003019	SBOV2_73710.1, SBOV2_73710.2	SRDH2_76410.1, SRDH2_76410.2
OG0003020	SBOV2_38820.1, SBOV2_38820.2	SRDH2_29170.1
OG0003021	SBOV2_83460.1	SRDH2_86750.1
OG0003022	SBOV2_24420.1, SBOV2_24420.2	SRDH2_25300.1, SRDH2_25300.2
OG0003023	SBOV2_83370.2, SBOV2_83370.1	SRDH2_86670.1, SRDH2_86670.2
OG0003024	SBOV2_76860.1, SBOV2_76860.2, SBOV2_76860.3	SRDH2_79760.1
OG0003025	SBOV2_30670.1	SRDH2_37930.1
OG0003026	SBOV2_34440.1	SRDH2_35130.1
OG0003027	SBOV2_16220.1	SRDH2_17160.1
OG0003028	SBOV2_9830.2, SBOV2_9830.1	SRDH2_10410.1, SRDH2_10400.1
OG0003029	SBOV2_81130.1	SRDH2_84170.1, SRDH2_84170.2, SRDH2_84170.3
OG0003030	SBOV2_19000.1, SBOV2_19000.2	SRDH2_19990.1
OG0003031	SBOV2_64060.1	SRDH2_68200.2, SRDH2_68200.1, SRDH2_68200.3
OG0003032	SBOV2_58480.1	SRDH2_60540.1
OG0003033	SBOV2_46210.5, SBOV2_46210.1, SBOV2_46210.2, SBOV2_46210.3, SBOV2_46210.4	SRDH2_47620.1
OG0003034	SBOV2_81560.1, SBOV2_81560.2	SRDH2_84650.4, SRDH2_84650.1, SRDH2_84650.2, SRDH2_84650.3
OG0003036	SBOV2_83560.1, SBOV2_83580.1, SBOV2_83600.1, SBOV2_83610.1, SBOV2_83570.1, SBOV2_83610.2	SRDH2_86840.1, SRDH2_86840.2
OG0003037	SBOV2_78580.2, SBOV2_78580.1	SRDH2_81440.6, SRDH2_81440.7, SRDH2_81440.1, SRDH2_81440.4, SRDH2_81440.3, SRDH2_81440.2, SRDH2_81440.8, SRDH2_81440.5
OG0003038	SBOV2_53400.1, SBOV2_53400.2, SBOV2_53400.3	SRDH2_53860.2, SRDH2_53860.3, SRDH2_53860.4, SRDH2_53860.1
OG0003039	SBOV2_45370.1	SRDH2_46930.1
OG0003040	SBOV2_37580.1	SRDH2_30460.1
OG0003041	SBOV2_34740.1	SRDH2_34860.1
OG0003042	SBOV2_26990.1	SRDH2_41090.3, SRDH2_41090.4, SRDH2_41090.5, SRDH2_41090.6, SRDH2_41090.1, SRDH2_41090.2, SRDH2_41090.7
OG0003043	SBOV2_47230.1	SRDH2_48640.2, SRDH2_48640.3, SRDH2_48640.1
OG0003044	SBOV2_7660.1	SRDH2_7940.1, SRDH2_7940.3, SRDH2_7940.4, SRDH2_7940.2
OG0003045	SBOV2_53910.1	SRDH2_52600.1
OG0003046	SBOV2_53900.1	SRDH2_52610.1, SRDH2_52610.2, SRDH2_52610.3, SRDH2_52610.7, SRDH2_52610.4, SRDH2_52610.5, SRDH2_52610.6
OG0003047	SBOV2_12680.1	SRDH2_14870.4, SRDH2_14870.1, SRDH2_14870.5, SRDH2_14870.2, SRDH2_14870.3
OG0003048	SBOV2_45020.1	SRDH2_46230.1, SRDH2_46370.1, SRDH2_46380.1, SRDH2_46360.1
OG0003049	SBOV2_45010.2, SBOV2_45010.1	SRDH2_46220.2, SRDH2_101810.1, SRDH2_46220.1, SRDH2_46310.1, SRDH2_46250.1, SRDH2_46400.1, SRDH2_46420.1
OG0003050	SBOV2_77630.3, SBOV2_77630.1, SBOV2_77630.2	SRDH2_80490.1, SRDH2_80490.2
OG0003051	SBOV2_23890.1	SRDH2_24810.1
OG0003052	SBOV2_64420.1, SBOV2_64420.2, SBOV2_64420.3, SBOV2_64420.4	SRDH2_67200.1
OG0003053	SBOV2_41030.2, SBOV2_41030.1, SBOV2_41030.3	SRDH2_26950.2, SRDH2_26950.1, SRDH2_26950.3
OG0003054	SBOV2_8670.1	SRDH2_9100.2, SRDH2_9100.1, SRDH2_9100.3
OG0003055	SBOV2_55700.1, SBOV2_55700.2, SBOV2_55700.3, SBOV2_55700.4	SRDH2_57860.2, SRDH2_57860.3, SRDH2_57860.4, SRDH2_57860.1
OG0003056	SBOV2_8560.1, SBOV2_8560.2	SRDH2_8980.2, SRDH2_8980.3, SRDH2_8980.4, SRDH2_8980.6, SRDH2_8980.1, SRDH2_8980.5
OG0003057	SBOV2_62890.1	SRDH2_64920.1
OG0003058	SBOV2_91020.1, SBOV2_91020.2, SBOV2_91020.3	SRDH2_94950.1, SRDH2_94950.3, SRDH2_94950.4, SRDH2_94950.2
OG0003059	SBOV2_31680.1	SRDH2_33550.1, SRDH2_33550.2, SRDH2_33550.3
OG0003060	SBOV2_53590.1, SBOV2_53580.1	SRDH2_54070.1, SRDH2_54070.2
OG0003061	SBOV2_81160.1, SBOV2_81160.2, SBOV2_81160.3	SRDH2_84210.1, SRDH2_84210.2
OG0003062	SBOV2_88360.1, SBOV2_88360.2	SRDH2_92910.1, SRDH2_92910.2
OG0003064	SBOV2_7640.1	SRDH2_7960.2, SRDH2_7960.1, SRDH2_7960.3
OG0003065	SBOV2_21230.1	SRDH2_22190.1
OG0003066	SBOV2_93050.2, SBOV2_93050.1	SRDH2_97400.2, SRDH2_97400.1
OG0003067	SBOV2_24340.2	SRDH2_25260.1
OG0003068	SBOV2_75830.1	SRDH2_78700.1
OG0003069	SBOV2_69810.5, SBOV2_69810.3, SBOV2_69810.4, SBOV2_69810.2, SBOV2_69810.1	SRDH2_71790.2, SRDH2_71790.4, SRDH2_71790.1, SRDH2_71790.3
OG0003070	SBOV2_32440.1	SRDH2_32810.3, SRDH2_32810.2, SRDH2_32810.1
OG0003071	SBOV2_60310.5, SBOV2_60310.2, SBOV2_60310.3, SBOV2_60310.1, SBOV2_60310.4	SRDH2_62330.2, SRDH2_62330.4, SRDH2_62330.1, SRDH2_62330.3, SRDH2_62330.5
OG0003072	SBOV2_78560.1	SRDH2_81460.1, SRDH2_81460.2
OG0003073	SBOV2_63520.1	SRDH2_65620.1
OG0003074	SBOV2_58310.1	SRDH2_60410.1
OG0003075	SBOV2_57020.1	SRDH2_58930.1, SRDH2_58930.2
OG0003076	SBOV2_56970.1	SRDH2_58990.1
OG0003077	SBOV2_73740.1, SBOV2_73740.2	SRDH2_76440.1
OG0003078	SBOV2_60780.1	SRDH2_62750.1
OG0003079	SBOV2_55680.1, SBOV2_55680.2, SBOV2_55680.3	SRDH2_57820.1
OG0003080	SBOV2_10760.1	SRDH2_11370.1, SRDH2_11370.2
OG0003081	SBOV2_14430.2, SBOV2_14430.5, SBOV2_14430.4, SBOV2_14430.1, SBOV2_14430.3	SRDH2_12450.1, SRDH2_12450.3, SRDH2_12450.4, SRDH2_12450.2
OG0003082	SBOV2_49430.1, SBOV2_49430.4, SBOV2_49430.3, SBOV2_49430.2	SRDH2_50860.1, SRDH2_50860.2, SRDH2_50860.3, SRDH2_50860.4
OG0003083	SBOV2_78320.1, SBOV2_78320.2	SRDH2_81230.1, SRDH2_81230.2
OG0003084	SBOV2_72040.1, SBOV2_72040.2, SBOV2_72040.6, SBOV2_72040.3, SBOV2_72040.4, SBOV2_72040.5	SRDH2_72840.1
OG0003085	SBOV2_29040.1, SBOV2_29040.2	SRDH2_38830.1, SRDH2_38830.2, SRDH2_38830.3
OG0003086	SBOV2_65510.1	SRDH2_66430.1
OG0003087	SBOV2_94940.1	SRDH2_99330.1, SRDH2_99330.2
OG0003088	SBOV2_20030.4, SBOV2_20030.1, SBOV2_20030.3, SBOV2_20030.2	SRDH2_21020.2, SRDH2_21020.1, SRDH2_21020.3
OG0003089	SBOV2_18090.2, SBOV2_18090.1	SRDH2_19110.1, SRDH2_19110.2
OG0003090	SBOV2_35730.1, SBOV2_35730.2	SRDH2_36640.1, SRDH2_36640.2
OG0003091	SBOV2_91560.1	SRDH2_96330.1, SRDH2_96330.2
OG0003092	SBOV2_82710.1, SBOV2_82690.1, SBOV2_82680.1, SBOV2_82730.1, SBOV2_82700.1, SBOV2_82740.1	SRDH2_85830.1, SRDH2_85830.2
OG0003093	SBOV2_90190.1, SBOV2_90190.2, SBOV2_90190.4, SBOV2_90190.5, SBOV2_90190.3	SRDH2_94000.1, SRDH2_94000.2, SRDH2_94000.3
OG0003094	SBOV2_89500.1	SRDH2_91460.1
OG0003094	SBOV2_87820.1	SRDH2_92390.1
OG0003095	SBOV2_47500.1	SRDH2_48900.1
OG0003096	SBOV2_74750.1, SBOV2_74750.6, SBOV2_74750.3, SBOV2_74750.8, SBOV2_74750.2, SBOV2_74750.4, SBOV2_74750.5, SBOV2_74750.7	SRDH2_77500.1, SRDH2_77500.2
OG0003097	SBOV2_65700.1, SBOV2_65700.2, SBOV2_65700.3	SRDH2_66610.3, SRDH2_66610.2, SRDH2_66610.4, SRDH2_66610.1, SRDH2_66610.5
OG0003098	SBOV2_15390.1	SRDH2_16280.1
OG0003098	SBOV2_15400.1, SBOV2_15400.2	SRDH2_16290.1
OG0003099	SBOV2_42290.1, SBOV2_42290.2, SBOV2_42290.4, SBOV2_42290.3	SRDH2_43390.1, SRDH2_43400.1
OG0003107	SBOV2_55510.1	SRDH2_57770.1, SRDH2_57770.2
OG0003108	SBOV2_41200.1, SBOV2_41200.2, SBOV2_41200.3, SBOV2_41200.4	SRDH2_26760.1, SRDH2_26760.3, SRDH2_26760.2, SRDH2_100310.1, SRDH2_26760.4
OG0003109	SBOV2_14890.3, SBOV2_14890.1, SBOV2_14890.2	SRDH2_15800.3, SRDH2_15800.1, SRDH2_15800.2
OG0003111	SBOV2_71040.2, SBOV2_71040.1, SBOV2_71040.3	SRDH2_73960.1
OG0003112	SBOV2_67360.1	SRDH2_68310.1
OG0003114	SBOV2_86260.2, SBOV2_86260.3, SBOV2_86260.1	SRDH2_90310.1, SRDH2_90310.2
OG0003115	SBOV2_72960.1, SBOV2_72960.2	SRDH2_75620.2, SRDH2_75620.1, SRDH2_75620.4, SRDH2_75620.3
OG0003116	SBOV2_87410.1, SBOV2_87410.2, SBOV2_87410.3, SBOV2_87410.4, SBOV2_87410.5, SBOV2_87410.6	SRDH2_91100.1
OG0003117	SBOV2_17960.1, SBOV2_17960.2, SBOV2_17960.3, SBOV2_17960.4	SRDH2_18980.1, SRDH2_18980.2
OG0003118	SBOV2_27140.1	SRDH2_40910.3, SRDH2_40910.1, SRDH2_40910.4, SRDH2_40910.5, SRDH2_40910.2
OG0003119	SBOV2_34580.1, SBOV2_34580.2, SBOV2_34580.3	SRDH2_34990.1
OG0003120	SBOV2_70040.1	SRDH2_74980.1
OG0003121	SBOV2_1620.1	SRDH2_1650.1
OG0003122	SBOV2_480.1, SBOV2_480.3, SBOV2_480.2	SRDH2_530.1, SRDH2_530.6, SRDH2_530.3, SRDH2_530.8, SRDH2_530.5, SRDH2_530.2, SRDH2_530.4, SRDH2_530.7
OG0003123	SBOV2_82670.1	SRDH2_85810.1
OG0003123	SBOV2_82760.1	SRDH2_85880.1
OG0003124	SBOV2_89760.1	SRDH2_92080.1
OG0003125	SBOV2_73530.3	SRDH2_76220.1
OG0003126	SBOV2_18620.1	SRDH2_19610.3, SRDH2_19610.1, SRDH2_19610.2
OG0003127	SBOV2_85480.1, SBOV2_85480.3, SBOV2_85480.2	SRDH2_88910.1
OG0003128	SBOV2_81480.1, SBOV2_81480.2	SRDH2_84560.1
OG0003129	SBOV2_2940.1	SRDH2_2990.4, SRDH2_2990.5, SRDH2_2990.1, SRDH2_2990.2, SRDH2_2990.3
OG0003130	SBOV2_39650.1	SRDH2_28330.1
OG0003131	SBOV2_71650.1	SRDH2_73310.1
OG0003133	SBOV2_58820.1, SBOV2_58820.2, SBOV2_58820.3	SRDH2_60880.2, SRDH2_60880.3, SRDH2_60880.1, SRDH2_60880.4
OG0003134	SBOV2_82820.1	SRDH2_85930.1
OG0003135	SBOV2_31350.1, SBOV2_31350.2, SBOV2_31350.3	SRDH2_33910.1, SRDH2_33910.2
OG0003136	SBOV2_9950.1, SBOV2_9950.2	SRDH2_10530.1
OG0003137	SBOV2_80690.1, SBOV2_80690.2	SRDH2_83690.1
OG0003138	SBOV2_87710.2, SBOV2_87710.1	SRDH2_92290.1, SRDH2_92290.2, SRDH2_92290.3
OG0003139	SBOV2_48760.1, SBOV2_48760.2	SRDH2_50160.1
OG0003140	SBOV2_36590.1	SRDH2_31370.2, SRDH2_31370.4, SRDH2_31370.5, SRDH2_31370.6, SRDH2_31370.1
OG0003141	SBOV2_61180.1	SRDH2_63170.2
OG0003141	SBOV2_61180.2, SBOV2_61180.3, SBOV2_61180.4, SBOV2_61180.5	SRDH2_63170.1
OG0003142	SBOV2_75620.1	SRDH2_78480.2, SRDH2_78480.3, SRDH2_78480.4, SRDH2_78480.5, SRDH2_78480.6, SRDH2_78480.1, SRDH2_78480.7
OG0003143	SBOV2_74830.1, SBOV2_74830.2	SRDH2_77580.1, SRDH2_77580.3, SRDH2_77580.4, SRDH2_77580.2
OG0003144	SBOV2_28500.3, SBOV2_28500.1, SBOV2_28500.2	SRDH2_39440.1, SRDH2_39440.2
OG0003145	SBOV2_19340.1, SBOV2_19340.3, SBOV2_19340.2	SRDH2_20320.1
OG0003146	SBOV2_64380.1	SRDH2_67160.1
OG0003147	SBOV2_48610.1	SRDH2_50010.1
OG0003148	SBOV2_91990.1	SRDH2_95960.1
OG0003149	SBOV2_55460.1	SRDH2_100550.6, SRDH2_100550.8, SRDH2_100550.9, SRDH2_57060.1, SRDH2_100500.1, SRDH2_100550.1, SRDH2_100550.2, SRDH2_100550.3, SRDH2_100550.4, SRDH2_100550.5, SRDH2_100550.7, SRDH2_57490.1
OG0003150	SBOV2_77890.1, SBOV2_77890.2	SRDH2_80760.1, SRDH2_80760.3, SRDH2_80760.4, SRDH2_80760.2, SRDH2_80770.1, SRDH2_80760.5, SRDH2_80760.6
OG0003151	SBOV2_49310.1	SRDH2_50740.1
OG0003152	SBOV2_30470.1	SRDH2_37750.1
OG0003154	SBOV2_31980.3, SBOV2_31980.2, SBOV2_31980.1	SRDH2_33250.1
OG0003155	SBOV2_70410.1	SRDH2_74640.6, SRDH2_74640.1, SRDH2_74640.10, SRDH2_74640.2, SRDH2_74640.3, SRDH2_74640.7, SRDH2_74640.4, SRDH2_74640.5, SRDH2_74640.8, SRDH2_74640.9
OG0003157	SBOV2_53150.1, SBOV2_53150.2, SBOV2_53150.3, SBOV2_53150.4	SRDH2_53610.1, SRDH2_53610.2
OG0003158	SBOV2_88960.1, SBOV2_88960.3, SBOV2_88960.2	SRDH2_93570.3, SRDH2_93570.4, SRDH2_93570.2, SRDH2_93570.1
OG0003159	SBOV2_55150.1	SRDH2_57370.1, SRDH2_57370.2
OG0003160	SBOV2_20110.1	SRDH2_21100.1
OG0003161	SBOV2_46470.1	SRDH2_47900.5, SRDH2_47900.2, SRDH2_47900.3, SRDH2_47900.1, SRDH2_47900.4
OG0003162	SBOV2_9400.1, SBOV2_9400.2	SRDH2_9880.1
OG0003163	SBOV2_1600.1, SBOV2_1600.2	SRDH2_1630.1
OG0003164	SBOV2_34310.1	SRDH2_35300.1, SRDH2_35300.2
OG0003165	SBOV2_76660.1	SRDH2_79530.1, SRDH2_79530.2
OG0003166	SBOV2_50860.1	SRDH2_55770.1
OG0003167	SBOV2_92630.1	SRDH2_97010.1, SRDH2_97010.2
OG0003168	SBOV2_63160.1	SRDH2_65230.1, SRDH2_65230.2
OG0003169	SBOV2_15460.2, SBOV2_15460.4, SBOV2_15460.1, SBOV2_15460.3, SBOV2_15460.5	SRDH2_16350.1
OG0003170	SBOV2_17560.1, SBOV2_17560.2	SRDH2_18570.1
OG0003171	SBOV2_72360.1, SBOV2_72360.2	SRDH2_72510.1, SRDH2_72510.2, SRDH2_72510.3, SRDH2_72510.4
OG0003172	SBOV2_21580.1, SBOV2_21580.2	SRDH2_22540.1
OG0003173	SBOV2_35930.2, SBOV2_35930.1, SBOV2_35930.3	SRDH2_36830.1, SRDH2_36830.2
OG0003174	SBOV2_74300.1	SRDH2_77070.1
OG0003175	SBOV2_92820.1, SBOV2_92820.2, SBOV2_92820.3	SRDH2_97160.1
OG0003176	SBOV2_69490.1, SBOV2_69490.2, SBOV2_69490.3	SRDH2_72350.1, SRDH2_72350.2
OG0003177	SBOV2_25280.1, SBOV2_25280.2	SRDH2_26170.1, SRDH2_26170.2
OG0003178	SBOV2_34230.1	SRDH2_35350.1
OG0003179	SBOV2_74420.1	SRDH2_77210.1
OG0003181	SBOV2_31000.1	SRDH2_34290.1, SRDH2_34290.2, SRDH2_34290.3, SRDH2_34290.5, SRDH2_34290.6, SRDH2_34290.4
OG0003182	SBOV2_36390.2	SRDH2_31570.2
OG0003183	SBOV2_12950.2, SBOV2_12950.1, SBOV2_12950.3, SBOV2_12950.4, SBOV2_12950.5	SRDH2_15200.1, SRDH2_15200.2
OG0003184	SBOV2_39180.1	SRDH2_28810.1
OG0003185	SBOV2_71150.4, SBOV2_71150.5, SBOV2_71150.6, SBOV2_71150.3, SBOV2_71150.1, SBOV2_71150.2	SRDH2_73840.1
OG0003186	SBOV2_37830.1, SBOV2_37870.1	SRDH2_30160.1
OG0003187	SBOV2_73050.1	SRDH2_75720.1
OG0003188	SBOV2_81180.4, SBOV2_81180.5, SBOV2_81180.1, SBOV2_81180.6, SBOV2_81180.7, SBOV2_81180.8, SBOV2_81180.2, SBOV2_81180.3	SRDH2_84230.1
