Orthogroup	opisthorchis_viverrini	schistosoma_bovis
OG0002539	T265_06929	SBOV2_41150.1
OG0002540	T265_02959	SBOV2_28730.1
OG0002541	T265_00045	SBOV2_50030.1
OG0002542	T265_05751	SBOV2_88770.1, SBOV2_88770.2, SBOV2_88770.3
OG0002543	T265_02977	SBOV2_38660.1
OG0002544	T265_03611	SBOV2_47010.2, SBOV2_47010.1
OG0002545	T265_13460	SBOV2_23150.1, SBOV2_23150.2, SBOV2_23150.3, SBOV2_23150.4
OG0002546	T265_08445	SBOV2_17630.1
OG0002547	T265_02728	SBOV2_94920.1, SBOV2_94920.4, SBOV2_94920.2, SBOV2_94920.3
OG0002548	T265_10907	SBOV2_92590.1
OG0002549	T265_09253	SBOV2_39780.1, SBOV2_39780.2, SBOV2_50130.1
OG0002551	T265_10827	SBOV2_36520.1, SBOV2_36520.2, SBOV2_36520.3
OG0002552	T265_06270	SBOV2_4310.1, SBOV2_4310.3, SBOV2_4310.4, SBOV2_4310.2
OG0002553	T265_12816	SBOV2_63900.2, SBOV2_63900.3, SBOV2_63900.1
OG0002554	T265_11518	SBOV2_58360.1
OG0002555	T265_12804	SBOV2_31720.1
OG0002556	T265_00868	SBOV2_19800.1, SBOV2_19800.2
OG0002557	T265_01526	SBOV2_41640.1, SBOV2_41640.2, SBOV2_41640.3
OG0002558	T265_11716	SBOV2_4030.1, SBOV2_4030.2, SBOV2_4030.3
OG0002559	T265_09716	SBOV2_23990.1, SBOV2_23990.2, SBOV2_23990.3, SBOV2_23990.4, SBOV2_23990.5, SBOV2_23990.6
OG0002560	T265_10495	SBOV2_89120.1
OG0002561	T265_08002	SBOV2_9280.2, SBOV2_9280.1, SBOV2_9280.4, SBOV2_9280.3, SBOV2_9280.5
OG0002562	T265_06419	SBOV2_8820.1, SBOV2_8820.2
OG0002563	T265_12573	SBOV2_61070.1, SBOV2_61070.2, SBOV2_18380.1, SBOV2_61070.3
OG0002564	T265_14413	SBOV2_76560.1
OG0002565	T265_10924	SBOV2_2410.1, SBOV2_2400.1
OG0002566	T265_01406	SBOV2_64620.3, SBOV2_64620.2, SBOV2_64620.1, SBOV2_64620.4, SBOV2_64620.5
OG0002567	T265_09820	SBOV2_32270.2, SBOV2_32270.4, SBOV2_32270.1, SBOV2_32270.3
OG0002568	T265_06148	SBOV2_63150.1
OG0002569	T265_09350	SBOV2_65330.1
OG0002570	T265_15976, T265_15295, T265_02970	SBOV2_35940.1
OG0002571	T265_09123	SBOV2_27540.1
OG0002572	T265_00523	SBOV2_58750.1
OG0002573	T265_05406	SBOV2_24520.1
OG0002574	T265_05451	SBOV2_74380.1, SBOV2_74380.5, SBOV2_74380.2, SBOV2_74380.3, SBOV2_74380.4
OG0002575	T265_14312	SBOV2_23640.1, SBOV2_23100.1, SBOV2_96480.1, SBOV2_23000.1, SBOV2_23010.1
OG0002576	T265_05790	SBOV2_77730.1
OG0002578	T265_03584	SBOV2_48680.1, SBOV2_48680.2
OG0002579	T265_12918	SBOV2_92780.1, SBOV2_92800.1
OG0002580	T265_00177	SBOV2_58900.1, SBOV2_58900.2, SBOV2_58900.3
OG0002581	T265_00663	SBOV2_60140.1
OG0002582	T265_04496	SBOV2_32660.1
OG0002583	T265_08898	SBOV2_86940.1
OG0002584	T265_13055	SBOV2_28670.3, SBOV2_28670.1, SBOV2_28670.4, SBOV2_28670.5, SBOV2_28670.6, SBOV2_28670.2
OG0002586	T265_09506, T265_03414	SBOV2_18500.2, SBOV2_18500.1
OG0002587	T265_06030	SBOV2_81990.2, SBOV2_81990.3, SBOV2_81990.1, SBOV2_81990.4
OG0002588	T265_08785	SBOV2_60790.2, SBOV2_60790.1
OG0002589	T265_04177	SBOV2_60570.1, SBOV2_60570.2, SBOV2_60570.3
OG0002590	T265_13106	SBOV2_75500.1
OG0002591	T265_11493	SBOV2_77540.4, SBOV2_77540.1, SBOV2_77540.3, SBOV2_77540.2
OG0002592	T265_14197	SBOV2_40080.1
OG0002593	T265_02360	SBOV2_78980.1, SBOV2_78980.2
OG0002594	T265_02363	SBOV2_78970.3, SBOV2_78970.2, SBOV2_78970.1
OG0002595	T265_02820	SBOV2_47810.1, SBOV2_47810.2
OG0002596	T265_05825	SBOV2_75180.1
OG0002597	T265_12817, T265_12684	SBOV2_12730.1
OG0002598	T265_11007	SBOV2_33360.1
OG0002599	T265_03901	SBOV2_66120.1
OG0002600	T265_10026	SBOV2_46840.1, SBOV2_46840.2
OG0002601	T265_03324	SBOV2_11780.1, SBOV2_11780.2, SBOV2_11780.3, SBOV2_11780.4, SBOV2_11780.5
OG0002602	T265_11163	SBOV2_20960.2, SBOV2_20960.4, SBOV2_20960.3, SBOV2_20960.1
OG0002603	T265_01188	SBOV2_62750.1, SBOV2_62750.6, SBOV2_62750.2, SBOV2_62750.3, SBOV2_62750.4, SBOV2_62750.5
OG0002604	T265_10922	SBOV2_2420.1, SBOV2_2420.2, SBOV2_2420.3
OG0002605	T265_09297	SBOV2_48790.1, SBOV2_48790.2
OG0002606	T265_15010	SBOV2_84320.1, SBOV2_84320.2
OG0002607	T265_15621	SBOV2_34220.1, SBOV2_34220.2
OG0002608	T265_03557	SBOV2_47630.1, SBOV2_47630.2
OG0002609	T265_06812	SBOV2_3890.1, SBOV2_95950.1
OG0002610	T265_04076, T265_15961	SBOV2_41700.2, SBOV2_41700.1, SBOV2_41700.3
OG0002611	T265_10160	SBOV2_16390.1
OG0002612	T265_14890	SBOV2_23710.1, SBOV2_23710.2
OG0002613	T265_08303, T265_07594	SBOV2_69400.1
OG0002614	T265_15097, T265_16170	SBOV2_220.1, SBOV2_220.2
OG0002615	T265_03587	SBOV2_82500.1, SBOV2_82500.2, SBOV2_82500.3
OG0002616	T265_04004	SBOV2_30390.1, SBOV2_30390.2
OG0002617	T265_04692	SBOV2_26860.1, SBOV2_26860.2
OG0002618	T265_06714, T265_16357	SBOV2_56840.2, SBOV2_56840.1
OG0002619	T265_10984	SBOV2_59630.1, SBOV2_59630.2, SBOV2_59630.3
OG0002620	T265_08636	SBOV2_37330.1, SBOV2_37330.2, SBOV2_37330.3, SBOV2_37330.4
OG0002621	T265_09809	SBOV2_8280.1, SBOV2_8280.2, SBOV2_8280.3
OG0002622	T265_11458	SBOV2_55880.1
OG0002623	T265_04416	SBOV2_11070.2, SBOV2_11070.1
OG0002624	T265_07686	SBOV2_16130.1
OG0002625	T265_06474	SBOV2_31610.1
OG0002626	T265_08212	SBOV2_57190.1
OG0002627	T265_03218	SBOV2_12800.1, SBOV2_12800.2, SBOV2_12800.3
OG0002628	T265_08624	SBOV2_26140.1, SBOV2_26140.2
OG0002629	T265_13471	SBOV2_90450.4, SBOV2_90450.1, SBOV2_90450.3, SBOV2_90450.2
OG0002630	T265_01008	SBOV2_8640.1
OG0002631	T265_05687	SBOV2_24630.1, SBOV2_24630.2
OG0002632	T265_06015	SBOV2_83950.1
OG0002633	T265_04018	SBOV2_27850.1, SBOV2_27850.2
OG0002634	T265_05042	SBOV2_24430.1, SBOV2_24430.2, SBOV2_24430.3, SBOV2_24430.4
OG0002635	T265_06947	SBOV2_22680.1, SBOV2_22670.1
OG0002636	T265_12437	SBOV2_79240.1, SBOV2_79240.3, SBOV2_79240.2
OG0002637	T265_14280, T265_14279	SBOV2_93280.2, SBOV2_93280.1, SBOV2_93280.3, SBOV2_93290.1
OG0002638	T265_01339	SBOV2_51450.1, SBOV2_51450.2
OG0002639	T265_06794	SBOV2_66620.2, SBOV2_66620.1
OG0002640	T265_08171	SBOV2_10360.2, SBOV2_10360.3, SBOV2_10360.1, SBOV2_10360.4, SBOV2_10360.5
OG0002641	T265_11303	SBOV2_52010.1, SBOV2_52010.2, SBOV2_52010.5, SBOV2_52010.7, SBOV2_52010.3, SBOV2_52010.4, SBOV2_52010.6, SBOV2_52010.8
OG0002642	T265_06912	SBOV2_1490.1
OG0002643	T265_10968	SBOV2_4270.1, SBOV2_4270.4, SBOV2_4270.2, SBOV2_4270.3
OG0002644	T265_14640	SBOV2_61480.1, SBOV2_61480.2, SBOV2_61480.3
OG0002646	T265_05691	SBOV2_40490.1, SBOV2_40490.2, SBOV2_40490.3
OG0002647	T265_03821	SBOV2_87360.1
OG0002648	T265_04212	SBOV2_6520.1
OG0002649	T265_05362	SBOV2_27460.1
OG0002650	T265_14961	SBOV2_8290.1, SBOV2_8290.2
OG0002651	T265_13532, T265_13531	SBOV2_10400.1, SBOV2_10400.2, SBOV2_10400.3, SBOV2_10400.4
OG0002652	T265_03490, T265_03489	SBOV2_44540.1, SBOV2_44540.2
OG0002653	T265_05349	SBOV2_88940.1, SBOV2_88940.2
OG0002654	T265_15265	SBOV2_80300.6, SBOV2_80300.5, SBOV2_80300.3, SBOV2_80300.4, SBOV2_80300.2, SBOV2_80300.1
OG0002655	T265_07489	SBOV2_56200.1
OG0002656	T265_13304	SBOV2_20120.1, SBOV2_20120.2, SBOV2_20120.3
OG0002657	T265_13545	SBOV2_15650.4, SBOV2_15650.5, SBOV2_15650.6, SBOV2_15650.3, SBOV2_15650.2, SBOV2_15650.1
OG0002658	T265_00747, T265_12627	SBOV2_38100.1
OG0002660	T265_00945	SBOV2_2610.1
OG0002661	T265_13706	SBOV2_63280.1
OG0002662	T265_14428	SBOV2_82800.1, SBOV2_82800.2
OG0002663	T265_10211	SBOV2_83400.1, SBOV2_83400.2, SBOV2_83400.3
OG0002664	T265_11068, T265_16106	SBOV2_95420.1, SBOV2_95420.2, SBOV2_95420.3, SBOV2_95420.4, SBOV2_95420.5, SBOV2_95420.6, SBOV2_95420.7
OG0002665	T265_06844, T265_16075	SBOV2_49620.1
OG0002666	T265_10120	SBOV2_35160.4, SBOV2_35160.1, SBOV2_35160.3, SBOV2_35160.2
OG0002667	T265_03243	SBOV2_39980.1
OG0002668	T265_01423	SBOV2_68750.1
OG0002669	T265_13389	SBOV2_89230.1, SBOV2_89220.1
OG0002670	T265_02796	SBOV2_38900.1, SBOV2_38900.3, SBOV2_38900.4, SBOV2_38900.2
OG0002671	T265_04847	SBOV2_92610.1, SBOV2_92610.2, SBOV2_92610.3
OG0002672	T265_00778	SBOV2_73070.1
OG0002673	T265_14755	SBOV2_73170.1, SBOV2_73170.2, SBOV2_73170.3
OG0002674	T265_02974, T265_09573	SBOV2_39800.4, SBOV2_39800.3, SBOV2_39800.1, SBOV2_39800.2
OG0002675	T265_01135	SBOV2_9630.1, SBOV2_9630.4, SBOV2_9630.2, SBOV2_9630.3
OG0002676	T265_08124	SBOV2_68110.2, SBOV2_68110.3, SBOV2_68110.4, SBOV2_68110.5, SBOV2_68110.6, SBOV2_68110.7, SBOV2_68110.8, SBOV2_68110.1
OG0002677	T265_11806	SBOV2_62030.3, SBOV2_62030.1, SBOV2_62030.2
OG0002678	T265_14495, T265_08174	SBOV2_7850.1
OG0002679	T265_14188	SBOV2_79650.1, SBOV2_79650.2
OG0002680	T265_01156	SBOV2_66840.2, SBOV2_66840.3, SBOV2_66830.1, SBOV2_66840.1
OG0002681	T265_11893, T265_11894	SBOV2_40220.1
OG0002682	T265_10217	SBOV2_20830.3, SBOV2_20830.4, SBOV2_20830.5, SBOV2_20830.6, SBOV2_20830.1, SBOV2_20830.2, SBOV2_20830.7
OG0002683	T265_13830	SBOV2_93430.1, SBOV2_93430.2, SBOV2_93430.3, SBOV2_93430.4
OG0002684	T265_05163	SBOV2_84830.1, SBOV2_84840.1, SBOV2_84960.1, SBOV2_84930.1, SBOV2_84910.1, SBOV2_84920.1, SBOV2_84940.1, SBOV2_84980.1, SBOV2_84950.1, SBOV2_84990.1, SBOV2_85000.1, SBOV2_82660.1, SBOV2_84970.1
OG0002685	T265_09546	SBOV2_15530.1
OG0002686	T265_13273	SBOV2_51730.3, SBOV2_51730.1, SBOV2_51730.2, SBOV2_51730.4
OG0002687	T265_04020, T265_04336	SBOV2_38330.1
OG0002688	T265_11653	SBOV2_25360.1, SBOV2_25360.2, SBOV2_25360.3
OG0002689	T265_04523	SBOV2_25170.1, SBOV2_25390.1
OG0002690	T265_09672	SBOV2_26970.1
OG0002691	T265_15871	SBOV2_82750.2, SBOV2_82750.1, SBOV2_82750.3
OG0002692	T265_11446	SBOV2_13000.1
OG0002693	T265_02440	SBOV2_47620.1, SBOV2_47590.1
OG0002694	T265_04234, T265_07936	SBOV2_92360.1
OG0002696	T265_08323	SBOV2_33680.3, SBOV2_33680.4, SBOV2_33680.5, SBOV2_33680.1, SBOV2_33680.2
OG0002697	T265_08181	SBOV2_10620.1, SBOV2_10620.2, SBOV2_10620.3
OG0002698	T265_12501	SBOV2_2490.1, SBOV2_2490.2, SBOV2_2490.3, SBOV2_2490.4
OG0002699	T265_03019	SBOV2_5310.1
OG0002700	T265_02734	SBOV2_95800.1, SBOV2_95800.2
OG0002701	T265_00287	SBOV2_50580.1, SBOV2_50530.1
OG0002709	T265_09385	SBOV2_7340.1
OG0002710	T265_02910, T265_02911	SBOV2_1230.1
OG0002711	T265_11288	SBOV2_87580.3, SBOV2_87580.4, SBOV2_87580.1, SBOV2_87580.2, SBOV2_87580.5
OG0002713	T265_05798	SBOV2_47120.1, SBOV2_47120.2, SBOV2_47120.3
OG0002714	T265_09095	SBOV2_76510.1, SBOV2_76510.2
OG0002715	T265_02021	SBOV2_60160.1, SBOV2_60160.2, SBOV2_60160.3, SBOV2_60160.4
OG0002716	T265_07182, T265_14219	SBOV2_67130.1, SBOV2_67130.4, SBOV2_67130.2, SBOV2_67130.3
OG0002717	T265_01862, T265_16344	SBOV2_88810.1
OG0002718	T265_08451, T265_10568	SBOV2_66230.1
OG0002719	T265_06423	SBOV2_5710.1, SBOV2_5710.2
OG0002720	T265_09225, T265_09226	SBOV2_5160.2, SBOV2_5160.1
OG0002721	T265_11661	SBOV2_94080.1, SBOV2_94080.3, SBOV2_94080.2
OG0002722	T265_08585	SBOV2_21650.1, SBOV2_21650.2
OG0002724	T265_12997	SBOV2_81100.2, SBOV2_81100.1, SBOV2_81100.3
OG0002725	T265_08421	SBOV2_4400.1, SBOV2_4400.2
OG0002726	T265_08999	SBOV2_36690.1
OG0002727	T265_00821	SBOV2_72930.1, SBOV2_72930.2, SBOV2_72930.3
OG0002728	T265_06495	SBOV2_8380.1, SBOV2_8380.2, SBOV2_8380.4, SBOV2_8380.3
OG0002729	T265_13191, T265_07546, T265_07956, T265_14318	SBOV2_15790.1
OG0002730	T265_02419, T265_16240	SBOV2_80020.1, SBOV2_80020.2, SBOV2_80020.3, SBOV2_80020.4
OG0002731	T265_01959, T265_13402	SBOV2_45610.3, SBOV2_45610.2, SBOV2_45610.1
OG0002732	T265_14352	SBOV2_66770.1, SBOV2_66770.2
OG0002733	T265_13194, T265_16356	SBOV2_23880.1
OG0002734	T265_13416	SBOV2_41480.1
OG0002735	T265_10699	SBOV2_36600.1
OG0002736	T265_03760	SBOV2_23780.4, SBOV2_23780.5, SBOV2_23780.6, SBOV2_23780.7, SBOV2_23780.8
OG0002737	T265_05897	SBOV2_31050.1, SBOV2_31050.4, SBOV2_31050.2, SBOV2_31050.3
OG0002739	T265_09407	SBOV2_12540.1, SBOV2_12540.2
OG0002740	T265_02573	SBOV2_28200.2, SBOV2_28200.3, SBOV2_28200.1
OG0002741	T265_10545, T265_11017	SBOV2_16970.1
OG0002742	T265_12515	SBOV2_70780.4, SBOV2_70780.1, SBOV2_70780.2, SBOV2_70780.3
OG0002743	T265_15636	SBOV2_25980.1
OG0002744	T265_06158	SBOV2_57330.1
OG0002745	T265_05355	SBOV2_91270.1
OG0002747	T265_11759	SBOV2_25270.1
OG0002748	T265_13947, T265_06098	SBOV2_32430.1
OG0002749	T265_06761	SBOV2_47040.4, SBOV2_47040.6, SBOV2_47040.2, SBOV2_47040.5, SBOV2_47040.3, SBOV2_47040.1
OG0002750	T265_13284, T265_16195	SBOV2_46440.1, SBOV2_46440.2
OG0002751	T265_00573	SBOV2_27890.1
OG0002752	T265_00423, T265_16111	SBOV2_69660.1
OG0002755	T265_09929	SBOV2_3900.1, SBOV2_3900.2, SBOV2_3900.3
OG0002756	T265_00650	SBOV2_57560.1
OG0002757	T265_00762	SBOV2_35800.3, SBOV2_35800.4, SBOV2_35800.1, SBOV2_35800.5, SBOV2_35800.6, SBOV2_35800.2
OG0002758	T265_00955	SBOV2_5370.1
OG0002759	T265_03239	SBOV2_39380.4, SBOV2_39380.1, SBOV2_39380.3, SBOV2_39380.2
OG0002760	T265_11036, T265_11034, T265_11035	SBOV2_96190.1, SBOV2_3590.1, SBOV2_3590.2, SBOV2_96170.1, SBOV2_96180.1
OG0002761	T265_03044	SBOV2_6260.1
OG0002762	T265_13549	SBOV2_94710.1, SBOV2_94720.1, SBOV2_94720.2, SBOV2_94700.1
OG0002763	T265_13464	SBOV2_77650.1, SBOV2_77650.2
OG0002764	T265_08194, T265_02184, T265_02185	SBOV2_36020.1, SBOV2_36020.2, SBOV2_36020.4, SBOV2_36020.3
OG0002765	T265_05839	SBOV2_68460.1
OG0002766	T265_00330	SBOV2_72230.1
OG0002767	T265_06760	SBOV2_48800.1, SBOV2_48800.2
OG0002768	T265_10258, T265_16169	SBOV2_2250.1
OG0002769	T265_01046	SBOV2_41340.2, SBOV2_41340.1, SBOV2_41340.3
OG0002771	T265_08021, T265_08022	SBOV2_33890.2, SBOV2_33890.3, SBOV2_33890.6, SBOV2_33890.4, SBOV2_33890.5, SBOV2_33890.1
OG0002774	T265_05258	SBOV2_2770.1, SBOV2_2780.1
OG0002776	T265_11356	SBOV2_73790.1, SBOV2_73790.2, SBOV2_73790.3, SBOV2_73790.4, SBOV2_73790.5, SBOV2_73790.6, SBOV2_73790.7
OG0002777	T265_05823	SBOV2_75190.2, SBOV2_75190.1
OG0002778	T265_09444	SBOV2_94550.1
OG0002779	T265_14542	SBOV2_34320.1
OG0002781	T265_07481	SBOV2_40990.1, SBOV2_40990.4, SBOV2_40990.5, SBOV2_40990.2, SBOV2_40990.3
OG0002782	T265_12327, T265_10961, T265_01932	SBOV2_77980.1, SBOV2_77980.2, SBOV2_77980.3
OG0002783	T265_00286	SBOV2_51410.1, SBOV2_51410.2, SBOV2_51410.3
OG0002784	T265_01050	SBOV2_41330.1, SBOV2_41330.2, SBOV2_41330.3
OG0002785	T265_13376	SBOV2_70620.1, SBOV2_70330.1
OG0002786	T265_13497	SBOV2_12970.1, SBOV2_96250.1
OG0002787	T265_03074	SBOV2_6920.1
OG0002788	T265_01005	SBOV2_10540.1, SBOV2_10540.2, SBOV2_10540.3
OG0002789	T265_08482	SBOV2_18250.1
OG0002790	T265_02675	SBOV2_75510.1, SBOV2_75510.2
OG0002791	T265_06735	SBOV2_96050.1, SBOV2_96050.4, SBOV2_96050.2, SBOV2_96050.3, SBOV2_96050.5, SBOV2_96050.6, SBOV2_2660.3, SBOV2_2660.1, SBOV2_2660.2
OG0002792	T265_06771	SBOV2_55090.1
OG0002793	T265_04394	SBOV2_11190.1, SBOV2_11190.2, SBOV2_11190.3
OG0002794	T265_15249, T265_15899	SBOV2_92690.1
OG0002795	T265_07477	SBOV2_41070.3, SBOV2_41070.1, SBOV2_41070.2
OG0002796	T265_13167	SBOV2_12290.1
OG0002797	T265_04341	SBOV2_31260.1, SBOV2_31260.2, SBOV2_31260.3, SBOV2_31260.4
OG0002798	T265_13131	SBOV2_73400.1
OG0002799	T265_07700, T265_14359, T265_14358	SBOV2_83360.1
OG0002800	T265_14735	SBOV2_78690.1, SBOV2_78690.2
OG0002802	T265_07569	SBOV2_89920.6, SBOV2_89920.7, SBOV2_89920.2, SBOV2_89920.3, SBOV2_89920.4, SBOV2_89920.5, SBOV2_89920.1
OG0002803	T265_03781	SBOV2_40790.2, SBOV2_40790.3, SBOV2_40790.1
OG0002804	T265_13660	SBOV2_28510.3, SBOV2_28510.1, SBOV2_28510.2
OG0002805	T265_12771	SBOV2_55390.1
OG0002806	T265_15954, T265_07440, T265_16235	SBOV2_70220.1, SBOV2_70220.2, SBOV2_70220.3
OG0002807	T265_06189	SBOV2_19950.1, SBOV2_19950.2
OG0002808	T265_04515	SBOV2_61610.1, SBOV2_61610.2
OG0002809	T265_12974	SBOV2_80870.1, SBOV2_80870.2
OG0002810	T265_06252	SBOV2_32880.1
OG0002811	T265_10010	SBOV2_21250.1
OG0002812	T265_04204, T265_13449	SBOV2_85060.1
OG0002814	T265_05382	SBOV2_23190.1
OG0002815	T265_10978	SBOV2_62990.3, SBOV2_62990.1, SBOV2_62990.2, SBOV2_63020.1
OG0002816	T265_08032	SBOV2_18990.2, SBOV2_18990.1, SBOV2_18990.3, SBOV2_18990.4, SBOV2_18990.5
OG0002817	T265_04006	SBOV2_30380.1
OG0002818	T265_08927, T265_01280	SBOV2_74470.1, SBOV2_74470.2, SBOV2_74470.3
OG0002819	T265_09770	SBOV2_68130.2, SBOV2_68130.1
OG0002820	T265_02159	SBOV2_73860.1, SBOV2_73860.2, SBOV2_73860.3
OG0002821	T265_03347	SBOV2_4320.1, SBOV2_4320.2
OG0002822	T265_07965	SBOV2_9600.3, SBOV2_9600.4, SBOV2_9600.1, SBOV2_9600.2
OG0002823	T265_05525	SBOV2_14650.1, SBOV2_14650.3, SBOV2_14650.2
OG0002824	T265_10376	SBOV2_1960.1
OG0002825	T265_07639	SBOV2_48110.2, SBOV2_48110.1
OG0002826	T265_11221, T265_15380	SBOV2_27040.8, SBOV2_27040.4, SBOV2_27040.6, SBOV2_27040.10, SBOV2_27040.5, SBOV2_27040.3, SBOV2_27040.2, SBOV2_27040.1, SBOV2_27040.9, SBOV2_27040.11, SBOV2_27040.7
OG0002827	T265_03736	SBOV2_40320.1
OG0002828	T265_09896	SBOV2_39500.1, SBOV2_39490.1
OG0002829	T265_06804	SBOV2_60260.1
OG0002830	T265_15416	SBOV2_22970.1, SBOV2_22970.4, SBOV2_22970.2, SBOV2_22970.3
OG0002831	T265_06375	SBOV2_15240.1
OG0002832	T265_03399	SBOV2_80540.2, SBOV2_80540.1
OG0002834	T265_11271	SBOV2_3620.1, SBOV2_3620.2
OG0002835	T265_04910	SBOV2_90580.1
OG0002836	T265_03775	SBOV2_25110.2, SBOV2_25110.3, SBOV2_25110.1, SBOV2_25110.4
OG0002837	T265_03657	SBOV2_15250.1
OG0002838	T265_11730	SBOV2_13550.1, SBOV2_13550.2
OG0002839	T265_00320	SBOV2_70800.3, SBOV2_70800.1, SBOV2_70800.2, SBOV2_70800.4
OG0002840	T265_13355	SBOV2_90340.1
OG0002841	T265_10889	SBOV2_54780.1, SBOV2_54770.2, SBOV2_54770.3, SBOV2_54770.5, SBOV2_54770.4
OG0002842	T265_12366, T265_08849, T265_15989	SBOV2_71060.1
OG0002844	T265_14223, T265_05563	SBOV2_67110.1
OG0002845	T265_13463	SBOV2_10660.1
OG0002846	T265_16173	SBOV2_19220.1, SBOV2_19220.2
OG0002847	T265_00612	SBOV2_57340.1, SBOV2_57340.2
OG0002848	T265_14189, T265_08788	SBOV2_60810.1
OG0002849	T265_06370	SBOV2_13340.3, SBOV2_13340.1, SBOV2_13340.5, SBOV2_13340.2, SBOV2_13340.4
OG0002851	T265_08012, T265_12159, T265_14456, T265_08013	SBOV2_88490.1
OG0002852	T265_10322	SBOV2_13440.1, SBOV2_13440.6, SBOV2_13440.4, SBOV2_13440.5, SBOV2_13440.2, SBOV2_13440.3
OG0002853	T265_09115	SBOV2_72390.1, SBOV2_72390.2, SBOV2_72390.3
OG0002854	T265_02955, T265_13136	SBOV2_33110.1
OG0002855	T265_08034	SBOV2_16630.1, SBOV2_16630.2
OG0002856	T265_06755	SBOV2_52210.1
OG0002857	T265_01821, T265_01444	SBOV2_62690.1
OG0002858	T265_01858	SBOV2_9750.1, SBOV2_9750.2, SBOV2_9750.3
OG0002859	T265_02034	SBOV2_62360.1, SBOV2_62360.2, SBOV2_62360.3, SBOV2_62360.4, SBOV2_62360.5
OG0002860	T265_14764	SBOV2_76430.2, SBOV2_76430.1
OG0002861	T265_08733, T265_14653	SBOV2_87170.1
OG0002863	T265_16256, T265_04944	SBOV2_16850.1, SBOV2_16860.1
OG0002864	T265_13279	SBOV2_51780.1
OG0002865	T265_01001	SBOV2_10480.1
OG0002866	T265_05742, T265_08029, T265_14459, T265_14460	SBOV2_31900.1, SBOV2_31900.2
OG0002867	T265_14794	SBOV2_3820.2, SBOV2_3820.1, SBOV2_3820.4, SBOV2_3820.3
OG0002868	T265_04776, T265_04777	SBOV2_86290.1, SBOV2_86290.2
OG0002869	T265_02470	SBOV2_2090.1
OG0002870	T265_02369	SBOV2_46860.1, SBOV2_46860.2
OG0002871	T265_05892	SBOV2_44300.1
OG0002872	T265_06839	SBOV2_48940.1, SBOV2_48940.3, SBOV2_48940.2
OG0002873	T265_05961	SBOV2_90870.1
OG0002874	T265_13044	SBOV2_28170.1, SBOV2_28170.2
OG0002875	T265_08601	SBOV2_54400.1
OG0002876	T265_09158	SBOV2_70270.2, SBOV2_70270.1, SBOV2_70270.3
OG0002877	T265_15585	SBOV2_60210.1
OG0002878	T265_09786	SBOV2_63360.1, SBOV2_63360.2, SBOV2_63360.3
OG0002880	T265_15974, T265_16333, T265_16372	SBOV2_21190.1
OG0002881	T265_03918	SBOV2_58740.1
OG0002882	T265_08367, T265_08365, T265_08366	SBOV2_17750.1, SBOV2_17760.1
OG0002883	T265_00123	SBOV2_54300.1, SBOV2_54300.2, SBOV2_54300.3
OG0002884	T265_01404	SBOV2_64600.3, SBOV2_64600.4, SBOV2_64600.1, SBOV2_64600.2
OG0002885	T265_03301, T265_03258	SBOV2_46120.1, SBOV2_46120.2
OG0002886	T265_00431	SBOV2_73540.1
OG0002889	T265_09957	SBOV2_81300.4, SBOV2_81300.3, SBOV2_81300.1, SBOV2_81310.1, SBOV2_81300.2, SBOV2_81300.5, SBOV2_81300.6
OG0002890	T265_15384	SBOV2_39900.1, SBOV2_39900.2, SBOV2_39900.3, SBOV2_39900.4, SBOV2_39900.5
OG0002892	T265_12956	SBOV2_75450.1, SBOV2_75440.1
OG0002893	T265_13538	SBOV2_8300.1, SBOV2_8300.2
OG0002902	T265_10089	SBOV2_28480.3, SBOV2_28480.2, SBOV2_28480.1
OG0002903	T265_01720, T265_16142, T265_15992	SBOV2_71110.1
OG0002904	T265_00938, T265_12671, T265_16281	SBOV2_21720.1
OG0002905	T265_13028, T265_02524	SBOV2_65980.3, SBOV2_65980.1, SBOV2_65980.4, SBOV2_65980.5, SBOV2_65980.2
OG0002906	T265_10987	SBOV2_38570.1
OG0002907	T265_00957	SBOV2_5390.1, SBOV2_5390.2, SBOV2_5390.3
OG0002908	T265_13687, T265_15239	SBOV2_68100.1, SBOV2_68100.2
OG0002910	T265_13256	SBOV2_18000.1
OG0002912	T265_12025, T265_15674	SBOV2_64340.3, SBOV2_64340.1, SBOV2_64340.2, SBOV2_64350.3, SBOV2_64350.1, SBOV2_64350.2
OG0002913	T265_08468, T265_12220	SBOV2_9900.1, SBOV2_9900.2
OG0002914	T265_10038	SBOV2_15990.1
OG0002915	T265_13119	SBOV2_76480.1
OG0002916	T265_02505	SBOV2_16910.1, SBOV2_16910.2
OG0002917	T265_10733	SBOV2_22490.1
OG0002918	T265_06975	SBOV2_80510.2, SBOV2_80510.3, SBOV2_80510.1
OG0002919	T265_07324	SBOV2_85220.1
OG0002921	T265_07949	SBOV2_94060.1, SBOV2_94060.2
OG0002922	T265_02668	SBOV2_75520.3, SBOV2_75520.2, SBOV2_75520.1
OG0002923	T265_12590	SBOV2_60390.1, SBOV2_60380.2, SBOV2_60380.3, SBOV2_60380.1
OG0002924	T265_09413	SBOV2_11650.1
OG0002925	T265_03081	SBOV2_12320.1, SBOV2_12320.3, SBOV2_12320.4, SBOV2_12320.5, SBOV2_12320.2
OG0002926	T265_01295	SBOV2_96370.1
