Orthogroup	opisthorchis_viverrini	schistosoma_curassoni
OG0002279	T265_04983	SCUR1_80470.1
OG0002280	T265_15222	SCUR1_58450.1
OG0002281	T265_04079	SCUR1_42110.1
OG0002282	T265_03187	SCUR1_9330.3, SCUR1_9330.2, SCUR1_9320.1, SCUR1_9330.1
OG0002283	T265_12455	SCUR1_51460.3, SCUR1_51460.1, SCUR1_51460.2
OG0002284	T265_01223	SCUR1_70080.1, SCUR1_70080.2, SCUR1_70080.3, SCUR1_70080.4, SCUR1_70080.5, SCUR1_70080.6
OG0002285	T265_13808	SCUR1_8350.1
OG0002286	T265_02503	SCUR1_66790.6, SCUR1_66790.1, SCUR1_66790.2, SCUR1_66790.3, SCUR1_66790.4, SCUR1_66790.5
OG0002287	T265_00542	SCUR1_62350.3, SCUR1_62350.2, SCUR1_62350.1
OG0002288	T265_03285	SCUR1_73450.2, SCUR1_73450.4, SCUR1_73450.1, SCUR1_73450.3
OG0002289	T265_02605	SCUR1_33210.3, SCUR1_33210.4, SCUR1_33210.5, SCUR1_33210.6, SCUR1_33210.1, SCUR1_33210.2
OG0002290	T265_14569	SCUR1_84360.3, SCUR1_84360.2, SCUR1_84360.1
OG0002291	T265_06153	SCUR1_66010.4, SCUR1_66010.3, SCUR1_66010.5, SCUR1_66010.2, SCUR1_66010.1
OG0002292	T265_02156	SCUR1_74000.1
OG0002293	T265_00593	SCUR1_59950.1
OG0002294	T265_14007	SCUR1_15010.1
OG0002295	T265_12527	SCUR1_53340.4, SCUR1_53340.3, SCUR1_53340.1, SCUR1_53340.2
OG0002297	T265_11479	SCUR1_29160.1, SCUR1_29160.2
OG0002298	T265_09933, T265_09932, T265_15001	SCUR1_2610.1, SCUR1_2610.2, SCUR1_2620.1, SCUR1_2620.2
OG0002299	T265_03230	SCUR1_27160.1, SCUR1_27160.2, SCUR1_27160.3
OG0002300	T265_05781	SCUR1_77430.1
OG0002301	T265_04317	SCUR1_88790.1, SCUR1_88780.1
OG0002302	T265_01158, T265_06295	SCUR1_16040.1
OG0002303	T265_07017	SCUR1_74020.3, SCUR1_74020.1, SCUR1_74020.2, SCUR1_74020.5, SCUR1_74020.4
OG0002304	T265_11843	SCUR1_67780.1
OG0002306	T265_13964	SCUR1_65430.1, SCUR1_65430.3, SCUR1_65430.4, SCUR1_65430.2, SCUR1_65430.5
OG0002307	T265_08826	SCUR1_73460.4, SCUR1_73460.6, SCUR1_73460.1, SCUR1_73460.3, SCUR1_73460.5, SCUR1_73460.2, SCUR1_73460.7
OG0002308	T265_03838	SCUR1_51050.1, SCUR1_51050.2, SCUR1_51050.3, SCUR1_51050.4, SCUR1_51050.6, SCUR1_51050.7, SCUR1_51050.5
OG0002309	T265_05078	SCUR1_42730.1
OG0002310	T265_00874	SCUR1_21830.1
OG0002311	T265_16283, T265_02474, T265_16279	SCUR1_4950.1, SCUR1_4950.2, SCUR1_4950.3, SCUR1_4950.4, SCUR1_4950.5, SCUR1_4950.6
OG0002313	T265_03368	SCUR1_40540.1
OG0002314	T265_13148	SCUR1_4140.1
OG0002315	T265_05552	SCUR1_8360.1
OG0002316	T265_12852	SCUR1_70280.1
OG0002318	T265_10729	SCUR1_22900.1, SCUR1_22900.2
OG0002319	T265_14042	SCUR1_18240.1
OG0002320	T265_12528	SCUR1_73120.1
OG0002321	T265_11407	SCUR1_16840.1, SCUR1_16840.2, SCUR1_16840.3, SCUR1_16840.4
OG0002322	T265_10218	SCUR1_20330.1, SCUR1_20330.2, SCUR1_20330.3
OG0002323	T265_12604	SCUR1_63060.1
OG0002324	T265_14423	SCUR1_12510.1
OG0002325	T265_10273	SCUR1_13860.3, SCUR1_13860.2, SCUR1_13860.1, SCUR1_13860.4
OG0002326	T265_14647	SCUR1_88120.1, SCUR1_88120.2
OG0002327	T265_01272	SCUR1_77460.1, SCUR1_77460.2
OG0002328	T265_01590	SCUR1_7410.1, SCUR1_7410.2, SCUR1_7410.3
OG0002329	T265_11177	SCUR1_1740.1
OG0002331	T265_10476, T265_15160	SCUR1_5590.1
OG0002332	T265_15273	SCUR1_12760.3, SCUR1_12760.4, SCUR1_12760.2, SCUR1_12760.1
OG0002333	T265_06756	SCUR1_53380.1, SCUR1_53380.2
OG0002334	T265_09684	SCUR1_8800.1, SCUR1_8800.2
OG0002335	T265_02278	SCUR1_16930.1, SCUR1_16930.3, SCUR1_16930.2
OG0002336	T265_02152	SCUR1_56720.3, SCUR1_56720.1, SCUR1_56720.2, SCUR1_56720.4, SCUR1_56720.5
OG0002337	T265_14716, T265_16237	SCUR1_94920.1, SCUR1_94920.3, SCUR1_94920.2, SCUR1_94920.4
OG0002338	T265_11508	SCUR1_9450.1
OG0002340	T265_06228, T265_06230	SCUR1_2640.1
OG0002341	T265_03885	SCUR1_87520.1, SCUR1_87530.1
OG0002342	T265_00239	SCUR1_3510.4, SCUR1_3510.1, SCUR1_3510.2, SCUR1_3510.8, SCUR1_3510.6, SCUR1_3510.7, SCUR1_3510.3, SCUR1_3510.5, SCUR1_3510.9
OG0002343	T265_03463	SCUR1_43980.3, SCUR1_43980.4, SCUR1_43980.5, SCUR1_43980.1, SCUR1_43980.2
OG0002344	T265_12913	SCUR1_60190.1, SCUR1_60190.3, SCUR1_60190.2
OG0002345	T265_04329, T265_10710	SCUR1_86250.1
OG0002346	T265_01087	SCUR1_25300.1, SCUR1_25300.2
OG0002347	T265_11024	SCUR1_20800.1
OG0002348	T265_08714	SCUR1_36290.1, SCUR1_36290.10, SCUR1_36290.2, SCUR1_36290.3, SCUR1_36290.4, SCUR1_36290.5, SCUR1_36290.6, SCUR1_36290.7, SCUR1_36290.8, SCUR1_36290.9, SCUR1_36290.11
OG0002349	T265_13440	SCUR1_87520.4, SCUR1_87520.5, SCUR1_87590.1, SCUR1_87520.6
OG0002350	T265_14858	SCUR1_36690.1, SCUR1_36690.3, SCUR1_36690.4, SCUR1_36690.2
OG0002351	T265_07519	SCUR1_50990.1, SCUR1_50990.3, SCUR1_50990.4, SCUR1_50990.2
OG0002352	T265_15955, T265_07372	SCUR1_87110.1, SCUR1_87110.2
OG0002354	T265_06916	SCUR1_8160.1
OG0002355	T265_01787	SCUR1_72700.1, SCUR1_72700.2, SCUR1_72700.3
OG0002358	T265_11150	SCUR1_17580.1
OG0002360	T265_15008	SCUR1_75690.3, SCUR1_75690.2, SCUR1_75690.1
OG0002361	T265_07690	SCUR1_83810.2, SCUR1_83810.1, SCUR1_83810.3, SCUR1_83810.4
OG0002362	T265_12727	SCUR1_64940.3, SCUR1_64940.4, SCUR1_64940.2, SCUR1_64940.1
OG0002370	T265_00457	SCUR1_48090.1, SCUR1_46560.1, SCUR1_46560.2
OG0002371	T265_15300	SCUR1_1630.5, SCUR1_1630.1, SCUR1_1630.2, SCUR1_1630.6, SCUR1_1630.3, SCUR1_1630.4, SCUR1_1630.7
OG0002372	T265_09285, T265_13946	SCUR1_63470.1
OG0002374	T265_14253	SCUR1_5620.1
OG0002375	T265_05233, T265_16343	SCUR1_94050.1, SCUR1_94050.2, SCUR1_94050.3
OG0002376	T265_07446	SCUR1_71650.1, SCUR1_71650.3, SCUR1_71650.2
OG0002377	T265_13979	SCUR1_98070.2, SCUR1_98070.1, SCUR1_99460.1, SCUR1_99430.1
OG0002378	T265_06234, T265_11236, T265_11235, T265_11237, T265_11238, T265_16021	SCUR1_40100.1, SCUR1_40100.2
OG0002379	T265_05894	SCUR1_42970.1
OG0002380	T265_14977	SCUR1_120.1, SCUR1_120.2
OG0002381	T265_02654, T265_16266	SCUR1_53690.1, SCUR1_53650.1
OG0002382	T265_07767	SCUR1_9820.1
OG0002383	T265_11452, T265_11454	SCUR1_52250.1
OG0002384	T265_11362	SCUR1_80120.1, SCUR1_80120.2, SCUR1_80120.3
OG0002385	T265_02561	SCUR1_28900.1, SCUR1_28900.2, SCUR1_28900.3, SCUR1_28900.4
OG0002387	T265_12419, T265_12421	SCUR1_76660.4, SCUR1_76660.5, SCUR1_76660.1, SCUR1_76660.6, SCUR1_76660.2, SCUR1_76660.3
OG0002388	T265_01616	SCUR1_10770.1
OG0002389	T265_03542	SCUR1_87250.1
OG0002390	T265_15031, T265_15032, T265_15030	SCUR1_16470.3, SCUR1_16470.4, SCUR1_16470.2, SCUR1_16470.1
OG0002391	T265_10597	SCUR1_18730.1
OG0002392	T265_02648	SCUR1_89590.1
OG0002393	T265_00616	SCUR1_59290.1, SCUR1_59290.3, SCUR1_59290.4, SCUR1_59290.2
OG0002394	T265_13140	SCUR1_31110.1, SCUR1_31110.3, SCUR1_31120.1, SCUR1_31110.2
OG0002395	T265_13647, T265_13649	SCUR1_82530.1, SCUR1_82530.2
OG0002396	T265_02873, T265_02874	SCUR1_32910.1
OG0002397	T265_09037	SCUR1_78260.1, SCUR1_78240.1, SCUR1_78240.2
OG0002398	T265_03017	SCUR1_5360.1
OG0002399	T265_09670, T265_09671	SCUR1_41010.1, SCUR1_41010.2
OG0002400	T265_00212	SCUR1_3010.3, SCUR1_3010.1, SCUR1_3010.2
OG0002401	T265_07408	SCUR1_94660.1, SCUR1_99260.1, SCUR1_99260.2
OG0002402	T265_10841	SCUR1_19690.1, SCUR1_19690.2, SCUR1_19690.3, SCUR1_19690.4, SCUR1_19680.1
OG0002404	T265_09776	SCUR1_61880.1
OG0002405	T265_10856, T265_04546	SCUR1_1710.2, SCUR1_1710.1
OG0002406	T265_13009	SCUR1_8470.1
OG0002407	T265_00260	SCUR1_8020.1
OG0002407	T265_00264	SCUR1_8010.1
OG0002408	T265_11905	SCUR1_72990.1, SCUR1_72990.3, SCUR1_72990.2
OG0002409	T265_01637	SCUR1_83590.3, SCUR1_83590.4, SCUR1_83590.6, SCUR1_83590.1, SCUR1_83590.5, SCUR1_83590.2
OG0002410	T265_08723, T265_16313	SCUR1_35610.1
OG0002411	T265_04303	SCUR1_87440.1, SCUR1_87440.2, SCUR1_87440.4, SCUR1_87440.3
OG0002412	T265_14970	SCUR1_29660.1, SCUR1_29660.2
OG0002413	T265_01806	SCUR1_85940.1
OG0002414	T265_02906	SCUR1_55380.1, SCUR1_55380.2, SCUR1_55380.6, SCUR1_55380.3, SCUR1_55380.4, SCUR1_55380.5
OG0002415	T265_03421	SCUR1_20600.1, SCUR1_20600.2
OG0002416	T265_15016	SCUR1_40960.1
OG0002417	T265_06209	SCUR1_16280.1
OG0002418	T265_00711	SCUR1_33050.2, SCUR1_33050.1, SCUR1_33050.3
OG0002419	T265_10336	SCUR1_28760.1
OG0002420	T265_00694	SCUR1_33260.1
OG0002421	T265_02187	SCUR1_71010.1
OG0002422	T265_00765	SCUR1_34970.1, SCUR1_34970.2, SCUR1_34970.3
OG0002423	T265_02196	SCUR1_69860.1
OG0002424	T265_00303	SCUR1_56080.1
OG0002425	T265_10775	SCUR1_34720.1
OG0002426	T265_05883, T265_16210	SCUR1_37070.6, SCUR1_37070.5, SCUR1_37070.1, SCUR1_37070.2, SCUR1_37070.3, SCUR1_37070.4
OG0002427	T265_03972, T265_15474	SCUR1_8460.1, SCUR1_8460.2
OG0002428	T265_13166	SCUR1_12640.1, SCUR1_12640.2
OG0002429	T265_06453, T265_10284	SCUR1_40140.1
OG0002430	T265_02210, T265_05440, T265_02212	SCUR1_73750.1, SCUR1_73750.2, SCUR1_73750.3
OG0002431	T265_01491, T265_03774	SCUR1_36790.3, SCUR1_36790.1, SCUR1_36790.4, SCUR1_36790.2
OG0002432	T265_08924	SCUR1_60590.1
OG0002434	T265_02981	SCUR1_35040.1, SCUR1_35040.4, SCUR1_35040.2, SCUR1_35040.5, SCUR1_35040.3, SCUR1_35040.8, SCUR1_35040.6, SCUR1_35040.7
OG0002435	T265_14326	SCUR1_28820.1, SCUR1_28820.2, SCUR1_28820.4, SCUR1_28820.3, SCUR1_28820.5, SCUR1_28820.6, SCUR1_28820.7, SCUR1_28820.8
OG0002436	T265_11614, T265_15156	SCUR1_22120.1, SCUR1_22130.1
OG0002437	T265_00359	SCUR1_52670.1
OG0002438	T265_06508	SCUR1_33530.1, SCUR1_33530.3, SCUR1_33530.2
OG0002439	T265_00836	SCUR1_52820.2, SCUR1_52820.3, SCUR1_52820.5, SCUR1_52820.1, SCUR1_52820.4
OG0002440	T265_12915	SCUR1_68330.1
OG0002441	T265_05931	SCUR1_49090.1
OG0002442	T265_13576	SCUR1_42740.1
OG0002443	T265_07141	SCUR1_45610.1, SCUR1_45610.2
OG0002444	T265_06713, T265_14104	SCUR1_97940.1, SCUR1_57460.3, SCUR1_57460.1, SCUR1_57460.2
OG0002445	T265_05838	SCUR1_68380.2, SCUR1_68380.1, SCUR1_68380.3, SCUR1_68380.4
OG0002446	T265_00532	SCUR1_62380.1
OG0002447	T265_08477	SCUR1_7360.1
OG0002448	T265_06603	SCUR1_32320.1
OG0002449	T265_08371	SCUR1_18270.1
OG0002450	T265_03931, T265_03930	SCUR1_64920.1, SCUR1_64920.2
OG0002451	T265_09840	SCUR1_76230.1, SCUR1_71030.1
OG0002452	T265_10465	SCUR1_7850.2, SCUR1_7850.1, SCUR1_7850.3
OG0002453	T265_00345	SCUR1_47230.1, SCUR1_47230.3, SCUR1_47230.2, SCUR1_47230.4
OG0002454	T265_05155	SCUR1_66700.1
OG0002455	T265_12601	SCUR1_65710.1, SCUR1_65710.2, SCUR1_65710.3
OG0002456	T265_11319	SCUR1_32890.1, SCUR1_32890.2
OG0002457	T265_01249, T265_07438	SCUR1_70110.2, SCUR1_70110.3, SCUR1_70110.5, SCUR1_70110.6, SCUR1_70110.1, SCUR1_70110.4
OG0002458	T265_12831	SCUR1_83610.1
OG0002459	T265_01502	SCUR1_38330.2, SCUR1_38330.1, SCUR1_38330.3
OG0002460	T265_09316	SCUR1_8200.1
OG0002461	T265_11504	SCUR1_9290.1
OG0002462	T265_03327	SCUR1_64040.2, SCUR1_64040.4, SCUR1_64040.5, SCUR1_64040.1, SCUR1_64040.3, SCUR1_64040.6
OG0002463	T265_04955	SCUR1_82570.1
OG0002465	T265_11610	SCUR1_82080.3, SCUR1_82080.4, SCUR1_82080.1, SCUR1_82080.2
OG0002466	T265_09526	SCUR1_92660.3, SCUR1_92660.1, SCUR1_92660.2
OG0002468	T265_01747	SCUR1_75250.1
OG0002469	T265_10043	SCUR1_4440.1, SCUR1_4440.2, SCUR1_4440.3
OG0002470	T265_13777	SCUR1_78580.2, SCUR1_78580.3, SCUR1_78580.1, SCUR1_78580.4
OG0002471	T265_13340	SCUR1_74200.2, SCUR1_74200.1, SCUR1_74200.3, SCUR1_74200.4
OG0002472	T265_02966	SCUR1_36960.1
OG0002473	T265_06276	SCUR1_9660.1
OG0002474	T265_10153	SCUR1_86740.1
OG0002475	T265_06954	SCUR1_18770.1
OG0002476	T265_11632, T265_14722	SCUR1_30890.1
OG0002477	T265_15221, T265_15220	SCUR1_75870.1, SCUR1_75870.2
OG0002478	T265_00370	SCUR1_51210.1, SCUR1_51210.2, SCUR1_51210.3
OG0002479	T265_10145	SCUR1_63270.1
OG0002480	T265_05583	SCUR1_27920.1
OG0002481	T265_06651	SCUR1_6030.1
OG0002482	T265_08130	SCUR1_61600.2, SCUR1_61600.1, SCUR1_61600.3
OG0002483	T265_11161	SCUR1_20920.4, SCUR1_20920.6, SCUR1_20920.3, SCUR1_20920.5, SCUR1_20920.1, SCUR1_20920.2
OG0002484	T265_04258	SCUR1_23670.1, SCUR1_23670.2, SCUR1_23670.3
OG0002486	T265_01077	SCUR1_23780.3, SCUR1_23780.1, SCUR1_23780.2
OG0002487	T265_01323	SCUR1_79360.2, SCUR1_79360.3, SCUR1_79360.6, SCUR1_79360.5, SCUR1_79360.4, SCUR1_79360.1, SCUR1_100090.1
OG0002488	T265_02854	SCUR1_54840.1, SCUR1_54840.2
OG0002489	T265_10400	SCUR1_27330.2, SCUR1_27330.1
OG0002490	T265_04784	SCUR1_73470.3, SCUR1_73470.1, SCUR1_73470.2, SCUR1_73470.4
OG0002492	T265_06763	SCUR1_74190.1, SCUR1_74190.2
OG0002493	T265_01136	SCUR1_63580.1
OG0002494	T265_13169	SCUR1_1530.1
OG0002495	T265_13492	SCUR1_14580.1, SCUR1_14580.2
OG0002497	T265_06996	SCUR1_45860.1, SCUR1_45860.2
OG0002498	T265_08380	SCUR1_800.1
OG0002499	T265_06840	SCUR1_49600.1
OG0002500	T265_13736	SCUR1_240.1
OG0002501	T265_07964	SCUR1_9620.1
OG0002502	T265_07288	SCUR1_55730.1, SCUR1_55770.1
OG0002504	T265_05690	SCUR1_23730.4, SCUR1_23730.5, SCUR1_23730.1, SCUR1_23730.2, SCUR1_23730.3
OG0002505	T265_04916	SCUR1_51530.1
OG0002506	T265_05367	SCUR1_34490.1
OG0002507	T265_06548	SCUR1_81930.1, SCUR1_81930.2, SCUR1_81930.3
OG0002508	T265_00657	SCUR1_63930.1
OG0002509	T265_11507	SCUR1_9160.1
OG0002511	T265_09184	SCUR1_71570.1
OG0002512	T265_01109, T265_01107	SCUR1_62780.3, SCUR1_62780.4, SCUR1_62790.2, SCUR1_62790.4, SCUR1_62780.1, SCUR1_62780.2, SCUR1_62790.1, SCUR1_62790.3
OG0002514	T265_13584	SCUR1_15980.1
OG0002517	T265_02578	SCUR1_73720.4, SCUR1_73720.1, SCUR1_73720.2, SCUR1_73720.3, SCUR1_73720.5, SCUR1_73720.6
OG0002518	T265_09714, T265_09890	SCUR1_42840.1
OG0002526	T265_06218	SCUR1_13560.1
OG0002527	T265_06354	SCUR1_41720.1, SCUR1_97100.1
OG0002528	T265_13832	SCUR1_93150.4, SCUR1_93150.5, SCUR1_93150.1, SCUR1_93150.2, SCUR1_93150.3, SCUR1_93150.6
OG0002529	T265_00314	SCUR1_55320.1
OG0002530	T265_05441	SCUR1_74070.1
OG0002531	T265_09261, T265_16107	SCUR1_27470.1, SCUR1_27470.2
OG0002532	T265_06112	SCUR1_70810.3, SCUR1_70810.4, SCUR1_70810.1, SCUR1_70810.2
OG0002533	T265_10106	SCUR1_65200.1, SCUR1_65210.1
OG0002534	T265_11289	SCUR1_96770.1
OG0002535	T265_04895	SCUR1_35600.1
OG0002536	T265_07878, T265_16109	SCUR1_13610.1
OG0002537	T265_11659	SCUR1_81790.1, SCUR1_81790.2
OG0002538	T265_12591, T265_13956	SCUR1_60670.1
OG0002539	T265_06929	SCUR1_26370.1
OG0002540	T265_02959	SCUR1_39190.1
OG0002541	T265_00045	SCUR1_55560.1
OG0002542	T265_05751	SCUR1_88150.1, SCUR1_88150.2, SCUR1_88150.3, SCUR1_88150.4
OG0002543	T265_02977	SCUR1_29030.1
OG0002544	T265_03611	SCUR1_47770.1, SCUR1_47770.2, SCUR1_47770.3
OG0002545	T265_13460	SCUR1_23560.4, SCUR1_23560.2, SCUR1_23560.3, SCUR1_23560.1
OG0002546	T265_08445	SCUR1_18170.1
OG0002547	T265_02728	SCUR1_94500.1
OG0002548	T265_10907	SCUR1_92300.1, SCUR1_92300.2, SCUR1_99720.1
OG0002549	T265_09253	SCUR1_27850.1, SCUR1_27850.2
OG0002551	T265_10827	SCUR1_31070.1
OG0002552	T265_06270	SCUR1_4260.2, SCUR1_4260.1, SCUR1_4260.3
OG0002553	T265_12816	SCUR1_64230.2, SCUR1_64230.3, SCUR1_64230.1
OG0002554	T265_11518	SCUR1_58800.3, SCUR1_58800.1, SCUR1_58800.2
OG0002555	T265_12804	SCUR1_36090.1
OG0002556	T265_00868	SCUR1_20860.1, SCUR1_20860.2
OG0002557	T265_01526	SCUR1_42590.1, SCUR1_42590.2
OG0002558	T265_11716	SCUR1_3940.1, SCUR1_3940.2
OG0002559	T265_09716	SCUR1_24520.1
OG0002560	T265_10495	SCUR1_87520.12, SCUR1_87780.1, SCUR1_87520.13, SCUR1_87520.14
OG0002561	T265_08002	SCUR1_9370.1
OG0002562	T265_06419	SCUR1_8870.1, SCUR1_8870.2, SCUR1_8870.3
OG0002563	T265_12573	SCUR1_61400.1, SCUR1_61390.1
OG0002564	T265_14413	SCUR1_76920.1
OG0002565	T265_10924	SCUR1_2240.1, SCUR1_2230.1
OG0002566	T265_01406	SCUR1_64830.1
OG0002567	T265_09820	SCUR1_35510.1
OG0002568	T265_06148	SCUR1_63490.1
OG0002569	T265_09350	SCUR1_65520.1
OG0002570	T265_15976, T265_15295, T265_02970	SCUR1_31710.1
OG0002571	T265_09123	SCUR1_40430.1
OG0002572	T265_00523	SCUR1_59090.1, SCUR1_59090.2
OG0002573	T265_05406	SCUR1_24990.1
OG0002574	T265_05451	SCUR1_74630.1
OG0002575	T265_14312	SCUR1_24130.1, SCUR1_23390.1, SCUR1_23470.1
OG0002576	T265_05790	SCUR1_78100.1
OG0002578	T265_03584	SCUR1_49330.1, SCUR1_49330.2, SCUR1_49330.3
OG0002579	T265_12918	SCUR1_92530.1, SCUR1_92510.1
OG0002580	T265_00177	SCUR1_59230.1
OG0002581	T265_00663	SCUR1_60420.1
OG0002582	T265_04496	SCUR1_35180.1, SCUR1_35180.3, SCUR1_35180.2
OG0002583	T265_08898	SCUR1_86540.5, SCUR1_86540.1, SCUR1_86540.7, SCUR1_86540.4, SCUR1_86540.3, SCUR1_86540.2, SCUR1_86540.6
OG0002584	T265_13055	SCUR1_39260.1
OG0002586	T265_09506, T265_03414	SCUR1_19060.1, SCUR1_19060.2
OG0002587	T265_06030	SCUR1_82000.1
OG0002588	T265_08785	SCUR1_100710.3, SCUR1_61100.2, SCUR1_100710.2, SCUR1_100710.4, SCUR1_61100.3, SCUR1_100710.1, SCUR1_61100.1
OG0002589	T265_04177	SCUR1_60920.1
OG0002590	T265_13106	SCUR1_75820.1
OG0002591	T265_11493	SCUR1_77900.1
OG0002592	T265_14197	SCUR1_27520.4, SCUR1_27520.5, SCUR1_27520.6, SCUR1_27520.7, SCUR1_27520.1, SCUR1_27520.3, SCUR1_27520.2
OG0002593	T265_02360	SCUR1_79300.1, SCUR1_79330.1, SCUR1_79310.1, SCUR1_79320.1
OG0002595	T265_02820	SCUR1_48500.1, SCUR1_48500.2
OG0002596	T265_05825	SCUR1_75520.3, SCUR1_75520.1, SCUR1_75520.2, SCUR1_75520.4, SCUR1_75520.5, SCUR1_75520.6, SCUR1_75520.7
OG0002597	T265_12817, T265_12684	SCUR1_13060.1, SCUR1_13060.4, SCUR1_13060.2, SCUR1_13060.3
OG0002598	T265_11007	SCUR1_34460.3, SCUR1_34460.4, SCUR1_34460.5, SCUR1_34460.1, SCUR1_34460.2
OG0002599	T265_03901	SCUR1_66200.1, SCUR1_66200.2
OG0002600	T265_10026	SCUR1_47590.3, SCUR1_47590.1, SCUR1_47590.2
OG0002601	T265_03324	SCUR1_12090.1
OG0002602	T265_11163	SCUR1_21740.1
OG0002603	T265_01188	SCUR1_63050.1
OG0002604	T265_10922	SCUR1_2260.3, SCUR1_2260.1, SCUR1_2260.2
OG0002605	T265_09297	SCUR1_49480.1
OG0002606	T265_15010	SCUR1_84080.1, SCUR1_84080.2, SCUR1_84080.3, SCUR1_84080.4
OG0002607	T265_15621	SCUR1_33520.1
OG0002608	T265_03557	SCUR1_48350.2, SCUR1_48350.1, SCUR1_48350.3, SCUR1_48350.4, SCUR1_48350.5, SCUR1_48350.6, SCUR1_48350.7, SCUR1_48350.8
OG0002609	T265_06812	SCUR1_3810.1, SCUR1_3810.2, SCUR1_3810.3, SCUR1_3810.4, SCUR1_3810.5
OG0002610	T265_04076, T265_15961	SCUR1_42670.1
OG0002611	T265_10160	SCUR1_16890.4, SCUR1_16890.1, SCUR1_16890.2, SCUR1_16890.3
OG0002612	T265_14890	SCUR1_24200.1
OG0002613	T265_08303, T265_07594	SCUR1_45530.1, SCUR1_69250.1, SCUR1_69250.2
OG0002614	T265_15097, T265_16170	SCUR1_97720.1
OG0002615	T265_03587	SCUR1_82450.5, SCUR1_82450.1, SCUR1_82450.4, SCUR1_82450.6, SCUR1_82450.2, SCUR1_82450.3
OG0002616	T265_04004	SCUR1_37450.4, SCUR1_37450.2, SCUR1_37450.1, SCUR1_37450.3, SCUR1_37450.5
OG0002617	T265_04692	SCUR1_41130.1
OG0002618	T265_06714, T265_16357	SCUR1_97930.1, SCUR1_57430.1
OG0002619	T265_10984	SCUR1_59920.1
OG0002620	T265_08636	SCUR1_30240.3, SCUR1_30240.5, SCUR1_30240.4, SCUR1_30240.2, SCUR1_30240.1
OG0002621	T265_09809	SCUR1_8300.1
OG0002622	T265_11458	SCUR1_56610.1
OG0002623	T265_04416	SCUR1_11280.1
OG0002624	T265_07686	SCUR1_16600.1
OG0002625	T265_06474	SCUR1_36200.1, SCUR1_36200.3, SCUR1_36200.2
OG0002626	T265_08212	SCUR1_57700.4, SCUR1_57700.5, SCUR1_57700.2, SCUR1_57700.1, SCUR1_57700.3
OG0002627	T265_03218	SCUR1_13090.12, SCUR1_13160.1
OG0002628	T265_08624	SCUR1_41890.3, SCUR1_41890.1, SCUR1_41890.2
OG0002629	T265_13471	SCUR1_90130.1
OG0002630	T265_01008	SCUR1_8700.1
OG0002631	T265_05687	SCUR1_25100.1, SCUR1_25100.2
OG0002632	T265_06015	SCUR1_83750.1
OG0002633	T265_04018	SCUR1_40120.1, SCUR1_40120.2
OG0002634	T265_05042	SCUR1_24920.1
OG0002635	T265_06947	SCUR1_23070.2, SCUR1_23070.3, SCUR1_23070.1
OG0002636	T265_12437	SCUR1_79550.1, SCUR1_79550.2, SCUR1_79550.3
OG0002637	T265_14280, T265_14279	SCUR1_92980.1
OG0002638	T265_01339	SCUR1_54220.1
OG0002639	T265_06794	SCUR1_66660.1, SCUR1_66660.2
OG0002640	T265_08171	SCUR1_10580.2, SCUR1_10580.4, SCUR1_10580.1, SCUR1_10580.5, SCUR1_10580.6, SCUR1_10580.3
OG0002641	T265_11303	SCUR1_53590.3, SCUR1_53590.1, SCUR1_53590.2
OG0002642	T265_06912	SCUR1_1370.3, SCUR1_1370.1, SCUR1_1370.2
OG0002644	T265_14640	SCUR1_61820.1, SCUR1_61820.2, SCUR1_61820.3, SCUR1_61820.4, SCUR1_61820.5
OG0002645	T265_00224	SCUR1_9860.2, SCUR1_9860.3, SCUR1_9860.1, SCUR1_9860.4
OG0002646	T265_05691	SCUR1_27060.4, SCUR1_27060.1, SCUR1_27060.2, SCUR1_27060.3
OG0002647	T265_03821	SCUR1_86940.1, SCUR1_86940.2, SCUR1_86940.3
OG0002648	T265_04212	SCUR1_6530.1
OG0002649	T265_05362	SCUR1_40500.1
OG0002650	T265_14961	SCUR1_8310.1
OG0002651	T265_13532, T265_13531	SCUR1_10610.1
OG0002652	T265_03490, T265_03489	SCUR1_45240.1
OG0002653	T265_05349	SCUR1_87970.1
OG0002654	T265_15265	SCUR1_80870.2, SCUR1_80870.1, SCUR1_80870.3
OG0002655	T265_07489	SCUR1_57090.1
OG0002656	T265_13304	SCUR1_20540.1, SCUR1_20540.2, SCUR1_20540.3, SCUR1_20540.4
OG0002657	T265_13545	SCUR1_16070.1, SCUR1_16070.2
OG0002658	T265_00747, T265_12627	SCUR1_29520.1, SCUR1_29520.2, SCUR1_29520.3
OG0002660	T265_00945	SCUR1_2430.3, SCUR1_2430.5, SCUR1_2430.11, SCUR1_2430.4, SCUR1_2430.8, SCUR1_2430.7, SCUR1_2430.10, SCUR1_2430.6, SCUR1_2430.1, SCUR1_2430.9, SCUR1_2430.2
OG0002661	T265_13706	SCUR1_63640.1, SCUR1_63640.4, SCUR1_63640.2, SCUR1_63640.3
OG0002662	T265_14428	SCUR1_82670.1, SCUR1_82670.2
OG0002663	T265_10211	SCUR1_83270.1, SCUR1_83270.2, SCUR1_83270.4, SCUR1_83270.3
OG0002664	T265_11068, T265_16106	SCUR1_94690.1, SCUR1_94690.2, SCUR1_94690.3
OG0002665	T265_06844, T265_16075	SCUR1_50300.1
