Orthogroup	schistosoma_turkestanicum	fasciola_gigantica
OG0003646	STRK1_47830.1	FGIG_03166
OG0003647	STRK1_4380.1	FGIG_03168
OG0003648	STRK1_9370.1	FGIG_03188
OG0003649	STRK1_28870.1	FGIG_03219
OG0003650	STRK1_2750.1	FGIG_03263
OG0003651	STRK1_54560.1, STRK1_54560.2	FGIG_03287
OG0003652	STRK1_47870.1, STRK1_47870.2	FGIG_03323, FGIG_10472
OG0003653	STRK1_38130.1	FGIG_03385
OG0003654	STRK1_63090.1	FGIG_03411
OG0003655	STRK1_29890.1	FGIG_03536
OG0003656	STRK1_68670.1	FGIG_03555
OG0003657	STRK1_16600.1	FGIG_03629
OG0003658	STRK1_70190.1, STRK1_109170.1	FGIG_03659
OG0003659	STRK1_73150.1, STRK1_73150.2	FGIG_03808, FGIG_03705, FGIG_10990
OG0003660	STRK1_69870.1	FGIG_03712
OG0003661	STRK1_46450.1	FGIG_03773
OG0003662	STRK1_100080.1, STRK1_101820.1	FGIG_03809
OG0003663	STRK1_67930.1	FGIG_03827
OG0003664	STRK1_54920.1, STRK1_54930.1	FGIG_04081
OG0003665	STRK1_70280.1	FGIG_04110
OG0003666	STRK1_55960.1	FGIG_04175
OG0003667	STRK1_14540.1	FGIG_04235
OG0003668	STRK1_51770.1, STRK1_51770.2	FGIG_04251
OG0003669	STRK1_48420.1	FGIG_05183, FGIG_04279
OG0003670	STRK1_59560.1, STRK1_59560.2	FGIG_04318
OG0003671	STRK1_73410.1	FGIG_04333
OG0003672	STRK1_94610.4, STRK1_94610.5, STRK1_94600.1, STRK1_94610.3, STRK1_94610.2, STRK1_94610.1, STRK1_108080.1, STRK1_108080.2, STRK1_108080.3	FGIG_04413
OG0003673	STRK1_88200.1	FGIG_04449
OG0003674	STRK1_27560.2, STRK1_27560.1	FGIG_04589, FGIG_04590
OG0003675	STRK1_58840.1	FGIG_04600
OG0003676	STRK1_102870.1, STRK1_90310.1, STRK1_90320.1, STRK1_101240.1	FGIG_04653, FGIG_04652
OG0003677	STRK1_77020.1, STRK1_77010.1, STRK1_101910.1	FGIG_04666
OG0003678	STRK1_32440.1	FGIG_04715, FGIG_04716, FGIG_04714
OG0003680	STRK1_33680.1	FGIG_04884
OG0003681	STRK1_84880.1	FGIG_04982
OG0003682	STRK1_72300.1	FGIG_04999
OG0003683	STRK1_8680.1	FGIG_05008
OG0003684	STRK1_30250.1	FGIG_05125
OG0003685	STRK1_32860.1	FGIG_05168
OG0003686	STRK1_87250.1	FGIG_05189, FGIG_05190, FGIG_05191
OG0003687	STRK1_63850.1	FGIG_05219
OG0003688	STRK1_79340.1, STRK1_79340.3, STRK1_79340.4, STRK1_79340.2	FGIG_05228
OG0003689	STRK1_57790.1, STRK1_110980.1, STRK1_110980.2, STRK1_110980.3, STRK1_110980.4, STRK1_110980.5	FGIG_05234
OG0003690	STRK1_54610.1	FGIG_09787, FGIG_05256
OG0003691	STRK1_90610.1	FGIG_05257
OG0003692	STRK1_32750.1, STRK1_32750.2	FGIG_05307
OG0003693	STRK1_47510.1	FGIG_05359
OG0003694	STRK1_22430.1	FGIG_05400
OG0003695	STRK1_61900.1, STRK1_61900.2	FGIG_05402
OG0003696	STRK1_67680.1	FGIG_05430
OG0003697	STRK1_920.1	FGIG_05465
OG0003698	STRK1_34120.1	FGIG_05470, FGIG_05471
OG0003699	STRK1_37100.1	FGIG_05504, FGIG_12553
OG0003700	STRK1_44310.1	FGIG_05526
OG0003701	STRK1_78410.1, STRK1_78410.2	FGIG_05891
OG0003702	STRK1_19740.1	FGIG_05910
OG0003703	STRK1_7650.1	FGIG_05933
OG0003704	STRK1_34710.1, STRK1_34710.2	FGIG_13994, FGIG_05964
OG0003705	STRK1_35370.1, STRK1_35370.2	FGIG_06163
OG0003706	STRK1_87070.1	FGIG_06271, FGIG_06272
OG0003707	STRK1_6560.1, STRK1_6550.1, STRK1_6550.5, STRK1_6550.2, STRK1_6550.3, STRK1_6550.4, STRK1_6550.6	FGIG_06450
OG0003708	STRK1_60640.1	FGIG_06479
OG0003709	STRK1_1470.1	FGIG_06505
OG0003710	STRK1_34760.1	FGIG_06612
OG0003711	STRK1_64940.1	FGIG_06613
OG0003712	STRK1_13400.1, STRK1_13400.2	FGIG_06656
OG0003713	STRK1_85100.1, STRK1_85100.2, STRK1_85100.3, STRK1_85100.4	FGIG_06713
OG0003714	STRK1_85400.1, STRK1_103110.1	FGIG_12067, FGIG_12236, FGIG_06747
OG0003715	STRK1_22520.1	FGIG_06756, FGIG_10384
OG0003716	STRK1_94870.1	FGIG_11776, FGIG_06886
OG0003717	STRK1_70720.1	FGIG_06980
OG0003718	STRK1_74760.1	FGIG_07002
OG0003719	STRK1_49190.1	FGIG_07036, FGIG_07037
OG0003720	STRK1_57880.1, STRK1_57880.2	FGIG_07079
OG0003721	STRK1_109420.1, STRK1_105140.1, STRK1_89280.1	FGIG_07108
OG0003722	STRK1_89250.1, STRK1_89260.1, STRK1_89270.1	FGIG_07109
OG0003723	STRK1_93640.1	FGIG_07238
OG0003724	STRK1_17660.1	FGIG_07419
OG0003725	STRK1_3280.1	FGIG_07513
OG0003726	STRK1_48050.1	FGIG_07524
OG0003727	STRK1_36890.1	FGIG_07563
OG0003728	STRK1_18380.4	FGIG_07579
OG0003729	STRK1_11940.1, STRK1_8550.1, STRK1_8550.2	FGIG_07608
OG0003730	STRK1_49450.1	FGIG_07635
OG0003731	STRK1_80580.1	FGIG_07729, FGIG_07730
OG0003732	STRK1_79830.1	FGIG_07745
OG0003733	STRK1_7030.1	FGIG_07762
OG0003734	STRK1_16520.1	FGIG_07828
OG0003735	STRK1_6780.1, STRK1_6780.2, STRK1_6790.1	FGIG_07925
OG0003736	STRK1_67420.1	FGIG_07989
OG0003737	STRK1_800.1	FGIG_08005
OG0003738	STRK1_40130.1	FGIG_08015
OG0003739	STRK1_49490.1, STRK1_49490.2, STRK1_49490.3, STRK1_49490.4	FGIG_08064
OG0003740	STRK1_25800.1, STRK1_10200.1, STRK1_10200.2, STRK1_103620.1, STRK1_103620.2	FGIG_08197
OG0003741	STRK1_47800.1	FGIG_08295
OG0003742	STRK1_96270.1, STRK1_56940.1	FGIG_08386, FGIG_08385
OG0003743	STRK1_63540.1	FGIG_08425
OG0003744	STRK1_32300.1	FGIG_08433
OG0003745	STRK1_29210.1	FGIG_08508
OG0003747	STRK1_23410.1	FGIG_08676
OG0003748	STRK1_16690.1	FGIG_08786
OG0003749	STRK1_20090.1	FGIG_08829
OG0003750	STRK1_77040.1, STRK1_77040.2, STRK1_77040.3	FGIG_08843
OG0003751	STRK1_96500.1, STRK1_97900.1, STRK1_82670.1	FGIG_08862
OG0003752	STRK1_35380.1, STRK1_35380.2	FGIG_08988
OG0003753	STRK1_19960.1	FGIG_09668, FGIG_09667, FGIG_09036
OG0003754	STRK1_79050.1	FGIG_09038
OG0003756	STRK1_88300.1, STRK1_88300.2	FGIG_09217
OG0003757	STRK1_39570.1, STRK1_39580.1	FGIG_09254
OG0003758	STRK1_34110.1	FGIG_09269
OG0003759	STRK1_66310.1	FGIG_09414
OG0003760	STRK1_104700.1, STRK1_105680.1, STRK1_41690.1	FGIG_09472
OG0003761	STRK1_49410.1	FGIG_09526
OG0003762	STRK1_87640.1	FGIG_09568
OG0003763	STRK1_104480.1	FGIG_09747, FGIG_09748
OG0003764	STRK1_107520.1, STRK1_41260.1	FGIG_09791
OG0003765	STRK1_5660.1	FGIG_09850
OG0003766	STRK1_44660.1	FGIG_09880
OG0003767	STRK1_58180.1	FGIG_09908
OG0003768	STRK1_1230.1	FGIG_10005
OG0003769	STRK1_104420.1	FGIG_10096
OG0003770	STRK1_68360.1, STRK1_68360.2	FGIG_10119
OG0003771	STRK1_5960.1	FGIG_10154
OG0003772	STRK1_51120.1	FGIG_10200
OG0003773	STRK1_87830.1, STRK1_87830.2, STRK1_87830.3	FGIG_10332
OG0003774	STRK1_70060.1	FGIG_10366
OG0003775	STRK1_68780.1	FGIG_10369
OG0003776	STRK1_7460.1	FGIG_10526
OG0003777	STRK1_52820.1, STRK1_52830.1, STRK1_55750.1, STRK1_55750.2	FGIG_10553
OG0003778	STRK1_93630.1	FGIG_12691, FGIG_10658
OG0003779	STRK1_11580.1	FGIG_10699
OG0003780	STRK1_63120.1, STRK1_63120.2, STRK1_63120.3	FGIG_10805
OG0003781	STRK1_106370.1, STRK1_106380.1	FGIG_10878
OG0003782	STRK1_48580.1	FGIG_10921
OG0003783	STRK1_43780.3, STRK1_43780.2, STRK1_43780.1, STRK1_43780.4	FGIG_11054, FGIG_10954
OG0003784	STRK1_44340.1	FGIG_10994
OG0003785	STRK1_109090.1, STRK1_109100.1, STRK1_42370.1	FGIG_11010
OG0003786	STRK1_63820.1	FGIG_11016
OG0003787	STRK1_19480.1	FGIG_11020
OG0003788	STRK1_69310.1	FGIG_11181
OG0003789	STRK1_12940.1, STRK1_12940.2	FGIG_11186
OG0003790	STRK1_30190.1, STRK1_30190.3, STRK1_30190.4, STRK1_30190.2	FGIG_11213
OG0003791	STRK1_105820.1, STRK1_95820.1, STRK1_95820.2	FGIG_11283
OG0003792	STRK1_110880.1, STRK1_54980.1	FGIG_11350
OG0003793	STRK1_44570.1	FGIG_11585, FGIG_11402
OG0003794	STRK1_107970.1	FGIG_11510
OG0003795	STRK1_91300.1, STRK1_91300.2	FGIG_11651
OG0003796	STRK1_63260.1, STRK1_63260.2, STRK1_63260.3	FGIG_11667, FGIG_11668
OG0003797	STRK1_73560.1, STRK1_73560.3, STRK1_73560.2	FGIG_11691
OG0003799	STRK1_79650.1, STRK1_79650.2	FGIG_12062, FGIG_11795
OG0003800	STRK1_22010.1, STRK1_22010.2	FGIG_11956
OG0003801	STRK1_47480.1	FGIG_12180
OG0003827	STRK1_30050.1	FGIG_00616, FGIG_00003
OG0003828	STRK1_33340.1	FGIG_00011
OG0003829	STRK1_6970.1, STRK1_6970.2	FGIG_00056
OG0003830	STRK1_10650.1	FGIG_00070, FGIG_00074
OG0003831	STRK1_92750.1	FGIG_00079
OG0003832	STRK1_37320.1, STRK1_92710.1	FGIG_00158, FGIG_07024, FGIG_07023
OG0003833	STRK1_105320.1	FGIG_00179
OG0003834	STRK1_17090.1	FGIG_00232
OG0003835	STRK1_3090.1, STRK1_3090.2	FGIG_00269
OG0003836	STRK1_30070.1	FGIG_00287
OG0003837	STRK1_35190.1	FGIG_00306, FGIG_00307
OG0003838	STRK1_11210.1	FGIG_00326
OG0003839	STRK1_5600.1	FGIG_00336
OG0003840	STRK1_39400.1, STRK1_39410.1	FGIG_00353
OG0003841	STRK1_32780.1	FGIG_00378
OG0003842	STRK1_29750.1	FGIG_00385, FGIG_05108
OG0003843	STRK1_12690.1	FGIG_00393, FGIG_08414
OG0003844	STRK1_34220.1	FGIG_00400
OG0003845	STRK1_89290.1	FGIG_11306, FGIG_00428
OG0003846	STRK1_15640.1	FGIG_00437, FGIG_01677
OG0003847	STRK1_60830.1	FGIG_00468
OG0003848	STRK1_82720.1	FGIG_00519
OG0003849	STRK1_17990.1, STRK1_95150.1	FGIG_00572
OG0003850	STRK1_105930.1, STRK1_105930.2	FGIG_00595
OG0003851	STRK1_59220.1	FGIG_00629
OG0003852	STRK1_91820.1	FGIG_00732
OG0003853	STRK1_90510.1, STRK1_100990.1	FGIG_00757, FGIG_10745, FGIG_00758
OG0003854	STRK1_63070.1	FGIG_00780
OG0003855	STRK1_38950.1, STRK1_38950.2	FGIG_00798
OG0003856	STRK1_82550.1	FGIG_06116, FGIG_08750, FGIG_08749
OG0003857	STRK1_28790.1	FGIG_00916
OG0003858	STRK1_27780.1	FGIG_00980
OG0003859	STRK1_64220.1	FGIG_00987
OG0003860	STRK1_41370.1, STRK1_41370.2	FGIG_01015
OG0003861	STRK1_33420.1	FGIG_01052
OG0003862	STRK1_27460.1	FGIG_01086
OG0003863	STRK1_21510.2, STRK1_21510.1	FGIG_01209
OG0003864	STRK1_75900.1	FGIG_01322
OG0003865	STRK1_91970.1, STRK1_91970.2	FGIG_01481
OG0003866	STRK1_38560.1	FGIG_01504
OG0003867	STRK1_45380.1	FGIG_01563
OG0003868	STRK1_60320.1	FGIG_01607
OG0003869	STRK1_111410.1, STRK1_111410.2	FGIG_01647
OG0003870	STRK1_94360.1	FGIG_01685
OG0003871	STRK1_29450.1	FGIG_01706
OG0003872	STRK1_97010.1, STRK1_99260.1	FGIG_01778
OG0003873	STRK1_92760.1, STRK1_92760.2, STRK1_75720.1, STRK1_109060.1, STRK1_79900.2, STRK1_79900.1, STRK1_79900.3	FGIG_11719, FGIG_01823
OG0003874	STRK1_40430.1, STRK1_40430.2	FGIG_01842
OG0003875	STRK1_22020.1	FGIG_01914
OG0003876	STRK1_37920.1	FGIG_02374, FGIG_01932
OG0003877	STRK1_59710.1, STRK1_59710.2, STRK1_59710.3	FGIG_11477, FGIG_01966
OG0003878	STRK1_59700.1	FGIG_01968, FGIG_01967
OG0003879	STRK1_77700.1, STRK1_103320.1	FGIG_01984
OG0003881	STRK1_60110.1	FGIG_01997
OG0003882	STRK1_91960.1	FGIG_02010
OG0003883	STRK1_60030.1	FGIG_02048
OG0003884	STRK1_24950.3, STRK1_24950.1, STRK1_24950.2	FGIG_02121
OG0003885	STRK1_84220.1	FGIG_02125
OG0003886	STRK1_32770.1, STRK1_32760.1	FGIG_02170
OG0003887	STRK1_95280.1, STRK1_95300.1, STRK1_87770.1, STRK1_95290.1, STRK1_101660.1	FGIG_02184, FGIG_02185
OG0003888	STRK1_85910.1	FGIG_02242
OG0003889	STRK1_73380.1	FGIG_02322
OG0003890	STRK1_19010.1	FGIG_02376
OG0003891	STRK1_11180.1, STRK1_11180.2	FGIG_02407
OG0003892	STRK1_87860.1	FGIG_02423
OG0003894	STRK1_11020.1	FGIG_02591
OG0003895	STRK1_46760.1	FGIG_02599
OG0003896	STRK1_102320.1, STRK1_102320.2	FGIG_02846
OG0003897	STRK1_100210.1, STRK1_100210.3, STRK1_100210.5, STRK1_100210.2, STRK1_100210.4	FGIG_02852
OG0003898	STRK1_8600.1	FGIG_02857
OG0003899	STRK1_46780.1	FGIG_02890
OG0003900	STRK1_96470.1, STRK1_111240.1, STRK1_66690.1, STRK1_66670.1, STRK1_111250.1, STRK1_66610.1	FGIG_02900, FGIG_02902, FGIG_02901
OG0003901	STRK1_66650.1, STRK1_66650.2	FGIG_02903
OG0003902	STRK1_88270.1	FGIG_02959, FGIG_11065
OG0003903	STRK1_66500.1	FGIG_03135
OG0003904	STRK1_66000.2, STRK1_66000.4, STRK1_66000.1, STRK1_66000.3	FGIG_03352
OG0003905	STRK1_91140.1	FGIG_03393
OG0003906	STRK1_12800.1, STRK1_12800.2, STRK1_12800.4, STRK1_12800.3	FGIG_03505
OG0003907	STRK1_91210.1	FGIG_03506
OG0003908	STRK1_20820.1, STRK1_20830.1	FGIG_03591
OG0003909	STRK1_30910.1	FGIG_03609
OG0003910	STRK1_54030.1	FGIG_03621
OG0003911	STRK1_39120.1, STRK1_39120.2, STRK1_39120.3	FGIG_03669
OG0003912	STRK1_61030.1	FGIG_03688
OG0003913	STRK1_29240.1	FGIG_10929, FGIG_03851, FGIG_03850
OG0003914	STRK1_67520.1	FGIG_03927
OG0003915	STRK1_67530.1	FGIG_03928
OG0003916	STRK1_94110.1	FGIG_03943
OG0003917	STRK1_5230.1	FGIG_04060
OG0003918	STRK1_49420.1	FGIG_09816, FGIG_04079, FGIG_09815
OG0003919	STRK1_27530.1, STRK1_27530.2	FGIG_04137
OG0003920	STRK1_14440.1	FGIG_04156, FGIG_04155
OG0003921	STRK1_67870.1, STRK1_67910.1	FGIG_04189
OG0003922	STRK1_66010.1, STRK1_66010.2	FGIG_04203
OG0003923	STRK1_23530.1, STRK1_23530.2	FGIG_04324
OG0003924	STRK1_53970.1, STRK1_53980.1	FGIG_04356
OG0003925	STRK1_46990.1	FGIG_04385
OG0003927	STRK1_66790.1	FGIG_10656, FGIG_04526
OG0003928	STRK1_39080.1	FGIG_04587
OG0003929	STRK1_43630.1	FGIG_04599
OG0003931	STRK1_47070.1	FGIG_04718
OG0003932	STRK1_4990.1, STRK1_4990.2	FGIG_04730
OG0003933	STRK1_42480.1	FGIG_12602, FGIG_11811, FGIG_11810, FGIG_04746
OG0003934	STRK1_93440.1, STRK1_93440.2	FGIG_04768
OG0003935	STRK1_5290.1, STRK1_5290.2	FGIG_04806
OG0003936	STRK1_6040.1	FGIG_04828, FGIG_11562
OG0003937	STRK1_100380.1, STRK1_45690.1	FGIG_04877
OG0003938	STRK1_71840.1	FGIG_04978
OG0003939	STRK1_81810.1, STRK1_81820.1, STRK1_81820.2	FGIG_12288, FGIG_04990
OG0003940	STRK1_8240.1	FGIG_05014
OG0003941	STRK1_16010.1	FGIG_05050
OG0003943	STRK1_44200.1	FGIG_05084
OG0003944	STRK1_44210.1, STRK1_44210.2	FGIG_05085
OG0003945	STRK1_84430.1, STRK1_84440.1	FGIG_05090
OG0003946	STRK1_23420.1	FGIG_05104
OG0003947	STRK1_38760.1	FGIG_05121, FGIG_10420
OG0003948	STRK1_53080.1	FGIG_05177
OG0003949	STRK1_51400.1	FGIG_06624, FGIG_07754, FGIG_05200
OG0003950	STRK1_6150.1	FGIG_05215
OG0003951	STRK1_50620.1, STRK1_50630.1	FGIG_05363
OG0003952	STRK1_86270.1	FGIG_10477, FGIG_05428
OG0003953	STRK1_79100.1	FGIG_05452
OG0003954	STRK1_60410.1	FGIG_05509
OG0003955	STRK1_49520.1	FGIG_05559, FGIG_05558
OG0003956	STRK1_59250.1	FGIG_05637
OG0003957	STRK1_35790.1	FGIG_05699
OG0003958	STRK1_26780.1	FGIG_05787
OG0003959	STRK1_21180.1, STRK1_21190.1, STRK1_97710.1	FGIG_05793
OG0003960	STRK1_52000.1	FGIG_05953
OG0003961	STRK1_101970.1, STRK1_79210.1	FGIG_05986
OG0003962	STRK1_29680.1	FGIG_05997, FGIG_05998
OG0003963	STRK1_2030.1	FGIG_06024
OG0003964	STRK1_13570.1	FGIG_06245
OG0003965	STRK1_25290.1	FGIG_06274
OG0003966	STRK1_12750.1, STRK1_12750.3, STRK1_12750.2	FGIG_06306
OG0003967	STRK1_101370.1	FGIG_06720, FGIG_06336, FGIG_06719
OG0003968	STRK1_16880.1, STRK1_16880.2	FGIG_06386
OG0003969	STRK1_81130.1	FGIG_06572, FGIG_06460
OG0003970	STRK1_89750.1	FGIG_06593
OG0003971	STRK1_59210.1, STRK1_59210.2	FGIG_06692
OG0003972	STRK1_32470.1	FGIG_06758
OG0003974	STRK1_51600.1, STRK1_51600.2, STRK1_51600.3, STRK1_51600.4, STRK1_51600.5, STRK1_51600.6	FGIG_06804
OG0003975	STRK1_101100.1, STRK1_37130.1	FGIG_11767, FGIG_06881
OG0003976	STRK1_23160.1, STRK1_98200.1	FGIG_06895
OG0003977	STRK1_47850.1	FGIG_06932
OG0003978	STRK1_50870.1	FGIG_06985
OG0003979	STRK1_11150.1, STRK1_11150.2	FGIG_06991
OG0003980	STRK1_108680.1, STRK1_91660.1	FGIG_07039
OG0003981	STRK1_22070.3, STRK1_22070.1, STRK1_22070.2	FGIG_07062
OG0003982	STRK1_63510.1, STRK1_63510.2	FGIG_07101
OG0003983	STRK1_60130.1	FGIG_07261
OG0003984	STRK1_8990.1	FGIG_07263
OG0003985	STRK1_62680.1	FGIG_07357
OG0003986	STRK1_59050.1	FGIG_07377
OG0003987	STRK1_13060.1	FGIG_07392
OG0003988	STRK1_33190.1, STRK1_33190.2	FGIG_07398
OG0003989	STRK1_56220.1, STRK1_56230.1	FGIG_07404
OG0003990	STRK1_50120.1, STRK1_50120.2, STRK1_50120.3	FGIG_07461
OG0003991	STRK1_4820.1	FGIG_07491
OG0003992	STRK1_32350.1	FGIG_07502
OG0003993	STRK1_76140.1	FGIG_07542
OG0003994	STRK1_39190.1	FGIG_07556
OG0003995	STRK1_97760.1, STRK1_104020.1	FGIG_07617
OG0003996	STRK1_51430.2, STRK1_51430.1, STRK1_51430.3	FGIG_07671
OG0003997	STRK1_4130.1, STRK1_4130.2	FGIG_07690
OG0003998	STRK1_5130.1, STRK1_5130.2	FGIG_07697
OG0003999	STRK1_20870.1, STRK1_20870.2	FGIG_07704
OG0004000	STRK1_61810.1	FGIG_07722
OG0004001	STRK1_44810.1, STRK1_44810.2	FGIG_07728
OG0004003	STRK1_34250.1	FGIG_07799
OG0004004	STRK1_68000.1	FGIG_07804
OG0004005	STRK1_32910.1	FGIG_07885
OG0004006	STRK1_34070.1	FGIG_07897, FGIG_07898
OG0004007	STRK1_69290.1	FGIG_07927, FGIG_09279, FGIG_10211
OG0004009	STRK1_93060.1, STRK1_93090.1, STRK1_93070.1	FGIG_07965
OG0004010	STRK1_21350.1	FGIG_07974
OG0004011	STRK1_73810.1	FGIG_07994, FGIG_07995
OG0004012	STRK1_51510.1, STRK1_51520.1	FGIG_08070
OG0004013	STRK1_63390.1	FGIG_08116
OG0004014	STRK1_82220.1	FGIG_08121
OG0004015	STRK1_108000.1, STRK1_90100.1, STRK1_90150.1	FGIG_08192
OG0004016	STRK1_810.1	FGIG_08264
OG0004018	STRK1_84230.1	FGIG_08463
OG0004019	STRK1_106780.1	FGIG_08505
OG0004021	STRK1_87540.3, STRK1_87540.1, STRK1_87540.2	FGIG_08665
OG0004022	STRK1_85520.1	FGIG_08670
OG0004023	STRK1_58280.1	FGIG_08753
OG0004024	STRK1_650.1	FGIG_08887
OG0004025	STRK1_19950.1, STRK1_19950.2, STRK1_19950.3, STRK1_19950.4, STRK1_98670.1	FGIG_09037, FGIG_11992
OG0004027	STRK1_71100.1	FGIG_09071
OG0004028	STRK1_39170.1	FGIG_09129
OG0004029	STRK1_67790.1	FGIG_09133, FGIG_12175
OG0004030	STRK1_2180.1	FGIG_09443
OG0004031	STRK1_27820.1, STRK1_98780.1	FGIG_09448
OG0004032	STRK1_5370.1, STRK1_5350.1, STRK1_5360.1	FGIG_09479
OG0004033	STRK1_38540.2, STRK1_38540.1, STRK1_38540.3	FGIG_09501
OG0004034	STRK1_96000.1, STRK1_96000.2, STRK1_96000.3, STRK1_96000.4, STRK1_89120.1, STRK1_95710.1	FGIG_09615
OG0004035	STRK1_85270.1	FGIG_09825
OG0004036	STRK1_32870.1	FGIG_09982
OG0004037	STRK1_270.1	FGIG_10078
OG0004038	STRK1_51010.1	FGIG_10194
OG0004039	STRK1_68050.1	FGIG_10267
OG0004040	STRK1_47650.1, STRK1_47650.2	FGIG_10324
OG0004041	STRK1_39620.1, STRK1_105620.1, STRK1_73320.1, STRK1_67500.1	FGIG_10368
OG0004042	STRK1_63040.1	FGIG_10476
OG0004043	STRK1_12530.1	FGIG_10610
OG0004044	STRK1_97410.1	FGIG_10622
OG0004045	STRK1_91240.1	FGIG_10730
OG0004046	STRK1_9800.1, STRK1_9800.2, STRK1_9800.3	FGIG_10733
OG0004047	STRK1_37640.1, STRK1_37640.3, STRK1_37640.2	FGIG_11077
OG0004048	STRK1_58360.1	FGIG_11145
OG0004050	STRK1_75030.1	FGIG_11225
OG0004051	STRK1_64030.1, STRK1_64030.2, STRK1_64030.3	FGIG_11332
OG0004052	STRK1_55630.1	FGIG_11480
OG0004053	STRK1_104430.1, STRK1_95550.1, STRK1_95550.2, STRK1_95550.3, STRK1_95550.4, STRK1_95550.5	FGIG_11613, FGIG_11614
OG0004054	STRK1_69370.1	FGIG_11634
OG0004055	STRK1_10860.1, STRK1_10860.2	FGIG_11635
OG0004056	STRK1_51080.1	FGIG_11734
OG0004057	STRK1_49690.1, STRK1_49690.2, STRK1_49690.3	FGIG_11968
OG0004058	STRK1_75650.1	FGIG_12090
OG0004059	STRK1_58260.1, STRK1_58260.2	FGIG_12168
OG0004060	STRK1_16730.1	FGIG_12205
OG0004061	STRK1_88180.1	FGIG_12490
OG0004062	STRK1_88170.1	FGIG_12491, FGIG_12533
OG0004063	STRK1_80820.1, STRK1_80820.2, STRK1_80820.3	FGIG_12493
OG0004089	STRK1_2580.1	FGIG_00094
OG0004090	STRK1_97060.1, STRK1_86570.1	FGIG_08089, FGIG_00099
OG0004091	STRK1_67780.1	FGIG_00123
OG0004092	STRK1_1860.1	FGIG_08687, FGIG_00129, FGIG_12170
OG0004093	STRK1_73160.1, STRK1_73160.2	FGIG_00137
OG0004094	STRK1_40590.1	FGIG_00144
OG0004095	STRK1_13730.1	FGIG_00204
OG0004096	STRK1_12780.1	FGIG_00235
OG0004097	STRK1_58410.1, STRK1_58380.1, STRK1_58380.2	FGIG_00266
OG0004098	STRK1_51320.1, STRK1_51330.1, STRK1_98610.1, STRK1_99600.1, STRK1_99600.2, STRK1_98620.1	FGIG_00314
OG0004099	STRK1_100260.1, STRK1_100260.2, STRK1_1140.1	FGIG_00331
OG0004100	STRK1_26860.1	FGIG_00340
OG0004101	STRK1_39690.1	FGIG_00513
OG0004102	STRK1_82730.1	FGIG_00520
OG0004103	STRK1_28800.1, STRK1_28800.2	FGIG_00555
OG0004104	STRK1_31370.2, STRK1_31370.1, STRK1_31370.3, STRK1_31370.4	FGIG_00613
OG0004105	STRK1_25900.1	FGIG_00670
OG0004106	STRK1_106520.1, STRK1_90040.1	FGIG_09168, FGIG_00711, FGIG_01195
OG0004107	STRK1_14830.1, STRK1_14830.2, STRK1_14830.3	FGIG_00744, FGIG_12302
OG0004108	STRK1_41530.1	FGIG_00763
OG0004109	STRK1_33480.1	FGIG_00805
OG0004110	STRK1_75980.1, STRK1_75980.2, STRK1_75980.3	FGIG_00863
OG0004111	STRK1_70880.1	FGIG_00928
OG0004112	STRK1_13860.1, STRK1_13860.2	FGIG_00949
OG0004113	STRK1_21280.1	FGIG_01059, FGIG_01060
OG0004114	STRK1_47110.2, STRK1_47110.1, STRK1_43940.1, STRK1_97290.1	FGIG_01067, FGIG_12023
OG0004115	STRK1_31080.1, STRK1_31080.2	FGIG_01091
OG0004116	STRK1_81990.1	FGIG_01116
OG0004117	STRK1_16190.2, STRK1_16190.1, STRK1_16190.3	FGIG_01169
OG0004118	STRK1_37630.1	FGIG_01299
OG0004119	STRK1_100630.1, STRK1_100630.2, STRK1_100640.1	FGIG_01355
OG0004120	STRK1_34560.1	FGIG_01382
OG0004121	STRK1_46630.1	FGIG_01428
OG0004122	STRK1_26290.1, STRK1_26300.1, STRK1_26310.1	FGIG_01583
OG0004123	STRK1_14970.1, STRK1_14970.3, STRK1_14970.2, STRK1_14970.4	FGIG_01590, FGIG_10678, FGIG_01591
OG0004124	STRK1_36920.1	FGIG_01689
OG0004125	STRK1_70870.1	FGIG_01692
OG0004126	STRK1_73900.1	FGIG_01739
OG0004127	STRK1_104740.1, STRK1_104750.1	FGIG_01761
OG0004128	STRK1_14070.1	FGIG_01774, FGIG_01773
OG0004129	STRK1_45710.1	FGIG_01779
OG0004130	STRK1_69240.1	FGIG_01825
OG0004131	STRK1_20430.1	FGIG_01828
OG0004132	STRK1_83700.1, STRK1_83700.2	FGIG_01871
OG0004133	STRK1_20920.1	FGIG_01927
OG0004134	STRK1_14950.1	FGIG_01944
OG0004135	STRK1_27600.1	FGIG_02013, FGIG_06043
OG0004136	STRK1_55970.1	FGIG_02135
OG0004137	STRK1_29540.1	FGIG_02159, FGIG_02158
OG0004138	STRK1_51250.1	FGIG_02223
OG0004139	STRK1_29410.1	FGIG_02232
OG0004140	STRK1_51360.1	FGIG_02357
OG0004141	STRK1_2160.1, STRK1_2160.2	FGIG_02377
OG0004142	STRK1_79770.1	FGIG_02442
OG0004143	STRK1_9660.1	FGIG_02449
OG0004144	STRK1_61750.1	FGIG_02479
OG0004145	STRK1_59630.1, STRK1_99480.1	FGIG_02490, FGIG_08599
OG0004146	STRK1_29290.1	FGIG_02517, FGIG_02518
