Orthogroup	schistosoma_rodhaini	schistosoma_curassoni
OG0002521	SRDH2_68560.1	SCUR1_67120.1
OG0002521	SRDH2_68570.1, SRDH2_68600.1	SCUR1_67130.1
OG0002522	SRDH2_25880.1	SCUR1_25410.1, SCUR1_25410.3, SCUR1_25410.4, SCUR1_25410.5, SCUR1_25410.6, SCUR1_25410.2
OG0002526	SRDH2_12640.1	SCUR1_13560.1
OG0002527	SRDH2_41860.1, SRDH2_41860.2, SRDH2_41860.3, SRDH2_41860.4, SRDH2_41860.5, SRDH2_41860.6, SRDH2_41860.7	SCUR1_41720.1, SCUR1_97100.1
OG0002528	SRDH2_97830.1, SRDH2_97830.2	SCUR1_93150.4, SCUR1_93150.5, SCUR1_93150.1, SCUR1_93150.2, SCUR1_93150.3, SCUR1_93150.6
OG0002529	SRDH2_56320.4, SRDH2_56320.1, SRDH2_56320.2, SRDH2_56320.3	SCUR1_55320.1
OG0002530	SRDH2_76580.1, SRDH2_76580.2	SCUR1_74070.1
OG0002531	SRDH2_27860.1	SCUR1_27470.1, SCUR1_27470.2
OG0002532	SRDH2_74090.1, SRDH2_74090.2	SCUR1_70810.3, SCUR1_70810.4, SCUR1_70810.1, SCUR1_70810.2
OG0002533	SRDH2_65970.1, SRDH2_65970.2, SRDH2_65970.3, SRDH2_65970.4	SCUR1_65200.1, SCUR1_65210.1
OG0002534	SRDH2_92970.1	SCUR1_96770.1
OG0002535	SRDH2_33060.1, SRDH2_33060.2, SRDH2_33060.3	SCUR1_35600.1
OG0002536	SRDH2_12720.1	SCUR1_13610.1
OG0002537	SRDH2_84850.4, SRDH2_84850.1, SRDH2_84850.3, SRDH2_84850.2	SCUR1_81790.1, SCUR1_81790.2
OG0002538	SRDH2_62380.3, SRDH2_62380.1, SRDH2_62380.4, SRDH2_62380.2	SCUR1_60670.1
OG0002539	SRDH2_26810.2, SRDH2_26810.5, SRDH2_26810.1	SCUR1_26370.1
OG0002540	SRDH2_39180.9, SRDH2_39180.8, SRDH2_39180.2, SRDH2_39180.4, SRDH2_39180.1, SRDH2_39180.3, SRDH2_39180.5, SRDH2_39180.7, SRDH2_39180.6	SCUR1_39190.1
OG0002541	SRDH2_56650.1, SRDH2_56650.2, SRDH2_56650.3, SRDH2_56650.4	SCUR1_55560.1
OG0002542	SRDH2_93370.2, SRDH2_93370.1, SRDH2_93370.3, SRDH2_93370.4	SCUR1_88150.1, SCUR1_88150.2, SCUR1_88150.3, SCUR1_88150.4
OG0002543	SRDH2_29320.1	SCUR1_29030.1
OG0002544	SRDH2_48450.1	SCUR1_47770.1, SCUR1_47770.2
OG0002545	SRDH2_24120.2, SRDH2_24120.1, SRDH2_24120.4, SRDH2_24120.3	SCUR1_23560.4, SCUR1_23560.2, SCUR1_23560.3, SCUR1_23560.1
OG0002546	SRDH2_18680.1	SCUR1_18170.1
OG0002547	SRDH2_99310.1, SRDH2_99310.2	SCUR1_94500.1
OG0002548	SRDH2_96970.1, SRDH2_96970.2, SRDH2_96970.3	SCUR1_92300.1, SCUR1_92300.2, SCUR1_99720.1
OG0002549	SRDH2_28200.1, SRDH2_28200.2	SCUR1_27850.1, SCUR1_27850.2
OG0002550	SRDH2_47650.3, SRDH2_47650.1, SRDH2_47650.2	SCUR1_95870.1, SCUR1_46980.1, SCUR1_46980.3, SCUR1_46980.2
OG0002551	SRDH2_31430.1, SRDH2_31440.1, SRDH2_31440.2, SRDH2_31440.3	SCUR1_31070.1
OG0002552	SRDH2_4330.1, SRDH2_4330.2, SRDH2_4330.3, SRDH2_4330.4	SCUR1_4260.2, SCUR1_4260.1, SCUR1_4260.3
OG0002553	SRDH2_68050.2, SRDH2_68050.4, SRDH2_68050.1	SCUR1_64230.2, SCUR1_64230.3, SCUR1_64230.1
OG0002554	SRDH2_60470.1	SCUR1_58800.3, SCUR1_58800.1, SCUR1_58800.2
OG0002555	SRDH2_33530.1	SCUR1_36090.1
OG0002556	SRDH2_20760.5, SRDH2_20760.4, SRDH2_20760.6, SRDH2_20760.7, SRDH2_20790.1	SCUR1_20860.1, SCUR1_20860.2
OG0002557	SRDH2_42760.1	SCUR1_42590.1, SCUR1_42590.2
OG0002558	SRDH2_4080.1, SRDH2_4080.2, SRDH2_4080.3, SRDH2_4080.4, SRDH2_4080.5, SRDH2_4080.6, SRDH2_1050.1	SCUR1_3940.1, SCUR1_3940.2
OG0002559	SRDH2_24920.1, SRDH2_24920.2, SRDH2_24920.3	SCUR1_24520.1
OG0002560	SRDH2_93740.1, SRDH2_93740.2	SCUR1_87520.12, SCUR1_87780.1, SCUR1_87520.13, SCUR1_87520.14
OG0002561	SRDH2_9750.1	SCUR1_9370.1
OG0002562	SRDH2_9250.1, SRDH2_9250.2, SRDH2_9250.3	SCUR1_8870.1, SCUR1_8870.2, SCUR1_8870.3
OG0002563	SRDH2_63070.1, SRDH2_63050.1, SRDH2_63060.1	SCUR1_61400.1, SCUR1_61390.1
OG0002564	SRDH2_79440.4, SRDH2_79440.3, SRDH2_79440.5, SRDH2_79440.6, SRDH2_79440.1, SRDH2_79440.7, SRDH2_79440.10, SRDH2_79440.9, SRDH2_79440.8, SRDH2_79440.2	SCUR1_76920.1
OG0002565	SRDH2_2440.1	SCUR1_2240.1
OG0002565	SRDH2_2430.1	SCUR1_2230.1
OG0002566	SRDH2_67430.1	SCUR1_64830.1
OG0002567	SRDH2_32960.1, SRDH2_32960.2, SRDH2_32960.3	SCUR1_35510.1
OG0002568	SRDH2_65220.1, SRDH2_65220.3, SRDH2_65220.4, SRDH2_65220.2	SCUR1_63490.1
OG0002569	SRDH2_66270.2, SRDH2_66270.1, SRDH2_66270.3	SCUR1_65520.1
OG0002570	SRDH2_36840.1, SRDH2_36840.2	SCUR1_31710.1
OG0002571	SRDH2_40470.1, SRDH2_40470.2, SRDH2_40470.3	SCUR1_40430.1
OG0002572	SRDH2_60810.1, SRDH2_60810.2	SCUR1_59090.1, SCUR1_59090.2
OG0002574	SRDH2_77150.3, SRDH2_77150.2, SRDH2_77150.1	SCUR1_74630.1
OG0002575	SRDH2_24590.1	SCUR1_24130.1
OG0002576	SRDH2_80580.1	SCUR1_78100.1
OG0002578	SRDH2_50080.8, SRDH2_50080.6, SRDH2_50080.5, SRDH2_50080.7, SRDH2_50080.2, SRDH2_50080.4, SRDH2_50080.1, SRDH2_50080.3	SCUR1_49330.1, SCUR1_49330.2, SCUR1_49330.3
OG0002579	SRDH2_97150.1	SCUR1_92530.1, SCUR1_92510.1
OG0002580	SRDH2_60980.3, SRDH2_60980.4, SRDH2_60980.1, SRDH2_60980.2	SCUR1_59230.1
OG0002581	SRDH2_62160.1, SRDH2_62160.2	SCUR1_60420.1
OG0002582	SRDH2_32600.1, SRDH2_32600.3, SRDH2_32600.2, SRDH2_32600.4	SCUR1_35180.1, SCUR1_35180.3, SCUR1_35180.2
OG0002583	SRDH2_90610.1	SCUR1_86540.5, SCUR1_86540.1, SCUR1_86540.7, SCUR1_86540.4, SCUR1_86540.3, SCUR1_86540.2, SCUR1_86540.6
OG0002584	SRDH2_39230.4, SRDH2_39230.5, SRDH2_39230.3, SRDH2_39230.6, SRDH2_39230.2, SRDH2_39230.1	SCUR1_39260.1
OG0002585	SRDH2_21360.1	SCUR1_20230.1, SCUR1_20230.2, SCUR1_20230.3, SCUR1_20230.4, SCUR1_20220.2, SCUR1_20220.3, SCUR1_20220.1
OG0002586	SRDH2_19470.6, SRDH2_19470.1, SRDH2_19470.2, SRDH2_19470.7, SRDH2_19470.8, SRDH2_19470.11, SRDH2_19470.4, SRDH2_19470.5, SRDH2_19470.9, SRDH2_19470.10, SRDH2_19470.3	SCUR1_19060.1, SCUR1_19060.2
OG0002587	SRDH2_85090.2, SRDH2_85090.1, SRDH2_85090.3	SCUR1_82000.1
OG0002588	SRDH2_62760.1	SCUR1_100710.3, SCUR1_61100.2, SCUR1_100710.2, SCUR1_100710.4, SCUR1_61100.3, SCUR1_100710.1, SCUR1_61100.1
OG0002589	SRDH2_62570.1, SRDH2_62570.2, SRDH2_62570.3, SRDH2_62570.4, SRDH2_62570.5, SRDH2_62570.6, SRDH2_62570.7, SRDH2_62570.9, SRDH2_62570.8	SCUR1_60920.1
OG0002590	SRDH2_78340.1, SRDH2_78340.5, SRDH2_78340.6, SRDH2_78340.3, SRDH2_78340.4, SRDH2_78340.7, SRDH2_78340.8, SRDH2_78340.9, SRDH2_78340.2	SCUR1_75820.1
OG0002591	SRDH2_80410.1	SCUR1_77900.1
OG0002592	SRDH2_27910.2, SRDH2_27910.1, SRDH2_27910.3	SCUR1_27520.4, SCUR1_27520.5, SCUR1_27520.6, SCUR1_27520.7, SCUR1_27520.1, SCUR1_27520.3, SCUR1_27520.2
OG0002593	SRDH2_82010.1	SCUR1_79300.1, SCUR1_79330.1, SCUR1_79310.1, SCUR1_79320.1
OG0002595	SRDH2_49180.4, SRDH2_49180.1, SRDH2_49180.3, SRDH2_49180.2	SCUR1_48500.1, SCUR1_48500.2
OG0002596	SRDH2_77940.1	SCUR1_75520.3, SCUR1_75520.1, SCUR1_75520.2, SCUR1_75520.4, SCUR1_75520.5, SCUR1_75520.6, SCUR1_75520.7
OG0002597	SRDH2_14930.1	SCUR1_13060.1, SCUR1_13060.4, SCUR1_13060.2, SCUR1_13060.3
OG0002598	SRDH2_38270.1	SCUR1_34460.3, SCUR1_34460.4, SCUR1_34460.5, SCUR1_34460.1, SCUR1_34460.2
OG0002599	SRDH2_69680.3, SRDH2_69680.1, SRDH2_69680.2	SCUR1_66200.1, SCUR1_66200.2
OG0002600	SRDH2_48260.4, SRDH2_48260.1, SRDH2_48260.2, SRDH2_48260.5, SRDH2_48260.3	SCUR1_47590.3, SCUR1_47590.1, SCUR1_47590.2
OG0002601	SRDH2_13860.1	SCUR1_12090.1
OG0002602	SRDH2_22940.1	SCUR1_21740.1
OG0002603	SRDH2_64760.1	SCUR1_63050.1
OG0002604	SRDH2_2450.4, SRDH2_2450.3, SRDH2_2450.1, SRDH2_2450.2, SRDH2_2450.5	SCUR1_2260.3, SCUR1_2260.1, SCUR1_2260.2
OG0002605	SRDH2_50200.3, SRDH2_50200.1, SRDH2_50200.2	SCUR1_49480.1
OG0002606	SRDH2_87930.1, SRDH2_87930.2, SRDH2_87930.4, SRDH2_87930.5, SRDH2_87930.6, SRDH2_87930.7, SRDH2_87930.3	SCUR1_84080.1, SCUR1_84080.2, SCUR1_84080.3, SCUR1_84080.4
OG0002607	SRDH2_35360.1, SRDH2_35360.3, SRDH2_35360.2	SCUR1_33520.1
OG0002608	SRDH2_49010.1	SCUR1_48350.2, SCUR1_48350.1, SCUR1_48350.3, SCUR1_48350.4, SCUR1_48350.5, SCUR1_48350.6, SCUR1_48350.7, SCUR1_48350.8
OG0002609	SRDH2_3930.1	SCUR1_3810.1, SCUR1_3810.2, SCUR1_3810.3, SCUR1_3810.4, SCUR1_3810.5
OG0002610	SRDH2_42820.1, SRDH2_42820.2	SCUR1_42670.1
OG0002611	SRDH2_17370.5, SRDH2_17370.6, SRDH2_17370.1, SRDH2_17370.3, SRDH2_17370.4, SRDH2_17370.2	SCUR1_16890.4, SCUR1_16890.1, SCUR1_16890.2, SCUR1_16890.3
OG0002612	SRDH2_24660.1	SCUR1_24200.1
OG0002612	SRDH2_58140.1	SCUR1_56730.1, SCUR1_56730.2, SCUR1_56730.3
OG0002613	SRDH2_45720.1	SCUR1_45530.1
OG0002613	SRDH2_71270.1	SCUR1_69250.1, SCUR1_69250.2
OG0002614	SRDH2_260.1	SCUR1_97720.1
OG0002615	SRDH2_85660.1, SRDH2_85660.2	SCUR1_82450.5, SCUR1_82450.1, SCUR1_82450.4, SCUR1_82450.6, SCUR1_82450.2, SCUR1_82450.3
OG0002616	SRDH2_37680.1	SCUR1_37450.4, SCUR1_37450.2, SCUR1_37450.1, SCUR1_37450.3, SCUR1_37450.5
OG0002617	SRDH2_41240.1	SCUR1_41130.1
OG0002618	SRDH2_58760.1, SRDH2_58750.1	SCUR1_97930.1, SCUR1_57430.1
OG0002619	SRDH2_61650.2, SRDH2_61650.3, SRDH2_61650.4, SRDH2_61650.1, SRDH2_61650.5, SRDH2_61650.7, SRDH2_61650.6, SRDH2_61650.8	SCUR1_59920.1
OG0002620	SRDH2_30680.1, SRDH2_30680.2	SCUR1_30240.3, SCUR1_30240.5, SCUR1_30240.4, SCUR1_30240.2, SCUR1_30240.1
OG0002621	SRDH2_8630.1	SCUR1_8300.1
OG0002622	SRDH2_57940.1	SCUR1_56610.1
OG0002623	SRDH2_11630.1, SRDH2_11630.2, SRDH2_11630.3	SCUR1_11280.1
OG0002624	SRDH2_17080.6, SRDH2_17080.1, SRDH2_17080.2, SRDH2_17080.3, SRDH2_17080.5, SRDH2_17080.4	SCUR1_16600.1
OG0002625	SRDH2_33610.1, SRDH2_33610.2, SRDH2_33610.3, SRDH2_33610.4, SRDH2_33610.5	SCUR1_36200.1, SCUR1_36200.3, SCUR1_36200.2
OG0002626	SRDH2_59020.2, SRDH2_59050.1	SCUR1_57700.4, SCUR1_57700.5, SCUR1_57700.2, SCUR1_57700.1, SCUR1_57700.3
OG0002627	SRDH2_15050.1	SCUR1_13090.12, SCUR1_13160.1
OG0002628	SRDH2_42020.1	SCUR1_41890.3, SCUR1_41890.1, SCUR1_41890.2
OG0002629	SRDH2_94260.1	SCUR1_90130.1
OG0002630	SRDH2_9060.1	SCUR1_8700.1
OG0002631	SRDH2_25480.12, SRDH2_25480.9, SRDH2_25480.1, SRDH2_25480.13, SRDH2_25480.4, SRDH2_25480.6, SRDH2_25480.7, SRDH2_25480.8, SRDH2_25480.11, SRDH2_25480.10, SRDH2_25480.14, SRDH2_25480.3, SRDH2_25480.2, SRDH2_25480.5	SCUR1_25100.1, SCUR1_25100.2
OG0002632	SRDH2_23350.1	SCUR1_83750.1
OG0002633	SRDH2_40080.1, SRDH2_40090.1	SCUR1_40120.1, SCUR1_40120.2
OG0002634	SRDH2_25310.1	SCUR1_24920.1
OG0002635	SRDH2_23690.1	SCUR1_23070.2, SCUR1_23070.3, SCUR1_23070.1
OG0002636	SRDH2_82250.1	SCUR1_79550.1, SCUR1_79550.2, SCUR1_79550.3
OG0002637	SRDH2_97660.1	SCUR1_92980.1
OG0002638	SRDH2_55090.1	SCUR1_54220.1
OG0002639	SRDH2_69100.5, SRDH2_69100.3, SRDH2_69100.4, SRDH2_69100.1, SRDH2_69100.2	SCUR1_66660.1, SCUR1_66660.2
OG0002640	SRDH2_10930.1, SRDH2_10930.2	SCUR1_10580.2, SCUR1_10580.4, SCUR1_10580.1, SCUR1_10580.5, SCUR1_10580.6, SCUR1_10580.3
OG0002641	SRDH2_54540.3, SRDH2_54540.1, SRDH2_54540.2	SCUR1_53590.3, SCUR1_53590.1, SCUR1_53590.2
OG0002642	SRDH2_1500.1, SRDH2_1500.2	SCUR1_1370.3, SCUR1_1370.1, SCUR1_1370.2
OG0002644	SRDH2_63500.1	SCUR1_61820.1, SCUR1_61820.2, SCUR1_61820.3, SCUR1_61820.4, SCUR1_61820.5
OG0002645	SRDH2_10270.1	SCUR1_9860.2, SCUR1_9860.3, SCUR1_9860.1, SCUR1_9860.4
OG0002646	SRDH2_27450.1	SCUR1_27060.4, SCUR1_27060.1, SCUR1_27060.2, SCUR1_27060.3
OG0002647	SRDH2_91050.4, SRDH2_91050.1, SRDH2_91050.2, SRDH2_91050.3	SCUR1_86940.1, SCUR1_86940.2, SCUR1_86940.3
OG0002648	SRDH2_6660.5, SRDH2_6660.6, SRDH2_6660.7, SRDH2_6660.1, SRDH2_6660.2, SRDH2_6660.3, SRDH2_6660.4, SRDH2_102130.1	SCUR1_6530.1
OG0002649	SRDH2_95810.1, SRDH2_95850.1, SRDH2_40540.1	SCUR1_40500.1
OG0002650	SRDH2_8640.1	SCUR1_8310.1
OG0002651	SRDH2_10970.1, SRDH2_10970.2	SCUR1_10610.1
OG0002652	SRDH2_45440.1	SCUR1_45240.1
OG0002653	SRDH2_93540.2, SRDH2_93540.1	SCUR1_87970.1
OG0002654	SRDH2_83320.2, SRDH2_83320.3, SRDH2_83320.1	SCUR1_80870.2, SCUR1_80870.1, SCUR1_80870.3
OG0002655	SRDH2_56930.1, SRDH2_56930.2, SRDH2_56930.3, SRDH2_56930.4, SRDH2_56930.5	SCUR1_57090.1
OG0002656	SRDH2_21110.1, SRDH2_21110.2	SCUR1_20540.1, SCUR1_20540.2, SCUR1_20540.3, SCUR1_20540.4
OG0002657	SRDH2_16540.1, SRDH2_16540.2	SCUR1_16070.1, SCUR1_16070.2
OG0002658	SRDH2_29870.1, SRDH2_29870.3, SRDH2_29870.4, SRDH2_29870.5, SRDH2_29870.6, SRDH2_29870.2	SCUR1_29520.1, SCUR1_29520.2, SCUR1_29520.3
OG0002659	SRDH2_61610.4, SRDH2_61610.2, SRDH2_61610.3, SRDH2_61610.1	SCUR1_59880.1, SCUR1_59880.2, SCUR1_59880.5, SCUR1_59880.6, SCUR1_59880.3, SCUR1_59880.4
OG0002660	SRDH2_2670.1, SRDH2_2680.1	SCUR1_2430.3, SCUR1_2430.5, SCUR1_2430.11, SCUR1_2430.4, SCUR1_2430.8, SCUR1_2430.7, SCUR1_2430.10, SCUR1_2430.6, SCUR1_2430.1, SCUR1_2430.9, SCUR1_2430.2
OG0002661	SRDH2_65380.1	SCUR1_63640.1, SCUR1_63640.4, SCUR1_63640.2, SCUR1_63640.3
OG0002662	SRDH2_85900.1	SCUR1_82670.1, SCUR1_82670.2
OG0002663	SRDH2_86700.1	SCUR1_83270.1, SCUR1_83270.2, SCUR1_83270.4, SCUR1_83270.3
OG0002664	SRDH2_99550.1	SCUR1_94690.1, SCUR1_94690.2, SCUR1_94690.3
OG0002665	SRDH2_51020.1	SCUR1_50300.1
OG0002666	SRDH2_38110.3, SRDH2_38110.2, SRDH2_38110.1	SCUR1_32560.1, SCUR1_32560.2, SCUR1_32560.4, SCUR1_32560.3
OG0002667	SRDH2_28010.1, SRDH2_28010.2, SRDH2_28010.3, SRDH2_28010.4, SRDH2_28010.5	SCUR1_27630.1, SCUR1_27630.2, SCUR1_27630.3, SCUR1_27630.4
OG0002668	SRDH2_70760.1	SCUR1_68630.1
OG0002669	SRDH2_91780.1	SCUR1_87690.1, SCUR1_87680.1
OG0002670	SRDH2_29090.1, SRDH2_29090.2	SCUR1_28790.4, SCUR1_28790.1, SCUR1_28790.2, SCUR1_28790.3
OG0002671	SRDH2_96990.1, SRDH2_96990.2	SCUR1_92320.1, SCUR1_92320.3, SCUR1_92320.4, SCUR1_92320.5, SCUR1_92320.2, SCUR1_99740.1
OG0002672	SRDH2_75750.1, SRDH2_75750.2	SCUR1_73160.1
OG0002673	SRDH2_75840.1	SCUR1_73200.4, SCUR1_73200.5, SCUR1_73290.1
OG0002674	SRDH2_28180.1, SRDH2_28180.2	SCUR1_27830.1, SCUR1_27830.2, SCUR1_27830.3
OG0002675	SRDH2_10160.1	SCUR1_99090.1, SCUR1_99090.2, SCUR1_99090.3
OG0002677	SRDH2_64060.1, SRDH2_64060.2	SCUR1_62370.1, SCUR1_62370.2
OG0002678	SRDH2_7720.1	SCUR1_7440.1
OG0002679	SRDH2_82650.1, SRDH2_82650.2	SCUR1_79920.1
OG0002679	SRDH2_82650.3	SCUR1_79920.2
OG0002680	SRDH2_68860.1, SRDH2_68860.2	SCUR1_66890.1
OG0002681	SRDH2_27780.1, SRDH2_27780.2, SRDH2_27780.3, SRDH2_27780.4	SCUR1_27380.1, SCUR1_27380.2, SCUR1_27380.3
OG0002683	SRDH2_97770.1, SRDH2_101340.1	SCUR1_93100.1, SCUR1_93100.2, SCUR1_93100.3, SCUR1_93100.4, SCUR1_93100.5, SCUR1_93100.6
OG0002684	SRDH2_21850.1	SCUR1_99540.1
OG0002685	SRDH2_16420.1	SCUR1_15950.1
OG0002685	SRDH2_16430.1	SCUR1_15960.1
OG0002686	SRDH2_54800.1	SCUR1_53900.1
OG0002687	SRDH2_29640.1, SRDH2_29640.2	SCUR1_29300.1
OG0002688	SRDH2_26250.1, SRDH2_26260.1	SCUR1_25800.1, SCUR1_25800.2
OG0002689	SRDH2_26300.2	SCUR1_25830.3, SCUR1_25830.4, SCUR1_25830.2
OG0002689	SRDH2_26300.1	SCUR1_25830.1
OG0002690	SRDH2_41110.1, SRDH2_41110.4, SRDH2_41110.5, SRDH2_41110.8, SRDH2_41110.6, SRDH2_41110.2, SRDH2_41110.3, SRDH2_41110.7	SCUR1_41000.1
OG0002691	SRDH2_85850.1, SRDH2_85850.3, SRDH2_85850.4, SRDH2_85850.2	SCUR1_82600.1, SCUR1_82600.2
OG0002692	SRDH2_15250.1, SRDH2_15250.3, SRDH2_15250.4, SRDH2_15250.2	SCUR1_13370.2, SCUR1_13370.1, SCUR1_13370.3
OG0002693	SRDH2_48980.1	SCUR1_48310.1
OG0002694	SRDH2_96700.1	SCUR1_97870.1, SCUR1_92080.1
OG0002695	SRDH2_3080.1	SCUR1_2940.1
OG0002695	SRDH2_3070.1	SCUR1_2930.1
OG0002696	SRDH2_35890.1, SRDH2_35890.2, SRDH2_35890.3	SCUR1_34090.2, SCUR1_34090.3, SCUR1_34090.4, SCUR1_34090.1
OG0002697	SRDH2_11190.1, SRDH2_11190.3, SRDH2_11190.4, SRDH2_11190.2	SCUR1_10820.1
OG0002698	SRDH2_2510.1	SCUR1_2300.1
OG0002699	SRDH2_5410.1, SRDH2_5410.2, SRDH2_5410.3, SRDH2_5410.5, SRDH2_5410.4	SCUR1_5380.1
OG0002700	SRDH2_99840.1, SRDH2_99840.2, SRDH2_99840.3	SCUR1_94970.1
OG0002701	SRDH2_56050.1	SCUR1_55020.1
OG0002702	SRDH2_14650.1	SCUR1_12780.1
OG0002702	SRDH2_14640.1	SCUR1_12770.1
OG0002703	SRDH2_55930.2, SRDH2_55930.4, SRDH2_55930.3, SRDH2_55930.1	SCUR1_54920.1
OG0002704	SRDH2_95370.1	SCUR1_90950.1, SCUR1_90930.1
OG0002704	SRDH2_57910.1	SCUR1_56500.1, SCUR1_56500.2
OG0002705	SRDH2_58280.1	SCUR1_56910.1
OG0002705	SRDH2_58300.1, SRDH2_58300.2	SCUR1_56980.1, SCUR1_98460.1
OG0002708	SRDH2_31640.1, SRDH2_31640.2	SCUR1_31290.1, SCUR1_31290.2, SCUR1_31290.3, SCUR1_31290.4
OG0002709	SRDH2_8260.2, SRDH2_8260.1	SCUR1_7970.1
OG0002710	SRDH2_1220.1	SCUR1_1100.1, SCUR1_1100.2
OG0002711	SRDH2_92170.3, SRDH2_92170.2, SRDH2_92170.1, SRDH2_92170.4	SCUR1_89280.1
OG0002712	SRDH2_16390.1, SRDH2_16390.2	SCUR1_15930.1
OG0002713	SRDH2_48540.1	SCUR1_47860.1
OG0002714	SRDH2_79400.1, SRDH2_79400.2, SRDH2_79400.3, SRDH2_79400.4, SRDH2_79400.5	SCUR1_76860.1, SCUR1_76860.2, SCUR1_76860.3, SCUR1_76860.4
OG0002715	SRDH2_62180.1	SCUR1_60440.2, SCUR1_60440.1, SCUR1_60440.3
OG0002716	SRDH2_68520.6, SRDH2_68520.4, SRDH2_68520.5, SRDH2_68520.2, SRDH2_68520.3, SRDH2_68520.1	SCUR1_67160.1
OG0002717	SRDH2_93410.2, SRDH2_93410.5, SRDH2_93410.3, SRDH2_93410.4, SRDH2_93410.1	SCUR1_88110.1
OG0002718	SRDH2_69580.3, SRDH2_69580.1, SRDH2_69580.2, SRDH2_69580.4	SCUR1_66300.1
OG0002719	SRDH2_5780.1	SCUR1_5730.1, SCUR1_5730.2
OG0002720	SRDH2_5250.1, SRDH2_5250.2, SRDH2_5250.3, SRDH2_5250.4	SCUR1_5200.3, SCUR1_5200.5, SCUR1_5200.1, SCUR1_5200.6
OG0002721	SRDH2_98430.1, SRDH2_98430.2, SRDH2_98430.3	SCUR1_93740.1, SCUR1_93740.3, SCUR1_93740.2, SCUR1_93740.4
OG0002722	SRDH2_22460.1	SCUR1_22190.1, SCUR1_22190.5, SCUR1_22190.2, SCUR1_22190.3, SCUR1_22190.4
OG0002723	SRDH2_83260.1	SCUR1_80950.1, SCUR1_80950.2
OG0002724	SRDH2_84130.1	SCUR1_80210.1, SCUR1_80210.2, SCUR1_80210.3, SCUR1_80210.4
OG0002725	SRDH2_4430.1, SRDH2_4430.4, SRDH2_4430.5, SRDH2_4430.6, SRDH2_4430.3, SRDH2_4430.2	SCUR1_4370.3, SCUR1_4370.1, SCUR1_4370.2
OG0002726	SRDH2_31250.1, SRDH2_31250.2, SRDH2_31250.4, SRDH2_31250.5, SRDH2_31250.6, SRDH2_31250.7, SRDH2_31250.8, SRDH2_31250.3	SCUR1_30870.1
OG0002727	SRDH2_75600.1, SRDH2_75600.2	SCUR1_73000.1
OG0002728	SRDH2_8760.1	SCUR1_8430.2, SCUR1_8430.3, SCUR1_8430.7, SCUR1_8430.1, SCUR1_8430.5, SCUR1_8430.6, SCUR1_8430.8, SCUR1_8430.4
OG0002729	SRDH2_16670.1	SCUR1_16220.1
OG0002730	SRDH2_83100.1, SRDH2_83100.2	SCUR1_81080.1
OG0002731	SRDH2_47110.1	SCUR1_100230.3, SCUR1_100230.1, SCUR1_100230.2
OG0002732	SRDH2_68930.2, SRDH2_68930.3, SRDH2_68930.1, SRDH2_68930.5, SRDH2_68930.6, SRDH2_68930.4	SCUR1_66820.1
OG0002733	SRDH2_24800.1	SCUR1_24390.1, SCUR1_24390.2
OG0002734	SRDH2_42610.1	SCUR1_42450.1
OG0002735	SRDH2_31360.11, SRDH2_31360.2, SRDH2_31360.10, SRDH2_31360.9, SRDH2_31360.6, SRDH2_31360.4, SRDH2_31360.1, SRDH2_31360.3, SRDH2_31360.5, SRDH2_31360.7, SRDH2_31360.8	SCUR1_30980.1
OG0002736	SRDH2_24770.1	SCUR1_24360.1, SCUR1_24340.2, SCUR1_24340.1, SCUR1_24330.1
OG0002737	SRDH2_34240.1	SCUR1_36780.1
OG0002739	SRDH2_14730.1	SCUR1_12850.12, SCUR1_12850.7, SCUR1_12850.1, SCUR1_12850.3, SCUR1_12850.10, SCUR1_12850.11, SCUR1_12850.2, SCUR1_12850.4, SCUR1_12850.5, SCUR1_12850.6, SCUR1_12850.8, SCUR1_12850.9
OG0002740	SRDH2_39750.1, SRDH2_39750.2	SCUR1_39780.1
OG0002741	SRDH2_17950.1, SRDH2_17950.2, SRDH2_17950.3, SRDH2_17950.4, SRDH2_17950.5	SCUR1_17460.1
OG0002742	SRDH2_74240.2, SRDH2_74240.1, SRDH2_74240.6, SRDH2_74240.3, SRDH2_74240.4, SRDH2_74240.5	SCUR1_70690.1
OG0002743	SRDH2_42200.4, SRDH2_42200.5, SRDH2_42200.3, SRDH2_42200.1, SRDH2_42200.2	SCUR1_42050.1, SCUR1_42050.2
OG0002744	SRDH2_59180.3, SRDH2_59180.1, SRDH2_59180.2	SCUR1_57830.1
OG0002745	SRDH2_95330.1	SCUR1_90900.1
OG0002746	SRDH2_55190.1, SRDH2_55190.2, SRDH2_55190.3	SCUR1_54310.1
OG0002747	SRDH2_26160.1	SCUR1_25700.1
OG0002748	SRDH2_32820.1	SCUR1_35370.1
OG0002749	SRDH2_48480.2, SRDH2_48480.1	SCUR1_100770.2, SCUR1_100770.1, SCUR1_47800.1
OG0002750	SRDH2_47870.1, SRDH2_47870.2, SRDH2_47870.3	SCUR1_47140.1
OG0002751	SRDH2_40050.1, SRDH2_40050.2, SRDH2_40050.3	SCUR1_40090.1
OG0002752	SRDH2_72170.1	SCUR1_69520.2, SCUR1_69520.1, SCUR1_69520.3
OG0002753	SRDH2_88320.1	SCUR1_84370.1
OG0002754	SRDH2_16210.1	SCUR1_15760.1
OG0002755	SRDH2_3940.1, SRDH2_3940.2	SCUR1_3820.1
