Orthogroup	schistosoma_rodhaini	fasciola_gigantica
OG0002961	SRDH2_19590.1	FGIG_02939
OG0002962	SRDH2_69790.1	FGIG_02969
OG0002963	SRDH2_101280.1, SRDH2_101280.2, SRDH2_13110.1, SRDH2_101840.1	FGIG_02993
OG0002964	SRDH2_25530.1	FGIG_03178
OG0002965	SRDH2_95600.1	FGIG_03233
OG0002966	SRDH2_44170.2, SRDH2_44170.3, SRDH2_44170.1, SRDH2_44170.4	FGIG_03240
OG0002967	SRDH2_62670.1, SRDH2_62670.3, SRDH2_62670.2	FGIG_03409
OG0002968	SRDH2_19780.1, SRDH2_19790.1, SRDH2_19790.2, SRDH2_19790.3	FGIG_03437, FGIG_03436
OG0002969	SRDH2_53300.1	FGIG_09365, FGIG_10961
OG0002970	SRDH2_10250.5, SRDH2_10250.2, SRDH2_10250.4, SRDH2_10250.1, SRDH2_10250.3	FGIG_03956
OG0002971	SRDH2_64550.3, SRDH2_64550.1, SRDH2_64550.2	FGIG_03967
OG0002972	SRDH2_63310.15, SRDH2_63310.16, SRDH2_63310.17	FGIG_04052
OG0002973	SRDH2_49260.2, SRDH2_49260.3, SRDH2_49260.1	FGIG_04067
OG0002974	SRDH2_38090.1, SRDH2_38090.2, SRDH2_38090.3	FGIG_04073, FGIG_04075
OG0002975	SRDH2_32060.2, SRDH2_32060.3, SRDH2_32060.4, SRDH2_32060.1	FGIG_04094
OG0002976	SRDH2_65110.1, SRDH2_65110.2	FGIG_04253
OG0002977	SRDH2_8190.1, SRDH2_8190.2, SRDH2_8190.3, SRDH2_8190.4	FGIG_04273
OG0002979	SRDH2_23200.1, SRDH2_23190.5, SRDH2_23190.3, SRDH2_23190.4	FGIG_04465, FGIG_04464
OG0002980	SRDH2_29730.1	FGIG_04471
OG0002981	SRDH2_77050.3, SRDH2_77050.1, SRDH2_77050.2	FGIG_04544
OG0002982	SRDH2_54650.2, SRDH2_54650.3, SRDH2_54650.1	FGIG_04550
OG0002983	SRDH2_25090.1, SRDH2_25090.2	FGIG_04578
OG0002984	SRDH2_14710.1, SRDH2_14740.1	FGIG_04581
OG0002985	SRDH2_2200.1	FGIG_04617
OG0002986	SRDH2_10370.4, SRDH2_10370.1, SRDH2_10370.3, SRDH2_10370.2, SRDH2_10370.5	FGIG_04702, FGIG_04701, FGIG_10984, FGIG_10983
OG0002988	SRDH2_96360.1, SRDH2_96360.2	FGIG_04757, FGIG_04758
OG0002989	SRDH2_50180.1	FGIG_04844
OG0002990	SRDH2_83140.1, SRDH2_83140.2, SRDH2_83140.3, SRDH2_83140.4, SRDH2_83140.5	FGIG_05026
OG0002991	SRDH2_36570.1	FGIG_05049
OG0002992	SRDH2_77760.4, SRDH2_77760.1, SRDH2_77760.3, SRDH2_77760.2	FGIG_08339, FGIG_05098
OG0002993	SRDH2_86510.1, SRDH2_86510.2	FGIG_06818, FGIG_05143
OG0002994	SRDH2_19760.6, SRDH2_19760.2, SRDH2_19760.1, SRDH2_19760.3, SRDH2_19760.4, SRDH2_19760.5	FGIG_05172, FGIG_10596
OG0002995	SRDH2_93750.1	FGIG_05238, FGIG_05700, FGIG_05702
OG0002996	SRDH2_15440.1	FGIG_05248
OG0002997	SRDH2_38340.1	FGIG_05258
OG0002998	SRDH2_44830.3, SRDH2_44830.4, SRDH2_44830.2, SRDH2_44830.1	FGIG_05264
OG0002999	SRDH2_62000.1	FGIG_05459, FGIG_05458
OG0003000	SRDH2_27420.1	FGIG_05550, FGIG_11718
OG0003001	SRDH2_27370.1	FGIG_05567, FGIG_05566, FGIG_05568
OG0003002	SRDH2_20040.1	FGIG_05627
OG0003003	SRDH2_97080.1	FGIG_05718
OG0003004	SRDH2_76950.5, SRDH2_76950.1, SRDH2_76950.2, SRDH2_76950.3, SRDH2_76950.4	FGIG_05746
OG0003005	SRDH2_54910.2, SRDH2_54910.3, SRDH2_54910.1, SRDH2_54910.4	FGIG_05768
OG0003006	SRDH2_88090.1	FGIG_12572, FGIG_05890
OG0003007	SRDH2_62700.2, SRDH2_62700.5, SRDH2_62700.1, SRDH2_62700.3, SRDH2_62700.4	FGIG_05943
OG0003008	SRDH2_36530.1	FGIG_05946
OG0003009	SRDH2_6590.1	FGIG_05963
OG0003010	SRDH2_74910.1	FGIG_05969, FGIG_07856
OG0003011	SRDH2_30730.1, SRDH2_30730.2, SRDH2_30730.3, SRDH2_30730.4	FGIG_05999, FGIG_06000
OG0003012	SRDH2_63150.1, SRDH2_63150.2, SRDH2_63150.3	FGIG_06004
OG0003013	SRDH2_80220.1, SRDH2_80220.6, SRDH2_80220.7, SRDH2_80220.2, SRDH2_80220.4, SRDH2_80220.5, SRDH2_80220.3	FGIG_06062
OG0003014	SRDH2_86720.1	FGIG_06089
OG0003015	SRDH2_43650.1	FGIG_06212
OG0003016	SRDH2_77430.1	FGIG_06238
OG0003017	SRDH2_51000.1, SRDH2_51000.2, SRDH2_51000.3, SRDH2_51000.4, SRDH2_51000.5	FGIG_06260
OG0003018	SRDH2_97910.1	FGIG_06279, FGIG_06278
OG0003019	SRDH2_76410.1, SRDH2_76410.2	FGIG_06334
OG0003020	SRDH2_29170.1	FGIG_06382, FGIG_06381
OG0003021	SRDH2_86750.1	FGIG_06534, FGIG_06533, FGIG_12647
OG0003022	SRDH2_25300.1, SRDH2_25300.2	FGIG_06594
OG0003023	SRDH2_86670.1, SRDH2_86670.2	FGIG_06597
OG0003024	SRDH2_79760.1	FGIG_06988
OG0003025	SRDH2_37930.1	FGIG_07082
OG0003026	SRDH2_35130.1	FGIG_07133
OG0003027	SRDH2_17170.1, SRDH2_17170.2, SRDH2_17160.1	FGIG_07139, FGIG_07140
OG0003028	SRDH2_10410.1, SRDH2_10400.1	FGIG_07143
OG0003029	SRDH2_84170.1, SRDH2_84170.2, SRDH2_84170.3	FGIG_07244
OG0003030	SRDH2_19990.1	FGIG_07269
OG0003031	SRDH2_68200.2, SRDH2_68200.1, SRDH2_68200.3	FGIG_07278, FGIG_12471
OG0003032	SRDH2_60540.1	FGIG_07540
OG0003033	SRDH2_47620.1	FGIG_07592
OG0003034	SRDH2_84650.4, SRDH2_84650.1, SRDH2_84650.2, SRDH2_84650.3	FGIG_07751
OG0003036	SRDH2_86840.1, SRDH2_86840.2	FGIG_07780
OG0003037	SRDH2_81440.6, SRDH2_81440.7, SRDH2_81440.1, SRDH2_81440.4, SRDH2_81440.3, SRDH2_81440.2, SRDH2_81440.8, SRDH2_81440.5	FGIG_07808
OG0003038	SRDH2_53860.2, SRDH2_53860.3, SRDH2_53860.4, SRDH2_53860.1	FGIG_07992
OG0003039	SRDH2_46930.1	FGIG_08048
OG0003040	SRDH2_30460.1	FGIG_08190
OG0003041	SRDH2_34860.1	FGIG_08407
OG0003042	SRDH2_41090.3, SRDH2_41090.4, SRDH2_41090.5, SRDH2_41090.6, SRDH2_41090.1, SRDH2_41090.2, SRDH2_41090.7	FGIG_08421
OG0003043	SRDH2_48640.2, SRDH2_48640.3, SRDH2_48640.1	FGIG_11366, FGIG_08443, FGIG_11401
OG0003044	SRDH2_7940.1, SRDH2_7940.3, SRDH2_7940.4, SRDH2_7940.2	FGIG_08468
OG0003045	SRDH2_52600.1	FGIG_08522
OG0003046	SRDH2_52610.1, SRDH2_52610.2, SRDH2_52610.3, SRDH2_52610.7, SRDH2_52610.4, SRDH2_52610.5, SRDH2_52610.6	FGIG_08523
OG0003047	SRDH2_14870.4, SRDH2_14870.1, SRDH2_14870.5, SRDH2_14870.2, SRDH2_14870.3	FGIG_08578
OG0003048	SRDH2_46230.1, SRDH2_46370.1, SRDH2_46380.1, SRDH2_46360.1	FGIG_08685
OG0003049	SRDH2_46220.2, SRDH2_101810.1, SRDH2_46220.1, SRDH2_46310.1, SRDH2_46250.1, SRDH2_46400.1, SRDH2_46420.1	FGIG_08686
OG0003050	SRDH2_80490.1, SRDH2_80490.2	FGIG_08727
OG0003051	SRDH2_24810.1	FGIG_11595, FGIG_08733
OG0003052	SRDH2_67200.1	FGIG_08801
OG0003053	SRDH2_26950.2, SRDH2_26950.1, SRDH2_26950.3	FGIG_09271, FGIG_08894
OG0003054	SRDH2_9100.2, SRDH2_9100.1, SRDH2_9100.3	FGIG_08948
OG0003055	SRDH2_57860.2, SRDH2_57860.3, SRDH2_57860.4, SRDH2_57860.1	FGIG_08993
OG0003056	SRDH2_8980.2, SRDH2_8980.3, SRDH2_8980.4, SRDH2_8980.6, SRDH2_8980.1, SRDH2_8980.5	FGIG_09001
OG0003057	SRDH2_64920.1	FGIG_09030
OG0003058	SRDH2_94950.1, SRDH2_94950.3, SRDH2_94950.4, SRDH2_94950.2	FGIG_09112
OG0003059	SRDH2_33550.1, SRDH2_33550.2, SRDH2_33550.3	FGIG_09121, FGIG_09120
OG0003060	SRDH2_54070.1, SRDH2_54070.2	FGIG_09243, FGIG_09244
OG0003061	SRDH2_84210.1, SRDH2_84210.2	FGIG_09587
OG0003062	SRDH2_92910.1, SRDH2_92910.2	FGIG_09635, FGIG_09636
OG0003063	SRDH2_18210.1	FGIG_09684, FGIG_09683
OG0003064	SRDH2_7960.2, SRDH2_7960.1, SRDH2_7960.3	FGIG_09743
OG0003065	SRDH2_22190.1	FGIG_10047
OG0003066	SRDH2_97400.2, SRDH2_97400.1	FGIG_12142, FGIG_10066
OG0003067	SRDH2_25260.1	FGIG_10345
OG0003068	SRDH2_78700.1	FGIG_11486, FGIG_10373
OG0003069	SRDH2_71790.2, SRDH2_71790.4, SRDH2_71790.1, SRDH2_71790.3	FGIG_10445
OG0003070	SRDH2_32810.3, SRDH2_32810.2, SRDH2_32810.1	FGIG_10642
OG0003071	SRDH2_62330.2, SRDH2_62330.4, SRDH2_62330.1, SRDH2_62330.3, SRDH2_62330.5	FGIG_11658, FGIG_10650
OG0003072	SRDH2_81460.1, SRDH2_81460.2, SRDH2_81460.3	FGIG_10812
OG0003073	SRDH2_65620.1	FGIG_10975
OG0003074	SRDH2_60410.1	FGIG_10986, FGIG_11028
OG0003075	SRDH2_58930.1, SRDH2_58930.2	FGIG_10993
OG0003076	SRDH2_58990.1	FGIG_11076
OG0003077	SRDH2_76440.1	FGIG_11119
OG0003079	SRDH2_57820.1	FGIG_11502
OG0003080	SRDH2_11370.1, SRDH2_11370.2	FGIG_11951
OG0003081	SRDH2_12450.1, SRDH2_12450.3, SRDH2_12450.4, SRDH2_12450.2	FGIG_12102
OG0003082	SRDH2_50860.1, SRDH2_50860.2, SRDH2_50860.3, SRDH2_50860.4	FGIG_12404
OG0003107	SRDH2_57770.1, SRDH2_57770.2	FGIG_00005
OG0003108	SRDH2_26760.1, SRDH2_26760.3, SRDH2_26760.2, SRDH2_100310.1, SRDH2_26760.4	FGIG_00069
OG0003109	SRDH2_15800.3, SRDH2_15800.1, SRDH2_15800.2	FGIG_00104
OG0003111	SRDH2_73960.1	FGIG_00373, FGIG_00372
OG0003112	SRDH2_68310.1	FGIG_00405
OG0003114	SRDH2_90310.1, SRDH2_90310.2	FGIG_00425
OG0003115	SRDH2_75620.2, SRDH2_75620.1, SRDH2_75620.4, SRDH2_75620.3	FGIG_00440
OG0003116	SRDH2_91100.1	FGIG_00454
OG0003117	SRDH2_18980.1, SRDH2_18980.2	FGIG_00573
OG0003118	SRDH2_40910.3, SRDH2_40910.1, SRDH2_40910.4, SRDH2_40910.5, SRDH2_40910.2	FGIG_00599
OG0003119	SRDH2_34990.1	FGIG_00640
OG0003120	SRDH2_74980.1	FGIG_00733
OG0003121	SRDH2_1650.1	FGIG_00832
OG0003122	SRDH2_530.1, SRDH2_530.6, SRDH2_530.3, SRDH2_530.8, SRDH2_530.5, SRDH2_530.2, SRDH2_530.4, SRDH2_530.7	FGIG_00834
OG0003123	SRDH2_85810.1, SRDH2_85880.1	FGIG_00870
OG0003124	SRDH2_92080.1	FGIG_00892
OG0003126	SRDH2_19610.3, SRDH2_19610.1, SRDH2_19610.2	FGIG_00964
OG0003127	SRDH2_88910.1	FGIG_01018, FGIG_01019
OG0003128	SRDH2_84560.1	FGIG_01047
OG0003129	SRDH2_2990.4, SRDH2_2990.5, SRDH2_2990.1, SRDH2_2990.2, SRDH2_2990.3	FGIG_01130
OG0003130	SRDH2_28330.1	FGIG_06959, FGIG_06960, FGIG_01205
OG0003131	SRDH2_73310.1	FGIG_01254
OG0003133	SRDH2_60880.2, SRDH2_60880.3, SRDH2_60880.1, SRDH2_60880.4	FGIG_01405
OG0003134	SRDH2_85930.1	FGIG_01432, FGIG_01433
OG0003135	SRDH2_33910.1, SRDH2_33910.2	FGIG_01687
OG0003136	SRDH2_10530.1	FGIG_01720
OG0003137	SRDH2_83690.1	FGIG_10091, FGIG_01742
OG0003138	SRDH2_92290.1, SRDH2_92290.2, SRDH2_92290.3	FGIG_01803, FGIG_01804
OG0003139	SRDH2_50160.1	FGIG_01910, FGIG_04845
OG0003140	SRDH2_31370.2, SRDH2_31370.4, SRDH2_31370.5, SRDH2_31370.6, SRDH2_31370.1	FGIG_01963
OG0003141	SRDH2_63170.2, SRDH2_63170.1	FGIG_02066
OG0003142	SRDH2_78480.2, SRDH2_78480.3, SRDH2_78480.4, SRDH2_78480.5, SRDH2_78480.6, SRDH2_78480.1, SRDH2_78480.7	FGIG_06588, FGIG_02089
OG0003143	SRDH2_77580.1, SRDH2_77580.3, SRDH2_77580.4, SRDH2_77580.2	FGIG_02166
OG0003144	SRDH2_39440.1, SRDH2_39440.2	FGIG_02199
OG0003145	SRDH2_20320.1	FGIG_02360, FGIG_05876
OG0003146	SRDH2_67160.1	FGIG_02362
OG0003147	SRDH2_50010.1	FGIG_11805, FGIG_02380
OG0003148	SRDH2_95960.1	FGIG_02414
OG0003149	SRDH2_100550.6, SRDH2_100550.8, SRDH2_100550.9, SRDH2_57060.1, SRDH2_100500.1, SRDH2_100550.1, SRDH2_100550.2, SRDH2_100550.3, SRDH2_100550.4, SRDH2_100550.5, SRDH2_100550.7, SRDH2_57490.1	FGIG_02528
OG0003150	SRDH2_80760.1, SRDH2_80760.3, SRDH2_80760.4, SRDH2_80760.2, SRDH2_80770.1, SRDH2_80760.5, SRDH2_80760.6	FGIG_02558
OG0003151	SRDH2_50740.1	FGIG_02577, FGIG_02578
OG0003152	SRDH2_37750.1	FGIG_02705
OG0003153	SRDH2_75710.1	FGIG_02735
OG0003154	SRDH2_33250.1	FGIG_02742
OG0003155	SRDH2_74640.6, SRDH2_74640.1, SRDH2_74640.10, SRDH2_74640.2, SRDH2_74640.3, SRDH2_74640.7, SRDH2_74640.4, SRDH2_74640.5, SRDH2_74640.8, SRDH2_74640.9	FGIG_02744
OG0003157	SRDH2_53610.1, SRDH2_53610.2	FGIG_02891
OG0003158	SRDH2_93570.3, SRDH2_93570.4, SRDH2_93570.2, SRDH2_93570.1	FGIG_06749, FGIG_11417, FGIG_02904
OG0003159	SRDH2_57370.1, SRDH2_57370.2	FGIG_04612, FGIG_02912
OG0003160	SRDH2_21100.1	FGIG_02965
OG0003161	SRDH2_47900.5, SRDH2_47900.2, SRDH2_47900.3, SRDH2_47900.1, SRDH2_47900.4	FGIG_03141
OG0003162	SRDH2_9880.1	FGIG_03155, FGIG_06192
OG0003163	SRDH2_1630.1	FGIG_03160
OG0003164	SRDH2_35300.1, SRDH2_35300.2	FGIG_03241
OG0003165	SRDH2_79530.1, SRDH2_79530.2	FGIG_03257
OG0003166	SRDH2_55770.1	FGIG_03294
OG0003167	SRDH2_97010.1, SRDH2_97010.2	FGIG_03348
OG0003168	SRDH2_65230.1, SRDH2_65230.2	FGIG_03363, FGIG_07368
OG0003169	SRDH2_16350.1	FGIG_03426
OG0003170	SRDH2_18570.1	FGIG_03444
OG0003171	SRDH2_72510.1, SRDH2_72510.2, SRDH2_72510.3, SRDH2_72510.4	FGIG_03515
OG0003172	SRDH2_22540.1	FGIG_06205, FGIG_03518, FGIG_05757
OG0003173	SRDH2_36830.1, SRDH2_36830.2	FGIG_03614, FGIG_03616, FGIG_03615
OG0003174	SRDH2_77070.1	FGIG_03638
OG0003175	SRDH2_97160.1	FGIG_03807
OG0003176	SRDH2_72350.1, SRDH2_72350.2	FGIG_03829
OG0003177	SRDH2_26170.1, SRDH2_26170.2	FGIG_03833, FGIG_07602, FGIG_10490
OG0003178	SRDH2_35350.1	FGIG_06106, FGIG_06105, FGIG_03939
OG0003179	SRDH2_77210.1	FGIG_12448, FGIG_04250
OG0003180	SRDH2_4350.1	FGIG_04325
OG0003181	SRDH2_34290.1, SRDH2_34290.2, SRDH2_34290.3, SRDH2_34290.5, SRDH2_34290.6, SRDH2_34290.4	FGIG_06032, FGIG_04528
OG0003182	SRDH2_31570.2, SRDH2_31570.1	FGIG_04583
OG0003183	SRDH2_15200.1, SRDH2_15200.2	FGIG_04603
OG0003184	SRDH2_47340.1, SRDH2_28810.2, SRDH2_28810.3, SRDH2_28810.1	FGIG_04609
OG0003185	SRDH2_73840.1	FGIG_04853
OG0003186	SRDH2_30160.1	FGIG_04944
OG0003187	SRDH2_75720.1	FGIG_04951
OG0003188	SRDH2_84230.1	FGIG_05117
OG0003189	SRDH2_58330.3, SRDH2_58330.4, SRDH2_58330.1, SRDH2_58330.2	FGIG_05178
OG0003190	SRDH2_62060.1	FGIG_05237
OG0003191	SRDH2_48170.1	FGIG_05315
OG0003192	SRDH2_69830.1, SRDH2_69830.2	FGIG_05388
OG0003193	SRDH2_37710.1	FGIG_05396
OG0003194	SRDH2_71600.1	FGIG_05426
OG0003195	SRDH2_18600.1, SRDH2_18600.2, SRDH2_18600.3, SRDH2_18600.4, SRDH2_18600.5	FGIG_05446
OG0003196	SRDH2_63710.5, SRDH2_63710.2, SRDH2_63710.4, SRDH2_63710.1, SRDH2_63710.3	FGIG_05473, FGIG_07358
OG0003197	SRDH2_98350.1	FGIG_05532
OG0003198	SRDH2_51680.1	FGIG_05599, FGIG_06298
OG0003199	SRDH2_96820.1	FGIG_05652
OG0003200	SRDH2_10800.1	FGIG_05681
OG0003201	SRDH2_13420.2, SRDH2_13420.1	FGIG_05709
OG0003202	SRDH2_19000.1, SRDH2_19000.2, SRDH2_19000.3	FGIG_05726
OG0003203	SRDH2_94540.1	FGIG_05925
OG0003204	SRDH2_20690.1	FGIG_05955, FGIG_05956
OG0003205	SRDH2_34230.1, SRDH2_34230.4, SRDH2_34230.2, SRDH2_34230.3, SRDH2_34230.5	FGIG_06364, FGIG_07276
OG0003206	SRDH2_18140.1	FGIG_06475
OG0003207	SRDH2_8570.1	FGIG_06638
OG0003208	SRDH2_66790.2, SRDH2_66790.1	FGIG_06732
OG0003209	SRDH2_80850.1	FGIG_06733
OG0003210	SRDH2_14830.1	FGIG_06802, FGIG_06803, FGIG_07222
OG0003211	SRDH2_76940.1	FGIG_06838
OG0003212	SRDH2_5940.2, SRDH2_5940.1, SRDH2_5940.3, SRDH2_5940.4	FGIG_06873
OG0003213	SRDH2_35190.1	FGIG_06897
OG0003214	SRDH2_11800.1	FGIG_10827, FGIG_06937
OG0003215	SRDH2_9230.1, SRDH2_9220.1	FGIG_06944, FGIG_06943
OG0003216	SRDH2_67940.2, SRDH2_67940.1	FGIG_06947
OG0003217	SRDH2_62440.3, SRDH2_62440.1, SRDH2_62440.4, SRDH2_62440.2	FGIG_07015
OG0003218	SRDH2_59690.1	FGIG_07072
OG0003221	SRDH2_39810.3, SRDH2_39810.1, SRDH2_39810.2	FGIG_07199
OG0003222	SRDH2_20050.1, SRDH2_20050.2	FGIG_07209
OG0003223	SRDH2_91610.2, SRDH2_91610.1	FGIG_07226, FGIG_07227
OG0003224	SRDH2_32050.4, SRDH2_32050.5, SRDH2_32050.1, SRDH2_32050.2, SRDH2_32050.3	FGIG_07232
OG0003225	SRDH2_91180.1	FGIG_07237
OG0003226	SRDH2_12130.1	FGIG_07430
OG0003227	SRDH2_63180.1, SRDH2_63180.2	FGIG_07506
OG0003228	SRDH2_89810.1	FGIG_07512
OG0003228	SRDH2_89790.3, SRDH2_89790.1, SRDH2_89790.2	FGIG_07510
OG0003229	SRDH2_78020.1	FGIG_07522
OG0003230	SRDH2_47720.1	FGIG_07546
OG0003231	SRDH2_18280.4, SRDH2_18280.2, SRDH2_18280.3, SRDH2_18280.1	FGIG_07630, FGIG_07631
OG0003232	SRDH2_11270.1	FGIG_07654
OG0003233	SRDH2_22750.1, SRDH2_23260.1	FGIG_07711
OG0003234	SRDH2_62090.1	FGIG_07721
OG0003235	SRDH2_86830.1	FGIG_07779
OG0003236	SRDH2_58810.1	FGIG_07810
OG0003237	SRDH2_25640.1, SRDH2_25640.2, SRDH2_25640.3, SRDH2_25650.1	FGIG_07852
OG0003238	SRDH2_66080.1	FGIG_07918
OG0003239	SRDH2_83030.1, SRDH2_83030.3, SRDH2_83030.4, SRDH2_83030.5, SRDH2_83030.2	FGIG_08059
OG0003240	SRDH2_8280.1	FGIG_08124
OG0003241	SRDH2_37430.1	FGIG_10248, FGIG_08213
OG0003242	SRDH2_53060.1, SRDH2_53060.3, SRDH2_53060.7, SRDH2_53060.4, SRDH2_53060.2, SRDH2_53060.5, SRDH2_53060.6	FGIG_08237
OG0003243	SRDH2_8960.1	FGIG_08291
OG0003244	SRDH2_54380.2, SRDH2_54380.1, SRDH2_54380.3, SRDH2_54380.4	FGIG_10219, FGIG_08294
OG0003245	SRDH2_54880.1, SRDH2_54880.2, SRDH2_54880.3, SRDH2_54880.4, SRDH2_54880.5	FGIG_08341
OG0003246	SRDH2_9020.2, SRDH2_9020.3, SRDH2_9020.1, SRDH2_9020.4, SRDH2_9020.5	FGIG_08352
OG0003247	SRDH2_20960.1	FGIG_08388
OG0003248	SRDH2_85520.1, SRDH2_85520.2, SRDH2_85520.3, SRDH2_85520.4	FGIG_08413
OG0003249	SRDH2_65560.5, SRDH2_65560.4, SRDH2_65560.1, SRDH2_65560.3, SRDH2_65560.2	FGIG_08451, FGIG_12637
OG0003250	SRDH2_71780.1	FGIG_08547
OG0003251	SRDH2_89640.1, SRDH2_89640.2, SRDH2_100600.1	FGIG_08561
OG0003252	SRDH2_42620.1, SRDH2_42620.2, SRDH2_42620.3, SRDH2_42620.4	FGIG_08583
OG0003253	SRDH2_90350.1	FGIG_08616
OG0003254	SRDH2_67950.8, SRDH2_67950.5, SRDH2_67950.2, SRDH2_67950.1, SRDH2_67950.4, SRDH2_67950.7, SRDH2_67950.3, SRDH2_67950.6	FGIG_08634
OG0003255	SRDH2_96850.1, SRDH2_96000.1	FGIG_08636, FGIG_08635
OG0003256	SRDH2_86130.1	FGIG_08649
OG0003257	SRDH2_14690.1	FGIG_08692
OG0003258	SRDH2_43640.1	FGIG_08812
OG0003259	SRDH2_24170.1, SRDH2_24170.2, SRDH2_24170.3	FGIG_08924
OG0003260	SRDH2_86600.2, SRDH2_86600.3, SRDH2_86600.1, SRDH2_86600.5, SRDH2_86600.4	FGIG_08952, FGIG_08953
OG0003261	SRDH2_32240.1	FGIG_08978
OG0003262	SRDH2_59680.1	FGIG_11009
OG0003263	SRDH2_5060.1, SRDH2_5060.2, SRDH2_5020.1	FGIG_09000
OG0003264	SRDH2_15990.1, SRDH2_15990.2, SRDH2_15990.3, SRDH2_15990.4, SRDH2_15990.5	FGIG_09035
OG0003265	SRDH2_42290.4, SRDH2_42290.2, SRDH2_42290.3, SRDH2_42290.1	FGIG_09131
OG0003266	SRDH2_74470.1	FGIG_09132
OG0003267	SRDH2_20640.1	FGIG_09140
OG0003268	SRDH2_43730.1	FGIG_10574, FGIG_09212
OG0003269	SRDH2_78330.1, SRDH2_78330.5, SRDH2_78330.6, SRDH2_78330.2, SRDH2_78330.3, SRDH2_78330.4	FGIG_09415
OG0003270	SRDH2_64200.1	FGIG_09426, FGIG_09427
OG0003271	SRDH2_12100.1	FGIG_09434
OG0003272	SRDH2_34080.1	FGIG_10872
OG0003273	SRDH2_35730.1	FGIG_09631
OG0003274	SRDH2_19350.1, SRDH2_19350.4, SRDH2_19350.2, SRDH2_19350.3	FGIG_09710, FGIG_13996
OG0003275	SRDH2_25040.1	FGIG_09740
OG0003276	SRDH2_63240.1	FGIG_09828, FGIG_09827
OG0003277	SRDH2_35450.1, SRDH2_35450.2	FGIG_09918
OG0003278	SRDH2_56710.1	FGIG_09964
OG0003279	SRDH2_1850.1	FGIG_10006
OG0003280	SRDH2_79950.1	FGIG_10327
OG0003281	SRDH2_97760.2, SRDH2_97760.1	FGIG_10328
OG0003282	SRDH2_53210.2, SRDH2_53210.1	FGIG_10330
OG0003283	SRDH2_97990.4, SRDH2_97990.1, SRDH2_97990.3, SRDH2_97990.2	FGIG_10371
OG0003284	SRDH2_62030.2, SRDH2_62030.1	FGIG_10450
OG0003285	SRDH2_23310.1	FGIG_10621
OG0003286	SRDH2_69220.1	FGIG_10657
OG0003288	SRDH2_70060.2, SRDH2_70060.3, SRDH2_70060.4, SRDH2_70060.5, SRDH2_70060.1	FGIG_10739
OG0003289	SRDH2_15180.1, SRDH2_15180.2, SRDH2_15180.3, SRDH2_15180.4, SRDH2_15180.5	FGIG_10772
OG0003290	SRDH2_10700.1	FGIG_11006
OG0003291	SRDH2_17720.1	FGIG_11157
OG0003292	SRDH2_87850.1	FGIG_11166
OG0003293	SRDH2_27600.5, SRDH2_27600.4, SRDH2_27600.1, SRDH2_27600.2, SRDH2_27600.3	FGIG_11234
OG0003294	SRDH2_35470.1	FGIG_11258
OG0003295	SRDH2_26360.1, SRDH2_26360.2, SRDH2_26360.3	FGIG_11269
OG0003296	SRDH2_55200.1	FGIG_12360, FGIG_11371
OG0003297	SRDH2_18170.1	FGIG_11432
OG0003298	SRDH2_47050.1	FGIG_11454, FGIG_11539
OG0003299	SRDH2_79050.1	FGIG_11644, FGIG_12619
OG0003300	SRDH2_12670.3, SRDH2_12670.1, SRDH2_12670.2	FGIG_11672
OG0003301	SRDH2_44330.3, SRDH2_44330.1, SRDH2_44330.2	FGIG_11783
OG0003302	SRDH2_8440.3, SRDH2_8440.2, SRDH2_8440.1, SRDH2_8440.4	FGIG_11908
OG0003303	SRDH2_55300.1	FGIG_12001
OG0003304	SRDH2_7180.1	FGIG_12346
OG0003305	SRDH2_75780.3, SRDH2_75780.4, SRDH2_75780.1, SRDH2_75780.2	FGIG_12365
OG0003306	SRDH2_57690.1, SRDH2_57690.2, SRDH2_57690.3	FGIG_12477
OG0003307	SRDH2_26550.1	FGIG_12638
OG0003326	SRDH2_69380.1	FGIG_00027
OG0003327	SRDH2_78860.1	FGIG_00066
OG0003328	SRDH2_76210.1	FGIG_00138, FGIG_11210
OG0003329	SRDH2_97860.1	FGIG_00157
OG0003330	SRDH2_52640.1	FGIG_00309
OG0003331	SRDH2_10050.1, SRDH2_10050.2, SRDH2_10050.3	FGIG_00333
OG0003332	SRDH2_90870.1, SRDH2_36540.1	FGIG_00348, FGIG_00349
OG0003333	SRDH2_6580.1, SRDH2_6580.2, SRDH2_6580.3, SRDH2_6580.4	FGIG_00370
OG0003334	SRDH2_28800.1, SRDH2_28800.2, SRDH2_28800.3	FGIG_00412
OG0003335	SRDH2_67610.2, SRDH2_67610.1	FGIG_00467
OG0003336	SRDH2_63310.2, SRDH2_63310.26, SRDH2_63310.27, SRDH2_63310.23, SRDH2_63310.24, SRDH2_63310.25, SRDH2_63310.1, SRDH2_63310.22, SRDH2_63390.1	FGIG_00550
OG0003337	SRDH2_78220.3, SRDH2_78220.1, SRDH2_78220.2, SRDH2_78220.4, SRDH2_78220.5, SRDH2_78220.6, SRDH2_78220.7, SRDH2_78220.8	FGIG_00566
OG0003338	SRDH2_17220.1	FGIG_00567
OG0003339	SRDH2_700.1	FGIG_00577
OG0003340	SRDH2_39880.4, SRDH2_39880.1, SRDH2_39880.2, SRDH2_39880.3, SRDH2_39880.5	FGIG_11568, FGIG_00580
