Orthogroup	schistosoma_rodhaini	schistosoma_bovis
OG0002581	SRDH2_62160.1, SRDH2_62160.2	SBOV2_60140.1
OG0002582	SRDH2_32600.1, SRDH2_32600.3, SRDH2_32600.2, SRDH2_32600.4	SBOV2_32660.1
OG0002583	SRDH2_90610.1	SBOV2_86940.1
OG0002584	SRDH2_39230.4, SRDH2_39230.5, SRDH2_39230.3, SRDH2_39230.6, SRDH2_39230.2, SRDH2_39230.1	SBOV2_28670.3, SBOV2_28670.1, SBOV2_28670.4, SBOV2_28670.5, SBOV2_28670.6, SBOV2_28670.2
OG0002585	SRDH2_21360.1	SBOV2_20380.1, SBOV2_20390.1
OG0002586	SRDH2_19470.6, SRDH2_19470.1, SRDH2_19470.2, SRDH2_19470.7, SRDH2_19470.8, SRDH2_19470.11, SRDH2_19470.4, SRDH2_19470.5, SRDH2_19470.9, SRDH2_19470.10, SRDH2_19470.3	SBOV2_18500.2, SBOV2_18500.1
OG0002587	SRDH2_85090.2, SRDH2_85090.1, SRDH2_85090.3	SBOV2_81990.2, SBOV2_81990.3, SBOV2_81990.1, SBOV2_81990.4
OG0002588	SRDH2_62760.1	SBOV2_60790.2, SBOV2_60790.1
OG0002589	SRDH2_62570.1, SRDH2_62570.2, SRDH2_62570.3, SRDH2_62570.4, SRDH2_62570.5, SRDH2_62570.6, SRDH2_62570.7, SRDH2_62570.9, SRDH2_62570.8	SBOV2_60570.1, SBOV2_60570.2, SBOV2_60570.3
OG0002590	SRDH2_78340.1, SRDH2_78340.5, SRDH2_78340.6, SRDH2_78340.3, SRDH2_78340.4, SRDH2_78340.7, SRDH2_78340.8, SRDH2_78340.9, SRDH2_78340.2	SBOV2_75500.1
OG0002591	SRDH2_80410.1	SBOV2_77540.4, SBOV2_77540.1, SBOV2_77540.3, SBOV2_77540.2
OG0002592	SRDH2_27910.2, SRDH2_27910.1, SRDH2_27910.3	SBOV2_40080.1
OG0002593	SRDH2_82010.1	SBOV2_78980.1, SBOV2_78980.2
OG0002594	SRDH2_82000.1, SRDH2_82000.2	SBOV2_78970.3, SBOV2_78970.2, SBOV2_78970.1
OG0002595	SRDH2_49180.4, SRDH2_49180.1, SRDH2_49180.3, SRDH2_49180.2	SBOV2_47810.1, SBOV2_47810.2
OG0002596	SRDH2_77940.1	SBOV2_75180.1
OG0002597	SRDH2_14930.1	SBOV2_12730.1
OG0002598	SRDH2_38270.1	SBOV2_33360.1
OG0002599	SRDH2_69680.3, SRDH2_69680.1, SRDH2_69680.2	SBOV2_66120.1
OG0002600	SRDH2_48260.4, SRDH2_48260.1, SRDH2_48260.2, SRDH2_48260.5, SRDH2_48260.3	SBOV2_46840.1, SBOV2_46840.2
OG0002601	SRDH2_13860.1	SBOV2_11780.1, SBOV2_11780.2, SBOV2_11780.3, SBOV2_11780.4, SBOV2_11780.5
OG0002602	SRDH2_22940.1	SBOV2_20960.2, SBOV2_20960.4, SBOV2_20960.3, SBOV2_20960.1
OG0002603	SRDH2_64760.1	SBOV2_62750.1, SBOV2_62750.6, SBOV2_62750.2, SBOV2_62750.3, SBOV2_62750.4, SBOV2_62750.5
OG0002604	SRDH2_2450.4, SRDH2_2450.3, SRDH2_2450.1, SRDH2_2450.2, SRDH2_2450.5	SBOV2_2420.1, SBOV2_2420.2, SBOV2_2420.3
OG0002605	SRDH2_50200.3, SRDH2_50200.1, SRDH2_50200.2	SBOV2_48790.1, SBOV2_48790.2
OG0002606	SRDH2_87930.1, SRDH2_87930.2, SRDH2_87930.4, SRDH2_87930.5, SRDH2_87930.6, SRDH2_87930.7, SRDH2_87930.3	SBOV2_84320.1, SBOV2_84320.2
OG0002607	SRDH2_35360.1, SRDH2_35360.3, SRDH2_35360.2	SBOV2_34220.1, SBOV2_34220.2
OG0002608	SRDH2_49010.1	SBOV2_47630.1, SBOV2_47630.2
OG0002609	SRDH2_3930.1	SBOV2_95950.1
OG0002610	SRDH2_42820.1, SRDH2_42820.2	SBOV2_41700.2, SBOV2_41700.1, SBOV2_41700.3
OG0002611	SRDH2_17370.5, SRDH2_17370.6, SRDH2_17370.1, SRDH2_17370.3, SRDH2_17370.4, SRDH2_17370.2	SBOV2_16390.1
OG0002612	SRDH2_24660.1	SBOV2_23710.1, SBOV2_23710.2
OG0002612	SRDH2_58140.1	SBOV2_55990.1
OG0002613	SRDH2_71270.1	SBOV2_69400.1
OG0002614	SRDH2_260.1	SBOV2_220.1, SBOV2_220.2
OG0002615	SRDH2_85660.1, SRDH2_85660.2	SBOV2_82500.1, SBOV2_82500.2, SBOV2_82500.3
OG0002616	SRDH2_37680.1	SBOV2_30390.1, SBOV2_30390.2
OG0002617	SRDH2_41240.1	SBOV2_26860.1, SBOV2_26860.2
OG0002618	SRDH2_58760.1, SRDH2_58750.1	SBOV2_56840.2, SBOV2_56840.1
OG0002619	SRDH2_61650.2, SRDH2_61650.3, SRDH2_61650.4, SRDH2_61650.1, SRDH2_61650.5, SRDH2_61650.7, SRDH2_61650.6, SRDH2_61650.8	SBOV2_59630.1, SBOV2_59630.2, SBOV2_59630.3
OG0002620	SRDH2_30680.1, SRDH2_30680.2	SBOV2_37330.1, SBOV2_37330.2, SBOV2_37330.3, SBOV2_37330.4
OG0002621	SRDH2_8630.1	SBOV2_8280.1, SBOV2_8280.2, SBOV2_8280.3
OG0002622	SRDH2_57940.1	SBOV2_55880.1
OG0002623	SRDH2_11630.1, SRDH2_11630.2, SRDH2_11630.3	SBOV2_11070.2, SBOV2_11070.1
OG0002624	SRDH2_17080.6, SRDH2_17080.1, SRDH2_17080.2, SRDH2_17080.3, SRDH2_17080.5, SRDH2_17080.4	SBOV2_16130.1
OG0002625	SRDH2_33610.1, SRDH2_33610.2, SRDH2_33610.3, SRDH2_33610.4, SRDH2_33610.5	SBOV2_31610.1
OG0002626	SRDH2_59020.2, SRDH2_59050.1	SBOV2_57190.1
OG0002627	SRDH2_15050.1	SBOV2_12800.1, SBOV2_12800.2, SBOV2_12800.3
OG0002628	SRDH2_42020.1	SBOV2_26140.1, SBOV2_26140.2
OG0002629	SRDH2_94260.1	SBOV2_90450.4, SBOV2_90450.1, SBOV2_90450.3, SBOV2_90450.2
OG0002630	SRDH2_9060.1	SBOV2_8640.1
OG0002631	SRDH2_25480.12, SRDH2_25480.9, SRDH2_25480.1, SRDH2_25480.13, SRDH2_25480.4, SRDH2_25480.6, SRDH2_25480.7, SRDH2_25480.8, SRDH2_25480.11, SRDH2_25480.10, SRDH2_25480.14, SRDH2_25480.3, SRDH2_25480.2, SRDH2_25480.5	SBOV2_24630.1, SBOV2_24630.2
OG0002632	SRDH2_23350.1	SBOV2_83950.1
OG0002633	SRDH2_40080.1, SRDH2_40090.1	SBOV2_27850.1, SBOV2_27850.2
OG0002634	SRDH2_25310.1	SBOV2_24430.1, SBOV2_24430.2, SBOV2_24430.3, SBOV2_24430.4
OG0002635	SRDH2_23690.1	SBOV2_22680.1, SBOV2_22670.1
OG0002636	SRDH2_82250.1	SBOV2_79240.1, SBOV2_79240.3, SBOV2_79240.2
OG0002637	SRDH2_97660.1	SBOV2_93280.2, SBOV2_93280.1, SBOV2_93280.3, SBOV2_93290.1
OG0002638	SRDH2_55090.1	SBOV2_51450.1, SBOV2_51450.2
OG0002639	SRDH2_69100.5, SRDH2_69100.3, SRDH2_69100.4, SRDH2_69100.1, SRDH2_69100.2	SBOV2_66620.2, SBOV2_66620.1
OG0002640	SRDH2_10930.1, SRDH2_10930.2	SBOV2_10360.2, SBOV2_10360.3, SBOV2_10360.1, SBOV2_10360.4, SBOV2_10360.5
OG0002641	SRDH2_54540.3, SRDH2_54540.1, SRDH2_54540.2	SBOV2_52010.1, SBOV2_52010.2, SBOV2_52010.5, SBOV2_52010.7, SBOV2_52010.3, SBOV2_52010.4, SBOV2_52010.6, SBOV2_52010.8
OG0002642	SRDH2_1500.1, SRDH2_1500.2	SBOV2_1490.1
OG0002643	SRDH2_4290.4, SRDH2_4290.5, SRDH2_4290.3, SRDH2_4290.2, SRDH2_4290.1	SBOV2_4270.1, SBOV2_4270.4, SBOV2_4270.2, SBOV2_4270.3
OG0002644	SRDH2_63500.1	SBOV2_61480.1, SBOV2_61480.2, SBOV2_61480.3
OG0002646	SRDH2_27450.1	SBOV2_40490.1, SBOV2_40490.2, SBOV2_40490.3
OG0002647	SRDH2_91050.4, SRDH2_91050.1, SRDH2_91050.2, SRDH2_91050.3	SBOV2_87360.1
OG0002648	SRDH2_6660.5, SRDH2_6660.6, SRDH2_6660.7, SRDH2_6660.1, SRDH2_6660.2, SRDH2_6660.3, SRDH2_6660.4, SRDH2_102130.1	SBOV2_6520.1
OG0002649	SRDH2_95810.1, SRDH2_95850.1, SRDH2_40540.1	SBOV2_27460.1
OG0002650	SRDH2_8640.1	SBOV2_8290.1, SBOV2_8290.2
OG0002651	SRDH2_10970.1, SRDH2_10970.2	SBOV2_10400.1, SBOV2_10400.2, SBOV2_10400.3, SBOV2_10400.4
OG0002652	SRDH2_45440.1	SBOV2_44540.1, SBOV2_44540.2
OG0002653	SRDH2_93540.2, SRDH2_93540.1	SBOV2_88940.1, SBOV2_88940.2
OG0002654	SRDH2_83320.2, SRDH2_83320.3, SRDH2_83320.1	SBOV2_80300.6, SBOV2_80300.5, SBOV2_80300.3, SBOV2_80300.4, SBOV2_80300.2, SBOV2_80300.1
OG0002655	SRDH2_56930.1, SRDH2_56930.2, SRDH2_56930.3, SRDH2_56930.4, SRDH2_56930.5	SBOV2_56200.1
OG0002656	SRDH2_21110.1, SRDH2_21110.2	SBOV2_20120.1, SBOV2_20120.2, SBOV2_20120.3
OG0002657	SRDH2_16540.1, SRDH2_16540.2	SBOV2_15650.4, SBOV2_15650.5, SBOV2_15650.6, SBOV2_15650.3, SBOV2_15650.2, SBOV2_15650.1
OG0002658	SRDH2_29870.1, SRDH2_29870.3, SRDH2_29870.4, SRDH2_29870.5, SRDH2_29870.6, SRDH2_29870.2	SBOV2_38100.1
OG0002659	SRDH2_61610.4, SRDH2_61610.2, SRDH2_61610.3, SRDH2_61610.1	SBOV2_59590.1
OG0002660	SRDH2_2670.1, SRDH2_2680.1	SBOV2_2610.1
OG0002661	SRDH2_65380.1	SBOV2_63280.1
OG0002662	SRDH2_85900.1	SBOV2_82800.1, SBOV2_82800.2
OG0002663	SRDH2_86700.1	SBOV2_83400.1, SBOV2_83400.2, SBOV2_83400.3
OG0002664	SRDH2_99550.1	SBOV2_95420.1, SBOV2_95420.2, SBOV2_95420.3, SBOV2_95420.4, SBOV2_95420.5, SBOV2_95420.6, SBOV2_95420.7
OG0002665	SRDH2_51020.1	SBOV2_49620.1
OG0002666	SRDH2_38110.3, SRDH2_38110.2, SRDH2_38110.1	SBOV2_35160.4, SBOV2_35160.1, SBOV2_35160.3, SBOV2_35160.2
OG0002667	SRDH2_28010.1, SRDH2_28010.2, SRDH2_28010.3, SRDH2_28010.4, SRDH2_28010.5	SBOV2_39980.1
OG0002668	SRDH2_70760.1	SBOV2_68750.1
OG0002669	SRDH2_91780.1	SBOV2_89230.1, SBOV2_89220.1
OG0002670	SRDH2_29090.1, SRDH2_29090.2	SBOV2_38900.1, SBOV2_38900.3, SBOV2_38900.4, SBOV2_38900.2
OG0002671	SRDH2_96990.1, SRDH2_96990.2	SBOV2_92610.1, SBOV2_92610.2, SBOV2_92610.3
OG0002672	SRDH2_75750.1, SRDH2_75750.2	SBOV2_73070.1
OG0002673	SRDH2_75840.1	SBOV2_73170.1, SBOV2_73170.2, SBOV2_73170.3
OG0002674	SRDH2_28180.1, SRDH2_28180.2	SBOV2_39800.4, SBOV2_39800.3, SBOV2_39800.1, SBOV2_39800.2
OG0002675	SRDH2_10160.1	SBOV2_9630.1, SBOV2_9630.4, SBOV2_9630.2, SBOV2_9630.3
OG0002676	SRDH2_70550.1	SBOV2_68110.2, SBOV2_68110.3, SBOV2_68110.4, SBOV2_68110.5, SBOV2_68110.6, SBOV2_68110.7, SBOV2_68110.8, SBOV2_68110.1
OG0002677	SRDH2_64060.1, SRDH2_64060.2	SBOV2_62030.3, SBOV2_62030.1, SBOV2_62030.2
OG0002678	SRDH2_7720.1	SBOV2_7850.1
OG0002679	SRDH2_82650.1, SRDH2_82650.2	SBOV2_79650.1
OG0002679	SRDH2_82650.3	SBOV2_79650.2
OG0002680	SRDH2_68860.1, SRDH2_68860.2	SBOV2_66840.2, SBOV2_66840.3, SBOV2_66830.1, SBOV2_66840.1
OG0002681	SRDH2_27780.1, SRDH2_27780.2, SRDH2_27780.3, SRDH2_27780.4	SBOV2_40220.1
OG0002682	SRDH2_22810.1	SBOV2_20830.1
OG0002683	SRDH2_97770.1, SRDH2_101340.1	SBOV2_93430.1, SBOV2_93430.2, SBOV2_93430.3, SBOV2_93430.4
OG0002684	SRDH2_21850.1	SBOV2_84830.1, SBOV2_84840.1, SBOV2_84960.1, SBOV2_84930.1, SBOV2_84910.1, SBOV2_84920.1, SBOV2_84940.1, SBOV2_84980.1, SBOV2_84950.1, SBOV2_84990.1, SBOV2_85000.1, SBOV2_82660.1, SBOV2_84970.1
OG0002685	SRDH2_16430.1	SBOV2_15530.1
OG0002686	SRDH2_54800.1	SBOV2_51730.3, SBOV2_51730.1, SBOV2_51730.2, SBOV2_51730.4
OG0002687	SRDH2_29640.1, SRDH2_29640.2	SBOV2_38330.1
OG0002688	SRDH2_26250.1, SRDH2_26260.1	SBOV2_25360.1, SBOV2_25360.2, SBOV2_25360.3
OG0002689	SRDH2_26300.2	SBOV2_25170.1
OG0002689	SRDH2_26300.1	SBOV2_25390.1
OG0002690	SRDH2_41110.1, SRDH2_41110.4, SRDH2_41110.5, SRDH2_41110.8, SRDH2_41110.6, SRDH2_41110.2, SRDH2_41110.3, SRDH2_41110.7	SBOV2_26970.1
OG0002691	SRDH2_85850.1, SRDH2_85850.3, SRDH2_85850.4, SRDH2_85850.2	SBOV2_82750.2, SBOV2_82750.1, SBOV2_82750.3
OG0002692	SRDH2_15250.1, SRDH2_15250.3, SRDH2_15250.4, SRDH2_15250.2	SBOV2_13000.1
OG0002693	SRDH2_48980.1	SBOV2_47590.1
OG0002694	SRDH2_96700.1	SBOV2_92360.1
OG0002695	SRDH2_3080.1	SBOV2_3040.1
OG0002696	SRDH2_35890.1, SRDH2_35890.2, SRDH2_35890.3	SBOV2_33680.3, SBOV2_33680.4, SBOV2_33680.5, SBOV2_33680.1, SBOV2_33680.2
OG0002697	SRDH2_11190.1, SRDH2_11190.3, SRDH2_11190.4, SRDH2_11190.2	SBOV2_10620.1, SBOV2_10620.2, SBOV2_10620.3
OG0002698	SRDH2_2510.1	SBOV2_2490.1, SBOV2_2490.2, SBOV2_2490.3, SBOV2_2490.4
OG0002699	SRDH2_5410.1, SRDH2_5410.2, SRDH2_5410.3, SRDH2_5410.5, SRDH2_5410.4	SBOV2_5310.1
OG0002700	SRDH2_99840.1, SRDH2_99840.2, SRDH2_99840.3	SBOV2_95800.1, SBOV2_95800.2
OG0002701	SRDH2_56050.1	SBOV2_50530.1
OG0002702	SRDH2_14650.1	SBOV2_12460.1
OG0002702	SRDH2_14640.1	SBOV2_12450.1
OG0002703	SRDH2_55930.2, SRDH2_55930.4, SRDH2_55930.3, SRDH2_55930.1	SBOV2_50660.1
OG0002704	SRDH2_95370.1	SBOV2_91310.1
OG0002704	SRDH2_57910.1	SBOV2_55750.1
OG0002705	SRDH2_58300.1, SRDH2_58300.2	SBOV2_56430.1
OG0002708	SRDH2_31640.1, SRDH2_31640.2	SBOV2_36310.4, SBOV2_36310.6, SBOV2_36310.7, SBOV2_36310.1, SBOV2_36310.3, SBOV2_36310.5, SBOV2_36310.2
OG0002709	SRDH2_8260.2, SRDH2_8260.1	SBOV2_7340.1
OG0002710	SRDH2_1220.1	SBOV2_1230.1
OG0002711	SRDH2_92170.3, SRDH2_92170.2, SRDH2_92170.1, SRDH2_92170.4	SBOV2_87580.3, SBOV2_87580.4, SBOV2_87580.1, SBOV2_87580.2, SBOV2_87580.5
OG0002712	SRDH2_16390.1, SRDH2_16390.2	SBOV2_15510.1, SBOV2_15510.2
OG0002713	SRDH2_48540.1	SBOV2_47120.1, SBOV2_47120.2, SBOV2_47120.3
OG0002714	SRDH2_79400.1, SRDH2_79400.2, SRDH2_79400.3, SRDH2_79400.4, SRDH2_79400.5	SBOV2_76510.1, SBOV2_76510.2
OG0002715	SRDH2_62180.1	SBOV2_60160.1, SBOV2_60160.2, SBOV2_60160.3, SBOV2_60160.4
OG0002716	SRDH2_68520.6, SRDH2_68520.4, SRDH2_68520.5, SRDH2_68520.2, SRDH2_68520.3, SRDH2_68520.1	SBOV2_67130.1, SBOV2_67130.4, SBOV2_67130.2, SBOV2_67130.3
OG0002717	SRDH2_93410.2, SRDH2_93410.5, SRDH2_93410.3, SRDH2_93410.4, SRDH2_93410.1	SBOV2_88810.1
OG0002718	SRDH2_69580.3, SRDH2_69580.1, SRDH2_69580.2, SRDH2_69580.4	SBOV2_66230.1
OG0002719	SRDH2_5780.1	SBOV2_5710.1, SBOV2_5710.2
OG0002720	SRDH2_5250.1, SRDH2_5250.2, SRDH2_5250.3, SRDH2_5250.4	SBOV2_5160.2, SBOV2_5160.1
OG0002721	SRDH2_98430.1, SRDH2_98430.2, SRDH2_98430.3	SBOV2_94080.1, SBOV2_94080.3, SBOV2_94080.2
OG0002722	SRDH2_22460.1	SBOV2_21650.1, SBOV2_21650.2
OG0002723	SRDH2_83260.1	SBOV2_80220.1, SBOV2_80230.1
OG0002724	SRDH2_84130.1	SBOV2_81100.2, SBOV2_81100.1, SBOV2_81100.3
OG0002725	SRDH2_4430.1, SRDH2_4430.4, SRDH2_4430.5, SRDH2_4430.6, SRDH2_4430.3, SRDH2_4430.2	SBOV2_4400.1, SBOV2_4400.2
OG0002726	SRDH2_31250.1, SRDH2_31250.2, SRDH2_31250.4, SRDH2_31250.5, SRDH2_31250.6, SRDH2_31250.7, SRDH2_31250.8, SRDH2_31250.3	SBOV2_36690.1
OG0002727	SRDH2_75600.1, SRDH2_75600.2	SBOV2_72930.1, SBOV2_72930.2, SBOV2_72930.3
OG0002728	SRDH2_8760.1	SBOV2_8380.1, SBOV2_8380.2, SBOV2_8380.4, SBOV2_8380.3
OG0002729	SRDH2_16670.1	SBOV2_15790.1
OG0002730	SRDH2_83100.1, SRDH2_83100.2	SBOV2_80020.1, SBOV2_80020.2, SBOV2_80020.3, SBOV2_80020.4
OG0002731	SRDH2_47110.1	SBOV2_45610.3, SBOV2_45610.2, SBOV2_45610.1
OG0002732	SRDH2_68930.2, SRDH2_68930.3, SRDH2_68930.1, SRDH2_68930.5, SRDH2_68930.6, SRDH2_68930.4	SBOV2_66770.1, SBOV2_66770.2
OG0002733	SRDH2_24800.1	SBOV2_23880.1
OG0002734	SRDH2_42610.1	SBOV2_41480.1
OG0002735	SRDH2_31360.11, SRDH2_31360.2, SRDH2_31360.10, SRDH2_31360.9, SRDH2_31360.6, SRDH2_31360.4, SRDH2_31360.1, SRDH2_31360.3, SRDH2_31360.5, SRDH2_31360.7, SRDH2_31360.8	SBOV2_36600.1
OG0002736	SRDH2_24770.1	SBOV2_23780.4, SBOV2_23780.5, SBOV2_23780.6, SBOV2_23780.7, SBOV2_23780.8
OG0002737	SRDH2_34240.1	SBOV2_31050.1, SBOV2_31050.4, SBOV2_31050.2, SBOV2_31050.3
OG0002739	SRDH2_14730.1	SBOV2_12540.1, SBOV2_12540.2
OG0002740	SRDH2_39750.1, SRDH2_39750.2	SBOV2_28200.2, SBOV2_28200.3, SBOV2_28200.1
OG0002741	SRDH2_17950.1, SRDH2_17950.2, SRDH2_17950.3, SRDH2_17950.4, SRDH2_17950.5	SBOV2_16970.1
OG0002742	SRDH2_74240.2, SRDH2_74240.1, SRDH2_74240.6, SRDH2_74240.3, SRDH2_74240.4, SRDH2_74240.5	SBOV2_70780.4, SBOV2_70780.1, SBOV2_70780.2, SBOV2_70780.3
OG0002743	SRDH2_42200.4, SRDH2_42200.5, SRDH2_42200.3, SRDH2_42200.1, SRDH2_42200.2	SBOV2_25980.1
OG0002744	SRDH2_59180.3, SRDH2_59180.1, SRDH2_59180.2	SBOV2_57330.1
OG0002745	SRDH2_95330.1	SBOV2_91270.1
OG0002746	SRDH2_55190.1, SRDH2_55190.2, SRDH2_55190.3	SBOV2_51370.3, SBOV2_51370.5, SBOV2_51370.2, SBOV2_51370.1, SBOV2_51370.4
OG0002747	SRDH2_26160.1	SBOV2_25270.1
OG0002748	SRDH2_32820.1	SBOV2_32430.1
OG0002749	SRDH2_48480.2, SRDH2_48480.1	SBOV2_47040.4, SBOV2_47040.6, SBOV2_47040.2, SBOV2_47040.5, SBOV2_47040.3
OG0002750	SRDH2_47870.1, SRDH2_47870.2, SRDH2_47870.3	SBOV2_46440.1, SBOV2_46440.2
OG0002751	SRDH2_40050.1, SRDH2_40050.2, SRDH2_40050.3	SBOV2_27890.1
OG0002752	SRDH2_72170.1	SBOV2_69660.1
OG0002753	SRDH2_88320.1	SBOV2_84680.1
OG0002754	SRDH2_16210.1	SBOV2_15320.2, SBOV2_15320.1, SBOV2_15320.3
OG0002755	SRDH2_3940.1, SRDH2_3940.2	SBOV2_3900.1, SBOV2_3900.2, SBOV2_3900.3
OG0002756	SRDH2_59730.1, SRDH2_59730.2, SRDH2_59730.3, SRDH2_59730.4	SBOV2_57560.1
OG0002757	SRDH2_36700.1	SBOV2_35800.3, SBOV2_35800.4, SBOV2_35800.1, SBOV2_35800.5, SBOV2_35800.6, SBOV2_35800.2
OG0002758	SRDH2_5470.5, SRDH2_5470.1, SRDH2_5470.2, SRDH2_5470.3, SRDH2_5470.4	SBOV2_5370.1
OG0002759	SRDH2_28570.2, SRDH2_28570.1, SRDH2_28570.3, SRDH2_28570.4	SBOV2_39380.4, SBOV2_39380.1, SBOV2_39380.3, SBOV2_39380.2
OG0002760	SRDH2_3640.1, SRDH2_3630.1, SRDH2_3630.2	SBOV2_96190.1, SBOV2_3590.1, SBOV2_3590.2, SBOV2_96170.1, SBOV2_96180.1
OG0002761	SRDH2_6710.1	SBOV2_6260.1
OG0002762	SRDH2_99090.1	SBOV2_94710.1, SBOV2_94720.1, SBOV2_94720.2, SBOV2_94700.1
OG0002763	SRDH2_80510.1	SBOV2_77650.1, SBOV2_77650.2
OG0002764	SRDH2_36910.1	SBOV2_36020.1, SBOV2_36020.2, SBOV2_36020.4, SBOV2_36020.3
OG0002765	SRDH2_71050.1	SBOV2_68460.1
OG0002766	SRDH2_72640.1	SBOV2_72230.1
OG0002767	SRDH2_50210.1	SBOV2_48800.1
OG0002767	SRDH2_50210.1	SBOV2_48800.2
OG0002768	SRDH2_2280.1	SBOV2_2250.1
OG0002769	SRDH2_26610.1	SBOV2_41340.2, SBOV2_41340.1, SBOV2_41340.3
OG0002770	SRDH2_18490.1, SRDH2_18490.2, SRDH2_18490.3, SRDH2_18490.4, SRDH2_18490.5	SBOV2_17480.2, SBOV2_17480.1, SBOV2_17480.3, SBOV2_17480.4, SBOV2_17480.5
OG0002771	SRDH2_35670.1	SBOV2_33890.2, SBOV2_33890.3, SBOV2_33890.6, SBOV2_33890.4, SBOV2_33890.5, SBOV2_33890.1
OG0002772	SRDH2_82900.3, SRDH2_82900.1, SRDH2_82900.4, SRDH2_82900.2	SBOV2_79900.1, SBOV2_79900.2, SBOV2_79900.3, SBOV2_79900.4
OG0002773	SRDH2_16560.1, SRDH2_16560.2, SRDH2_65370.1	SBOV2_15670.1
OG0002774	SRDH2_2800.1, SRDH2_2800.2	SBOV2_2770.1, SBOV2_2780.1
OG0002775	SRDH2_36020.1, SRDH2_36020.2, SRDH2_36020.3	SBOV2_33590.1, SBOV2_33580.1
OG0002776	SRDH2_76480.1	SBOV2_73790.1, SBOV2_73790.2, SBOV2_73790.3, SBOV2_73790.4, SBOV2_73790.5, SBOV2_73790.6, SBOV2_73790.7
OG0002777	SRDH2_77950.2, SRDH2_77950.1, SRDH2_77950.3, SRDH2_77950.4	SBOV2_75190.2, SBOV2_75190.1
OG0002778	SRDH2_98960.7, SRDH2_98960.8, SRDH2_98960.9	SBOV2_94550.1
OG0002779	SRDH2_35280.1	SBOV2_34320.1
OG0002780	SRDH2_47980.2, SRDH2_47980.4, SRDH2_47980.1, SRDH2_47980.3	SBOV2_46540.1
OG0002781	SRDH2_26990.1, SRDH2_26990.3, SRDH2_26990.2	SBOV2_40990.1, SBOV2_40990.4, SBOV2_40990.5, SBOV2_40990.2, SBOV2_40990.3
OG0002782	SRDH2_80860.1	SBOV2_77980.1, SBOV2_77980.2, SBOV2_77980.3
OG0002783	SRDH2_55130.4, SRDH2_55130.3, SRDH2_55130.2, SRDH2_55130.1, SRDH2_55130.5	SBOV2_51410.1, SBOV2_51410.2, SBOV2_51410.3
OG0002784	SRDH2_26620.1	SBOV2_41330.1, SBOV2_41330.2, SBOV2_41330.3
OG0002785	SRDH2_74430.1	SBOV2_70620.1, SBOV2_70330.1
OG0002786	SRDH2_15220.1	SBOV2_12970.1, SBOV2_96250.1
OG0002787	SRDH2_7290.1, SRDH2_7300.3, SRDH2_7300.2, SRDH2_7300.1	SBOV2_6920.1
OG0002788	SRDH2_11020.1	SBOV2_10540.1, SBOV2_10540.2, SBOV2_10540.3
OG0002789	SRDH2_19260.1	SBOV2_18250.1
OG0002790	SRDH2_78350.1, SRDH2_78360.1	SBOV2_75510.1, SBOV2_75510.2
OG0002791	SRDH2_102450.2, SRDH2_102450.4, SRDH2_102450.1, SRDH2_102450.3	SBOV2_96050.1, SBOV2_96050.4, SBOV2_96050.2, SBOV2_96050.3, SBOV2_96050.5, SBOV2_96050.6
OG0002791	SRDH2_2740.1	SBOV2_2660.3, SBOV2_2660.1, SBOV2_2660.2
OG0002792	SRDH2_57450.1, SRDH2_57450.3, SRDH2_57450.2	SBOV2_55090.1
OG0002794	SRDH2_97070.1	SBOV2_92690.1
OG0002795	SRDH2_26910.1	SBOV2_41070.3
OG0002795	SRDH2_26910.3	SBOV2_41070.1, SBOV2_41070.2
OG0002796	SRDH2_14460.1, SRDH2_14460.4, SRDH2_14460.2, SRDH2_14460.3, SRDH2_14460.5, SRDH2_14460.6	SBOV2_12290.1
OG0002797	SRDH2_34010.1	SBOV2_31260.1, SBOV2_31260.2, SBOV2_31260.3, SBOV2_31260.4
OG0002798	SRDH2_76100.1	SBOV2_73400.1
OG0002799	SRDH2_86660.1	SBOV2_83360.1
OG0002800	SRDH2_81570.1, SRDH2_81570.6, SRDH2_81570.3, SRDH2_81570.5, SRDH2_81570.2, SRDH2_81570.4	SBOV2_78690.1, SBOV2_78690.2
OG0002801	SRDH2_4980.1, SRDH2_4980.2, SRDH2_4980.3	SBOV2_4940.1, SBOV2_4940.2, SBOV2_4940.3
OG0002802	SRDH2_91910.2, SRDH2_91910.3, SRDH2_91910.1	SBOV2_89920.6, SBOV2_89920.7, SBOV2_89920.2, SBOV2_89920.3, SBOV2_89920.4, SBOV2_89920.5, SBOV2_89920.1
OG0002803	SRDH2_27160.1	SBOV2_40790.1
OG0002804	SRDH2_39420.4, SRDH2_39420.1, SRDH2_39420.3, SRDH2_39420.2, SRDH2_39420.5	SBOV2_28510.3, SBOV2_28510.1, SBOV2_28510.2
OG0002805	SRDH2_57130.7, SRDH2_57130.1, SRDH2_57130.2, SRDH2_57130.4, SRDH2_57130.5, SRDH2_57130.6, SRDH2_57130.8, SRDH2_57130.3	SBOV2_55390.1
OG0002806	SRDH2_74830.1	SBOV2_70220.1, SBOV2_70220.2, SBOV2_70220.3
OG0002807	SRDH2_20940.1	SBOV2_19950.1, SBOV2_19950.2
OG0002808	SRDH2_63650.3, SRDH2_63650.1, SRDH2_63650.2	SBOV2_61610.1, SBOV2_61610.2
