Orthogroup	s.mekongi	fasciola_hepatica
OG0003524	KAK4471778.1	FhHiC23_g7552.t2, FhHiC23_g7552.t1
OG0003525	KAK4475611.1	FhHiC23_g12944.t1
OG0003526	KAK4472469.1	FhHiC23_g6354.t2, FhHiC23_g6354.t1
OG0003527	KAK4470971.1	FhHiC23_g2525.t1, FhHiC23_g2525.t2
OG0003528	KAK4475853.1	FhHiC23_g12491.t1, FhHiC23_g12723.t2, FhHiC23_g12723.t1, FhHiC23_g12203.t1, FhHiC23_g16515.t1
OG0003529	KAK4473452.1	FhHiC23_g13907.t2, FhHiC23_g13907.t1
OG0003530	KAK4471355.1	FhHiC23_g7804.t1
OG0003531	KAK4476277.1	FhHiC23_g12389.t1
OG0003532	KAK4476131.1	FhHiC23_g13658.t2, FhHiC23_g13658.t1
OG0003533	KAK4469562.1	FhHiC23_g542.t1, FhHiC23_g542.t2
OG0003534	KAK4468777.1	FhHiC23_g4392.t1, FhHiC23_g4392.t2
OG0003535	KAK4467826.1	FhHiC23_g9402.t1
OG0003536	KAK4471933.1	FhHiC23_g6908.t2, FhHiC23_g6908.t1
OG0003537	KAK4472049.1	FhHiC23_g8472.t3, FhHiC23_g8472.t1, FhHiC23_g8472.t2
OG0003538	KAK4475438.1	FhHiC23_g15629.t1
OG0003539	KAK4470019.1	FhHiC23_g3144.t1, FhHiC23_g3145.t1
OG0003540	KAK4475716.1, KAK4467466.1	FhHiC23_g13504.t1, FhHiC23_g13504.t2
OG0003541	KAK4468883.1	FhHiC23_g16826.t1, FhHiC23_g16826.t2
OG0003542	KAK4471461.1, KAK4471462.1	FhHiC23_g8438.t1
OG0003543	KAK4469226.1	FhHiC23_g1923.t1, FhHiC23_g1924.t1
OG0003544	KAK4469321.1	FhHiC23_g486.t1
OG0003545	KAK4475073.1	FhHiC23_g11795.t1
OG0003547	KAK4475960.1	FhHiC23_g13042.t1
OG0003548	KAK4475515.1	FhHiC23_g15345.t1
OG0003549	KAK4468710.1	FhHiC23_g16347.t1
OG0003550	KAK4473867.1	FhHiC23_g4966.t1, FhHiC23_g4967.t1
OG0003551	KAK4471826.1	FhHiC23_g7103.t1
OG0003552	KAK4471182.1	FhHiC23_g7208.t1
OG0003553	KAK4474372.1	FhHiC23_g7376.t1
OG0003554	KAK4471207.1	FhHiC23_g7526.t1
OG0003577	KAK4473917.1, KAK4475250.1	FhHiC23_g14809.t2, FhHiC23_g14809.t1, FhHiC23_g14809.t3
OG0003578	KAK4467762.1	FhHiC23_g9390.t1
OG0003579	KAK4473991.1	FhHiC23_g14411.t1, FhHiC23_g14410.t1
OG0003580	KAK4474767.1	FhHiC23_g11768.t1
OG0003581	KAK4473096.1	FhHiC23_g4837.t2, FhHiC23_g4837.t1, FhHiC23_g4837.t3
OG0003583	KAK4475571.1	FhHiC23_g13274.t1
OG0003584	KAK4471994.1	FhHiC23_g7561.t1
OG0003585	KAK4468018.1	FhHiC23_g4051.t1
OG0003586	KAK4473691.1	FhHiC23_g14051.t1
OG0003587	KAK4474390.1	FhHiC23_g11480.t2, FhHiC23_g11480.t1
OG0003588	KAK4474798.1	FhHiC23_g11722.t1
OG0003589	KAK4470101.1	FhHiC23_g3204.t1, FhHiC23_g3205.t1
OG0003590	KAK4476105.1	FhHiC23_g12301.t1, FhHiC23_g12301.t2
OG0003591	KAK4472040.1	FhHiC23_g6986.t1
OG0003592	KAK4470602.1	FhHiC23_g2464.t1, FhHiC23_g2464.t2
OG0003593	KAK4472337.1	FhHiC23_g5817.t1, FhHiC23_g5817.t2
OG0003594	KAK4475234.1	FhHiC23_g15075.t1
OG0003595	KAK4468152.1	FhHiC23_g3799.t2, FhHiC23_g3799.t1, FhHiC23_g8001.t1
OG0003596	KAK4469676.1	FhHiC23_g523.t1, FhHiC23_g523.t2
OG0003597	KAK4470556.1	FhHiC23_g2322.t1
OG0003598	KAK4474030.1	FhHiC23_g5777.t1, FhHiC23_g5777.t2
OG0003599	KAK4474727.1	FhHiC23_g10643.t1, FhHiC23_g10643.t2
OG0003600	KAK4475863.1, KAK4475865.1, KAK4475864.1	FhHiC23_g12565.t1
OG0003601	KAK4473045.1	FhHiC23_g9713.t1
OG0003602	KAK4472101.1	FhHiC23_g7579.t1
OG0003603	KAK4470116.1	FhHiC23_g2283.t1
OG0003604	KAK4476286.1	FhHiC23_g12486.t1
OG0003605	KAK4474826.1	FhHiC23_g11683.t1, FhHiC23_g11683.t2
OG0003606	KAK4472540.1	FhHiC23_g5553.t1
OG0003607	KAK4475286.1	FhHiC23_g15477.t1, FhHiC23_g15479.t1
OG0003608	KAK4474036.1	FhHiC23_g6344.t1
OG0003609	KAK4473159.1	FhHiC23_g5772.t1
OG0003610	KAK4468676.1	FhHiC23_g15972.t1
OG0003611	KAK4469941.1	FhHiC23_g1399.t1
OG0003612	KAK4472051.1	FhHiC23_g7366.t1
OG0003613	KAK4471517.1	FhHiC23_g7875.t1
OG0003614	KAK4472034.1	FhHiC23_g8173.t1
OG0003615	KAK4473788.1	FhHiC23_g5727.t1, FhHiC23_g5653.t1, FhHiC23_g5653.t2
OG0003616	KAK4474935.1	FhHiC23_g10961.t1, FhHiC23_g10961.t2
OG0003617	KAK4471768.1	FhHiC23_g8528.t1
OG0003618	KAK4473051.1	FhHiC23_g9752.t1
OG0003619	KAK4476255.1	FhHiC23_g13105.t1
OG0003620	KAK4469288.1	FhHiC23_g3316.t1
OG0003621	KAK4469901.1	FhHiC23_g2223.t1, FhHiC23_g2223.t2
OG0003622	KAK4470787.1	FhHiC23_g4004.t1, FhHiC23_g2095.t1
OG0003623	KAK4469370.1	FhHiC23_g406.t1
OG0003624	KAK4474427.1	FhHiC23_g12955.t1
OG0003625	KAK4468892.1	FhHiC23_g16381.t1
OG0003626	KAK4468054.1	FhHiC23_g3677.t1
OG0003627	KAK4468066.1	FhHiC23_g3675.t1
OG0003628	KAK4472310.1	FhHiC23_g6142.t1
OG0003629	KAK4476014.1, KAK4476015.1	FhHiC23_g12079.t1
OG0003630	KAK4474073.1	FhHiC23_g6475.t1
OG0003631	KAK4470868.1	FhHiC23_g2763.t1
OG0003632	KAK4471856.1	FhHiC23_g8058.t1
OG0003633	KAK4469548.1	FhHiC23_g1329.t1
OG0003634	KAK4470797.1	FhHiC23_g2686.t1, FhHiC23_g2686.t2
OG0003635	KAK4470719.1	FhHiC23_g1014.t1
OG0003636	KAK4470625.1	FhHiC23_g2794.t3, FhHiC23_g2794.t1, FhHiC23_g2794.t2, FhHiC23_g2794.t4
OG0003637	KAK4471579.1	FhHiC23_g7042.t1
OG0003638	KAK4469171.1	FhHiC23_g1854.t3, FhHiC23_g1854.t2, FhHiC23_g1854.t4, FhHiC23_g1854.t1, FhHiC23_g1854.t5
OG0003639	KAK4469170.1	FhHiC23_g1855.t1, FhHiC23_g1855.t2
OG0003640	KAK4467375.1, KAK4475763.1	FhHiC23_g13721.t1, FhHiC23_g13721.t2
OG0003641	KAK4470529.1	FhHiC23_g2336.t1
OG0003642	KAK4469740.1	FhHiC23_g1892.t1, FhHiC23_g1892.t2, FhHiC23_g1893.t1
OG0003643	KAK4470256.1	FhHiC23_g813.t1
OG0003644	KAK4475284.1	FhHiC23_g15197.t1, FhHiC23_g15197.t2
OG0003645	KAK4469087.1	FhHiC23_g1805.t1, FhHiC23_g1805.t2
OG0003646	KAK4469350.1	FhHiC23_g2863.t1
OG0003647	KAK4475316.1	FhHiC23_g11109.t1
OG0003648	KAK4474379.1	FhHiC23_g11942.t1
OG0003649	KAK4472160.1	FhHiC23_g5642.t1, FhHiC23_g5642.t2
OG0003650	KAK4475226.1	FhHiC23_g15527.t1
OG0003651	KAK4469433.1	FhHiC23_g2200.t1, FhHiC23_g2200.t2
OG0003652	KAK4469903.1	FhHiC23_g498.t1, FhHiC23_g492.t2, FhHiC23_g492.t1
OG0003653	KAK4473694.1	FhHiC23_g5174.t1, FhHiC23_g5174.t2, FhHiC23_g5806.t1
OG0003654	KAK4471652.1	FhHiC23_g7901.t1
OG0003655	KAK4472474.1	FhHiC23_g4622.t1, FhHiC23_g4622.t2
OG0003656	KAK4470577.1	FhHiC23_g2531.t1
OG0003657	KAK4475633.1, KAK4476069.1	FhHiC23_g13346.t2, FhHiC23_g13346.t1
OG0003658	KAK4470258.1	FhHiC23_g762.t1
OG0003659	KAK4470853.1	FhHiC23_g14187.t1, FhHiC23_g14187.t2, FhHiC23_g3410.t1, FhHiC23_g3410.t2
OG0003660	KAK4470203.1	FhHiC23_g379.t1, FhHiC23_g379.t2, FhHiC23_g379.t3
OG0003661	KAK4469716.1	FhHiC23_g1834.t1
OG0003662	KAK4472707.1	FhHiC23_g9741.t1, FhHiC23_g7440.t1, FhHiC23_g14189.t1
OG0003663	KAK4470359.1	FhHiC23_g1349.t1, FhHiC23_g1349.t2, FhHiC23_g1349.t3
OG0003664	KAK4469810.1	FhHiC23_g1431.t1, FhHiC23_g1431.t2
OG0003665	KAK4470264.1	FhHiC23_g2840.t1
OG0003666	KAK4471143.1	FhHiC23_g7543.t1, FhHiC23_g272.t1, FhHiC23_g7543.t2
OG0003667	KAK4474830.1	FhHiC23_g10839.t1
OG0003668	KAK4467223.1	FhHiC23_g1580.t1
OG0003669	KAK4469841.1	FhHiC23_g989.t1, FhHiC23_g995.t1
OG0003670	KAK4471724.1	FhHiC23_g4525.t1, FhHiC23_g4525.t2
OG0003671	KAK4470531.1	FhHiC23_g3132.t1
OG0003672	KAK4467943.1	FhHiC23_g9327.t1
OG0003673	KAK4468770.1	FhHiC23_g16680.t1, FhHiC23_g16680.t2
OG0003674	KAK4472263.1, KAK4472262.1	FhHiC23_g5968.t1
OG0003675	KAK4471455.1	FhHiC23_g4528.t1, FhHiC23_g4528.t2
OG0003676	KAK4467752.1	FhHiC23_g9036.t1
OG0003677	KAK4470963.1	FhHiC23_g3169.t4, FhHiC23_g3169.t3, FhHiC23_g3169.t2, FhHiC23_g3169.t1
OG0003678	KAK4472663.1	FhHiC23_g5499.t1
OG0003679	KAK4472257.1	FhHiC23_g14318.t1
OG0003680	KAK4473856.1	FhHiC23_g4875.t1
OG0003681	KAK4468795.1	FhHiC23_g16438.t2, FhHiC23_g16438.t1
OG0003682	KAK4470538.1	FhHiC23_g328.t1
OG0003683	KAK4475926.1	FhHiC23_g13387.t1
OG0003684	KAK4472440.1	FhHiC23_g5679.t1
OG0003685	KAK4473933.1	FhHiC23_g14159.t1
OG0003686	KAK4468413.1	FhHiC23_g16597.t1, FhHiC23_g16597.t2
OG0003687	KAK4468719.1	FhHiC23_g16129.t1
OG0003688	KAK4476166.1	FhHiC23_g4126.t2, FhHiC23_g4126.t1
OG0003689	KAK4471711.1	FhHiC23_g7428.t1
OG0003690	KAK4469837.1	FhHiC23_g1766.t1, FhHiC23_g1768.t1
OG0003691	KAK4467831.1	FhHiC23_g9828.t1, FhHiC23_g9829.t1
OG0003692	KAK4473945.1	FhHiC23_g14022.t1
OG0003693	KAK4469541.1	FhHiC23_g1564.t1
OG0003694	KAK4473280.1	FhHiC23_g10214.t1
OG0003695	KAK4471165.1	FhHiC23_g7157.t1
OG0003696	KAK4470140.1	FhHiC23_g2315.t1, FhHiC23_g2315.t2
OG0003697	KAK4474685.1	FhHiC23_g12513.t1, FhHiC23_g12511.t1
OG0003698	KAK4472394.1	FhHiC23_g5224.t1
OG0003699	KAK4472244.1	FhHiC23_g6416.t1
OG0003700	KAK4469301.1	FhHiC23_g182.t1, FhHiC23_g182.t2
OG0003701	KAK4468317.1	FhHiC23_g3667.t1, FhHiC23_g3667.t2
OG0003702	KAK4475393.1	FhHiC23_g14939.t1
OG0003703	KAK4474457.1	FhHiC23_g11314.t1
OG0003704	KAK4472329.1	FhHiC23_g6117.t1
OG0003705	KAK4472556.1	FhHiC23_g5286.t1
OG0003706	KAK4468429.1	FhHiC23_g16620.t1
OG0003707	KAK4475798.1, KAK4467439.1	FhHiC23_g13441.t1
OG0003708	KAK4471974.1	FhHiC23_g7630.t1, FhHiC23_g7630.t2
OG0003709	KAK4475321.1	FhHiC23_g13326.t1
OG0003710	KAK4472324.1	FhHiC23_g6588.t1
OG0003711	KAK4471608.1	FhHiC23_g8246.t1
OG0003712	KAK4474947.1	FhHiC23_g10763.t2, FhHiC23_g10763.t1
OG0003713	KAK4468784.1	FhHiC23_g15885.t1
OG0003714	KAK4468605.1	FhHiC23_g15893.t1, FhHiC23_g15893.t2, FhHiC23_g15892.t1, FhHiC23_g16030.t1
OG0003715	KAK4473272.1	FhHiC23_g9589.t1
OG0003716	KAK4467727.1	FhHiC23_g9408.t2, FhHiC23_g9408.t1
OG0003717	KAK4470302.1	FhHiC23_g3234.t2, FhHiC23_g3234.t1
OG0003718	KAK4470765.1	FhHiC23_g1101.t1
OG0003719	KAK4469381.1	FhHiC23_g149.t1, FhHiC23_g149.t3, FhHiC23_g149.t2
OG0003720	KAK4471852.1	FhHiC23_g7948.t1
OG0003721	KAK4475976.1	FhHiC23_g16260.t1, FhHiC23_g16260.t2
OG0003722	KAK4468494.1	FhHiC23_g16259.t1
OG0003723	KAK4467926.1	FhHiC23_g9176.t1
OG0003724	KAK4475070.1	FhHiC23_g10624.t1
OG0003725	KAK4475815.1	FhHiC23_g13250.t1
OG0003726	KAK4469890.1	FhHiC23_g243.t1, FhHiC23_g78.t1
OG0003727	KAK4472787.1	FhHiC23_g4636.t1
OG0003728	KAK4475023.1	FhHiC23_g15186.t1
OG0003729	KAK4476203.1	FhHiC23_g12343.t1
OG0003730	KAK4469206.1	FhHiC23_g1132.t1
OG0003731	KAK4468242.1	FhHiC23_g3764.t1, FhHiC23_g3764.t2
OG0003732	KAK4467955.1, KAK4468009.1	FhHiC23_g3585.t1
OG0003733	KAK4476009.1	FhHiC23_g12062.t1
OG0003734	KAK4475646.1, KAK4467512.1	FhHiC23_g12617.t2, FhHiC23_g12617.t1
OG0003735	KAK4475807.1	FhHiC23_g12790.t1
OG0003736	KAK4471228.1	FhHiC23_g7504.t1, FhHiC23_g7504.t2, FhHiC23_g7504.t3
OG0003737	KAK4475943.1, KAK4475953.1	FhHiC23_g12803.t1
OG0003738	KAK4472846.1	FhHiC23_g13890.t3, FhHiC23_g13890.t1, FhHiC23_g13890.t2, FhHiC23_g16185.t1, FhHiC23_g16187.t1
OG0003739	KAK4469211.1	FhHiC23_g1275.t1
OG0003740	KAK4472934.1	FhHiC23_g9478.t1
OG0003741	KAK4469347.1	FhHiC23_g1056.t1
OG0003742	KAK4472058.1	FhHiC23_g8591.t2, FhHiC23_g8591.t1
OG0003743	KAK4471289.1	FhHiC23_g7165.t1
OG0003744	KAK4472659.1	FhHiC23_g5453.t1, FhHiC23_g5453.t2
OG0003745	KAK4472710.1	FhHiC23_g5466.t1, FhHiC23_g5466.t2
OG0003746	KAK4475636.1	FhHiC23_g12328.t1
OG0003747	KAK4473181.1	FhHiC23_g9284.t2, FhHiC23_g9284.t1, FhHiC23_g9284.t3
OG0003748	KAK4475606.1	FhHiC23_g13118.t1, FhHiC23_g13118.t2
OG0003749	KAK4475424.1	FhHiC23_g14989.t2, FhHiC23_g14989.t1
OG0003750	KAK4470958.1	FhHiC23_g2623.t1
OG0003751	KAK4468057.1	FhHiC23_g4282.t1
OG0003752	KAK4472559.1	FhHiC23_g5161.t1, FhHiC23_g5161.t2
OG0003753	KAK4475413.1	FhHiC23_g15036.t3, FhHiC23_g15036.t2, FhHiC23_g15036.t1
OG0003754	KAK4468010.1	FhHiC23_g3665.t1
OG0003755	KAK4475473.1	FhHiC23_g13379.t1, FhHiC23_g13379.t2
OG0003756	KAK4468609.1	FhHiC23_g8645.t1
OG0003757	KAK4473294.1	FhHiC23_g14612.t1
OG0003758	KAK4472396.1	FhHiC23_g6498.t1
OG0003759	KAK4471511.1	FhHiC23_g6830.t1
OG0003760	KAK4473407.1	FhHiC23_g14436.t1
OG0003761	KAK4469202.1	FhHiC23_g547.t1, FhHiC23_g547.t2, FhHiC23_g547.t3
OG0003762	KAK4468680.1	FhHiC23_g16494.t1
OG0003763	KAK4473190.1	FhHiC23_g4925.t1
OG0003764	KAK4473758.1	FhHiC23_g6226.t1
OG0003765	KAK4474431.1, KAK4475501.1	FhHiC23_g10903.t1
OG0003766	KAK4469910.1	FhHiC23_g1029.t1
OG0003767	KAK4471832.1	FhHiC23_g8534.t1, FhHiC23_g6973.t2
OG0003768	KAK4475020.1	FhHiC23_g12359.t1
OG0003770	KAK4470714.1	FhHiC23_g3337.t1
OG0003771	KAK4476054.1	FhHiC23_g11602.t1
OG0003772	KAK4469583.1	FhHiC23_g12928.t1, FhHiC23_g1845.t1, FhHiC23_g1845.t2
OG0003773	KAK4468694.1	FhHiC23_g16182.t1
OG0003774	KAK4470246.1	FhHiC23_g8891.t1
OG0003775	KAK4470430.1	FhHiC23_g192.t1
OG0003776	KAK4476078.1	FhHiC23_g12554.t1
OG0003777	KAK4471171.1	FhHiC23_g6964.t1
OG0003778	KAK4467927.1	FhHiC23_g9314.t1
OG0003779	KAK4475255.1	FhHiC23_g15193.t1
OG0003780	KAK4471656.1, KAK4471657.1	FhHiC23_g8223.t1
OG0003781	KAK4472882.1	FhHiC23_g10291.t1
OG0003782	KAK4469405.1	FhHiC23_g2028.t3
OG0003783	KAK4469448.1	FhHiC23_g212.t1, FhHiC23_g212.t2
OG0003784	KAK4469333.1	FhHiC23_g1125.t1
OG0003785	KAK4472235.1, KAK4474201.1	FhHiC23_g14617.t1
OG0003786	KAK4471313.1	FhHiC23_g7714.t1, FhHiC23_g6999.t1
OG0003787	KAK4475361.1	FhHiC23_g15288.t1, FhHiC23_g15288.t2
OG0003788	KAK4470220.1	FhHiC23_g833.t1, FhHiC23_g833.t2
OG0003789	KAK4476144.1	FhHiC23_g12543.t1
OG0003790	KAK4472442.1	FhHiC23_g5330.t1
OG0003791	KAK4469217.1	FhHiC23_g227.t1
OG0003792	KAK4469793.1, KAK4469794.1	FhHiC23_g3509.t1, FhHiC23_g3509.t2
OG0003793	KAK4469847.1	FhHiC23_g1978.t2, FhHiC23_g1978.t3, FhHiC23_g1978.t4, FhHiC23_g1978.t1
OG0003794	KAK4468158.1	FhHiC23_g4010.t1
OG0003795	KAK4475564.1, KAK4475553.1	FhHiC23_g12979.t1, FhHiC23_g12980.t1
OG0003796	KAK4471258.1	FhHiC23_g8618.t1
OG0003797	KAK4470514.1	FhHiC23_g1729.t1
OG0003798	KAK4475288.1	FhHiC23_g16180.t1, FhHiC23_g16180.t2
OG0003799	KAK4467992.1	FhHiC23_g4228.t1
OG0003800	KAK4473328.1	FhHiC23_g10374.t1, FhHiC23_g10374.t2
OG0003801	KAK4469539.1	FhHiC23_g1560.t1, FhHiC23_g1561.t1
OG0003802	KAK4470839.1	FhHiC23_g2514.t1, FhHiC23_g10612.t1
OG0003803	KAK4476176.1	FhHiC23_g11660.t1
OG0003804	KAK4475320.1	FhHiC23_g11799.t1
OG0003805	KAK4476268.1, KAK4476276.1	FhHiC23_g12371.t1
OG0003806	KAK4476090.1	FhHiC23_g13172.t1, FhHiC23_g13172.t2
OG0003807	KAK4473825.1	FhHiC23_g14184.t1, FhHiC23_g14184.t2
OG0003808	KAK4470952.1	FhHiC23_g2546.t1
OG0003809	KAK4470515.1	FhHiC23_g3067.t1
OG0003811	KAK4472937.1	FhHiC23_g9466.t1
OG0003812	KAK4473200.1	FhHiC23_g9555.t1, FhHiC23_g9555.t5, FhHiC23_g9555.t4, FhHiC23_g9555.t2, FhHiC23_g9555.t3
OG0003827	KAK4472458.1	FhHiC23_g5317.t1, FhHiC23_g5344.t1
OG0003828	KAK4473877.1	FhHiC23_g5854.t1
OG0003830	KAK4474601.1	FhHiC23_g11591.t1, FhHiC23_g11593.t1
OG0003831	KAK4467800.1, KAK4467802.1	FhHiC23_g9389.t1, FhHiC23_g9389.t2
OG0003832	KAK4467795.1, KAK4467796.1	FhHiC23_g9184.t1
OG0003833	KAK4472320.1	FhHiC23_g14579.t1, FhHiC23_g14579.t2
OG0003834	KAK4467275.1, KAK4475584.1	FhHiC23_g12646.t1
OG0003835	KAK4474763.1	FhHiC23_g10635.t1
OG0003836	KAK4472456.1	FhHiC23_g5703.t1, FhHiC23_g5703.t2
OG0003837	KAK4473661.1	FhHiC23_g5416.t1, FhHiC23_g6190.t1, FhHiC23_g6189.t1
OG0003838	KAK4474508.1	FhHiC23_g12145.t3, FhHiC23_g12145.t1, FhHiC23_g12145.t2
OG0003839	KAK4474424.1	FhHiC23_g13451.t1, FhHiC23_g13451.t2
OG0003840	KAK4473157.1	FhHiC23_g4836.t1, FhHiC23_g4845.t1
OG0003841	KAK4473943.1	FhHiC23_g14697.t1
OG0003842	KAK4472487.1	FhHiC23_g5336.t1, FhHiC23_g15541.t2, FhHiC23_g15541.t1
OG0003843	KAK4476120.1	FhHiC23_g13166.t1
OG0003844	KAK4472385.1	FhHiC23_g6166.t1
OG0003845	KAK4475977.1	FhHiC23_g16557.t1
OG0003846	KAK4467437.1, KAK4467436.1, KAK4475754.1	FhHiC23_g12895.t1
OG0003847	KAK4471993.1	FhHiC23_g7562.t3, FhHiC23_g7562.t1, FhHiC23_g7562.t2
OG0003848	KAK4468052.1	FhHiC23_g4049.t1
OG0003849	KAK4475052.1	FhHiC23_g15163.t2, FhHiC23_g15163.t1
OG0003850	KAK4472741.1	FhHiC23_g5890.t1
OG0003851	KAK4471681.1	FhHiC23_g7570.t1, FhHiC23_g7570.t2
OG0003852	KAK4467722.1	FhHiC23_g9824.t1
OG0003853	KAK4467824.1	FhHiC23_g10036.t2, FhHiC23_g9043.t1
OG0003854	KAK4471651.1	FhHiC23_g8548.t1
OG0003855	KAK4473610.1	FhHiC23_g14330.t1
OG0003856	KAK4468070.1	FhHiC23_g3543.t1
OG0003857	KAK4473810.1	FhHiC23_g6439.t1, FhHiC23_g6439.t3, FhHiC23_g6439.t2
OG0003858	KAK4472534.1	FhHiC23_g5810.t1
OG0003859	KAK4471409.1	FhHiC23_g8045.t1
OG0003860	KAK4473760.1	FhHiC23_g6228.t1
OG0003863	KAK4473383.1	FhHiC23_g9711.t1, FhHiC23_g9711.t2
OG0003864	KAK4470496.1	FhHiC23_g3441.t1, FhHiC23_g3435.t1, FhHiC23_g3432.t1, FhHiC23_g3447.t1, FhHiC23_g3438.t1
OG0003865	KAK4467834.1	FhHiC23_g9446.t1
OG0003866	KAK4473649.1	FhHiC23_g5717.t1
OG0003867	KAK4469109.1	FhHiC23_g305.t1
OG0003868	KAK4471934.1	FhHiC23_g8535.t1
OG0003869	KAK4473406.1	FhHiC23_g14053.t1
OG0003871	KAK4472736.1	FhHiC23_g6462.t1
OG0003872	KAK4468987.1	FhHiC23_g1895.t1, FhHiC23_g1895.t2
OG0003873	KAK4468080.1	FhHiC23_g4568.t1
OG0003874	KAK4473576.1	FhHiC23_g14240.t1
OG0003875	KAK4473327.1	FhHiC23_g9059.t1
OG0003876	KAK4473721.1	FhHiC23_g5288.t1, FhHiC23_g5288.t2, FhHiC23_g6090.t1
OG0003877	KAK4471744.1	FhHiC23_g8170.t1, FhHiC23_g8170.t2
OG0003878	KAK4471742.1	FhHiC23_g8171.t1, FhHiC23_g8171.t2
OG0003879	KAK4470075.1	FhHiC23_g2364.t1
OG0003880	KAK4467540.1	FhHiC23_g16169.t1
OG0003881	KAK4471912.1	FhHiC23_g7110.t1
OG0003882	KAK4467823.1	FhHiC23_g9365.t1, FhHiC23_g9365.t2
OG0003883	KAK4471902.1	FhHiC23_g7389.t1, FhHiC23_g7389.t2
OG0003884	KAK4473061.1	FhHiC23_g10181.t1
OG0003885	KAK4468810.1	FhHiC23_g8151.t1
OG0003886	KAK4473944.1	FhHiC23_g14021.t3, FhHiC23_g14021.t1, FhHiC23_g14021.t2
OG0003887	KAK4468687.1, KAK4468686.1	FhHiC23_g16060.t1
OG0003888	KAK4468941.1	FhHiC23_g70.t1, FhHiC23_g8661.t1, FhHiC23_g8661.t2
OG0003889	KAK4470533.1	FhHiC23_g2401.t1
OG0003890	KAK4475346.1	FhHiC23_g14980.t2, FhHiC23_g14980.t1
OG0003891	KAK4474505.1	FhHiC23_g11725.t1, FhHiC23_g11725.t2
OG0003894	KAK4467245.1	FhHiC23_g11878.t1, FhHiC23_g11878.t2
OG0003895	KAK4469680.1	FhHiC23_g1773.t1, FhHiC23_g1773.t2, FhHiC23_g1773.t3
OG0003896	KAK4469507.1	FhHiC23_g1212.t3, FhHiC23_g1212.t2, FhHiC23_g1212.t1
OG0003897	KAK4472775.1	FhHiC23_g6604.t1, FhHiC23_g6604.t2
OG0003898	KAK4476198.1	FhHiC23_g13100.t1
OG0003899	KAK4469679.1	FhHiC23_g1715.t1
OG0003900	KAK4471688.1	FhHiC23_g7815.t1
OG0003901	KAK4471700.1	FhHiC23_g7813.t1, FhHiC23_g7813.t2
OG0003902	KAK4468768.1	FhHiC23_g16480.t1, FhHiC23_g16480.t2, FhHiC23_g16480.t3
OG0003903	KAK4471061.1	FhHiC23_g6916.t1, FhHiC23_g6916.t2
OG0003904	KAK4471544.1	FhHiC23_g7509.t2, FhHiC23_g7509.t1
OG0003905	KAK4467776.1	FhHiC23_g9786.t1, FhHiC23_g9786.t2
OG0003906	KAK4476127.1	FhHiC23_g13454.t1, FhHiC23_g13454.t2
OG0003907	KAK4475512.1	FhHiC23_g13455.t1
OG0003908	KAK4475487.1	FhHiC23_g15413.t1
OG0003909	KAK4474044.1	FhHiC23_g4779.t1
OG0003910	KAK4469942.1	FhHiC23_g1418.t1
OG0003911	KAK4473595.1	FhHiC23_g13920.t1, FhHiC23_g13920.t2, FhHiC23_g16370.t1
OG0003912	KAK4470946.1	FhHiC23_g1506.t1
OG0003913	KAK4472713.1	FhHiC23_g6449.t1, FhHiC23_g6449.t2, FhHiC23_g6452.t1, FhHiC23_g6452.t2, FhHiC23_g6454.t1, FhHiC23_g6454.t2
OG0003914	KAK4472122.1	FhHiC23_g2217.t2, FhHiC23_g2217.t1
OG0003915	KAK4469056.1, KAK4469057.1, KAK4470599.1, KAK4470493.1	FhHiC23_g2216.t1
OG0003916	KAK4468036.1	FhHiC23_g3607.t1
OG0003917	KAK4474585.1, KAK4467384.1, KAK4467385.1	FhHiC23_g11381.t1
OG0003918	KAK4469204.1	FhHiC23_g1262.t1
OG0003919	KAK4472259.1	FhHiC23_g6568.t1
OG0003920	KAK4474850.1, KAK4474849.1	FhHiC23_g10924.t1, FhHiC23_g10925.t1
OG0003921	KAK4470392.1	FhHiC23_g1343.t1
OG0003922	KAK4471552.1	FhHiC23_g8300.t1
OG0003923	KAK4473174.1	FhHiC23_g10217.t1
OG0003924	KAK4469947.1	FhHiC23_g3065.t1
OG0003925	KAK4469481.1	FhHiC23_g1469.t1
OG0003926	KAK4473245.1	FhHiC23_g8996.t1, FhHiC23_g8996.t2
OG0003927	KAK4471613.1, KAK4471602.1	FhHiC23_g8507.t1
OG0003928	KAK4473599.1, KAK4473598.1	FhHiC23_g14083.t2, FhHiC23_g14083.t3, FhHiC23_g14083.t1
OG0003929	KAK4469152.1	FhHiC23_g1487.t1, FhHiC23_g1487.t2
OG0003930	KAK4470058.1	FhHiC23_g944.t2, FhHiC23_g944.t1
OG0003931	KAK4469472.1	FhHiC23_g531.t1
OG0003933	KAK4472343.1	FhHiC23_g13951.t1
OG0003934	KAK4474458.1	FhHiC23_g12368.t1
OG0003935	KAK4474586.1	FhHiC23_g11352.t2, FhHiC23_g11352.t1
OG0003936	KAK4474234.1, KAK4474233.1	FhHiC23_g11245.t1, FhHiC23_g11245.t2
OG0003937	KAK4469622.1	FhHiC23_g228.t1
OG0003938	KAK4470310.1	FhHiC23_g654.t1
OG0003940	KAK4474709.1	FhHiC23_g11490.t1
