Orthogroup	s.mekongi	fasciola_gigantica
OG0003154	KAK4474086.1	FGIG_02742
OG0003155	KAK4470113.1	FGIG_02744
OG0003156	KAK4473931.1	FGIG_02790
OG0003157	KAK4469678.1	FGIG_02891
OG0003158	KAK4468929.1	FGIG_06749, FGIG_11417, FGIG_02904
OG0003159	KAK4469036.1	FGIG_04612, FGIG_02912
OG0003160	KAK4475329.1, KAK4475328.1	FGIG_02965
OG0003161	KAK4469088.1	FGIG_03141
OG0003162	KAK4476171.1	FGIG_03155, FGIG_06192
OG0003163	KAK4474766.1	FGIG_03160
OG0003164	KAK4472344.1, KAK4472345.1	FGIG_03241
OG0003165	KAK4470763.1	FGIG_03257
OG0003167	KAK4467889.1	FGIG_03348
OG0003168	KAK4471309.1	FGIG_03363, FGIG_07368
OG0003169	KAK4474765.1	FGIG_03426
OG0003170	KAK4475221.1	FGIG_03444
OG0003171	KAK4470558.1	FGIG_03515
OG0003172	KAK4475445.1	FGIG_06205, FGIG_03518, FGIG_05757
OG0003173	KAK4472619.1, KAK4472618.1	FGIG_03614, FGIG_03616, FGIG_03615
OG0003174	KAK4470337.1	FGIG_03638
OG0003175	KAK4467721.1	FGIG_03807
OG0003176	KAK4470311.1	FGIG_03829
OG0003177	KAK4473005.1	FGIG_03833, FGIG_07602, FGIG_10490
OG0003178	KAK4472335.1	FGIG_06106, FGIG_06105, FGIG_03939
OG0003179	KAK4470325.1	FGIG_12448, FGIG_04250
OG0003180	KAK4475713.1	FGIG_04325
OG0003181	KAK4473984.1	FGIG_06032, FGIG_04528
OG0003182	KAK4472665.1	FGIG_04583
OG0003183	KAK4474722.1	FGIG_04603
OG0003184	KAK4472873.1	FGIG_04609
OG0003185	KAK4470180.1	FGIG_04853
OG0003186	KAK4469043.1, KAK4472714.1	FGIG_04944
OG0003187	KAK4470628.1	FGIG_04951
OG0003188	KAK4467982.1	FGIG_05117
OG0003189	KAK4469783.1	FGIG_05178
OG0003190	KAK4471885.1	FGIG_05237
OG0003191	KAK4469115.1	FGIG_05315
OG0003192	KAK4471358.1	FGIG_05388
OG0003193	KAK4473845.1	FGIG_05396
OG0003194	KAK4470088.1	FGIG_05426
OG0003195	KAK4475218.1	FGIG_05446
OG0003196	KAK4471775.1	FGIG_05473, FGIG_07358
OG0003197	KAK4467650.1	FGIG_05532
OG0003198	KAK4469447.1	FGIG_05599, FGIG_06298
OG0003199	KAK4467790.1	FGIG_05652
OG0003200	KAK4476266.1	FGIG_05681
OG0003201	KAK4474576.1	FGIG_05709
OG0003202	KAK4475172.1	FGIG_05726
OG0003203	KAK4468472.1, KAK4468471.1	FGIG_05925
OG0003204	KAK4475014.1	FGIG_05955, FGIG_05956
OG0003205	KAK4473990.1	FGIG_06364, FGIG_07276
OG0003206	KAK4474923.1	FGIG_06475
OG0003207	KAK4476153.1	FGIG_06638
OG0003208	KAK4471535.1	FGIG_06732
OG0003209	KAK4470896.1	FGIG_06733
OG0003210	KAK4474687.1	FGIG_06802, FGIG_06803, FGIG_07222
OG0003211	KAK4470350.1	FGIG_06838
OG0003212	KAK4475898.1	FGIG_06873
OG0003213	KAK4472354.1	FGIG_06897
OG0003214	KAK4474495.1	FGIG_10827, FGIG_06937
OG0003215	KAK4476241.1	FGIG_06944, FGIG_06943
OG0003216	KAK4471483.1	FGIG_06947
OG0003217	KAK4471913.1	FGIG_07015
OG0003218	KAK4471153.1	FGIG_07072
OG0003221	KAK4473713.1	FGIG_07199
OG0003222	KAK4475064.1	FGIG_07209
OG0003223	KAK4468584.1, KAK4468585.1	FGIG_07226, FGIG_07227
OG0003224	KAK4473941.1	FGIG_07232
OG0003225	KAK4468688.1	FGIG_07237
OG0003226	KAK4474499.1	FGIG_07430
OG0003227	KAK4471990.1	FGIG_07506
OG0003228	KAK4468741.1	FGIG_07512
OG0003229	KAK4470686.1	FGIG_07522
OG0003230	KAK4469076.1	FGIG_07546
OG0003231	KAK4474953.1	FGIG_07630, FGIG_07631
OG0003232	KAK4474274.1	FGIG_07654
OG0003233	KAK4475433.1	FGIG_07711
OG0003234	KAK4471760.1	FGIG_07721
OG0003235	KAK4468186.1	FGIG_07779
OG0003236	KAK4471122.1	FGIG_07810
OG0003237	KAK4473234.1	FGIG_07852
OG0003238	KAK4471261.1	FGIG_07918
OG0003239	KAK4467990.1	FGIG_08059
OG0003240	KAK4476138.1	FGIG_08124
OG0003241	KAK4473883.1	FGIG_10248, FGIG_08213
OG0003242	KAK4469521.1	FGIG_08237
OG0003243	KAK4476227.1	FGIG_08291
OG0003244	KAK4469346.1	FGIG_10219, FGIG_08294
OG0003245	KAK4469172.1	FGIG_08341
OG0003246	KAK4476223.1	FGIG_08352
OG0003247	KAK4474985.1	FGIG_08388
OG0003248	KAK4468201.1	FGIG_08413
OG0003249	KAK4471287.1	FGIG_08451, FGIG_12637
OG0003250	KAK4470916.1	FGIG_08547
OG0003251	KAK4468853.1	FGIG_08561
OG0003252	KAK4473464.1	FGIG_08583
OG0003253	KAK4468807.1	FGIG_08616
OG0003254	KAK4471484.1	FGIG_08634
OG0003255	KAK4467801.1, KAK4467929.1	FGIG_08636, FGIG_08635
OG0003256	KAK4468025.1	FGIG_08649
OG0003257	KAK4474666.1	FGIG_08692
OG0003258	KAK4473563.1	FGIG_08812
OG0003259	KAK4473296.1	FGIG_08924
OG0003260	KAK4468167.1	FGIG_08952, FGIG_08953
OG0003261	KAK4474180.1	FGIG_08978
OG0003262	KAK4471184.1, KAK4471188.1	FGIG_11009
OG0003263	KAK4475776.1, KAK4475784.1	FGIG_09000
OG0003264	KAK4475229.1	FGIG_09035
OG0003265	KAK4473435.1	FGIG_09131
OG0003266	KAK4470094.1	FGIG_09132
OG0003267	KAK4475018.1	FGIG_09140
OG0003268	KAK4473571.1	FGIG_10574, FGIG_09212
OG0003269	KAK4470709.1	FGIG_09415
OG0003270	KAK4471698.1	FGIG_09426, FGIG_09427
OG0003271	KAK4474279.1	FGIG_09434
OG0003272	KAK4474002.1	FGIG_10872
OG0003273	KAK4472295.1	FGIG_09631
OG0003274	KAK4475136.1	FGIG_09710, FGIG_13996
OG0003275	KAK4473165.1	FGIG_09740
OG0003276	KAK4471817.1	FGIG_09828, FGIG_09827
OG0003277	KAK4472323.1	FGIG_09918
OG0003278	KAK4469763.1	FGIG_09964
OG0003279	KAK4475009.1	FGIG_10006
OG0003280	KAK4470799.1	FGIG_10327
OG0003281	KAK4467686.1	FGIG_10328
OG0003282	KAK4469505.1	FGIG_10330
OG0003283	KAK4467757.1	FGIG_10371
OG0003284	KAK4471882.1	FGIG_10450
OG0003285	KAK4473363.1	FGIG_10621
OG0003286	KAK4471627.1	FGIG_10657
OG0003287	KAK4476157.1	FGIG_10686
OG0003288	KAK4471508.1	FGIG_10739
OG0003289	KAK4474715.1	FGIG_10772
OG0003290	KAK4476282.1	FGIG_11006
OG0003291	KAK4474901.1	FGIG_11157
OG0003292	KAK4468075.1	FGIG_11166
OG0003293	KAK4473039.1	FGIG_11234
OG0003294	KAK4472321.1	FGIG_11258
OG0003295	KAK4472848.1	FGIG_11269
OG0003296	KAK4469906.1	FGIG_12360, FGIG_11371
OG0003297	KAK4474930.1	FGIG_11432
OG0003298	KAK4469322.1	FGIG_11454, FGIG_11539
OG0003299	KAK4470415.1	FGIG_11644, FGIG_12619
OG0003300	KAK4474742.1	FGIG_11672
OG0003301	KAK4472558.1	FGIG_11783
OG0003302	KAK4476124.1	FGIG_11908
OG0003303	KAK4469920.1	FGIG_12001
OG0003304	KAK4476026.1	FGIG_12346
OG0003305	KAK4470635.1	FGIG_12365
OG0003306	KAK4469971.1	FGIG_12477
OG0003307	KAK4472899.1	FGIG_12638
OG0003326	KAK4471641.1	FGIG_00027
OG0003327	KAK4470434.1	FGIG_00066
OG0003328	KAK4470480.1	FGIG_00138, FGIG_11210
OG0003329	KAK4467772.1	FGIG_00157
OG0003330	KAK4469167.1, KAK4469165.1	FGIG_00309
OG0003331	KAK4474359.1	FGIG_00333
OG0003332	KAK4472584.1, KAK4472187.1	FGIG_00348, FGIG_00349
OG0003333	KAK4475965.1	FGIG_00370
OG0003334	KAK4472912.1	FGIG_00412
OG0003335	KAK4471465.1	FGIG_00467
OG0003336	KAK4471802.1	FGIG_00550
OG0003337	KAK4470702.1	FGIG_00566
OG0003338	KAK4474851.1	FGIG_00567
OG0003339	KAK4475801.1	FGIG_00577
OG0003340	KAK4473706.1	FGIG_11568, FGIG_00580
OG0003341	KAK4471574.1	FGIG_00605, FGIG_05908, FGIG_05907
OG0003342	KAK4475262.1	FGIG_00621
OG0003344	KAK4473338.1	FGIG_00691
OG0003345	KAK4468751.1	FGIG_00706
OG0003346	KAK4467748.1	FGIG_00761
OG0003347	KAK4473853.1	FGIG_00787, FGIG_11412
OG0003348	KAK4469355.1	FGIG_00824
OG0003349	KAK4472670.1	FGIG_00956
OG0003351	KAK4470585.1	FGIG_01029
OG0003352	KAK4468001.1	FGIG_01055
OG0003353	KAK4473091.1	FGIG_08293, FGIG_01107
OG0003354	KAK4473041.1	FGIG_01213
OG0003355	KAK4471397.1	FGIG_05751, FGIG_01233
OG0003357	KAK4473542.1	FGIG_01285, FGIG_01286
OG0003360	KAK4472374.1	FGIG_01347
OG0003361	KAK4475075.1	FGIG_01419
OG0003362	KAK4470541.1, KAK4470542.1	FGIG_01463
OG0003363	KAK4472454.1	FGIG_01536, FGIG_01537
OG0003364	KAK4468078.1	FGIG_01642
OG0003365	KAK4475132.1	FGIG_01696
OG0003366	KAK4471992.1	FGIG_01727
OG0003367	KAK4469630.1	FGIG_01780
OG0003368	KAK4473902.1	FGIG_01783
OG0003369	KAK4471215.1	FGIG_01830
OG0003370	KAK4472867.1	FGIG_01957
OG0003371	KAK4469637.1	FGIG_02019
OG0003372	KAK4467714.1	FGIG_02026
OG0003373	KAK4475230.1	FGIG_02213
OG0003374	KAK4467641.1	FGIG_10992, FGIG_02215
OG0003375	KAK4470085.1	FGIG_02328
OG0003376	KAK4469604.1	FGIG_02356
OG0003377	KAK4468003.1	FGIG_02440, FGIG_08574, FGIG_02441
OG0003378	KAK4468240.1, KAK4468207.1, KAK4468208.1	FGIG_05882, FGIG_02455
OG0003379	KAK4471270.1	FGIG_02476
OG0003380	KAK4469642.1	FGIG_02530
OG0003381	KAK4469845.1	FGIG_08975, FGIG_06170, FGIG_02604
OG0003382	KAK4470289.1	FGIG_02624
OG0003383	KAK4476102.1	FGIG_02627
OG0003384	KAK4473567.1	FGIG_02644
OG0003385	KAK4468440.1	FGIG_02658
OG0003386	KAK4475415.1	FGIG_02736
OG0003387	KAK4475308.1	FGIG_02791
OG0003388	KAK4467617.1	FGIG_02832
OG0003389	KAK4469143.1	FGIG_02845
OG0003390	KAK4474177.1	FGIG_02967, FGIG_06462, FGIG_11310, FGIG_02968
OG0003391	KAK4470923.1	FGIG_02989
OG0003392	KAK4469762.1	FGIG_03019
OG0003393	KAK4472526.1	FGIG_03104
OG0003394	KAK4473474.1	FGIG_03228, FGIG_10570
OG0003395	KAK4469025.1	FGIG_03232
OG0003396	KAK4472772.1	FGIG_03268
OG0003397	KAK4475464.1	FGIG_11253, FGIG_03277
OG0003398	KAK4476173.1	FGIG_03315
OG0003399	KAK4474118.1	FGIG_03351
OG0003400	KAK4470317.1	FGIG_03383
OG0003401	KAK4472390.1	FGIG_06798
OG0003402	KAK4475331.1	FGIG_03727
OG0003403	KAK4469413.1	FGIG_03770
OG0003404	KAK4470352.1	FGIG_03912
OG0003405	KAK4469634.1	FGIG_09971, FGIG_03953
OG0003406	KAK4476035.1	FGIG_03955
OG0003407	KAK4468100.1	FGIG_04038
OG0003408	KAK4473269.1	FGIG_04180
OG0003409	KAK4474296.1	FGIG_04283
OG0003410	KAK4471281.1	FGIG_04321
OG0003411	KAK4473740.1	FGIG_04428
OG0003412	KAK4475872.1	FGIG_04567
OG0003413	KAK4474333.1	FGIG_04605
OG0003415	KAK4470968.1	FGIG_05494, FGIG_04667
OG0003416	KAK4471260.1	FGIG_04682
OG0003417	KAK4469966.1	FGIG_04700
OG0003418	KAK4469091.1	FGIG_04781
OG0003419	KAK4470630.1, KAK4470629.1	FGIG_04950
OG0003420	KAK4473964.1	FGIG_04953
OG0003421	KAK4473893.1	FGIG_05044
OG0003422	KAK4469073.1	FGIG_05101, FGIG_11462
OG0003423	KAK4467576.1, KAK4467577.1, KAK4474677.1	FGIG_05139, FGIG_05140
OG0003424	KAK4468849.1	FGIG_05199, FGIG_06598, FGIG_05198
OG0003425	KAK4468085.1, KAK4468086.1	FGIG_05221
OG0003426	KAK4471450.1	FGIG_05233
OG0003427	KAK4474015.1	FGIG_05263
OG0003428	KAK4468238.1, KAK4468237.1	FGIG_05322
OG0003429	KAK4470791.1	FGIG_05378
OG0003430	KAK4470424.1	FGIG_05381
OG0003431	KAK4475012.1	FGIG_05479
OG0003432	KAK4470852.1	FGIG_05497
OG0003433	KAK4474351.1	FGIG_05557
OG0003434	KAK4471998.1	FGIG_05575, FGIG_05573
OG0003435	KAK4473820.1	FGIG_05623
OG0003436	KAK4469415.1	FGIG_05658, FGIG_05657
OG0003437	KAK4470283.1	FGIG_05713
OG0003438	KAK4472694.1	FGIG_05722
OG0003439	KAK4475442.1	FGIG_05729
OG0003440	KAK4475396.1	FGIG_05741
OG0003441	KAK4472935.1, KAK4467225.1	FGIG_08834, FGIG_05805
OG0003442	KAK4470265.1	FGIG_05841
OG0003443	KAK4472080.1	FGIG_05859
OG0003444	KAK4475939.1	FGIG_05870
OG0003445	KAK4474179.1	FGIG_05949
OG0003446	KAK4467276.1	FGIG_05978
OG0003447	KAK4475836.1	FGIG_06010
OG0003448	KAK4470129.1	FGIG_06070
OG0003449	KAK4470128.1	FGIG_06071
OG0003450	KAK4471441.1	FGIG_06121
OG0003451	KAK4468061.1	FGIG_06150
OG0003452	KAK4475988.1	FGIG_06174
OG0003453	KAK4467251.1, KAK4473565.1	FGIG_06213
OG0003454	KAK4472250.1	FGIG_07233, FGIG_06256
OG0003455	KAK4471806.1	FGIG_06283
OG0003456	KAK4476121.1	FGIG_06307
OG0003457	KAK4473914.1	FGIG_06344
OG0003458	KAK4473754.1	FGIG_06349
OG0003459	KAK4470622.1	FGIG_12029, FGIG_06414
OG0003460	KAK4473874.1	FGIG_06432
OG0003462	KAK4473716.1	FGIG_06516
OG0003463	KAK4468148.1	FGIG_06582
OG0003464	KAK4468339.1	FGIG_06669, FGIG_10395
OG0003465	KAK4471665.1	FGIG_06693
OG0003466	KAK4474381.1	FGIG_06768
OG0003467	KAK4470416.1, KAK4470417.1	FGIG_06773
OG0003468	KAK4471499.1	FGIG_06775
OG0003469	KAK4469435.1	FGIG_06789, FGIG_12033
OG0003470	KAK4469702.1	FGIG_06855, FGIG_07604
OG0003471	KAK4469558.1	FGIG_06877
OG0003472	KAK4476240.1	FGIG_06945
OG0003473	KAK4470786.1	FGIG_07054, FGIG_07055, FGIG_07056
OG0003474	KAK4469757.1	FGIG_07164
OG0003475	KAK4473147.1	FGIG_08007, FGIG_07166
OG0003476	KAK4473510.1	FGIG_07337, FGIG_07336, FGIG_07338
OG0003477	KAK4468923.1	FGIG_07412
OG0003478	KAK4476098.1	FGIG_07434
OG0003479	KAK4473118.1	FGIG_07482
OG0003480	KAK4471563.1	FGIG_12064, FGIG_07490
OG0003481	KAK4471991.1	FGIG_07505
OG0003482	KAK4468740.1	FGIG_07511
OG0003483	KAK4472499.1	FGIG_07526
OG0003484	KAK4475714.1	FGIG_12673, FGIG_07557
OG0003485	KAK4468096.1	FGIG_07575
OG0003486	KAK4473201.1	FGIG_07576
OG0003487	KAK4469159.1	FGIG_07648
OG0003488	KAK4474526.1	FGIG_07953
OG0003489	KAK4470449.1	FGIG_08029, FGIG_08030
OG0003490	KAK4476248.1	FGIG_08068
OG0003491	KAK4472273.1	FGIG_08112, FGIG_12117
OG0003492	KAK4471927.1	FGIG_08145
OG0003493	KAK4468477.1	FGIG_08216
OG0003494	KAK4467906.1	FGIG_08362
OG0003495	KAK4467559.1, KAK4475695.1	FGIG_10021, FGIG_10022, FGIG_08396
OG0003496	KAK4472498.1	FGIG_08431
OG0003497	KAK4469814.1	FGIG_08580
OG0003498	KAK4470172.1	FGIG_08643
OG0003499	KAK4471773.1, KAK4471774.1	FGIG_08680, FGIG_09723
OG0003500	KAK4471419.1	FGIG_09031
OG0003501	KAK4470745.1	FGIG_09062
OG0003503	KAK4475886.1	FGIG_09082
OG0003504	KAK4473775.1	FGIG_09166
OG0003505	KAK4469653.1	FGIG_09275
OG0003506	KAK4476177.1	FGIG_09306
OG0003507	KAK4475696.1	FGIG_09412
OG0003508	KAK4471156.1	FGIG_09438
OG0003509	KAK4472664.1	FGIG_09546, FGIG_09545
OG0003510	KAK4476199.1	FGIG_09594
OG0003511	KAK4472079.1	FGIG_09712
OG0003512	KAK4468250.1	FGIG_09721
OG0003513	KAK4470523.1	FGIG_09801
OG0003514	KAK4472796.1	FGIG_09807
OG0003515	KAK4467615.1	FGIG_09892
OG0003516	KAK4469464.1	FGIG_09916
OG0003517	KAK4467787.1	FGIG_10167
OG0003518	KAK4468848.1	FGIG_10174
OG0003519	KAK4473885.1	FGIG_10419
OG0003520	KAK4471147.1	FGIG_10467
OG0003521	KAK4474494.1	FGIG_12051, FGIG_10478
OG0003522	KAK4471013.1, KAK4471014.1	FGIG_10541
OG0003523	KAK4469869.1	FGIG_10550
OG0003524	KAK4471778.1	FGIG_10704
OG0003525	KAK4475611.1	FGIG_11007, FGIG_10781
OG0003526	KAK4472469.1	FGIG_10791
OG0003527	KAK4470971.1	FGIG_10811
OG0003528	KAK4475853.1	FGIG_10880
OG0003529	KAK4473452.1	FGIG_10912
OG0003530	KAK4471355.1	FGIG_10914
OG0003531	KAK4476277.1	FGIG_10989
OG0003532	KAK4476131.1	FGIG_11060
OG0003533	KAK4469562.1	FGIG_11092
OG0003534	KAK4468777.1	FGIG_11538, FGIG_11202, FGIG_12694
OG0003535	KAK4467826.1	FGIG_11666
OG0003536	KAK4471933.1	FGIG_11774
OG0003537	KAK4472049.1	FGIG_11863
OG0003538	KAK4475438.1	FGIG_11871
OG0003539	KAK4470019.1	FGIG_11917
OG0003540	KAK4475716.1, KAK4467466.1	FGIG_12074
OG0003541	KAK4468883.1	FGIG_12159
OG0003542	KAK4471461.1, KAK4471462.1	FGIG_12196
OG0003543	KAK4469226.1	FGIG_12417
OG0003544	KAK4469321.1	FGIG_12447
OG0003545	KAK4475073.1	FGIG_12639
OG0003577	KAK4473917.1, KAK4475250.1	FGIG_05691, FGIG_05690, FGIG_00043
OG0003578	KAK4467762.1	FGIG_00080
OG0003579	KAK4473991.1	FGIG_00148
OG0003580	KAK4474767.1	FGIG_00273
OG0003581	KAK4473096.1	FGIG_00360
OG0003583	KAK4475571.1	FGIG_00376
OG0003584	KAK4471994.1	FGIG_00469
OG0003585	KAK4468018.1	FGIG_00518
OG0003586	KAK4473691.1	FGIG_00534
OG0003587	KAK4474390.1	FGIG_00586
OG0003588	KAK4474798.1	FGIG_00743
OG0003589	KAK4470101.1	FGIG_00813
OG0003590	KAK4476105.1	FGIG_12402, FGIG_00895
OG0003591	KAK4472040.1	FGIG_00905
OG0003592	KAK4470602.1	FGIG_00927
OG0003593	KAK4472337.1	FGIG_00974
OG0003594	KAK4475234.1	FGIG_00996
OG0003595	KAK4468152.1	FGIG_01053
OG0003596	KAK4469676.1	FGIG_01069
OG0003597	KAK4470556.1	FGIG_01078
OG0003598	KAK4474030.1	FGIG_01092
OG0003599	KAK4474727.1	FGIG_01106
OG0003600	KAK4475863.1, KAK4475865.1, KAK4475864.1	FGIG_01135
OG0003601	KAK4473045.1	FGIG_01211
OG0003602	KAK4472101.1	FGIG_01316
OG0003603	KAK4470116.1	FGIG_01389
OG0003604	KAK4476286.1	FGIG_01421
OG0003605	KAK4474826.1	FGIG_01482
OG0003606	KAK4472540.1	FGIG_01532
OG0003607	KAK4475286.1	FGIG_01612
OG0003608	KAK4474036.1	FGIG_01683
OG0003609	KAK4473159.1	FGIG_01810
OG0003610	KAK4468676.1	FGIG_01872
OG0003611	KAK4469941.1	FGIG_01911
OG0003612	KAK4472051.1	FGIG_01920, FGIG_01921, FGIG_01922
OG0003613	KAK4471517.1	FGIG_01939
OG0003614	KAK4472034.1	FGIG_01971, FGIG_01972
OG0003615	KAK4473788.1	FGIG_01976
OG0003616	KAK4474935.1	FGIG_02007, FGIG_02006
OG0003617	KAK4471768.1	FGIG_02047
OG0003618	KAK4473051.1	FGIG_02055
OG0003619	KAK4476255.1	FGIG_02061
OG0003620	KAK4469288.1	FGIG_08873
OG0003621	KAK4469901.1	FGIG_02103
OG0003622	KAK4470787.1	FGIG_02151, FGIG_02150, FGIG_07012
OG0003623	KAK4469370.1	FGIG_02257
OG0003624	KAK4474427.1	FGIG_02258
OG0003625	KAK4468892.1	FGIG_12606, FGIG_02275
OG0003626	KAK4468054.1	FGIG_02277
OG0003627	KAK4468066.1	FGIG_02279, FGIG_02278
OG0003628	KAK4472310.1	FGIG_02331
OG0003629	KAK4476014.1, KAK4476015.1	FGIG_02383
OG0003630	KAK4474073.1	FGIG_02400
OG0003631	KAK4470868.1	FGIG_02436
OG0003632	KAK4471856.1	FGIG_02505
OG0003633	KAK4469548.1	FGIG_02585
OG0003634	KAK4470797.1	FGIG_02606, FGIG_02607
OG0003635	KAK4470719.1	FGIG_02628
OG0003636	KAK4470625.1	FGIG_11211, FGIG_02695
OG0003637	KAK4471579.1	FGIG_02762
OG0003638	KAK4469171.1	FGIG_02770, FGIG_02771
OG0003639	KAK4469170.1	FGIG_02772
OG0003640	KAK4467375.1, KAK4475763.1	FGIG_02786
OG0003641	KAK4470529.1	FGIG_02865
OG0003642	KAK4469740.1	FGIG_02922
OG0003643	KAK4470256.1	FGIG_02927
OG0003644	KAK4475284.1	FGIG_03073
OG0003645	KAK4469087.1	FGIG_03143
OG0003646	KAK4469350.1	FGIG_03166
OG0003647	KAK4475316.1	FGIG_03168
OG0003648	KAK4474379.1	FGIG_03188
OG0003649	KAK4472160.1	FGIG_03219
OG0003650	KAK4475226.1	FGIG_03263
OG0003651	KAK4469433.1	FGIG_03287
OG0003652	KAK4469903.1	FGIG_03323, FGIG_10472
OG0003653	KAK4473694.1	FGIG_03385
OG0003654	KAK4471652.1	FGIG_03411
OG0003655	KAK4472474.1	FGIG_03536
OG0003656	KAK4470577.1	FGIG_03555
OG0003657	KAK4475633.1, KAK4476069.1	FGIG_03629
OG0003658	KAK4470258.1	FGIG_03659
OG0003659	KAK4470853.1	FGIG_03808, FGIG_03705, FGIG_10990
OG0003660	KAK4470203.1	FGIG_03712
OG0003661	KAK4469716.1	FGIG_03773
OG0003662	KAK4472707.1	FGIG_03809
OG0003663	KAK4470359.1	FGIG_03827
OG0003664	KAK4469810.1	FGIG_04081
OG0003665	KAK4470264.1	FGIG_04110
OG0003666	KAK4471143.1	FGIG_04175
OG0003667	KAK4474830.1	FGIG_04235
OG0003668	KAK4467223.1	FGIG_04251
OG0003669	KAK4469841.1	FGIG_05183, FGIG_04279
OG0003670	KAK4471724.1	FGIG_04318
OG0003671	KAK4470531.1	FGIG_04333
OG0003672	KAK4467943.1	FGIG_04413
OG0003673	KAK4468770.1	FGIG_04449
OG0003674	KAK4472263.1, KAK4472262.1	FGIG_04589, FGIG_04590
OG0003675	KAK4471455.1	FGIG_04600
OG0003676	KAK4467752.1	FGIG_04653, FGIG_04652
OG0003677	KAK4470963.1	FGIG_04666
OG0003678	KAK4472663.1	FGIG_04715, FGIG_04716, FGIG_04714
OG0003679	KAK4472257.1	FGIG_04803
OG0003680	KAK4473856.1	FGIG_04884
OG0003681	KAK4468795.1	FGIG_04982
OG0003682	KAK4470538.1	FGIG_04999
OG0003683	KAK4475926.1	FGIG_05008
OG0003684	KAK4472440.1	FGIG_05125
OG0003685	KAK4473933.1	FGIG_05168
OG0003686	KAK4468413.1	FGIG_05189, FGIG_05190, FGIG_05191
OG0003687	KAK4468719.1	FGIG_05219
OG0003688	KAK4476166.1	FGIG_05228
OG0003689	KAK4471711.1	FGIG_05234
OG0003690	KAK4469837.1	FGIG_09787, FGIG_05256
OG0003691	KAK4467831.1	FGIG_05257
OG0003692	KAK4473945.1	FGIG_05307
OG0003693	KAK4469541.1	FGIG_05359
OG0003694	KAK4473280.1	FGIG_05400
OG0003695	KAK4471165.1	FGIG_05402
OG0003696	KAK4470140.1	FGIG_05430
OG0003697	KAK4474685.1	FGIG_05465
OG0003698	KAK4472394.1	FGIG_05470, FGIG_05471
OG0003699	KAK4472244.1	FGIG_05504, FGIG_12553
OG0003700	KAK4469301.1	FGIG_05526
OG0003701	KAK4468317.1	FGIG_05891
OG0003702	KAK4475393.1	FGIG_05910
OG0003703	KAK4474457.1	FGIG_05933
OG0003704	KAK4472329.1	FGIG_13994, FGIG_05964
OG0003705	KAK4472556.1	FGIG_06163
OG0003706	KAK4468429.1	FGIG_06271, FGIG_06272
OG0003707	KAK4475798.1, KAK4467439.1	FGIG_06450
OG0003708	KAK4471974.1	FGIG_06479
OG0003709	KAK4475321.1	FGIG_06505
OG0003710	KAK4472324.1	FGIG_06612
OG0003711	KAK4471608.1	FGIG_06613
OG0003712	KAK4474947.1	FGIG_06656
OG0003713	KAK4468784.1	FGIG_06713
OG0003714	KAK4468605.1	FGIG_12067, FGIG_12236, FGIG_06747
OG0003715	KAK4473272.1	FGIG_06756, FGIG_10384
OG0003716	KAK4467727.1	FGIG_11776, FGIG_06886
OG0003717	KAK4470302.1	FGIG_06980
OG0003718	KAK4470765.1	FGIG_07002
OG0003719	KAK4469381.1	FGIG_07036, FGIG_07037
OG0003720	KAK4471852.1	FGIG_07079
OG0003721	KAK4475976.1	FGIG_07108
OG0003722	KAK4468494.1	FGIG_07109
OG0003723	KAK4467926.1	FGIG_07238
OG0003724	KAK4475070.1	FGIG_07419
OG0003725	KAK4475815.1	FGIG_07513
OG0003726	KAK4469890.1	FGIG_07524
OG0003727	KAK4472787.1	FGIG_07563
OG0003728	KAK4475023.1	FGIG_07579
OG0003729	KAK4476203.1	FGIG_07608
OG0003730	KAK4469206.1	FGIG_07635
OG0003731	KAK4468242.1	FGIG_07729, FGIG_07730
OG0003732	KAK4467955.1, KAK4468009.1	FGIG_07745
OG0003733	KAK4476009.1	FGIG_07762
OG0003734	KAK4475646.1, KAK4467512.1	FGIG_07828
OG0003735	KAK4475807.1	FGIG_07925
OG0003736	KAK4471228.1	FGIG_07989
OG0003737	KAK4475943.1, KAK4475953.1	FGIG_08005
OG0003738	KAK4472846.1	FGIG_08015
OG0003739	KAK4469211.1	FGIG_08064
OG0003740	KAK4472934.1	FGIG_08197
OG0003741	KAK4469347.1	FGIG_08295
OG0003742	KAK4472058.1	FGIG_08386, FGIG_08385
OG0003743	KAK4471289.1	FGIG_08425
OG0003744	KAK4472659.1	FGIG_08433
OG0003745	KAK4472710.1	FGIG_08508
OG0003746	KAK4475636.1	FGIG_08595
OG0003747	KAK4473181.1	FGIG_08676
OG0003748	KAK4475606.1	FGIG_08786
OG0003749	KAK4475424.1	FGIG_08829
OG0003750	KAK4470958.1	FGIG_08843
OG0003751	KAK4468057.1	FGIG_08862
OG0003752	KAK4472559.1	FGIG_08988
OG0003753	KAK4475413.1	FGIG_12210, FGIG_09668, FGIG_09667, FGIG_09036
OG0003754	KAK4468010.1	FGIG_09038
OG0003755	KAK4475473.1	FGIG_09116
OG0003756	KAK4468609.1	FGIG_09217
OG0003757	KAK4473294.1	FGIG_09254
OG0003758	KAK4472396.1	FGIG_09269
OG0003759	KAK4471511.1	FGIG_09414
OG0003760	KAK4473407.1	FGIG_09472
OG0003761	KAK4469202.1	FGIG_09526
OG0003762	KAK4468680.1	FGIG_09568
