Orthogroup	s.mekongi	opisthorchis_viverrini
OG0003428	KAK4468238.1, KAK4468237.1	T265_04653
OG0003429	KAK4470791.1	T265_05909
OG0003430	KAK4470424.1	T265_07448
OG0003431	KAK4475012.1	T265_14276
OG0003432	KAK4470852.1	T265_02200
OG0003433	KAK4474351.1	T265_14247
OG0003434	KAK4471998.1	T265_13606
OG0003435	KAK4473820.1	T265_13575
OG0003436	KAK4469415.1	T265_14841
OG0003437	KAK4470283.1	T265_11777
OG0003438	KAK4472694.1	T265_13978
OG0003439	KAK4475442.1	T265_03706
OG0003440	KAK4475396.1	T265_12653
OG0003441	KAK4472935.1, KAK4467225.1	T265_16158, T265_13329, T265_03782, T265_12661, T265_00897, T265_12660
OG0003442	KAK4470265.1	T265_10526, T265_07654
OG0003443	KAK4472080.1	T265_13942
OG0003444	KAK4475939.1	T265_14726
OG0003445	KAK4474179.1	T265_07143
OG0003446	KAK4467276.1	T265_04504
OG0003447	KAK4475836.1	T265_14249
OG0003448	KAK4470129.1	T265_10023
OG0003449	KAK4470128.1	T265_09851
OG0003450	KAK4471441.1	T265_12574
OG0003451	KAK4468061.1	T265_04969
OG0003452	KAK4475988.1	T265_08005
OG0003453	KAK4467251.1, KAK4473565.1	T265_04993
OG0003454	KAK4472250.1	T265_14193
OG0003456	KAK4476121.1	T265_05545
OG0003457	KAK4473914.1	T265_09480, T265_16051
OG0003458	KAK4473754.1	T265_00691
OG0003459	KAK4470622.1	T265_07450
OG0003460	KAK4473874.1	T265_04726
OG0003462	KAK4473716.1	T265_02574
OG0003463	KAK4468148.1	T265_10283, T265_10285
OG0003464	KAK4468339.1	T265_07922
OG0003465	KAK4471665.1	T265_02038
OG0003467	KAK4470416.1, KAK4470417.1	T265_14975, T265_09848
OG0003468	KAK4471499.1	T265_12594
OG0003469	KAK4469435.1	T265_08823
OG0003470	KAK4469702.1	T265_11547, T265_11549
OG0003471	KAK4469558.1	T265_11489
OG0003472	KAK4476240.1	T265_15369
OG0003473	KAK4470786.1	T265_12937
OG0003474	KAK4469757.1	T265_02823
OG0003475	KAK4473147.1	T265_09374
OG0003476	KAK4473510.1	T265_09472, T265_12155
OG0003477	KAK4468923.1	T265_01902
OG0003478	KAK4476098.1	T265_08469
OG0003479	KAK4473118.1	T265_13318
OG0003480	KAK4471563.1	T265_09876, T265_14913
OG0003482	KAK4468740.1	T265_05343
OG0003483	KAK4472499.1	T265_13053
OG0003484	KAK4475714.1	T265_06650
OG0003485	KAK4468096.1	T265_13645, T265_13644
OG0003486	KAK4473201.1	T265_13646
OG0003487	KAK4469159.1	T265_08087, T265_10196
OG0003488	KAK4474526.1	T265_09073
OG0003489	KAK4470449.1	T265_00323
OG0003490	KAK4476248.1	T265_03113
OG0003491	KAK4472273.1	T265_04324
OG0003492	KAK4471927.1	T265_02536
OG0003493	KAK4468477.1	T265_11233
OG0003494	KAK4467906.1	T265_08759
OG0003495	KAK4467559.1, KAK4475695.1	T265_04558
OG0003496	KAK4472498.1	T265_02588
OG0003497	KAK4469814.1	T265_00036
OG0003498	KAK4470172.1	T265_02133
OG0003499	KAK4471773.1, KAK4471774.1	T265_13442
OG0003500	KAK4471419.1	T265_07015
OG0003501	KAK4470745.1	T265_10024
OG0003503	KAK4475886.1	T265_13487
OG0003505	KAK4469653.1	T265_12248, T265_00127, T265_16214
OG0003507	KAK4475696.1	T265_04937
OG0003508	KAK4471156.1	T265_02519
OG0003509	KAK4472664.1	T265_15081
OG0003510	KAK4476199.1	T265_09042
OG0003511	KAK4472079.1	T265_13027
OG0003512	KAK4468250.1	T265_11328
OG0003513	KAK4470523.1	T265_09089
OG0003515	KAK4467615.1	T265_06621
OG0003516	KAK4469464.1	T265_10171
OG0003517	KAK4467787.1	T265_06615
OG0003518	KAK4468848.1	T265_08612
OG0003519	KAK4473885.1	T265_05628
OG0003520	KAK4471147.1	T265_01815
OG0003521	KAK4474494.1	T265_04411
OG0003522	KAK4471013.1, KAK4471014.1	T265_13909
OG0003523	KAK4469869.1	T265_01345
OG0003524	KAK4471778.1	T265_00504
OG0003525	KAK4475611.1	T265_01893, T265_08418
OG0003526	KAK4472469.1	T265_08334
OG0003527	KAK4470971.1	T265_11499, T265_16069
OG0003528	KAK4475853.1	T265_11428
OG0003529	KAK4473452.1	T265_15692, T265_15691
OG0003530	KAK4471355.1	T265_01532
OG0003531	KAK4476277.1	T265_04537
OG0003532	KAK4476131.1	T265_15073, T265_10184
OG0003533	KAK4469562.1	T265_08083
OG0003534	KAK4468777.1	T265_14367
OG0003535	KAK4467826.1	T265_13748, T265_13749
OG0003536	KAK4471933.1	T265_03943
OG0003537	KAK4472049.1	T265_08781, T265_14670
OG0003540	KAK4475716.1, KAK4467466.1	T265_06653
OG0003541	KAK4468883.1	T265_08893
OG0003542	KAK4471461.1, KAK4471462.1	T265_00656, T265_13990
OG0003543	KAK4469226.1	T265_08692
OG0003544	KAK4469321.1	T265_11978
OG0003545	KAK4475073.1	T265_05565
OG0003547	KAK4475960.1	T265_13128
OG0003548	KAK4475515.1	T265_15344
OG0003549	KAK4468710.1	T265_08011
OG0003553	KAK4474372.1	T265_10953
OG0003554	KAK4471207.1	T265_05158
OG0003555	KAK4470723.1	T265_00079
OG0003556	KAK4471925.1	T265_02539
OG0003557	KAK4469940.1	T265_02901
OG0003558	KAK4471110.1	T265_03991
OG0003559	KAK4468363.1	T265_13234
OG0003560	KAK4471683.1	T265_14817
OG0003577	KAK4473917.1, KAK4475250.1	T265_04132
OG0003580	KAK4474767.1	T265_10604
OG0003581	KAK4473096.1	T265_10913, T265_14331
OG0003583	KAK4475571.1	T265_14147
OG0003584	KAK4471994.1	T265_10564
OG0003585	KAK4468018.1	T265_07130
OG0003586	KAK4473691.1	T265_05888
OG0003587	KAK4474390.1	T265_00983, T265_06561
OG0003588	KAK4474798.1	T265_14600
OG0003590	KAK4476105.1	T265_02486
OG0003591	KAK4472040.1	T265_01108
OG0003593	KAK4472337.1	T265_14611
OG0003594	KAK4475234.1	T265_15427
OG0003595	KAK4468152.1	T265_07915
OG0003596	KAK4469676.1	T265_00838
OG0003597	KAK4470556.1	T265_14097
OG0003598	KAK4474030.1	T265_14336
OG0003599	KAK4474727.1	T265_14959
OG0003600	KAK4475863.1, KAK4475865.1, KAK4475864.1	T265_05129
OG0003601	KAK4473045.1	T265_07052
OG0003602	KAK4472101.1	T265_02041
OG0003603	KAK4470116.1	T265_05734
OG0003605	KAK4474826.1	T265_11576
OG0003606	KAK4472540.1	T265_10609
OG0003607	KAK4475286.1	T265_13798
OG0003608	KAK4474036.1	T265_00734
OG0003609	KAK4473159.1	T265_07040
OG0003610	KAK4468676.1	T265_05958
OG0003611	KAK4469941.1	T265_08091
OG0003612	KAK4472051.1	T265_13022, T265_02498
OG0003613	KAK4471517.1	T265_04789
OG0003615	KAK4473788.1	T265_04147
OG0003616	KAK4474935.1	T265_03030
OG0003617	KAK4471768.1	T265_03178
OG0003618	KAK4473051.1	T265_03758
OG0003619	KAK4476255.1	T265_01591, T265_07717
OG0003620	KAK4469288.1	T265_13102
OG0003621	KAK4469901.1	T265_01334
OG0003622	KAK4470787.1	T265_02194
OG0003623	KAK4469370.1	T265_13109
OG0003624	KAK4474427.1	T265_09870
OG0003625	KAK4468892.1	T265_09174
OG0003626	KAK4468054.1	T265_14517
OG0003627	KAK4468066.1	T265_08254
OG0003629	KAK4476014.1, KAK4476015.1	T265_01597
OG0003630	KAK4474073.1	T265_00552
OG0003631	KAK4470868.1	T265_05474
OG0003632	KAK4471856.1	T265_01555
OG0003633	KAK4469548.1	T265_00479
OG0003634	KAK4470797.1	T265_13087
OG0003635	KAK4470719.1	T265_15443, T265_02172, T265_03007, T265_06156
OG0003636	KAK4470625.1	T265_14928
OG0003637	KAK4471579.1	T265_15655
OG0003638	KAK4469171.1	T265_05106
OG0003639	KAK4469170.1	T265_05104, T265_16000
OG0003640	KAK4467375.1, KAK4475763.1	T265_01012
OG0003641	KAK4470529.1	T265_02862
OG0003642	KAK4469740.1	T265_12743, T265_01199
OG0003643	KAK4470256.1	T265_00281
OG0003645	KAK4469087.1	T265_00160, T265_00162
OG0003646	KAK4469350.1	T265_03853
OG0003647	KAK4475316.1	T265_11848, T265_15568
OG0003648	KAK4474379.1	T265_10268
OG0003649	KAK4472160.1	T265_00575
OG0003650	KAK4475226.1	T265_15117
OG0003651	KAK4469433.1	T265_13683
OG0003652	KAK4469903.1	T265_00794, T265_12637
OG0003653	KAK4473694.1	T265_13145, T265_02615
OG0003654	KAK4471652.1	T265_08494
OG0003655	KAK4472474.1	T265_05208
OG0003656	KAK4470577.1	T265_03290
OG0003657	KAK4475633.1, KAK4476069.1	T265_11037
OG0003658	KAK4470258.1	T265_07445
OG0003659	KAK4470853.1	T265_02794
OG0003660	KAK4470203.1	T265_00788, T265_02325
OG0003661	KAK4469716.1	T265_00438
OG0003662	KAK4472707.1	T265_11677
OG0003663	KAK4470359.1	T265_15278
OG0003665	KAK4470264.1	T265_12643, T265_12644
OG0003666	KAK4471143.1	T265_08460, T265_13632
OG0003668	KAK4467223.1	T265_03603
OG0003669	KAK4469841.1	T265_00288
OG0003670	KAK4471724.1	T265_08934
OG0003671	KAK4470531.1	T265_01972
OG0003672	KAK4467943.1	T265_14717
OG0003674	KAK4472263.1, KAK4472262.1	T265_13658, T265_04998
OG0003676	KAK4467752.1	T265_16358, T265_11520, T265_16124
OG0003677	KAK4470963.1	T265_09034
OG0003678	KAK4472663.1	T265_10342
OG0003679	KAK4472257.1	T265_11802
OG0003680	KAK4473856.1	T265_02876
OG0003681	KAK4468795.1	T265_09754
OG0003683	KAK4475926.1	T265_06872
OG0003684	KAK4472440.1	T265_15486
OG0003685	KAK4473933.1	T265_04088
OG0003686	KAK4468413.1	T265_04768
OG0003687	KAK4468719.1	T265_08327
OG0003688	KAK4476166.1	T265_01680
OG0003689	KAK4471711.1	T265_15525, T265_11754
OG0003690	KAK4469837.1	T265_11143, T265_15936
OG0003691	KAK4467831.1	T265_05651
OG0003692	KAK4473945.1	T265_08242
OG0003693	KAK4469541.1	T265_08095
OG0003694	KAK4473280.1	T265_07501
OG0003695	KAK4471165.1	T265_09288
OG0003696	KAK4470140.1	T265_00034
OG0003697	KAK4474685.1	T265_06827, T265_14149
OG0003698	KAK4472394.1	T265_15116
OG0003699	KAK4472244.1	T265_07037
OG0003700	KAK4469301.1	T265_10146
OG0003701	KAK4468317.1	T265_01634
OG0003703	KAK4474457.1	T265_07221, T265_16143
OG0003704	KAK4472329.1	T265_06510
OG0003705	KAK4472556.1	T265_07049
OG0003706	KAK4468429.1	T265_04171
OG0003707	KAK4475798.1, KAK4467439.1	T265_15364
OG0003708	KAK4471974.1	T265_07688
OG0003709	KAK4475321.1	T265_04308, T265_04657, T265_14395
OG0003710	KAK4472324.1	T265_13051
OG0003711	KAK4471608.1	T265_05157
OG0003712	KAK4474947.1	T265_13695
OG0003713	KAK4468784.1	T265_07311
OG0003715	KAK4473272.1	T265_13324
OG0003717	KAK4470302.1	T265_14734
OG0003718	KAK4470765.1	T265_13675
OG0003719	KAK4469381.1	T265_09180
OG0003720	KAK4471852.1	T265_06792
OG0003721	KAK4475976.1	T265_02624
OG0003723	KAK4467926.1	T265_07088
OG0003724	KAK4475070.1	T265_09063
OG0003725	KAK4475815.1	T265_09685
OG0003726	KAK4469890.1	T265_03314
OG0003727	KAK4472787.1	T265_10556
OG0003728	KAK4475023.1	T265_02271
OG0003729	KAK4476203.1	T265_10965
OG0003730	KAK4469206.1	T265_14130
OG0003731	KAK4468242.1	T265_13642
OG0003732	KAK4467955.1, KAK4468009.1	T265_13560
OG0003733	KAK4476009.1	T265_01595
OG0003734	KAK4475646.1, KAK4467512.1	T265_09564
OG0003735	KAK4475807.1	T265_06408
OG0003736	KAK4471228.1	T265_12784
OG0003737	KAK4475943.1, KAK4475953.1	T265_14236, T265_15927
OG0003738	KAK4472846.1	T265_05054
OG0003739	KAK4469211.1	T265_15441
OG0003740	KAK4472934.1	T265_12173, T265_02122, T265_16241
OG0003742	KAK4472058.1	T265_00182
OG0003743	KAK4471289.1	T265_01139
OG0003744	KAK4472659.1	T265_08995
OG0003745	KAK4472710.1	T265_08231
OG0003746	KAK4475636.1	T265_15392
OG0003747	KAK4473181.1	T265_02110
OG0003748	KAK4475606.1	T265_06307
OG0003749	KAK4475424.1	T265_02264
OG0003750	KAK4470958.1	T265_03282
OG0003751	KAK4468057.1	T265_03402
OG0003752	KAK4472559.1	T265_08865
OG0003754	KAK4468010.1	T265_07808
OG0003755	KAK4475473.1	T265_06436
OG0003756	KAK4468609.1	T265_08406
OG0003757	KAK4473294.1	T265_03497
OG0003759	KAK4471511.1	T265_05181
OG0003760	KAK4473407.1	T265_10848, T265_05509, T265_09336
OG0003761	KAK4469202.1	T265_08834
OG0003762	KAK4468680.1	T265_11768
OG0003763	KAK4473190.1	T265_02568
OG0003764	KAK4473758.1	T265_02610
OG0003766	KAK4469910.1	T265_09173
OG0003767	KAK4471832.1	T265_00597
OG0003768	KAK4475020.1	T265_15091
OG0003769	KAK4473211.1	T265_05416
OG0003770	KAK4470714.1	T265_03594
OG0003771	KAK4476054.1	T265_15770, T265_15771
OG0003772	KAK4469583.1	T265_00071
OG0003773	KAK4468694.1	T265_07529, T265_07530
OG0003774	KAK4470246.1	T265_01329
OG0003775	KAK4470430.1	T265_09155, T265_08355
OG0003776	KAK4476078.1	T265_14561
OG0003777	KAK4471171.1	T265_01583
OG0003778	KAK4467927.1	T265_07089
OG0003779	KAK4475255.1	T265_05531
OG0003780	KAK4471656.1, KAK4471657.1	T265_13360
OG0003781	KAK4472882.1	T265_04246
OG0003782	KAK4469405.1	T265_06846
OG0003783	KAK4469448.1	T265_12559
OG0003784	KAK4469333.1	T265_00146, T265_12352, T265_15752
OG0003785	KAK4472235.1, KAK4474201.1	T265_04718
OG0003786	KAK4471313.1	T265_01448
OG0003787	KAK4475361.1	T265_10458, T265_11182
OG0003788	KAK4470220.1	T265_11551
OG0003789	KAK4476144.1	T265_11782
OG0003790	KAK4472442.1	T265_07338
OG0003791	KAK4469217.1	T265_13215
OG0003792	KAK4469793.1, KAK4469794.1	T265_07300
OG0003794	KAK4468158.1	T265_07116
OG0003795	KAK4475564.1, KAK4475553.1	T265_08168
OG0003796	KAK4471258.1	T265_11530, T265_11441, T265_11529
OG0003797	KAK4470514.1	T265_13903
OG0003798	KAK4475288.1	T265_09175
OG0003799	KAK4467992.1	T265_02377
OG0003800	KAK4473328.1	T265_05983
OG0003801	KAK4469539.1	T265_08096
OG0003802	KAK4470839.1	T265_03294
OG0003803	KAK4476176.1	T265_09049
OG0003804	KAK4475320.1	T265_12924
OG0003805	KAK4476268.1, KAK4476276.1	T265_00258
OG0003806	KAK4476090.1	T265_00275
OG0003807	KAK4473825.1	T265_15782
OG0003809	KAK4470515.1	T265_02345
OG0003814	KAK4468295.1	T265_06383
OG0003827	KAK4472458.1	T265_13331
OG0003828	KAK4473877.1	T265_02993, T265_03636, T265_02995, T265_03637
OG0003830	KAK4474601.1	T265_09055
OG0003831	KAK4467800.1, KAK4467802.1	T265_11014, T265_11015
OG0003832	KAK4467795.1, KAK4467796.1	T265_10860
OG0003834	KAK4467275.1, KAK4475584.1	T265_05544
OG0003835	KAK4474763.1	T265_11735
OG0003836	KAK4472456.1	T265_08888
OG0003837	KAK4473661.1	T265_06035, T265_09723
OG0003838	KAK4474508.1	T265_07776
OG0003839	KAK4474424.1	T265_05240
OG0003840	KAK4473157.1	T265_14592
OG0003842	KAK4472487.1	T265_15056, T265_08637, T265_08638
OG0003843	KAK4476120.1	T265_14168
OG0003844	KAK4472385.1	T265_00713
OG0003845	KAK4475977.1	T265_02625
OG0003846	KAK4467437.1, KAK4467436.1, KAK4475754.1	T265_06818
OG0003847	KAK4471993.1	T265_10563
OG0003848	KAK4468052.1	T265_07131
OG0003849	KAK4475052.1	T265_15329
OG0003850	KAK4472741.1	T265_00751
OG0003851	KAK4471681.1	T265_05837, T265_13888
OG0003852	KAK4467722.1	T265_14491
OG0003853	KAK4467824.1	T265_08362
OG0003854	KAK4471651.1	T265_03170, T265_03168, T265_03171, T265_03169
OG0003855	KAK4473610.1	T265_12068
OG0003856	KAK4468070.1	T265_10681
OG0003857	KAK4473810.1	T265_05336
OG0003858	KAK4472534.1	T265_07459
OG0003859	KAK4471409.1	T265_03929
OG0003860	KAK4473760.1	T265_02613
OG0003863	KAK4473383.1	T265_05699
OG0003864	KAK4470496.1	T265_00327
OG0003865	KAK4467834.1	T265_16087
OG0003866	KAK4473649.1	T265_03366
OG0003867	KAK4469109.1	T265_00021
OG0003868	KAK4471934.1	T265_03172
OG0003869	KAK4473406.1	T265_12812
OG0003872	KAK4468987.1	T265_01200
OG0003873	KAK4468080.1	T265_14902
OG0003874	KAK4473576.1	T265_09712
OG0003875	KAK4473327.1	T265_05982
OG0003876	KAK4473721.1	T265_06523
OG0003877	KAK4471744.1	T265_01126
OG0003878	KAK4471742.1	T265_12724
OG0003879	KAK4470075.1	T265_09833
OG0003881	KAK4471912.1	T265_02017
OG0003882	KAK4467823.1	T265_03801
OG0003883	KAK4471902.1	T265_04185
OG0003884	KAK4473061.1	T265_05578
OG0003885	KAK4468810.1	T265_07522
OG0003886	KAK4473944.1	T265_14515, T265_16100, T265_16102
OG0003887	KAK4468687.1, KAK4468686.1	T265_02629, T265_13056
OG0003888	KAK4468941.1	T265_02628
OG0003889	KAK4470533.1	T265_02775
OG0003890	KAK4475346.1	T265_13252
OG0003891	KAK4474505.1	T265_09065
OG0003894	KAK4467245.1	T265_12868
OG0003895	KAK4469680.1	T265_03559
OG0003896	KAK4469507.1	T265_01211
OG0003897	KAK4472775.1	T265_10035, T265_04263
OG0003899	KAK4469679.1	T265_07211
OG0003900	KAK4471688.1	T265_10723
OG0003902	KAK4468768.1	T265_13594, T265_16150
OG0003903	KAK4471061.1	T265_09767
OG0003904	KAK4471544.1	T265_12792
OG0003905	KAK4467776.1	T265_02716
OG0003906	KAK4476127.1	T265_15259
OG0003907	KAK4475512.1	T265_08382
OG0003908	KAK4475487.1	T265_13254
OG0003909	KAK4474044.1	T265_14652
OG0003910	KAK4469942.1	T265_14467
OG0003911	KAK4473595.1	T265_07148
OG0003912	KAK4470946.1	T265_01757
OG0003913	KAK4472713.1	T265_15870, T265_13380, T265_13379
OG0003914	KAK4472122.1	T265_02342
OG0003915	KAK4469056.1, KAK4469057.1, KAK4470599.1, KAK4470493.1	T265_02343
OG0003916	KAK4468036.1	T265_04956
OG0003917	KAK4474585.1, KAK4467384.1, KAK4467385.1	T265_00965
OG0003918	KAK4469204.1	T265_11784
OG0003919	KAK4472259.1	T265_08326
OG0003920	KAK4474850.1, KAK4474849.1	T265_06647
OG0003921	KAK4470392.1	T265_10885
OG0003922	KAK4471552.1	T265_01385
OG0003923	KAK4473174.1	T265_05966
OG0003924	KAK4469947.1	T265_01221
OG0003925	KAK4469481.1	T265_13740, T265_13742
OG0003926	KAK4473245.1	T265_03768
OG0003927	KAK4471613.1, KAK4471602.1	T265_02043
OG0003928	KAK4473599.1, KAK4473598.1	T265_09914
OG0003929	KAK4469152.1	T265_05791
OG0003930	KAK4470058.1	T265_10020
OG0003931	KAK4469472.1	T265_00356
OG0003933	KAK4472343.1	T265_07605
OG0003934	KAK4474458.1	T265_00259
OG0003936	KAK4474234.1, KAK4474233.1	T265_13452
OG0003937	KAK4469622.1	T265_13217, T265_13216
OG0003938	KAK4470310.1	T265_06118
OG0003940	KAK4474709.1	T265_03321
OG0003941	KAK4467508.1, KAK4475708.1, KAK4467507.1, KAK4475709.1	T265_06268
OG0003942	KAK4469602.1	T265_13372
OG0003943	KAK4469164.1	T265_10688
OG0003945	KAK4468739.1	T265_13755, T265_13756
OG0003946	KAK4473182.1	T265_02108
OG0003947	KAK4473629.1	T265_05884
OG0003948	KAK4469790.1	T265_14150, T265_16082, T265_16108
OG0003949	KAK4469896.1	T265_05466, T265_16243
OG0003950	KAK4475967.1	T265_06273
OG0003951	KAK4469318.1	T265_11981
OG0003952	KAK4468515.1	T265_04156
OG0003953	KAK4467979.1	T265_11268
OG0003955	KAK4469215.1	T265_15588
OG0003956	KAK4471678.1	T265_00672
OG0003957	KAK4474161.1	T265_07581
OG0003958	KAK4472852.1	T265_04262
OG0003959	KAK4474422.1	T265_14829
OG0003960	KAK4469154.1	T265_13631
OG0003961	KAK4468327.1	T265_14901, T265_16141
OG0003964	KAK4474297.1	T265_08186
OG0003965	KAK4473090.1	T265_05582
OG0003967	KAK4473470.1	T265_01515, T265_08210
OG0003968	KAK4475622.1	T265_08006
OG0003969	KAK4468012.1, KAK4468013.1	T265_03015
OG0003970	KAK4468794.1	T265_14765
OG0003971	KAK4471664.1	T265_12912
OG0003972	KAK4472667.1	T265_10338
OG0003973	KAK4467846.1	T265_05669
OG0003974	KAK4469368.1	T265_02855
OG0003975	KAK4473769.1	T265_04899, T265_04898
OG0003976	KAK4473229.1	T265_15106
OG0003977	KAK4469352.1	T265_00385
OG0003978	KAK4469559.1	T265_04067
OG0003979	KAK4474501.1	T265_04589
OG0003980	KAK4467547.1, KAK4467936.1	T265_05217
OG0003982	KAK4471286.1	T265_12819
OG0003983	KAK4471914.1	T265_03139
OG0003984	KAK4476165.1	T265_08473
OG0003985	KAK4471256.1	T265_00185
OG0003986	KAK4471328.1	T265_00664
OG0003987	KAK4476110.1	T265_06432
OG0003988	KAK4473896.1	T265_09190
OG0003989	KAK4472114.1	T265_13605
OG0003991	KAK4474615.1	T265_06214
OG0003992	KAK4472657.1	T265_00578
OG0003993	KAK4470689.1	T265_13785
OG0003994	KAK4472917.1	T265_04732
OG0003995	KAK4468709.1	T265_14455
OG0003996	KAK4469899.1	T265_01337
OG0003997	KAK4474959.1	T265_01440
OG0003999	KAK4475491.1	T265_06186
OG0004001	KAK4469040.1	T265_03300
OG0004002	KAK4470685.1	T265_12865
OG0004003	KAK4472380.1	T265_09720
OG0004004	KAK4469995.1	T265_10247
OG0004005	KAK4473927.1	T265_01501
OG0004006	KAK4472502.1	T265_11320
OG0004007	KAK4470223.1	T265_00321
OG0004008	KAK4473266.1	T265_07509
OG0004010	KAK4473369.1	T265_10401
OG0004011	KAK4470397.1	T265_15136
OG0004013	KAK4471273.1	T265_06164
OG0004015	KAK4467698.1	T265_14492
OG0004016	KAK4474609.1	T265_06913
OG0004018	KAK4468809.1	T265_09487
OG0004019	KAK4468780.1, KAK4468779.1	T265_04159
OG0004023	KAK4471855.1	T265_10136
OG0004024	KAK4476065.1	T265_15006
OG0004025	KAK4475412.1	T265_15600
OG0004026	KAK4473800.1	T265_07030
OG0004027	KAK4470741.1	T265_06744, T265_06749
OG0004029	KAK4470131.1	T265_12763
OG0004030	KAK4475164.1	T265_09691
OG0004032	KAK4474545.1	T265_13989
OG0004033	KAK4473651.1	T265_03646
OG0004034	KAK4468481.1	T265_11229
OG0004035	KAK4468602.1	T265_01826
OG0004036	KAK4473932.1	T265_05064
OG0004037	KAK4475722.1	T265_06695
OG0004038	KAK4469570.1	T265_15026
OG0004039	KAK4470809.1	T265_11226
OG0004040	KAK4469334.1	T265_09084
OG0004041	KAK4473364.1	T265_07133
OG0004042	KAK4471647.1	T265_07612
OG0004043	KAK4475985.1	T265_13544
OG0004044	KAK4473365.1	T265_10408
OG0004045	KAK4475090.1, KAK4474988.1	T265_07773
OG0004046	KAK4476262.1	T265_10261
OG0004047	KAK4473496.1, KAK4473495.1	T265_11840
OG0004048	KAK4471862.1	T265_01163
OG0004049	KAK4467760.1	T265_15267, T265_14846
OG0004050	KAK4470793.1	T265_05910
OG0004051	KAK4471436.1	T265_14071
OG0004053	KAK4468949.1	T265_00562
OG0004054	KAK4470150.1	T265_11970, T265_12010
OG0004055	KAK4474528.1, KAK4474529.1	T265_09068
OG0004056	KAK4469577.1	T265_02438
OG0004057	KAK4469234.1	T265_06863
OG0004058	KAK4470488.1	T265_06127
OG0004059	KAK4471827.1	T265_07021
OG0004060	KAK4475610.1	T265_06303
OG0004061	KAK4468771.1	T265_15066
OG0004062	KAK4468773.1	T265_10152
OG0004063	KAK4475911.1	T265_00247
OG0004064	KAK4474382.1	T265_14496
OG0004065	KAK4474747.1, KAK4474748.1	T265_15656
OG0004066	KAK4474883.1	T265_10462
OG0004067	KAK4475257.1	T265_00908, T265_12667
OG0004068	KAK4470354.1	T265_13907
OG0004069	KAK4469746.1	T265_07421
OG0004071	KAK4475465.1	T265_11410
OG0004072	KAK4474051.1	T265_00733
OG0004073	KAK4471293.1, KAK4471282.1	T265_01174
OG0004089	KAK4475210.1	T265_13365
OG0004090	KAK4468577.1	T265_02229, T265_16354
OG0004091	KAK4470132.1	T265_06336
OG0004092	KAK4475087.1	T265_02459
OG0004093	KAK4470851.1	T265_10684
OG0004095	KAK4474917.1	T265_04428
OG0004096	KAK4476129.1	T265_10832
OG0004097	KAK4471866.1	T265_06723
OG0004098	KAK4469601.1	T265_00462
OG0004099	KAK4474926.1	T265_10950
OG0004100	KAK4472843.1	T265_11652
OG0004101	KAK4473394.1	T265_14006
OG0004102	KAK4468053.1	T265_16205
OG0004103	KAK4473811.1	T265_13771
OG0004105	KAK4472940.1	T265_13816
OG0004106	KAK4467691.1	T265_09532
OG0004107	KAK4474811.1	T265_08527
OG0004108	KAK4473438.1	T265_03501
OG0004109	KAK4473886.1	T265_01896
OG0004110	KAK4470669.1	T265_14124
OG0004111	KAK4467345.1, KAK4470431.1	T265_12464
OG0004112	KAK4474903.1	T265_06196, T265_15640
OG0004113	KAK4473362.1	T265_10735
OG0004114	KAK4469672.1	T265_00417
OG0004115	KAK4474029.1	T265_07618
OG0004116	KAK4468108.1	T265_14856
OG0004117	KAK4475687.1	T265_13258
OG0004118	KAK4473501.1	T265_04082
OG0004120	KAK4472351.1	T265_08318
OG0004122	KAK4472979.1	T265_07472
OG0004123	KAK4474787.1	T265_06900
OG0004125	KAK4470429.1	T265_05718
OG0004126	KAK4470405.1	T265_00012
OG0004127	KAK4472204.1	T265_07518
OG0004128	KAK4474879.1, KAK4474880.1	T265_10514, T265_15170
OG0004129	KAK4469631.1	T265_08402
OG0004130	KAK4470228.1	T265_14412
OG0004131	KAK4475483.1	T265_00896
OG0004132	KAK4468891.1	T265_03785
OG0004134	KAK4474790.1	T265_10819
OG0004135	KAK4472269.1	T265_05000
OG0004136	KAK4471144.1	T265_12875
OG0004137	KAK4472403.1	T265_08007
OG0004139	KAK4472730.1	T265_06601
OG0004141	KAK4475160.1	T265_10583
OG0004142	KAK4468004.1	T265_01654
OG0004143	KAK4476289.1	T265_14143
OG0004144	KAK4472038.1	T265_00492
OG0004145	KAK4471729.1	T265_13026
OG0004146	KAK4472719.1	T265_03626
OG0004147	KAK4469962.1	T265_08082
OG0004148	KAK4474606.1, KAK4474605.1	T265_12921
OG0004149	KAK4475559.1	T265_03110
OG0004150	KAK4474908.1	T265_04361
OG0004151	KAK4469738.1	T265_01198
OG0004152	KAK4475260.1	T265_11343
OG0004153	KAK4475494.1	T265_02251
OG0004154	KAK4476017.1	T265_12101, T265_12303
OG0004155	KAK4469315.1	T265_01949, T265_01948
OG0004156	KAK4471168.1	T265_03364
OG0004157	KAK4475010.1	T265_09215
OG0004158	KAK4473559.1	T265_13415
OG0004159	KAK4471523.1	T265_11617, T265_12729
OG0004160	KAK4475868.1	T265_14169
OG0004161	KAK4474702.1	T265_11847
OG0004163	KAK4470484.1	T265_02001
OG0004164	KAK4474400.1	T265_14364
OG0004165	KAK4474174.1	T265_13867, T265_13868, T265_13084
OG0004166	KAK4475840.1	T265_12680
OG0004167	KAK4476233.1	T265_00254
OG0004168	KAK4468492.1	T265_04759
OG0004169	KAK4472617.1	T265_02972
