Orthogroup	s.mekongi	schistosoma_bovis
OG0002784	KAK4472892.1	SBOV2_41330.1, SBOV2_41330.2, SBOV2_41330.3
OG0002785	KAK4470232.1	SBOV2_70620.1, SBOV2_70330.1
OG0002786	KAK4474724.1	SBOV2_12970.1, SBOV2_96250.1
OG0002788	KAK4475935.1	SBOV2_10540.1, SBOV2_10540.2, SBOV2_10540.3
OG0002789	KAK4475144.1	SBOV2_18250.1
OG0002790	KAK4470712.1, KAK4470711.1	SBOV2_75510.1, SBOV2_75510.2
OG0002791	KAK4475544.1	SBOV2_96050.1, SBOV2_96050.4, SBOV2_96050.2, SBOV2_96050.3, SBOV2_96050.5, SBOV2_96050.6, SBOV2_2660.3, SBOV2_2660.1, SBOV2_2660.2
OG0002792	KAK4469027.1	SBOV2_55090.1
OG0002793	KAK4474592.1	SBOV2_11190.1, SBOV2_11190.2, SBOV2_11190.3
OG0002794	KAK4467895.1	SBOV2_92690.1
OG0002796	KAK4467330.1, KAK4474641.1	SBOV2_12290.1
OG0002797	KAK4474012.1	SBOV2_31260.1, SBOV2_31260.2, SBOV2_31260.3, SBOV2_31260.4
OG0002798	KAK4470665.1	SBOV2_73400.1
OG0002799	KAK4468172.1, KAK4468171.1	SBOV2_83360.1
OG0002800	KAK4470965.1	SBOV2_78690.1, SBOV2_78690.2
OG0002801	KAK4475790.1	SBOV2_4940.1, SBOV2_4940.2, SBOV2_4940.3
OG0002802	KAK4468614.1	SBOV2_89920.6, SBOV2_89920.7, SBOV2_89920.2, SBOV2_89920.3, SBOV2_89920.4, SBOV2_89920.5, SBOV2_89920.1
OG0002803	KAK4472944.1	SBOV2_40790.2, SBOV2_40790.3, SBOV2_40790.1
OG0002804	KAK4473749.1, KAK4473751.1	SBOV2_28510.3, SBOV2_28510.1, SBOV2_28510.2
OG0002805	KAK4469980.1	SBOV2_55390.1
OG0002806	KAK4470451.1	SBOV2_70220.1, SBOV2_70220.2, SBOV2_70220.3
OG0002807	KAK4474987.1	SBOV2_19950.1, SBOV2_19950.2
OG0002808	KAK4471766.1	SBOV2_61610.1, SBOV2_61610.2
OG0002809	KAK4467274.1, KAK4467991.1	SBOV2_80870.1, SBOV2_80870.2
OG0002810	KAK4474165.1	SBOV2_32880.1
OG0002811	KAK4475479.1	SBOV2_21250.1
OG0002812	KAK4475762.1	SBOV2_85060.1
OG0002813	KAK4470782.1	SBOV2_76850.1, SBOV2_76850.2, SBOV2_76850.3
OG0002814	KAK4473308.1	SBOV2_23190.1
OG0002815	KAK4471427.1	SBOV2_62990.3, SBOV2_62990.1, SBOV2_62990.2, SBOV2_63020.1
OG0002816	KAK4475072.1	SBOV2_18990.2, SBOV2_18990.1, SBOV2_18990.3, SBOV2_18990.4, SBOV2_18990.5
OG0002817	KAK4473849.1	SBOV2_30380.1
OG0002818	KAK4470552.1	SBOV2_74470.1, SBOV2_74470.2, SBOV2_74470.3
OG0002819	KAK4471487.1	SBOV2_68130.2, SBOV2_68130.1
OG0002820	KAK4470384.1	SBOV2_73860.1, SBOV2_73860.2, SBOV2_73860.3
OG0002821	KAK4467386.1, KAK4475711.1, KAK4467376.1	SBOV2_4320.1, SBOV2_4320.2
OG0002823	KAK4475285.1	SBOV2_14650.1, SBOV2_14650.3, SBOV2_14650.2
OG0002824	KAK4475091.1	SBOV2_1960.1
OG0002825	KAK4468972.1	SBOV2_48110.2, SBOV2_48110.1
OG0002826	KAK4473615.1	SBOV2_27040.8, SBOV2_27040.4, SBOV2_27040.6, SBOV2_27040.10, SBOV2_27040.5, SBOV2_27040.3, SBOV2_27040.2, SBOV2_27040.1, SBOV2_27040.9, SBOV2_27040.11, SBOV2_27040.7
OG0002827	KAK4473031.1	SBOV2_40320.1
OG0002828	KAK4473105.1	SBOV2_39500.1, SBOV2_39490.1
OG0002829	KAK4471892.1	SBOV2_60260.1
OG0002830	KAK4473315.1	SBOV2_22970.1, SBOV2_22970.4, SBOV2_22970.2, SBOV2_22970.3
OG0002831	KAK4475243.1	SBOV2_15240.1
OG0002832	KAK4468334.1	SBOV2_80540.2, SBOV2_80540.1
OG0002833	KAK4469791.1	SBOV2_56110.1, SBOV2_56110.2
OG0002834	KAK4475637.1	SBOV2_3620.1, SBOV2_3620.2
OG0002835	KAK4468458.1	SBOV2_90580.1
OG0002836	KAK4473265.1	SBOV2_25110.2, SBOV2_25110.3, SBOV2_25110.1, SBOV2_25110.4
OG0002837	KAK4475244.1	SBOV2_15250.1
OG0002838	KAK4474625.1	SBOV2_13550.1, SBOV2_13550.2
OG0002839	KAK4470148.1	SBOV2_70800.3, SBOV2_70800.1, SBOV2_70800.2, SBOV2_70800.4
OG0002840	KAK4468435.1	SBOV2_90340.1
OG0002842	KAK4470171.1	SBOV2_71060.1
OG0002843	KAK4472838.1	SBOV2_41420.1
OG0002844	KAK4471576.1	SBOV2_67110.1
OG0002845	KAK4474387.1	SBOV2_10660.1
OG0002846	KAK4475053.1	SBOV2_19220.1, SBOV2_19220.2
OG0002847	KAK4471142.1	SBOV2_57340.1, SBOV2_57340.2
OG0002848	KAK4471949.1	SBOV2_60810.1
OG0002849	KAK4475254.1	SBOV2_13340.3, SBOV2_13340.1, SBOV2_13340.5, SBOV2_13340.2, SBOV2_13340.4
OG0002850	KAK4471187.1	SBOV2_64360.1
OG0002851	KAK4468572.1, KAK4468571.1	SBOV2_88490.1
OG0002852	KAK4475266.1	SBOV2_13440.1, SBOV2_13440.6, SBOV2_13440.4, SBOV2_13440.5, SBOV2_13440.2, SBOV2_13440.3
OG0002853	KAK4470560.1	SBOV2_72390.1, SBOV2_72390.2, SBOV2_72390.3
OG0002854	KAK4474186.1	SBOV2_33110.1
OG0002855	KAK4474887.1	SBOV2_16630.1, SBOV2_16630.2
OG0002856	KAK4469341.1	SBOV2_52210.1
OG0002857	KAK4471388.1	SBOV2_62690.1
OG0002858	KAK4476181.1	SBOV2_9750.1, SBOV2_9750.2, SBOV2_9750.3
OG0002859	KAK4471686.1	SBOV2_62360.1, SBOV2_62360.2, SBOV2_62360.3, SBOV2_62360.4, SBOV2_62360.5
OG0002860	KAK4470387.1	SBOV2_76430.2, SBOV2_76430.1
OG0002861	KAK4468713.1	SBOV2_87170.1
OG0002862	KAK4471227.1	SBOV2_64760.2, SBOV2_64760.1
OG0002863	KAK4474910.1	SBOV2_16860.1
OG0002864	KAK4469182.1	SBOV2_51780.1
OG0002865	KAK4475930.1	SBOV2_10480.1
OG0002866	KAK4472169.1, KAK4474078.1, KAK4474077.1	SBOV2_31900.1, SBOV2_31900.2
OG0002867	KAK4475655.1	SBOV2_3820.1
OG0002868	KAK4468799.1	SBOV2_86290.1, SBOV2_86290.2
OG0002869	KAK4475208.1	SBOV2_2090.1
OG0002870	KAK4469128.1	SBOV2_46860.1, SBOV2_46860.2
OG0002871	KAK4473794.1	SBOV2_44300.1
OG0002872	KAK4469227.1	SBOV2_48940.1, SBOV2_48940.3, SBOV2_48940.2
OG0002873	KAK4468488.1	SBOV2_90870.1
OG0002874	KAK4473714.1	SBOV2_28170.1, SBOV2_28170.2
OG0002875	KAK4469658.1	SBOV2_54400.1
OG0002876	KAK4470402.1	SBOV2_70270.2, SBOV2_70270.1, SBOV2_70270.3
OG0002877	KAK4471758.1	SBOV2_60210.1
OG0002878	KAK4471298.1	SBOV2_63360.1, SBOV2_63360.2, SBOV2_63360.3
OG0002880	KAK4475485.1	SBOV2_21190.1
OG0002881	KAK4472037.1	SBOV2_58740.1
OG0002882	KAK4475201.1	SBOV2_17750.1
OG0002882	KAK4475200.1	SBOV2_17760.1
OG0002883	KAK4469649.1	SBOV2_54300.1, SBOV2_54300.2, SBOV2_54300.3
OG0002884	KAK4471211.1	SBOV2_64600.3, SBOV2_64600.4, SBOV2_64600.1, SBOV2_64600.2
OG0002885	KAK4469050.1	SBOV2_46120.1, SBOV2_46120.2
OG0002886	KAK4470478.1	SBOV2_73540.1
OG0002889	KAK4468305.1	SBOV2_81300.4, SBOV2_81300.3, SBOV2_81300.1, SBOV2_81310.1, SBOV2_81300.2, SBOV2_81300.5, SBOV2_81300.6
OG0002892	KAK4470034.1	SBOV2_75450.1, SBOV2_75440.1
OG0002893	KAK4475987.1	SBOV2_8300.1, SBOV2_8300.2
OG0002894	KAK4468306.1, KAK4467244.1	SBOV2_81270.1
OG0002895	KAK4467661.1	SBOV2_92850.1, SBOV2_94170.3, SBOV2_94170.4, SBOV2_94170.1, SBOV2_94170.2
OG0002896	KAK4473167.1	SBOV2_24110.1
OG0002897	KAK4473227.1	SBOV2_24740.1, SBOV2_24740.2
OG0002903	KAK4470177.1	SBOV2_71110.1
OG0002904	KAK4475461.1	SBOV2_21720.1
OG0002905	KAK4471053.1, KAK4471359.1	SBOV2_65980.3, SBOV2_65980.1, SBOV2_65980.4, SBOV2_65980.5, SBOV2_65980.2
OG0002906	KAK4472781.1	SBOV2_38570.1
OG0002907	KAK4467487.1, KAK4475839.1	SBOV2_5390.1, SBOV2_5390.2, SBOV2_5390.3
OG0002908	KAK4471493.1	SBOV2_68100.1, SBOV2_68100.2
OG0002909	KAK4468331.1	SBOV2_80500.1, SBOV2_80500.2, SBOV2_80500.3, SBOV2_80500.4, SBOV2_80500.5, SBOV2_80500.6
OG0002910	KAK4475171.1	SBOV2_18000.1
OG0002912	KAK4471176.1	SBOV2_64340.3, SBOV2_64340.1, SBOV2_64340.2, SBOV2_64350.3, SBOV2_64350.1, SBOV2_64350.2
OG0002913	KAK4476306.1	SBOV2_9900.1, SBOV2_9900.2
OG0002914	KAK4474821.1	SBOV2_15990.1
OG0002915	KAK4470746.1	SBOV2_76480.1
OG0002916	KAK4474914.1	SBOV2_16910.1, SBOV2_16910.2
OG0002917	KAK4473361.1	SBOV2_22490.1
OG0002918	KAK4468330.1	SBOV2_80510.2, SBOV2_80510.3, SBOV2_80510.1
OG0002919	KAK4467311.1	SBOV2_85220.1
OG0002920	KAK4473523.1	SBOV2_42140.1, SBOV2_42150.1
OG0002921	KAK4467652.1	SBOV2_94060.1, SBOV2_94060.2
OG0002922	KAK4470713.1	SBOV2_75520.3, SBOV2_75520.2, SBOV2_75520.1
OG0002923	KAK4471906.1	SBOV2_60390.1, SBOV2_60380.2, SBOV2_60380.3, SBOV2_60380.1
OG0002924	KAK4474421.1	SBOV2_11650.1
OG0002925	KAK4474644.1	SBOV2_12320.1, SBOV2_12320.3, SBOV2_12320.4, SBOV2_12320.5, SBOV2_12320.2
OG0002927	KAK4476175.1	SBOV2_9450.1, SBOV2_9450.2, SBOV2_9450.3, SBOV2_9450.4, SBOV2_9450.5, SBOV2_9450.6, SBOV2_9450.7
OG0002928	KAK4470358.1	SBOV2_74070.1
OG0002929	KAK4475521.1	SBOV2_21990.1
OG0002930	KAK4473638.1	SBOV2_27290.1
OG0002931	KAK4475101.1	SBOV2_1970.1
OG0002932	KAK4472268.1	SBOV2_44180.1, SBOV2_44170.1
OG0002933	KAK4472146.1, KAK4473657.1	SBOV2_27550.1
OG0002934	KAK4467734.1	SBOV2_92190.1
OG0002935	KAK4471285.1	SBOV2_65380.1
OG0002936	KAK4469030.1	SBOV2_46060.1
OG0002937	KAK4473785.1	SBOV2_28870.1
OG0002938	KAK4470913.1	SBOV2_78160.1
OG0002939	KAK4474681.1	SBOV2_12850.1
OG0002940	KAK4469594.1, KAK4468980.1	SBOV2_47400.4, SBOV2_47400.3, SBOV2_47400.1, SBOV2_47400.2
OG0002942	KAK4470842.1	SBOV2_77480.1
OG0002942	KAK4470841.1	SBOV2_77460.1
OG0002943	KAK4470844.1	SBOV2_77510.1, SBOV2_77510.2, SBOV2_77510.4, SBOV2_77510.3
OG0002944	KAK4474920.1	SBOV2_16960.1
OG0002945	KAK4470779.1	SBOV2_76800.1, SBOV2_76800.2
OG0002946	KAK4475156.1	SBOV2_18150.1, SBOV2_18150.2, SBOV2_18150.3
OG0002947	KAK4468646.1	SBOV2_88650.1, SBOV2_88660.1, SBOV2_88650.2, SBOV2_88650.3
OG0002948	KAK4471765.1	SBOV2_60130.1
OG0002949	KAK4472261.1	SBOV2_33560.2, SBOV2_33560.1, SBOV2_33560.3
OG0002950	KAK4470279.1	SBOV2_69540.1
OG0002951	KAK4473899.1	SBOV2_29860.1, SBOV2_29860.2
OG0002952	KAK4469420.1, KAK4469421.1	SBOV2_49770.1
OG0002953	KAK4475620.1	SBOV2_3330.1, SBOV2_3330.2, SBOV2_3330.3, SBOV2_3330.4
OG0002954	KAK4471841.1	SBOV2_59600.1
OG0002955	KAK4470610.1	SBOV2_72900.2, SBOV2_72900.1
OG0002956	KAK4467628.1	SBOV2_93790.1
OG0002957	KAK4470162.1	SBOV2_69640.1, SBOV2_69640.4, SBOV2_69640.3, SBOV2_69640.2
OG0002958	KAK4471636.1	SBOV2_66430.1, SBOV2_66430.2
OG0002959	KAK4468801.1	SBOV2_86270.1, SBOV2_86270.2
OG0002960	KAK4469309.1	SBOV2_48070.3, SBOV2_48070.4, SBOV2_48070.1, SBOV2_48070.2
OG0002961	KAK4475113.1	SBOV2_18590.1
OG0002962	KAK4471361.1	SBOV2_66010.1
OG0002963	KAK4474519.1	SBOV2_13640.4, SBOV2_13640.1, SBOV2_13640.2, SBOV2_13640.3
OG0002964	KAK4473222.1	SBOV2_24690.1, SBOV2_24690.2
OG0002965	KAK4469026.1	SBOV2_91460.1, SBOV2_91460.3, SBOV2_91460.2
OG0002966	KAK4472717.1	SBOV2_43270.1
OG0002967	KAK4471940.1	SBOV2_60690.1
OG0002968	KAK4475089.1	SBOV2_18800.1, SBOV2_18800.2
OG0002969	KAK4469469.1	SBOV2_52840.1
OG0002970	KAK4474378.1	SBOV2_9720.1
OG0002971	KAK4467406.1, KAK4471661.1	SBOV2_62590.4, SBOV2_62590.2, SBOV2_62590.5, SBOV2_62590.3, SBOV2_62590.1
OG0002973	KAK4469328.1	SBOV2_47890.1
OG0002974	KAK4472528.1	SBOV2_35130.3, SBOV2_35130.1, SBOV2_35130.2
OG0002975	KAK4473942.1	SBOV2_29440.1
OG0002976	KAK4471431.1	SBOV2_63040.1, SBOV2_63040.2, SBOV2_63040.3, SBOV2_63040.4, SBOV2_63040.5, SBOV2_63040.6
OG0002977	KAK4476147.1	SBOV2_7430.1, SBOV2_7430.2, SBOV2_7430.3, SBOV2_7430.4
OG0002979	KAK4475427.1	SBOV2_21160.1, SBOV2_21160.2
OG0002980	KAK4472763.1	SBOV2_38260.1
OG0002981	KAK4470340.1	SBOV2_74280.1
OG0002982	KAK4469369.1	SBOV2_51910.2, SBOV2_51910.3, SBOV2_51910.1
OG0002983	KAK4473171.1	SBOV2_24140.2, SBOV2_24140.1, SBOV2_24140.4, SBOV2_24140.3
OG0002984	KAK4474670.1	SBOV2_12550.2, SBOV2_12550.3, SBOV2_12550.1, SBOV2_12550.4, SBOV2_12550.5
OG0002985	KAK4475301.1	SBOV2_2180.1
OG0002988	KAK4467909.1	SBOV2_91520.1
OG0002989	KAK4469246.1	SBOV2_48770.1, SBOV2_48770.2
OG0002990	KAK4468206.1	SBOV2_80100.1
OG0002991	KAK4472588.1	SBOV2_35640.4, SBOV2_35640.3
OG0002992	KAK4470499.1	SBOV2_75000.6, SBOV2_75000.2, SBOV2_75000.5, SBOV2_75000.1, SBOV2_75000.3, SBOV2_75000.4
OG0002993	KAK4468016.1	SBOV2_83180.1
OG0002994	KAK4475102.1	SBOV2_18780.1
OG0002995	KAK4468948.1	SBOV2_89130.1
OG0002996	KAK4475272.1	SBOV2_14590.1, SBOV2_14590.2
OG0002997	KAK4472554.1	SBOV2_33290.1
OG0002998	KAK4474004.1	SBOV2_43830.1
OG0002999	KAK4471879.1	SBOV2_60000.1, SBOV2_60000.2, SBOV2_60000.3
OG0003000	KAK4472928.1	SBOV2_40510.4, SBOV2_40510.1, SBOV2_40510.5, SBOV2_40510.2, SBOV2_40510.3
OG0003001	KAK4472932.1	SBOV2_40590.1, SBOV2_40590.2
OG0003002	KAK4475065.1, KAK4475066.1	SBOV2_19050.2, SBOV2_19050.3, SBOV2_19050.4, SBOV2_19050.1, SBOV2_19050.5
OG0003003	KAK4467897.1	SBOV2_92700.1
OG0003004	KAK4470349.1	SBOV2_74180.1, SBOV2_74180.2
OG0003005	KAK4469934.1	SBOV2_51610.1, SBOV2_51610.2
OG0003006	KAK4468098.1	SBOV2_84160.2, SBOV2_84160.1
OG0003007	KAK4471944.1	SBOV2_60720.1, SBOV2_60720.2, SBOV2_60720.3
OG0003008	KAK4472583.1	SBOV2_35590.1
OG0003009	KAK4476104.1	SBOV2_6460.3, SBOV2_6460.1, SBOV2_6460.2
OG0003010	KAK4470536.1	SBOV2_70140.1
OG0003011	KAK4472496.1	SBOV2_37250.2, SBOV2_37250.1
OG0003012	KAK4471987.1	SBOV2_61150.4, SBOV2_61150.1, SBOV2_61150.2, SBOV2_61150.3
OG0003013	KAK4470828.1	SBOV2_77310.1
OG0003014	KAK4468178.1	SBOV2_83420.1, SBOV2_83430.1, SBOV2_83430.4, SBOV2_83430.2, SBOV2_83430.3
OG0003015	KAK4473564.1	SBOV2_42630.1, SBOV2_42620.1
OG0003016	KAK4470535.1	SBOV2_74680.2, SBOV2_74680.1
OG0003017	KAK4469411.1	SBOV2_49650.1
OG0003018	KAK4467766.1	SBOV2_93570.1
OG0003019	KAK4470459.1	SBOV2_73710.1, SBOV2_73710.2
OG0003020	KAK4472808.1	SBOV2_38820.1, SBOV2_38820.2
OG0003021	KAK4468180.1	SBOV2_83460.1
OG0003022	KAK4473196.1	SBOV2_24420.1, SBOV2_24420.2
OG0003023	KAK4468173.1	SBOV2_83370.2, SBOV2_83370.1
OG0003024	KAK4470783.1	SBOV2_76860.1, SBOV2_76860.2, SBOV2_76860.3
OG0003025	KAK4473824.1	SBOV2_30670.1
OG0003026	KAK4472359.1	SBOV2_34440.1
OG0003027	KAK4474846.1	SBOV2_16230.1, SBOV2_16220.1
OG0003028	KAK4476314.1	SBOV2_9830.2, SBOV2_9830.1
OG0003029	KAK4468366.1	SBOV2_81130.1
OG0003030	KAK4475071.1	SBOV2_19000.1, SBOV2_19000.2
OG0003031	KAK4471040.1	SBOV2_64060.1
OG0003032	KAK4472074.1	SBOV2_58480.1
OG0003033	KAK4469064.1	SBOV2_46210.5, SBOV2_46210.1, SBOV2_46210.2, SBOV2_46210.3, SBOV2_46210.4
OG0003034	KAK4468280.1	SBOV2_81560.1, SBOV2_81560.2
OG0003036	KAK4468187.1	SBOV2_83560.1, SBOV2_83580.1, SBOV2_83600.1, SBOV2_83610.1, SBOV2_83570.1, SBOV2_83610.2
OG0003037	KAK4470951.1	SBOV2_78580.2, SBOV2_78580.1
OG0003038	KAK4469706.1	SBOV2_53400.1, SBOV2_53400.2, SBOV2_53400.3
OG0003039	KAK4469437.1	SBOV2_45370.1
OG0003040	KAK4472467.1	SBOV2_37580.1
OG0003041	KAK4472389.1	SBOV2_34740.1
OG0003042	KAK4473609.1	SBOV2_26990.1
OG0003043	KAK4469610.1	SBOV2_47230.1
OG0003044	KAK4476083.1	SBOV2_7660.1
OG0003045	KAK4469160.1	SBOV2_53910.1
OG0003046	KAK4469161.1	SBOV2_53900.1
OG0003047	KAK4474707.1	SBOV2_12680.1
OG0003048	KAK4469764.1	SBOV2_45020.1
OG0003049	KAK4469754.1	SBOV2_45010.2, SBOV2_45010.1
OG0003050	KAK4470858.1	SBOV2_77630.3, SBOV2_77630.1, SBOV2_77630.2
OG0003051	KAK4473151.1	SBOV2_23890.1
OG0003052	KAK4471195.1	SBOV2_64420.1, SBOV2_64420.2, SBOV2_64420.3, SBOV2_64420.4
OG0003053	KAK4472972.1	SBOV2_41030.2, SBOV2_41030.1, SBOV2_41030.3
OG0003054	KAK4476250.1	SBOV2_8670.1
OG0003055	KAK4469728.1	SBOV2_55700.1, SBOV2_55700.2, SBOV2_55700.3, SBOV2_55700.4
OG0003056	KAK4476225.1	SBOV2_8560.1, SBOV2_8560.2
OG0003057	KAK4471418.1	SBOV2_62890.1
OG0003058	KAK4468917.1	SBOV2_91020.1, SBOV2_91020.2, SBOV2_91020.3
OG0003059	KAK4474057.1	SBOV2_31680.1
OG0003060	KAK4469722.1, KAK4469721.1	SBOV2_53590.1, SBOV2_53580.1
OG0003062	KAK4468558.1	SBOV2_88360.1, SBOV2_88360.2
OG0003063	KAK4474944.1	SBOV2_17230.1, SBOV2_17230.3, SBOV2_17230.2
OG0003064	KAK4476085.1, KAK4476084.1	SBOV2_7640.1
OG0003065	KAK4475481.1	SBOV2_21230.1
OG0003066	KAK4467653.1	SBOV2_93050.2, SBOV2_93050.1
OG0003067	KAK4473191.1	SBOV2_24340.3, SBOV2_24340.4, SBOV2_24340.1, SBOV2_24340.2
OG0003068	KAK4470448.1	SBOV2_75830.1
OG0003069	KAK4470904.1	SBOV2_69810.5, SBOV2_69810.3, SBOV2_69810.4, SBOV2_69810.2, SBOV2_69810.1
OG0003070	KAK4474128.1	SBOV2_32440.1
OG0003071	KAK4471899.1	SBOV2_60310.5, SBOV2_60310.2, SBOV2_60310.3, SBOV2_60310.1, SBOV2_60310.4
OG0003072	KAK4470953.1	SBOV2_78560.1
OG0003073	KAK4471453.1	SBOV2_63520.1
OG0003074	KAK4472092.1	SBOV2_58310.1
OG0003075	KAK4471132.1	SBOV2_57020.1
OG0003076	KAK4467226.1	SBOV2_56970.1
OG0003077	KAK4470456.1	SBOV2_73740.1, SBOV2_73740.2
OG0003078	KAK4469344.1	SBOV2_60780.1
OG0003079	KAK4469953.1	SBOV2_55680.1, SBOV2_55680.2, SBOV2_55680.3
OG0003080	KAK4474393.1	SBOV2_10760.1
OG0003081	KAK4474607.1	SBOV2_14430.2, SBOV2_14430.5, SBOV2_14430.4, SBOV2_14430.1, SBOV2_14430.3
OG0003082	KAK4469388.1	SBOV2_49430.1, SBOV2_49430.4, SBOV2_49430.3, SBOV2_49430.2
OG0003083	KAK4470931.1	SBOV2_78320.1, SBOV2_78320.2
OG0003084	KAK4470292.1	SBOV2_72040.1, SBOV2_72040.2, SBOV2_72040.6, SBOV2_72040.3, SBOV2_72040.4, SBOV2_72040.5
OG0003085	KAK4473802.1	SBOV2_29040.1, SBOV2_29040.2
OG0003086	KAK4471330.1	SBOV2_65510.1
OG0003087	KAK4467853.1	SBOV2_94940.1
OG0003088	KAK4474979.1	SBOV2_20030.4, SBOV2_20030.1, SBOV2_20030.3, SBOV2_20030.2
OG0003089	KAK4475161.1	SBOV2_18090.2, SBOV2_18090.1
OG0003090	KAK4472596.1	SBOV2_35730.1, SBOV2_35730.2
OG0003091	KAK4467911.1	SBOV2_91560.1
OG0003093	KAK4468425.1	SBOV2_90190.1, SBOV2_90190.2, SBOV2_90190.4, SBOV2_90190.5, SBOV2_90190.3
OG0003094	KAK4468504.1	SBOV2_87820.1
OG0003095	KAK4469586.1	SBOV2_47500.1
OG0003096	KAK4470528.1	SBOV2_74750.1, SBOV2_74750.6, SBOV2_74750.3, SBOV2_74750.8, SBOV2_74750.2, SBOV2_74750.4, SBOV2_74750.5, SBOV2_74750.7
OG0003097	KAK4471337.1	SBOV2_65700.1, SBOV2_65700.2, SBOV2_65700.3
OG0003098	KAK4474756.1, KAK4474758.1, KAK4474759.1	SBOV2_15390.1
OG0003107	KAK4469963.1	SBOV2_55510.1
OG0003108	KAK4472992.1	SBOV2_41200.1, SBOV2_41200.2, SBOV2_41200.3, SBOV2_41200.4
OG0003109	KAK4475305.1	SBOV2_14890.3, SBOV2_14890.1, SBOV2_14890.2
OG0003110	KAK4474497.1	SBOV2_13880.1
OG0003111	KAK4470170.1	SBOV2_71040.2, SBOV2_71040.1, SBOV2_71040.3
OG0003112	KAK4471551.1	SBOV2_67360.1
OG0003114	KAK4468802.1	SBOV2_86260.2, SBOV2_86260.3, SBOV2_86260.1
OG0003115	KAK4470616.1	SBOV2_72960.1, SBOV2_72960.2
OG0003117	KAK4475175.1	SBOV2_17960.1, SBOV2_17960.2, SBOV2_17960.3, SBOV2_17960.4
OG0003118	KAK4473623.1, KAK4473622.1	SBOV2_27140.1
OG0003119	KAK4472376.1	SBOV2_34580.1, SBOV2_34580.2, SBOV2_34580.3
OG0003120	KAK4470643.1	SBOV2_70040.1
OG0003121	KAK4474788.1	SBOV2_1620.1
OG0003122	KAK4475923.1	SBOV2_480.1, SBOV2_480.3, SBOV2_480.2
OG0003123	KAK4467459.1, KAK4467462.1	SBOV2_82670.1
OG0003124	KAK4468630.1	SBOV2_89760.1
OG0003125	KAK4470479.1	SBOV2_73530.3
OG0003126	KAK4475109.1	SBOV2_18620.1
OG0003127	KAK4468864.1	SBOV2_85480.1, SBOV2_85480.3, SBOV2_85480.2
OG0003128	KAK4468288.1	SBOV2_81480.1, SBOV2_81480.2
OG0003129	KAK4475567.1	SBOV2_2940.1
OG0003130	KAK4473122.1	SBOV2_39650.1
OG0003131	KAK4470255.1	SBOV2_71650.1
OG0003132	KAK4473009.1	SBOV2_23460.1
OG0003133	KAK4472047.1	SBOV2_58820.1, SBOV2_58820.2, SBOV2_58820.3
OG0003134	KAK4468043.1	SBOV2_82820.1
OG0003135	KAK4474024.1	SBOV2_31350.1, SBOV2_31350.2, SBOV2_31350.3
OG0003136	KAK4476290.1	SBOV2_9950.1, SBOV2_9950.2
OG0003137	KAK4468351.1	SBOV2_80690.1, SBOV2_80690.2
OG0003138	KAK4468617.1	SBOV2_87710.2, SBOV2_87710.1
OG0003139	KAK4469247.1	SBOV2_48760.1, SBOV2_48760.2
OG0003140	KAK4472688.1	SBOV2_36590.1
OG0003141	KAK4471989.1	SBOV2_61180.1, SBOV2_61180.2, SBOV2_61180.3, SBOV2_61180.4, SBOV2_61180.5
OG0003142	KAK4470724.1	SBOV2_75620.1
OG0003143	KAK4470519.1	SBOV2_74830.1, SBOV2_74830.2
OG0003144	KAK4473747.1	SBOV2_28500.3, SBOV2_28500.1, SBOV2_28500.2
OG0003145	KAK4475042.1	SBOV2_19340.1, SBOV2_19340.3, SBOV2_19340.2
OG0003146	KAK4471191.1	SBOV2_64380.1
OG0003147	KAK4469262.1	SBOV2_48610.1
OG0003148	KAK4467885.1	SBOV2_91990.1
OG0003149	KAK4469944.1	SBOV2_55460.1
OG0003150	KAK4470886.1	SBOV2_77890.1, SBOV2_77890.2
OG0003151	KAK4469373.1	SBOV2_49310.1
OG0003152	KAK4473841.1	SBOV2_30470.1
OG0003154	KAK4474086.1	SBOV2_31980.3, SBOV2_31980.2, SBOV2_31980.1
OG0003155	KAK4470113.1	SBOV2_70410.1
OG0003156	KAK4473931.1	SBOV2_29530.1
OG0003157	KAK4469678.1	SBOV2_53150.1, SBOV2_53150.2, SBOV2_53150.3, SBOV2_53150.4
OG0003158	KAK4468929.1	SBOV2_88960.1, SBOV2_88960.3, SBOV2_88960.2
OG0003159	KAK4469036.1	SBOV2_55150.1
OG0003160	KAK4475329.1, KAK4475328.1	SBOV2_20110.1
OG0003161	KAK4469088.1	SBOV2_46470.1
OG0003162	KAK4476171.1	SBOV2_9390.2, SBOV2_9390.1, SBOV2_9400.1, SBOV2_9400.2
OG0003163	KAK4474766.1	SBOV2_1600.1, SBOV2_1600.2
OG0003164	KAK4472344.1, KAK4472345.1	SBOV2_34310.1
OG0003165	KAK4470763.1	SBOV2_76660.1
OG0003167	KAK4467889.1	SBOV2_92630.1
OG0003168	KAK4471309.1	SBOV2_63160.1
OG0003169	KAK4474765.1	SBOV2_15460.2, SBOV2_15460.4, SBOV2_15460.1, SBOV2_15460.3, SBOV2_15460.5
OG0003170	KAK4475221.1	SBOV2_17560.1, SBOV2_17560.2
OG0003171	KAK4470558.1	SBOV2_72360.1, SBOV2_72360.2
OG0003172	KAK4475445.1	SBOV2_21580.1, SBOV2_21580.2
