Orthogroup	s.mekongi	schistosoma_mattheei
OG0003125	KAK4470479.1	SMTH1_82780.1
OG0003126	KAK4475109.1	SMTH1_21190.1
OG0003127	KAK4468864.1	SMTH1_95710.1
OG0003128	KAK4468288.1	SMTH1_91420.1
OG0003129	KAK4475567.1	SMTH1_3450.1, SMTH1_3460.1
OG0003130	KAK4473122.1	SMTH1_30980.1, SMTH1_30980.2
OG0003131	KAK4470255.1	SMTH1_80560.1
OG0003132	KAK4473009.1	SMTH1_26550.1, SMTH1_26550.2, SMTH1_26550.3, SMTH1_26550.4
OG0003133	KAK4472047.1	SMTH1_65790.1
OG0003134	KAK4468043.1	SMTH1_92740.1
OG0003135	KAK4474024.1	SMTH1_40220.1, SMTH1_40220.2, SMTH1_40220.3
OG0003136	KAK4476290.1	SMTH1_11490.1, SMTH1_11490.2, SMTH1_11490.3
OG0003137	KAK4468351.1	SMTH1_90340.1, SMTH1_90330.1
OG0003138	KAK4468617.1	SMTH1_100410.1, SMTH1_100410.2
OG0003139	KAK4469247.1	SMTH1_55220.3, SMTH1_55220.1, SMTH1_55220.2
OG0003140	KAK4472688.1	SMTH1_34460.1
OG0003141	KAK4471989.1	SMTH1_68500.1
OG0003142	KAK4470724.1	SMTH1_85170.3, SMTH1_85170.4, SMTH1_85170.5, SMTH1_85170.1, SMTH1_85170.2
OG0003143	KAK4470519.1	SMTH1_84230.1
OG0003144	KAK4473747.1	SMTH1_43640.1, SMTH1_43650.1
OG0003145	KAK4475042.1	SMTH1_21890.1, SMTH1_21890.2
OG0003146	KAK4471191.1	SMTH1_72070.1
OG0003147	KAK4469262.1	SMTH1_55060.1
OG0003148	KAK4467885.1	SMTH1_102820.1
OG0003149	KAK4469944.1	SMTH1_62370.1
OG0003150	KAK4470886.1	SMTH1_87680.1
OG0003151	KAK4469373.1	SMTH1_55890.1, SMTH1_55900.1, SMTH1_55890.5, SMTH1_55890.4, SMTH1_55890.2, SMTH1_55890.3
OG0003152	KAK4473841.1	SMTH1_41280.1, SMTH1_41280.2, SMTH1_41280.3, SMTH1_41280.4, SMTH1_41280.5, SMTH1_41280.6
OG0003153	KAK4470627.1	SMTH1_82230.2, SMTH1_82230.1, SMTH1_82230.3, SMTH1_82230.4
OG0003154	KAK4474086.1	SMTH1_39560.1, SMTH1_39560.4, SMTH1_39560.2, SMTH1_39560.3
OG0003155	KAK4470113.1	SMTH1_78990.1
OG0003156	KAK4473931.1	SMTH1_42250.1
OG0003157	KAK4469678.1	SMTH1_58420.1, SMTH1_58420.2
OG0003158	KAK4468929.1	SMTH1_98970.1, SMTH1_98990.1, SMTH1_98960.1, SMTH1_31780.1
OG0003159	KAK4469036.1	SMTH1_62060.1
OG0003160	KAK4475329.1, KAK4475328.1	SMTH1_22840.1, SMTH1_22850.1
OG0003161	KAK4469088.1	SMTH1_52520.1
OG0003162	KAK4476171.1	SMTH1_10820.1, SMTH1_10830.3, SMTH1_10830.1, SMTH1_10830.2
OG0003163	KAK4474766.1	SMTH1_1920.1, SMTH1_1920.2
OG0003164	KAK4472344.1, KAK4472345.1	SMTH1_37090.1
OG0003165	KAK4470763.1	SMTH1_86340.1
OG0003167	KAK4467889.1	SMTH1_104000.1
OG0003168	KAK4471309.1	SMTH1_70770.1
OG0003169	KAK4474765.1	SMTH1_17610.1, SMTH1_17610.2, SMTH1_17610.3
OG0003170	KAK4475221.1	SMTH1_20010.1
OG0003171	KAK4470558.1	SMTH1_81400.1
OG0003172	KAK4475445.1	SMTH1_24550.1
OG0003173	KAK4472619.1	SMTH1_35220.1, SMTH1_35220.2, SMTH1_35220.3, SMTH1_35220.4
OG0003174	KAK4470337.1	SMTH1_83630.2, SMTH1_83630.1
OG0003175	KAK4467721.1	SMTH1_104180.1
OG0003177	KAK4473005.1	SMTH1_28540.1
OG0003178	KAK4472335.1	SMTH1_37170.1
OG0003179	KAK4470325.1	SMTH1_83750.1
OG0003181	KAK4473984.1	SMTH1_40580.1
OG0003183	KAK4474722.1	SMTH1_14790.1
OG0003184	KAK4472873.1	SMTH1_31490.1
OG0003185	KAK4470180.1	SMTH1_79950.1
OG0003186	KAK4469043.1, KAK4472714.1	SMTH1_33010.1
OG0003187	KAK4470628.1	SMTH1_82250.1
OG0003188	KAK4467982.1	SMTH1_89790.1
OG0003189	KAK4469783.1	SMTH1_63110.1
OG0003190	KAK4471885.1	SMTH1_67240.1
OG0003191	KAK4469115.1	SMTH1_52880.1
OG0003192	KAK4471358.1	SMTH1_73730.1
OG0003193	KAK4473845.1	SMTH1_41330.1, SMTH1_41340.1
OG0003194	KAK4470088.1	SMTH1_77300.1
OG0003195	KAK4475218.1	SMTH1_20050.3, SMTH1_20050.4, SMTH1_20050.1, SMTH1_20050.2
OG0003196	KAK4471775.1	SMTH1_69040.1
OG0003197	KAK4467650.1	SMTH1_105450.4, SMTH1_105450.2, SMTH1_105450.3, SMTH1_105450.1
OG0003198	KAK4469447.1	SMTH1_56630.1, SMTH1_56630.2, SMTH1_56630.3
OG0003199	KAK4467790.1	SMTH1_103820.1, SMTH1_103820.2
OG0003200	KAK4476266.1	SMTH1_11830.1
OG0003201	KAK4474576.1	SMTH1_16170.1, SMTH1_16170.2
OG0003202	KAK4475172.1	SMTH1_20500.1
OG0003203	KAK4468471.1	SMTH1_101720.1
OG0003204	KAK4475014.1	SMTH1_22340.1, SMTH1_22320.1, SMTH1_22310.1
OG0003205	KAK4473990.1	SMTH1_40520.1
OG0003206	KAK4474923.1	SMTH1_19400.1
OG0003207	KAK4476153.1	SMTH1_9460.1
OG0003208	KAK4471535.1	SMTH1_75530.1, SMTH1_75540.1, SMTH1_75540.2
OG0003209	KAK4470896.1	SMTH1_87780.1
OG0003210	KAK4474687.1	SMTH1_14380.1
OG0003211	KAK4470350.1	SMTH1_83500.1, SMTH1_83500.2
OG0003212	KAK4475898.1	SMTH1_6750.1, SMTH1_6750.2
OG0003213	KAK4472354.1	SMTH1_36990.1, SMTH1_36990.2
OG0003214	KAK4474495.1	SMTH1_13160.1
OG0003215	KAK4476241.1	SMTH1_10120.1
OG0003216	KAK4471483.1	SMTH1_71500.1, SMTH1_71500.2
OG0003217	KAK4471913.1	SMTH1_67660.1, SMTH1_67660.2
OG0003218	KAK4471153.1	SMTH1_64410.1
OG0003221	KAK4473713.1	SMTH1_44090.1
OG0003222	KAK4475064.1	SMTH1_21630.1
OG0003223	KAK4468584.1, KAK4468585.1	SMTH1_102700.1, SMTH1_98460.1, SMTH1_98460.2
OG0003224	KAK4473941.1	SMTH1_42340.1, SMTH1_42340.2
OG0003225	KAK4468688.1	SMTH1_98010.1
OG0003226	KAK4474499.1	SMTH1_15720.2, SMTH1_15720.1, SMTH1_15720.3
OG0003227	KAK4471990.1	SMTH1_68510.1, SMTH1_68510.2
OG0003228	KAK4468741.1	SMTH1_97210.1
OG0003229	KAK4470686.1	SMTH1_84740.1
OG0003230	KAK4469076.1	SMTH1_52380.1
OG0003231	KAK4474953.1	SMTH1_19700.1, SMTH1_19700.4, SMTH1_19700.3, SMTH1_19700.2
OG0003232	KAK4474274.1	SMTH1_12250.2, SMTH1_12250.4, SMTH1_12250.1, SMTH1_12250.3
OG0003233	KAK4475433.1	SMTH1_24370.1
OG0003234	KAK4471760.1	SMTH1_67270.1
OG0003235	KAK4468186.1	SMTH1_93460.1
OG0003236	KAK4471122.1	SMTH1_63630.1
OG0003237	KAK4473234.1	SMTH1_28030.1, SMTH1_28030.4, SMTH1_28030.2, SMTH1_28030.3
OG0003238	KAK4471261.1	SMTH1_72870.1
OG0003239	KAK4467990.1	SMTH1_91250.1
OG0003240	KAK4476138.1	SMTH1_9200.2, SMTH1_9200.1
OG0003241	KAK4473883.1	SMTH1_41110.1, SMTH1_41120.1
OG0003242	KAK4469521.1	SMTH1_59100.1
OG0003243	KAK4476227.1	SMTH1_9820.1
OG0003244	KAK4469346.1	SMTH1_59550.1
OG0003245	KAK4469172.1	SMTH1_60130.1
OG0003247	KAK4474985.1	SMTH1_22680.3, SMTH1_22680.1, SMTH1_22680.2
OG0003248	KAK4468201.1	SMTH1_92350.1, SMTH1_92350.3, SMTH1_92350.2
OG0003249	KAK4471287.1	SMTH1_71180.1, SMTH1_71170.1
OG0003250	KAK4470916.1	SMTH1_78070.1
OG0003251	KAK4468853.1	SMTH1_95920.1
OG0003252	KAK4473464.1	SMTH1_47120.1
OG0003253	KAK4468807.1	SMTH1_96560.4, SMTH1_96560.3, SMTH1_96560.2, SMTH1_96560.1
OG0003254	KAK4471484.1	SMTH1_71510.5, SMTH1_71510.1, SMTH1_71510.2, SMTH1_71510.3, SMTH1_71510.4
OG0003255	KAK4467929.1	SMTH1_102880.1
OG0003256	KAK4468025.1	SMTH1_92980.1
OG0003257	KAK4474666.1	SMTH1_14240.1
OG0003258	KAK4473563.1	SMTH1_48360.1, SMTH1_48350.1
OG0003259	KAK4473296.1	SMTH1_26400.1, SMTH1_26380.1
OG0003260	KAK4468167.1	SMTH1_93200.1
OG0003261	KAK4474180.1	SMTH1_38460.1
OG0003262	KAK4471184.1, KAK4471188.1	SMTH1_64380.1, SMTH1_64610.1, SMTH1_64610.2, SMTH1_64400.1
OG0003263	KAK4475776.1, KAK4475784.1	SMTH1_5730.1
OG0003264	KAK4475229.1	SMTH1_17230.1, SMTH1_17220.1
OG0003266	KAK4470094.1	SMTH1_79220.1
OG0003267	KAK4475018.1	SMTH1_22270.1, SMTH1_22270.2
OG0003268	KAK4473571.1	SMTH1_48460.1
OG0003269	KAK4470709.1	SMTH1_85010.1
OG0003270	KAK4471698.1	SMTH1_69690.5, SMTH1_69690.2, SMTH1_69690.4, SMTH1_69690.3, SMTH1_69690.1, SMTH1_69690.6, SMTH1_69690.7
OG0003271	KAK4474279.1	SMTH1_12780.1, SMTH1_12780.2, SMTH1_12780.3
OG0003272	KAK4474002.1	SMTH1_40400.1, SMTH1_40390.1
OG0003273	KAK4472295.1	SMTH1_37560.1, SMTH1_37560.3, SMTH1_37560.4, SMTH1_37560.2
OG0003274	KAK4475136.1	SMTH1_20860.1, SMTH1_20860.2
OG0003275	KAK4473165.1	SMTH1_27330.1, SMTH1_27330.3, SMTH1_27330.4
OG0003276	KAK4471817.1	SMTH1_68570.1, SMTH1_68570.2
OG0003277	KAK4472323.1	SMTH1_37280.1
OG0003278	KAK4469763.1	SMTH1_61550.1
OG0003279	KAK4475009.1	SMTH1_2210.1
OG0003280	KAK4470799.1	SMTH1_86710.1
OG0003281	KAK4467686.1	SMTH1_104860.1
OG0003282	KAK4469505.1	SMTH1_58900.1, SMTH1_58900.2
OG0003283	KAK4467757.1	SMTH1_105090.1
OG0003284	KAK4471882.1	SMTH1_67210.1, SMTH1_67210.2
OG0003285	KAK4473363.1	SMTH1_25540.1
OG0003286	KAK4471627.1	SMTH1_74380.1, SMTH1_74370.1
OG0003288	KAK4471508.1	SMTH1_75960.1
OG0003289	KAK4474715.1	SMTH1_14770.1
OG0003290	KAK4476282.1	SMTH1_11670.3, SMTH1_11670.4, SMTH1_11670.1, SMTH1_11670.2
OG0003291	KAK4474901.1	SMTH1_19100.1, SMTH1_19100.2
OG0003292	KAK4468075.1	SMTH1_94460.1, SMTH1_94460.2, SMTH1_94460.3
OG0003293	KAK4473039.1	SMTH1_30090.1
OG0003294	KAK4472321.1	SMTH1_37310.1, SMTH1_37310.2
OG0003295	KAK4472848.1	SMTH1_28710.1, SMTH1_28730.1
OG0003296	KAK4469906.1	SMTH1_60430.1
OG0003297	KAK4474930.1	SMTH1_19590.1
OG0003298	KAK4469322.1	SMTH1_51550.1, SMTH1_51520.4, SMTH1_51520.2, SMTH1_51520.3, SMTH1_51520.1
OG0003299	KAK4470415.1	SMTH1_85820.1
OG0003300	KAK4474742.1	SMTH1_15080.1
OG0003301	KAK4472558.1	SMTH1_49070.1
OG0003302	KAK4476124.1	SMTH1_9310.1, SMTH1_9310.2
OG0003303	KAK4469920.1	SMTH1_60520.1
OG0003304	KAK4476026.1	SMTH1_8100.1
OG0003305	KAK4470635.1	SMTH1_82320.1, SMTH1_82320.2
OG0003306	KAK4469971.1	SMTH1_62490.1
OG0003307	KAK4472899.1	SMTH1_28920.1
OG0003309	KAK4474415.1	SMTH1_1070.1
OG0003310	KAK4469566.1	SMTH1_53980.1, SMTH1_53980.2, SMTH1_53980.4, SMTH1_53980.3, SMTH1_53980.5, SMTH1_53980.6
OG0003311	KAK4468557.1	SMTH1_99660.1, SMTH1_99670.1
OG0003314	KAK4473083.1	SMTH1_30300.1, SMTH1_30300.2
OG0003315	KAK4472565.1	SMTH1_35760.1
OG0003319	KAK4473648.1	SMTH1_45010.1
OG0003320	KAK4469731.1, KAK4469730.1	SMTH1_62620.1
OG0003321	KAK4472455.1	SMTH1_33150.1
OG0003322	KAK4474853.1, KAK4474854.1	SMTH1_18580.1, SMTH1_18590.1
OG0003326	KAK4471641.1	SMTH1_74200.4, SMTH1_74200.1, SMTH1_74200.2, SMTH1_74200.3
OG0003327	KAK4470434.1	SMTH1_85490.1, SMTH1_85500.1
OG0003328	KAK4470480.1	SMTH1_82770.1, SMTH1_82770.2
OG0003329	KAK4467772.1	SMTH1_104960.1
OG0003330	KAK4469167.1, KAK4469165.1	SMTH1_57630.1
OG0003331	KAK4474359.1	SMTH1_11000.4, SMTH1_11000.1, SMTH1_11000.2, SMTH1_11000.3
OG0003332	KAK4472584.1, KAK4472187.1	SMTH1_35580.1, SMTH1_35570.1
OG0003333	KAK4475965.1	SMTH1_7450.1
OG0003334	KAK4472912.1	SMTH1_31480.1
OG0003335	KAK4471465.1	SMTH1_71350.2, SMTH1_71350.1
OG0003336	KAK4471802.1	SMTH1_68680.1
OG0003337	KAK4470702.1	SMTH1_84940.1, SMTH1_84940.4, SMTH1_84940.2, SMTH1_84940.3
OG0003338	KAK4474851.1	SMTH1_18560.1, SMTH1_18560.2, SMTH1_18560.3
OG0003339	KAK4475801.1	SMTH1_880.1
OG0003340	KAK4473706.1	SMTH1_44180.4, SMTH1_44180.3, SMTH1_44180.2, SMTH1_44180.1, SMTH1_44180.5
OG0003341	KAK4471574.1	SMTH1_75050.1, SMTH1_75050.2, SMTH1_75050.3, SMTH1_75050.4
OG0003342	KAK4475262.1	SMTH1_15290.1
OG0003344	KAK4473338.1	SMTH1_25860.1, SMTH1_25870.1
OG0003345	KAK4468751.1	SMTH1_97360.1
OG0003346	KAK4467748.1	SMTH1_104510.1
OG0003347	KAK4473853.1	SMTH1_49420.1, SMTH1_49420.2, SMTH1_49420.3, SMTH1_49420.4, SMTH1_49420.5
OG0003348	KAK4469355.1	SMTH1_59650.1
OG0003349	KAK4472670.1	SMTH1_44830.1
OG0003351	KAK4470585.1	SMTH1_81660.1
OG0003352	KAK4468001.1	SMTH1_91230.2, SMTH1_91230.3, SMTH1_91230.4, SMTH1_91230.1
OG0003353	KAK4473091.1	SMTH1_30400.1
OG0003354	KAK4473041.1	SMTH1_30490.3, SMTH1_30490.1, SMTH1_30490.2, SMTH1_30490.4
OG0003355	KAK4471397.1	SMTH1_76630.1
OG0003356	KAK4474680.1	SMTH1_14660.1
OG0003357	KAK4473542.1	SMTH1_48090.1
OG0003360	KAK4472374.1	SMTH1_36770.1
OG0003361	KAK4475075.1	SMTH1_21520.1
OG0003362	KAK4470541.1, KAK4470542.1	SMTH1_83860.1, SMTH1_83860.2, SMTH1_83860.3
OG0003363	KAK4472454.1	SMTH1_33140.1
OG0003364	KAK4468078.1	SMTH1_94430.1
OG0003365	KAK4475132.1	SMTH1_20910.1, SMTH1_20910.2
OG0003366	KAK4471992.1	SMTH1_68530.1, SMTH1_68530.2, SMTH1_68530.3, SMTH1_68530.4
OG0003367	KAK4469630.1	SMTH1_53150.1
OG0003368	KAK4473902.1	SMTH1_41870.2, SMTH1_41870.1, SMTH1_41870.3
OG0003369	KAK4471215.1	SMTH1_72400.1
OG0003370	KAK4472867.1	SMTH1_28590.1, SMTH1_28590.2, SMTH1_28590.3
OG0003371	KAK4469637.1	SMTH1_53070.1
OG0003372	KAK4467714.1	SMTH1_104590.1, SMTH1_104580.1
OG0003373	KAK4475230.1	SMTH1_17240.1, SMTH1_17240.2
OG0003374	KAK4467641.1	SMTH1_105370.1, SMTH1_105380.1, SMTH1_105360.1
OG0003375	KAK4470085.1	SMTH1_77240.1, SMTH1_77250.1
OG0003376	KAK4469604.1	SMTH1_53460.1
OG0003377	KAK4468003.1	SMTH1_90180.1
OG0003378	KAK4468207.1, KAK4468208.1	SMTH1_92300.1
OG0003379	KAK4471270.1	SMTH1_72950.1
OG0003380	KAK4469642.1	SMTH1_57230.1
OG0003381	KAK4469845.1	SMTH1_61160.1, SMTH1_61150.1
OG0003382	KAK4470289.1	SMTH1_77710.1
OG0003383	KAK4476102.1	SMTH1_7140.1, SMTH1_7140.2, SMTH1_7140.3, SMTH1_7140.4, SMTH1_7140.5
OG0003384	KAK4473567.1	SMTH1_48410.2, SMTH1_48410.1
OG0003385	KAK4468440.1	SMTH1_101390.1, SMTH1_101390.2
OG0003386	KAK4475415.1	SMTH1_24020.1, SMTH1_24020.2, SMTH1_24020.3
OG0003387	KAK4475308.1	SMTH1_17010.1
OG0003388	KAK4467617.1	SMTH1_104210.1
OG0003389	KAK4469143.1	SMTH1_51790.1, SMTH1_51790.2
OG0003390	KAK4474177.1	SMTH1_38480.1, SMTH1_38480.2, SMTH1_38480.3
OG0003391	KAK4470923.1	SMTH1_88110.1
OG0003392	KAK4469762.1	SMTH1_61580.1
OG0003393	KAK4472526.1	SMTH1_36150.1, SMTH1_36150.2
OG0003394	KAK4473474.1	SMTH1_47250.1
OG0003395	KAK4469025.1	SMTH1_61980.1, SMTH1_61980.2, SMTH1_61980.3, SMTH1_61980.4
OG0003396	KAK4472772.1	SMTH1_48830.1, SMTH1_48830.2
OG0003397	KAK4475464.1	SMTH1_24320.1
OG0003398	KAK4476173.1	SMTH1_10860.1, SMTH1_10860.2
OG0003399	KAK4474118.1	SMTH1_39060.1
OG0003400	KAK4470317.1	SMTH1_81300.1
OG0003401	KAK4472390.1	SMTH1_36550.2, SMTH1_36550.1
OG0003402	KAK4475331.1	SMTH1_22870.2, SMTH1_22870.4, SMTH1_22870.3, SMTH1_22870.1
OG0003403	KAK4469413.1	SMTH1_56280.1
OG0003404	KAK4470352.1	SMTH1_83470.1, SMTH1_83470.2
OG0003405	KAK4469634.1	SMTH1_53100.3, SMTH1_53100.1, SMTH1_53100.4, SMTH1_53100.2
OG0003406	KAK4476035.1	SMTH1_8010.2, SMTH1_8010.1
OG0003407	KAK4468100.1	SMTH1_94170.1, SMTH1_107800.3, SMTH1_107800.1, SMTH1_107800.2, SMTH1_87310.1
OG0003408	KAK4473269.1	SMTH1_28370.1
OG0003409	KAK4474296.1	SMTH1_19370.1, SMTH1_19380.1, SMTH1_19360.1, SMTH1_25130.1, SMTH1_25160.1
OG0003410	KAK4471281.1	SMTH1_76940.1
OG0003411	KAK4473740.1	SMTH1_43760.1
OG0003412	KAK4475872.1	SMTH1_5880.1
OG0003413	KAK4474333.1	SMTH1_2790.3, SMTH1_2790.1, SMTH1_2790.2
OG0003415	KAK4470968.1	SMTH1_88620.1, SMTH1_88610.1
OG0003416	KAK4471260.1	SMTH1_76760.1, SMTH1_76760.2
OG0003417	KAK4469966.1	SMTH1_62460.1, SMTH1_62460.2, SMTH1_62460.3
OG0003418	KAK4469091.1	SMTH1_52590.1, SMTH1_52590.2, SMTH1_52590.3, SMTH1_52590.4, SMTH1_52590.5, SMTH1_52590.6
OG0003419	KAK4470630.1, KAK4470629.1	SMTH1_82270.1, SMTH1_82260.1
OG0003420	KAK4473964.1	SMTH1_40820.1
OG0003421	KAK4473893.1	SMTH1_41780.1
OG0003422	KAK4469073.1	SMTH1_52330.1
OG0003423	KAK4467576.1, KAK4467577.1, KAK4474677.1	SMTH1_14620.1
OG0003424	KAK4468849.1	SMTH1_96050.1, SMTH1_96040.1, SMTH1_96060.1
OG0003425	KAK4468085.1, KAK4468086.1	SMTH1_94340.1
OG0003426	KAK4471450.1	SMTH1_71200.2, SMTH1_71200.1, SMTH1_71200.3
OG0003427	KAK4474015.1	SMTH1_49630.1, SMTH1_49620.1, SMTH1_49640.1
OG0003428	KAK4468238.1, KAK4468237.1	SMTH1_91930.1
OG0003429	KAK4470791.1	SMTH1_86630.1
OG0003430	KAK4470424.1	SMTH1_85690.1, SMTH1_85690.2
OG0003431	KAK4475012.1	SMTH1_22370.1
OG0003432	KAK4470852.1	SMTH1_78380.1
OG0003433	KAK4474351.1	SMTH1_5500.3, SMTH1_5500.1, SMTH1_5500.2, SMTH1_5500.4, SMTH1_5500.5
OG0003434	KAK4471998.1	SMTH1_66370.1, SMTH1_66370.2
OG0003435	KAK4473820.1	SMTH1_40860.1, SMTH1_40860.2
OG0003436	KAK4469415.1	SMTH1_56300.1, SMTH1_56300.2
OG0003437	KAK4470283.1	SMTH1_80950.1, SMTH1_80950.2, SMTH1_80950.3, SMTH1_80950.4
OG0003438	KAK4472694.1	SMTH1_34400.1
OG0003439	KAK4475442.1	SMTH1_24570.1, SMTH1_24570.2
OG0003440	KAK4475396.1	SMTH1_23680.1
OG0003441	KAK4472935.1, KAK4467225.1	SMTH1_29790.1, SMTH1_29780.1, SMTH1_29780.2
OG0003442	KAK4470265.1	SMTH1_80710.1
OG0003443	KAK4472080.1	SMTH1_65400.1, SMTH1_65390.1
OG0003444	KAK4475939.1	SMTH1_12090.1, SMTH1_12090.2
OG0003445	KAK4474179.1	SMTH1_49880.3, SMTH1_49880.1, SMTH1_49880.2
OG0003446	KAK4467276.1	SMTH1_38900.2, SMTH1_38900.1
OG0003447	KAK4475836.1	SMTH1_6220.1
OG0003448	KAK4470129.1	SMTH1_77560.1, SMTH1_77560.4, SMTH1_77560.3, SMTH1_77560.5, SMTH1_77560.2
OG0003449	KAK4470128.1	SMTH1_77580.2, SMTH1_77580.3, SMTH1_77580.4, SMTH1_77580.5, SMTH1_77580.6, SMTH1_77580.1
OG0003450	KAK4471441.1	SMTH1_73240.1
OG0003451	KAK4468061.1	SMTH1_94670.1, SMTH1_94670.2, SMTH1_94670.3, SMTH1_94670.6, SMTH1_94670.4, SMTH1_94670.5
OG0003452	KAK4475988.1	SMTH1_9750.1
OG0003453	KAK4467251.1, KAK4473565.1	SMTH1_48390.1
OG0003454	KAK4472250.1	SMTH1_37980.1, SMTH1_37980.2
OG0003455	KAK4471806.1	SMTH1_68670.1
OG0003456	KAK4476121.1	SMTH1_9290.1
OG0003457	KAK4473914.1	SMTH1_42010.1
OG0003458	KAK4473754.1	SMTH1_43540.1, SMTH1_43550.1
OG0003459	KAK4470622.1	SMTH1_82160.1
OG0003460	KAK4473874.1	SMTH1_49450.1, SMTH1_49440.1
OG0003462	KAK4473716.1	SMTH1_44060.1
OG0003463	KAK4468148.1	SMTH1_94250.1
OG0003464	KAK4468339.1	SMTH1_90510.1, SMTH1_90500.1
OG0003465	KAK4471665.1	SMTH1_70000.1
OG0003466	KAK4474381.1	SMTH1_11210.1, SMTH1_11220.1
OG0003467	KAK4470416.1	SMTH1_85830.1, SMTH1_85830.2
OG0003468	KAK4471499.1	SMTH1_76060.3, SMTH1_76060.1, SMTH1_76060.2
OG0003469	KAK4469435.1	SMTH1_56510.1
OG0003470	KAK4469702.1	SMTH1_58180.1
OG0003471	KAK4469558.1	SMTH1_51260.1, SMTH1_51260.2, SMTH1_51260.3
OG0003472	KAK4476240.1	SMTH1_10140.3, SMTH1_10140.1, SMTH1_10140.2, SMTH1_10140.4
OG0003473	KAK4470786.1	SMTH1_86590.1, SMTH1_86590.2
OG0003474	KAK4469757.1	SMTH1_62910.1
OG0003475	KAK4473147.1	SMTH1_27160.1
OG0003476	KAK4473510.1	SMTH1_47650.1
OG0003477	KAK4468923.1	SMTH1_99060.1, SMTH1_99060.2, SMTH1_99060.3
OG0003478	KAK4476098.1	SMTH1_7220.1, SMTH1_7210.1
OG0003479	KAK4473118.1	SMTH1_31050.1, SMTH1_31050.2, SMTH1_31050.3
OG0003480	KAK4471563.1	SMTH1_75160.1, SMTH1_75160.2, SMTH1_75160.3, SMTH1_75160.4
OG0003481	KAK4471991.1	SMTH1_68520.1, SMTH1_68520.2, SMTH1_68520.3
OG0003482	KAK4468740.1	SMTH1_97220.1, SMTH1_97220.2
OG0003483	KAK4472499.1	SMTH1_33680.1, SMTH1_33680.2
OG0003484	KAK4475714.1	SMTH1_4960.1
OG0003485	KAK4468096.1	SMTH1_92630.1, SMTH1_92630.2
OG0003486	KAK4473201.1	SMTH1_46060.1
OG0003487	KAK4469159.1	SMTH1_57580.1
OG0003488	KAK4474526.1	SMTH1_12930.2, SMTH1_12930.1
OG0003489	KAK4470449.1	SMTH1_85340.1, SMTH1_85340.2, SMTH1_85340.3
OG0003490	KAK4476248.1	SMTH1_10020.1, SMTH1_10020.2
OG0003491	KAK4472273.1	SMTH1_37810.1
OG0003492	KAK4471927.1	SMTH1_67790.1
OG0003493	KAK4468477.1	SMTH1_101790.1, SMTH1_101800.1
OG0003494	KAK4467906.1	SMTH1_103330.2, SMTH1_103330.3, SMTH1_103330.4, SMTH1_103330.5, SMTH1_103330.1
OG0003495	KAK4467559.1, KAK4475695.1	SMTH1_4750.1
OG0003496	KAK4472498.1	SMTH1_33610.1, SMTH1_33630.1
OG0003497	KAK4469814.1	SMTH1_107720.1, SMTH1_107720.2
OG0003498	KAK4470172.1	SMTH1_77850.1
OG0003499	KAK4471773.1, KAK4471774.1	SMTH1_69030.1, SMTH1_69030.2, SMTH1_69030.3
OG0003500	KAK4471419.1	SMTH1_70440.1, SMTH1_70440.2, SMTH1_70440.3, SMTH1_70440.4
OG0003501	KAK4470745.1	SMTH1_86140.1
OG0003503	KAK4475886.1	SMTH1_6580.1
OG0003504	KAK4473775.1	SMTH1_43220.1, SMTH1_43220.2, SMTH1_43220.3
OG0003505	KAK4469653.1	SMTH1_57120.1, SMTH1_57110.1
OG0003506	KAK4476177.1	SMTH1_1270.1
OG0003507	KAK4475696.1	SMTH1_4760.1, SMTH1_4760.2
OG0003508	KAK4471156.1	SMTH1_72040.2, SMTH1_72040.1, SMTH1_72040.3, SMTH1_72040.4
OG0003509	KAK4472664.1	SMTH1_48980.1
OG0003510	KAK4476199.1	SMTH1_1240.1, SMTH1_1240.2
OG0003511	KAK4472079.1	SMTH1_71910.1
OG0003512	KAK4468250.1	SMTH1_91820.1
OG0003513	KAK4470523.1	SMTH1_84190.1
OG0003514	KAK4472796.1	SMTH1_32100.2, SMTH1_32100.3, SMTH1_32100.4, SMTH1_32100.6, SMTH1_32100.5, SMTH1_32100.1
OG0003515	KAK4467615.1	SMTH1_104250.1, SMTH1_104260.1
OG0003516	KAK4469464.1	SMTH1_56880.1
OG0003517	KAK4467787.1	SMTH1_105970.1
OG0003518	KAK4468848.1	SMTH1_96070.1
OG0003519	KAK4473885.1	SMTH1_41690.1
OG0003520	KAK4471147.1	SMTH1_64250.1
OG0003521	KAK4474494.1	SMTH1_13190.1, SMTH1_13180.1, SMTH1_13170.1, SMTH1_13170.2
OG0003522	KAK4471013.1, KAK4471014.1	SMTH1_89180.1
OG0003523	KAK4469869.1	SMTH1_60890.1
OG0003524	KAK4471778.1	SMTH1_68950.1, SMTH1_68950.2
OG0003525	KAK4475611.1	SMTH1_3940.1
OG0003526	KAK4472469.1	SMTH1_33300.2, SMTH1_33300.1
OG0003527	KAK4470971.1	SMTH1_88630.1
OG0003528	KAK4475853.1	SMTH1_720.1
OG0003529	KAK4473452.1	SMTH1_46990.1, SMTH1_46990.2, SMTH1_46990.3
OG0003530	KAK4471355.1	SMTH1_73680.1
OG0003531	KAK4476277.1	SMTH1_11960.1
OG0003532	KAK4476131.1	SMTH1_9340.1
OG0003533	KAK4469562.1	SMTH1_54040.1
