Orthogroup	s.mekongi	schistosoma_mansoni
OG0003428	KAK4468238.1, KAK4468237.1	Smp_345490.1, Smp_345490.2
OG0003429	KAK4470791.1	Smp_145020.1
OG0003430	KAK4470424.1	Smp_155740.1
OG0003431	KAK4475012.1	Smp_243970.1
OG0003432	KAK4470852.1	Smp_086450.1
OG0003433	KAK4474351.1	Smp_022700.1
OG0003434	KAK4471998.1	Smp_247260.1
OG0003435	KAK4473820.1	Smp_008230.1
OG0003436	KAK4469415.1	Smp_123020.1
OG0003437	KAK4470283.1	Smp_051930.1
OG0003438	KAK4472694.1	Smp_128890.1
OG0003439	KAK4475442.1	Smp_136490.1
OG0003440	KAK4475396.1	Smp_316620.1
OG0003441	KAK4472935.1, KAK4467225.1	Smp_333250.1
OG0003442	KAK4470265.1	Smp_312820.1
OG0003443	KAK4472080.1	Smp_194090.1
OG0003444	KAK4475939.1	Smp_088090.1
OG0003445	KAK4474179.1	Smp_131810.1
OG0003446	KAK4467276.1	Smp_009650.1
OG0003447	KAK4475836.1	Smp_245250.1
OG0003448	KAK4470129.1	Smp_063000.1, Smp_063000.2
OG0003449	KAK4470128.1	Smp_062980.1
OG0003450	KAK4471441.1	Smp_079840.1
OG0003451	KAK4468061.1	Smp_143930.1
OG0003452	KAK4475988.1	Smp_128600.1
OG0003453	KAK4467251.1, KAK4473565.1	Smp_161550.1
OG0003454	KAK4472250.1	Smp_315700.1, Smp_315700.2
OG0003455	KAK4471806.1	Smp_078800.1
OG0003456	KAK4476121.1	Smp_245000.1
OG0003457	KAK4473914.1	Smp_142550.1
OG0003458	KAK4473754.1	Smp_125870.1
OG0003459	KAK4470622.1	Smp_101310.1
OG0003460	KAK4473874.1	Smp_135120.1
OG0003462	KAK4473716.1	Smp_340820.1
OG0003463	KAK4468148.1	Smp_212490.1
OG0003464	KAK4468339.1	Smp_344500.1, Smp_344500.2
OG0003465	KAK4471665.1	Smp_212540.1
OG0003466	KAK4474381.1	Smp_165850.1
OG0003467	KAK4470416.1	Smp_347570.1, Smp_210280.1
OG0003468	KAK4471499.1	Smp_309680.1, Smp_309690.1
OG0003469	KAK4469435.1	Smp_001530.1
OG0003470	KAK4469702.1	Smp_333890.1
OG0003471	KAK4469558.1	Smp_066260.1
OG0003472	KAK4476240.1	Smp_011710.1
OG0003473	KAK4470786.1	Smp_247530.1, Smp_247530.2
OG0003474	KAK4469757.1	Smp_139900.1
OG0003475	KAK4473147.1	Smp_163220.1
OG0003476	KAK4473510.1	Smp_196920.1
OG0003477	KAK4468923.1	Smp_050880.2, Smp_050880.1
OG0003478	KAK4476098.1	Smp_304660.1, Smp_306210.1
OG0003479	KAK4473118.1	Smp_141320.1
OG0003480	KAK4471563.1	Smp_000110.1
OG0003481	KAK4471991.1	Smp_162710.1
OG0003482	KAK4468740.1	Smp_267090.1
OG0003483	KAK4472499.1	Smp_336350.1
OG0003484	KAK4475714.1	Smp_242630.1
OG0003485	KAK4468096.1	Smp_343680.1
OG0003486	KAK4473201.1	Smp_072560.1
OG0003487	KAK4469159.1	Smp_166980.1
OG0003488	KAK4474526.1	Smp_047240.1
OG0003489	KAK4470449.1	Smp_096780.1
OG0003490	KAK4476248.1	Smp_011560.1
OG0003491	KAK4472273.1	Smp_340850.1
OG0003492	KAK4471927.1	Smp_018570.1
OG0003493	KAK4468477.1	Smp_317670.1, Smp_342590.1
OG0003494	KAK4467906.1	Smp_175660.1, Smp_175660.2
OG0003495	KAK4467559.1, KAK4475695.1	Smp_139070.1
OG0003496	KAK4472498.1	Smp_160850.1
OG0003497	KAK4469814.1	Smp_037460.1
OG0003498	KAK4470172.1	Smp_053160.1
OG0003499	KAK4471773.1, KAK4471774.1	Smp_129450.1
OG0003500	KAK4471419.1	Smp_026280.1, Smp_026280.2
OG0003501	KAK4470745.1	Smp_169610.1
OG0003503	KAK4475886.1	Smp_172730.1
OG0003504	KAK4473775.1	Smp_054620.1, Smp_054620.2, Smp_054620.3
OG0003505	KAK4469653.1	Smp_172990.1
OG0003506	KAK4476177.1	Smp_061040.2, Smp_061040.1
OG0003507	KAK4475696.1	Smp_031220.1
OG0003508	KAK4471156.1	Smp_027080.1
OG0003509	KAK4472664.1	Smp_142250.1
OG0003510	KAK4476199.1	Smp_170230.1
OG0003511	KAK4472079.1	Smp_018870.1
OG0003512	KAK4468250.1	Smp_085520.1
OG0003513	KAK4470523.1	Smp_313310.1
OG0003514	KAK4472796.1	Smp_246030.1
OG0003515	KAK4467615.1	Smp_033350.1
OG0003516	KAK4469464.1	Smp_023270.1
OG0003517	KAK4467787.1	Smp_346540.1
OG0003518	KAK4468848.1	Smp_247790.1
OG0003519	KAK4473885.1	Smp_068110.1
OG0003520	KAK4471147.1	Smp_160000.1
OG0003521	KAK4474494.1	Smp_061970.1
OG0003522	KAK4471013.1, KAK4471014.1	Smp_170690.1
OG0003523	KAK4469869.1	Smp_212140.1
OG0003524	KAK4471778.1	Smp_013360.2
OG0003525	KAK4475611.1	Smp_198680.1, Smp_198680.2
OG0003526	KAK4472469.1	Smp_200410.1
OG0003527	KAK4470971.1	Smp_055760.1
OG0003528	KAK4475853.1	Smp_015530.1
OG0003529	KAK4473452.1	Smp_121320.1
OG0003530	KAK4471355.1	Smp_138290.1
OG0003531	KAK4476277.1	Smp_214290.1
OG0003532	KAK4476131.1	Smp_043500.1, Smp_043500.2
OG0003533	KAK4469562.1	Smp_345270.1
OG0003534	KAK4468777.1	Smp_172210.1, Smp_172210.2, Smp_172210.3
OG0003535	KAK4467826.1	Smp_097590.1
OG0003536	KAK4471933.1	Smp_132350.1
OG0003537	KAK4472049.1	Smp_167450.1
OG0003539	KAK4470019.1	Smp_329600.1
OG0003540	KAK4475716.1, KAK4467466.1	Smp_093100.1, Smp_348830.1
OG0003541	KAK4468883.1	Smp_074140.1
OG0003542	KAK4471461.1, KAK4471462.1	Smp_063390.1
OG0003543	KAK4469226.1	Smp_046880.1
OG0003544	KAK4469321.1	Smp_171280.1
OG0003545	KAK4475073.1	Smp_076040.1
OG0003547	KAK4475960.1	Smp_304870.1
OG0003548	KAK4475515.1	Smp_345530.1
OG0003549	KAK4468710.1	Smp_080730.1
OG0003550	KAK4473867.1	Smp_246990.1
OG0003551	KAK4471826.1	Smp_243210.1
OG0003552	KAK4471182.1	Smp_307730.1, Smp_307730.2
OG0003553	KAK4474372.1	Smp_346090.1
OG0003554	KAK4471207.1	Smp_340030.1
OG0003555	KAK4470723.1	Smp_334280.1
OG0003556	KAK4471925.1	Smp_018550.1
OG0003557	KAK4469940.1	Smp_021080.1
OG0003558	KAK4471110.1	Smp_176490.1, Smp_176490.2
OG0003559	KAK4468363.1	Smp_247640.1
OG0003560	KAK4471683.1	Smp_341430.1
OG0003561	KAK4467498.1, KAK4475758.1	Smp_022870.1
OG0003562	KAK4471459.1, KAK4471458.1	Smp_308760.1, Smp_308750.1, Smp_308755.1
OG0003563	KAK4472107.1	Smp_325690.1, Smp_325690.2, Smp_325700.1, Smp_331180.1, Smp_331150.1, Smp_333380.1
OG0003564	KAK4472635.1	Smp_314730.1, Smp_315110.1
OG0003565	KAK4472779.1, KAK4472931.1	Smp_324050.1
OG0003566	KAK4474213.1	Smp_166530.1
OG0003567	KAK4474450.1	Smp_347620.1
OG0003568	KAK4475556.1	Smp_153220.1
OG0003569	KAK4475925.1	Smp_175090.1
OG0003577	KAK4473917.1, KAK4475250.1	Smp_135080.1
OG0003578	KAK4467762.1	Smp_318320.1
OG0003579	KAK4473991.1	Smp_121430.1
OG0003580	KAK4474767.1	Smp_054340.1
OG0003581	KAK4473096.1	Smp_169180.1
OG0003583	KAK4475571.1	Smp_242530.1, Smp_242530.2, Smp_242530.3
OG0003584	KAK4471994.1	Smp_174780.1
OG0003585	KAK4468018.1	Smp_321250.1
OG0003586	KAK4473691.1	Smp_075870.1
OG0003587	KAK4474390.1	Smp_165460.1
OG0003588	KAK4474798.1	Smp_038965.1, Smp_038980.1
OG0003589	KAK4470101.1	Smp_198190.1
OG0003590	KAK4476105.1	Smp_006195.1, Smp_342170.1
OG0003591	KAK4472040.1	Smp_124460.1
OG0003592	KAK4470602.1	Smp_343130.1
OG0003593	KAK4472337.1	Smp_114160.1
OG0003594	KAK4475234.1	Smp_024360.1
OG0003595	KAK4468152.1	Smp_166200.1
OG0003596	KAK4469676.1	Smp_148400.1, Smp_148400.2
OG0003597	KAK4470556.1	Smp_334160.1, Smp_334160.2
OG0003598	KAK4474030.1	Smp_000050.1
OG0003599	KAK4474727.1	Smp_157230.1
OG0003600	KAK4475863.1, KAK4475865.1, KAK4475864.1	Smp_246330.1
OG0003601	KAK4473045.1	Smp_097730.1
OG0003602	KAK4472101.1	Smp_342670.1
OG0003603	KAK4470116.1	Smp_248170.1
OG0003604	KAK4476286.1	Smp_347210.1
OG0003605	KAK4474826.1	Smp_060170.1
OG0003606	KAK4472540.1	Smp_083150.1
OG0003607	KAK4475286.1	Smp_159450.1
OG0003608	KAK4474036.1	Smp_132620.1
OG0003609	KAK4473159.1	Smp_159570.1
OG0003610	KAK4468676.1	Smp_138890.3, Smp_138890.1, Smp_138890.2
OG0003611	KAK4469941.1	Smp_043780.1
OG0003612	KAK4472051.1	Smp_333520.1, Smp_167470.1
OG0003613	KAK4471517.1	Smp_100110.1
OG0003614	KAK4472034.1	Smp_004440.1
OG0003615	KAK4473788.1	Smp_332550.1, Smp_332550.2
OG0003616	KAK4474935.1	Smp_323920.1
OG0003617	KAK4471768.1	Smp_246900.1
OG0003618	KAK4473051.1	Smp_176430.1
OG0003619	KAK4476255.1	Smp_079920.1
OG0003620	KAK4469288.1	Smp_065290.1
OG0003621	KAK4469901.1	Smp_145740.1
OG0003622	KAK4470787.1	Smp_316800.1, Smp_102340.1
OG0003623	KAK4469370.1	Smp_004170.1
OG0003624	KAK4474427.1	Smp_017890.1
OG0003625	KAK4468892.1	Smp_174690.1
OG0003626	KAK4468054.1	Smp_081820.1
OG0003627	KAK4468066.1	Smp_334630.1
OG0003628	KAK4472310.1	Smp_025700.1
OG0003629	KAK4476014.1, KAK4476015.1	Smp_053470.1
OG0003630	KAK4474073.1	Smp_332470.1
OG0003631	KAK4470868.1	Smp_055130.1
OG0003632	KAK4471856.1	Smp_144450.1, Smp_144450.2
OG0003633	KAK4469548.1	Smp_128750.1
OG0003634	KAK4470797.1	Smp_343750.1
OG0003635	KAK4470719.1	Smp_095650.1
OG0003636	KAK4470625.1	Smp_336730.1
OG0003637	KAK4471579.1	Smp_000320.1
OG0003638	KAK4469171.1	Smp_245900.1
OG0003639	KAK4469170.1	Smp_044810.1
OG0003640	KAK4467375.1, KAK4475763.1	Smp_245290.1
OG0003641	KAK4470529.1	Smp_053640.1, Smp_053640.2
OG0003642	KAK4469740.1	Smp_336050.1
OG0003643	KAK4470256.1	Smp_168520.1
OG0003644	KAK4475284.1	Smp_045730.1
OG0003645	KAK4469087.1	Smp_213020.1
OG0003646	KAK4469350.1	Smp_154830.1
OG0003647	KAK4475316.1	Smp_244380.1
OG0003648	KAK4474379.1	Smp_165840.1
OG0003649	KAK4472160.1	Smp_160780.1
OG0003650	KAK4475226.1	Smp_306180.1
OG0003651	KAK4469433.1	Smp_001560.1
OG0003652	KAK4469903.1	Smp_318800.1
OG0003653	KAK4473694.1	Smp_213920.1, Smp_213930.1
OG0003654	KAK4471652.1	Smp_138430.1
OG0003655	KAK4472474.1	Smp_173180.1
OG0003656	KAK4470577.1	Smp_036020.1, Smp_036020.2
OG0003657	KAK4475633.1, KAK4476069.1	Smp_304220.1, Smp_304210.1
OG0003658	KAK4470258.1	Smp_211060.1
OG0003659	KAK4470853.1	Smp_165340.1
OG0003660	KAK4470203.1	Smp_213750.1
OG0003661	KAK4469716.1	Smp_146630.1
OG0003662	KAK4472707.1	Smp_085910.1
OG0003663	KAK4470359.1	Smp_241510.1
OG0003664	KAK4469810.1	Smp_213220.1, Smp_213220.2, Smp_213230.1
OG0003665	KAK4470264.1	Smp_146690.1
OG0003666	KAK4471143.1	Smp_347290.1
OG0003667	KAK4474830.1	Smp_060290.1
OG0003668	KAK4467223.1	Smp_146400.2, Smp_146400.1
OG0003669	KAK4469841.1	Smp_137720.1
OG0003670	KAK4471724.1	Smp_181490.1
OG0003671	KAK4470531.1	Smp_247810.1
OG0003672	KAK4467943.1	Smp_140110.1
OG0003673	KAK4468770.1	Smp_165720.1, Smp_165720.2
OG0003674	KAK4472263.1, KAK4472262.1	Smp_305430.1
OG0003675	KAK4471455.1	Smp_340980.1, Smp_063380.1
OG0003676	KAK4467752.1	Smp_140040.1, Smp_140040.2
OG0003677	KAK4470963.1	Smp_344410.1
OG0003678	KAK4472663.1	Smp_346630.1
OG0003679	KAK4472257.1	Smp_131770.1, Smp_131770.2
OG0003680	KAK4473856.1	Smp_083790.1
OG0003681	KAK4468795.1	Smp_123280.1
OG0003682	KAK4470538.1	Smp_043210.1
OG0003683	KAK4475926.1	Smp_133800.1
OG0003684	KAK4472440.1	Smp_034430.1
OG0003685	KAK4473933.1	Smp_084600.1
OG0003686	KAK4468413.1	Smp_147020.1
OG0003687	KAK4468719.1	Smp_172240.1
OG0003688	KAK4476166.1	Smp_101370.2, Smp_101370.1
OG0003689	KAK4471711.1	Smp_106060.1
OG0003690	KAK4469837.1	Smp_316380.1
OG0003691	KAK4467831.1	Smp_031730.1
OG0003692	KAK4473945.1	Smp_141680.1
OG0003693	KAK4469541.1	Smp_012380.1
OG0003694	KAK4473280.1	Smp_171070.1
OG0003695	KAK4471165.1	Smp_336330.1
OG0003696	KAK4470140.1	Smp_176100.1, Smp_176100.2
OG0003697	KAK4474685.1	Smp_342820.1
OG0003698	KAK4472394.1	Smp_344520.1
OG0003699	KAK4472244.1	Smp_033680.1
OG0003700	KAK4469301.1	Smp_131700.1
OG0003701	KAK4468317.1	Smp_337370.1
OG0003702	KAK4475393.1	Smp_342600.1
OG0003703	KAK4474457.1	Smp_305875.1, Smp_305875.2
OG0003704	KAK4472329.1	Smp_093580.1
OG0003705	KAK4472556.1	Smp_118220.1
OG0003706	KAK4468429.1	Smp_098450.1
OG0003708	KAK4471974.1	Smp_162620.1
OG0003709	KAK4475321.1	Smp_176200.1
OG0003710	KAK4472324.1	Smp_347110.1
OG0003711	KAK4471608.1	Smp_000660.1
OG0003712	KAK4474947.1	Smp_037400.1, Smp_037400.2
OG0003713	KAK4468784.1	Smp_091740.1, Smp_091740.2
OG0003714	KAK4468605.1	Smp_343490.1, Smp_331540.1
OG0003715	KAK4473272.1	Smp_213720.1
OG0003716	KAK4467727.1	Smp_127620.1
OG0003717	KAK4470302.1	Smp_150080.3, Smp_150080.2, Smp_150080.1
OG0003718	KAK4470765.1	Smp_042390.1
OG0003719	KAK4469381.1	Smp_129640.1
OG0003720	KAK4471852.1	Smp_066330.1
OG0003721	KAK4475976.1	Smp_127080.1
OG0003722	KAK4468494.1	Smp_317700.1, Smp_342300.1
OG0003723	KAK4467926.1	Smp_130270.2, Smp_130270.1, Smp_130270.3
OG0003724	KAK4475070.1	Smp_076010.1
OG0003725	KAK4475815.1	Smp_067540.1
OG0003726	KAK4469890.1	Smp_047620.1
OG0003727	KAK4472787.1	Smp_178710.1
OG0003728	KAK4475023.1	Smp_032320.2
OG0003729	KAK4476203.1	Smp_011860.1
OG0003730	KAK4469206.1	Smp_180430.1
OG0003731	KAK4468242.1	Smp_334510.1
OG0003732	KAK4467955.1, KAK4468009.1	Smp_125670.1
OG0003733	KAK4476009.1	Smp_311890.1, Smp_315980.1
OG0003734	KAK4475646.1, KAK4467512.1	Smp_322280.1, Smp_022500.1
OG0003735	KAK4475807.1	Smp_347010.1
OG0003736	KAK4471228.1	Smp_000910.1
OG0003737	KAK4475953.1	Smp_176230.1
OG0003738	KAK4472846.1	Smp_332700.1
OG0003739	KAK4469211.1	Smp_144870.1
OG0003740	KAK4472934.1	Smp_159730.1
OG0003741	KAK4469347.1	Smp_154850.1
OG0003742	KAK4472058.1	Smp_167520.1
OG0003743	KAK4471289.1	Smp_156280.1
OG0003744	KAK4472659.1	Smp_161850.1
OG0003745	KAK4472710.1	Smp_128990.1
OG0003746	KAK4475636.1	Smp_171670.1
OG0003747	KAK4473181.1	Smp_213680.1
OG0003748	KAK4475606.1	Smp_343160.1
OG0003749	KAK4475424.1	Smp_162910.1
OG0003750	KAK4470958.1	Smp_247370.1
OG0003751	KAK4468057.1	Smp_133380.1
OG0003752	KAK4472559.1	Smp_167170.1
OG0003753	KAK4475413.1	Smp_160320.1
OG0003754	KAK4468010.1	Smp_160530.1
OG0003755	KAK4475473.1	Smp_153250.1
OG0003756	KAK4468609.1	Smp_341570.1
OG0003757	KAK4473294.1	Smp_072440.1
OG0003758	KAK4472396.1	Smp_057020.1
OG0003759	KAK4471511.1	Smp_212710.1
OG0003760	KAK4473407.1	Smp_157470.1
OG0003761	KAK4469202.1	Smp_004260.1
OG0003762	KAK4468680.1	Smp_138920.1
OG0003763	KAK4473190.1	Smp_211320.2, Smp_211320.1
OG0003764	KAK4473758.1	Smp_170340.1
OG0003765	KAK4474431.1, KAK4475501.1	Smp_017860.1
OG0003766	KAK4469910.1	Smp_133600.1
OG0003767	KAK4471832.1	Smp_074040.1
OG0003768	KAK4475020.1	Smp_169480.1, Smp_169480.2
OG0003769	KAK4473211.1	Smp_124130.1
OG0003770	KAK4470714.1	Smp_141000.1, Smp_141000.2
OG0003771	KAK4476054.1	Smp_096160.1
OG0003772	KAK4469583.1	Smp_245550.2, Smp_245550.1
OG0003773	KAK4468694.1	Smp_036370.1
OG0003774	KAK4470246.1	Smp_312760.1
OG0003775	KAK4470430.1	Smp_050350.1
OG0003776	KAK4476078.1	Smp_342730.1
OG0003777	KAK4471171.1	Smp_105690.1
OG0003778	KAK4467927.1	Smp_130280.3, Smp_130280.2, Smp_130280.1
OG0003779	KAK4475255.1	Smp_153520.1
OG0003780	KAK4471656.1, KAK4471657.1	Smp_120960.1, Smp_326430.1
OG0003781	KAK4472882.1	Smp_168400.1
OG0003782	KAK4469405.1	Smp_066630.1
OG0003783	KAK4469448.1	Smp_242220.1
OG0003784	KAK4469333.1	Smp_017360.1
OG0003785	KAK4472235.1, KAK4474201.1	Smp_017520.1
OG0003786	KAK4471313.1	Smp_197540.1
OG0003787	KAK4475361.1	Smp_077180.1
OG0003788	KAK4470220.1	Smp_148790.1
OG0003789	KAK4476144.1	Smp_304910.1
OG0003790	KAK4472442.1	Smp_097280.1
OG0003791	KAK4469217.1	Smp_002950.1
OG0003792	KAK4469793.1, KAK4469794.1	Smp_142490.1
OG0003793	KAK4469847.1	Smp_147750.1
OG0003794	KAK4468158.1	Smp_088310.1
OG0003795	KAK4475564.1, KAK4475553.1	Smp_337530.1
OG0003796	KAK4471258.1	Smp_123630.1
OG0003797	KAK4470514.1	Smp_313320.1
OG0003798	KAK4475288.1	Smp_068840.1, Smp_068840.2
OG0003799	KAK4467992.1	Smp_348340.1
OG0003800	KAK4473328.1	Smp_164200.1
OG0003801	KAK4469539.1	Smp_012410.1
OG0003802	KAK4470839.1	Smp_015980.1
OG0003803	KAK4476176.1	Smp_165780.1
OG0003804	KAK4475320.1	Smp_024240.1
OG0003805	KAK4476268.1, KAK4476276.1	Smp_015880.1
OG0003806	KAK4476090.1	Smp_066410.1
OG0003807	KAK4473825.1	Smp_008140.1
OG0003808	KAK4470952.1	Smp_337490.1, Smp_337490.2
OG0003809	KAK4470515.1	Smp_126750.1
OG0003811	KAK4472937.1	Smp_341730.1
OG0003812	KAK4473200.1	Smp_213690.1
OG0003814	KAK4468295.1	Smp_150580.1
OG0003815	KAK4468935.1	Smp_149410.1
OG0003816	KAK4471117.1	Smp_121930.1, Smp_121930.2
OG0003817	KAK4471854.1	Smp_308260.1
OG0003818	KAK4472400.1	Smp_246240.1
OG0003819	KAK4473124.1, KAK4473126.1	Smp_035540.1
OG0003820	KAK4473146.1	Smp_341130.1, Smp_316860.1, Smp_319970.1
OG0003821	KAK4474437.1	Smp_131970.1
OG0003827	KAK4472458.1	Smp_129830.1
OG0003828	KAK4473877.1	Smp_158480.1
OG0003830	KAK4474601.1	Smp_061870.1
OG0003831	KAK4467800.1, KAK4467802.1	Smp_170540.1
OG0003832	KAK4467795.1, KAK4467796.1	Smp_125160.1
OG0003833	KAK4472320.1	Smp_303330.1
OG0003834	KAK4467275.1, KAK4475584.1	Smp_336830.1
OG0003835	KAK4474763.1	Smp_054320.1
OG0003836	KAK4472456.1	Smp_129870.1
OG0003837	KAK4473661.1	Smp_148700.1
OG0003838	KAK4474508.1	Smp_345410.1
OG0003839	KAK4474424.1	Smp_132000.1
OG0003840	KAK4473157.1	Smp_072630.1, Smp_337020.1, Smp_337030.1
OG0003841	KAK4473943.1	Smp_141660.1
OG0003842	KAK4472487.1	Smp_347770.1
OG0003843	KAK4476120.1	Smp_145600.1
OG0003844	KAK4472385.1	Smp_008430.1
OG0003845	KAK4475977.1	Smp_307070.1
OG0003846	KAK4467437.1, KAK4467436.1, KAK4475754.1	Smp_241480.1
OG0003847	KAK4471993.1	Smp_346300.1
OG0003848	KAK4468052.1	Smp_133350.1
OG0003849	KAK4475052.1	Smp_143750.1
OG0003850	KAK4472741.1	Smp_196950.1, Smp_196950.2
OG0003851	KAK4471681.1	Smp_347810.1
OG0003852	KAK4467722.1	Smp_318140.1, Smp_318130.1
OG0003853	KAK4467824.1	Smp_332390.1, Smp_332390.2
OG0003854	KAK4471651.1	Smp_308980.1, Smp_309000.1
OG0003855	KAK4473610.1	Smp_172110.1
OG0003856	KAK4468070.1	Smp_343650.1
OG0003857	KAK4473810.1	Smp_160710.1
OG0003858	KAK4472534.1	Smp_083200.1
OG0003859	KAK4471409.1	Smp_243690.1
OG0003860	KAK4473760.1	Smp_170320.1
OG0003863	KAK4473383.1	Smp_099170.1
OG0003864	KAK4470496.1	Smp_329570.3, Smp_329570.1, Smp_329570.2
OG0003865	KAK4467834.1	Smp_300770.1, Smp_300770.2, Smp_318150.1
OG0003866	KAK4473649.1	Smp_093700.1
OG0003867	KAK4469109.1	Smp_004600.1
OG0003868	KAK4471934.1	Smp_018640.1
OG0003869	KAK4473406.1	Smp_159140.1
OG0003871	KAK4472736.1	Smp_071560.1
OG0003872	KAK4468987.1	Smp_246110.1
OG0003873	KAK4468080.1	Smp_334460.1
OG0003874	KAK4473576.1	Smp_005520.1
OG0003875	KAK4473327.1	Smp_077980.1
OG0003876	KAK4473721.1	Smp_048380.1
OG0003877	KAK4471744.1	Smp_013610.1
OG0003878	KAK4471742.1	Smp_347790.1
OG0003879	KAK4470075.1	Smp_151070.1
OG0003880	KAK4467540.1	Smp_141960.1
OG0003881	KAK4471912.1	Smp_018400.1
OG0003882	KAK4467823.1	Smp_203310.1
OG0003883	KAK4471902.1	Smp_132210.1
OG0003884	KAK4473061.1	Smp_056260.2, Smp_056260.1
OG0003885	KAK4468810.1	Smp_002080.1
OG0003886	KAK4473944.1	Smp_343460.1
OG0003887	KAK4468687.1, KAK4468686.1	Smp_343240.1
OG0003888	KAK4468941.1	Smp_064250.1
OG0003889	KAK4470533.1	Smp_145540.1
OG0003890	KAK4475346.1	Smp_051300.1
OG0003891	KAK4474505.1	Smp_163250.1
OG0003894	KAK4467245.1	Smp_158290.1
OG0003895	KAK4469680.1	Smp_130160.1
OG0003896	KAK4469507.1	Smp_148470.1
OG0003897	KAK4472775.1	Smp_311940.1, Smp_311150.1
OG0003898	KAK4476198.1	Smp_059920.1
OG0003899	KAK4469679.1	Smp_130180.1
OG0003900	KAK4471688.1	Smp_333740.1
OG0003901	KAK4471700.1	Smp_196220.1
OG0003902	KAK4468768.1	Smp_165700.1
OG0003903	KAK4471061.1	Smp_165870.1
OG0003904	KAK4471544.1	Smp_083970.1
OG0003905	KAK4467776.1	Smp_041190.1
OG0003906	KAK4476127.1	Smp_180060.1
OG0003907	KAK4475512.1	Smp_048620.1
OG0003908	KAK4475487.1	Smp_337110.1
OG0003910	KAK4469942.1	Smp_133940.1
OG0003911	KAK4473595.1	Smp_072180.1
OG0003912	KAK4470946.1	Smp_149160.1
OG0003913	KAK4472713.1	Smp_129000.1
OG0003914	KAK4472122.1	Smp_337060.1
OG0003915	KAK4469056.1, KAK4469057.1, KAK4470599.1, KAK4470493.1	Smp_037230.1
OG0003916	KAK4468036.1	Smp_247720.1
OG0003917	KAK4474585.1, KAK4467384.1, KAK4467385.1	Smp_018220.1
OG0003918	KAK4469204.1	Smp_124450.1
OG0003919	KAK4472259.1	Smp_340670.1
OG0003920	KAK4474850.1, KAK4474849.1	Smp_176540.1
OG0003921	KAK4470392.1	Smp_169470.1
OG0003922	KAK4471552.1	Smp_167680.1
OG0003923	KAK4473174.1	Smp_004080.1
OG0003924	KAK4469947.1	Smp_021830.1
OG0003925	KAK4469481.1	Smp_245840.2, Smp_245840.1, Smp_245840.3
OG0003926	KAK4473245.1	Smp_341980.1
OG0003927	KAK4471613.1, KAK4471602.1	Smp_151570.1
OG0003928	KAK4473599.1, KAK4473598.1	Smp_172050.1
OG0003929	KAK4469152.1	Smp_341520.1
OG0003930	KAK4470058.1	Smp_053800.1
OG0003931	KAK4469472.1	Smp_048970.1
OG0003933	KAK4472343.1	Smp_341230.1
OG0003934	KAK4474458.1	Smp_344090.1
OG0003935	KAK4474586.1	Smp_323340.1
OG0003936	KAK4474234.1, KAK4474233.1	Smp_044530.1
OG0003937	KAK4469622.1	Smp_245570.1
OG0003938	KAK4470310.1	Smp_052230.1
OG0003940	KAK4474709.1	Smp_323540.1
OG0003941	KAK4467508.1, KAK4475708.1	Smp_139140.1
OG0003941	KAK4467507.1, KAK4475709.1	Smp_031390.1
OG0003942	KAK4469602.1	Smp_001210.1
OG0003943	KAK4469164.1	Smp_347720.1
OG0003944	KAK4469175.1	Smp_095920.1
OG0003945	KAK4468739.1	Smp_158630.1
OG0003946	KAK4473182.1	Smp_124320.1
OG0003947	KAK4473629.1	Smp_154780.1
OG0003948	KAK4469790.1	Smp_170400.1
OG0003949	KAK4469896.1	Smp_047370.1
OG0003950	KAK4475967.1	Smp_006350.1
OG0003951	KAK4469318.1	Smp_350430.1, Smp_346010.1
OG0003952	KAK4468515.1	Smp_172510.2, Smp_172510.1
OG0003953	KAK4467979.1	Smp_070600.1
OG0003954	KAK4471945.1	Smp_325960.1, Smp_342640.1
OG0003955	KAK4469215.1	Smp_176310.1
OG0003956	KAK4471678.1	Smp_085110.1
OG0003957	KAK4474161.1	Smp_032060.1
OG0003958	KAK4472852.1	Smp_161960.1
OG0003959	KAK4474422.1	Smp_305770.1
OG0003960	KAK4469154.1	Smp_082620.1
OG0003961	KAK4468327.1	Smp_312610.1, Smp_312620.1
OG0003962	KAK4472497.1	Smp_345240.1
OG0003963	KAK4475106.1	Smp_344350.1
OG0003965	KAK4473090.1	Smp_163550.1
OG0003967	KAK4473470.1	Smp_144070.1
OG0003968	KAK4475622.1	Smp_204380.1
OG0003969	KAK4468012.1, KAK4468013.1	Smp_147090.1
OG0003970	KAK4468794.1	Smp_164080.1
OG0003971	KAK4471664.1	Smp_127520.1
OG0003972	KAK4472667.1	Smp_196790.1
OG0003973	KAK4467846.1	Smp_078110.2, Smp_078110.1
OG0003974	KAK4469368.1	Smp_096910.1
OG0003975	KAK4473769.1	Smp_302140.1
OG0003976	KAK4473229.1	Smp_124030.1
OG0003977	KAK4469352.1	Smp_179940.1
OG0003978	KAK4469559.1	Smp_341120.1
OG0003979	KAK4474501.1	Smp_242800.1, Smp_242800.2
OG0003980	KAK4467547.1, KAK4467936.1	Smp_340220.1
OG0003981	KAK4473321.1	Smp_086060.1
OG0003982	KAK4471286.1	Smp_078730.1
OG0003983	KAK4471914.1	Smp_018430.1
OG0003984	KAK4476165.1	Smp_305070.1, Smp_322930.1
