Orthogroup	s.mekongi	schistosoma_rodhaini
OG0002848	KAK4471949.1	SRDH2_62780.1
OG0002849	KAK4475254.1	SRDH2_12940.1
OG0002850	KAK4471187.1	SRDH2_67140.1
OG0002851	KAK4468572.1, KAK4468571.1	SRDH2_93050.1
OG0002852	KAK4475266.1	SRDH2_12810.1
OG0002853	KAK4470560.1	SRDH2_75040.1
OG0002854	KAK4474186.1	SRDH2_32180.1
OG0002855	KAK4474887.1	SRDH2_17570.1
OG0002856	KAK4469341.1	SRDH2_52670.1, SRDH2_52670.4, SRDH2_52670.2, SRDH2_52670.3, SRDH2_52670.5, SRDH2_52670.6
OG0002857	KAK4471388.1	SRDH2_64660.1, SRDH2_64650.1
OG0002858	KAK4476181.1	SRDH2_10350.1, SRDH2_10350.2, SRDH2_10350.3
OG0002859	KAK4471686.1	SRDH2_64300.1
OG0002860	KAK4470387.1	SRDH2_79330.1
OG0002861	KAK4468713.1	SRDH2_90840.2, SRDH2_90840.1, SRDH2_90840.3
OG0002862	KAK4471227.1	SRDH2_67590.1
OG0002863	KAK4474910.1	SRDH2_17840.1
OG0002864	KAK4469182.1	SRDH2_54760.2, SRDH2_54760.1
OG0002865	KAK4475930.1	SRDH2_11080.1, SRDH2_11070.1
OG0002866	KAK4472169.1, KAK4474078.1, KAK4474077.1	SRDH2_33350.1
OG0002867	KAK4475655.1	SRDH2_3870.1
OG0002868	KAK4468799.1	SRDH2_90280.1, SRDH2_90280.2
OG0002869	KAK4475208.1	SRDH2_2100.1
OG0002870	KAK4469128.1	SRDH2_48290.1
OG0002871	KAK4473794.1	SRDH2_45410.1
OG0002872	KAK4469227.1	SRDH2_50360.1
OG0002873	KAK4468488.1	SRDH2_94840.1
OG0002874	KAK4473714.1	SRDH2_39790.3, SRDH2_39790.1, SRDH2_39790.2
OG0002875	KAK4469658.1	SRDH2_52100.1
OG0002876	KAK4470402.1	SRDH2_74780.1
OG0002877	KAK4471758.1	SRDH2_62220.2, SRDH2_62220.3, SRDH2_62220.1, SRDH2_62220.4, SRDH2_62220.5
OG0002878	KAK4471298.1	SRDH2_65450.1
OG0002879	KAK4474965.1	SRDH2_18410.1
OG0002880	KAK4475485.1	SRDH2_22160.1
OG0002881	KAK4472037.1	SRDH2_60800.1
OG0002882	KAK4475201.1	SRDH2_18780.1
OG0002882	KAK4475200.1	SRDH2_18790.1, SRDH2_18790.2
OG0002883	KAK4469649.1	SRDH2_52210.1
OG0002884	KAK4471211.1	SRDH2_67410.1
OG0002885	KAK4469050.1	SRDH2_47530.3, SRDH2_47530.1, SRDH2_47530.2
OG0002886	KAK4470478.1	SRDH2_76240.1, SRDH2_76240.2
OG0002889	KAK4468305.1	SRDH2_84370.1
OG0002892	KAK4470034.1	SRDH2_78290.1, SRDH2_78300.1, SRDH2_78300.2
OG0002893	KAK4475987.1	SRDH2_8660.1
OG0002894	KAK4468306.1, KAK4467244.1	SRDH2_84360.1, SRDH2_84360.2
OG0002895	KAK4467661.1	SRDH2_97190.1, SRDH2_98550.1, SRDH2_98550.2, SRDH2_98550.3
OG0002896	KAK4473167.1	SRDH2_25060.1
OG0002897	KAK4473227.1	SRDH2_25580.1
OG0002903	KAK4470177.1	SRDH2_73880.1
OG0002904	KAK4475461.1	SRDH2_22390.1
OG0002905	KAK4471053.1, KAK4471359.1	SRDH2_69820.1, SRDH2_69820.2
OG0002906	KAK4472781.1	SRDH2_29410.1, SRDH2_29410.2
OG0002907	KAK4467487.1, KAK4475839.1	SRDH2_5490.1, SRDH2_5490.2
OG0002908	KAK4471493.1	SRDH2_70560.1
OG0002909	KAK4468331.1	SRDH2_83470.1
OG0002910	KAK4475171.1	SRDH2_19010.10, SRDH2_19010.6, SRDH2_19010.5, SRDH2_19010.8, SRDH2_19010.4, SRDH2_19010.7, SRDH2_19010.3, SRDH2_19010.2, SRDH2_19010.9
OG0002911	KAK4475277.1	SRDH2_15530.1, SRDH2_15530.2, SRDH2_15530.3, SRDH2_15530.4
OG0002912	KAK4471176.1	SRDH2_67130.1
OG0002914	KAK4474821.1	SRDH2_16920.1, SRDH2_16920.2, SRDH2_16920.3
OG0002915	KAK4470746.1	SRDH2_79360.1
OG0002916	KAK4474914.1	SRDH2_17890.1
OG0002917	KAK4473361.1	SRDH2_23290.1, SRDH2_23290.2
OG0002918	KAK4468330.1	SRDH2_83480.4, SRDH2_83480.1, SRDH2_83480.6, SRDH2_83480.3, SRDH2_83480.2
OG0002919	KAK4467311.1	SRDH2_89220.1, SRDH2_88490.1, SRDH2_88480.1
OG0002920	KAK4473523.1	SRDH2_43260.1, SRDH2_43260.3, SRDH2_43260.4, SRDH2_43260.5, SRDH2_43260.2
OG0002921	KAK4467652.1	SRDH2_98400.1, SRDH2_98400.2
OG0002922	KAK4470713.1	SRDH2_78370.1
OG0002923	KAK4471906.1	SRDH2_62390.1
OG0002924	KAK4474421.1	SRDH2_13740.1, SRDH2_13710.1, SRDH2_13710.2
OG0002925	KAK4474644.1	SRDH2_14490.2, SRDH2_14490.1, SRDH2_14490.4, SRDH2_14490.5, SRDH2_14490.3
OG0002927	KAK4476175.1	SRDH2_9930.1
OG0002928	KAK4470358.1	SRDH2_76790.1, SRDH2_76790.8, SRDH2_76790.9, SRDH2_76790.5, SRDH2_76790.7, SRDH2_76790.6, SRDH2_76790.2, SRDH2_76790.3, SRDH2_76790.4
OG0002929	KAK4475521.1	SRDH2_21830.1
OG0002930	KAK4473638.1	SRDH2_40750.1
OG0002931	KAK4475101.1	SRDH2_1970.3, SRDH2_1970.4, SRDH2_1970.1, SRDH2_1970.2, SRDH2_1970.5
OG0002932	KAK4472268.1	SRDH2_45300.1, SRDH2_45290.1, SRDH2_45290.2
OG0002933	KAK4472146.1, KAK4473657.1	SRDH2_40460.1
OG0002934	KAK4467734.1	SRDH2_96550.2, SRDH2_96550.1
OG0002935	KAK4471285.1	SRDH2_66310.1, SRDH2_66310.2
OG0002936	KAK4469030.1	SRDH2_47470.1, SRDH2_47470.4, SRDH2_47470.3, SRDH2_47470.5, SRDH2_47470.2
OG0002937	KAK4473785.1	SRDH2_39030.1, SRDH2_39030.2, SRDH2_39030.3
OG0002938	KAK4470913.1	SRDH2_81090.1
OG0002939	KAK4474681.1	SRDH2_15100.1
OG0002940	KAK4469594.1, KAK4468980.1	SRDH2_48820.1, SRDH2_48820.2
OG0002942	KAK4470842.1	SRDH2_80350.1
OG0002942	KAK4470841.1	SRDH2_80340.1
OG0002943	KAK4470844.1	SRDH2_80370.1
OG0002944	KAK4474920.1	SRDH2_17940.1, SRDH2_17940.2, SRDH2_17940.3, SRDH2_17940.6, SRDH2_17940.4, SRDH2_17940.5
OG0002945	KAK4470779.1	SRDH2_79700.2, SRDH2_79700.5, SRDH2_79700.1, SRDH2_79700.3, SRDH2_79700.4, SRDH2_79700.6, SRDH2_79700.7
OG0002946	KAK4475156.1	SRDH2_19160.1, SRDH2_19160.2
OG0002947	KAK4468646.1	SRDH2_93220.1
OG0002948	KAK4471765.1	SRDH2_62150.1
OG0002949	KAK4472261.1	SRDH2_36040.5, SRDH2_36040.6, SRDH2_36040.4, SRDH2_36040.3, SRDH2_36040.1, SRDH2_36040.2
OG0002950	KAK4470279.1	SRDH2_72300.1, SRDH2_72300.2, SRDH2_72300.3
OG0002951	KAK4473899.1	SRDH2_37140.1, SRDH2_37140.2, SRDH2_37140.3, SRDH2_37140.4, SRDH2_37140.5
OG0002952	KAK4469421.1	SRDH2_51440.1, SRDH2_51440.2
OG0002953	KAK4475620.1	SRDH2_3370.1
OG0002954	KAK4471841.1	SRDH2_61620.1, SRDH2_61620.2
OG0002955	KAK4470610.1	SRDH2_75570.1, SRDH2_75570.2, SRDH2_75570.3, SRDH2_75570.4
OG0002956	KAK4467628.1	SRDH2_98130.1
OG0002957	KAK4470162.1	SRDH2_72190.1, SRDH2_72190.3, SRDH2_72190.2
OG0002958	KAK4471636.1	SRDH2_69330.1, SRDH2_69330.2
OG0002959	KAK4468801.1	SRDH2_90300.1, SRDH2_90300.2, SRDH2_90300.3
OG0002960	KAK4469309.1	SRDH2_49430.1
OG0002961	KAK4475113.1	SRDH2_19590.1
OG0002962	KAK4471361.1	SRDH2_69790.1
OG0002963	KAK4474519.1	SRDH2_101280.1, SRDH2_101280.2, SRDH2_13110.1, SRDH2_101840.1
OG0002964	KAK4473222.1	SRDH2_25530.1
OG0002965	KAK4469026.1	SRDH2_95600.1
OG0002966	KAK4472717.1	SRDH2_44170.2, SRDH2_44170.3, SRDH2_44170.1, SRDH2_44170.4
OG0002967	KAK4471940.1	SRDH2_62670.1, SRDH2_62670.3, SRDH2_62670.2
OG0002968	KAK4475089.1	SRDH2_19780.1, SRDH2_19790.1, SRDH2_19790.2, SRDH2_19790.3
OG0002969	KAK4469469.1	SRDH2_53300.1
OG0002970	KAK4474378.1	SRDH2_10250.5, SRDH2_10250.2, SRDH2_10250.4, SRDH2_10250.1, SRDH2_10250.3
OG0002971	KAK4467406.1, KAK4471661.1	SRDH2_64550.3, SRDH2_64550.1, SRDH2_64550.2
OG0002972	KAK4471075.1	SRDH2_63310.15, SRDH2_63310.16, SRDH2_63310.17
OG0002973	KAK4469328.1	SRDH2_49260.2, SRDH2_49260.3, SRDH2_49260.1
OG0002974	KAK4472528.1	SRDH2_38090.1, SRDH2_38090.2, SRDH2_38090.3
OG0002975	KAK4473942.1	SRDH2_32060.2, SRDH2_32060.3, SRDH2_32060.4, SRDH2_32060.1
OG0002976	KAK4471431.1	SRDH2_65110.1, SRDH2_65110.2
OG0002977	KAK4476147.1	SRDH2_8190.1, SRDH2_8190.2, SRDH2_8190.3, SRDH2_8190.4
OG0002979	KAK4475427.1	SRDH2_23200.1, SRDH2_23190.5, SRDH2_23190.3, SRDH2_23190.4
OG0002980	KAK4472763.1	SRDH2_29730.1
OG0002981	KAK4470340.1	SRDH2_77050.3, SRDH2_77050.1, SRDH2_77050.2
OG0002982	KAK4469369.1	SRDH2_54650.2, SRDH2_54650.3, SRDH2_54650.1
OG0002983	KAK4473171.1	SRDH2_25090.1, SRDH2_25090.2
OG0002984	KAK4474670.1	SRDH2_14710.1, SRDH2_14740.1
OG0002985	KAK4475301.1	SRDH2_2200.1
OG0002988	KAK4467909.1	SRDH2_96360.1, SRDH2_96360.2
OG0002989	KAK4469246.1	SRDH2_50180.1
OG0002990	KAK4468206.1	SRDH2_83140.1, SRDH2_83140.2, SRDH2_83140.3, SRDH2_83140.4, SRDH2_83140.5
OG0002991	KAK4472588.1	SRDH2_36570.3, SRDH2_36570.4
OG0002992	KAK4470499.1	SRDH2_77760.4, SRDH2_77760.1, SRDH2_77760.3, SRDH2_77760.2
OG0002993	KAK4468016.1	SRDH2_86510.1, SRDH2_86510.2
OG0002994	KAK4475102.1	SRDH2_19760.6, SRDH2_19760.2, SRDH2_19760.1, SRDH2_19760.3, SRDH2_19760.4, SRDH2_19760.5
OG0002995	KAK4468948.1	SRDH2_93750.1
OG0002996	KAK4475272.1	SRDH2_15440.1
OG0002997	KAK4472554.1	SRDH2_38340.1
OG0002998	KAK4474004.1	SRDH2_44830.3, SRDH2_44830.4, SRDH2_44830.2, SRDH2_44830.1
OG0002999	KAK4471879.1	SRDH2_62000.1
OG0003000	KAK4472928.1	SRDH2_27420.1
OG0003001	KAK4472932.1	SRDH2_27370.1
OG0003002	KAK4475065.1, KAK4475066.1	SRDH2_20040.1
OG0003003	KAK4467897.1	SRDH2_97080.1
OG0003004	KAK4470349.1	SRDH2_76950.5, SRDH2_76950.1, SRDH2_76950.2, SRDH2_76950.3, SRDH2_76950.4
OG0003005	KAK4469934.1	SRDH2_54910.2, SRDH2_54910.3, SRDH2_54910.1, SRDH2_54910.4
OG0003006	KAK4468098.1	SRDH2_88090.1
OG0003007	KAK4471944.1	SRDH2_62700.2, SRDH2_62700.5, SRDH2_62700.1, SRDH2_62700.3, SRDH2_62700.4
OG0003008	KAK4472583.1	SRDH2_36530.1
OG0003009	KAK4476104.1	SRDH2_6590.1
OG0003010	KAK4470536.1	SRDH2_74910.1
OG0003011	KAK4472496.1	SRDH2_30730.1, SRDH2_30730.2, SRDH2_30730.3, SRDH2_30730.4
OG0003012	KAK4471987.1	SRDH2_63150.1, SRDH2_63150.2, SRDH2_63150.3
OG0003013	KAK4470828.1	SRDH2_80220.1, SRDH2_80220.6, SRDH2_80220.7, SRDH2_80220.2, SRDH2_80220.4, SRDH2_80220.5, SRDH2_80220.3
OG0003014	KAK4468178.1	SRDH2_86720.1
OG0003015	KAK4473564.1	SRDH2_43650.1
OG0003016	KAK4470535.1	SRDH2_77430.1
OG0003017	KAK4469411.1	SRDH2_51000.1, SRDH2_51000.2, SRDH2_51000.3, SRDH2_51000.4, SRDH2_51000.5
OG0003018	KAK4467766.1	SRDH2_97910.1
OG0003019	KAK4470459.1	SRDH2_76410.1, SRDH2_76410.2
OG0003020	KAK4472808.1	SRDH2_29170.1
OG0003021	KAK4468180.1	SRDH2_86750.1
OG0003022	KAK4473196.1	SRDH2_25300.1, SRDH2_25300.2
OG0003023	KAK4468173.1	SRDH2_86670.1, SRDH2_86670.2
OG0003024	KAK4470783.1	SRDH2_79760.1
OG0003025	KAK4473824.1	SRDH2_37930.1
OG0003026	KAK4472359.1	SRDH2_35130.1
OG0003027	KAK4474846.1	SRDH2_17170.1, SRDH2_17170.2, SRDH2_17160.1
OG0003028	KAK4476314.1	SRDH2_10410.1, SRDH2_10400.1
OG0003029	KAK4468366.1	SRDH2_84170.1, SRDH2_84170.2, SRDH2_84170.3
OG0003030	KAK4475071.1	SRDH2_19990.1
OG0003031	KAK4471040.1	SRDH2_68200.2, SRDH2_68200.1, SRDH2_68200.3
OG0003032	KAK4472074.1	SRDH2_60540.1
OG0003033	KAK4469064.1	SRDH2_47620.1
OG0003034	KAK4468280.1	SRDH2_84650.4, SRDH2_84650.1, SRDH2_84650.2, SRDH2_84650.3
OG0003036	KAK4468187.1	SRDH2_86840.1, SRDH2_86840.2
OG0003037	KAK4470951.1	SRDH2_81440.6, SRDH2_81440.7, SRDH2_81440.1, SRDH2_81440.4, SRDH2_81440.3, SRDH2_81440.2, SRDH2_81440.8, SRDH2_81440.5
OG0003038	KAK4469706.1	SRDH2_53860.2, SRDH2_53860.3, SRDH2_53860.4, SRDH2_53860.1
OG0003039	KAK4469437.1	SRDH2_46930.1
OG0003040	KAK4472467.1	SRDH2_30460.1
OG0003041	KAK4472389.1	SRDH2_34860.1
OG0003042	KAK4473609.1	SRDH2_41090.3, SRDH2_41090.4, SRDH2_41090.5, SRDH2_41090.6, SRDH2_41090.1, SRDH2_41090.2, SRDH2_41090.7
OG0003043	KAK4469610.1	SRDH2_48640.2, SRDH2_48640.3, SRDH2_48640.1
OG0003044	KAK4476083.1	SRDH2_7940.1, SRDH2_7940.3, SRDH2_7940.4, SRDH2_7940.2
OG0003045	KAK4469160.1	SRDH2_52600.1
OG0003046	KAK4469161.1	SRDH2_52610.1, SRDH2_52610.2, SRDH2_52610.3, SRDH2_52610.7, SRDH2_52610.4, SRDH2_52610.5, SRDH2_52610.6
OG0003047	KAK4474707.1	SRDH2_14870.4, SRDH2_14870.1, SRDH2_14870.5, SRDH2_14870.2, SRDH2_14870.3
OG0003048	KAK4469764.1	SRDH2_46230.1, SRDH2_46370.1, SRDH2_46380.1, SRDH2_46360.1
OG0003049	KAK4469754.1	SRDH2_46220.2, SRDH2_101810.1, SRDH2_46220.1, SRDH2_46310.1, SRDH2_46250.1, SRDH2_46400.1, SRDH2_46420.1
OG0003050	KAK4470858.1	SRDH2_80490.1, SRDH2_80490.2
OG0003051	KAK4473151.1	SRDH2_24810.1
OG0003052	KAK4471195.1	SRDH2_67200.1
OG0003053	KAK4472972.1	SRDH2_26950.2, SRDH2_26950.1, SRDH2_26950.3
OG0003054	KAK4476250.1	SRDH2_9100.2, SRDH2_9100.1, SRDH2_9100.3
OG0003055	KAK4469728.1	SRDH2_57860.2, SRDH2_57860.3, SRDH2_57860.4, SRDH2_57860.1
OG0003056	KAK4476225.1	SRDH2_8980.2, SRDH2_8980.3, SRDH2_8980.4, SRDH2_8980.6, SRDH2_8980.1, SRDH2_8980.5
OG0003057	KAK4471418.1	SRDH2_64920.1
OG0003058	KAK4468917.1	SRDH2_94950.1, SRDH2_94950.3, SRDH2_94950.4, SRDH2_94950.2
OG0003059	KAK4474057.1	SRDH2_33550.1, SRDH2_33550.2, SRDH2_33550.3
OG0003060	KAK4469722.1, KAK4469721.1	SRDH2_54070.1, SRDH2_54070.2
OG0003062	KAK4468558.1	SRDH2_92910.1, SRDH2_92910.2
OG0003063	KAK4474944.1	SRDH2_18210.1
OG0003064	KAK4476085.1, KAK4476084.1	SRDH2_7960.2, SRDH2_7960.1, SRDH2_7960.3
OG0003065	KAK4475481.1	SRDH2_22190.1
OG0003066	KAK4467653.1	SRDH2_97400.2, SRDH2_97400.1
OG0003067	KAK4473191.1	SRDH2_25260.1
OG0003068	KAK4470448.1	SRDH2_78700.1
OG0003069	KAK4470904.1	SRDH2_71790.2, SRDH2_71790.4, SRDH2_71790.1, SRDH2_71790.3
OG0003070	KAK4474128.1	SRDH2_32810.3, SRDH2_32810.2, SRDH2_32810.1
OG0003071	KAK4471899.1	SRDH2_62330.2, SRDH2_62330.4, SRDH2_62330.1, SRDH2_62330.3, SRDH2_62330.5
OG0003072	KAK4470953.1	SRDH2_81460.1, SRDH2_81460.2, SRDH2_81460.3
OG0003073	KAK4471453.1	SRDH2_65620.1
OG0003074	KAK4472092.1	SRDH2_60410.1
OG0003075	KAK4471132.1	SRDH2_58930.1, SRDH2_58930.2
OG0003076	KAK4467226.1	SRDH2_58990.1
OG0003077	KAK4470456.1	SRDH2_76440.1
OG0003079	KAK4469953.1	SRDH2_57820.1
OG0003080	KAK4474393.1	SRDH2_11370.1, SRDH2_11370.2
OG0003081	KAK4474607.1	SRDH2_12450.1, SRDH2_12450.3, SRDH2_12450.4, SRDH2_12450.2
OG0003082	KAK4469388.1	SRDH2_50860.1, SRDH2_50860.2, SRDH2_50860.3, SRDH2_50860.4
OG0003083	KAK4470931.1	SRDH2_81230.1, SRDH2_81230.2
OG0003084	KAK4470292.1	SRDH2_72840.1
OG0003085	KAK4473802.1	SRDH2_38830.1, SRDH2_38830.2, SRDH2_38830.3
OG0003086	KAK4471330.1	SRDH2_66430.1
OG0003087	KAK4467853.1	SRDH2_99330.1, SRDH2_99330.2
OG0003088	KAK4474979.1	SRDH2_21020.2, SRDH2_21020.1, SRDH2_21020.3
OG0003089	KAK4475161.1	SRDH2_19110.1, SRDH2_19110.2
OG0003090	KAK4472596.1	SRDH2_36640.1, SRDH2_36640.2
OG0003091	KAK4467911.1	SRDH2_96330.1, SRDH2_96330.2
OG0003092	KAK4468379.1	SRDH2_85820.1
OG0003093	KAK4468425.1	SRDH2_94000.1, SRDH2_94000.2, SRDH2_94000.3
OG0003094	KAK4468504.1	SRDH2_92390.1
OG0003095	KAK4469586.1	SRDH2_48900.1
OG0003096	KAK4470528.1	SRDH2_77500.1, SRDH2_77500.2
OG0003097	KAK4471337.1	SRDH2_66610.3, SRDH2_66610.2, SRDH2_66610.4, SRDH2_66610.1, SRDH2_66610.5
OG0003098	KAK4474756.1, KAK4474758.1, KAK4474759.1	SRDH2_16280.1
OG0003107	KAK4469963.1	SRDH2_57770.1, SRDH2_57770.2
OG0003108	KAK4472992.1	SRDH2_26760.1, SRDH2_26760.3, SRDH2_26760.2, SRDH2_100310.1, SRDH2_26760.4
OG0003109	KAK4475305.1	SRDH2_15800.3, SRDH2_15800.1, SRDH2_15800.2
OG0003111	KAK4470170.1	SRDH2_73960.1
OG0003112	KAK4471551.1	SRDH2_68310.1
OG0003114	KAK4468802.1	SRDH2_90310.1, SRDH2_90310.2
OG0003115	KAK4470616.1	SRDH2_75620.2, SRDH2_75620.1, SRDH2_75620.4, SRDH2_75620.3
OG0003117	KAK4475175.1	SRDH2_18980.1, SRDH2_18980.2
OG0003118	KAK4473622.1	SRDH2_40910.3, SRDH2_40910.1, SRDH2_40910.4, SRDH2_40910.5, SRDH2_40910.2
OG0003119	KAK4472376.1	SRDH2_34990.1
OG0003120	KAK4470643.1	SRDH2_74980.1
OG0003121	KAK4474788.1	SRDH2_1650.1
OG0003122	KAK4475923.1	SRDH2_530.1, SRDH2_530.6, SRDH2_530.3, SRDH2_530.8, SRDH2_530.5, SRDH2_530.2, SRDH2_530.4, SRDH2_530.7
OG0003123	KAK4467459.1, KAK4467462.1	SRDH2_85810.1
OG0003124	KAK4468630.1	SRDH2_92080.1
OG0003125	KAK4470479.1	SRDH2_76220.1
OG0003126	KAK4475109.1	SRDH2_19610.3, SRDH2_19610.1, SRDH2_19610.2
OG0003127	KAK4468864.1	SRDH2_88910.1
OG0003128	KAK4468288.1	SRDH2_84560.1
OG0003129	KAK4475567.1	SRDH2_2990.4, SRDH2_2990.5, SRDH2_2990.1, SRDH2_2990.2, SRDH2_2990.3
OG0003130	KAK4473122.1	SRDH2_28330.1
OG0003131	KAK4470255.1	SRDH2_73310.1
OG0003133	KAK4472047.1	SRDH2_60880.2, SRDH2_60880.3, SRDH2_60880.1, SRDH2_60880.4
OG0003134	KAK4468043.1	SRDH2_85930.1
OG0003135	KAK4474024.1	SRDH2_33910.1, SRDH2_33910.2
OG0003136	KAK4476290.1	SRDH2_10530.1
OG0003137	KAK4468351.1	SRDH2_83690.1
OG0003138	KAK4468617.1	SRDH2_92290.1, SRDH2_92290.2, SRDH2_92290.3
OG0003139	KAK4469247.1	SRDH2_50160.1
OG0003140	KAK4472688.1	SRDH2_31370.2, SRDH2_31370.4, SRDH2_31370.5, SRDH2_31370.6, SRDH2_31370.1
OG0003141	KAK4471989.1	SRDH2_63170.2, SRDH2_63170.1
OG0003142	KAK4470724.1	SRDH2_78480.2, SRDH2_78480.3, SRDH2_78480.4, SRDH2_78480.5, SRDH2_78480.6, SRDH2_78480.1, SRDH2_78480.7
OG0003143	KAK4470519.1	SRDH2_77580.1, SRDH2_77580.3, SRDH2_77580.4, SRDH2_77580.2
OG0003144	KAK4473747.1	SRDH2_39440.1, SRDH2_39440.2
OG0003145	KAK4475042.1	SRDH2_20320.1
OG0003146	KAK4471191.1	SRDH2_67160.1
OG0003147	KAK4469262.1	SRDH2_50010.1
OG0003148	KAK4467885.1	SRDH2_95960.1
OG0003149	KAK4469944.1	SRDH2_100550.6, SRDH2_100550.8, SRDH2_100550.9, SRDH2_57060.1, SRDH2_100500.1, SRDH2_100550.1, SRDH2_100550.2, SRDH2_100550.3, SRDH2_100550.4, SRDH2_100550.5, SRDH2_100550.7, SRDH2_57490.1
OG0003150	KAK4470886.1	SRDH2_80760.1, SRDH2_80760.3, SRDH2_80760.4, SRDH2_80760.2, SRDH2_80770.1, SRDH2_80760.5, SRDH2_80760.6
OG0003151	KAK4469373.1	SRDH2_50740.1
OG0003152	KAK4473841.1	SRDH2_37750.1
OG0003153	KAK4470627.1	SRDH2_75710.1
OG0003154	KAK4474086.1	SRDH2_33250.1
OG0003155	KAK4470113.1	SRDH2_74640.6, SRDH2_74640.1, SRDH2_74640.10, SRDH2_74640.2, SRDH2_74640.3, SRDH2_74640.7, SRDH2_74640.4, SRDH2_74640.5, SRDH2_74640.8, SRDH2_74640.9
OG0003157	KAK4469678.1	SRDH2_53610.1, SRDH2_53610.2
OG0003158	KAK4468929.1	SRDH2_93570.3, SRDH2_93570.4, SRDH2_93570.2, SRDH2_93570.1
OG0003159	KAK4469036.1	SRDH2_57370.1, SRDH2_57370.2
OG0003160	KAK4475329.1, KAK4475328.1	SRDH2_21100.1
OG0003161	KAK4469088.1	SRDH2_47900.5, SRDH2_47900.2, SRDH2_47900.3, SRDH2_47900.1, SRDH2_47900.4
OG0003162	KAK4476171.1	SRDH2_9880.1
OG0003163	KAK4474766.1	SRDH2_1630.1
OG0003164	KAK4472344.1, KAK4472345.1	SRDH2_35300.1, SRDH2_35300.2
OG0003165	KAK4470763.1	SRDH2_79530.1, SRDH2_79530.2
OG0003167	KAK4467889.1	SRDH2_97010.1, SRDH2_97010.2
OG0003168	KAK4471309.1	SRDH2_65230.1, SRDH2_65230.2
OG0003169	KAK4474765.1	SRDH2_16350.1
OG0003170	KAK4475221.1	SRDH2_18570.1
OG0003171	KAK4470558.1	SRDH2_72510.1, SRDH2_72510.2, SRDH2_72510.3, SRDH2_72510.4
OG0003172	KAK4475445.1	SRDH2_22540.1
OG0003173	KAK4472619.1	SRDH2_36830.1, SRDH2_36830.2
OG0003174	KAK4470337.1	SRDH2_77070.1
OG0003175	KAK4467721.1	SRDH2_97160.1
OG0003176	KAK4470311.1	SRDH2_72350.1, SRDH2_72350.2
OG0003177	KAK4473005.1	SRDH2_26170.1, SRDH2_26170.2
OG0003178	KAK4472335.1	SRDH2_35350.1
OG0003179	KAK4470325.1	SRDH2_77210.1
OG0003180	KAK4475713.1	SRDH2_4350.1
OG0003181	KAK4473984.1	SRDH2_34290.1, SRDH2_34290.2, SRDH2_34290.3, SRDH2_34290.5, SRDH2_34290.6, SRDH2_34290.4
OG0003182	KAK4472665.1	SRDH2_31570.2, SRDH2_31570.1
OG0003183	KAK4474722.1	SRDH2_15200.1, SRDH2_15200.2
OG0003184	KAK4472873.1	SRDH2_47340.1, SRDH2_28810.2, SRDH2_28810.3, SRDH2_28810.1
OG0003185	KAK4470180.1	SRDH2_73840.1
OG0003186	KAK4469043.1, KAK4472714.1	SRDH2_30160.1
OG0003187	KAK4470628.1	SRDH2_75720.1
OG0003188	KAK4467982.1	SRDH2_84230.1
OG0003189	KAK4469783.1	SRDH2_58330.3, SRDH2_58330.4, SRDH2_58330.1, SRDH2_58330.2
OG0003190	KAK4471885.1	SRDH2_62060.1
OG0003191	KAK4469115.1	SRDH2_48170.1
OG0003192	KAK4471358.1	SRDH2_69830.1, SRDH2_69830.2
OG0003193	KAK4473845.1	SRDH2_37710.1
OG0003194	KAK4470088.1	SRDH2_71600.1
OG0003195	KAK4475218.1	SRDH2_18600.1, SRDH2_18600.2, SRDH2_18600.3, SRDH2_18600.4, SRDH2_18600.5
OG0003196	KAK4471775.1	SRDH2_63710.5, SRDH2_63710.2, SRDH2_63710.4, SRDH2_63710.1, SRDH2_63710.3
OG0003197	KAK4467650.1	SRDH2_98350.1
OG0003198	KAK4469447.1	SRDH2_51680.1
OG0003199	KAK4467790.1	SRDH2_96820.1
OG0003200	KAK4476266.1	SRDH2_10800.1
OG0003201	KAK4474576.1	SRDH2_13420.2, SRDH2_13420.1
OG0003202	KAK4475172.1	SRDH2_19000.1, SRDH2_19000.2, SRDH2_19000.3
OG0003203	KAK4468471.1	SRDH2_94540.1
OG0003204	KAK4475014.1	SRDH2_20690.1
OG0003205	KAK4473990.1	SRDH2_34230.1, SRDH2_34230.4, SRDH2_34230.2, SRDH2_34230.3, SRDH2_34230.5
OG0003206	KAK4474923.1	SRDH2_18140.1
OG0003207	KAK4476153.1	SRDH2_8570.1
OG0003208	KAK4471535.1	SRDH2_66790.2, SRDH2_66790.1
OG0003209	KAK4470896.1	SRDH2_80850.1
OG0003210	KAK4474687.1	SRDH2_14830.1
OG0003211	KAK4470350.1	SRDH2_76940.1
OG0003212	KAK4475898.1	SRDH2_5940.2, SRDH2_5940.1, SRDH2_5940.3, SRDH2_5940.4
OG0003213	KAK4472354.1	SRDH2_35190.1
OG0003214	KAK4474495.1	SRDH2_11800.1
OG0003215	KAK4476241.1	SRDH2_9230.1, SRDH2_9220.1
OG0003216	KAK4471483.1	SRDH2_67940.2, SRDH2_67940.1
OG0003217	KAK4471913.1	SRDH2_62440.3, SRDH2_62440.1, SRDH2_62440.4, SRDH2_62440.2
OG0003218	KAK4471153.1	SRDH2_59690.1
